Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0004778	Bany_07875-RA	DPOGS208375-PA
OG0004779	Bany_02609-RA	DPOGS212647-PA
OG0004780	Bany_04286-RA	DPOGS211803-PA
OG0004781	Bany_02630-RA	DPOGS207539-PA
OG0004782	Bany_07886-RA	DPOGS203414-PA
OG0004783	Bany_07892-RA	DPOGS203410-PA
OG0004784	Bany_07896-RA	DPOGS203409-PA
OG0004785	Bany_07900-RA	DPOGS203406-PA
OG0004786	Bany_05148-RA	DPOGS201444-PA
OG0004787	Bany_05160-RA	DPOGS201764-PA
OG0004788	Bany_07915-RA	DPOGS203304-PA
OG0004789	Bany_07920-RA	DPOGS203402-PA
OG0004790	Bany_07921-RA	DPOGS203306-PA
OG0004791	Bany_07922-RA	DPOGS203401-PA
OG0004849	Bany_17686-RA	DPOGS215555-PA
OG0004850	Bany_18171-RA	DPOGS213294-PA
OG0004851	Bany_07168-RA	DPOGS207168-PA
OG0004852	Bany_16439-RA	DPOGS216113-PA
OG0004853	Bany_17687-RA	DPOGS215535-PA
OG0004854	Bany_16927-RA	DPOGS204983-PA
OG0004855	Bany_02635-RA	DPOGS213886-PA
OG0004856	Bany_16440-RA	DPOGS216111-PA
OG0004858	Bany_15434-RA	DPOGS215583-PA
OG0004859	Bany_15435-RA	DPOGS203140-PA
OG0004860	Bany_16931-RA	DPOGS204994-PA
OG0004861	Bany_17402-RA	DPOGS213654-PA
OG0004862	Bany_16932-RA	DPOGS204993-PA
OG0004863	Bany_07169-RA	DPOGS203379-PA
OG0004864	Bany_11826-RA	DPOGS211476-PA
OG0004865	Bany_17693-RA	DPOGS206769-PA
OG0004866	Bany_14879-RA	DPOGS208034-PA
OG0004867	Bany_14253-RA	DPOGS214973-PA
OG0004868	Bany_03451-RA	DPOGS211052-PA
OG0004869	Bany_16934-RA	DPOGS204992-PA
OG0004870	Bany_14995-RA, Bany_17694-RA	DPOGS207218-PA
OG0004871	Bany_00004-RA	DPOGS213159-PA
OG0004872	Bany_14880-RA	DPOGS208035-PA
OG0004873	Bany_17403-RA	DPOGS213635-PA
OG0004874	Bany_09898-RA	DPOGS210114-PA
OG0004875	Bany_15441-RA	DPOGS203137-PA
OG0004876	Bany_14254-RA	DPOGS213188-PA
OG0004877	Bany_01813-RA	DPOGS203528-PA
OG0004878	Bany_07171-RA	DPOGS203325-PA
OG0004879	Bany_14884-RA	DPOGS208038-PA
OG0004880	Bany_12446-RA	DPOGS211497-PA
OG0004881	Bany_05868-RA	DPOGS212595-PA
OG0004882	Bany_14257-RA	DPOGS213187-PA
OG0004883	Bany_10543-RA	DPOGS208223-PA
OG0004884	Bany_14885-RA	DPOGS208031-PA
OG0004885	Bany_15445-RA	DPOGS203229-PA
OG0004886	Bany_03460-RA	DPOGS211041-PA
OG0004887	Bany_09903-RA	DPOGS210041-PA
OG0004888	Bany_14261-RA	DPOGS213191-PA
OG0004889	Bany_14889-RA	DPOGS208041-PA
OG0004890	Bany_11834-RA	DPOGS209781-PA
OG0004891	Bany_08658-RA	DPOGS206362-PA
OG0004892	Bany_05870-RA	DPOGS212605-PA
OG0004894	Bany_11139-RA, Bany_11138-RA	DPOGS211772-PA
OG0004895	Bany_14267-RA	DPOGS213182-PA
OG0004896	Bany_07174-RA	DPOGS206781-PA
OG0004897	Bany_13616-RA	DPOGS210344-PA
OG0004898	Bany_02649-RA	DPOGS213889-PA
OG0004899	Bany_09910-RA	DPOGS210110-PA
OG0004900	Bany_10551-RA	DPOGS208296-PA
OG0004901	Bany_07928-RA	DPOGS210801-PA
OG0004902	Bany_15453-RA	DPOGS209194-PA
OG0004903	Bany_12459-RA	DPOGS201612-PA
OG0004903	Bany_15992-RA	DPOGS201613-PA
OG0004904	Bany_08663-RA	DPOGS216080-PA
OG0004905	Bany_09344-RA	DPOGS214700-PA, DPOGS214701-PA
OG0004906	Bany_00935-RA	DPOGS204091-PA
OG0004907	Bany_06557-RA	DPOGS213632-PA
OG0004908	Bany_07181-RA	DPOGS207191-PA
OG0004909	Bany_05874-RA	DPOGS212604-PA
OG0004910	Bany_16944-RA	DPOGS212498-PA
OG0004911	Bany_16945-RA	DPOGS212485-PA
OG0004912	Bany_10553-RA	DPOGS208227-PA
OG0004913	Bany_06558-RA	DPOGS213631-PA
OG0004914	Bany_06559-RA	DPOGS213502-PA
OG0004915	Bany_10554-RA	DPOGS208295-PA
OG0004916	Bany_09917-RA	DPOGS210108-PA
OG0004917	Bany_00939-RA	DPOGS200464-PA
OG0004918	Bany_07936-RA	DPOGS210804-PA
OG0004919	Bany_00940-RA	DPOGS200451-PA
OG0004920	Bany_07937-RA	DPOGS210864-PA
OG0004921	Bany_09918-RA	DPOGS210045-PA
OG0004922	Bany_09919-RA	DPOGS210046-PA
OG0004923	Bany_14271-RA	DPOGS213200-PA
OG0004925	Bany_16952-RA	DPOGS212488-PA
OG0004926	Bany_11140-RA	DPOGS211775-PA
OG0004927	Bany_04315-RA, Bany_04320-RA	DPOGS202956-PA
OG0004928	Bany_14894-RA	DPOGS208043-PA
OG0004929	Bany_16953-RA	DPOGS212494-PA
OG0004930	Bany_11142-RA	DPOGS211784-PA
OG0004931	Bany_11143-RA	DPOGS211776-PA
OG0004932	Bany_16044-RA	DPOGS215143-PA
OG0004933	Bany_00944-RA	DPOGS200449-PA
OG0004934	Bany_17702-RA	DPOGS209857-PA
OG0004935	Bany_15463-RA	DPOGS209195-PA
OG0004936	Bany_11144-RA	DPOGS211783-PA
OG0004937	Bany_13032-RA	DPOGS210398-PA
OG0004938	Bany_00946-RA	DPOGS200467-PA
OG0004939	Bany_11837-RA	DPOGS201038-PA
OG0004940	Bany_01847-RA	DPOGS213368-PA
OG0004941	Bany_17408-RA	DPOGS213928-PA
OG0004942	Bany_13623-RA	DPOGS210356-PA
OG0004943	Bany_17704-RA	DPOGS213230-PA
OG0004944	Bany_07940-RA	DPOGS210862-PA
OG0004945	Bany_14905-RA	DPOGS204979-PA
OG0004946	Bany_05193-RA	DPOGS209293-PA
OG0004947	Bany_08676-RA	DPOGS201179-PA
OG0004948	Bany_05885-RA	DPOGS212631-PA, DPOGS212589-PA
OG0004949	Bany_09921-RA	DPOGS210105-PA
OG0004950	Bany_17706-RA	DPOGS213231-PA
OG0004951	Bany_12470-RA	DPOGS215011-PA
OG0004952	Bany_07944-RA	DPOGS210860-PA
OG0004953	Bany_11841-RA	DPOGS201263-PA
OG0004954	Bany_09922-RA	DPOGS210051-PA
OG0004955	Bany_02652-RA	DPOGS209609-PA
OG0004956	Bany_08677-RA	DPOGS201190-PA
OG0004957	Bany_11842-RA	DPOGS201223-PA
OG0004958	Bany_09924-RA	DPOGS210050-PA
OG0004959	Bany_02654-RA	DPOGS209607-PA
OG0004960	Bany_02656-RA	DPOGS209610-PA
OG0004961	Bany_07187-RA	DPOGS207195-PA
OG0004962	Bany_09925-RA	DPOGS210049-PA
OG0004963	Bany_04326-RA	DPOGS202957-PA
OG0004964	Bany_13629-RA	DPOGS210359-PA
OG0004965	Bany_07190-RA, Bany_03308-RA	DPOGS205954-PA
OG0004966	Bany_17710-RA	DPOGS208192-PA
OG0004968	Bany_15480-RA	DPOGS209135-PA
OG0004969	Bany_07191-RA	DPOGS200898-PA
OG0004970	Bany_10564-RA	DPOGS208231-PA
OG0004971	Bany_00956-RA	DPOGS214394-PA
OG0004972	Bany_05889-RA	DPOGS212632-PA
OG0004973	Bany_16956-RA	DPOGS212493-PA
OG0004974	Bany_00957-RA	DPOGS214423-PA
OG0004975	Bany_15485-RA	DPOGS209134-PA
OG0004976	Bany_01861-RA, Bany_01863-RA	DPOGS213353-PA
OG0004977	Bany_15486-RA	DPOGS209206-PA
OG0004978	Bany_07197-RA	DPOGS200905-PA
OG0004979	Bany_15487-RA	DPOGS209133-PA
OG0004980	Bany_05892-RA	DPOGS212634-PA
OG0004981	Bany_10569-RA	DPOGS208233-PA
OG0004982	Bany_14285-RA	DPOGS213205-PA
OG0004983	Bany_17415-RA	DPOGS213899-PA
OG0004984	Bany_00022-RA	DPOGS208823-PA
OG0004985	Bany_14286-RA	DPOGS213177-PA
OG0004986	Bany_11848-RA	DPOGS201222-PA
OG0004987	Bany_14287-RA	DPOGS213206-PA
OG0004988	Bany_10572-RA	DPOGS208286-PA
OG0004989	Bany_14288-RA	DPOGS213176-PA
OG0004990	Bany_05895-RA	DPOGS212585-PA
OG0004991	Bany_11152-RA, Bany_17156-RA	DPOGS204971-PA
OG0004992	Bany_14290-RA	DPOGS213208-PA
OG0004993	Bany_13637-RA	DPOGS210337-PA
OG0004994	Bany_08687-RA	DPOGS201171-PA
OG0004995	Bany_13638-RA	DPOGS210362-PA
OG0004996	Bany_03480-RA	DPOGS210133-PA
OG0004997	Bany_03482-RA	DPOGS210142-PA
OG0004998	Bany_15489-RA	DPOGS209209-PA
OG0004999	Bany_12484-RA	DPOGS201596-PA, DPOGS207240-PA
OG0005000	Bany_13904-RA, Bany_01866-RA	DPOGS213378-PA
OG0005001	Bany_05897-RA	DPOGS206883-PA
OG0005002	Bany_13643-RA	DPOGS210335-PA
OG0005003	Bany_13644-RA	DPOGS210364-PA
OG0005004	Bany_01867-RA	DPOGS213380-PA
OG0005005	Bany_13645-RA	DPOGS210334-PA
OG0005006	Bany_13646-RA	DPOGS210332-PA
OG0005007	Bany_03483-RA	DPOGS210135-PA
OG0005008	Bany_05898-RA	DPOGS212638-PA
OG0005009	Bany_17420-RA	DPOGS213921-PA
OG0005010	Bany_13647-RA	DPOGS210366-PA
OG0005011	Bany_13651-RA	DPOGS210365-PA
OG0005012	Bany_05204-RA	DPOGS204738-PA
OG0005013	Bany_12488-RA	DPOGS204621-PA
OG0005014	Bany_06565-RA	DPOGS205147-PA
OG0005015	Bany_05207-RA	DPOGS204739-PA
OG0005016	Bany_01872-RA	DPOGS213384-PA
OG0005017	Bany_06567-RA	DPOGS205132-PA
OG0005018	Bany_17718-RA	DPOGS208214-PA
OG0005019	Bany_07958-RA	DPOGS210815-PA
OG0005020	Bany_14293-RA	DPOGS213210-PA
OG0005021	Bany_14294-RA	DPOGS213174-PA
OG0005022	Bany_07959-RA	DPOGS210854-PA
OG0005023	Bany_14295-RA	DPOGS213211-PA
OG0005024	Bany_07960-RA	DPOGS210816-PA
OG0005025	Bany_05212-RA	DPOGS204741-PA, DPOGS204742-PA
OG0005026	Bany_07961-RA	DPOGS210853-PA
OG0005027	Bany_05903-RA	DPOGS205119-PA
OG0005028	Bany_05213-RA	DPOGS204743-PA
OG0005029	Bany_05214-RA	DPOGS204778-PA
OG0005030	Bany_06569-RA	DPOGS205153-PA, DPOGS209656-PA
OG0005031	Bany_17721-RA	DPOGS208212-PA
OG0005032	Bany_14300-RA	DPOGS213213-PA
OG0005033	Bany_14301-RA	DPOGS213170-PA
OG0005034	Bany_00026-RA	DPOGS208793-PA
OG0005035	Bany_14302-RA	DPOGS213169-PA
OG0005036	Bany_04342-RA	DPOGS205495-PA
OG0005037	Bany_16970-RA	DPOGS200945-PA
OG0005038	Bany_16971-RA	DPOGS200944-PA
OG0005039	Bany_17424-RA	DPOGS213910-PA
OG0005040	Bany_05215-RA	DPOGS204744-PA
OG0005041	Bany_12500-RA	DPOGS204620-PA
OG0005042	Bany_03486-RA	DPOGS210886-PA
OG0005043	Bany_16483-RA	DPOGS216103-PA
OG0005044	Bany_01879-RA	DPOGS213346-PA
OG0005045	Bany_12501-RA	DPOGS204617-PA
OG0005046	Bany_05218-RA	DPOGS204745-PA
OG0005047	Bany_01880-RA	DPOGS213389-PA
OG0005048	Bany_05219-RA	DPOGS204777-PA
OG0005049	Bany_01881-RA	DPOGS213345-PA
OG0005050	Bany_06571-RA	DPOGS205129-PA
OG0005051	Bany_15494-RA	DPOGS209211-PA
OG0005052	Bany_01882-RA	DPOGS213390-PA
OG0005053	Bany_16975-RA	DPOGS207348-PA
OG0005054	Bany_16976-RA	DPOGS207331-PA
OG0005055	Bany_11850-RA	DPOGS201265-PA
OG0005056	Bany_02666-RA	DPOGS209613-PA
OG0005057	Bany_14304-RA	DPOGS213215-PA
OG0005058	Bany_01884-RA	DPOGS200149-PA
OG0005059	Bany_00031-RA	DPOGS208796-PA
OG0005060	Bany_16488-RA, Bany_16489-RA	DPOGS216121-PA
OG0005061	Bany_08693-RA	DPOGS201200-PA
OG0005062	Bany_09940-RA	DPOGS210057-PA
OG0005063	Bany_05222-RA	DPOGS204749-PA
OG0005064	Bany_11157-RA	DPOGS211788-PA
OG0005065	Bany_17735-RA	DPOGS208211-PA
OG0005066	Bany_16977-RA	DPOGS207330-PA
OG0005067	Bany_06573-RA	DPOGS205131-PA
OG0005068	Bany_06575-RA	DPOGS205148-PA
OG0005069	Bany_16980-RA	DPOGS207351-PA
OG0005070	Bany_11160-RA	DPOGS211769-PA
OG0005071	Bany_13658-RA	DPOGS210370-PA
OG0005072	Bany_02667-RA	DPOGS209602-PA
OG0005073	Bany_13660-RA	DPOGS210329-PA
OG0005074	Bany_13049-RA	DPOGS208003-PA
OG0005075	Bany_11163-RA	DPOGS211791-PA
OG0005076	Bany_15500-RA	DPOGS215577-PA
OG0005077	Bany_07978-RA	DPOGS210848-PA
OG0005078	Bany_06578-RA	DPOGS211811-PA
OG0005079	Bany_08699-RA	DPOGS201205-PA
OG0005080	Bany_05228-RA	DPOGS204774-PA
OG0005081	Bany_03495-RA	DPOGS210935-PA
OG0005082	Bany_16500-RA	DPOGS209343-PA
OG0005083	Bany_16503-RA	DPOGS200398-PA
OG0005084	Bany_03496-RA	DPOGS210890-PA
OG0005085	Bany_16093-RA	DPOGS209119-PA, DPOGS211756-PA
OG0005086	Bany_11166-RA	DPOGS211793-PA
OG0005087	Bany_11167-RA	DPOGS211766-PA
OG0005088	Bany_14310-RA	DPOGS213219-PA
OG0005089	Bany_17436-RA	DPOGS200067-PA
OG0005090	Bany_07979-RA	DPOGS210823-PA
OG0005091	Bany_14311-RA	DPOGS213166-PA
OG0005092	Bany_14312-RA	DPOGS213220-PA
OG0005093	Bany_07980-RA	DPOGS210847-PA
OG0005094	Bany_16989-RA	DPOGS207359-PA
OG0005095	Bany_17437-RA	DPOGS200116-PA
OG0005096	Bany_09356-RA	DPOGS214754-PA
OG0005097	Bany_13664-RA	DPOGS210372-PA
OG0005098	Bany_13665-RA	DPOGS210327-PA
OG0005099	Bany_02668-RA	DPOGS209614-PA
OG0005100	Bany_14313-RA	DPOGS213165-PA
OG0005101	Bany_14314-RA	DPOGS213221-PA
OG0005102	Bany_11170-RA	DPOGS211795-PA
OG0005103	Bany_14929-RA	DPOGS202141-PA
OG0005104	Bany_13666-RA	DPOGS210373-PA
OG0005105	Bany_04352-RA	DPOGS202964-PA
OG0005106	Bany_14316-RA	DPOGS213222-PA
OG0005107	Bany_16991-RA	DPOGS207360-PA
OG0005108	Bany_00982-RA	DPOGS214415-PA
OG0005109	Bany_13668-RA	DPOGS210374-PA
OG0005110	Bany_07984-RA	DPOGS203367-PA
OG0005111	Bany_00983-RA	DPOGS214399-PA
OG0005112	Bany_14317-RA	DPOGS213223-PA
OG0005113	Bany_16992-RA	DPOGS207323-PA
OG0005114	Bany_00985-RA	DPOGS214400-PA
OG0005115	Bany_16994-RA	DPOGS207322-PA
OG0005116	Bany_14318-RA	DPOGS215430-PA
OG0005117	Bany_15508-RA	DPOGS215571-PA
OG0005118	Bany_15509-RA	DPOGS215582-PA
OG0005119	Bany_03499-RA	DPOGS210933-PA
OG0005120	Bany_15510-RA	DPOGS215570-PA
OG0005121	Bany_03500-RA	DPOGS210892-PA
OG0005122	Bany_15511-RA	DPOGS203224-PA
OG0005123	Bany_05907-RA	DPOGS205108-PA
OG0005124	Bany_06586-RA	DPOGS211825-PA
OG0005125	Bany_16996-RA	DPOGS207363-PA
OG0005126	Bany_01899-RA	DPOGS213402-PA
OG0005127	Bany_01900-RA	DPOGS213337-PA
OG0005128	Bany_16100-RA	DPOGS210648-PA
OG0005129	Bany_03503-RA	DPOGS210894-PA
OG0005130	Bany_04367-RA	DPOGS206381-PA
OG0005131	Bany_15515-RA	DPOGS203142-PA
OG0005132	Bany_09949-RA	DPOGS210062-PA
OG0005133	Bany_07988-RA	DPOGS210826-PA
OG0005134	Bany_12532-RA	DPOGS214993-PA
OG0005135	Bany_15516-RA	DPOGS214532-PA
OG0005136	Bany_09950-RA	DPOGS210063-PA
OG0005137	Bany_08714-RA	DPOGS206299-PA
OG0005138	Bany_08715-RA	DPOGS206359-PA
OG0005139	Bany_15519-RA	DPOGS214533-PA
OG0005140	Bany_12533-RA	DPOGS215006-PA
OG0005141	Bany_05908-RA	DPOGS205109-PA
OG0005142	Bany_03506-RA	DPOGS210930-PA
OG0005143	Bany_15520-RA	DPOGS214523-PA
OG0005144	Bany_05909-RA	DPOGS205117-PA
OG0005145	Bany_03508-RA	DPOGS210895-PA
OG0005146	Bany_11173-RA	DPOGS211798-PA
OG0005147	Bany_02672-RA	DPOGS209599-PA
OG0005148	Bany_00037-RA	DPOGS208788-PA
OG0005149	Bany_08717-RA	DPOGS206358-PA
OG0005150	Bany_02674-RA	DPOGS209617-PA
OG0005151	Bany_03511-RA	DPOGS210896-PA
OG0005152	Bany_08718-RA	DPOGS206301-PA
OG0005153	Bany_05912-RA	DPOGS205111-PA
OG0005154	Bany_13062-RA	DPOGS204723-PA
OG0005155	Bany_09366-RA	DPOGS214749-PA
OG0005156	Bany_07214-RA	DPOGS207150-PA
OG0005157	Bany_04375-RA	DPOGS206388-PA
OG0005158	Bany_09368-RA	DPOGS214748-PA
OG0005159	Bany_02678-RA	DPOGS209618-PA
OG0005160	Bany_04377-RA	DPOGS206377-PA
OG0005161	Bany_13065-RA	DPOGS204712-PA
OG0005162	Bany_05915-RA	DPOGS205115-PA
OG0005163	Bany_07217-RA	DPOGS207169-PA
OG0005164	Bany_05232-RA	DPOGS202637-PA
OG0005165	Bany_05917-RA	DPOGS205113-PA
OG0005166	Bany_03514-RA	DPOGS210897-PA
OG0005167	Bany_02679-RA	DPOGS209596-PA
OG0005168	Bany_05237-RA	DPOGS202679-PA
OG0005169	Bany_00042-RA	DPOGS208829-PA
OG0005170	Bany_05238-RA	DPOGS202638-PA
OG0005171	Bany_16110-RA, Bany_16109-RA	DPOGS210654-PA
OG0005172	Bany_00044-RA	DPOGS208786-PA
OG0005173	Bany_15524-RA	DPOGS214521-PA
OG0005174	Bany_09373-RA	DPOGS214713-PA
OG0005175	Bany_12541-RA	DPOGS215022-PA
OG0005176	Bany_04379-RA	DPOGS206392-PA
OG0005177	Bany_06594-RA	DPOGS211824-PA
OG0005178	Bany_16507-RA	DPOGS200394-PA
OG0005179	Bany_09375-RA	DPOGS214742-PA
OG0005180	Bany_13684-RA, Bany_13683-RA	DPOGS210378-PA
OG0005181	Bany_11860-RA	DPOGS211481-PA
OG0005182	Bany_05922-RA	DPOGS205924-PA
OG0005183	Bany_04384-RA	DPOGS206373-PA
OG0005184	Bany_05923-RA	DPOGS205959-PA
OG0005185	Bany_07223-RA	DPOGS207155-PA
OG0005186	Bany_17453-RA	DPOGS200074-PA
OG0005187	Bany_06597-RA	DPOGS211820-PA
OG0005188	Bany_10649-RA	DPOGS210562-PA
OG0005189	Bany_05926-RA	DPOGS204355-PA
OG0005190	Bany_17749-RA	DPOGS203088-PA
OG0005191	Bany_01003-RA	DPOGS202686-PA
OG0005192	Bany_05929-RA	DPOGS204371-PA
OG0005193	Bany_13090-RA	DPOGS212182-PA, DPOGS213985-PA
OG0005194	Bany_13689-RA	DPOGS210320-PA
OG0005195	Bany_14331-RA	DPOGS205314-PA
OG0005196	Bany_13093-RA	DPOGS213980-PA
OG0005197	Bany_04391-RA	DPOGS206371-PA
OG0005198	Bany_01005-RA	DPOGS201957-PA
OG0005199	Bany_13693-RA	DPOGS210318-PA
OG0005200	Bany_11182-RA	DPOGS214303-PA
OG0005201	Bany_13694-RA	DPOGS210383-PA
OG0005202	Bany_14334-RA	DPOGS205315-PA
OG0005203	Bany_00059-RA	DPOGS208781-PA
OG0005204	Bany_00060-RA	DPOGS208837-PA
OG0005205	Bany_09390-RA, Bany_09388-RA	DPOGS211237-PA
OG0005206	Bany_11185-RA	DPOGS214304-PA
OG0005207	Bany_10656-RA	DPOGS210558-PA
OG0005208	Bany_12551-RA	DPOGS215025-PA
OG0005209	Bany_02688-RA	DPOGS209621-PA
OG0005210	Bany_13697-RA	DPOGS210317-PA
OG0005211	Bany_04394-RA	DPOGS206370-PA
OG0005212	Bany_04395-RA	DPOGS206401-PA
OG0005213	Bany_13102-RA	DPOGS213978-PA
OG0005214	Bany_16119-RA	DPOGS210643-PA
OG0005215	Bany_04396-RA	DPOGS206369-PA
OG0005216	Bany_00065-RA	DPOGS208840-PA
OG0005217	Bany_12553-RA	DPOGS214979-PA
OG0005218	Bany_12554-RA	DPOGS214978-PA
OG0005219	Bany_02690-RA	DPOGS209622-PA
OG0005220	Bany_13701-RA	DPOGS210316-PA
OG0005221	Bany_10660-RA	DPOGS210555-PA
OG0005222	Bany_07995-RA	DPOGS210831-PA
OG0005223	Bany_11191-RA	DPOGS214308-PA
OG0005224	Bany_01908-RA	DPOGS210176-PA
OG0005225	Bany_09960-RA	DPOGS210065-PA
OG0005226	Bany_05246-RA, Bany_05245-RA	DPOGS202643-PA
OG0005227	Bany_10662-RA	DPOGS210553-PA
OG0005228	Bany_05247-RA	DPOGS202674-PA
OG0005229	Bany_09961-RA	DPOGS210066-PA
OG0005230	Bany_13107-RA	DPOGS205460-PA
OG0005231	Bany_13704-RA	DPOGS210386-PA
OG0005232	Bany_07228-RA	DPOGS207151-PA
OG0005233	Bany_13109-RA	DPOGS205482-PA, DPOGS205481-PA
OG0005234	Bany_09965-RA	DPOGS210093-PA
OG0005235	Bany_14341-RA	DPOGS209505-PA
OG0005236	Bany_11867-RA	DPOGS209786-PA
OG0005237	Bany_11868-RA	DPOGS209845-PA
OG0005238	Bany_09966-RA	DPOGS210068-PA
OG0005239	Bany_09399-RA	DPOGS204155-PA
OG0005240	Bany_14343-RA	DPOGS209506-PA
OG0005241	Bany_09967-RA	DPOGS210069-PA
OG0005242	Bany_16128-RA	DPOGS204598-PA
OG0005243	Bany_00072-RA	DPOGS208775-PA
OG0005244	Bany_00073-RA	DPOGS208774-PA
OG0005245	Bany_09969-RA	DPOGS210070-PA
OG0005246	Bany_09400-RA	DPOGS204204-PA
OG0005247	Bany_15530-RA	DPOGS214536-PA
OG0005248	Bany_09970-RA	DPOGS210091-PA
OG0005249	Bany_15531-RA	DPOGS214516-PA
OG0005250	Bany_09971-RA	DPOGS210071-PA
OG0005251	Bany_01017-RA	DPOGS208137-PA
OG0005252	Bany_08000-RA	DPOGS201129-PA
OG0005253	Bany_00076-RA	DPOGS208773-PA, DPOGS208772-PA
OG0005254	Bany_16131-RA	DPOGS204606-PA
OG0005255	Bany_00077-RA	DPOGS208845-PA
OG0005256	Bany_11873-RA	DPOGS209843-PA
OG0005257	Bany_17469-RA	DPOGS213636-PA
OG0005258	Bany_08002-RA	DPOGS201164-PA
OG0005260	Bany_11875-RA	DPOGS209788-PA
OG0005261	Bany_15534-RA	DPOGS214515-PA
OG0005262	Bany_15535-RA	DPOGS214538-PA
OG0005263	Bany_05254-RA	DPOGS202671-PA
OG0005264	Bany_00080-RA	DPOGS208770-PA
OG0005265	Bany_05255-RA	DPOGS202670-PA
OG0005266	Bany_01019-RA	DPOGS206090-PA
OG0005267	Bany_00081-RA	DPOGS208846-PA
OG0005268	Bany_08006-RA	DPOGS201131-PA
OG0005269	Bany_13116-RA	DPOGS205487-PA
OG0005270	Bany_00083-RA	DPOGS216139-PA
OG0005271	Bany_06609-RA	DPOGS209126-PA, DPOGS209127-PA
OG0005272	Bany_03523-RA	DPOGS213051-PA, DPOGS213052-PA
OG0005273	Bany_11197-RA	DPOGS214382-PA
OG0005274	Bany_11198-RA	DPOGS214313-PA
OG0005275	Bany_11878-RA	DPOGS209791-PA
OG0005276	Bany_13119-RA	DPOGS205488-PA
OG0005277	Bany_16135-RA	DPOGS211264-PA
OG0005278	Bany_08726-RA	DPOGS206308-PA
OG0005279	Bany_17477-RA	DPOGS213638-PA
OG0005280	Bany_17757-RA	DPOGS215545-PA
OG0005281	Bany_13122-RA	DPOGS205490-PA
OG0005282	Bany_07237-RA	DPOGS206789-PA
OG0005283	Bany_09974-RA	DPOGS210073-PA
OG0005284	Bany_03524-RA	DPOGS210924-PA
OG0005285	Bany_11208-RA	DPOGS214376-PA
OG0005286	Bany_08728-RA	DPOGS206355-PA
OG0005287	Bany_14954-RA	DPOGS206256-PA
OG0005288	Bany_01027-RA	DPOGS205122-PA
OG0005289	Bany_15545-RA	DPOGS209236-PA
OG0005291	Bany_17478-RA	DPOGS213639-PA
OG0005292	Bany_15547-RA	DPOGS203276-PA
OG0005293	Bany_01931-RA	DPOGS210179-PA
OG0005294	Bany_02702-RA	DPOGS209625-PA
OG0005295	Bany_11881-RA	DPOGS209792-PA
OG0005296	Bany_04407-RA	DPOGS215705-PA
OG0005297	Bany_08733-RA	DPOGS206312-PA
OG0005298	Bany_00095-RA	DPOGS215317-PA
OG0005299	Bany_13128-RA, Bany_13129-RA	DPOGS205453-PA
OG0005300	Bany_04411-RA	DPOGS215704-PA
OG0005301	Bany_11882-RA	DPOGS209793-PA
OG0005302	Bany_08734-RA	DPOGS206353-PA
OG0005303	Bany_15554-RA	DPOGS203278-PA
OG0005304	Bany_15555-RA	DPOGS203279-PA
OG0005305	Bany_16147-RA	DPOGS200789-PA
OG0005306	Bany_13130-RA	DPOGS205452-PA
OG0005307	Bany_15557-RA	DPOGS203416-PA
OG0005308	Bany_01939-RA	DPOGS209235-PA
OG0005309	Bany_16148-RA	DPOGS200501-PA
OG0005310	Bany_13131-RA	DPOGS205492-PA
OG0005311	Bany_16149-RA	DPOGS213284-PA
OG0005312	Bany_17021-RA	DPOGS215164-PA
OG0005313	Bany_13134-RA	DPOGS202565-PA, DPOGS202566-PA
OG0005314	Bany_13136-RA	DPOGS202564-PA
OG0005315	Bany_13734-RA	DPOGS212938-PA
OG0005316	Bany_16525-RA	DPOGS211547-PA
OG0005317	Bany_07241-RA	DPOGS206803-PA
OG0005318	Bany_06618-RA	DPOGS214559-PA
OG0005319	Bany_04418-RA	DPOGS215702-PA
OG0005320	Bany_02708-RA	DPOGS209584-PA
OG0005321	Bany_14364-RA	DPOGS209515-PA
OG0005322	Bany_02709-RA	DPOGS209631-PA
OG0005323	Bany_17773-RA	DPOGS215541-PA
OG0005324	Bany_02710-RA	DPOGS209632-PA
OG0005325	Bany_11218-RA	DPOGS214323-PA
OG0005326	Bany_07243-RA	DPOGS206804-PA
OG0005327	Bany_17775-RA	DPOGS215540-PA
OG0005328	Bany_00100-RA	DPOGS215314-PA
OG0005329	Bany_15564-RA	DPOGS200968-PA, DPOGS200967-PA
OG0005330	Bany_15565-RA	DPOGS200973-PA
OG0005331	Bany_13146-RA	DPOGS202723-PA
OG0005332	Bany_15566-RA	DPOGS200969-PA
OG0005333	Bany_02716-RA	DPOGS209636-PA
OG0005334	Bany_13147-RA	DPOGS202705-PA
OG0005335	Bany_11223-RA	DPOGS214363-PA
OG0005336	Bany_11226-RA	DPOGS214364-PA
OG0005337	Bany_11227-RA	DPOGS214365-PA
OG0005338	Bany_08744-RA	DPOGS206349-PA
OG0005339	Bany_10689-RA	DPOGS204453-PA
OG0005340	Bany_08745-RA	DPOGS206318-PA
OG0005341	Bany_16529-RA	DPOGS211549-PA
OG0005342	Bany_16530-RA	DPOGS211545-PA
OG0005343	Bany_16162-RA	DPOGS213287-PA
OG0005344	Bany_10692-RA	DPOGS204451-PA
OG0005345	Bany_11231-RA	DPOGS210163-PA
OG0005346	Bany_16531-RA	DPOGS211544-PA
