Orthogroup	Bicyclus_anynana	Junonia_coenia
OG0003556	Bany_12692-RA	JC_17063-RA
OG0003557	Bany_09496-RA	JC_12482-RA
OG0003558	Bany_02785-RA	JC_03764-RA
OG0003559	Bany_17098-RA	JC_12890-RA
OG0003560	Bany_03578-RA	JC_08015-RA
OG0003561	Bany_02036-RA, Bany_02037-RA	JC_14401-RA
OG0003562	Bany_12695-RA	JC_17060-RA, JC_17059-RA
OG0003563	Bany_14441-RA	JC_10728-RA
OG0003564	Bany_08093-RA	JC_03506-RA, JC_03505-RA
OG0003565	Bany_13771-RA	JC_06851-RA
OG0003566	Bany_01094-RA	JC_16350-RA
OG0003567	Bany_07289-RA	JC_01941-RA
OG0003568	Bany_12700-RA	JC_17123-RA
OG0003569	Bany_04493-RA, Bany_04491-RA	JC_14557-RA, JC_01492-RA
OG0003570	Bany_00201-RA	JC_00688-RA
OG0003571	Bany_03583-RA	JC_08022-RA
OG0003572	Bany_00202-RA	JC_00687-RA
OG0003573	Bany_03584-RA	JC_08024-RA
OG0003574	Bany_07296-RA	JC_01921-RA
OG0003575	Bany_03587-RA	JC_08028-RA
OG0003576	Bany_16244-RA	JC_16668-RA
OG0003577	Bany_04497-RA	JC_01488-RA
OG0003578	Bany_16247-RA	JC_16649-RA
OG0003579	Bany_17842-RA	JC_14847-RA, JC_14850-RA
OG0003580	Bany_07299-RA	JC_01924-RA
OG0003582	Bany_07300-RA	JC_01925-RA
OG0003583	Bany_17844-RA	JC_14852-RA, JC_14849-RA
OG0003584	Bany_09503-RA	JC_12470-RA
OG0003585	Bany_16610-RA	JC_14022-RA
OG0003586	Bany_00206-RA, Bany_05702-RA	JC_02882-RA
OG0003587	Bany_02050-RA	JC_14386-RA
OG0003588	Bany_09504-RA	JC_12469-RA
OG0003589	Bany_14996-RA	JC_14467-RA, JC_14471-RA
OG0003590	Bany_08795-RA	JC_07486-RA, JC_07498-RA, JC_07491-RA, JC_07495-RA
OG0003591	Bany_02052-RA, Bany_02053-RA	JC_14384-RA
OG0003592	Bany_15000-RA, Bany_15001-RA, Bany_14999-RA	JC_06053-RA
OG0003593	Bany_03598-RA, Bany_03595-RA	JC_08035-RA
OG0003594	Bany_14451-RA, Bany_13392-RA	JC_10717-RA
OG0003595	Bany_09510-RA	JC_12461-RA
OG0003596	Bany_01102-RA	JC_16323-RA
OG0003597	Bany_17112-RA	JC_12877-RA, JC_12878-RA
OG0003598	Bany_11958-RA	JC_08767-RA
OG0003599	Bany_11960-RA	JC_08769-RA
OG0003600	Bany_17116-RA	JC_12833-RA
OG0003601	Bany_02814-RA	JC_03783-RA
OG0003602	Bany_03605-RA	JC_08043-RA
OG0003603	Bany_16612-RA	JC_14020-RA
OG0003604	Bany_13201-RA	JC_11364-RA
OG0003605	Bany_02059-RA	JC_14380-RA
OG0003606	Bany_03607-RA, Bany_07051-RA	JC_08045-RA
OG0003607	Bany_07645-RA, Bany_16614-RA	JC_14017-RA
OG0003608	Bany_10787-RA	JC_06350-RA
OG0003609	Bany_17861-RA	JC_14988-RA
OG0003610	Bany_02062-RA, Bany_02063-RA	JC_14376-RA
OG0003611	Bany_03617-RA	JC_08053-RA
OG0003612	Bany_16267-RA	JC_16467-RA
OG0003613	Bany_16269-RA	JC_16466-RA
OG0003614	Bany_03626-RA	JC_08054-RA
OG0003615	Bany_13204-RA	JC_11362-RA
OG0003616	Bany_06714-RA	JC_16122-RA
OG0003617	Bany_17864-RA	JC_14994-RA
OG0003618	Bany_15005-RA	JC_06057-RA
OG0003619	Bany_15007-RA, Bany_06205-RA	JC_06059-RA
OG0003620	Bany_07313-RA	JC_01938-RA
OG0003621	Bany_15011-RA	JC_06061-RA
OG0003622	Bany_10042-RA	JC_04380-RA
OG0003623	Bany_17528-RA	JC_15691-RA
OG0003624	Bany_17865-RA, Bany_17867-RA	JC_14995-RA
OG0003625	Bany_02824-RA	JC_03794-RA
OG0003626	Bany_07316-RA	JC_01912-RA
OG0003627	Bany_13208-RA	JC_11360-RA
OG0003628	Bany_02075-RA	JC_14367-RA
OG0003629	Bany_09526-RA	JC_12444-RA
OG0003630	Bany_02081-RA, Bany_02078-RA	JC_14364-RA
OG0003631	Bany_17872-RA	JC_15000-RA
OG0003632	Bany_15634-RA	JC_05440-RA
OG0003633	Bany_11340-RA	JC_10141-RA
OG0003634	Bany_04520-RA	JC_01459-RA
OG0003635	Bany_08112-RA	JC_03486-RA
OG0003636	Bany_06041-RA	JC_09641-RA
OG0003637	Bany_16313-RA	JC_16478-RA
OG0003638	Bany_00230-RA, Bany_00227-RA	JC_00663-RA
OG0003639	Bany_10801-RA	JC_06373-RA
OG0003640	Bany_06731-RA	JC_16079-RA, JC_16078-RA
OG0003641	Bany_17126-RA	JC_12841-RA
OG0003642	Bany_07325-RA	JC_07524-RA
OG0003643	Bany_04525-RA	JC_01453-RA
OG0003644	Bany_13217-RA	JC_11350-RA
OG0003645	Bany_10803-RA	JC_06376-RA
OG0003646	Bany_04527-RA	JC_01451-RA
OG0003647	Bany_04528-RA	JC_01449-RA
OG0003648	Bany_12760-RA	JC_16792-RA
OG0003649	Bany_06045-RA	JC_09648-RA
OG0003650	Bany_16289-RA	JC_16488-RA
OG0003651	Bany_13786-RA	JC_06862-RA, JC_06863-RA
OG0003652	Bany_15023-RA	JC_06070-RA
OG0003653	Bany_17142-RA	JC_12856-RA
OG0003654	Bany_02092-RA	JC_14355-RA
OG0003655	Bany_04535-RA	JC_01440-RA
OG0003656	Bany_05358-RA	JC_02496-RA
OG0003657	Bany_01126-RA	JC_12148-RA
OG0003658	Bany_04791-RA	JC_15124-RA
OG0003659	Bany_11970-RA	JC_08786-RA
OG0003660	Bany_06064-RA	JC_09603-RA
OG0003661	Bany_06067-RA	JC_09602-RA
OG0003662	Bany_06068-RA	JC_09601-RA
OG0003663	Bany_03643-RA	JC_08080-RA, JC_08078-RA
OG0003664	Bany_05369-RA	JC_02504-RA
OG0003665	Bany_01137-RA	JC_12139-RA
OG0003666	Bany_06763-RA	JC_16061-RA
OG0003667	Bany_10813-RA, Bany_10814-RA	JC_06386-RA
OG0003668	Bany_13232-RA	JC_11336-RA
OG0003669	Bany_06071-RA	JC_09597-RA, JC_05048-RA
OG0003670	Bany_16300-RA, Bany_16308-RA	JC_16425-RA
OG0003671	Bany_17161-RA	JC_13101-RA
OG0003672	Bany_16307-RA, Bany_16301-RA	JC_16426-RA
OG0003673	Bany_17162-RA	JC_13100-RA
OG0003675	Bany_13235-RA	JC_11331-RA
OG0003676	Bany_03647-RA	JC_08085-RA
OG0003677	Bany_07334-RA	JC_02238-RA
OG0003678	Bany_06767-RA, Bany_06768-RA	JC_15965-RA
OG0003679	Bany_04545-RA	JC_01433-RA
OG0003680	Bany_17167-RA	JC_13095-RA
OG0003681	Bany_04547-RA	JC_01430-RA
OG0003682	Bany_13801-RA, Bany_13800-RA	JC_06870-RA
OG0003683	Bany_04549-RA	JC_01428-RA
OG0003684	Bany_06077-RA	JC_09585-RA
OG0003685	Bany_08127-RA	JC_03479-RA
OG0003686	Bany_08816-RA	JC_07462-RA
OG0003688	Bany_12783-RA	JC_16887-RA
OG0003689	Bany_08130-RA	JC_03476-RA
OG0003690	Bany_13804-RA	JC_06902-RA
OG0003691	Bany_17887-RA	JC_15018-RA, JC_15017-RA
OG0003692	Bany_03658-RA	JC_08099-RA
OG0003693	Bany_12786-RA	JC_16911-RA
OG0003694	Bany_05378-RA, Bany_05380-RA	JC_02510-RA
OG0003695	Bany_02846-RA	JC_03815-RA, JC_03816-RA
OG0003696	Bany_00243-RA	JC_00648-RA
OG0003697	Bany_06777-RA	JC_15956-RA
OG0003698	Bany_13809-RA	JC_06900-RA
OG0003699	Bany_10062-RA, Bany_10061-RA	JC_04570-RA
OG0003700	Bany_02108-RA	JC_14344-RA
OG0003701	Bany_16643-RA, Bany_16644-RA	JC_13987-RA
OG0003702	Bany_03662-RA, Bany_03661-RA	JC_08102-RA
OG0003705	Bany_09534-RA	JC_12780-RA
OG0003706	Bany_11362-RA	JC_01902-RA, JC_10125-RA
OG0003707	Bany_13254-RA	JC_11314-RA
OG0003708	Bany_11987-RA	JC_08942-RA, JC_08941-RA
OG0003709	Bany_06789-RA	JC_15949-RA
OG0003710	Bany_11367-RA	JC_10119-RA
OG0003711	Bany_13255-RA	JC_11312-RA
OG0003712	Bany_08820-RA, Bany_17282-RA	JC_07460-RA
OG0003713	Bany_09536-RA	JC_12774-RA
OG0003714	Bany_03672-RA	JC_08111-RA
OG0003715	Bany_16647-RA	JC_13982-RA
OG0003716	Bany_02866-RA	JC_03836-RA
OG0003717	Bany_04562-RA, Bany_04564-RA	JC_01415-RA
OG0003718	Bany_04565-RA	JC_01414-RA
OG0003719	Bany_15043-RA	JC_06037-RA
OG0003720	Bany_12806-RA	JC_16946-RA
OG0003721	Bany_06105-RA	JC_09564-RA
OG0003722	Bany_12807-RA	JC_16947-RA
OG0003723	Bany_01153-RA	JC_12234-RA
OG0003724	Bany_03674-RA	JC_08113-RA
OG0003725	Bany_14486-RA	JC_10642-RA
OG0003726	Bany_15048-RA	JC_06035-RA
OG0003727	Bany_06109-RA, Bany_06110-RA	JC_09612-RA
OG0003728	Bany_17550-RA	JC_15668-RA
OG0003730	Bany_17184-RA	JC_13083-RA
OG0003731	Bany_07355-RA	JC_07236-RA, JC_07234-RA
OG0003732	Bany_16654-RA	JC_13975-RA
OG0003733	Bany_06112-RA	JC_09613-RA
OG0003734	Bany_08823-RA	JC_07458-RA
OG0003735	Bany_01157-RA	JC_11709-RA
OG0003736	Bany_03676-RA	JC_08115-RA
OG0003737	Bany_16656-RA, Bany_16657-RA	JC_13973-RA
OG0003738	Bany_17187-RA	JC_13079-RA
OG0003739	Bany_02120-RA, Bany_02122-RA	JC_14331-RA
OG0003740	Bany_04572-RA, Bany_04573-RA	JC_01404-RA
OG0003741	Bany_09548-RA	JC_12536-RA
OG0003742	Bany_17188-RA	JC_13076-RA, JC_13077-RA
OG0003743	Bany_03679-RA	JC_08117-RA
OG0003744	Bany_06794-RA	JC_15942-RA
OG0003745	Bany_06114-RA	JC_09617-RA
OG0003746	Bany_09550-RA	JC_12759-RA
OG0003747	Bany_04576-RA	JC_01400-RA
OG0003748	Bany_17190-RA	JC_13074-RA
OG0003749	Bany_13901-RA, Bany_08833-RA	JC_06932-RA
OG0003750	Bany_09551-RA	JC_12758-RA
OG0003751	Bany_15053-RA	JC_06031-RA
OG0003752	Bany_01169-RA	JC_12211-RA
OG0003753	Bany_12000-RA, Bany_12001-RA	JC_08928-RA
OG0003754	Bany_11382-RA	JC_10106-RA
OG0003756	Bany_02883-RA	JC_03849-RA
OG0003757	Bany_12003-RA	JC_08927-RA
OG0003758	Bany_12825-RA, Bany_12824-RA	JC_17236-RA
OG0003759	Bany_12004-RA	JC_08926-RA
OG0003761	Bany_02138-RA	JC_14323-RA
OG0003762	Bany_15058-RA	JC_06028-RA
OG0003763	Bany_08151-RA	JC_03452-RA
OG0003764	Bany_06127-RA	JC_09630-RA
OG0003765	Bany_08846-RA	JC_07442-RA
OG0003766	Bany_11383-RA	JC_10103-RA
OG0003767	Bany_02139-RA	JC_14321-RA
OG0003769	Bany_03697-RA	JC_08139-RA
OG0003770	Bany_00264-RA	JC_00632-RA, JC_00631-RA
OG0003771	Bany_15061-RA	JC_06026-RA
OG0003772	Bany_03699-RA	JC_08140-RA
OG0003773	Bany_00266-RA	JC_00629-RA
OG0003774	Bany_06130-RA	JC_09633-RA
OG0003775	Bany_11385-RA	JC_10100-RA
OG0003776	Bany_06131-RA	JC_09555-RA
OG0003777	Bany_00270-RA	JC_00627-RA
OG0003778	Bany_00271-RA	JC_00626-RA
OG0003779	Bany_08162-RA	JC_02665-RA
OG0003780	Bany_16665-RA	JC_13967-RA
OG0003781	Bany_00276-RA, Bany_00274-RA	JC_00623-RA
OG0003782	Bany_13836-RA	JC_06980-RA
OG0003783	Bany_12840-RA, Bany_12838-RA	JC_16999-RA
OG0003784	Bany_06134-RA	JC_09552-RA
OG0003785	Bany_08850-RA	JC_07439-RA, JC_07438-RA
OG0003786	Bany_06135-RA	JC_09551-RA
OG0003787	Bany_08168-RA	JC_03440-RA
OG0003788	Bany_08169-RA	JC_03439-RA
OG0003789	Bany_06139-RA	JC_09546-RA
OG0003790	Bany_06141-RA	JC_09545-RA
OG0003791	Bany_13841-RA	JC_06978-RA
OG0003792	Bany_11397-RA	JC_10090-RA
OG0003793	Bany_13279-RA	JC_11295-RA
OG0003794	Bany_10102-RA	JC_04620-RA
OG0003795	Bany_03705-RA	JC_03007-RA
OG0003796	Bany_11399-RA	JC_10086-RA, JC_10088-RA
OG0003797	Bany_08854-RA	JC_07513-RA
OG0003798	Bany_06800-RA	JC_15939-RA
OG0003799	Bany_02145-RA, Bany_02146-RA	JC_14318-RA
OG0003800	Bany_13845-RA	JC_06974-RA
OG0003801	Bany_08857-RA	JC_07517-RA
OG0003802	Bany_05403-RA	JC_02529-RA
OG0003803	Bany_07363-RA	JC_01978-RA
OG0003804	Bany_02148-RA	JC_14316-RA
OG0003805	Bany_10108-RA	JC_04626-RA
OG0003806	Bany_12851-RA	JC_16965-RA
OG0003807	Bany_15419-RA, Bany_00286-RA, Bany_00290-RA	JC_00615-RA
OG0003808	Bany_03717-RA	JC_08158-RA
OG0003809	Bany_17913-RA	JC_14960-RA
OG0003810	Bany_10836-RA	JC_06399-RA
OG0003810	Bany_10837-RA	JC_06400-RA
OG0003811	Bany_08173-RA	JC_03437-RA
OG0003812	Bany_02154-RA	JC_14308-RA
OG0003813	Bany_07368-RA	JC_01982-RA
OG0003814	Bany_17916-RA	JC_14958-RA
OG0003815	Bany_03719-RA, Bany_03724-RA	JC_08161-RA
OG0003816	Bany_03723-RA	JC_08159-RA
OG0003817	Bany_05414-RA	JC_02537-RA
OG0003818	Bany_17206-RA	JC_13055-RA, JC_13054-RA
OG0003819	Bany_03726-RA, Bany_03735-RA	JC_08169-RA
OG0003820	Bany_13863-RA	JC_06962-RA
OG0003821	Bany_00299-RA, Bany_00298-RA	JC_00610-RA
OG0003822	Bany_12019-RA, Bany_12015-RA	JC_08918-RA
OG0003823	Bany_03732-RA	JC_08166-RA
OG0003824	Bany_08872-RA	JC_07529-RA
OG0003825	Bany_13865-RA	JC_06960-RA
OG0003827	Bany_17212-RA	JC_13048-RA
OG0003828	Bany_05420-RA	JC_02547-RA
OG0003829	Bany_06813-RA	JC_15906-RA
OG0003830	Bany_03737-RA	JC_08172-RA
OG0003831	Bany_05421-RA	JC_02550-RA
OG0003832	Bany_10116-RA	JC_04636-RA
OG0003833	Bany_09579-RA	JC_12724-RA
OG0003834	Bany_04605-RA	JC_01353-RA
OG0003836	Bany_07379-RA	JC_01995-RA, JC_01994-RA
OG0003837	Bany_16392-RA	JC_16420-RA
OG0003838	Bany_16393-RA	JC_16421-RA
OG0003839	Bany_05427-RA	JC_02554-RA
OG0003840	Bany_16395-RA	JC_16423-RA
OG0003841	Bany_08881-RA	JC_07659-RA
OG0003842	Bany_00314-RA	JC_00599-RA, JC_00600-RA
OG0003843	Bany_17931-RA	JC_14932-RA
OG0003844	Bany_10124-RA	JC_04644-RA, JC_04642-RA
OG0003845	Bany_08883-RA, Bany_08882-RA	JC_07658-RA
OG0003846	Bany_06159-RA	JC_09534-RA
OG0003847	Bany_06829-RA, Bany_06827-RA	JC_15918-RA
OG0003848	Bany_10125-RA	JC_04646-RA
OG0003849	Bany_06831-RA	JC_15920-RA, JC_15919-RA
OG0003850	Bany_17577-RA	JC_15639-RA
OG0003851	Bany_08890-RA	JC_07653-RA
OG0003852	Bany_10851-RA	JC_06416-RA, JC_06415-RA
OG0003853	Bany_15663-RA	JC_05421-RA
OG0003854	Bany_13879-RA	JC_06943-RA
OG0003855	Bany_10854-RA	JC_06418-RA
OG0003856	Bany_08892-RA	JC_07652-RA
OG0003857	Bany_16403-RA	JC_16454-RA
OG0003858	Bany_17220-RA	JC_13043-RA
OG0003859	Bany_05436-RA	JC_02561-RA
OG0003860	Bany_15665-RA	JC_05418-RA
OG0003861	Bany_10858-RA	JC_06422-RA
OG0003862	Bany_02908-RA	JC_03874-RA
OG0003863	Bany_05437-RA	JC_02562-RA
OG0003864	Bany_04910-RA, Bany_00321-RA	JC_00594-RA
OG0003865	Bany_04612-RA	JC_01348-RA
OG0003866	Bany_12033-RA	JC_08909-RA
OG0003867	Bany_15672-RA	JC_05413-RA, JC_05412-RA
OG0003868	Bany_06835-RA	JC_15924-RA
OG0003869	Bany_10866-RA	JC_06428-RA
OG0003870	Bany_12037-RA	JC_08907-RA
OG0003871	Bany_16412-RA	JC_16511-RA
OG0003872	Bany_06836-RA	JC_15927-RA
OG0003873	Bany_14516-RA	JC_10677-RA, JC_10678-RA
OG0003874	Bany_01188-RA	JC_16370-RA
OG0003875	Bany_06837-RA	JC_15925-RA
OG0003876	Bany_17941-RA, Bany_09638-RA	JC_14925-RA
OG0003877	Bany_03753-RA	JC_08187-RA
OG0003878	Bany_12044-RA	JC_08903-RA
OG0003879	Bany_16414-RA	JC_16517-RA
OG0003880	Bany_14520-RA	JC_10683-RA
OG0003881	Bany_17942-RA, Bany_17944-RA	JC_14924-RA
OG0003882	Bany_06845-RA	JC_15859-RA, JC_15860-RA
OG0003883	Bany_02915-RA	JC_03882-RA
OG0003884	Bany_10131-RA	JC_04649-RA
OG0003885	Bany_10135-RA	JC_04652-RA
OG0003887	Bany_09094-RA, Bany_09596-RA	JC_07707-RA, JC_07708-RA, JC_08625-RA
OG0003888	Bany_04633-RA	JC_01328-RA
OG0003889	Bany_08909-RA	JC_07640-RA
OG0003890	Bany_13294-RA	JC_11282-RA
OG0003891	Bany_13900-RA	JC_06934-RA
OG0003892	Bany_14533-RA	JC_10696-RA
OG0003893	Bany_06855-RA	JC_15876-RA
OG0003894	Bany_11461-RA	JC_10025-RA
OG0003895	Bany_17954-RA	JC_14917-RA
OG0003896	Bany_16678-RA	JC_13950-RA
OG0003897	Bany_01195-RA	JC_16379-RA
OG0003898	Bany_16425-RA, Bany_16429-RA, Bany_16428-RA, Bany_16426-RA	JC_16533-RA
OG0003899	Bany_02186-RA	JC_14275-RA
OG0003900	Bany_16679-RA	JC_13949-RA
OG0003901	Bany_08913-RA	JC_07636-RA
OG0003902	Bany_06858-RA	JC_15879-RA, JC_05675-RA
OG0003903	Bany_07400-RA	JC_02019-RA
OG0003904	Bany_15759-RA, Bany_07401-RA	JC_05314-RA
OG0003905	Bany_08918-RA	JC_07632-RA
OG0003907	Bany_05458-RA	JC_02589-RA
OG0003908	Bany_05462-RA, Bany_07763-RA	JC_02592-RA
OG0003909	Bany_17228-RA	JC_13033-RA
OG0003910	Bany_03776-RA	JC_08204-RA
OG0003911	Bany_07413-RA	JC_02020-RA
OG0003912	Bany_03778-RA	JC_08206-RA
OG0003913	Bany_16437-RA	JC_16529-RA
OG0003914	Bany_14553-RA	JC_10748-RA
OG0003915	Bany_09602-RA	JC_12707-RA
OG0003916	Bany_01211-RA	JC_16295-RA
OG0003917	Bany_17591-RA	JC_15708-RA
OG0003918	Bany_10873-RA	JC_06436-RA
OG0003919	Bany_02190-RA	JC_12966-RA, JC_14281-RA
OG0003920	Bany_17229-RA	JC_13032-RA
OG0003921	Bany_13911-RA	JC_06925-RA
OG0003922	Bany_10144-RA	JC_04663-RA
OG0003923	Bany_07417-RA	JC_02023-RA
OG0003925	Bany_17231-RA	JC_13030-RA
OG0003926	Bany_13913-RA	JC_06922-RA, JC_06923-RA
OG0003927	Bany_00353-RA, Bany_00352-RA	JC_00570-RA
OG0003928	Bany_11482-RA	JC_10006-RA
OG0003929	Bany_07423-RA	JC_02024-RA
OG0003930	Bany_03784-RA	JC_08215-RA
OG0003931	Bany_17233-RA	JC_13028-RA
OG0003932	Bany_04239-RA, Bany_10148-RA	JC_04667-RA
OG0003933	Bany_03786-RA	JC_08217-RA
OG0003934	Bany_01221-RA	JC_16316-RA
OG0003935	Bany_04655-RA	JC_01133-RA
OG0003936	Bany_04656-RA	JC_01134-RA
OG0003937	Bany_00354-RA	JC_00569-RA
OG0003938	Bany_09612-RA	JC_12318-RA
OG0003939	Bany_16699-RA	JC_13933-RA
OG0003940	Bany_15097-RA	JC_05996-RA
OG0003941	Bany_13317-RA	JC_11470-RA
OG0003942	Bany_02200-RA	JC_14296-RA
OG0003943	Bany_09613-RA	JC_12319-RA
OG0003944	Bany_10875-RA	JC_06438-RA
OG0003945	Bany_15100-RA	JC_05992-RA
OG0003946	Bany_13319-RA	JC_11469-RA
OG0003947	Bany_12064-RA	JC_08892-RA
OG0003948	Bany_17595-RA	JC_15710-RA
OG0003949	Bany_04666-RA	JC_01143-RA
OG0003950	Bany_06875-RA	JC_15898-RA
OG0003951	Bany_08223-RA	JC_03390-RA
OG0003952	Bany_00360-RA	JC_00563-RA
OG0003953	Bany_02202-RA	JC_14298-RA, JC_14299-RA
OG0003954	Bany_10150-RA	JC_04668-RA
OG0003955	Bany_03792-RA	JC_08220-RA
OG0003956	Bany_06877-RA	JC_15901-RA
OG0003957	Bany_12967-RA	JC_16880-RA
OG0003958	Bany_03797-RA	JC_08225-RA
OG0003959	Bany_06879-RA	JC_15903-RA
OG0003960	Bany_10153-RA	JC_04671-RA
OG0003961	Bany_15685-RA	JC_05393-RA
OG0003962	Bany_16709-RA	JC_13877-RA
OG0003963	Bany_13925-RA	JC_06911-RA
OG0003964	Bany_08226-RA	JC_03388-RA
OG0003965	Bany_15115-RA	JC_05979-RA
OG0003966	Bany_12970-RA	JC_16868-RA
OG0003967	Bany_10156-RA	JC_04674-RA
OG0003968	Bany_05493-RA	JC_02617-RA
OG0003969	Bany_09619-RA	JC_12322-RA
OG0003970	Bany_06886-RA	JC_15849-RA
OG0003971	Bany_03806-RA	JC_08232-RA
OG0003972	Bany_12065-RA	JC_08891-RA
OG0003973	Bany_07767-RA, Bany_01239-RA	JC_12223-RA
OG0003974	Bany_11495-RA, Bany_11496-RA	JC_09990-RA
OG0003975	Bany_13928-RA	JC_06907-RA
OG0003976	Bany_08939-RA	JC_07621-RA
OG0003977	Bany_03811-RA	JC_08236-RA
OG0003978	Bany_16713-RA	JC_13880-RA
OG0003980	Bany_05103-RA, Bany_05102-RA, Bany_01242-RA	JC_00992-RA
OG0003981	Bany_08942-RA	JC_07618-RA, JC_07619-RA
OG0003982	Bany_16715-RA	JC_13882-RA
OG0003983	Bany_12975-RA	JC_16863-RA
OG0003984	Bany_08944-RA	JC_07616-RA
OG0003985	Bany_12070-RA	JC_08884-RA
OG0003986	Bany_15693-RA	JC_05385-RA
OG0003988	Bany_10892-RA	JC_06463-RA
OG0003988	Bany_10893-RA	JC_06464-RA
OG0003989	Bany_06896-RA	JC_15845-RA
OG0003990	Bany_12073-RA	JC_12615-RA
OG0003991	Bany_10177-RA	JC_04698-RA
OG0003992	Bany_13341-RA	JC_11162-RA
OG0003993	Bany_17604-RA	JC_15717-RA
OG0003994	Bany_06899-RA	JC_15844-RA
OG0003995	Bany_12978-RA	JC_16860-RA
OG0003996	Bany_14569-RA	JC_10819-RA
OG0003997	Bany_12982-RA	JC_16856-RA
OG0003998	Bany_08954-RA	JC_07605-RA
OG0003999	Bany_12984-RA	JC_16853-RA
OG0004000	Bany_08955-RA	JC_07604-RA
OG0004001	Bany_12985-RA	JC_16852-RA
OG0004002	Bany_15706-RA	JC_05371-RA
OG0004003	Bany_13944-RA	JC_06881-RA
OG0004004	Bany_06227-RA	JC_09476-RA
OG0004005	Bany_10185-RA	JC_04705-RA
OG0004006	Bany_07469-RA	JC_02072-RA
OG0004007	Bany_13947-RA	JC_06884-RA
OG0004008	Bany_13342-RA	JC_11164-RA
OG0004009	Bany_08241-RA	JC_03381-RA
OG0004010	Bany_07481-RA, Bany_05510-RA	JC_02625-RA
OG0004011	Bany_17608-RA	JC_15720-RA
OG0004012	Bany_04675-RA	JC_01148-RA
OG0004013	Bany_02225-RA	JC_14223-RA
OG0004014	Bany_15135-RA	JC_05963-RA
OG0004015	Bany_07677-RA, Bany_13951-RA	JC_13898-RA
OG0004016	Bany_07473-RA	JC_02069-RA
OG0004017	Bany_02982-RA	JC_03979-RA
OG0004018	Bany_06234-RA	JC_09474-RA
OG0004020	Bany_05514-RA	JC_02628-RA
OG0004021	Bany_01274-RA	JC_11685-RA
OG0004022	Bany_10191-RA	JC_04712-RA
OG0004023	Bany_00384-RA, Bany_00383-RA	JC_00541-RA
OG0004024	Bany_09642-RA	JC_12343-RA
OG0004025	Bany_01285-RA	JC_11670-RA, JC_11667-RA
OG0004026	Bany_16725-RA	JC_13897-RA
OG0004027	Bany_10194-RA	JC_04716-RA
OG0004028	Bany_09644-RA	JC_12345-RA
OG0004029	Bany_01287-RA	JC_11715-RA
OG0004030	Bany_06240-RA	JC_09470-RA
OG0004031	Bany_06907-RA	JC_15829-RA
OG0004032	Bany_18009-RA	JC_03651-RA, JC_11975-RA
OG0004033	Bany_10197-RA	JC_04720-RA
OG0004034	Bany_06242-RA	JC_09468-RA
OG0004035	Bany_14591-RA	JC_10800-RA
OG0004036	Bany_00390-RA, Bany_13473-RA	JC_00535-RA
OG0004037	Bany_14592-RA	JC_10799-RA
OG0004038	Bany_06911-RA	JC_15827-RA
OG0004039	Bany_02992-RA	JC_03986-RA
OG0004040	Bany_13004-RA	JC_16838-RA
OG0004041	Bany_13006-RA	JC_16823-RA
OG0004042	Bany_13009-RA	JC_16824-RA
OG0004043	Bany_06438-RA, Bany_06916-RA, Bany_06915-RA	JC_15794-RA
OG0004044	Bany_13012-RA	JC_16870-RA
OG0004045	Bany_11540-RA, Bany_11539-RA	JC_09879-RA
OG0004047	Bany_04686-RA	JC_01155-RA
OG0004048	Bany_09652-RA	JC_12357-RA
OG0004050	Bany_17623-RA	JC_15738-RA
OG0004051	Bany_13018-RA	JC_16878-RA
OG0004052	Bany_06921-RA	JC_15792-RA
OG0004053	Bany_04692-RA	JC_01166-RA
OG0004054	Bany_00402-RA, Bany_00400-RA	JC_00528-RA, JC_00527-RA
OG0004055	Bany_09656-RA	JC_12363-RA, JC_12365-RA
OG0004056	Bany_06925-RA	JC_15788-RA
OG0004058	Bany_07492-RA	JC_02047-RA
OG0004059	Bany_12096-RA	JC_08864-RA
OG0004060	Bany_05533-RA	JC_02641-RA
OG0004061	Bany_10908-RA	JC_06481-RA
OG0004062	Bany_04695-RA	JC_01170-RA
OG0004063	Bany_13363-RA	JC_11183-RA
OG0004064	Bany_13364-RA	JC_11186-RA
OG0004065	Bany_00405-RA	JC_00540-RA
OG0004066	Bany_10911-RA	JC_06483-RA
OG0004067	Bany_09666-RA	JC_12260-RA
OG0004068	Bany_08256-RA	JC_03357-RA, JC_03356-RA
OG0004069	Bany_05535-RA	JC_02642-RA
OG0004070	Bany_10207-RA	JC_04740-RA
OG0004071	Bany_07496-RA	JC_02044-RA
OG0004072	Bany_11558-RA	JC_09851-RA
OG0004073	Bany_08259-RA	JC_03353-RA
OG0004075	Bany_09670-RA	JC_12256-RA
OG0004077	Bany_07500-RA	JC_02041-RA
OG0004078	Bany_02260-RA	JC_14179-RA, JC_14181-RA
OG0004079	Bany_03022-RA	JC_04015-RA, JC_04017-RA
OG0004080	Bany_06262-RA	JC_09442-RA
OG0004081	Bany_18028-RA	JC_14691-RA, JC_14690-RA
OG0004082	Bany_10213-RA	JC_04751-RA
OG0004083	Bany_05540-RA	JC_02651-RA
OG0004084	Bany_11566-RA	JC_09846-RA
OG0004085	Bany_16755-RA, Bany_05543-RA	JC_02654-RA
OG0004086	Bany_07131-RA	JC_15424-RA
OG0004087	Bany_06948-RA	JC_15826-RA
OG0004088	Bany_15749-RA	JC_05322-RA
OG0004089	Bany_05545-RA	JC_02658-RA
