Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0003848	Bany_10125-RA	HEL_013322-RA
OG0003849	Bany_06831-RA	HEL_000566-RA
OG0003850	Bany_17577-RA	HEL_004631-RA
OG0003851	Bany_08890-RA	HEL_012141-RA
OG0003852	Bany_10851-RA	HEL_004312-RA
OG0003853	Bany_15663-RA	HEL_013987-RA
OG0003854	Bany_13879-RA	HEL_000897-RA, HEL_000895-RA
OG0003855	Bany_10854-RA	HEL_004308-RA
OG0003856	Bany_08892-RA	HEL_012140-RA, HEL_012139-RA
OG0003857	Bany_16403-RA	HEL_013928-RA
OG0003858	Bany_17220-RA	HEL_002010-RA, HEL_002009-RA
OG0003859	Bany_05436-RA	HEL_008780-RA, HEL_008781-RA
OG0003860	Bany_15665-RA	HEL_013983-RA, HEL_013984-RA
OG0003861	Bany_10858-RA	HEL_004307-RA
OG0003862	Bany_02908-RA	HEL_009180-RA
OG0003863	Bany_05437-RA	HEL_008779-RA
OG0003864	Bany_04910-RA, Bany_00321-RA	HEL_001593-RA
OG0003865	Bany_04612-RA	HEL_002663-RA
OG0003866	Bany_12033-RA	HEL_006173-RA
OG0003867	Bany_15672-RA	HEL_013976-RA
OG0003868	Bany_06835-RA	HEL_000571-RA, HEL_000570-RA
OG0003869	Bany_10866-RA	HEL_004302-RA
OG0003870	Bany_12037-RA	HEL_006171-RA
OG0003871	Bany_16412-RA	HEL_012975-RA
OG0003872	Bany_06836-RA	HEL_000574-RA
OG0003873	Bany_14516-RA	HEL_005763-RA
OG0003874	Bany_01188-RA	HEL_010053-RA
OG0003875	Bany_06837-RA	HEL_000572-RA
OG0003876	Bany_17941-RA, Bany_09638-RA	HEL_009341-RA
OG0003877	Bany_03753-RA	HEL_002427-RA, HEL_002428-RA
OG0003878	Bany_12043-RA, Bany_12044-RA	HEL_006167-RA
OG0003879	Bany_16414-RA	HEL_012978-RA
OG0003880	Bany_14520-RA	HEL_005752-RA, HEL_005751-RA
OG0003881	Bany_17942-RA, Bany_17944-RA	HEL_009343-RA
OG0003882	Bany_06845-RA	HEL_000595-RA
OG0003883	Bany_02915-RA	HEL_009187-RA
OG0003884	Bany_10131-RA	HEL_014431-RA, HEL_014432-RA
OG0003885	Bany_10135-RA	HEL_014435-RA
OG0003886	Bany_02180-RA, Bany_02194-RA	HEL_004849-RA
OG0003888	Bany_04633-RA	HEL_002685-RA
OG0003889	Bany_08909-RA	HEL_012129-RA
OG0003890	Bany_13294-RA	HEL_010237-RA
OG0003891	Bany_13900-RA	HEL_000888-RA, HEL_000889-RA
OG0003893	Bany_06855-RA	HEL_000605-RA
OG0003894	Bany_11461-RA	HEL_006558-RA
OG0003895	Bany_17954-RA	HEL_009351-RA, HEL_009352-RA
OG0003896	Bany_16678-RA	HEL_000360-RA
OG0003897	Bany_01195-RA	HEL_010062-RA
OG0003898	Bany_16425-RA, Bany_16429-RA, Bany_16428-RA, Bany_16426-RA	HEL_012985-RA
OG0003899	Bany_02186-RA	HEL_004860-RA, HEL_004859-RA
OG0003900	Bany_16681-RA, Bany_16679-RA	HEL_000359-RA
OG0003902	Bany_06858-RA	HEL_000607-RA
OG0003903	Bany_07400-RA	HEL_009633-RA, HEL_009632-RA
OG0003904	Bany_15759-RA, Bany_07401-RA	HEL_005567-RA
OG0003905	Bany_08918-RA	HEL_012124-RA
OG0003906	Bany_13906-RA	HEL_000885-RA
OG0003907	Bany_05458-RA	HEL_008758-RA, HEL_008759-RA
OG0003908	Bany_05462-RA	HEL_008755-RA
OG0003909	Bany_17228-RA	HEL_002019-RA, HEL_002021-RA
OG0003910	Bany_03776-RA	HEL_002447-RA
OG0003911	Bany_07413-RA	HEL_009629-RA
OG0003912	Bany_03778-RA	HEL_002449-RA
OG0003913	Bany_16437-RA	HEL_012994-RA
OG0003914	Bany_14553-RA	HEL_005837-RA
OG0003915	Bany_09602-RA	HEL_005184-RA
OG0003916	Bany_01211-RA	HEL_010069-RA
OG0003917	Bany_17591-RA	HEL_004667-RA, HEL_008406-RA
OG0003918	Bany_10873-RA	HEL_004295-RA
OG0003919	Bany_02190-RA	HEL_006217-RA, HEL_004852-RA, HEL_004853-RA
OG0003920	Bany_17229-RA	HEL_002022-RA
OG0003921	Bany_13911-RA	HEL_000877-RA, HEL_000878-RA
OG0003922	Bany_10144-RA	HEL_014443-RA
OG0003923	Bany_07417-RA	HEL_009627-RA
OG0003924	Bany_07418-RA	HEL_009626-RA
OG0003926	Bany_13913-RA	HEL_000876-RA
OG0003927	Bany_00353-RA, Bany_00352-RA	HEL_001575-RA
OG0003928	Bany_11482-RA	HEL_006582-RA
OG0003929	Bany_07423-RA	HEL_009625-RA
OG0003930	Bany_03784-RA	HEL_002459-RA, HEL_002458-RA
OG0003931	Bany_17233-RA	HEL_002026-RA
OG0003932	Bany_04239-RA, Bany_10148-RA	HEL_014447-RA
OG0003933	Bany_03786-RA	HEL_002461-RA, HEL_002463-RA
OG0003934	Bany_01221-RA	HEL_010075-RA
OG0003935	Bany_04655-RA	HEL_002902-RA
OG0003936	Bany_04656-RA	HEL_002901-RA
OG0003937	Bany_00354-RA	HEL_001574-RA
OG0003938	Bany_09612-RA	HEL_005205-RA
OG0003939	Bany_16699-RA	HEL_000341-RA
OG0003940	Bany_15097-RA	HEL_011541-RA
OG0003941	Bany_13317-RA	HEL_008971-RA
OG0003942	Bany_02200-RA	HEL_004842-RA
OG0003943	Bany_09613-RA	HEL_005206-RA
OG0003944	Bany_10875-RA	HEL_004293-RA
OG0003945	Bany_15100-RA	HEL_011545-RA
OG0003946	Bany_13319-RA	HEL_008972-RA
OG0003947	Bany_12064-RA	HEL_006156-RA
OG0003948	Bany_17595-RA	HEL_004669-RA
OG0003949	Bany_04666-RA	HEL_002892-RA
OG0003950	Bany_06875-RA	HEL_000617-RA
OG0003951	Bany_08223-RA	HEL_007559-RA, HEL_007560-RA
OG0003952	Bany_00360-RA	HEL_001562-RA, HEL_001559-RA
OG0003953	Bany_02202-RA	HEL_004840-RA
OG0003954	Bany_10150-RA	HEL_010861-RA
OG0003955	Bany_03792-RA	HEL_002466-RA, HEL_002468-RA
OG0003956	Bany_06877-RA	HEL_000620-RA
OG0003957	Bany_12967-RA	HEL_013665-RA
OG0003958	Bany_03797-RA	HEL_002475-RA
OG0003959	Bany_06879-RA	HEL_000622-RA
OG0003960	Bany_10153-RA	HEL_010864-RA
OG0003961	Bany_15685-RA	HEL_005637-RA
OG0003962	Bany_16709-RA	HEL_000307-RA
OG0003963	Bany_13925-RA	HEL_000868-RA
OG0003964	Bany_08226-RA	HEL_007554-RA
OG0003965	Bany_15115-RA	HEL_011556-RA, HEL_011555-RA
OG0003966	Bany_12970-RA	HEL_004177-RA, HEL_004176-RA
OG0003967	Bany_10156-RA	HEL_010867-RA
OG0003968	Bany_05493-RA	HEL_008734-RA
OG0003969	Bany_09619-RA	HEL_005210-RA, HEL_005211-RA
OG0003970	Bany_06886-RA	HEL_000626-RA
OG0003971	Bany_03806-RA	HEL_002484-RA
OG0003972	Bany_12065-RA	HEL_006155-RA
OG0003973	Bany_07767-RA, Bany_01239-RA	HEL_014547-RA
OG0003974	Bany_11495-RA, Bany_11496-RA	HEL_006588-RA
OG0003975	Bany_13928-RA	HEL_000866-RA
OG0003976	Bany_08939-RA	HEL_010806-RA
OG0003977	Bany_03811-RA	HEL_002487-RA
OG0003978	Bany_16713-RA	HEL_000312-RA, HEL_000311-RA
OG0003979	Bany_08940-RA	HEL_001863-RA, HEL_009146-RA
OG0003980	Bany_05103-RA, Bany_05102-RA, Bany_01242-RA	HEL_006741-RA
OG0003981	Bany_08942-RA	HEL_010804-RA
OG0003982	Bany_16715-RA	HEL_000314-RA
OG0003984	Bany_08944-RA	HEL_010803-RA
OG0003985	Bany_12070-RA	HEL_006151-RA
OG0003986	Bany_15693-RA	HEL_005628-RA
OG0003987	Bany_06218-RA	HEL_007882-RA, HEL_007881-RA
OG0003988	Bany_10892-RA, Bany_10893-RA	HEL_004272-RA
OG0003989	Bany_06896-RA	HEL_000634-RA
OG0003990	Bany_12073-RA	HEL_003892-RA
OG0003992	Bany_13341-RA	HEL_012466-RA
OG0003993	Bany_17604-RA	HEL_004673-RA
OG0003994	Bany_06899-RA	HEL_000636-RA, HEL_000635-RA
OG0003995	Bany_12978-RA	HEL_004183-RA
OG0003996	Bany_14569-RA	HEL_012711-RA
OG0003997	Bany_12982-RA	HEL_004186-RA, HEL_004188-RA
OG0003998	Bany_08954-RA	HEL_010792-RA, HEL_010794-RA
OG0003999	Bany_12984-RA	HEL_004190-RA
OG0004000	Bany_08955-RA	HEL_010789-RA
OG0004001	Bany_12985-RA	HEL_004191-RA
OG0004002	Bany_15706-RA	HEL_005619-RA
OG0004003	Bany_13944-RA	HEL_000860-RA
OG0004004	Bany_06229-RA	HEL_007872-RA
OG0004005	Bany_10185-RA	HEL_010888-RA
OG0004006	Bany_07469-RA	HEL_007186-RA
OG0004007	Bany_13947-RA	HEL_000857-RA
OG0004008	Bany_13342-RA	HEL_012467-RA
OG0004009	Bany_08241-RA, Bany_08238-RA	HEL_007545-RA
OG0004010	Bany_07481-RA, Bany_05510-RA	HEL_008727-RA
OG0004011	Bany_17609-RA, Bany_17608-RA	HEL_004676-RA
OG0004012	Bany_04675-RA	HEL_002886-RA
OG0004013	Bany_02225-RA	HEL_004815-RA
OG0004014	Bany_15135-RA	HEL_011562-RA
OG0004015	Bany_07677-RA, Bany_13951-RA	HEL_000320-RA
OG0004016	Bany_07473-RA	HEL_007183-RA
OG0004018	Bany_06234-RA	HEL_007870-RA, HEL_007869-RA
OG0004019	Bany_03835-RA	HEL_002953-RA
OG0004020	Bany_05514-RA	HEL_008725-RA
OG0004021	Bany_01274-RA	HEL_009909-RA, HEL_009907-RA
OG0004023	Bany_00383-RA	HEL_001531-RA
OG0004024	Bany_09642-RA	HEL_013810-RA, HEL_013811-RA
OG0004025	Bany_01285-RA	HEL_009895-RA
OG0004026	Bany_16725-RA	HEL_000319-RA
OG0004027	Bany_10194-RA	HEL_010897-RA
OG0004028	Bany_09644-RA	HEL_013814-RA
OG0004029	Bany_01287-RA	HEL_014402-RA
OG0004030	Bany_06240-RA	HEL_007864-RA
OG0004031	Bany_06907-RA	HEL_000644-RA
OG0004032	Bany_18009-RA	HEL_010485-RA
OG0004033	Bany_10197-RA	HEL_010899-RA
OG0004034	Bany_06242-RA	HEL_007860-RA
OG0004036	Bany_00390-RA, Bany_13473-RA	HEL_001526-RA
OG0004038	Bany_06911-RA	HEL_000645-RA
OG0004042	Bany_13009-RA	HEL_013658-RA
OG0004043	Bany_06438-RA, Bany_06916-RA, Bany_06915-RA	HEL_000655-RA
OG0004044	Bany_13012-RA	HEL_013660-RA
OG0004045	Bany_11540-RA, Bany_11539-RA	HEL_012786-RA
OG0004047	Bany_04686-RA	HEL_002878-RA
OG0004048	Bany_09652-RA	HEL_013826-RA
OG0004049	Bany_06918-RA	HEL_000647-RA
OG0004050	Bany_17623-RA	HEL_004700-RA
OG0004052	Bany_06921-RA	HEL_000657-RA, HEL_000658-RA
OG0004053	Bany_04692-RA	HEL_002868-RA, HEL_002869-RA, HEL_002870-RA
OG0004054	Bany_00402-RA, Bany_00400-RA	HEL_001515-RA
OG0004055	Bany_09656-RA	HEL_013832-RA
OG0004056	Bany_06925-RA	HEL_000661-RA
OG0004058	Bany_07492-RA	HEL_007168-RA
OG0004059	Bany_12096-RA	HEL_006131-RA
OG0004060	Bany_05533-RA	HEL_008711-RA
OG0004061	Bany_10908-RA	HEL_004252-RA
OG0004062	Bany_04695-RA	HEL_002866-RA
OG0004063	Bany_13363-RA	HEL_012480-RA, HEL_012479-RA
OG0004064	Bany_13364-RA	HEL_012481-RA
OG0004065	Bany_00405-RA	HEL_001530-RA, HEL_001529-RA
OG0004066	Bany_10911-RA	HEL_004249-RA
OG0004067	Bany_09666-RA	HEL_003778-RA
OG0004068	Bany_08256-RA	HEL_007524-RA
OG0004069	Bany_05535-RA	HEL_008709-RA
OG0004070	Bany_10207-RA	HEL_010908-RA
OG0004071	Bany_07496-RA	HEL_007166-RA
OG0004072	Bany_11558-RA	HEL_014095-RA
OG0004073	Bany_08259-RA	HEL_007521-RA
OG0004075	Bany_09670-RA	HEL_003770-RA, HEL_003771-RA
OG0004077	Bany_07500-RA	HEL_007123-RA
OG0004078	Bany_02260-RA	HEL_004754-RA
OG0004081	Bany_18028-RA	HEL_009577-RA
OG0004082	Bany_10213-RA	HEL_010916-RA
OG0004083	Bany_05540-RA	HEL_008702-RA
OG0004084	Bany_11566-RA	HEL_014099-RA
OG0004085	Bany_05543-RA	HEL_008699-RA
OG0004086	Bany_07131-RA, Bany_00407-RA	HEL_005874-RA
OG0004087	Bany_06948-RA	HEL_000685-RA
OG0004088	Bany_15749-RA	HEL_005578-RA
OG0004089	Bany_05545-RA	HEL_008695-RA
OG0004090	Bany_05548-RA	HEL_008692-RA
OG0004092	Bany_13374-RA	HEL_012486-RA
OG0004093	Bany_01325-RA	HEL_014211-RA
OG0004094	Bany_11572-RA	HEL_014105-RA
OG0004095	Bany_05550-RA	HEL_008689-RA
OG0004099	Bany_00419-RA	HEL_001501-RA
OG0004100	Bany_17636-RA	HEL_004745-RA
OG0004101	Bany_06958-RA	HEL_006010-RA, HEL_006009-RA
OG0004102	Bany_07512-RA	HEL_007133-RA
OG0004103	Bany_07513-RA, Bany_15826-RA	HEL_005510-RA
OG0004104	Bany_08273-RA	HEL_007511-RA, HEL_007512-RA
OG0004105	Bany_08274-RA	HEL_007510-RA, HEL_007509-RA
OG0004106	Bany_00426-RA	HEL_001496-RA
OG0004107	Bany_04722-RA	HEL_002841-RA
OG0004108	Bany_05558-RA	HEL_008676-RA, HEL_008675-RA
OG0004109	Bany_04723-RA	HEL_002837-RA, HEL_002838-RA
OG0004110	Bany_05561-RA	HEL_008672-RA
OG0004112	Bany_00433-RA	HEL_001493-RA, HEL_001492-RA
OG0004113	Bany_11582-RA	HEL_014110-RA, HEL_014109-RA
OG0004114	Bany_00436-RA	HEL_001487-RA
OG0004115	Bany_16737-RA	HEL_000330-RA
OG0004116	Bany_04724-RA	HEL_002836-RA, HEL_002835-RA
OG0004117	Bany_16739-RA	HEL_000337-RA
OG0004118	Bany_06969-RA	HEL_002179-RA
OG0004119	Bany_10247-RA	HEL_010953-RA
OG0004120	Bany_11588-RA	HEL_014118-RA, HEL_014119-RA
OG0004121	Bany_08285-RA	HEL_007490-RA
OG0004122	Bany_14632-RA, Bany_14633-RA	HEL_005839-RA
OG0004123	Bany_06972-RA, Bany_06970-RA	HEL_002180-RA
OG0004124	Bany_10251-RA	HEL_010958-RA
OG0004125	Bany_17645-RA	HEL_004739-RA
OG0004126	Bany_17646-RA	HEL_004738-RA
OG0004127	Bany_08293-RA	HEL_007480-RA, HEL_007481-RA
OG0004128	Bany_09681-RA	HEL_003748-RA
OG0004129	Bany_00440-RA	HEL_001483-RA, HEL_001484-RA
OG0004130	Bany_02282-RA	HEL_006960-RA
OG0004131	Bany_06278-RA	HEL_006360-RA
OG0004132	Bany_14637-RA	HEL_012724-RA
OG0004133	Bany_09684-RA	HEL_003739-RA
OG0004134	Bany_10257-RA	HEL_010962-RA
OG0004135	Bany_13386-RA	HEL_013722-RA, HEL_013721-RA
OG0004136	Bany_09685-RA	HEL_003738-RA
OG0004137	Bany_09686-RA	HEL_003737-RA
OG0004138	Bany_09687-RA	HEL_003736-RA
OG0004141	Bany_08997-RA	HEL_010764-RA
OG0004142	Bany_15171-RA	HEL_013999-RA
OG0004143	Bany_02288-RA	HEL_006958-RA
OG0004144	Bany_15173-RA	HEL_014002-RA, HEL_014001-RA, HEL_014000-RA
OG0004145	Bany_14640-RA	HEL_012725-RA
OG0004146	Bany_00447-RA	HEL_001469-RA
OG0004147	Bany_13387-RA	HEL_013725-RA
OG0004148	Bany_10263-RA	HEL_010967-RA
OG0004149	Bany_06283-RA	HEL_006362-RA
OG0004150	Bany_09000-RA, Bany_09001-RA	HEL_010762-RA
OG0004151	Bany_09695-RA	HEL_003735-RA
OG0004152	Bany_15776-RA	HEL_005555-RA
OG0004153	Bany_15779-RA	HEL_005553-RA
OG0004154	Bany_07539-RA	HEL_010444-RA
OG0004155	Bany_07540-RA	HEL_010446-RA
OG0004156	Bany_01367-RA, Bany_01364-RA	HEL_009961-RA
OG0004159	Bany_02295-RA, Bany_02293-RA	HEL_006955-RA
OG0004160	Bany_04749-RA	HEL_002807-RA
OG0004161	Bany_10270-RA	HEL_010971-RA, HEL_004885-RA
OG0004162	Bany_07542-RA	HEL_010447-RA
OG0004164	Bany_09005-RA	HEL_010761-RA
OG0004165	Bany_04750-RA	HEL_002806-RA
OG0004166	Bany_09008-RA	HEL_010758-RA
OG0004167	Bany_18057-RA	HEL_009546-RA
OG0004169	Bany_12135-RA	HEL_006097-RA
OG0004170	Bany_07546-RA	HEL_010456-RA
OG0004171	Bany_05566-RA	HEL_014376-RA
OG0004174	Bany_01373-RA	HEL_009965-RA
OG0004175	Bany_17664-RA, Bany_17662-RA	HEL_004727-RA
OG0004176	Bany_00459-RA	HEL_001455-RA
OG0004178	Bany_12138-RA	HEL_006096-RA
OG0004179	Bany_02300-RA, Bany_02302-RA	HEL_006915-RA
OG0004181	Bany_08311-RA	HEL_007466-RA
OG0004182	Bany_02304-RA, Bany_02303-RA	HEL_006914-RA
OG0004183	Bany_04930-RA, Bany_04758-RA	HEL_002801-RA
OG0004184	Bany_10279-RA	HEL_000062-RA
OG0004185	Bany_17670-RA	HEL_004715-RA, HEL_004714-RA
OG0004186	Bany_04763-RA	HEL_002793-RA, HEL_002794-RA
OG0004187	Bany_07555-RA	HEL_010463-RA
OG0004188	Bany_15204-RA	HEL_012896-RA
OG0004189	Bany_16783-RA	HEL_000292-RA
OG0004190	Bany_14663-RA	HEL_012746-RA
OG0004191	Bany_07557-RA	HEL_010464-RA
OG0004192	Bany_04075-RA	HEL_005533-RA
OG0004193	Bany_09701-RA	HEL_003716-RA
OG0004194	Bany_06995-RA	HEL_006001-RA
OG0004195	Bany_04767-RA	HEL_002789-RA
OG0004196	Bany_10380-RA	HEL_000290-RA
OG0004197	Bany_00469-RA	HEL_001445-RA
OG0004199	Bany_18064-RA	HEL_009539-RA
OG0004202	Bany_06305-RA	HEL_006285-RA
OG0004204	Bany_07565-RA	HEL_010470-RA
OG0004205	Bany_15211-RA, Bany_15210-RA	HEL_012903-RA
OG0004206	Bany_09716-RA	HEL_003703-RA
OG0004207	Bany_10293-RA	HEL_000051-RA
OG0004208	Bany_07566-RA	HEL_010472-RA
OG0004209	Bany_16793-RA	HEL_000281-RA
OG0004211	Bany_00478-RA	HEL_001341-RA
OG0004212	Bany_04776-RA	HEL_002778-RA
OG0004213	Bany_12147-RA	HEL_006088-RA
OG0004214	Bany_15214-RA	HEL_012906-RA
OG0004215	Bany_16795-RA, Bany_16804-RA	HEL_000275-RA
OG0004216	Bany_15909-RA, Bany_15803-RA	HEL_005527-RA
OG0004217	Bany_03897-RA	HEL_003000-RA
OG0004218	Bany_18075-RA	HEL_009528-RA
OG0004219	Bany_06310-RA	HEL_006289-RA
OG0004220	Bany_11616-RA	HEL_012762-RA, HEL_012763-RA
OG0004221	Bany_09726-RA	HEL_003696-RA
OG0004222	Bany_15219-RA	HEL_012913-RA
OG0004223	Bany_09729-RA	HEL_003694-RA
OG0004224	Bany_15805-RA	HEL_005525-RA
OG0004225	Bany_06311-RA	HEL_006290-RA, HEL_006291-RA
OG0004226	Bany_05581-RA	HEL_004578-RA
OG0004226	Bany_05580-RA	HEL_004579-RA
OG0004227	Bany_06312-RA	HEL_006292-RA
OG0004228	Bany_00486-RA	HEL_001347-RA
OG0004231	Bany_08336-RA	HEL_007448-RA
OG0004232	Bany_03904-RA	HEL_003009-RA
OG0004233	Bany_10306-RA	HEL_000043-RA, HEL_000042-RA
OG0004234	Bany_13421-RA	HEL_014071-RA
OG0004235	Bany_15810-RA, Bany_15809-RA, Bany_15816-RA	HEL_005520-RA
OG0004236	Bany_13422-RA	HEL_014072-RA
OG0004237	Bany_18081-RA	HEL_009521-RA
OG0004238	Bany_03910-RA	HEL_003012-RA
OG0004239	Bany_10312-RA	HEL_000035-RA
OG0004240	Bany_15813-RA	HEL_005517-RA
OG0004241	Bany_09734-RA	HEL_003785-RA
OG0004242	Bany_10313-RA	HEL_000034-RA
OG0004243	Bany_15815-RA	HEL_005515-RA
OG0004244	Bany_09736-RA	HEL_003786-RA
OG0004245	Bany_01416-RA	HEL_010002-RA
OG0004246	Bany_00498-RA, Bany_00500-RA	HEL_001359-RA
OG0004247	Bany_04785-RA	HEL_002770-RA, HEL_002771-RA, HEL_002772-RA
OG0004248	Bany_10315-RA	HEL_000030-RA, HEL_000031-RA
OG0004249	Bany_18087-RA	HEL_009514-RA
OG0004250	Bany_00501-RA, Bany_00503-RA	HEL_001362-RA
OG0004251	Bany_00502-RA	HEL_001361-RA, HEL_001360-RA
OG0004252	Bany_04789-RA	HEL_002765-RA, HEL_002764-RA
OG0004253	Bany_00504-RA	HEL_001364-RA
OG0004254	Bany_18088-RA	HEL_009513-RA
OG0004256	Bany_06315-RA	HEL_006294-RA
OG0004257	Bany_04792-RA	HEL_002762-RA
OG0004258	Bany_00508-RA, Bany_00507-RA	HEL_001367-RA
OG0004259	Bany_10320-RA	HEL_000027-RA
OG0004260	Bany_03918-RA	HEL_003019-RA
OG0004261	Bany_00511-RA	HEL_001369-RA
OG0004262	Bany_01424-RA	HEL_010005-RA, HEL_010006-RA
OG0004263	Bany_03923-RA	HEL_003024-RA
OG0004264	Bany_08348-RA	HEL_007437-RA, HEL_007439-RA
OG0004265	Bany_06323-RA	HEL_006301-RA
OG0004266	Bany_11642-RA	HEL_008207-RA
OG0004267	Bany_07584-RA	HEL_014478-RA
OG0004268	Bany_06324-RA	HEL_006302-RA
OG0004269	Bany_08349-RA	HEL_007436-RA, HEL_007433-RA, HEL_007434-RA
OG0004270	Bany_03927-RA	HEL_003029-RA
OG0004271	Bany_18093-RA	HEL_009505-RA
OG0004272	Bany_03930-RA	HEL_003032-RA, HEL_003031-RA
OG0004273	Bany_14689-RA	HEL_013619-RA
OG0004274	Bany_14011-RA	HEL_001093-RA, HEL_001091-RA
OG0004275	Bany_16809-RA	HEL_000272-RA, HEL_000271-RA
OG0004276	Bany_11650-RA, Bany_11649-RA	HEL_008202-RA
OG0004277	Bany_09752-RA	HEL_003820-RA
OG0004278	Bany_09753-RA	HEL_003821-RA
OG0004279	Bany_10958-RA	HEL_004212-RA
OG0004280	Bany_09754-RA	HEL_003822-RA
OG0004282	Bany_14018-RA	HEL_001103-RA, HEL_001102-RA
OG0004283	Bany_11655-RA, Bany_11656-RA	HEL_008198-RA
OG0004284	Bany_03944-RA, Bany_03942-RA	HEL_003041-RA
OG0004285	Bany_01440-RA	HEL_010020-RA
OG0004286	Bany_04811-RA	HEL_002751-RA, HEL_002746-RA
OG0004287	Bany_07587-RA	HEL_014483-RA
OG0004288	Bany_14024-RA	HEL_001109-RA
OG0004289	Bany_05611-RA	HEL_004554-RA, HEL_004555-RA
OG0004290	Bany_04813-RA, Bany_04931-RA	HEL_002744-RA
OG0004291	Bany_01442-RA, Bany_01447-RA	HEL_010024-RA
OG0004292	Bany_02335-RA	HEL_006934-RA, HEL_001296-RA
OG0004293	Bany_09050-RA	HEL_012159-RA
OG0004294	Bany_03954-RA	HEL_003051-RA
OG0004295	Bany_05616-RA	HEL_004546-RA, HEL_004545-RA
OG0004296	Bany_14699-RA	HEL_013629-RA
OG0004297	Bany_12158-RA	HEL_006076-RA
OG0004298	Bany_15827-RA	HEL_005509-RA
OG0004300	Bany_09053-RA	HEL_012161-RA
OG0004301	Bany_14705-RA	HEL_013636-RA
OG0004302	Bany_12160-RA	HEL_006075-RA
OG0004303	Bany_10964-RA	HEL_004210-RA
OG0004304	Bany_09058-RA	HEL_012166-RA, HEL_012168-RA
OG0004306	Bany_14706-RA	HEL_013637-RA
OG0004307	Bany_18098-RA	HEL_009502-RA
OG0004308	Bany_01455-RA	HEL_013556-RA, HEL_013557-RA
OG0004309	Bany_07018-RA	HEL_005935-RA
OG0004311	Bany_05623-RA	HEL_004540-RA
OG0004312	Bany_09064-RA	HEL_012178-RA, HEL_012179-RA, HEL_012180-RA
OG0004313	Bany_12170-RA	HEL_006068-RA, HEL_006069-RA
OG0004314	Bany_14029-RA	HEL_001113-RA
OG0004315	Bany_12172-RA	HEL_006067-RA
OG0004316	Bany_14716-RA	HEL_013645-RA, HEL_013644-RA
OG0004317	Bany_11668-RA	HEL_008188-RA, HEL_008189-RA
OG0004318	Bany_16815-RA	HEL_000267-RA
OG0004319	Bany_12176-RA	HEL_006062-RA
OG0004320	Bany_03959-RA, Bany_03958-RA	HEL_003054-RA
OG0004321	Bany_13442-RA	HEL_012256-RA
OG0004322	Bany_02340-RA	HEL_014430-RA
OG0004323	Bany_02342-RA	HEL_006891-RA, HEL_006892-RA, HEL_006894-RA
OG0004326	Bany_04824-RA	HEL_002737-RA
OG0004327	Bany_12181-RA	HEL_006056-RA
OG0004328	Bany_04826-RA	HEL_002736-RA
OG0004329	Bany_05626-RA	HEL_004538-RA, HEL_004537-RA
OG0004331	Bany_01467-RA	HEL_013329-RA
OG0004332	Bany_08366-RA	HEL_007419-RA
OG0004333	Bany_01474-RA	HEL_005715-RA
OG0004334	Bany_06343-RA	HEL_006309-RA, HEL_006311-RA
OG0004335	Bany_06345-RA	HEL_006314-RA, HEL_006315-RA
OG0004336	Bany_02348-RA, Bany_02349-RA	HEL_006882-RA
OG0004337	Bany_01480-RA	HEL_013340-RA, HEL_013339-RA
OG0004339	Bany_09763-RA	HEL_003832-RA
OG0004340	Bany_17337-RA	HEL_012335-RA
OG0004341	Bany_00541-RA	HEL_001385-RA
OG0004342	Bany_12191-RA, Bany_12192-RA	HEL_006043-RA
OG0004343	Bany_02356-RA	HEL_006878-RA
OG0004344	Bany_16827-RA	HEL_000255-RA
OG0004345	Bany_00545-RA	HEL_001388-RA
OG0004346	Bany_15269-RA	HEL_007309-RA, HEL_007308-RA
OG0004347	Bany_17342-RA	HEL_012321-RA
OG0004348	Bany_05642-RA, Bany_05641-RA	HEL_014146-RA
OG0004349	Bany_00548-RA	HEL_001392-RA
OG0004350	Bany_13462-RA	HEL_012459-RA
OG0004351	Bany_09770-RA, Bany_09769-RA	HEL_003837-RA
OG0004352	Bany_15274-RA	HEL_007297-RA, HEL_007296-RA
OG0004354	Bany_17348-RA	HEL_012317-RA
OG0004355	Bany_16838-RA	HEL_000240-RA, HEL_000241-RA
OG0004356	Bany_05651-RA	HEL_014152-RA
OG0004357	Bany_00550-RA, Bany_00551-RA	HEL_001394-RA
OG0004358	Bany_12207-RA	HEL_010575-RA
OG0004359	Bany_07621-RA	HEL_014495-RA
OG0004360	Bany_09080-RA	HEL_012195-RA, HEL_012196-RA
OG0004361	Bany_14036-RA	HEL_001118-RA
OG0004362	Bany_16841-RA	HEL_000237-RA
OG0004363	Bany_01496-RA	HEL_013351-RA
OG0004364	Bany_11693-RA	HEL_008162-RA
OG0004365	Bany_06351-RA	HEL_006324-RA
OG0004366	Bany_09092-RA	HEL_012204-RA
OG0004369	Bany_02360-RA	HEL_006870-RA, HEL_006869-RA
OG0004370	Bany_09782-RA	HEL_003847-RA
OG0004371	Bany_14737-RA, Bany_14738-RA	HEL_014363-RA
OG0004372	Bany_09785-RA	HEL_003849-RA
OG0004373	Bany_10979-RA	HEL_012390-RA
OG0004374	Bany_00567-RA	HEL_001411-RA
OG0004375	Bany_09789-RA	HEL_003858-RA
OG0004376	Bany_12233-RA	HEL_010591-RA
OG0004377	Bany_00569-RA	HEL_001414-RA, HEL_001412-RA
