Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0005258	Bany_08002-RA	XP_026488094.1
OG0005259	Bany_00079-RA	XP_026501099.1
OG0005260	Bany_11875-RA	XP_026496197.1
OG0005261	Bany_15534-RA	XP_026496228.1
OG0005262	Bany_15535-RA	XP_026496227.1
OG0005263	Bany_05254-RA	XP_026491510.1
OG0005264	Bany_00080-RA	XP_026501097.1
OG0005265	Bany_05255-RA	XP_026491122.1
OG0005266	Bany_01019-RA	XP_026483556.1
OG0005267	Bany_00081-RA	XP_026501095.1
OG0005268	Bany_08006-RA	XP_026488109.1
OG0005269	Bany_13116-RA	XP_026492950.1
OG0005270	Bany_00083-RA	XP_026501100.1
OG0005271	Bany_06609-RA	XP_026488757.1
OG0005272	Bany_03523-RA	XP_026484833.1
OG0005273	Bany_11197-RA	XP_026495395.1
OG0005274	Bany_11198-RA	XP_026495394.1
OG0005275	Bany_11878-RA	XP_026496198.1
OG0005276	Bany_13119-RA	XP_026492978.1
OG0005277	Bany_16135-RA	XP_026500071.1
OG0005278	Bany_08726-RA	XP_026492297.1
OG0005279	Bany_17477-RA	XP_026492900.1
OG0005281	Bany_13122-RA	XP_026492980.1
OG0005282	Bany_07237-RA	XP_026500525.1
OG0005283	Bany_09974-RA	XP_026490064.1
OG0005285	Bany_11208-RA	XP_026495423.1
OG0005286	Bany_08728-RA	XP_026492261.1
OG0005287	Bany_14954-RA	XP_026493105.1
OG0005288	Bany_01027-RA	XP_026483508.1
OG0005289	Bany_15545-RA	XP_026496230.1
OG0005290	Bany_10679-RA	XP_026498449.1
OG0005291	Bany_17478-RA	XP_026492914.1
OG0005292	Bany_15547-RA	XP_026496242.1
OG0005293	Bany_01931-RA	XP_026490219.1
OG0005294	Bany_02702-RA	XP_026489990.1
OG0005295	Bany_11881-RA	XP_026484285.1
OG0005296	Bany_04407-RA	XP_026498075.1
OG0005297	Bany_08733-RA	XP_026492294.1
OG0005298	Bany_00095-RA	XP_026501080.1
OG0005299	Bany_13128-RA, Bany_13129-RA	XP_026492946.1
OG0005300	Bany_04411-RA	XP_026498060.1
OG0005301	Bany_11882-RA	XP_026484229.1
OG0005302	Bany_08734-RA	XP_026492308.1
OG0005303	Bany_15554-RA	XP_026496246.1
OG0005304	Bany_15555-RA	XP_026496239.1
OG0005305	Bany_16147-RA	XP_026498882.1
OG0005306	Bany_13130-RA	XP_026492942.1
OG0005307	Bany_15557-RA	XP_026496238.1
OG0005308	Bany_01939-RA	XP_026496244.1
OG0005309	Bany_16148-RA	XP_026490675.1
OG0005310	Bany_13131-RA	XP_026492982.1
OG0005311	Bany_16149-RA	XP_026490673.1
OG0005312	Bany_17021-RA	XP_026500172.1
OG0005313	Bany_13134-RA	XP_026492967.1
OG0005314	Bany_13136-RA	XP_026492945.1
OG0005315	Bany_13734-RA	XP_026494137.1
OG0005316	Bany_16525-RA	XP_026496139.1
OG0005317	Bany_07241-RA	XP_026500488.1
OG0005318	Bany_06618-RA	XP_026488755.1
OG0005319	Bany_04418-RA	XP_026498073.1
OG0005320	Bany_02708-RA	XP_026489967.1
OG0005321	Bany_14364-RA	XP_026495813.1
OG0005322	Bany_02709-RA	XP_026489968.1
OG0005323	Bany_17773-RA	XP_026498833.1
OG0005324	Bany_02710-RA	XP_026489980.1
OG0005325	Bany_11218-RA	XP_026495431.1
OG0005326	Bany_07243-RA	XP_026500523.1
OG0005327	Bany_17775-RA	XP_026498834.1
OG0005328	Bany_00100-RA	XP_026501120.1
OG0005329	Bany_15564-RA	XP_026496342.1
OG0005330	Bany_15565-RA	XP_026496343.1
OG0005331	Bany_13146-RA	XP_026492962.1
OG0005332	Bany_15566-RA	XP_026496427.1
OG0005333	Bany_02716-RA	XP_026489914.1
OG0005334	Bany_13147-RA	XP_026492963.1
OG0005335	Bany_11223-RA	XP_026495408.1
OG0005336	Bany_11226-RA	XP_026495484.1
OG0005337	Bany_11227-RA	XP_026495481.1
OG0005338	Bany_08744-RA	XP_026492266.1
OG0005339	Bany_10689-RA	XP_026498492.1
OG0005340	Bany_08745-RA	XP_026492149.1
OG0005341	Bany_16529-RA	XP_026496111.1
OG0005342	Bany_16530-RA	XP_026496113.1
OG0005343	Bany_16162-RA	XP_026490664.1
OG0005344	Bany_10692-RA	XP_026498498.1
OG0005345	Bany_11231-RA	XP_026494079.1
OG0005346	Bany_16531-RA	XP_026496114.1
OG0005347	Bany_01035-RA	XP_026483593.1
OG0005348	Bany_01036-RA	XP_026483544.1
OG0005349	Bany_01038-RA	XP_026483541.1
OG0005350	Bany_13736-RA	XP_026488826.1
OG0005351	Bany_16164-RA	XP_026490667.1
OG0005352	Bany_06628-RA	XP_026488765.1
OG0005353	Bany_13737-RA	XP_026488976.1
OG0005354	Bany_16166-RA	XP_026490665.1
OG0005355	Bany_14374-RA	XP_026495815.1, XP_026495816.1
OG0005356	Bany_00112-RA	XP_026501186.1
OG0005357	Bany_11236-RA	XP_026493992.1
OG0005358	Bany_14376-RA	XP_026495726.1
OG0005359	Bany_11238-RA	XP_026494090.1
OG0005360	Bany_08747-RA	XP_026492172.1
OG0005361	Bany_16534-RA	XP_026490162.1
OG0005362	Bany_04432-RA	XP_026500963.1
OG0005363	Bany_17489-RA	XP_026486736.1
OG0005364	Bany_11240-RA	XP_026494305.1
OG0005365	Bany_01041-RA	XP_026483539.1
OG0005366	Bany_11242-RA	XP_026494579.1
OG0005367	Bany_06631-RA	XP_026488762.1
OG0005368	Bany_01947-RA	XP_026490186.1
OG0005369	Bany_13151-RA	XP_026494685.1
OG0005370	Bany_05268-RA	XP_026491035.1
OG0005371	Bany_09985-RA	XP_026490144.1
OG0005372	Bany_16170-RA	XP_026490691.1, XP_026490690.1
OG0005373	Bany_15571-RA	XP_026496324.1
OG0005374	Bany_10694-RA	XP_026497212.1
OG0005375	Bany_04436-RA	XP_026498407.1
OG0005376	Bany_17782-RA	XP_026498830.1
OG0005377	Bany_17493-RA	XP_026492890.1
OG0005378	Bany_08752-RA	XP_026492199.1
OG0005379	Bany_14380-RA	XP_026496037.1
OG0005380	Bany_07255-RA	XP_026500499.1
OG0005381	Bany_14381-RA	XP_026496038.1
OG0005382	Bany_16172-RA	XP_026490693.1
OG0005383	Bany_01953-RA	XP_026490195.1
OG0005384	Bany_03531-RA	XP_026489306.1
OG0005385	Bany_01954-RA	XP_026490197.1
OG0005386	Bany_07258-RA	XP_026500504.1
OG0005387	Bany_04439-RA	XP_026498094.1
OG0005388	Bany_05942-RA	XP_026500628.1
OG0005389	Bany_16174-RA	XP_026494597.1
OG0005390	Bany_09414-RA	XP_026489747.1
OG0005391	Bany_05274-RA	XP_026491767.1
OG0005392	Bany_01955-RA	XP_026490182.1
OG0005393	Bany_05276-RA	XP_026491761.1
OG0005394	Bany_11902-RA	XP_026484295.1
OG0005395	Bany_01957-RA	XP_026498523.1, XP_026490193.1
OG0005396	Bany_06636-RA	XP_026490663.1
OG0005397	Bany_16544-RA	XP_026497260.1
OG0005398	Bany_15575-RA	XP_026496337.1
OG0005399	Bany_03536-RA	XP_026489291.1
OG0005400	Bany_17495-RA	XP_026492919.1
OG0005401	Bany_15577-RA	XP_026496340.1
OG0005402	Bany_01049-RA	XP_026483457.1
OG0005403	Bany_03537-RA	XP_026489338.1
OG0005404	Bany_17496-RA	XP_026492905.1
OG0005405	Bany_05279-RA	XP_026491771.1
OG0005406	Bany_04441-RA	XP_026498100.1
OG0005407	Bany_14968-RA	XP_026493450.1
OG0005408	Bany_05281-RA	XP_026491770.1
OG0005409	Bany_15580-RA	XP_026496335.1
OG0005410	Bany_06638-RA	XP_026490656.1
OG0005411	Bany_05282-RA	XP_026491769.1
OG0005412	Bany_05283-RA	XP_026491766.1
OG0005413	Bany_03538-RA	XP_026489337.1
OG0005414	Bany_08038-RA, Bany_08041-RA	XP_026493632.1
OG0005415	Bany_06641-RA	XP_026490653.1
OG0005416	Bany_08764-RA	XP_026492182.1
OG0005417	Bany_08765-RA	XP_026492180.1
OG0005418	Bany_11266-RA	XP_026494643.1
OG0005419	Bany_17498-RA	XP_026492895.1
OG0005420	Bany_16179-RA	XP_026497181.1
OG0005421	Bany_01965-RA	XP_026490211.1
OG0005422	Bany_02734-RA	XP_026489913.1
OG0005423	Bany_16180-RA	XP_026497182.1
OG0005424	Bany_09422-RA	XP_026489719.1
OG0005425	Bany_01966-RA	XP_026490205.1
OG0005426	Bany_10702-RA	XP_026497206.1
OG0005427	Bany_09993-RA	XP_026490087.1
OG0005428	Bany_14973-RA	XP_026493457.1
OG0005429	Bany_11273-RA	XP_026494235.1
OG0005430	Bany_02739-RA	XP_026489887.1
OG0005431	Bany_02740-RA	XP_026489890.1
OG0005432	Bany_14387-RA	XP_026495730.1
OG0005433	Bany_13165-RA	XP_026494658.1
OG0005434	Bany_14388-RA	XP_026495842.1
OG0005435	Bany_11274-RA	XP_026494273.1
OG0005436	Bany_07266-RA	XP_026500448.1
OG0005437	Bany_01970-RA	XP_026490179.1, XP_026490178.1, XP_026490177.1
OG0005438	Bany_04447-RA	XP_026498113.1
OG0005439	Bany_11276-RA	XP_026494171.1
OG0005440	Bany_17787-RA	XP_026498806.1
OG0005441	Bany_02743-RA	XP_026489891.1
OG0005442	Bany_04448-RA	XP_026498114.1
OG0005443	Bany_00132-RA	XP_026501149.1
OG0005444	Bany_02744-RA	XP_026489886.1
OG0005445	Bany_17039-RA, Bany_17038-RA	XP_026500195.1
OG0005446	Bany_00134-RA	XP_026501104.1
OG0005447	Bany_00135-RA	XP_026501105.1
OG0005448	Bany_02746-RA	XP_026489889.1
OG0005449	Bany_00137-RA	XP_026501094.1
OG0005450	Bany_17040-RA	XP_026500176.1
OG0005451	Bany_06647-RA	XP_026490658.1, XP_026490659.1
OG0005452	Bany_02747-RA	XP_026489895.1
OG0005453	Bany_09427-RA	XP_026489629.1
OG0005454	Bany_10705-RA	XP_026498470.1
OG0005455	Bany_14980-RA	XP_026493111.1
OG0005456	Bany_17796-RA	XP_026492494.1
OG0005457	Bany_03545-RA	XP_026489290.1
OG0005458	Bany_02752-RA	XP_026490018.1
OG0005459	Bany_09430-RA	XP_026489635.1
OG0005460	Bany_01977-RA	XP_026483277.1
OG0005461	Bany_04450-RA	XP_026486607.1
OG0005462	Bany_01978-RA	XP_026483287.1
OG0005463	Bany_14392-RA	XP_026495790.1
OG0005464	Bany_09433-RA	XP_026489632.1
OG0005465	Bany_01979-RA	XP_026483284.1
OG0005466	Bany_09434-RA	XP_026489631.1
OG0005467	Bany_01981-RA	XP_026483280.1
OG0005468	Bany_08052-RA	XP_026493639.1
OG0005469	Bany_11287-RA	XP_026494437.1
OG0005470	Bany_10709-RA	XP_026498445.1
OG0005471	Bany_11288-RA	XP_026494357.1
OG0005472	Bany_01982-RA	XP_026483283.1
OG0005473	Bany_05948-RA	XP_026501404.1
OG0005474	Bany_05949-RA	XP_026501384.1
OG0005475	Bany_14982-RA	XP_026493313.1
OG0005476	Bany_11290-RA	XP_026494555.1
OG0005477	Bany_01984-RA	XP_026483289.1
OG0005478	Bany_09438-RA	XP_026489705.1
OG0005479	Bany_15585-RA	XP_026496212.1
OG0005480	Bany_16561-RA	XP_026497257.1
OG0005481	Bany_14394-RA	XP_026495521.1
OG0005483	Bany_09442-RA	XP_026489709.1
OG0005484	Bany_12646-RA	XP_026490719.1
OG0005485	Bany_15587-RA	XP_026496211.1
OG0005486	Bany_09444-RA	XP_026489708.1
OG0005487	Bany_00157-RA	XP_026501134.1
OG0005488	Bany_14397-RA	XP_026495634.1
OG0005489	Bany_03548-RA	XP_026489309.1
OG0005490	Bany_11293-RA	XP_026494492.1
OG0005491	Bany_16565-RA	XP_026497249.1
OG0005492	Bany_00160-RA	XP_026501136.1
OG0005493	Bany_00161-RA	XP_026501131.1
OG0005494	Bany_00162-RA	XP_026501133.1
OG0005495	Bany_06655-RA	XP_026490580.1
OG0005496	Bany_16569-RA	XP_026497237.1, XP_026497239.1
OG0005497	Bany_01990-RA	XP_026499119.1
OG0005498	Bany_10716-RA	XP_026498442.1
OG0005499	Bany_05959-RA	XP_026501726.1
OG0005500	Bany_09449-RA	XP_026489750.1
OG0005501	Bany_14400-RA	XP_026495536.1
OG0005502	Bany_09450-RA	XP_026489751.1
OG0005503	Bany_10717-RA	XP_026498496.1
OG0005504	Bany_05963-RA	XP_026483438.1
OG0005505	Bany_08777-RA	XP_026492198.1
OG0005506	Bany_14405-RA	XP_026495530.1
OG0005507	Bany_08778-RA	XP_026492144.1
OG0005508	Bany_01056-RA	XP_026483503.1
OG0005509	Bany_14406-RA	XP_026495532.1
OG0005510	Bany_17053-RA	XP_026500087.1
OG0005511	Bany_01057-RA	XP_026483423.1
OG0005512	Bany_10720-RA	XP_026498451.1
OG0005513	Bany_17054-RA	XP_026500088.1, XP_026500090.1
OG0005514	Bany_11920-RA	XP_026484271.1
OG0005515	Bany_17058-RA	XP_026500257.1
OG0005516	Bany_08058-RA	XP_026501066.1
OG0005517	Bany_14411-RA	XP_026495499.1
OG0005518	Bany_05977-RA	XP_026501555.1
OG0005519	Bany_11922-RA	XP_026484238.1
OG0005520	Bany_07276-RA	XP_026500305.1
OG0005521	Bany_04463-RA	XP_026486596.1
OG0005522	Bany_17059-RA	XP_026500234.1
OG0005523	Bany_02759-RA	XP_026489989.1
OG0005524	Bany_10727-RA	XP_026498504.1
OG0005525	Bany_04465-RA	XP_026486604.1
OG0005526	Bany_01061-RA	XP_026483471.1
OG0005527	Bany_07278-RA	XP_026500277.1
OG0005528	Bany_14414-RA	XP_026495497.1, XP_026495498.1
OG0005529	Bany_16208-RA	XP_026486418.1
OG0005530	Bany_09459-RA	XP_026494292.1
OG0005531	Bany_09460-RA	XP_026494293.1
OG0005532	Bany_10729-RA	XP_026498506.1
OG0005533	Bany_09462-RA	XP_026494295.1
OG0005534	Bany_09463-RA	XP_026494290.1
OG0005535	Bany_10731-RA	XP_026498518.1
OG0005536	Bany_14416-RA	XP_026495914.1
OG0005537	Bany_16590-RA	XP_026497564.1
OG0005538	Bany_10733-RA	XP_026498519.1
OG0005539	Bany_02007-RA	XP_026497673.1
OG0005540	Bany_10734-RA	XP_026498517.1
OG0005541	Bany_13182-RA	XP_026494651.1
OG0005542	Bany_10737-RA	XP_026498423.1
OG0005543	Bany_01064-RA	XP_026483460.1
OG0005544	Bany_02764-RA	XP_026489901.1
OG0005545	Bany_09466-RA	XP_026494243.1
OG0005546	Bany_09467-RA	XP_026494209.1
OG0005547	Bany_14421-RA	XP_026495789.1
OG0005548	Bany_16594-RA	XP_026490381.1
OG0005549	Bany_10740-RA	XP_026498508.1
OG0005550	Bany_10741-RA	XP_026498516.1
OG0005551	Bany_11299-RA	XP_026494418.1
OG0005552	Bany_17066-RA	XP_026500092.1
OG0005553	Bany_04471-RA	XP_026486586.1
OG0005554	Bany_09471-RA	XP_026494197.1
OG0005555	Bany_04474-RA	XP_026486611.1
OG0005556	Bany_02009-RA	XP_026497708.1
OG0005557	Bany_06000-RA	XP_026485539.1
OG0005558	Bany_06001-RA	XP_026485527.1
OG0005559	Bany_06002-RA	XP_026485519.1
OG0005560	Bany_09473-RA	XP_026494200.1
OG0005561	Bany_11928-RA	XP_026484256.1
OG0005562	Bany_17071-RA	XP_026500103.1
OG0005563	Bany_10747-RA	XP_026498486.1
OG0005564	Bany_17073-RA	XP_026500104.1
OG0005565	Bany_04481-RA	XP_026486609.1
OG0005566	Bany_09476-RA	XP_026494189.1
OG0005567	Bany_09477-RA	XP_026494201.1
OG0005568	Bany_00189-RA	XP_026484469.1
OG0005569	Bany_09478-RA	XP_026494220.1
OG0005571	Bany_08070-RA	XP_026499026.1
OG0005572	Bany_16213-RA	XP_026484209.1
OG0005573	Bany_09481-RA	XP_026494258.1
OG0005574	Bany_09482-RA	XP_026494255.1
OG0005575	Bany_01076-RA	XP_026483416.1
OG0005576	Bany_10754-RA	XP_026498484.1
OG0005577	Bany_10755-RA	XP_026498478.1
OG0005578	Bany_17831-RA	XP_026498711.1
OG0005579	Bany_06010-RA	XP_026484627.1
OG0005580	Bany_13188-RA	XP_026494650.1
OG0005581	Bany_06684-RA	XP_026490587.1
OG0005582	Bany_09485-RA	XP_026494210.1
OG0005583	Bany_01078-RA	XP_026483418.1
OG0005584	Bany_17076-RA	XP_026500245.1
OG0005585	Bany_07704-RA, Bany_01079-RA, Bany_14467-RA	XP_026495691.1
OG0005586	Bany_12679-RA	XP_026488812.1
OG0005587	Bany_09486-RA	XP_026494211.1
OG0005588	Bany_17077-RA	XP_026500248.1
OG0005589	Bany_10758-RA	XP_026498419.1
OG0005590	Bany_11931-RA	XP_026484303.1
OG0005591	Bany_09487-RA	XP_026494409.1
OG0005592	Bany_03568-RA	XP_026488776.1
OG0005593	Bany_03569-RA	XP_026488740.1
OG0005594	Bany_17079-RA	XP_026500249.1
OG0005595	Bany_06013-RA	XP_026484532.1
OG0005596	Bany_11301-RA	XP_026494042.1
OG0005597	Bany_17081-RA	XP_026500250.1
OG0005599	Bany_06688-RA	XP_026490569.1
OG0005600	Bany_13755-RA	XP_026488952.1
OG0005601	Bany_02771-RA	XP_026489898.1
OG0005602	Bany_10765-RA	XP_026498455.1
OG0005603	Bany_10766-RA	XP_026485337.1
OG0005604	Bany_16222-RA	XP_026484211.1
OG0005605	Bany_17835-RA	XP_026498740.1
OG0005606	Bany_10767-RA	XP_026499840.1
OG0005607	Bany_17088-RA	XP_026500223.1
OG0005608	Bany_17140-RA, Bany_10768-RA	XP_026500097.1
OG0005609	Bany_02773-RA	XP_026489950.1
OG0005611	Bany_02774-RA	XP_026489952.1
OG0005612	Bany_17836-RA	XP_026498739.1
OG0005613	Bany_02026-RA	XP_026497690.1
OG0005614	Bany_02775-RA	XP_026489907.1
OG0005615	Bany_16602-RA	XP_026490328.1
OG0005616	Bany_13761-RA	XP_026489008.1
OG0005618	Bany_10021-RA	XP_026500043.1
OG0005619	Bany_14993-RA	XP_026493237.1
OG0005620	Bany_10022-RA	XP_026490092.1
OG0005621	Bany_16229-RA	XP_026495793.1
OG0005622	Bany_14429-RA	XP_026495538.1
OG0005624	Bany_14430-RA	XP_026495541.1
OG0005625	Bany_06022-RA	XP_026500916.1
OG0005626	Bany_13193-RA	XP_026494686.1
OG0005627	Bany_06696-RA	XP_026490583.1
OG0005628	Bany_06024-RA	XP_026483294.1
OG0005629	Bany_05314-RA	XP_026491030.1
OG0005630	Bany_14436-RA	XP_026495882.1
OG0005631	Bany_13770-RA	XP_026489080.1
OG0005632	Bany_01089-RA	XP_026483365.1
OG0005633	Bany_08790-RA	XP_026492289.1
OG0005634	Bany_16604-RA	XP_026490350.1
OG0005635	Bany_09492-RA	XP_026494407.1
OG0005636	Bany_05315-RA	XP_026491422.1
OG0005637	Bany_11313-RA	XP_026491584.1
OG0005638	Bany_01090-RA	XP_026483366.1
OG0005639	Bany_05316-RA	XP_026491423.1
OG0005640	Bany_05317-RA	XP_026491425.1
OG0005641	Bany_11314-RA	XP_026491614.1
OG0005642	Bany_05318-RA	XP_026491421.1
OG0005643	Bany_05319-RA	XP_026491420.1
OG0005644	Bany_16234-RA	XP_026498864.1
OG0005645	Bany_11315-RA	XP_026491599.1
OG0005646	Bany_16235-RA	XP_026498853.1
OG0005647	Bany_05320-RA	XP_026491424.1
OG0005648	Bany_05321-RA	XP_026491427.1
OG0005649	Bany_06699-RA	XP_026483854.1
OG0005650	Bany_02784-RA	XP_026495332.1
OG0005651	Bany_12693-RA	XP_026486519.1
OG0005652	Bany_02786-RA	XP_026494817.1
OG0005653	Bany_08091-RA, Bany_08097-RA	XP_026487181.1
OG0005654	Bany_01092-RA	XP_026483389.1
OG0005655	Bany_14994-RA	XP_026493436.1
OG0005656	Bany_03579-RA	XP_026488132.1
OG0005657	Bany_17519-RA	XP_026486258.1
OG0005658	Bany_08096-RA	XP_026487156.1
OG0005659	Bany_11318-RA	XP_026492575.1
OG0005660	Bany_02038-RA	XP_026490412.1
OG0005661	Bany_12699-RA	XP_026498532.1
OG0005662	Bany_17520-RA	XP_026486751.1
OG0005663	Bany_07291-RA	XP_026500812.1
OG0005664	Bany_12701-RA	XP_026499502.1
OG0005665	Bany_03582-RA	XP_026487511.1
OG0005666	Bany_02039-RA	XP_026490409.1
OG0005667	Bany_16239-RA	XP_026498860.1
OG0005668	Bany_12702-RA	XP_026499504.1
OG0005669	Bany_02040-RA	XP_026490420.1
OG0005670	Bany_04494-RA	XP_026486598.1
OG0005671	Bany_02041-RA	XP_026490422.1
OG0005672	Bany_17524-RA	XP_026486984.1
OG0005673	Bany_13197-RA	XP_026494612.1
OG0005674	Bany_04495-RA	XP_026486597.1
OG0005675	Bany_02788-RA	XP_026494934.1
OG0005676	Bany_02043-RA	XP_026490421.1
OG0005677	Bany_10028-RA	XP_026490148.1
OG0005678	Bany_07765-RA, Bany_08098-RA	XP_026487179.1
OG0005679	Bany_02789-RA	XP_026494936.1
OG0005680	Bany_17841-RA	XP_026498811.1
OG0005681	Bany_02790-RA	XP_026494935.1
OG0005682	Bany_10029-RA	XP_026490149.1
OG0005683	Bany_08100-RA	XP_026487182.1
OG0005684	Bany_10031-RA	XP_026490102.1
OG0005685	Bany_02045-RA	XP_026490423.1
OG0005686	Bany_04496-RA	XP_026486585.1
OG0005687	Bany_07297-RA	XP_026500786.1
OG0005688	Bany_04498-RA	XP_026486595.1
OG0005689	Bany_03588-RA	XP_026487043.1
OG0005690	Bany_01099-RA	XP_026483422.1
OG0005691	Bany_16246-RA	XP_026498872.1
OG0005692	Bany_03589-RA	XP_026487079.1
OG0005693	Bany_17843-RA	XP_026498801.1, XP_026498802.1, XP_026498803.1
OG0005694	Bany_03592-RA	XP_026487029.1
OG0005695	Bany_12711-RA	XP_026489374.1
OG0005696	Bany_02048-RA	XP_026490437.1
OG0005697	Bany_11321-RA	XP_026490519.1
OG0005698	Bany_02049-RA	XP_026490436.1
OG0005699	Bany_13776-RA	XP_026499308.1
OG0005700	Bany_17845-RA	XP_026498844.1
OG0005701	Bany_17846-RA	XP_026498846.1
OG0005702	Bany_03593-RA	XP_026487677.1
OG0005703	Bany_09505-RA	XP_026494268.1
OG0005704	Bany_03594-RA	XP_026487340.1
OG0005705	Bany_09507-RA	XP_026487365.1
OG0005706	Bany_08797-RA	XP_026492192.1
OG0005707	Bany_07307-RA	XP_026500805.1
OG0005708	Bany_09508-RA	XP_026494267.1
OG0005709	Bany_07308-RA	XP_026500801.1
OG0005710	Bany_04500-RA	XP_026486600.1
OG0005712	Bany_11951-RA	XP_026496768.1
OG0005713	Bany_11952-RA	XP_026496767.1
OG0005714	Bany_08799-RA	XP_026492280.1
OG0005715	Bany_00210-RA	XP_026484576.1
OG0005716	Bany_13199-RA	XP_026494637.1
OG0005717	Bany_00211-RA	XP_026484736.1
OG0005718	Bany_17111-RA	XP_026500210.1
OG0005719	Bany_02808-RA	XP_026494867.1
OG0005720	Bany_02809-RA	XP_026494858.1
OG0005721	Bany_10034-RA	XP_026490127.1
OG0005722	Bany_06707-RA	XP_026483779.1
OG0005723	Bany_08802-RA	XP_026492225.1
OG0005724	Bany_11956-RA	XP_026496866.1
OG0005725	Bany_03602-RA	XP_026487451.1
OG0005726	Bany_11959-RA	XP_026496865.1
OG0005727	Bany_03603-RA	XP_026487484.1
OG0005728	Bany_03604-RA	XP_026487947.1
OG0005729	Bany_02813-RA	XP_026494903.1
OG0005730	Bany_10037-RA	XP_026490134.1
OG0005731	Bany_13777-RA	XP_026499287.1
OG0005732	Bany_17857-RA	XP_026498769.1
OG0005733	Bany_13200-RA	XP_026494646.1
OG0005734	Bany_03606-RA	XP_026487958.1
OG0005735	Bany_02816-RA	XP_026494965.1
OG0005736	Bany_01105-RA	XP_026483567.1
OG0005737	Bany_13203-RA	XP_026494610.1
OG0005738	Bany_10039-RA	XP_026490142.1
OG0005739	Bany_03609-RA	XP_026488542.1
OG0005740	Bany_06712-RA	XP_026483684.1
OG0005741	Bany_00214-RA	XP_026484372.1
OG0005742	Bany_02061-RA	XP_026495968.1
OG0005743	Bany_07311-RA	XP_026500807.1
OG0005744	Bany_16617-RA	XP_026490354.1
OG0005745	Bany_09518-RA	XP_026494400.1
OG0005746	Bany_06033-RA	XP_026501143.1
OG0005747	Bany_03615-RA	XP_026488099.1
OG0005748	Bany_02064-RA	XP_026499327.1
OG0005749	Bany_06034-RA	XP_026501132.1
OG0005750	Bany_05349-RA	XP_026491502.1
OG0005751	Bany_15002-RA	XP_026493530.1
OG0005753	Bany_06038-RA	XP_026490770.1
OG0005754	Bany_03619-RA	XP_026488111.1
OG0005755	Bany_15006-RA	XP_026493266.1
OG0005756	Bany_03620-RA	XP_026488122.1
OG0005758	Bany_03621-RA	XP_026488052.1
OG0005759	Bany_02066-RA	XP_026499335.1
OG0005760	Bany_10790-RA	XP_026485599.1
OG0005761	Bany_02823-RA	XP_026495182.1
OG0005762	Bany_03622-RA	XP_026487927.1
OG0005763	Bany_08104-RA	XP_026487173.1
OG0005764	Bany_03623-RA	XP_026487848.1
OG0005765	Bany_08105-RA	XP_026487169.1
OG0005766	Bany_08106-RA	XP_026487167.1
OG0005767	Bany_03624-RA	XP_026487936.1
OG0005768	Bany_08107-RA	XP_026487160.1
OG0005769	Bany_06718-RA	XP_026483627.1
OG0005770	Bany_01111-RA	XP_026483558.1, XP_026483559.1
OG0005771	Bany_08108-RA	XP_026487163.1
OG0005772	Bany_06719-RA, Bany_03133-RA	XP_026483689.1
OG0005773	Bany_06720-RA	XP_026483629.1
OG0005774	Bany_00220-RA	XP_026484370.1
OG0005775	Bany_07317-RA	XP_026500892.1
OG0005776	Bany_15626-RA	XP_026496354.1
OG0005777	Bany_00221-RA	XP_026484371.1
OG0005778	Bany_04506-RA	XP_026497921.1
OG0005779	Bany_10795-RA	XP_026485493.1, XP_026485491.1
OG0005780	Bany_11331-RA	XP_026491040.1
OG0005781	Bany_13209-RA	XP_026494621.1
OG0005782	Bany_01113-RA	XP_026483570.1
OG0005783	Bany_06723-RA	XP_026483855.1
OG0005784	Bany_04509-RA	XP_026497931.1
OG0005785	Bany_15628-RA	XP_026496316.1, XP_026496315.1
OG0005786	Bany_04510-RA	XP_026497932.1
OG0005787	Bany_04511-RA	XP_026497934.1
OG0005788	Bany_16620-RA	XP_026490358.1
OG0005789	Bany_06724-RA	XP_026483682.1
OG0005790	Bany_15630-RA	XP_026496285.1
OG0005791	Bany_16281-RA	XP_026486541.1
OG0005792	Bany_04514-RA	XP_026497926.1
OG0005793	Bany_00224-RA	XP_026484838.1
OG0005794	Bany_16282-RA	XP_026486486.1
OG0005795	Bany_04516-RA	XP_026497930.1
OG0005796	Bany_11337-RA, Bany_11336-RA	XP_026491023.1
OG0005797	Bany_10796-RA	XP_026485513.1
OG0005798	Bany_04517-RA	XP_026497928.1
OG0005799	Bany_04518-RA	XP_026497919.1
OG0005800	Bany_16284-RA	XP_026486489.1
OG0005801	Bany_02080-RA, Bany_02077-RA	XP_026499409.1
OG0005802	Bany_11338-RA	XP_026491087.1
OG0005803	Bany_06727-RA	XP_026490629.1
OG0005804	Bany_17532-RA	XP_026486414.1
OG0005805	Bany_00225-RA	XP_026484504.1
OG0005806	Bany_17874-RA	XP_026490242.1
OG0005807	Bany_00226-RA	XP_026484503.1
OG0005808	Bany_11964-RA	XP_026496882.1
OG0005809	Bany_05355-RA	XP_026491312.1
OG0005810	Bany_06729-RA	XP_026490568.1
OG0005811	Bany_10799-RA	XP_026485408.1
OG0005812	Bany_06730-RA	XP_026490564.1
OG0005813	Bany_17533-RA	XP_026486246.1
OG0005814	Bany_07322-RA	XP_026500849.1, XP_026500850.1
OG0005815	Bany_01118-RA	XP_026488847.1
OG0005816	Bany_10800-RA	XP_026485289.1
OG0005817	Bany_15635-RA	XP_026496382.1
