Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0004665	Bany_07820-RA, Bany_13598-RA	Vcard_DToL11100-RA
OG0004666	Bany_01668-RA	Vcard_DToL08108-RA, Vcard_DToL08109-RA
OG0004667	Bany_03297-RA	Vcard_DToL08308-RA
OG0004668	Bany_05775-RA	Vcard_DToL03895-RA
OG0004669	Bany_01669-RA, Bany_01670-RA	Vcard_DToL08105-RA
OG0004670	Bany_15426-RA, Bany_15423-RA	Vcard_DToL10154-RA
OG0004671	Bany_08552-RA	Vcard_DToL04649-RA
OG0004672	Bany_00768-RA	Vcard_DToL02584-RA
OG0004673	Bany_02472-RA	Vcard_DToL15756-RA
OG0004675	Bany_02475-RA	Vcard_DToL15757-RA
OG0004676	Bany_08560-RA	Vcard_DToL04659-RA
OG0004677	Bany_08562-RA	Vcard_DToL04663-RA
OG0004678	Bany_01679-RA	Vcard_DToL08094-RA, Vcard_DToL08091-RA
OG0004679	Bany_04999-RA	Vcard_DToL01659-RA
OG0004680	Bany_05001-RA	Vcard_DToL01657-RA
OG0004681	Bany_01681-RA	Vcard_DToL08090-RA
OG0004682	Bany_03321-RA	Vcard_DToL08327-RA
OG0004683	Bany_12377-RA	Vcard_DToL07604-RA
OG0004684	Bany_14241-RA	Vcard_DToL11838-RA
OG0004685	Bany_06511-RA	Vcard_DToL07032-RA
OG0004687	Bany_06544-RA, Bany_06512-RA	Vcard_DToL07031-RA
OG0004688	Bany_14244-RA	Vcard_DToL11834-RA
OG0004689	Bany_08567-RA	Vcard_DToL04670-RA
OG0004690	Bany_02482-RA	Vcard_DToL15770-RA
OG0004691	Bany_05005-RA	Vcard_DToL01654-RA
OG0004692	Bany_05007-RA	Vcard_DToL01651-RA
OG0004693	Bany_04149-RA, Bany_04144-RA	Vcard_DToL05598-RA
OG0004694	Bany_05008-RA	Vcard_DToL01650-RA
OG0004695	Bany_05783-RA	Vcard_DToL03903-RA
OG0004696	Bany_05014-RA	Vcard_DToL01648-RA
OG0004697	Bany_05015-RA	Vcard_DToL01647-RA
OG0004699	Bany_12387-RA	Vcard_DToL07622-RA
OG0004700	Bany_10472-RA	Vcard_DToL05247-RA
OG0004701	Bany_08570-RA	Vcard_DToL04674-RA
OG0004702	Bany_05020-RA	Vcard_DToL01632-RA
OG0004704	Bany_05021-RA	Vcard_DToL01631-RA
OG0004705	Bany_05787-RA	Vcard_DToL03905-RA
OG0004706	Bany_04151-RA	Vcard_DToL05596-RA
OG0004707	Bany_09294-RA	Vcard_DToL09079-RA
OG0004708	Bany_09297-RA	Vcard_DToL09076-RA
OG0004709	Bany_12394-RA	Vcard_DToL07629-RA
OG0004710	Bany_12395-RA	Vcard_DToL07631-RA
OG0004711	Bany_05796-RA, Bany_05798-RA	Vcard_DToL03913-RA
OG0004713	Bany_01704-RA	Vcard_DToL08071-RA, Vcard_DToL08070-RA
OG0004714	Bany_00793-RA	Vcard_DToL02603-RA
OG0004715	Bany_07806-RA	Vcard_DToL00775-RA
OG0004716	Bany_02513-RA	Vcard_DToL15802-RA
OG0004717	Bany_02514-RA	Vcard_DToL15803-RA
OG0004718	Bany_05042-RA	Vcard_DToL01302-RA
OG0004719	Bany_03334-RA	Vcard_DToL08341-RA
OG0004720	Bany_10500-RA	Vcard_DToL05210-RA
OG0004721	Bany_07807-RA	Vcard_DToL00777-RA
OG0004722	Bany_07811-RA	Vcard_DToL00778-RA
OG0004723	Bany_05803-RA	Vcard_DToL03916-RA
OG0004724	Bany_08589-RA	Vcard_DToL04691-RA
OG0004725	Bany_05046-RA	Vcard_DToL01307-RA
OG0004727	Bany_05051-RA	Vcard_DToL01313-RA
OG0004728	Bany_04184-RA	Vcard_DToL05473-RA
OG0004729	Bany_04185-RA	Vcard_DToL05474-RA
OG0004730	Bany_04187-RA	Vcard_DToL05477-RA
OG0004731	Bany_04190-RA, Bany_04189-RA	Vcard_DToL05479-RA
OG0004732	Bany_01737-RA	Vcard_DToL08274-RA
OG0004733	Bany_00821-RA	Vcard_DToL02633-RA
OG0004734	Bany_05064-RA	Vcard_DToL01320-RA
OG0004736	Bany_04196-RA, Bany_04195-RA	Vcard_DToL05484-RA
OG0004737	Bany_01742-RA	Vcard_DToL08269-RA
OG0004739	Bany_12422-RA	Vcard_DToL07653-RA
OG0004740	Bany_01748-RA	Vcard_DToL08000-RA, Vcard_DToL08001-RA
OG0004741	Bany_03386-RA	Vcard_DToL08383-RA
OG0004742	Bany_04209-RA	Vcard_DToL05497-RA
OG0004743	Bany_00832-RA	Vcard_DToL02644-RA, Vcard_DToL02645-RA
OG0004744	Bany_00835-RA	Vcard_DToL02648-RA
OG0004745	Bany_03395-RA	Vcard_DToL08395-RA
OG0004746	Bany_04215-RA	Vcard_DToL05502-RA
OG0004747	Bany_04216-RA	Vcard_DToL05503-RA
OG0004748	Bany_03398-RA	Vcard_DToL08398-RA
OG0004749	Bany_04217-RA	Vcard_DToL05504-RA
OG0004751	Bany_10537-RA	Vcard_DToL05204-RA
OG0004752	Bany_04226-RA	Vcard_DToL05516-RA
OG0004753	Bany_00843-RA	Vcard_DToL02652-RA, Vcard_DToL02651-RA
OG0004754	Bany_08637-RA	Vcard_DToL04730-RA
OG0004755	Bany_01770-RA	Vcard_DToL08020-RA
OG0004757	Bany_01771-RA	Vcard_DToL08021-RA
OG0004758	Bany_08648-RA	Vcard_DToL04727-RA
OG0004759	Bany_01786-RA	Vcard_DToL08035-RA
OG0004760	Bany_04242-RA	Vcard_DToL05537-RA
OG0004761	Bany_01787-RA	Vcard_DToL08036-RA
OG0004762	Bany_04243-RA	Vcard_DToL05538-RA
OG0004763	Bany_05091-RA	Vcard_DToL01349-RA
OG0004764	Bany_01801-RA	Vcard_DToL08044-RA
OG0004765	Bany_04248-RA	Vcard_DToL05546-RA
OG0004766	Bany_04249-RA	Vcard_DToL05548-RA, Vcard_DToL05549-RA
OG0004767	Bany_00855-RA	Vcard_DToL02671-RA
OG0004768	Bany_05100-RA	Vcard_DToL01355-RA
OG0004769	Bany_04261-RA	Vcard_DToL05561-RA
OG0004770	Bany_04266-RA	Vcard_DToL05567-RA
OG0004771	Bany_03428-RA	Vcard_DToL08427-RA
OG0004772	Bany_02588-RA	Vcard_DToL15860-RA
OG0004773	Bany_02590-RA	Vcard_DToL15862-RA
OG0004775	Bany_07874-RA	Vcard_DToL00640-RA, Vcard_DToL00639-RA
OG0004776	Bany_02603-RA	Vcard_DToL15883-RA
OG0004777	Bany_00864-RA	Vcard_DToL02677-RA
OG0004778	Bany_07875-RA	Vcard_DToL00641-RA
OG0004779	Bany_02609-RA	Vcard_DToL15877-RA
OG0004780	Bany_04286-RA	Vcard_DToL05589-RA
OG0004781	Bany_02630-RA	Vcard_DToL15868-RA
OG0004782	Bany_07886-RA	Vcard_DToL00655-RA
OG0004783	Bany_07892-RA	Vcard_DToL00660-RA
OG0004784	Bany_07896-RA	Vcard_DToL00661-RA
OG0004785	Bany_07900-RA	Vcard_DToL00666-RA
OG0004786	Bany_05148-RA	Vcard_DToL01394-RA
OG0004787	Bany_05160-RA	Vcard_DToL01495-RA
OG0004788	Bany_07915-RA	Vcard_DToL00684-RA
OG0004789	Bany_07920-RA	Vcard_DToL00685-RA
OG0004790	Bany_07921-RA	Vcard_DToL00686-RA
OG0004791	Bany_07922-RA	Vcard_DToL00688-RA
OG0004849	Bany_17686-RA	Vcard_DToL16085-RA
OG0004850	Bany_18171-RA	Vcard_DToL12335-RA
OG0004851	Bany_07168-RA	Vcard_DToL00008-RA
OG0004852	Bany_16439-RA	Vcard_DToL14069-RA
OG0004853	Bany_17687-RA	Vcard_DToL16084-RA
OG0004854	Bany_16927-RA	Vcard_DToL15282-RA
OG0004855	Bany_02635-RA	Vcard_DToL09063-RA
OG0004856	Bany_16440-RA	Vcard_DToL14071-RA
OG0004857	Bany_09325-RA	Vcard_DToL14949-RA
OG0004859	Bany_15435-RA	Vcard_DToL03306-RA
OG0004860	Bany_16931-RA	Vcard_DToL15283-RA
OG0004861	Bany_17402-RA	Vcard_DToL16840-RA
OG0004862	Bany_16932-RA	Vcard_DToL15286-RA
OG0004863	Bany_07169-RA	Vcard_DToL00432-RA
OG0004864	Bany_11826-RA	Vcard_DToL07043-RA
OG0004865	Bany_17693-RA	Vcard_DToL16120-RA
OG0004866	Bany_14879-RA	Vcard_DToL09979-RA
OG0004867	Bany_14253-RA	Vcard_DToL17849-RA
OG0004868	Bany_03451-RA	Vcard_DToL06341-RA
OG0004869	Bany_16934-RA	Vcard_DToL15288-RA
OG0004870	Bany_14995-RA	Vcard_DToL16119-RA
OG0004871	Bany_00004-RA	Vcard_DToL01908-RA
OG0004872	Bany_14880-RA	Vcard_DToL09978-RA
OG0004873	Bany_17403-RA	Vcard_DToL16837-RA
OG0004874	Bany_09898-RA	Vcard_DToL04874-RA
OG0004875	Bany_15441-RA	Vcard_DToL03298-RA
OG0004877	Bany_01813-RA	Vcard_DToL16768-RA
OG0004878	Bany_07171-RA	Vcard_DToL00430-RA
OG0004879	Bany_14884-RA	Vcard_DToL09974-RA
OG0004880	Bany_12446-RA	Vcard_DToL17901-RA
OG0004881	Bany_05868-RA	Vcard_DToL06838-RA
OG0004882	Bany_14257-RA	Vcard_DToL13137-RA, Vcard_DToL13136-RA
OG0004883	Bany_10543-RA	Vcard_DToL10602-RA
OG0004884	Bany_14885-RA	Vcard_DToL09973-RA
OG0004885	Bany_15445-RA	Vcard_DToL03297-RA
OG0004886	Bany_03460-RA	Vcard_DToL06333-RA
OG0004887	Bany_09903-RA	Vcard_DToL04871-RA
OG0004888	Bany_14261-RA	Vcard_DToL13130-RA
OG0004889	Bany_14889-RA	Vcard_DToL09970-RA
OG0004890	Bany_11834-RA	Vcard_DToL07158-RA
OG0004891	Bany_08658-RA	Vcard_DToL09683-RA
OG0004892	Bany_05870-RA	Vcard_DToL06835-RA
OG0004894	Bany_11139-RA, Bany_11138-RA	Vcard_DToL13608-RA
OG0004895	Bany_14267-RA	Vcard_DToL13127-RA
OG0004896	Bany_07174-RA	Vcard_DToL00128-RA
OG0004897	Bany_13616-RA	Vcard_DToL12483-RA
OG0004898	Bany_02649-RA	Vcard_DToL09059-RA
OG0004899	Bany_09910-RA	Vcard_DToL04866-RA
OG0004900	Bany_10551-RA	Vcard_DToL10616-RA
OG0004901	Bany_07928-RA	Vcard_DToL03999-RA
OG0004902	Bany_15453-RA	Vcard_DToL03288-RA
OG0004903	Bany_15992-RA	Vcard_DToL17859-RA
OG0004904	Bany_08663-RA	Vcard_DToL09689-RA
OG0004906	Bany_00935-RA	Vcard_DToL18488-RA
OG0004907	Bany_06557-RA	Vcard_DToL17346-RA
OG0004908	Bany_07181-RA	Vcard_DToL00114-RA
OG0004909	Bany_05874-RA	Vcard_DToL06826-RA
OG0004910	Bany_16944-RA	Vcard_DToL15297-RA
OG0004911	Bany_16945-RA	Vcard_DToL15298-RA
OG0004912	Bany_10553-RA	Vcard_DToL10618-RA
OG0004913	Bany_06558-RA	Vcard_DToL17348-RA
OG0004914	Bany_06559-RA	Vcard_DToL17349-RA
OG0004915	Bany_10554-RA	Vcard_DToL10619-RA
OG0004916	Bany_09917-RA	Vcard_DToL04859-RA
OG0004917	Bany_00939-RA	Vcard_DToL18353-RA
OG0004918	Bany_07936-RA	Vcard_DToL04005-RA
OG0004919	Bany_00940-RA	Vcard_DToL18351-RA
OG0004920	Bany_07937-RA	Vcard_DToL04007-RA
OG0004921	Bany_09918-RA	Vcard_DToL04858-RA
OG0004922	Bany_09919-RA	Vcard_DToL04857-RA
OG0004923	Bany_14271-RA	Vcard_DToL13120-RA
OG0004925	Bany_16952-RA	Vcard_DToL15307-RA
OG0004926	Bany_11140-RA	Vcard_DToL13606-RA
OG0004927	Bany_04315-RA, Bany_04320-RA	Vcard_DToL00815-RA
OG0004928	Bany_14894-RA	Vcard_DToL09964-RA
OG0004929	Bany_16953-RA	Vcard_DToL15308-RA
OG0004930	Bany_11142-RA	Vcard_DToL13605-RA
OG0004931	Bany_11143-RA	Vcard_DToL13604-RA
OG0004932	Bany_16044-RA	Vcard_DToL18623-RA
OG0004933	Bany_00944-RA	Vcard_DToL18345-RA
OG0004934	Bany_17702-RA	Vcard_DToL15974-RA
OG0004935	Bany_15463-RA	Vcard_DToL03280-RA
OG0004936	Bany_11144-RA	Vcard_DToL13597-RA
OG0004937	Bany_13032-RA	Vcard_DToL11316-RA
OG0004939	Bany_11837-RA	Vcard_DToL07160-RA
OG0004940	Bany_01847-RA	Vcard_DToL16748-RA
OG0004941	Bany_17408-RA	Vcard_DToL16832-RA
OG0004942	Bany_13623-RA	Vcard_DToL12478-RA
OG0004943	Bany_17704-RA	Vcard_DToL15970-RA
OG0004944	Bany_07940-RA	Vcard_DToL04009-RA
OG0004945	Bany_14905-RA	Vcard_DToL15276-RA
OG0004946	Bany_05193-RA	Vcard_DToL03311-RA
OG0004947	Bany_08676-RA	Vcard_DToL09705-RA
OG0004948	Bany_05885-RA	Vcard_DToL06352-RA
OG0004949	Bany_09921-RA	Vcard_DToL04848-RA
OG0004950	Bany_17706-RA	Vcard_DToL15969-RA
OG0004951	Bany_12470-RA	Vcard_DToL17810-RA
OG0004952	Bany_07944-RA	Vcard_DToL04013-RA
OG0004953	Bany_11841-RA	Vcard_DToL07168-RA
OG0004954	Bany_09922-RA	Vcard_DToL04850-RA
OG0004955	Bany_02652-RA	Vcard_DToL09058-RA
OG0004956	Bany_08677-RA	Vcard_DToL09708-RA
OG0004957	Bany_11842-RA	Vcard_DToL07173-RA
OG0004958	Bany_09924-RA	Vcard_DToL04852-RA
OG0004959	Bany_02654-RA	Vcard_DToL09054-RA
OG0004960	Bany_02656-RA	Vcard_DToL09053-RA
OG0004961	Bany_07187-RA	Vcard_DToL00124-RA, Vcard_DToL00123-RA
OG0004962	Bany_09925-RA	Vcard_DToL04853-RA
OG0004963	Bany_04326-RA	Vcard_DToL00817-RA
OG0004964	Bany_13629-RA	Vcard_DToL12472-RA
OG0004965	Bany_07190-RA, Bany_03308-RA	Vcard_DToL08317-RA
OG0004966	Bany_17710-RA	Vcard_DToL15890-RA
OG0004967	Bany_16874-RA, Bany_17902-RA, Bany_16058-RA, Bany_02117-RA, Bany_16560-RA, Bany_17482-RA, Bany_16322-RA, Bany_15947-RA	Vcard_DToL18044-RA
OG0004968	Bany_15480-RA	Vcard_DToL03075-RA
OG0004969	Bany_07191-RA	Vcard_DToL00161-RA
OG0004970	Bany_10564-RA	Vcard_DToL10625-RA
OG0004971	Bany_00956-RA	Vcard_DToL18332-RA
OG0004972	Bany_05889-RA	Vcard_DToL06356-RA
OG0004973	Bany_16956-RA	Vcard_DToL15312-RA
OG0004974	Bany_00957-RA	Vcard_DToL18331-RA
OG0004975	Bany_15485-RA	Vcard_DToL03078-RA
OG0004976	Bany_01861-RA, Bany_01863-RA	Vcard_DToL16732-RA
OG0004977	Bany_15486-RA	Vcard_DToL03079-RA
OG0004978	Bany_07197-RA	Vcard_DToL00166-RA, Vcard_DToL00165-RA
OG0004979	Bany_15487-RA	Vcard_DToL03081-RA
OG0004980	Bany_05892-RA	Vcard_DToL06360-RA
OG0004981	Bany_10569-RA	Vcard_DToL10632-RA
OG0004982	Bany_14285-RA	Vcard_DToL13115-RA
OG0004983	Bany_17415-RA	Vcard_DToL16827-RA
OG0004984	Bany_00022-RA	Vcard_DToL01863-RA
OG0004985	Bany_14286-RA	Vcard_DToL13114-RA
OG0004986	Bany_11848-RA	Vcard_DToL07176-RA
OG0004987	Bany_14287-RA	Vcard_DToL13113-RA
OG0004988	Bany_10572-RA	Vcard_DToL10635-RA
OG0004989	Bany_14288-RA	Vcard_DToL13111-RA
OG0004990	Bany_05895-RA	Vcard_DToL06363-RA
OG0004991	Bany_17156-RA	Vcard_DToL15261-RA
OG0004992	Bany_14290-RA	Vcard_DToL13109-RA
OG0004993	Bany_13637-RA	Vcard_DToL12468-RA
OG0004994	Bany_08687-RA	Vcard_DToL09721-RA
OG0004995	Bany_13638-RA	Vcard_DToL12467-RA
OG0004996	Bany_03480-RA	Vcard_DToL06318-RA
OG0004997	Bany_03482-RA	Vcard_DToL06314-RA
OG0004998	Bany_15489-RA	Vcard_DToL03083-RA
OG0004999	Bany_12484-RA	Vcard_DToL17800-RA
OG0005002	Bany_13643-RA	Vcard_DToL12462-RA
OG0005003	Bany_13644-RA	Vcard_DToL12461-RA
OG0005004	Bany_01867-RA	Vcard_DToL16730-RA
OG0005005	Bany_13645-RA	Vcard_DToL12460-RA
OG0005006	Bany_13646-RA	Vcard_DToL12453-RA
OG0005007	Bany_03483-RA	Vcard_DToL06313-RA
OG0005008	Bany_05898-RA	Vcard_DToL06365-RA
OG0005010	Bany_13647-RA	Vcard_DToL12456-RA
OG0005011	Bany_13651-RA	Vcard_DToL12459-RA
OG0005012	Bany_05204-RA	Vcard_DToL03332-RA
OG0005013	Bany_12488-RA	Vcard_DToL17789-RA
OG0005014	Bany_06565-RA	Vcard_DToL17362-RA
OG0005015	Bany_05207-RA	Vcard_DToL03336-RA
OG0005016	Bany_01872-RA	Vcard_DToL16725-RA
OG0005017	Bany_06567-RA	Vcard_DToL17364-RA
OG0005018	Bany_17718-RA	Vcard_DToL15895-RA
OG0005019	Bany_07958-RA	Vcard_DToL04033-RA
OG0005020	Bany_14293-RA	Vcard_DToL13106-RA
OG0005021	Bany_14294-RA	Vcard_DToL13105-RA
OG0005022	Bany_07959-RA	Vcard_DToL04034-RA
OG0005023	Bany_14295-RA	Vcard_DToL13103-RA
OG0005024	Bany_07960-RA	Vcard_DToL04035-RA
OG0005026	Bany_07961-RA	Vcard_DToL04036-RA
OG0005027	Bany_05903-RA	Vcard_DToL06370-RA
OG0005028	Bany_05213-RA	Vcard_DToL03343-RA
OG0005029	Bany_05214-RA	Vcard_DToL03345-RA
OG0005031	Bany_17721-RA	Vcard_DToL15902-RA
OG0005032	Bany_14300-RA	Vcard_DToL13098-RA
OG0005033	Bany_14301-RA	Vcard_DToL13097-RA
OG0005034	Bany_00026-RA	Vcard_DToL01866-RA
OG0005035	Bany_14302-RA	Vcard_DToL13094-RA
OG0005036	Bany_04342-RA	Vcard_DToL00831-RA
OG0005037	Bany_16970-RA	Vcard_DToL15328-RA
OG0005038	Bany_16971-RA	Vcard_DToL15329-RA
OG0005039	Bany_17424-RA	Vcard_DToL16804-RA
OG0005040	Bany_05215-RA	Vcard_DToL03346-RA
OG0005041	Bany_12500-RA	Vcard_DToL17791-RA
OG0005042	Bany_03486-RA	Vcard_DToL06306-RA
OG0005043	Bany_16483-RA	Vcard_DToL14090-RA
OG0005044	Bany_01879-RA	Vcard_DToL16720-RA
OG0005045	Bany_12501-RA	Vcard_DToL17792-RA
OG0005046	Bany_05218-RA	Vcard_DToL03347-RA
OG0005047	Bany_01880-RA	Vcard_DToL16721-RA
OG0005048	Bany_05219-RA	Vcard_DToL03348-RA
OG0005049	Bany_01881-RA	Vcard_DToL16717-RA
OG0005051	Bany_15494-RA	Vcard_DToL03085-RA
OG0005052	Bany_01882-RA	Vcard_DToL16715-RA
OG0005053	Bany_16975-RA	Vcard_DToL15153-RA
OG0005054	Bany_16976-RA	Vcard_DToL15152-RA
OG0005055	Bany_11850-RA	Vcard_DToL07177-RA
OG0005056	Bany_02666-RA	Vcard_DToL09048-RA
OG0005057	Bany_14304-RA	Vcard_DToL13093-RA
OG0005058	Bany_01884-RA	Vcard_DToL08412-RA
OG0005059	Bany_00031-RA	Vcard_DToL01872-RA
OG0005060	Bany_16488-RA, Bany_16489-RA	Vcard_DToL14086-RA
OG0005061	Bany_08693-RA	Vcard_DToL09729-RA
OG0005062	Bany_09940-RA	Vcard_DToL04842-RA
OG0005063	Bany_05222-RA	Vcard_DToL03352-RA
OG0005064	Bany_11157-RA	Vcard_DToL13613-RA
OG0005065	Bany_17735-RA	Vcard_DToL15910-RA
OG0005066	Bany_16977-RA	Vcard_DToL15151-RA
OG0005067	Bany_06573-RA	Vcard_DToL17370-RA
OG0005068	Bany_06575-RA	Vcard_DToL17372-RA
OG0005069	Bany_16980-RA	Vcard_DToL15150-RA
OG0005070	Bany_11160-RA	Vcard_DToL13618-RA
OG0005071	Bany_13658-RA	Vcard_DToL12447-RA
OG0005072	Bany_02667-RA	Vcard_DToL09047-RA
OG0005073	Bany_13660-RA	Vcard_DToL12446-RA
OG0005074	Bany_13049-RA	Vcard_DToL11339-RA
OG0005075	Bany_11163-RA	Vcard_DToL13620-RA
OG0005076	Bany_15500-RA	Vcard_DToL03090-RA
OG0005077	Bany_07978-RA	Vcard_DToL04059-RA
OG0005078	Bany_06578-RA	Vcard_DToL17376-RA
OG0005079	Bany_08699-RA	Vcard_DToL09741-RA
OG0005080	Bany_05228-RA	Vcard_DToL03355-RA
OG0005081	Bany_03495-RA	Vcard_DToL06299-RA
OG0005083	Bany_16503-RA	Vcard_DToL13898-RA
OG0005084	Bany_03496-RA	Vcard_DToL06298-RA
OG0005086	Bany_11166-RA	Vcard_DToL13623-RA
OG0005087	Bany_11167-RA	Vcard_DToL13624-RA
OG0005088	Bany_14310-RA	Vcard_DToL13091-RA
OG0005089	Bany_17436-RA	Vcard_DToL16793-RA
OG0005090	Bany_07979-RA	Vcard_DToL04060-RA
OG0005091	Bany_14311-RA	Vcard_DToL13090-RA
OG0005092	Bany_14312-RA	Vcard_DToL13089-RA
OG0005093	Bany_07980-RA	Vcard_DToL04061-RA
OG0005094	Bany_16989-RA	Vcard_DToL15140-RA
OG0005095	Bany_17437-RA	Vcard_DToL16792-RA
OG0005096	Bany_09356-RA	Vcard_DToL14923-RA
OG0005097	Bany_13664-RA	Vcard_DToL12442-RA
OG0005098	Bany_13665-RA	Vcard_DToL12441-RA
OG0005099	Bany_02668-RA	Vcard_DToL09046-RA
OG0005100	Bany_14313-RA	Vcard_DToL13088-RA
OG0005101	Bany_14314-RA	Vcard_DToL13087-RA
OG0005102	Bany_11170-RA	Vcard_DToL13629-RA
OG0005103	Bany_14929-RA	Vcard_DToL10001-RA
OG0005104	Bany_13666-RA	Vcard_DToL12440-RA
OG0005106	Bany_14316-RA	Vcard_DToL13085-RA
OG0005107	Bany_16991-RA	Vcard_DToL15063-RA
OG0005108	Bany_00982-RA	Vcard_DToL18543-RA
OG0005109	Bany_13668-RA	Vcard_DToL12438-RA
OG0005110	Bany_07984-RA	Vcard_DToL00716-RA
OG0005111	Bany_00983-RA	Vcard_DToL18542-RA
OG0005112	Bany_14317-RA	Vcard_DToL13082-RA
OG0005114	Bany_00985-RA	Vcard_DToL18540-RA
OG0005115	Bany_16994-RA	Vcard_DToL15067-RA
OG0005116	Bany_14318-RA	Vcard_DToL13080-RA
OG0005117	Bany_15508-RA	Vcard_DToL03099-RA
OG0005118	Bany_15509-RA	Vcard_DToL03101-RA
OG0005119	Bany_03499-RA	Vcard_DToL06281-RA
OG0005120	Bany_15510-RA	Vcard_DToL03102-RA
OG0005121	Bany_03500-RA	Vcard_DToL06280-RA
OG0005122	Bany_15511-RA	Vcard_DToL03103-RA
OG0005123	Bany_05907-RA	Vcard_DToL06372-RA
OG0005124	Bany_06586-RA	Vcard_DToL17384-RA
OG0005125	Bany_16996-RA	Vcard_DToL15069-RA
OG0005126	Bany_01899-RA	Vcard_DToL16701-RA
OG0005127	Bany_01900-RA	Vcard_DToL16700-RA
OG0005128	Bany_16100-RA	Vcard_DToL18709-RA
OG0005129	Bany_03503-RA	Vcard_DToL06278-RA
OG0005130	Bany_04367-RA	Vcard_DToL00840-RA
OG0005131	Bany_15515-RA	Vcard_DToL03104-RA
OG0005132	Bany_09949-RA	Vcard_DToL04833-RA
OG0005133	Bany_07988-RA	Vcard_DToL04069-RA
OG0005134	Bany_12532-RA	Vcard_DToL17820-RA
OG0005135	Bany_15516-RA	Vcard_DToL03105-RA
OG0005136	Bany_09950-RA	Vcard_DToL04832-RA
OG0005137	Bany_08714-RA	Vcard_DToL09676-RA
OG0005138	Bany_08715-RA	Vcard_DToL09674-RA
OG0005139	Bany_15519-RA	Vcard_DToL03107-RA
OG0005140	Bany_12533-RA	Vcard_DToL17822-RA
OG0005141	Bany_05908-RA	Vcard_DToL06373-RA
OG0005142	Bany_03506-RA	Vcard_DToL06275-RA
OG0005143	Bany_15520-RA	Vcard_DToL03109-RA
OG0005144	Bany_05909-RA	Vcard_DToL06375-RA
OG0005145	Bany_03508-RA	Vcard_DToL06274-RA
OG0005146	Bany_11173-RA	Vcard_DToL13631-RA
OG0005147	Bany_02672-RA	Vcard_DToL09041-RA
OG0005148	Bany_00037-RA	Vcard_DToL01852-RA
OG0005149	Bany_08717-RA	Vcard_DToL09671-RA
OG0005150	Bany_02674-RA	Vcard_DToL09039-RA
OG0005151	Bany_03511-RA	Vcard_DToL06270-RA
OG0005152	Bany_08718-RA	Vcard_DToL09670-RA
OG0005153	Bany_05912-RA	Vcard_DToL06378-RA
OG0005154	Bany_13062-RA	Vcard_DToL11350-RA
OG0005155	Bany_09366-RA	Vcard_DToL14914-RA
OG0005156	Bany_07214-RA	Vcard_DToL00050-RA
OG0005157	Bany_04375-RA	Vcard_DToL00845-RA
OG0005158	Bany_09368-RA	Vcard_DToL14910-RA
OG0005159	Bany_02678-RA	Vcard_DToL09035-RA
OG0005160	Bany_04377-RA	Vcard_DToL00846-RA
OG0005161	Bany_13065-RA	Vcard_DToL11353-RA
OG0005162	Bany_05915-RA	Vcard_DToL06381-RA
OG0005163	Bany_07217-RA	Vcard_DToL00048-RA
OG0005164	Bany_05232-RA	Vcard_DToL03362-RA
OG0005165	Bany_05917-RA	Vcard_DToL06382-RA
OG0005166	Bany_03514-RA	Vcard_DToL06266-RA
OG0005167	Bany_02679-RA	Vcard_DToL09031-RA
OG0005168	Bany_05237-RA	Vcard_DToL03364-RA
OG0005169	Bany_00042-RA	Vcard_DToL01846-RA
OG0005170	Bany_05238-RA	Vcard_DToL03365-RA
OG0005172	Bany_00044-RA	Vcard_DToL01843-RA
OG0005173	Bany_15524-RA	Vcard_DToL03114-RA
OG0005174	Bany_09373-RA	Vcard_DToL14900-RA
OG0005175	Bany_12541-RA	Vcard_DToL17836-RA
OG0005176	Bany_04379-RA	Vcard_DToL00847-RA
OG0005177	Bany_06594-RA	Vcard_DToL17387-RA
OG0005178	Bany_16507-RA	Vcard_DToL13880-RA
OG0005179	Bany_09375-RA	Vcard_DToL14897-RA
OG0005181	Bany_11860-RA	Vcard_DToL07187-RA
OG0005182	Bany_05922-RA	Vcard_DToL06389-RA
OG0005183	Bany_04384-RA	Vcard_DToL00854-RA
OG0005184	Bany_05923-RA	Vcard_DToL06391-RA
OG0005186	Bany_17453-RA	Vcard_DToL16777-RA
OG0005187	Bany_06597-RA	Vcard_DToL17389-RA
OG0005188	Bany_10649-RA	Vcard_DToL10849-RA
OG0005189	Bany_05926-RA	Vcard_DToL06395-RA
OG0005190	Bany_17749-RA	Vcard_DToL15923-RA
OG0005191	Bany_01003-RA	Vcard_DToL18512-RA
OG0005192	Bany_05929-RA	Vcard_DToL06396-RA
OG0005193	Bany_13090-RA	Vcard_DToL11366-RA
OG0005194	Bany_13689-RA	Vcard_DToL12422-RA
OG0005195	Bany_14331-RA	Vcard_DToL13064-RA
OG0005196	Bany_13093-RA	Vcard_DToL11367-RA
OG0005197	Bany_04391-RA	Vcard_DToL00858-RA
OG0005198	Bany_01005-RA	Vcard_DToL18511-RA
OG0005199	Bany_13693-RA	Vcard_DToL12416-RA
OG0005200	Bany_11182-RA	Vcard_DToL13639-RA
OG0005201	Bany_13694-RA	Vcard_DToL12415-RA
OG0005202	Bany_14334-RA	Vcard_DToL13061-RA
OG0005203	Bany_00059-RA	Vcard_DToL01825-RA
OG0005204	Bany_00060-RA	Vcard_DToL01824-RA
