Orthogroup	Bicyclus_anynana	Pararge_aegeria
OG0005416	Bany_08764-RA	XP_039753192.1
OG0005417	Bany_08765-RA	XP_039752892.1
OG0005418	Bany_11266-RA	XP_039759567.1
OG0005419	Bany_17498-RA	XP_039761314.1
OG0005420	Bany_16179-RA	XP_039762689.1
OG0005421	Bany_01965-RA	XP_039750234.1
OG0005422	Bany_02734-RA	XP_039747217.1
OG0005423	Bany_16180-RA	XP_039762822.1
OG0005424	Bany_09422-RA	XP_039757990.1
OG0005425	Bany_01966-RA	XP_039765059.1
OG0005426	Bany_10702-RA	XP_039750606.1
OG0005427	Bany_09993-RA	XP_039748999.1
OG0005428	Bany_14973-RA	XP_039758309.1
OG0005429	Bany_11273-RA	XP_039759199.1
OG0005430	Bany_02739-RA	XP_039747056.1
OG0005431	Bany_02740-RA	XP_039746959.1
OG0005432	Bany_14387-RA	XP_039756596.1
OG0005433	Bany_13165-RA	XP_039756946.1
OG0005434	Bany_14388-RA	XP_039756282.1
OG0005435	Bany_11274-RA	XP_039759270.1
OG0005436	Bany_07266-RA	XP_039763943.1
OG0005437	Bany_01970-RA	XP_039745196.1
OG0005438	Bany_04447-RA	XP_039757412.1
OG0005439	Bany_11276-RA	XP_039759512.1
OG0005440	Bany_17787-RA	XP_039760690.1
OG0005441	Bany_02743-RA	XP_039746974.1
OG0005442	Bany_04448-RA	XP_039757396.1
OG0005443	Bany_00132-RA	XP_039765950.1
OG0005444	Bany_02744-RA	XP_039747072.1
OG0005445	Bany_17039-RA, Bany_17038-RA	XP_039760131.1
OG0005446	Bany_00134-RA	XP_039765667.1
OG0005447	Bany_00135-RA	XP_039765668.1
OG0005448	Bany_02746-RA	XP_039746716.1
OG0005449	Bany_00137-RA	XP_039745216.1
OG0005450	Bany_17040-RA	XP_039760279.1
OG0005451	Bany_06647-RA	XP_039748264.1
OG0005452	Bany_02747-RA	XP_039746714.1
OG0005453	Bany_09427-RA	XP_039757773.1
OG0005454	Bany_10705-RA	XP_039750855.1
OG0005455	Bany_14980-RA	XP_039758540.1
OG0005456	Bany_17796-RA	XP_039760709.1
OG0005457	Bany_03545-RA	XP_039765146.1
OG0005458	Bany_02752-RA	XP_039746579.1
OG0005459	Bany_09430-RA	XP_039757823.1
OG0005460	Bany_01977-RA	XP_039748789.1
OG0005461	Bany_04450-RA	XP_039758636.1
OG0005462	Bany_01978-RA	XP_039750362.1
OG0005463	Bany_14392-RA	XP_039756724.1
OG0005464	Bany_09433-RA	XP_039757455.1
OG0005465	Bany_01979-RA	XP_039750349.1
OG0005466	Bany_09434-RA	XP_039758161.1
OG0005467	Bany_01981-RA	XP_039764974.1
OG0005468	Bany_08052-RA	XP_039753799.1
OG0005469	Bany_11287-RA	XP_039759217.1
OG0005470	Bany_10709-RA	XP_039750324.1
OG0005471	Bany_11288-RA	XP_039759216.1
OG0005472	Bany_01982-RA	XP_039764986.1
OG0005473	Bany_05948-RA	XP_039751420.1
OG0005474	Bany_05949-RA	XP_039751269.1
OG0005475	Bany_14982-RA	XP_039758614.1
OG0005476	Bany_11290-RA	XP_039759146.1
OG0005477	Bany_01984-RA	XP_039745862.1
OG0005478	Bany_09438-RA	XP_039757740.1
OG0005479	Bany_15585-RA	XP_039754655.1
OG0005480	Bany_16561-RA	XP_039748232.1
OG0005481	Bany_14394-RA	XP_039756267.1
OG0005482	Bany_01987-RA	XP_039748221.1
OG0005483	Bany_09442-RA	XP_039757609.1
OG0005484	Bany_12646-RA	XP_039762078.1
OG0005485	Bany_15587-RA	XP_039754654.1
OG0005486	Bany_09444-RA	XP_039757868.1
OG0005487	Bany_00157-RA	XP_039745123.1
OG0005488	Bany_14397-RA	XP_039756505.1
OG0005489	Bany_03548-RA	XP_039764455.1
OG0005490	Bany_11293-RA	XP_039759077.1
OG0005491	Bany_16565-RA	XP_039747545.1
OG0005492	Bany_00160-RA	XP_039765864.1
OG0005493	Bany_00161-RA	XP_039765731.1
OG0005494	Bany_00162-RA	XP_039765925.1
OG0005495	Bany_06655-RA	XP_039747942.1
OG0005496	Bany_16569-RA	XP_039748056.1
OG0005497	Bany_01990-RA	XP_039763427.1
OG0005498	Bany_10716-RA	XP_039750719.1
OG0005499	Bany_05959-RA	XP_039751271.1
OG0005500	Bany_09449-RA	XP_039757457.1
OG0005501	Bany_14400-RA	XP_039756510.1
OG0005502	Bany_09450-RA	XP_039757458.1
OG0005503	Bany_10717-RA	XP_039750563.1
OG0005504	Bany_05963-RA	XP_039751238.1
OG0005505	Bany_08777-RA	XP_039753583.1
OG0005506	Bany_14405-RA	XP_039756616.1
OG0005507	Bany_08778-RA	XP_039753581.1
OG0005508	Bany_01056-RA	XP_039752521.1
OG0005509	Bany_14406-RA	XP_039756356.1
OG0005510	Bany_17053-RA	XP_039759849.1
OG0005511	Bany_01057-RA	XP_039752446.1
OG0005512	Bany_10720-RA	XP_039750589.1
OG0005513	Bany_17054-RA	XP_039759850.1
OG0005514	Bany_11920-RA	XP_039749907.1
OG0005515	Bany_17058-RA	XP_039760244.1
OG0005516	Bany_08058-RA	XP_039754311.1
OG0005517	Bany_14411-RA	XP_039756310.1
OG0005518	Bany_05977-RA	XP_039751155.1
OG0005519	Bany_11922-RA	XP_039749908.1
OG0005520	Bany_07276-RA	XP_039763819.1
OG0005521	Bany_04463-RA	XP_039754991.1
OG0005522	Bany_17059-RA	XP_039760361.1
OG0005523	Bany_02759-RA	XP_039746998.1
OG0005524	Bany_10727-RA	XP_039750668.1
OG0005525	Bany_04465-RA	XP_039756703.1
OG0005526	Bany_01061-RA	XP_039752612.1
OG0005527	Bany_07278-RA	XP_039764032.1
OG0005528	Bany_14414-RA	XP_039756055.1
OG0005529	Bany_16208-RA	XP_039762769.1
OG0005530	Bany_09459-RA	XP_039757954.1
OG0005531	Bany_09460-RA	XP_039757738.1
OG0005532	Bany_10729-RA	XP_039750669.1
OG0005533	Bany_09462-RA	XP_039757809.1
OG0005534	Bany_09463-RA	XP_039757508.1
OG0005535	Bany_10731-RA	XP_039750583.1
OG0005536	Bany_14416-RA	XP_039756516.1
OG0005537	Bany_16590-RA	XP_039759735.1
OG0005538	Bany_10733-RA	XP_039750584.1
OG0005539	Bany_02007-RA	XP_039747816.1
OG0005540	Bany_10734-RA	XP_039750690.1
OG0005541	Bany_13182-RA	XP_039757088.1
OG0005542	Bany_10737-RA	XP_039750615.1
OG0005543	Bany_01064-RA	XP_039752556.1
OG0005544	Bany_02764-RA	XP_039746887.1
OG0005545	Bany_09466-RA	XP_039757464.1
OG0005546	Bany_09467-RA	XP_039757463.1
OG0005547	Bany_14421-RA	XP_039756652.1
OG0005548	Bany_16594-RA	XP_039747613.1
OG0005549	Bany_10740-RA	XP_039750626.1
OG0005550	Bany_10741-RA	XP_039750665.1
OG0005551	Bany_11299-RA	XP_039759518.1
OG0005552	Bany_17066-RA	XP_039760363.1
OG0005553	Bany_04471-RA	XP_039760136.1
OG0005554	Bany_09471-RA	XP_039757654.1
OG0005555	Bany_04474-RA	XP_039756029.1
OG0005556	Bany_02009-RA	XP_039746115.1
OG0005557	Bany_06000-RA	XP_039751690.1
OG0005558	Bany_06001-RA	XP_039751308.1
OG0005559	Bany_06002-RA	XP_039751309.1
OG0005560	Bany_09473-RA	XP_039757471.1
OG0005561	Bany_11928-RA	XP_039750056.1
OG0005562	Bany_17071-RA	XP_039760219.1
OG0005563	Bany_10747-RA	XP_039750882.1
OG0005564	Bany_17073-RA	XP_039759742.1
OG0005565	Bany_04481-RA	XP_039757919.1
OG0005566	Bany_09476-RA	XP_039757560.1
OG0005567	Bany_09477-RA	XP_039757562.1
OG0005568	Bany_00189-RA	XP_039765840.1
OG0005569	Bany_09478-RA	XP_039757849.1
OG0005570	Bany_10752-RA	XP_039750859.1
OG0005571	Bany_08070-RA	XP_039754142.1
OG0005572	Bany_16213-RA	XP_039762968.1
OG0005573	Bany_09481-RA	XP_039757774.1
OG0005574	Bany_09482-RA	XP_039757640.1
OG0005575	Bany_01076-RA	XP_039751867.1
OG0005576	Bany_10754-RA	XP_039750721.1
OG0005577	Bany_10755-RA	XP_039750612.1
OG0005578	Bany_17831-RA	XP_039760781.1
OG0005579	Bany_06010-RA	XP_039751170.1
OG0005580	Bany_13188-RA	XP_039756840.1
OG0005581	Bany_06684-RA	XP_039748231.1
OG0005582	Bany_09485-RA	XP_039758055.1
OG0005583	Bany_01078-RA	XP_039752476.1
OG0005584	Bany_17076-RA	XP_039759739.1
OG0005585	Bany_07704-RA, Bany_01079-RA, Bany_14467-RA	XP_039756719.1
OG0005586	Bany_12679-RA	XP_039762448.1
OG0005587	Bany_09486-RA	XP_039758031.1
OG0005588	Bany_17077-RA	XP_039759740.1
OG0005589	Bany_10758-RA	XP_039750601.1
OG0005590	Bany_11931-RA	XP_039749865.1
OG0005591	Bany_09487-RA	XP_039757541.1
OG0005592	Bany_03568-RA	XP_039764752.1
OG0005593	Bany_03569-RA	XP_039764882.1
OG0005594	Bany_17079-RA	XP_039759938.1
OG0005595	Bany_06013-RA	XP_039751169.1
OG0005596	Bany_11301-RA	XP_039759354.1
OG0005597	Bany_17081-RA	XP_039760167.1
OG0005598	Bany_13189-RA	XP_039757082.1
OG0005599	Bany_06688-RA	XP_039748259.1
OG0005600	Bany_13755-RA	XP_039755809.1
OG0005601	Bany_02771-RA	XP_039747091.1
OG0005602	Bany_10765-RA	XP_039750334.1
OG0005603	Bany_10766-RA	XP_039750335.1
OG0005604	Bany_16222-RA	XP_039762866.1, XP_039762867.1
OG0005605	Bany_17835-RA	XP_039760804.1
OG0005606	Bany_10767-RA	XP_039750639.1
OG0005607	Bany_17088-RA	XP_039760365.1
OG0005608	Bany_17140-RA, Bany_10768-RA	XP_039759708.1
OG0005609	Bany_02773-RA	XP_039747029.1
OG0005610	Bany_11305-RA	XP_039759575.1
OG0005611	Bany_02774-RA	XP_039747027.1
OG0005612	Bany_17836-RA	XP_039760711.1
OG0005613	Bany_02026-RA	XP_039745341.1
OG0005614	Bany_02775-RA	XP_039747411.1
OG0005615	Bany_16602-RA	XP_039747599.1
OG0005616	Bany_13761-RA	XP_039755731.1
OG0005617	Bany_08085-RA	XP_039754552.1, XP_039754551.1
OG0005618	Bany_10021-RA	XP_039749134.1
OG0005619	Bany_14993-RA	XP_039758510.1
OG0005621	Bany_16229-RA	XP_039762588.1
OG0005622	Bany_14429-RA	XP_039756242.1
OG0005623	Bany_02778-RA	XP_039747236.1
OG0005624	Bany_14430-RA	XP_039756274.1
OG0005625	Bany_06022-RA	XP_039751312.1
OG0005626	Bany_13193-RA	XP_039757302.1
OG0005627	Bany_06696-RA	XP_039748213.1
OG0005628	Bany_06024-RA	XP_039751552.1
OG0005629	Bany_05314-RA	XP_039745612.1
OG0005630	Bany_14436-RA	XP_039756590.1
OG0005631	Bany_13770-RA	XP_039755675.1
OG0005632	Bany_01089-RA	XP_039752686.1
OG0005633	Bany_08790-RA	XP_039753635.1
OG0005634	Bany_16604-RA	XP_039748226.1
OG0005635	Bany_09492-RA	XP_039758037.1
OG0005636	Bany_05315-RA	XP_039746396.1
OG0005637	Bany_11313-RA	XP_039759236.1
OG0005638	Bany_01090-RA	XP_039752104.1
OG0005639	Bany_05316-RA	XP_039746432.1
OG0005640	Bany_05317-RA	XP_039745993.1
OG0005641	Bany_11314-RA	XP_039759655.1
OG0005642	Bany_05318-RA	XP_039745854.1
OG0005643	Bany_05319-RA	XP_039745853.1
OG0005644	Bany_16234-RA	XP_039762528.1
OG0005645	Bany_11315-RA	XP_039759222.1
OG0005646	Bany_16235-RA	XP_039762776.1
OG0005647	Bany_05320-RA	XP_039746028.1
OG0005648	Bany_05321-RA	XP_039746029.1
OG0005649	Bany_06699-RA	XP_039748370.1
OG0005650	Bany_02784-RA	XP_039747079.1
OG0005651	Bany_12693-RA	XP_039762256.1
OG0005652	Bany_02786-RA	XP_039746729.1
OG0005653	Bany_08091-RA, Bany_08097-RA	XP_039753945.1
OG0005654	Bany_01092-RA	XP_039752558.1
OG0005655	Bany_14994-RA	XP_039758615.1
OG0005656	Bany_03579-RA	XP_039765177.1
OG0005657	Bany_17519-RA	XP_039761002.1
OG0005658	Bany_08096-RA	XP_039753891.1
OG0005659	Bany_11318-RA	XP_039759346.1
OG0005660	Bany_02038-RA	XP_039749542.1
OG0005661	Bany_12699-RA	XP_039761967.1
OG0005662	Bany_17520-RA	XP_039761133.1, XP_039761309.1
OG0005663	Bany_07291-RA	XP_039763355.1
OG0005664	Bany_12701-RA	XP_039761966.1
OG0005665	Bany_03582-RA	XP_039765192.1
OG0005666	Bany_02039-RA	XP_039764479.1
OG0005668	Bany_12702-RA	XP_039762132.1
OG0005669	Bany_02040-RA	XP_039758193.1
OG0005670	Bany_04494-RA	XP_039759620.1
OG0005671	Bany_02041-RA	XP_039758308.1
OG0005672	Bany_17524-RA	XP_039760970.1
OG0005673	Bany_13197-RA	XP_039757032.1
OG0005674	Bany_04495-RA	XP_039757887.1
OG0005675	Bany_02788-RA	XP_039746975.1
OG0005676	Bany_02043-RA	XP_039765101.1
OG0005677	Bany_10028-RA	XP_039749318.1
OG0005678	Bany_07765-RA, Bany_08098-RA	XP_039754039.1
OG0005679	Bany_02789-RA	XP_039747265.1
OG0005680	Bany_17841-RA	XP_039760650.1
OG0005681	Bany_02790-RA	XP_039747058.1
OG0005682	Bany_10029-RA	XP_039749319.1
OG0005683	Bany_08100-RA	XP_039753746.1
OG0005684	Bany_10031-RA	XP_039748847.1
OG0005685	Bany_02045-RA	XP_039748886.1
OG0005686	Bany_04496-RA	XP_039758299.1
OG0005687	Bany_07297-RA	XP_039764194.1
OG0005688	Bany_04498-RA	XP_039752831.1
OG0005689	Bany_03588-RA	XP_039764134.1
OG0005690	Bany_01099-RA	XP_039752349.1
OG0005691	Bany_16246-RA	XP_039762969.1
OG0005692	Bany_03589-RA	XP_039764030.1
OG0005693	Bany_17843-RA	XP_039760646.1
OG0005694	Bany_03592-RA	XP_039765227.1
OG0005695	Bany_12711-RA	XP_039762385.1
OG0005696	Bany_02048-RA	XP_039748923.1
OG0005697	Bany_11321-RA	XP_039759231.1
OG0005698	Bany_02049-RA	XP_039748428.1
OG0005699	Bany_13776-RA	XP_039755453.1
OG0005700	Bany_17845-RA	XP_039760621.1
OG0005701	Bany_17846-RA	XP_039760541.1
OG0005702	Bany_03593-RA	XP_039764470.1
OG0005703	Bany_09505-RA	XP_039757533.1
OG0005704	Bany_03594-RA	XP_039765111.1
OG0005705	Bany_09507-RA	XP_039757970.1
OG0005706	Bany_08797-RA	XP_039753723.1
OG0005707	Bany_07307-RA	XP_039763557.1
OG0005708	Bany_09508-RA	XP_039757766.1
OG0005709	Bany_07308-RA	XP_039763215.1
OG0005710	Bany_04500-RA	XP_039752712.1
OG0005711	Bany_06705-RA	XP_039748151.1
OG0005712	Bany_11951-RA	XP_039750004.1
OG0005713	Bany_11952-RA	XP_039750055.1
OG0005714	Bany_08799-RA	XP_039753725.1
OG0005715	Bany_00210-RA	XP_039765485.1
OG0005716	Bany_13199-RA	XP_039757144.1
OG0005717	Bany_00211-RA	XP_039745343.1
OG0005718	Bany_17111-RA	XP_039760213.1
OG0005719	Bany_02808-RA	XP_039747133.1
OG0005720	Bany_02809-RA	XP_039746763.1
OG0005721	Bany_10034-RA	XP_039748861.1
OG0005722	Bany_06707-RA	XP_039748399.1
OG0005723	Bany_08802-RA	XP_039753488.1
OG0005724	Bany_11956-RA	XP_039750156.1
OG0005725	Bany_03602-RA	XP_039765252.1
OG0005726	Bany_11959-RA	XP_039749830.1
OG0005727	Bany_03603-RA	XP_039765260.1
OG0005728	Bany_03604-RA	XP_039764874.1
OG0005729	Bany_02813-RA	XP_039746876.1
OG0005730	Bany_10037-RA	XP_039749129.1
OG0005731	Bany_13777-RA	XP_039755366.1
OG0005732	Bany_17857-RA	XP_039760618.1
OG0005733	Bany_13200-RA	XP_039757215.1
OG0005734	Bany_03606-RA	XP_039765221.1
OG0005735	Bany_02816-RA	XP_039746883.1
OG0005736	Bany_01105-RA	XP_039752667.1
OG0005737	Bany_13203-RA	XP_039756982.1
OG0005738	Bany_10039-RA	XP_039748634.1
OG0005739	Bany_03609-RA	XP_039765093.1
OG0005740	Bany_06712-RA	XP_039747926.1
OG0005741	Bany_00214-RA	XP_039765584.1
OG0005742	Bany_02061-RA	XP_039747144.1
OG0005743	Bany_07311-RA	XP_039763149.1
OG0005744	Bany_16617-RA	XP_039748228.1
OG0005745	Bany_09518-RA	XP_039757912.1
OG0005746	Bany_06033-RA	XP_039751465.1
OG0005747	Bany_03615-RA	XP_039765095.1
OG0005748	Bany_02064-RA	XP_039764409.1, XP_039764427.1
OG0005749	Bany_06034-RA	XP_039751464.1
OG0005750	Bany_05349-RA	XP_039746266.1
OG0005751	Bany_15002-RA	XP_039758610.1
OG0005752	Bany_06037-RA	XP_039751650.1
OG0005753	Bany_06038-RA	XP_039751243.1
OG0005754	Bany_03619-RA	XP_039765102.1
OG0005755	Bany_15006-RA	XP_039758294.1
OG0005756	Bany_03620-RA	XP_039765104.1
OG0005758	Bany_03621-RA	XP_039765080.1
OG0005759	Bany_02066-RA	XP_039760767.1
OG0005760	Bany_10790-RA	XP_039750278.1
OG0005761	Bany_02823-RA	XP_039747428.1
OG0005762	Bany_03622-RA	XP_039765094.1
OG0005763	Bany_08104-RA	XP_039754195.1
OG0005764	Bany_03623-RA	XP_039765077.1
OG0005765	Bany_08105-RA	XP_039754169.1
OG0005766	Bany_08106-RA	XP_039754556.1
OG0005767	Bany_03624-RA	XP_039765097.1
OG0005768	Bany_08107-RA	XP_039753920.1
OG0005769	Bany_06718-RA	XP_039748107.1
OG0005770	Bany_01111-RA	XP_039752664.1
OG0005771	Bany_08108-RA	XP_039754325.1
OG0005772	Bany_06719-RA, Bany_03133-RA	XP_039748240.1
OG0005773	Bany_06720-RA	XP_039747948.1
OG0005774	Bany_00220-RA	XP_039765669.1
OG0005775	Bany_07317-RA	XP_039763614.1
OG0005776	Bany_15626-RA	XP_039755133.1
OG0005777	Bany_00221-RA	XP_039765670.1
OG0005778	Bany_04506-RA	XP_039758063.1
OG0005779	Bany_10795-RA	XP_039750591.1
OG0005780	Bany_11331-RA	XP_039758978.1
OG0005781	Bany_13209-RA	XP_039757068.1
OG0005782	Bany_01113-RA	XP_039752672.1
OG0005783	Bany_06723-RA	XP_039748190.1
OG0005784	Bany_04509-RA	XP_039757343.1
OG0005785	Bany_15628-RA	XP_039754882.1
OG0005786	Bany_04510-RA	XP_039756052.1
OG0005787	Bany_04511-RA	XP_039757191.1
OG0005788	Bany_16620-RA	XP_039747624.1
OG0005789	Bany_06724-RA	XP_039748073.1
OG0005790	Bany_15630-RA	XP_039754720.1
OG0005791	Bany_16281-RA	XP_039762994.1
OG0005792	Bany_04514-RA	XP_039754260.1
OG0005793	Bany_00224-RA	XP_039745463.1
OG0005794	Bany_16282-RA	XP_039762707.1
OG0005795	Bany_04516-RA	XP_039758867.1
OG0005796	Bany_11337-RA, Bany_11336-RA	XP_039759628.1
OG0005797	Bany_10796-RA	XP_039750826.1
OG0005798	Bany_04517-RA	XP_039758858.1
OG0005799	Bany_04518-RA	XP_039752077.1
OG0005800	Bany_16284-RA	XP_039762928.1
OG0005801	Bany_02080-RA, Bany_02077-RA	XP_039748501.1
OG0005802	Bany_11338-RA	XP_039759195.1, XP_039759197.1
OG0005803	Bany_06727-RA	XP_039748355.1
OG0005804	Bany_17532-RA	XP_039761054.1
OG0005805	Bany_00225-RA	XP_039745389.1
OG0005806	Bany_17874-RA	XP_039760788.1
OG0005807	Bany_00226-RA	XP_039745423.1
OG0005808	Bany_11964-RA	XP_039749704.1
OG0005809	Bany_05355-RA	XP_039746243.1
OG0005810	Bany_06729-RA	XP_039748359.1
OG0005811	Bany_10799-RA	XP_039750344.1
OG0005812	Bany_06730-RA	XP_039748316.1
OG0005813	Bany_17533-RA	XP_039761083.1
OG0005814	Bany_07322-RA	XP_039764073.1
OG0005815	Bany_01118-RA	XP_039752422.1
OG0005816	Bany_10800-RA	XP_039750346.1
OG0005817	Bany_15635-RA	XP_039754728.1
OG0005818	Bany_01119-RA	XP_039752470.1
OG0005819	Bany_08114-RA	XP_039754326.1
OG0005820	Bany_17534-RA	XP_039761303.1
OG0005821	Bany_10802-RA	XP_039750894.1
OG0005822	Bany_13215-RA	XP_039756816.1
OG0005823	Bany_15014-RA	XP_039758346.1
OG0005824	Bany_08115-RA	XP_039753821.1
OG0005825	Bany_06042-RA	XP_039751318.1
OG0005826	Bany_04523-RA	XP_039753175.1
OG0005827	Bany_15017-RA	XP_039758769.1
OG0005828	Bany_10804-RA	XP_039750916.1
OG0005829	Bany_15019-RA	XP_039758407.1
OG0005830	Bany_10805-RA	XP_039750588.1
OG0005831	Bany_10806-RA	XP_039750587.1
OG0005832	Bany_17131-RA	XP_039760278.1
OG0005833	Bany_01123-RA	XP_039751751.1
OG0005834	Bany_09531-RA	XP_039757762.1
OG0005835	Bany_11966-RA	XP_039750166.1
OG0005836	Bany_17536-RA	XP_039760949.1
OG0005837	Bany_15637-RA	XP_039754997.1
OG0005838	Bany_00232-RA	XP_039765883.1
OG0005839	Bany_01124-RA	XP_039752490.1
OG0005840	Bany_06046-RA	XP_039751451.1
OG0005841	Bany_13220-RA	XP_039757003.1
OG0005842	Bany_13221-RA	XP_039757002.1
OG0005843	Bany_06047-RA	XP_039751452.1
OG0005844	Bany_06049-RA	XP_039751123.1
OG0005845	Bany_13222-RA	XP_039757258.1
OG0005846	Bany_03632-RA, Bany_03120-RA	XP_039747301.1
OG0005847	Bany_06050-RA	XP_039751446.1
OG0005848	Bany_13224-RA, Bany_13223-RA	XP_039757099.1
OG0005849	Bany_04534-RA	XP_039758018.1
OG0005850	Bany_06051-RA	XP_039751152.1
OG0005851	Bany_06053-RA	XP_039751346.1
OG0005852	Bany_06054-RA	XP_039751418.1
OG0005853	Bany_06055-RA	XP_039751000.1
OG0005854	Bany_11968-RA	XP_039749774.1
OG0005855	Bany_06740-RA	XP_039748283.1
OG0005856	Bany_06057-RA	XP_039750999.1
OG0005857	Bany_06059-RA	XP_039751670.1
OG0005858	Bany_10047-RA	XP_039748572.1
OG0005859	Bany_13225-RA	XP_039757149.1
OG0005860	Bany_13790-RA	XP_039755496.1
OG0005861	Bany_13226-RA	XP_039757330.1
OG0005862	Bany_01127-RA	XP_039752256.1
OG0005863	Bany_03636-RA	XP_039765232.1
OG0005864	Bany_01129-RA	XP_039752291.1
OG0005865	Bany_02094-RA	XP_039765804.1
OG0005866	Bany_01130-RA	XP_039751911.1
OG0005867	Bany_03638-RA	XP_039764962.1
OG0005868	Bany_17150-RA	XP_039759834.1
OG0005869	Bany_13793-RA	XP_039755897.1
OG0005870	Bany_03639-RA	XP_039764870.1
OG0005871	Bany_01134-RA	XP_039752332.1
OG0005872	Bany_01135-RA	XP_039751891.1
OG0005873	Bany_04538-RA	XP_039760229.1
OG0005874	Bany_17151-RA	XP_039760266.1
OG0005875	Bany_15024-RA	XP_039758528.1
OG0005876	Bany_17879-RA	XP_039760834.1
OG0005877	Bany_06760-RA	XP_039748468.1
OG0005878	Bany_05367-RA	XP_039746139.1
OG0005879	Bany_03642-RA	XP_039764785.1
OG0005880	Bany_17152-RA	XP_039759816.1
OG0005881	Bany_05368-RA	XP_039745916.1
OG0005882	Bany_01136-RA	XP_039751887.1
OG0005883	Bany_07331-RA	XP_039763790.1
OG0005884	Bany_17154-RA	XP_039760338.1
OG0005885	Bany_08121-RA, Bany_04571-RA	XP_039761415.1
OG0005887	Bany_08123-RA	XP_039754196.1
OG0005888	Bany_17155-RA	XP_039760009.1
OG0005889	Bany_13231-RA	XP_039757143.1
OG0005890	Bany_02831-RA	XP_039747134.1
OG0005891	Bany_07332-RA, Bany_09728-RA	XP_039757963.1
OG0005892	Bany_05370-RA	XP_039746397.1
OG0005893	Bany_06073-RA	XP_039751543.1
OG0005894	Bany_11347-RA	XP_039759579.1
OG0005895	Bany_03645-RA	XP_039764799.1
OG0005896	Bany_16303-RA	XP_039762856.1
OG0005897	Bany_03646-RA	XP_039762893.1
OG0005898	Bany_13234-RA	XP_039757064.1
OG0005899	Bany_02833-RA	XP_039747362.1
OG0005900	Bany_02097-RA	XP_039765112.1
OG0005901	Bany_16635-RA	XP_039747704.1
OG0005902	Bany_02834-RA	XP_039746653.1
OG0005903	Bany_16304-RA	XP_039762863.1
OG0005904	Bany_02835-RA	XP_039747441.1
OG0005905	Bany_02099-RA	XP_039748233.1
OG0005906	Bany_16636-RA	XP_039748297.1
OG0005907	Bany_13799-RA	XP_039755668.1
OG0005908	Bany_04546-RA	XP_039757375.1
OG0005909	Bany_03649-RA	XP_039764364.1
OG0005910	Bany_03650-RA	XP_039764372.1
OG0005911	Bany_17166-RA	XP_039760079.1
OG0005912	Bany_00238-RA	XP_039745202.1
OG0005913	Bany_03651-RA	XP_039765149.1
OG0005914	Bany_00239-RA	XP_039745096.1
OG0005915	Bany_06770-RA	XP_039748424.1
OG0005917	Bany_10818-RA	XP_039750500.1
OG0005918	Bany_03652-RA	XP_039765154.1
OG0005919	Bany_00240-RA	XP_039765803.1
OG0005920	Bany_04550-RA	XP_039759524.1
OG0005921	Bany_04551-RA	XP_039753566.1
OG0005922	Bany_06078-RA	XP_039751590.1
OG0005923	Bany_03655-RA	XP_039764966.1
OG0005924	Bany_08128-RA	XP_039753840.1
OG0005925	Bany_03656-RA	XP_039763673.1
OG0005926	Bany_09533-RA	XP_039758168.1
OG0005927	Bany_06079-RA	XP_039751350.1
OG0005928	Bany_17886-RA	XP_039760592.1
OG0005929	Bany_01143-RA	XP_039752364.1
OG0005930	Bany_06080-RA	XP_039751334.1
OG0005931	Bany_02844-RA	XP_039747146.1
OG0005932	Bany_02845-RA	XP_039746928.1
OG0005933	Bany_06083-RA	XP_039751409.1
OG0005934	Bany_06776-RA	XP_039747976.1
OG0005935	Bany_10056-RA	XP_039749289.1
OG0005936	Bany_10057-RA	XP_039748875.1
OG0005937	Bany_02847-RA	XP_039747021.1
OG0005938	Bany_12787-RA	XP_039762289.1
OG0005939	Bany_10058-RA	XP_039748651.1
OG0005940	Bany_10059-RA	XP_039749000.1
OG0005941	Bany_00245-RA	XP_039745351.1
OG0005942	Bany_10060-RA	XP_039748648.1
OG0005943	Bany_12790-RA	XP_039762244.1
OG0005944	Bany_00247-RA	XP_039745099.1
OG0005945	Bany_05382-RA	XP_039745801.1
OG0005946	Bany_04553-RA	XP_039758250.1
OG0005947	Bany_15028-RA	XP_039758600.1
OG0005948	Bany_04554-RA	XP_039761148.1
OG0005949	Bany_04556-RA	XP_039757081.1
OG0005950	Bany_12794-RA	XP_039762122.1
OG0005951	Bany_06088-RA	XP_039745857.1
OG0005952	Bany_14469-RA, Bany_15202-RA, Bany_12875-RA	XP_039761904.1, XP_039761902.1, XP_039761903.1
OG0005953	Bany_13812-RA	XP_039755968.1
OG0005954	Bany_13813-RA	XP_039755360.1
OG0005955	Bany_04557-RA	XP_039757300.1
OG0005956	Bany_11980-RA	XP_039749627.1
OG0005957	Bany_06780-RA	XP_039747721.1
OG0005958	Bany_13814-RA	XP_039755396.1
OG0005959	Bany_13815-RA	XP_039755400.1
OG0005960	Bany_11981-RA	XP_039749365.1
OG0005961	Bany_02851-RA	XP_039747096.1
OG0005962	Bany_11357-RA	XP_039758994.1
OG0005963	Bany_16315-RA	XP_039762862.1
OG0005964	Bany_16316-RA, Bany_17649-RA	XP_039762695.1
OG0005965	Bany_15032-RA	XP_039758803.1
OG0005966	Bany_11359-RA	XP_039758995.1
OG0005967	Bany_17894-RA	XP_039760409.1
OG0005968	Bany_02856-RA	XP_039747338.1
OG0005969	Bany_11360-RA	XP_039759446.1
