Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0004241	Bany_09734-RA	XP_034833869.1
OG0004242	Bany_10313-RA	XP_034824668.1
OG0004243	Bany_15815-RA	XP_034829445.1
OG0004244	Bany_09736-RA	XP_034833880.1
OG0004245	Bany_01416-RA	XP_034827406.1
OG0004246	Bany_00498-RA	XP_034840884.1
OG0004247	Bany_04785-RA	XP_034836345.1
OG0004248	Bany_10315-RA	XP_034824671.1
OG0004249	Bany_18087-RA	XP_034837069.1
OG0004250	Bany_00501-RA, Bany_00503-RA	XP_034840885.1
OG0004251	Bany_00502-RA	XP_034840886.1
OG0004252	Bany_04789-RA	XP_034836328.1
OG0004253	Bany_00504-RA	XP_034824165.1
OG0004254	Bany_18088-RA	XP_034837412.1
OG0004255	Bany_10950-RA	XP_034828624.1
OG0004256	Bany_06315-RA	XP_034826904.1
OG0004257	Bany_04792-RA	XP_034836292.1
OG0004258	Bany_00508-RA, Bany_00507-RA	XP_034840958.1
OG0004259	Bany_10320-RA	XP_034824658.1
OG0004260	Bany_03918-RA	XP_034828748.1
OG0004261	Bany_00511-RA	XP_034823893.1
OG0004262	Bany_01424-RA	XP_034827433.1
OG0004263	Bany_03923-RA	XP_034827648.1
OG0004264	Bany_08348-RA	XP_034830468.1
OG0004265	Bany_06323-RA	XP_034826739.1
OG0004266	Bany_11642-RA	XP_034835076.1
OG0004267	Bany_07584-RA	XP_034839482.1
OG0004268	Bany_06324-RA	XP_034826738.1
OG0004269	Bany_08349-RA	XP_034830470.1
OG0004270	Bany_03927-RA	XP_034827716.1
OG0004271	Bany_18093-RA	XP_034837232.1
OG0004272	Bany_03930-RA	XP_034836012.1
OG0004273	Bany_14689-RA	XP_034834902.1
OG0004274	Bany_14011-RA	XP_034831447.1
OG0004275	Bany_16809-RA	XP_034836455.1
OG0004276	Bany_11650-RA, Bany_11649-RA	XP_034835567.1
OG0004277	Bany_09752-RA	XP_034833702.1
OG0004278	Bany_09753-RA	XP_034833706.1
OG0004279	Bany_10958-RA	XP_034828620.1
OG0004280	Bany_09754-RA	XP_034833704.1, XP_034833703.1
OG0004281	Bany_14692-RA	XP_034834519.1
OG0004282	Bany_14018-RA	XP_034831292.1
OG0004283	Bany_11655-RA, Bany_11656-RA	XP_034835216.1
OG0004284	Bany_03944-RA, Bany_03942-RA	XP_034835344.1
OG0004285	Bany_01440-RA	XP_034828218.1
OG0004286	Bany_04811-RA	XP_034835753.1
OG0004287	Bany_07587-RA	XP_034839602.1
OG0004288	Bany_14024-RA	XP_034831154.1
OG0004289	Bany_05611-RA	XP_034825231.1
OG0004290	Bany_04813-RA, Bany_04931-RA	XP_034835763.1
OG0004291	Bany_01442-RA, Bany_01447-RA	XP_034827691.1
OG0004292	Bany_02335-RA	XP_034826315.1
OG0004293	Bany_09050-RA	XP_034832013.1
OG0004294	Bany_03954-RA	XP_034825144.1
OG0004295	Bany_05616-RA	XP_034825242.1
OG0004296	Bany_14699-RA	XP_034834553.1
OG0004297	Bany_12158-RA	XP_034829789.1
OG0004298	Bany_15827-RA	XP_034829272.1
OG0004299	Bany_05617-RA	XP_034825253.1
OG0004300	Bany_09053-RA	XP_034832014.1
OG0004301	Bany_14705-RA	XP_034834526.1
OG0004302	Bany_12160-RA	XP_034829858.1, XP_034829857.1
OG0004303	Bany_10964-RA	XP_034828612.1
OG0004304	Bany_09058-RA	XP_034831859.1
OG0004305	Bany_07597-RA, Bany_07598-RA	XP_034839707.1
OG0004306	Bany_14706-RA	XP_034834518.1
OG0004307	Bany_18098-RA	XP_034837243.1
OG0004308	Bany_01455-RA	XP_034827801.1
OG0004309	Bany_07018-RA	XP_034837648.1
OG0004310	Bany_08577-RA	XP_034830775.1
OG0004311	Bany_05623-RA	XP_034825255.1
OG0004312	Bany_09064-RA	XP_034832400.1
OG0004313	Bany_12170-RA	XP_034829900.1
OG0004314	Bany_14029-RA	XP_034831147.1
OG0004315	Bany_12172-RA	XP_034829906.1
OG0004316	Bany_14716-RA	XP_034834528.1
OG0004317	Bany_11668-RA	XP_034835643.1
OG0004318	Bany_16815-RA	XP_034836529.1, XP_034836530.1
OG0004319	Bany_12176-RA	XP_034829904.1, XP_034830064.1
OG0004320	Bany_03959-RA, Bany_03958-RA	XP_034840662.1
OG0004321	Bany_13442-RA	XP_034832887.1
OG0004322	Bany_02340-RA	XP_034826273.1
OG0004323	Bany_02342-RA	XP_034826270.1
OG0004324	Bany_11673-RA	XP_034835597.1
OG0004325	Bany_03142-RA	XP_034840650.1
OG0004326	Bany_04824-RA	XP_034834692.1
OG0004327	Bany_12181-RA	XP_034829651.1
OG0004328	Bany_04826-RA	XP_034838156.1
OG0004329	Bany_05626-RA	XP_034825597.1
OG0004330	Bany_03144-RA	XP_034840641.1
OG0004331	Bany_01467-RA	XP_034827439.1
OG0004332	Bany_08366-RA	XP_034830653.1
OG0004333	Bany_01474-RA	XP_034828011.1
OG0004334	Bany_06343-RA	XP_034826733.1
OG0004335	Bany_06345-RA	XP_034826732.1
OG0004336	Bany_02348-RA, Bany_02349-RA	XP_034826264.1
OG0004337	Bany_01480-RA	XP_034827444.1
OG0004338	Bany_13453-RA	XP_034832870.1
OG0004339	Bany_09763-RA	XP_034834185.1
OG0004340	Bany_17337-RA	XP_034835852.1
OG0004341	Bany_00541-RA	XP_034841358.1
OG0004342	Bany_12191-RA, Bany_12192-RA	XP_034830221.1, XP_034830220.1
OG0004343	Bany_02356-RA	XP_034826269.1
OG0004344	Bany_16827-RA	XP_034836407.1
OG0004345	Bany_00545-RA	XP_034841062.1
OG0004346	Bany_15269-RA	XP_034833595.1
OG0004347	Bany_17342-RA	XP_034835890.1, XP_034835889.1
OG0004348	Bany_05642-RA, Bany_05641-RA	XP_034825729.1
OG0004349	Bany_00548-RA	XP_034841529.1
OG0004350	Bany_13462-RA	XP_034832508.1
OG0004351	Bany_09770-RA	XP_034834140.1
OG0004352	Bany_15274-RA	XP_034833413.1
OG0004353	Bany_07617-RA	XP_034839772.1
OG0004354	Bany_17348-RA	XP_034835892.1
OG0004356	Bany_05651-RA	XP_034825637.1
OG0004357	Bany_00550-RA, Bany_00551-RA	XP_034841528.1
OG0004358	Bany_12207-RA	XP_034829969.1
OG0004359	Bany_07621-RA	XP_034839422.1
OG0004360	Bany_09080-RA	XP_034832337.1
OG0004361	Bany_14036-RA	XP_034831188.1, XP_034831189.1
OG0004362	Bany_16841-RA	XP_034836266.1
OG0004363	Bany_01496-RA	XP_034828297.1
OG0004364	Bany_11693-RA	XP_034835463.1
OG0004365	Bany_06351-RA	XP_034827125.1
OG0004366	Bany_09092-RA	XP_034832217.1
OG0004367	Bany_00559-RA	XP_034841213.1
OG0004368	Bany_07631-RA	XP_034839705.1
OG0004369	Bany_02360-RA	XP_034826559.1
OG0004370	Bany_09782-RA	XP_034834164.1
OG0004371	Bany_14737-RA, Bany_14738-RA	XP_034834384.1
OG0004372	Bany_09785-RA	XP_034834149.1, XP_034834150.1
OG0004373	Bany_10979-RA	XP_034828367.1
OG0004374	Bany_00567-RA	XP_034841157.1
OG0004375	Bany_09789-RA	XP_034833887.1
OG0004376	Bany_12233-RA	XP_034830228.1
OG0004377	Bany_00569-RA	XP_034824177.1
OG0004378	Bany_00570-RA	XP_034840816.1
OG0004379	Bany_15295-RA	XP_034833244.1
OG0004380	Bany_05678-RA	XP_034825633.1
OG0004381	Bany_07638-RA	XP_034839719.1, XP_034839721.1
OG0004382	Bany_00573-RA	XP_034841132.1
OG0004383	Bany_02368-RA	XP_034826596.1
OG0004384	Bany_14049-RA	XP_034831688.1, XP_034831689.1
OG0004385	Bany_06364-RA	XP_034826716.1
OG0004386	Bany_14055-RA	XP_034831080.1
OG0004387	Bany_15299-RA	XP_034833583.1
OG0004388	Bany_07036-RA	XP_034837681.1
OG0004389	Bany_05680-RA	XP_034825631.1
OG0004390	Bany_14057-RA	XP_034831577.1
OG0004391	Bany_08393-RA, Bany_08390-RA	XP_034830369.1
OG0004392	Bany_04845-RA, Bany_04848-RA	XP_034837341.1
OG0004393	Bany_00580-RA	XP_034841128.1
OG0004394	Bany_17367-RA	XP_034835768.1
OG0004395	Bany_10354-RA	XP_034824835.1
OG0004396	Bany_04849-RA	XP_034838264.1
OG0004397	Bany_17371-RA	XP_034836196.1
OG0004398	Bany_06366-RA	XP_034826700.1
OG0004399	Bany_04850-RA	XP_034838274.1
OG0004400	Bany_16857-RA	XP_034836636.1
OG0004401	Bany_15307-RA	XP_034833576.1
OG0004402	Bany_15873-RA	XP_034828974.1
OG0004403	Bany_07657-RA	XP_034839587.1
OG0004404	Bany_10360-RA	XP_034824928.1
OG0004405	Bany_06374-RA	XP_034826923.1
OG0004406	Bany_16864-RA	XP_034836640.1
OG0004407	Bany_10362-RA	XP_034824926.1
OG0004408	Bany_04857-RA	XP_034838974.1
OG0004409	Bany_00583-RA	XP_034841133.1
OG0004410	Bany_10364-RA	XP_034824930.1
OG0004411	Bany_10366-RA	XP_034824210.1
OG0004412	Bany_10367-RA	XP_034824207.1, XP_034824208.1
OG0004413	Bany_09120-RA	XP_034832198.1
OG0004414	Bany_12249-RA	XP_034829979.1
OG0004415	Bany_09126-RA	XP_034831735.1, XP_034831736.1
OG0004416	Bany_14063-RA	XP_034831213.1
OG0004417	Bany_15879-RA	XP_034828981.1
OG0004418	Bany_00591-RA	XP_034841139.1, XP_034841140.1
OG0004419	Bany_17381-RA	XP_034836029.1
OG0004420	Bany_10993-RA	XP_034828643.1
OG0004421	Bany_00594-RA	XP_034841131.1
OG0004422	Bany_00595-RA	XP_034840818.1
OG0004423	Bany_02378-RA, Bany_02379-RA	XP_034826316.1
OG0004424	Bany_14068-RA, Bany_14069-RA	XP_034831318.1
OG0004425	Bany_00596-RA	XP_034841146.1
OG0004426	Bany_01636-RA, Bany_01523-RA	XP_034828099.1
OG0004427	Bany_04878-RA	XP_034834166.1
OG0004428	Bany_01524-RA	XP_034828094.1, XP_034828093.1
OG0004429	Bany_17389-RA, Bany_17390-RA	XP_034836025.1
OG0004430	Bany_14075-RA	XP_034831160.1
OG0004431	Bany_00602-RA	XP_034841269.1
OG0004432	Bany_07670-RA	XP_034839132.1
OG0004433	Bany_11717-RA	XP_034835275.1
OG0004434	Bany_09805-RA	XP_034833767.1
OG0004435	Bany_14083-RA	XP_034831034.1
OG0004436	Bany_09808-RA	XP_034833932.1
OG0004437	Bany_10997-RA	XP_034828860.1
OG0004438	Bany_16909-RA	XP_034836388.1
OG0004439	Bany_09811-RA	XP_034834089.1, XP_034834091.1
OG0004440	Bany_09812-RA	XP_034834093.1
OG0004441	Bany_03997-RA	XP_034824610.1
OG0004442	Bany_07872-RA, Bany_17400-RA	XP_034839225.1
OG0004443	Bany_14772-RA, Bany_14768-RA	XP_034834600.1
OG0004444	Bany_09819-RA	XP_034833963.1
OG0004445	Bany_04012-RA	XP_034825560.1, XP_034825565.1
OG0004446	Bany_07058-RA	XP_034837695.1
OG0004447	Bany_14776-RA, Bany_14774-RA	XP_034834599.1
OG0004448	Bany_11730-RA	XP_034835529.1
OG0004449	Bany_04015-RA	XP_034825600.1
OG0004450	Bany_15889-RA	XP_034829423.1
OG0004451	Bany_03182-RA	XP_034840177.1
OG0004452	Bany_12264-RA	XP_034829781.1
OG0004453	Bany_04019-RA	XP_034825580.1
OG0004454	Bany_07066-RA	XP_034837645.1
OG0004455	Bany_15910-RA, Bany_15896-RA	XP_034829433.1
OG0004456	Bany_09827-RA	XP_034833965.1
OG0004457	Bany_14097-RA	XP_034831222.1
OG0004458	Bany_14781-RA	XP_034835008.1
OG0004459	Bany_12269-RA	XP_034829675.1
OG0004460	Bany_15899-RA	XP_034829429.1
OG0004461	Bany_11747-RA	XP_034835474.1
OG0004462	Bany_00624-RA	XP_034841355.1
OG0004463	Bany_05688-RA	XP_034825209.1
OG0004464	Bany_00625-RA	XP_034841350.1, XP_034841351.1
OG0004465	Bany_11759-RA	XP_034835049.1
OG0004466	Bany_10381-RA	XP_034824940.1
OG0004467	Bany_05701-RA	XP_034825205.1
OG0004468	Bany_13503-RA	XP_034832930.1
OG0004469	Bany_09153-RA	XP_034831905.1
OG0004470	Bany_15901-RA, Bany_15902-RA	XP_034828963.1
OG0004471	Bany_11007-RA	XP_034828871.1
OG0004472	Bany_00633-RA	XP_034824159.1
OG0004473	Bany_01561-RA	XP_034827662.1
OG0004474	Bany_04891-RA	XP_034831669.1
OG0004475	Bany_05704-RA	XP_034825263.1
OG0004476	Bany_15904-RA	XP_034828964.1
OG0004477	Bany_07073-RA	XP_034837504.1
OG0004478	Bany_02399-RA	XP_034825969.1
OG0004479	Bany_14800-RA, Bany_07766-RA	XP_034834882.1
OG0004480	Bany_09854-RA	XP_034834004.1
OG0004481	Bany_14132-RA	XP_034831338.1
OG0004482	Bany_14810-RA	XP_034834897.1
OG0004483	Bany_09862-RA	XP_034834171.1
OG0004484	Bany_07699-RA	XP_034839142.1
OG0004485	Bany_03193-RA	XP_034840401.1
OG0004486	Bany_04904-RA	XP_034835266.1
OG0004487	Bany_04905-RA	XP_034833500.1, XP_034833521.1
OG0004488	Bany_14813-RA	XP_034834880.1
OG0004489	Bany_14817-RA	XP_034834870.1
OG0004490	Bany_09870-RA	XP_034833698.1, XP_034833697.1
OG0004491	Bany_07087-RA	XP_034837657.1, XP_034837658.1
OG0004492	Bany_14145-RA	XP_034831520.1
OG0004493	Bany_07089-RA	XP_034837558.1
OG0004494	Bany_01575-RA	XP_034827605.1
OG0004495	Bany_07090-RA	XP_034837568.1
OG0004496	Bany_15352-RA	XP_034833434.1
OG0004497	Bany_08438-RA	XP_034830609.1
OG0004498	Bany_12296-RA	XP_034829961.1, XP_034829960.1
OG0004499	Bany_13510-RA	XP_034832799.1
OG0004500	Bany_03201-RA	XP_034840115.1, XP_034840114.1
OG0004501	Bany_14158-RA	XP_034831370.1, XP_034831369.1
OG0004502	Bany_14159-RA	XP_034831359.1
OG0004503	Bany_01582-RA	XP_034827623.1, XP_034827622.1
OG0004504	Bany_15935-RA	XP_034829407.1
OG0004505	Bany_06394-RA	XP_034827018.1
OG0004506	Bany_06395-RA	XP_034827026.1
OG0004507	Bany_00655-RA	XP_034841473.1
OG0004508	Bany_09893-RA	XP_034834235.1
OG0004509	Bany_00658-RA	XP_034841474.1
OG0004510	Bany_09894-RA	XP_034834236.1
OG0004511	Bany_09180-RA	XP_034832382.1
OG0004512	Bany_04079-RA, Bany_04060-RA	XP_034841305.1
OG0004513	Bany_01596-RA	XP_034827630.1, XP_034827629.1
OG0004514	Bany_08446-RA	XP_034830326.1
OG0004515	Bany_01597-RA	XP_034827603.1
OG0004516	Bany_09183-RA	XP_034832348.1
OG0004517	Bany_04062-RA	XP_034841318.1
OG0004518	Bany_00662-RA	XP_034840953.1
OG0004519	Bany_10394-RA	XP_034824843.1
OG0004520	Bany_08448-RA	XP_034830478.1
OG0004521	Bany_01601-RA	XP_034827608.1
OG0004522	Bany_08450-RA	XP_034830423.1
OG0004523	Bany_07709-RA	XP_034839809.1, XP_034839808.1, XP_034839807.1
OG0004524	Bany_03208-RA	XP_034840118.1
OG0004525	Bany_09186-RA	XP_034832347.1
OG0004526	Bany_04069-RA	XP_034841403.1
OG0004527	Bany_09187-RA	XP_034832378.1
OG0004528	Bany_11037-RA	XP_034828531.1
OG0004529	Bany_08452-RA	XP_034830319.1
OG0004530	Bany_11039-RA	XP_034828522.1
OG0004531	Bany_07106-RA	XP_034837781.1
OG0004532	Bany_02410-RA	XP_034826133.1
OG0004533	Bany_13517-RA	XP_034832729.1, XP_034832730.1
OG0004534	Bany_02413-RA	XP_034826076.1
OG0004535	Bany_15367-RA	XP_034833549.1
OG0004536	Bany_06422-RA	XP_034827207.1
OG0004539	Bany_07714-RA	XP_034839571.1
OG0004540	Bany_11045-RA	XP_034828600.1
OG0004541	Bany_06428-RA	XP_034827208.1
OG0004542	Bany_09195-RA	XP_034831816.1
OG0004543	Bany_02424-RA	XP_034825792.1
OG0004544	Bany_00669-RA	XP_034841381.1
OG0004545	Bany_00670-RA	XP_034841369.1
OG0004546	Bany_02427-RA	XP_034825802.1
OG0004547	Bany_07113-RA	XP_034837794.1
OG0004548	Bany_02429-RA	XP_034826604.1
OG0004549	Bany_00673-RA	XP_034841371.1
OG0004550	Bany_07116-RA	XP_034837797.1
OG0004551	Bany_03226-RA	XP_034840204.1
OG0004552	Bany_03227-RA	XP_034840134.1
OG0004553	Bany_01607-RA	XP_034827618.1
OG0004554	Bany_15977-RA	XP_034828934.1
OG0004555	Bany_14169-RA	XP_034831476.1
OG0004556	Bany_14170-RA	XP_034831597.1
OG0004557	Bany_10420-RA	XP_034824194.1
OG0004558	Bany_12328-RA	XP_034829560.1
OG0004559	Bany_04082-RA	XP_034824257.1, XP_034824180.1
OG0004560	Bany_11808-RA	XP_034835455.1
OG0004561	Bany_11810-RA	XP_034835454.1
OG0004562	Bany_08465-RA	XP_034830711.1
OG0004563	Bany_07123-RA, Bany_07124-RA	XP_034837758.1
OG0004564	Bany_00679-RA	XP_034824147.1
OG0004565	Bany_07726-RA	XP_034839744.1
OG0004566	Bany_11813-RA	XP_034835489.1
OG0004567	Bany_13546-RA	XP_034832608.1
OG0004568	Bany_06432-RA	XP_034827107.1
OG0004569	Bany_11818-RA	XP_034835466.1, XP_034835465.1
OG0004570	Bany_07731-RA	XP_034839816.1
OG0004571	Bany_06435-RA	XP_034827282.1, XP_034827108.1
OG0004572	Bany_08474-RA	XP_034830935.1
OG0004573	Bany_02440-RA	XP_034826149.1
OG0004574	Bany_15984-RA	XP_034829285.1
OG0004575	Bany_07133-RA	XP_034837467.1, XP_034837466.1, XP_034837465.1
OG0004577	Bany_13555-RA	XP_034832755.1
OG0004578	Bany_15989-RA	XP_034829147.1
OG0004579	Bany_01622-RA	XP_034827632.1
OG0004580	Bany_14187-RA	XP_034831470.1
OG0004581	Bany_00694-RA	XP_034841394.1
OG0004582	Bany_07735-RA	XP_034839313.1
OG0004583	Bany_00696-RA	XP_034841385.1
OG0004584	Bany_03243-RA	XP_034840171.1
OG0004585	Bany_04093-RA	XP_034837012.1
OG0004586	Bany_06440-RA	XP_034826688.1
OG0004587	Bany_07738-RA	XP_034839468.1
OG0004588	Bany_06443-RA, Bany_06442-RA	XP_034827110.1
OG0004589	Bany_00707-RA	XP_034841373.1
OG0004590	Bany_13571-RA	XP_034832754.1
OG0004591	Bany_06445-RA	XP_034826712.1
OG0004592	Bany_10432-RA	XP_034824308.1
OG0004593	Bany_00712-RA	XP_034841393.1
OG0004594	Bany_15408-RA	XP_034833292.1
OG0004595	Bany_14861-RA	XP_034834407.1, XP_034834408.1
OG0004596	Bany_06451-RA	XP_034827390.1
OG0004597	Bany_09223-RA	XP_034832187.1
OG0004598	Bany_08491-RA	XP_034830503.1
OG0004599	Bany_08494-RA	XP_034830521.1
OG0004600	Bany_15995-RA	XP_034829413.1
OG0004601	Bany_13578-RA, Bany_13577-RA	XP_034832869.1
OG0004602	Bany_15996-RA	XP_034829257.1
OG0004603	Bany_09229-RA	XP_034831806.1
OG0004604	Bany_15998-RA	XP_034829415.1
OG0004605	Bany_16002-RA, Bany_16000-RA	XP_034829032.1
OG0004606	Bany_12356-RA	XP_034829788.1
OG0004607	Bany_10441-RA	XP_034824655.1
OG0004608	Bany_14871-RA	XP_034834496.1
OG0004609	Bany_04109-RA	XP_034837931.1
OG0004610	Bany_04961-RA	XP_034838504.1
OG0004611	Bany_08510-RA	XP_034830524.1
OG0004612	Bany_00719-RA	XP_034840924.1, XP_034840925.1
OG0004613	Bany_01639-RA	XP_034828170.1
OG0004614	Bany_06459-RA	XP_034827113.1
OG0004615	Bany_15411-RA	XP_034833286.1
OG0004616	Bany_04114-RA	XP_034840120.1
OG0004617	Bany_07758-RA	XP_034839438.1
OG0004618	Bany_07143-RA	XP_034837773.1
OG0004619	Bany_00723-RA	XP_034824174.1
OG0004620	Bany_03252-RA	XP_034840165.1
OG0004621	Bany_08523-RA	XP_034830516.1
OG0004622	Bany_12357-RA	XP_034829618.1
OG0004623	Bany_05740-RA	XP_034825618.1
OG0004624	Bany_06466-RA	XP_034826856.1
OG0004625	Bany_03254-RA, Bany_03409-RA	XP_034840310.1
OG0004626	Bany_05742-RA	XP_034825586.1, XP_034825585.1
OG0004627	Bany_02459-RA	XP_034825977.1
OG0004628	Bany_05743-RA	XP_034825582.1
OG0004629	Bany_03343-RA	XP_034840006.1
OG0004630	Bany_05747-RA, Bany_05745-RA, Bany_05746-RA	XP_034825589.1
OG0004631	Bany_12358-RA	XP_034829661.1, XP_034829662.1
OG0004632	Bany_05748-RA	XP_034825584.1
OG0004633	Bany_11085-RA	XP_034828916.1
OG0004634	Bany_03264-RA	XP_034840434.1
OG0004635	Bany_00744-RA	XP_034840919.1
OG0004636	Bany_16010-RA	XP_034829064.1
OG0004637	Bany_16011-RA	XP_034829060.1
OG0004638	Bany_04980-RA	XP_034830047.1
OG0004639	Bany_14208-RA	XP_034831150.1
OG0004640	Bany_02462-RA	XP_034826061.1
OG0004641	Bany_16013-RA	XP_034829062.1, XP_034829061.1
OG0004642	Bany_11090-RA	XP_034828889.1
OG0004643	Bany_03278-RA	XP_034840430.1
OG0004644	Bany_04982-RA	XP_034830027.1
OG0004645	Bany_01665-RA, Bany_01664-RA	XP_034827589.1
OG0004646	Bany_11093-RA	XP_034828755.1
OG0004647	Bany_07775-RA, Bany_07776-RA	XP_034839292.1
OG0004648	Bany_04984-RA	XP_034839727.1, XP_034830944.1
OG0004649	Bany_08527-RA, Bany_08526-RA	XP_034830749.1
OG0004650	Bany_12366-RA	XP_034830213.1
OG0004651	Bany_09267-RA	XP_034832300.1
OG0004652	Bany_07777-RA	XP_034839439.1, XP_034839152.1
OG0004653	Bany_00753-RA	XP_034841183.1
OG0004654	Bany_04131-RA	XP_034828637.1
OG0004655	Bany_05766-RA	XP_034825173.1
OG0004656	Bany_16018-RA	XP_034829276.1
OG0004657	Bany_10460-RA	XP_034824698.1
OG0004658	Bany_08533-RA	XP_034830737.1
OG0004659	Bany_02465-RA	XP_034825901.1
OG0004660	Bany_05769-RA	XP_034825616.1
OG0004661	Bany_08536-RA	XP_034830788.1
OG0004662	Bany_02467-RA	XP_034826612.1
OG0004663	Bany_00763-RA	XP_034841079.1
OG0004664	Bany_08538-RA, Bany_08544-RA	XP_034830424.1
OG0004665	Bany_07820-RA, Bany_13598-RA	XP_034832629.1
OG0004666	Bany_01668-RA	XP_034827726.1
OG0004667	Bany_03297-RA	XP_034839988.1
OG0004668	Bany_05775-RA	XP_034825190.1, XP_034825191.1
OG0004669	Bany_01669-RA, Bany_01670-RA	XP_034827731.1
OG0004670	Bany_15423-RA	XP_034833400.1
OG0004671	Bany_08552-RA	XP_034830358.1
OG0004672	Bany_00768-RA	XP_034841078.1
OG0004673	Bany_02472-RA	XP_034826159.1
OG0004674	Bany_08553-RA	XP_034830783.1
OG0004675	Bany_02475-RA	XP_034826214.1
OG0004676	Bany_08560-RA	XP_034830332.1
OG0004677	Bany_08562-RA	XP_034830545.1
OG0004678	Bany_01679-RA	XP_034828226.1
OG0004679	Bany_04999-RA	XP_034838366.1
OG0004680	Bany_05001-RA	XP_034832821.1
OG0004681	Bany_01681-RA	XP_034828228.1
OG0004682	Bany_03321-RA	XP_034839949.1
OG0004683	Bany_12377-RA	XP_034830118.1, XP_034830119.1
OG0004685	Bany_06511-RA	XP_034826771.1
OG0004686	Bany_01684-RA, Bany_01685-RA	XP_034828188.1
OG0004687	Bany_06544-RA, Bany_06512-RA	XP_034826770.1
OG0004689	Bany_08567-RA	XP_034830387.1
OG0004690	Bany_02482-RA	XP_034826432.1
OG0004691	Bany_05005-RA	XP_034831023.1
OG0004692	Bany_05007-RA	XP_034831107.1
OG0004693	Bany_04149-RA	XP_034840726.1
OG0004694	Bany_05008-RA	XP_034831182.1, XP_034831190.1
OG0004695	Bany_05783-RA	XP_034825615.1
OG0004696	Bany_05014-RA	XP_034831133.1
OG0004697	Bany_05015-RA	XP_034831171.1
OG0004699	Bany_12387-RA	XP_034830150.1
OG0004700	Bany_10472-RA	XP_034824362.1
OG0004701	Bany_08570-RA	XP_034830363.1
OG0004702	Bany_05020-RA	XP_034831076.1
OG0004703	Bany_01693-RA	XP_034828182.1
OG0004704	Bany_05021-RA	XP_034831151.1
OG0004705	Bany_05787-RA	XP_034825614.1
OG0004706	Bany_04151-RA	XP_034824852.1
OG0004707	Bany_09294-RA	XP_034831848.1
OG0004708	Bany_09297-RA	XP_034831849.1
OG0004709	Bany_12394-RA	XP_034830233.1
OG0004710	Bany_12395-RA	XP_034830092.1
OG0004711	Bany_05796-RA, Bany_05798-RA	XP_034824994.1
OG0004712	Bany_08573-RA	XP_034830275.1, XP_034830274.1
OG0004713	Bany_01704-RA	XP_034828183.1
OG0004714	Bany_00793-RA	XP_034823905.1
OG0004715	Bany_07806-RA	XP_034839458.1
OG0004716	Bany_02513-RA	XP_034826030.1
OG0004717	Bany_02514-RA	XP_034826038.1, XP_034826036.1
OG0004718	Bany_05042-RA	XP_034838207.1
OG0004719	Bany_03334-RA	XP_034840777.1
OG0004720	Bany_10500-RA	XP_034824253.1
OG0004721	Bany_07807-RA	XP_034839192.1
OG0004722	Bany_07811-RA	XP_034839196.1
OG0004723	Bany_05803-RA	XP_034825396.1
OG0004724	Bany_08589-RA	XP_034830703.1, XP_034830701.1, XP_034830702.1
OG0004725	Bany_05046-RA	XP_034834375.1
OG0004727	Bany_05051-RA	XP_034833741.1
OG0004728	Bany_04184-RA	XP_034829107.1
OG0004729	Bany_04185-RA	XP_034829096.1, XP_034829091.1
OG0004730	Bany_04187-RA	XP_034829065.1
OG0004731	Bany_04190-RA, Bany_04189-RA	XP_034831581.1
OG0004732	Bany_01737-RA	XP_034827469.1
OG0004733	Bany_00821-RA	XP_034841030.1, XP_034841028.1
OG0004734	Bany_05064-RA	XP_034837016.1
OG0004735	Bany_03375-RA, Bany_03373-RA	XP_034839880.1
OG0004736	Bany_04196-RA, Bany_04195-RA	XP_034831783.1
OG0004737	Bany_01742-RA	XP_034828230.1, XP_034828229.1
OG0004738	Bany_07834-RA	XP_034839510.1
OG0004739	Bany_12422-RA	XP_034829910.1, XP_034829911.1
OG0004740	Bany_01748-RA	XP_034827818.1
OG0004741	Bany_03386-RA	XP_034839861.1
OG0004742	Bany_04209-RA	XP_034832140.1
OG0004743	Bany_00832-RA	XP_034840909.1
OG0004744	Bany_00835-RA	XP_034840954.1
OG0004745	Bany_03395-RA	XP_034840148.1
OG0004746	Bany_04215-RA	XP_034840458.1
OG0004747	Bany_04216-RA	XP_034840303.1
OG0004748	Bany_03398-RA	XP_034840420.1
OG0004749	Bany_04217-RA	XP_034832782.1
OG0004750	Bany_03399-RA	XP_034840444.1
OG0004751	Bany_10537-RA	XP_034824263.1
OG0004752	Bany_04226-RA	XP_034826910.1
OG0004753	Bany_00843-RA	XP_034841205.1
OG0004754	Bany_08637-RA	XP_034830766.1, XP_034830855.1
OG0004755	Bany_01770-RA	XP_034827928.1
OG0004756	Bany_08645-RA, Bany_08643-RA	XP_034830765.1
OG0004757	Bany_01771-RA	XP_034827916.1
OG0004758	Bany_08648-RA	XP_034830548.1
OG0004759	Bany_01786-RA	XP_034827989.1
OG0004760	Bany_04242-RA	XP_034825479.1
OG0004762	Bany_04243-RA	XP_034824895.1
OG0004763	Bany_05091-RA	XP_034837041.1
OG0004764	Bany_01801-RA	XP_034827912.1
OG0004765	Bany_04248-RA	XP_034833183.1
OG0004766	Bany_04249-RA	XP_034828142.1
OG0004767	Bany_00855-RA	XP_034841211.1
OG0004768	Bany_05100-RA	XP_034835083.1
OG0004769	Bany_04260-RA, Bany_04261-RA	XP_034833407.1
