Orthogroup	Bicyclus_anynana	Heliconius_melpomene_melpomene
OG0004769	Bany_04260-RA, Bany_04261-RA	HMEL033113g1.t1
OG0004770	Bany_04266-RA	HMEL010923g1.t1
OG0004771	Bany_03428-RA	HMEL035252g1.t1, HMEL021509g1.t1
OG0004772	Bany_02588-RA	HMEL013662g1.t1
OG0004773	Bany_02590-RA	HMEL013659g1.t1
OG0004775	Bany_07874-RA	HMEL007236g1.t1
OG0004776	Bany_02603-RA	HMEL013638g1.t1
OG0004777	Bany_00864-RA	HMEL030987g1.t1
OG0004778	Bany_07875-RA	HMEL007235g1.t1
OG0004779	Bany_02609-RA	HMEL013627g1.t1
OG0004780	Bany_04286-RA	HMEL016497g1.t1
OG0004781	Bany_02630-RA	HMEL013614g1.t1, HMEL030568g1.t1
OG0004782	Bany_07886-RA	HMEL006387g1.t1
OG0004783	Bany_07892-RA	HMEL007227g1.t1, HMEL012069g1.t1
OG0004784	Bany_07896-RA	HMEL006379g1.t1
OG0004785	Bany_07900-RA	HMEL006375g1.t1
OG0004786	Bany_05148-RA	HMEL015976g1.t1
OG0004787	Bany_05160-RA	HMEL006694g1.t1
OG0004788	Bany_07915-RA	HMEL016651g1.t1
OG0004789	Bany_07920-RA	HMEL035581g1.t1
OG0004790	Bany_07921-RA	HMEL035580g1.t1
OG0004791	Bany_07922-RA	HMEL035579g1.t1
OG0004849	Bany_17686-RA	HMEL006166g1.t1
OG0004850	Bany_18171-RA	HMEL007117g1.t1
OG0004851	Bany_07168-RA	HMEL035800g1.t1
OG0004852	Bany_16439-RA	HMEL010719g1.t1
OG0004853	Bany_17687-RA	HMEL006164g1.t1
OG0004854	Bany_16927-RA	HMEL009489g1.t1
OG0004855	Bany_02635-RA	HMEL006670g1.t1
OG0004856	Bany_16440-RA	HMEL020835g1.t1
OG0004857	Bany_09325-RA	HMEL014026g1.t1
OG0004858	Bany_15434-RA	HMEL034415g1.t1
OG0004859	Bany_15435-RA	HMEL003241g1.t1
OG0004860	Bany_16931-RA	HMEL009490g1.t1
OG0004861	Bany_17402-RA	HMEL003238g1.t1
OG0004862	Bany_16932-RA	HMEL009492g1.t1
OG0004863	Bany_07169-RA	HMEL007285g1.t1
OG0004864	Bany_11826-RA	HMEL004616g1.t1
OG0004865	Bany_17693-RA	HMEL006194g1.t1
OG0004866	Bany_14879-RA	HMEL004055g1.t1
OG0004867	Bany_14253-RA	HMEL002976g1.t1
OG0004868	Bany_03451-RA	HMEL004334g1.t1
OG0004869	Bany_16934-RA	HMEL009494g1.t1
OG0004870	Bany_14995-RA, Bany_17694-RA	HMEL034632g1.t1
OG0004871	Bany_00004-RA	HMEL015079g1.t1
OG0004872	Bany_14880-RA	HMEL004054g1.t1
OG0004873	Bany_17403-RA	HMEL003237g1.t1
OG0004874	Bany_09898-RA	HMEL031804g1.t1
OG0004875	Bany_15441-RA	HMEL003246g1.t1
OG0004877	Bany_01813-RA	HMEL008585g1.t1
OG0004878	Bany_07171-RA	HMEL006200g1.t1
OG0004879	Bany_14884-RA	HMEL004050g1.t1
OG0004880	Bany_12446-RA	HMEL013224g1.t1
OG0004881	Bany_05868-RA	HMEL006784g1.t1
OG0004882	Bany_14257-RA	HMEL010286g1.t1
OG0004883	Bany_10543-RA	HMEL036175g1.t1
OG0004884	Bany_14885-RA	HMEL004049g1.t1
OG0004885	Bany_15445-RA	HMEL003247g1.t1
OG0004886	Bany_03460-RA	HMEL004329g1.t1
OG0004887	Bany_09903-RA	HMEL005062g1.t1
OG0004888	Bany_14261-RA	HMEL036583g1.t1
OG0004889	Bany_14889-RA	HMEL036378g1.t1
OG0004890	Bany_11834-RA	HMEL036942g1.t1
OG0004891	Bany_08658-RA	HMEL017125g1.t1
OG0004892	Bany_05870-RA	HMEL034862g1.t1
OG0004893	Bany_15163-RA, Bany_15099-RA, Bany_12452-RA, Bany_09532-RA, Bany_16821-RA, Bany_17657-RA	HMEL007356g1.t1, HMEL034507g1.t1
OG0004894	Bany_11139-RA, Bany_11138-RA	HMEL014331g1.t1
OG0004895	Bany_14267-RA	HMEL010291g1.t1
OG0004896	Bany_07174-RA	HMEL009822g1.t1
OG0004897	Bany_13616-RA	HMEL006767g1.t1
OG0004898	Bany_02649-RA	HMEL010877g1.t1
OG0004899	Bany_09910-RA	HMEL031802g1.t1
OG0004900	Bany_10551-RA	HMEL008374g1.t1
OG0004901	Bany_07928-RA	HMEL032877g1.t1
OG0004902	Bany_15453-RA	HMEL010109g1.t1
OG0004903	Bany_12459-RA	HMEL008107g1.t1
OG0004904	Bany_08663-RA	HMEL017128g1.t1
OG0004905	Bany_09344-RA	HMEL037817g1.t1, HMEL007408g1.t1
OG0004906	Bany_00935-RA	HMEL004471g1.t1
OG0004907	Bany_06557-RA	HMEL014526g1.t1
OG0004908	Bany_07181-RA	HMEL012202g1.t1
OG0004909	Bany_05874-RA	HMEL006777g1.t1
OG0004910	Bany_16944-RA	HMEL009506g1.t1
OG0004911	Bany_16945-RA	HMEL009507g1.t1
OG0004912	Bany_10553-RA	HMEL036176g1.t1
OG0004913	Bany_06558-RA	HMEL014525g1.t1
OG0004914	Bany_06559-RA	HMEL030096g1.t1
OG0004915	Bany_10554-RA	HMEL036177g1.t1
OG0004916	Bany_09917-RA	HMEL005379g1.t1
OG0004917	Bany_00939-RA	HMEL004469g1.t1
OG0004918	Bany_07936-RA	HMEL032881g1.t1
OG0004919	Bany_00940-RA	HMEL004468g1.t1
OG0004920	Bany_07937-RA	HMEL032882g1.t1
OG0004921	Bany_09918-RA	HMEL031797g1.t1
OG0004922	Bany_09919-RA	HMEL005377g1.t1
OG0004923	Bany_14271-RA	HMEL010293g1.t1
OG0004925	Bany_16952-RA	HMEL013539g1.t1
OG0004926	Bany_11140-RA	HMEL006433g1.t1
OG0004927	Bany_04315-RA, Bany_04320-RA	HMEL014873g1.t1
OG0004928	Bany_14894-RA	HMEL014605g1.t1
OG0004929	Bany_16953-RA	HMEL013540g1.t1
OG0004930	Bany_11142-RA	HMEL006434g1.t1
OG0004931	Bany_11143-RA	HMEL032412g1.t1
OG0004932	Bany_16044-RA	HMEL022598g1.t1
OG0004933	Bany_00944-RA	HMEL012788g1.t1
OG0004934	Bany_17702-RA	HMEL034595g1.t1
OG0004935	Bany_15463-RA	HMEL014794g1.t1
OG0004936	Bany_11144-RA	HMEL032411g1.t1
OG0004937	Bany_13032-RA	HMEL013007g1.t1
OG0004938	Bany_00946-RA	HMEL012789g1.t1
OG0004939	Bany_11837-RA	HMEL012156g1.t1
OG0004940	Bany_01847-RA	HMEL016396g1.t1
OG0004941	Bany_17408-RA	HMEL006055g1.t1
OG0004942	Bany_13623-RA	HMEL007265g1.t1
OG0004943	Bany_17704-RA	HMEL016967g1.t1
OG0004944	Bany_07940-RA	HMEL032883g1.t1
OG0004945	Bany_14905-RA	HMEL030381g1.t1
OG0004946	Bany_05193-RA	HMEL003102g1.t1
OG0004947	Bany_08676-RA	HMEL018018g1.t1
OG0004948	Bany_05885-RA	HMEL006029g1.t1
OG0004949	Bany_09921-RA	HMEL031791g1.t1
OG0004950	Bany_17706-RA	HMEL016965g1.t1
OG0004951	Bany_12470-RA	HMEL010174g1.t1
OG0004952	Bany_07944-RA	HMEL007827g1.t1
OG0004953	Bany_11841-RA	HMEL012152g1.t1
OG0004954	Bany_09922-RA	HMEL031792g1.t1
OG0004955	Bany_02652-RA	HMEL003909g1.t1
OG0004956	Bany_08677-RA	HMEL018017g1.t1
OG0004957	Bany_11842-RA	HMEL012151g1.t1
OG0004958	Bany_09924-RA	HMEL010423g1.t1
OG0004959	Bany_02654-RA	HMEL003910g1.t1
OG0004960	Bany_02656-RA	HMEL003911g1.t1
OG0004962	Bany_09925-RA	HMEL010424g1.t1
OG0004963	Bany_04326-RA	HMEL002841-RA
OG0004964	Bany_13629-RA	HMEL007256g1.t1
OG0004965	Bany_07190-RA, Bany_03308-RA	HMEL006449g1.t1
OG0004966	Bany_17710-RA	HMEL008689-RA
OG0004968	Bany_15480-RA	HMEL014783g1.t1
OG0004969	Bany_07191-RA	HMEL013399g1.t1
OG0004970	Bany_10564-RA	HMEL010392g1.t1
OG0004971	Bany_00956-RA	HMEL004473g1.t1
OG0004972	Bany_05889-RA	HMEL017954g1.t1
OG0004973	Bany_16956-RA	HMEL007472g1.t1
OG0004974	Bany_00957-RA	HMEL035403g1.t1
OG0004975	Bany_15485-RA	HMEL014780g1.t1
OG0004976	Bany_01861-RA, Bany_01863-RA	HMEL016381g1.t1
OG0004977	Bany_15486-RA	HMEL014779g1.t1
OG0004978	Bany_07197-RA	HMEL013401-RA
OG0004979	Bany_15487-RA	HMEL014776g1.t1
OG0004980	Bany_05892-RA	HMEL007770-RA
OG0004981	Bany_10569-RA	HMEL021158g1.t1
OG0004982	Bany_14285-RA	HMEL036598g1.t1
OG0004983	Bany_17415-RA	HMEL006062g1.t1
OG0004984	Bany_00022-RA	HMEL006399g1.t1
OG0004985	Bany_14286-RA	HMEL010298g1.t1
OG0004986	Bany_11848-RA	HMEL012148g1.t1
OG0004987	Bany_14287-RA	HMEL010299g1.t1
OG0004988	Bany_10572-RA	HMEL036190g1.t1
OG0004989	Bany_14288-RA	HMEL010300g1.t1
OG0004990	Bany_05895-RA	HMEL021420g1.t1
OG0004991	Bany_11152-RA, Bany_17156-RA	HMEL009465g1.t1
OG0004992	Bany_14290-RA	HMEL010302g1.t1
OG0004993	Bany_13637-RA	HMEL013825g1.t1
OG0004994	Bany_08687-RA	HMEL004745g1.t1
OG0004995	Bany_13638-RA	HMEL037458g1.t1
OG0004996	Bany_03480-RA	HMEL011605g1.t1
OG0004997	Bany_03482-RA	HMEL011606g1.t1
OG0004998	Bany_15489-RA	HMEL014773g1.t1
OG0004999	Bany_12484-RA	HMEL034041g1.t1, HMEL034039g1.t1
OG0005000	Bany_13904-RA, Bany_01866-RA	HMEL031460g1.t1
OG0005001	Bany_05897-RA	HMEL013280g1.t1
OG0005002	Bany_13643-RA	HMEL013831g1.t1
OG0005003	Bany_13644-RA	HMEL037461g1.t1
OG0005004	Bany_01867-RA	HMEL016376g1.t1
OG0005005	Bany_13645-RA	HMEL013832g1.t1
OG0005006	Bany_13646-RA	HMEL013837g1.t1
OG0005007	Bany_03483-RA	HMEL011607g1.t1
OG0005008	Bany_05898-RA	HMEL034904g1.t1
OG0005009	Bany_17420-RA	HMEL006068g1.t1
OG0005010	Bany_13647-RA	HMEL037462g1.t1
OG0005011	Bany_13651-RA	HMEL013834g1.t1
OG0005012	Bany_05204-RA	HMEL017694g1.t1
OG0005013	Bany_12488-RA	HMEL010155g1.t1
OG0005014	Bany_06565-RA	HMEL030104g1.t1
OG0005015	Bany_05207-RA	HMEL017692g1.t1
OG0005016	Bany_01872-RA	HMEL016373g1.t1
OG0005017	Bany_06567-RA	HMEL002614g1.t1
OG0005018	Bany_17718-RA	HMEL003063g1.t1
OG0005019	Bany_07958-RA	HMEL032892g1.t1
OG0005020	Bany_14293-RA	HMEL002995g1.t1
OG0005021	Bany_14294-RA	HMEL002994g1.t1
OG0005022	Bany_07959-RA	HMEL032893g1.t1
OG0005023	Bany_14295-RA	HMEL002993g1.t1
OG0005024	Bany_07960-RA	HMEL008516g1.t1
OG0005025	Bany_05212-RA	HMEL033999g1.t1
OG0005026	Bany_07961-RA	HMEL008517g1.t1
OG0005027	Bany_05903-RA	HMEL014576g1.t1
OG0005028	Bany_05213-RA	HMEL033998g1.t1
OG0005029	Bany_05214-RA	HMEL017687g1.t1
OG0005030	Bany_06569-RA	HMEL002616g1.t1
OG0005031	Bany_17721-RA	HMEL003232g1.t1
OG0005032	Bany_14300-RA	HMEL002989g1.t1
OG0005033	Bany_14301-RA	HMEL002988g1.t1
OG0005034	Bany_00026-RA	HMEL004915g1.t1
OG0005035	Bany_14302-RA	HMEL002987-RA
OG0005036	Bany_04342-RA	HMEL010483g1.t1
OG0005037	Bany_16970-RA	HMEL007486g1.t1
OG0005038	Bany_16971-RA	HMEL007487g1.t1
OG0005039	Bany_17424-RA	HMEL006070g1.t1
OG0005040	Bany_05215-RA	HMEL033997g1.t1
OG0005041	Bany_12500-RA	HMEL010157g1.t1
OG0005042	Bany_03486-RA	HMEL030128g1.t1
OG0005043	Bany_16483-RA	HMEL007406g1.t1
OG0005044	Bany_01879-RA	HMEL016363g1.t1
OG0005045	Bany_12501-RA	HMEL010159g1.t1
OG0005047	Bany_01880-RA	HMEL016362g1.t1
OG0005048	Bany_05219-RA	HMEL017685g1.t1
OG0005049	Bany_01881-RA	HMEL016361g1.t1
OG0005050	Bany_06571-RA	HMEL003840g1.t1
OG0005051	Bany_15494-RA	HMEL014770g1.t1
OG0005052	Bany_01882-RA	HMEL016360g1.t1
OG0005053	Bany_16975-RA	HMEL008853g1.t1
OG0005054	Bany_16976-RA	HMEL008854g1.t1
OG0005055	Bany_11850-RA	HMEL012144g1.t1
OG0005056	Bany_02666-RA	HMEL016466g1.t1
OG0005057	Bany_14304-RA	HMEL036612g1.t1
OG0005058	Bany_01884-RA	HMEL035257g1.t1
OG0005059	Bany_00031-RA	HMEL012818g1.t1
OG0005060	Bany_16488-RA, Bany_16489-RA	HMEL021557g1.t1
OG0005061	Bany_08693-RA	HMEL015902g1.t1
OG0005062	Bany_09940-RA	HMEL013360-RA
OG0005063	Bany_05222-RA	HMEL010455g1.t1
OG0005064	Bany_11157-RA	HMEL007945g1.t1
OG0005065	Bany_17735-RA	HMEL012014g1.t1
OG0005066	Bany_16977-RA	HMEL030431g1.t1
OG0005067	Bany_06573-RA	HMEL003835g1.t1
OG0005068	Bany_06575-RA	HMEL003834g1.t1
OG0005069	Bany_16980-RA	HMEL008857g1.t1
OG0005070	Bany_11160-RA	HMEL007943g1.t1
OG0005071	Bany_13658-RA	HMEL013846g1.t1
OG0005072	Bany_02667-RA	HMEL007254g1.t1
OG0005073	Bany_13660-RA	HMEL037466g1.t1
OG0005074	Bany_13049-RA	HMEL017817g1.t1
OG0005075	Bany_11163-RA	HMEL007941-RA
OG0005076	Bany_15500-RA	HMEL014762g1.t1
OG0005077	Bany_07978-RA	HMEL012762g1.t1
OG0005078	Bany_06578-RA	HMEL004272g1.t1
OG0005079	Bany_08699-RA	HMEL015908g1.t1
OG0005080	Bany_05228-RA	HMEL033988g1.t1
OG0005081	Bany_03495-RA	HMEL003954g1.t1
OG0005082	Bany_16500-RA	HMEL036440g1.t1
OG0005083	Bany_16503-RA	HMEL005620g1.t1
OG0005084	Bany_03496-RA	HMEL003955g1.t1
OG0005085	Bany_16093-RA	HMEL010807g1.t1
OG0005086	Bany_11166-RA	HMEL007939g1.t1
OG0005087	Bany_11167-RA	HMEL007938g1.t1
OG0005088	Bany_14310-RA	HMEL036606g1.t1
OG0005089	Bany_17436-RA	HMEL034424g1.t1
OG0005090	Bany_07979-RA	HMEL032902g1.t1
OG0005091	Bany_14311-RA	HMEL036605g1.t1
OG0005092	Bany_14312-RA	HMEL017081g1.t1
OG0005093	Bany_07980-RA	HMEL032903g1.t1
OG0005094	Bany_16989-RA	HMEL008861g1.t1
OG0005095	Bany_17437-RA	HMEL015556g1.t1
OG0005097	Bany_13664-RA	HMEL013853g1.t1
OG0005098	Bany_13665-RA	HMEL037468g1.t1
OG0005099	Bany_02668-RA	HMEL007252g1.t1
OG0005100	Bany_14313-RA	HMEL017080g1.t1
OG0005101	Bany_14314-RA	HMEL017079g1.t1
OG0005102	Bany_11170-RA	HMEL016287g1.t1
OG0005103	Bany_14929-RA	HMEL036392g1.t1
OG0005104	Bany_13666-RA	HMEL037469g1.t1
OG0005105	Bany_04352-RA	HMEL030706g1.t1
OG0005107	Bany_16991-RA	HMEL030432g1.t1
OG0005108	Bany_00982-RA	HMEL010614g1.t1
OG0005109	Bany_13668-RA	HMEL013858g1.t1
OG0005110	Bany_07984-RA	HMEL013530g1.t1
OG0005111	Bany_00983-RA	HMEL010613g1.t1
OG0005112	Bany_14317-RA	HMEL017076g1.t1
OG0005113	Bany_16992-RA	HMEL008865g1.t1
OG0005114	Bany_00985-RA	HMEL035409g1.t1
OG0005115	Bany_16994-RA	HMEL008867g1.t1
OG0005116	Bany_14318-RA	HMEL017075g1.t1
OG0005117	Bany_15508-RA	HMEL010068g1.t1
OG0005118	Bany_15509-RA	HMEL010066g1.t1
OG0005119	Bany_03499-RA	HMEL013292g1.t1
OG0005120	Bany_15510-RA	HMEL010065g1.t1
OG0005121	Bany_03500-RA	HMEL013293g1.t1
OG0005122	Bany_15511-RA	HMEL010064g1.t1
OG0005123	Bany_05907-RA	HMEL034911g1.t1
OG0005124	Bany_06586-RA	HMEL004282g1.t1
OG0005125	Bany_16996-RA	HMEL008869g1.t1
OG0005126	Bany_01899-RA	HMEL014500g1.t1
OG0005127	Bany_01900-RA	HMEL014499g1.t1
OG0005128	Bany_16100-RA	HMEL010800g1.t1
OG0005129	Bany_03503-RA	HMEL013296g1.t1
OG0005130	Bany_04367-RA	HMEL009009g1.t1
OG0005131	Bany_15515-RA	HMEL010062g1.t1
OG0005132	Bany_09949-RA	HMEL031782g1.t1
OG0005133	Bany_07988-RA	HMEL032907g1.t1
OG0005135	Bany_15516-RA	HMEL010061g1.t1
OG0005136	Bany_09950-RA	HMEL002979g1.t1
OG0005137	Bany_08714-RA	HMEL031513g1.t1
OG0005138	Bany_08715-RA	HMEL031514g1.t1
OG0005139	Bany_15519-RA	HMEL010058g1.t1
OG0005140	Bany_12533-RA	HMEL034030g1.t1
OG0005141	Bany_05908-RA	HMEL034912g1.t1
OG0005142	Bany_03506-RA	HMEL013297g1.t1
OG0005143	Bany_15520-RA	HMEL010056g1.t1
OG0005144	Bany_05909-RA	HMEL034913g1.t1
OG0005145	Bany_03508-RA	HMEL013298g1.t1
OG0005146	Bany_11173-RA	HMEL032400g1.t1
OG0005147	Bany_02672-RA	HMEL007244g1.t1
OG0005148	Bany_00037-RA	HMEL004192g1.t1
OG0005149	Bany_08717-RA	HMEL017118g1.t1
OG0005150	Bany_02674-RA	HMEL007243g1.t1
OG0005151	Bany_03511-RA	HMEL013300g1.t1
OG0005152	Bany_08718-RA	HMEL017117g1.t1
OG0005153	Bany_05912-RA	HMEL014696g1.t1
OG0005154	Bany_13062-RA	HMEL011711g1.t1
OG0005155	Bany_09366-RA	HMEL037840g1.t1
OG0005156	Bany_07214-RA	HMEL011795g1.t1
OG0005157	Bany_04375-RA	HMEL009012g1.t1
OG0005158	Bany_09368-RA	HMEL006007g1.t1
OG0005159	Bany_02678-RA	HMEL003614g1.t1
OG0005160	Bany_04377-RA	HMEL009013g1.t1
OG0005161	Bany_13065-RA	HMEL011710g1.t1
OG0005162	Bany_05915-RA	HMEL014698g1.t1
OG0005163	Bany_07217-RA	HMEL011794g1.t1
OG0005164	Bany_05232-RA	HMEL033987g1.t1, HMEL022208g1.t1
OG0005165	Bany_05917-RA	HMEL014699g1.t1
OG0005166	Bany_03514-RA	HMEL002857g1.t1
OG0005167	Bany_02679-RA	HMEL017007g1.t1
OG0005168	Bany_05237-RA	HMEL014521g1.t1
OG0005170	Bany_05238-RA	HMEL033985g1.t1
OG0005171	Bany_16110-RA, Bany_16109-RA	HMEL010793g1.t1
OG0005172	Bany_00044-RA	HMEL004188g1.t1
OG0005173	Bany_15524-RA	HMEL004133g1.t1
OG0005174	Bany_09373-RA	HMEL006004g1.t1
OG0005175	Bany_12541-RA	HMEL014820g1.t1, HMEL008719g1.t1
OG0005176	Bany_04379-RA	HMEL009014g1.t1
OG0005177	Bany_06594-RA	HMEL030107g1.t1
OG0005178	Bany_16507-RA	HMEL014620g1.t1
OG0005179	Bany_09375-RA	HMEL010925g1.t1
OG0005180	Bany_13684-RA	HMEL005126g1.t1
OG0005180	Bany_13683-RA	HMEL005125g1.t1
OG0005181	Bany_11860-RA	HMEL015911g1.t1
OG0005182	Bany_05922-RA	HMEL011816g1.t1
OG0005183	Bany_04384-RA	HMEL009018g1.t1
OG0005184	Bany_05923-RA	HMEL011817g1.t1
OG0005186	Bany_17453-RA	HMEL004315g1.t1
OG0005187	Bany_06597-RA	HMEL010948g1.t1
OG0005188	Bany_10649-RA	HMEL009555g1.t1
OG0005189	Bany_05926-RA	HMEL011819g1.t1
OG0005191	Bany_01003-RA	HMEL002553g1.t1
OG0005193	Bany_13090-RA	HMEL011697g1.t1
OG0005194	Bany_13689-RA	HMEL005129g1.t1
OG0005195	Bany_14331-RA	HMEL013068g1.t1
OG0005197	Bany_04391-RA	HMEL009021g1.t1
OG0005198	Bany_01005-RA	HMEL035390g1.t1
OG0005199	Bany_13693-RA	HMEL005130g1.t1
OG0005200	Bany_11182-RA	HMEL020646g1.t1, HMEL032386g1.t1
OG0005201	Bany_13694-RA	HMEL005131g1.t1
OG0005202	Bany_14334-RA	HMEL036618g1.t1
OG0005203	Bany_00059-RA	HMEL015435g1.t1
OG0005204	Bany_00060-RA	HMEL031245g1.t1
OG0005205	Bany_09390-RA, Bany_09388-RA	HMEL016483g1.t1
OG0005206	Bany_11185-RA	HMEL003459g1.t1
OG0005207	Bany_10656-RA	HMEL009548g1.t1
OG0005208	Bany_12551-RA	HMEL034029g1.t1
OG0005209	Bany_02688-RA	HMEL034993g1.t1
OG0005210	Bany_13697-RA	HMEL037479g1.t1
OG0005211	Bany_04394-RA	HMEL009024g1.t1
OG0005212	Bany_04395-RA	HMEL009026g1.t1
OG0005214	Bany_16119-RA	HMEL010790g1.t1
OG0005215	Bany_04396-RA	HMEL030716g1.t1
OG0005216	Bany_00065-RA	HMEL015430g1.t1
OG0005217	Bany_12553-RA	HMEL014813g1.t1
OG0005218	Bany_12554-RA	HMEL034026g1.t1
OG0005219	Bany_02690-RA	HMEL034994g1.t1
OG0005221	Bany_10660-RA	HMEL009544g1.t1
OG0005222	Bany_07995-RA	HMEL032912g1.t1
OG0005223	Bany_11191-RA	HMEL032389g1.t1
OG0005224	Bany_01908-RA	HMEL014492g1.t1
OG0005225	Bany_09960-RA	HMEL031778g1.t1
OG0005226	Bany_05246-RA, Bany_05245-RA	HMEL020321g1.t1
OG0005228	Bany_05247-RA	HMEL033980g1.t1
OG0005229	Bany_09961-RA	HMEL031777g1.t1
OG0005230	Bany_13107-RA	HMEL002193g1.t1
OG0005231	Bany_13704-RA	HMEL037481g1.t1
OG0005232	Bany_07228-RA	HMEL015795g1.t1
OG0005233	Bany_13109-RA	HMEL008079g1.t1, HMEL008078g1.t1
OG0005234	Bany_09965-RA	HMEL015473g1.t1
OG0005235	Bany_14341-RA	HMEL016011g1.t1
OG0005236	Bany_11867-RA	HMEL004339g1.t1
OG0005237	Bany_11868-RA	HMEL004340g1.t1
OG0005238	Bany_09966-RA	HMEL015474g1.t1
OG0005239	Bany_09399-RA	HMEL004124g1.t1
OG0005240	Bany_14343-RA	HMEL016012g1.t1
OG0005241	Bany_09967-RA	HMEL015475g1.t1
OG0005242	Bany_16128-RA	HMEL022577g1.t1
OG0005243	Bany_00072-RA	HMEL015425g1.t1
OG0005244	Bany_00073-RA	HMEL015424g1.t1
OG0005245	Bany_09969-RA	HMEL015477g1.t1
OG0005246	Bany_09400-RA	HMEL004125g1.t1
OG0005247	Bany_15530-RA	HMEL017834g1.t1
OG0005248	Bany_09970-RA	HMEL015478g1.t1
OG0005249	Bany_15531-RA	HMEL017835g1.t1
OG0005250	Bany_09971-RA	HMEL015479g1.t1
OG0005251	Bany_01017-RA	HMEL014842g1.t1
OG0005252	Bany_08000-RA	HMEL002443g1.t1
OG0005253	Bany_00076-RA	HMEL015418g1.t1
OG0005254	Bany_16131-RA	HMEL037312g1.t1
OG0005255	Bany_00077-RA	HMEL015416g1.t1
OG0005256	Bany_11873-RA	HMEL004343g1.t1
OG0005257	Bany_17469-RA	HMEL005258-RA
OG0005258	Bany_08002-RA	HMEL014978g1.t1
OG0005259	Bany_00079-RA	HMEL015415g1.t1
OG0005260	Bany_11875-RA	HMEL009001g1.t1
OG0005261	Bany_15534-RA	HMEL017837g1.t1
OG0005262	Bany_15535-RA	HMEL017838g1.t1
OG0005263	Bany_05254-RA	HMEL033977g1.t1
OG0005264	Bany_00080-RA	HMEL015414g1.t1
OG0005265	Bany_05255-RA	HMEL005115g1.t1
OG0005266	Bany_01019-RA	HMEL006341-RA
OG0005267	Bany_00081-RA	HMEL015413g1.t1
OG0005268	Bany_08006-RA	HMEL032959g1.t1
OG0005269	Bany_13116-RA	HMEL008072g1.t1
OG0005270	Bany_00083-RA	HMEL015411g1.t1
OG0005271	Bany_06609-RA	HMEL011190g1.t1
OG0005272	Bany_03523-RA	HMEL015082g1.t1
OG0005273	Bany_11197-RA	HMEL003359g1.t1
OG0005274	Bany_11198-RA	HMEL020080g1.t1
OG0005275	Bany_11878-RA	HMEL007193g1.t1
OG0005276	Bany_13119-RA	HMEL008070g1.t1
OG0005277	Bany_16135-RA	HMEL003812g1.t1
OG0005278	Bany_08726-RA	HMEL020141g1.t1
OG0005279	Bany_17477-RA	HMEL034439g1.t1
OG0005280	Bany_17757-RA	HMEL003916g1.t1
OG0005281	Bany_13122-RA	HMEL011804g1.t1
OG0005282	Bany_07237-RA	HMEL007802g1.t1
OG0005283	Bany_09974-RA	HMEL004945g1.t1
OG0005284	Bany_03524-RA	HMEL015833g1.t1
OG0005285	Bany_11208-RA	HMEL014237g1.t1
OG0005286	Bany_08728-RA	HMEL012622g1.t1
OG0005287	Bany_14954-RA	HMEL005893g1.t1
OG0005288	Bany_01027-RA	HMEL021458g1.t1
OG0005291	Bany_17478-RA	HMEL004586g1.t1
OG0005293	Bany_01931-RA	HMEL012754g1.t1
OG0005294	Bany_02702-RA	HMEL017020g1.t1
OG0005295	Bany_11881-RA	HMEL008414g1.t1
OG0005296	Bany_04407-RA	HMEL009634g1.t1
OG0005297	Bany_08733-RA	HMEL012618g1.t1
OG0005298	Bany_00095-RA	HMEL015401g1.t1
OG0005299	Bany_13128-RA, Bany_13129-RA	HMEL011799g1.t1
OG0005300	Bany_04411-RA	HMEL030723g1.t1
OG0005301	Bany_11882-RA	HMEL036951g1.t1
OG0005302	Bany_08734-RA	HMEL012617g1.t1
OG0005303	Bany_15554-RA	HMEL003629g1.t1
OG0005304	Bany_15555-RA	HMEL003628g1.t1
OG0005305	Bany_16147-RA	HMEL009562g1.t1
OG0005306	Bany_13130-RA	HMEL017742g1.t1
OG0005307	Bany_15557-RA	HMEL003627g1.t1
OG0005308	Bany_01939-RA	HMEL003633g1.t1
OG0005309	Bany_16148-RA	HMEL017859g1.t1
OG0005310	Bany_13131-RA	HMEL017743g1.t1
OG0005311	Bany_16149-RA	HMEL016089g1.t1
OG0005312	Bany_17021-RA	HMEL030451g1.t1
OG0005313	Bany_13134-RA	HMEL021619g1.t1
OG0005314	Bany_13136-RA	HMEL007884-RA
OG0005315	Bany_13734-RA	HMEL008244g1.t1
OG0005316	Bany_16525-RA	HMEL017671g1.t1
OG0005317	Bany_07241-RA	HMEL017737g1.t1
OG0005318	Bany_06618-RA	HMEL003161g1.t1
OG0005319	Bany_04418-RA	HMEL009641g1.t1
OG0005320	Bany_02708-RA	HMEL017030g1.t1
OG0005321	Bany_14364-RA	HMEL016274g1.t1
OG0005322	Bany_02709-RA	HMEL017031g1.t1
OG0005323	Bany_17773-RA	HMEL011623g1.t1
OG0005324	Bany_02710-RA	HMEL017032g1.t1
OG0005325	Bany_11218-RA	HMEL032372g1.t1
OG0005326	Bany_07243-RA	HMEL035825g1.t1
OG0005327	Bany_17775-RA	HMEL011622g1.t1
OG0005328	Bany_00100-RA	HMEL015396g1.t1
OG0005329	Bany_15564-RA	HMEL016190g1.t1
OG0005330	Bany_15565-RA	HMEL034385g1.t1
OG0005331	Bany_13146-RA	HMEL017541g1.t1
OG0005332	Bany_15566-RA	HMEL016192g1.t1
