HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N6.HOG0006026	OG0004240	n0			HEL_005517-RA	HMEL014952g1.t1					
N6.HOG0006027	OG0004241	n7			HEL_003785-RA	HMEL015596g1.t1					
N6.HOG0006028	OG0004242	n0			HEL_000034-RA	HMEL022624g1.t1					
N6.HOG0006029	OG0004243	n0			HEL_005515-RA	HMEL014950g1.t1					
N6.HOG0006030	OG0004244	n0			HEL_003786-RA, HEL_003787-RA	HMEL015597g1.t1					
N6.HOG0006031	OG0004245	n0			HEL_010002-RA	HMEL009416g1.t1					
N6.HOG0006032	OG0004246	n0			HEL_001359-RA	HMEL015153g1.t1					
N6.HOG0006033	OG0004247	n0			HEL_002770-RA, HEL_002771-RA, HEL_002772-RA	HMEL013307g1.t1					
N6.HOG0006034	OG0004248	n0			HEL_000030-RA, HEL_000031-RA	HMEL017141g1.t1					
N6.HOG0006035	OG0004249	n5			HEL_009514-RA	HMEL013130g1.t1					
N6.HOG0006036	OG0004250	n0			HEL_001362-RA	HMEL015151g1.t1					
N6.HOG0006037	OG0004251	n0			HEL_001361-RA, HEL_001360-RA	HMEL015152g1.t1					
N6.HOG0006038	OG0004252	n0			HEL_002765-RA, HEL_002764-RA	HMEL013304g1.t1					
N6.HOG0006039	OG0004253	n0			HEL_001364-RA	HMEL005818g1.t1					
N6.HOG0006040	OG0004254	n0			HEL_009513-RA	HMEL013132g1.t1					
N6.HOG0006041	OG0004255	n4			HEL_004218-RA	HMEL036063g1.t1					
N6.HOG0006042	OG0004256	n0			HEL_006294-RA	HMEL003361g1.t1					
N6.HOG0006043	OG0004257	n0			HEL_002762-RA	HMEL012498g1.t1					
N6.HOG0006044	OG0004258	n0			HEL_001367-RA	HMEL015145g1.t1					
N6.HOG0006045	OG0004259	n0			HEL_000027-RA	HMEL017145g1.t1					
N6.HOG0006046	OG0004260	n0			HEL_003019-RA	HMEL007327g1.t1, HMEL016782g1.t1					
N6.HOG0006047	OG0004261	n0			HEL_001369-RA	HMEL031078g1.t1					
N6.HOG0006048	OG0004262	n0			HEL_010005-RA, HEL_010006-RA	HMEL033287g1.t1					
N6.HOG0006049	OG0004263	n0			HEL_003024-RA	HMEL032996g1.t1					
N6.HOG0006050	OG0004264	n0			HEL_007437-RA, HEL_007439-RA	HMEL003449g1.t1					
N6.HOG0006051	OG0004265	n0			HEL_006301-RA	HMEL002632g1.t1					
N6.HOG0006052	OG0004266	n0			HEL_008207-RA	HMEL032369g1.t1					
N6.HOG0006053	OG0004267	n0			HEL_014478-RA	HMEL035474g1.t1					
N6.HOG0006054	OG0004268	n0			HEL_006302-RA	HMEL002633g1.t1					
N6.HOG0006055	OG0004269	n0			HEL_007436-RA, HEL_007433-RA, HEL_007434-RA	HMEL021630g1.t1					
N6.HOG0006056	OG0004270	n0			HEL_003029-RA	HMEL032999g1.t1					
N6.HOG0006057	OG0004271	n0			HEL_009505-RA	HMEL013137g1.t1					
N6.HOG0006058	OG0004272	n0			HEL_003032-RA, HEL_003031-RA	HMEL033001g1.t1					
N6.HOG0006059	OG0004273	n0			HEL_013619-RA	HMEL036793g1.t1					
N6.HOG0006060	OG0004274	n0			HEL_001093-RA, HEL_001091-RA	HMEL037669g1.t1					
N6.HOG0006061	OG0004275	n7			HEL_000272-RA	HMEL032093g1.t1					
N6.HOG0006062	OG0004275	n8			HEL_000271-RA	HMEL032094g1.t1					
N6.HOG0006063	OG0004276	n0			HEL_008202-RA	HMEL032366g1.t1					
N6.HOG0006064	OG0004277	n0			HEL_003820-RA	HMEL038118g1.t1					
N6.HOG0006065	OG0004278	n0			HEL_003821-RA	HMEL038119g1.t1					
N6.HOG0006066	OG0004279	n0			HEL_004212-RA	HMEL011688g1.t1					
N6.HOG0006067	OG0004280	n0			HEL_003822-RA	HMEL006328g1.t1					
N6.HOG0006068	OG0004281	n5			HEL_013622-RA	HMEL017875g1.t1					
N6.HOG0006069	OG0004282	n0			HEL_001103-RA, HEL_001102-RA	HMEL002177g1.t1					
N6.HOG0006070	OG0004283	n0			HEL_008198-RA	HMEL022515-RA, HMEL007604-RA					
N6.HOG0006071	OG0004284	n0			HEL_003041-RA	HMEL033006g1.t1					
N6.HOG0006072	OG0004285	n0			HEL_010020-RA	HMEL015630g1.t1					
N6.HOG0006073	OG0004286	n0			HEL_002751-RA, HEL_002746-RA	HMEL030822g1.t1					
N6.HOG0006074	OG0004287	n0			HEL_014483-RA	HMEL035493g1.t1, HMEL038169g1.t1					
N6.HOG0006075	OG0004288	n6			HEL_001109-RA						
N6.HOG0006076	OG0004289	n0			HEL_004554-RA, HEL_004555-RA	HMEL016695g1.t1					
N6.HOG0006077	OG0004290	n0			HEL_002744-RA	HMEL012511g1.t1					
N6.HOG0006078	OG0004291	n0			HEL_010024-RA	HMEL015628g1.t1					
N6.HOG0006079	OG0004292	n4			HEL_006934-RA	HMEL015388g1.t1					
N6.HOG0006080	OG0004292	n5			HEL_001296-RA						
N6.HOG0006081	OG0004293	n7			HEL_012159-RA						
N6.HOG0006082	OG0004293	n8				HMEL017560g1.t1					
N6.HOG0006083	OG0004294	n0			HEL_003051-RA	HMEL006796g1.t1					
N6.HOG0006084	OG0004295	n0			HEL_004546-RA, HEL_004545-RA	HMEL033804g1.t1					
N6.HOG0006085	OG0004296	n0			HEL_013629-RA	HMEL011342g1.t1					
N6.HOG0006086	OG0004297	n0			HEL_006076-RA	HMEL003901g1.t1					
N6.HOG0006087	OG0004298	n0			HEL_005509-RA	HMEL014939g1.t1					
N6.HOG0006088	OG0004299	n3			HEL_004544-RA	HMEL016700g1.t1					
N6.HOG0006089	OG0004300	n0			HEL_012161-RA	HMEL031636g1.t1					
N6.HOG0006090	OG0004301	n0			HEL_013636-RA	HMEL011348g1.t1					
N6.HOG0006091	OG0004302	n0			HEL_006075-RA	HMEL003900g1.t1					
N6.HOG0006092	OG0004303	n0			HEL_004210-RA	HMEL007041g1.t1					
N6.HOG0006093	OG0004304	n0			HEL_012166-RA, HEL_012168-RA	HMEL031640g1.t1					
N6.HOG0006094	OG0004305	n6				HMEL008775g1.t1					
N6.HOG0006095	OG0004306	n0			HEL_013637-RA	HMEL011349g1.t1					
N6.HOG0006096	OG0004307	n0			HEL_009502-RA	HMEL013144g1.t1					
N6.HOG0006097	OG0004308	n0			HEL_013556-RA, HEL_013557-RA	HMEL007053g1.t1					
N6.HOG0006098	OG0004309	n0			HEL_005935-RA	HMEL015003g1.t1					
N6.HOG0006099	OG0004311	n0			HEL_004540-RA	HMEL016704g1.t1					
N6.HOG0006100	OG0004312	n0			HEL_012178-RA, HEL_012179-RA, HEL_012180-RA	HMEL031645g1.t1					
N6.HOG0006101	OG0004313	n0			HEL_006068-RA, HEL_006069-RA	HMEL003895g1.t1					
N6.HOG0006102	OG0004314	n0			HEL_001113-RA	HMEL016330g1.t1					
N6.HOG0006103	OG0004315	n0			HEL_006067-RA	HMEL003894g1.t1					
N6.HOG0006104	OG0004316	n0			HEL_013645-RA, HEL_013644-RA	HMEL011356g1.t1					
N6.HOG0006105	OG0004317	n0			HEL_008188-RA, HEL_008189-RA	HMEL004782g1.t1					
N6.HOG0006106	OG0004318	n0			HEL_000267-RA	HMEL032096g1.t1					
N6.HOG0006107	OG0004319	n0			HEL_006062-RA	HMEL003892g1.t1					
N6.HOG0006108	OG0004320	n0			HEL_003054-RA	HMEL006790g1.t1					
N6.HOG0006109	OG0004321	n0			HEL_012256-RA	HMEL012308g1.t1					
N6.HOG0006110	OG0004322	n0			HEL_014430-RA	HMEL003281g1.t1, HMEL017164g1.t1					
N6.HOG0006111	OG0004323	n0			HEL_006891-RA, HEL_006892-RA, HEL_006894-RA	HMEL010777g1.t1					
N6.HOG0006112	OG0004324	n0				HMEL020039g1.t1					
N6.HOG0006113	OG0004326	n0			HEL_002737-RA	HMEL012517g1.t1					
N6.HOG0006114	OG0004327	n0			HEL_006056-RA	HMEL003890g1.t1					
N6.HOG0006115	OG0004328	n5			HEL_002736-RA	HMEL002389g1.t1					
N6.HOG0006116	OG0004328	n8			HEL_002732-RA						
N6.HOG0006117	OG0004329	n0			HEL_004538-RA, HEL_004537-RA	HMEL006827g1.t1					
N6.HOG0006118	OG0004330	n0				HMEL035184g1.t1					
N6.HOG0006119	OG0004331	n0			HEL_013329-RA	HMEL033299g1.t1					
N6.HOG0006120	OG0004332	n0			HEL_007419-RA	HMEL008878g1.t1					
N6.HOG0006121	OG0004333	n4			HEL_013335-RA	HMEL014353g1.t1					
N6.HOG0006122	OG0004333	n5			HEL_005715-RA						
N6.HOG0006123	OG0004334	n0			HEL_006309-RA, HEL_006311-RA	HMEL006583g1.t1					
N6.HOG0006124	OG0004335	n0			HEL_006314-RA, HEL_006315-RA	HMEL009569g1.t1					
N6.HOG0006125	OG0004336	n0			HEL_006882-RA	HMEL030658g1.t1					
N6.HOG0006126	OG0004337	n0			HEL_013340-RA, HEL_013339-RA	HMEL014359g1.t1					
N6.HOG0006127	OG0004338	n0				HMEL012301g1.t1					
N6.HOG0006128	OG0004339	n0			HEL_003832-RA	HMEL038133g1.t1, HMEL038134g1.t1					
N6.HOG0006129	OG0004340	n0			HEL_012335-RA	HMEL015018g1.t1					
N6.HOG0006130	OG0004341	n0			HEL_001385-RA	HMEL031089g1.t1, HMEL031088g1.t1					
N6.HOG0006131	OG0004342	n0			HEL_006043-RA	HMEL008899g1.t1					
N6.HOG0006132	OG0004343	n0			HEL_006878-RA	HMEL030657g1.t1					
N6.HOG0006133	OG0004344	n0			HEL_000255-RA	HMEL032102g1.t1					
N6.HOG0006134	OG0004345	n0			HEL_001388-RA	HMEL011725g1.t1					
N6.HOG0006135	OG0004346	n0			HEL_007309-RA, HEL_007308-RA	HMEL017810g1.t1					
N6.HOG0006136	OG0004347	n0			HEL_012321-RA	HMEL015013g1.t1					
N6.HOG0006137	OG0004348	n0			HEL_014146-RA	HMEL005885g1.t1					
N6.HOG0006138	OG0004349	n0			HEL_001392-RA	HMEL031092g1.t1					
N6.HOG0006139	OG0004350	n0			HEL_012459-RA	HMEL010215g1.t1					
N6.HOG0006140	OG0004352	n0			HEL_007297-RA, HEL_007296-RA	HMEL012136g1.t1					
N6.HOG0006141	OG0004353	n0				HMEL013477g1.t1					
N6.HOG0006142	OG0004354	n0			HEL_012317-RA	HMEL015008g1.t1					
N6.HOG0006143	OG0004355	n4			HEL_000239-RA	HMEL005174g1.t1					
N6.HOG0006144	OG0004355	n6			HEL_000240-RA, HEL_000241-RA	HMEL002069g1.t1					
N6.HOG0006145	OG0004356	n0			HEL_014152-RA	HMEL005890g1.t1					
N6.HOG0006146	OG0004357	n0			HEL_001394-RA	HMEL011733g1.t1					
N6.HOG0006147	OG0004358	n0			HEL_010575-RA	HMEL022527g1.t1, HMEL037059g1.t1					
N6.HOG0006148	OG0004359	n0			HEL_014495-RA	HMEL013474g1.t1					
N6.HOG0006149	OG0004360	n0			HEL_012195-RA, HEL_012196-RA	HMEL011969g1.t1					
N6.HOG0006150	OG0004361	n0			HEL_001118-RA	HMEL017400g1.t1					
N6.HOG0006151	OG0004362	n0			HEL_000237-RA	HMEL014863g1.t1, HMEL032090g1.t1					
N6.HOG0006152	OG0004363	n0			HEL_013351-RA	HMEL014369g1.t1					
N6.HOG0006153	OG0004364	n0			HEL_008162-RA	HMEL032333g1.t1					
N6.HOG0006154	OG0004365	n0			HEL_006324-RA	HMEL005109g1.t1					
N6.HOG0006155	OG0004366	n0			HEL_012204-RA	HMEL011974g1.t1					
N6.HOG0006156	OG0004367	n0				HMEL031095g1.t1					
N6.HOG0006157	OG0004368	n0				HMEL008784g1.t1					
N6.HOG0006158	OG0004369	n0			HEL_006870-RA, HEL_006869-RA	HMEL007591g1.t1					
N6.HOG0006159	OG0004370	n0			HEL_003847-RA	HMEL004956g1.t1					
N6.HOG0006160	OG0004371	n0			HEL_014363-RA	HMEL021748g1.t1					
N6.HOG0006161	OG0004372	n0			HEL_003849-RA	HMEL004954g1.t1					
N6.HOG0006162	OG0004373	n5			HEL_012390-RA	HMEL013806g1.t1					
N6.HOG0006163	OG0004373	n6				HMEL007690g1.t1					
N6.HOG0006164	OG0004374	n0			HEL_001411-RA	HMEL011747g1.t1					
N6.HOG0006165	OG0004375	n0			HEL_003858-RA	HMEL006686g1.t1					
N6.HOG0006166	OG0004376	n0			HEL_010591-RA	HMEL037067g1.t1					
N6.HOG0006167	OG0004377	n0			HEL_001414-RA, HEL_001412-RA	HMEL031096g1.t1					
N6.HOG0006168	OG0004378	n3				HMEL031097g1.t1					
N6.HOG0006169	OG0004378	n5			HEL_001415-RA						
N6.HOG0006170	OG0004379	n0			HEL_007266-RA	HMEL016527g1.t1					
N6.HOG0006171	OG0004380	n0			HEL_014166-RA, HEL_014165-RA	HMEL016459g1.t1					
N6.HOG0006172	OG0004381	n0			HEL_007000-RA	HMEL002819g1.t1					
N6.HOG0006173	OG0004382	n0			HEL_001419-RA, HEL_001418-RA	HMEL011753g1.t1, HMEL011752g1.t1					
N6.HOG0006174	OG0004383	n0			HEL_006857-RA, HEL_006858-RA	HMEL006079g1.t1					
N6.HOG0006175	OG0004384	n0			HEL_001036-RA	HMEL002408g1.t1					
N6.HOG0006176	OG0004385	n0				HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1					
N6.HOG0006177	OG0004386	n3			HEL_001028-RA	HMEL002403g1.t1					
N6.HOG0006178	OG0004387	n0				HMEL036346g1.t1					
N6.HOG0006179	OG0004388	n0			HEL_005975-RA	HMEL003401g1.t1, HMEL035099g1.t1					
N6.HOG0006180	OG0004389	n0			HEL_004380-RA, HEL_004381-RA	HMEL033710g1.t1					
N6.HOG0006181	OG0004390	n0			HEL_001027-RA	HMEL037630g1.t1					
N6.HOG0006182	OG0004391	n0			HEL_007403-RA	HMEL009848g1.t1					
N6.HOG0006183	OG0004392	n0			HEL_002703-RA	HMEL030800g1.t1					
N6.HOG0006184	OG0004393	n0			HEL_001427-RA	HMEL011761g1.t1					
N6.HOG0006185	OG0004394	n0			HEL_013476-RA	HMEL004642g1.t1					
N6.HOG0006186	OG0004395	n0			HEL_011005-RA	HMEL015650g1.t1					
N6.HOG0006187	OG0004396	n0			HEL_002702-RA	HMEL005943g1.t1					
N6.HOG0006188	OG0004397	n0			HEL_013471-RA	HMEL004646g1.t1					
N6.HOG0006189	OG0004398	n6			HEL_006353-RA	HMEL012890g1.t1					
N6.HOG0006190	OG0004399	n6			HEL_002701-RA						
N6.HOG0006191	OG0004399	n8			HEL_002700-RA	HMEL005942g1.t1					
N6.HOG0006192	OG0004400	n7			HEL_000228-RA	HMEL032087g1.t1					
N6.HOG0006193	OG0004401	n0			HEL_007261-RA	HMEL016535g1.t1					
N6.HOG0006194	OG0004402	n0			HEL_005481-RA	HMEL034245g1.t1					
N6.HOG0006195	OG0004403	n0			HEL_007015-RA	HMEL010372g1.t1					
N6.HOG0006196	OG0004404	n0			HEL_010991-RA	HMEL016404g1.t1					
N6.HOG0006197	OG0004405	n4			HEL_006269-RA						
N6.HOG0006198	OG0004405	n7			HEL_006268-RA	HMEL034737g1.t1					
N6.HOG0006199	OG0004406	n0			HEL_000224-RA	HMEL009973g1.t1					
N6.HOG0006200	OG0004407	n0			HEL_010994-RA	HMEL031975g1.t1					
N6.HOG0006201	OG0004408	n0			HEL_002692-RA, HEL_002693-RA	HMEL005936g1.t1					
N6.HOG0006202	OG0004409	n0			HEL_001429-RA, HEL_001428-RA	HMEL031103g1.t1					
N6.HOG0006203	OG0004410	n0			HEL_010996-RA	HMEL031977g1.t1					
N6.HOG0006204	OG0004411	n0			HEL_010989-RA	HMEL031973g1.t1					
N6.HOG0006205	OG0004412	n0			HEL_010988-RA	HMEL016401g1.t1					
N6.HOG0006206	OG0004413	n0			HEL_012225-RA, HEL_012224-RA	HMEL031663g1.t1					
N6.HOG0006207	OG0004414	n0			HEL_010605-RA	HMEL014678g1.t1					
N6.HOG0006208	OG0004415	n0			HEL_012231-RA	HMEL015302g1.t1					
N6.HOG0006209	OG0004416	n3				HMEL037628g1.t1					
N6.HOG0006210	OG0004417	n0			HEL_005475-RA	HMEL014204g1.t1					
N6.HOG0006211	OG0004418	n0			HEL_001438-RA	HMEL003343g1.t1					
N6.HOG0006212	OG0004419	n0			HEL_013460-RA	HMEL006095-RA					
N6.HOG0006213	OG0004420	n4				HMEL021517g1.t1					
N6.HOG0006214	OG0004420	n5			HEL_012383-RA						
N6.HOG0006215	OG0004421	n0			HEL_001440-RA	HMEL003345g1.t1					
N6.HOG0006216	OG0004422	n0			HEL_001441-RA	HMEL003346-RA					
N6.HOG0006217	OG0004423	n0			HEL_006837-RA	HMEL007028g1.t1					
N6.HOG0006218	OG0004424	n0			HEL_000955-RA	HMEL006643g1.t1					
N6.HOG0006219	OG0004425	n0			HEL_001442-RA	HMEL003347g1.t1					
N6.HOG0006220	OG0004426	n0			HEL_008288-RA	HMEL033371g1.t1					
N6.HOG0006221	OG0004427	n4				HMEL015959g1.t1					
N6.HOG0006222	OG0004428	n0			HEL_008287-RA	HMEL014036g1.t1					
N6.HOG0006223	OG0004429	n3			HEL_013454-RA						
N6.HOG0006224	OG0004431	n0			HEL_001323-RA	HMEL031065g1.t1					
N6.HOG0006225	OG0004432	n0			HEL_007022-RA	HMEL035535g1.t1, HMEL035537g1.t1					
N6.HOG0006226	OG0004433	n0			HEL_008181-RA	HMEL032351g1.t1					
N6.HOG0006227	OG0004434	n0			HEL_003870-RA	HMEL008175g1.t1					
N6.HOG0006228	OG0004435	n0			HEL_000959-RA	HMEL006633g1.t1					
N6.HOG0006229	OG0004436	n0			HEL_003873-RA	HMEL008178g1.t1					
N6.HOG0006230	OG0004437	n0			HEL_012381-RA						
N6.HOG0006231	OG0004438	n0			HEL_000339-RA	HMEL006416g1.t1					
N6.HOG0006232	OG0004439	n0			HEL_003875-RA	HMEL008180g1.t1					
N6.HOG0006233	OG0004440	n0			HEL_003878-RA, HEL_003877-RA	HMEL008183g1.t1					
N6.HOG0006234	OG0004441	n0			HEL_003076-RA	HMEL015634g1.t1					
N6.HOG0006235	OG0004442	n0			HEL_007156-RA	HMEL007237g1.t1					
N6.HOG0006236	OG0004443	n0			HEL_013583-RA	HMEL036819g1.t1					
N6.HOG0006237	OG0004444	n0			HEL_003882-RA	HMEL008185g1.t1					
N6.HOG0006238	OG0004445	n0			HEL_003063-RA	HMEL016413g1.t1					
N6.HOG0006239	OG0004446	n0			HEL_005942-RA	HMEL014995g1.t1					
N6.HOG0006240	OG0004447	n0			HEL_013582-RA	HMEL007496g1.t1					
N6.HOG0006241	OG0004448	n0			HEL_011524-RA	HMEL004613g1.t1					
N6.HOG0006242	OG0004449	n0			HEL_003060-RA	HMEL033016g1.t1					
N6.HOG0006243	OG0004450	n0				HMEL014196g1.t1					
N6.HOG0006244	OG0004451	n0				HMEL003967g1.t1					
N6.HOG0006245	OG0004452	n0			HEL_010622-RA	HMEL037075g1.t1					
N6.HOG0006246	OG0004453	n0			HEL_003109-RA, HEL_003112-RA	HMEL011370g1.t1					
N6.HOG0006247	OG0004454	n0			HEL_005936-RA	HMEL015002g1.t1					
N6.HOG0006248	OG0004455	n0			HEL_005467-RA	HMEL014191g1.t1					
N6.HOG0006249	OG0004456	n0			HEL_003885-RA	HMEL008188g1.t1					
N6.HOG0006250	OG0004457	n0			HEL_000972-RA, HEL_000971-RA	HMEL006305-RA					
N6.HOG0006251	OG0004458	n0			HEL_013566-RA	HMEL003620g1.t1					
N6.HOG0006252	OG0004459	n0			HEL_010626-RA	HMEL015610-RA, HMEL015784-RA					
N6.HOG0006253	OG0004460	n0			HEL_005466-RA	HMEL014190g1.t1					
N6.HOG0006254	OG0004461	n7			HEL_008113-RA	HMEL011850g1.t1					
N6.HOG0006255	OG0004461	n8			HEL_008112-RA	HMEL032306g1.t1					
N6.HOG0006256	OG0004462	n0			HEL_001308-RA, HEL_001309-RA	HMEL015194g1.t1					
N6.HOG0006257	OG0004463	n0			HEL_004387-RA	HMEL017720g1.t1					
N6.HOG0006258	OG0004464	n0			HEL_001307-RA	HMEL015195g1.t1					
N6.HOG0006259	OG0004465	n0			HEL_008123-RA, HEL_008122-RA	HMEL032307g1.t1					
N6.HOG0006260	OG0004466	n0			HEL_010984-RA	HMEL031956g1.t1					
N6.HOG0006261	OG0004467	n0			HEL_004403-RA	HMEL017706g1.t1					
N6.HOG0006262	OG0004468	n0			HEL_012456-RA	HMEL010212g1.t1					
N6.HOG0006263	OG0004469	n0			HEL_012586-RA, HEL_012587-RA	HMEL015325g1.t1					
N6.HOG0006264	OG0004470	n0			HEL_005465-RA	HMEL005059-RA					
N6.HOG0006265	OG0004471	n0				HMEL036021g1.t1					
N6.HOG0006266	OG0004472	n0			HEL_001299-RA, HEL_001298-RA	HMEL015201g1.t1					
N6.HOG0006267	OG0004473	n0			HEL_013383-RA	HMEL002113g1.t1					
N6.HOG0006268	OG0004474	n0			HEL_006801-RA	HMEL015943g1.t1					
N6.HOG0006269	OG0004475	n3			HEL_004407-RA	HMEL017701g1.t1					
N6.HOG0006270	OG0004476	n0			HEL_005463-RA	HMEL005057g1.t1					
N6.HOG0006271	OG0004477	n0			HEL_005918-RA	HMEL005261g1.t1					
N6.HOG0006272	OG0004478	n0			HEL_014423-RA	HMEL004249g1.t1					
N6.HOG0006273	OG0004479	n0			HEL_012000-RA	HMEL036830g1.t1					
N6.HOG0006274	OG0004480	n0			HEL_003908-RA	HMEL038173g1.t1, HMEL010123g1.t1					
N6.HOG0006275	OG0004481	n0			HEL_001012-RA	HMEL035918g1.t1, HMEL037618g1.t1					
N6.HOG0006276	OG0004482	n0			HEL_012006-RA	HMEL022163g1.t1					
N6.HOG0006277	OG0004483	n0			HEL_003914-RA	HMEL004479g1.t1					
N6.HOG0006278	OG0004484	n0			HEL_007040-RA	HMEL012085g1.t1					
N6.HOG0006279	OG0004485	n0				HMEL002385g1.t1					
N6.HOG0006280	OG0004486	n0			HEL_006814-RA	HMEL015932g1.t1					
N6.HOG0006281	OG0004487	n0			HEL_006815-RA						
N6.HOG0006282	OG0004488	n0			HEL_012008-RA	HMEL013721g1.t1					
N6.HOG0006283	OG0004489	n0			HEL_012018-RA	HMEL036847g1.t1					
N6.HOG0006284	OG0004490	n0			HEL_003919-RA	HMEL004482g1.t1					
N6.HOG0006285	OG0004491	n0			HEL_005905-RA	HMEL011284g1.t1					
N6.HOG0006286	OG0004492	n0			HEL_000947-RA	HMEL006649g1.t1					
N6.HOG0006287	OG0004493	n0			HEL_005903-RA	HMEL011286g1.t1					
N6.HOG0006288	OG0004494	n0			HEL_013369-RA, HEL_013370-RA	HMEL008670g1.t1					
N6.HOG0006289	OG0004495	n0			HEL_005902-RA	HMEL011287g1.t1					
N6.HOG0006290	OG0004496	n0			HEL_007211-RA, HEL_007212-RA	HMEL017428g1.t1					
N6.HOG0006291	OG0004497	n0			HEL_013436-RA	HMEL032716g1.t1					
N6.HOG0006292	OG0004498	n0			HEL_010656-RA	HMEL037093g1.t1					
N6.HOG0006293	OG0004499	n0			HEL_008609-RA, HEL_008608-RA	HMEL012185g1.t1					
N6.HOG0006294	OG0004500	n0				HMEL007756g1.t1, HMEL035219g1.t1					
N6.HOG0006295	OG0004501	n0			HEL_009777-RA	HMEL013385g1.t1					
N6.HOG0006296	OG0004502	n0			HEL_009776-RA, HEL_001054-RA	HMEL037720g1.t1					
N6.HOG0006297	OG0004503	n0			HEL_013366-RA	HMEL014382g1.t1					
N6.HOG0006298	OG0004504	n0				HMEL034169g1.t1, HMEL009683g1.t1					
N6.HOG0006299	OG0004505	n0			HEL_006257-RA	HMEL009306g1.t1					
N6.HOG0006300	OG0004506	n0			HEL_006256-RA	HMEL009305g1.t1					
N6.HOG0006301	OG0004507	n0			HEL_001287-RA, HEL_001282-RA	HMEL003316g1.t1					
N6.HOG0006302	OG0004508	n0			HEL_003795-RA	HMEL007868g1.t1					
N6.HOG0006303	OG0004509	n4			HEL_001280-RA	HMEL003318g1.t1					
N6.HOG0006304	OG0004509	n5				HMEL031738g1.t1					
N6.HOG0006305	OG0004510	n0			HEL_003798-RA, HEL_003797-RA	HMEL007869g1.t1					
N6.HOG0006306	OG0004511	n0			HEL_012610-RA	HMEL008419g1.t1					
N6.HOG0006307	OG0004512	n0			HEL_003148-RA	HMEL011404g1.t1					
N6.HOG0006308	OG0004513	n0			HEL_014169-RA	HMEL015463g1.t1					
N6.HOG0006309	OG0004514	n0			HEL_014611-RA, HEL_013431-RA	HMEL037781g1.t1					
N6.HOG0006310	OG0004515	n0			HEL_014172-RA, HEL_014171-RA	HMEL015464g1.t1					
N6.HOG0006311	OG0004516	n0			HEL_012620-RA	HMEL031682g1.t1					
N6.HOG0006312	OG0004517	n0			HEL_003152-RA, HEL_003150-RA	HMEL011406g1.t1					
N6.HOG0006313	OG0004518	n0			HEL_001275-RA, HEL_001276-RA	HMEL031054g1.t1					
N6.HOG0006314	OG0004519	n0			HEL_000076-RA, HEL_000075-RA	HMEL008630g1.t1					
N6.HOG0006315	OG0004520	n0			HEL_013429-RA, HEL_014609-RA	HMEL006363g1.t1					
N6.HOG0006316	OG0004521	n0			HEL_014176-RA	HMEL033944g1.t1, HMEL015468g1.t1					
N6.HOG0006317	OG0004522	n0				HMEL021460g1.t1, HMEL032712g1.t1, HMEL037779g1.t1					
N6.HOG0006318	OG0004523	n0			HEL_007047-RA						
N6.HOG0006319	OG0004524	n0			HEL_011590-RA	HMEL035222g1.t1					
N6.HOG0006320	OG0004525	n0			HEL_012615-RA	HMEL008423g1.t1					
N6.HOG0006321	OG0004526	n0			HEL_003160-RA	HMEL011413g1.t1					
N6.HOG0006322	OG0004527	n0			HEL_012614-RA	HMEL008422g1.t1					
N6.HOG0006323	OG0004528	n0			HEL_014269-RA, HEL_014268-RA	HMEL007079g1.t1					
N6.HOG0006324	OG0004529	n0			HEL_013426-RA	HMEL013484g1.t1, HMEL020357g1.t1					
N6.HOG0006325	OG0004530	n0			HEL_014284-RA, HEL_014283-RA	HMEL016172g1.t1					
N6.HOG0006326	OG0004531	n0			HEL_005893-RA	HMEL011296g1.t1					
N6.HOG0006327	OG0004532	n0			HEL_012958-RA	HMEL002905-RA					
N6.HOG0006328	OG0004533	n0			HEL_008613-RA	HMEL013766g1.t1					
N6.HOG0006329	OG0004534	n0			HEL_012955-RA, HEL_012956-RA	HMEL002903-RA					
N6.HOG0006330	OG0004535	n0			HEL_007196-RA	HMEL017444g1.t1					
N6.HOG0006331	OG0004536	n0			HEL_014126-RA	HMEL003649g1.t1					
N6.HOG0006332	OG0004538	n2			HEL_002937-RA	HMEL007304-RA					
N6.HOG0006333	OG0004539	n0			HEL_007052-RA, HEL_007051-RA	HMEL035564g1.t1					
N6.HOG0006334	OG0004540	n0			HEL_014289-RA	HMEL020200g1.t1					
N6.HOG0006335	OG0004541	n0			HEL_014132-RA, HEL_014133-RA	HMEL012227g1.t1, HMEL005994g1.t1					
N6.HOG0006336	OG0004542	n4			HEL_012626-RA						
N6.HOG0006337	OG0004543	n0			HEL_012946-RA	HMEL030632g1.t1					
N6.HOG0006338	OG0004544	n0			HEL_001267-RA	HMEL015292g1.t1					
N6.HOG0006339	OG0004545	n0			HEL_001266-RA	HMEL015291g1.t1					
N6.HOG0006340	OG0004546	n0			HEL_012940-RA	HMEL002886g1.t1					
N6.HOG0006341	OG0004547	n0			HEL_005887-RA	HMEL030027g1.t1					
N6.HOG0006342	OG0004548	n0			HEL_012942-RA	HMEL002889g1.t1					
N6.HOG0006343	OG0004549	n0			HEL_001264-RA	HMEL015289g1.t1					
