HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N7.HOG0005733	OG0004119	n0								Vcard_DToL05139-RA	XP_026485824.1
N7.HOG0005734	OG0004120	n0								Vcard_DToL13140-RA	XP_026492657.1
N7.HOG0005735	OG0004121	n0								Vcard_DToL04344-RA	XP_026488373.1, XP_026488374.1
N7.HOG0005736	OG0004122	n0								Vcard_DToL12812-RA	XP_026495642.1
N7.HOG0005737	OG0004123	n0								Vcard_DToL17334-RA	XP_026484008.1
N7.HOG0005738	OG0004124	n7								Vcard_DToL05144-RA	XP_026485818.1
N7.HOG0005739	OG0004125	n0								Vcard_DToL17073-RA	XP_026493600.1
N7.HOG0005740	OG0004126	n0								Vcard_DToL17072-RA	XP_026493599.1
N7.HOG0005741	OG0004127	n0								Vcard_DToL04353-RA	XP_026488387.1
N7.HOG0005742	OG0004128	n0								Vcard_DToL14474-RA	XP_026494389.1
N7.HOG0005743	OG0004129	n0								Vcard_DToL02181-RA	XP_026484641.1
N7.HOG0005744	OG0004130	n0								Vcard_DToL15496-RA	XP_026498120.1
N7.HOG0005745	OG0004131	n0								Vcard_DToL06703-RA	XP_026484435.1
N7.HOG0005746	OG0004132	n0								Vcard_DToL12727-RA	XP_026495526.1
N7.HOG0005747	OG0004133	n0								Vcard_DToL14484-RA	XP_026494363.1
N7.HOG0005748	OG0004134	n0								Vcard_DToL05151-RA	XP_026486103.1
N7.HOG0005749	OG0004135	n7								Vcard_DToL11015-RA	
N7.HOG0005750	OG0004135	n8								Vcard_DToL11014-RA	
N7.HOG0005751	OG0004136	n0								Vcard_DToL14485-RA	XP_026494369.1
N7.HOG0005752	OG0004137	n0								Vcard_DToL14486-RA	XP_026494343.1
N7.HOG0005753	OG0004138	n0								Vcard_DToL14489-RA	XP_026494176.1
N7.HOG0005754	OG0004139	n0									XP_026483239.1
N7.HOG0005755	OG0004140	n4								Vcard_DToL17067-RA	
N7.HOG0005756	OG0004141	n0								Vcard_DToL09451-RA	XP_026492373.1
N7.HOG0005757	OG0004142	n0								Vcard_DToL09816-RA	XP_026498162.1
N7.HOG0005758	OG0004143	n0								Vcard_DToL15501-RA	XP_026498147.1
N7.HOG0005759	OG0004144	n0									XP_026498150.1
N7.HOG0005760	OG0004145	n0								Vcard_DToL12724-RA	XP_026495525.1
N7.HOG0005761	OG0004146	n0								Vcard_DToL02186-RA	XP_026485024.1
N7.HOG0005762	OG0004147	n0								Vcard_DToL11016-RA	XP_026493915.1
N7.HOG0005763	OG0004148	n0								Vcard_DToL05157-RA	XP_026486104.1, XP_026486105.1
N7.HOG0005764	OG0004149	n0								Vcard_DToL06707-RA	XP_026485313.1
N7.HOG0005765	OG0004150	n0								Vcard_DToL09454-RA	XP_026492175.1
N7.HOG0005766	OG0004151	n0								Vcard_DToL14493-RA	XP_026494338.1
N7.HOG0005767	OG0004152	n0								Vcard_DToL02947-RA	XP_026498636.1, XP_026498637.1
N7.HOG0005768	OG0004153	n0								Vcard_DToL02950-RA	XP_026498623.1
N7.HOG0005769	OG0004154	n0								Vcard_DToL00391-RA	XP_026496153.1
N7.HOG0005770	OG0004155	n0								Vcard_DToL00393-RA	XP_026496157.1
N7.HOG0005771	OG0004156	n0								Vcard_DToL07904-RA	XP_026488841.1
N7.HOG0005772	OG0004157	n4								Vcard_DToL07906-RA	
N7.HOG0005773	OG0004157	n5								Vcard_DToL07905-RA	
N7.HOG0005774	OG0004158	n7								Vcard_DToL08624-RA	XP_026495231.1
N7.HOG0005775	OG0004159	n0								Vcard_DToL15507-RA	XP_026498142.1
N7.HOG0005776	OG0004160	n0								Vcard_DToL01286-RA	XP_026493682.1
N7.HOG0005777	OG0004161	n0								Vcard_DToL05162-RA	XP_026486069.1
N7.HOG0005778	OG0004162	n5								Vcard_DToL00394-RA	
N7.HOG0005779	OG0004162	n6								Vcard_DToL00395-RA	XP_026496223.1, XP_026496215.1
N7.HOG0005780	OG0004163	n0								Vcard_DToL09456-RA	XP_026492283.1, XP_026492282.1
N7.HOG0005781	OG0004164	n0								Vcard_DToL09458-RA	XP_026492190.1
N7.HOG0005782	OG0004165	n0								Vcard_DToL01285-RA	XP_026493723.1, XP_026493722.1
N7.HOG0005783	OG0004166	n0								Vcard_DToL09461-RA	XP_026492398.1
N7.HOG0005784	OG0004167	n5									XP_026489587.1
N7.HOG0005785	OG0004168	n0								Vcard_DToL14125-RA	XP_026492535.1, XP_026492537.1, XP_026492536.1
N7.HOG0005786	OG0004169	n0								Vcard_DToL07371-RA, Vcard_DToL07372-RA	XP_026496696.1
N7.HOG0005787	OG0004170	n0								Vcard_DToL00408-RA	XP_026500624.1
N7.HOG0005788	OG0004171	n0								Vcard_DToL03697-RA	XP_026491180.1
N7.HOG0005789	OG0004172	n4								Vcard_DToL11019-RA	
N7.HOG0005790	OG0004173	n0								Vcard_DToL00407-RA	XP_026496096.1
N7.HOG0005791	OG0004174	n4								Vcard_DToL07913-RA	XP_026488929.1
N7.HOG0005792	OG0004174	n6								Vcard_DToL07911-RA	
N7.HOG0005793	OG0004175	n0								Vcard_DToL17053-RA	XP_026493571.1
N7.HOG0005794	OG0004176	n2								Vcard_DToL02210-RA	XP_026484712.1
N7.HOG0005795	OG0004176	n3								Vcard_DToL02211-RA	XP_026484711.1
N7.HOG0005796	OG0004177	n0								Vcard_DToL04373-RA	XP_026495907.1
N7.HOG0005797	OG0004178	n6									XP_026497023.1
N7.HOG0005798	OG0004179	n0								Vcard_DToL15522-RA	XP_026498130.1
N7.HOG0005799	OG0004180	n0								Vcard_DToL08607-RA	XP_026495250.1
N7.HOG0005800	OG0004181	n0								Vcard_DToL04378-RA	XP_026488411.1, XP_026488412.1
N7.HOG0005801	OG0004182	n0								Vcard_DToL15524-RA	XP_026498143.1
N7.HOG0005802	OG0004183	n0								Vcard_DToL01274-RA	XP_026493705.1
N7.HOG0005803	OG0004184	n0								Vcard_DToL05353-RA, Vcard_DToL05354-RA	XP_026485739.1
N7.HOG0005804	OG0004185	n0								Vcard_DToL17048-RA	XP_026493572.1
N7.HOG0005805	OG0004186	n0								Vcard_DToL01269-RA	XP_026493755.1
N7.HOG0005806	OG0004187	n0								Vcard_DToL00419-RA	XP_026500536.1
N7.HOG0005807	OG0004188	n0								Vcard_DToL09790-RA	XP_026498161.1
N7.HOG0005808	OG0004189	n0								Vcard_DToL14206-RA, Vcard_DToL14207-RA	XP_026498224.1
N7.HOG0005809	OG0004190	n0								Vcard_DToL12696-RA	XP_026498787.1
N7.HOG0005810	OG0004191	n0								Vcard_DToL00420-RA	XP_026500538.1, XP_026500537.1
N7.HOG0005811	OG0004192	n0								Vcard_DToL02962-RA	XP_026498670.1
N7.HOG0005812	OG0004193	n8								Vcard_DToL14510-RA	XP_026494177.1
N7.HOG0005813	OG0004194	n0								Vcard_DToL17308-RA	XP_026484200.1
N7.HOG0005814	OG0004195	n0								Vcard_DToL01263-RA	XP_026493730.1
N7.HOG0005815	OG0004196	n0								Vcard_DToL14209-RA	XP_026498230.1
N7.HOG0005816	OG0004197	n0								Vcard_DToL02230-RA	XP_026485082.1
N7.HOG0005817	OG0004198	n5								Vcard_DToL09785-RA	
N7.HOG0005818	OG0004199	n3									XP_026489602.1
N7.HOG0005819	OG0004199	n6								Vcard_DToL16224-RA	
N7.HOG0005820	OG0004200	n0								Vcard_DToL14516-RA	XP_026494397.1
N7.HOG0005821	OG0004201	n2									XP_026489014.1
N7.HOG0005822	OG0004201	n4								Vcard_DToL07921-RA	XP_026501317.1
N7.HOG0005823	OG0004202	n0								Vcard_DToL06722-RA	XP_026500192.1
N7.HOG0005824	OG0004203	n0								Vcard_DToL14521-RA	XP_026494230.1
N7.HOG0005825	OG0004204	n0								Vcard_DToL00429-RA	XP_026500541.1, XP_026500542.1
N7.HOG0005826	OG0004205	n4									XP_026498177.1
N7.HOG0005827	OG0004206	n0								Vcard_DToL14529-RA	XP_026494238.1
N7.HOG0005828	OG0004207	n0									XP_026485868.1
N7.HOG0005829	OG0004208	n0								Vcard_DToL00433-RA	XP_026500609.1
N7.HOG0005830	OG0004209	n0								Vcard_DToL14219-RA	XP_026498294.1
N7.HOG0005831	OG0004210	n2									XP_026494236.1
N7.HOG0005832	OG0004210	n7								Vcard_DToL14531-RA	
N7.HOG0005833	OG0004211	n0								Vcard_DToL02360-RA, Vcard_DToL02359-RA	XP_026484913.1
N7.HOG0005834	OG0004212	n4								Vcard_DToL01253-RA	XP_026493711.1
N7.HOG0005835	OG0004213	n0								Vcard_DToL07382-RA	XP_026496902.1, XP_026496901.1
N7.HOG0005836	OG0004214	n0								Vcard_DToL09779-RA, Vcard_DToL09778-RA	XP_026498528.1
N7.HOG0005837	OG0004215	n0								Vcard_DToL14225-RA	XP_026498305.1
N7.HOG0005838	OG0004216	n0								Vcard_DToL02970-RA	XP_026498681.1
N7.HOG0005839	OG0004217	n0								Vcard_DToL05857-RA, Vcard_DToL05853-RA	XP_026487691.1
N7.HOG0005840	OG0004218	n0								Vcard_DToL16214-RA	XP_026489571.1
N7.HOG0005841	OG0004219	n0								Vcard_DToL06728-RA	XP_026483957.1, XP_026483971.1
N7.HOG0005842	OG0004220	n0								Vcard_DToL13217-RA	XP_026493120.1
N7.HOG0005843	OG0004221	n4								Vcard_DToL14538-RA	XP_026494419.1
N7.HOG0005844	OG0004222	n0								Vcard_DToL09770-RA	XP_026498186.1
N7.HOG0005845	OG0004223	n0								Vcard_DToL14542-RA	XP_026494302.1
N7.HOG0005846	OG0004224	n0								Vcard_DToL02972-RA	XP_026498653.1
N7.HOG0005847	OG0004225	n0								Vcard_DToL06729-RA	XP_026484016.1
N7.HOG0005848	OG0004226	n6								Vcard_DToL03714-RA	
N7.HOG0005849	OG0004227	n0								Vcard_DToL06730-RA, Vcard_DToL06731-RA	XP_026484029.1
N7.HOG0005850	OG0004228	n0								Vcard_DToL02351-RA	XP_026485018.1, XP_026484994.1
N7.HOG0005851	OG0004229	n0								Vcard_DToL14453-RA	XP_026494331.1
N7.HOG0005852	OG0004230	n0								Vcard_DToL14231-RA	XP_026498263.1
N7.HOG0005853	OG0004231	n0								Vcard_DToL04392-RA	XP_026488492.1
N7.HOG0005854	OG0004232	n0								Vcard_DToL05842-RA	XP_026487765.1
N7.HOG0005855	OG0004233	n0								Vcard_DToL05381-RA	XP_026485792.1
N7.HOG0005856	OG0004234	n4								Vcard_DToL11054-RA	XP_026493888.1
N7.HOG0005857	OG0004234	n6								Vcard_DToL11053-RA	
N7.HOG0005858	OG0004235	n0								Vcard_DToL02979-RA, Vcard_DToL02978-RA	
N7.HOG0005859	OG0004236	n0								Vcard_DToL11055-RA	XP_026493908.1
N7.HOG0005860	OG0004237	n0								Vcard_DToL16206-RA	XP_026489596.1
N7.HOG0005861	OG0004238	n5								Vcard_DToL05838-RA	XP_026487739.1
N7.HOG0005862	OG0004239	n0								Vcard_DToL05388-RA	XP_026486242.1
N7.HOG0005863	OG0004240	n0								Vcard_DToL02983-RA	XP_026498539.1
N7.HOG0005864	OG0004241	n3								Vcard_DToL14452-RA	
N7.HOG0005865	OG0004242	n0								Vcard_DToL05389-RA	XP_026486239.1
N7.HOG0005866	OG0004243	n0								Vcard_DToL02985-RA, Vcard_DToL02987-RA	XP_026498596.1
N7.HOG0005867	OG0004244	n0								Vcard_DToL14449-RA	XP_026494391.1
N7.HOG0005868	OG0004245	n0								Vcard_DToL07973-RA	XP_026501275.1, XP_026501276.1
N7.HOG0005869	OG0004246	n0								Vcard_DToL02338-RA	XP_026484960.1
N7.HOG0005870	OG0004247	n0									XP_026493769.1
N7.HOG0005871	OG0004248	n0								Vcard_DToL05392-RA	XP_026486007.1
N7.HOG0005872	OG0004250	n0								Vcard_DToL02336-RA	XP_026484987.1
N7.HOG0005873	OG0004251	n0								Vcard_DToL02337-RA	XP_026484884.1
N7.HOG0005874	OG0004252	n0								Vcard_DToL01244-RA	XP_026493766.1
N7.HOG0005875	OG0004253	n0								Vcard_DToL02334-RA, Vcard_DToL02335-RA	XP_026484910.1
N7.HOG0005876	OG0004254	n0								Vcard_DToL16198-RA	XP_026489603.1
N7.HOG0005877	OG0004255	n4								Vcard_DToL10418-RA	XP_026485494.1
N7.HOG0005878	OG0004256	n0								Vcard_DToL06746-RA, Vcard_DToL06738-RA	XP_026483409.1
N7.HOG0005879	OG0004257	n0								Vcard_DToL01241-RA	XP_026493790.1, XP_026493789.1
N7.HOG0005880	OG0004258	n0								Vcard_DToL02329-RA	XP_026484935.1
N7.HOG0005881	OG0004259	n0								Vcard_DToL05397-RA, Vcard_DToL05402-RA	XP_026486155.1
N7.HOG0005882	OG0004260	n0								Vcard_DToL05830-RA	XP_026487772.1
N7.HOG0005883	OG0004261	n0								Vcard_DToL02326-RA	XP_026485011.1, XP_026485010.1
N7.HOG0005884	OG0004262	n0								Vcard_DToL07966-RA	XP_026501329.1
N7.HOG0005885	OG0004263	n0								Vcard_DToL05826-RA	XP_026487728.1, XP_026487729.1
N7.HOG0005886	OG0004264	n0								Vcard_DToL04399-RA	XP_026488452.1
N7.HOG0005887	OG0004265	n0								Vcard_DToL06658-RA	XP_026484190.1, XP_026484198.1
N7.HOG0005888	OG0004266	n0								Vcard_DToL13686-RA	XP_026495472.1
N7.HOG0005889	OG0004267	n0								Vcard_DToL00455-RA, Vcard_DToL00457-RA	XP_026500608.1
N7.HOG0005890	OG0004268	n0								Vcard_DToL06659-RA	XP_026484149.1
N7.HOG0005891	OG0004269	n0									XP_026488451.1
N7.HOG0005892	OG0004270	n0								Vcard_DToL05822-RA	XP_026487797.1
N7.HOG0005893	OG0004271	n0								Vcard_DToL16187-RA, Vcard_DToL16186-RA	XP_026489589.1
N7.HOG0005894	OG0004272	n0								Vcard_DToL05819-RA	XP_026487731.1
N7.HOG0005895	OG0004273	n6								Vcard_DToL12668-RA	
N7.HOG0005896	OG0004273	n7								Vcard_DToL12667-RA	XP_026495867.1
N7.HOG0005897	OG0004274	n0								Vcard_DToL12010-RA	XP_026486978.1
N7.HOG0005898	OG0004275	n0								Vcard_DToL14237-RA	XP_026498245.1
N7.HOG0005899	OG0004276	n0								Vcard_DToL13691-RA	XP_026495410.1
N7.HOG0005900	OG0004277	n0								Vcard_DToL14424-RA	XP_026494383.1
N7.HOG0005901	OG0004278	n0								Vcard_DToL14423-RA	XP_026494388.1
N7.HOG0005902	OG0004279	n7								Vcard_DToL10405-RA	XP_026485537.1
N7.HOG0005903	OG0004279	n8								Vcard_DToL10406-RA	
N7.HOG0005904	OG0004280	n0								Vcard_DToL14422-RA	XP_026494386.1
N7.HOG0005905	OG0004281	n5								Vcard_DToL12661-RA	
N7.HOG0005906	OG0004281	n7								Vcard_DToL12662-RA	
N7.HOG0005907	OG0004282	n0								Vcard_DToL12018-RA	XP_026486804.1
N7.HOG0005908	OG0004283	n0								Vcard_DToL13697-RA	XP_026495469.1
N7.HOG0005909	OG0004284	n0								Vcard_DToL05803-RA	XP_026487705.1
N7.HOG0005910	OG0004285	n0								Vcard_DToL07944-RA	XP_026501397.1, XP_026501398.1
N7.HOG0005911	OG0004286	n0								Vcard_DToL01227-RA	XP_026493685.1
N7.HOG0005912	OG0004287	n0								Vcard_DToL00462-RA	XP_026500593.1
N7.HOG0005913	OG0004288	n4								Vcard_DToL12029-RA	XP_026486776.1
N7.HOG0005914	OG0004288	n6								Vcard_DToL12028-RA	
N7.HOG0005915	OG0004289	n0								Vcard_DToL03741-RA	XP_026491622.1
N7.HOG0005916	OG0004290	n0								Vcard_DToL01226-RA	XP_026493713.1
N7.HOG0005917	OG0004291	n0								Vcard_DToL07770-RA	XP_026489071.1
N7.HOG0005918	OG0004292	n0									XP_026492040.1
N7.HOG0005919	OG0004293	n2								Vcard_DToL09327-RA	XP_026499584.1
N7.HOG0005920	OG0004294	n0								Vcard_DToL05789-RA	XP_026487719.1
N7.HOG0005921	OG0004295	n0								Vcard_DToL03747-RA	XP_026491643.1
N7.HOG0005922	OG0004296	n0								Vcard_DToL12649-RA	XP_026495523.1
N7.HOG0005923	OG0004297	n0								Vcard_DToL07396-RA	XP_026496955.1
N7.HOG0005924	OG0004298	n0								Vcard_DToL02993-RA	XP_026498666.1
N7.HOG0005925	OG0004299	n7								Vcard_DToL03748-RA	XP_026491673.1
N7.HOG0005926	OG0004300	n0								Vcard_DToL09323-RA, Vcard_DToL09324-RA	XP_026499716.1
N7.HOG0005927	OG0004301	n4								Vcard_DToL12643-RA	XP_026495922.1
N7.HOG0005928	OG0004301	n5								Vcard_DToL12642-RA	
N7.HOG0005929	OG0004302	n0								Vcard_DToL07397-RA	XP_026497014.1
N7.HOG0005930	OG0004303	n0								Vcard_DToL10403-RA	XP_026485531.1
N7.HOG0005931	OG0004304	n0								Vcard_DToL09317-RA	XP_026499696.1
N7.HOG0005932	OG0004305	n6								Vcard_DToL00491-RA	
N7.HOG0005933	OG0004306	n0								Vcard_DToL12641-RA	XP_026495612.1, XP_026495611.1
N7.HOG0005934	OG0004307	n0								Vcard_DToL16180-RA	XP_026489581.1
N7.HOG0005935	OG0004308	n0								Vcard_DToL07698-RA	XP_026488875.1
N7.HOG0005936	OG0004309	n0								Vcard_DToL17215-RA	XP_026483956.1
N7.HOG0005937	OG0004310	n0									XP_026488128.1
N7.HOG0005938	OG0004311	n0								Vcard_DToL03754-RA, Vcard_DToL03755-RA	XP_026491783.1
N7.HOG0005939	OG0004312	n0								Vcard_DToL09309-RA	XP_026499592.1
N7.HOG0005940	OG0004313	n0								Vcard_DToL07402-RA	XP_026496946.1
N7.HOG0005941	OG0004314	n0								Vcard_DToL12031-RA	XP_026486792.1, XP_026486791.1
N7.HOG0005942	OG0004315	n0								Vcard_DToL07403-RA	XP_026496945.1
N7.HOG0005943	OG0004316	n0								Vcard_DToL12630-RA	XP_026495743.1
N7.HOG0005944	OG0004317	n0								Vcard_DToL13708-RA	XP_026495437.1
N7.HOG0005945	OG0004318	n0								Vcard_DToL14244-RA	XP_026498296.1
N7.HOG0005946	OG0004319	n0								Vcard_DToL07408-RA	XP_026496943.1
N7.HOG0005947	OG0004320	n0								Vcard_DToL05783-RA	XP_026487614.1
N7.HOG0005948	OG0004321	n0								Vcard_DToL11078-RA	XP_026493942.1
N7.HOG0005949	OG0004322	n0								Vcard_DToL15564-RA	XP_026492036.1
N7.HOG0005950	OG0004323	n0									XP_026492038.1
N7.HOG0005951	OG0004324	n0								Vcard_DToL13713-RA, Vcard_DToL13714-RA	XP_026495474.1
N7.HOG0005952	OG0004325	n4								Vcard_DToL08540-RA	XP_026494807.1
N7.HOG0005953	OG0004325	n8								Vcard_DToL08541-RA	
N7.HOG0005954	OG0004326	n0								Vcard_DToL01220-RA	XP_026493673.1, XP_026493674.1
N7.HOG0005955	OG0004327	n0								Vcard_DToL07412-RA	XP_026497005.1
N7.HOG0005956	OG0004328	n3								Vcard_DToL01218-RA	XP_026493749.1
N7.HOG0005957	OG0004329	n0								Vcard_DToL03759-RA	XP_026491625.1
N7.HOG0005958	OG0004330	n0								Vcard_DToL08534-RA, Vcard_DToL08536-RA	XP_026495148.1
N7.HOG0005959	OG0004331	n0								Vcard_DToL07779-RA, Vcard_DToL07778-RA	XP_026489068.1
N7.HOG0005960	OG0004332	n0								Vcard_DToL04421-RA, Vcard_DToL04425-RA	XP_026488440.1
N7.HOG0005961	OG0004333	n0								Vcard_DToL07787-RA	XP_026488948.1
N7.HOG0005962	OG0004334	n0								Vcard_DToL06816-RA	XP_026485003.1
N7.HOG0005963	OG0004335	n0								Vcard_DToL06814-RA	XP_026484992.1
N7.HOG0005964	OG0004336	n0								Vcard_DToL15572-RA	XP_026492020.1
N7.HOG0005965	OG0004337	n0								Vcard_DToL07792-RA	XP_026488941.1
N7.HOG0005966	OG0004338	n0								Vcard_DToL11089-RA, Vcard_DToL11092-RA	XP_026494006.1
N7.HOG0005967	OG0004339	n0								Vcard_DToL14414-RA	XP_026494217.1
N7.HOG0005968	OG0004340	n0								Vcard_DToL15422-RA	XP_026497532.1
N7.HOG0005969	OG0004341	n0								Vcard_DToL02306-RA	XP_026485000.1
N7.HOG0005970	OG0004342	n0								Vcard_DToL07428-RA	XP_026496904.1
N7.HOG0005971	OG0004343	n0								Vcard_DToL15578-RA	XP_026492544.1, XP_026492548.1
N7.HOG0005972	OG0004344	n0								Vcard_DToL14251-RA	XP_026498248.1
N7.HOG0005973	OG0004345	n0								Vcard_DToL02302-RA, Vcard_DToL02303-RA	XP_026484978.1
N7.HOG0005974	OG0004346	n0								Vcard_DToL10211-RA	XP_026493296.1
N7.HOG0005975	OG0004347	n0								Vcard_DToL15427-RA	XP_026497398.1
N7.HOG0005976	OG0004348	n0								Vcard_DToL03993-RA	XP_026491814.1
N7.HOG0005977	OG0004349	n0								Vcard_DToL02297-RA	XP_026484986.1
N7.HOG0005978	OG0004350	n0								Vcard_DToL10947-RA	XP_026494037.1
N7.HOG0005979	OG0004351	n4								Vcard_DToL14409-RA	XP_026498934.1
N7.HOG0005980	OG0004351	n8								Vcard_DToL14410-RA	
N7.HOG0005981	OG0004352	n0								Vcard_DToL10167-RA	XP_026493272.1
N7.HOG0005982	OG0004353	n0								Vcard_DToL00475-RA	XP_026500582.1, XP_026500581.1
N7.HOG0005983	OG0004354	n0								Vcard_DToL15436-RA	XP_026497452.1
N7.HOG0005984	OG0004356	n0								Vcard_DToL03779-RA	XP_026491667.1
N7.HOG0005985	OG0004357	n0								Vcard_DToL02293-RA	XP_026484965.1
N7.HOG0005986	OG0004358	n0								Vcard_DToL07442-RA	XP_026496937.1
N7.HOG0005987	OG0004359	n0								Vcard_DToL00472-RA	XP_026500571.1, XP_026500570.1
N7.HOG0005988	OG0004360	n0								Vcard_DToL09291-RA	XP_026499586.1
N7.HOG0005989	OG0004361	n0								Vcard_DToL12039-RA	XP_026486941.1
N7.HOG0005990	OG0004362	n0								Vcard_DToL14270-RA	XP_026498253.1
N7.HOG0005991	OG0004363	n0								Vcard_DToL07804-RA	XP_026489031.1
N7.HOG0005992	OG0004364	n0								Vcard_DToL13753-RA	XP_026496483.1, XP_026496482.1
N7.HOG0005993	OG0004365	n4								Vcard_DToL06803-RA	
N7.HOG0005994	OG0004365	n7								Vcard_DToL06805-RA	XP_026500121.1
N7.HOG0005995	OG0004366	n0									XP_026499647.1, XP_026499646.1
N7.HOG0005996	OG0004367	n0								Vcard_DToL02282-RA	XP_026484984.1
N7.HOG0005997	OG0004368	n5								Vcard_DToL00502-RA	
N7.HOG0005998	OG0004368	n8									XP_026499189.1, XP_026499181.1
N7.HOG0005999	OG0004369	n0								Vcard_DToL15585-RA	XP_026500063.1
N7.HOG0006000	OG0004370	n0								Vcard_DToL14392-RA	XP_026498940.1, XP_026498941.1
N7.HOG0006001	OG0004371	n0								Vcard_DToL12607-RA	XP_026495750.1
N7.HOG0006002	OG0004372	n0								Vcard_DToL14389-RA	XP_026498936.1
N7.HOG0006003	OG0004373	n0								Vcard_DToL10382-RA	XP_026485472.1
N7.HOG0006004	OG0004374	n0								Vcard_DToL02278-RA	XP_026484997.1, XP_026484998.1
N7.HOG0006005	OG0004375	n0								Vcard_DToL14384-RA	XP_026498913.1
N7.HOG0006006	OG0004376	n0								Vcard_DToL07462-RA	XP_026496751.1
N7.HOG0006007	OG0004377	n0								Vcard_DToL02277-RA	XP_026484595.1
N7.HOG0006008	OG0004378	n3								Vcard_DToL02276-RA	
N7.HOG0006009	OG0004378	n8									XP_026485155.1
N7.HOG0006010	OG0004379	n0								Vcard_DToL10137-RA, Vcard_DToL10138-RA	XP_026493262.1
N7.HOG0006011	OG0004380	n0								Vcard_DToL03799-RA	XP_026491620.1
N7.HOG0006012	OG0004381	n0								Vcard_DToL00508-RA	XP_026499094.1
N7.HOG0006013	OG0004382	n0								Vcard_DToL02271-RA	XP_026485157.1
N7.HOG0006014	OG0004383	n0								Vcard_DToL15593-RA	XP_026497770.1
N7.HOG0006015	OG0004384	n0								Vcard_DToL12057-RA	XP_026486880.1
N7.HOG0006016	OG0004385	n0								Vcard_DToL06793-RA	XP_026500139.1
N7.HOG0006017	OG0004386	n7								Vcard_DToL12062-RA	XP_026486780.1
N7.HOG0006018	OG0004387	n0								Vcard_DToL10133-RA	XP_026493421.1, XP_026497179.1, XP_026498880.1
N7.HOG0006019	OG0004388	n0								Vcard_DToL17249-RA	XP_026483943.1
N7.HOG0006020	OG0004389	n0								Vcard_DToL03802-RA	XP_026491756.1
N7.HOG0006021	OG0004390	n0									XP_026486867.1, XP_026486866.1
N7.HOG0006022	OG0004391	n0								Vcard_DToL04457-RA	XP_026488269.1
N7.HOG0006023	OG0004392	n0								Vcard_DToL01194-RA	XP_026487844.1
N7.HOG0006024	OG0004393	n0								Vcard_DToL02256-RA	XP_026485165.1, XP_026485166.1
N7.HOG0006025	OG0004394	n0								Vcard_DToL15460-RA	XP_026483185.1
N7.HOG0006026	OG0004395	n0								Vcard_DToL05445-RA	XP_026486058.1
N7.HOG0006027	OG0004396	n0								Vcard_DToL01192-RA	XP_026487846.1
N7.HOG0006028	OG0004397	n0								Vcard_DToL15463-RA, Vcard_DToL15462-RA	XP_026483183.1
N7.HOG0006029	OG0004399	n0								Vcard_DToL01191-RA	XP_026487851.1
N7.HOG0006030	OG0004400	n5								Vcard_DToL14276-RA	
N7.HOG0006031	OG0004400	n7								Vcard_DToL14277-RA	
N7.HOG0006032	OG0004401	n0								Vcard_DToL10120-RA	XP_026493417.1
N7.HOG0006033	OG0004402	n0								Vcard_DToL03030-RA	XP_026498558.1
N7.HOG0006034	OG0004403	n6								Vcard_DToL00534-RA	
N7.HOG0006035	OG0004404	n0								Vcard_DToL05192-RA	XP_026485689.1
N7.HOG0006036	OG0004405	n0								Vcard_DToL06788-RA	XP_026501089.1
N7.HOG0006037	OG0004406	n0								Vcard_DToL14283-RA, Vcard_DToL14282-RA	XP_026498288.1
N7.HOG0006038	OG0004407	n0								Vcard_DToL05190-RA	XP_026485686.1, XP_026485685.1
N7.HOG0006039	OG0004408	n0								Vcard_DToL01184-RA	XP_026487845.1
N7.HOG0006040	OG0004409	n0								Vcard_DToL02252-RA	XP_026485167.1
N7.HOG0006041	OG0004410	n0								Vcard_DToL05187-RA	XP_026485697.1, XP_026485698.1
N7.HOG0006042	OG0004411	n0								Vcard_DToL05185-RA	XP_026485695.1
N7.HOG0006043	OG0004412	n0								Vcard_DToL05184-RA	XP_026485690.1
N7.HOG0006044	OG0004413	n0									XP_026499816.1
N7.HOG0006045	OG0004414	n0								Vcard_DToL07479-RA	XP_026496933.1
N7.HOG0006046	OG0004415	n0								Vcard_DToL09251-RA	XP_026499812.1
N7.HOG0006047	OG0004416	n6								Vcard_DToL12078-RA	XP_026486781.1
N7.HOG0006048	OG0004417	n0								Vcard_DToL03040-RA	XP_026498576.1, XP_026498578.1
N7.HOG0006049	OG0004418	n0								Vcard_DToL02240-RA	XP_026484813.1
N7.HOG0006050	OG0004419	n0								Vcard_DToL15472-RA	XP_026483219.1
N7.HOG0006051	OG0004420	n4								Vcard_DToL10368-RA	
N7.HOG0006052	OG0004420	n5								Vcard_DToL10369-RA	XP_026485358.1
N7.HOG0006053	OG0004421	n0								Vcard_DToL02236-RA	XP_026485081.1, XP_026485080.1
N7.HOG0006054	OG0004422	n0								Vcard_DToL02235-RA	XP_026485073.1, XP_026485074.1
N7.HOG0006055	OG0004423	n0								Vcard_DToL15648-RA	XP_026497766.1
N7.HOG0006056	OG0004424	n0								Vcard_DToL12173-RA	XP_026499170.1
N7.HOG0006057	OG0004425	n4								Vcard_DToL02233-RA	XP_026485085.1
