HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N4.HOG0007291	OG0006309	n0						XP_034830045.1	XP_039750050.1		
N4.HOG0007292	OG0006310	n0						XP_034835410.1	XP_039759343.1		
N4.HOG0007293	OG0006311	n0						XP_034825060.1	XP_039745927.1		
N4.HOG0007294	OG0006312	n0						XP_034825558.1	XP_039745924.1		
N4.HOG0007295	OG0006313	n0						XP_034834800.1	XP_039756977.1		
N4.HOG0007296	OG0006314	n0						XP_034826852.1	XP_039751035.1		
N4.HOG0007297	OG0006315	n0						XP_034835420.1	XP_039759301.1		
N4.HOG0007298	OG0006316	n0						XP_034840944.1	XP_039765508.1		
N4.HOG0007299	OG0006317	n0						XP_034831451.1	XP_039757253.1		
N4.HOG0007300	OG0006318	n0						XP_034838928.1	XP_039762745.1		
N4.HOG0007301	OG0006319	n0						XP_034826495.1	XP_039765022.1		
N4.HOG0007302	OG0006320	n0						XP_034835425.1	XP_039759659.1		
N4.HOG0007303	OG0006321	n0						XP_034838965.1	XP_039762902.1		
N4.HOG0007304	OG0006322	n0						XP_034826922.1	XP_039764930.1		
N4.HOG0007305	OG0006323	n0						XP_034831423.1, XP_034831424.1	XP_039761900.1		
N4.HOG0007306	OG0006324	n0						XP_034832088.1	XP_039752960.1		
N4.HOG0007307	OG0006325	n0						XP_034826699.1	XP_039764717.1		
N4.HOG0007308	OG0006326	n0						XP_034826886.1	XP_039765275.1		
N4.HOG0007309	OG0006327	n0						XP_034838626.1	XP_039747652.1		
N4.HOG0007310	OG0006328	n0						XP_034832762.1	XP_039761861.1		
N4.HOG0007311	OG0006329	n0						XP_034826790.1	XP_039765274.1		
N4.HOG0007312	OG0006330	n0						XP_034838810.1	XP_039762784.1		
N4.HOG0007313	OG0006331	n0						XP_034833079.1			
N4.HOG0007314	OG0006332	n0						XP_034834828.1	XP_039756297.1		
N4.HOG0007315	OG0006333	n0						XP_034838927.1	XP_039762646.1		
N4.HOG0007316	OG0006334	n0						XP_034834830.1	XP_039756523.1		
N4.HOG0007317	OG0006335	n0						XP_034834829.1	XP_039756622.1		
N4.HOG0007318	OG0006336	n7							XP_039748904.1		
N4.HOG0007319	OG0006338	n0						XP_034827466.1	XP_039752159.1		
N4.HOG0007320	OG0006339	n0						XP_034834292.1	XP_039758102.1		
N4.HOG0007321	OG0006340	n0						XP_034837318.1	XP_039760770.1		
N4.HOG0007322	OG0006341	n0						XP_034831678.1	XP_039755925.1		
N4.HOG0007323	OG0006342	n0						XP_034826428.1	XP_039765271.1		
N4.HOG0007324	OG0006343	n0						XP_034838963.1	XP_039761210.1		
N4.HOG0007325	OG0006344	n0						XP_034827014.1	XP_039764807.1		
N4.HOG0007326	OG0006345	n0						XP_034839203.1	XP_039763239.1		
N4.HOG0007327	OG0006346	n0						XP_034831682.1	XP_039755695.1		
N4.HOG0007328	OG0006347	n0						XP_034835026.1	XP_039756132.1		
N4.HOG0007329	OG0006348	n0						XP_034834228.1	XP_039757775.1		
N4.HOG0007330	OG0006349	n0						XP_034837186.1	XP_039760835.1		
N4.HOG0007331	OG0006350	n0						XP_034831681.1	XP_039755719.1		
N4.HOG0007332	OG0006351	n0						XP_034840740.1	XP_039747498.1		
N4.HOG0007333	OG0006352	n0						XP_034835014.1	XP_039756226.1		
N4.HOG0007334	OG0006353	n0						XP_034835411.1	XP_039759071.1		
N4.HOG0007335	OG0006354	n0						XP_034838352.1	XP_039748455.1		
N4.HOG0007336	OG0006355	n0						XP_034837245.1	XP_039760776.1		
N4.HOG0007337	OG0006356	n0						XP_034832618.1	XP_039756891.1		
N4.HOG0007338	OG0006357	n0						XP_034839215.1	XP_039763590.1		
N4.HOG0007339	OG0006358	n0						XP_034832090.1	XP_039753102.1		
N4.HOG0007340	OG0006359	n0						XP_034830420.1	XP_039759626.1		
N4.HOG0007341	OG0006360	n0						XP_034836947.1	XP_039761171.1		
N4.HOG0007342	OG0006361	n0						XP_034832626.1	XP_039756913.1		
N4.HOG0007343	OG0006362	n0						XP_034838055.1	XP_039762037.1		
N4.HOG0007344	OG0006363	n0						XP_034824428.1	XP_039749325.1		
N4.HOG0007345	OG0006364	n0						XP_034837102.1	XP_039760417.1		
N4.HOG0007346	OG0006365	n0						XP_034837917.1	XP_039762421.1		
N4.HOG0007347	OG0006366	n0						XP_034832419.1	XP_039753344.1		
N4.HOG0007348	OG0006367	n0						XP_034827324.1	XP_039751642.1		
N4.HOG0007349	OG0006368	n0						XP_034837779.1	XP_039760643.1		
N4.HOG0007350	OG0006369	n0						XP_034838356.1	XP_039748186.1		
N4.HOG0007351	OG0006370	n0						XP_034826112.1	XP_039750084.1		
N4.HOG0007352	OG0006371	n0						XP_034829668.1	XP_039749503.1		
N4.HOG0007353	OG0006372	n0						XP_034839210.1	XP_039763603.1		
N4.HOG0007354	OG0006373	n0						XP_034834814.1	XP_039756078.1		
N4.HOG0007355	OG0006374	n0						XP_034829891.1	XP_039749997.1		
N4.HOG0007356	OG0006375	n0						XP_034835552.1	XP_039759599.1		
N4.HOG0007357	OG0006376	n0						XP_034834949.1	XP_039756420.1		
N4.HOG0007358	OG0006377	n0						XP_034826099.1	XP_039760369.1		
N4.HOG0007359	OG0006378	n0						XP_034834850.1	XP_039756467.1		
N4.HOG0007360	OG0006379	n0						XP_034838307.1	XP_039762436.1		
N4.HOG0007361	OG0006380	n0						XP_034835334.1, XP_034835333.1	XP_039759634.1		
N4.HOG0007362	OG0006381	n0						XP_034832637.1	XP_039757266.1		
N4.HOG0007363	OG0006382	n0						XP_034832632.1	XP_039756911.1		
N4.HOG0007364	OG0006383	n0						XP_034840590.1	XP_039746627.1		
N4.HOG0007365	OG0006384	n0						XP_034837212.1	XP_039760884.1		
N4.HOG0007366	OG0006385	n0						XP_034834578.1	XP_039756558.1		
N4.HOG0007367	OG0006386	n0						XP_034833081.1	XP_039757028.1		
N4.HOG0007368	OG0006387	n0						XP_034827464.1	XP_039752528.1		
N4.HOG0007369	OG0006388	n0						XP_034837101.1	XP_039760789.1		
N4.HOG0007370	OG0006389	n0						XP_034827447.1	XP_039752055.1		
N4.HOG0007371	OG0006390	n0						XP_034835332.1	XP_039759330.1		
N4.HOG0007372	OG0006391	n0						XP_034834575.1	XP_039756620.1		
N4.HOG0007373	OG0006392	n0						XP_034838463.1	XP_039748258.1		
N4.HOG0007374	OG0006393	n0						XP_034832630.1	XP_039756967.1		
N4.HOG0007375	OG0006394	n0						XP_034840605.1	XP_039746761.1		
N4.HOG0007376	OG0006395	n0						XP_034832638.1	XP_039757327.1		
N4.HOG0007377	OG0006396	n0						XP_034840584.1	XP_039746754.1		
N4.HOG0007378	OG0006397	n0						XP_034830166.1	XP_039749676.1		
N4.HOG0007379	OG0006398	n0						XP_034835378.1	XP_039759498.1		
N4.HOG0007380	OG0006399	n0						XP_034830167.1	XP_039749606.1		
N4.HOG0007381	OG0006400	n0						XP_034834579.1	XP_039756107.1		
N4.HOG0007382	OG0006401	n0						XP_034835340.1	XP_039759476.1		
N4.HOG0007383	OG0006402	n0						XP_034825695.1	XP_039745789.1		
N4.HOG0007384	OG0006403	n0						XP_034834574.1	XP_039756108.1		
N4.HOG0007385	OG0006404	n0						XP_034825694.1	XP_039746332.1		
N4.HOG0007386	OG0006405	n0						XP_034834568.1	XP_039756109.1		
N4.HOG0007387	OG0006406	n0						XP_034840836.1	XP_039745205.1		
N4.HOG0007388	OG0006407	n0						XP_034826940.1	XP_039764713.1		
N4.HOG0007389	OG0006408	n0						XP_034825217.1	XP_039745790.1		
N4.HOG0007390	OG0006409	n0						XP_034824870.1	XP_039749324.1		
N4.HOG0007391	OG0006410	n0						XP_034825275.1	XP_039745899.1		
N4.HOG0007392	OG0006411	n0						XP_034827044.1	XP_039764549.1		
N4.HOG0007393	OG0006412	n0						XP_034826903.1	XP_039751296.1		
N4.HOG0007394	OG0006413	n0						XP_034831694.1	XP_039755392.1		
N4.HOG0007395	OG0006414	n0						XP_034825279.1	XP_039746274.1		
N4.HOG0007396	OG0006415	n0						XP_034834294.1	XP_039758070.1		
N4.HOG0007397	OG0006416	n0						XP_034827316.1	XP_039751718.1		
N4.HOG0007398	OG0006417	n0						XP_034836492.1	XP_039747590.1		
N4.HOG0007399	OG0006418	n0						XP_034837329.1	XP_039760659.1		
N4.HOG0007400	OG0006419	n0						XP_034825268.1	XP_039745739.1		
N4.HOG0007401	OG0006420	n0						XP_034834570.1	XP_039756110.1		
N4.HOG0007402	OG0006421	n0						XP_034840583.1	XP_039746477.1		
N4.HOG0007403	OG0006422	n0						XP_034837285.1	XP_039760708.1		
N4.HOG0007404	OG0006423	n0						XP_034838574.1	XP_039748164.1		
N4.HOG0007405	OG0006424	n0						XP_034828758.1	XP_039750376.1		
N4.HOG0007406	OG0006425	n0						XP_034834359.1	XP_039761476.1		
N4.HOG0007407	OG0006426	n0						XP_034830153.1	XP_039749597.1		
N4.HOG0007408	OG0006427	n0						XP_034834314.1	XP_039755504.1		
N4.HOG0007409	OG0006428	n0						XP_034835342.1	XP_039759314.1		
N4.HOG0007410	OG0006429	n0						XP_034829182.1	XP_039754896.1		
N4.HOG0007411	OG0006430	n0						XP_034834808.1	XP_039756708.1		
N4.HOG0007412	OG0006431	n0						XP_034829189.1	XP_039755102.1		
N4.HOG0007413	OG0006432	n0						XP_034833387.1	XP_039755517.1		
N4.HOG0007414	OG0006433	n0						XP_034834806.1	XP_039756612.1		
N4.HOG0007415	OG0006434	n0						XP_034836963.1	XP_039761056.1		
N4.HOG0007416	OG0006435	n0						XP_034834011.1	XP_039757498.1		
N4.HOG0007417	OG0006436	n0						XP_034834432.1	XP_039756317.1		
N4.HOG0007418	OG0006437	n0						XP_034835377.1	XP_039758972.1		
N4.HOG0007419	OG0006438	n0						XP_034831650.1	XP_039755640.1		
N4.HOG0007420	OG0006439	n0						XP_034835909.1	XP_039759839.1		
N4.HOG0007421	OG0006440	n0						XP_034834437.1	XP_039756368.1		
N4.HOG0007422	OG0006441	n0						XP_034834345.1	XP_039756167.1		
N4.HOG0007423	OG0006442	n0						XP_034835331.1	XP_039759306.1		
N4.HOG0007424	OG0006443	n0						XP_034826625.1	XP_039765147.1		
N4.HOG0007425	OG0006444	n0						XP_034825273.1	XP_039746320.1		
N4.HOG0007426	OG0006445	n0						XP_034835338.1, XP_034835339.1	XP_039759697.1		
N4.HOG0007427	OG0006446	n0						XP_034834346.1	XP_039756374.1		
N4.HOG0007428	OG0006447	n0						XP_034825266.1	XP_039745693.1		
N4.HOG0007429	OG0006448	n0						XP_034838590.1	XP_039748000.1		
N4.HOG0007430	OG0006449	n0						XP_034828992.1	XP_039754935.1		
N4.HOG0007431	OG0006450	n0							XP_039757784.1		
N4.HOG0007432	OG0006451	n0						XP_034833186.1	XP_039758242.1		
N4.HOG0007433	OG0006452	n0						XP_034831291.1	XP_039755402.1		
N4.HOG0007434	OG0006453	n0						XP_034826814.1	XP_039765159.1		
N4.HOG0007435	OG0006454	n0						XP_034826740.1	XP_039765024.1		
N4.HOG0007436	OG0006455	n0						XP_034824303.1	XP_039749120.1		
N4.HOG0007437	OG0006456	n0						XP_034833228.1	XP_039758633.1		
N4.HOG0007438	OG0006457	n0						XP_034835325.1	XP_039758979.1		
N4.HOG0007439	OG0006458	n0						XP_034836046.1	XP_039761957.1		
N4.HOG0007440	OG0006459	n0						XP_034828304.1	XP_039752132.1		
N4.HOG0007441	OG0006460	n0						XP_034826474.1	XP_039764979.1		
N4.HOG0007442	OG0006461	n0						XP_034840101.1	XP_039747206.1		
N4.HOG0007443	OG0006462	n0						XP_034836033.1	XP_039754605.1		
N4.HOG0007444	OG0006463	n0						XP_034839385.1	XP_039763884.1		
N4.HOG0007445	OG0006464	n0						XP_034826119.1	XP_039751047.1		
N4.HOG0007446	OG0006466	n0						XP_034831660.1	XP_039755276.1		
N4.HOG0007447	OG0006467	n0						XP_034834635.1	XP_039754618.1		
N4.HOG0007448	OG0006468	n0						XP_034836545.1	XP_039747738.1		
N4.HOG0007449	OG0006469	n0						XP_034836612.1	XP_039748177.1		
N4.HOG0007450	OG0006470	n0						XP_034831663.1	XP_039755281.1		
N4.HOG0007451	OG0006471	n0						XP_034837918.1	XP_039762362.1		
N4.HOG0007452	OG0006472	n0						XP_034833718.1	XP_039757977.1		
N4.HOG0007453	OG0006473	n0						XP_034837959.1	XP_039762386.1		
N4.HOG0007454	OG0006474	n0						XP_034833617.1	XP_039758706.1		
N4.HOG0007455	OG0006475	n0						XP_034837920.1	XP_039762227.1		
N4.HOG0007456	OG0006476	n0						XP_034833131.1	XP_039758887.1		
N4.HOG0007457	OG0006477	n0						XP_034837962.1	XP_039762086.1		
N4.HOG0007458	OG0006478	n0						XP_034831664.1, XP_034831665.1	XP_039755954.1, XP_039755952.1		
N4.HOG0007459	OG0006479	n0						XP_034840949.1	XP_039765657.1		
N4.HOG0007460	OG0006480	n0							XP_039758886.1		
N4.HOG0007461	OG0006481	n0						XP_034828714.1	XP_039750886.1		
N4.HOG0007462	OG0006483	n0						XP_034832171.1	XP_039753301.1		
N4.HOG0007463	OG0006484	n0						XP_034838005.1	XP_039762351.1		
N4.HOG0007464	OG0006485	n0						XP_034839826.1	XP_039764008.1		
N4.HOG0007465	OG0006486	n0						XP_034836232.1	XP_039759775.1		
N4.HOG0007466	OG0006487	n0						XP_034837319.1	XP_039760797.1		
N4.HOG0007467	OG0006488	n0						XP_034841455.1	XP_039745175.1		
N4.HOG0007468	OG0006489	n0						XP_034835827.1	XP_039759978.1		
N4.HOG0007469	OG0006490	n0						XP_034826665.1	XP_039763253.1		
N4.HOG0007470	OG0006491	n0						XP_034837236.1	XP_039760496.1		
N4.HOG0007471	OG0006492	n0						XP_034831856.1	XP_039753346.1		
N4.HOG0007472	OG0006493	n0						XP_034831853.1	XP_039753131.1		
N4.HOG0007473	OG0006494	n0						XP_034826504.1	XP_039764774.1		
N4.HOG0007474	OG0006495	n0						XP_034832069.1	XP_039753183.1		
N4.HOG0007475	OG0006496	n0						XP_034838014.1	XP_039762077.1		
N4.HOG0007476	OG0006497	n0						XP_034824289.1	XP_039748944.1		
N4.HOG0007477	OG0006498	n0						XP_034828869.1	XP_039750842.1		
N4.HOG0007478	OG0006499	n0						XP_034840727.1	XP_039764582.1		
N4.HOG0007479	OG0006500	n0						XP_034826414.1	XP_039764767.1		
N4.HOG0007480	OG0006501	n0						XP_034824291.1	XP_039749113.1		
N4.HOG0007481	OG0006502	n0						XP_034838568.1	XP_039748323.1		
N4.HOG0007482	OG0006503	n0						XP_034826750.1	XP_039764768.1		
N4.HOG0007483	OG0006504	n0						XP_034837167.1	XP_039760699.1		
N4.HOG0007484	OG0006505	n0						XP_034824657.1	XP_039764771.1		
N4.HOG0007485	OG0006506	n0						XP_034834789.1	XP_039756253.1		
N4.HOG0007486	OG0006507	n0						XP_034827471.1	XP_039764396.1		
N4.HOG0007487	OG0006508	n0						XP_034838071.1	XP_039762045.1		
N4.HOG0007488	OG0006509	n0						XP_034832077.1	XP_039753663.1		
N4.HOG0007489	OG0006510	n0						XP_034827186.1	XP_039751116.1		
N4.HOG0007490	OG0006511	n0						XP_034827462.1	XP_039764385.1		
N4.HOG0007491	OG0006512	n0						XP_034831055.1	XP_039755937.1		
N4.HOG0007492	OG0006513	n0						XP_034825375.1	XP_039746080.1		
N4.HOG0007493	OG0006514	n0						XP_034824597.1	XP_039749294.1		
N4.HOG0007494	OG0006515	n0						XP_034840622.1	XP_039746830.1		
N4.HOG0007495	OG0006516	n0						XP_034838593.1	XP_039748327.1		
N4.HOG0007496	OG0006517	n0						XP_034832806.1	XP_039757250.1		
N4.HOG0007497	OG0006518	n0						XP_034828559.1	XP_039750380.1		
N4.HOG0007498	OG0006519	n0						XP_034826185.1	XP_039764703.1		
N4.HOG0007499	OG0006520	n0						XP_034824488.1	XP_039748834.1		
N4.HOG0007500	OG0006521	n0						XP_034830898.1	XP_039754166.1		
N4.HOG0007501	OG0006522	n0						XP_034826363.1	XP_039746576.1		
N4.HOG0007502	OG0006523	n0						XP_034830895.1	XP_039753914.1		
N4.HOG0007503	OG0006524	n0						XP_034840631.1	XP_039746831.1		
N4.HOG0007504	OG0006525	n0						XP_034840634.1	XP_039747181.1		
N4.HOG0007505	OG0006526	n0						XP_034824473.1	XP_039749337.1		
N4.HOG0007506	OG0006527	n0						XP_034840607.1	XP_039747311.1		
N4.HOG0007507	OG0006528	n0						XP_034826197.1	XP_039764892.1		
N4.HOG0007508	OG0006529	n0						XP_034826226.1, XP_034826218.1	XP_039765145.1		
N4.HOG0007509	OG0006530	n0						XP_034829511.1	XP_039764558.1		
N4.HOG0007510	OG0006531	n0						XP_034835947.1	XP_039760043.1		
N4.HOG0007511	OG0006532	n0						XP_034824471.1, XP_034824470.1	XP_039749288.1		
N4.HOG0007512	OG0006533	n0						XP_034830367.1	XP_039754219.1		
N4.HOG0007513	OG0006534	n0						XP_034835953.1	XP_039760274.1		
N4.HOG0007514	OG0006535	n0						XP_034837863.1	XP_039762277.1		
N4.HOG0007515	OG0006536	n0						XP_034840635.1	XP_039746850.1		
N4.HOG0007516	OG0006537	n0						XP_034839630.1	XP_039763864.1, XP_039763865.1		
N4.HOG0007517	OG0006538	n0						XP_034829822.1	XP_039765262.1		
N4.HOG0007518	OG0006539	n0						XP_034832071.1	XP_039753656.1		
N4.HOG0007519	OG0006540	n0						XP_034836541.1	XP_039748304.1		
N4.HOG0007520	OG0006541	n0						XP_034840587.1	XP_039746837.1		
N4.HOG0007521	OG0006542	n0						XP_034827975.1	XP_039751792.1		
N4.HOG0007522	OG0006543	n0						XP_034837235.1	XP_039760817.1		
N4.HOG0007523	OG0006544	n0						XP_034831043.1	XP_039755269.1		
N4.HOG0007524	OG0006545	n0						XP_034840625.1	XP_039747505.1		
N4.HOG0007525	OG0006546	n0						XP_034828206.1	XP_039751791.1		
N4.HOG0007526	OG0006547	n0						XP_034824449.1	XP_039748851.1		
N4.HOG0007527	OG0006548	n0						XP_034833482.1	XP_039758788.1, XP_039758789.1		
N4.HOG0007528	OG0006549	n0						XP_034839505.1	XP_039764111.1		
N4.HOG0007529	OG0006551	n0						XP_034840602.1	XP_039746804.1		
N4.HOG0007530	OG0006552	n0						XP_034827192.1	XP_039751255.1		
N4.HOG0007531	OG0006553	n0						XP_034824454.1	XP_039748600.1		
N4.HOG0007532	OG0006554	n0						XP_034828573.1	XP_039750958.1		
N4.HOG0007533	OG0006555	n0						XP_034840754.1	XP_039746962.1		
N4.HOG0007534	OG0006556	n0						XP_034829400.1	XP_039754633.1		
N4.HOG0007535	OG0006557	n0						XP_034837284.1	XP_039760472.1		
N4.HOG0007536	OG0006558	n0						XP_034829401.1	XP_039754761.1		
N4.HOG0007537	OG0006559	n0						XP_034836421.1	XP_039748369.1		
N4.HOG0007538	OG0006560	n0						XP_034829146.1	XP_039755138.1		
N4.HOG0007539	OG0006561	n0						XP_034828472.1	XP_039750571.1		
N4.HOG0007540	OG0006562	n0						XP_034836593.1	XP_039748478.1		
N4.HOG0007541	OG0006563	n0						XP_034832374.1	XP_039752900.1		
N4.HOG0007542	OG0006564	n0						XP_034835101.1	XP_039759525.1		
N4.HOG0007543	OG0006565	n0						XP_034832375.1	XP_039752923.1		
N4.HOG0007544	OG0006566	n0						XP_034829323.1	XP_039755128.1		
N4.HOG0007545	OG0006567	n0						XP_034829344.1	XP_039755125.1		
N4.HOG0007546	OG0006568	n0						XP_034832832.1	XP_039756807.1		
N4.HOG0007547	OG0006569	n0						XP_034838068.1	XP_039762137.1		
N4.HOG0007548	OG0006570	n0						XP_034832464.1	XP_039753613.1		
N4.HOG0007549	OG0006571	n0						XP_034835299.1	XP_039758973.1		
N4.HOG0007550	OG0006572	n0						XP_034832459.1	XP_039753209.1		
N4.HOG0007551	OG0006573	n0						XP_034837176.1	XP_039760625.1		
N4.HOG0007552	OG0006574	n0						XP_034835555.1	XP_039759603.1		
N4.HOG0007553	OG0006575	n0						XP_034827546.1	XP_039752178.1		
N4.HOG0007554	OG0006576	n0						XP_034832461.1	XP_039752975.1		
N4.HOG0007555	OG0006577	n0						XP_034829863.1	XP_039750183.1		
N4.HOG0007556	OG0006578	n0						XP_034835297.1	XP_039758976.1		
N4.HOG0007557	OG0006579	n0						XP_034837177.1	XP_039760628.1		
N4.HOG0007558	OG0006580	n0						XP_034838067.1	XP_039762043.1		
N4.HOG0007559	OG0006581	n0						XP_034826774.1	XP_039751301.1		
N4.HOG0007560	OG0006582	n0						XP_034827069.1	XP_039751406.1		
N4.HOG0007561	OG0006583	n0						XP_034831060.1	XP_039755354.1		
N4.HOG0007562	OG0006584	n0						XP_034837984.1	XP_039762415.1		
N4.HOG0007563	OG0006585	n0						XP_034833410.1	XP_039758862.1		
N4.HOG0007564	OG0006586	n0						XP_034839628.1	XP_039764190.1		
N4.HOG0007565	OG0006587	n0						XP_034829327.1	XP_039754771.1		
N4.HOG0007566	OG0006588	n0						XP_034829023.1	XP_039764761.1		
N4.HOG0007567	OG0006589	n0						XP_034832463.1	XP_039752977.1		
N4.HOG0007568	OG0006590	n0						XP_034837994.1	XP_039762419.1		
N4.HOG0007569	OG0006591	n0						XP_034829342.1	XP_039754911.1		
N4.HOG0007570	OG0006592	n0						XP_034829334.1	XP_039754910.1		
N4.HOG0007571	OG0006593	n0						XP_034826884.1	XP_039751577.1		
N4.HOG0007572	OG0006594	n0						XP_034829324.1	XP_039754920.1		
N4.HOG0007573	OG0006595	n0						XP_034825993.1	XP_039747600.1		
N4.HOG0007574	OG0006596	n0						XP_034824436.1	XP_039748750.1		
N4.HOG0007575	OG0006597	n0						XP_034825996.1	XP_039750191.1		
N4.HOG0007576	OG0006598	n0						XP_034829333.1	XP_039755035.1		
N4.HOG0007577	OG0006599	n0						XP_034832357.1	XP_039752953.1		
N4.HOG0007578	OG0006600	n0						XP_034826777.1	XP_039751191.1		
N4.HOG0007579	OG0006601	n0						XP_034834445.1	XP_039756097.1		
N4.HOG0007580	OG0006602	n0						XP_034828471.1	XP_039750738.1		
N4.HOG0007581	OG0006603	n0						XP_034834758.1	XP_039756093.1		
N4.HOG0007582	OG0006604	n0						XP_034828470.1	XP_039750489.1		
N4.HOG0007583	OG0006605	n0						XP_034835298.1	XP_039759223.1		
N4.HOG0007584	OG0006606	n0						XP_034829002.1	XP_039764929.1		
N4.HOG0007585	OG0006607	n0						XP_034826872.1	XP_039751246.1		
N4.HOG0007586	OG0006608	n0						XP_034824472.1	XP_039748816.1		
N4.HOG0007587	OG0006609	n0						XP_034828939.1	XP_039764449.1		
N4.HOG0007588	OG0006610	n0						XP_034828460.1	XP_039750758.1		
N4.HOG0007589	OG0006611	n0						XP_034826175.1	XP_039753245.1		
N4.HOG0007590	OG0006612	n0						XP_034835308.1	XP_039759324.1		
N4.HOG0007591	OG0006613	n0						XP_034828993.1	XP_039764450.1		
N4.HOG0007592	OG0006614	n0						XP_034836215.1	XP_039760087.1		
N4.HOG0007593	OG0006615	n0						XP_034829339.1	XP_039755168.1		
N4.HOG0007594	OG0006616	n0						XP_034839625.1	XP_039763797.1		
N4.HOG0007595	OG0006617	n0						XP_034828768.1	XP_039764963.1		
N4.HOG0007596	OG0006618	n0						XP_034835983.1	XP_039760159.1		
N4.HOG0007597	OG0006619	n0						XP_034834284.1	XP_039758137.1		
N4.HOG0007598	OG0006620	n0						XP_034834774.1, XP_034834773.1	XP_039756117.1		
N4.HOG0007599	OG0006621	n0						XP_034825495.1	XP_039745842.1		
N4.HOG0007600	OG0006622	n0						XP_034825491.1	XP_039745841.1		
N4.HOG0007601	OG0006623	n0						XP_034828950.1	XP_039764888.1		
N4.HOG0007602	OG0006624	n0						XP_034834782.1	XP_039756181.1		
N4.HOG0007603	OG0006625	n0						XP_034829313.1	XP_039754922.1		
N4.HOG0007604	OG0006626	n0						XP_034827569.1	XP_039751893.1		
N4.HOG0007605	OG0006627	n0						XP_034834283.1	XP_039758052.1		
N4.HOG0007606	OG0006628	n0						XP_034833916.1	XP_039758050.1		
N4.HOG0007607	OG0006629	n0						XP_034828845.1	XP_039764871.1		
N4.HOG0007608	OG0006630	n0						XP_034837312.1	XP_039760862.1		
N4.HOG0007609	OG0006631	n0						XP_034831093.1, XP_034831091.1, XP_034831092.1	XP_039755876.1		
N4.HOG0007610	OG0006632	n0						XP_034835304.1	XP_039759438.1		
N4.HOG0007611	OG0006633	n0						XP_034831420.1	XP_039755349.1		
N4.HOG0007612	OG0006634	n0						XP_034829332.1	XP_039754836.1		
N4.HOG0007613	OG0006635	n0						XP_034827942.1	XP_039752640.1		
N4.HOG0007614	OG0006636	n0						XP_034829331.1	XP_039754829.1		
N4.HOG0007615	OG0006637	n0						XP_034835979.1	XP_039759930.1		
N4.HOG0007616	OG0006638	n0						XP_034829302.1	XP_039754849.1		
N4.HOG0007617	OG0006639	n0						XP_034826569.1	XP_039747901.1		
N4.HOG0007618	OG0006640	n0						XP_034840474.1, XP_034840475.1	XP_039747089.1, XP_039747090.1		
N4.HOG0007619	OG0006641	n0						XP_034828983.1	XP_039764873.1		
N4.HOG0007620	OG0006642	n0						XP_034835974.1	XP_039760202.1		
N4.HOG0007621	OG0006643	n0						XP_034832223.1	XP_039753710.1		
N4.HOG0007622	OG0006644	n0						XP_034829011.1	XP_039765052.1		
N4.HOG0007623	OG0006645	n0						XP_034828209.1	XP_039752274.1		
N4.HOG0007624	OG0006646	n0						XP_034828910.1	XP_039765195.1		
N4.HOG0007625	OG0006647	n0						XP_034835970.1	XP_039759874.1		
N4.HOG0007626	OG0006648	n0						XP_034836590.1	XP_039748129.1		
N4.HOG0007627	OG0006649	n0						XP_034824977.1	XP_039748909.1		
N4.HOG0007628	OG0006650	n0						XP_034831421.1	XP_039755342.1		
N4.HOG0007629	OG0006651	n0						XP_034835980.1	XP_039760161.1		
N4.HOG0007630	OG0006652	n0						XP_034835967.1	XP_039759898.1		
N4.HOG0007631	OG0006653	n0						XP_034828463.1	XP_039750905.1		
N4.HOG0007632	OG0006654	n0						XP_034837310.1	XP_039760660.1		
N4.HOG0007633	OG0006655	n0						XP_034839319.1	XP_039763693.1		
N4.HOG0007634	OG0006656	n0						XP_034826239.1	XP_039753467.1		
N4.HOG0007635	OG0006657	n0						XP_034825221.1	XP_039745820.1		
N4.HOG0007636	OG0006658	n0						XP_034825578.1	XP_039746168.1		
N4.HOG0007637	OG0006659	n0						XP_034833909.1	XP_039757549.1		
N4.HOG0007638	OG0006660	n0						XP_034825766.1	XP_039746199.1		
N4.HOG0007639	OG0006661	n0						XP_034829892.1	XP_039750180.1		
N4.HOG0007640	OG0006662	n0						XP_034825782.1	XP_039746205.1		
N4.HOG0007641	OG0006663	n0						XP_034839784.1	XP_039763634.1		
N4.HOG0007642	OG0006664	n0						XP_034826861.1	XP_039751527.1		
N4.HOG0007643	OG0006665	n0						XP_034825777.1	XP_039746035.1		
N4.HOG0007644	OG0006666	n0						XP_034830641.1	XP_039753744.1		
N4.HOG0007645	OG0006668	n0						XP_034829301.1	XP_039754688.1		
N4.HOG0007646	OG0006669	n0						XP_034827670.1	XP_039752320.1		
N4.HOG0007647	OG0006670	n0						XP_034827671.1	XP_039752308.1		
N4.HOG0007648	OG0006671	n0						XP_034830415.1	XP_039754555.1		
N4.HOG0007649	OG0006672	n0						XP_034828044.1	XP_039752142.1		
N4.HOG0007650	OG0006673	n0						XP_034832659.1	XP_039757066.1		
N4.HOG0007651	OG0006674	n0						XP_034841236.1	XP_039765769.1		
N4.HOG0007652	OG0006675	n0						XP_034828049.1	XP_039752141.1		
