Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0005852	XP_026489479.1	XP_034827258.1
OG0005853	XP_026489472.1	XP_034827046.1
OG0005854	XP_026496773.1	XP_034829875.1
OG0005855	XP_026483856.1	XP_034838646.1
OG0005856	XP_026489469.1	XP_034827254.1
OG0005857	XP_026501433.1	XP_034827257.1
OG0005858	XP_026486360.1	XP_034824943.1
OG0005859	XP_026494642.1	XP_034832715.1
OG0005860	XP_026499235.1	XP_034831645.1
OG0005861	XP_026494662.1	XP_034832929.1
OG0005862	XP_026488975.1	XP_034827570.1
OG0005863	XP_026487425.1	XP_034828115.1
OG0005864	XP_026489007.1	XP_034827572.1
OG0005865	XP_026499381.1	XP_034825930.1
OG0005866	XP_026489118.1	XP_034827575.1
OG0005867	XP_026487734.1	XP_034828004.1
OG0005868	XP_026497350.1	XP_034836043.1
OG0005869	XP_026499097.1	XP_034831648.1
OG0005870	XP_026488622.1	XP_034828073.1
OG0005871	XP_026489116.1	XP_034827565.1
OG0005872	XP_026489117.1	XP_034827794.1
OG0005873	XP_026497890.1	XP_034838737.1
OG0005874	XP_026497352.1	XP_034836048.1
OG0005875	XP_026493164.1	XP_034833179.1
OG0005876	XP_026490241.1	XP_034837165.1
OG0005877	XP_026490601.1	XP_034838676.1
OG0005878	XP_026491344.1	XP_034825360.1
OG0005879	XP_026487351.1	XP_034824745.1
OG0005880	XP_026497353.1	XP_034836060.1
OG0005881	XP_026491338.1	XP_034825357.1
OG0005882	XP_026489114.1	XP_034827549.1
OG0005883	XP_026500476.1	XP_034839251.1
OG0005884	XP_026497349.1	XP_034836224.1
OG0005885	XP_026497893.1	XP_034835925.1
OG0005887	XP_026487196.1	XP_034830845.1
OG0005888	XP_026497356.1	XP_034836066.1
OG0005889	XP_026494648.1	XP_034832615.1
OG0005890	XP_026494891.1	XP_034840372.1
OG0005892	XP_026491483.1	XP_034825468.1
OG0005893	XP_026500281.1	XP_034826996.1
OG0005894	XP_026493332.1	XP_034835291.1
OG0005895	XP_026488325.1	XP_034827900.1
OG0005896	XP_026483144.1	XP_034838878.1
OG0005897	XP_026488311.1	XP_034827891.1
OG0005898	XP_026494663.1	XP_034832665.1
OG0005899	XP_026494888.1	XP_034840580.1
OG0005900	XP_026499334.1	XP_034826403.1
OG0005901	XP_026490378.1	XP_034836672.1
OG0005902	XP_026494892.1	XP_034840571.1
OG0005903	XP_026483167.1	XP_034838944.1
OG0005904	XP_026494890.1	XP_034840581.1
OG0005905	XP_026499375.1	XP_034826405.1
OG0005906	XP_026490376.1	XP_034836666.1
OG0005907	XP_026499092.1	XP_034831106.1
OG0005908	XP_026497840.1	XP_034835166.1
OG0005909	XP_026488299.1	XP_034824648.1
OG0005910	XP_026488286.1	XP_034824484.1
OG0005911	XP_026497298.1	XP_034836054.1
OG0005912	XP_026484636.1	XP_034824151.1
OG0005913	XP_026488275.1	XP_034829774.1
OG0005914	XP_026484635.1	XP_034824150.1
OG0005915	XP_026483790.1	XP_034838461.1
OG0005916	XP_026483789.1, XP_026483791.1	XP_034838415.1
OG0005917	XP_026485405.1	XP_034828679.1
OG0005918	XP_026488430.1	XP_034829795.1
OG0005919	XP_026484633.1	XP_034824149.1
OG0005920	XP_026497847.1	XP_034835199.1
OG0005921	XP_026497833.1	XP_034835139.1
OG0005922	XP_026488984.1	XP_034827009.1
OG0005923	XP_026488410.1	XP_034824836.1
OG0005924	XP_026487191.1	XP_034830572.1
OG0005925	XP_026488397.1	XP_034824846.1
OG0005926	XP_026491005.1	XP_034833773.1
OG0005927	XP_026488625.1	XP_034826979.1
OG0005928	XP_026501718.1	XP_034837260.1
OG0005929	XP_026487929.1, XP_026487930.1	XP_034827958.1
OG0005930	XP_026494206.1	XP_034827050.1
OG0005931	XP_026494876.1	XP_034840562.1
OG0005932	XP_026494880.1	XP_034840552.1
OG0005933	XP_026500467.1	XP_034827004.1
OG0005934	XP_026483630.1	XP_034838632.1
OG0005935	XP_026485829.1	XP_034824406.1
OG0005936	XP_026485828.1	XP_034824405.1
OG0005937	XP_026495328.1	XP_034840573.1
OG0005938	XP_026488611.1	XP_034837954.1
OG0005939	XP_026485700.1	XP_034824875.1
OG0005940	XP_026485701.1	XP_034824879.1
OG0005941	XP_026484448.1	XP_034840973.1
OG0005942	XP_026485726.1	XP_034824872.1
OG0005943	XP_026488628.1	XP_034838295.1
OG0005944	XP_026484444.1	XP_034841204.1
OG0005945	XP_026491207.1	XP_034825470.1
OG0005946	XP_026497828.1	XP_034835618.1
OG0005947	XP_026493171.1	XP_034833216.1
OG0005948	XP_026497835.1	XP_034835630.1
OG0005949	XP_026497864.1	XP_034835607.1
OG0005950	XP_026488601.1	XP_034837914.1
OG0005951	XP_026491452.1	XP_034825037.1
OG0005952	XP_026488450.1	XP_034831594.1
OG0005953	XP_026499299.1	XP_034831123.1
OG0005954	XP_026499226.1	XP_034831113.1
OG0005955	XP_026497894.1	XP_034835649.1
OG0005956	XP_026496972.1	XP_034829527.1
OG0005957	XP_026483795.1	XP_034838416.1
OG0005958	XP_026499233.1	XP_034831128.1
OG0005959	XP_026499234.1	XP_034831130.1
OG0005960	XP_026496912.1	XP_034829528.1
OG0005961	XP_026495330.1	XP_034840579.1
OG0005962	XP_026490819.1	XP_034835292.1
OG0005963	XP_026483141.1	XP_034838736.1
OG0005964	XP_026487091.1	XP_034838734.1
OG0005965	XP_026493109.1	XP_034833162.1
OG0005966	XP_026490807.1	XP_034835288.1
OG0005967	XP_026501724.1	XP_034837086.1
OG0005968	XP_026494822.1	XP_034840407.1
OG0005969	XP_026491507.1	XP_034835293.1
OG0005970	XP_026494821.1	XP_034840130.1
OG0005971	XP_026486545.1	XP_034838976.1
OG0005972	XP_026496971.1	XP_034829750.1
OG0005973	XP_026497863.1	XP_034832314.1
OG0005974	XP_026491368.1	XP_034835107.1
OG0005975	XP_026495555.1	XP_034834487.1
OG0005976	XP_026491519.1	XP_034835110.1
OG0005977	XP_026489206.1	XP_034826986.1
OG0005978	XP_026489386.1	XP_034827012.1
OG0005979	XP_026495554.1	XP_034834485.1
OG0005980	XP_026483163.1	XP_034826978.1
OG0005981	XP_026493289.1	XP_034833135.1
OG0005982	XP_026497293.1	XP_034836045.1
OG0005983	XP_026496426.1	XP_034839759.1
OG0005984	XP_026488506.1	XP_034824946.1
OG0005985	XP_026488519.1	XP_034824368.1
OG0005986	XP_026494634.1	XP_034832670.1
OG0005987	XP_026493395.1	XP_034833221.1
OG0005988	XP_026495778.1	XP_034834483.1
OG0005989	XP_026496446.1	XP_034839197.1
OG0005990	XP_026496807.1	XP_034829539.1
OG0005991	XP_026488485.1	XP_034837932.1
OG0005992	XP_026493065.1	XP_034833380.1
OG0005993	XP_026496618.1	XP_034839654.1
OG0005994	XP_026499066.1, XP_026499065.1	XP_034831141.1
OG0005995	XP_026499596.1	XP_034832208.1
OG0005996	XP_026488497.1	XP_034838354.1
OG0005997	XP_026494633.1	XP_034833070.1
OG0005998	XP_026499064.1	XP_034831211.1
OG0005999	XP_026484348.1	XP_034841429.1
OG0006000	XP_026499379.1	XP_034825833.1
OG0006001	XP_026488466.1	XP_034839300.1
OG0006002	XP_026495735.1	XP_034834484.1
OG0006003	XP_026496279.1	XP_034839315.1
OG0006004	XP_026484349.1	XP_034841426.1
OG0006005	XP_026490958.1	XP_034833821.1
OG0006006	XP_026484629.1	XP_034841424.1
OG0006007	XP_026490957.1	XP_034833812.1
OG0006008	XP_026496791.1	XP_034829610.1
OG0006009	XP_026496177.1	XP_034839387.1
OG0006010	XP_026493919.1	XP_034832519.1
OG0006011	XP_026488641.1	XP_034838315.1
OG0006012	XP_026491469.1	XP_034825367.1
OG0006013	XP_026490946.1	XP_034833798.1
OG0006014	XP_026493939.1	XP_034832521.1
OG0006015	XP_026493862.1	XP_034832520.1
OG0006016	XP_026486191.1	XP_034824216.1
OG0006017	XP_026488381.1	XP_034830584.1
OG0006018	XP_026488213.1	XP_034830552.1
OG0006019	XP_026489471.1	XP_034826985.1
OG0006020	XP_026494046.1	XP_034832512.1
OG0006021	XP_026486819.1	XP_034836810.1
OG0006022	XP_026497448.1	XP_034835821.1
OG0006023	XP_026495355.1	XP_034840100.1
OG0006024	XP_026497405.1	XP_034835820.1
OG0006025	XP_026495347.1	XP_034840092.1, XP_034840091.1
OG0006026	XP_026486193.1	XP_034824569.1
OG0006027	XP_026494048.1	XP_034832516.1
OG0006028	XP_026483781.1	XP_034827010.1
OG0006029	XP_026497413.1	XP_034835822.1
OG0006030	XP_026486783.1	XP_034836917.1
OG0006031	XP_026483770.1	XP_034827005.1
OG0006032	XP_026495603.1	XP_034834456.1
OG0006033	XP_026497418.1	XP_034835849.1
OG0006034	XP_026497417.1	XP_034835770.1
OG0006035	XP_026497404.1	XP_034835794.1
OG0006036	XP_026486543.1	XP_034838977.1
OG0006037	XP_026493106.1	XP_034833460.1
OG0006038	XP_026499957.1	XP_034831638.1
OG0006039	XP_026493997.1	XP_034832579.1
OG0006040	XP_026497414.1	XP_034835864.1
OG0006041	XP_026499360.1	XP_034826228.1
OG0006042	XP_026491855.1	XP_034836623.1
OG0006043	XP_026487264.1	XP_034838682.1
OG0006044	XP_026492349.1	XP_034831751.1
OG0006045	XP_026486484.1	XP_034836922.1
OG0006046	XP_026501342.1	XP_034827496.1
OG0006047	XP_026497403.1	XP_034835862.1
OG0006048	XP_026501340.1	XP_034827490.1
OG0006049	XP_026493998.1	XP_034832584.1
OG0006050	XP_026492360.1	XP_034831753.1
OG0006051	XP_026491013.1	XP_034833815.1
OG0006052	XP_026483285.1	XP_034827007.1
OG0006053	XP_026495213.1	XP_034840305.1
OG0006054	XP_026497881.1	XP_034835963.1
OG0006056	XP_026497857.1	XP_034835915.1
OG0006057	XP_026489375.1	XP_034838052.1
OG0006058	XP_026493772.1	XP_034835102.1
OG0006059	XP_026497584.1	XP_034835746.1
OG0006060	XP_026492346.1	XP_034831984.1
OG0006061	XP_026499373.1	XP_034826513.1
OG0006062	XP_026487102.1	XP_034838465.1
OG0006063	XP_026495602.1	XP_034835105.1
OG0006064	XP_026497550.1	XP_034836172.1
OG0006065	XP_026497551.1	XP_034835756.1
OG0006066	XP_026487757.1	XP_034839590.1
OG0006067	XP_026487792.1	XP_034839490.1
OG0006068	XP_026487688.1	XP_034839888.1
OG0006069	XP_026492250.1	XP_034831988.1
OG0006070	XP_026501750.1	XP_034826858.1
OG0006071	XP_026496628.1	XP_034829725.1
OG0006072	XP_026487586.1	XP_034838243.1
OG0006073	XP_026487567.1	XP_034838036.1
OG0006074	XP_026496632.1	XP_034829729.1
OG0006075	XP_026497861.1	XP_034837287.1
OG0006076	XP_026491305.1	XP_034825066.1
OG0006077	XP_026497555.1	XP_034836228.1
OG0006078	XP_026497856.1	XP_034837244.1
OG0006079	XP_026495011.1, XP_026495022.1	XP_034835065.1
OG0006080	XP_026485919.1	XP_034824752.1
OG0006081	XP_026488887.1	XP_034827481.1
OG0006082	XP_026501257.1	XP_034827141.1
OG0006083	XP_026484852.1	XP_034827136.1
OG0006084	XP_026484836.1	XP_034827133.1
OG0006085	XP_026495181.1	XP_034840189.1
OG0006086	XP_026485717.1	XP_034836729.1
OG0006087	XP_026494837.1	XP_034840375.1
OG0006088	XP_026492352.1	XP_034832453.1
OG0006089	XP_026489209.1	XP_034831361.1
OG0006090	XP_026484870.1	XP_034827140.1
OG0006091	XP_026490997.1	XP_034833789.1
OG0006092	XP_026485778.1	XP_034836724.1
OG0006093	XP_026487599.1	XP_034840207.1
OG0006094	XP_026493986.1	XP_034827134.1
OG0006095	XP_026495544.1	XP_034834769.1
OG0006096	XP_026488343.1	XP_034830271.1
OG0006097	XP_026484582.1	XP_034841497.1
OG0006098	XP_026488333.1	XP_034830356.1
OG0006099	XP_026498175.1	XP_034839446.1
OG0006101	XP_026497873.1	XP_034837257.1
OG0006102	XP_026500604.1	XP_034827250.1
OG0006103	XP_026495502.1	XP_034835212.1
OG0006104	XP_026488337.1	XP_034830546.1
OG0006105	XP_026488335.1	XP_034830839.1
OG0006106	XP_026489231.1	XP_034831596.1
OG0006107	XP_026493470.1	XP_034833530.1
OG0006108	XP_026496325.1	XP_034828977.1
OG0006109	XP_026487534.1	XP_034827025.1
OG0006110	XP_026487550.1	XP_034827035.1
OG0006111	XP_026497885.1	XP_034833294.1
OG0006112	XP_026491842.1	XP_034836550.1
OG0006113	XP_026488432.1	XP_034830838.1
OG0006114	XP_026492353.1	XP_034832079.1
OG0006115	XP_026485102.1	XP_034841500.1
OG0006116	XP_026500629.1	XP_034827253.1, XP_034827058.1
OG0006117	XP_026488481.1	XP_034830837.1
OG0006118	XP_026491561.1	XP_034825392.1
OG0006119	XP_026495153.1	XP_034835218.1
OG0006120	XP_026491559.1	XP_034825390.1
OG0006121	XP_026488200.1	XP_034830495.1
OG0006122	XP_026488437.1	XP_034830648.1
OG0006123	XP_026495124.1	XP_034835248.1
OG0006124	XP_026493087.1	XP_034826708.1
OG0006125	XP_026485915.1, XP_026485914.1	XP_034824777.1
OG0006126	XP_026492341.1	XP_034832118.1
OG0006127	XP_026497891.1	XP_034830793.1
OG0006128	XP_026495167.1	XP_034835124.1
OG0006129	XP_026493989.1	XP_034832994.1
OG0006130	XP_026486039.1	XP_034836726.1
OG0006131	XP_026497588.1	XP_034835929.1
OG0006132	XP_026483784.1	XP_034838499.1
OG0006133	XP_026484523.1	XP_034841502.1
OG0006134	XP_026495179.1	XP_034835126.1
OG0006135	XP_026484524.1	XP_034841506.1
OG0006136	XP_026484525.1	XP_034841507.1
OG0006137	XP_026501518.1	XP_034826860.1
OG0006138	XP_026489393.1	XP_034838001.1
OG0006139	XP_026492981.1	XP_034827060.1
OG0006140	XP_026499175.1	XP_034831312.1
OG0006141	XP_026492444.1	XP_034837249.1
OG0006142	XP_026492599.1	XP_034835164.1
OG0006143	XP_026497877.1	XP_034839651.1
OG0006144	XP_026497577.1	XP_034836176.1
OG0006145	XP_026499204.1	XP_034831617.1
OG0006146	XP_026490960.1	XP_034833819.1
OG0006147	XP_026499400.1	XP_034826586.1
OG0006148	XP_026490980.1	XP_034833809.1
OG0006149	XP_026492171.1	XP_034832161.1
OG0006150	XP_026489396.1	XP_034837893.1
OG0006151	XP_026497938.1	XP_034838404.1
OG0006152	XP_026491735.1	XP_034825513.1
OG0006153	XP_026484347.1	XP_034841508.1
OG0006154	XP_026497940.1	XP_034838414.1
OG0006155	XP_026484346.1	XP_034841503.1
OG0006156	XP_026497943.1	XP_034838424.1
OG0006157	XP_026492439.1	XP_034837240.1
OG0006158	XP_026495418.1	XP_034835319.1
OG0006159	XP_026497945.1	XP_034838444.1
OG0006160	XP_026499401.1	XP_034826581.1
OG0006162	XP_026497946.1	XP_034838458.1
OG0006163	XP_026491751.1	XP_034825326.1
OG0006164	XP_026497942.1	XP_034832078.1
OG0006165	XP_026500420.1	XP_034840785.1
OG0006166	XP_026491738.1	XP_034825627.1
OG0006167	XP_026500388.1	XP_034827055.1
OG0006168	XP_026493356.1	XP_034835317.1
OG0006169	XP_026490944.1	XP_034833790.1
OG0006170	XP_026499882.1	XP_034826582.1
OG0006171	XP_026492428.1	XP_034837168.1
OG0006172	XP_026493825.1	XP_034835315.1
OG0006173	XP_026491850.1	XP_034836320.1
OG0006174	XP_026497838.1	XP_034839549.1
OG0006175	XP_026500412.1	XP_034826272.1
OG0006176	XP_026492452.1	XP_034837082.1
OG0006177	XP_026500393.1	XP_034826826.1
OG0006178	XP_026498208.1	XP_034839550.1
OG0006179	XP_026493136.1	XP_034833454.1
OG0006180	XP_026485903.1	XP_034836893.1
OG0006181	XP_026493813.1	XP_034835089.1
OG0006182	XP_026488204.1	XP_034830328.1
OG0006183	XP_026492426.1	XP_034837166.1
OG0006184	XP_026488274.1	XP_034830865.1
OG0006185	XP_026497586.1	XP_034836177.1
OG0006186	XP_026492424.1	XP_034837228.1
OG0006187	XP_026500391.1	XP_034826313.1
OG0006188	XP_026498228.1	XP_034839556.1
OG0006189	XP_026485129.1	XP_034841193.1
OG0006190	XP_026499886.1	XP_034826153.1
OG0006191	XP_026497587.1	XP_034835921.1
OG0006192	XP_026496822.1	XP_034833801.1
OG0006193	XP_026497590.1	XP_034836229.1
OG0006194	XP_026495261.1	XP_034840653.1
OG0006195	XP_026497726.1	XP_034839540.1
OG0006196	XP_026496970.1	XP_034829683.1
OG0006197	XP_026494963.1	XP_034840660.1
OG0006198	XP_026485282.1	XP_034828922.1
OG0006199	XP_026488187.1	XP_034830265.1
OG0006200	XP_026492300.1	XP_034832150.1
OG0006201	XP_026488191.1	XP_034830266.1
OG0006202	XP_026499122.1	XP_034831024.1
OG0006203	XP_026483758.1	XP_034838534.1
OG0006204	XP_026491812.1	XP_034825553.1
OG0006205	XP_026485283.1	XP_034828923.1
OG0006206	XP_026497573.1	XP_034836113.1
OG0006207	XP_026497563.1	XP_034836109.1
OG0006208	XP_026491259.1	XP_034825657.1
OG0006209	XP_026485755.1	XP_034824508.1
OG0006210	XP_026491256.1	XP_034825648.1
OG0006211	XP_026496777.1	XP_034829841.1
OG0006212	XP_026499123.1	XP_034831239.1
OG0006213	XP_026491247.1	XP_034825652.1
OG0006214	XP_026499164.1	XP_034831246.1
OG0006215	XP_026492151.1	XP_034832111.1
OG0006216	XP_026497601.1	XP_034835751.1
OG0006217	XP_026499139.1	XP_034831242.1
OG0006218	XP_026495369.1	XP_034840279.1
OG0006219	XP_026491350.1	XP_034825649.1
OG0006220	XP_026499295.1	XP_034831555.1
OG0006221	XP_026499864.1	XP_034825823.1
OG0006222	XP_026491449.1	XP_034825688.1
OG0006223	XP_026494983.1	XP_034840297.1
OG0006224	XP_026493934.1	XP_034832681.1
OG0006225	XP_026494982.1	XP_034840295.1
OG0006226	XP_026486372.1	XP_034824530.1
OG0006227	XP_026494937.1	XP_034840285.1
OG0006228	XP_026499214.1	XP_034831247.1
OG0006229	XP_026499133.1	XP_034831241.1
OG0006230	XP_026499865.1	XP_034825824.1
OG0006231	XP_026486371.1	XP_034824518.1
OG0006232	XP_026484581.1	XP_034840866.1
OG0006233	XP_026492729.1	XP_034835538.1
OG0006234	XP_026492232.1	XP_034832128.1
OG0006235	XP_026493130.1	XP_034833446.1
OG0006236	XP_026484798.1	XP_034841194.1
OG0006237	XP_026486132.1	XP_034824782.1
OG0006238	XP_026492330.1	XP_034832133.1
OG0006239	XP_026485580.1	XP_034828428.1
OG0006240	XP_026497600.1	XP_034835912.1
OG0006241	XP_026491301.1	XP_034825689.1
OG0006242	XP_026484434.1	XP_034841184.1
OG0006243	XP_026491811.1	XP_034825554.1
OG0006244	XP_026485579.1	XP_034828423.1
OG0006245	XP_026488223.1, XP_026488224.1	XP_034830962.1
OG0006246	XP_026484436.1	XP_034823975.1
OG0006247	XP_026489432.1	XP_034837956.1
OG0006248	XP_026495192.1	XP_034840286.1
OG0006249	XP_026498079.1	XP_034839683.1
OG0006250	XP_026486134.1	XP_034824513.1
OG0006251	XP_026483136.1	XP_034838969.1
OG0006252	XP_026499186.1	XP_034831515.1
OG0006253	XP_026494977.1	XP_034840296.1
OG0006254	XP_026496207.1	XP_034829088.1
OG0006255	XP_026484569.1	XP_034824086.1
OG0006256	XP_026485382.1	XP_034828420.1
OG0006257	XP_026496205.1	XP_034829085.1
OG0006258	XP_026501018.1	XP_034826753.1
OG0006259	XP_026499564.1	XP_034832169.1
OG0006260	XP_026496432.1	XP_034829459.1
OG0006261	XP_026487899.1	XP_034830333.1
OG0006262	XP_026486076.1	XP_034824529.1
OG0006263	XP_026499635.1	XP_034832372.1
OG0006264	XP_026501772.1	XP_034827261.1
OG0006265	XP_026496329.1	XP_034829089.1
OG0006266	XP_026485549.1	XP_034828424.1
OG0006267	XP_026499161.1	XP_034831553.1
OG0006268	XP_026497374.1	XP_034836180.1
OG0006269	XP_026485551.1	XP_034828431.1
OG0006270	XP_026488249.1	XP_034830966.1
OG0006271	XP_026485467.1	XP_034826765.1
OG0006272	XP_026496968.1	XP_034830043.1
OG0006273	XP_026484571.1	XP_034840831.1
OG0006274	XP_026484357.1	XP_034840829.1
OG0006275	XP_026485458.1	XP_034826764.1
OG0006276	XP_026496367.1	XP_034829077.1
OG0006277	XP_026487661.1	XP_034826290.1
OG0006278	XP_026483925.1	XP_034826925.1
OG0006279	XP_026483882.1	XP_034827291.1
OG0006280	XP_026499872.1	XP_034826116.1
OG0006281	XP_026483357.1	XP_034828237.1
OG0006282	XP_026487921.1	XP_034830285.1
OG0006283	XP_026496374.1	XP_034829009.1
OG0006284	XP_026483355.1	XP_034828235.1
OG0006285	XP_026493540.1	XP_034833150.1
OG0006286	XP_026483913.1	XP_034827292.1
OG0006287	XP_026487856.1	XP_034830254.1
OG0006288	XP_026488320.1	XP_034830957.1
OG0006289	XP_026493538.1	XP_034833149.1
OG0006290	XP_026485629.1	XP_034828330.1
OG0006291	XP_026487683.1	XP_034826929.1
OG0006292	XP_026498044.1	XP_034839209.1
OG0006293	XP_026496756.1	XP_034830112.1
OG0006294	XP_026492483.1	XP_034837219.1
OG0006295	XP_026487682.1	XP_034826854.1
OG0006296	XP_026495173.1	XP_034840371.1
OG0006297	XP_026494920.1	XP_034840208.1
OG0006298	XP_026487678.1	XP_034826484.1
OG0006299	XP_026494882.1	XP_034840206.1
OG0006300	XP_026487889.1	XP_034830261.1
OG0006301	XP_026492832.1	XP_034835422.1
OG0006302	XP_026484396.1	XP_034840928.1
OG0006303	XP_026496828.1	XP_034830110.1
OG0006304	XP_026487681.1	XP_034826845.1
OG0006305	XP_026499878.1	XP_034826113.1
OG0006306	XP_026487679.1	XP_034826591.1, XP_034840752.1
OG0006307	XP_026491477.1	XP_034825220.1
OG0006308	XP_026501226.1	XP_034826846.1
OG0006309	XP_026496967.1	XP_034830045.1
OG0006310	XP_026492820.1	XP_034835410.1
OG0006311	XP_026491165.1	XP_034825060.1
OG0006312	XP_026491467.1	XP_034825558.1
OG0006313	XP_026487873.1	XP_034834800.1
OG0006314	XP_026492167.1	XP_034826852.1
OG0006315	XP_026490831.1	XP_034835420.1
OG0006316	XP_026484607.1	XP_034840944.1
OG0006317	XP_026487869.1	XP_034831451.1
OG0006318	XP_026487090.1	XP_034838928.1
OG0006319	XP_026487380.1	XP_034826495.1
OG0006320	XP_026492807.1	XP_034835425.1
OG0006321	XP_026487087.1, XP_026487088.1	XP_034838965.1
OG0006322	XP_026487383.1	XP_034826922.1
OG0006324	XP_026499697.1	XP_034832088.1
OG0006325	XP_026487429.1	XP_034826699.1
OG0006326	XP_026487432.1	XP_034826886.1
OG0006327	XP_026483720.1	XP_034838626.1
OG0006328	XP_026487866.1	XP_034832762.1
OG0006329	XP_026487431.1	XP_034826790.1
OG0006330	XP_026487084.1	XP_034838810.1
OG0006331	XP_026494017.1	XP_034833079.1
OG0006332	XP_026495989.1	XP_034834828.1
OG0006333	XP_026487083.1	XP_034838927.1
OG0006334	XP_026495991.1	XP_034834830.1
OG0006335	XP_026495990.1	XP_034834829.1
OG0006336	XP_026485851.1	XP_034824982.1
OG0006338	XP_026483437.1	XP_034827466.1
OG0006339	XP_026489648.1	XP_034834292.1
OG0006340	XP_026492464.1	XP_034837318.1
OG0006341	XP_026499270.1	XP_034831678.1
OG0006342	XP_026487426.1	XP_034826428.1
OG0006343	XP_026487904.1	XP_034838963.1
OG0006344	XP_026487424.1	XP_034827014.1
OG0006345	XP_026497517.1	XP_034839203.1
OG0006346	XP_026499274.1	XP_034831682.1
OG0006347	XP_026495610.1	XP_034835026.1
OG0006348	XP_026489659.1	XP_034834228.1
OG0006349	XP_026492448.1	XP_034837186.1
OG0006350	XP_026499271.1	XP_034831681.1
OG0006351	XP_026494900.1	XP_034840740.1
OG0006352	XP_026495492.1	XP_034835014.1
OG0006353	XP_026491772.1	XP_034835411.1
OG0006354	XP_026483707.1	XP_034838352.1
OG0006355	XP_026492446.1	XP_034837245.1
OG0006356	XP_026493827.1	XP_034832618.1
OG0006357	XP_026497470.1	XP_034839215.1
OG0006358	XP_026499707.1	XP_034832090.1
OG0006359	XP_026493016.1	XP_034830420.1
OG0006360	XP_026486026.1	XP_034836947.1
OG0006361	XP_026494038.1	XP_034832626.1
OG0006362	XP_026488614.1	XP_034838055.1
OG0006363	XP_026485884.1	XP_034824428.1
OG0006364	XP_026492481.1	XP_034837102.1
OG0006365	XP_026488637.1	XP_034837917.1
OG0006366	XP_026499589.1	XP_034832419.1
OG0006367	XP_026495005.1	XP_034827324.1
OG0006368	XP_026487874.1	XP_034837779.1
OG0006369	XP_026483719.1	XP_034838356.1
OG0006370	XP_026499887.1	XP_034826112.1
OG0006371	XP_026496684.1	XP_034829668.1
OG0006372	XP_026497541.1	XP_034839210.1
OG0006373	XP_026495946.1	XP_034834814.1
OG0006374	XP_026496876.1	XP_034829891.1
OG0006375	XP_026493578.1	XP_034835552.1
OG0006376	XP_026495913.1	XP_034834949.1
OG0006377	XP_026490725.1	XP_034826099.1
OG0006378	XP_026495910.1	XP_034834850.1
OG0006379	XP_026488638.1	XP_034838307.1
OG0006380	XP_026491792.1	XP_034835334.1, XP_034835333.1
OG0006381	XP_026494039.1	XP_034832637.1
OG0006382	XP_026493809.1	XP_034832632.1
OG0006383	XP_026494838.1	XP_034840590.1
OG0006384	XP_026499490.1	XP_034837212.1
OG0006385	XP_026495539.1	XP_034834578.1
OG0006386	XP_026493812.1	XP_034833081.1
OG0006387	XP_026483322.1	XP_034827464.1
OG0006388	XP_026492457.1	XP_034837101.1
OG0006389	XP_026483325.1	XP_034827447.1
OG0006390	XP_026491759.1	XP_034835332.1
OG0006391	XP_026495779.1	XP_034834575.1
OG0006392	XP_026483667.1	XP_034838463.1
OG0006393	XP_026493815.1	XP_034832630.1
OG0006394	XP_026494959.1	XP_034840605.1
OG0006395	XP_026493816.1	XP_034832638.1
OG0006396	XP_026495202.1	XP_034840584.1
OG0006397	XP_026496851.1	XP_034830166.1
OG0006398	XP_026491784.1	XP_034835378.1
OG0006399	XP_026496849.1	XP_034830167.1
OG0006400	XP_026496023.1	XP_034834579.1
OG0006401	XP_026491848.1	XP_034835340.1
OG0006402	XP_026491711.1	XP_034825695.1
OG0006403	XP_026496022.1	XP_034834574.1
OG0006404	XP_026491708.1	XP_034825694.1
OG0006405	XP_026496018.1	XP_034834568.1
OG0006406	XP_026484861.1	XP_034840836.1
OG0006407	XP_026487686.1	XP_034826940.1
OG0006408	XP_026491712.1	XP_034825217.1
OG0006410	XP_026491713.1	XP_034825275.1
OG0006411	XP_026487663.1	XP_034827044.1
OG0006412	XP_026483793.1	XP_034826903.1
OG0006413	XP_026499061.1	XP_034831694.1
OG0006414	XP_026491717.1	XP_034825279.1
OG0006415	XP_026489723.1	XP_034834294.1
OG0006416	XP_026483806.1	XP_034827316.1
OG0006417	XP_026496123.1	XP_034836492.1
OG0006418	XP_026492485.1	XP_034837329.1
OG0006419	XP_026491705.1	XP_034825268.1
OG0006420	XP_026495870.1	XP_034834570.1
OG0006421	XP_026494839.1	XP_034840583.1
OG0006422	XP_026492431.1	XP_034837285.1
OG0006423	XP_026483804.1	XP_034838574.1
OG0006424	XP_026485297.1	XP_034828758.1
OG0006425	XP_026494747.1	XP_034834359.1
OG0006426	XP_026496830.1	XP_034830153.1
OG0006427	XP_026494742.1	XP_034834314.1
OG0006428	XP_026491880.1	XP_034835342.1
OG0006429	XP_026496277.1	XP_034829182.1
OG0006430	XP_026495712.1, XP_026495713.1	XP_034834808.1
OG0006431	XP_026496317.1	XP_034829189.1
OG0006432	XP_026494741.1	XP_034833387.1
OG0006433	XP_026495711.1	XP_034834806.1
OG0006434	XP_026486137.1	XP_034836963.1
OG0006435	XP_026489720.1	XP_034834011.1
OG0006436	XP_026495710.1	XP_034834432.1
