Orthogroup	Vanessa_tameamea	Junonia_coenia
OG0004147	XP_026493915.1	JC_11209-RA
OG0004148	XP_026486104.1, XP_026486105.1	JC_04801-RA
OG0004149	XP_026485313.1	JC_09421-RA
OG0004150	XP_026492175.1	JC_07568-RA
OG0004151	XP_026494338.1	JC_12612-RA
OG0004152	XP_026498636.1, XP_026498637.1	JC_05301-RA
OG0004153	XP_026498623.1	JC_05299-RA
OG0004154	XP_026496153.1	JC_02105-RA
OG0004155	XP_026496157.1	JC_02109-RA
OG0004156	XP_026488841.1	JC_11931-RA
OG0004157	XP_026488832.1	JC_11932-RA
OG0004158	XP_026495231.1	JC_04070-RA
OG0004159	XP_026498142.1	JC_13727-RA
OG0004160	XP_026493682.1	JC_01225-RA
OG0004161	XP_026486069.1	JC_04805-RA
OG0004162	XP_026496223.1, XP_026496215.1	JC_02112-RA
OG0004163	XP_026492283.1, XP_026492282.1	JC_07566-RA
OG0004164	XP_026492190.1	JC_07564-RA
OG0004165	XP_026493723.1, XP_026493722.1	JC_01226-RA
OG0004166	XP_026492398.1	JC_07561-RA
OG0004167	XP_026489587.1	JC_14712-RA
OG0004168	XP_026492535.1, XP_026492537.1, XP_026492536.1	JC_13923-RA
OG0004169	XP_026496696.1	JC_08828-RA
OG0004170	XP_026500624.1	JC_02128-RA
OG0004171	XP_026491180.1	JC_02682-RA
OG0004172	XP_026493875.1	JC_11212-RA, JC_11211-RA
OG0004173	XP_026496096.1	JC_02124-RA
OG0004174	XP_026488929.1	JC_11937-RA
OG0004175	XP_026493571.1	JC_15760-RA
OG0004176	XP_026484711.1	JC_00456-RA
OG0004177	XP_026495907.1	JC_03299-RA
OG0004178	XP_026497023.1	JC_08825-RA, JC_08826-RA
OG0004179	XP_026498130.1	JC_13716-RA
OG0004180	XP_026495250.1	JC_04086-RA
OG0004181	XP_026488411.1, XP_026488412.1	JC_03293-RA
OG0004182	XP_026498143.1	JC_13715-RA
OG0004183	XP_026493705.1	JC_01233-RA
OG0004184	XP_026485739.1	JC_04912-RA
OG0004185	XP_026493572.1	JC_15752-RA
OG0004186	XP_026493755.1	JC_01238-RA
OG0004187	XP_026500536.1	JC_02133-RA
OG0004188	XP_026498161.1	JC_05896-RA
OG0004189	XP_026498224.1	JC_13827-RA
OG0004190	XP_026498787.1	JC_10855-RA
OG0004191	XP_026500538.1, XP_026500537.1	JC_02134-RA
OG0004192	XP_026498670.1	JC_05280-RA
OG0004193	XP_026494177.1	JC_12558-RA
OG0004194	XP_026484200.1	JC_12089-RA, JC_15305-RA
OG0004195	XP_026493730.1	JC_01244-RA
OG0004196	XP_026498230.1	JC_13825-RA
OG0004197	XP_026485082.1	JC_00441-RA
OG0004198	XP_026498166.1	JC_05890-RA
OG0004200	XP_026494397.1	JC_12554-RA
OG0004201	XP_026489014.1	JC_11955-RA
OG0004201	XP_026501317.1	JC_11956-RA
OG0004202	XP_026500192.1	JC_09404-RA
OG0004203	XP_026494230.1	JC_12551-RA
OG0004204	XP_026500541.1, XP_026500542.1	JC_02140-RA
OG0004205	XP_026498177.1	JC_05882-RA
OG0004206	XP_026494238.1	JC_12545-RA
OG0004207	XP_026485868.1	JC_04898-RA
OG0004208	XP_026500609.1	JC_02143-RA
OG0004209	XP_026498294.1	JC_13818-RA, JC_13817-RA
OG0004210	XP_026494236.1	JC_12543-RA
OG0004211	XP_026484913.1	JC_00321-RA
OG0004212	XP_026493711.1	JC_01252-RA
OG0004213	XP_026496902.1, XP_026496901.1	JC_08817-RA
OG0004214	XP_026498528.1	JC_05877-RA
OG0004215	XP_026498305.1	JC_13811-RA
OG0004216	XP_026498681.1	JC_05272-RA
OG0004217	XP_026487691.1	JC_08306-RA
OG0004218	XP_026489571.1	JC_14728-RA
OG0004219	XP_026483957.1, XP_026483971.1	JC_09399-RA
OG0004220	XP_026493120.1	JC_09914-RA
OG0004221	XP_026494419.1	JC_12538-RA
OG0004222	XP_026498186.1	JC_05871-RA
OG0004223	XP_026494302.1	JC_12534-RA
OG0004224	XP_026498653.1	JC_05268-RA
OG0004225	XP_026484016.1	JC_09398-RA
OG0004226	XP_026491248.1	JC_02697-RA
OG0004227	XP_026484029.1	JC_09397-RA
OG0004228	XP_026485018.1, XP_026484994.1	JC_00329-RA
OG0004229	XP_026494331.1	JC_12267-RA
OG0004230	XP_026498263.1	JC_13807-RA
OG0004231	XP_026488492.1	JC_03278-RA
OG0004232	XP_026487765.1	JC_08316-RA
OG0004233	XP_026485792.1	JC_04889-RA
OG0004234	XP_026493888.1	JC_11238-RA
OG0004236	XP_026493908.1	JC_11239-RA
OG0004237	XP_026489596.1	JC_14743-RA
OG0004238	XP_026487739.1	JC_08318-RA
OG0004239	XP_026486242.1	JC_04882-RA, JC_04883-RA
OG0004240	XP_026498539.1	JC_05261-RA
OG0004241	XP_026494335.1	JC_12268-RA
OG0004242	XP_026486239.1	JC_17028-RA, JC_04881-RA
OG0004243	XP_026498596.1	JC_05258-RA
OG0004244	XP_026494391.1	JC_12270-RA
OG0004245	XP_026501275.1, XP_026501276.1	JC_11981-RA
OG0004246	XP_026484960.1	JC_00344-RA
OG0004247	XP_026493769.1	JC_01258-RA
OG0004248	XP_026486007.1	JC_04876-RA
OG0004249	XP_026489584.1	JC_14750-RA, JC_14751-RA
OG0004251	XP_026484884.1	JC_00345-RA
OG0004252	XP_026493766.1	JC_01261-RA
OG0004253	XP_026484910.1	JC_00346-RA
OG0004254	XP_026489603.1	JC_14752-RA
OG0004255	XP_026485494.1	JC_06523-RA
OG0004256	XP_026483409.1	JC_09392-RA
OG0004257	XP_026493790.1, XP_026493789.1	JC_01263-RA
OG0004258	XP_026484935.1	JC_00349-RA
OG0004259	XP_026486155.1	JC_04872-RA
OG0004260	XP_026487772.1	JC_08324-RA
OG0004261	XP_026485011.1, XP_026485010.1	JC_00354-RA
OG0004262	XP_026501329.1	JC_11985-RA
OG0004263	XP_026487728.1, XP_026487729.1	JC_08328-RA
OG0004264	XP_026488452.1	JC_03272-RA
OG0004265	XP_026484190.1, XP_026484198.1	JC_09382-RA
OG0004266	XP_026495472.1	JC_10341-RA
OG0004267	XP_026500608.1	JC_02158-RA
OG0004268	XP_026484149.1	JC_09380-RA, JC_09381-RA
OG0004269	XP_026488451.1	JC_03269-RA
OG0004270	XP_026487797.1	JC_08331-RA
OG0004271	XP_026489589.1	JC_14761-RA
OG0004272	XP_026487731.1	JC_08333-RA
OG0004274	XP_026486978.1	JC_07125-RA
OG0004276	XP_026495410.1	JC_10353-RA
OG0004277	XP_026494383.1	JC_12288-RA
OG0004278	XP_026494388.1	JC_12290-RA, JC_12289-RA
OG0004279	XP_026485537.1	JC_06529-RA
OG0004280	XP_026494386.1	JC_12291-RA
OG0004281	XP_026495663.1	JC_10897-RA
OG0004282	XP_026486804.1	JC_07120-RA
OG0004284	XP_026487705.1	JC_08346-RA
OG0004285	XP_026501397.1, XP_026501398.1	JC_12001-RA
OG0004286	XP_026493685.1	JC_01275-RA
OG0004287	XP_026500593.1	JC_02164-RA
OG0004289	XP_026491622.1	JC_02726-RA
OG0004290	XP_026493713.1	JC_01277-RA
OG0004291	XP_026489071.1	JC_12003-RA
OG0004292	XP_026492040.1	JC_13675-RA
OG0004293	XP_026499584.1	JC_07672-RA
OG0004294	XP_026487719.1	JC_08357-RA
OG0004295	XP_026491643.1	JC_02730-RA
OG0004296	XP_026495523.1	JC_10909-RA
OG0004297	XP_026496955.1	JC_08802-RA
OG0004298	XP_026498666.1	JC_05247-RA
OG0004299	XP_026491673.1	JC_02731-RA
OG0004300	XP_026499716.1	JC_07674-RA
OG0004302	XP_026497014.1	JC_08800-RA
OG0004303	XP_026485531.1	JC_06537-RA
OG0004304	XP_026499696.1	JC_07679-RA
OG0004305	XP_026499713.1	JC_02198-RA
OG0004306	XP_026495612.1, XP_026495611.1	JC_10916-RA
OG0004307	XP_026489581.1	JC_14766-RA
OG0004308	XP_026488875.1	JC_12189-RA
OG0004309	XP_026483956.1	JC_15502-RA, JC_15503-RA
OG0004310	XP_026488128.1	JC_03029-RA, JC_03027-RA, JC_03028-RA
OG0004311	XP_026491783.1	JC_02735-RA
OG0004313	XP_026496946.1	JC_08792-RA
OG0004314	XP_026486792.1, XP_026486791.1	JC_07110-RA
OG0004315	XP_026496945.1	JC_08791-RA
OG0004316	XP_026495743.1	JC_10926-RA
OG0004317	XP_026495437.1	JC_10366-RA
OG0004318	XP_026498296.1	JC_13749-RA
OG0004319	XP_026496943.1	JC_08789-RA
OG0004320	XP_026487614.1	JC_08363-RA
OG0004321	XP_026493942.1	JC_11259-RA
OG0004322	XP_026492036.1	JC_13663-RA
OG0004323	XP_026492038.1	JC_13662-RA
OG0004324	XP_026495474.1	JC_10370-RA
OG0004325	XP_026494807.1	JC_04134-RA
OG0004326	XP_026493673.1, XP_026493674.1	JC_01283-RA
OG0004327	XP_026497005.1	JC_08952-RA
OG0004328	XP_026493749.1	JC_01284-RA
OG0004329	XP_026491625.1	JC_02739-RA
OG0004330	XP_026495148.1	JC_04136-RA
OG0004331	XP_026489068.1	JC_12009-RA
OG0004332	XP_026488440.1	JC_03253-RA
OG0004333	XP_026488948.1	JC_12013-RA
OG0004334	XP_026485003.1	JC_09369-RA
OG0004335	XP_026484992.1	JC_09367-RA
OG0004336	XP_026492020.1	JC_13653-RA
OG0004337	XP_026488941.1	JC_12020-RA
OG0004338	XP_026494006.1	JC_11265-RA
OG0004339	XP_026494217.1	JC_12302-RA
OG0004340	XP_026497532.1	JC_13271-RA
OG0004341	XP_026485000.1	JC_00374-RA
OG0004343	XP_026492544.1, XP_026492548.1	JC_13649-RA
OG0004344	XP_026498248.1	JC_13757-RA
OG0004345	XP_026484978.1	JC_00377-RA
OG0004346	XP_026493296.1	JC_05712-RA
OG0004347	XP_026497398.1	JC_13276-RA
OG0004348	XP_026491814.1	JC_02945-RA
OG0004349	XP_026484986.1	JC_00382-RA
OG0004350	XP_026494037.1	JC_11153-RA, JC_11154-RA
OG0004352	XP_026493272.1	JC_05719-RA
OG0004353	XP_026500582.1, XP_026500581.1	JC_02176-RA
OG0004354	XP_026497452.1	JC_13285-RA, JC_06457-RA
OG0004355	XP_026498271.1	JC_13771-RA
OG0004356	XP_026491667.1	JC_02938-RA
OG0004357	XP_026484965.1	JC_00390-RA
OG0004358	XP_026496937.1	JC_08970-RA
OG0004359	XP_026500571.1, XP_026500570.1	JC_02172-RA
OG0004360	XP_026499586.1	JC_07698-RA
OG0004361	XP_026486941.1	JC_07101-RA
OG0004362	XP_026498253.1	JC_13775-RA
OG0004363	XP_026489031.1	JC_12035-RA
OG0004364	XP_026496483.1, XP_026496482.1	JC_10399-RA
OG0004365	XP_026500121.1	JC_09354-RA
OG0004366	XP_026499647.1, XP_026499646.1	JC_07705-RA
OG0004367	XP_026484984.1	JC_00399-RA
OG0004368	XP_026499189.1, XP_026499181.1	JC_02208-RA, JC_02209-RA
OG0004369	XP_026500063.1	JC_13638-RA
OG0004370	XP_026498940.1, XP_026498941.1	JC_12666-RA
OG0004371	XP_026495750.1	JC_10944-RA
OG0004372	XP_026498936.1	JC_12663-RA
OG0004373	XP_026485472.1	JC_06668-RA
OG0004374	XP_026484997.1, XP_026484998.1	JC_00406-RA
OG0004375	XP_026498913.1	JC_12655-RA
OG0004376	XP_026496751.1	JC_08987-RA
OG0004377	XP_026484595.1	JC_00407-RA
OG0004378	XP_026485155.1	JC_00408-RA
OG0004379	XP_026493262.1	JC_05764-RA
OG0004380	XP_026491620.1	JC_02917-RA
OG0004381	XP_026499094.1	JC_01891-RA
OG0004383	XP_026497770.1	JC_13625-RA
OG0004384	XP_026486880.1	JC_07089-RA
OG0004385	XP_026500139.1	JC_09339-RA
OG0004386	XP_026486780.1	JC_07085-RA
OG0004387	XP_026493421.1	JC_05772-RA
OG0004388	XP_026483943.1	JC_15366-RA
OG0004389	XP_026491756.1	JC_02915-RA, JC_02914-RA
OG0004390	XP_026486867.1, XP_026486866.1	JC_07082-RA, JC_07079-RA
OG0004391	XP_026488269.1	JC_03231-RA
OG0004392	XP_026487844.1	JC_01302-RA
OG0004393	XP_026485165.1, XP_026485166.1	JC_00421-RA
OG0004395	XP_026486058.1	JC_04842-RA, JC_04843-RA
OG0004396	XP_026487846.1	JC_01305-RA, JC_01304-RA
OG0004397	XP_026483183.1	JC_13321-RA
OG0004398	XP_026500148.1	JC_09337-RA
OG0004399	XP_026487851.1	JC_01307-RA
OG0004400	XP_026498287.1	JC_13785-RA
OG0004401	XP_026493417.1	JC_05779-RA, JC_05780-RA
OG0004402	XP_026498558.1	JC_05214-RA
OG0004403	XP_026499915.1	JC_01871-RA, JC_01872-RA
OG0004404	XP_026485689.1	JC_04832-RA
OG0004405	XP_026501089.1	JC_09332-RA
OG0004406	XP_026498288.1	JC_13792-RA
OG0004407	XP_026485686.1, XP_026485685.1	JC_04830-RA
OG0004408	XP_026487845.1	JC_01312-RA
OG0004409	XP_026485167.1	JC_00423-RA
OG0004410	XP_026485697.1, XP_026485698.1	JC_04828-RA
OG0004411	XP_026485695.1	JC_04825-RA
OG0004412	XP_026485690.1	JC_04824-RA
OG0004413	XP_026499816.1	JC_07727-RA
OG0004414	XP_026496933.1	JC_08995-RA
OG0004415	XP_026499812.1	JC_07734-RA
OG0004416	XP_026486781.1	JC_07073-RA
OG0004417	XP_026498576.1, XP_026498578.1	JC_05203-RA
OG0004418	XP_026484813.1	JC_00434-RA
OG0004419	XP_026483219.1	JC_13324-RA
OG0004420	XP_026485358.1	JC_06658-RA
OG0004421	XP_026485081.1, XP_026485080.1	JC_00437-RA
OG0004422	XP_026485073.1, XP_026485074.1	JC_00438-RA
OG0004423	XP_026497766.1	JC_13595-RA
OG0004424	XP_026499170.1	JC_06998-RA
OG0004425	XP_026485085.1	JC_00439-RA
OG0004426	XP_026494498.1	JC_11824-RA
OG0004427	XP_026496596.1	JC_01063-RA
OG0004428	XP_026494496.1	JC_11823-RA
OG0004429	XP_026483198.1	JC_13334-RA
OG0004430	XP_026499212.1	JC_07004-RA
OG0004431	XP_026484990.1	JC_00309-RA
OG0004432	XP_026499493.1	JC_01863-RA
OG0004433	XP_026495404.1	JC_10377-RA
OG0004434	XP_026498897.1	JC_12641-RA, JC_12640-RA
OG0004435	XP_026499216.1	JC_07011-RA
OG0004436	XP_026498909.1, XP_026498910.1	JC_12637-RA
OG0004437	XP_026485310.1	JC_06655-RA
OG0004438	XP_026496120.1	JC_13930-RA
OG0004440	XP_026498911.1	JC_12631-RA
OG0004441	XP_026487463.1	JC_08390-RA
OG0004442	XP_026498390.1	JC_01732-RA
OG0004443	XP_026495724.1	JC_10969-RA
OG0004444	XP_026498886.1	JC_12625-RA
OG0004445	XP_026487448.1	JC_08374-RA
OG0004446	XP_026483999.1	JC_15388-RA
OG0004447	XP_026495723.1	JC_10970-RA
OG0004448	XP_026496537.1	JC_09562-RA, JC_02001-RA
OG0004449	XP_026487375.1, XP_026487374.1	JC_08371-RA
OG0004450	XP_026498556.1, XP_026498555.1	JC_05195-RA
OG0004451	XP_026495190.1, XP_026495189.1	JC_04164-RA
OG0004452	XP_026496856.1, XP_026496857.1	JC_09018-RA
OG0004453	XP_026487548.1	JC_08428-RA
OG0004454	XP_026483989.1	JC_15504-RA
OG0004455	XP_026498552.1	JC_05188-RA
OG0004456	XP_026486683.1	JC_12622-RA
OG0004457	XP_026499068.1	JC_07032-RA
OG0004458	XP_026495717.1, XP_026495718.1	JC_10984-RA
OG0004459	XP_026492771.1	JC_09024-RA
OG0004460	XP_026498684.1	JC_05186-RA
OG0004461	XP_026496526.1	JC_10447-RA
OG0004462	XP_026484325.1	JC_00285-RA
OG0004463	XP_026491517.1	JC_02898-RA
OG0004464	XP_026484337.1	JC_00284-RA
OG0004465	XP_026496517.1	JC_10441-RA
OG0004466	XP_026486068.1	JC_04818-RA
OG0004467	XP_026491328.1	JC_02883-RA
OG0004468	XP_026493921.1	JC_11147-RA
OG0004469	XP_026499788.1	JC_07763-RA
OG0004470	XP_026498672.1	JC_05185-RA
OG0004471	XP_026485620.1	JC_06646-RA
OG0004471	XP_026498000.1, XP_026498325.1	JC_06645-RA
OG0004472	XP_026484864.1	JC_00275-RA
OG0004473	XP_026501043.1	JC_11750-RA
OG0004474	XP_026496599.1	JC_01073-RA
OG0004475	XP_026491497.1	JC_02880-RA
OG0004476	XP_026498682.1	JC_05183-RA
OG0004477	XP_026483981.1	JC_15489-RA
OG0004478	XP_026497719.1	JC_13552-RA
OG0004479	XP_026488014.1	JC_10996-RA
OG0004480	XP_026486718.1	JC_12589-RA
OG0004481	XP_026486847.1	JC_07063-RA
OG0004482	XP_026487999.1	JC_11003-RA
OG0004483	XP_026486707.1	JC_12595-RA
OG0004484	XP_026490032.1	JC_01843-RA
OG0004485	XP_026494922.1	JC_04171-RA
OG0004486	XP_026494695.1	JC_01089-RA, JC_01092-RA
OG0004487	XP_026494726.1	JC_01093-RA
OG0004488	XP_026488012.1	JC_11006-RA, JC_11047-RA
OG0004489	XP_026488000.1	JC_11008-RA, JC_11044-RA
OG0004490	XP_026486726.1	JC_12599-RA
OG0004491	XP_026483923.1	JC_15466-RA
OG0004492	XP_026499151.1	JC_06992-RA
OG0004493	XP_026483928.1	JC_15464-RA
OG0004494	XP_026488057.1	JC_11760-RA
OG0004495	XP_026483927.1	JC_15463-RA
OG0004496	XP_026493195.1	JC_05836-RA
OG0004497	XP_026485680.1	JC_03172-RA
OG0004498	XP_026492861.1	JC_09051-RA
OG0004499	XP_026490311.1	JC_11113-RA
OG0004500	XP_026495337.1	JC_04181-RA
OG0004501	XP_026489220.1	JC_07203-RA
OG0004502	XP_026489213.1	JC_07204-RA
OG0004503	XP_026488067.1	JC_11762-RA
OG0004504	XP_026488670.1	JC_05094-RA
OG0004505	XP_026485060.1	JC_09310-RA, JC_09774-RA
OG0004506	XP_026483611.1	JC_09308-RA
OG0004507	XP_026484591.1	JC_00264-RA
OG0004508	XP_026494362.1	JC_12277-RA, JC_12278-RA
OG0004509	XP_026484507.1	JC_00259-RA
OG0004510	XP_026494371.1	JC_12279-RA
OG0004511	XP_026486574.1	JC_07780-RA
OG0004512	XP_026487368.1	JC_08473-RA
OG0004513	XP_026488082.1	JC_11775-RA
OG0004514	XP_026490859.1	JC_03159-RA
OG0004515	XP_026488079.1	JC_11778-RA
OG0004516	XP_026486551.1	JC_07791-RA
OG0004517	XP_026487347.1	JC_08474-RA
OG0004518	XP_026484737.1	JC_00253-RA
OG0004519	XP_026486000.1	JC_04930-RA
OG0004520	XP_026490833.1	JC_03156-RA
OG0004521	XP_026489433.1	JC_11782-RA
OG0004522	XP_026490835.1	JC_03155-RA
OG0004523	XP_026497434.1	JC_01831-RA
OG0004524	XP_026495143.1	JC_04189-RA, JC_04188-RA
OG0004525	XP_026486552.1	JC_07784-RA
OG0004526	XP_026487522.1, XP_026487524.1	JC_08482-RA
OG0004527	XP_026486553.1	JC_07783-RA, JC_07782-RA
OG0004528	XP_026485327.1	JC_06619-RA
OG0004529	XP_026490862.1	JC_03152-RA
OG0004530	XP_026485320.1	JC_06613-RA
OG0004531	XP_026484075.1	JC_15448-RA
OG0004532	XP_026497782.1	JC_13543-RA
OG0004533	XP_026490286.1	JC_11112-RA
OG0004535	XP_026493359.1, XP_026493360.1	JC_05848-RA
OG0004536	XP_026489484.1	JC_09285-RA
OG0004538	XP_026494727.1, XP_026494797.1	JC_01103-RA
OG0004539	XP_026497032.1	JC_01827-RA
OG0004540	XP_026493005.1	JC_06605-RA
OG0004544	XP_026484817.1	JC_00242-RA
OG0004545	XP_026484785.1	JC_00241-RA
OG0004546	XP_026497816.1	JC_13528-RA
OG0004547	XP_026501773.1	JC_15442-RA
OG0004548	XP_026497746.1	JC_13530-RA
OG0004549	XP_026484791.1	JC_00239-RA
OG0004550	XP_026501764.1	JC_15434-RA, JC_15437-RA
OG0004551	XP_026494941.1	JC_04205-RA
OG0004552	XP_026494938.1	JC_04206-RA
OG0004554	XP_026488709.1	JC_05131-RA
OG0004555	XP_026489230.1	JC_07213-RA
OG0004557	XP_026486167.1	JC_04955-RA
OG0004558	XP_026492780.1	JC_09080-RA
OG0004559	XP_026487557.1	JC_08486-RA
OG0004560	XP_026496495.1	JC_10422-RA
OG0004561	XP_026496497.1	JC_10420-RA
OG0004562	XP_026490938.1	JC_03137-RA
OG0004563	XP_026483983.1	JC_15478-RA
OG0004564	XP_026484896.1	JC_00234-RA
OG0004565	XP_026497296.1	JC_01815-RA
OG0004566	XP_026496461.1	JC_10417-RA
OG0004567	XP_026490285.1	JC_11060-RA
OG0004568	XP_026489446.1	JC_09276-RA
OG0004569	XP_026496465.1	JC_10410-RA
OG0004570	XP_026500680.1	JC_01799-RA
OG0004571	XP_026489448.1	JC_09270-RA
OG0004572	XP_026490879.1, XP_026490881.1	JC_03128-RA
OG0004573	XP_026497735.1	JC_13517-RA, JC_13516-RA
OG0004574	XP_026488657.1	JC_05141-RA
OG0004575	XP_026501755.1	JC_15423-RA
OG0004576	XP_026488459.1	JC_03229-RA, JC_03227-RA, JC_03226-RA, JC_03228-RA
OG0004577	XP_026490320.1	JC_10515-RA, JC_11072-RA
OG0004578	XP_026488677.1	JC_05151-RA
OG0004579	XP_026490736.1	JC_11801-RA
OG0004580	XP_026489767.1	JC_07225-RA, JC_07226-RA
OG0004581	XP_026484689.1	JC_00220-RA
OG0004582	XP_026500673.1	JC_01804-RA
OG0004583	XP_026484685.1	JC_00219-RA
OG0004584	XP_026501682.1, XP_026501681.1	JC_04223-RA
OG0004585	XP_026487396.1, XP_026487395.1	JC_08495-RA
OG0004586	XP_026489497.1, XP_026489498.1	JC_09258-RA
OG0004587	XP_026500661.1	JC_01806-RA
OG0004588	XP_026489496.1	JC_09256-RA
OG0004589	XP_026484674.1	JC_00209-RA, JC_00208-RA
OG0004590	XP_026490288.1	JC_11085-RA
OG0004590	XP_026490289.1	JC_11086-RA
OG0004591	XP_026489440.1, XP_026489441.1	JC_09254-RA
OG0004592	XP_026486092.1	JC_04971-RA
OG0004593	XP_026484687.1, XP_026484688.1	JC_00204-RA
OG0004594	XP_026493341.1	JC_05746-RA
OG0004595	XP_026487989.1	JC_11020-RA
OG0004596	XP_026489465.1	JC_09242-RA
OG0004597	XP_026485216.1	JC_07829-RA
OG0004598	XP_026490828.1	JC_03106-RA
OG0004599	XP_026490800.1	JC_03105-RA
OG0004600	XP_026488646.1	JC_05156-RA
OG0004601	XP_026490269.1	JC_11096-RA
OG0004602	XP_026488675.1	JC_05158-RA, JC_05157-RA
OG0004603	XP_026488181.1	JC_07835-RA, JC_07834-RA
OG0004604	XP_026488680.1	JC_05160-RA
OG0004605	XP_026484225.1	JC_05163-RA
OG0004605	XP_026488679.1	JC_05162-RA
OG0004606	XP_026492760.1	JC_09099-RA
OG0004607	XP_026486065.1	JC_04978-RA
OG0004608	XP_026488029.1	JC_11010-RA, JC_11009-RA
OG0004610	XP_026492620.1	JC_00841-RA
OG0004611	XP_026490936.1	JC_03091-RA
OG0004612	XP_026484665.1	JC_00196-RA
OG0004613	XP_026494495.1	JC_11826-RA
OG0004614	XP_026489467.1	JC_09233-RA
OG0004615	XP_026493263.1	JC_05744-RA
OG0004616	XP_026487509.1	JC_08512-RA
OG0004617	XP_026500721.1, XP_026500720.1	JC_01646-RA
OG0004618	XP_026501763.1	JC_15412-RA
OG0004619	XP_026484510.1	JC_00192-RA, JC_00191-RA
OG0004620	XP_026501598.1	JC_04231-RA
OG0004621	XP_026490912.1	JC_03082-RA
OG0004622	XP_026489187.1	JC_09101-RA, JC_09100-RA
OG0004623	XP_026491696.1	JC_02857-RA
OG0004624	XP_026489486.1	JC_09221-RA
OG0004625	XP_026501600.1	JC_04234-RA
OG0004626	XP_026491217.1	JC_02852-RA
OG0004627	XP_026497794.1	JC_13486-RA
OG0004628	XP_026491213.1	JC_02851-RA
OG0004629	XP_026501556.1	JC_04318-RA, JC_04317-RA
OG0004630	XP_026491212.1	JC_02849-RA
OG0004631	XP_026489185.1	JC_09102-RA
OG0004632	XP_026491216.1	JC_02848-RA
OG0004633	XP_026492997.1	JC_06576-RA
OG0004634	XP_026501592.1, XP_026501593.1	JC_04377-RA
OG0004635	XP_026484650.1	JC_00173-RA
OG0004636	XP_026489829.1	JC_05167-RA
OG0004637	XP_026489830.1	JC_05169-RA
OG0004638	XP_026492648.1	JC_00867-RA
OG0004639	XP_026499937.1	JC_07243-RA
OG0004641	XP_026489823.1	JC_05171-RA
OG0004643	XP_026501439.1, XP_026501438.1	JC_04371-RA
OG0004644	XP_026492638.1	JC_00872-RA, JC_00871-RA
OG0004645	XP_026498397.1	JC_11845-RA
OG0004646	XP_026498366.1	JC_06568-RA
OG0004647	XP_026500697.1, XP_026500698.1	JC_01717-RA, JC_01718-RA
OG0004648	XP_026492637.1	JC_00875-RA
OG0004649	XP_026490798.1	JC_03078-RA
OG0004650	XP_026489160.1, XP_026489159.1	JC_09121-RA
OG0004651	XP_026489232.1	JC_07866-RA
OG0004653	XP_026485116.1	JC_00163-RA
OG0004654	XP_026487504.1	JC_08521-RA
OG0004655	XP_026491093.1	JC_02835-RA
OG0004656	XP_026488545.1, XP_026488544.1	JC_05174-RA
OG0004657	XP_026486018.1, XP_026486019.1	JC_04996-RA
OG0004658	XP_026490808.1	JC_03071-RA
OG0004659	XP_026491924.1	JC_13484-RA
OG0004661	XP_026490809.1	JC_03064-RA
OG0004662	XP_026491925.1	JC_13482-RA
OG0004663	XP_026484776.1	JC_00154-RA
OG0004664	XP_026490804.1	JC_03062-RA
OG0004665	XP_026493852.1	JC_11269-RA
OG0004666	XP_026498378.1	JC_11865-RA
OG0004667	XP_026501424.1	JC_04356-RA
OG0004669	XP_026498388.1	JC_11867-RA
OG0004670	XP_026493243.1	JC_05741-RA
OG0004671	XP_026490901.1	JC_03057-RA
OG0004672	XP_026484734.1	JC_00151-RA
OG0004673	XP_026491989.1	JC_13477-RA
OG0004674	XP_026490909.1	JC_03055-RA
OG0004675	XP_026491994.1	JC_13474-RA
OG0004676	XP_026490897.1	JC_03048-RA
OG0004677	XP_026490886.1	JC_03046-RA
OG0004678	XP_026498370.1	JC_11876-RA
OG0004679	XP_026492593.1, XP_026492594.1	JC_00891-RA
OG0004680	XP_026492585.1	JC_00894-RA, JC_00895-RA
OG0004681	XP_026498372.1, XP_026498371.1	JC_11877-RA
OG0004682	XP_026501623.1, XP_026501624.1	JC_04336-RA
OG0004683	XP_026489194.1	JC_09118-RA
OG0004684	XP_026499946.1, XP_026499944.1	JC_07263-RA
OG0004685	XP_026486440.1	JC_09184-RA
OG0004686	XP_026487119.1	JC_11886-RA
OG0004687	XP_026486473.1	JC_09185-RA
OG0004688	XP_026499921.1	JC_07265-RA
OG0004689	XP_026487001.1	JC_03038-RA
OG0004690	XP_026491988.1	JC_13466-RA
OG0004691	XP_026492584.1	JC_00898-RA
OG0004692	XP_026492649.1	JC_00900-RA, JC_00901-RA
OG0004693	XP_026488772.1	JC_08530-RA
OG0004694	XP_026492615.1	JC_00902-RA
OG0004695	XP_026491508.1	JC_02826-RA
OG0004696	XP_026492730.1, XP_026492731.1	JC_00905-RA
OG0004697	XP_026492733.1	JC_00906-RA
OG0004699	XP_026489186.1	JC_09133-RA
OG0004701	XP_026486995.1	JC_03034-RA
OG0004702	XP_026492696.1, XP_026492695.1	JC_00914-RA
OG0004703	XP_026487109.1	JC_11892-RA
OG0004704	XP_026492698.1	JC_00916-RA
OG0004705	XP_026491482.1	JC_02822-RA
OG0004706	XP_026488780.1	JC_08531-RA
OG0004707	XP_026483232.1	JC_07887-RA
OG0004708	XP_026483224.1	JC_07891-RA, JC_07889-RA
OG0004709	XP_026489143.1	JC_09142-RA, JC_09141-RA
