Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0004871	XP_026484837.1	DPOGS213159-PA
OG0004872	XP_026493537.1	DPOGS208035-PA
OG0004873	XP_026492929.1	DPOGS213635-PA
OG0004874	XP_026490038.1	DPOGS210114-PA
OG0004875	XP_026496415.1	DPOGS203137-PA
OG0004877	XP_026496891.1	DPOGS203528-PA
OG0004878	XP_026500566.1	DPOGS203325-PA
OG0004879	XP_026493096.1	DPOGS208038-PA
OG0004880	XP_026486759.1	DPOGS211497-PA
OG0004881	XP_026491932.1	DPOGS212595-PA
OG0004882	XP_026500983.1	DPOGS213187-PA
OG0004883	XP_026485651.1	DPOGS208223-PA
OG0004884	XP_026493097.1	DPOGS208031-PA
OG0004885	XP_026496419.1	DPOGS203229-PA
OG0004886	XP_026489317.1	DPOGS211041-PA
OG0004887	XP_026490036.1	DPOGS210041-PA
OG0004888	XP_026501019.1	DPOGS213191-PA
OG0004889	XP_026493093.1	DPOGS208041-PA
OG0004890	XP_026496188.1	DPOGS209781-PA
OG0004891	XP_026492121.1	DPOGS206362-PA
OG0004892	XP_026500205.1	DPOGS212605-PA
OG0004894	XP_026494788.1	DPOGS211772-PA
OG0004895	XP_026501009.1	DPOGS213182-PA
OG0004896	XP_026500806.1	DPOGS206781-PA
OG0004897	XP_026487262.1	DPOGS210344-PA
OG0004898	XP_026489993.1	DPOGS213889-PA
OG0004899	XP_026490152.1	DPOGS210110-PA
OG0004900	XP_026485577.1	DPOGS208296-PA
OG0004901	XP_026498998.1	DPOGS210801-PA
OG0004902	XP_026496281.1	DPOGS209194-PA
OG0004903	XP_026499523.1	DPOGS201613-PA
OG0004904	XP_026492122.1	DPOGS216080-PA
OG0004905	XP_026490963.1	DPOGS214700-PA, DPOGS214701-PA
OG0004906	XP_026483479.1	DPOGS204091-PA
OG0004907	XP_026483901.1	DPOGS213632-PA
OG0004908	XP_026500809.1	DPOGS207191-PA
OG0004909	XP_026501751.1	DPOGS212604-PA
OG0004910	XP_026497419.1	DPOGS212498-PA
OG0004911	XP_026497276.1	DPOGS212485-PA
OG0004912	XP_026485573.1	DPOGS208227-PA
OG0004913	XP_026483889.1	DPOGS213631-PA
OG0004914	XP_026483912.1	DPOGS213502-PA
OG0004915	XP_026485578.1	DPOGS208295-PA
OG0004916	XP_026490115.1	DPOGS210108-PA
OG0004917	XP_026483431.1	DPOGS200464-PA
OG0004918	XP_026499011.1	DPOGS210804-PA
OG0004919	XP_026483398.1	DPOGS200451-PA
OG0004920	XP_026499010.1	DPOGS210864-PA
OG0004921	XP_026490103.1	DPOGS210045-PA
OG0004922	XP_026490111.1	DPOGS210046-PA
OG0004923	XP_026500995.1	DPOGS213200-PA
OG0004925	XP_026497337.1	DPOGS212488-PA
OG0004926	XP_026494875.1	DPOGS211775-PA
OG0004927	XP_026487101.1	DPOGS202956-PA
OG0004928	XP_026493327.1	DPOGS208043-PA
OG0004929	XP_026497338.1	DPOGS212494-PA
OG0004930	XP_026494824.1	DPOGS211784-PA
OG0004931	XP_026494456.1	DPOGS211776-PA
OG0004932	XP_026499966.1, XP_026499481.1	DPOGS215143-PA
OG0004933	XP_026483424.1	DPOGS200449-PA
OG0004934	XP_026492434.1	DPOGS209857-PA
OG0004935	XP_026496253.1	DPOGS209195-PA
OG0004936	XP_026493936.1	DPOGS211783-PA
OG0004937	XP_026498004.1	DPOGS210398-PA
OG0004938	XP_026483414.1	DPOGS200467-PA
OG0004939	XP_026496174.1	DPOGS201038-PA
OG0004940	XP_026485240.1	DPOGS213368-PA
OG0004941	XP_026492889.1	DPOGS213928-PA
OG0004942	XP_026487219.1	DPOGS210356-PA
OG0004943	XP_026492419.1	DPOGS213230-PA
OG0004944	XP_026499018.1	DPOGS210862-PA
OG0004945	XP_026497369.1	DPOGS204979-PA
OG0004946	XP_026491242.1	DPOGS209293-PA
OG0004947	XP_026492135.1	DPOGS201179-PA
OG0004948	XP_026498820.1	DPOGS212631-PA, DPOGS212589-PA
OG0004949	XP_026490104.1	DPOGS210105-PA
OG0004950	XP_026492438.1	DPOGS213231-PA
OG0004951	XP_026496444.1	DPOGS215011-PA
OG0004952	XP_026499019.1	DPOGS210860-PA
OG0004953	XP_026496170.1	DPOGS201263-PA
OG0004954	XP_026490107.1	DPOGS210051-PA
OG0004955	XP_026489900.1	DPOGS209609-PA
OG0004956	XP_026492106.1	DPOGS201190-PA
OG0004957	XP_026496187.1	DPOGS201223-PA
OG0004958	XP_026490108.1	DPOGS210050-PA
OG0004959	XP_026489923.1	DPOGS209607-PA
OG0004960	XP_026489957.1	DPOGS209610-PA
OG0004961	XP_026500816.1	DPOGS207195-PA
OG0004962	XP_026490109.1	DPOGS210049-PA
OG0004963	XP_026498783.1	DPOGS202957-PA
OG0004964	XP_026487268.1	DPOGS210359-PA
OG0004965	XP_026501483.1	DPOGS205954-PA
OG0004966	XP_026499429.1	DPOGS208192-PA
OG0004968	XP_026488523.1	DPOGS209135-PA
OG0004969	XP_026500280.1	DPOGS200898-PA
OG0004970	XP_026485635.1	DPOGS208231-PA
OG0004971	XP_026483412.1	DPOGS214394-PA
OG0004972	XP_026500925.1	DPOGS212632-PA
OG0004973	XP_026497326.1	DPOGS212493-PA
OG0004974	XP_026483400.1	DPOGS214423-PA
OG0004975	XP_026488529.1	DPOGS209134-PA
OG0004976	XP_026485231.1	DPOGS213353-PA
OG0004977	XP_026488528.1	DPOGS209206-PA
OG0004978	XP_026500298.1	DPOGS200905-PA
OG0004979	XP_026488530.1	DPOGS209133-PA
OG0004980	XP_026500919.1	DPOGS212634-PA
OG0004981	XP_026485330.1	DPOGS208233-PA
OG0004982	XP_026501028.1	DPOGS213205-PA
OG0004983	XP_026485678.1	DPOGS213899-PA
OG0004984	XP_026501079.1	DPOGS208823-PA
OG0004985	XP_026500971.1	DPOGS213177-PA
OG0004986	XP_026496173.1	DPOGS201222-PA
OG0004987	XP_026501006.1	DPOGS213206-PA
OG0004988	XP_026485595.1	DPOGS208286-PA
OG0004989	XP_026501012.1	DPOGS213176-PA
OG0004990	XP_026500912.1	DPOGS212585-PA
OG0004991	XP_026497360.1	DPOGS204971-PA
OG0004992	XP_026501040.1	DPOGS213208-PA
OG0004993	XP_026487269.1	DPOGS210337-PA
OG0004994	XP_026492131.1	DPOGS201171-PA
OG0004995	XP_026487289.1	DPOGS210362-PA
OG0004996	XP_026489340.1	DPOGS210133-PA
OG0004997	XP_026489341.1	DPOGS210142-PA
OG0004998	XP_026488504.1	DPOGS209209-PA
OG0004999	XP_026496097.1, XP_026496622.1	DPOGS201596-PA, DPOGS207240-PA
OG0005000	XP_026485257.1	DPOGS213378-PA
OG0005001	XP_026496167.1	DPOGS206883-PA
OG0005002	XP_026487260.1	DPOGS210335-PA
OG0005003	XP_026487257.1	DPOGS210364-PA
OG0005004	XP_026485226.1	DPOGS213380-PA
OG0005005	XP_026487255.1	DPOGS210334-PA
OG0005006	XP_026487246.1	DPOGS210332-PA
OG0005007	XP_026489240.1	DPOGS210135-PA
OG0005008	XP_026500907.1	DPOGS212638-PA
OG0005009	XP_026485667.1	DPOGS213921-PA
OG0005010	XP_026487297.1	DPOGS210366-PA
OG0005011	XP_026487258.1	DPOGS210365-PA
OG0005012	XP_026491047.1	DPOGS204738-PA
OG0005013	XP_026483604.1	DPOGS204621-PA
OG0005014	XP_026483909.1, XP_026483910.1	DPOGS205147-PA
OG0005015	XP_026491048.1	DPOGS204739-PA
OG0005016	XP_026485234.1	DPOGS213384-PA
OG0005017	XP_026483907.1	DPOGS205132-PA
OG0005018	XP_026499424.1	DPOGS208214-PA
OG0005019	XP_026499039.1	DPOGS210815-PA
OG0005020	XP_026500984.1	DPOGS213210-PA
OG0005021	XP_026500986.1	DPOGS213174-PA
OG0005022	XP_026499041.1	DPOGS210854-PA
OG0005023	XP_026500993.1	DPOGS213211-PA
OG0005024	XP_026499037.1	DPOGS210816-PA
OG0005025	XP_026491731.1	DPOGS204741-PA, DPOGS204742-PA
OG0005026	XP_026499042.1	DPOGS210853-PA
OG0005027	XP_026500918.1	DPOGS205119-PA
OG0005028	XP_026491733.1	DPOGS204743-PA
OG0005029	XP_026491729.1	DPOGS204778-PA
OG0005030	XP_026483908.1	DPOGS205153-PA, DPOGS209656-PA
OG0005031	XP_026499427.1	DPOGS208212-PA
OG0005032	XP_026500988.1	DPOGS213213-PA
OG0005033	XP_026501008.1	DPOGS213170-PA
OG0005034	XP_026501220.1	DPOGS208793-PA
OG0005035	XP_026500964.1	DPOGS213169-PA
OG0005036	XP_026487070.1	DPOGS205495-PA
OG0005037	XP_026497336.1	DPOGS200945-PA
OG0005038	XP_026497333.1	DPOGS200944-PA
OG0005039	XP_026499489.1	DPOGS213910-PA
OG0005040	XP_026491326.1	DPOGS204744-PA
OG0005041	XP_026500929.1	DPOGS204620-PA
OG0005042	XP_026489272.1	DPOGS210886-PA
OG0005043	XP_026492517.1	DPOGS216103-PA
OG0005044	XP_026489868.1	DPOGS213346-PA
OG0005045	XP_026500933.1, XP_026499594.1	DPOGS204617-PA
OG0005046	XP_026491330.1, XP_026491329.1	DPOGS204745-PA
OG0005047	XP_026489870.1	DPOGS213389-PA
OG0005048	XP_026491148.1	DPOGS204777-PA
OG0005049	XP_026489869.1	DPOGS213345-PA
OG0005050	XP_026484009.1	DPOGS205129-PA
OG0005051	XP_026496422.1	DPOGS209211-PA
OG0005052	XP_026489872.1	DPOGS213390-PA
OG0005053	XP_026500122.1	DPOGS207348-PA
OG0005054	XP_026500178.1	DPOGS207331-PA
OG0005055	XP_026496168.1	DPOGS201265-PA
OG0005056	XP_026489942.1	DPOGS209613-PA
OG0005057	XP_026500972.1	DPOGS213215-PA
OG0005058	XP_026501473.1	DPOGS200149-PA
OG0005059	XP_026501109.1	DPOGS208796-PA
OG0005060	XP_026495776.1	DPOGS216121-PA
OG0005061	XP_026492234.1	DPOGS201200-PA
OG0005062	XP_026490067.1	DPOGS210057-PA
OG0005063	XP_026491439.1	DPOGS204749-PA
OG0005064	XP_026491343.1	DPOGS211788-PA
OG0005065	XP_026499440.1	DPOGS208211-PA
OG0005066	XP_026500242.1	DPOGS207330-PA
OG0005067	XP_026484171.1	DPOGS205131-PA
OG0005068	XP_026484169.1	DPOGS205148-PA
OG0005069	XP_026500241.1	DPOGS207351-PA
OG0005070	XP_026495112.1	DPOGS211769-PA
OG0005071	XP_026487272.1	DPOGS210370-PA
OG0005072	XP_026489998.1	DPOGS209602-PA
OG0005073	XP_026487231.1	DPOGS210329-PA
OG0005075	XP_026495080.1	DPOGS211791-PA
OG0005076	XP_026496286.1	DPOGS215577-PA
OG0005077	XP_026498988.1	DPOGS210848-PA
OG0005078	XP_026484167.1	DPOGS211811-PA
OG0005079	XP_026492304.1	DPOGS201205-PA
OG0005080	XP_026491037.1	DPOGS204774-PA
OG0005081	XP_026489315.1	DPOGS210935-PA
OG0005083	XP_026496117.1	DPOGS200398-PA
OG0005084	XP_026489313.1	DPOGS210890-PA
OG0005085	XP_026483086.1	DPOGS209119-PA, DPOGS211756-PA
OG0005086	XP_026495257.1	DPOGS211793-PA
OG0005087	XP_026495246.1	DPOGS211766-PA
OG0005088	XP_026501032.1	DPOGS213219-PA
OG0005089	XP_026501685.1	DPOGS200067-PA
OG0005090	XP_026498986.1	DPOGS210823-PA
OG0005091	XP_026501037.1	DPOGS213166-PA
OG0005092	XP_026500966.1	DPOGS213220-PA
OG0005093	XP_026498974.1	DPOGS210847-PA
OG0005094	XP_026500256.1	DPOGS207359-PA
OG0005095	XP_026501687.1	DPOGS200116-PA
OG0005096	XP_026490965.1	DPOGS214754-PA
OG0005097	XP_026487240.1	DPOGS210372-PA
OG0005098	XP_026487228.1	DPOGS210327-PA
OG0005099	XP_026489985.1	DPOGS209614-PA
OG0005100	XP_026501026.1	DPOGS213165-PA
OG0005101	XP_026501023.1	DPOGS213221-PA
OG0005102	XP_026492587.1	DPOGS211795-PA
OG0005103	XP_026493061.1	DPOGS202141-PA
OG0005104	XP_026487234.1	DPOGS210373-PA
OG0005105	XP_026487059.1	DPOGS202964-PA
OG0005106	XP_026501025.1	DPOGS213222-PA
OG0005107	XP_026500204.1	DPOGS207360-PA
OG0005108	XP_026483333.1	DPOGS214415-PA
OG0005109	XP_026487239.1	DPOGS210374-PA
OG0005110	XP_026500627.1	DPOGS203367-PA
OG0005111	XP_026483338.1	DPOGS214399-PA
OG0005112	XP_026501013.1	DPOGS213223-PA
OG0005113	XP_026500217.1	DPOGS207323-PA
OG0005114	XP_026483332.1	DPOGS214400-PA
OG0005115	XP_026500182.1	DPOGS207322-PA
OG0005116	XP_026501016.1	DPOGS215430-PA
OG0005117	XP_026496363.1	DPOGS215571-PA
OG0005118	XP_026496318.1	DPOGS215582-PA
OG0005119	XP_026489307.1	DPOGS210933-PA
OG0005120	XP_026496323.1	DPOGS215570-PA
OG0005121	XP_026489289.1	DPOGS210892-PA
OG0005122	XP_026496287.1	DPOGS203224-PA
OG0005123	XP_026484070.1	DPOGS205108-PA
OG0005124	XP_026484074.1	DPOGS211825-PA
OG0005125	XP_026500235.1	DPOGS207363-PA
OG0005126	XP_026499989.1	DPOGS213402-PA
OG0005127	XP_026499987.1	DPOGS213337-PA
OG0005128	XP_026483117.1	DPOGS210648-PA
OG0005129	XP_026489322.1	DPOGS210894-PA
OG0005130	XP_026487006.1	DPOGS206381-PA
OG0005131	XP_026496263.1	DPOGS203142-PA
OG0005132	XP_026490072.1	DPOGS210062-PA
OG0005133	XP_026498964.1	DPOGS210826-PA
OG0005134	XP_026499841.1, XP_026498222.1	DPOGS214993-PA
OG0005135	XP_026496262.1	DPOGS214532-PA
OG0005136	XP_026490077.1	DPOGS210063-PA
OG0005137	XP_026492130.1	DPOGS206299-PA
OG0005138	XP_026492103.1	DPOGS206359-PA
OG0005139	XP_026496254.1	DPOGS214533-PA
OG0005140	XP_026499491.1	DPOGS215006-PA
OG0005141	XP_026484139.1	DPOGS205109-PA
OG0005142	XP_026489318.1	DPOGS210930-PA
OG0005143	XP_026496267.1	DPOGS214523-PA
OG0005144	XP_026484058.1	DPOGS205117-PA
OG0005145	XP_026489244.1	DPOGS210895-PA
OG0005146	XP_026492941.1	DPOGS211798-PA
OG0005147	XP_026489922.1	DPOGS209599-PA
OG0005148	XP_026501215.1	DPOGS208788-PA
OG0005149	XP_026492138.1	DPOGS206358-PA
OG0005150	XP_026490003.1	DPOGS209617-PA
OG0005151	XP_026489241.1	DPOGS210896-PA
OG0005152	XP_026492124.1	DPOGS206301-PA
OG0005153	XP_026484126.1	DPOGS205111-PA
OG0005154	XP_026487944.1	DPOGS204723-PA
OG0005155	XP_026491026.1	DPOGS214749-PA
OG0005156	XP_026500485.1	DPOGS207150-PA
OG0005157	XP_026487057.1	DPOGS206388-PA
OG0005158	XP_026490973.1	DPOGS214748-PA
OG0005159	XP_026489995.1	DPOGS209618-PA
OG0005160	XP_026487050.1	DPOGS206377-PA
OG0005161	XP_026487968.1	DPOGS204712-PA
OG0005162	XP_026489858.1	DPOGS205115-PA
OG0005163	XP_026500515.1	DPOGS207169-PA
OG0005164	XP_026491196.1	DPOGS202637-PA
OG0005165	XP_026489976.1	DPOGS205113-PA
OG0005166	XP_026489288.1	DPOGS210897-PA
OG0005167	XP_026490009.1	DPOGS209596-PA
OG0005168	XP_026491828.1	DPOGS202679-PA
OG0005169	XP_026501235.1	DPOGS208829-PA
OG0005170	XP_026491208.1	DPOGS202638-PA
OG0005171	XP_026500952.1	DPOGS210654-PA
OG0005172	XP_026501191.1	DPOGS208786-PA
OG0005173	XP_026496312.1, XP_026496313.1	DPOGS214521-PA
OG0005174	XP_026491017.1	DPOGS214713-PA
OG0005175	XP_026498699.1	DPOGS215022-PA
OG0005176	XP_026487048.1	DPOGS206392-PA
OG0005177	XP_026483914.1	DPOGS211824-PA
OG0005178	XP_026490167.1	DPOGS200394-PA
OG0005179	XP_026491022.1	DPOGS214742-PA
OG0005181	XP_026501061.1	DPOGS211481-PA
OG0005182	XP_026483076.1	DPOGS205924-PA
OG0005183	XP_026487042.1, XP_026487044.1	DPOGS206373-PA
OG0005184	XP_026488525.1	DPOGS205959-PA
OG0005185	XP_026500438.1	DPOGS207155-PA
OG0005186	XP_026501696.1	DPOGS200074-PA
OG0005187	XP_026483916.1	DPOGS211820-PA
OG0005188	XP_026500359.1	DPOGS210562-PA
OG0005189	XP_026483211.1	DPOGS204355-PA
OG0005190	XP_026487151.1, XP_026487150.1	DPOGS203088-PA
OG0005191	XP_026483494.1	DPOGS202686-PA
OG0005192	XP_026483323.1, XP_026483404.1	DPOGS204371-PA
OG0005193	XP_026487959.1	DPOGS212182-PA, DPOGS213985-PA
OG0005194	XP_026487283.1	DPOGS210320-PA
OG0005195	XP_026501003.1	DPOGS205314-PA
OG0005196	XP_026487962.1	DPOGS213980-PA
OG0005197	XP_026487032.1	DPOGS206371-PA
OG0005198	XP_026483490.1, XP_026483489.1	DPOGS201957-PA
OG0005199	XP_026487265.1	DPOGS210318-PA
OG0005200	XP_026490589.1	DPOGS214303-PA
OG0005201	XP_026487302.1	DPOGS210383-PA
OG0005202	XP_026500974.1	DPOGS205315-PA
OG0005203	XP_026501172.1	DPOGS208781-PA
OG0005204	XP_026501174.1	DPOGS208837-PA
OG0005205	XP_026494208.1	DPOGS211237-PA
OG0005206	XP_026490562.1, XP_026490566.1	DPOGS214304-PA
OG0005207	XP_026500370.1	DPOGS210558-PA
OG0005208	XP_026486435.1	DPOGS215025-PA
OG0005209	XP_026489904.1	DPOGS209621-PA
OG0005210	XP_026487301.1	DPOGS210317-PA
OG0005211	XP_026487077.1	DPOGS206370-PA
OG0005212	XP_026487067.1	DPOGS206401-PA
OG0005213	XP_026487953.1	DPOGS213978-PA
OG0005214	XP_026500959.1	DPOGS210643-PA
OG0005215	XP_026487065.1	DPOGS206369-PA
OG0005216	XP_026501167.1	DPOGS208840-PA
OG0005217	XP_026486433.1	DPOGS214979-PA
OG0005218	XP_026486431.1	DPOGS214978-PA
OG0005219	XP_026489906.1	DPOGS209622-PA
OG0005220	XP_026487300.1	DPOGS210316-PA
OG0005221	XP_026500339.1	DPOGS210555-PA
OG0005222	XP_026498993.1	DPOGS210831-PA
OG0005223	XP_026490611.1	DPOGS214308-PA
OG0005224	XP_026500082.1	DPOGS210176-PA
OG0005225	XP_026490069.1	DPOGS210065-PA
OG0005226	XP_026491303.1	DPOGS202643-PA
OG0005227	XP_026500320.1, XP_026500319.1	DPOGS210553-PA
OG0005228	XP_026491512.1	DPOGS202674-PA
OG0005229	XP_026490083.1	DPOGS210066-PA
OG0005230	XP_026500897.1	DPOGS205460-PA
OG0005231	XP_026487244.1	DPOGS210386-PA
OG0005232	XP_026500437.1	DPOGS207151-PA
OG0005233	XP_026498410.1, XP_026499320.1	DPOGS205482-PA, DPOGS205481-PA
OG0005234	XP_026490079.1	DPOGS210093-PA
OG0005235	XP_026495747.1	DPOGS209505-PA
OG0005236	XP_026496172.1	DPOGS209786-PA
OG0005237	XP_026496171.1	DPOGS209845-PA
OG0005238	XP_026490080.1	DPOGS210068-PA
OG0005239	XP_026500942.1	DPOGS204155-PA
OG0005240	XP_026495719.1	DPOGS209506-PA
OG0005241	XP_026490076.1	DPOGS210069-PA
OG0005242	XP_026496083.1	DPOGS204598-PA
OG0005243	XP_026501166.1	DPOGS208775-PA
OG0005244	XP_026501150.1	DPOGS208774-PA
OG0005245	XP_026490048.1	DPOGS210070-PA
OG0005246	XP_026500948.1	DPOGS204204-PA
OG0005247	XP_026496295.1	DPOGS214536-PA
OG0005248	XP_026490082.1	DPOGS210091-PA
OG0005249	XP_026496351.1	DPOGS214516-PA
OG0005250	XP_026490050.1	DPOGS210071-PA
OG0005251	XP_026483346.1	DPOGS208137-PA
OG0005252	XP_026488103.1	DPOGS201129-PA
OG0005253	XP_026501157.1	DPOGS208773-PA
OG0005254	XP_026496006.1	DPOGS204606-PA
OG0005255	XP_026488171.1	DPOGS208845-PA
OG0005256	XP_026496175.1	DPOGS209843-PA
OG0005257	XP_026492920.1	DPOGS213636-PA
OG0005258	XP_026488094.1	DPOGS201164-PA
OG0005260	XP_026496197.1	DPOGS209788-PA
OG0005261	XP_026496228.1	DPOGS214515-PA
OG0005262	XP_026496227.1	DPOGS214538-PA
OG0005263	XP_026491510.1	DPOGS202671-PA
OG0005264	XP_026501097.1	DPOGS208770-PA
OG0005265	XP_026491122.1	DPOGS202670-PA
OG0005266	XP_026483556.1	DPOGS206090-PA
OG0005267	XP_026501095.1	DPOGS208846-PA
OG0005268	XP_026488109.1	DPOGS201131-PA
OG0005269	XP_026492950.1	DPOGS205487-PA
OG0005270	XP_026501100.1	DPOGS216139-PA
OG0005271	XP_026488757.1	DPOGS209126-PA, DPOGS209127-PA
OG0005272	XP_026484833.1	DPOGS213051-PA, DPOGS213052-PA
OG0005273	XP_026495395.1	DPOGS214382-PA
OG0005274	XP_026495394.1	DPOGS214313-PA
OG0005275	XP_026496198.1	DPOGS209791-PA
OG0005276	XP_026492978.1	DPOGS205488-PA
OG0005277	XP_026500071.1	DPOGS211264-PA
OG0005278	XP_026492297.1	DPOGS206308-PA
OG0005279	XP_026492900.1	DPOGS213638-PA
OG0005281	XP_026492980.1	DPOGS205490-PA
OG0005282	XP_026500525.1	DPOGS206789-PA
OG0005283	XP_026490064.1	DPOGS210073-PA
OG0005285	XP_026495423.1	DPOGS214376-PA
OG0005286	XP_026492261.1	DPOGS206355-PA
OG0005287	XP_026493105.1	DPOGS206256-PA
OG0005288	XP_026483508.1	DPOGS205122-PA
OG0005289	XP_026496230.1	DPOGS209236-PA
OG0005291	XP_026492914.1	DPOGS213639-PA
OG0005292	XP_026496242.1	DPOGS203276-PA
OG0005293	XP_026490219.1	DPOGS210179-PA
OG0005294	XP_026489990.1	DPOGS209625-PA
OG0005295	XP_026484285.1	DPOGS209792-PA
OG0005296	XP_026498075.1	DPOGS215705-PA
OG0005297	XP_026492294.1	DPOGS206312-PA
OG0005298	XP_026501080.1	DPOGS215317-PA
OG0005299	XP_026492946.1	DPOGS205453-PA
OG0005300	XP_026498060.1	DPOGS215704-PA
OG0005301	XP_026484229.1	DPOGS209793-PA
OG0005302	XP_026492308.1	DPOGS206353-PA
OG0005303	XP_026496246.1	DPOGS203278-PA
OG0005304	XP_026496239.1	DPOGS203279-PA
OG0005305	XP_026498882.1	DPOGS200789-PA
OG0005306	XP_026492942.1	DPOGS205452-PA
OG0005307	XP_026496238.1	DPOGS203416-PA
OG0005308	XP_026496244.1	DPOGS209235-PA
OG0005309	XP_026490675.1	DPOGS200501-PA
OG0005310	XP_026492982.1	DPOGS205492-PA
OG0005311	XP_026490673.1	DPOGS213284-PA
OG0005312	XP_026500172.1	DPOGS215164-PA
OG0005313	XP_026492967.1	DPOGS202565-PA, DPOGS202566-PA
OG0005314	XP_026492945.1	DPOGS202564-PA
OG0005315	XP_026494137.1	DPOGS212938-PA
OG0005316	XP_026496139.1	DPOGS211547-PA
OG0005317	XP_026500488.1	DPOGS206803-PA
OG0005318	XP_026488755.1	DPOGS214559-PA
OG0005319	XP_026498073.1	DPOGS215702-PA
OG0005320	XP_026489967.1	DPOGS209584-PA
OG0005321	XP_026495813.1	DPOGS209515-PA
OG0005322	XP_026489968.1	DPOGS209631-PA
OG0005323	XP_026498833.1	DPOGS215541-PA
OG0005324	XP_026489980.1	DPOGS209632-PA
OG0005325	XP_026495431.1	DPOGS214323-PA
OG0005326	XP_026500523.1	DPOGS206804-PA
OG0005327	XP_026498834.1	DPOGS215540-PA
OG0005328	XP_026501120.1	DPOGS215314-PA
OG0005329	XP_026496342.1	DPOGS200968-PA, DPOGS200967-PA
OG0005330	XP_026496343.1	DPOGS200973-PA
OG0005331	XP_026492962.1	DPOGS202723-PA
OG0005332	XP_026496427.1	DPOGS200969-PA
OG0005333	XP_026489914.1	DPOGS209636-PA
OG0005334	XP_026492963.1	DPOGS202705-PA
OG0005335	XP_026495408.1	DPOGS214363-PA
OG0005336	XP_026495484.1	DPOGS214364-PA
OG0005337	XP_026495481.1	DPOGS214365-PA
OG0005338	XP_026492266.1	DPOGS206349-PA
OG0005339	XP_026498492.1	DPOGS204453-PA
OG0005340	XP_026492149.1	DPOGS206318-PA
OG0005341	XP_026496111.1	DPOGS211549-PA
OG0005342	XP_026496113.1	DPOGS211545-PA
OG0005343	XP_026490664.1	DPOGS213287-PA
OG0005344	XP_026498498.1	DPOGS204451-PA
OG0005345	XP_026494079.1	DPOGS210163-PA
OG0005346	XP_026496114.1	DPOGS211544-PA
OG0005347	XP_026483593.1	DPOGS203108-PA
OG0005348	XP_026483544.1	DPOGS203091-PA, DPOGS203092-PA
OG0005349	XP_026483541.1	DPOGS203109-PA
OG0005350	XP_026488826.1	DPOGS212967-PA
OG0005351	XP_026490667.1	DPOGS213282-PA
OG0005352	XP_026488765.1	DPOGS214562-PA
OG0005353	XP_026488976.1	DPOGS212937-PA
OG0005354	XP_026490665.1	DPOGS213288-PA, DPOGS213289-PA
OG0005355	XP_026495815.1, XP_026495816.1	DPOGS209520-PA
OG0005356	XP_026501186.1	DPOGS215308-PA
OG0005357	XP_026493992.1	DPOGS208342-PA
OG0005358	XP_026495726.1	DPOGS209521-PA
OG0005359	XP_026494090.1	DPOGS208327-PA
OG0005360	XP_026492172.1	DPOGS206319-PA
OG0005361	XP_026490162.1	DPOGS202550-PA
OG0005362	XP_026500963.1	DPOGS210642-PA
OG0005363	XP_026486736.1	DPOGS216205-PA
OG0005364	XP_026494305.1	DPOGS208340-PA
OG0005365	XP_026483539.1	DPOGS211696-PA
OG0005366	XP_026494579.1	DPOGS208328-PA
OG0005367	XP_026488762.1	DPOGS214563-PA
OG0005368	XP_026490186.1	DPOGS216168-PA
OG0005369	XP_026494685.1	DPOGS200228-PA
OG0005370	XP_026491035.1	DPOGS202651-PA
OG0005371	XP_026490144.1	DPOGS210083-PA
OG0005372	XP_026490691.1, XP_026490690.1	DPOGS204603-PA
OG0005373	XP_026496324.1	DPOGS200970-PA
OG0005374	XP_026497212.1	DPOGS204450-PA
OG0005375	XP_026498407.1	DPOGS215699-PA
OG0005376	XP_026498830.1	DPOGS215538-PA
OG0005377	XP_026492890.1	DPOGS213649-PA
OG0005378	XP_026492199.1	DPOGS206320-PA
OG0005379	XP_026496037.1	DPOGS209485-PA
OG0005380	XP_026500499.1	DPOGS207165-PA
OG0005381	XP_026496038.1	DPOGS209484-PA
OG0005382	XP_026490693.1	DPOGS208103-PA
OG0005383	XP_026490195.1	DPOGS216171-PA
OG0005384	XP_026489306.1	DPOGS210922-PA
OG0005385	XP_026490197.1	DPOGS216164-PA
OG0005386	XP_026500504.1	DPOGS206800-PA
OG0005387	XP_026498094.1	DPOGS215697-PA
OG0005388	XP_026500628.1	DPOGS204358-PA
OG0005389	XP_026494597.1	DPOGS208095-PA
OG0005390	XP_026489747.1	DPOGS211300-PA
OG0005391	XP_026491767.1	DPOGS202653-PA, DPOGS202652-PA
OG0005392	XP_026490182.1	DPOGS216162-PA
OG0005393	XP_026491761.1	DPOGS202654-PA
OG0005394	XP_026484295.1	DPOGS209799-PA
OG0005395	XP_026498523.1, XP_026490193.1	DPOGS216172-PA
OG0005396	XP_026490663.1	DPOGS214543-PA
OG0005397	XP_026497260.1	DPOGS213317-PA
OG0005398	XP_026496337.1	DPOGS205303-PA
OG0005399	XP_026489291.1	DPOGS210904-PA
OG0005400	XP_026492919.1	DPOGS213643-PA
OG0005401	XP_026496340.1	DPOGS205262-PA
OG0005402	XP_026483457.1	DPOGS202968-PA
OG0005403	XP_026489338.1	DPOGS210919-PA
OG0005404	XP_026492905.1	DPOGS213644-PA
OG0005405	XP_026491771.1	DPOGS202664-PA
OG0005406	XP_026498100.1	DPOGS215727-PA
