Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0003847	XP_026483822.1	Vcard_DToL17525-RA
OG0003848	XP_026486135.1	Vcard_DToL04992-RA
OG0003849	XP_026483756.1	Vcard_DToL17526-RA
OG0003850	XP_026486013.1	Vcard_DToL16913-RA
OG0003851	XP_026499634.1, XP_026499630.1	Vcard_DToL09344-RA
OG0003852	XP_026485366.1	Vcard_DToL10538-RA
OG0003853	XP_026496273.1	Vcard_DToL03218-RA
OG0003854	XP_026499208.1	Vcard_DToL12245-RA
OG0003855	XP_026485553.1, XP_026485552.1	Vcard_DToL10536-RA
OG0003856	XP_026499672.1	Vcard_DToL09345-RA
OG0003857	XP_026483142.1	Vcard_DToL18658-RA
OG0003858	XP_026497559.1	Vcard_DToL15179-RA
OG0003859	XP_026491809.1	Vcard_DToL03564-RA
OG0003860	XP_026496373.1	Vcard_DToL03221-RA
OG0003862	XP_026495214.1, XP_026495215.1	Vcard_DToL08806-RA
OG0003863	XP_026491575.1	Vcard_DToL03567-RA
OG0003864	XP_026484355.1	Vcard_DToL02045-RA
OG0003865	XP_026487920.1	Vcard_DToL01142-RA
OG0003866	XP_026496755.1	Vcard_DToL07270-RA
OG0003867	XP_026496376.1	Vcard_DToL03228-RA
OG0003868	XP_026483750.1	Vcard_DToL17531-RA
OG0003869	XP_026485624.1	Vcard_DToL10522-RA
OG0003870	XP_026496746.1	Vcard_DToL07274-RA
OG0003871	XP_026487093.1	Vcard_DToL18603-RA
OG0003872	XP_026483754.1	Vcard_DToL17538-RA
OG0003873	XP_026495887.1	Vcard_DToL12917-RA
OG0003874	XP_026483329.1	Vcard_DToL18284-RA
OG0003875	XP_026483767.1, XP_026483766.1	Vcard_DToL17534-RA
OG0003876	XP_026492486.1	Vcard_DToL16013-RA
OG0003877	XP_026487676.1	Vcard_DToL06018-RA
OG0003878	XP_026496966.1	Vcard_DToL07279-RA
OG0003879	XP_026487089.1	Vcard_DToL18606-RA
OG0003880	XP_026495988.1	Vcard_DToL12926-RA
OG0003881	XP_026492467.1	Vcard_DToL16015-RA
OG0003882	XP_026483692.1	Vcard_DToL17472-RA
OG0003883	XP_026495381.1, XP_026495380.1	Vcard_DToL08792-RA
OG0003884	XP_026485994.1	Vcard_DToL04997-RA
OG0003885	XP_026485682.1, XP_026485681.1	Vcard_DToL05001-RA
OG0003886	XP_026497640.1	Vcard_DToL16376-RA
OG0003887	XP_026499604.1	Vcard_DToL09283-RA
OG0003888	XP_026487906.1	Vcard_DToL01165-RA
OG0003889	XP_026499700.1, XP_026499699.1	Vcard_DToL09357-RA
OG0003890	XP_026485124.1	Vcard_DToL06443-RA
OG0003891	XP_026499239.1	Vcard_DToL12258-RA
OG0003892	XP_026495948.1	Vcard_DToL12939-RA
OG0003893	XP_026483710.1	Vcard_DToL17486-RA
OG0003894	XP_026491870.1	Vcard_DToL13316-RA
OG0003895	XP_026492456.1	Vcard_DToL16024-RA
OG0003896	XP_026500007.1, XP_026500008.1	Vcard_DToL13959-RA
OG0003897	XP_026483358.1	Vcard_DToL18276-RA
OG0003899	XP_026497613.1	Vcard_DToL16390-RA
OG0003901	XP_026499705.1	Vcard_DToL09362-RA
OG0003902	XP_026483819.1	Vcard_DToL17491-RA
OG0003903	XP_026497578.1	Vcard_DToL00281-RA
OG0003904	XP_026498615.1	Vcard_DToL02932-RA
OG0003905	XP_026499710.1	Vcard_DToL09368-RA
OG0003906	XP_026499246.1	Vcard_DToL12263-RA
OG0003907	XP_026491718.1	Vcard_DToL03598-RA
OG0003908	XP_026491722.1	Vcard_DToL03604-RA
OG0003909	XP_026485269.1	Vcard_DToL15170-RA
OG0003910	XP_026487664.1	Vcard_DToL06003-RA
OG0003911	XP_026497978.1	Vcard_DToL00277-RA
OG0003912	XP_026487667.1	Vcard_DToL06000-RA
OG0003913	XP_026488803.1	Vcard_DToL18615-RA
OG0003914	XP_026495631.1	Vcard_DToL12814-RA
OG0003915	XP_026489658.1	Vcard_DToL14818-RA
OG0003916	XP_026483352.1	Vcard_DToL18265-RA, Vcard_DToL18266-RA
OG0003917	XP_026486339.1	Vcard_DToL16990-RA
OG0003918	XP_026485295.1, XP_026485296.1	Vcard_DToL10512-RA
OG0003920	XP_026485274.1	Vcard_DToL15168-RA
OG0003921	XP_026499079.1	Vcard_DToL12270-RA
OG0003922	XP_026486087.1	Vcard_DToL05009-RA
OG0003923	XP_026497639.1	Vcard_DToL00273-RA
OG0003924	XP_026497650.1	Vcard_DToL00274-RA
OG0003925	XP_026485273.1	Vcard_DToL15166-RA, Vcard_DToL15164-RA
OG0003926	XP_026499050.1	Vcard_DToL12273-RA
OG0003927	XP_026484393.1	Vcard_DToL02071-RA
OG0003928	XP_026491736.1	Vcard_DToL13294-RA
OG0003929	XP_026497790.1	Vcard_DToL00272-RA
OG0003930	XP_026487571.1	Vcard_DToL05987-RA
OG0003931	XP_026485268.1	Vcard_DToL15163-RA
OG0003932	XP_026485907.1	Vcard_DToL05017-RA
OG0003933	XP_026487538.1	Vcard_DToL05985-RA
OG0003934	XP_026483434.1	Vcard_DToL18326-RA
OG0003935	XP_026494768.1, XP_026494767.1	Vcard_DToL01522-RA
OG0003936	XP_026494735.1	Vcard_DToL01523-RA
OG0003937	XP_026484406.1	Vcard_DToL02073-RA
OG0003938	XP_026489639.1	Vcard_DToL14804-RA
OG0003939	XP_026496148.1	Vcard_DToL13941-RA
OG0003940	XP_026493084.1	Vcard_DToL09867-RA
OG0003941	XP_026498031.1, XP_026498029.1	Vcard_DToL11299-RA
OG0003942	XP_026497655.1	Vcard_DToL16366-RA
OG0003943	XP_026489661.1	Vcard_DToL14801-RA
OG0003944	XP_026485333.1	Vcard_DToL10511-RA
OG0003945	XP_026493497.1	Vcard_DToL09865-RA
OG0003946	XP_026498041.1, XP_026498043.1, XP_026498042.1	Vcard_DToL11298-RA
OG0003947	XP_026496855.1	Vcard_DToL07291-RA
OG0003948	XP_026486676.1	Vcard_DToL16994-RA
OG0003949	XP_026494734.1	Vcard_DToL01533-RA, Vcard_DToL01532-RA
OG0003950	XP_026483654.1	Vcard_DToL17507-RA
OG0003951	XP_026488377.1	Vcard_DToL04273-RA
OG0003952	XP_026484421.1	Vcard_DToL02082-RA
OG0003953	XP_026497602.1	Vcard_DToL16363-RA
OG0003954	XP_026485740.1	Vcard_DToL05019-RA
OG0003955	XP_026487392.1	Vcard_DToL05982-RA
OG0003956	XP_026483659.1	Vcard_DToL17511-RA
OG0003957	XP_026497712.1	Vcard_DToL18257-RA, Vcard_DToL18258-RA
OG0003958	XP_026487815.1	Vcard_DToL05973-RA
OG0003959	XP_026483769.1	Vcard_DToL17513-RA
OG0003960	XP_026486266.1	Vcard_DToL05022-RA
OG0003962	XP_026501248.1	Vcard_DToL14165-RA
OG0003963	XP_026499060.1	Vcard_DToL12289-RA
OG0003964	XP_026488232.1, XP_026488231.1	Vcard_DToL04277-RA
OG0003965	XP_026493182.1	Vcard_DToL09856-RA
OG0003966	XP_026496052.1	Vcard_DToL18240-RA
OG0003967	XP_026486270.1	Vcard_DToL05025-RA
OG0003968	XP_026491801.1	Vcard_DToL03627-RA
OG0003969	XP_026489650.1	Vcard_DToL14797-RA
OG0003970	XP_026483708.1	Vcard_DToL17454-RA
OG0003971	XP_026487674.1	Vcard_DToL05964-RA
OG0003972	XP_026496663.1	Vcard_DToL07294-RA
OG0003973	XP_026489005.1	Vcard_DToL07718-RA
OG0003974	XP_026492011.1	Vcard_DToL13270-RA
OG0003975	XP_026499107.1	Vcard_DToL12295-RA
OG0003976	XP_026499621.1	Vcard_DToL09388-RA
OG0003977	XP_026487433.1	Vcard_DToL05959-RA
OG0003978	XP_026501254.1	Vcard_DToL14161-RA
OG0003980	XP_026497104.1	Vcard_DToL01357-RA
OG0003981	XP_026499618.1	Vcard_DToL09390-RA
OG0003982	XP_026486383.1, XP_026486382.1	Vcard_DToL14158-RA
OG0003983	XP_026496043.1	Vcard_DToL18233-RA
OG0003984	XP_026499677.1	Vcard_DToL09393-RA
OG0003985	XP_026497028.1	Vcard_DToL07300-RA
OG0003986	XP_026496390.1, XP_026496391.1	Vcard_DToL03260-RA
OG0003987	XP_026484189.1	Vcard_DToL06854-RA
OG0003989	XP_026483726.1, XP_026483725.1	Vcard_DToL17452-RA
OG0003991	XP_026486368.1	Vcard_DToL05044-RA
OG0003992	XP_026493807.1	Vcard_DToL10956-RA
OG0003993	XP_026486734.1	Vcard_DToL16999-RA
OG0003994	XP_026483728.1	Vcard_DToL17451-RA
OG0003995	XP_026496049.1, XP_026496048.1	Vcard_DToL18231-RA
OG0003996	XP_026495798.1	Vcard_DToL12745-RA
OG0003997	XP_026496066.1	Vcard_DToL18226-RA
OG0003998	XP_026499740.1	Vcard_DToL09407-RA
OG0003999	XP_026496062.1	Vcard_DToL18224-RA
OG0004000	XP_026499728.1	Vcard_DToL09410-RA
OG0004001	XP_026496059.1	Vcard_DToL18223-RA
OG0004002	XP_026489814.1	Vcard_DToL02846-RA
OG0004003	XP_026499102.1	Vcard_DToL12310-RA
OG0004004	XP_026501480.1	Vcard_DToL06875-RA
OG0004005	XP_026485783.1	Vcard_DToL05053-RA
OG0004006	XP_026489502.1	Vcard_DToL00250-RA, Vcard_DToL00251-RA
OG0004007	XP_026499075.1	Vcard_DToL12315-RA
OG0004008	XP_026493803.1	Vcard_DToL10958-RA
OG0004009	XP_026488478.1	Vcard_DToL04286-RA
OG0004010	XP_026491796.1	Vcard_DToL03635-RA
OG0004011	XP_026486728.1	Vcard_DToL17000-RA
OG0004012	XP_026493648.1	Vcard_DToL01541-RA
OG0004013	XP_026494430.1	Vcard_DToL16341-RA
OG0004014	XP_026493115.1	Vcard_DToL09841-RA
OG0004015	XP_026486381.1	Vcard_DToL14145-RA
OG0004016	XP_026489781.1	Vcard_DToL00241-RA
OG0004017	XP_026495048.1	Vcard_DToL08727-RA
OG0004018	XP_026500990.1	Vcard_DToL06878-RA
OG0004019	XP_026487579.1	Vcard_DToL05931-RA
OG0004020	XP_026491150.1	Vcard_DToL03638-RA, Vcard_DToL03637-RA
OG0004021	XP_026501353.1	Vcard_DToL07935-RA
OG0004022	XP_026486140.1	Vcard_DToL05065-RA
OG0004023	XP_026484394.1	Vcard_DToL02114-RA
OG0004024	XP_026489683.1	Vcard_DToL14769-RA
OG0004025	XP_026488990.1	Vcard_DToL07867-RA
OG0004026	XP_026486380.1	Vcard_DToL14144-RA
OG0004027	XP_026486070.1	Vcard_DToL05070-RA
OG0004028	XP_026489687.1, XP_026489686.1	Vcard_DToL14763-RA
OG0004029	XP_026488599.1	Vcard_DToL08247-RA
OG0004030	XP_026483517.1	Vcard_DToL06882-RA
OG0004031	XP_026483693.1	Vcard_DToL17437-RA
OG0004032	XP_026489958.1	Vcard_DToL09051-RA
OG0004033	XP_026486175.1	Vcard_DToL05074-RA, Vcard_DToL05073-RA
OG0004034	XP_026483530.1	Vcard_DToL06884-RA
OG0004035	XP_026495576.1	Vcard_DToL12765-RA
OG0004036	XP_026484883.1	Vcard_DToL02122-RA
OG0004037	XP_026495570.1, XP_026495569.1	Vcard_DToL12767-RA
OG0004038	XP_026483724.1	Vcard_DToL17435-RA
OG0004039	XP_026495121.1	Vcard_DToL08719-RA
OG0004041	XP_026494149.1	Vcard_DToL18205-RA
OG0004042	XP_026494148.1	Vcard_DToL18206-RA
OG0004043	XP_026483868.1	Vcard_DToL17412-RA
OG0004044	XP_026496060.1	Vcard_DToL18246-RA, Vcard_DToL18245-RA
OG0004045	XP_026493878.1	Vcard_DToL13183-RA
OG0004046	XP_026489857.1	Vcard_DToL02871-RA
OG0004047	XP_026501046.1	Vcard_DToL01551-RA
OG0004048	XP_026489667.1	Vcard_DToL14748-RA
OG0004050	XP_026494067.1	Vcard_DToL17024-RA
OG0004051	XP_026498318.1	Vcard_DToL18252-RA
OG0004052	XP_026483783.1	Vcard_DToL17409-RA
OG0004054	XP_026484774.1	Vcard_DToL02134-RA
OG0004055	XP_026489665.1	Vcard_DToL14740-RA
OG0004056	XP_026483691.1	Vcard_DToL17407-RA
OG0004057	XP_026495687.1, XP_026495684.1, XP_026495685.1, XP_026495686.1	Vcard_DToL12789-RA
OG0004058	XP_026500881.1	Vcard_DToL00218-RA
OG0004059	XP_026496692.1, XP_026496691.1	Vcard_DToL07322-RA
OG0004060	XP_026491403.1	Vcard_DToL03653-RA
OG0004061	XP_026485364.1	Vcard_DToL10463-RA
OG0004062	XP_026486394.1	Vcard_DToL01565-RA
OG0004063	XP_026493969.1	Vcard_DToL10983-RA
OG0004064	XP_026493971.1	Vcard_DToL10985-RA
OG0004065	XP_026484409.1	Vcard_DToL02116-RA
OG0004066	XP_026485383.1	Vcard_DToL10461-RA
OG0004067	XP_026494169.1	Vcard_DToL14458-RA, Vcard_DToL14459-RA
OG0004068	XP_026488268.1	Vcard_DToL04310-RA
OG0004069	XP_026491397.1, XP_026491396.1	Vcard_DToL03654-RA
OG0004070	XP_026486330.1, XP_026486331.1	Vcard_DToL05088-RA
OG0004071	XP_026500830.1, XP_026500831.1	Vcard_DToL00212-RA
OG0004072	XP_026492333.1	Vcard_DToL13168-RA
OG0004073	XP_026488472.1	Vcard_DToL04313-RA
OG0004074	XP_026492271.1	Vcard_DToL13164-RA
OG0004075	XP_026494374.1	Vcard_DToL14464-RA
OG0004077	XP_026500879.1	Vcard_DToL00207-RA
OG0004078	XP_026494453.1	Vcard_DToL16295-RA
OG0004079	XP_026495090.1, XP_026495089.1	Vcard_DToL08680-RA
OG0004080	XP_026501794.1, XP_026501784.1, XP_026501786.1	Vcard_DToL06684-RA
OG0004081	XP_026494550.1	Vcard_DToL16263-RA
OG0004082	XP_026486332.1	Vcard_DToL05099-RA
OG0004083	XP_026491511.1	Vcard_DToL03661-RA
OG0004084	XP_026490853.1, XP_026490844.1	Vcard_DToL13161-RA
OG0004085	XP_026491222.1	Vcard_DToL03665-RA
OG0004086	XP_026501754.1	Vcard_DToL17121-RA
OG0004087	XP_026483732.1	Vcard_DToL17434-RA
OG0004088	XP_026489777.1	Vcard_DToL02923-RA
OG0004090	XP_026491261.1	Vcard_DToL03669-RA
OG0004091	XP_026495120.1, XP_026495119.1	Vcard_DToL08665-RA
OG0004092	XP_026493832.1	Vcard_DToL10995-RA
OG0004093	XP_026489088.1, XP_026489089.1	Vcard_DToL07854-RA
OG0004094	XP_026490967.1	Vcard_DToL13153-RA
OG0004095	XP_026491198.1	Vcard_DToL03674-RA
OG0004096	XP_026492739.1	Vcard_DToL01585-RA
OG0004097	XP_026486920.1, XP_026486919.1	Vcard_DToL11974-RA
OG0004098	XP_026494454.1	Vcard_DToL16291-RA
OG0004099	XP_026484318.1	Vcard_DToL02156-RA
OG0004100	XP_026493043.1	Vcard_DToL17081-RA, Vcard_DToL17082-RA
OG0004101	XP_026484199.1	Vcard_DToL17319-RA
OG0004102	XP_026500267.1, XP_026500268.1	Vcard_DToL00186-RA
OG0004103	XP_026498669.1	Vcard_DToL02992-RA
OG0004104	XP_026488277.1	Vcard_DToL04326-RA
OG0004105	XP_026488469.1	Vcard_DToL04327-RA
OG0004106	XP_026484866.1	Vcard_DToL02166-RA
OG0004107	XP_026492643.1	Vcard_DToL01596-RA
OG0004108	XP_026491276.1	Vcard_DToL03687-RA
OG0004109	XP_026492645.1	Vcard_DToL01597-RA
OG0004110	XP_026491282.1	Vcard_DToL03691-RA
OG0004111	XP_026499973.1	Vcard_DToL16288-RA
OG0004112	XP_026484501.1	Vcard_DToL02169-RA
OG0004113	XP_026493311.1	Vcard_DToL13147-RA
OG0004114	XP_026484743.1	Vcard_DToL02175-RA
OG0004115	XP_026483253.1	Vcard_DToL14135-RA
OG0004116	XP_026492675.1	Vcard_DToL01599-RA
OG0004117	XP_026483262.1	Vcard_DToL14133-RA
OG0004118	XP_026484007.1	Vcard_DToL17333-RA
OG0004119	XP_026485824.1	Vcard_DToL05139-RA
OG0004120	XP_026492657.1	Vcard_DToL13140-RA
OG0004121	XP_026488373.1, XP_026488374.1	Vcard_DToL04344-RA
OG0004122	XP_026495642.1	Vcard_DToL12812-RA
OG0004123	XP_026484008.1	Vcard_DToL17334-RA
OG0004124	XP_026485818.1	Vcard_DToL05144-RA
OG0004125	XP_026493600.1	Vcard_DToL17073-RA
OG0004126	XP_026493599.1	Vcard_DToL17072-RA
OG0004127	XP_026488387.1	Vcard_DToL04353-RA
OG0004128	XP_026494389.1	Vcard_DToL14474-RA
OG0004129	XP_026484641.1	Vcard_DToL02181-RA
OG0004130	XP_026498120.1	Vcard_DToL15496-RA
OG0004131	XP_026484435.1	Vcard_DToL06703-RA
OG0004132	XP_026495526.1	Vcard_DToL12727-RA
OG0004133	XP_026494363.1	Vcard_DToL14484-RA
OG0004134	XP_026486103.1	Vcard_DToL05151-RA
OG0004135	XP_026493913.1	Vcard_DToL11015-RA, Vcard_DToL11014-RA
OG0004136	XP_026494369.1	Vcard_DToL14485-RA
OG0004137	XP_026494343.1	Vcard_DToL14486-RA
OG0004138	XP_026494176.1	Vcard_DToL14489-RA
OG0004140	XP_026493604.1	Vcard_DToL17067-RA
OG0004141	XP_026492373.1	Vcard_DToL09451-RA
OG0004142	XP_026498162.1	Vcard_DToL09816-RA
OG0004143	XP_026498147.1	Vcard_DToL15501-RA
OG0004145	XP_026495525.1	Vcard_DToL12724-RA
OG0004146	XP_026485024.1	Vcard_DToL02186-RA
OG0004147	XP_026493915.1	Vcard_DToL11016-RA
OG0004148	XP_026486104.1, XP_026486105.1	Vcard_DToL05157-RA
OG0004149	XP_026485313.1	Vcard_DToL06707-RA
OG0004150	XP_026492175.1	Vcard_DToL09454-RA
OG0004151	XP_026494338.1	Vcard_DToL14493-RA
OG0004152	XP_026498636.1, XP_026498637.1	Vcard_DToL02947-RA
OG0004153	XP_026498623.1	Vcard_DToL02950-RA
OG0004154	XP_026496153.1	Vcard_DToL00391-RA
OG0004155	XP_026496157.1	Vcard_DToL00393-RA
OG0004156	XP_026488841.1	Vcard_DToL07904-RA
OG0004157	XP_026488832.1	Vcard_DToL07906-RA, Vcard_DToL07905-RA
OG0004158	XP_026495231.1	Vcard_DToL08624-RA
OG0004159	XP_026498142.1	Vcard_DToL15507-RA
OG0004160	XP_026493682.1	Vcard_DToL01286-RA
OG0004161	XP_026486069.1	Vcard_DToL05162-RA
OG0004162	XP_026496223.1, XP_026496215.1	Vcard_DToL00395-RA
OG0004163	XP_026492283.1, XP_026492282.1	Vcard_DToL09456-RA
OG0004164	XP_026492190.1	Vcard_DToL09458-RA
OG0004165	XP_026493723.1, XP_026493722.1	Vcard_DToL01285-RA
OG0004166	XP_026492398.1	Vcard_DToL09461-RA
OG0004168	XP_026492535.1, XP_026492537.1, XP_026492536.1	Vcard_DToL14125-RA
OG0004169	XP_026496696.1	Vcard_DToL07371-RA, Vcard_DToL07372-RA
OG0004170	XP_026500624.1	Vcard_DToL00408-RA
OG0004171	XP_026491180.1	Vcard_DToL03697-RA
OG0004172	XP_026493875.1	Vcard_DToL11019-RA
OG0004173	XP_026496096.1	Vcard_DToL00407-RA
OG0004174	XP_026488929.1	Vcard_DToL07913-RA
OG0004175	XP_026493571.1	Vcard_DToL17053-RA
OG0004176	XP_026484712.1	Vcard_DToL02210-RA
OG0004176	XP_026484711.1	Vcard_DToL02211-RA
OG0004177	XP_026495907.1	Vcard_DToL04373-RA
OG0004179	XP_026498130.1	Vcard_DToL15522-RA
OG0004180	XP_026495250.1	Vcard_DToL08607-RA
OG0004181	XP_026488411.1, XP_026488412.1	Vcard_DToL04378-RA
OG0004182	XP_026498143.1	Vcard_DToL15524-RA
OG0004183	XP_026493705.1	Vcard_DToL01274-RA
OG0004184	XP_026485739.1	Vcard_DToL05353-RA, Vcard_DToL05354-RA
OG0004185	XP_026493572.1	Vcard_DToL17048-RA
OG0004186	XP_026493755.1	Vcard_DToL01269-RA
OG0004187	XP_026500536.1	Vcard_DToL00419-RA
OG0004188	XP_026498161.1	Vcard_DToL09790-RA
OG0004189	XP_026498224.1	Vcard_DToL14207-RA
OG0004190	XP_026498787.1	Vcard_DToL12696-RA
OG0004191	XP_026500538.1, XP_026500537.1	Vcard_DToL00420-RA
OG0004192	XP_026498670.1	Vcard_DToL02962-RA
OG0004193	XP_026494177.1	Vcard_DToL14510-RA
OG0004194	XP_026484200.1	Vcard_DToL17308-RA
OG0004195	XP_026493730.1	Vcard_DToL01263-RA
OG0004196	XP_026498230.1	Vcard_DToL14209-RA
OG0004197	XP_026485082.1	Vcard_DToL02230-RA
OG0004198	XP_026498166.1	Vcard_DToL09785-RA
OG0004200	XP_026494397.1	Vcard_DToL14516-RA
OG0004201	XP_026501317.1	Vcard_DToL07921-RA
OG0004202	XP_026500192.1	Vcard_DToL06722-RA
OG0004203	XP_026494230.1	Vcard_DToL14521-RA
OG0004204	XP_026500541.1, XP_026500542.1	Vcard_DToL00429-RA
OG0004206	XP_026494238.1	Vcard_DToL14529-RA
OG0004208	XP_026500609.1	Vcard_DToL00433-RA
OG0004209	XP_026498294.1	Vcard_DToL14219-RA
OG0004210	XP_026494236.1	Vcard_DToL14531-RA
OG0004211	XP_026484913.1	Vcard_DToL02360-RA, Vcard_DToL02359-RA
OG0004212	XP_026493711.1	Vcard_DToL01253-RA
OG0004213	XP_026496902.1, XP_026496901.1	Vcard_DToL07382-RA
OG0004214	XP_026498528.1	Vcard_DToL09778-RA
OG0004215	XP_026498305.1	Vcard_DToL14225-RA
OG0004216	XP_026498681.1	Vcard_DToL02970-RA
OG0004217	XP_026487691.1	Vcard_DToL05853-RA
OG0004218	XP_026489571.1	Vcard_DToL16214-RA
OG0004219	XP_026483957.1, XP_026483971.1	Vcard_DToL06728-RA
OG0004220	XP_026493120.1	Vcard_DToL13217-RA
OG0004221	XP_026494419.1	Vcard_DToL14538-RA
OG0004222	XP_026498186.1	Vcard_DToL09770-RA
OG0004223	XP_026494302.1	Vcard_DToL14542-RA
OG0004224	XP_026498653.1	Vcard_DToL02972-RA
OG0004225	XP_026484016.1	Vcard_DToL06729-RA
OG0004226	XP_026491248.1	Vcard_DToL03714-RA
OG0004227	XP_026484029.1	Vcard_DToL06730-RA
OG0004228	XP_026485018.1, XP_026484994.1	Vcard_DToL02351-RA
OG0004229	XP_026494331.1	Vcard_DToL14453-RA
OG0004230	XP_026498263.1	Vcard_DToL14231-RA
OG0004231	XP_026488492.1	Vcard_DToL04392-RA
OG0004232	XP_026487765.1	Vcard_DToL05842-RA
OG0004233	XP_026485792.1	Vcard_DToL05381-RA
OG0004234	XP_026493888.1	Vcard_DToL11054-RA
OG0004236	XP_026493908.1	Vcard_DToL11055-RA
OG0004237	XP_026489596.1	Vcard_DToL16206-RA
OG0004238	XP_026487739.1	Vcard_DToL05838-RA
OG0004239	XP_026486242.1	Vcard_DToL05388-RA
OG0004240	XP_026498539.1	Vcard_DToL02983-RA
OG0004241	XP_026494335.1	Vcard_DToL14452-RA
OG0004242	XP_026486239.1	Vcard_DToL05389-RA
OG0004243	XP_026498596.1	Vcard_DToL02985-RA, Vcard_DToL02987-RA
OG0004244	XP_026494391.1	Vcard_DToL14449-RA
OG0004245	XP_026501275.1, XP_026501276.1	Vcard_DToL07973-RA
OG0004246	XP_026484960.1	Vcard_DToL02338-RA
OG0004248	XP_026486007.1	Vcard_DToL05392-RA
OG0004250	XP_026484987.1	Vcard_DToL02336-RA
OG0004251	XP_026484884.1	Vcard_DToL02337-RA
OG0004252	XP_026493766.1	Vcard_DToL01244-RA
OG0004253	XP_026484910.1	Vcard_DToL02335-RA
OG0004254	XP_026489603.1	Vcard_DToL16198-RA
OG0004255	XP_026485494.1	Vcard_DToL10418-RA
OG0004256	XP_026483409.1	Vcard_DToL06746-RA, Vcard_DToL06738-RA
OG0004257	XP_026493790.1, XP_026493789.1	Vcard_DToL01241-RA
OG0004258	XP_026484935.1	Vcard_DToL02329-RA
OG0004259	XP_026486155.1	Vcard_DToL05397-RA, Vcard_DToL05402-RA
OG0004260	XP_026487772.1	Vcard_DToL05830-RA
OG0004261	XP_026485011.1, XP_026485010.1	Vcard_DToL02326-RA
OG0004262	XP_026501329.1	Vcard_DToL07966-RA
OG0004263	XP_026487728.1, XP_026487729.1	Vcard_DToL05826-RA
OG0004264	XP_026488452.1	Vcard_DToL04399-RA
OG0004265	XP_026484190.1, XP_026484198.1	Vcard_DToL06658-RA
OG0004266	XP_026495472.1	Vcard_DToL13686-RA
OG0004267	XP_026500608.1	Vcard_DToL00455-RA, Vcard_DToL00457-RA
OG0004268	XP_026484149.1	Vcard_DToL06659-RA
OG0004270	XP_026487797.1	Vcard_DToL05822-RA
OG0004271	XP_026489589.1	Vcard_DToL16187-RA
OG0004272	XP_026487731.1	Vcard_DToL05819-RA
OG0004273	XP_026495867.1	Vcard_DToL12667-RA
OG0004274	XP_026486978.1	Vcard_DToL12010-RA
OG0004275	XP_026498245.1	Vcard_DToL14237-RA
OG0004276	XP_026495410.1	Vcard_DToL13691-RA
OG0004277	XP_026494383.1	Vcard_DToL14424-RA
OG0004278	XP_026494388.1	Vcard_DToL14423-RA
OG0004279	XP_026485537.1	Vcard_DToL10405-RA
OG0004280	XP_026494386.1	Vcard_DToL14422-RA
OG0004281	XP_026495663.1	Vcard_DToL12661-RA, Vcard_DToL12662-RA
OG0004282	XP_026486804.1	Vcard_DToL12018-RA
OG0004283	XP_026495469.1	Vcard_DToL13697-RA
OG0004284	XP_026487705.1	Vcard_DToL05803-RA
OG0004285	XP_026501397.1, XP_026501398.1	Vcard_DToL07944-RA
OG0004286	XP_026493685.1	Vcard_DToL01227-RA
OG0004287	XP_026500593.1	Vcard_DToL00462-RA
OG0004288	XP_026486776.1	Vcard_DToL12029-RA
OG0004289	XP_026491622.1	Vcard_DToL03741-RA
OG0004290	XP_026493713.1	Vcard_DToL01226-RA
OG0004291	XP_026489071.1	Vcard_DToL07770-RA
OG0004293	XP_026499584.1	Vcard_DToL09327-RA
OG0004294	XP_026487719.1	Vcard_DToL05789-RA
OG0004295	XP_026491643.1	Vcard_DToL03747-RA
OG0004296	XP_026495523.1	Vcard_DToL12649-RA
OG0004297	XP_026496955.1	Vcard_DToL07396-RA
OG0004298	XP_026498666.1	Vcard_DToL02993-RA
OG0004299	XP_026491673.1	Vcard_DToL03748-RA
OG0004300	XP_026499716.1	Vcard_DToL09323-RA, Vcard_DToL09324-RA
OG0004301	XP_026495922.1	Vcard_DToL12643-RA
OG0004302	XP_026497014.1	Vcard_DToL07397-RA
OG0004303	XP_026485531.1	Vcard_DToL10403-RA
OG0004304	XP_026499696.1	Vcard_DToL09317-RA
OG0004305	XP_026499713.1	Vcard_DToL00491-RA
OG0004306	XP_026495612.1, XP_026495611.1	Vcard_DToL12641-RA
OG0004307	XP_026489581.1	Vcard_DToL16180-RA
OG0004308	XP_026488875.1	Vcard_DToL07698-RA
OG0004309	XP_026483956.1	Vcard_DToL17215-RA
OG0004311	XP_026491783.1	Vcard_DToL03755-RA
OG0004312	XP_026499592.1	Vcard_DToL09309-RA
OG0004313	XP_026496946.1	Vcard_DToL07402-RA
OG0004314	XP_026486792.1, XP_026486791.1	Vcard_DToL12031-RA
OG0004315	XP_026496945.1	Vcard_DToL07403-RA
OG0004316	XP_026495743.1	Vcard_DToL12630-RA
OG0004317	XP_026495437.1	Vcard_DToL13708-RA
OG0004318	XP_026498296.1	Vcard_DToL14244-RA
OG0004319	XP_026496943.1	Vcard_DToL07408-RA
OG0004320	XP_026487614.1	Vcard_DToL05783-RA
OG0004321	XP_026493942.1	Vcard_DToL11078-RA
OG0004322	XP_026492036.1	Vcard_DToL15564-RA
OG0004324	XP_026495474.1	Vcard_DToL13713-RA, Vcard_DToL13714-RA
OG0004325	XP_026494807.1	Vcard_DToL08540-RA
