Orthogroup	Vanessa_tameamea	Bicyclus_anynana
OG0005728	XP_026487947.1	Bany_03604-RA
OG0005729	XP_026494903.1	Bany_02813-RA
OG0005730	XP_026490134.1	Bany_10037-RA
OG0005731	XP_026499287.1	Bany_13777-RA
OG0005732	XP_026498769.1	Bany_17857-RA
OG0005733	XP_026494646.1	Bany_13200-RA
OG0005734	XP_026487958.1	Bany_03606-RA
OG0005735	XP_026494965.1	Bany_02816-RA
OG0005736	XP_026483567.1	Bany_01105-RA
OG0005737	XP_026494610.1	Bany_13203-RA
OG0005738	XP_026490142.1	Bany_10039-RA
OG0005739	XP_026488542.1	Bany_03609-RA
OG0005740	XP_026483684.1	Bany_06712-RA
OG0005741	XP_026484372.1	Bany_00214-RA
OG0005742	XP_026495968.1	Bany_02061-RA
OG0005743	XP_026500807.1	Bany_07311-RA
OG0005744	XP_026490354.1	Bany_16617-RA
OG0005745	XP_026494400.1	Bany_09518-RA
OG0005746	XP_026501143.1	Bany_06033-RA
OG0005747	XP_026488099.1	Bany_03615-RA
OG0005748	XP_026499327.1	Bany_02064-RA
OG0005749	XP_026501132.1	Bany_06034-RA
OG0005750	XP_026491502.1	Bany_05349-RA
OG0005751	XP_026493530.1	Bany_15002-RA
OG0005753	XP_026490770.1	Bany_06038-RA
OG0005754	XP_026488111.1	Bany_03619-RA
OG0005755	XP_026493266.1	Bany_15006-RA
OG0005756	XP_026488122.1	Bany_03620-RA
OG0005758	XP_026488052.1	Bany_03621-RA
OG0005759	XP_026499335.1	Bany_02066-RA
OG0005760	XP_026485599.1	Bany_10790-RA
OG0005761	XP_026495182.1	Bany_02823-RA
OG0005762	XP_026487927.1	Bany_03622-RA
OG0005763	XP_026487173.1	Bany_08104-RA
OG0005764	XP_026487848.1	Bany_03623-RA
OG0005765	XP_026487169.1	Bany_08105-RA
OG0005766	XP_026487167.1	Bany_08106-RA
OG0005767	XP_026487936.1	Bany_03624-RA
OG0005768	XP_026487160.1	Bany_08107-RA
OG0005769	XP_026483627.1	Bany_06718-RA
OG0005770	XP_026483558.1, XP_026483559.1	Bany_01111-RA
OG0005771	XP_026487163.1	Bany_08108-RA
OG0005772	XP_026483689.1	Bany_06719-RA, Bany_03133-RA
OG0005773	XP_026483629.1	Bany_06720-RA
OG0005774	XP_026484370.1	Bany_00220-RA
OG0005775	XP_026500892.1	Bany_07317-RA
OG0005776	XP_026496354.1	Bany_15626-RA
OG0005777	XP_026484371.1	Bany_00221-RA
OG0005778	XP_026497921.1	Bany_04506-RA
OG0005779	XP_026485493.1, XP_026485491.1	Bany_10795-RA
OG0005780	XP_026491040.1	Bany_11331-RA
OG0005781	XP_026494621.1	Bany_13209-RA
OG0005782	XP_026483570.1	Bany_01113-RA
OG0005783	XP_026483855.1	Bany_06723-RA
OG0005784	XP_026497931.1	Bany_04509-RA
OG0005785	XP_026496316.1, XP_026496315.1	Bany_15628-RA
OG0005786	XP_026497932.1	Bany_04510-RA
OG0005787	XP_026497934.1	Bany_04511-RA
OG0005788	XP_026490358.1	Bany_16620-RA
OG0005789	XP_026483682.1	Bany_06724-RA
OG0005790	XP_026496285.1	Bany_15630-RA
OG0005791	XP_026486541.1	Bany_16281-RA
OG0005792	XP_026497926.1	Bany_04514-RA
OG0005793	XP_026484838.1	Bany_00224-RA
OG0005794	XP_026486486.1	Bany_16282-RA
OG0005795	XP_026497930.1	Bany_04516-RA
OG0005796	XP_026491023.1	Bany_11337-RA, Bany_11336-RA
OG0005797	XP_026485513.1	Bany_10796-RA
OG0005798	XP_026497928.1	Bany_04517-RA
OG0005799	XP_026497919.1	Bany_04518-RA
OG0005800	XP_026486489.1	Bany_16284-RA
OG0005801	XP_026499409.1	Bany_02080-RA, Bany_02077-RA
OG0005802	XP_026491087.1	Bany_11338-RA
OG0005803	XP_026490629.1	Bany_06727-RA
OG0005804	XP_026486414.1	Bany_17532-RA
OG0005805	XP_026484504.1	Bany_00225-RA
OG0005806	XP_026490242.1	Bany_17874-RA
OG0005807	XP_026484503.1	Bany_00226-RA
OG0005808	XP_026496882.1	Bany_11964-RA
OG0005809	XP_026491312.1	Bany_05355-RA
OG0005810	XP_026490568.1	Bany_06729-RA
OG0005811	XP_026485408.1	Bany_10799-RA
OG0005812	XP_026490564.1	Bany_06730-RA
OG0005813	XP_026486246.1	Bany_17533-RA
OG0005814	XP_026500849.1, XP_026500850.1	Bany_07322-RA
OG0005815	XP_026488847.1	Bany_01118-RA
OG0005816	XP_026485289.1	Bany_10800-RA
OG0005817	XP_026496382.1	Bany_15635-RA
OG0005818	XP_026488877.1	Bany_01119-RA
OG0005819	XP_026487178.1	Bany_08114-RA
OG0005820	XP_026486573.1	Bany_17534-RA
OG0005821	XP_026485403.1	Bany_10802-RA
OG0005822	XP_026494582.1	Bany_13215-RA
OG0005823	XP_026493119.1	Bany_15014-RA
OG0005824	XP_026487207.1	Bany_08115-RA
OG0005825	XP_026500260.1	Bany_06042-RA
OG0005826	XP_026497960.1	Bany_04523-RA
OG0005827	XP_026493129.1	Bany_15017-RA
OG0005828	XP_026485510.1	Bany_10804-RA
OG0005829	XP_026493121.1	Bany_15019-RA
OG0005830	XP_026485501.1	Bany_10805-RA
OG0005831	XP_026485409.1	Bany_10806-RA
OG0005832	XP_026500145.1, XP_026500144.1	Bany_17131-RA
OG0005833	XP_026488883.1	Bany_01123-RA
OG0005834	XP_026494277.1	Bany_09531-RA
OG0005835	XP_026496973.1	Bany_11966-RA
OG0005836	XP_026486689.1	Bany_17536-RA
OG0005837	XP_026496308.1	Bany_15637-RA
OG0005838	XP_026484587.1	Bany_00232-RA
OG0005839	XP_026488998.1	Bany_01124-RA
OG0005840	XP_026490425.1	Bany_06046-RA
OG0005841	XP_026494587.1	Bany_13220-RA
OG0005842	XP_026494586.1	Bany_13221-RA
OG0005843	XP_026490661.1	Bany_06047-RA
OG0005844	XP_026489511.1	Bany_06049-RA
OG0005845	XP_026494640.1	Bany_13222-RA
OG0005846	XP_026495183.1	Bany_03632-RA, Bany_03120-RA
OG0005847	XP_026489477.1	Bany_06050-RA
OG0005848	XP_026494595.1	Bany_13224-RA, Bany_13223-RA
OG0005849	XP_026497869.1	Bany_04534-RA, Bany_04533-RA
OG0005850	XP_026489485.1	Bany_06051-RA
OG0005851	XP_026489476.1, XP_026489475.1	Bany_06053-RA
OG0005852	XP_026489479.1	Bany_06054-RA
OG0005853	XP_026489472.1	Bany_06055-RA
OG0005854	XP_026496773.1	Bany_11968-RA
OG0005855	XP_026483856.1	Bany_06740-RA
OG0005856	XP_026489469.1	Bany_06057-RA
OG0005857	XP_026501433.1	Bany_06059-RA
OG0005858	XP_026486360.1	Bany_10047-RA
OG0005859	XP_026494642.1	Bany_13225-RA
OG0005860	XP_026499235.1	Bany_13790-RA
OG0005861	XP_026494662.1	Bany_13226-RA
OG0005862	XP_026488975.1	Bany_01127-RA
OG0005863	XP_026487425.1	Bany_03636-RA
OG0005864	XP_026489007.1	Bany_01129-RA
OG0005865	XP_026499381.1	Bany_02094-RA
OG0005866	XP_026489118.1	Bany_01130-RA
OG0005867	XP_026487734.1	Bany_03638-RA
OG0005868	XP_026497350.1	Bany_17150-RA
OG0005869	XP_026499097.1	Bany_13793-RA
OG0005870	XP_026488622.1	Bany_03639-RA
OG0005871	XP_026489116.1	Bany_01134-RA
OG0005872	XP_026489117.1	Bany_01135-RA
OG0005873	XP_026497890.1	Bany_04538-RA
OG0005874	XP_026497352.1	Bany_17151-RA
OG0005875	XP_026493164.1	Bany_15024-RA
OG0005876	XP_026490241.1	Bany_17879-RA
OG0005877	XP_026490601.1	Bany_06760-RA
OG0005878	XP_026491344.1	Bany_05367-RA
OG0005879	XP_026487351.1	Bany_03642-RA
OG0005880	XP_026497353.1	Bany_17152-RA
OG0005881	XP_026491338.1	Bany_05368-RA
OG0005882	XP_026489114.1	Bany_01136-RA
OG0005883	XP_026500476.1	Bany_07331-RA
OG0005884	XP_026497349.1	Bany_17154-RA
OG0005885	XP_026497893.1	Bany_08121-RA, Bany_04571-RA
OG0005887	XP_026487196.1	Bany_08123-RA
OG0005888	XP_026497356.1	Bany_17155-RA
OG0005889	XP_026494648.1	Bany_13231-RA
OG0005890	XP_026494891.1	Bany_02831-RA
OG0005892	XP_026491483.1	Bany_05370-RA
OG0005893	XP_026500281.1	Bany_06073-RA
OG0005894	XP_026493332.1	Bany_11347-RA
OG0005895	XP_026488325.1	Bany_03645-RA
OG0005896	XP_026483144.1	Bany_16303-RA
OG0005897	XP_026488311.1	Bany_03646-RA
OG0005898	XP_026494663.1	Bany_13234-RA
OG0005899	XP_026494888.1	Bany_02833-RA
OG0005900	XP_026499334.1	Bany_02097-RA
OG0005901	XP_026490378.1	Bany_16635-RA
OG0005902	XP_026494892.1	Bany_02834-RA
OG0005903	XP_026483167.1	Bany_16304-RA
OG0005904	XP_026494890.1	Bany_02835-RA
OG0005905	XP_026499375.1	Bany_02099-RA
OG0005906	XP_026490376.1	Bany_16636-RA
OG0005907	XP_026499092.1	Bany_13799-RA
OG0005908	XP_026497840.1	Bany_04546-RA
OG0005909	XP_026488299.1	Bany_03649-RA
OG0005910	XP_026488286.1	Bany_03650-RA
OG0005911	XP_026497298.1	Bany_17166-RA
OG0005912	XP_026484636.1	Bany_00238-RA
OG0005913	XP_026488275.1	Bany_03651-RA
OG0005914	XP_026484635.1	Bany_00239-RA
OG0005915	XP_026483790.1	Bany_06770-RA
OG0005916	XP_026483789.1, XP_026483791.1	Bany_06771-RA
OG0005917	XP_026485405.1	Bany_10818-RA
OG0005918	XP_026488430.1	Bany_03652-RA
OG0005919	XP_026484633.1	Bany_00240-RA
OG0005920	XP_026497847.1	Bany_04550-RA
OG0005921	XP_026497833.1	Bany_04551-RA
OG0005922	XP_026488984.1	Bany_06078-RA
OG0005923	XP_026488410.1	Bany_03655-RA
OG0005924	XP_026487191.1	Bany_08128-RA
OG0005925	XP_026488397.1	Bany_03656-RA
OG0005926	XP_026491005.1	Bany_09533-RA
OG0005927	XP_026488625.1	Bany_06079-RA
OG0005928	XP_026501718.1	Bany_17886-RA
OG0005929	XP_026487929.1, XP_026487930.1	Bany_01143-RA
OG0005930	XP_026494206.1	Bany_06080-RA
OG0005931	XP_026494876.1	Bany_02844-RA
OG0005932	XP_026494880.1	Bany_02845-RA
OG0005933	XP_026500467.1	Bany_06083-RA
OG0005934	XP_026483630.1	Bany_06776-RA
OG0005935	XP_026485829.1	Bany_10056-RA
OG0005936	XP_026485828.1	Bany_10057-RA
OG0005937	XP_026495328.1	Bany_02847-RA
OG0005938	XP_026488611.1	Bany_12787-RA
OG0005939	XP_026485700.1	Bany_10058-RA
OG0005940	XP_026485701.1	Bany_10059-RA
OG0005941	XP_026484448.1	Bany_00245-RA
OG0005942	XP_026485726.1	Bany_10060-RA
OG0005943	XP_026488628.1	Bany_12790-RA
OG0005944	XP_026484444.1	Bany_00247-RA
OG0005945	XP_026491207.1	Bany_05382-RA
OG0005946	XP_026497828.1	Bany_04553-RA
OG0005947	XP_026493171.1	Bany_15028-RA
OG0005948	XP_026497835.1	Bany_04554-RA
OG0005949	XP_026497864.1	Bany_04556-RA
OG0005950	XP_026488601.1	Bany_12794-RA
OG0005951	XP_026491452.1	Bany_06088-RA
OG0005952	XP_026488450.1	Bany_14469-RA, Bany_15202-RA, Bany_12875-RA
OG0005953	XP_026499299.1	Bany_13812-RA
OG0005954	XP_026499226.1	Bany_13813-RA
OG0005955	XP_026497894.1	Bany_04557-RA
OG0005956	XP_026496972.1	Bany_11980-RA
OG0005957	XP_026483795.1	Bany_06780-RA
OG0005958	XP_026499233.1	Bany_13814-RA
OG0005959	XP_026499234.1	Bany_13815-RA
OG0005960	XP_026496912.1	Bany_11981-RA
OG0005961	XP_026495330.1	Bany_02851-RA
OG0005962	XP_026490819.1	Bany_11357-RA
OG0005963	XP_026483141.1	Bany_16315-RA
OG0005964	XP_026487091.1	Bany_16316-RA
OG0005965	XP_026493109.1	Bany_15032-RA
OG0005966	XP_026490807.1	Bany_11359-RA
OG0005967	XP_026501724.1	Bany_17894-RA
OG0005968	XP_026494822.1	Bany_02856-RA
OG0005969	XP_026491507.1	Bany_11360-RA
OG0005970	XP_026494821.1	Bany_02857-RA
OG0005971	XP_026486545.1	Bany_16317-RA
OG0005972	XP_026496971.1	Bany_11986-RA
OG0005973	XP_026497863.1	Bany_04559-RA
OG0005974	XP_026491368.1	Bany_11363-RA
OG0005975	XP_026495555.1	Bany_14477-RA
OG0005976	XP_026491519.1	Bany_11365-RA
OG0005977	XP_026489206.1	Bany_06095-RA
OG0005978	XP_026489386.1	Bany_06097-RA
OG0005979	XP_026495554.1	Bany_14478-RA
OG0005980	XP_026483163.1	Bany_06099-RA
OG0005981	XP_026493289.1	Bany_15036-RA
OG0005982	XP_026497293.1	Bany_17175-RA, Bany_17174-RA
OG0005983	XP_026496426.1	Bany_07344-RA
OG0005984	XP_026488506.1	Bany_03665-RA
OG0005985	XP_026488519.1	Bany_03666-RA
OG0005986	XP_026494634.1	Bany_13256-RA
OG0005987	XP_026493395.1	Bany_15038-RA
OG0005988	XP_026495778.1	Bany_14479-RA
OG0005989	XP_026496446.1	Bany_07345-RA
OG0005990	XP_026496807.1	Bany_11988-RA
OG0005991	XP_026488485.1	Bany_03670-RA
OG0005992	XP_026493065.1	Bany_15040-RA
OG0005993	XP_026496618.1	Bany_07346-RA
OG0005994	XP_026499066.1, XP_026499065.1	Bany_13822-RA
OG0005995	XP_026499596.1	Bany_05385-RA
OG0005996	XP_026488497.1	Bany_03671-RA
OG0005997	XP_026494633.1	Bany_13258-RA
OG0005998	XP_026499064.1	Bany_13823-RA
OG0005999	XP_026484348.1	Bany_00252-RA
OG0006000	XP_026499379.1	Bany_02116-RA
OG0006001	XP_026488466.1	Bany_03673-RA
OG0006002	XP_026495735.1	Bany_14483-RA
OG0006003	XP_026496279.1	Bany_07348-RA
OG0006004	XP_026484349.1	Bany_00253-RA
OG0006005	XP_026490958.1	Bany_09537-RA
OG0006006	XP_026484629.1	Bany_00254-RA
OG0006007	XP_026490957.1	Bany_09538-RA
OG0006008	XP_026496791.1	Bany_11990-RA
OG0006009	XP_026496177.1	Bany_07350-RA
OG0006010	XP_026493919.1	Bany_13261-RA
OG0006011	XP_026488641.1	Bany_12805-RA
OG0006012	XP_026491469.1	Bany_05386-RA
OG0006013	XP_026490946.1	Bany_09542-RA
OG0006014	XP_026493939.1	Bany_13262-RA
OG0006015	XP_026493862.1	Bany_13263-RA
OG0006016	XP_026486191.1	Bany_10069-RA
OG0006017	XP_026488381.1	Bany_08142-RA
OG0006018	XP_026488213.1	Bany_08143-RA
OG0006019	XP_026489471.1	Bany_06104-RA
OG0006020	XP_026494046.1	Bany_13265-RA
OG0006021	XP_026486819.1	Bany_17547-RA
OG0006022	XP_026497448.1	Bany_17176-RA
OG0006023	XP_026495355.1	Bany_02873-RA
OG0006024	XP_026497405.1	Bany_17177-RA
OG0006025	XP_026495347.1	Bany_02874-RA
OG0006026	XP_026486193.1	Bany_10071-RA
OG0006027	XP_026494048.1	Bany_13267-RA
OG0006028	XP_026483781.1	Bany_06106-RA
OG0006029	XP_026497413.1	Bany_17178-RA
OG0006030	XP_026486783.1	Bany_17549-RA
OG0006031	XP_026483770.1	Bany_06108-RA
OG0006032	XP_026495603.1	Bany_14487-RA
OG0006033	XP_026497418.1	Bany_17180-RA
OG0006034	XP_026497417.1	Bany_17181-RA
OG0006035	XP_026497404.1	Bany_17182-RA
OG0006036	XP_026486543.1	Bany_16335-RA
OG0006037	XP_026493106.1	Bany_15049-RA
OG0006038	XP_026499957.1	Bany_07354-RA
OG0006039	XP_026493997.1	Bany_13272-RA
OG0006040	XP_026497414.1	Bany_17185-RA
OG0006041	XP_026499360.1	Bany_02119-RA
OG0006042	XP_026491855.1	Bany_16655-RA
OG0006043	XP_026487264.1	Bany_03675-RA
OG0006044	XP_026492349.1	Bany_08824-RA
OG0006045	XP_026486484.1	Bany_17551-RA
OG0006046	XP_026501342.1	Bany_01158-RA
OG0006047	XP_026497403.1	Bany_17186-RA
OG0006048	XP_026501340.1	Bany_01159-RA
OG0006049	XP_026493998.1	Bany_13273-RA
OG0006050	XP_026492360.1	Bany_08826-RA
OG0006051	XP_026491013.1	Bany_09547-RA
OG0006052	XP_026483285.1	Bany_06113-RA
OG0006053	XP_026495213.1	Bany_02877-RA
OG0006054	XP_026497881.1	Bany_04574-RA
OG0006055	XP_026493793.1, XP_026493785.1	Bany_11373-RA
OG0006056	XP_026497857.1	Bany_04575-RA
OG0006057	XP_026489375.1	Bany_12815-RA
OG0006058	XP_026493772.1	Bany_11374-RA
OG0006059	XP_026497584.1	Bany_17189-RA
OG0006060	XP_026492346.1	Bany_08832-RA
OG0006061	XP_026499373.1	Bany_02125-RA
OG0006062	XP_026487102.1	Bany_03683-RA
OG0006063	XP_026495602.1	Bany_11376-RA
OG0006064	XP_026497550.1	Bany_17191-RA
OG0006065	XP_026497551.1	Bany_17192-RA
OG0006066	XP_026487757.1	Bany_03684-RA
OG0006067	XP_026487792.1	Bany_03685-RA
OG0006068	XP_026487688.1	Bany_03686-RA
OG0006069	XP_026492250.1	Bany_08835-RA
OG0006070	XP_026501750.1	Bany_06117-RA
OG0006071	XP_026496628.1	Bany_11995-RA
OG0006072	XP_026487586.1	Bany_03687-RA
OG0006073	XP_026487567.1	Bany_03688-RA
OG0006074	XP_026496632.1	Bany_11996-RA
OG0006075	XP_026497861.1	Bany_04580-RA
OG0006076	XP_026491305.1	Bany_05387-RA
OG0006077	XP_026497555.1	Bany_17193-RA
OG0006078	XP_026497856.1	Bany_04582-RA
OG0006079	XP_026495011.1, XP_026495022.1	Bany_11381-RA
OG0006080	XP_026485919.1	Bany_10080-RA
OG0006081	XP_026488887.1	Bany_01171-RA
OG0006082	XP_026501257.1	Bany_06120-RA
OG0006083	XP_026484852.1	Bany_06121-RA
OG0006084	XP_026484836.1	Bany_06122-RA
OG0006085	XP_026495181.1	Bany_02879-RA
OG0006086	XP_026485717.1	Bany_17553-RA
OG0006087	XP_026494837.1	Bany_02881-RA
OG0006088	XP_026492352.1	Bany_08843-RA
OG0006089	XP_026489209.1	Bany_13830-RA
OG0006090	XP_026484870.1	Bany_06125-RA
OG0006091	XP_026490997.1	Bany_09556-RA
OG0006092	XP_026485778.1	Bany_17554-RA
OG0006093	XP_026487599.1	Bany_03695-RA
OG0006094	XP_026493986.1	Bany_06128-RA
OG0006095	XP_026495544.1	Bany_14493-RA
OG0006096	XP_026488343.1	Bany_08152-RA
OG0006097	XP_026484582.1	Bany_00263-RA
OG0006098	XP_026488333.1	Bany_08153-RA
OG0006099	XP_026498175.1	Bany_07359-RA
OG0006101	XP_026497873.1	Bany_04585-RA
OG0006102	XP_026500604.1	Bany_06129-RA
OG0006103	XP_026495502.1	Bany_11384-RA
OG0006104	XP_026488337.1	Bany_08154-RA
OG0006105	XP_026488335.1	Bany_08155-RA
OG0006106	XP_026489231.1	Bany_13832-RA
OG0006107	XP_026493470.1	Bany_15060-RA
OG0006108	XP_026496325.1	Bany_15644-RA
OG0006109	XP_026487534.1	Bany_03700-RA
OG0006110	XP_026487550.1	Bany_03701-RA
OG0006111	XP_026497885.1	Bany_04588-RA
OG0006112	XP_026491842.1	Bany_16663-RA
OG0006113	XP_026488432.1	Bany_08160-RA
OG0006114	XP_026492353.1	Bany_08848-RA
OG0006115	XP_026485102.1	Bany_00273-RA
OG0006116	XP_026500629.1	Bany_06133-RA
OG0006117	XP_026488481.1	Bany_08164-RA
OG0006118	XP_026491561.1	Bany_05394-RA
OG0006119	XP_026495153.1	Bany_11391-RA
OG0006120	XP_026491559.1	Bany_05395-RA
OG0006121	XP_026488200.1	Bany_08176-RA, Bany_06797-RA
OG0006122	XP_026488437.1	Bany_08165-RA
OG0006123	XP_026495124.1	Bany_11392-RA
OG0006124	XP_026493087.1	Bany_06136-RA
OG0006125	XP_026485915.1, XP_026485914.1	Bany_10100-RA
OG0006126	XP_026492341.1	Bany_08852-RA
OG0006127	XP_026497891.1	Bany_04591-RA
OG0006128	XP_026495167.1	Bany_11394-RA
OG0006129	XP_026493989.1	Bany_13277-RA
OG0006130	XP_026486039.1	Bany_17558-RA
OG0006131	XP_026497588.1	Bany_17200-RA
OG0006132	XP_026483784.1	Bany_06799-RA
OG0006133	XP_026484523.1	Bany_00280-RA
OG0006134	XP_026495179.1	Bany_11395-RA
OG0006135	XP_026484524.1	Bany_00281-RA
OG0006136	XP_026484525.1	Bany_00282-RA
OG0006137	XP_026501518.1	Bany_06142-RA
OG0006138	XP_026489393.1	Bany_12844-RA
OG0006139	XP_026492981.1	Bany_06143-RA
OG0006140	XP_026499175.1	Bany_13843-RA
OG0006141	XP_026492444.1	Bany_17903-RA
OG0006142	XP_026492599.1	Bany_11401-RA
OG0006143	XP_026497877.1	Bany_07361-RA
OG0006144	XP_026497577.1	Bany_17201-RA
OG0006145	XP_026499204.1	Bany_13844-RA
OG0006146	XP_026490960.1	Bany_09563-RA
OG0006147	XP_026499400.1	Bany_02147-RA
OG0006148	XP_026490980.1	Bany_09564-RA
OG0006149	XP_026492171.1	Bany_08858-RA
OG0006150	XP_026489396.1	Bany_12848-RA
OG0006151	XP_026497938.1	Bany_04594-RA
OG0006152	XP_026491735.1	Bany_05404-RA
OG0006153	XP_026484347.1	Bany_00284-RA
OG0006154	XP_026497940.1	Bany_04595-RA
OG0006155	XP_026484346.1	Bany_00287-RA
OG0006156	XP_026497943.1	Bany_04596-RA
OG0006157	XP_026492439.1	Bany_17908-RA
OG0006158	XP_026495418.1	Bany_11405-RA
OG0006159	XP_026497945.1	Bany_04598-RA
OG0006160	XP_026499401.1	Bany_02151-RA
OG0006162	XP_026497946.1	Bany_04599-RA
OG0006163	XP_026491751.1	Bany_05408-RA
OG0006164	XP_026497942.1	Bany_04600-RA
OG0006165	XP_026500420.1	Bany_03711-RA
OG0006166	XP_026491738.1	Bany_05409-RA
OG0006167	XP_026500388.1	Bany_03712-RA
OG0006168	XP_026493356.1	Bany_11407-RA
OG0006169	XP_026490944.1	Bany_09568-RA
OG0006170	XP_026499882.1	Bany_02153-RA
OG0006171	XP_026492428.1	Bany_17910-RA
OG0006172	XP_026493825.1	Bany_11410-RA
OG0006173	XP_026491850.1	Bany_16669-RA
OG0006174	XP_026497838.1	Bany_07366-RA
OG0006175	XP_026500412.1	Bany_03715-RA
OG0006176	XP_026492452.1	Bany_17912-RA
OG0006177	XP_026500393.1	Bany_03716-RA
OG0006178	XP_026498208.1	Bany_07367-RA
OG0006179	XP_026493136.1	Bany_15073-RA
OG0006180	XP_026485903.1	Bany_17562-RA
OG0006181	XP_026493813.1	Bany_11414-RA
OG0006182	XP_026488204.1	Bany_08177-RA
OG0006183	XP_026492426.1	Bany_17914-RA
OG0006184	XP_026488274.1	Bany_08178-RA, Bany_08179-RA
OG0006185	XP_026497586.1	Bany_17203-RA
OG0006186	XP_026492424.1	Bany_17917-RA
OG0006187	XP_026500391.1	Bany_03720-RA
OG0006188	XP_026498228.1	Bany_07369-RA
OG0006189	XP_026485129.1	Bany_00296-RA
OG0006190	XP_026499886.1	Bany_02155-RA
OG0006191	XP_026497587.1	Bany_17204-RA
OG0006192	XP_026496822.1	Bany_09575-RA
OG0006193	XP_026497590.1	Bany_17205-RA
OG0006194	XP_026495261.1	Bany_02891-RA
OG0006195	XP_026497726.1	Bany_07371-RA
OG0006196	XP_026496970.1	Bany_12012-RA, Bany_12013-RA
OG0006197	XP_026494963.1	Bany_02892-RA
OG0006198	XP_026485282.1	Bany_10839-RA
OG0006199	XP_026488187.1	Bany_08182-RA
OG0006200	XP_026492300.1	Bany_08870-RA
OG0006201	XP_026488191.1	Bany_08184-RA
OG0006202	XP_026499122.1	Bany_13861-RA
OG0006203	XP_026483758.1	Bany_06810-RA
OG0006204	XP_026491812.1	Bany_05416-RA
OG0006205	XP_026485283.1	Bany_10841-RA
OG0006206	XP_026497573.1	Bany_17208-RA
OG0006207	XP_026497563.1	Bany_17210-RA
OG0006208	XP_026491259.1	Bany_05417-RA
OG0006209	XP_026485755.1	Bany_10115-RA
OG0006210	XP_026491256.1	Bany_05418-RA
OG0006211	XP_026496777.1	Bany_12018-RA
OG0006212	XP_026499123.1	Bany_13868-RA
OG0006213	XP_026491247.1	Bany_05419-RA
OG0006214	XP_026499164.1	Bany_13869-RA
OG0006215	XP_026492151.1	Bany_08873-RA
OG0006216	XP_026497601.1	Bany_17213-RA
OG0006217	XP_026499139.1	Bany_13870-RA
OG0006218	XP_026495369.1	Bany_02896-RA
OG0006219	XP_026491350.1	Bany_05422-RA
OG0006220	XP_026499295.1	Bany_13871-RA
OG0006221	XP_026499864.1	Bany_02159-RA
OG0006222	XP_026491449.1	Bany_05423-RA
OG0006223	XP_026494983.1	Bany_02898-RA
OG0006224	XP_026493934.1	Bany_13281-RA
OG0006225	XP_026494982.1	Bany_02899-RA
OG0006226	XP_026486372.1	Bany_10117-RA
OG0006227	XP_026494937.1	Bany_02900-RA
OG0006228	XP_026499214.1	Bany_13872-RA
OG0006229	XP_026499133.1	Bany_13873-RA
OG0006230	XP_026499865.1	Bany_02161-RA
OG0006231	XP_026486371.1	Bany_10118-RA
OG0006232	XP_026484581.1	Bany_00300-RA
OG0006233	XP_026492729.1	Bany_11428-RA
OG0006234	XP_026492232.1	Bany_08875-RA
OG0006235	XP_026493130.1	Bany_15075-RA
OG0006236	XP_026484798.1	Bany_00302-RA
OG0006237	XP_026486132.1	Bany_10119-RA
OG0006238	XP_026492330.1	Bany_08876-RA
OG0006239	XP_026485580.1	Bany_10845-RA
OG0006240	XP_026497600.1	Bany_17218-RA
OG0006241	XP_026491301.1	Bany_05428-RA
OG0006242	XP_026484434.1	Bany_00303-RA
OG0006243	XP_026491811.1	Bany_05430-RA
OG0006244	XP_026485579.1	Bany_10847-RA
OG0006245	XP_026488223.1, XP_026488224.1	Bany_08188-RA
OG0006246	XP_026484436.1	Bany_00306-RA
OG0006247	XP_026489432.1	Bany_12877-RA
OG0006248	XP_026495192.1	Bany_02904-RA
OG0006249	XP_026498079.1	Bany_07383-RA
OG0006250	XP_026486134.1	Bany_10122-RA
OG0006251	XP_026483136.1	Bany_16398-RA
OG0006252	XP_026499186.1	Bany_13876-RA
OG0006253	XP_026494977.1	Bany_02906-RA
OG0006254	XP_026496207.1	Bany_15657-RA
OG0006255	XP_026484569.1	Bany_00316-RA
OG0006256	XP_026485382.1	Bany_10850-RA
OG0006257	XP_026496205.1	Bany_15659-RA
OG0006258	XP_026501018.1	Bany_06160-RA
OG0006259	XP_026499564.1	Bany_08887-RA
OG0006260	XP_026496432.1	Bany_15660-RA
OG0006261	XP_026487899.1	Bany_04608-RA
OG0006262	XP_026486076.1	Bany_10126-RA
OG0006263	XP_026499635.1	Bany_08888-RA
OG0006264	XP_026501772.1	Bany_06166-RA
OG0006265	XP_026496329.1	Bany_15662-RA
OG0006266	XP_026485549.1	Bany_10852-RA
OG0006267	XP_026499161.1	Bany_13881-RA
OG0006268	XP_026497374.1	Bany_17340-RA, Bany_10855-RA
OG0006269	XP_026485551.1	Bany_10856-RA
OG0006270	XP_026488249.1	Bany_08193-RA
OG0006271	XP_026485467.1	Bany_06169-RA
OG0006272	XP_026496968.1	Bany_12030-RA
OG0006273	XP_026484571.1	Bany_00319-RA
OG0006274	XP_026484357.1	Bany_00320-RA
OG0006275	XP_026485458.1	Bany_06170-RA
OG0006276	XP_026496367.1	Bany_15669-RA
OG0006277	XP_026487661.1	Bany_03745-RA
OG0006278	XP_026483925.1	Bany_06171-RA
OG0006279	XP_026483882.1	Bany_06172-RA
OG0006280	XP_026499872.1	Bany_02169-RA
OG0006281	XP_026483357.1	Bany_01184-RA
