Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0004707	XP_026483232.1	HEL_011980-RA
OG0004708	XP_026483224.1	HEL_011982-RA
OG0004709	XP_026489143.1	HEL_010351-RA
OG0004710	XP_026489147.1	HEL_010352-RA
OG0004711	XP_026491362.1	HEL_004460-RA
OG0004713	XP_026487126.1	HEL_008348-RA
OG0004714	XP_026484659.1, XP_026484660.1	HEL_001168-RA
OG0004715	XP_026500731.1	HEL_010392-RA
OG0004717	XP_026491869.1	HEL_008509-RA
OG0004718	XP_026497146.1	HEL_006691-RA
OG0004720	XP_026486021.1	HEL_000192-RA, HEL_000193-RA
OG0004721	XP_026500690.1, XP_026500689.1	HEL_010390-RA
OG0004722	XP_026500699.1, XP_026500700.1	HEL_010389-RA
OG0004723	XP_026491377.1	HEL_004462-RA
OG0004724	XP_026488130.1	HEL_012860-RA
OG0004725	XP_026497078.1	HEL_006693-RA
OG0004726	XP_026497056.1, XP_026497077.1	HEL_006701-RA
OG0004727	XP_026497117.1	HEL_006704-RA, HEL_006705-RA
OG0004730	XP_026490499.1, XP_026490500.1	HEL_003315-RA
OG0004731	XP_026490454.1	HEL_003313-RA
OG0004733	XP_026484513.1	HEL_001145-RA
OG0004734	XP_026497070.1	HEL_006711-RA
OG0004737	XP_026488586.1	HEL_008421-RA
OG0004738	XP_026500676.1	HEL_010400-RA
OG0004741	XP_026501498.1	HEL_011665-RA
OG0004742	XP_026490527.1	HEL_003303-RA
OG0004744	XP_026485048.1	HEL_013114-RA
OG0004745	XP_026501444.1, XP_026501443.1	HEL_011655-RA
OG0004746	XP_026490536.1	HEL_003297-RA
OG0004747	XP_026490533.1	HEL_003296-RA
OG0004748	XP_026501442.1	HEL_011652-RA
OG0004749	XP_026490524.1	HEL_003295-RA
OG0004750	XP_026501435.1	HEL_011650-RA, HEL_011651-RA
OG0004751	XP_026486255.1	HEL_000207-RA, HEL_000211-RA
OG0004752	XP_026490468.1	HEL_003288-RA, HEL_003287-RA
OG0004753	XP_026484454.1	HEL_013110-RA
OG0004754	XP_026486646.1	HEL_012819-RA
OG0004755	XP_026501306.1	HEL_008396-RA
OG0004756	XP_026486647.1	HEL_012820-RA
OG0004757	XP_026501305.1	HEL_008394-RA, HEL_008395-RA
OG0004758	XP_026486637.1	HEL_012823-RA
OG0004759	XP_026501335.1	HEL_008384-RA
OG0004760	XP_026490475.1	HEL_003271-RA, HEL_003270-RA
OG0004761	XP_026501406.1	HEL_008382-RA, HEL_008381-RA, HEL_008383-RA, HEL_008380-RA
OG0004762	XP_026490470.1	HEL_003269-RA, HEL_003268-RA
OG0004763	XP_026497127.1	HEL_006735-RA
OG0004764	XP_026501293.1	HEL_008370-RA
OG0004765	XP_026490495.1	HEL_003265-RA
OG0004766	XP_026490447.1	HEL_003264-RA
OG0004768	XP_026497082.1, XP_026497081.1	HEL_006739-RA
OG0004769	XP_026490523.1	HEL_003251-RA
OG0004770	XP_026490510.1	HEL_003245-RA
OG0004771	XP_026501427.1	HEL_011636-RA
OG0004772	XP_026491887.1	HEL_008459-RA
OG0004773	XP_026491889.1	HEL_008458-RA, HEL_008457-RA
OG0004774	XP_026498668.1, XP_026491776.1	HEL_004518-RA
OG0004775	XP_026498585.1	HEL_007157-RA
OG0004776	XP_026500073.1	HEL_008443-RA, HEL_008444-RA
OG0004777	XP_026484815.1	HEL_013420-RA
OG0004778	XP_026498565.1	HEL_007158-RA
OG0004779	XP_026500079.1	HEL_008437-RA
OG0004780	XP_026488784.1	HEL_003229-RA, HEL_003230-RA, HEL_003231-RA
OG0004782	XP_026490465.1, XP_026490456.1	HEL_007111-RA
OG0004783	XP_026490355.1	HEL_007119-RA
OG0004784	XP_026500760.1, XP_026500759.1	HEL_007106-RA
OG0004785	XP_026500681.1, XP_026500682.1	HEL_007101-RA
OG0004786	XP_026496575.1	HEL_006772-RA, HEL_006773-RA
OG0004787	XP_026494761.1	HEL_002927-RA, HEL_002925-RA
OG0004788	XP_026500635.1	HEL_007093-RA
OG0004790	XP_026500744.1	HEL_007091-RA
OG0004791	XP_026500743.1	HEL_007089-RA
OG0004792	XP_026492243.1	HEL_003560-RA
OG0004793	XP_026486738.1	HEL_004671-RA
OG0004796	XP_026483119.1	HEL_012968-RA, HEL_012969-RA
OG0004797	XP_026493668.1	HEL_006607-RA
OG0004798	XP_026483671.1	HEL_011386-RA
OG0004800	XP_026495281.1, XP_026495290.1	HEL_006510-RA
OG0004803	XP_026501766.1, XP_026501767.1	HEL_005885-RA
OG0004804	XP_026493719.1	HEL_012771-RA
OG0004805	XP_026484746.1	HEL_013402-RA
OG0004806	XP_026493340.1	HEL_007252-RA, HEL_007250-RA
OG0004807	XP_026496586.1, XP_026496585.1	HEL_006806-RA
OG0004808	XP_026487972.1	HEL_008912-RA, HEL_008909-RA, HEL_008908-RA, HEL_008913-RA
OG0004809	XP_026486507.1	HEL_011993-RA
OG0004812	XP_026483315.1	HEL_006299-RA
OG0004813	XP_026493999.1	HEL_012307-RA, HEL_012309-RA, HEL_012308-RA
OG0004814	XP_026501429.1	HEL_011633-RA
OG0004815	XP_026491372.1	HEL_004477-RA
OG0004816	XP_026489946.1	HEL_010510-RA
OG0004818	XP_026488487.1	HEL_007415-RA
OG0004819	XP_026496824.1, XP_026496825.1, XP_026496823.1	HEL_006114-RA
OG0004820	XP_026490385.1	HEL_000434-RA
OG0004822	XP_026491367.1	HEL_004455-RA
OG0004825	XP_026499779.1, XP_026499778.1	HEL_012235-RA, HEL_012234-RA
OG0004826	XP_026493900.1	HEL_013753-RA, HEL_013752-RA
OG0004827	XP_026490031.1	HEL_007658-RA
OG0004828	XP_026484416.1, XP_026484417.1	HEL_001564-RA
OG0004829	XP_026493717.1	HEL_002743-RA
OG0004830	XP_026488234.1	HEL_007370-RA
OG0004831	XP_026487807.1	HEL_003136-RA
OG0004832	XP_026487518.1, XP_026487519.1	HEL_003159-RA
OG0004835	XP_026500780.1	HEL_009733-RA, HEL_009731-RA, HEL_009729-RA, HEL_009728-RA, HEL_013475-RA, HEL_009730-RA
OG0004836	XP_026491032.1	HEL_003925-RA
OG0004849	XP_026498837.1	HEL_011824-RA
OG0004850	XP_026499059.1	HEL_000835-RA
OG0004851	XP_026499311.1	HEL_013234-RA
OG0004852	XP_026490400.1	HEL_000445-RA
OG0004853	XP_026498843.1	HEL_011823-RA
OG0004854	XP_026497307.1	HEL_001908-RA, HEL_001913-RA
OG0004855	XP_026489956.1	HEL_010477-RA
OG0004856	XP_026490393.1	HEL_000446-RA
OG0004857	XP_026490988.1, XP_026490987.1	HEL_005067-RA
OG0004859	XP_026496249.1	HEL_005363-RA
OG0004860	XP_026497447.1	HEL_001907-RA, HEL_001912-RA
OG0004861	XP_026492904.1	HEL_005367-RA
OG0004862	XP_026497440.1	HEL_001910-RA
OG0004863	XP_026500596.1	HEL_010471-RA
OG0004864	XP_026484286.1	HEL_007725-RA
OG0004865	XP_026498765.1	HEL_011850-RA
OG0004866	XP_026493536.1	HEL_007348-RA
OG0004867	XP_026499512.1	HEL_004079-RA
OG0004868	XP_026489286.1	HEL_002224-RA
OG0004869	XP_026497536.1	HEL_001901-RA
OG0004871	XP_026484837.1	HEL_001694-RA
OG0004872	XP_026493537.1	HEL_007347-RA
OG0004873	XP_026492929.1	HEL_005369-RA
OG0004874	XP_026490038.1	HEL_007656-RA
OG0004875	XP_026496415.1	HEL_005358-RA
OG0004877	XP_026496891.1	HEL_003425-RA
OG0004878	XP_026500566.1	HEL_004481-RA
OG0004879	XP_026493096.1	HEL_007339-RA
OG0004880	XP_026486759.1	HEL_004165-RA
OG0004881	XP_026491932.1	HEL_008065-RA
OG0004883	XP_026485651.1	HEL_011009-RA
OG0004884	XP_026493097.1	HEL_007338-RA
OG0004885	XP_026496419.1	HEL_005356-RA
OG0004886	XP_026489317.1	HEL_002228-RA
OG0004887	XP_026490036.1	HEL_007654-RA
OG0004888	XP_026501019.1	HEL_012505-RA
OG0004889	XP_026493093.1	HEL_007334-RA
OG0004890	XP_026496188.1	HEL_007746-RA
OG0004891	XP_026492121.1	HEL_003494-RA
OG0004892	XP_026500205.1	HEL_008067-RA
OG0004894	XP_026494788.1	HEL_014066-RA
OG0004895	XP_026501009.1	HEL_012508-RA
OG0004896	XP_026500806.1	HEL_009697-RA
OG0004897	XP_026487262.1	HEL_000692-RA
OG0004898	XP_026489993.1	HEL_010481-RA
OG0004899	XP_026490152.1	HEL_007642-RA
OG0004900	XP_026485577.1	HEL_011016-RA
OG0004901	XP_026498998.1	HEL_009464-RA
OG0004902	XP_026496281.1	HEL_005349-RA
OG0004904	XP_026492122.1	HEL_003488-RA
OG0004905	XP_026490963.1	HEL_005076-RA
OG0004906	XP_026483479.1	HEL_012679-RA
OG0004907	XP_026483901.1	HEL_002188-RA
OG0004908	XP_026500809.1	HEL_009687-RA
OG0004909	XP_026501751.1	HEL_008071-RA
OG0004910	XP_026497419.1	HEL_001892-RA
OG0004911	XP_026497276.1	HEL_001891-RA
OG0004912	XP_026485573.1	HEL_011018-RA
OG0004913	XP_026483889.1	HEL_002189-RA
OG0004914	XP_026483912.1	HEL_002190-RA
OG0004915	XP_026485578.1	HEL_011019-RA
OG0004916	XP_026490115.1	HEL_007637-RA
OG0004917	XP_026483431.1	HEL_012682-RA
OG0004918	XP_026499011.1	HEL_009468-RA
OG0004919	XP_026483398.1	HEL_012684-RA
OG0004920	XP_026499010.1	HEL_009469-RA
OG0004921	XP_026490103.1	HEL_007636-RA
OG0004922	XP_026490111.1	HEL_007635-RA
OG0004923	XP_026500995.1	HEL_012509-RA
OG0004925	XP_026497337.1	HEL_001878-RA
OG0004926	XP_026494875.1	HEL_014065-RA
OG0004927	XP_026487101.1	HEL_006979-RA
OG0004928	XP_026493327.1	HEL_007325-RA
OG0004929	XP_026497338.1	HEL_001877-RA
OG0004930	XP_026494824.1	HEL_014064-RA
OG0004931	XP_026494456.1	HEL_014063-RA
OG0004932	XP_026499966.1, XP_026499481.1	HEL_013003-RA
OG0004933	XP_026483424.1	HEL_012689-RA
OG0004934	XP_026492434.1	HEL_009296-RA
OG0004935	XP_026496253.1	HEL_005342-RA
OG0004936	XP_026493936.1	HEL_014062-RA
OG0004937	XP_026498004.1	HEL_008958-RA
OG0004938	XP_026483414.1	HEL_012690-RA
OG0004939	XP_026496174.1	HEL_007745-RA
OG0004940	XP_026485240.1	HEL_003413-RA
OG0004941	XP_026492889.1	HEL_005371-RA
OG0004942	XP_026487219.1	HEL_000693-RA
OG0004943	XP_026492419.1	HEL_009293-RA
OG0004944	XP_026499018.1	HEL_009471-RA
OG0004945	XP_026497369.1	HEL_001916-RA
OG0004946	XP_026491242.1	HEL_004017-RA
OG0004947	XP_026492135.1	HEL_003475-RA
OG0004948	XP_026498820.1	HEL_010164-RA
OG0004949	XP_026490104.1	HEL_007627-RA
OG0004950	XP_026492438.1	HEL_009289-RA
OG0004951	XP_026496444.1	HEL_004048-RA
OG0004952	XP_026499019.1	HEL_009474-RA
OG0004953	XP_026496170.1	HEL_007741-RA
OG0004954	XP_026490107.1	HEL_007630-RA
OG0004955	XP_026489900.1	HEL_010482-RA
OG0004956	XP_026492106.1	HEL_003474-RA
OG0004957	XP_026496187.1	HEL_007740-RA, HEL_007738-RA
OG0004958	XP_026490108.1	HEL_007632-RA
OG0004959	XP_026489923.1	HEL_010483-RA
OG0004960	XP_026489957.1	HEL_010484-RA
OG0004961	XP_026500816.1	HEL_009692-RA
OG0004962	XP_026490109.1	HEL_007633-RA
OG0004963	XP_026498783.1	HEL_006980-RA
OG0004964	XP_026487268.1	HEL_000699-RA
OG0004966	XP_026499429.1	HEL_009210-RA
OG0004968	XP_026488523.1	HEL_005333-RA
OG0004969	XP_026500280.1	HEL_012099-RA
OG0004970	XP_026485635.1	HEL_011025-RA
OG0004971	XP_026483412.1	HEL_012677-RA
OG0004972	XP_026500925.1	HEL_010160-RA
OG0004973	XP_026497326.1	HEL_001873-RA
OG0004974	XP_026483400.1	HEL_012676-RA
OG0004975	XP_026488529.1	HEL_005326-RA
OG0004976	XP_026485231.1	HEL_003396-RA
OG0004977	XP_026488528.1	HEL_005325-RA
OG0004979	XP_026488530.1	HEL_005323-RA
OG0004980	XP_026500919.1	HEL_010157-RA
OG0004981	XP_026485330.1	HEL_011027-RA
OG0004982	XP_026501028.1	HEL_012514-RA
OG0004983	XP_026485678.1	HEL_005376-RA
OG0004984	XP_026501079.1	HEL_001717-RA
OG0004985	XP_026500971.1	HEL_012515-RA
OG0004986	XP_026496173.1	HEL_007735-RA
OG0004987	XP_026501006.1	HEL_012516-RA
OG0004988	XP_026485595.1	HEL_011030-RA
OG0004989	XP_026501012.1	HEL_012517-RA
OG0004990	XP_026500912.1	HEL_010176-RA
OG0004992	XP_026501040.1	HEL_012519-RA
OG0004993	XP_026487269.1	HEL_000707-RA
OG0004994	XP_026492131.1	HEL_003459-RA
OG0004995	XP_026487289.1	HEL_000708-RA
OG0004996	XP_026489340.1	HEL_002239-RA
OG0004997	XP_026489341.1	HEL_002240-RA
OG0004998	XP_026488504.1	HEL_005320-RA
OG0005000	XP_026485257.1	HEL_003391-RA
OG0005001	XP_026496167.1	HEL_008353-RA
OG0005002	XP_026487260.1	HEL_000715-RA
OG0005003	XP_026487257.1	HEL_000716-RA
OG0005004	XP_026485226.1	HEL_003389-RA
OG0005005	XP_026487255.1	HEL_000717-RA
OG0005006	XP_026487246.1	HEL_000721-RA
OG0005007	XP_026489240.1	HEL_002241-RA
OG0005008	XP_026500907.1	HEL_010177-RA
OG0005009	XP_026485667.1	HEL_005383-RA
OG0005010	XP_026487297.1	HEL_000720-RA
OG0005011	XP_026487258.1	HEL_000718-RA
OG0005012	XP_026491047.1	HEL_004001-RA
OG0005013	XP_026483604.1	HEL_004028-RA
OG0005015	XP_026491048.1	HEL_003998-RA
OG0005016	XP_026485234.1	HEL_003386-RA
OG0005017	XP_026483907.1	HEL_002196-RA
OG0005018	XP_026499424.1	HEL_009216-RA
OG0005019	XP_026499039.1	HEL_009483-RA
OG0005020	XP_026500984.1	HEL_012522-RA
OG0005021	XP_026500986.1	HEL_012523-RA
OG0005022	XP_026499041.1	HEL_009484-RA
OG0005023	XP_026500993.1	HEL_012525-RA
OG0005024	XP_026499037.1	HEL_009485-RA
OG0005025	XP_026491731.1	HEL_003994-RA
OG0005026	XP_026499042.1	HEL_009486-RA
OG0005027	XP_026500918.1	HEL_010179-RA
OG0005028	XP_026491733.1	HEL_003992-RA
OG0005029	XP_026491729.1	HEL_003991-RA
OG0005030	XP_026483908.1	HEL_002198-RA
OG0005031	XP_026499427.1	HEL_009222-RA
OG0005032	XP_026500988.1	HEL_012534-RA
OG0005033	XP_026501008.1	HEL_012535-RA
OG0005034	XP_026501220.1	HEL_001713-RA
OG0005036	XP_026487070.1	HEL_006993-RA
OG0005037	XP_026497336.1	HEL_001861-RA
OG0005038	XP_026497333.1	HEL_001860-RA
OG0005039	XP_026499489.1	HEL_005385-RA
OG0005040	XP_026491326.1	HEL_003990-RA
OG0005041	XP_026500929.1	HEL_004029-RA
OG0005042	XP_026489272.1	HEL_002245-RA
OG0005043	XP_026492517.1	HEL_000458-RA
OG0005044	XP_026489868.1	HEL_003379-RA
OG0005045	XP_026500933.1, XP_026499594.1	HEL_004030-RA
OG0005047	XP_026489870.1	HEL_003378-RA
OG0005048	XP_026491148.1	HEL_003988-RA
OG0005049	XP_026489869.1	HEL_003377-RA
OG0005050	XP_026484009.1	HEL_002201-RA
OG0005051	XP_026496422.1	HEL_005315-RA, HEL_005316-RA
OG0005052	XP_026489872.1	HEL_003376-RA
OG0005053	XP_026500122.1	HEL_002037-RA
OG0005054	XP_026500178.1	HEL_002038-RA
OG0005055	XP_026496168.1	HEL_007734-RA
OG0005056	XP_026489942.1	HEL_010487-RA
OG0005057	XP_026500972.1	HEL_012537-RA
OG0005059	XP_026501109.1	HEL_001711-RA
OG0005061	XP_026492234.1	HEL_003450-RA
OG0005062	XP_026490067.1	HEL_007614-RA
OG0005063	XP_026491439.1	HEL_003984-RA
OG0005064	XP_026491343.1	HEL_014449-RA
OG0005065	XP_026499440.1	HEL_009231-RA
OG0005066	XP_026500242.1	HEL_002042-RA
OG0005067	XP_026484171.1	HEL_002202-RA
OG0005068	XP_026484169.1	HEL_002204-RA
OG0005069	XP_026500241.1	HEL_002043-RA
OG0005070	XP_026495112.1	HEL_014451-RA
OG0005071	XP_026487272.1	HEL_000726-RA
OG0005072	XP_026489998.1	HEL_010488-RA
OG0005073	XP_026487231.1	HEL_000728-RA
OG0005075	XP_026495080.1	HEL_014452-RA
OG0005076	XP_026496286.1	HEL_005308-RA, HEL_005309-RA
OG0005077	XP_026498988.1	HEL_010238-RA
OG0005078	XP_026484167.1	HEL_002205-RA
OG0005079	XP_026492304.1	HEL_003443-RA
OG0005080	XP_026491037.1	HEL_003983-RA
OG0005081	XP_026489315.1	HEL_002248-RA
OG0005083	XP_026496117.1	HEL_000466-RA
OG0005084	XP_026489313.1	HEL_002249-RA
OG0005085	XP_026483086.1	HEL_011677-RA
OG0005086	XP_026495257.1	HEL_014458-RA
OG0005087	XP_026495246.1	HEL_014459-RA
OG0005088	XP_026501032.1	HEL_012542-RA
OG0005090	XP_026498986.1	HEL_010239-RA
OG0005091	XP_026501037.1	HEL_012543-RA
OG0005092	XP_026500966.1	HEL_012544-RA
OG0005093	XP_026498974.1	HEL_010242-RA
OG0005094	XP_026500256.1	HEL_002049-RA
OG0005095	XP_026501687.1	HEL_005393-RA
OG0005096	XP_026490965.1	HEL_005088-RA
OG0005097	XP_026487240.1	HEL_000731-RA
OG0005098	XP_026487228.1	HEL_000733-RA
OG0005099	XP_026489985.1	HEL_010489-RA
OG0005100	XP_026501026.1	HEL_012545-RA
OG0005101	XP_026501023.1	HEL_012546-RA
OG0005102	XP_026492587.1	HEL_014463-RA
OG0005103	XP_026493061.1	HEL_013868-RA
OG0005104	XP_026487234.1	HEL_000734-RA
OG0005106	XP_026501025.1	HEL_012547-RA
OG0005107	XP_026500204.1	HEL_002052-RA
OG0005108	XP_026483333.1	HEL_012654-RA
OG0005109	XP_026487239.1	HEL_000736-RA
OG0005110	XP_026500627.1	HEL_010423-RA
OG0005111	XP_026483338.1	HEL_012653-RA
OG0005112	XP_026501013.1	HEL_012550-RA
OG0005113	XP_026500217.1	HEL_002053-RA
OG0005114	XP_026483332.1	HEL_012651-RA
OG0005115	XP_026500182.1	HEL_002055-RA
OG0005116	XP_026501016.1	HEL_012552-RA
OG0005117	XP_026496363.1	HEL_005296-RA
OG0005118	XP_026496318.1	HEL_005288-RA
OG0005119	XP_026489307.1	HEL_002253-RA
OG0005120	XP_026496323.1	HEL_005287-RA
OG0005121	XP_026489289.1	HEL_002254-RA
OG0005122	XP_026496287.1	HEL_005285-RA
OG0005123	XP_026484070.1	HEL_010182-RA
OG0005124	XP_026484074.1	HEL_002213-RA
OG0005125	XP_026500235.1	HEL_002061-RA
OG0005126	XP_026499989.1	HEL_003358-RA
OG0005127	XP_026499987.1	HEL_003357-RA
OG0005128	XP_026483117.1	HEL_011671-RA
OG0005129	XP_026489322.1	HEL_002257-RA
OG0005130	XP_026487006.1	HEL_012398-RA
OG0005131	XP_026496263.1	HEL_005284-RA
OG0005132	XP_026490072.1	HEL_007601-RA
OG0005134	XP_026499841.1, XP_026498222.1	HEL_004058-RA
OG0005135	XP_026496262.1	HEL_005282-RA, HEL_005281-RA
OG0005136	XP_026490077.1	HEL_007600-RA
OG0005137	XP_026492130.1	HEL_003500-RA
OG0005138	XP_026492103.1	HEL_003501-RA
OG0005139	XP_026496254.1	HEL_005279-RA
OG0005140	XP_026499491.1	HEL_004057-RA
OG0005141	XP_026484139.1	HEL_010183-RA
OG0005142	XP_026489318.1	HEL_002258-RA
OG0005143	XP_026496267.1	HEL_005278-RA
OG0005144	XP_026484058.1	HEL_010184-RA
OG0005145	XP_026489244.1	HEL_002259-RA
OG0005146	XP_026492941.1	HEL_014466-RA
OG0005148	XP_026501215.1	HEL_001722-RA
OG0005149	XP_026492138.1	HEL_003503-RA
OG0005150	XP_026490003.1	HEL_010496-RA
OG0005151	XP_026489241.1	HEL_002261-RA
OG0005152	XP_026492124.1	HEL_003504-RA
OG0005153	XP_026484126.1	HEL_010189-RA
OG0005154	XP_026487944.1	HEL_008916-RA
OG0005155	XP_026491026.1	HEL_005096-RA
OG0005156	XP_026500485.1	HEL_013237-RA
OG0005157	XP_026487057.1	HEL_012402-RA
OG0005158	XP_026490973.1	HEL_005098-RA
OG0005159	XP_026489995.1	HEL_010507-RA
OG0005160	XP_026487050.1	HEL_012403-RA
OG0005161	XP_026487968.1	HEL_008915-RA
OG0005162	XP_026489858.1	HEL_010191-RA
OG0005163	XP_026500515.1	HEL_013236-RA
OG0005165	XP_026489976.1	HEL_010192-RA
OG0005166	XP_026489288.1	HEL_002263-RA
OG0005167	XP_026490009.1	HEL_010509-RA
OG0005168	XP_026491828.1	HEL_003979-RA
OG0005169	XP_026501235.1	HEL_001726-RA, HEL_001725-RA
OG0005170	XP_026491208.1	HEL_003978-RA
OG0005171	XP_026500952.1	HEL_011668-RA
OG0005172	XP_026501191.1	HEL_001727-RA
OG0005173	XP_026496312.1, XP_026496313.1	HEL_005275-RA
OG0005174	XP_026491017.1	HEL_005101-RA
OG0005175	XP_026498699.1	HEL_004066-RA
OG0005176	XP_026487048.1	HEL_012404-RA
OG0005178	XP_026490167.1	HEL_000467-RA
OG0005179	XP_026491022.1	HEL_005103-RA
OG0005181	XP_026501061.1	HEL_007728-RA
OG0005182	XP_026483076.1	HEL_010195-RA
OG0005183	XP_026487042.1, XP_026487044.1	HEL_012408-RA
OG0005184	XP_026488525.1	HEL_010196-RA
OG0005185	XP_026500438.1	HEL_013248-RA
OG0005186	XP_026501696.1	HEL_005410-RA
OG0005187	XP_026483916.1	HEL_002218-RA, HEL_002217-RA
OG0005188	XP_026500359.1	HEL_013217-RA
OG0005189	XP_026483211.1	HEL_010198-RA
OG0005190	XP_026487151.1, XP_026487150.1	HEL_009242-RA
OG0005191	XP_026483494.1	HEL_005583-RA
OG0005192	XP_026483323.1, XP_026483404.1	HEL_010199-RA
OG0005193	XP_026487959.1	HEL_008899-RA
OG0005194	XP_026487283.1	HEL_000755-RA
OG0005195	XP_026501003.1	HEL_010130-RA
OG0005196	XP_026487962.1	HEL_008898-RA
OG0005197	XP_026487032.1	HEL_012411-RA
OG0005199	XP_026487265.1	HEL_000756-RA
OG0005201	XP_026487302.1	HEL_000757-RA
OG0005202	XP_026500974.1	HEL_012573-RA
OG0005203	XP_026501172.1	HEL_001741-RA
OG0005204	XP_026501174.1	HEL_001742-RA
OG0005207	XP_026500370.1	HEL_013208-RA
OG0005208	XP_026486435.1	HEL_004063-RA
OG0005209	XP_026489904.1	HEL_010513-RA
OG0005210	XP_026487301.1	HEL_000758-RA
OG0005211	XP_026487077.1	HEL_012413-RA
OG0005212	XP_026487067.1	HEL_012415-RA
OG0005213	XP_026487953.1	HEL_008895-RA, HEL_008894-RA
OG0005214	XP_026500959.1	HEL_013065-RA
OG0005215	XP_026487065.1	HEL_012416-RA
OG0005216	XP_026501167.1	HEL_001745-RA
OG0005217	XP_026486433.1	HEL_004073-RA
OG0005218	XP_026486431.1	HEL_004072-RA
OG0005219	XP_026489906.1	HEL_010514-RA
OG0005220	XP_026487300.1	HEL_000762-RA
OG0005221	XP_026500339.1	HEL_013204-RA
OG0005222	XP_026498993.1	HEL_010254-RA
OG0005224	XP_026500082.1	HEL_003353-RA
OG0005225	XP_026490069.1	HEL_007595-RA
OG0005227	XP_026500320.1, XP_026500319.1	HEL_013203-RA
OG0005228	XP_026491512.1	HEL_003969-RA
OG0005229	XP_026490083.1	HEL_007594-RA
OG0005230	XP_026500897.1	HEL_008993-RA
OG0005231	XP_026487244.1	HEL_000764-RA
OG0005232	XP_026500437.1	HEL_013246-RA
OG0005233	XP_026498410.1, XP_026499320.1	HEL_008994-RA
OG0005234	XP_026490079.1	HEL_007591-RA
OG0005235	XP_026495747.1	HEL_005650-RA
OG0005236	XP_026496172.1	HEL_007750-RA
OG0005237	XP_026496171.1	HEL_007751-RA
OG0005238	XP_026490080.1	HEL_007590-RA
OG0005239	XP_026500942.1	HEL_003611-RA
OG0005240	XP_026495719.1	HEL_005651-RA
OG0005241	XP_026490076.1	HEL_007589-RA
OG0005242	XP_026496083.1	HEL_011772-RA, HEL_011773-RA
OG0005243	XP_026501166.1	HEL_001750-RA
OG0005244	XP_026501150.1	HEL_001751-RA
OG0005245	XP_026490048.1	HEL_007587-RA
OG0005246	XP_026500948.1	HEL_003610-RA
OG0005247	XP_026496295.1	HEL_005269-RA
OG0005248	XP_026490082.1	HEL_007583-RA
OG0005249	XP_026496351.1	HEL_005266-RA
OG0005250	XP_026490050.1	HEL_007582-RA
OG0005251	XP_026483346.1	HEL_013906-RA
OG0005252	XP_026488103.1	HEL_014333-RA
OG0005253	XP_026501157.1	HEL_001754-RA
OG0005254	XP_026496006.1	HEL_011769-RA
OG0005255	XP_026488171.1	HEL_001755-RA
OG0005256	XP_026496175.1	HEL_007758-RA
OG0005257	XP_026492920.1	HEL_005423-RA
OG0005258	XP_026488094.1	HEL_014334-RA
OG0005259	XP_026501099.1	HEL_001756-RA, HEL_001757-RA
OG0005260	XP_026496197.1	HEL_007785-RA, HEL_007788-RA
OG0005261	XP_026496228.1	HEL_005264-RA
OG0005262	XP_026496227.1	HEL_005263-RA
OG0005263	XP_026491510.1	HEL_003966-RA
OG0005264	XP_026501097.1	HEL_001758-RA
OG0005265	XP_026491122.1	HEL_003965-RA
OG0005266	XP_026483556.1	HEL_013908-RA
OG0005267	XP_026501095.1	HEL_001759-RA
OG0005268	XP_026488109.1	HEL_014340-RA
OG0005269	XP_026492950.1	HEL_008999-RA
OG0005270	XP_026501100.1	HEL_001760-RA
OG0005272	XP_026484833.1	HEL_001698-RA
OG0005273	XP_026495395.1	HEL_008235-RA
OG0005274	XP_026495394.1	HEL_008234-RA
OG0005275	XP_026496198.1	HEL_007780-RA
OG0005276	XP_026492978.1	HEL_009001-RA
OG0005277	XP_026500071.1	HEL_011764-RA
OG0005278	XP_026492297.1	HEL_003512-RA
OG0005279	XP_026492900.1	HEL_005424-RA
OG0005281	XP_026492980.1	HEL_009002-RA
OG0005282	XP_026500525.1	HEL_009658-RA
OG0005283	XP_026490064.1	HEL_007580-RA
OG0005285	XP_026495423.1	HEL_008227-RA
OG0005286	XP_026492261.1	HEL_003513-RA
OG0005287	XP_026493105.1	HEL_009702-RA
OG0005289	XP_026496230.1	HEL_005253-RA, HEL_005252-RA
OG0005291	XP_026492914.1	HEL_005425-RA
OG0005292	XP_026496242.1	HEL_005249-RA, HEL_005250-RA
OG0005293	XP_026490219.1	HEL_003327-RA
OG0005294	XP_026489990.1	HEL_010523-RA
OG0005295	XP_026484285.1	HEL_007776-RA
OG0005296	XP_026498075.1	HEL_012420-RA
OG0005297	XP_026492294.1	HEL_003518-RA
OG0005298	XP_026501080.1	HEL_001764-RA
OG0005299	XP_026492946.1	HEL_009014-RA
OG0005300	XP_026498060.1	HEL_012421-RA
OG0005302	XP_026492308.1	HEL_003519-RA
OG0005303	XP_026496246.1	HEL_005245-RA
OG0005304	XP_026496239.1	HEL_005244-RA
OG0005305	XP_026498882.1	HEL_011748-RA
OG0005306	XP_026492942.1	HEL_009015-RA
OG0005307	XP_026496238.1	HEL_005243-RA
OG0005308	XP_026496244.1	HEL_005251-RA
OG0005309	XP_026490675.1	HEL_011702-RA, HEL_011701-RA
OG0005310	XP_026492982.1	HEL_009018-RA
OG0005311	XP_026490673.1	HEL_011709-RA
OG0005312	XP_026500172.1	HEL_002087-RA
