Orthogroup	Junonia_coenia	Heliconius_melpomene_melpomene
OG0004370	JC_12666-RA	HMEL004956g1.t1
OG0004371	JC_10944-RA	HMEL021748g1.t1
OG0004372	JC_12663-RA	HMEL004954g1.t1
OG0004373	JC_06668-RA	HMEL007690g1.t1
OG0004374	JC_00406-RA	HMEL011747g1.t1
OG0004375	JC_12655-RA	HMEL006686g1.t1
OG0004376	JC_08987-RA	HMEL037067g1.t1
OG0004377	JC_00407-RA	HMEL031096g1.t1
OG0004378	JC_00408-RA	HMEL031097g1.t1
OG0004379	JC_05764-RA	HMEL016527g1.t1
OG0004380	JC_02917-RA	HMEL016459g1.t1
OG0004381	JC_01891-RA	HMEL002819g1.t1
OG0004383	JC_13625-RA	HMEL006079g1.t1
OG0004384	JC_07089-RA	HMEL002408g1.t1
OG0004385	JC_09339-RA	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1
OG0004386	JC_07085-RA	HMEL002403g1.t1
OG0004387	JC_05772-RA	HMEL036346g1.t1
OG0004388	JC_15366-RA	HMEL003401g1.t1, HMEL035099g1.t1
OG0004389	JC_02915-RA, JC_02914-RA	HMEL033710g1.t1
OG0004390	JC_07082-RA, JC_07079-RA	HMEL037630g1.t1
OG0004391	JC_03231-RA	HMEL009848g1.t1
OG0004392	JC_01302-RA	HMEL030800g1.t1
OG0004393	JC_00421-RA	HMEL011761g1.t1
OG0004395	JC_04842-RA, JC_04843-RA	HMEL015650g1.t1
OG0004396	JC_01305-RA	HMEL005943g1.t1
OG0004397	JC_13321-RA	HMEL004646g1.t1
OG0004398	JC_09337-RA	HMEL012890g1.t1
OG0004399	JC_01307-RA	HMEL005942g1.t1
OG0004401	JC_05779-RA, JC_05780-RA	HMEL016535g1.t1
OG0004402	JC_05214-RA	HMEL034245g1.t1
OG0004403	JC_01872-RA	HMEL010372g1.t1
OG0004404	JC_04832-RA	HMEL016404g1.t1
OG0004405	JC_09332-RA	HMEL034737g1.t1
OG0004406	JC_13792-RA	HMEL009973g1.t1
OG0004407	JC_04830-RA	HMEL031975g1.t1
OG0004408	JC_01312-RA	HMEL005936g1.t1
OG0004409	JC_00423-RA	HMEL031103g1.t1
OG0004410	JC_04828-RA	HMEL031977g1.t1
OG0004411	JC_04825-RA	HMEL031973g1.t1
OG0004412	JC_04824-RA	HMEL016401g1.t1
OG0004413	JC_07727-RA	HMEL031663g1.t1
OG0004414	JC_08995-RA	HMEL014678g1.t1
OG0004415	JC_07734-RA	HMEL015302g1.t1
OG0004416	JC_07071-RA	HMEL037628g1.t1
OG0004417	JC_05203-RA	HMEL014204g1.t1
OG0004418	JC_00434-RA	HMEL003343g1.t1
OG0004419	JC_13324-RA	HMEL006095-RA
OG0004420	JC_06658-RA	HMEL021517g1.t1
OG0004421	JC_00437-RA	HMEL003345g1.t1
OG0004422	JC_00438-RA	HMEL003346-RA
OG0004423	JC_13595-RA	HMEL007028g1.t1
OG0004424	JC_06998-RA	HMEL006643g1.t1
OG0004425	JC_00439-RA	HMEL003347g1.t1
OG0004426	JC_11824-RA	HMEL033371g1.t1
OG0004427	JC_01064-RA	HMEL015959g1.t1
OG0004428	JC_11823-RA	HMEL014036g1.t1
OG0004431	JC_00309-RA	HMEL031065g1.t1
OG0004432	JC_01863-RA	HMEL035535g1.t1, HMEL035537g1.t1
OG0004433	JC_10377-RA	HMEL032351g1.t1
OG0004434	JC_12641-RA, JC_12640-RA	HMEL008175g1.t1
OG0004435	JC_07011-RA	HMEL006633g1.t1
OG0004436	JC_12637-RA	HMEL008178g1.t1
OG0004438	JC_13930-RA	HMEL006416g1.t1
OG0004440	JC_12631-RA	HMEL008183g1.t1
OG0004441	JC_08390-RA	HMEL015634g1.t1
OG0004442	JC_01732-RA	HMEL007237g1.t1
OG0004443	JC_10969-RA	HMEL036819g1.t1
OG0004444	JC_12625-RA	HMEL008185g1.t1
OG0004445	JC_08374-RA	HMEL016413g1.t1
OG0004446	JC_15388-RA	HMEL014995g1.t1
OG0004447	JC_10970-RA	HMEL007496g1.t1
OG0004448	JC_09562-RA, JC_02001-RA	HMEL004613g1.t1
OG0004449	JC_08371-RA	HMEL033016g1.t1
OG0004450	JC_05195-RA	HMEL014196g1.t1
OG0004451	JC_04164-RA	HMEL003967g1.t1
OG0004452	JC_09018-RA	HMEL037075g1.t1
OG0004453	JC_08428-RA	HMEL011370g1.t1
OG0004454	JC_15504-RA	HMEL015002g1.t1
OG0004455	JC_05188-RA	HMEL014191g1.t1
OG0004456	JC_12622-RA	HMEL008188g1.t1
OG0004457	JC_07032-RA	HMEL006305-RA
OG0004458	JC_10984-RA	HMEL003620g1.t1
OG0004459	JC_09024-RA	HMEL015610-RA, HMEL015784-RA
OG0004460	JC_05186-RA	HMEL014190g1.t1
OG0004461	JC_10447-RA	HMEL011850g1.t1, HMEL032306g1.t1
OG0004462	JC_00285-RA	HMEL015194g1.t1
OG0004463	JC_02898-RA	HMEL017720g1.t1
OG0004464	JC_00284-RA	HMEL015195g1.t1
OG0004465	JC_10441-RA	HMEL032307g1.t1
OG0004466	JC_04818-RA	HMEL031956g1.t1
OG0004467	JC_02883-RA	HMEL017706g1.t1
OG0004468	JC_11147-RA, JC_11148-RA	HMEL010212g1.t1
OG0004469	JC_07763-RA	HMEL015325g1.t1
OG0004470	JC_05185-RA	HMEL005059-RA
OG0004471	JC_06646-RA, JC_06645-RA	HMEL036021g1.t1
OG0004472	JC_00275-RA	HMEL015201g1.t1
OG0004473	JC_11750-RA	HMEL002113g1.t1
OG0004474	JC_01073-RA	HMEL015943g1.t1
OG0004476	JC_05183-RA	HMEL005057g1.t1
OG0004477	JC_15489-RA	HMEL005261g1.t1
OG0004478	JC_13552-RA	HMEL004249g1.t1
OG0004479	JC_10996-RA	HMEL036830g1.t1
OG0004480	JC_12589-RA	HMEL038173g1.t1
OG0004481	JC_07063-RA	HMEL035918g1.t1, HMEL037618g1.t1
OG0004482	JC_11003-RA	HMEL022163g1.t1
OG0004483	JC_12595-RA	HMEL004479g1.t1
OG0004484	JC_01843-RA	HMEL012085g1.t1
OG0004485	JC_04171-RA	HMEL002385g1.t1
OG0004486	JC_01089-RA, JC_01092-RA	HMEL015932g1.t1
OG0004488	JC_11006-RA, JC_11047-RA	HMEL013721g1.t1
OG0004489	JC_11008-RA, JC_11044-RA	HMEL036847g1.t1
OG0004490	JC_12599-RA	HMEL004482g1.t1
OG0004491	JC_15466-RA	HMEL011284g1.t1
OG0004492	JC_06992-RA	HMEL006649g1.t1
OG0004493	JC_15464-RA	HMEL011286g1.t1
OG0004494	JC_11760-RA	HMEL008670g1.t1
OG0004495	JC_15463-RA	HMEL011287g1.t1
OG0004496	JC_05836-RA	HMEL017428g1.t1
OG0004497	JC_03171-RA, JC_03172-RA	HMEL032716g1.t1
OG0004498	JC_09051-RA	HMEL037093g1.t1
OG0004499	JC_11113-RA	HMEL012185g1.t1
OG0004500	JC_04181-RA	HMEL007756g1.t1
OG0004501	JC_07203-RA	HMEL013385g1.t1
OG0004502	JC_07204-RA	HMEL037720g1.t1
OG0004503	JC_11762-RA	HMEL014382g1.t1
OG0004504	JC_05094-RA	HMEL034169g1.t1, HMEL009683g1.t1
OG0004505	JC_09310-RA, JC_09774-RA	HMEL009306g1.t1
OG0004506	JC_09308-RA, JC_09309-RA	HMEL009305g1.t1
OG0004507	JC_00264-RA	HMEL003316g1.t1
OG0004508	JC_12277-RA, JC_12278-RA	HMEL007868g1.t1
OG0004509	JC_00259-RA	HMEL031738g1.t1
OG0004510	JC_12279-RA	HMEL007869g1.t1
OG0004511	JC_07780-RA	HMEL008419g1.t1
OG0004512	JC_08473-RA	HMEL011404g1.t1
OG0004513	JC_11775-RA	HMEL015463g1.t1
OG0004514	JC_03159-RA	HMEL037781g1.t1
OG0004515	JC_11778-RA	HMEL015464g1.t1
OG0004516	JC_07791-RA	HMEL031682g1.t1
OG0004517	JC_08474-RA	HMEL011406g1.t1
OG0004518	JC_00253-RA	HMEL031054g1.t1
OG0004519	JC_04930-RA	HMEL008630g1.t1
OG0004520	JC_03156-RA	HMEL006363g1.t1
OG0004521	JC_11782-RA	HMEL033944g1.t1, HMEL015468g1.t1
OG0004522	JC_03155-RA	HMEL037779g1.t1
OG0004524	JC_04189-RA, JC_04188-RA	HMEL035222g1.t1
OG0004525	JC_07784-RA	HMEL008423g1.t1
OG0004526	JC_08482-RA	HMEL011413g1.t1
OG0004527	JC_07783-RA, JC_07782-RA	HMEL008422g1.t1
OG0004528	JC_06619-RA	HMEL007079g1.t1
OG0004529	JC_03152-RA	HMEL013484g1.t1, HMEL020357g1.t1
OG0004530	JC_06613-RA	HMEL016172g1.t1
OG0004531	JC_15449-RA, JC_15448-RA	HMEL011296g1.t1
OG0004532	JC_13543-RA	HMEL002905-RA
OG0004533	JC_11112-RA	HMEL013766g1.t1
OG0004535	JC_05848-RA	HMEL017444g1.t1
OG0004536	JC_09285-RA	HMEL003649g1.t1
OG0004538	JC_01103-RA	HMEL007304-RA
OG0004539	JC_01827-RA	HMEL035564g1.t1
OG0004540	JC_06605-RA	HMEL020200g1.t1
OG0004542	JC_07799-RA	HMEL013037g1.t1
OG0004544	JC_00242-RA	HMEL015292g1.t1
OG0004545	JC_00241-RA	HMEL015291g1.t1
OG0004546	JC_13528-RA	HMEL002886g1.t1
OG0004547	JC_15442-RA	HMEL030027g1.t1
OG0004548	JC_13530-RA	HMEL002889g1.t1
OG0004549	JC_00239-RA	HMEL015289g1.t1
OG0004550	JC_15437-RA	HMEL003801g1.t1
OG0004551	JC_04205-RA	HMEL005050g1.t1
OG0004552	JC_04206-RA	HMEL005049-RA, HMEL005427-RA
OG0004555	JC_07213-RA	HMEL006623g1.t1
OG0004556	JC_07214-RA	HMEL037711g1.t1
OG0004557	JC_04955-RA	HMEL017386g1.t1
OG0004558	JC_09080-RA	HMEL015482g1.t1, HMEL037110g1.t1
OG0004559	JC_08486-RA	HMEL011419g1.t1
OG0004560	JC_10422-RA	HMEL014587g1.t1
OG0004561	JC_10420-RA	HMEL022224g1.t1
OG0004562	JC_03137-RA	HMEL002917g1.t1
OG0004563	JC_15478-RA	HMEL002973g1.t1
OG0004564	JC_00234-RA	HMEL015282g1.t1
OG0004565	JC_01815-RA	HMEL008818g1.t1
OG0004566	JC_10417-RA	HMEL014591g1.t1
OG0004567	JC_11060-RA	HMEL014289g1.t1
OG0004568	JC_09276-RA	HMEL034706g1.t1
OG0004569	JC_10410-RA	HMEL032329g1.t1
OG0004570	JC_01799-RA	HMEL016636g1.t1
OG0004571	JC_09270-RA	HMEL003759g1.t1
OG0004572	JC_03128-RA	HMEL002041g1.t1
OG0004573	JC_13517-RA, JC_13516-RA	HMEL002876-RA
OG0004574	JC_05141-RA	HMEL001034g1.t1
OG0004575	JC_15423-RA	HMEL030023g1.t1
OG0004576	JC_03229-RA, JC_03227-RA, JC_03226-RA, JC_03228-RA	HMEL009850g1.t1
OG0004577	JC_11072-RA	HMEL014298g1.t1
OG0004578	JC_05151-RA	HMEL034215g1.t1
OG0004579	JC_11801-RA	HMEL010633g1.t1
OG0004580	JC_07225-RA, JC_07226-RA	HMEL037741g1.t1
OG0004581	JC_00220-RA	HMEL015271g1.t1
OG0004582	JC_01804-RA	HMEL016632g1.t1
OG0004583	JC_00219-RA	HMEL031034g1.t1
OG0004584	JC_04223-RA	HMEL035240g1.t1
OG0004585	JC_08495-RA	HMEL011426g1.t1
OG0004587	JC_01806-RA	HMEL016628-RA
OG0004588	JC_09256-RA	HMEL006290g1.t1
OG0004589	JC_00208-RA	HMEL015262g1.t1
OG0004590	JC_11085-RA, JC_11086-RA	HMEL014309g1.t1
OG0004591	JC_09254-RA	HMEL034710g1.t1
OG0004592	JC_04971-RA	HMEL032031g1.t1, HMEL032032g1.t1
OG0004593	JC_00204-RA	HMEL031028g1.t1
OG0004594	JC_05746-RA	HMEL015899g1.t1
OG0004595	JC_11020-RA	HMEL036864g1.t1
OG0004596	JC_09242-RA, JC_09241-RA	HMEL009275g1.t1
OG0004597	JC_07829-RA	HMEL031695g1.t1, HMEL012629g1.t1
OG0004598	JC_03106-RA	HMEL000050-RA, HMEL013483g1.t1
OG0004599	JC_03105-RA	HMEL000049g1.t1
OG0004600	JC_05156-RA	HMEL001018g1.t1
OG0004601	JC_11096-RA	HMEL014315g1.t1
OG0004602	JC_05157-RA	HMEL001019g1.t1
OG0004603	JC_07835-RA, JC_07834-RA	HMEL031698g1.t1
OG0004604	JC_05160-RA	HMEL001021g1.t1
OG0004605	JC_05162-RA	HMEL001009g1.t1
OG0004606	JC_09099-RA	HMEL037122g1.t1, HMEL021418g1.t1
OG0004607	JC_04978-RA	HMEL032035g1.t1
OG0004608	JC_11010-RA, JC_11009-RA	HMEL012723g1.t1
OG0004609	JC_08509-RA	HMEL033071g1.t1
OG0004610	JC_00841-RA	HMEL003090g1.t1
OG0004611	JC_03091-RA	HMEL020765g1.t1
OG0004612	JC_00196-RA	HMEL015250g1.t1
OG0004613	JC_11826-RA	HMEL014039g1.t1
OG0004614	JC_09233-RA	HMEL009278g1.t1
OG0004615	JC_05744-RA	HMEL010470g1.t1
OG0004616	JC_08512-RA	HMEL014090g1.t1
OG0004617	JC_01646-RA	HMEL011017g1.t1
OG0004618	JC_15412-RA	HMEL022617g1.t1
OG0004619	JC_00192-RA, JC_00191-RA	HMEL015245g1.t1
OG0004620	JC_04231-RA	HMEL021269g1.t1, HMEL002238g1.t1
OG0004621	JC_03082-RA	HMEL000026-RA
OG0004622	JC_09101-RA	HMEL037123g1.t1
OG0004623	JC_02857-RA	HMEL010093g1.t1
OG0004624	JC_09221-RA	HMEL009290-RA
OG0004625	JC_04234-RA	HMEL035245g1.t1
OG0004626	JC_02852-RA	HMEL010091g1.t1
OG0004627	JC_13486-RA	HMEL011101g1.t1
OG0004628	JC_02851-RA	HMEL010088g1.t1
OG0004629	JC_04318-RA, JC_04317-RA	HMEL012059g1.t1
OG0004631	JC_09102-RA	HMEL008646g1.t1
OG0004632	JC_02848-RA	HMEL010086g1.t1
OG0004633	JC_06576-RA	HMEL035979g1.t1
OG0004634	JC_04377-RA	HMEL015035g1.t1
OG0004635	JC_00173-RA	HMEL015233g1.t1
OG0004636	JC_05167-RA, JC_05168-RA	HMEL003296g1.t1
OG0004637	JC_05169-RA	HMEL003294g1.t1
OG0004638	JC_00869-RA, JC_00867-RA	HMEL009171g1.t1
OG0004639	JC_07243-RA	HMEL037752g1.t1
OG0004640	JC_13494-RA, JC_13489-RA	HMEL030622g1.t1
OG0004641	JC_05171-RA	HMEL003292g1.t1
OG0004642	JC_06571-RA	HMEL008059g1.t1
OG0004643	JC_04371-RA	HMEL012756g1.t1
OG0004644	JC_00872-RA, JC_00871-RA	HMEL009174g1.t1
OG0004645	JC_11845-RA, JC_11844-RA	HMEL004147g1.t1
OG0004646	JC_06568-RA	HMEL009532g1.t1
OG0004648	JC_00875-RA	HMEL009176g1.t1
OG0004649	JC_03078-RA	HMEL002024g1.t1
OG0004650	JC_09121-RA	HMEL008031g1.t1
OG0004651	JC_07866-RA, JC_07865-RA	HMEL012338g1.t1
OG0004653	JC_00163-RA	HMEL015221g1.t1
OG0004654	JC_08521-RA	HMEL006159g1.t1
OG0004655	JC_02835-RA	HMEL008960g1.t1
OG0004656	JC_05174-RA	HMEL003386g1.t1
OG0004657	JC_04996-RA	HMEL032055g1.t1
OG0004658	JC_03071-RA	HMEL000021g1.t1
OG0004659	JC_13484-RA	HMEL030618g1.t1
OG0004660	JC_02834-RA	HMEL008958g1.t1
OG0004661	JC_03064-RA	HMEL032676g1.t1
OG0004662	JC_13481-RA, JC_13482-RA	HMEL030617g1.t1
OG0004663	JC_00154-RA	HMEL015210g1.t1
OG0004664	JC_03062-RA	HMEL000013-RA
OG0004665	JC_11269-RA	HMEL011152g1.t1
OG0004666	JC_11865-RA	HMEL004143g1.t1
OG0004667	JC_04356-RA	HMEL006442g1.t1
OG0004669	JC_11867-RA	HMEL033379g1.t1
OG0004670	JC_05741-RA	HMEL036358g1.t1
OG0004671	JC_03057-RA	HMEL000008g1.t1
OG0004672	JC_00151-RA	HMEL002263g1.t1
OG0004673	JC_13477-RA	HMEL011082g1.t1
OG0004674	JC_03055-RA	HMEL000007g1.t1
OG0004675	JC_13474-RA	HMEL011080g1.t1, HMEL030614g1.t1
OG0004676	JC_03048-RA	HMEL032673g1.t1
OG0004677	JC_03046-RA	HMEL032672g1.t1
OG0004678	JC_11876-RA	HMEL006143g1.t1
OG0004679	JC_00891-RA	HMEL030946g1.t1
OG0004680	JC_00894-RA	HMEL009189g1.t1
OG0004681	JC_11877-RA	HMEL006142g1.t1
OG0004682	JC_04336-RA	HMEL006459g1.t1
OG0004683	JC_09118-RA	HMEL009152-RA
OG0004685	JC_09184-RA	HMEL002695g1.t1
OG0004686	JC_11884-RA	HMEL006138g1.t1
OG0004687	JC_09185-RA	HMEL002696g1.t1
OG0004688	JC_07265-RA	HMEL037763g1.t1
OG0004689	JC_03038-RA	HMEL032671g1.t1
OG0004690	JC_13466-RA	HMEL003124g1.t1
OG0004691	JC_00898-RA	HMEL009192g1.t1
OG0004692	JC_00900-RA, JC_00901-RA	HMEL009194g1.t1
OG0004693	JC_08530-RA	HMEL002584g1.t1
OG0004694	JC_00902-RA	HMEL009195g1.t1
OG0004695	JC_02826-RA	HMEL007348g1.t1
OG0004696	JC_00905-RA	HMEL009196g1.t1
OG0004697	JC_00906-RA	HMEL030939g1.t1
OG0004699	JC_09133-RA	HMEL014662g1.t1
OG0004701	JC_03034-RA	HMEL002008g1.t1
OG0004702	JC_00914-RA	HMEL009207g1.t1
OG0004704	JC_00916-RA	HMEL009208g1.t1
OG0004705	JC_02822-RA	HMEL007346g1.t1
OG0004706	JC_08531-RA	HMEL002740g1.t1
OG0004707	JC_07887-RA	HMEL014807g1.t1
OG0004708	JC_07891-RA, JC_07889-RA	HMEL014809g1.t1
OG0004709	JC_09141-RA	HMEL037150g1.t1
OG0004710	JC_09145-RA	HMEL017755g1.t1
OG0004711	JC_02811-RA	HMEL007339g1.t1
OG0004712	JC_03030-RA	HMEL032669g1.t1
OG0004713	JC_11901-RA	HMEL033387g1.t1
OG0004714	JC_00117-RA	HMEL013432g1.t1
OG0004715	JC_01706-RA, JC_01705-RA	HMEL035424g1.t1
OG0004716	JC_13440-RA, JC_13439-RA	HMEL030608g1.t1
OG0004718	JC_00927-RA	HMEL006981-RA
OG0004719	JC_04326-RA	HMEL035285g1.t1
OG0004720	JC_05059-RA	HMEL005138g1.t1
OG0004721	JC_01709-RA	HMEL009534g1.t1
OG0004723	JC_02810-RA	HMEL007465g1.t1
OG0004725	JC_00932-RA	HMEL009042g1.t1
OG0004726	JC_00939-RA	HMEL030927g1.t1, HMEL009049g1.t1
OG0004727	JC_00941-RA	HMEL009051g1.t1
OG0004729	JC_08624-RA	HMEL033143g1.t1
OG0004730	JC_08618-RA	HMEL014746g1.t1
OG0004731	JC_08616-RA	HMEL014744g1.t1
OG0004732	JC_11569-RA	HMEL033417g1.t1
OG0004733	JC_00092-RA	HMEL003700g1.t1
OG0004734	JC_00955-RA, JC_00957-RA	HMEL030925g1.t1
OG0004735	JC_04292-RA	HMEL020541g1.t1, HMEL012355g1.t1
OG0004736	JC_08611-RA, JC_08612-RA	HMEL003929g1.t1
OG0004737	JC_11573-RA	HMEL011256g1.t1
OG0004738	JC_01689-RA, JC_01686-RA, JC_01690-RA	HMEL011034g1.t1
OG0004739	JC_09166-RA	HMEL037169g1.t1
OG0004740	JC_11581-RA	HMEL011680g1.t1
OG0004741	JC_04279-RA	HMEL008638g1.t1
OG0004742	JC_08603-RA	HMEL013099g1.t1
OG0004743	JC_00080-RA	HMEL006282g1.t1
OG0004744	JC_00077-RA	HMEL007415g1.t1
OG0004745	JC_04268-RA	HMEL010953g1.t1
OG0004746	JC_08597-RA	HMEL013092g1.t1
OG0004748	JC_04265-RA	HMEL010956g1.t1, HMEL022429g1.t1
OG0004749	JC_08596-RA	HMEL013091g1.t1
OG0004750	JC_04264-RA	HMEL022428g1.t1
OG0004751	JC_05063-RA	HMEL009927g1.t1
OG0004752	JC_08588-RA	HMEL012845g1.t1
OG0004753	JC_00071-RA	HMEL007418g1.t1
OG0004754	JC_02974-RA	HMEL013116g1.t1
OG0004755	JC_11602-RA, JC_11604-RA	HMEL009601g1.t1
OG0004756	JC_02977-RA, JC_02976-RA	HMEL013368g1.t1
OG0004757	JC_11603-RA	HMEL033400g1.t1
OG0004758	JC_02982-RA, JC_02981-RA	HMEL020902g1.t1
OG0004759	JC_11618-RA, JC_11619-RA	HMEL033399g1.t1
OG0004760	JC_08575-RA	HMEL006989g1.t1
OG0004762	JC_08574-RA	HMEL006990g1.t1
OG0004763	JC_00985-RA	HMEL009085g1.t1
OG0004765	JC_08569-RA	HMEL033122g1.t1
OG0004766	JC_08568-RA	HMEL004716g1.t1
OG0004767	JC_00033-RA, JC_00029-RA, JC_00036-RA	HMEL004525g1.t1
OG0004768	JC_00990-RA	HMEL030911g1.t1
OG0004769	JC_08558-RA	HMEL033113g1.t1
OG0004770	JC_08552-RA	HMEL010923g1.t1
OG0004771	JC_04243-RA	HMEL035252g1.t1, HMEL021509g1.t1
OG0004772	JC_13360-RA	HMEL013662g1.t1
OG0004773	JC_13358-RA	HMEL013659g1.t1
OG0004776	JC_13339-RA	HMEL013638g1.t1
OG0004777	JC_00015-RA	HMEL030987g1.t1
OG0004778	JC_01735-RA	HMEL007235g1.t1
OG0004781	JC_13341-RA	HMEL013614g1.t1
OG0004781	JC_13342-RA	HMEL030568g1.t1
OG0004782	JC_01749-RA	HMEL006387g1.t1
OG0004783	JC_01756-RA	HMEL007227g1.t1, HMEL012069g1.t1
OG0004784	JC_01759-RA	HMEL006379g1.t1
OG0004785	JC_01763-RA	HMEL006375g1.t1
OG0004786	JC_01034-RA	HMEL015976g1.t1
OG0004787	JC_01116-RA	HMEL006694g1.t1
OG0004788	JC_01784-RA, JC_01783-RA	HMEL016651g1.t1
OG0004789	JC_01786-RA	HMEL035581g1.t1
OG0004790	JC_01787-RA	HMEL035580g1.t1
OG0004791	JC_01788-RA	HMEL035579g1.t1
OG0004793	JC_15713-RA	HMEL009225g1.t1
OG0004796	JC_16449-RA	HMEL037225g1.t1
OG0004798	JC_16113-RA	HMEL011214g1.t1
OG0004800	JC_10078-RA	HMEL032511g1.t1
OG0004802	JC_14789-RA	HMEL013168g1.t1
OG0004802	JC_14787-RA	HMEL013166g1.t1
OG0004803	JC_15440-RA	HMEL003802g1.t1
OG0004804	JC_09866-RA, JC_09867-RA	HMEL011549-RA
OG0004805	JC_00144-RA	HMEL007455g1.t1
OG0004806	JC_05787-RA	HMEL003684g1.t1, HMEL003683g1.t1
OG0004807	JC_01079-RA	HMEL015937g1.t1
OG0004809	JC_07904-RA, JC_07903-RA	HMEL007297g1.t1, HMEL007298g1.t1
OG0004810	JC_01119-RA, JC_02042-RA	HMEL006695g1.t1
OG0004812	JC_09384-RA	HMEL002630g1.t1
OG0004813	JC_11299-RA	HMEL010249g1.t1
OG0004814	JC_04240-RA	HMEL006883g1.t1
OG0004815	JC_02791-RA	HMEL006204g1.t1
OG0004816	JC_03674-RA, JC_03672-RA, JC_03673-RA	HMEL034992g1.t1
OG0004817	JC_15533-RA	HMEL015554g1.t1
OG0004818	JC_03245-RA	HMEL008883g1.t1
OG0004819	JC_08847-RA	HMEL016775g1.t1
OG0004821	JC_02928-RA, JC_02929-RA	HMEL016449g1.t1
OG0004822	JC_02820-RA	HMEL007344g1.t1
OG0004824	JC_07735-RA, JC_07736-RA	HMEL015303g1.t1
OG0004825	JC_07738-RA	HMEL015305g1.t1
OG0004826	JC_11237-RA	HMEL006570g1.t1
OG0004827	JC_04412-RA, JC_04411-RA	HMEL031805g1.t1
OG0004828	JC_00565-RA	HMEL031154g1.t1
OG0004829	JC_01278-RA	HMEL012512g1.t1
OG0004830	JC_03192-RA, JC_03193-RA	HMEL011885g1.t1
OG0004831	JC_08459-RA	HMEL011392g1.t1
OG0004832	JC_08481-RA	HMEL011412g1.t1
OG0004836	JC_02445-RA, JC_02446-RA, JC_02447-RA	HMEL010516g1.t1, HMEL010515g1.t1, HMEL010518g1.t1
OG0004838	JC_05037-RA	HMEL022102g1.t1, HMEL010696g1.t1, HMEL013797-RA, HMEL005374-RA, HMEL013801-RA
OG0004839	JC_04972-RA	HMEL003012g1.t1
OG0004849	JC_14863-RA	HMEL006166g1.t1
OG0004850	JC_06871-RA	HMEL007117g1.t1
OG0004851	JC_02313-RA	HMEL035800g1.t1
OG0004852	JC_14044-RA	HMEL010719g1.t1
OG0004853	JC_14864-RA	HMEL006164g1.t1
OG0004855	JC_03638-RA	HMEL006670g1.t1
OG0004856	JC_14045-RA	HMEL020835g1.t1
OG0004858	JC_05611-RA, JC_05610-RA, JC_05609-RA	HMEL034415g1.t1
OG0004859	JC_05607-RA	HMEL003241g1.t1
OG0004861	JC_15583-RA	HMEL003238g1.t1
OG0004862	JC_13123-RA	HMEL009492g1.t1
OG0004863	JC_02142-RA	HMEL007285g1.t1
OG0004864	JC_08645-RA	HMEL004616g1.t1
OG0004865	JC_14832-RA	HMEL006194g1.t1
OG0004866	JC_05676-RA	HMEL004055g1.t1
OG0004867	JC_17074-RA	HMEL002976g1.t1
OG0004868	JC_07907-RA	HMEL004334g1.t1
OG0004869	JC_13125-RA	HMEL009494g1.t1
OG0004870	JC_14833-RA	HMEL034632g1.t1
OG0004871	JC_00693-RA	HMEL015079g1.t1
OG0004872	JC_05678-RA	HMEL004054g1.t1
OG0004873	JC_15582-RA	HMEL003237g1.t1
OG0004874	JC_04413-RA	HMEL031804g1.t1
OG0004875	JC_05597-RA	HMEL003246g1.t1
OG0004876	JC_10457-RA	HMEL010282g1.t1
OG0004877	JC_14658-RA	HMEL008585g1.t1
OG0004878	JC_02141-RA	HMEL006200g1.t1
OG0004879	JC_05682-RA	HMEL004050g1.t1
OG0004880	JC_17052-RA	HMEL013224g1.t1
OG0004881	JC_09700-RA	HMEL006784g1.t1
OG0004882	JC_10458-RA	HMEL010286g1.t1
OG0004883	JC_06340-RA	HMEL036175g1.t1
OG0004884	JC_05683-RA	HMEL004049g1.t1
OG0004885	JC_05595-RA	HMEL003247g1.t1
OG0004886	JC_07913-RA	HMEL004329g1.t1
OG0004887	JC_04415-RA	HMEL005062g1.t1
OG0004888	JC_10460-RA	HMEL036583g1.t1
OG0004889	JC_05685-RA	HMEL036378g1.t1
OG0004890	JC_08672-RA	HMEL036942g1.t1
OG0004891	JC_07356-RA	HMEL017125g1.t1
OG0004892	JC_09702-RA	HMEL034862g1.t1
OG0004894	JC_10272-RA	HMEL014331g1.t1
OG0004895	JC_10464-RA	HMEL010291g1.t1
OG0004896	JC_01901-RA	HMEL009822g1.t1
OG0004897	JC_06691-RA	HMEL006767g1.t1
OG0004898	JC_03643-RA	HMEL010877g1.t1
OG0004899	JC_04418-RA	HMEL031802g1.t1
OG0004900	JC_06330-RA	HMEL008374g1.t1
OG0004901	JC_03514-RA	HMEL032877g1.t1
OG0004902	JC_05585-RA	HMEL010109g1.t1
OG0004904	JC_07351-RA	HMEL017128g1.t1
OG0004905	JC_12817-RA	HMEL037817g1.t1, HMEL007408g1.t1
OG0004906	JC_16176-RA	HMEL004471g1.t1
OG0004907	JC_15222-RA	HMEL014526g1.t1
OG0004908	JC_02217-RA	HMEL012202g1.t1
OG0004909	JC_09707-RA	HMEL006777g1.t1
OG0004910	JC_13131-RA	HMEL009506g1.t1
OG0004911	JC_13132-RA	HMEL009507g1.t1
OG0004912	JC_06328-RA	HMEL036176g1.t1
OG0004913	JC_15221-RA	HMEL014525g1.t1
OG0004914	JC_15220-RA	HMEL030096g1.t1
