Orthogroup	Junonia_coenia	Vanessa_cardui
OG0005118	JC_05537-RA	Vcard_DToL03101-RA
OG0005119	JC_07951-RA	Vcard_DToL06281-RA
OG0005120	JC_05536-RA	Vcard_DToL03102-RA
OG0005121	JC_07952-RA	Vcard_DToL06280-RA
OG0005122	JC_05535-RA	Vcard_DToL03103-RA
OG0005123	JC_09751-RA	Vcard_DToL06372-RA
OG0005124	JC_15189-RA	Vcard_DToL17384-RA
OG0005125	JC_12997-RA	Vcard_DToL15069-RA
OG0005126	JC_14572-RA	Vcard_DToL16701-RA
OG0005127	JC_14570-RA	Vcard_DToL16700-RA
OG0005128	JC_16718-RA	Vcard_DToL18709-RA
OG0005129	JC_07956-RA	Vcard_DToL06278-RA
OG0005130	JC_01592-RA	Vcard_DToL00840-RA
OG0005131	JC_05533-RA	Vcard_DToL03104-RA
OG0005132	JC_04460-RA	Vcard_DToL04833-RA
OG0005133	JC_03563-RA	Vcard_DToL04069-RA
OG0005134	JC_17092-RA	Vcard_DToL17820-RA
OG0005136	JC_04461-RA	Vcard_DToL04832-RA
OG0005137	JC_07359-RA	Vcard_DToL09676-RA
OG0005138	JC_07360-RA	Vcard_DToL09674-RA
OG0005139	JC_05532-RA	Vcard_DToL03107-RA
OG0005140	JC_17094-RA	Vcard_DToL17822-RA
OG0005141	JC_09752-RA	Vcard_DToL06373-RA
OG0005142	JC_07959-RA	Vcard_DToL06275-RA
OG0005143	JC_05531-RA	Vcard_DToL03109-RA
OG0005144	JC_09753-RA	Vcard_DToL06375-RA
OG0005145	JC_07960-RA	Vcard_DToL06274-RA
OG0005146	JC_10289-RA	Vcard_DToL13631-RA
OG0005147	JC_03661-RA	Vcard_DToL09041-RA
OG0005148	JC_00733-RA	Vcard_DToL01852-RA
OG0005149	JC_07362-RA	Vcard_DToL09671-RA
OG0005150	JC_03663-RA	Vcard_DToL09039-RA
OG0005151	JC_07962-RA	Vcard_DToL06270-RA
OG0005152	JC_07363-RA	Vcard_DToL09670-RA
OG0005153	JC_09756-RA	Vcard_DToL06378-RA
OG0005154	JC_11522-RA	Vcard_DToL11350-RA
OG0005155	JC_12795-RA	Vcard_DToL14914-RA
OG0005156	JC_02278-RA	Vcard_DToL00050-RA
OG0005157	JC_01588-RA	Vcard_DToL00845-RA
OG0005158	JC_12793-RA	Vcard_DToL14910-RA
OG0005159	JC_03668-RA	Vcard_DToL09035-RA
OG0005160	JC_01586-RA	Vcard_DToL00846-RA
OG0005161	JC_11526-RA	Vcard_DToL11353-RA
OG0005162	JC_09762-RA	Vcard_DToL06381-RA
OG0005163	JC_02280-RA	Vcard_DToL00048-RA
OG0005164	JC_02362-RA	Vcard_DToL03362-RA
OG0005165	JC_09761-RA	Vcard_DToL06382-RA
OG0005166	JC_07964-RA	Vcard_DToL06266-RA
OG0005167	JC_03669-RA	Vcard_DToL09031-RA
OG0005168	JC_02360-RA	Vcard_DToL03364-RA
OG0005169	JC_00736-RA	Vcard_DToL01846-RA
OG0005170	JC_02358-RA	Vcard_DToL03365-RA
OG0005172	JC_00739-RA	Vcard_DToL01843-RA
OG0005174	JC_12786-RA	Vcard_DToL14900-RA
OG0005176	JC_01584-RA	Vcard_DToL00847-RA
OG0005177	JC_15180-RA	Vcard_DToL17387-RA
OG0005178	JC_14096-RA	Vcard_DToL13880-RA
OG0005179	JC_12784-RA	Vcard_DToL14897-RA
OG0005181	JC_08651-RA	Vcard_DToL07187-RA
OG0005182	JC_09768-RA	Vcard_DToL06389-RA
OG0005184	JC_09770-RA	Vcard_DToL06391-RA
OG0005185	JC_02286-RA	Vcard_DToL00035-RA
OG0005186	JC_15517-RA	Vcard_DToL16777-RA
OG0005188	JC_06075-RA	Vcard_DToL10849-RA
OG0005190	JC_15025-RA	Vcard_DToL15923-RA
OG0005191	JC_16161-RA	Vcard_DToL18512-RA
OG0005192	JC_09775-RA	Vcard_DToL06396-RA
OG0005193	JC_11543-RA	Vcard_DToL11366-RA
OG0005194	JC_06780-RA	Vcard_DToL12422-RA
OG0005195	JC_10524-RA	Vcard_DToL13064-RA
OG0005196	JC_11544-RA	Vcard_DToL11367-RA
OG0005197	JC_01574-RA	Vcard_DToL00858-RA
OG0005198	JC_16162-RA	Vcard_DToL18511-RA
OG0005199	JC_06783-RA	Vcard_DToL12416-RA
OG0005200	JC_10296-RA	Vcard_DToL13639-RA
OG0005201	JC_06784-RA	Vcard_DToL12415-RA
OG0005202	JC_10526-RA	Vcard_DToL13061-RA
OG0005203	JC_00752-RA	Vcard_DToL01825-RA
OG0005204	JC_00753-RA	Vcard_DToL01824-RA
OG0005205	JC_12431-RA	Vcard_DToL14649-RA
OG0005207	JC_06083-RA	Vcard_DToL10838-RA
OG0005208	JC_17107-RA	Vcard_DToL17840-RA
OG0005209	JC_03680-RA	Vcard_DToL09025-RA
OG0005210	JC_06786-RA	Vcard_DToL12413-RA
OG0005211	JC_01572-RA	Vcard_DToL00860-RA
OG0005212	JC_01570-RA	Vcard_DToL00862-RA
OG0005213	JC_11549-RA	Vcard_DToL11378-RA
OG0005214	JC_16738-RA	Vcard_DToL18741-RA
OG0005215	JC_01568-RA	Vcard_DToL00864-RA
OG0005216	JC_00756-RA	Vcard_DToL01818-RA
OG0005217	JC_17111-RA	Vcard_DToL17842-RA
OG0005218	JC_17112-RA	Vcard_DToL17843-RA
OG0005219	JC_03681-RA	Vcard_DToL09024-RA
OG0005220	JC_06791-RA, JC_06792-RA	Vcard_DToL12411-RA
OG0005221	JC_06087-RA	Vcard_DToL10830-RA
OG0005222	JC_03570-RA	Vcard_DToL04078-RA
OG0005223	JC_10303-RA	Vcard_DToL13650-RA
OG0005225	JC_04469-RA	Vcard_DToL04823-RA
OG0005226	JC_02351-RA	Vcard_DToL03374-RA
OG0005227	JC_06088-RA	Vcard_DToL10828-RA
OG0005228	JC_02349-RA	Vcard_DToL03378-RA
OG0005229	JC_04470-RA	Vcard_DToL04822-RA
OG0005230	JC_11447-RA	Vcard_DToL11282-RA
OG0005231	JC_06794-RA	Vcard_DToL12409-RA
OG0005232	JC_02284-RA	Vcard_DToL00039-RA
OG0005234	JC_04474-RA	Vcard_DToL04817-RA
OG0005235	JC_10545-RA	Vcard_DToL13033-RA
OG0005236	JC_08679-RA	Vcard_DToL07152-RA
OG0005237	JC_08680-RA	Vcard_DToL07151-RA
OG0005238	JC_04475-RA	Vcard_DToL04816-RA
OG0005239	JC_12421-RA	Vcard_DToL14657-RA
OG0005240	JC_10546-RA	Vcard_DToL13032-RA
OG0005241	JC_04477-RA	Vcard_DToL04815-RA
OG0005243	JC_00762-RA	Vcard_DToL01809-RA
OG0005244	JC_00764-RA	Vcard_DToL01808-RA
OG0005245	JC_04479-RA	Vcard_DToL04813-RA
OG0005246	JC_12420-RA	Vcard_DToL14658-RA
OG0005247	JC_05523-RA	Vcard_DToL03120-RA
OG0005248	JC_04480-RA	Vcard_DToL04812-RA
OG0005249	JC_05522-RA	Vcard_DToL03121-RA
OG0005250	JC_04485-RA	Vcard_DToL04811-RA
OG0005251	JC_16249-RA	Vcard_DToL18412-RA
OG0005252	JC_03602-RA	Vcard_DToL04135-RA
OG0005254	JC_16580-RA	Vcard_DToL18816-RA
OG0005255	JC_07844-RA	Vcard_DToL09139-RA
OG0005256	JC_08683-RA	Vcard_DToL07148-RA
OG0005257	JC_15588-RA	Vcard_DToL16845-RA
OG0005258	JC_03606-RA	Vcard_DToL04134-RA
OG0005259	JC_00771-RA	Vcard_DToL01802-RA
OG0005261	JC_05520-RA	Vcard_DToL03123-RA
OG0005262	JC_05519-RA	Vcard_DToL03124-RA
OG0005263	JC_02340-RA	Vcard_DToL03388-RA
OG0005264	JC_00772-RA	Vcard_DToL01800-RA
OG0005265	JC_02338-RA	Vcard_DToL03389-RA
OG0005266	JC_16252-RA	Vcard_DToL18411-RA
OG0005267	JC_00773-RA	Vcard_DToL01799-RA
OG0005268	JC_03610-RA	Vcard_DToL04130-RA
OG0005269	JC_11432-RA	Vcard_DToL11278-RA
OG0005270	JC_00775-RA	Vcard_DToL01794-RA
OG0005273	JC_10311-RA	Vcard_DToL13653-RA
OG0005274	JC_10312-RA	Vcard_DToL13654-RA
OG0005275	JC_08692-RA	Vcard_DToL07137-RA
OG0005276	JC_11428-RA	Vcard_DToL11276-RA
OG0005277	JC_16567-RA	Vcard_DToL18813-RA
OG0005278	JC_07371-RA	Vcard_DToL09658-RA
OG0005279	JC_15589-RA	Vcard_DToL16849-RA
OG0005280	JC_14885-RA	Vcard_DToL16058-RA
OG0005281	JC_11426-RA	Vcard_DToL11275-RA
OG0005282	JC_02270-RA	Vcard_DToL00057-RA
OG0005283	JC_04489-RA	Vcard_DToL04805-RA
OG0005285	JC_10319-RA	Vcard_DToL13661-RA
OG0005286	JC_07372-RA	Vcard_DToL09656-RA
OG0005287	JC_05645-RA	Vcard_DToL10011-RA
OG0005288	JC_16262-RA	Vcard_DToL18453-RA, Vcard_DToL18454-RA
OG0005289	JC_05515-RA	Vcard_DToL03132-RA
OG0005290	JC_06145-RA, JC_06143-RA, JC_06144-RA, JC_12604-RA, JC_06142-RA	Vcard_DToL10782-RA
OG0005291	JC_15590-RA	Vcard_DToL16852-RA
OG0005292	JC_05513-RA	Vcard_DToL03135-RA
OG0005293	JC_14532-RA	Vcard_DToL16667-RA
OG0005294	JC_03692-RA	Vcard_DToL09014-RA
OG0005295	JC_08694-RA	Vcard_DToL07135-RA
OG0005296	JC_01558-RA	Vcard_DToL00878-RA
OG0005297	JC_07378-RA	Vcard_DToL09649-RA
OG0005298	JC_00788-RA	Vcard_DToL01787-RA
OG0005300	JC_01556-RA	Vcard_DToL00880-RA
OG0005301	JC_17207-RA	Vcard_DToL07133-RA, Vcard_DToL07134-RA
OG0005302	JC_07379-RA	Vcard_DToL09648-RA
OG0005303	JC_05509-RA	Vcard_DToL03141-RA
OG0005304	JC_05508-RA	Vcard_DToL03142-RA
OG0005305	JC_16630-RA	Vcard_DToL18801-RA
OG0005306	JC_11421-RA	Vcard_DToL11269-RA
OG0005307	JC_05507-RA	Vcard_DToL03144-RA
OG0005308	JC_05514-RA	Vcard_DToL03134-RA
OG0005310	JC_11420-RA	Vcard_DToL11268-RA
OG0005311	JC_16778-RA	Vcard_DToL18776-RA
OG0005312	JC_12968-RA	Vcard_DToL15101-RA
OG0005313	JC_11418-RA	Vcard_DToL11265-RA
OG0005314	JC_11417-RA	Vcard_DToL11263-RA
OG0005315	JC_06819-RA	Vcard_DToL12385-RA
OG0005316	JC_14114-RA	Vcard_DToL13892-RA
OG0005317	JC_02275-RA	Vcard_DToL00053-RA
OG0005318	JC_16001-RA	Vcard_DToL17720-RA
OG0005319	JC_01550-RA	Vcard_DToL00888-RA
OG0005320	JC_03698-RA	Vcard_DToL09007-RA
OG0005321	JC_10567-RA	Vcard_DToL13010-RA
OG0005322	JC_03699-RA	Vcard_DToL09006-RA
OG0005323	JC_14876-RA	Vcard_DToL16070-RA
OG0005324	JC_03701-RA	Vcard_DToL09005-RA
OG0005325	JC_10326-RA	Vcard_DToL13669-RA
OG0005326	JC_02273-RA	Vcard_DToL00055-RA
OG0005327	JC_14873-RA	Vcard_DToL16071-RA
OG0005328	JC_00791-RA	Vcard_DToL01783-RA
OG0005329	JC_05502-RA	Vcard_DToL03148-RA
OG0005330	JC_05501-RA	Vcard_DToL03149-RA
OG0005331	JC_11408-RA	Vcard_DToL11254-RA
OG0005332	JC_05500-RA	Vcard_DToL03150-RA
OG0005333	JC_03706-RA	Vcard_DToL08997-RA
OG0005334	JC_11407-RA	Vcard_DToL11253-RA
OG0005335	JC_10333-RA	Vcard_DToL13675-RA
OG0005336	JC_10334-RA	Vcard_DToL13677-RA
OG0005337	JC_10335-RA	Vcard_DToL13678-RA
OG0005338	JC_07402-RA	Vcard_DToL09624-RA
OG0005339	JC_06134-RA	Vcard_DToL10791-RA
OG0005340	JC_07403-RA	Vcard_DToL09623-RA
OG0005341	JC_14119-RA	Vcard_DToL13895-RA
OG0005342	JC_14120-RA	Vcard_DToL13896-RA
OG0005343	JC_16779-RA	Vcard_DToL18777-RA
OG0005344	JC_06128-RA	Vcard_DToL10793-RA
OG0005345	JC_10253-RA	Vcard_DToL13569-RA
OG0005346	JC_14122-RA	Vcard_DToL13897-RA
OG0005347	JC_16272-RA	Vcard_DToL18465-RA
OG0005348	JC_16273-RA	Vcard_DToL18466-RA
OG0005349	JC_16275-RA	Vcard_DToL18468-RA
OG0005350	JC_06820-RA	Vcard_DToL12384-RA
OG0005351	JC_16782-RA	Vcard_DToL18779-RA
OG0005352	JC_16012-RA	Vcard_DToL17710-RA
OG0005353	JC_06821-RA	Vcard_DToL12383-RA
OG0005354	JC_16783-RA	Vcard_DToL18780-RA
OG0005356	JC_00800-RA	Vcard_DToL01772-RA
OG0005357	JC_10248-RA	Vcard_DToL13563-RA
OG0005358	JC_10577-RA	Vcard_DToL13002-RA
OG0005359	JC_10247-RA	Vcard_DToL13562-RA
OG0005360	JC_07405-RA	Vcard_DToL09618-RA
OG0005361	JC_14128-RA	Vcard_DToL13872-RA
OG0005363	JC_15624-RA	Vcard_DToL16883-RA
OG0005364	JC_10246-RA	Vcard_DToL13560-RA
OG0005365	JC_16279-RA	Vcard_DToL18472-RA
OG0005366	JC_10245-RA	Vcard_DToL13559-RA
OG0005367	JC_16015-RA	Vcard_DToL17707-RA
OG0005368	JC_14516-RA	Vcard_DToL16675-RA
OG0005369	JC_11398-RA	Vcard_DToL11249-RA
OG0005370	JC_02330-RA	Vcard_DToL03400-RA
OG0005371	JC_04508-RA	Vcard_DToL04799-RA
OG0005373	JC_05497-RA	Vcard_DToL03154-RA
OG0005374	JC_06122-RA	Vcard_DToL10796-RA
OG0005375	JC_01537-RA	Vcard_DToL00905-RA
OG0005376	JC_14868-RA	Vcard_DToL16076-RA
OG0005377	JC_15591-RA	Vcard_DToL16853-RA
OG0005378	JC_07412-RA	Vcard_DToL09615-RA
OG0005379	JC_10581-RA	Vcard_DToL12997-RA
OG0005380	JC_02302-RA	Vcard_DToL00016-RA
OG0005381	JC_10582-RA	Vcard_DToL12994-RA
OG0005382	JC_16643-RA	Vcard_DToL18786-RA
OG0005383	JC_14512-RA	Vcard_DToL16680-RA
OG0005384	JC_07972-RA	Vcard_DToL06252-RA
OG0005385	JC_14511-RA	Vcard_DToL16683-RA
OG0005386	JC_02300-RA	Vcard_DToL00021-RA
OG0005387	JC_01530-RA	Vcard_DToL00912-RA
OG0005388	JC_09781-RA	Vcard_DToL06403-RA
OG0005389	JC_11340-RA	Vcard_DToL11175-RA
OG0005390	JC_12410-RA	Vcard_DToL14676-RA
OG0005392	JC_14510-RA	Vcard_DToL16684-RA
OG0005393	JC_02327-RA	Vcard_DToL03410-RA
OG0005394	JC_08714-RA	Vcard_DToL07097-RA
OG0005396	JC_16020-RA	Vcard_DToL17702-RA
OG0005397	JC_14139-RA	Vcard_DToL13853-RA
OG0005398	JC_05494-RA	Vcard_DToL03159-RA
OG0005399	JC_07979-RA	Vcard_DToL06243-RA
OG0005400	JC_15594-RA	Vcard_DToL16856-RA
OG0005401	JC_05493-RA	Vcard_DToL03160-RA
OG0005402	JC_16286-RA	Vcard_DToL18478-RA
OG0005403	JC_07982-RA	Vcard_DToL06240-RA
OG0005404	JC_15595-RA	Vcard_DToL16857-RA
OG0005405	JC_02325-RA	Vcard_DToL03413-RA
OG0005406	JC_01528-RA	Vcard_DToL00913-RA
OG0005407	JC_05634-RA	Vcard_DToL10018-RA
OG0005408	JC_02324-RA	Vcard_DToL03414-RA
OG0005409	JC_05487-RA	Vcard_DToL03162-RA
OG0005410	JC_16023-RA	Vcard_DToL17700-RA
OG0005411	JC_02323-RA	Vcard_DToL03415-RA
OG0005412	JC_02320-RA	Vcard_DToL03420-RA
OG0005413	JC_07985-RA	Vcard_DToL06239-RA
OG0005414	JC_03595-RA	Vcard_DToL04106-RA
OG0005415	JC_16025-RA	Vcard_DToL17697-RA
OG0005416	JC_07419-RA	Vcard_DToL09609-RA
OG0005417	JC_07420-RA	Vcard_DToL09608-RA
OG0005418	JC_10221-RA	Vcard_DToL13541-RA
OG0005419	JC_15597-RA	Vcard_DToL16859-RA
OG0005420	JC_16633-RA	Vcard_DToL18796-RA
OG0005421	JC_14500-RA	Vcard_DToL16656-RA
OG0005422	JC_03717-RA	Vcard_DToL08979-RA
OG0005424	JC_12402-RA	Vcard_DToL14684-RA
OG0005425	JC_14498-RA	Vcard_DToL16653-RA
OG0005426	JC_06116-RA	Vcard_DToL10800-RA
OG0005427	JC_04515-RA	Vcard_DToL04794-RA
OG0005428	JC_05631-RA	Vcard_DToL10020-RA
OG0005429	JC_10204-RA	Vcard_DToL13526-RA
OG0005430	JC_03720-RA	Vcard_DToL08976-RA
OG0005431	JC_03721-RA	Vcard_DToL08974-RA
OG0005432	JC_10590-RA	Vcard_DToL12989-RA
OG0005433	JC_11386-RA	Vcard_DToL11233-RA
OG0005434	JC_10592-RA	Vcard_DToL12987-RA
OG0005435	JC_10203-RA	Vcard_DToL13525-RA
OG0005436	JC_02293-RA	Vcard_DToL00028-RA
OG0005437	JC_14493-RA	Vcard_DToL16649-RA
OG0005438	JC_01522-RA	Vcard_DToL00920-RA
OG0005439	JC_10202-RA	Vcard_DToL13522-RA
OG0005440	JC_14866-RA	Vcard_DToL16080-RA
OG0005441	JC_03724-RA	Vcard_DToL08970-RA
OG0005442	JC_01519-RA	Vcard_DToL00926-RA
OG0005443	JC_00831-RA	Vcard_DToL01758-RA
OG0005444	JC_03725-RA	Vcard_DToL08968-RA
OG0005445	JC_12952-RA	Vcard_DToL15117-RA
OG0005446	JC_00828-RA	Vcard_DToL01756-RA
OG0005447	JC_00829-RA	Vcard_DToL01755-RA
OG0005448	JC_03727-RA	Vcard_DToL08966-RA
OG0005449	JC_00827-RA	Vcard_DToL01753-RA
OG0005450	JC_12951-RA	Vcard_DToL15118-RA
OG0005452	JC_03729-RA	Vcard_DToL08965-RA
OG0005453	JC_12399-RA	Vcard_DToL14690-RA
OG0005454	JC_06149-RA	Vcard_DToL10776-RA
OG0005455	JC_05626-RA	Vcard_DToL10024-RA
OG0005456	JC_14907-RA	Vcard_DToL16035-RA
OG0005457	JC_07990-RA	Vcard_DToL06232-RA
OG0005458	JC_03731-RA	Vcard_DToL08963-RA
OG0005459	JC_12395-RA	Vcard_DToL14695-RA
OG0005460	JC_14487-RA	Vcard_DToL16644-RA
OG0005461	JC_01518-RA	Vcard_DToL00928-RA
OG0005462	JC_14485-RA	Vcard_DToL16642-RA
OG0005463	JC_10598-RA	Vcard_DToL12982-RA
OG0005465	JC_14483-RA	Vcard_DToL16641-RA
OG0005466	JC_12392-RA	Vcard_DToL14700-RA
OG0005467	JC_14480-RA	Vcard_DToL16638-RA
OG0005468	JC_03587-RA	Vcard_DToL04099-RA
OG0005469	JC_10194-RA	Vcard_DToL13512-RA
OG0005470	JC_06154-RA	Vcard_DToL10772-RA
OG0005471	JC_10193-RA	Vcard_DToL13511-RA
OG0005472	JC_14479-RA	Vcard_DToL16637-RA
OG0005473	JC_09787-RA	Vcard_DToL06408-RA
OG0005474	JC_09788-RA	Vcard_DToL06409-RA
OG0005475	JC_05622-RA	Vcard_DToL10027-RA
OG0005476	JC_10191-RA	Vcard_DToL13508-RA
OG0005477	JC_14478-RA	Vcard_DToL16636-RA
OG0005478	JC_12388-RA	Vcard_DToL14706-RA
OG0005479	JC_05482-RA	Vcard_DToL03168-RA
OG0005480	JC_14145-RA	Vcard_DToL13847-RA
OG0005481	JC_10600-RA	Vcard_DToL12980-RA
OG0005483	JC_12386-RA	Vcard_DToL14709-RA
OG0005484	JC_17025-RA	Vcard_DToL17928-RA
OG0005485	JC_05481-RA	Vcard_DToL03169-RA
OG0005486	JC_12382-RA	Vcard_DToL14712-RA
OG0005487	JC_00813-RA	Vcard_DToL01736-RA
OG0005488	JC_10604-RA	Vcard_DToL12977-RA
OG0005489	JC_07993-RA	Vcard_DToL06231-RA
OG0005490	JC_10186-RA	Vcard_DToL13503-RA
OG0005491	JC_14148-RA	Vcard_DToL13842-RA
OG0005493	JC_00811-RA	Vcard_DToL01733-RA
OG0005494	JC_00810-RA	Vcard_DToL01732-RA
OG0005495	JC_16040-RA	Vcard_DToL17686-RA
OG0005496	JC_14151-RA	Vcard_DToL13840-RA
OG0005497	JC_01887-RA	Vcard_DToL00511-RA
OG0005498	JC_06169-RA	Vcard_DToL10761-RA
OG0005499	JC_09798-RA	Vcard_DToL06423-RA
OG0005500	JC_12378-RA	Vcard_DToL14717-RA
OG0005501	JC_10610-RA	Vcard_DToL12973-RA
OG0005502	JC_12376-RA	Vcard_DToL14720-RA
OG0005503	JC_06170-RA	Vcard_DToL10758-RA
OG0005504	JC_09800-RA	Vcard_DToL06427-RA
OG0005505	JC_07425-RA	Vcard_DToL09603-RA
OG0005506	JC_10613-RA	Vcard_DToL12972-RA
OG0005507	JC_07426-RA	Vcard_DToL09602-RA
OG0005508	JC_16293-RA	Vcard_DToL18484-RA
OG0005509	JC_10614-RA	Vcard_DToL12971-RA
OG0005511	JC_16294-RA	Vcard_DToL18372-RA
OG0005512	JC_06173-RA	Vcard_DToL10754-RA
OG0005513	JC_12940-RA	Vcard_DToL15133-RA
OG0005514	JC_08732-RA	Vcard_DToL07081-RA
OG0005515	JC_12936-RA	Vcard_DToL15135-RA
OG0005516	JC_03580-RA	Vcard_DToL04093-RA
OG0005517	JC_10619-RA	Vcard_DToL12965-RA
OG0005518	JC_09810-RA	Vcard_DToL06435-RA
OG0005519	JC_08734-RA	Vcard_DToL07078-RA
OG0005520	JC_02235-RA	Vcard_DToL00095-RA
OG0005521	JC_01510-RA	Vcard_DToL00938-RA
OG0005522	JC_12935-RA	Vcard_DToL15011-RA
OG0005523	JC_03738-RA	Vcard_DToL08954-RA
OG0005524	JC_06176-RA	Vcard_DToL10751-RA
OG0005525	JC_01508-RA	Vcard_DToL00939-RA
OG0005526	JC_16306-RA	Vcard_DToL18315-RA
OG0005527	JC_02234-RA	Vcard_DToL00097-RA
OG0005528	JC_10620-RA	Vcard_DToL12963-RA
OG0005529	JC_16593-RA	Vcard_DToL18828-RA
OG0005530	JC_12527-RA	Vcard_DToL14550-RA
OG0005531	JC_12525-RA	Vcard_DToL14552-RA
OG0005532	JC_06177-RA	Vcard_DToL10750-RA
OG0005533	JC_12523-RA	Vcard_DToL14555-RA
OG0005534	JC_12522-RA	Vcard_DToL14556-RA
OG0005535	JC_06186-RA	Vcard_DToL10748-RA
OG0005536	JC_10621-RA	Vcard_DToL12960-RA
OG0005537	JC_13053-RA	Vcard_DToL15191-RA
OG0005538	JC_06185-RA	Vcard_DToL10747-RA
OG0005539	JC_14424-RA	Vcard_DToL16578-RA
OG0005540	JC_06184-RA	Vcard_DToL10746-RA
OG0005541	JC_11376-RA	Vcard_DToL11226-RA
OG0005542	JC_06182-RA	Vcard_DToL10742-RA
OG0005543	JC_16407-RA	Vcard_DToL18310-RA
OG0005544	JC_03745-RA	Vcard_DToL08947-RA
OG0005545	JC_12518-RA	Vcard_DToL14563-RA
OG0005546	JC_12517-RA	Vcard_DToL14564-RA
OG0005547	JC_10627-RA	Vcard_DToL12956-RA
OG0005548	JC_14035-RA	Vcard_DToL14056-RA
OG0005549	JC_06188-RA	Vcard_DToL10739-RA
OG0005550	JC_06189-RA	Vcard_DToL10737-RA
OG0005551	JC_10178-RA	Vcard_DToL13496-RA
OG0005553	JC_01505-RA	Vcard_DToL00943-RA
OG0005554	JC_12509-RA	Vcard_DToL14572-RA, Vcard_DToL14573-RA
OG0005555	JC_01504-RA	Vcard_DToL00945-RA
OG0005556	JC_14421-RA	Vcard_DToL16571-RA
OG0005557	JC_09696-RA	Vcard_DToL06842-RA
OG0005558	JC_09695-RA	Vcard_DToL06843-RA
OG0005559	JC_09694-RA	Vcard_DToL06845-RA
OG0005560	JC_12506-RA	Vcard_DToL14577-RA
OG0005561	JC_08739-RA	Vcard_DToL07065-RA
OG0005562	JC_12917-RA	Vcard_DToL15023-RA
OG0005563	JC_06193-RA	Vcard_DToL10732-RA
OG0005564	JC_12916-RA	Vcard_DToL15024-RA
OG0005565	JC_01501-RA	Vcard_DToL00951-RA
OG0005566	JC_12505-RA	Vcard_DToL14579-RA
OG0005567	JC_12504-RA	Vcard_DToL14578-RA
OG0005568	JC_00705-RA	Vcard_DToL01883-RA
OG0005569	JC_12499-RA	Vcard_DToL14583-RA
OG0005571	JC_03574-RA	Vcard_DToL04084-RA
OG0005572	JC_16682-RA	Vcard_DToL18835-RA
OG0005573	JC_12496-RA	Vcard_DToL14585-RA
OG0005574	JC_12495-RA	Vcard_DToL14586-RA
OG0005575	JC_16392-RA	Vcard_DToL18368-RA
OG0005576	JC_06202-RA	Vcard_DToL10725-RA
OG0005577	JC_06203-RA	Vcard_DToL10724-RA
OG0005578	JC_14839-RA	Vcard_DToL16110-RA
OG0005579	JC_09685-RA	Vcard_DToL06463-RA
OG0005580	JC_11373-RA	Vcard_DToL11224-RA
OG0005581	JC_16094-RA	Vcard_DToL17640-RA
OG0005582	JC_12491-RA	Vcard_DToL14588-RA
OG0005583	JC_16391-RA	Vcard_DToL18370-RA
OG0005584	JC_12904-RA	Vcard_DToL15033-RA
OG0005586	JC_17037-RA	Vcard_DToL17885-RA
OG0005587	JC_12490-RA	Vcard_DToL14590-RA
OG0005588	JC_12902-RA	Vcard_DToL15035-RA
OG0005589	JC_06206-RA	Vcard_DToL10719-RA
OG0005590	JC_08743-RA	Vcard_DToL07062-RA
OG0005591	JC_12489-RA	Vcard_DToL14591-RA
OG0005592	JC_08008-RA	Vcard_DToL06219-RA
OG0005593	JC_08007-RA	Vcard_DToL06218-RA
OG0005594	JC_12901-RA	Vcard_DToL15037-RA
OG0005595	JC_09681-RA	Vcard_DToL06459-RA
OG0005596	JC_10176-RA	Vcard_DToL13495-RA
OG0005597	JC_12899-RA	Vcard_DToL15039-RA
OG0005599	JC_16080-RA	Vcard_DToL17648-RA
OG0005600	JC_06836-RA	Vcard_DToL12371-RA
OG0005601	JC_03751-RA	Vcard_DToL08938-RA
OG0005602	JC_06210-RA	Vcard_DToL10715-RA
OG0005603	JC_06211-RA	Vcard_DToL10714-RA
OG0005605	JC_14841-RA	Vcard_DToL16108-RA
OG0005606	JC_06212-RA	Vcard_DToL10713-RA
OG0005607	JC_12896-RA	Vcard_DToL15044-RA
OG0005608	JC_12855-RA	Vcard_DToL14971-RA
OG0005609	JC_03754-RA	Vcard_DToL08935-RA
OG0005611	JC_03755-RA	Vcard_DToL08934-RA
OG0005612	JC_14842-RA	Vcard_DToL16107-RA
OG0005613	JC_14408-RA	Vcard_DToL16552-RA
OG0005614	JC_03756-RA	Vcard_DToL08933-RA
OG0005615	JC_14029-RA	Vcard_DToL14049-RA
OG0005616	JC_06843-RA	Vcard_DToL12365-RA
OG0005618	JC_04543-RA	Vcard_DToL04760-RA
OG0005619	JC_05616-RA	Vcard_DToL10038-RA
OG0005620	JC_04410-RA	Vcard_DToL04876-RA
OG0005621	JC_16672-RA	Vcard_DToL18840-RA
OG0005622	JC_10737-RA	Vcard_DToL12831-RA
OG0005623	JC_03759-RA	Vcard_DToL08930-RA
OG0005624	JC_10736-RA	Vcard_DToL12832-RA
OG0005626	JC_11370-RA	Vcard_DToL11219-RA
OG0005627	JC_16067-RA	Vcard_DToL17660-RA
OG0005628	JC_09665-RA	Vcard_DToL06450-RA
OG0005629	JC_02456-RA	Vcard_DToL03448-RA
OG0005630	JC_10729-RA	Vcard_DToL12837-RA
OG0005631	JC_06847-RA	Vcard_DToL12359-RA
OG0005632	JC_16357-RA	Vcard_DToL18295-RA
OG0005633	JC_07504-RA	Vcard_DToL09589-RA
