Orthogroup	Junonia_coenia	Maniola_hyperantus
OG0004195	JC_01244-RA	XP_034836302.1
OG0004196	JC_13825-RA	XP_034836628.1
OG0004197	JC_00441-RA	XP_034841142.1, XP_034841143.1
OG0004198	JC_05890-RA	XP_034833175.1
OG0004199	JC_14717-RA	XP_034837214.1
OG0004200	JC_12554-RA	XP_034834042.1
OG0004201	JC_11956-RA	XP_034827519.1
OG0004202	JC_09404-RA	XP_034827152.1
OG0004203	JC_12551-RA	XP_034833695.1
OG0004204	JC_02140-RA	XP_034839605.1
OG0004205	JC_05882-RA	XP_034833531.1
OG0004206	JC_12545-RA	XP_034833944.1
OG0004207	JC_04898-RA	XP_034824316.1
OG0004208	JC_02143-RA	XP_034839424.1
OG0004209	JC_13818-RA, JC_13817-RA	XP_034836523.1
OG0004210	JC_12543-RA	XP_034833939.1
OG0004211	JC_00321-RA	XP_034841514.1
OG0004212	JC_01252-RA, JC_01251-RA	XP_034836383.1
OG0004213	JC_08817-RA	XP_034829672.1
OG0004214	JC_05877-RA	XP_034833632.1
OG0004215	JC_13811-RA	XP_034836524.1
OG0004216	JC_05272-RA	XP_034828971.1
OG0004217	JC_08306-RA	XP_034827317.1
OG0004218	JC_14728-RA	XP_034837064.1
OG0004219	JC_09399-RA	XP_034827153.1
OG0004220	JC_09914-RA	XP_034835203.1
OG0004221	JC_12538-RA	XP_034834207.1
OG0004222	JC_05871-RA	XP_034833185.1, XP_034839442.1
OG0004223	JC_12534-RA	XP_034834208.1
OG0004224	JC_05268-RA	XP_034829376.1
OG0004225	JC_09398-RA	XP_034827162.1
OG0004226	JC_02697-RA	XP_034825062.1
OG0004227	JC_09397-RA	XP_034827166.1
OG0004228	JC_00329-RA	XP_034841095.1
OG0004229	JC_12267-RA	XP_034834196.1
OG0004230	JC_13807-RA	XP_034836375.1
OG0004231	JC_03278-RA	XP_034830488.1
OG0004232	JC_08316-RA	XP_034828139.1
OG0004233	JC_04889-RA	XP_034824686.1
OG0004236	JC_11239-RA	XP_034832922.1
OG0004237	JC_14743-RA	XP_034837424.1, XP_034837425.1
OG0004238	JC_08318-RA	XP_034827423.1
OG0004239	JC_04883-RA	XP_034824677.1
OG0004240	JC_05261-RA	XP_034829115.1
OG0004242	JC_17028-RA, JC_04881-RA	XP_034824668.1
OG0004243	JC_05258-RA	XP_034829445.1
OG0004244	JC_12270-RA	XP_034833880.1
OG0004245	JC_11981-RA	XP_034827406.1
OG0004247	JC_01258-RA	XP_034836345.1
OG0004248	JC_04876-RA	XP_034824671.1
OG0004249	JC_14750-RA, JC_14751-RA	XP_034837069.1
OG0004251	JC_00345-RA	XP_034840886.1
OG0004252	JC_01261-RA	XP_034836328.1
OG0004253	JC_00346-RA	XP_034824165.1
OG0004254	JC_14752-RA	XP_034837412.1
OG0004255	JC_06523-RA, JC_06524-RA	XP_034828624.1
OG0004256	JC_09392-RA	XP_034826904.1
OG0004257	JC_01263-RA	XP_034836292.1
OG0004258	JC_00349-RA	XP_034840958.1
OG0004259	JC_04872-RA	XP_034824658.1
OG0004260	JC_08324-RA	XP_034828748.1
OG0004261	JC_00354-RA	XP_034823893.1
OG0004262	JC_11985-RA	XP_034827433.1
OG0004263	JC_08328-RA	XP_034827648.1
OG0004264	JC_03272-RA	XP_034830468.1
OG0004265	JC_09382-RA	XP_034826739.1
OG0004266	JC_10341-RA	XP_034835076.1
OG0004267	JC_02158-RA	XP_034839482.1
OG0004268	JC_09380-RA, JC_09381-RA	XP_034826738.1
OG0004269	JC_03269-RA	XP_034830470.1
OG0004270	JC_08331-RA	XP_034827716.1
OG0004271	JC_14761-RA	XP_034837232.1
OG0004272	JC_08333-RA	XP_034836012.1
OG0004273	JC_10894-RA	XP_034834902.1
OG0004274	JC_07125-RA	XP_034831447.1
OG0004276	JC_10353-RA	XP_034835567.1
OG0004277	JC_12288-RA	XP_034833702.1
OG0004278	JC_12290-RA, JC_12289-RA	XP_034833706.1
OG0004279	JC_06529-RA	XP_034828620.1
OG0004280	JC_12291-RA	XP_034833704.1, XP_034833703.1
OG0004281	JC_10897-RA	XP_034834519.1
OG0004282	JC_07120-RA	XP_034831292.1
OG0004284	JC_08346-RA	XP_034835344.1
OG0004285	JC_12001-RA	XP_034828218.1
OG0004286	JC_01275-RA	XP_034835753.1
OG0004287	JC_02164-RA	XP_034839602.1
OG0004289	JC_02726-RA	XP_034825231.1
OG0004290	JC_01277-RA	XP_034835763.1
OG0004291	JC_12003-RA	XP_034827691.1
OG0004292	JC_13675-RA	XP_034826315.1
OG0004293	JC_07672-RA	XP_034832013.1
OG0004294	JC_08357-RA	XP_034825144.1
OG0004295	JC_02730-RA	XP_034825242.1
OG0004296	JC_10909-RA	XP_034834553.1
OG0004297	JC_08802-RA	XP_034829789.1
OG0004298	JC_05247-RA	XP_034829272.1
OG0004299	JC_02731-RA	XP_034825253.1
OG0004300	JC_07674-RA	XP_034832014.1
OG0004301	JC_10915-RA	XP_034834526.1
OG0004302	JC_08800-RA	XP_034829858.1, XP_034829857.1
OG0004303	JC_06537-RA	XP_034828612.1
OG0004304	JC_07679-RA	XP_034831859.1
OG0004305	JC_02198-RA	XP_034839707.1
OG0004306	JC_10916-RA	XP_034834518.1
OG0004307	JC_14766-RA	XP_034837243.1
OG0004308	JC_12189-RA	XP_034827801.1
OG0004309	JC_15502-RA, JC_15503-RA	XP_034837648.1
OG0004310	JC_03029-RA, JC_03027-RA, JC_03028-RA	XP_034830775.1
OG0004311	JC_02735-RA	XP_034825255.1
OG0004313	JC_08792-RA	XP_034829900.1
OG0004314	JC_07110-RA	XP_034831147.1
OG0004315	JC_08791-RA	XP_034829906.1
OG0004316	JC_10926-RA	XP_034834528.1
OG0004317	JC_10366-RA	XP_034835643.1
OG0004318	JC_13749-RA	XP_034836529.1, XP_034836530.1
OG0004319	JC_08789-RA	XP_034829904.1, XP_034830064.1
OG0004320	JC_08363-RA	XP_034840662.1
OG0004321	JC_11259-RA	XP_034832887.1
OG0004322	JC_13663-RA	XP_034826273.1
OG0004323	JC_13662-RA	XP_034826270.1
OG0004324	JC_10370-RA	XP_034835597.1
OG0004325	JC_04134-RA	XP_034840650.1
OG0004326	JC_01283-RA	XP_034834692.1
OG0004327	JC_08952-RA	XP_034829651.1
OG0004328	JC_01284-RA	XP_034838156.1
OG0004329	JC_02739-RA	XP_034825597.1
OG0004330	JC_04136-RA	XP_034840641.1
OG0004331	JC_12009-RA	XP_034827439.1
OG0004332	JC_03253-RA	XP_034830653.1
OG0004333	JC_12013-RA	XP_034828011.1
OG0004334	JC_09369-RA	XP_034826733.1
OG0004335	JC_09367-RA	XP_034826732.1
OG0004336	JC_13653-RA	XP_034826264.1
OG0004337	JC_12020-RA	XP_034827444.1
OG0004338	JC_11265-RA	XP_034832870.1
OG0004339	JC_12302-RA	XP_034834185.1
OG0004340	JC_13271-RA	XP_034835852.1
OG0004341	JC_00374-RA	XP_034841358.1
OG0004343	JC_13649-RA	XP_034826269.1
OG0004344	JC_13757-RA	XP_034836407.1
OG0004345	JC_00377-RA	XP_034841062.1
OG0004346	JC_05712-RA	XP_034833595.1
OG0004347	JC_13276-RA	XP_034835890.1, XP_034835889.1
OG0004348	JC_02945-RA	XP_034825729.1
OG0004349	JC_00382-RA	XP_034841529.1
OG0004350	JC_11153-RA, JC_11154-RA	XP_034832508.1
OG0004352	JC_05719-RA	XP_034833413.1
OG0004353	JC_02176-RA	XP_034839772.1
OG0004354	JC_13285-RA, JC_06457-RA	XP_034835892.1
OG0004356	JC_02938-RA	XP_034825637.1
OG0004357	JC_00390-RA	XP_034841528.1
OG0004358	JC_08970-RA	XP_034829969.1
OG0004359	JC_02172-RA	XP_034839422.1
OG0004360	JC_07698-RA	XP_034832337.1
OG0004361	JC_07101-RA	XP_034831188.1, XP_034831189.1
OG0004362	JC_13775-RA	XP_034836266.1
OG0004363	JC_12035-RA	XP_034828297.1
OG0004364	JC_10399-RA	XP_034835463.1
OG0004365	JC_09354-RA	XP_034827125.1
OG0004366	JC_07705-RA	XP_034832217.1
OG0004367	JC_00399-RA	XP_034841213.1
OG0004368	JC_02209-RA	XP_034839705.1
OG0004369	JC_13638-RA	XP_034826559.1
OG0004370	JC_12666-RA	XP_034834164.1
OG0004371	JC_10944-RA	XP_034834384.1
OG0004372	JC_12663-RA	XP_034834149.1, XP_034834150.1
OG0004373	JC_06668-RA	XP_034828367.1
OG0004374	JC_00406-RA	XP_034841157.1
OG0004375	JC_12654-RA, JC_12655-RA	XP_034833887.1
OG0004376	JC_08987-RA	XP_034830228.1
OG0004377	JC_00407-RA	XP_034824177.1
OG0004378	JC_00408-RA	XP_034840816.1
OG0004379	JC_05764-RA	XP_034833244.1
OG0004380	JC_02917-RA	XP_034825633.1
OG0004381	JC_01891-RA	XP_034839719.1, XP_034839721.1
OG0004383	JC_13625-RA	XP_034826596.1
OG0004384	JC_07089-RA	XP_034831688.1, XP_034831689.1
OG0004385	JC_09339-RA	XP_034826716.1
OG0004386	JC_07085-RA	XP_034831080.1
OG0004387	JC_05772-RA	XP_034833583.1
OG0004388	JC_15366-RA	XP_034837681.1
OG0004389	JC_02915-RA, JC_02914-RA	XP_034825631.1
OG0004390	JC_07082-RA, JC_07079-RA	XP_034831577.1
OG0004391	JC_03231-RA	XP_034830369.1
OG0004392	JC_01302-RA	XP_034837341.1
OG0004393	JC_00421-RA	XP_034841128.1
OG0004395	JC_04842-RA, JC_04843-RA	XP_034824835.1
OG0004396	JC_01305-RA, JC_01304-RA	XP_034838264.1
OG0004397	JC_13321-RA	XP_034836196.1
OG0004399	JC_01307-RA	XP_034838274.1
OG0004400	JC_13785-RA	XP_034836636.1
OG0004401	JC_05779-RA, JC_05780-RA	XP_034833576.1
OG0004402	JC_05214-RA	XP_034828974.1
OG0004403	JC_01871-RA, JC_01872-RA	XP_034839587.1
OG0004404	JC_04832-RA	XP_034824928.1
OG0004405	JC_09332-RA	XP_034826923.1
OG0004406	JC_13792-RA	XP_034836640.1
OG0004407	JC_04830-RA	XP_034824926.1
OG0004408	JC_01312-RA	XP_034838974.1
OG0004409	JC_00423-RA	XP_034841133.1
OG0004410	JC_04828-RA	XP_034824930.1
OG0004411	JC_04825-RA	XP_034824210.1
OG0004412	JC_04824-RA	XP_034824207.1, XP_034824208.1
OG0004413	JC_07727-RA	XP_034832198.1
OG0004414	JC_08995-RA	XP_034829979.1
OG0004415	JC_07734-RA	XP_034831735.1, XP_034831736.1
OG0004416	JC_07071-RA, JC_07073-RA	XP_034831213.1
OG0004417	JC_05203-RA	XP_034828981.1
OG0004418	JC_00434-RA	XP_034841139.1, XP_034841140.1
OG0004419	JC_13324-RA	XP_034836029.1
OG0004420	JC_06658-RA	XP_034828643.1
OG0004421	JC_00437-RA	XP_034841131.1
OG0004422	JC_00438-RA	XP_034840818.1
OG0004423	JC_13595-RA	XP_034826316.1
OG0004424	JC_06998-RA	XP_034831318.1
OG0004425	JC_00439-RA	XP_034841146.1
OG0004426	JC_11824-RA	XP_034828099.1
OG0004427	JC_01063-RA	XP_034834166.1
OG0004428	JC_11823-RA	XP_034828094.1, XP_034828093.1
OG0004429	JC_13334-RA	XP_034836025.1
OG0004430	JC_07004-RA	XP_034831160.1, XP_034829658.1
OG0004431	JC_00309-RA	XP_034841269.1
OG0004432	JC_01863-RA	XP_034839132.1
OG0004433	JC_10377-RA	XP_034835275.1
OG0004434	JC_12641-RA, JC_12640-RA	XP_034833767.1
OG0004435	JC_07011-RA	XP_034831034.1
OG0004436	JC_12637-RA	XP_034833932.1
OG0004437	JC_06655-RA	XP_034828860.1
OG0004438	JC_13930-RA	XP_034836388.1
OG0004440	JC_12631-RA	XP_034834093.1
OG0004441	JC_08390-RA	XP_034824610.1
OG0004442	JC_01732-RA	XP_034839225.1
OG0004443	JC_10969-RA	XP_034834600.1
OG0004444	JC_12625-RA	XP_034833963.1
OG0004445	JC_08374-RA	XP_034825560.1, XP_034825565.1
OG0004446	JC_15388-RA	XP_034837695.1
OG0004447	JC_10970-RA	XP_034834599.1
OG0004448	JC_09562-RA, JC_02001-RA	XP_034835529.1
OG0004449	JC_08371-RA	XP_034825600.1
OG0004450	JC_05195-RA	XP_034829423.1
OG0004451	JC_04164-RA	XP_034840177.1
OG0004452	JC_09018-RA	XP_034829781.1
OG0004453	JC_08428-RA	XP_034825580.1
OG0004454	JC_15504-RA	XP_034837645.1
OG0004455	JC_05188-RA	XP_034829433.1
OG0004456	JC_12622-RA	XP_034833965.1
OG0004457	JC_07032-RA	XP_034831222.1
OG0004458	JC_10984-RA	XP_034835008.1
OG0004459	JC_09024-RA	XP_034829675.1
OG0004460	JC_05186-RA	XP_034829429.1
OG0004461	JC_10447-RA	XP_034835474.1
OG0004462	JC_00285-RA	XP_034841355.1
OG0004463	JC_02898-RA	XP_034825209.1
OG0004464	JC_00284-RA	XP_034841350.1, XP_034841351.1
OG0004465	JC_10441-RA	XP_034835049.1
OG0004466	JC_04818-RA	XP_034824940.1
OG0004467	JC_02883-RA	XP_034825205.1
OG0004468	JC_11147-RA, JC_11148-RA	XP_034832930.1
OG0004469	JC_07763-RA	XP_034831905.1
OG0004470	JC_05185-RA	XP_034828963.1
OG0004471	JC_06646-RA	XP_034828871.1
OG0004472	JC_00275-RA	XP_034824159.1
OG0004473	JC_11750-RA	XP_034827662.1
OG0004474	JC_01073-RA	XP_034831669.1
OG0004475	JC_02880-RA	XP_034825263.1
OG0004476	JC_05183-RA	XP_034828964.1
OG0004477	JC_15489-RA	XP_034837504.1
OG0004478	JC_13552-RA	XP_034825969.1
OG0004479	JC_10996-RA	XP_034834882.1
OG0004480	JC_12589-RA	XP_034834004.1
OG0004481	JC_07063-RA	XP_034831338.1
OG0004482	JC_11003-RA	XP_034834897.1
OG0004483	JC_12595-RA	XP_034834171.1
OG0004484	JC_01843-RA	XP_034839142.1
OG0004485	JC_04173-RA, JC_04171-RA	XP_034840401.1
OG0004486	JC_01089-RA, JC_01092-RA	XP_034835266.1
OG0004487	JC_01093-RA	XP_034833521.1
OG0004488	JC_11006-RA, JC_11047-RA	XP_034834880.1
OG0004489	JC_11008-RA, JC_11044-RA	XP_034834870.1
OG0004490	JC_12599-RA	XP_034833698.1, XP_034833697.1
OG0004491	JC_15466-RA	XP_034837657.1, XP_034837658.1
OG0004492	JC_06992-RA	XP_034831520.1
OG0004493	JC_15464-RA	XP_034837558.1
OG0004494	JC_11760-RA	XP_034827605.1
OG0004495	JC_15463-RA	XP_034837568.1
OG0004496	JC_05836-RA	XP_034833434.1
OG0004497	JC_03171-RA, JC_03172-RA	XP_034830609.1
OG0004498	JC_09051-RA	XP_034829961.1, XP_034829960.1
OG0004499	JC_11113-RA	XP_034832799.1
OG0004500	JC_04181-RA	XP_034840115.1, XP_034840114.1
OG0004501	JC_07203-RA	XP_034831370.1, XP_034831369.1
OG0004502	JC_07204-RA	XP_034831359.1
OG0004503	JC_11762-RA	XP_034827623.1, XP_034827622.1
OG0004504	JC_05094-RA	XP_034829407.1
OG0004505	JC_09310-RA, JC_09774-RA	XP_034827018.1
OG0004506	JC_09309-RA	XP_034827026.1
OG0004507	JC_00264-RA	XP_034841473.1
OG0004508	JC_12277-RA, JC_12278-RA	XP_034834235.1
OG0004509	JC_00259-RA	XP_034841474.1
OG0004510	JC_12279-RA	XP_034834236.1
OG0004511	JC_07780-RA	XP_034832382.1
OG0004512	JC_08473-RA	XP_034841305.1
OG0004513	JC_11775-RA	XP_034827630.1, XP_034827629.1
OG0004514	JC_03159-RA	XP_034830326.1
OG0004515	JC_11778-RA	XP_034827603.1
OG0004516	JC_07791-RA	XP_034832348.1
OG0004517	JC_08474-RA	XP_034841318.1
OG0004518	JC_00253-RA	XP_034840953.1
OG0004519	JC_04930-RA	XP_034824843.1
OG0004520	JC_03156-RA	XP_034830478.1
OG0004521	JC_11782-RA	XP_034827608.1
OG0004522	JC_03155-RA	XP_034830423.1
OG0004523	JC_01831-RA	XP_034839809.1, XP_034839808.1, XP_034839807.1
OG0004524	JC_04189-RA, JC_04188-RA	XP_034840118.1
OG0004525	JC_07784-RA	XP_034832347.1
OG0004526	JC_08482-RA	XP_034841403.1
OG0004527	JC_07783-RA, JC_07782-RA	XP_034832378.1
OG0004528	JC_06619-RA	XP_034828531.1
OG0004529	JC_03152-RA	XP_034830319.1
OG0004530	JC_06613-RA	XP_034828522.1
OG0004531	JC_15449-RA, JC_15448-RA	XP_034837781.1
OG0004532	JC_13543-RA	XP_034826133.1
OG0004533	JC_11112-RA	XP_034832729.1, XP_034832730.1
OG0004535	JC_05848-RA	XP_034833549.1
OG0004536	JC_09285-RA	XP_034827207.1
OG0004539	JC_01827-RA	XP_034839571.1
OG0004540	JC_06605-RA	XP_034828600.1
OG0004542	JC_07799-RA	XP_034831816.1
OG0004544	JC_00242-RA	XP_034841381.1
OG0004545	JC_00241-RA	XP_034841369.1
OG0004546	JC_13528-RA	XP_034825802.1
OG0004547	JC_15442-RA	XP_034837794.1
OG0004548	JC_13530-RA	XP_034826604.1
OG0004549	JC_00239-RA	XP_034841371.1
OG0004550	JC_15434-RA, JC_15437-RA	XP_034837797.1
OG0004551	JC_04205-RA	XP_034840204.1
OG0004552	JC_04206-RA	XP_034840134.1
OG0004554	JC_05131-RA	XP_034828934.1
OG0004555	JC_07213-RA	XP_034831476.1
OG0004557	JC_04955-RA	XP_034824194.1
OG0004558	JC_09080-RA	XP_034829560.1
OG0004559	JC_08486-RA	XP_034824257.1, XP_034824180.1
OG0004561	JC_10420-RA	XP_034835454.1
OG0004562	JC_03137-RA	XP_034830711.1
OG0004563	JC_15478-RA	XP_034837758.1
OG0004564	JC_00234-RA	XP_034824147.1
OG0004565	JC_01815-RA	XP_034839744.1
OG0004566	JC_10417-RA	XP_034835489.1
OG0004567	JC_11060-RA	XP_034832608.1
OG0004568	JC_09276-RA	XP_034827107.1
OG0004569	JC_10410-RA	XP_034835466.1, XP_034835465.1
OG0004570	JC_01799-RA	XP_034839816.1
OG0004571	JC_09270-RA	XP_034827282.1, XP_034827108.1
OG0004572	JC_03128-RA	XP_034830935.1
OG0004573	JC_13517-RA, JC_13516-RA	XP_034826149.1
OG0004574	JC_05141-RA	XP_034829283.1, XP_034829285.1
OG0004575	JC_15423-RA	XP_034837467.1, XP_034837466.1, XP_034837465.1
OG0004577	JC_10515-RA, JC_11072-RA	XP_034832755.1
OG0004578	JC_05151-RA	XP_034829147.1
OG0004579	JC_11801-RA	XP_034827632.1
OG0004580	JC_07225-RA, JC_07226-RA	XP_034831470.1
OG0004581	JC_00220-RA	XP_034841394.1
OG0004582	JC_01804-RA	XP_034839313.1
OG0004583	JC_00219-RA	XP_034841385.1
OG0004584	JC_04223-RA	XP_034840171.1
OG0004585	JC_08495-RA	XP_034837012.1
OG0004586	JC_09258-RA	XP_034826688.1
OG0004587	JC_01806-RA	XP_034839468.1
OG0004588	JC_09256-RA	XP_034827110.1
OG0004589	JC_00209-RA, JC_00208-RA	XP_034841373.1
OG0004590	JC_11085-RA, JC_11086-RA	XP_034832754.1
OG0004591	JC_09254-RA	XP_034826712.1
OG0004592	JC_04971-RA	XP_034824308.1
OG0004593	JC_00204-RA	XP_034841393.1
OG0004594	JC_05746-RA	XP_034833292.1
OG0004595	JC_11020-RA	XP_034834407.1, XP_034834408.1
OG0004596	JC_09242-RA	XP_034827390.1
OG0004597	JC_07829-RA	XP_034832187.1
OG0004598	JC_03106-RA	XP_034830503.1
OG0004599	JC_03105-RA	XP_034830521.1
OG0004600	JC_05156-RA	XP_034829413.1
OG0004601	JC_11096-RA	XP_034832869.1
OG0004602	JC_05158-RA, JC_05157-RA	XP_034829257.1
OG0004603	JC_07834-RA	XP_034831806.1
OG0004604	JC_05160-RA	XP_034829415.1
OG0004605	JC_05163-RA, JC_05162-RA	XP_034829032.1
OG0004606	JC_09099-RA	XP_034829788.1
OG0004607	JC_04978-RA	XP_034824655.1
OG0004608	JC_11010-RA, JC_11009-RA	XP_034834496.1
OG0004609	JC_08509-RA	XP_034837931.1
OG0004610	JC_00841-RA	XP_034838504.1
OG0004611	JC_03091-RA	XP_034830524.1
OG0004612	JC_00196-RA	XP_034840924.1, XP_034840925.1
OG0004613	JC_11826-RA	XP_034828170.1
OG0004614	JC_09233-RA	XP_034827113.1
OG0004615	JC_05744-RA	XP_034833286.1
OG0004616	JC_08512-RA	XP_034840120.1
OG0004617	JC_01646-RA	XP_034839438.1
OG0004618	JC_15412-RA	XP_034837773.1
OG0004619	JC_00192-RA, JC_00191-RA	XP_034824174.1
OG0004620	JC_04231-RA	XP_034840165.1
OG0004621	JC_03082-RA	XP_034830516.1
OG0004622	JC_09101-RA	XP_034829618.1
OG0004623	JC_02857-RA	XP_034825618.1
OG0004624	JC_09221-RA	XP_034826856.1
OG0004625	JC_04234-RA	XP_034840310.1
OG0004626	JC_02852-RA	XP_034825586.1, XP_034825585.1
OG0004627	JC_13486-RA	XP_034825977.1
OG0004628	JC_02851-RA	XP_034825582.1
OG0004629	JC_04317-RA	XP_034840006.1
OG0004630	JC_02849-RA	XP_034825589.1
OG0004631	JC_09102-RA	XP_034829661.1, XP_034829662.1
OG0004632	JC_02848-RA	XP_034825584.1
OG0004633	JC_06576-RA	XP_034828916.1
OG0004634	JC_04377-RA	XP_034840434.1
OG0004635	JC_00173-RA	XP_034840919.1
OG0004636	JC_05167-RA	XP_034829064.1
OG0004637	JC_05169-RA	XP_034829060.1
OG0004638	JC_00869-RA, JC_00867-RA	XP_034830047.1
OG0004639	JC_07243-RA	XP_034831150.1
OG0004641	JC_05171-RA	XP_034829062.1, XP_034829061.1
OG0004643	JC_04371-RA	XP_034840430.1
OG0004644	JC_00872-RA	XP_034830027.1
OG0004645	JC_11845-RA, JC_11844-RA	XP_034827589.1
OG0004646	JC_06568-RA	XP_034828755.1
OG0004647	JC_01717-RA, JC_01718-RA	XP_034839292.1
OG0004648	JC_00875-RA	XP_034839727.1, XP_034830944.1
OG0004649	JC_03078-RA	XP_034830749.1
OG0004650	JC_09121-RA	XP_034830213.1
OG0004651	JC_07866-RA, JC_07865-RA	XP_034832300.1
OG0004653	JC_00163-RA	XP_034841183.1
OG0004654	JC_08521-RA	XP_034828637.1
OG0004655	JC_02835-RA	XP_034825173.1
OG0004656	JC_05174-RA	XP_034829276.1
OG0004657	JC_04996-RA	XP_034824698.1
OG0004658	JC_03071-RA	XP_034830737.1
OG0004659	JC_13484-RA	XP_034825901.1
OG0004660	JC_02834-RA	XP_034825616.1
OG0004661	JC_03064-RA	XP_034830788.1
OG0004662	JC_13482-RA	XP_034826612.1
OG0004663	JC_00154-RA	XP_034841079.1
OG0004664	JC_03062-RA	XP_034830424.1
OG0004665	JC_11269-RA	XP_034832629.1
OG0004666	JC_11865-RA	XP_034827726.1
OG0004667	JC_04356-RA	XP_034839988.1
OG0004669	JC_11867-RA	XP_034827731.1
OG0004670	JC_05741-RA	XP_034833400.1
OG0004671	JC_03057-RA	XP_034830358.1
OG0004672	JC_00151-RA	XP_034841078.1
OG0004673	JC_13477-RA	XP_034826159.1
OG0004674	JC_03055-RA	XP_034830783.1
OG0004675	JC_13474-RA	XP_034826214.1
OG0004676	JC_03048-RA	XP_034830332.1
OG0004677	JC_03045-RA, JC_03046-RA	XP_034830545.1
OG0004678	JC_11876-RA	XP_034828226.1
OG0004679	JC_00891-RA	XP_034838366.1
OG0004680	JC_00894-RA	XP_034832821.1
OG0004681	JC_11877-RA	XP_034828228.1
OG0004682	JC_04336-RA	XP_034839949.1
OG0004683	JC_09118-RA	XP_034830118.1, XP_034830119.1
OG0004685	JC_09184-RA	XP_034826771.1
OG0004686	JC_11884-RA, JC_11886-RA	XP_034828188.1
OG0004687	JC_09185-RA	XP_034826770.1
OG0004689	JC_03038-RA	XP_034830387.1
OG0004690	JC_13466-RA	XP_034826432.1
OG0004691	JC_00898-RA	XP_034831023.1
OG0004692	JC_00900-RA, JC_00901-RA	XP_034831107.1
OG0004693	JC_08530-RA	XP_034840726.1
OG0004694	JC_00902-RA	XP_034831182.1, XP_034831190.1
OG0004695	JC_02826-RA	XP_034825615.1
OG0004696	JC_00905-RA	XP_034831133.1
OG0004697	JC_00906-RA	XP_034831171.1
OG0004699	JC_09133-RA	XP_034830150.1
OG0004701	JC_03034-RA	XP_034830363.1
OG0004702	JC_00914-RA	XP_034831076.1
OG0004703	JC_11892-RA	XP_034828182.1
OG0004704	JC_00916-RA	XP_034831151.1
OG0004705	JC_02822-RA	XP_034825614.1
OG0004706	JC_08531-RA	XP_034824852.1
OG0004707	JC_07887-RA	XP_034831848.1
OG0004708	JC_07891-RA	XP_034831849.1
OG0004709	JC_09141-RA	XP_034830233.1
OG0004710	JC_09145-RA	XP_034830092.1
OG0004711	JC_02811-RA	XP_034824994.1
OG0004712	JC_03030-RA	XP_034830275.1, XP_034830274.1
OG0004713	JC_11901-RA	XP_034828183.1
OG0004714	JC_00117-RA	XP_034823905.1
OG0004715	JC_01706-RA, JC_01705-RA	XP_034839458.1
OG0004716	JC_13440-RA, JC_13439-RA	XP_034826030.1
OG0004718	JC_00927-RA	XP_034838207.1
OG0004719	JC_04326-RA	XP_034840777.1
OG0004720	JC_05059-RA	XP_034824253.1
OG0004721	JC_01709-RA	XP_034839192.1
OG0004723	JC_02810-RA	XP_034825396.1
OG0004724	JC_03017-RA	XP_034830703.1, XP_034830701.1, XP_034830702.1
OG0004725	JC_00932-RA	XP_034834375.1
OG0004727	JC_00941-RA	XP_034833741.1
OG0004729	JC_08624-RA	XP_034829096.1, XP_034829091.1
OG0004730	JC_08618-RA	XP_034829065.1
OG0004731	JC_08616-RA	XP_034831581.1
OG0004732	JC_11569-RA	XP_034827469.1
OG0004733	JC_00092-RA	XP_034841030.1, XP_034841028.1
OG0004734	JC_00955-RA, JC_00957-RA	XP_034837016.1
OG0004735	JC_04292-RA	XP_034839880.1
OG0004736	JC_08611-RA, JC_08612-RA	XP_034831783.1
OG0004737	JC_11573-RA	XP_034828230.1, XP_034828229.1
OG0004738	JC_01686-RA	XP_034839510.1
OG0004739	JC_09166-RA	XP_034829910.1, XP_034829911.1
OG0004740	JC_11581-RA	XP_034827818.1
OG0004741	JC_04280-RA, JC_04279-RA	XP_034839861.1
OG0004742	JC_08603-RA	XP_034832140.1, XP_034827164.1
OG0004743	JC_00080-RA	XP_034840909.1
OG0004745	JC_04268-RA	XP_034840148.1
OG0004746	JC_08597-RA	XP_034840458.1
OG0004748	JC_04265-RA	XP_034840420.1
OG0004749	JC_08596-RA	XP_034832782.1
OG0004750	JC_04264-RA	XP_034840444.1
OG0004751	JC_05063-RA	XP_034824263.1
OG0004752	JC_08588-RA	XP_034826910.1
OG0004753	JC_00071-RA	XP_034841205.1
OG0004754	JC_02974-RA	XP_034830766.1, XP_034830855.1
OG0004755	JC_11602-RA, JC_11604-RA	XP_034827928.1
OG0004756	JC_02977-RA, JC_02976-RA	XP_034830765.1
OG0004757	JC_11603-RA	XP_034827916.1
OG0004758	JC_02982-RA, JC_02981-RA	XP_034830548.1
OG0004759	JC_11618-RA, JC_11619-RA	XP_034827989.1
OG0004760	JC_08575-RA	XP_034825479.1
OG0004762	JC_08574-RA	XP_034824895.1
OG0004763	JC_00985-RA	XP_034837041.1
OG0004764	JC_11627-RA	XP_034827912.1
OG0004765	JC_08569-RA	XP_034833183.1
OG0004766	JC_08568-RA	XP_034828142.1
OG0004767	JC_00033-RA, JC_00029-RA, JC_00036-RA	XP_034841211.1
OG0004768	JC_00990-RA	XP_034835083.1
OG0004769	JC_08558-RA	XP_034833407.1
OG0004770	JC_08552-RA	XP_034834784.1
OG0004771	JC_04243-RA	XP_034840416.1
OG0004772	JC_13360-RA	XP_034826634.1
OG0004773	JC_13358-RA	XP_034825905.1
