Orthogroup	Junonia_coenia	Vanessa_tameamea
OG0004638	JC_00867-RA	XP_026492648.1
OG0004639	JC_07243-RA	XP_026499937.1
OG0004641	JC_05171-RA	XP_026489823.1
OG0004643	JC_04371-RA	XP_026501439.1, XP_026501438.1
OG0004644	JC_00872-RA, JC_00871-RA	XP_026492638.1
OG0004645	JC_11845-RA	XP_026498397.1
OG0004646	JC_06568-RA	XP_026498366.1
OG0004647	JC_01717-RA, JC_01718-RA	XP_026500697.1, XP_026500698.1
OG0004648	JC_00875-RA	XP_026492637.1
OG0004649	JC_03078-RA	XP_026490798.1
OG0004650	JC_09121-RA	XP_026489160.1, XP_026489159.1
OG0004651	JC_07866-RA	XP_026489232.1
OG0004653	JC_00163-RA	XP_026485116.1
OG0004654	JC_08521-RA	XP_026487504.1
OG0004655	JC_02835-RA	XP_026491093.1
OG0004656	JC_05174-RA	XP_026488545.1, XP_026488544.1
OG0004657	JC_04996-RA	XP_026486018.1, XP_026486019.1
OG0004658	JC_03071-RA	XP_026490808.1
OG0004659	JC_13484-RA	XP_026491924.1
OG0004661	JC_03064-RA	XP_026490809.1
OG0004662	JC_13482-RA	XP_026491925.1
OG0004663	JC_00154-RA	XP_026484776.1
OG0004664	JC_03062-RA	XP_026490804.1
OG0004665	JC_11269-RA	XP_026493852.1
OG0004666	JC_11865-RA	XP_026498378.1
OG0004667	JC_04356-RA	XP_026501424.1
OG0004669	JC_11867-RA	XP_026498388.1
OG0004670	JC_05741-RA	XP_026493243.1
OG0004671	JC_03057-RA	XP_026490901.1
OG0004672	JC_00151-RA	XP_026484734.1
OG0004673	JC_13477-RA	XP_026491989.1
OG0004674	JC_03055-RA	XP_026490909.1
OG0004675	JC_13474-RA	XP_026491994.1
OG0004676	JC_03048-RA	XP_026490897.1
OG0004677	JC_03046-RA	XP_026490886.1
OG0004678	JC_11876-RA	XP_026498370.1
OG0004679	JC_00891-RA	XP_026492593.1, XP_026492594.1
OG0004680	JC_00894-RA, JC_00895-RA	XP_026492585.1
OG0004681	JC_11877-RA	XP_026498372.1, XP_026498371.1
OG0004682	JC_04336-RA	XP_026501623.1, XP_026501624.1
OG0004683	JC_09118-RA	XP_026489194.1
OG0004684	JC_07263-RA	XP_026499946.1, XP_026499944.1
OG0004685	JC_09184-RA	XP_026486440.1
OG0004686	JC_11886-RA	XP_026487119.1
OG0004687	JC_09185-RA	XP_026486473.1
OG0004688	JC_07265-RA	XP_026499921.1
OG0004689	JC_03038-RA	XP_026487001.1
OG0004690	JC_13466-RA	XP_026491988.1
OG0004691	JC_00898-RA	XP_026492584.1
OG0004692	JC_00900-RA, JC_00901-RA	XP_026492649.1
OG0004693	JC_08530-RA	XP_026488772.1
OG0004694	JC_00902-RA	XP_026492615.1
OG0004695	JC_02826-RA	XP_026491508.1
OG0004696	JC_00905-RA	XP_026492730.1, XP_026492731.1
OG0004697	JC_00906-RA	XP_026492733.1
OG0004699	JC_09133-RA	XP_026489186.1
OG0004701	JC_03034-RA	XP_026486995.1
OG0004702	JC_00914-RA	XP_026492696.1, XP_026492695.1
OG0004703	JC_11892-RA	XP_026487109.1
OG0004704	JC_00916-RA	XP_026492698.1
OG0004705	JC_02822-RA	XP_026491482.1
OG0004706	JC_08531-RA	XP_026488780.1
OG0004707	JC_07887-RA	XP_026483232.1
OG0004708	JC_07891-RA, JC_07889-RA	XP_026483224.1
OG0004709	JC_09142-RA, JC_09141-RA	XP_026489143.1
OG0004710	JC_09145-RA	XP_026489147.1
OG0004711	JC_02811-RA	XP_026491362.1
OG0004712	JC_03030-RA	XP_026488123.1
OG0004713	JC_11901-RA	XP_026487126.1
OG0004714	JC_00117-RA	XP_026484659.1, XP_026484660.1
OG0004715	JC_01706-RA, JC_01705-RA	XP_026500731.1
OG0004716	JC_13440-RA	XP_026491867.1
OG0004718	JC_00927-RA, JC_15832-RA	XP_026497146.1
OG0004719	JC_04326-RA	XP_026501539.1, XP_026501538.1
OG0004720	JC_05059-RA	XP_026486021.1
OG0004721	JC_01709-RA	XP_026500690.1, XP_026500689.1
OG0004723	JC_02810-RA	XP_026491377.1
OG0004724	JC_03017-RA	XP_026488130.1
OG0004725	JC_00932-RA	XP_026497078.1
OG0004726	JC_00939-RA	XP_026497077.1
OG0004727	JC_00941-RA	XP_026497117.1
OG0004729	JC_08624-RA	XP_026490558.1, XP_026490559.1
OG0004730	JC_08618-RA	XP_026490499.1, XP_026490500.1
OG0004731	JC_08616-RA	XP_026490454.1
OG0004732	JC_11569-RA	XP_026488583.1
OG0004733	JC_00092-RA	XP_026484513.1
OG0004734	JC_00955-RA, JC_00957-RA	XP_026497070.1
OG0004735	JC_04292-RA	XP_026501502.1, XP_026501501.1
OG0004736	JC_08611-RA, JC_08612-RA	XP_026490458.1
OG0004737	JC_11573-RA	XP_026488586.1
OG0004738	JC_01689-RA	XP_026500676.1
OG0004739	JC_09166-RA	XP_026489156.1
OG0004740	JC_11581-RA	XP_026501334.1
OG0004741	JC_04280-RA	XP_026501498.1
OG0004742	JC_08603-RA	XP_026490527.1
OG0004743	JC_00080-RA	XP_026485175.1
OG0004744	JC_00077-RA	XP_026485048.1
OG0004745	JC_04268-RA	XP_026501444.1, XP_026501443.1
OG0004746	JC_08597-RA	XP_026490536.1
OG0004748	JC_04265-RA	XP_026501442.1
OG0004749	JC_08596-RA	XP_026490524.1
OG0004750	JC_04264-RA	XP_026501435.1
OG0004751	JC_05063-RA	XP_026486255.1
OG0004752	JC_08588-RA	XP_026490468.1
OG0004753	JC_00071-RA	XP_026484454.1
OG0004754	JC_02974-RA	XP_026486646.1
OG0004755	JC_11602-RA, JC_11604-RA	XP_026501306.1
OG0004756	JC_02977-RA, JC_02976-RA	XP_026486647.1
OG0004757	JC_11603-RA	XP_026501305.1
OG0004758	JC_02982-RA, JC_02981-RA	XP_026486637.1
OG0004759	JC_11618-RA, JC_11619-RA	XP_026501335.1
OG0004760	JC_08575-RA	XP_026490475.1
OG0004762	JC_08574-RA	XP_026490470.1
OG0004763	JC_00985-RA, JC_00984-RA	XP_026497127.1
OG0004764	JC_11627-RA	XP_026501293.1
OG0004765	JC_08569-RA	XP_026490495.1
OG0004766	JC_08568-RA	XP_026490447.1
OG0004767	JC_00033-RA, JC_00029-RA, JC_00036-RA	XP_026484628.1
OG0004768	JC_00990-RA	XP_026497082.1, XP_026497081.1
OG0004769	JC_08558-RA	XP_026490523.1
OG0004770	JC_08552-RA	XP_026490510.1
OG0004771	JC_04243-RA	XP_026501427.1
OG0004772	JC_13360-RA	XP_026491887.1
OG0004773	JC_13358-RA	XP_026491889.1
OG0004774	JC_13305-RA, JC_02757-RA	XP_026498668.1
OG0004775	JC_01734-RA	XP_026498585.1
OG0004776	JC_13339-RA	XP_026500073.1
OG0004777	JC_00015-RA	XP_026484815.1
OG0004781	JC_13341-RA, JC_13342-RA	XP_026500076.1
OG0004782	JC_01749-RA	XP_026490465.1, XP_026490456.1
OG0004783	JC_01756-RA	XP_026490355.1
OG0004784	JC_01759-RA	XP_026500760.1, XP_026500759.1
OG0004785	JC_01763-RA	XP_026500681.1, XP_026500682.1
OG0004786	JC_01034-RA	XP_026496575.1
OG0004787	JC_01116-RA	XP_026494761.1
OG0004788	JC_01784-RA, JC_01783-RA	XP_026500635.1
OG0004790	JC_01787-RA	XP_026500744.1
OG0004791	JC_01788-RA	XP_026500743.1
OG0004793	JC_15713-RA	XP_026486738.1
OG0004796	JC_16449-RA	XP_026483119.1
OG0004798	JC_16113-RA	XP_026483671.1
OG0004800	JC_10078-RA	XP_026495281.1, XP_026495290.1
OG0004802	JC_14787-RA	XP_026498754.1
OG0004803	JC_15440-RA	XP_026501766.1, XP_026501767.1
OG0004804	JC_09866-RA	XP_026493719.1
OG0004805	JC_00144-RA	XP_026484746.1
OG0004806	JC_05787-RA	XP_026493340.1
OG0004807	JC_01079-RA	XP_026496586.1, XP_026496585.1
OG0004809	JC_07904-RA, JC_07903-RA	XP_026486507.1
OG0004810	JC_01119-RA	XP_026494729.1
OG0004811	JC_01682-RA	XP_026498490.1
OG0004812	JC_09384-RA	XP_026483315.1
OG0004813	JC_11299-RA	XP_026493999.1
OG0004814	JC_04240-RA	XP_026501429.1
OG0004815	JC_02791-RA	XP_026491372.1
OG0004816	JC_03674-RA, JC_03672-RA, JC_03673-RA	XP_026489946.1
OG0004817	JC_15533-RA	XP_026501689.1
OG0004818	JC_03245-RA	XP_026488487.1
OG0004819	JC_08847-RA	XP_026496824.1, XP_026496825.1, XP_026496823.1
OG0004821	JC_02929-RA	XP_026491602.1
OG0004822	JC_02820-RA	XP_026491367.1
OG0004825	JC_07738-RA	XP_026499779.1, XP_026499778.1
OG0004826	JC_11237-RA	XP_026493900.1
OG0004827	JC_04411-RA	XP_026490031.1
OG0004828	JC_00565-RA	XP_026484416.1, XP_026484417.1
OG0004829	JC_01278-RA	XP_026493717.1
OG0004830	JC_03192-RA, JC_03193-RA	XP_026488234.1
OG0004831	JC_08459-RA	XP_026487807.1
OG0004832	JC_08481-RA	XP_026487519.1
OG0004836	JC_02445-RA, JC_02446-RA, JC_02447-RA	XP_026491032.1
OG0004849	JC_14863-RA	XP_026498837.1
OG0004850	JC_06871-RA	XP_026499059.1
OG0004851	JC_02313-RA	XP_026499311.1
OG0004852	JC_14044-RA	XP_026490400.1
OG0004853	JC_14864-RA	XP_026498843.1
OG0004855	JC_03638-RA	XP_026489956.1
OG0004856	JC_14045-RA	XP_026490393.1
OG0004858	JC_05611-RA, JC_05610-RA, JC_05609-RA	XP_026496438.1
OG0004859	JC_05607-RA	XP_026496249.1
OG0004861	JC_15583-RA	XP_026492904.1
OG0004862	JC_13123-RA	XP_026497440.1
OG0004863	JC_02142-RA	XP_026500596.1
OG0004864	JC_08645-RA	XP_026484286.1
OG0004865	JC_14832-RA	XP_026498765.1
OG0004866	JC_05676-RA	XP_026493536.1
OG0004867	JC_17074-RA	XP_026499512.1
OG0004868	JC_07907-RA	XP_026489286.1
OG0004869	JC_13125-RA	XP_026497536.1
OG0004870	JC_14833-RA	XP_026498771.1
OG0004871	JC_00693-RA	XP_026484837.1
OG0004872	JC_05678-RA	XP_026493537.1
OG0004873	JC_15582-RA	XP_026492929.1
OG0004874	JC_04413-RA	XP_026490038.1
OG0004875	JC_05597-RA	XP_026496415.1
OG0004877	JC_14658-RA	XP_026496891.1
OG0004878	JC_02141-RA	XP_026500566.1
OG0004879	JC_05682-RA	XP_026493096.1
OG0004880	JC_17052-RA	XP_026486759.1
OG0004881	JC_09700-RA	XP_026491932.1
OG0004882	JC_10458-RA	XP_026500983.1
OG0004883	JC_06340-RA	XP_026485651.1
OG0004884	JC_05683-RA	XP_026493097.1
OG0004885	JC_05595-RA	XP_026496419.1
OG0004886	JC_07913-RA	XP_026489317.1
OG0004887	JC_04415-RA	XP_026490036.1
OG0004888	JC_10460-RA	XP_026501019.1
OG0004889	JC_05685-RA	XP_026493093.1
OG0004890	JC_08672-RA	XP_026496188.1
OG0004891	JC_07356-RA	XP_026492121.1
OG0004892	JC_09702-RA	XP_026500205.1
OG0004894	JC_10272-RA	XP_026494788.1
OG0004895	JC_10464-RA	XP_026501009.1
OG0004896	JC_01901-RA	XP_026500806.1
OG0004897	JC_06691-RA	XP_026487262.1
OG0004898	JC_03643-RA	XP_026489993.1
OG0004899	JC_04418-RA	XP_026490152.1
OG0004900	JC_06330-RA	XP_026485577.1
OG0004901	JC_03514-RA	XP_026498998.1
OG0004902	JC_05585-RA	XP_026496281.1
OG0004904	JC_07351-RA	XP_026492122.1
OG0004905	JC_12817-RA	XP_026490963.1
OG0004906	JC_16176-RA	XP_026483479.1
OG0004907	JC_15222-RA	XP_026483901.1
OG0004908	JC_02217-RA	XP_026500809.1
OG0004909	JC_09707-RA	XP_026501751.1
OG0004910	JC_13131-RA	XP_026497419.1
OG0004911	JC_13132-RA	XP_026497276.1
OG0004912	JC_06328-RA	XP_026485573.1
OG0004913	JC_15221-RA	XP_026483889.1
OG0004914	JC_15220-RA	XP_026483912.1
OG0004915	JC_06327-RA	XP_026485578.1
OG0004916	JC_04424-RA	XP_026490115.1
OG0004917	JC_16190-RA	XP_026483431.1
OG0004918	JC_03520-RA	XP_026499011.1
OG0004919	JC_16189-RA	XP_026483398.1
OG0004920	JC_03523-RA	XP_026499010.1
OG0004921	JC_04425-RA	XP_026490103.1
OG0004922	JC_04426-RA	XP_026490111.1
OG0004923	JC_10468-RA	XP_026500995.1
OG0004925	JC_13136-RA	XP_026497337.1
OG0004926	JC_10271-RA	XP_026494875.1
OG0004927	JC_01615-RA	XP_026487101.1
OG0004928	JC_05690-RA	XP_026493327.1
OG0004929	JC_13137-RA	XP_026497338.1
OG0004930	JC_10270-RA	XP_026494824.1
OG0004931	JC_10269-RA	XP_026494456.1
OG0004933	JC_16183-RA	XP_026483424.1
OG0004934	JC_14980-RA	XP_026492434.1
OG0004935	JC_05580-RA	XP_026496253.1
OG0004936	JC_10267-RA	XP_026493936.1
OG0004937	JC_11483-RA	XP_026498004.1
OG0004938	JC_16181-RA, JC_16182-RA	XP_026483414.1
OG0004939	JC_08670-RA	XP_026496174.1
OG0004940	JC_14637-RA	XP_026485240.1
OG0004941	JC_15579-RA	XP_026492889.1
OG0004942	JC_06694-RA	XP_026487219.1
OG0004943	JC_14982-RA	XP_026492419.1
OG0004944	JC_03526-RA	XP_026499018.1
OG0004945	JC_13119-RA	XP_026497369.1
OG0004946	JC_02414-RA	XP_026491242.1
OG0004947	JC_07337-RA	XP_026492135.1
OG0004948	JC_09725-RA	XP_026498820.1
OG0004949	JC_04441-RA	XP_026490104.1
OG0004950	JC_14985-RA	XP_026492438.1
OG0004951	JC_17179-RA	XP_026496444.1
OG0004952	JC_03530-RA	XP_026499019.1
OG0004953	JC_08665-RA	XP_026496170.1
OG0004954	JC_04440-RA	XP_026490107.1
OG0004955	JC_03654-RA	XP_026489900.1
OG0004956	JC_07336-RA	XP_026492106.1
OG0004957	JC_08664-RA	XP_026496187.1
OG0004958	JC_04438-RA	XP_026490108.1
OG0004959	JC_03653-RA	XP_026489923.1
OG0004960	JC_03652-RA	XP_026489957.1
OG0004961	JC_01896-RA	XP_026500816.1
OG0004962	JC_04437-RA	XP_026490109.1
OG0004963	JC_01616-RA	XP_026498783.1
OG0004964	JC_06698-RA	XP_026487268.1
OG0004965	JC_04348-RA	XP_026501483.1
OG0004966	JC_15055-RA	XP_026499429.1
OG0004968	JC_05569-RA	XP_026488523.1
OG0004969	JC_01945-RA	XP_026500280.1
OG0004970	JC_06316-RA	XP_026485635.1
OG0004971	JC_16222-RA	XP_026483412.1
OG0004972	JC_09731-RA	XP_026500925.1
OG0004973	JC_13154-RA	XP_026497326.1
OG0004974	JC_16223-RA	XP_026483400.1
OG0004975	JC_05567-RA	XP_026488529.1
OG0004976	JC_14616-RA	XP_026485231.1
OG0004977	JC_05566-RA	XP_026488528.1
OG0004978	JC_01961-RA	XP_026500298.1
OG0004979	JC_05564-RA	XP_026488530.1
OG0004980	JC_09733-RA	XP_026500919.1
OG0004981	JC_06312-RA	XP_026485330.1
OG0004982	JC_10473-RA	XP_026501028.1
OG0004983	JC_15573-RA	XP_026485678.1
OG0004984	JC_00724-RA	XP_026501079.1
OG0004985	JC_10474-RA	XP_026500971.1
OG0004986	JC_08663-RA	XP_026496173.1
OG0004987	JC_10475-RA	XP_026501006.1
OG0004988	JC_06305-RA	XP_026485595.1
OG0004989	JC_10476-RA	XP_026501012.1
OG0004990	JC_09740-RA	XP_026500912.1
OG0004991	JC_13107-RA	XP_026497360.1
OG0004992	JC_10478-RA	XP_026501040.1
OG0004993	JC_06704-RA	XP_026487269.1
OG0004994	JC_07323-RA	XP_026492131.1
OG0004995	JC_06705-RA	XP_026487289.1
OG0004996	JC_07927-RA	XP_026489340.1
OG0004997	JC_07928-RA	XP_026489341.1
OG0004998	JC_05561-RA	XP_026488504.1
OG0004999	JC_17167-RA	XP_026496097.1, XP_026496622.1
OG0005000	JC_14613-RA	XP_026485257.1
OG0005001	JC_08661-RA, JC_08659-RA	XP_026496167.1
OG0005002	JC_06708-RA	XP_026487260.1
OG0005003	JC_06707-RA	XP_026487257.1
OG0005004	JC_14609-RA	XP_026485226.1
OG0005005	JC_06709-RA	XP_026487255.1
OG0005006	JC_06712-RA	XP_026487246.1
OG0005007	JC_07930-RA	XP_026489240.1
OG0005008	JC_09742-RA	XP_026500907.1
OG0005009	JC_15561-RA	XP_026485667.1
OG0005010	JC_06711-RA	XP_026487297.1
OG0005012	JC_02395-RA	XP_026491047.1
OG0005013	JC_17156-RA	XP_026483604.1
OG0005014	JC_15212-RA	XP_026483909.1, XP_026483910.1
OG0005015	JC_02390-RA	XP_026491048.1
OG0005016	JC_14604-RA	XP_026485234.1
OG0005017	JC_15213-RA	XP_026483907.1
OG0005018	JC_15051-RA	XP_026499424.1
OG0005019	JC_03542-RA	XP_026499039.1
OG0005020	JC_10480-RA	XP_026500984.1
OG0005021	JC_10482-RA	XP_026500986.1
OG0005022	JC_03543-RA	XP_026499041.1
OG0005023	JC_10484-RA	XP_026500993.1
OG0005024	JC_03544-RA	XP_026499037.1
OG0005025	JC_02386-RA	XP_026491731.1
OG0005026	JC_03545-RA	XP_026499042.1
OG0005027	JC_09748-RA	XP_026500918.1
OG0005028	JC_02385-RA	XP_026491733.1
OG0005029	JC_02384-RA	XP_026491729.1
OG0005030	JC_15210-RA	XP_026483908.1
OG0005031	JC_15046-RA	XP_026499427.1
OG0005032	JC_10488-RA	XP_026500988.1
OG0005033	JC_10489-RA	XP_026501008.1
OG0005034	JC_00721-RA	XP_026501220.1
OG0005035	JC_10490-RA	XP_026500964.1
OG0005037	JC_13165-RA	XP_026497336.1
OG0005038	JC_13166-RA	XP_026497333.1
OG0005039	JC_15557-RA	XP_026499489.1
OG0005040	JC_02383-RA	XP_026491326.1
OG0005041	JC_17160-RA	XP_026500929.1
OG0005042	JC_07934-RA	XP_026489272.1
OG0005043	JC_14062-RA	XP_026492517.1
OG0005044	JC_14593-RA	XP_026489868.1
OG0005046	JC_02381-RA	XP_026491330.1, XP_026491329.1
OG0005047	JC_14592-RA	XP_026489870.1
OG0005048	JC_02380-RA	XP_026491148.1
OG0005049	JC_14591-RA	XP_026489869.1
OG0005050	JC_15208-RA	XP_026484009.1
OG0005052	JC_14590-RA	XP_026489872.1
OG0005053	JC_13019-RA	XP_026500122.1
OG0005054	JC_13018-RA	XP_026500178.1
OG0005055	JC_08658-RA	XP_026496168.1
OG0005056	JC_03648-RA	XP_026489942.1
OG0005057	JC_10491-RA	XP_026500972.1
OG0005058	JC_04255-RA	XP_026501473.1
OG0005059	JC_00715-RA	XP_026501109.1
OG0005060	JC_14070-RA	XP_026495776.1
OG0005061	JC_07304-RA	XP_026492234.1
OG0005062	JC_04452-RA	XP_026490067.1
OG0005063	JC_02372-RA	XP_026491439.1
OG0005064	JC_10274-RA	XP_026491343.1
OG0005065	JC_15037-RA	XP_026499440.1
OG0005066	JC_13015-RA	XP_026500242.1
OG0005067	JC_15206-RA	XP_026484171.1
OG0005068	JC_15204-RA	XP_026484169.1
OG0005069	JC_13013-RA	XP_026500241.1
OG0005070	JC_10276-RA	XP_026495112.1
OG0005071	JC_06752-RA	XP_026487272.1
OG0005072	JC_03656-RA	XP_026489998.1
OG0005073	JC_06754-RA	XP_026487231.1
OG0005075	JC_10278-RA	XP_026495080.1
OG0005077	JC_03557-RA	XP_026498988.1
OG0005078	JC_15202-RA	XP_026484167.1
OG0005079	JC_07284-RA	XP_026492304.1
OG0005080	JC_02368-RA	XP_026491037.1
OG0005081	JC_07942-RA	XP_026489315.1
OG0005083	JC_14095-RA	XP_026496117.1
OG0005084	JC_07943-RA	XP_026489313.1
OG0005085	JC_16710-RA	XP_026483086.1
OG0005086	JC_10280-RA	XP_026495257.1
OG0005087	JC_10281-RA	XP_026495246.1
OG0005088	JC_10495-RA	XP_026501032.1
OG0005089	JC_15543-RA	XP_026501685.1
OG0005090	JC_03558-RA	XP_026498986.1
OG0005091	JC_10494-RA	XP_026501037.1
OG0005092	JC_10496-RA	XP_026500966.1
OG0005093	JC_03559-RA	XP_026498974.1
OG0005094	JC_13007-RA	XP_026500256.1
OG0005095	JC_15542-RA	XP_026501687.1
OG0005097	JC_06757-RA	XP_026487240.1
OG0005098	JC_06758-RA	XP_026487228.1
OG0005099	JC_03657-RA	XP_026489985.1
OG0005100	JC_10497-RA	XP_026501026.1
OG0005101	JC_10498-RA	XP_026501023.1
OG0005102	JC_10285-RA	XP_026492587.1
OG0005103	JC_05659-RA	XP_026493061.1
OG0005104	JC_06759-RA	XP_026487234.1
OG0005105	JC_01595-RA, JC_17233-RA	XP_026487059.1
OG0005106	JC_10501-RA, JC_10500-RA	XP_026501025.1
OG0005107	JC_13003-RA	XP_026500204.1
OG0005108	JC_16199-RA	XP_026483333.1
OG0005109	JC_06766-RA	XP_026487239.1
OG0005110	JC_01655-RA	XP_026500627.1
OG0005111	JC_16200-RA	XP_026483338.1
OG0005112	JC_10503-RA	XP_026501013.1
OG0005113	JC_13002-RA	XP_026500217.1
OG0005114	JC_16202-RA	XP_026483332.1
OG0005115	JC_13000-RA	XP_026500182.1
OG0005116	JC_10505-RA	XP_026501016.1
OG0005117	JC_05542-RA	XP_026496363.1
OG0005118	JC_05537-RA	XP_026496318.1
OG0005119	JC_07951-RA	XP_026489307.1
OG0005120	JC_05536-RA	XP_026496323.1
OG0005121	JC_07952-RA	XP_026489289.1
OG0005122	JC_05535-RA	XP_026496287.1
OG0005123	JC_09751-RA	XP_026484070.1
OG0005124	JC_15189-RA	XP_026484074.1
OG0005125	JC_12997-RA	XP_026500235.1
OG0005126	JC_14572-RA	XP_026499989.1
OG0005127	JC_14570-RA	XP_026499987.1
OG0005128	JC_16718-RA	XP_026483117.1
OG0005129	JC_07956-RA	XP_026489322.1
OG0005130	JC_01592-RA	XP_026487006.1
OG0005131	JC_05533-RA	XP_026496263.1
OG0005132	JC_04460-RA	XP_026490072.1
OG0005133	JC_03563-RA	XP_026498964.1
OG0005134	JC_17092-RA	XP_026499841.1, XP_026498222.1
OG0005136	JC_04461-RA	XP_026490077.1
OG0005137	JC_07359-RA	XP_026492130.1
OG0005138	JC_07360-RA	XP_026492103.1
OG0005139	JC_05532-RA	XP_026496254.1
OG0005140	JC_17094-RA	XP_026499491.1
OG0005141	JC_09752-RA	XP_026484139.1
OG0005142	JC_07959-RA	XP_026489318.1
OG0005143	JC_05531-RA	XP_026496267.1
OG0005144	JC_09753-RA	XP_026484058.1
OG0005145	JC_07960-RA	XP_026489244.1
OG0005146	JC_10289-RA	XP_026492941.1
OG0005147	JC_03661-RA	XP_026489922.1
OG0005148	JC_00733-RA	XP_026501215.1
OG0005149	JC_07362-RA	XP_026492138.1
OG0005150	JC_03663-RA	XP_026490003.1
OG0005151	JC_07962-RA	XP_026489241.1
OG0005152	JC_07363-RA	XP_026492124.1
OG0005153	JC_09756-RA	XP_026484126.1
OG0005154	JC_11522-RA	XP_026487944.1
OG0005155	JC_12795-RA	XP_026491026.1
OG0005156	JC_02278-RA	XP_026500485.1
OG0005157	JC_01588-RA	XP_026487057.1
OG0005158	JC_12793-RA	XP_026490973.1
OG0005159	JC_03668-RA	XP_026489995.1
OG0005160	JC_01586-RA	XP_026487050.1
OG0005161	JC_11526-RA	XP_026487968.1
OG0005162	JC_09762-RA	XP_026489858.1
OG0005163	JC_02280-RA	XP_026500515.1
OG0005164	JC_02362-RA	XP_026491196.1
OG0005165	JC_09761-RA	XP_026489976.1
OG0005166	JC_07964-RA	XP_026489288.1
OG0005167	JC_03669-RA	XP_026490009.1
OG0005168	JC_02360-RA	XP_026491828.1
OG0005169	JC_00736-RA	XP_026501235.1
OG0005170	JC_02358-RA	XP_026491208.1
OG0005171	JC_16729-RA	XP_026500952.1
OG0005172	JC_00739-RA	XP_026501191.1
OG0005174	JC_12786-RA	XP_026491017.1
OG0005176	JC_01584-RA	XP_026487048.1
OG0005177	JC_15180-RA	XP_026483914.1
OG0005178	JC_14096-RA	XP_026490167.1
OG0005179	JC_12784-RA	XP_026491022.1
OG0005181	JC_08651-RA	XP_026501061.1
OG0005182	JC_09768-RA	XP_026483076.1
OG0005184	JC_09770-RA	XP_026488525.1
OG0005186	JC_15517-RA	XP_026501696.1
OG0005188	JC_06075-RA	XP_026500359.1
OG0005190	JC_15025-RA	XP_026487151.1, XP_026487150.1
OG0005191	JC_16161-RA	XP_026483494.1
OG0005192	JC_09775-RA	XP_026483323.1, XP_026483404.1
OG0005193	JC_11543-RA	XP_026487959.1
OG0005194	JC_06780-RA	XP_026487283.1
OG0005195	JC_10524-RA	XP_026501003.1
OG0005196	JC_11544-RA	XP_026487962.1
OG0005197	JC_01574-RA	XP_026487032.1
OG0005198	JC_16162-RA	XP_026483490.1, XP_026483489.1
OG0005199	JC_06783-RA	XP_026487265.1
OG0005200	JC_10296-RA	XP_026490589.1
OG0005201	JC_06784-RA	XP_026487302.1
OG0005202	JC_10526-RA	XP_026500974.1
OG0005203	JC_00752-RA	XP_026501172.1
OG0005204	JC_00753-RA	XP_026501174.1
OG0005205	JC_12431-RA	XP_026494208.1
OG0005207	JC_06083-RA	XP_026500370.1
OG0005208	JC_17107-RA	XP_026486435.1
OG0005209	JC_03680-RA	XP_026489904.1
OG0005210	JC_06786-RA	XP_026487301.1
OG0005211	JC_01572-RA	XP_026487077.1
OG0005212	JC_01570-RA	XP_026487067.1
OG0005213	JC_11549-RA	XP_026487953.1
OG0005214	JC_16738-RA	XP_026500959.1
OG0005215	JC_01568-RA	XP_026487065.1
OG0005216	JC_00756-RA	XP_026501167.1
OG0005217	JC_17111-RA	XP_026486433.1
OG0005218	JC_17112-RA	XP_026486431.1
OG0005219	JC_03681-RA	XP_026489906.1
OG0005220	JC_06791-RA, JC_06792-RA	XP_026487300.1
OG0005221	JC_06087-RA	XP_026500339.1
OG0005222	JC_03570-RA	XP_026498993.1
OG0005223	JC_10303-RA	XP_026490611.1
OG0005224	JC_14562-RA	XP_026500082.1
OG0005225	JC_04469-RA	XP_026490069.1
OG0005226	JC_02351-RA	XP_026491303.1
OG0005227	JC_06088-RA	XP_026500320.1, XP_026500319.1
OG0005228	JC_02349-RA	XP_026491512.1
OG0005229	JC_04470-RA	XP_026490083.1
OG0005230	JC_11447-RA	XP_026500897.1
OG0005231	JC_06794-RA	XP_026487244.1
OG0005232	JC_02284-RA	XP_026500437.1
OG0005233	JC_11445-RA	XP_026498410.1, XP_026499320.1
OG0005234	JC_04474-RA	XP_026490079.1
OG0005235	JC_10545-RA	XP_026495747.1
OG0005236	JC_08679-RA	XP_026496172.1
OG0005237	JC_08680-RA	XP_026496171.1
OG0005238	JC_04475-RA	XP_026490080.1
OG0005239	JC_12421-RA	XP_026500942.1
OG0005240	JC_10546-RA	XP_026495719.1
OG0005241	JC_04477-RA	XP_026490076.1
OG0005242	JC_16586-RA	XP_026496083.1
OG0005243	JC_00762-RA	XP_026501166.1
OG0005244	JC_00764-RA	XP_026501150.1
OG0005245	JC_04479-RA	XP_026490048.1
OG0005246	JC_12420-RA	XP_026500948.1
OG0005247	JC_05523-RA	XP_026496295.1
OG0005248	JC_04480-RA	XP_026490082.1
OG0005249	JC_05522-RA	XP_026496351.1
OG0005250	JC_04485-RA	XP_026490050.1
OG0005251	JC_16249-RA	XP_026483346.1
OG0005252	JC_03602-RA	XP_026488103.1
OG0005253	JC_00770-RA	XP_026501157.1
OG0005254	JC_16580-RA	XP_026496006.1
OG0005255	JC_07844-RA	XP_026488171.1
OG0005256	JC_08683-RA	XP_026496175.1
OG0005257	JC_15588-RA	XP_026492920.1
OG0005258	JC_03606-RA	XP_026488094.1
OG0005259	JC_00771-RA	XP_026501099.1
