Orthogroup	Junonia_coenia	Pararge_aegeria
OG0005509	JC_10614-RA	XP_039756356.1
OG0005510	JC_12942-RA	XP_039759849.1
OG0005511	JC_16294-RA	XP_039752446.1
OG0005512	JC_06173-RA	XP_039750589.1
OG0005513	JC_12940-RA	XP_039759850.1
OG0005514	JC_08732-RA	XP_039749907.1
OG0005515	JC_12936-RA	XP_039760244.1
OG0005516	JC_03580-RA	XP_039754311.1
OG0005517	JC_10619-RA	XP_039756310.1
OG0005518	JC_09810-RA	XP_039751155.1
OG0005519	JC_08734-RA	XP_039749908.1
OG0005520	JC_02235-RA	XP_039763819.1
OG0005521	JC_01510-RA	XP_039754991.1
OG0005522	JC_12935-RA	XP_039760361.1
OG0005523	JC_03738-RA	XP_039746998.1
OG0005524	JC_06176-RA	XP_039750668.1
OG0005525	JC_01508-RA	XP_039756703.1
OG0005526	JC_16306-RA	XP_039752612.1
OG0005527	JC_02234-RA	XP_039764032.1
OG0005528	JC_10620-RA	XP_039756055.1
OG0005529	JC_16593-RA	XP_039762769.1
OG0005530	JC_12527-RA	XP_039757954.1
OG0005531	JC_12525-RA	XP_039757738.1
OG0005532	JC_06177-RA	XP_039750669.1
OG0005533	JC_12523-RA	XP_039757809.1
OG0005534	JC_12522-RA	XP_039757508.1
OG0005535	JC_06186-RA	XP_039750583.1
OG0005536	JC_10621-RA	XP_039756516.1
OG0005537	JC_13053-RA	XP_039759735.1
OG0005538	JC_06185-RA	XP_039750584.1
OG0005539	JC_14424-RA	XP_039747816.1
OG0005540	JC_06184-RA	XP_039750690.1
OG0005541	JC_11376-RA	XP_039757088.1
OG0005542	JC_06182-RA	XP_039750615.1
OG0005543	JC_16407-RA	XP_039752556.1
OG0005544	JC_03745-RA	XP_039746887.1
OG0005545	JC_12518-RA	XP_039757464.1
OG0005546	JC_12517-RA	XP_039757463.1
OG0005547	JC_10627-RA	XP_039756652.1
OG0005548	JC_14035-RA	XP_039747613.1
OG0005549	JC_06188-RA	XP_039750626.1
OG0005550	JC_06189-RA	XP_039750665.1
OG0005551	JC_10178-RA	XP_039759518.1
OG0005552	JC_12925-RA	XP_039760363.1
OG0005553	JC_01505-RA	XP_039760136.1
OG0005554	JC_12509-RA	XP_039757654.1
OG0005555	JC_01504-RA	XP_039756029.1
OG0005556	JC_14421-RA	XP_039746115.1
OG0005557	JC_09696-RA	XP_039751690.1
OG0005558	JC_09695-RA	XP_039751308.1
OG0005559	JC_09694-RA	XP_039751309.1
OG0005560	JC_12506-RA	XP_039757471.1
OG0005561	JC_08739-RA	XP_039750056.1
OG0005562	JC_12917-RA	XP_039760219.1
OG0005563	JC_06193-RA	XP_039750882.1
OG0005564	JC_12916-RA	XP_039759742.1
OG0005565	JC_01501-RA	XP_039757919.1
OG0005566	JC_12505-RA	XP_039757560.1
OG0005567	JC_12504-RA	XP_039757562.1
OG0005568	JC_00705-RA	XP_039765840.1
OG0005569	JC_12499-RA	XP_039757849.1
OG0005570	JC_06198-RA	XP_039750859.1
OG0005571	JC_03574-RA	XP_039754142.1
OG0005572	JC_16682-RA	XP_039762968.1
OG0005573	JC_12496-RA	XP_039757774.1
OG0005574	JC_12495-RA	XP_039757640.1
OG0005575	JC_16392-RA	XP_039751867.1
OG0005576	JC_06202-RA	XP_039750721.1
OG0005577	JC_06203-RA	XP_039750612.1
OG0005578	JC_14839-RA	XP_039760781.1
OG0005579	JC_09685-RA	XP_039751170.1
OG0005580	JC_11373-RA	XP_039756840.1
OG0005581	JC_16094-RA	XP_039748231.1
OG0005582	JC_12491-RA	XP_039758055.1
OG0005583	JC_16391-RA	XP_039752476.1
OG0005584	JC_12904-RA	XP_039759739.1
OG0005586	JC_17037-RA	XP_039762448.1
OG0005587	JC_12490-RA	XP_039758031.1
OG0005588	JC_12902-RA	XP_039759740.1
OG0005589	JC_06206-RA	XP_039750601.1
OG0005590	JC_08743-RA	XP_039749865.1
OG0005591	JC_12489-RA	XP_039757541.1
OG0005592	JC_08008-RA	XP_039764752.1
OG0005593	JC_08007-RA	XP_039764882.1
OG0005594	JC_12901-RA	XP_039759938.1
OG0005595	JC_09681-RA	XP_039751169.1
OG0005596	JC_10176-RA	XP_039759354.1
OG0005597	JC_12899-RA	XP_039760167.1
OG0005599	JC_16080-RA	XP_039748259.1
OG0005600	JC_06836-RA	XP_039755809.1
OG0005601	JC_03751-RA	XP_039747091.1
OG0005602	JC_06210-RA	XP_039750334.1
OG0005603	JC_06211-RA	XP_039750335.1
OG0005604	JC_16674-RA	XP_039762866.1, XP_039762867.1
OG0005605	JC_14841-RA	XP_039760804.1
OG0005606	JC_06212-RA	XP_039750639.1
OG0005607	JC_12896-RA	XP_039760365.1
OG0005608	JC_12855-RA	XP_039759708.1
OG0005609	JC_03754-RA	XP_039747029.1
OG0005610	JC_10174-RA	XP_039759575.1
OG0005611	JC_03755-RA	XP_039747027.1
OG0005612	JC_14842-RA	XP_039760711.1
OG0005613	JC_14408-RA	XP_039745341.1
OG0005614	JC_03756-RA	XP_039747411.1
OG0005615	JC_14029-RA	XP_039747599.1
OG0005616	JC_06843-RA	XP_039755731.1
OG0005617	JC_03512-RA	XP_039754552.1, XP_039754551.1
OG0005618	JC_04543-RA	XP_039749134.1
OG0005619	JC_05616-RA	XP_039758510.1
OG0005621	JC_16672-RA	XP_039762588.1
OG0005622	JC_10737-RA	XP_039756242.1
OG0005623	JC_03759-RA, JC_03762-RA	XP_039747236.1
OG0005624	JC_10736-RA	XP_039756274.1
OG0005625	JC_09667-RA, JC_09666-RA	XP_039751312.1
OG0005626	JC_11370-RA	XP_039757302.1
OG0005627	JC_16067-RA	XP_039748213.1
OG0005628	JC_09665-RA	XP_039751552.1
OG0005629	JC_02456-RA	XP_039745612.1
OG0005630	JC_10729-RA	XP_039756590.1
OG0005631	JC_06847-RA	XP_039755675.1
OG0005632	JC_16357-RA	XP_039752686.1
OG0005633	JC_07504-RA	XP_039753635.1
OG0005634	JC_14026-RA	XP_039748226.1
OG0005635	JC_12485-RA	XP_039758037.1
OG0005636	JC_02457-RA	XP_039746396.1
OG0005637	JC_10166-RA	XP_039759236.1
OG0005638	JC_16353-RA	XP_039752104.1
OG0005639	JC_02458-RA	XP_039746432.1
OG0005640	JC_02459-RA	XP_039745993.1
OG0005641	JC_10165-RA	XP_039759655.1
OG0005642	JC_02461-RA	XP_039745854.1
OG0005643	JC_02462-RA	XP_039745853.1
OG0005644	JC_16655-RA	XP_039762528.1
OG0005645	JC_10164-RA	XP_039759222.1
OG0005646	JC_16656-RA	XP_039762776.1
OG0005647	JC_02464-RA	XP_039746028.1
OG0005648	JC_02465-RA	XP_039746029.1
OG0005649	JC_15968-RA	XP_039748370.1
OG0005650	JC_03766-RA	XP_039747079.1
OG0005651	JC_17061-RA	XP_039762256.1
OG0005652	JC_03765-RA	XP_039746729.1
OG0005653	JC_03501-RA	XP_039753945.1
OG0005654	JC_16351-RA	XP_039752558.1
OG0005655	JC_05614-RA	XP_039758615.1
OG0005656	JC_08016-RA	XP_039765177.1
OG0005657	JC_15619-RA	XP_039761002.1
OG0005658	JC_03503-RA	XP_039753891.1
OG0005659	JC_10160-RA	XP_039759346.1
OG0005660	JC_14400-RA	XP_039749542.1
OG0005661	JC_17122-RA	XP_039761967.1
OG0005662	JC_15620-RA	XP_039761133.1, XP_039761309.1
OG0005663	JC_01914-RA	XP_039763355.1
OG0005664	JC_17124-RA	XP_039761966.1
OG0005665	JC_08021-RA	XP_039765192.1
OG0005666	JC_14398-RA	XP_039764479.1
OG0005668	JC_17125-RA	XP_039762132.1
OG0005669	JC_14397-RA	XP_039758193.1
OG0005670	JC_01491-RA	XP_039759620.1
OG0005671	JC_14396-RA	XP_039758308.1
OG0005672	JC_15699-RA	XP_039760970.1
OG0005673	JC_11368-RA	XP_039757032.1
OG0005674	JC_01490-RA	XP_039757887.1
OG0005675	JC_03769-RA	XP_039746975.1
OG0005676	JC_14395-RA	XP_039765101.1
OG0005677	JC_04402-RA	XP_039749318.1
OG0005679	JC_03770-RA	XP_039747265.1
OG0005680	JC_14846-RA	XP_039760650.1
OG0005681	JC_03771-RA	XP_039747058.1
OG0005682	JC_04401-RA	XP_039749319.1
OG0005683	JC_03498-RA	XP_039753746.1
OG0005684	JC_04399-RA	XP_039748847.1
OG0005685	JC_14392-RA	XP_039748886.1
OG0005686	JC_01489-RA	XP_039758299.1
OG0005687	JC_01922-RA	XP_039764194.1
OG0005688	JC_01487-RA	XP_039752831.1
OG0005689	JC_08029-RA	XP_039764134.1
OG0005690	JC_16343-RA	XP_039752349.1
OG0005691	JC_16648-RA	XP_039762969.1
OG0005692	JC_08030-RA	XP_039764030.1
OG0005693	JC_14851-RA, JC_14848-RA	XP_039760646.1
OG0005694	JC_08031-RA	XP_039765227.1
OG0005695	JC_16892-RA	XP_039762385.1
OG0005696	JC_14389-RA	XP_039748923.1
OG0005697	JC_10158-RA	XP_039759231.1
OG0005698	JC_14388-RA	XP_039748428.1
OG0005699	JC_06855-RA	XP_039755453.1
OG0005700	JC_14853-RA	XP_039760621.1
OG0005701	JC_14857-RA	XP_039760541.1
OG0005702	JC_08032-RA	XP_039764470.1
OG0005703	JC_12468-RA	XP_039757533.1
OG0005704	JC_08033-RA	XP_039765111.1
OG0005705	JC_08224-RA	XP_039757970.1
OG0005706	JC_07484-RA	XP_039753723.1
OG0005707	JC_01932-RA	XP_039763557.1
OG0005708	JC_12466-RA	XP_039757766.1
OG0005709	JC_01933-RA	XP_039763215.1
OG0005710	JC_01483-RA	XP_039752712.1
OG0005711	JC_15977-RA	XP_039748151.1
OG0005712	JC_08756-RA	XP_039750004.1
OG0005713	JC_08757-RA	XP_039750055.1
OG0005714	JC_07482-RA	XP_039753725.1
OG0005715	JC_00680-RA	XP_039765485.1
OG0005716	JC_11367-RA	XP_039757144.1
OG0005717	JC_00678-RA	XP_039745343.1
OG0005718	JC_12879-RA	XP_039760213.1
OG0005719	JC_03778-RA	XP_039747133.1
OG0005720	JC_03779-RA	XP_039746763.1
OG0005721	JC_04394-RA	XP_039748861.1
OG0005722	JC_15979-RA	XP_039748399.1
OG0005723	JC_07479-RA	XP_039753488.1
OG0005724	JC_08765-RA	XP_039750156.1
OG0005725	JC_08040-RA	XP_039765252.1
OG0005726	JC_08768-RA	XP_039749830.1
OG0005727	JC_08041-RA	XP_039765260.1
OG0005728	JC_08042-RA	XP_039764874.1
OG0005729	JC_03782-RA	XP_039746876.1
OG0005730	JC_04391-RA	XP_039749129.1
OG0005731	JC_06856-RA	XP_039755366.1
OG0005732	JC_14836-RA	XP_039760618.1
OG0005733	JC_11365-RA	XP_039757215.1
OG0005734	JC_08044-RA	XP_039765221.1
OG0005735	JC_03787-RA	XP_039746883.1
OG0005736	JC_16339-RA	XP_039752667.1
OG0005737	JC_11363-RA	XP_039756982.1
OG0005738	JC_04382-RA	XP_039748634.1
OG0005739	JC_08046-RA	XP_039765093.1
OG0005740	JC_15985-RA	XP_039747926.1
OG0005741	JC_00675-RA	XP_039765584.1
OG0005742	JC_14377-RA	XP_039747144.1
OG0005743	JC_01935-RA	XP_039763149.1
OG0005744	JC_14014-RA	XP_039748228.1
OG0005745	JC_12453-RA	XP_039757912.1
OG0005746	JC_09655-RA	XP_039751465.1
OG0005747	JC_08052-RA	XP_039765095.1
OG0005748	JC_14375-RA	XP_039764409.1, XP_039764427.1
OG0005749	JC_09654-RA	XP_039751464.1
OG0005750	JC_02486-RA, JC_02487-RA	XP_039746266.1
OG0005751	JC_06054-RA	XP_039758610.1
OG0005753	JC_09651-RA	XP_039751243.1
OG0005754	JC_08055-RA	XP_039765102.1
OG0005755	JC_06058-RA	XP_039758294.1
OG0005756	JC_08056-RA	XP_039765104.1
OG0005758	JC_08057-RA	XP_039765080.1
OG0005759	JC_14373-RA	XP_039760767.1
OG0005760	JC_06359-RA	XP_039750278.1
OG0005761	JC_03793-RA	XP_039747428.1
OG0005762	JC_08058-RA	XP_039765094.1
OG0005763	JC_03495-RA	XP_039754195.1
OG0005764	JC_08059-RA	XP_039765077.1
OG0005765	JC_03494-RA	XP_039754169.1
OG0005766	JC_03493-RA	XP_039754556.1
OG0005767	JC_08060-RA	XP_039765097.1
OG0005768	JC_03492-RA	XP_039753920.1
OG0005769	JC_16119-RA	XP_039748107.1
OG0005770	JC_16333-RA	XP_039752664.1
OG0005771	JC_03491-RA	XP_039754325.1
OG0005772	JC_15986-RA	XP_039748240.1
OG0005773	JC_16117-RA	XP_039747948.1
OG0005774	JC_00672-RA	XP_039765669.1
OG0005775	JC_01911-RA	XP_039763614.1
OG0005776	JC_05446-RA	XP_039755133.1
OG0005777	JC_00671-RA	XP_039765670.1
OG0005778	JC_01473-RA	XP_039758063.1
OG0005779	JC_06368-RA	XP_039750591.1
OG0005780	JC_10147-RA	XP_039758978.1
OG0005781	JC_11359-RA	XP_039757068.1
OG0005782	JC_16328-RA	XP_039752672.1
OG0005783	JC_16112-RA	XP_039748190.1
OG0005784	JC_01469-RA	XP_039757343.1
OG0005785	JC_05444-RA	XP_039754882.1
OG0005786	JC_01468-RA	XP_039756052.1
OG0005787	JC_01467-RA	XP_039757191.1
OG0005788	JC_14012-RA	XP_039747624.1
OG0005789	JC_16114-RA	XP_039748073.1
OG0005790	JC_05442-RA	XP_039754720.1
OG0005791	JC_16484-RA	XP_039762994.1
OG0005792	JC_01463-RA	XP_039754260.1
OG0005793	JC_00669-RA, JC_14239-RA	XP_039745463.1
OG0005794	JC_16480-RA	XP_039762707.1
OG0005795	JC_01462-RA	XP_039758867.1
OG0005796	JC_10145-RA	XP_039759628.1
OG0005797	JC_06369-RA	XP_039750826.1
OG0005798	JC_01461-RA	XP_039758858.1
OG0005799	JC_01460-RA	XP_039752077.1
OG0005800	JC_16482-RA	XP_039762928.1
OG0005801	JC_14365-RA	XP_039748501.1
OG0005802	JC_10144-RA	XP_039759195.1, XP_039759197.1
OG0005803	JC_16072-RA	XP_039748355.1
OG0005804	JC_15686-RA	XP_039761054.1
OG0005805	JC_00665-RA	XP_039745389.1
OG0005806	JC_15002-RA	XP_039760788.1
OG0005807	JC_00664-RA	XP_039745423.1
OG0005808	JC_08780-RA	XP_039749704.1
OG0005809	JC_02494-RA	XP_039746243.1
OG0005810	JC_16076-RA	XP_039748359.1
OG0005811	JC_06371-RA	XP_039750344.1
OG0005812	JC_16077-RA	XP_039748316.1
OG0005813	JC_15685-RA	XP_039761083.1
OG0005814	JC_01906-RA	XP_039764073.1
OG0005815	JC_12178-RA	XP_039752422.1
OG0005816	JC_06372-RA	XP_039750346.1
OG0005817	JC_05439-RA	XP_039754728.1
OG0005818	JC_12177-RA	XP_039752470.1
OG0005819	JC_03484-RA	XP_039754326.1
OG0005820	JC_15683-RA	XP_039761303.1
OG0005821	JC_06374-RA	XP_039750894.1
OG0005822	JC_11351-RA	XP_039756816.1
OG0005823	JC_06063-RA	XP_039758346.1
OG0005825	JC_09644-RA	XP_039751318.1
OG0005826	JC_01454-RA	XP_039753175.1
OG0005827	JC_06065-RA	XP_039758769.1
OG0005828	JC_06377-RA	XP_039750916.1
OG0005829	JC_06066-RA	XP_039758407.1
OG0005830	JC_06378-RA	XP_039750588.1
OG0005831	JC_06379-RA	XP_039750587.1
OG0005832	JC_12847-RA	XP_039760278.1
OG0005833	JC_12169-RA	XP_039751751.1
OG0005834	JC_12437-RA	XP_039757762.1
OG0005835	JC_08782-RA	XP_039750166.1
OG0005836	JC_15682-RA	XP_039760949.1
OG0005838	JC_00660-RA	XP_039765883.1
OG0005839	JC_12155-RA	XP_039752490.1
OG0005840	JC_09649-RA	XP_039751451.1
OG0005841	JC_11347-RA	XP_039757003.1
OG0005842	JC_11346-RA	XP_039757002.1
OG0005843	JC_09650-RA	XP_039751452.1
OG0005844	JC_09638-RA	XP_039751123.1
OG0005845	JC_11345-RA	XP_039757258.1
OG0005846	JC_04122-RA	XP_039747301.1
OG0005847	JC_09556-RA	XP_039751446.1
OG0005848	JC_11344-RA	XP_039757099.1
OG0005849	JC_01443-RA	XP_039758018.1
OG0005850	JC_09635-RA	XP_039751152.1
OG0005851	JC_09558-RA	XP_039751346.1
OG0005852	JC_09557-RA	XP_039751418.1
OG0005853	JC_09559-RA	XP_039751000.1
OG0005854	JC_08784-RA	XP_039749774.1
OG0005855	JC_16110-RA	XP_039748283.1
OG0005856	JC_09560-RA	XP_039750999.1
OG0005857	JC_09607-RA	XP_039751670.1
OG0005858	JC_04554-RA	XP_039748572.1
OG0005859	JC_11343-RA	XP_039757149.1
OG0005860	JC_06864-RA	XP_039755496.1
OG0005861	JC_11342-RA	XP_039757330.1
OG0005862	JC_12147-RA	XP_039752256.1
OG0005863	JC_08071-RA	XP_039765232.1
OG0005864	JC_12146-RA	XP_039752291.1
OG0005865	JC_14353-RA	XP_039765804.1
OG0005866	JC_12145-RA	XP_039751911.1
OG0005867	JC_08072-RA	XP_039764962.1
OG0005868	JC_13113-RA	XP_039759834.1
OG0005869	JC_06867-RA	XP_039755897.1
OG0005870	JC_08073-RA	XP_039764870.1
OG0005871	JC_12143-RA	XP_039752332.1
OG0005872	JC_12142-RA	XP_039751891.1
OG0005873	JC_01436-RA	XP_039760229.1
OG0005874	JC_13111-RA	XP_039760266.1
OG0005875	JC_06071-RA	XP_039758528.1
OG0005876	JC_15007-RA	XP_039760834.1
OG0005877	JC_16057-RA	XP_039748468.1
OG0005878	JC_02500-RA	XP_039746139.1
OG0005879	JC_08076-RA	XP_039764785.1
OG0005880	JC_13110-RA	XP_039759816.1
OG0005881	JC_02503-RA	XP_039745916.1
OG0005882	JC_12140-RA	XP_039751887.1
OG0005883	JC_02237-RA	XP_039763790.1
OG0005884	JC_13109-RA	XP_039760338.1
OG0005885	JC_01409-RA	XP_039761415.1
OG0005887	JC_03481-RA	XP_039754196.1
OG0005888	JC_13108-RA	XP_039760009.1
OG0005889	JC_11337-RA	XP_039757143.1
OG0005890	JC_03803-RA	XP_039747134.1
OG0005891	JC_12535-RA, JC_12590-RA	XP_039757963.1
OG0005892	JC_02505-RA	XP_039746397.1
OG0005893	JC_09594-RA	XP_039751543.1
OG0005894	JC_10135-RA	XP_039759579.1
OG0005895	JC_08081-RA	XP_039764799.1
OG0005896	JC_16429-RA	XP_039762856.1
OG0005897	JC_08084-RA	XP_039762893.1
OG0005898	JC_11332-RA	XP_039757064.1
OG0005899	JC_03804-RA	XP_039747362.1
OG0005900	JC_14351-RA	XP_039765112.1
OG0005901	JC_13998-RA	XP_039747704.1
OG0005902	JC_03805-RA	XP_039746653.1
OG0005903	JC_16431-RA	XP_039762863.1
OG0005904	JC_03806-RA	XP_039747441.1
OG0005905	JC_14349-RA	XP_039748233.1
OG0005906	JC_13999-RA	XP_039748297.1
OG0005907	JC_06869-RA	XP_039755668.1
OG0005908	JC_01432-RA	XP_039757375.1
OG0005909	JC_08087-RA	XP_039764364.1
OG0005910	JC_08088-RA	XP_039764372.1
OG0005911	JC_13096-RA	XP_039760079.1
OG0005912	JC_00656-RA	XP_039745202.1
OG0005913	JC_08089-RA	XP_039765149.1
OG0005914	JC_00655-RA	XP_039745096.1
OG0005915	JC_15963-RA	XP_039748424.1
OG0005917	JC_06389-RA	XP_039750500.1
OG0005918	JC_08091-RA	XP_039765154.1
OG0005919	JC_00653-RA	XP_039765803.1
OG0005920	JC_01427-RA	XP_039759524.1
OG0005921	JC_01426-RA	XP_039753566.1
OG0005922	JC_09584-RA	XP_039751590.1
OG0005923	JC_08096-RA, JC_08093-RA	XP_039764966.1
OG0005924	JC_03478-RA	XP_039753840.1
OG0005925	JC_08095-RA	XP_039763673.1
OG0005926	JC_12782-RA	XP_039758168.1
OG0005927	JC_09582-RA	XP_039751350.1
OG0005928	JC_15015-RA	XP_039760592.1
OG0005929	JC_12240-RA	XP_039752364.1
OG0005930	JC_09580-RA	XP_039751334.1
OG0005931	JC_03813-RA	XP_039747146.1
OG0005932	JC_03814-RA	XP_039746928.1
OG0005933	JC_09578-RA	XP_039751409.1
OG0005934	JC_15957-RA	XP_039747976.1
OG0005935	JC_04565-RA	XP_039749289.1
OG0005936	JC_04566-RA	XP_039748875.1
OG0005937	JC_03818-RA	XP_039747021.1
OG0005938	JC_16909-RA	XP_039762289.1
OG0005939	JC_04567-RA	XP_039748651.1
OG0005940	JC_04568-RA	XP_039749000.1
OG0005941	JC_00647-RA	XP_039745351.1
OG0005942	JC_04569-RA	XP_039748648.1
OG0005943	JC_17008-RA	XP_039762244.1
OG0005944	JC_00646-RA	XP_039745099.1
OG0005945	JC_02513-RA	XP_039745801.1
OG0005946	JC_01423-RA	XP_039758250.1
OG0005947	JC_06052-RA	XP_039758600.1
OG0005949	JC_01421-RA	XP_039757081.1
OG0005950	JC_17011-RA	XP_039762122.1
OG0005951	JC_02548-RA	XP_039745857.1
OG0005953	JC_06898-RA	XP_039755968.1
OG0005954	JC_06897-RA	XP_039755360.1
OG0005955	JC_01420-RA	XP_039757300.1
OG0005956	JC_08950-RA	XP_039749627.1
OG0005957	JC_15954-RA	XP_039747721.1
OG0005958	JC_06896-RA	XP_039755396.1
OG0005959	JC_06894-RA	XP_039755400.1
OG0005960	JC_08949-RA	XP_039749365.1
OG0005961	JC_03821-RA	XP_039747096.1
OG0005962	JC_10130-RA	XP_039758994.1
OG0005963	JC_16451-RA	XP_039762862.1
OG0005965	JC_06048-RA	XP_039758803.1
OG0005966	JC_10127-RA	XP_039758995.1
OG0005967	JC_15020-RA	XP_039760409.1
OG0005968	JC_03825-RA	XP_039747338.1
OG0005969	JC_10126-RA	XP_039759446.1
OG0005970	JC_03826-RA	XP_039746841.1
OG0005971	JC_16502-RA	XP_039762944.1
OG0005972	JC_08943-RA	XP_039749584.1
OG0005973	JC_01418-RA	XP_039754317.1
OG0005974	JC_10122-RA	XP_039759443.1
OG0005975	JC_10636-RA	XP_039756464.1
OG0005976	JC_10121-RA	XP_039759595.1
OG0005977	JC_09574-RA	XP_039751509.1
OG0005978	JC_09572-RA	XP_039751371.1
OG0005979	JC_10637-RA	XP_039756173.1
OG0005980	JC_09571-RA	XP_039751203.1
OG0005981	JC_06043-RA	XP_039758817.1
OG0005983	JC_01969-RA	XP_039763676.1
OG0005984	JC_08105-RA	XP_039764959.1
OG0005985	JC_08107-RA	XP_039765128.1
OG0005986	JC_11311-RA	XP_039757041.1
OG0005987	JC_06041-RA	XP_039758588.1
OG0005988	JC_10638-RA	XP_039756587.1
OG0005989	JC_01968-RA	XP_039763435.1
OG0005990	JC_08940-RA	XP_039750009.1
OG0005991	JC_08109-RA	XP_039765048.1
OG0005992	JC_06039-RA	XP_039758491.1, XP_039758492.1
OG0005993	JC_01967-RA	XP_039763869.1
OG0005994	JC_06889-RA	XP_039755842.1
OG0005995	JC_07711-RA	XP_039752894.1
OG0005996	JC_08110-RA	XP_039764884.1
OG0005998	JC_06888-RA	XP_039755944.1
OG0005999	JC_00641-RA	XP_039745101.1, XP_039745102.1
OG0006000	JC_14333-RA	XP_039745329.1
OG0006001	JC_08112-RA	XP_039764958.1
OG0006002	JC_10639-RA	XP_039756588.1
OG0006003	JC_01966-RA	XP_039763626.1
OG0006004	JC_00640-RA	XP_039765674.1
OG0006005	JC_12772-RA	XP_039758077.1
OG0006006	JC_00639-RA	XP_039745332.1
OG0006007	JC_12771-RA	XP_039757559.1
OG0006008	JC_08939-RA	XP_039749845.1
OG0006009	JC_01965-RA	XP_039763466.1
OG0006010	JC_11309-RA	XP_039756959.1
OG0006011	JC_16944-RA	XP_039762207.1
OG0006012	JC_02516-RA	XP_039745968.1
OG0006013	JC_12768-RA	XP_039757754.1
OG0006014	JC_11307-RA	XP_039757020.1
OG0006015	JC_11306-RA	XP_039757326.1
OG0006016	JC_04577-RA	XP_039749281.1
OG0006017	JC_03462-RA	XP_039754065.1
OG0006018	JC_03461-RA	XP_039753903.1
OG0006019	JC_09565-RA	XP_039751108.1
OG0006020	JC_11305-RA	XP_039756819.1
OG0006021	JC_15670-RA	XP_039761377.1
OG0006022	JC_13092-RA	XP_039759951.1
OG0006023	JC_03842-RA	XP_039747205.1
OG0006024	JC_13090-RA	XP_039760027.1
OG0006026	JC_04578-RA	XP_039748587.1
OG0006027	JC_11302-RA	XP_039757049.1
OG0006028	JC_09608-RA	XP_039751248.1
OG0006029	JC_13089-RA	XP_039760089.1
OG0006031	JC_09610-RA	XP_039751028.1
OG0006032	JC_10643-RA	XP_039756127.1
OG0006033	JC_13087-RA	XP_039759913.1
OG0006034	JC_13086-RA	XP_039760259.1
OG0006035	JC_13085-RA	XP_039760218.1
OG0006037	JC_06034-RA	XP_039758505.1
OG0006038	JC_07233-RA	XP_039755348.1
OG0006039	JC_11300-RA	XP_039756916.1
OG0006040	JC_13082-RA	XP_039759770.1
OG0006041	JC_14332-RA	XP_039750097.1
OG0006042	JC_13974-RA	XP_039747583.1
OG0006043	JC_08114-RA	XP_039763415.1
OG0006044	JC_07457-RA	XP_039753150.1
OG0006045	JC_15667-RA	XP_039761232.1
OG0006046	JC_11687-RA	XP_039752692.1
OG0006047	JC_13081-RA	XP_039759765.1
OG0006048	JC_11688-RA	XP_039752475.1
OG0006049	JC_11298-RA	XP_039757080.1
OG0006050	JC_07455-RA	XP_039753585.1
OG0006051	JC_12761-RA	XP_039757675.1
OG0006052	JC_09616-RA	XP_039751314.1
OG0006053	JC_03845-RA	XP_039747185.1
OG0006054	JC_01403-RA	XP_039758263.1
OG0006055	JC_10117-RA	XP_039759581.1
OG0006056	JC_01401-RA	XP_039757612.1
OG0006057	JC_16955-RA	XP_039761919.1
OG0006058	JC_10116-RA	XP_039759293.1
OG0006059	JC_13075-RA	XP_039759924.1
OG0006060	JC_07451-RA	XP_039753011.1
OG0006061	JC_14327-RA	XP_039747588.1
OG0006062	JC_08120-RA	XP_039765134.1
OG0006063	JC_10114-RA	XP_039759501.1
OG0006064	JC_13073-RA	XP_039760313.1
OG0006065	JC_13071-RA	XP_039759862.1
OG0006066	JC_08122-RA	XP_039763882.1
OG0006067	JC_08123-RA	XP_039765063.1
OG0006068	JC_08124-RA	XP_039765010.1
OG0006069	JC_07450-RA	XP_039753492.1
OG0006070	JC_09618-RA	XP_039751706.1
OG0006071	JC_08933-RA	XP_039749672.1
OG0006072	JC_08125-RA	XP_039764806.1
OG0006073	JC_08126-RA	XP_039764805.1
OG0006074	JC_08932-RA	XP_039749674.1
OG0006075	JC_01392-RA	XP_039760024.1
OG0006076	JC_02518-RA	XP_039746439.1
OG0006077	JC_13070-RA	XP_039760342.1
OG0006078	JC_01387-RA	XP_039754140.1
OG0006079	JC_10109-RA	XP_039759661.1
OG0006080	JC_04594-RA	XP_039749198.1
OG0006081	JC_12210-RA	XP_039752333.1
OG0006082	JC_09623-RA	XP_039751338.1
OG0006083	JC_09624-RA	XP_039751555.1
OG0006084	JC_09626-RA	XP_039751531.1
OG0006085	JC_03847-RA	XP_039747054.1
OG0006086	JC_15664-RA	XP_039761211.1
OG0006087	JC_03848-RA	XP_039747053.1
OG0006088	JC_07444-RA	XP_039752855.1
OG0006089	JC_07193-RA	XP_039755813.1
OG0006090	JC_09628-RA	XP_039751275.1
OG0006091	JC_12753-RA	XP_039757606.1
OG0006092	JC_15662-RA	XP_039761201.1
OG0006093	JC_08135-RA	XP_039764697.1
OG0006094	JC_09631-RA	XP_039751374.1
OG0006095	JC_10649-RA	XP_039756283.1
OG0006096	JC_03451-RA	XP_039754503.1
OG0006097	JC_00633-RA	XP_039765572.1
OG0006098	JC_03450-RA	XP_039754580.1
OG0006099	JC_01975-RA	XP_039763916.1
OG0006100	JC_14320-RA	XP_039749879.1
OG0006101	JC_01376-RA	XP_039759467.1
OG0006102	JC_09632-RA	XP_039751118.1
OG0006103	JC_10101-RA	XP_039759514.1
OG0006104	JC_03449-RA	XP_039754581.1
