Orthogroup	Junonia_coenia	Bicyclus_anynana
OG0004762	JC_08574-RA	Bany_04243-RA
OG0004763	JC_00985-RA	Bany_05091-RA
OG0004764	JC_11627-RA	Bany_01801-RA
OG0004765	JC_08569-RA	Bany_04248-RA
OG0004766	JC_08568-RA	Bany_04249-RA
OG0004767	JC_00033-RA, JC_00029-RA, JC_00036-RA	Bany_00855-RA
OG0004768	JC_00990-RA	Bany_05100-RA
OG0004769	JC_08558-RA	Bany_04260-RA, Bany_04261-RA
OG0004770	JC_08552-RA	Bany_04266-RA
OG0004771	JC_04243-RA	Bany_03428-RA
OG0004772	JC_13360-RA	Bany_02588-RA
OG0004773	JC_13358-RA	Bany_02590-RA
OG0004774	JC_13305-RA, JC_02757-RA	Bany_05847-RA
OG0004775	JC_01734-RA	Bany_07874-RA
OG0004776	JC_13339-RA	Bany_02603-RA
OG0004777	JC_00015-RA	Bany_00864-RA
OG0004778	JC_01735-RA	Bany_07875-RA
OG0004781	JC_13341-RA, JC_13342-RA	Bany_02630-RA
OG0004782	JC_01749-RA	Bany_07886-RA
OG0004783	JC_01756-RA	Bany_07892-RA
OG0004784	JC_01759-RA	Bany_07896-RA
OG0004785	JC_01763-RA	Bany_07900-RA
OG0004786	JC_01034-RA	Bany_05148-RA
OG0004787	JC_01116-RA	Bany_05160-RA
OG0004788	JC_01784-RA, JC_01783-RA	Bany_07915-RA
OG0004789	JC_01786-RA	Bany_07920-RA
OG0004790	JC_01787-RA	Bany_07921-RA
OG0004791	JC_01788-RA	Bany_07922-RA
OG0004849	JC_14863-RA	Bany_17686-RA
OG0004850	JC_06871-RA	Bany_18171-RA
OG0004851	JC_02313-RA	Bany_07168-RA
OG0004852	JC_14044-RA	Bany_16439-RA
OG0004853	JC_14864-RA	Bany_17687-RA
OG0004855	JC_03638-RA	Bany_02635-RA
OG0004856	JC_14045-RA	Bany_16440-RA
OG0004858	JC_05611-RA, JC_05610-RA, JC_05609-RA	Bany_15434-RA
OG0004859	JC_05607-RA	Bany_15435-RA
OG0004861	JC_15583-RA	Bany_17402-RA
OG0004862	JC_13123-RA	Bany_16932-RA
OG0004863	JC_02142-RA	Bany_07169-RA
OG0004864	JC_08645-RA	Bany_11826-RA
OG0004865	JC_14832-RA	Bany_17693-RA
OG0004866	JC_05676-RA	Bany_14879-RA
OG0004867	JC_17074-RA	Bany_14253-RA
OG0004868	JC_07907-RA	Bany_03451-RA
OG0004869	JC_13125-RA	Bany_16934-RA
OG0004870	JC_14833-RA	Bany_14995-RA, Bany_17694-RA
OG0004871	JC_00693-RA	Bany_00004-RA
OG0004872	JC_05678-RA	Bany_14880-RA
OG0004873	JC_15582-RA	Bany_17403-RA
OG0004874	JC_04413-RA	Bany_09898-RA
OG0004875	JC_05597-RA	Bany_15441-RA
OG0004876	JC_10457-RA	Bany_14254-RA
OG0004877	JC_14658-RA	Bany_01813-RA
OG0004878	JC_02141-RA	Bany_07171-RA
OG0004879	JC_05682-RA	Bany_14884-RA
OG0004880	JC_17052-RA	Bany_12446-RA
OG0004881	JC_09700-RA	Bany_05868-RA
OG0004882	JC_10458-RA	Bany_14257-RA
OG0004883	JC_06340-RA	Bany_10543-RA
OG0004884	JC_05683-RA	Bany_14885-RA
OG0004885	JC_05595-RA	Bany_15445-RA
OG0004886	JC_07913-RA	Bany_03460-RA
OG0004887	JC_04415-RA	Bany_09903-RA
OG0004888	JC_10460-RA	Bany_14261-RA
OG0004889	JC_05685-RA	Bany_14889-RA
OG0004890	JC_08672-RA	Bany_11834-RA
OG0004891	JC_07356-RA	Bany_08658-RA
OG0004892	JC_09702-RA	Bany_05870-RA
OG0004894	JC_10272-RA	Bany_11139-RA, Bany_11138-RA
OG0004895	JC_10464-RA	Bany_14267-RA
OG0004896	JC_01901-RA	Bany_07174-RA
OG0004897	JC_06691-RA	Bany_13616-RA
OG0004898	JC_03643-RA	Bany_02649-RA
OG0004899	JC_04418-RA	Bany_09910-RA
OG0004900	JC_06330-RA	Bany_10551-RA
OG0004901	JC_03514-RA	Bany_07928-RA
OG0004902	JC_05585-RA	Bany_15453-RA
OG0004904	JC_07351-RA	Bany_08663-RA
OG0004905	JC_12817-RA	Bany_09344-RA
OG0004906	JC_16176-RA	Bany_00935-RA
OG0004907	JC_15222-RA	Bany_06557-RA
OG0004908	JC_02217-RA	Bany_07181-RA
OG0004909	JC_09707-RA	Bany_05874-RA
OG0004910	JC_13131-RA	Bany_16944-RA
OG0004911	JC_13132-RA	Bany_16945-RA
OG0004912	JC_06328-RA	Bany_10553-RA
OG0004913	JC_15221-RA	Bany_06558-RA
OG0004914	JC_15220-RA	Bany_06559-RA
OG0004915	JC_06327-RA	Bany_10554-RA
OG0004916	JC_04424-RA	Bany_09917-RA
OG0004917	JC_16190-RA	Bany_00939-RA
OG0004918	JC_03520-RA	Bany_07936-RA
OG0004919	JC_16189-RA	Bany_00940-RA
OG0004920	JC_03523-RA	Bany_07937-RA
OG0004921	JC_04425-RA	Bany_09918-RA
OG0004922	JC_04426-RA	Bany_09919-RA
OG0004923	JC_10468-RA	Bany_14271-RA
OG0004924	JC_12696-RA, JC_12697-RA, JC_16967-RA	Bany_05916-RA
OG0004924	JC_13832-RA, JC_03612-RA, JC_16702-RA	Bany_17406-RA
OG0004925	JC_13136-RA	Bany_16952-RA
OG0004926	JC_10271-RA	Bany_11140-RA
OG0004927	JC_01615-RA	Bany_04315-RA, Bany_04320-RA
OG0004928	JC_05690-RA	Bany_14894-RA
OG0004929	JC_13137-RA	Bany_16953-RA
OG0004930	JC_10270-RA	Bany_11142-RA
OG0004931	JC_10269-RA	Bany_11143-RA
OG0004933	JC_16183-RA	Bany_00944-RA
OG0004934	JC_14980-RA	Bany_17702-RA
OG0004935	JC_05580-RA	Bany_15463-RA
OG0004936	JC_10267-RA	Bany_11144-RA
OG0004937	JC_11483-RA	Bany_13032-RA
OG0004938	JC_16181-RA, JC_16182-RA	Bany_00946-RA
OG0004939	JC_08670-RA	Bany_11837-RA
OG0004940	JC_14637-RA	Bany_01847-RA
OG0004941	JC_15579-RA	Bany_17408-RA
OG0004942	JC_06694-RA	Bany_13623-RA
OG0004943	JC_14982-RA	Bany_17704-RA
OG0004944	JC_03526-RA	Bany_07940-RA
OG0004945	JC_13119-RA	Bany_14905-RA
OG0004946	JC_02414-RA	Bany_05193-RA
OG0004947	JC_07337-RA	Bany_08676-RA
OG0004948	JC_09725-RA	Bany_05885-RA
OG0004949	JC_04441-RA	Bany_09921-RA
OG0004950	JC_14985-RA	Bany_17706-RA
OG0004951	JC_17179-RA	Bany_12470-RA
OG0004952	JC_03530-RA	Bany_07944-RA
OG0004953	JC_08665-RA	Bany_11841-RA
OG0004954	JC_04440-RA	Bany_09922-RA
OG0004955	JC_03654-RA	Bany_02652-RA
OG0004956	JC_07336-RA	Bany_08677-RA
OG0004957	JC_08664-RA	Bany_11842-RA
OG0004958	JC_04438-RA	Bany_09924-RA
OG0004959	JC_03653-RA	Bany_02654-RA
OG0004960	JC_03652-RA	Bany_02656-RA
OG0004961	JC_01896-RA	Bany_07187-RA
OG0004962	JC_04437-RA	Bany_09925-RA
OG0004963	JC_01616-RA	Bany_04326-RA
OG0004964	JC_06698-RA	Bany_13629-RA
OG0004966	JC_15055-RA	Bany_17710-RA
OG0004968	JC_05569-RA	Bany_15480-RA
OG0004969	JC_01945-RA	Bany_07191-RA
OG0004970	JC_06316-RA	Bany_10564-RA
OG0004971	JC_16222-RA	Bany_00956-RA
OG0004972	JC_09731-RA	Bany_05889-RA
OG0004973	JC_13154-RA	Bany_16956-RA
OG0004974	JC_16223-RA	Bany_00957-RA
OG0004975	JC_05567-RA	Bany_15485-RA
OG0004976	JC_14616-RA	Bany_01861-RA, Bany_01863-RA
OG0004977	JC_05566-RA	Bany_15486-RA
OG0004978	JC_01961-RA	Bany_07197-RA
OG0004979	JC_05564-RA	Bany_15487-RA
OG0004980	JC_09733-RA	Bany_05892-RA
OG0004981	JC_06312-RA	Bany_10569-RA
OG0004982	JC_10473-RA	Bany_14285-RA
OG0004983	JC_15573-RA	Bany_17415-RA
OG0004984	JC_00724-RA	Bany_00022-RA
OG0004985	JC_10474-RA	Bany_14286-RA
OG0004986	JC_08663-RA	Bany_11848-RA
OG0004987	JC_10475-RA	Bany_14287-RA
OG0004988	JC_06305-RA	Bany_10572-RA
OG0004989	JC_10476-RA	Bany_14288-RA
OG0004990	JC_09740-RA	Bany_05895-RA
OG0004991	JC_13107-RA	Bany_11152-RA, Bany_17156-RA
OG0004992	JC_10478-RA	Bany_14290-RA
OG0004993	JC_06704-RA	Bany_13637-RA
OG0004994	JC_07323-RA	Bany_08687-RA
OG0004995	JC_06705-RA	Bany_13638-RA
OG0004996	JC_07927-RA	Bany_03480-RA
OG0004997	JC_07928-RA	Bany_03482-RA
OG0004998	JC_05561-RA	Bany_15489-RA
OG0004999	JC_17167-RA	Bany_12484-RA
OG0005000	JC_14613-RA	Bany_13904-RA, Bany_01866-RA
OG0005001	JC_08661-RA, JC_08659-RA	Bany_05897-RA
OG0005002	JC_06708-RA	Bany_13643-RA
OG0005003	JC_06707-RA	Bany_13644-RA
OG0005004	JC_14609-RA	Bany_01867-RA
OG0005005	JC_06709-RA	Bany_13645-RA
OG0005006	JC_06712-RA	Bany_13646-RA
OG0005007	JC_07930-RA	Bany_03483-RA
OG0005008	JC_09742-RA	Bany_05898-RA
OG0005009	JC_15561-RA	Bany_17420-RA
OG0005010	JC_06711-RA	Bany_13647-RA
OG0005012	JC_02395-RA	Bany_05204-RA
OG0005013	JC_17156-RA	Bany_12488-RA
OG0005014	JC_15212-RA	Bany_06565-RA
OG0005015	JC_02390-RA	Bany_05207-RA
OG0005016	JC_14604-RA	Bany_01872-RA
OG0005017	JC_15213-RA	Bany_06567-RA
OG0005018	JC_15051-RA	Bany_17718-RA
OG0005019	JC_03542-RA	Bany_07958-RA
OG0005020	JC_10480-RA	Bany_14293-RA
OG0005021	JC_10482-RA	Bany_14294-RA
OG0005022	JC_03543-RA	Bany_07959-RA
OG0005023	JC_10484-RA	Bany_14295-RA
OG0005024	JC_03544-RA	Bany_07960-RA
OG0005025	JC_02386-RA	Bany_05212-RA
OG0005026	JC_03545-RA	Bany_07961-RA
OG0005027	JC_09748-RA	Bany_05903-RA
OG0005028	JC_02385-RA	Bany_05213-RA
OG0005029	JC_02384-RA	Bany_05214-RA
OG0005030	JC_15210-RA	Bany_06569-RA
OG0005031	JC_15046-RA	Bany_17721-RA
OG0005032	JC_10488-RA	Bany_14300-RA
OG0005033	JC_10489-RA	Bany_14301-RA
OG0005034	JC_00721-RA	Bany_00026-RA
OG0005035	JC_10490-RA	Bany_14302-RA
OG0005037	JC_13165-RA	Bany_16970-RA
OG0005038	JC_13166-RA	Bany_16971-RA
OG0005039	JC_15557-RA	Bany_17424-RA
OG0005040	JC_02383-RA	Bany_05215-RA
OG0005041	JC_17160-RA	Bany_12500-RA
OG0005042	JC_07934-RA	Bany_03486-RA
OG0005043	JC_14062-RA	Bany_16483-RA
OG0005044	JC_14593-RA	Bany_01879-RA
OG0005046	JC_02381-RA	Bany_05218-RA
OG0005047	JC_14592-RA	Bany_01880-RA
OG0005048	JC_02380-RA	Bany_05219-RA
OG0005049	JC_14591-RA	Bany_01881-RA
OG0005050	JC_15208-RA	Bany_06571-RA
OG0005052	JC_14590-RA	Bany_01882-RA
OG0005053	JC_13019-RA	Bany_16975-RA
OG0005054	JC_13018-RA	Bany_16976-RA
OG0005055	JC_08658-RA	Bany_11850-RA
OG0005056	JC_03648-RA	Bany_02666-RA
OG0005057	JC_10491-RA	Bany_14304-RA
OG0005058	JC_04255-RA	Bany_01884-RA
OG0005059	JC_00715-RA	Bany_00031-RA
OG0005060	JC_14070-RA	Bany_16488-RA, Bany_16489-RA
OG0005061	JC_07304-RA	Bany_08693-RA
OG0005062	JC_04452-RA	Bany_09940-RA
OG0005063	JC_02372-RA	Bany_05222-RA
OG0005064	JC_10274-RA	Bany_11157-RA
OG0005065	JC_15037-RA	Bany_17735-RA
OG0005066	JC_13015-RA	Bany_16977-RA
OG0005067	JC_15206-RA	Bany_06573-RA
OG0005068	JC_15204-RA	Bany_06575-RA
OG0005069	JC_13013-RA	Bany_16980-RA
OG0005070	JC_10276-RA	Bany_11160-RA
OG0005071	JC_06752-RA	Bany_13658-RA
OG0005072	JC_03656-RA	Bany_02667-RA
OG0005073	JC_06754-RA	Bany_13660-RA
OG0005074	JC_11502-RA	Bany_13049-RA
OG0005075	JC_10278-RA	Bany_11163-RA
OG0005077	JC_03557-RA	Bany_07978-RA
OG0005078	JC_15202-RA	Bany_06578-RA
OG0005079	JC_07284-RA	Bany_08699-RA
OG0005080	JC_02368-RA	Bany_05228-RA
OG0005081	JC_07942-RA	Bany_03495-RA
OG0005082	JC_10217-RA, JC_14309-RA, JC_12245-RA, JC_16340-RA, JC_14810-RA, JC_12995-RA	Bany_16500-RA
OG0005083	JC_14095-RA	Bany_16503-RA
OG0005084	JC_07943-RA	Bany_03496-RA
OG0005085	JC_16710-RA	Bany_16093-RA
OG0005086	JC_10280-RA	Bany_11166-RA
OG0005087	JC_10281-RA	Bany_11167-RA
OG0005088	JC_10495-RA	Bany_14310-RA
OG0005089	JC_15543-RA	Bany_17436-RA
OG0005090	JC_03558-RA	Bany_07979-RA
OG0005091	JC_10494-RA	Bany_14311-RA
OG0005092	JC_10496-RA	Bany_14312-RA
OG0005093	JC_03559-RA	Bany_07980-RA
OG0005094	JC_13007-RA	Bany_16989-RA
OG0005095	JC_15542-RA	Bany_17437-RA
OG0005097	JC_06757-RA	Bany_13664-RA
OG0005098	JC_06758-RA	Bany_13665-RA
OG0005099	JC_03657-RA	Bany_02668-RA
OG0005100	JC_10497-RA	Bany_14313-RA
OG0005101	JC_10498-RA	Bany_14314-RA
OG0005102	JC_10285-RA	Bany_11170-RA
OG0005103	JC_05659-RA	Bany_14929-RA
OG0005104	JC_06759-RA	Bany_13666-RA
OG0005105	JC_01595-RA, JC_17233-RA	Bany_04352-RA
OG0005106	JC_10501-RA, JC_10500-RA	Bany_14316-RA
OG0005107	JC_13003-RA	Bany_16991-RA
OG0005108	JC_16199-RA	Bany_00982-RA
OG0005109	JC_06766-RA	Bany_13668-RA
OG0005110	JC_01655-RA	Bany_07984-RA
OG0005111	JC_16200-RA	Bany_00983-RA
OG0005112	JC_10503-RA	Bany_14317-RA
OG0005113	JC_13002-RA	Bany_16992-RA
OG0005114	JC_16202-RA	Bany_00985-RA
OG0005115	JC_13000-RA	Bany_16994-RA
OG0005116	JC_10505-RA	Bany_14318-RA
OG0005117	JC_05542-RA	Bany_15508-RA
OG0005118	JC_05537-RA	Bany_15509-RA
OG0005119	JC_07951-RA	Bany_03499-RA
OG0005120	JC_05536-RA	Bany_15510-RA
OG0005121	JC_07952-RA	Bany_03500-RA
OG0005122	JC_05535-RA	Bany_15511-RA
OG0005123	JC_09751-RA	Bany_05907-RA
OG0005124	JC_15189-RA	Bany_06586-RA
OG0005125	JC_12997-RA	Bany_16996-RA
OG0005126	JC_14572-RA	Bany_01899-RA
OG0005127	JC_14570-RA	Bany_01900-RA
OG0005128	JC_16718-RA	Bany_16100-RA
OG0005129	JC_07956-RA	Bany_03503-RA
OG0005130	JC_01592-RA	Bany_04367-RA
OG0005131	JC_05533-RA	Bany_15515-RA
OG0005132	JC_04460-RA	Bany_09949-RA
OG0005133	JC_03563-RA	Bany_07988-RA
OG0005134	JC_17092-RA	Bany_12532-RA
OG0005136	JC_04461-RA	Bany_09950-RA
OG0005137	JC_07359-RA	Bany_08714-RA
OG0005138	JC_07360-RA	Bany_08715-RA
OG0005139	JC_05532-RA	Bany_15519-RA
OG0005140	JC_17094-RA	Bany_12533-RA
OG0005141	JC_09752-RA	Bany_05908-RA
OG0005142	JC_07959-RA	Bany_03506-RA
OG0005143	JC_05531-RA	Bany_15520-RA
OG0005144	JC_09753-RA	Bany_05909-RA
OG0005145	JC_07960-RA	Bany_03508-RA
OG0005146	JC_10289-RA	Bany_11173-RA
OG0005147	JC_03661-RA	Bany_02672-RA
OG0005148	JC_00733-RA	Bany_00037-RA
OG0005149	JC_07362-RA	Bany_08717-RA
OG0005150	JC_03663-RA	Bany_02674-RA
OG0005151	JC_07962-RA	Bany_03511-RA
OG0005152	JC_07363-RA	Bany_08718-RA
OG0005153	JC_09756-RA	Bany_05912-RA
OG0005154	JC_11522-RA	Bany_13062-RA
OG0005155	JC_12795-RA	Bany_09366-RA
OG0005156	JC_02278-RA	Bany_07214-RA
OG0005157	JC_01588-RA	Bany_04375-RA
OG0005158	JC_12793-RA	Bany_09368-RA
OG0005159	JC_03668-RA	Bany_02678-RA
OG0005160	JC_01586-RA	Bany_04377-RA
OG0005161	JC_11526-RA	Bany_13065-RA
OG0005162	JC_09762-RA	Bany_05915-RA
OG0005163	JC_02280-RA	Bany_07217-RA
OG0005164	JC_02362-RA	Bany_05232-RA
OG0005165	JC_09761-RA	Bany_05917-RA
OG0005166	JC_07964-RA	Bany_03514-RA
OG0005167	JC_03669-RA	Bany_02679-RA
OG0005168	JC_02360-RA	Bany_05237-RA
OG0005169	JC_00736-RA	Bany_00042-RA
OG0005170	JC_02358-RA	Bany_05238-RA
OG0005171	JC_16729-RA	Bany_16110-RA, Bany_16109-RA
OG0005172	JC_00739-RA	Bany_00044-RA
OG0005174	JC_12786-RA	Bany_09373-RA
OG0005176	JC_01584-RA	Bany_04379-RA
OG0005177	JC_15180-RA, JC_15179-RA	Bany_06594-RA
OG0005178	JC_14096-RA	Bany_16507-RA
OG0005179	JC_12784-RA	Bany_09375-RA
OG0005180	JC_06774-RA	Bany_13684-RA
OG0005181	JC_08651-RA	Bany_11860-RA
OG0005182	JC_09768-RA	Bany_05922-RA
OG0005184	JC_09770-RA	Bany_05923-RA
OG0005186	JC_15517-RA	Bany_17453-RA
OG0005188	JC_06075-RA	Bany_10649-RA
OG0005190	JC_15025-RA	Bany_17749-RA
OG0005191	JC_16161-RA	Bany_01003-RA
OG0005192	JC_09775-RA	Bany_05929-RA
OG0005193	JC_11543-RA	Bany_13090-RA
OG0005194	JC_06780-RA	Bany_13689-RA
OG0005195	JC_10524-RA	Bany_14331-RA
OG0005196	JC_11544-RA	Bany_13093-RA
OG0005197	JC_01574-RA	Bany_04391-RA
OG0005198	JC_16162-RA	Bany_01005-RA
OG0005199	JC_06783-RA	Bany_13693-RA
OG0005200	JC_10296-RA	Bany_11182-RA
OG0005201	JC_06784-RA	Bany_13694-RA
OG0005202	JC_10526-RA	Bany_14334-RA
OG0005203	JC_00752-RA	Bany_00059-RA
OG0005204	JC_00753-RA	Bany_00060-RA
OG0005205	JC_12431-RA	Bany_09390-RA, Bany_09388-RA
OG0005207	JC_06083-RA	Bany_10656-RA
OG0005208	JC_17107-RA	Bany_12551-RA
OG0005209	JC_03680-RA	Bany_02688-RA
OG0005210	JC_06786-RA	Bany_13697-RA
OG0005211	JC_01572-RA	Bany_04394-RA
OG0005212	JC_01570-RA	Bany_04395-RA
OG0005213	JC_11549-RA	Bany_13102-RA
OG0005214	JC_16738-RA	Bany_16119-RA
OG0005215	JC_01568-RA	Bany_04396-RA
OG0005216	JC_00756-RA	Bany_00065-RA
OG0005217	JC_17111-RA	Bany_12553-RA
OG0005218	JC_17112-RA	Bany_12554-RA
OG0005219	JC_03681-RA	Bany_02690-RA
OG0005220	JC_06791-RA, JC_06792-RA	Bany_13701-RA
OG0005221	JC_06087-RA	Bany_10660-RA
OG0005222	JC_03570-RA	Bany_07995-RA
OG0005223	JC_10303-RA	Bany_11191-RA
OG0005224	JC_14562-RA	Bany_01908-RA
OG0005225	JC_04469-RA	Bany_09960-RA
OG0005226	JC_02351-RA	Bany_05246-RA, Bany_05245-RA
OG0005227	JC_06088-RA	Bany_10662-RA
OG0005228	JC_02349-RA	Bany_05247-RA
OG0005229	JC_04470-RA	Bany_09961-RA
OG0005230	JC_11447-RA	Bany_13107-RA
OG0005231	JC_06794-RA	Bany_13704-RA
OG0005232	JC_02284-RA	Bany_07228-RA
OG0005233	JC_11445-RA	Bany_13109-RA
OG0005234	JC_04474-RA	Bany_09965-RA
OG0005235	JC_10545-RA	Bany_14341-RA
OG0005236	JC_08679-RA	Bany_11867-RA
OG0005237	JC_08680-RA	Bany_11868-RA
OG0005238	JC_04475-RA	Bany_09966-RA
OG0005239	JC_12421-RA	Bany_09399-RA
OG0005240	JC_10546-RA	Bany_14343-RA
OG0005241	JC_04477-RA	Bany_09967-RA
OG0005242	JC_16586-RA	Bany_16128-RA
OG0005243	JC_00762-RA	Bany_00072-RA
OG0005244	JC_00764-RA	Bany_00073-RA
OG0005245	JC_04479-RA	Bany_09969-RA
OG0005246	JC_12420-RA	Bany_09400-RA
OG0005247	JC_05523-RA	Bany_15530-RA
OG0005248	JC_04480-RA	Bany_09970-RA
OG0005249	JC_05522-RA	Bany_15531-RA
OG0005250	JC_04485-RA	Bany_09971-RA
OG0005251	JC_16249-RA	Bany_01017-RA
OG0005252	JC_03602-RA	Bany_08000-RA
OG0005253	JC_00770-RA	Bany_00076-RA
OG0005254	JC_16580-RA	Bany_16131-RA
OG0005255	JC_07844-RA	Bany_00077-RA
OG0005256	JC_08683-RA	Bany_11873-RA
OG0005257	JC_15588-RA	Bany_17469-RA
OG0005258	JC_03606-RA	Bany_08002-RA
OG0005259	JC_00771-RA	Bany_00079-RA
OG0005261	JC_05520-RA	Bany_15534-RA
OG0005262	JC_05519-RA	Bany_15535-RA
OG0005263	JC_02340-RA	Bany_05254-RA
OG0005264	JC_00772-RA	Bany_00080-RA
OG0005265	JC_02338-RA	Bany_05255-RA
OG0005266	JC_16252-RA	Bany_01019-RA
OG0005267	JC_00773-RA	Bany_00081-RA
OG0005268	JC_03610-RA	Bany_08006-RA
OG0005269	JC_11432-RA	Bany_13116-RA
OG0005270	JC_00775-RA	Bany_00083-RA
OG0005271	JC_15988-RA, JC_15989-RA	Bany_06609-RA
OG0005272	JC_00697-RA	Bany_03523-RA
OG0005273	JC_10311-RA	Bany_11197-RA
OG0005274	JC_10312-RA	Bany_11198-RA
OG0005275	JC_08692-RA	Bany_11878-RA
OG0005276	JC_11428-RA	Bany_13119-RA
OG0005277	JC_16567-RA	Bany_16135-RA
OG0005278	JC_07371-RA	Bany_08726-RA
OG0005279	JC_15589-RA	Bany_17477-RA
OG0005280	JC_14885-RA	Bany_17757-RA
OG0005281	JC_11426-RA	Bany_13122-RA
OG0005282	JC_02270-RA	Bany_07237-RA
OG0005283	JC_04489-RA	Bany_09974-RA
OG0005285	JC_10319-RA	Bany_11208-RA
OG0005286	JC_07372-RA	Bany_08728-RA
OG0005287	JC_05645-RA	Bany_14954-RA
OG0005288	JC_16262-RA	Bany_01027-RA
OG0005289	JC_05515-RA	Bany_15545-RA
OG0005290	JC_06145-RA, JC_06143-RA, JC_06144-RA, JC_12604-RA, JC_06142-RA	Bany_10679-RA
OG0005291	JC_15590-RA	Bany_17478-RA
OG0005292	JC_05513-RA	Bany_15547-RA
OG0005293	JC_14532-RA	Bany_01931-RA
OG0005294	JC_03692-RA	Bany_02702-RA
OG0005295	JC_08694-RA	Bany_11881-RA
OG0005296	JC_01558-RA	Bany_04407-RA
OG0005297	JC_07378-RA	Bany_08733-RA
OG0005298	JC_00788-RA	Bany_00095-RA
OG0005299	JC_11422-RA	Bany_13128-RA, Bany_13129-RA
OG0005300	JC_01556-RA	Bany_04411-RA
OG0005301	JC_17207-RA	Bany_11882-RA
OG0005302	JC_07379-RA	Bany_08734-RA
OG0005303	JC_05509-RA	Bany_15554-RA
OG0005304	JC_05508-RA	Bany_15555-RA
OG0005305	JC_16630-RA	Bany_16147-RA
OG0005306	JC_11421-RA	Bany_13130-RA
OG0005307	JC_05507-RA	Bany_15557-RA
OG0005308	JC_05514-RA	Bany_01939-RA
OG0005309	JC_16776-RA	Bany_16148-RA
OG0005310	JC_11420-RA	Bany_13131-RA
OG0005311	JC_16778-RA	Bany_16149-RA
OG0005312	JC_12968-RA	Bany_17021-RA
OG0005313	JC_11418-RA	Bany_13134-RA
OG0005314	JC_11417-RA	Bany_13136-RA
OG0005315	JC_06819-RA	Bany_13734-RA
OG0005316	JC_14114-RA	Bany_16525-RA
OG0005317	JC_02275-RA	Bany_07241-RA
OG0005318	JC_16001-RA	Bany_06618-RA
OG0005319	JC_01550-RA	Bany_04418-RA
OG0005320	JC_03698-RA	Bany_02708-RA
OG0005321	JC_10567-RA	Bany_14364-RA
OG0005322	JC_03699-RA	Bany_02709-RA
OG0005323	JC_14876-RA	Bany_17773-RA
OG0005324	JC_03701-RA	Bany_02710-RA
OG0005325	JC_10326-RA	Bany_11218-RA
OG0005326	JC_02273-RA	Bany_07243-RA
OG0005327	JC_14873-RA	Bany_17775-RA
OG0005328	JC_00791-RA	Bany_00100-RA
OG0005329	JC_05502-RA	Bany_15564-RA
OG0005330	JC_05501-RA	Bany_15565-RA
OG0005331	JC_11408-RA	Bany_13146-RA
OG0005332	JC_05500-RA	Bany_15566-RA
OG0005333	JC_03706-RA	Bany_02716-RA
OG0005334	JC_11407-RA	Bany_13147-RA
OG0005335	JC_10333-RA	Bany_11223-RA
OG0005336	JC_10334-RA	Bany_11226-RA
OG0005337	JC_10335-RA	Bany_11227-RA
OG0005338	JC_07402-RA	Bany_08744-RA
OG0005339	JC_06134-RA	Bany_10689-RA
OG0005340	JC_07403-RA	Bany_08745-RA
OG0005341	JC_14119-RA	Bany_16529-RA
OG0005342	JC_14120-RA	Bany_16530-RA
OG0005343	JC_16779-RA	Bany_16162-RA
OG0005344	JC_06128-RA	Bany_10692-RA
OG0005345	JC_10253-RA	Bany_11231-RA
OG0005346	JC_14122-RA	Bany_16531-RA
OG0005347	JC_16272-RA	Bany_01035-RA
OG0005348	JC_16273-RA	Bany_01036-RA
OG0005349	JC_16275-RA	Bany_01038-RA
OG0005350	JC_06820-RA	Bany_13736-RA
OG0005351	JC_16782-RA	Bany_16164-RA
OG0005352	JC_16012-RA	Bany_06628-RA
OG0005353	JC_06821-RA	Bany_13737-RA
OG0005354	JC_16783-RA	Bany_16166-RA
OG0005355	JC_10576-RA	Bany_14374-RA
OG0005356	JC_00800-RA	Bany_00112-RA
OG0005357	JC_10248-RA	Bany_11236-RA
OG0005358	JC_10577-RA	Bany_14376-RA
OG0005359	JC_10247-RA	Bany_11238-RA
OG0005360	JC_07405-RA	Bany_08747-RA
OG0005361	JC_14128-RA	Bany_16534-RA
OG0005362	JC_16740-RA, JC_16743-RA	Bany_04432-RA
OG0005363	JC_15624-RA	Bany_17489-RA
OG0005364	JC_10246-RA	Bany_11240-RA
OG0005365	JC_16279-RA	Bany_01041-RA
OG0005366	JC_10245-RA	Bany_11242-RA
OG0005367	JC_16015-RA	Bany_06631-RA
OG0005368	JC_14516-RA	Bany_01947-RA
OG0005369	JC_11398-RA	Bany_13151-RA
OG0005370	JC_02330-RA	Bany_05268-RA
OG0005371	JC_04508-RA	Bany_09985-RA
OG0005373	JC_05497-RA	Bany_15571-RA
OG0005374	JC_06122-RA	Bany_10694-RA
OG0005375	JC_01537-RA	Bany_04436-RA
OG0005376	JC_14868-RA	Bany_17782-RA
OG0005377	JC_15591-RA	Bany_17493-RA
OG0005378	JC_07412-RA	Bany_08752-RA
OG0005379	JC_10581-RA	Bany_14380-RA
OG0005380	JC_02302-RA	Bany_07255-RA
OG0005381	JC_10582-RA	Bany_14381-RA
OG0005382	JC_16643-RA	Bany_16172-RA
OG0005383	JC_14512-RA	Bany_01953-RA
OG0005384	JC_07972-RA	Bany_03531-RA
OG0005385	JC_14511-RA	Bany_01954-RA
OG0005386	JC_02300-RA	Bany_07258-RA
OG0005387	JC_01530-RA	Bany_04439-RA
OG0005388	JC_09781-RA	Bany_05942-RA
