Orthogroup	Junonia_coenia	Heliconius_erato_lativitta
OG0004316	JC_10926-RA	HEL_013645-RA, HEL_013644-RA
OG0004317	JC_10366-RA	HEL_008188-RA, HEL_008189-RA
OG0004318	JC_13749-RA	HEL_000267-RA
OG0004319	JC_08789-RA	HEL_006062-RA
OG0004320	JC_08363-RA	HEL_003054-RA
OG0004321	JC_11259-RA	HEL_012256-RA
OG0004322	JC_13663-RA	HEL_014430-RA
OG0004323	JC_13662-RA	HEL_006891-RA, HEL_006892-RA, HEL_006894-RA
OG0004326	JC_01283-RA	HEL_002737-RA
OG0004327	JC_08952-RA	HEL_006056-RA
OG0004328	JC_01284-RA	HEL_002732-RA
OG0004329	JC_02739-RA	HEL_004538-RA, HEL_004537-RA
OG0004331	JC_12009-RA	HEL_013329-RA
OG0004332	JC_03253-RA	HEL_007419-RA
OG0004333	JC_12013-RA	HEL_013335-RA, HEL_005715-RA
OG0004334	JC_09369-RA	HEL_006309-RA, HEL_006311-RA
OG0004335	JC_09367-RA	HEL_006314-RA, HEL_006315-RA
OG0004336	JC_13653-RA	HEL_006882-RA
OG0004337	JC_12020-RA	HEL_013340-RA, HEL_013339-RA
OG0004339	JC_12302-RA	HEL_003832-RA
OG0004340	JC_13271-RA	HEL_012335-RA
OG0004341	JC_00374-RA	HEL_001385-RA
OG0004343	JC_13649-RA	HEL_006878-RA
OG0004344	JC_13757-RA	HEL_000255-RA
OG0004345	JC_00377-RA	HEL_001388-RA
OG0004346	JC_05712-RA	HEL_007309-RA
OG0004347	JC_13276-RA	HEL_012321-RA
OG0004348	JC_02945-RA	HEL_014146-RA
OG0004349	JC_00382-RA	HEL_001392-RA
OG0004350	JC_11153-RA, JC_11154-RA	HEL_012459-RA
OG0004352	JC_05719-RA	HEL_007297-RA, HEL_007296-RA
OG0004354	JC_13285-RA, JC_06457-RA	HEL_012317-RA
OG0004355	JC_13771-RA	HEL_000239-RA
OG0004356	JC_02938-RA	HEL_014152-RA
OG0004357	JC_00390-RA	HEL_001394-RA
OG0004358	JC_08970-RA	HEL_010575-RA
OG0004359	JC_02172-RA	HEL_014495-RA
OG0004360	JC_07698-RA	HEL_012195-RA, HEL_012196-RA
OG0004361	JC_07101-RA	HEL_001118-RA
OG0004362	JC_13775-RA	HEL_000237-RA
OG0004363	JC_12035-RA	HEL_013351-RA
OG0004364	JC_10399-RA	HEL_008162-RA
OG0004365	JC_09354-RA	HEL_006324-RA
OG0004366	JC_07705-RA	HEL_012204-RA
OG0004369	JC_13638-RA	HEL_006870-RA, HEL_006869-RA
OG0004370	JC_12666-RA	HEL_003847-RA
OG0004371	JC_10944-RA	HEL_014363-RA
OG0004372	JC_12663-RA	HEL_003849-RA
OG0004374	JC_00406-RA	HEL_001411-RA
OG0004375	JC_12655-RA	HEL_003858-RA
OG0004376	JC_08987-RA	HEL_010591-RA
OG0004377	JC_00407-RA	HEL_001414-RA, HEL_001412-RA
OG0004378	JC_00408-RA	HEL_001415-RA
OG0004379	JC_05764-RA	HEL_007266-RA
OG0004380	JC_02917-RA	HEL_014166-RA, HEL_014165-RA
OG0004381	JC_01891-RA	HEL_007000-RA
OG0004383	JC_13625-RA	HEL_006857-RA, HEL_006858-RA
OG0004384	JC_07089-RA	HEL_001036-RA
OG0004386	JC_07085-RA	HEL_001028-RA
OG0004388	JC_15366-RA	HEL_005975-RA
OG0004389	JC_02915-RA, JC_02914-RA	HEL_004380-RA, HEL_004381-RA
OG0004390	JC_07082-RA, JC_07079-RA	HEL_001027-RA
OG0004391	JC_03231-RA	HEL_007403-RA
OG0004392	JC_01302-RA	HEL_002703-RA
OG0004393	JC_00421-RA	HEL_001427-RA
OG0004395	JC_04842-RA, JC_04843-RA	HEL_011005-RA
OG0004396	JC_01305-RA, JC_01304-RA	HEL_002702-RA
OG0004397	JC_13321-RA	HEL_013471-RA
OG0004398	JC_09337-RA	HEL_006353-RA
OG0004399	JC_01307-RA	HEL_002701-RA, HEL_002700-RA
OG0004401	JC_05779-RA, JC_05780-RA	HEL_007261-RA
OG0004402	JC_05214-RA	HEL_005481-RA
OG0004403	JC_01872-RA	HEL_007015-RA
OG0004404	JC_04832-RA	HEL_010991-RA
OG0004405	JC_09332-RA	HEL_006269-RA, HEL_006268-RA
OG0004406	JC_13792-RA	HEL_000224-RA
OG0004407	JC_04830-RA	HEL_010994-RA
OG0004408	JC_01312-RA	HEL_002692-RA, HEL_002693-RA
OG0004409	JC_00423-RA	HEL_001429-RA, HEL_001428-RA
OG0004410	JC_04828-RA	HEL_010996-RA
OG0004411	JC_04825-RA	HEL_010989-RA
OG0004412	JC_04824-RA	HEL_010988-RA
OG0004413	JC_07727-RA	HEL_012225-RA, HEL_012224-RA
OG0004414	JC_08995-RA	HEL_010605-RA
OG0004415	JC_07734-RA	HEL_012231-RA
OG0004417	JC_05203-RA	HEL_005475-RA
OG0004418	JC_00434-RA	HEL_001438-RA
OG0004419	JC_13324-RA	HEL_013460-RA
OG0004420	JC_06658-RA	HEL_012383-RA
OG0004421	JC_00437-RA	HEL_001440-RA
OG0004422	JC_00438-RA	HEL_001441-RA
OG0004423	JC_13595-RA	HEL_006837-RA
OG0004424	JC_06998-RA	HEL_000955-RA
OG0004425	JC_00439-RA	HEL_001442-RA
OG0004426	JC_11824-RA	HEL_008288-RA
OG0004428	JC_11823-RA	HEL_008287-RA
OG0004431	JC_00309-RA	HEL_001323-RA
OG0004432	JC_01863-RA	HEL_007022-RA
OG0004433	JC_10377-RA	HEL_008181-RA
OG0004434	JC_12641-RA, JC_12640-RA	HEL_003870-RA
OG0004435	JC_07011-RA	HEL_000959-RA
OG0004436	JC_12637-RA	HEL_003873-RA
OG0004437	JC_06655-RA	HEL_012381-RA
OG0004438	JC_13930-RA	HEL_000339-RA
OG0004440	JC_12631-RA	HEL_003878-RA, HEL_003877-RA
OG0004441	JC_08390-RA	HEL_003076-RA
OG0004442	JC_01732-RA	HEL_007156-RA
OG0004443	JC_10969-RA	HEL_013583-RA
OG0004444	JC_12625-RA	HEL_003882-RA
OG0004445	JC_08374-RA	HEL_003063-RA
OG0004446	JC_15388-RA	HEL_005942-RA
OG0004447	JC_10970-RA	HEL_013582-RA
OG0004448	JC_09562-RA, JC_02001-RA	HEL_011524-RA
OG0004449	JC_08371-RA	HEL_003060-RA
OG0004452	JC_09018-RA	HEL_010622-RA
OG0004453	JC_08428-RA	HEL_003109-RA, HEL_003112-RA
OG0004454	JC_15504-RA	HEL_005936-RA
OG0004455	JC_05188-RA	HEL_005467-RA
OG0004456	JC_12622-RA	HEL_003885-RA
OG0004457	JC_07032-RA	HEL_000971-RA
OG0004458	JC_10984-RA	HEL_013566-RA
OG0004459	JC_09024-RA	HEL_010626-RA
OG0004460	JC_05186-RA	HEL_005466-RA
OG0004461	JC_10447-RA	HEL_008113-RA, HEL_008112-RA
OG0004462	JC_00285-RA	HEL_001308-RA, HEL_001309-RA
OG0004463	JC_02898-RA	HEL_004387-RA
OG0004464	JC_00284-RA	HEL_001307-RA
OG0004465	JC_10441-RA	HEL_008123-RA, HEL_008122-RA
OG0004466	JC_04818-RA	HEL_010984-RA
OG0004467	JC_02883-RA	HEL_004403-RA
OG0004468	JC_11147-RA, JC_11148-RA	HEL_012456-RA
OG0004469	JC_07763-RA	HEL_012587-RA
OG0004470	JC_05185-RA	HEL_005465-RA
OG0004472	JC_00275-RA	HEL_001299-RA, HEL_001298-RA
OG0004473	JC_11750-RA	HEL_013383-RA
OG0004474	JC_01073-RA	HEL_006801-RA
OG0004476	JC_05183-RA	HEL_005463-RA
OG0004477	JC_15489-RA	HEL_005918-RA
OG0004478	JC_13552-RA	HEL_014423-RA
OG0004479	JC_10996-RA	HEL_012000-RA
OG0004480	JC_12589-RA	HEL_003908-RA
OG0004481	JC_07063-RA	HEL_001012-RA
OG0004483	JC_12595-RA	HEL_003914-RA
OG0004484	JC_01843-RA	HEL_007040-RA
OG0004486	JC_01089-RA, JC_01092-RA	HEL_006814-RA
OG0004487	JC_01093-RA	HEL_006815-RA
OG0004488	JC_11006-RA, JC_11047-RA	HEL_012008-RA
OG0004489	JC_11008-RA, JC_11044-RA	HEL_012018-RA
OG0004490	JC_12599-RA	HEL_003919-RA
OG0004491	JC_15466-RA	HEL_005905-RA
OG0004492	JC_06992-RA	HEL_000947-RA
OG0004493	JC_15464-RA	HEL_005903-RA
OG0004494	JC_11760-RA	HEL_013369-RA, HEL_013370-RA
OG0004495	JC_15463-RA	HEL_005902-RA
OG0004496	JC_05836-RA	HEL_007211-RA
OG0004497	JC_03172-RA	HEL_013436-RA
OG0004498	JC_09051-RA	HEL_010656-RA
OG0004499	JC_11113-RA	HEL_008609-RA, HEL_008608-RA
OG0004501	JC_07203-RA	HEL_009777-RA
OG0004502	JC_07204-RA	HEL_001054-RA
OG0004503	JC_11762-RA	HEL_013366-RA
OG0004505	JC_09310-RA, JC_09774-RA	HEL_006257-RA
OG0004506	JC_09308-RA, JC_09309-RA	HEL_006256-RA
OG0004507	JC_00264-RA	HEL_001287-RA, HEL_001282-RA
OG0004508	JC_12277-RA, JC_12278-RA	HEL_003795-RA
OG0004510	JC_12279-RA	HEL_003798-RA, HEL_003797-RA
OG0004511	JC_07780-RA	HEL_012610-RA
OG0004512	JC_08473-RA	HEL_003148-RA
OG0004513	JC_11775-RA	HEL_014169-RA
OG0004514	JC_03159-RA	HEL_014611-RA, HEL_013431-RA
OG0004515	JC_11778-RA	HEL_014172-RA, HEL_014171-RA
OG0004516	JC_07791-RA	HEL_012620-RA
OG0004517	JC_08474-RA	HEL_003152-RA, HEL_003150-RA
OG0004518	JC_00253-RA	HEL_001275-RA, HEL_001276-RA
OG0004519	JC_04930-RA	HEL_000076-RA, HEL_000075-RA
OG0004520	JC_03156-RA	HEL_013429-RA, HEL_014609-RA
OG0004521	JC_11782-RA	HEL_014176-RA
OG0004523	JC_01831-RA	HEL_007047-RA
OG0004524	JC_04189-RA, JC_04188-RA	HEL_011590-RA
OG0004525	JC_07784-RA	HEL_012615-RA
OG0004526	JC_08482-RA	HEL_003160-RA
OG0004527	JC_07783-RA, JC_07782-RA	HEL_012614-RA
OG0004528	JC_06619-RA	HEL_014269-RA, HEL_014268-RA
OG0004529	JC_03152-RA	HEL_013426-RA
OG0004530	JC_06613-RA	HEL_014284-RA, HEL_014283-RA
OG0004531	JC_15449-RA	HEL_005893-RA
OG0004532	JC_13543-RA	HEL_012958-RA
OG0004533	JC_11112-RA	HEL_008613-RA
OG0004535	JC_05848-RA	HEL_007196-RA
OG0004536	JC_09285-RA	HEL_014126-RA
OG0004538	JC_01103-RA	HEL_002937-RA
OG0004539	JC_01827-RA	HEL_007052-RA
OG0004540	JC_06605-RA	HEL_014289-RA
OG0004542	JC_07799-RA	HEL_012626-RA
OG0004544	JC_00242-RA	HEL_001267-RA
OG0004545	JC_00241-RA	HEL_001266-RA
OG0004546	JC_13528-RA	HEL_012940-RA
OG0004548	JC_13530-RA	HEL_012942-RA
OG0004549	JC_00239-RA	HEL_001264-RA
OG0004550	JC_15437-RA	HEL_005884-RA
OG0004551	JC_04205-RA	HEL_011597-RA
OG0004552	JC_04206-RA	HEL_011598-RA
OG0004555	JC_07213-RA	HEL_009765-RA, HEL_009764-RA
OG0004556	JC_07214-RA	HEL_009763-RA
OG0004557	JC_04955-RA	HEL_000106-RA, HEL_000105-RA
OG0004558	JC_09080-RA	HEL_010682-RA
OG0004559	JC_08486-RA	HEL_003164-RA
OG0004560	JC_10422-RA	HEL_008139-RA
OG0004562	JC_03137-RA	HEL_011517-RA, HEL_011518-RA
OG0004563	JC_15478-RA	HEL_005926-RA
OG0004565	JC_01815-RA	HEL_007058-RA
OG0004566	JC_10417-RA	HEL_008145-RA
OG0004567	JC_11060-RA	HEL_008659-RA
OG0004568	JC_09276-RA	HEL_014139-RA, HEL_014137-RA
OG0004569	JC_10410-RA	HEL_008148-RA
OG0004571	JC_09270-RA	HEL_014144-RA
OG0004572	JC_03128-RA	HEL_011514-RA
OG0004573	JC_13517-RA, JC_13516-RA	HEL_012933-RA
OG0004576	JC_03229-RA, JC_03227-RA, JC_03226-RA, JC_03228-RA	HEL_007401-RA
OG0004577	JC_11072-RA	HEL_008644-RA
OG0004579	JC_11801-RA	HEL_008251-RA
OG0004580	JC_07225-RA, JC_07226-RA	HEL_009823-RA
OG0004581	JC_00220-RA	HEL_001249-RA
OG0004582	JC_01804-RA	HEL_007073-RA
OG0004583	JC_00219-RA	HEL_001248-RA
OG0004584	JC_04223-RA	HEL_011618-RA
OG0004585	JC_08495-RA	HEL_003173-RA
OG0004586	JC_09258-RA	HEL_006199-RA
OG0004587	JC_01806-RA	HEL_007071-RA
OG0004588	JC_09256-RA	HEL_006202-RA
OG0004589	JC_00208-RA	HEL_001242-RA
OG0004591	JC_09254-RA	HEL_006206-RA
OG0004594	JC_05746-RA	HEL_007273-RA, HEL_007279-RA, HEL_007277-RA
OG0004595	JC_11020-RA	HEL_012033-RA
OG0004596	JC_09242-RA, JC_09241-RA	HEL_006215-RA
OG0004597	JC_07829-RA	HEL_011928-RA
OG0004598	JC_03106-RA	HEL_011493-RA
OG0004599	JC_03105-RA	HEL_011492-RA
OG0004600	JC_05156-RA	HEL_005438-RA
OG0004601	JC_11096-RA	HEL_008624-RA
OG0004602	JC_05157-RA	HEL_005439-RA
OG0004603	JC_07834-RA	HEL_011933-RA
OG0004604	JC_05160-RA	HEL_005441-RA
OG0004606	JC_09099-RA	HEL_010302-RA
OG0004607	JC_04978-RA	HEL_000130-RA, HEL_000131-RA
OG0004608	JC_11009-RA	HEL_012025-RA
OG0004610	JC_00841-RA	HEL_006625-RA, HEL_006623-RA
OG0004611	JC_03091-RA	HEL_011473-RA
OG0004612	JC_00196-RA	HEL_001230-RA
OG0004613	JC_11826-RA	HEL_008292-RA, HEL_008290-RA
OG0004614	JC_09233-RA	HEL_006223-RA, HEL_006222-RA
OG0004615	JC_05744-RA	HEL_007275-RA
OG0004616	JC_08512-RA	HEL_003192-RA
OG0004617	JC_01646-RA	HEL_010416-RA
OG0004618	JC_15412-RA	HEL_005868-RA
OG0004619	JC_00192-RA, JC_00191-RA	HEL_001226-RA
OG0004620	JC_04231-RA	HEL_011623-RA
OG0004621	JC_03082-RA	HEL_011463-RA, HEL_011462-RA
OG0004622	JC_09101-RA	HEL_010305-RA
OG0004623	JC_02857-RA	HEL_004414-RA
OG0004624	JC_09221-RA	HEL_006237-RA
OG0004625	JC_04234-RA	HEL_011627-RA, HEL_011626-RA
OG0004626	JC_02852-RA	HEL_004417-RA
OG0004627	JC_13486-RA	HEL_008566-RA
OG0004628	JC_02851-RA	HEL_004418-RA
OG0004630	JC_02849-RA	HEL_004420-RA
OG0004631	JC_09102-RA	HEL_010306-RA
OG0004632	JC_02848-RA	HEL_004421-RA
OG0004633	JC_06576-RA	HEL_012892-RA, HEL_012891-RA
OG0004634	JC_04377-RA	HEL_010046-RA
OG0004635	JC_00173-RA	HEL_001210-RA, HEL_001211-RA
OG0004636	JC_05167-RA, JC_05168-RA	HEL_005446-RA
OG0004637	JC_05169-RA	HEL_005448-RA
OG0004638	JC_00867-RA	HEL_006643-RA
OG0004639	JC_07243-RA	HEL_009840-RA, HEL_009839-RA
OG0004641	JC_05171-RA	HEL_005450-RA
OG0004643	JC_04371-RA	HEL_010043-RA
OG0004644	JC_00872-RA	HEL_006645-RA
OG0004646	JC_06568-RA	HEL_013072-RA
OG0004648	JC_00875-RA	HEL_006647-RA
OG0004649	JC_03078-RA	HEL_011460-RA
OG0004650	JC_09121-RA	HEL_010329-RA
OG0004651	JC_07866-RA, JC_07865-RA	HEL_011959-RA
OG0004653	JC_00163-RA	HEL_001202-RA
OG0004654	JC_08521-RA	HEL_003209-RA
OG0004655	JC_02835-RA	HEL_004434-RA
OG0004656	JC_05174-RA	HEL_005456-RA
OG0004657	JC_04996-RA	HEL_000148-RA
OG0004658	JC_03071-RA	HEL_011455-RA, HEL_011454-RA
OG0004659	JC_13484-RA	HEL_008562-RA, HEL_008563-RA
OG0004660	JC_02834-RA	HEL_004436-RA
OG0004661	JC_03064-RA	HEL_011450-RA
OG0004662	JC_13481-RA, JC_13482-RA	HEL_008561-RA
OG0004663	JC_00154-RA	HEL_001191-RA
OG0004664	JC_03062-RA	HEL_011444-RA
OG0004665	JC_11269-RA	HEL_012266-RA
OG0004666	JC_11865-RA	HEL_008321-RA
OG0004669	JC_11867-RA	HEL_008322-RA
OG0004670	JC_05741-RA	HEL_007282-RA
OG0004671	JC_03057-RA	HEL_011438-RA, HEL_011441-RA
OG0004672	JC_00151-RA	HEL_001187-RA
OG0004673	JC_13477-RA	HEL_008547-RA
OG0004674	JC_03055-RA	HEL_011434-RA, HEL_011433-RA, HEL_011435-RA
OG0004675	JC_13474-RA	HEL_008545-RA
OG0004676	JC_03048-RA	HEL_011424-RA, HEL_011423-RA
OG0004677	JC_03046-RA	HEL_011421-RA
OG0004678	JC_11876-RA	HEL_008329-RA
OG0004679	JC_00891-RA	HEL_006655-RA
OG0004680	JC_00894-RA	HEL_006658-RA
OG0004681	JC_11877-RA	HEL_008330-RA
OG0004683	JC_09118-RA	HEL_010323-RA
OG0004684	JC_07263-RA	HEL_014599-RA, HEL_014600-RA
OG0004685	JC_09184-RA	HEL_009590-RA
OG0004686	JC_11884-RA	HEL_008335-RA
OG0004687	JC_09185-RA	HEL_009589-RA
OG0004688	JC_07265-RA	HEL_014601-RA, HEL_014602-RA
OG0004689	JC_03038-RA	HEL_011416-RA
OG0004690	JC_13466-RA	HEL_008537-RA
OG0004691	JC_00898-RA	HEL_006661-RA
OG0004692	JC_00900-RA, JC_00901-RA	HEL_006663-RA
OG0004693	JC_08530-RA	HEL_003225-RA
OG0004694	JC_00902-RA	HEL_006664-RA
OG0004695	JC_02826-RA	HEL_004450-RA, HEL_004451-RA
OG0004696	JC_00905-RA	HEL_006668-RA
OG0004697	JC_00906-RA	HEL_006670-RA, HEL_006669-RA
OG0004699	JC_09133-RA	HEL_010342-RA, HEL_010341-RA
OG0004701	JC_03034-RA	HEL_011414-RA, HEL_001957-RA
OG0004702	JC_00914-RA	HEL_006676-RA
OG0004704	JC_00916-RA	HEL_006677-RA
OG0004705	JC_02822-RA	HEL_004453-RA
OG0004706	JC_08531-RA	HEL_003227-RA
OG0004707	JC_07887-RA	HEL_011980-RA
OG0004708	JC_07891-RA, JC_07889-RA	HEL_011982-RA
OG0004709	JC_09141-RA	HEL_010351-RA
OG0004710	JC_09145-RA	HEL_010352-RA
OG0004711	JC_02811-RA	HEL_004460-RA
OG0004713	JC_11901-RA	HEL_008348-RA
OG0004714	JC_00117-RA	HEL_001168-RA
OG0004715	JC_01706-RA, JC_01705-RA	HEL_010392-RA
OG0004716	JC_13439-RA	HEL_008510-RA
OG0004718	JC_00927-RA, JC_15832-RA	HEL_006691-RA
OG0004720	JC_05059-RA	HEL_000192-RA, HEL_000193-RA
OG0004721	JC_01709-RA	HEL_010390-RA
OG0004723	JC_02810-RA	HEL_004462-RA
OG0004724	JC_03017-RA	HEL_012860-RA
OG0004725	JC_00932-RA	HEL_006693-RA
OG0004726	JC_00939-RA	HEL_006701-RA
OG0004727	JC_00941-RA	HEL_006704-RA, HEL_006705-RA
OG0004730	JC_08618-RA	HEL_003315-RA
OG0004731	JC_08616-RA	HEL_003313-RA
OG0004732	JC_11569-RA	HEL_008425-RA
OG0004733	JC_00092-RA	HEL_001145-RA
OG0004734	JC_00955-RA	HEL_006711-RA
OG0004737	JC_11573-RA	HEL_008421-RA
OG0004738	JC_01689-RA, JC_01686-RA, JC_01690-RA	HEL_010400-RA
OG0004741	JC_04280-RA, JC_04279-RA	HEL_011665-RA
OG0004742	JC_08603-RA	HEL_003303-RA
OG0004744	JC_00077-RA	HEL_013114-RA
OG0004745	JC_04268-RA	HEL_011655-RA
OG0004746	JC_08597-RA	HEL_003297-RA
OG0004748	JC_04265-RA	HEL_011652-RA
OG0004749	JC_08596-RA	HEL_003295-RA
OG0004750	JC_04264-RA	HEL_011650-RA, HEL_011651-RA
OG0004751	JC_05063-RA	HEL_000207-RA, HEL_000211-RA
OG0004752	JC_08588-RA	HEL_003288-RA, HEL_003287-RA
OG0004753	JC_00071-RA	HEL_013110-RA
OG0004754	JC_02974-RA	HEL_012819-RA
OG0004755	JC_11602-RA, JC_11604-RA	HEL_008396-RA
OG0004756	JC_02977-RA	HEL_012820-RA
OG0004757	JC_11603-RA	HEL_008394-RA, HEL_008395-RA
OG0004758	JC_02982-RA, JC_02981-RA	HEL_012823-RA
OG0004759	JC_11618-RA, JC_11619-RA	HEL_008384-RA
OG0004760	JC_08575-RA	HEL_003271-RA, HEL_003270-RA
OG0004762	JC_08574-RA	HEL_003269-RA, HEL_003268-RA
OG0004763	JC_00985-RA, JC_00984-RA	HEL_006735-RA
OG0004764	JC_11627-RA	HEL_008370-RA
OG0004765	JC_08569-RA	HEL_003265-RA
OG0004766	JC_08568-RA	HEL_003264-RA
OG0004768	JC_00990-RA	HEL_006739-RA
OG0004769	JC_08558-RA	HEL_003251-RA
OG0004770	JC_08552-RA	HEL_003245-RA
OG0004771	JC_04243-RA	HEL_011636-RA
OG0004772	JC_13360-RA	HEL_008459-RA
OG0004773	JC_13358-RA	HEL_008458-RA, HEL_008457-RA
OG0004774	JC_13305-RA, JC_02757-RA	HEL_004518-RA
OG0004776	JC_13339-RA	HEL_008443-RA, HEL_008444-RA
OG0004777	JC_00015-RA	HEL_013420-RA
OG0004778	JC_01735-RA	HEL_007158-RA
OG0004782	JC_01749-RA	HEL_007111-RA
OG0004783	JC_01756-RA	HEL_007119-RA
OG0004784	JC_01759-RA	HEL_007106-RA
OG0004785	JC_01763-RA	HEL_007101-RA
OG0004786	JC_01034-RA	HEL_006772-RA, HEL_006773-RA
OG0004787	JC_01116-RA	HEL_002927-RA, HEL_002925-RA
OG0004788	JC_01784-RA, JC_01783-RA	HEL_007093-RA
OG0004789	JC_01786-RA	HEL_007092-RA
OG0004790	JC_01787-RA	HEL_007091-RA
OG0004791	JC_01788-RA	HEL_007089-RA
OG0004793	JC_15713-RA	HEL_004671-RA
OG0004794	JC_16158-RA, JC_00389-RA, JC_00433-RA, JC_00449-RA, JC_00453-RA, JC_00454-RA, JC_00448-RA	HEL_001454-RA
OG0004796	JC_16449-RA	HEL_012968-RA, HEL_012969-RA
OG0004798	JC_16113-RA	HEL_011386-RA
OG0004800	JC_10078-RA	HEL_006510-RA
OG0004803	JC_15440-RA	HEL_005885-RA
OG0004804	JC_09866-RA, JC_09867-RA	HEL_012771-RA
OG0004805	JC_00144-RA	HEL_013402-RA
OG0004806	JC_05787-RA	HEL_007252-RA, HEL_007250-RA
OG0004807	JC_01079-RA	HEL_006806-RA
OG0004809	JC_07904-RA, JC_07903-RA	HEL_011993-RA
OG0004812	JC_09384-RA	HEL_006299-RA
OG0004813	JC_11299-RA	HEL_012307-RA, HEL_012309-RA, HEL_012308-RA
OG0004814	JC_04240-RA	HEL_011633-RA
OG0004815	JC_02791-RA	HEL_004477-RA
OG0004816	JC_03674-RA, JC_03672-RA, JC_03673-RA	HEL_010510-RA
OG0004817	JC_15530-RA	HEL_005398-RA
OG0004818	JC_03245-RA	HEL_007415-RA
OG0004819	JC_08847-RA	HEL_006114-RA
OG0004821	JC_02928-RA	HEL_014158-RA
OG0004822	JC_02820-RA	HEL_004455-RA
OG0004824	JC_07735-RA, JC_07736-RA	HEL_012232-RA
OG0004825	JC_07738-RA	HEL_012235-RA, HEL_012234-RA
OG0004826	JC_11237-RA	HEL_013753-RA, HEL_013752-RA
OG0004827	JC_04412-RA	HEL_007657-RA
OG0004827	JC_04411-RA	HEL_007658-RA
OG0004828	JC_00565-RA	HEL_001564-RA
OG0004829	JC_01278-RA	HEL_002743-RA
OG0004830	JC_03192-RA, JC_03193-RA	HEL_007370-RA
OG0004831	JC_08459-RA	HEL_003136-RA
OG0004832	JC_08481-RA	HEL_003159-RA
OG0004836	JC_02445-RA, JC_02446-RA, JC_02447-RA	HEL_003925-RA
OG0004838	JC_05037-RA	HEL_000150-RA, HEL_000151-RA, HEL_008946-RA, HEL_000165-RA
OG0004839	JC_04972-RA	HEL_000119-RA
OG0004849	JC_14863-RA	HEL_011824-RA
OG0004850	JC_06871-RA	HEL_000835-RA
OG0004851	JC_02313-RA	HEL_013234-RA
OG0004852	JC_14044-RA	HEL_000445-RA
OG0004853	JC_14864-RA	HEL_011823-RA
OG0004855	JC_03638-RA	HEL_010477-RA
OG0004856	JC_14045-RA	HEL_000446-RA
OG0004859	JC_05607-RA	HEL_005363-RA
OG0004861	JC_15583-RA	HEL_005367-RA
OG0004862	JC_13123-RA	HEL_001910-RA
OG0004863	JC_02142-RA	HEL_010471-RA
OG0004864	JC_08645-RA	HEL_007725-RA
OG0004865	JC_14832-RA	HEL_011850-RA
OG0004866	JC_05676-RA	HEL_007348-RA
OG0004867	JC_17074-RA	HEL_004079-RA
OG0004868	JC_07907-RA	HEL_002224-RA
OG0004869	JC_13125-RA	HEL_001901-RA
OG0004871	JC_00693-RA	HEL_001694-RA
OG0004872	JC_05678-RA	HEL_007347-RA
OG0004873	JC_15582-RA	HEL_005369-RA
OG0004874	JC_04413-RA	HEL_007656-RA
OG0004875	JC_05597-RA	HEL_005358-RA
OG0004876	JC_10457-RA	HEL_012501-RA, HEL_012503-RA
OG0004877	JC_14658-RA	HEL_003425-RA
OG0004878	JC_02141-RA	HEL_004481-RA
OG0004879	JC_05682-RA	HEL_007339-RA
OG0004880	JC_17052-RA	HEL_004165-RA
OG0004881	JC_09700-RA	HEL_008065-RA
OG0004883	JC_06340-RA	HEL_011009-RA
OG0004884	JC_05683-RA	HEL_007338-RA
OG0004885	JC_05595-RA	HEL_005356-RA
OG0004886	JC_07913-RA	HEL_002228-RA
OG0004887	JC_04415-RA	HEL_007654-RA
OG0004888	JC_10460-RA	HEL_012505-RA
OG0004889	JC_05685-RA	HEL_007334-RA
OG0004890	JC_08672-RA	HEL_007746-RA
OG0004891	JC_07356-RA	HEL_003494-RA
OG0004892	JC_09702-RA	HEL_008067-RA
OG0004894	JC_10272-RA	HEL_014066-RA
OG0004895	JC_10464-RA	HEL_012508-RA
OG0004896	JC_01901-RA	HEL_009697-RA
OG0004897	JC_06691-RA	HEL_000692-RA
OG0004898	JC_03643-RA	HEL_010481-RA
OG0004899	JC_04418-RA	HEL_007642-RA
OG0004900	JC_06330-RA	HEL_011016-RA
OG0004901	JC_03514-RA	HEL_009464-RA
OG0004902	JC_05585-RA	HEL_005349-RA
OG0004904	JC_07351-RA	HEL_003488-RA
OG0004905	JC_12817-RA	HEL_005076-RA
OG0004906	JC_16176-RA	HEL_012679-RA
OG0004907	JC_15222-RA	HEL_002188-RA
OG0004908	JC_02217-RA	HEL_009687-RA
OG0004909	JC_09707-RA	HEL_008071-RA
OG0004910	JC_13131-RA	HEL_001892-RA
OG0004911	JC_13132-RA	HEL_001891-RA
OG0004912	JC_06328-RA	HEL_011018-RA
OG0004913	JC_15221-RA	HEL_002189-RA
OG0004914	JC_15220-RA	HEL_002190-RA
OG0004915	JC_06327-RA	HEL_011019-RA
OG0004916	JC_04424-RA	HEL_007637-RA
OG0004917	JC_16190-RA	HEL_012682-RA
OG0004918	JC_03520-RA	HEL_009468-RA
OG0004919	JC_16189-RA	HEL_012684-RA
OG0004920	JC_03523-RA	HEL_009469-RA
OG0004921	JC_04425-RA	HEL_007636-RA
OG0004922	JC_04426-RA	HEL_007635-RA
OG0004923	JC_10468-RA	HEL_012509-RA
OG0004925	JC_13136-RA	HEL_001878-RA
OG0004926	JC_10271-RA	HEL_014065-RA
OG0004927	JC_01615-RA	HEL_006979-RA
OG0004928	JC_05690-RA	HEL_007325-RA
