Orthogroup	Vanessa_cardui	Bicyclus_anynana
OG0004661	Vcard_DToL04639-RA	Bany_08539-RA, Bany_08536-RA
OG0004662	Vcard_DToL15747-RA	Bany_02467-RA
OG0004663	Vcard_DToL02581-RA	Bany_00763-RA
OG0004664	Vcard_DToL04643-RA	Bany_08538-RA, Bany_08544-RA
OG0004665	Vcard_DToL11100-RA	Bany_07820-RA, Bany_13598-RA
OG0004666	Vcard_DToL08108-RA, Vcard_DToL08109-RA	Bany_01668-RA
OG0004667	Vcard_DToL08308-RA	Bany_03297-RA
OG0004668	Vcard_DToL03895-RA	Bany_05775-RA
OG0004669	Vcard_DToL08105-RA	Bany_01669-RA, Bany_01670-RA
OG0004670	Vcard_DToL10154-RA	Bany_15426-RA, Bany_15423-RA
OG0004671	Vcard_DToL04649-RA	Bany_08552-RA
OG0004672	Vcard_DToL02584-RA	Bany_00768-RA
OG0004673	Vcard_DToL15756-RA	Bany_02472-RA
OG0004675	Vcard_DToL15757-RA	Bany_02475-RA
OG0004676	Vcard_DToL04659-RA	Bany_08560-RA
OG0004677	Vcard_DToL04663-RA	Bany_08562-RA
OG0004678	Vcard_DToL08094-RA, Vcard_DToL08091-RA	Bany_01679-RA
OG0004679	Vcard_DToL01659-RA	Bany_04999-RA
OG0004680	Vcard_DToL01657-RA	Bany_05001-RA
OG0004681	Vcard_DToL08090-RA	Bany_01681-RA
OG0004682	Vcard_DToL08327-RA	Bany_03321-RA
OG0004683	Vcard_DToL07604-RA	Bany_12377-RA
OG0004684	Vcard_DToL11838-RA	Bany_14241-RA
OG0004685	Vcard_DToL07032-RA	Bany_06511-RA
OG0004687	Vcard_DToL07031-RA	Bany_06544-RA, Bany_06512-RA
OG0004688	Vcard_DToL11834-RA	Bany_14244-RA
OG0004689	Vcard_DToL04670-RA	Bany_08567-RA
OG0004690	Vcard_DToL15770-RA	Bany_02482-RA
OG0004691	Vcard_DToL01654-RA	Bany_05005-RA
OG0004692	Vcard_DToL01651-RA	Bany_05007-RA
OG0004693	Vcard_DToL05598-RA	Bany_04149-RA, Bany_04144-RA
OG0004694	Vcard_DToL01650-RA	Bany_05008-RA
OG0004695	Vcard_DToL03903-RA	Bany_05783-RA
OG0004696	Vcard_DToL01648-RA	Bany_05014-RA
OG0004697	Vcard_DToL01647-RA	Bany_05015-RA
OG0004699	Vcard_DToL07622-RA	Bany_12387-RA
OG0004700	Vcard_DToL05247-RA	Bany_10472-RA
OG0004701	Vcard_DToL04674-RA	Bany_08570-RA
OG0004702	Vcard_DToL01632-RA	Bany_05020-RA
OG0004704	Vcard_DToL01631-RA	Bany_05021-RA
OG0004705	Vcard_DToL03905-RA	Bany_05787-RA
OG0004706	Vcard_DToL05596-RA	Bany_04151-RA
OG0004707	Vcard_DToL09079-RA	Bany_09294-RA
OG0004708	Vcard_DToL09076-RA	Bany_09297-RA
OG0004709	Vcard_DToL07629-RA	Bany_12394-RA
OG0004710	Vcard_DToL07631-RA	Bany_12395-RA
OG0004711	Vcard_DToL03913-RA	Bany_05796-RA, Bany_05798-RA
OG0004713	Vcard_DToL08071-RA, Vcard_DToL08070-RA	Bany_01704-RA
OG0004714	Vcard_DToL02603-RA	Bany_00793-RA
OG0004715	Vcard_DToL00775-RA	Bany_07806-RA
OG0004716	Vcard_DToL15802-RA	Bany_02513-RA
OG0004717	Vcard_DToL15803-RA	Bany_02514-RA
OG0004718	Vcard_DToL01302-RA	Bany_05042-RA
OG0004719	Vcard_DToL08341-RA	Bany_03334-RA
OG0004720	Vcard_DToL05210-RA	Bany_10500-RA
OG0004721	Vcard_DToL00777-RA	Bany_07807-RA
OG0004722	Vcard_DToL00778-RA	Bany_07811-RA
OG0004723	Vcard_DToL03916-RA	Bany_05803-RA
OG0004724	Vcard_DToL04691-RA	Bany_08589-RA
OG0004725	Vcard_DToL01307-RA	Bany_05046-RA
OG0004727	Vcard_DToL01313-RA	Bany_05051-RA
OG0004728	Vcard_DToL05473-RA	Bany_04184-RA
OG0004729	Vcard_DToL05474-RA	Bany_04185-RA
OG0004730	Vcard_DToL05477-RA	Bany_04187-RA
OG0004731	Vcard_DToL05479-RA	Bany_04190-RA, Bany_04189-RA
OG0004732	Vcard_DToL08274-RA	Bany_01737-RA
OG0004733	Vcard_DToL02633-RA	Bany_00821-RA
OG0004734	Vcard_DToL01320-RA	Bany_05064-RA
OG0004736	Vcard_DToL05484-RA	Bany_04196-RA, Bany_04195-RA
OG0004737	Vcard_DToL08269-RA	Bany_01742-RA
OG0004739	Vcard_DToL07653-RA	Bany_12422-RA
OG0004740	Vcard_DToL08000-RA, Vcard_DToL08001-RA	Bany_01748-RA
OG0004741	Vcard_DToL08383-RA	Bany_03386-RA
OG0004742	Vcard_DToL05497-RA	Bany_04209-RA
OG0004743	Vcard_DToL02644-RA, Vcard_DToL02645-RA	Bany_00832-RA
OG0004744	Vcard_DToL02648-RA	Bany_00835-RA
OG0004745	Vcard_DToL08395-RA	Bany_03395-RA
OG0004746	Vcard_DToL05502-RA	Bany_04215-RA
OG0004747	Vcard_DToL05503-RA	Bany_04216-RA
OG0004748	Vcard_DToL08398-RA	Bany_03398-RA
OG0004749	Vcard_DToL05504-RA	Bany_04217-RA
OG0004751	Vcard_DToL05204-RA	Bany_10537-RA
OG0004752	Vcard_DToL05516-RA	Bany_04226-RA
OG0004753	Vcard_DToL02652-RA, Vcard_DToL02651-RA	Bany_00843-RA
OG0004754	Vcard_DToL04730-RA	Bany_08637-RA
OG0004755	Vcard_DToL08020-RA	Bany_01770-RA
OG0004757	Vcard_DToL08021-RA	Bany_01771-RA
OG0004758	Vcard_DToL04727-RA	Bany_08648-RA
OG0004759	Vcard_DToL08035-RA	Bany_01786-RA
OG0004760	Vcard_DToL05537-RA	Bany_04242-RA
OG0004761	Vcard_DToL08036-RA	Bany_01787-RA
OG0004762	Vcard_DToL05538-RA	Bany_04243-RA
OG0004763	Vcard_DToL01349-RA	Bany_05091-RA
OG0004764	Vcard_DToL08044-RA	Bany_01801-RA
OG0004765	Vcard_DToL05546-RA	Bany_04248-RA
OG0004766	Vcard_DToL05548-RA, Vcard_DToL05549-RA	Bany_04249-RA
OG0004767	Vcard_DToL02671-RA	Bany_00855-RA
OG0004768	Vcard_DToL01355-RA	Bany_05100-RA
OG0004769	Vcard_DToL05561-RA	Bany_04261-RA
OG0004770	Vcard_DToL05567-RA	Bany_04266-RA
OG0004771	Vcard_DToL08427-RA	Bany_03428-RA
OG0004772	Vcard_DToL15860-RA	Bany_02588-RA
OG0004773	Vcard_DToL15862-RA	Bany_02590-RA
OG0004775	Vcard_DToL00640-RA, Vcard_DToL00639-RA	Bany_07874-RA
OG0004776	Vcard_DToL15883-RA	Bany_02603-RA
OG0004777	Vcard_DToL02677-RA	Bany_00864-RA
OG0004778	Vcard_DToL00641-RA	Bany_07875-RA
OG0004779	Vcard_DToL15877-RA	Bany_02609-RA
OG0004780	Vcard_DToL05589-RA	Bany_04286-RA
OG0004781	Vcard_DToL15868-RA	Bany_02630-RA
OG0004782	Vcard_DToL00655-RA	Bany_07886-RA
OG0004783	Vcard_DToL00660-RA	Bany_07892-RA
OG0004784	Vcard_DToL00661-RA	Bany_07896-RA
OG0004785	Vcard_DToL00666-RA	Bany_07900-RA
OG0004786	Vcard_DToL01394-RA	Bany_05148-RA
OG0004787	Vcard_DToL01495-RA	Bany_05160-RA
OG0004788	Vcard_DToL00684-RA	Bany_07915-RA
OG0004789	Vcard_DToL00685-RA	Bany_07920-RA
OG0004790	Vcard_DToL00686-RA	Bany_07921-RA
OG0004791	Vcard_DToL00688-RA	Bany_07922-RA
OG0004849	Vcard_DToL16085-RA	Bany_17686-RA
OG0004850	Vcard_DToL12335-RA	Bany_18171-RA
OG0004851	Vcard_DToL00008-RA	Bany_07168-RA
OG0004852	Vcard_DToL14069-RA	Bany_16439-RA
OG0004853	Vcard_DToL16084-RA	Bany_17687-RA
OG0004854	Vcard_DToL15282-RA	Bany_16927-RA
OG0004855	Vcard_DToL09063-RA	Bany_02635-RA
OG0004856	Vcard_DToL14071-RA	Bany_16440-RA
OG0004857	Vcard_DToL14949-RA	Bany_09325-RA
OG0004859	Vcard_DToL03306-RA	Bany_15435-RA
OG0004860	Vcard_DToL15283-RA	Bany_16931-RA
OG0004861	Vcard_DToL16840-RA	Bany_17402-RA
OG0004862	Vcard_DToL15286-RA	Bany_16932-RA
OG0004863	Vcard_DToL00432-RA	Bany_07169-RA
OG0004864	Vcard_DToL07043-RA	Bany_11826-RA
OG0004865	Vcard_DToL16120-RA	Bany_17693-RA
OG0004866	Vcard_DToL09979-RA	Bany_14879-RA
OG0004867	Vcard_DToL17849-RA	Bany_14253-RA
OG0004868	Vcard_DToL06341-RA	Bany_03451-RA
OG0004869	Vcard_DToL15288-RA	Bany_16934-RA
OG0004870	Vcard_DToL16119-RA	Bany_14995-RA
OG0004871	Vcard_DToL01908-RA	Bany_00004-RA
OG0004872	Vcard_DToL09978-RA	Bany_14880-RA
OG0004873	Vcard_DToL16837-RA	Bany_17403-RA
OG0004874	Vcard_DToL04874-RA	Bany_09898-RA
OG0004875	Vcard_DToL03298-RA	Bany_15441-RA
OG0004877	Vcard_DToL16768-RA	Bany_01813-RA
OG0004878	Vcard_DToL00430-RA	Bany_07171-RA
OG0004879	Vcard_DToL09974-RA	Bany_14884-RA
OG0004880	Vcard_DToL17901-RA	Bany_12446-RA
OG0004881	Vcard_DToL06838-RA	Bany_05868-RA
OG0004882	Vcard_DToL13137-RA, Vcard_DToL13136-RA	Bany_14257-RA
OG0004883	Vcard_DToL10602-RA	Bany_10543-RA
OG0004884	Vcard_DToL09973-RA	Bany_14885-RA
OG0004885	Vcard_DToL03297-RA	Bany_15445-RA
OG0004886	Vcard_DToL06333-RA	Bany_03460-RA
OG0004887	Vcard_DToL04871-RA	Bany_09903-RA
OG0004888	Vcard_DToL13130-RA	Bany_14261-RA
OG0004889	Vcard_DToL09970-RA	Bany_14889-RA
OG0004890	Vcard_DToL07158-RA	Bany_11834-RA
OG0004891	Vcard_DToL09683-RA	Bany_08658-RA
OG0004892	Vcard_DToL06835-RA	Bany_05870-RA
OG0004894	Vcard_DToL13608-RA	Bany_11139-RA, Bany_11138-RA
OG0004895	Vcard_DToL13127-RA	Bany_14267-RA
OG0004896	Vcard_DToL00128-RA	Bany_07174-RA
OG0004897	Vcard_DToL12483-RA	Bany_13616-RA
OG0004898	Vcard_DToL09059-RA	Bany_02649-RA
OG0004899	Vcard_DToL04866-RA	Bany_09910-RA
OG0004900	Vcard_DToL10616-RA	Bany_10551-RA
OG0004901	Vcard_DToL03999-RA	Bany_07928-RA
OG0004902	Vcard_DToL03288-RA	Bany_15453-RA
OG0004903	Vcard_DToL17859-RA	Bany_15992-RA
OG0004904	Vcard_DToL09689-RA	Bany_08663-RA
OG0004906	Vcard_DToL18488-RA	Bany_00935-RA
OG0004907	Vcard_DToL17346-RA	Bany_06557-RA
OG0004908	Vcard_DToL00114-RA	Bany_07181-RA
OG0004909	Vcard_DToL06826-RA	Bany_05874-RA
OG0004910	Vcard_DToL15297-RA	Bany_16944-RA
OG0004911	Vcard_DToL15298-RA	Bany_16945-RA
OG0004912	Vcard_DToL10618-RA	Bany_10553-RA
OG0004913	Vcard_DToL17348-RA	Bany_06558-RA
OG0004914	Vcard_DToL17349-RA	Bany_06559-RA
OG0004915	Vcard_DToL10619-RA	Bany_10554-RA
OG0004916	Vcard_DToL04859-RA	Bany_09917-RA
OG0004917	Vcard_DToL18353-RA	Bany_00939-RA
OG0004918	Vcard_DToL04005-RA	Bany_07936-RA
OG0004919	Vcard_DToL18351-RA	Bany_00940-RA
OG0004920	Vcard_DToL04007-RA	Bany_07937-RA
OG0004921	Vcard_DToL04858-RA	Bany_09918-RA
OG0004922	Vcard_DToL04857-RA	Bany_09919-RA
OG0004923	Vcard_DToL13120-RA	Bany_14271-RA
OG0004925	Vcard_DToL15307-RA	Bany_16952-RA
OG0004926	Vcard_DToL13606-RA	Bany_11140-RA
OG0004927	Vcard_DToL00815-RA	Bany_04315-RA, Bany_04320-RA
OG0004928	Vcard_DToL09964-RA	Bany_14894-RA
OG0004929	Vcard_DToL15308-RA	Bany_16953-RA
OG0004930	Vcard_DToL13605-RA	Bany_11142-RA
OG0004931	Vcard_DToL13604-RA	Bany_11143-RA
OG0004932	Vcard_DToL18623-RA	Bany_16044-RA
OG0004933	Vcard_DToL18345-RA	Bany_00944-RA
OG0004934	Vcard_DToL15974-RA	Bany_17702-RA
OG0004935	Vcard_DToL03280-RA	Bany_15463-RA
OG0004936	Vcard_DToL13597-RA	Bany_11144-RA
OG0004937	Vcard_DToL11316-RA	Bany_13032-RA
OG0004939	Vcard_DToL07160-RA	Bany_11837-RA
OG0004940	Vcard_DToL16748-RA	Bany_01847-RA
OG0004941	Vcard_DToL16832-RA	Bany_17408-RA
OG0004942	Vcard_DToL12478-RA	Bany_13623-RA
OG0004943	Vcard_DToL15970-RA	Bany_17704-RA
OG0004944	Vcard_DToL04009-RA	Bany_07940-RA
OG0004945	Vcard_DToL15276-RA	Bany_14905-RA
OG0004946	Vcard_DToL03311-RA	Bany_05193-RA
OG0004947	Vcard_DToL09705-RA	Bany_08676-RA
OG0004948	Vcard_DToL06352-RA	Bany_05885-RA
OG0004949	Vcard_DToL04848-RA	Bany_09921-RA
OG0004950	Vcard_DToL15969-RA	Bany_17706-RA
OG0004951	Vcard_DToL17810-RA	Bany_12470-RA
OG0004952	Vcard_DToL04013-RA	Bany_07944-RA
OG0004953	Vcard_DToL07168-RA	Bany_11841-RA
OG0004954	Vcard_DToL04850-RA	Bany_09922-RA
OG0004955	Vcard_DToL09058-RA	Bany_02652-RA
OG0004956	Vcard_DToL09708-RA	Bany_08677-RA
OG0004957	Vcard_DToL07173-RA	Bany_11842-RA
OG0004958	Vcard_DToL04852-RA	Bany_09924-RA
OG0004959	Vcard_DToL09054-RA	Bany_02654-RA
OG0004960	Vcard_DToL09053-RA	Bany_02656-RA
OG0004961	Vcard_DToL00124-RA, Vcard_DToL00123-RA	Bany_07187-RA
OG0004962	Vcard_DToL04853-RA	Bany_09925-RA
OG0004963	Vcard_DToL00817-RA	Bany_04326-RA
OG0004964	Vcard_DToL12472-RA	Bany_13629-RA
OG0004965	Vcard_DToL08317-RA	Bany_07190-RA, Bany_03308-RA
OG0004966	Vcard_DToL15890-RA	Bany_17710-RA
OG0004967	Vcard_DToL18044-RA	Bany_16874-RA, Bany_17902-RA, Bany_16058-RA, Bany_02117-RA, Bany_16560-RA, Bany_17482-RA, Bany_16322-RA, Bany_15947-RA
OG0004968	Vcard_DToL03075-RA	Bany_15480-RA
OG0004969	Vcard_DToL00161-RA	Bany_07191-RA
OG0004970	Vcard_DToL10625-RA	Bany_10564-RA
OG0004971	Vcard_DToL18332-RA	Bany_00956-RA
OG0004972	Vcard_DToL06356-RA	Bany_05889-RA
OG0004973	Vcard_DToL15312-RA	Bany_16956-RA
OG0004974	Vcard_DToL18331-RA	Bany_00957-RA
OG0004975	Vcard_DToL03078-RA	Bany_15485-RA
OG0004976	Vcard_DToL16732-RA	Bany_01861-RA, Bany_01863-RA
OG0004977	Vcard_DToL03079-RA	Bany_15486-RA
OG0004978	Vcard_DToL00166-RA, Vcard_DToL00165-RA	Bany_07197-RA
OG0004979	Vcard_DToL03081-RA	Bany_15487-RA
OG0004980	Vcard_DToL06360-RA	Bany_05892-RA
OG0004981	Vcard_DToL10632-RA	Bany_10569-RA
OG0004982	Vcard_DToL13115-RA	Bany_14285-RA
OG0004983	Vcard_DToL16827-RA	Bany_17415-RA
OG0004984	Vcard_DToL01863-RA	Bany_00022-RA
OG0004985	Vcard_DToL13114-RA	Bany_14286-RA
OG0004986	Vcard_DToL07176-RA	Bany_11848-RA
OG0004987	Vcard_DToL13113-RA	Bany_14287-RA
OG0004988	Vcard_DToL10635-RA	Bany_10572-RA
OG0004989	Vcard_DToL13111-RA	Bany_14288-RA
OG0004990	Vcard_DToL06363-RA	Bany_05895-RA
OG0004991	Vcard_DToL15261-RA	Bany_17156-RA
OG0004992	Vcard_DToL13109-RA	Bany_14290-RA
OG0004993	Vcard_DToL12468-RA	Bany_13637-RA
OG0004994	Vcard_DToL09721-RA	Bany_08687-RA
OG0004995	Vcard_DToL12467-RA	Bany_13638-RA
OG0004996	Vcard_DToL06318-RA	Bany_03480-RA
OG0004997	Vcard_DToL06314-RA	Bany_03482-RA
OG0004998	Vcard_DToL03083-RA	Bany_15489-RA
OG0004999	Vcard_DToL17800-RA	Bany_12484-RA
OG0005002	Vcard_DToL12462-RA	Bany_13643-RA
OG0005003	Vcard_DToL12461-RA	Bany_13644-RA
OG0005004	Vcard_DToL16730-RA	Bany_01867-RA
OG0005005	Vcard_DToL12460-RA	Bany_13645-RA
OG0005006	Vcard_DToL12453-RA	Bany_13646-RA
OG0005007	Vcard_DToL06313-RA	Bany_03483-RA
OG0005008	Vcard_DToL06365-RA	Bany_05898-RA
OG0005010	Vcard_DToL12456-RA	Bany_13647-RA
OG0005011	Vcard_DToL12459-RA	Bany_13651-RA
OG0005012	Vcard_DToL03332-RA	Bany_05204-RA
OG0005013	Vcard_DToL17789-RA	Bany_12488-RA
OG0005014	Vcard_DToL17362-RA	Bany_06565-RA
OG0005015	Vcard_DToL03336-RA	Bany_05207-RA
OG0005016	Vcard_DToL16725-RA	Bany_01872-RA
OG0005017	Vcard_DToL17364-RA	Bany_06567-RA
OG0005018	Vcard_DToL15895-RA	Bany_17718-RA
OG0005019	Vcard_DToL04033-RA	Bany_07958-RA
OG0005020	Vcard_DToL13106-RA	Bany_14293-RA
OG0005021	Vcard_DToL13105-RA	Bany_14294-RA
OG0005022	Vcard_DToL04034-RA	Bany_07959-RA
OG0005023	Vcard_DToL13103-RA	Bany_14295-RA
OG0005024	Vcard_DToL04035-RA	Bany_07960-RA
OG0005026	Vcard_DToL04036-RA	Bany_07961-RA
OG0005027	Vcard_DToL06370-RA	Bany_05903-RA
OG0005028	Vcard_DToL03343-RA	Bany_05213-RA
OG0005029	Vcard_DToL03345-RA	Bany_05214-RA
OG0005031	Vcard_DToL15902-RA	Bany_17721-RA
OG0005032	Vcard_DToL13098-RA	Bany_14300-RA
OG0005033	Vcard_DToL13097-RA	Bany_14301-RA
OG0005034	Vcard_DToL01866-RA	Bany_00026-RA
OG0005035	Vcard_DToL13094-RA	Bany_14302-RA
OG0005036	Vcard_DToL00831-RA	Bany_04342-RA
OG0005037	Vcard_DToL15328-RA	Bany_16970-RA
OG0005038	Vcard_DToL15329-RA	Bany_16971-RA
OG0005039	Vcard_DToL16804-RA	Bany_17424-RA
OG0005040	Vcard_DToL03346-RA	Bany_05215-RA
OG0005041	Vcard_DToL17791-RA	Bany_12500-RA
OG0005042	Vcard_DToL06306-RA	Bany_03486-RA
OG0005043	Vcard_DToL14090-RA	Bany_16483-RA
OG0005044	Vcard_DToL16720-RA	Bany_01879-RA
OG0005045	Vcard_DToL17792-RA	Bany_12501-RA
OG0005046	Vcard_DToL03347-RA	Bany_05218-RA
OG0005047	Vcard_DToL16721-RA	Bany_01880-RA
OG0005048	Vcard_DToL03348-RA	Bany_05219-RA
OG0005049	Vcard_DToL16717-RA	Bany_01881-RA
OG0005051	Vcard_DToL03085-RA	Bany_15494-RA
OG0005052	Vcard_DToL16715-RA	Bany_01882-RA
OG0005053	Vcard_DToL15153-RA	Bany_16975-RA
OG0005054	Vcard_DToL15152-RA	Bany_16976-RA
OG0005055	Vcard_DToL07177-RA	Bany_11850-RA
OG0005056	Vcard_DToL09048-RA	Bany_02666-RA
OG0005057	Vcard_DToL13093-RA	Bany_14304-RA
OG0005058	Vcard_DToL08412-RA	Bany_01884-RA
OG0005059	Vcard_DToL01872-RA	Bany_00031-RA
OG0005060	Vcard_DToL14086-RA	Bany_16488-RA, Bany_16489-RA
OG0005061	Vcard_DToL09729-RA	Bany_08693-RA
OG0005062	Vcard_DToL04842-RA	Bany_09940-RA
OG0005063	Vcard_DToL03352-RA	Bany_05222-RA
OG0005064	Vcard_DToL13613-RA	Bany_11157-RA
OG0005065	Vcard_DToL15910-RA	Bany_17735-RA
OG0005066	Vcard_DToL15151-RA	Bany_16977-RA
OG0005067	Vcard_DToL17370-RA	Bany_06573-RA
OG0005068	Vcard_DToL17372-RA	Bany_06575-RA
OG0005069	Vcard_DToL15150-RA	Bany_16980-RA
OG0005070	Vcard_DToL13618-RA	Bany_11160-RA
OG0005071	Vcard_DToL12447-RA	Bany_13658-RA
OG0005072	Vcard_DToL09047-RA	Bany_02667-RA
OG0005073	Vcard_DToL12446-RA	Bany_13660-RA
OG0005074	Vcard_DToL11339-RA	Bany_13049-RA
OG0005075	Vcard_DToL13620-RA	Bany_11163-RA
OG0005076	Vcard_DToL03090-RA	Bany_15500-RA
OG0005077	Vcard_DToL04059-RA	Bany_07978-RA
OG0005078	Vcard_DToL17376-RA	Bany_06578-RA
OG0005079	Vcard_DToL09741-RA	Bany_08699-RA
OG0005080	Vcard_DToL03355-RA	Bany_05228-RA
OG0005081	Vcard_DToL06299-RA	Bany_03495-RA
OG0005083	Vcard_DToL13898-RA	Bany_16503-RA
OG0005084	Vcard_DToL06298-RA	Bany_03496-RA
OG0005086	Vcard_DToL13623-RA	Bany_11166-RA
OG0005087	Vcard_DToL13624-RA	Bany_11167-RA
OG0005088	Vcard_DToL13091-RA	Bany_14310-RA
OG0005089	Vcard_DToL16793-RA	Bany_17436-RA
OG0005090	Vcard_DToL04060-RA	Bany_07979-RA
OG0005091	Vcard_DToL13090-RA	Bany_14311-RA
OG0005092	Vcard_DToL13089-RA	Bany_14312-RA
OG0005093	Vcard_DToL04061-RA	Bany_07980-RA
OG0005094	Vcard_DToL15140-RA	Bany_16989-RA
OG0005095	Vcard_DToL16792-RA	Bany_17437-RA
OG0005096	Vcard_DToL14923-RA	Bany_09356-RA
OG0005097	Vcard_DToL12442-RA	Bany_13664-RA
OG0005098	Vcard_DToL12441-RA	Bany_13665-RA
OG0005099	Vcard_DToL09046-RA	Bany_02668-RA
OG0005100	Vcard_DToL13088-RA	Bany_14313-RA
OG0005101	Vcard_DToL13087-RA	Bany_14314-RA
OG0005102	Vcard_DToL13629-RA	Bany_11170-RA
OG0005103	Vcard_DToL10001-RA	Bany_14929-RA
OG0005104	Vcard_DToL12440-RA	Bany_13666-RA
OG0005106	Vcard_DToL13085-RA	Bany_14316-RA
OG0005107	Vcard_DToL15063-RA	Bany_16991-RA
OG0005108	Vcard_DToL18543-RA	Bany_00982-RA
OG0005109	Vcard_DToL12438-RA	Bany_13668-RA
OG0005110	Vcard_DToL00716-RA	Bany_07984-RA
OG0005111	Vcard_DToL18542-RA	Bany_00983-RA
OG0005112	Vcard_DToL13082-RA	Bany_14317-RA
OG0005114	Vcard_DToL18540-RA	Bany_00985-RA
OG0005115	Vcard_DToL15067-RA	Bany_16994-RA
OG0005116	Vcard_DToL13080-RA	Bany_14318-RA
OG0005117	Vcard_DToL03099-RA	Bany_15508-RA
OG0005118	Vcard_DToL03101-RA	Bany_15509-RA
OG0005119	Vcard_DToL06281-RA	Bany_03499-RA
OG0005120	Vcard_DToL03102-RA	Bany_15510-RA
OG0005121	Vcard_DToL06280-RA	Bany_03500-RA
OG0005122	Vcard_DToL03103-RA	Bany_15511-RA
OG0005123	Vcard_DToL06372-RA	Bany_05907-RA
OG0005124	Vcard_DToL17384-RA	Bany_06586-RA
OG0005125	Vcard_DToL15069-RA	Bany_16996-RA
OG0005126	Vcard_DToL16701-RA	Bany_01899-RA
OG0005127	Vcard_DToL16700-RA	Bany_01900-RA
OG0005128	Vcard_DToL18709-RA	Bany_16100-RA
OG0005129	Vcard_DToL06278-RA	Bany_03503-RA
OG0005130	Vcard_DToL00840-RA	Bany_04367-RA
OG0005131	Vcard_DToL03104-RA	Bany_15515-RA
OG0005132	Vcard_DToL04833-RA	Bany_09949-RA
OG0005133	Vcard_DToL04069-RA	Bany_07988-RA
OG0005134	Vcard_DToL17820-RA	Bany_12532-RA
OG0005135	Vcard_DToL03105-RA	Bany_15516-RA
OG0005136	Vcard_DToL04832-RA	Bany_09950-RA
OG0005137	Vcard_DToL09676-RA	Bany_08714-RA
OG0005138	Vcard_DToL09674-RA	Bany_08715-RA
OG0005139	Vcard_DToL03107-RA	Bany_15519-RA
OG0005140	Vcard_DToL17822-RA	Bany_12533-RA
OG0005141	Vcard_DToL06373-RA	Bany_05908-RA
OG0005142	Vcard_DToL06275-RA	Bany_03506-RA
OG0005143	Vcard_DToL03109-RA	Bany_15520-RA
OG0005144	Vcard_DToL06375-RA	Bany_05909-RA
OG0005145	Vcard_DToL06274-RA	Bany_03508-RA
OG0005146	Vcard_DToL13631-RA	Bany_11173-RA
OG0005147	Vcard_DToL09041-RA	Bany_02672-RA
OG0005148	Vcard_DToL01852-RA	Bany_00037-RA
OG0005149	Vcard_DToL09671-RA	Bany_08717-RA
OG0005150	Vcard_DToL09039-RA	Bany_02674-RA
OG0005151	Vcard_DToL06270-RA	Bany_03511-RA
OG0005152	Vcard_DToL09670-RA	Bany_08718-RA
OG0005153	Vcard_DToL06378-RA	Bany_05912-RA
OG0005154	Vcard_DToL11350-RA	Bany_13062-RA
OG0005155	Vcard_DToL14914-RA	Bany_09366-RA
OG0005156	Vcard_DToL00050-RA	Bany_07214-RA
OG0005157	Vcard_DToL00845-RA	Bany_04375-RA
OG0005158	Vcard_DToL14910-RA	Bany_09368-RA
OG0005159	Vcard_DToL09035-RA	Bany_02678-RA
OG0005160	Vcard_DToL00846-RA	Bany_04377-RA
OG0005161	Vcard_DToL11353-RA	Bany_13065-RA
OG0005162	Vcard_DToL06381-RA	Bany_05915-RA
OG0005163	Vcard_DToL00048-RA	Bany_07217-RA
OG0005164	Vcard_DToL03362-RA	Bany_05232-RA
OG0005165	Vcard_DToL06382-RA	Bany_05917-RA
OG0005166	Vcard_DToL06266-RA	Bany_03514-RA
OG0005167	Vcard_DToL09031-RA	Bany_02679-RA
OG0005168	Vcard_DToL03364-RA	Bany_05237-RA
OG0005169	Vcard_DToL01846-RA	Bany_00042-RA
OG0005170	Vcard_DToL03365-RA	Bany_05238-RA
OG0005172	Vcard_DToL01843-RA	Bany_00044-RA
OG0005173	Vcard_DToL03114-RA	Bany_15524-RA
OG0005174	Vcard_DToL14900-RA	Bany_09373-RA
OG0005175	Vcard_DToL17836-RA	Bany_12541-RA
OG0005176	Vcard_DToL00847-RA	Bany_04379-RA
OG0005177	Vcard_DToL17387-RA	Bany_06594-RA
OG0005178	Vcard_DToL13880-RA	Bany_16507-RA
OG0005179	Vcard_DToL14897-RA	Bany_09375-RA
OG0005181	Vcard_DToL07187-RA	Bany_11860-RA
OG0005182	Vcard_DToL06389-RA	Bany_05922-RA
OG0005183	Vcard_DToL00854-RA	Bany_04384-RA
OG0005184	Vcard_DToL06391-RA	Bany_05923-RA
OG0005186	Vcard_DToL16777-RA	Bany_17453-RA
OG0005187	Vcard_DToL17389-RA	Bany_06597-RA
OG0005188	Vcard_DToL10849-RA	Bany_10649-RA
OG0005189	Vcard_DToL06395-RA	Bany_05926-RA
OG0005190	Vcard_DToL15923-RA	Bany_17749-RA
OG0005191	Vcard_DToL18512-RA	Bany_01003-RA
OG0005192	Vcard_DToL06396-RA	Bany_05929-RA
OG0005193	Vcard_DToL11366-RA	Bany_13090-RA
OG0005194	Vcard_DToL12422-RA	Bany_13689-RA
OG0005195	Vcard_DToL13064-RA	Bany_14331-RA
OG0005196	Vcard_DToL11367-RA	Bany_13093-RA
OG0005197	Vcard_DToL00858-RA	Bany_04391-RA
OG0005198	Vcard_DToL18511-RA	Bany_01005-RA
OG0005199	Vcard_DToL12416-RA	Bany_13693-RA
OG0005200	Vcard_DToL13639-RA	Bany_11182-RA
