Orthogroup	Vanessa_cardui	Vanessa_tameamea
OG0005393	Vcard_DToL03410-RA	XP_026491761.1
OG0005394	Vcard_DToL07097-RA	XP_026484295.1
OG0005396	Vcard_DToL17702-RA	XP_026490663.1
OG0005397	Vcard_DToL13853-RA	XP_026497260.1
OG0005398	Vcard_DToL03159-RA	XP_026496337.1
OG0005399	Vcard_DToL06243-RA	XP_026489291.1
OG0005400	Vcard_DToL16856-RA	XP_026492919.1
OG0005401	Vcard_DToL03160-RA	XP_026496340.1
OG0005402	Vcard_DToL18478-RA	XP_026483457.1
OG0005403	Vcard_DToL06240-RA	XP_026489338.1
OG0005404	Vcard_DToL16857-RA	XP_026492905.1
OG0005405	Vcard_DToL03413-RA	XP_026491771.1
OG0005406	Vcard_DToL00913-RA	XP_026498100.1
OG0005407	Vcard_DToL10018-RA	XP_026493450.1
OG0005408	Vcard_DToL03414-RA	XP_026491770.1
OG0005409	Vcard_DToL03162-RA	XP_026496335.1
OG0005410	Vcard_DToL17700-RA	XP_026490656.1
OG0005411	Vcard_DToL03415-RA	XP_026491769.1
OG0005412	Vcard_DToL03420-RA	XP_026491766.1
OG0005413	Vcard_DToL06239-RA	XP_026489337.1
OG0005414	Vcard_DToL04106-RA	XP_026493632.1
OG0005415	Vcard_DToL17697-RA	XP_026490653.1
OG0005416	Vcard_DToL09609-RA	XP_026492182.1
OG0005417	Vcard_DToL09608-RA	XP_026492180.1
OG0005418	Vcard_DToL13541-RA	XP_026494643.1
OG0005419	Vcard_DToL16859-RA	XP_026492895.1
OG0005420	Vcard_DToL18796-RA	XP_026497181.1
OG0005421	Vcard_DToL16656-RA	XP_026490211.1
OG0005422	Vcard_DToL08979-RA	XP_026489913.1
OG0005423	Vcard_DToL18798-RA	XP_026497182.1
OG0005424	Vcard_DToL14684-RA	XP_026489719.1
OG0005425	Vcard_DToL16653-RA	XP_026490205.1
OG0005426	Vcard_DToL10800-RA	XP_026497206.1
OG0005427	Vcard_DToL04794-RA	XP_026490087.1
OG0005428	Vcard_DToL10020-RA	XP_026493457.1
OG0005429	Vcard_DToL13526-RA	XP_026494235.1
OG0005430	Vcard_DToL08976-RA	XP_026489887.1
OG0005431	Vcard_DToL08974-RA	XP_026489890.1
OG0005432	Vcard_DToL12989-RA	XP_026495730.1
OG0005433	Vcard_DToL11233-RA	XP_026494658.1
OG0005434	Vcard_DToL12987-RA	XP_026495842.1
OG0005435	Vcard_DToL13525-RA	XP_026494273.1
OG0005436	Vcard_DToL00028-RA	XP_026500448.1
OG0005437	Vcard_DToL16649-RA	XP_026490179.1, XP_026490178.1, XP_026490177.1
OG0005438	Vcard_DToL00920-RA	XP_026498113.1
OG0005439	Vcard_DToL13522-RA	XP_026494171.1
OG0005440	Vcard_DToL16080-RA	XP_026498806.1
OG0005441	Vcard_DToL08970-RA	XP_026489891.1
OG0005442	Vcard_DToL00926-RA	XP_026498114.1
OG0005443	Vcard_DToL01758-RA	XP_026501149.1
OG0005444	Vcard_DToL08968-RA	XP_026489886.1
OG0005445	Vcard_DToL15117-RA	XP_026500195.1
OG0005446	Vcard_DToL01756-RA	XP_026501104.1
OG0005447	Vcard_DToL01755-RA	XP_026501105.1
OG0005448	Vcard_DToL08966-RA	XP_026489889.1
OG0005449	Vcard_DToL01753-RA	XP_026501094.1
OG0005450	Vcard_DToL15118-RA	XP_026500176.1
OG0005452	Vcard_DToL08965-RA	XP_026489895.1
OG0005453	Vcard_DToL14690-RA	XP_026489629.1
OG0005454	Vcard_DToL10776-RA	XP_026498470.1
OG0005455	Vcard_DToL10024-RA	XP_026493111.1
OG0005456	Vcard_DToL16035-RA	XP_026492494.1
OG0005457	Vcard_DToL06232-RA	XP_026489290.1
OG0005458	Vcard_DToL08963-RA	XP_026490018.1
OG0005459	Vcard_DToL14695-RA	XP_026489635.1
OG0005460	Vcard_DToL16644-RA	XP_026483277.1
OG0005461	Vcard_DToL00928-RA	XP_026486607.1
OG0005462	Vcard_DToL16642-RA	XP_026483287.1
OG0005463	Vcard_DToL12982-RA	XP_026495790.1
OG0005464	Vcard_DToL14699-RA	XP_026489632.1
OG0005465	Vcard_DToL16641-RA	XP_026483284.1
OG0005466	Vcard_DToL14700-RA	XP_026489631.1
OG0005467	Vcard_DToL16638-RA	XP_026483280.1
OG0005468	Vcard_DToL04099-RA	XP_026493639.1
OG0005469	Vcard_DToL13512-RA	XP_026494437.1
OG0005470	Vcard_DToL10772-RA	XP_026498445.1
OG0005471	Vcard_DToL13511-RA	XP_026494357.1
OG0005472	Vcard_DToL16637-RA	XP_026483283.1
OG0005473	Vcard_DToL06408-RA	XP_026501404.1
OG0005474	Vcard_DToL06409-RA	XP_026501384.1
OG0005475	Vcard_DToL10027-RA	XP_026493313.1
OG0005476	Vcard_DToL13508-RA	XP_026494555.1
OG0005477	Vcard_DToL16636-RA	XP_026483289.1
OG0005478	Vcard_DToL14706-RA	XP_026489705.1
OG0005479	Vcard_DToL03168-RA	XP_026496212.1
OG0005480	Vcard_DToL13847-RA	XP_026497257.1
OG0005481	Vcard_DToL12980-RA	XP_026495521.1
OG0005483	Vcard_DToL14709-RA	XP_026489709.1
OG0005484	Vcard_DToL17928-RA	XP_026490719.1
OG0005485	Vcard_DToL03169-RA	XP_026496211.1
OG0005486	Vcard_DToL14712-RA	XP_026489708.1
OG0005487	Vcard_DToL01736-RA	XP_026501134.1
OG0005488	Vcard_DToL12977-RA	XP_026495634.1
OG0005489	Vcard_DToL06231-RA	XP_026489309.1
OG0005490	Vcard_DToL13503-RA	XP_026494492.1
OG0005491	Vcard_DToL13842-RA	XP_026497249.1
OG0005492	Vcard_DToL01734-RA	XP_026501136.1
OG0005493	Vcard_DToL01733-RA	XP_026501131.1
OG0005494	Vcard_DToL01732-RA	XP_026501133.1
OG0005495	Vcard_DToL17686-RA	XP_026490580.1
OG0005496	Vcard_DToL13840-RA	XP_026497237.1, XP_026497239.1
OG0005497	Vcard_DToL00511-RA	XP_026499119.1
OG0005498	Vcard_DToL10761-RA	XP_026498442.1
OG0005499	Vcard_DToL06423-RA	XP_026501726.1
OG0005500	Vcard_DToL14717-RA	XP_026489750.1
OG0005501	Vcard_DToL12973-RA	XP_026495536.1
OG0005502	Vcard_DToL14720-RA	XP_026489751.1
OG0005503	Vcard_DToL10758-RA	XP_026498496.1
OG0005504	Vcard_DToL06427-RA	XP_026483438.1
OG0005505	Vcard_DToL09603-RA	XP_026492198.1
OG0005506	Vcard_DToL12972-RA	XP_026495530.1
OG0005507	Vcard_DToL09602-RA	XP_026492144.1
OG0005508	Vcard_DToL18484-RA	XP_026483503.1
OG0005509	Vcard_DToL12971-RA	XP_026495532.1
OG0005511	Vcard_DToL18372-RA	XP_026483423.1
OG0005512	Vcard_DToL10754-RA	XP_026498451.1
OG0005513	Vcard_DToL15133-RA	XP_026500088.1, XP_026500090.1
OG0005514	Vcard_DToL07081-RA	XP_026484271.1
OG0005515	Vcard_DToL15135-RA	XP_026500257.1
OG0005516	Vcard_DToL04093-RA	XP_026501066.1
OG0005517	Vcard_DToL12965-RA	XP_026495499.1
OG0005518	Vcard_DToL06435-RA	XP_026501555.1
OG0005519	Vcard_DToL07078-RA	XP_026484238.1
OG0005520	Vcard_DToL00095-RA	XP_026500305.1
OG0005521	Vcard_DToL00938-RA	XP_026486596.1
OG0005522	Vcard_DToL15011-RA	XP_026500234.1
OG0005523	Vcard_DToL08954-RA	XP_026489989.1
OG0005524	Vcard_DToL10751-RA	XP_026498504.1
OG0005525	Vcard_DToL00939-RA	XP_026486604.1
OG0005526	Vcard_DToL18315-RA	XP_026483471.1
OG0005527	Vcard_DToL00097-RA	XP_026500277.1
OG0005528	Vcard_DToL12963-RA	XP_026495497.1, XP_026495498.1
OG0005529	Vcard_DToL18828-RA	XP_026486418.1
OG0005530	Vcard_DToL14550-RA	XP_026494292.1
OG0005531	Vcard_DToL14552-RA	XP_026494293.1
OG0005532	Vcard_DToL10750-RA	XP_026498506.1
OG0005533	Vcard_DToL14555-RA	XP_026494295.1
OG0005534	Vcard_DToL14556-RA	XP_026494290.1
OG0005535	Vcard_DToL10748-RA	XP_026498518.1
OG0005536	Vcard_DToL12960-RA	XP_026495914.1
OG0005537	Vcard_DToL15191-RA	XP_026497564.1
OG0005538	Vcard_DToL10747-RA	XP_026498519.1
OG0005539	Vcard_DToL16578-RA	XP_026497673.1
OG0005540	Vcard_DToL10746-RA	XP_026498517.1
OG0005541	Vcard_DToL11226-RA	XP_026494651.1
OG0005542	Vcard_DToL10742-RA	XP_026498423.1
OG0005543	Vcard_DToL18310-RA	XP_026483460.1
OG0005544	Vcard_DToL08947-RA	XP_026489901.1
OG0005545	Vcard_DToL14563-RA	XP_026494243.1
OG0005546	Vcard_DToL14564-RA	XP_026494209.1
OG0005547	Vcard_DToL12956-RA	XP_026495789.1
OG0005548	Vcard_DToL14056-RA	XP_026490381.1
OG0005549	Vcard_DToL10739-RA	XP_026498508.1
OG0005550	Vcard_DToL10737-RA	XP_026498516.1
OG0005551	Vcard_DToL13496-RA	XP_026494418.1
OG0005553	Vcard_DToL00943-RA	XP_026486586.1
OG0005554	Vcard_DToL14572-RA	XP_026494197.1
OG0005555	Vcard_DToL00945-RA	XP_026486611.1
OG0005556	Vcard_DToL16571-RA	XP_026497708.1
OG0005557	Vcard_DToL06842-RA	XP_026485539.1
OG0005558	Vcard_DToL06843-RA	XP_026485527.1
OG0005559	Vcard_DToL06845-RA	XP_026485519.1
OG0005560	Vcard_DToL14577-RA	XP_026494200.1
OG0005561	Vcard_DToL07065-RA	XP_026484256.1
OG0005562	Vcard_DToL15023-RA	XP_026500103.1
OG0005563	Vcard_DToL10732-RA	XP_026498486.1
OG0005564	Vcard_DToL15024-RA	XP_026500104.1
OG0005565	Vcard_DToL00951-RA	XP_026486609.1
OG0005566	Vcard_DToL14579-RA	XP_026494189.1
OG0005567	Vcard_DToL14578-RA	XP_026494201.1
OG0005568	Vcard_DToL01883-RA	XP_026484469.1
OG0005569	Vcard_DToL14583-RA	XP_026494220.1
OG0005571	Vcard_DToL04084-RA	XP_026499026.1
OG0005572	Vcard_DToL18835-RA	XP_026484209.1
OG0005573	Vcard_DToL14585-RA	XP_026494258.1
OG0005574	Vcard_DToL14586-RA	XP_026494255.1
OG0005575	Vcard_DToL18368-RA	XP_026483416.1
OG0005576	Vcard_DToL10725-RA	XP_026498484.1
OG0005577	Vcard_DToL10724-RA	XP_026498478.1
OG0005578	Vcard_DToL16110-RA	XP_026498711.1
OG0005579	Vcard_DToL06463-RA	XP_026484627.1
OG0005580	Vcard_DToL11224-RA	XP_026494650.1
OG0005581	Vcard_DToL17640-RA	XP_026490587.1
OG0005582	Vcard_DToL14588-RA	XP_026494210.1
OG0005583	Vcard_DToL18370-RA	XP_026483418.1
OG0005584	Vcard_DToL15033-RA	XP_026500245.1
OG0005585	Vcard_DToL12868-RA	XP_026495691.1
OG0005586	Vcard_DToL17885-RA	XP_026488812.1
OG0005587	Vcard_DToL14590-RA	XP_026494211.1
OG0005588	Vcard_DToL15035-RA	XP_026500248.1
OG0005589	Vcard_DToL10719-RA	XP_026498419.1
OG0005590	Vcard_DToL07062-RA	XP_026484303.1
OG0005591	Vcard_DToL14591-RA	XP_026494409.1
OG0005592	Vcard_DToL06219-RA	XP_026488776.1
OG0005593	Vcard_DToL06218-RA	XP_026488740.1
OG0005594	Vcard_DToL15037-RA	XP_026500249.1
OG0005595	Vcard_DToL06459-RA	XP_026484532.1
OG0005596	Vcard_DToL13495-RA	XP_026494042.1
OG0005597	Vcard_DToL15039-RA	XP_026500250.1
OG0005599	Vcard_DToL17648-RA	XP_026490569.1
OG0005600	Vcard_DToL12371-RA	XP_026488952.1
OG0005601	Vcard_DToL08938-RA	XP_026489898.1
OG0005602	Vcard_DToL10715-RA	XP_026498455.1
OG0005603	Vcard_DToL10714-RA	XP_026485337.1
OG0005605	Vcard_DToL16108-RA	XP_026498740.1
OG0005606	Vcard_DToL10713-RA	XP_026499840.1
OG0005607	Vcard_DToL15044-RA	XP_026500223.1
OG0005608	Vcard_DToL14971-RA	XP_026500097.1
OG0005609	Vcard_DToL08935-RA	XP_026489950.1
OG0005611	Vcard_DToL08934-RA	XP_026489952.1
OG0005612	Vcard_DToL16107-RA	XP_026498739.1
OG0005613	Vcard_DToL16552-RA	XP_026497690.1
OG0005614	Vcard_DToL08933-RA	XP_026489907.1
OG0005615	Vcard_DToL14049-RA	XP_026490328.1
OG0005616	Vcard_DToL12365-RA	XP_026489008.1
OG0005618	Vcard_DToL04760-RA	XP_026500043.1
OG0005619	Vcard_DToL10038-RA	XP_026493237.1
OG0005620	Vcard_DToL04876-RA	XP_026490092.1
OG0005621	Vcard_DToL18840-RA	XP_026495793.1
OG0005622	Vcard_DToL12831-RA	XP_026495538.1
OG0005623	Vcard_DToL08930-RA	XP_026489902.1
OG0005624	Vcard_DToL12832-RA	XP_026495541.1
OG0005626	Vcard_DToL11219-RA	XP_026494686.1
OG0005627	Vcard_DToL17660-RA	XP_026490583.1
OG0005628	Vcard_DToL06450-RA	XP_026483294.1
OG0005629	Vcard_DToL03448-RA	XP_026491030.1
OG0005630	Vcard_DToL12837-RA	XP_026495882.1
OG0005631	Vcard_DToL12359-RA	XP_026489080.1
OG0005632	Vcard_DToL18295-RA	XP_026483365.1
OG0005633	Vcard_DToL09589-RA	XP_026492289.1
OG0005634	Vcard_DToL14046-RA	XP_026490350.1
OG0005635	Vcard_DToL14594-RA	XP_026494407.1
OG0005636	Vcard_DToL03449-RA	XP_026491422.1
OG0005637	Vcard_DToL13483-RA	XP_026491584.1
OG0005638	Vcard_DToL18290-RA	XP_026483366.1
OG0005639	Vcard_DToL03450-RA	XP_026491423.1
OG0005640	Vcard_DToL03451-RA	XP_026491425.1
OG0005641	Vcard_DToL13482-RA	XP_026491614.1
OG0005642	Vcard_DToL03453-RA	XP_026491421.1
OG0005643	Vcard_DToL03454-RA	XP_026491420.1
OG0005645	Vcard_DToL13481-RA	XP_026491599.1
OG0005646	Vcard_DToL18849-RA	XP_026498853.1
OG0005647	Vcard_DToL03455-RA	XP_026491424.1
OG0005648	Vcard_DToL03456-RA	XP_026491427.1
OG0005649	Vcard_DToL17583-RA	XP_026483854.1
OG0005650	Vcard_DToL08923-RA	XP_026495332.1
OG0005651	Vcard_DToL17880-RA	XP_026486519.1
OG0005652	Vcard_DToL08924-RA	XP_026494817.1
OG0005653	Vcard_DToL04146-RA	XP_026487181.1
OG0005654	Vcard_DToL18376-RA	XP_026483389.1
OG0005655	Vcard_DToL10039-RA	XP_026493436.1
OG0005656	Vcard_DToL06201-RA	XP_026488132.1
OG0005657	Vcard_DToL16877-RA	XP_026486258.1
OG0005658	Vcard_DToL04145-RA	XP_026487156.1
OG0005660	Vcard_DToL16544-RA	XP_026490412.1
OG0005661	Vcard_DToL17862-RA	XP_026498532.1
OG0005662	Vcard_DToL16878-RA	XP_026486751.1
OG0005663	Vcard_DToL00137-RA	XP_026500812.1
OG0005664	Vcard_DToL17864-RA	XP_026499502.1
OG0005665	Vcard_DToL06196-RA	XP_026487511.1
OG0005666	Vcard_DToL16543-RA	XP_026490409.1
OG0005667	Vcard_DToL18847-RA	XP_026498860.1
OG0005668	Vcard_DToL17865-RA	XP_026499504.1
OG0005669	Vcard_DToL16541-RA	XP_026490420.1
OG0005670	Vcard_DToL00971-RA	XP_026486598.1
OG0005671	Vcard_DToL16542-RA	XP_026490422.1
OG0005672	Vcard_DToL16979-RA	XP_026486984.1
OG0005674	Vcard_DToL00972-RA	XP_026486597.1
OG0005675	Vcard_DToL08916-RA	XP_026494934.1
OG0005676	Vcard_DToL16540-RA	XP_026490421.1
OG0005677	Vcard_DToL04882-RA	XP_026490148.1
OG0005678	Vcard_DToL04147-RA	XP_026487179.1
OG0005679	Vcard_DToL08915-RA	XP_026494936.1
OG0005680	Vcard_DToL16101-RA	XP_026498811.1
OG0005681	Vcard_DToL08914-RA	XP_026494935.1
OG0005682	Vcard_DToL04883-RA	XP_026490149.1
OG0005683	Vcard_DToL04150-RA	XP_026487182.1
OG0005684	Vcard_DToL04885-RA	XP_026490102.1
OG0005685	Vcard_DToL16534-RA	XP_026490423.1
OG0005686	Vcard_DToL00974-RA	XP_026486585.1
OG0005687	Vcard_DToL00140-RA	XP_026500786.1
OG0005688	Vcard_DToL00978-RA	XP_026486595.1
OG0005689	Vcard_DToL06186-RA	XP_026487043.1
OG0005690	Vcard_DToL18386-RA	XP_026483422.1
OG0005691	Vcard_DToL18854-RA	XP_026498872.1
OG0005692	Vcard_DToL06184-RA	XP_026487079.1
OG0005694	Vcard_DToL06182-RA	XP_026487029.1
OG0005695	Vcard_DToL18164-RA	XP_026489374.1
OG0005696	Vcard_DToL16531-RA	XP_026490437.1
OG0005697	Vcard_DToL13475-RA	XP_026490519.1
OG0005698	Vcard_DToL16530-RA	XP_026490436.1
OG0005699	Vcard_DToL12351-RA	XP_026499308.1
OG0005700	Vcard_DToL16097-RA	XP_026498844.1
OG0005701	Vcard_DToL16094-RA	XP_026498846.1
OG0005702	Vcard_DToL06178-RA	XP_026487677.1
OG0005703	Vcard_DToL14607-RA	XP_026494268.1
OG0005704	Vcard_DToL06177-RA	XP_026487340.1
OG0005705	Vcard_DToL05975-RA	XP_026487365.1
OG0005706	Vcard_DToL09582-RA	XP_026492192.1
OG0005707	Vcard_DToL00150-RA	XP_026500805.1
OG0005708	Vcard_DToL14608-RA	XP_026494267.1
OG0005709	Vcard_DToL00151-RA	XP_026500801.1
OG0005710	Vcard_DToL00982-RA	XP_026486600.1
OG0005712	Vcard_DToL07192-RA	XP_026496768.1
OG0005713	Vcard_DToL07193-RA	XP_026496767.1
OG0005715	Vcard_DToL01920-RA	XP_026484576.1
OG0005716	Vcard_DToL11215-RA	XP_026494637.1
OG0005717	Vcard_DToL01922-RA	XP_026484736.1
OG0005718	Vcard_DToL15057-RA	XP_026500210.1
OG0005719	Vcard_DToL08902-RA	XP_026494867.1
OG0005720	Vcard_DToL08901-RA	XP_026494858.1
OG0005721	Vcard_DToL04888-RA	XP_026490127.1
OG0005722	Vcard_DToL17597-RA	XP_026483779.1
OG0005723	Vcard_DToL09576-RA	XP_026492225.1
OG0005724	Vcard_DToL07198-RA	XP_026496866.1
OG0005725	Vcard_DToL06167-RA	XP_026487451.1
OG0005726	Vcard_DToL07202-RA	XP_026496865.1
OG0005727	Vcard_DToL06165-RA	XP_026487484.1
OG0005728	Vcard_DToL06164-RA	XP_026487947.1
OG0005729	Vcard_DToL08897-RA	XP_026494903.1
OG0005730	Vcard_DToL04892-RA	XP_026490134.1
OG0005731	Vcard_DToL12350-RA	XP_026499287.1
OG0005732	Vcard_DToL16116-RA	XP_026498769.1
OG0005733	Vcard_DToL11214-RA	XP_026494646.1
OG0005734	Vcard_DToL06162-RA	XP_026487958.1
OG0005735	Vcard_DToL08890-RA	XP_026494965.1
OG0005736	Vcard_DToL18409-RA	XP_026483567.1
OG0005737	Vcard_DToL11212-RA	XP_026494610.1
OG0005738	Vcard_DToL04895-RA	XP_026490142.1
OG0005739	Vcard_DToL06158-RA	XP_026488542.1
OG0005740	Vcard_DToL17601-RA	XP_026483684.1
OG0005741	Vcard_DToL01929-RA	XP_026484372.1
OG0005742	Vcard_DToL16509-RA	XP_026495968.1
OG0005743	Vcard_DToL00152-RA	XP_026500807.1
OG0005744	Vcard_DToL14023-RA	XP_026490354.1
OG0005745	Vcard_DToL14626-RA	XP_026494400.1
OG0005746	Vcard_DToL06898-RA	XP_026501143.1
OG0005747	Vcard_DToL06153-RA	XP_026488099.1
OG0005749	Vcard_DToL06899-RA	XP_026501132.1
OG0005750	Vcard_DToL03466-RA	XP_026491502.1
OG0005751	Vcard_DToL10043-RA	XP_026493530.1
OG0005752	Vcard_DToL06902-RA	XP_026490550.1
OG0005753	Vcard_DToL06903-RA	XP_026490770.1
OG0005754	Vcard_DToL06149-RA	XP_026488111.1
OG0005755	Vcard_DToL10243-RA	XP_026493266.1
OG0005756	Vcard_DToL06148-RA	XP_026488122.1
OG0005758	Vcard_DToL06146-RA	XP_026488052.1
OG0005759	Vcard_DToL16507-RA	XP_026499335.1
OG0005760	Vcard_DToL10588-RA	XP_026485599.1
OG0005761	Vcard_DToL08884-RA	XP_026495182.1
OG0005762	Vcard_DToL06145-RA	XP_026487927.1
OG0005763	Vcard_DToL04152-RA	XP_026487173.1
OG0005764	Vcard_DToL06143-RA	XP_026487848.1
OG0005765	Vcard_DToL04154-RA	XP_026487169.1
OG0005766	Vcard_DToL04155-RA	XP_026487167.1
OG0005767	Vcard_DToL06142-RA	XP_026487936.1
OG0005768	Vcard_DToL04156-RA	XP_026487160.1
OG0005769	Vcard_DToL17616-RA	XP_026483627.1
OG0005770	Vcard_DToL18403-RA	XP_026483558.1, XP_026483559.1
OG0005771	Vcard_DToL04157-RA	XP_026487163.1
OG0005772	Vcard_DToL17602-RA	XP_026483689.1
OG0005773	Vcard_DToL17618-RA	XP_026483629.1
OG0005774	Vcard_DToL01938-RA	XP_026484370.1
OG0005775	Vcard_DToL00134-RA	XP_026500892.1
OG0005776	Vcard_DToL03191-RA	XP_026496354.1
OG0005777	Vcard_DToL01939-RA	XP_026484371.1
OG0005778	Vcard_DToL00997-RA	XP_026497921.1
OG0005779	Vcard_DToL10584-RA	XP_026485493.1, XP_026485491.1
OG0005780	Vcard_DToL13460-RA	XP_026491040.1
OG0005781	Vcard_DToL11205-RA	XP_026494621.1
OG0005782	Vcard_DToL18396-RA	XP_026483570.1
OG0005783	Vcard_DToL17625-RA	XP_026483855.1
OG0005784	Vcard_DToL01000-RA	XP_026497931.1
OG0005785	Vcard_DToL03192-RA	XP_026496316.1, XP_026496315.1
OG0005786	Vcard_DToL01001-RA	XP_026497932.1
OG0005787	Vcard_DToL01002-RA	XP_026497934.1
OG0005788	Vcard_DToL14019-RA	XP_026490358.1
OG0005789	Vcard_DToL17623-RA	XP_026483682.1
OG0005790	Vcard_DToL03194-RA	XP_026496285.1
OG0005791	Vcard_DToL18580-RA	XP_026486541.1
OG0005792	Vcard_DToL01005-RA	XP_026497926.1
OG0005793	Vcard_DToL01941-RA	XP_026484838.1
OG0005794	Vcard_DToL18577-RA	XP_026486486.1
OG0005795	Vcard_DToL01006-RA	XP_026497930.1
OG0005796	Vcard_DToL13458-RA	XP_026491023.1
OG0005797	Vcard_DToL10582-RA	XP_026485513.1
OG0005798	Vcard_DToL01007-RA	XP_026497928.1
OG0005799	Vcard_DToL01008-RA	XP_026497919.1
OG0005800	Vcard_DToL18578-RA	XP_026486489.1
OG0005801	Vcard_DToL16496-RA	XP_026499409.1
OG0005802	Vcard_DToL13457-RA	XP_026491087.1
OG0005803	Vcard_DToL17654-RA	XP_026490629.1
OG0005804	Vcard_DToL16966-RA	XP_026486414.1
OG0005805	Vcard_DToL01942-RA	XP_026484504.1
OG0005806	Vcard_DToL15951-RA	XP_026490242.1
OG0005807	Vcard_DToL01943-RA	XP_026484503.1
OG0005808	Vcard_DToL07207-RA	XP_026496882.1
OG0005809	Vcard_DToL03474-RA	XP_026491312.1
OG0005810	Vcard_DToL17651-RA	XP_026490568.1
OG0005811	Vcard_DToL10579-RA	XP_026485408.1
OG0005812	Vcard_DToL17650-RA	XP_026490564.1
OG0005813	Vcard_DToL16965-RA	XP_026486246.1
OG0005814	Vcard_DToL00130-RA	XP_026500849.1, XP_026500850.1
OG0005815	Vcard_DToL07692-RA	XP_026488847.1
OG0005816	Vcard_DToL10578-RA	XP_026485289.1
OG0005817	Vcard_DToL03199-RA	XP_026496382.1
OG0005818	Vcard_DToL07691-RA	XP_026488877.1
OG0005820	Vcard_DToL16963-RA	XP_026486573.1
OG0005821	Vcard_DToL10576-RA	XP_026485403.1
OG0005822	Vcard_DToL11198-RA	XP_026494582.1
OG0005823	Vcard_DToL10238-RA	XP_026493119.1
OG0005824	Vcard_DToL04169-RA	XP_026487207.1
OG0005825	Vcard_DToL06913-RA	XP_026500260.1
OG0005826	Vcard_DToL01018-RA	XP_026497960.1
OG0005827	Vcard_DToL10236-RA	XP_026493129.1
OG0005828	Vcard_DToL10573-RA	XP_026485510.1
OG0005829	Vcard_DToL10234-RA	XP_026493121.1
OG0005830	Vcard_DToL10572-RA	XP_026485501.1
OG0005831	Vcard_DToL10571-RA	XP_026485409.1
OG0005832	Vcard_DToL14963-RA	XP_026500145.1, XP_026500144.1
OG0005833	Vcard_DToL07686-RA	XP_026488883.1
OG0005834	Vcard_DToL14641-RA	XP_026494277.1
OG0005835	Vcard_DToL07208-RA	XP_026496973.1
OG0005836	Vcard_DToL16962-RA	XP_026486689.1
OG0005837	Vcard_DToL03201-RA	XP_026496308.1
OG0005838	Vcard_DToL01947-RA	XP_026484587.1
OG0005839	Vcard_DToL07685-RA	XP_026488998.1
OG0005840	Vcard_DToL06905-RA	XP_026490425.1
OG0005841	Vcard_DToL11188-RA	XP_026494587.1
OG0005842	Vcard_DToL11187-RA	XP_026494586.1
OG0005843	Vcard_DToL06904-RA	XP_026490661.1
OG0005844	Vcard_DToL06919-RA	XP_026489511.1
OG0005845	Vcard_DToL11186-RA	XP_026494640.1
OG0005846	Vcard_DToL08559-RA	XP_026495183.1
OG0005847	Vcard_DToL06922-RA	XP_026489477.1
OG0005850	Vcard_DToL06921-RA	XP_026489485.1
OG0005851	Vcard_DToL06923-RA	XP_026489476.1, XP_026489475.1
OG0005852	Vcard_DToL06924-RA	XP_026489479.1
OG0005853	Vcard_DToL06925-RA	XP_026489472.1
OG0005854	Vcard_DToL07211-RA	XP_026496773.1
OG0005855	Vcard_DToL17626-RA	XP_026483856.1
OG0005856	Vcard_DToL06926-RA	XP_026489469.1
OG0005857	Vcard_DToL06593-RA	XP_026501433.1
OG0005858	Vcard_DToL04915-RA	XP_026486360.1
OG0005859	Vcard_DToL11184-RA	XP_026494642.1
OG0005860	Vcard_DToL12344-RA	XP_026499235.1
OG0005861	Vcard_DToL11183-RA	XP_026494662.1
OG0005862	Vcard_DToL07678-RA	XP_026488975.1
OG0005863	Vcard_DToL06137-RA	XP_026487425.1
OG0005864	Vcard_DToL07677-RA	XP_026489007.1
OG0005865	Vcard_DToL16478-RA	XP_026499381.1
OG0005866	Vcard_DToL07676-RA	XP_026489118.1
OG0005867	Vcard_DToL06136-RA	XP_026487734.1
OG0005868	Vcard_DToL15268-RA	XP_026497350.1
OG0005869	Vcard_DToL12342-RA	XP_026499097.1
OG0005870	Vcard_DToL06134-RA	XP_026488622.1
OG0005871	Vcard_DToL07675-RA	XP_026489116.1
OG0005872	Vcard_DToL07674-RA	XP_026489117.1
OG0005873	Vcard_DToL01039-RA	XP_026497890.1
OG0005874	Vcard_DToL15267-RA	XP_026497352.1
OG0005875	Vcard_DToL10227-RA	XP_026493164.1
OG0005876	Vcard_DToL15944-RA	XP_026490241.1
OG0005877	Vcard_DToL17668-RA	XP_026490601.1
OG0005878	Vcard_DToL03489-RA	XP_026491344.1
OG0005879	Vcard_DToL06129-RA	XP_026487351.1
OG0005880	Vcard_DToL15266-RA	XP_026497353.1
OG0005881	Vcard_DToL03492-RA	XP_026491338.1
OG0005882	Vcard_DToL07673-RA	XP_026489114.1
OG0005883	Vcard_DToL00080-RA	XP_026500476.1
OG0005884	Vcard_DToL15263-RA	XP_026497349.1
OG0005885	Vcard_DToL01084-RA	XP_026497893.1
OG0005887	Vcard_DToL04174-RA	XP_026487196.1
OG0005888	Vcard_DToL15262-RA	XP_026497356.1
OG0005889	Vcard_DToL11174-RA	XP_026494648.1
OG0005890	Vcard_DToL08876-RA	XP_026494891.1
OG0005892	Vcard_DToL03497-RA	XP_026491483.1
OG0005893	Vcard_DToL06612-RA	XP_026500281.1
OG0005894	Vcard_DToL13446-RA	XP_026493332.1
