Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0005188	Vcard_DToL10849-RA	HEL_013217-RA
OG0005189	Vcard_DToL06395-RA	HEL_010198-RA
OG0005190	Vcard_DToL15923-RA	HEL_009242-RA
OG0005191	Vcard_DToL18512-RA	HEL_005583-RA
OG0005192	Vcard_DToL06396-RA	HEL_010199-RA
OG0005193	Vcard_DToL11366-RA	HEL_008899-RA
OG0005194	Vcard_DToL12422-RA	HEL_000755-RA
OG0005195	Vcard_DToL13064-RA	HEL_010130-RA
OG0005196	Vcard_DToL11367-RA	HEL_008898-RA
OG0005197	Vcard_DToL00858-RA	HEL_012411-RA
OG0005199	Vcard_DToL12416-RA	HEL_000756-RA
OG0005201	Vcard_DToL12415-RA	HEL_000757-RA
OG0005202	Vcard_DToL13061-RA	HEL_012573-RA
OG0005203	Vcard_DToL01825-RA	HEL_001741-RA
OG0005204	Vcard_DToL01824-RA	HEL_001742-RA
OG0005207	Vcard_DToL10838-RA	HEL_013208-RA
OG0005208	Vcard_DToL17840-RA	HEL_004063-RA
OG0005209	Vcard_DToL09025-RA	HEL_010513-RA
OG0005210	Vcard_DToL12413-RA	HEL_000758-RA
OG0005211	Vcard_DToL00860-RA	HEL_012413-RA
OG0005212	Vcard_DToL00862-RA	HEL_012415-RA
OG0005213	Vcard_DToL11378-RA	HEL_008895-RA, HEL_008894-RA
OG0005214	Vcard_DToL18741-RA	HEL_013065-RA
OG0005215	Vcard_DToL00864-RA	HEL_012416-RA
OG0005216	Vcard_DToL01818-RA	HEL_001745-RA
OG0005217	Vcard_DToL17842-RA	HEL_004073-RA
OG0005218	Vcard_DToL17843-RA	HEL_004072-RA
OG0005219	Vcard_DToL09024-RA	HEL_010514-RA
OG0005220	Vcard_DToL12411-RA	HEL_000762-RA
OG0005221	Vcard_DToL10830-RA	HEL_013204-RA
OG0005222	Vcard_DToL04078-RA	HEL_010254-RA
OG0005225	Vcard_DToL04823-RA	HEL_007595-RA
OG0005227	Vcard_DToL10828-RA	HEL_013203-RA
OG0005228	Vcard_DToL03378-RA	HEL_003969-RA
OG0005229	Vcard_DToL04822-RA	HEL_007594-RA
OG0005230	Vcard_DToL11282-RA	HEL_008993-RA
OG0005231	Vcard_DToL12409-RA	HEL_000764-RA
OG0005232	Vcard_DToL00039-RA	HEL_013246-RA
OG0005234	Vcard_DToL04817-RA	HEL_007591-RA
OG0005235	Vcard_DToL13033-RA	HEL_005650-RA
OG0005236	Vcard_DToL07152-RA	HEL_007750-RA
OG0005237	Vcard_DToL07151-RA	HEL_007751-RA
OG0005238	Vcard_DToL04816-RA	HEL_007590-RA
OG0005239	Vcard_DToL14657-RA	HEL_003611-RA
OG0005240	Vcard_DToL13032-RA	HEL_005651-RA
OG0005241	Vcard_DToL04815-RA	HEL_007589-RA
OG0005243	Vcard_DToL01809-RA	HEL_001750-RA
OG0005244	Vcard_DToL01808-RA	HEL_001751-RA
OG0005245	Vcard_DToL04813-RA	HEL_007587-RA
OG0005246	Vcard_DToL14658-RA	HEL_003610-RA
OG0005247	Vcard_DToL03120-RA	HEL_005269-RA
OG0005248	Vcard_DToL04812-RA	HEL_007583-RA
OG0005249	Vcard_DToL03121-RA	HEL_005266-RA
OG0005250	Vcard_DToL04811-RA	HEL_007582-RA
OG0005251	Vcard_DToL18412-RA	HEL_013906-RA
OG0005252	Vcard_DToL04135-RA	HEL_014333-RA
OG0005253	Vcard_DToL01804-RA	HEL_001754-RA
OG0005254	Vcard_DToL18816-RA	HEL_011769-RA
OG0005255	Vcard_DToL09139-RA	HEL_001755-RA
OG0005256	Vcard_DToL07148-RA	HEL_007758-RA
OG0005257	Vcard_DToL16845-RA	HEL_005423-RA
OG0005258	Vcard_DToL04134-RA	HEL_014334-RA
OG0005259	Vcard_DToL01802-RA	HEL_001756-RA, HEL_001757-RA
OG0005260	Vcard_DToL07146-RA	HEL_007785-RA, HEL_007788-RA
OG0005261	Vcard_DToL03123-RA	HEL_005264-RA
OG0005262	Vcard_DToL03124-RA	HEL_005263-RA
OG0005263	Vcard_DToL03388-RA	HEL_003966-RA
OG0005264	Vcard_DToL01800-RA	HEL_001758-RA
OG0005265	Vcard_DToL03389-RA	HEL_003965-RA
OG0005266	Vcard_DToL18411-RA	HEL_013908-RA
OG0005267	Vcard_DToL01799-RA	HEL_001759-RA
OG0005268	Vcard_DToL04130-RA	HEL_014340-RA
OG0005269	Vcard_DToL11278-RA	HEL_008999-RA
OG0005270	Vcard_DToL01794-RA	HEL_001760-RA
OG0005273	Vcard_DToL13653-RA	HEL_008235-RA
OG0005274	Vcard_DToL13654-RA	HEL_008234-RA
OG0005275	Vcard_DToL07137-RA	HEL_007780-RA
OG0005276	Vcard_DToL11276-RA	HEL_009001-RA
OG0005277	Vcard_DToL18813-RA	HEL_011764-RA
OG0005278	Vcard_DToL09658-RA	HEL_003512-RA
OG0005279	Vcard_DToL16849-RA	HEL_005424-RA
OG0005280	Vcard_DToL16058-RA	HEL_013508-RA, HEL_013509-RA
OG0005281	Vcard_DToL11275-RA	HEL_009002-RA
OG0005282	Vcard_DToL00057-RA	HEL_009658-RA
OG0005283	Vcard_DToL04805-RA	HEL_007580-RA
OG0005284	Vcard_DToL06256-RA	HEL_002272-RA
OG0005285	Vcard_DToL13661-RA	HEL_008227-RA
OG0005286	Vcard_DToL09656-RA	HEL_003513-RA
OG0005287	Vcard_DToL10011-RA	HEL_009702-RA
OG0005289	Vcard_DToL03132-RA	HEL_005253-RA, HEL_005252-RA
OG0005291	Vcard_DToL16852-RA	HEL_005425-RA
OG0005292	Vcard_DToL03135-RA	HEL_005249-RA, HEL_005250-RA
OG0005293	Vcard_DToL16667-RA	HEL_003327-RA
OG0005294	Vcard_DToL09014-RA	HEL_010523-RA
OG0005295	Vcard_DToL07135-RA	HEL_007776-RA
OG0005296	Vcard_DToL00878-RA	HEL_012420-RA
OG0005297	Vcard_DToL09649-RA	HEL_003518-RA
OG0005298	Vcard_DToL01787-RA	HEL_001764-RA
OG0005300	Vcard_DToL00880-RA	HEL_012421-RA
OG0005302	Vcard_DToL09648-RA	HEL_003519-RA
OG0005303	Vcard_DToL03141-RA	HEL_005245-RA
OG0005304	Vcard_DToL03142-RA	HEL_005244-RA
OG0005305	Vcard_DToL18801-RA	HEL_011748-RA
OG0005306	Vcard_DToL11269-RA	HEL_009015-RA
OG0005307	Vcard_DToL03144-RA	HEL_005243-RA
OG0005308	Vcard_DToL03134-RA	HEL_005251-RA
OG0005310	Vcard_DToL11268-RA	HEL_009018-RA
OG0005311	Vcard_DToL18776-RA	HEL_011709-RA
OG0005312	Vcard_DToL15101-RA	HEL_002087-RA
OG0005314	Vcard_DToL11263-RA	HEL_009021-RA
OG0005315	Vcard_DToL12385-RA	HEL_000788-RA
OG0005316	Vcard_DToL13892-RA	HEL_000475-RA
OG0005317	Vcard_DToL00053-RA	HEL_013240-RA
OG0005318	Vcard_DToL17720-RA	HEL_011243-RA
OG0005319	Vcard_DToL00888-RA	HEL_012427-RA
OG0005320	Vcard_DToL09007-RA	HEL_010536-RA
OG0005321	Vcard_DToL13010-RA	HEL_005675-RA
OG0005322	Vcard_DToL09006-RA	HEL_010537-RA
OG0005323	Vcard_DToL16070-RA	HEL_013520-RA
OG0005324	Vcard_DToL09005-RA	HEL_010538-RA
OG0005325	Vcard_DToL13669-RA	HEL_008219-RA
OG0005326	Vcard_DToL00055-RA	HEL_013242-RA
OG0005327	Vcard_DToL16071-RA	HEL_013521-RA
OG0005328	Vcard_DToL01783-RA	HEL_001766-RA
OG0005330	Vcard_DToL03149-RA	HEL_005238-RA
OG0005331	Vcard_DToL11254-RA	HEL_008886-RA
OG0005332	Vcard_DToL03150-RA	HEL_005237-RA
OG0005333	Vcard_DToL08997-RA	HEL_010545-RA
OG0005334	Vcard_DToL11253-RA	HEL_008885-RA
OG0005335	Vcard_DToL13675-RA	HEL_008214-RA
OG0005336	Vcard_DToL13677-RA	HEL_008212-RA
OG0005337	Vcard_DToL13678-RA	HEL_008211-RA
OG0005338	Vcard_DToL09624-RA	HEL_003531-RA
OG0005339	Vcard_DToL10791-RA	HEL_013176-RA
OG0005340	Vcard_DToL09623-RA	HEL_003532-RA
OG0005341	Vcard_DToL13895-RA	HEL_000478-RA
OG0005342	Vcard_DToL13896-RA	HEL_000479-RA
OG0005343	Vcard_DToL18777-RA	HEL_011719-RA
OG0005344	Vcard_DToL10793-RA	HEL_013171-RA
OG0005345	Vcard_DToL13569-RA	HEL_014295-RA
OG0005346	Vcard_DToL13897-RA	HEL_000480-RA
OG0005349	Vcard_DToL18468-RA	HEL_010149-RA
OG0005350	Vcard_DToL12384-RA	HEL_000789-RA
OG0005351	Vcard_DToL18779-RA	HEL_011736-RA
OG0005352	Vcard_DToL17710-RA	HEL_011263-RA
OG0005353	Vcard_DToL12383-RA	HEL_000790-RA
OG0005356	Vcard_DToL01772-RA	HEL_001777-RA
OG0005357	Vcard_DToL13563-RA	HEL_014299-RA
OG0005358	Vcard_DToL13002-RA	HEL_005688-RA
OG0005359	Vcard_DToL13562-RA	HEL_014300-RA
OG0005360	Vcard_DToL09618-RA	HEL_003535-RA
OG0005361	Vcard_DToL13872-RA	HEL_000487-RA
OG0005363	Vcard_DToL16883-RA	HEL_004597-RA
OG0005364	Vcard_DToL13560-RA	HEL_014302-RA
OG0005365	Vcard_DToL18472-RA	HEL_010147-RA
OG0005366	Vcard_DToL13559-RA	HEL_014303-RA
OG0005367	Vcard_DToL17707-RA	HEL_011268-RA
OG0005368	Vcard_DToL16675-RA	HEL_003320-RA
OG0005370	Vcard_DToL03400-RA	HEL_003958-RA
OG0005371	Vcard_DToL04799-RA	HEL_007575-RA
OG0005372	Vcard_DToL18784-RA	HEL_011726-RA
OG0005373	Vcard_DToL03154-RA	HEL_005235-RA
OG0005374	Vcard_DToL10796-RA	HEL_013168-RA
OG0005375	Vcard_DToL00905-RA	HEL_012434-RA
OG0005376	Vcard_DToL16076-RA	HEL_013525-RA
OG0005377	Vcard_DToL16853-RA	HEL_005426-RA
OG0005378	Vcard_DToL09615-RA	HEL_003539-RA
OG0005379	Vcard_DToL12997-RA	HEL_005689-RA
OG0005380	Vcard_DToL00016-RA	HEL_013261-RA
OG0005381	Vcard_DToL12994-RA	HEL_005690-RA
OG0005382	Vcard_DToL18786-RA	HEL_011724-RA
OG0005383	Vcard_DToL16680-RA	HEL_003317-RA
OG0005384	Vcard_DToL06252-RA	HEL_002274-RA
OG0005385	Vcard_DToL16683-RA	HEL_005028-RA
OG0005386	Vcard_DToL00021-RA	HEL_013258-RA
OG0005387	Vcard_DToL00912-RA	HEL_012440-RA
OG0005388	Vcard_DToL06403-RA	HEL_010204-RA
OG0005389	Vcard_DToL11175-RA	HEL_011178-RA
OG0005390	Vcard_DToL14676-RA	HEL_003599-RA
OG0005391	Vcard_DToL03409-RA	HEL_003955-RA
OG0005392	Vcard_DToL16684-RA	HEL_005029-RA
OG0005393	Vcard_DToL03410-RA	HEL_003954-RA
OG0005394	Vcard_DToL07097-RA	HEL_007798-RA
OG0005396	Vcard_DToL17702-RA	HEL_011273-RA
OG0005397	Vcard_DToL13853-RA	HEL_000493-RA
OG0005398	Vcard_DToL03159-RA	HEL_005232-RA
OG0005399	Vcard_DToL06243-RA	HEL_002278-RA
OG0005400	Vcard_DToL16856-RA	HEL_005428-RA
OG0005401	Vcard_DToL03160-RA	HEL_005231-RA
OG0005402	Vcard_DToL18478-RA	HEL_010142-RA
OG0005403	Vcard_DToL06240-RA	HEL_002281-RA
OG0005404	Vcard_DToL16857-RA	HEL_005429-RA
OG0005405	Vcard_DToL03413-RA	HEL_003952-RA
OG0005406	Vcard_DToL00913-RA	HEL_012444-RA
OG0005407	Vcard_DToL10018-RA	HEL_009709-RA
OG0005408	Vcard_DToL03414-RA	HEL_003951-RA
OG0005409	Vcard_DToL03162-RA	HEL_005225-RA
OG0005410	Vcard_DToL17700-RA	HEL_011276-RA
OG0005411	Vcard_DToL03415-RA	HEL_003950-RA
OG0005412	Vcard_DToL03420-RA	HEL_003949-RA
OG0005413	Vcard_DToL06239-RA	HEL_002282-RA
OG0005414	Vcard_DToL04106-RA	HEL_010271-RA
OG0005415	Vcard_DToL17697-RA	HEL_011278-RA
OG0005416	Vcard_DToL09609-RA	HEL_003544-RA
OG0005417	Vcard_DToL09608-RA	HEL_003543-RA
OG0005419	Vcard_DToL16859-RA	HEL_005431-RA
OG0005420	Vcard_DToL18796-RA	HEL_011743-RA
OG0005421	Vcard_DToL16656-RA	HEL_005040-RA
OG0005422	Vcard_DToL08979-RA	HEL_010559-RA
OG0005423	Vcard_DToL18798-RA	HEL_011744-RA
OG0005424	Vcard_DToL14684-RA	HEL_003591-RA
OG0005425	Vcard_DToL16653-RA	HEL_005041-RA
OG0005426	Vcard_DToL10800-RA	HEL_013161-RA
OG0005427	Vcard_DToL04794-RA	HEL_007571-RA
OG0005428	Vcard_DToL10020-RA	HEL_009713-RA
OG0005429	Vcard_DToL13526-RA	HEL_006395-RA
OG0005430	Vcard_DToL08976-RA	HEL_010562-RA
OG0005431	Vcard_DToL08974-RA	HEL_010563-RA
OG0005432	Vcard_DToL12989-RA	HEL_005695-RA
OG0005433	Vcard_DToL11233-RA	HEL_008865-RA
OG0005434	Vcard_DToL12987-RA	HEL_005696-RA
OG0005436	Vcard_DToL00028-RA	HEL_013251-RA
OG0005438	Vcard_DToL00920-RA	HEL_012448-RA
OG0005439	Vcard_DToL13523-RA, Vcard_DToL13522-RA	HEL_006396-RA
OG0005440	Vcard_DToL16080-RA	HEL_011820-RA
OG0005441	Vcard_DToL08970-RA	HEL_010565-RA
OG0005442	Vcard_DToL00926-RA	HEL_012452-RA
OG0005443	Vcard_DToL01758-RA	HEL_001792-RA
OG0005444	Vcard_DToL08968-RA	HEL_010566-RA
OG0005445	Vcard_DToL15117-RA	HEL_002103-RA
OG0005446	Vcard_DToL01756-RA	HEL_001795-RA
OG0005447	Vcard_DToL01755-RA	HEL_001796-RA
OG0005448	Vcard_DToL08966-RA	HEL_010568-RA
OG0005449	Vcard_DToL01753-RA	HEL_001797-RA
OG0005450	Vcard_DToL15118-RA	HEL_002104-RA
OG0005452	Vcard_DToL08965-RA	HEL_010569-RA
OG0005453	Vcard_DToL14690-RA	HEL_003587-RA
OG0005454	Vcard_DToL10776-RA	HEL_011136-RA
OG0005455	Vcard_DToL10024-RA	HEL_009717-RA
OG0005456	Vcard_DToL16035-RA	HEL_009361-RA
OG0005457	Vcard_DToL06232-RA	HEL_002285-RA
OG0005458	Vcard_DToL08963-RA	HEL_010570-RA
OG0005459	Vcard_DToL14695-RA	HEL_003585-RA
OG0005460	Vcard_DToL16644-RA	HEL_005049-RA
OG0005461	Vcard_DToL00928-RA	HEL_012454-RA
OG0005462	Vcard_DToL16642-RA	HEL_005052-RA
OG0005463	Vcard_DToL12982-RA	HEL_005699-RA
OG0005464	Vcard_DToL14699-RA	HEL_003616-RA
OG0005465	Vcard_DToL16641-RA	HEL_005053-RA
OG0005466	Vcard_DToL14700-RA	HEL_003617-RA
OG0005467	Vcard_DToL16638-RA	HEL_005055-RA
OG0005468	Vcard_DToL04099-RA	HEL_010265-RA
OG0005469	Vcard_DToL13512-RA	HEL_006402-RA
OG0005470	Vcard_DToL10772-RA	HEL_011132-RA
OG0005471	Vcard_DToL13511-RA	HEL_006403-RA
OG0005472	Vcard_DToL16637-RA	HEL_005056-RA
OG0005473	Vcard_DToL06408-RA	HEL_010212-RA
OG0005474	Vcard_DToL06409-RA	HEL_010213-RA
OG0005475	Vcard_DToL10027-RA	HEL_009721-RA
OG0005476	Vcard_DToL13508-RA	HEL_006405-RA
OG0005477	Vcard_DToL16636-RA	HEL_005057-RA
OG0005478	Vcard_DToL14706-RA	HEL_003623-RA
OG0005479	Vcard_DToL03168-RA	HEL_010858-RA
OG0005480	Vcard_DToL13847-RA	HEL_000495-RA
OG0005481	Vcard_DToL12980-RA	HEL_005702-RA
OG0005483	Vcard_DToL14709-RA	HEL_003624-RA
OG0005484	Vcard_DToL17928-RA	HEL_004115-RA
OG0005485	Vcard_DToL03169-RA	HEL_010857-RA
OG0005486	Vcard_DToL14712-RA	HEL_003628-RA
OG0005487	Vcard_DToL01736-RA	HEL_001802-RA
OG0005488	Vcard_DToL12977-RA	HEL_005708-RA
OG0005489	Vcard_DToL06231-RA	HEL_002286-RA
OG0005490	Vcard_DToL13503-RA	HEL_006410-RA
OG0005491	Vcard_DToL13842-RA	HEL_000500-RA
OG0005492	Vcard_DToL01734-RA	HEL_001804-RA
OG0005493	Vcard_DToL01733-RA	HEL_001805-RA
OG0005494	Vcard_DToL01732-RA	HEL_001807-RA
OG0005495	Vcard_DToL17686-RA	HEL_011294-RA
OG0005497	Vcard_DToL00511-RA	HEL_007002-RA
OG0005498	Vcard_DToL10761-RA	HEL_011083-RA
OG0005499	Vcard_DToL06423-RA	HEL_010221-RA
OG0005500	Vcard_DToL14717-RA	HEL_003634-RA
OG0005501	Vcard_DToL12973-RA	HEL_005710-RA
OG0005502	Vcard_DToL14720-RA	HEL_003636-RA
OG0005503	Vcard_DToL10758-RA	HEL_011084-RA
OG0005504	Vcard_DToL06427-RA	HEL_010223-RA
OG0005505	Vcard_DToL09603-RA	HEL_003548-RA
OG0005506	Vcard_DToL12972-RA	HEL_005712-RA
OG0005507	Vcard_DToL09602-RA	HEL_003549-RA
OG0005508	Vcard_DToL18484-RA	HEL_010132-RA
OG0005509	Vcard_DToL12971-RA	HEL_005713-RA
OG0005511	Vcard_DToL18372-RA	HEL_010131-RA
OG0005512	Vcard_DToL10754-RA	HEL_011089-RA
OG0005514	Vcard_DToL07081-RA	HEL_006029-RA
OG0005515	Vcard_DToL15135-RA	HEL_002127-RA
OG0005516	Vcard_DToL04093-RA	HEL_010260-RA
OG0005517	Vcard_DToL12965-RA	HEL_005717-RA
OG0005518	Vcard_DToL06435-RA	HEL_010231-RA
OG0005519	Vcard_DToL07078-RA	HEL_011137-RA
OG0005520	Vcard_DToL00095-RA	HEL_009677-RA
OG0005521	Vcard_DToL00938-RA	HEL_002523-RA
OG0005522	Vcard_DToL15011-RA	HEL_002128-RA
OG0005523	Vcard_DToL08954-RA	HEL_009034-RA
OG0005524	Vcard_DToL10751-RA	HEL_011098-RA
OG0005525	Vcard_DToL00939-RA	HEL_002525-RA
OG0005526	Vcard_DToL18315-RA	HEL_010124-RA
OG0005527	Vcard_DToL00097-RA	HEL_009678-RA
OG0005529	Vcard_DToL18828-RA	HEL_011779-RA
OG0005530	Vcard_DToL14550-RA	HEL_003678-RA
OG0005531	Vcard_DToL14552-RA	HEL_003676-RA
OG0005532	Vcard_DToL10750-RA	HEL_011099-RA
OG0005533	Vcard_DToL14555-RA	HEL_003674-RA
OG0005534	Vcard_DToL14556-RA	HEL_003673-RA
OG0005535	Vcard_DToL10748-RA	HEL_011105-RA
OG0005536	Vcard_DToL12960-RA	HEL_005720-RA
OG0005537	Vcard_DToL15191-RA	HEL_002001-RA
OG0005538	Vcard_DToL10747-RA	HEL_011106-RA
OG0005539	Vcard_DToL16578-RA	HEL_004943-RA
OG0005540	Vcard_DToL10746-RA	HEL_011107-RA
OG0005541	Vcard_DToL11226-RA	HEL_011230-RA
OG0005542	Vcard_DToL10742-RA	HEL_011109-RA
OG0005543	Vcard_DToL18310-RA	HEL_010121-RA
OG0005544	Vcard_DToL08947-RA	HEL_009042-RA
OG0005545	Vcard_DToL14563-RA	HEL_003670-RA
OG0005546	Vcard_DToL14564-RA	HEL_003669-RA
OG0005547	Vcard_DToL12956-RA	HEL_005726-RA
OG0005548	Vcard_DToL14056-RA	HEL_000432-RA
OG0005549	Vcard_DToL10739-RA	HEL_011111-RA
OG0005550	Vcard_DToL10737-RA	HEL_011112-RA, HEL_011113-RA
OG0005551	Vcard_DToL13496-RA	HEL_006413-RA
OG0005553	Vcard_DToL00943-RA	HEL_002528-RA
OG0005554	Vcard_DToL14573-RA	HEL_013833-RA
OG0005555	Vcard_DToL00945-RA	HEL_002531-RA
OG0005556	Vcard_DToL16571-RA	HEL_004950-RA
OG0005557	Vcard_DToL06842-RA	HEL_008062-RA
OG0005558	Vcard_DToL06843-RA	HEL_008061-RA
OG0005559	Vcard_DToL06845-RA	HEL_008058-RA
OG0005560	Vcard_DToL14577-RA	HEL_013836-RA
OG0005561	Vcard_DToL07065-RA	HEL_006020-RA
OG0005562	Vcard_DToL15023-RA	HEL_002136-RA
OG0005563	Vcard_DToL10732-RA	HEL_011116-RA
OG0005564	Vcard_DToL15024-RA	HEL_002137-RA
OG0005565	Vcard_DToL00951-RA	HEL_002534-RA
OG0005566	Vcard_DToL14579-RA	HEL_013839-RA
OG0005567	Vcard_DToL14578-RA	HEL_013837-RA
OG0005568	Vcard_DToL01883-RA	HEL_001703-RA
OG0005569	Vcard_DToL14583-RA	HEL_013841-RA
OG0005571	Vcard_DToL04084-RA	HEL_010256-RA
OG0005572	Vcard_DToL18835-RA	HEL_011785-RA
OG0005573	Vcard_DToL14585-RA	HEL_013843-RA
OG0005574	Vcard_DToL14586-RA	HEL_013845-RA
OG0005575	Vcard_DToL18368-RA	HEL_010108-RA
OG0005576	Vcard_DToL10725-RA	HEL_011081-RA
OG0005577	Vcard_DToL10724-RA	HEL_011080-RA
OG0005578	Vcard_DToL16110-RA	HEL_011843-RA
OG0005579	Vcard_DToL06463-RA	HEL_008046-RA
OG0005580	Vcard_DToL11224-RA	HEL_011226-RA
OG0005581	Vcard_DToL17640-RA	HEL_011331-RA
OG0005582	Vcard_DToL14588-RA	HEL_013852-RA
OG0005583	Vcard_DToL18370-RA	HEL_010107-RA
OG0005584	Vcard_DToL15033-RA	HEL_002142-RA
OG0005586	Vcard_DToL17885-RA	HEL_004132-RA
OG0005587	Vcard_DToL14590-RA	HEL_013853-RA
OG0005588	Vcard_DToL15035-RA	HEL_002145-RA
OG0005589	Vcard_DToL10719-RA	HEL_011076-RA
OG0005590	Vcard_DToL07062-RA	HEL_006018-RA
OG0005591	Vcard_DToL14591-RA	HEL_013854-RA
OG0005592	Vcard_DToL06219-RA	HEL_002294-RA
OG0005593	Vcard_DToL06218-RA	HEL_002295-RA
OG0005594	Vcard_DToL15037-RA	HEL_002143-RA
OG0005595	Vcard_DToL06459-RA	HEL_008044-RA
OG0005596	Vcard_DToL13495-RA	HEL_006414-RA
OG0005597	Vcard_DToL15039-RA	HEL_002147-RA
OG0005598	Vcard_DToL11223-RA	HEL_011225-RA
OG0005599	Vcard_DToL17648-RA	HEL_011335-RA
OG0005600	Vcard_DToL12371-RA	HEL_000804-RA
OG0005601	Vcard_DToL08938-RA	HEL_009047-RA
OG0005602	Vcard_DToL10715-RA	HEL_011072-RA
OG0005603	Vcard_DToL10714-RA	HEL_011071-RA
OG0005605	Vcard_DToL16108-RA	HEL_011842-RA
OG0005606	Vcard_DToL10713-RA	HEL_011070-RA
OG0005607	Vcard_DToL15044-RA	HEL_002151-RA
OG0005609	Vcard_DToL08935-RA	HEL_009050-RA
OG0005611	Vcard_DToL08934-RA	HEL_009051-RA
OG0005612	Vcard_DToL16107-RA	HEL_011841-RA
OG0005613	Vcard_DToL16552-RA	HEL_004960-RA
OG0005614	Vcard_DToL08933-RA	HEL_009052-RA
OG0005615	Vcard_DToL14049-RA	HEL_000429-RA
OG0005616	Vcard_DToL12365-RA	HEL_000811-RA
OG0005619	Vcard_DToL10038-RA	HEL_009734-RA
OG0005620	Vcard_DToL04876-RA	HEL_007659-RA
OG0005621	Vcard_DToL18840-RA	HEL_011791-RA
OG0005622	Vcard_DToL12831-RA	HEL_005826-RA
OG0005624	Vcard_DToL12832-RA	HEL_005825-RA
OG0005626	Vcard_DToL11219-RA	HEL_011222-RA
OG0005627	Vcard_DToL17660-RA	HEL_011346-RA
OG0005628	Vcard_DToL06450-RA	HEL_008033-RA
OG0005629	Vcard_DToL03448-RA	HEL_014046-RA
OG0005630	Vcard_DToL12837-RA	HEL_005816-RA
OG0005631	Vcard_DToL12359-RA	HEL_000814-RA
OG0005632	Vcard_DToL18295-RA	HEL_010099-RA
OG0005633	Vcard_DToL09589-RA	HEL_003562-RA
OG0005634	Vcard_DToL14046-RA	HEL_000426-RA
OG0005635	Vcard_DToL14594-RA	HEL_013857-RA
OG0005636	Vcard_DToL03449-RA	HEL_014045-RA
OG0005637	Vcard_DToL13483-RA	HEL_006423-RA
OG0005638	Vcard_DToL18290-RA	HEL_010098-RA
OG0005639	Vcard_DToL03450-RA	HEL_014044-RA
OG0005640	Vcard_DToL03451-RA	HEL_014043-RA
OG0005641	Vcard_DToL13482-RA	HEL_006424-RA
OG0005642	Vcard_DToL03453-RA	HEL_014041-RA
OG0005643	Vcard_DToL03454-RA	HEL_014040-RA
OG0005645	Vcard_DToL13481-RA	HEL_006425-RA
OG0005646	Vcard_DToL18849-RA	HEL_011802-RA
OG0005647	Vcard_DToL03455-RA	HEL_014039-RA
OG0005648	Vcard_DToL03456-RA	HEL_014038-RA
OG0005649	Vcard_DToL17583-RA	HEL_000533-RA
OG0005650	Vcard_DToL08923-RA	HEL_009061-RA
OG0005651	Vcard_DToL17880-RA	HEL_004101-RA
OG0005652	Vcard_DToL08924-RA	HEL_009060-RA
OG0005654	Vcard_DToL18376-RA	HEL_010096-RA
OG0005655	Vcard_DToL10039-RA	HEL_009735-RA
OG0005656	Vcard_DToL06201-RA	HEL_002304-RA
OG0005657	Vcard_DToL16877-RA	HEL_004596-RA
OG0005658	Vcard_DToL04145-RA	HEL_009448-RA
OG0005660	Vcard_DToL16544-RA	HEL_004968-RA
OG0005661	Vcard_DToL17862-RA	HEL_004090-RA
OG0005663	Vcard_DToL00137-RA	HEL_012063-RA
OG0005664	Vcard_DToL17864-RA	HEL_004094-RA
OG0005665	Vcard_DToL06196-RA	HEL_002306-RA
OG0005666	Vcard_DToL16543-RA	HEL_004969-RA
OG0005667	Vcard_DToL18847-RA	HEL_011799-RA
OG0005668	Vcard_DToL17865-RA	HEL_004095-RA
OG0005669	Vcard_DToL16541-RA	HEL_004970-RA
OG0005670	Vcard_DToL00971-RA	HEL_002546-RA
OG0005671	Vcard_DToL16542-RA	HEL_004971-RA
OG0005672	Vcard_DToL16979-RA	HEL_004653-RA
OG0005674	Vcard_DToL00972-RA	HEL_002547-RA
OG0005675	Vcard_DToL08916-RA	HEL_009063-RA
OG0005676	Vcard_DToL16540-RA	HEL_004973-RA
OG0005677	Vcard_DToL04882-RA	HEL_007669-RA
OG0005678	Vcard_DToL04147-RA	HEL_009446-RA
OG0005679	Vcard_DToL08915-RA	HEL_009064-RA
OG0005680	Vcard_DToL16101-RA	HEL_011838-RA
OG0005681	Vcard_DToL08914-RA	HEL_009065-RA
OG0005682	Vcard_DToL04883-RA	HEL_007670-RA
OG0005683	Vcard_DToL04150-RA	HEL_009445-RA
OG0005684	Vcard_DToL04885-RA	HEL_007671-RA
OG0005685	Vcard_DToL16534-RA	HEL_004979-RA
OG0005686	Vcard_DToL00974-RA	HEL_002548-RA
OG0005687	Vcard_DToL00140-RA	HEL_012066-RA
OG0005688	Vcard_DToL00978-RA	HEL_002551-RA
OG0005689	Vcard_DToL06186-RA	HEL_002311-RA
OG0005690	Vcard_DToL18386-RA	HEL_010090-RA
OG0005691	Vcard_DToL18854-RA	HEL_011809-RA
OG0005692	Vcard_DToL06184-RA	HEL_002312-RA
OG0005694	Vcard_DToL06182-RA	HEL_002313-RA
OG0005695	Vcard_DToL18164-RA	HEL_014526-RA
OG0005696	Vcard_DToL16531-RA	HEL_004985-RA
OG0005697	Vcard_DToL13475-RA	HEL_006432-RA
OG0005698	Vcard_DToL16530-RA	HEL_004987-RA
OG0005699	Vcard_DToL12351-RA	HEL_000820-RA
