Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0005676	Vcard_DToL16540-RA	HMEL013195g1.t1
OG0005677	Vcard_DToL04882-RA	HMEL010701g1.t1
OG0005678	Vcard_DToL04147-RA	HMEL007741g1.t1
OG0005679	Vcard_DToL08915-RA	HMEL012548g1.t1
OG0005680	Vcard_DToL16101-RA	HMEL006176g1.t1
OG0005681	Vcard_DToL08914-RA	HMEL012547g1.t1
OG0005682	Vcard_DToL04883-RA	HMEL031815g1.t1
OG0005683	Vcard_DToL04150-RA	HMEL007739g1.t1
OG0005684	Vcard_DToL04885-RA	HMEL010699g1.t1
OG0005685	Vcard_DToL16534-RA	HMEL013192g1.t1
OG0005686	Vcard_DToL00974-RA	HMEL004086g1.t1
OG0005687	Vcard_DToL00140-RA	HMEL009806g1.t1
OG0005688	Vcard_DToL00978-RA	HMEL004089g1.t1
OG0005689	Vcard_DToL06186-RA	HMEL030179g1.t1
OG0005690	Vcard_DToL18386-RA	HMEL035331g1.t1
OG0005691	Vcard_DToL18854-RA	HMEL014438g1.t1
OG0005692	Vcard_DToL06184-RA	HMEL030180g1.t1
OG0005694	Vcard_DToL06182-RA	HMEL017243g1.t1
OG0005695	Vcard_DToL18164-RA	HMEL002731g1.t1
OG0005696	Vcard_DToL16531-RA	HMEL013189g1.t1
OG0005697	Vcard_DToL13475-RA	HMEL017306g1.t1
OG0005698	Vcard_DToL16530-RA	HMEL013188g1.t1
OG0005699	Vcard_DToL12351-RA	HMEL002312g1.t1
OG0005700	Vcard_DToL16097-RA	HMEL006173g1.t1
OG0005701	Vcard_DToL16094-RA	HMEL006171g1.t1
OG0005702	Vcard_DToL06178-RA	HMEL017242g1.t1
OG0005703	Vcard_DToL14607-RA	HMEL009363g1.t1
OG0005704	Vcard_DToL06177-RA	HMEL030181g1.t1
OG0005705	Vcard_DToL05975-RA	HMEL012478g1.t1
OG0005707	Vcard_DToL00150-RA	HMEL012736g1.t1
OG0005708	Vcard_DToL14608-RA	HMEL037981g1.t1
OG0005709	Vcard_DToL00151-RA	HMEL012735g1.t1
OG0005710	Vcard_DToL00982-RA	HMEL016354g1.t1
OG0005711	Vcard_DToL17594-RA	HMEL011234g1.t1
OG0005712	Vcard_DToL07192-RA	HMEL036980g1.t1
OG0005713	Vcard_DToL07193-RA	HMEL002544g1.t1
OG0005715	Vcard_DToL01920-RA	HMEL010327g1.t1, HMEL036324g1.t1
OG0005716	Vcard_DToL11215-RA	HMEL002813g1.t1
OG0005717	Vcard_DToL01922-RA	HMEL031212g1.t1
OG0005718	Vcard_DToL15057-RA	HMEL030500g1.t1
OG0005719	Vcard_DToL08902-RA	HMEL012542g1.t1
OG0005720	Vcard_DToL08901-RA	HMEL012541g1.t1
OG0005721	Vcard_DToL04888-RA	HMEL031822g1.t1
OG0005722	Vcard_DToL17597-RA	HMEL011231-RA
OG0005723	Vcard_DToL09576-RA	HMEL002552g1.t1
OG0005724	Vcard_DToL07198-RA	HMEL036978g1.t1
OG0005725	Vcard_DToL06167-RA	HMEL017235g1.t1
OG0005726	Vcard_DToL07202-RA	HMEL002539g1.t1
OG0005727	Vcard_DToL06165-RA	HMEL030184g1.t1
OG0005728	Vcard_DToL06164-RA	HMEL017233g1.t1
OG0005729	Vcard_DToL08897-RA	HMEL035022g1.t1
OG0005730	Vcard_DToL04892-RA	HMEL017996g1.t1
OG0005731	Vcard_DToL12350-RA	HMEL011586g1.t1
OG0005732	Vcard_DToL16116-RA	HMEL006187g1.t1
OG0005733	Vcard_DToL11214-RA	HMEL002812g1.t1
OG0005734	Vcard_DToL06162-RA	HMEL017231g1.t1
OG0005735	Vcard_DToL08890-RA	HMEL012533g1.t1
OG0005736	Vcard_DToL18409-RA	HMEL035324g1.t1
OG0005737	Vcard_DToL11212-RA	HMEL002810g1.t1
OG0005738	Vcard_DToL04895-RA	HMEL031827g1.t1
OG0005739	Vcard_DToL06158-RA	HMEL017229g1.t1
OG0005740	Vcard_DToL17601-RA	HMEL011228g1.t1
OG0005741	Vcard_DToL01929-RA	HMEL031210g1.t1
OG0005742	Vcard_DToL16509-RA	HMEL008731g1.t1
OG0005743	Vcard_DToL00152-RA	HMEL035783g1.t1
OG0005744	Vcard_DToL14023-RA	HMEL010402g1.t1
OG0005745	Vcard_DToL14626-RA	HMEL002445g1.t1
OG0005746	Vcard_DToL06898-RA	HMEL010755g1.t1
OG0005747	Vcard_DToL06153-RA	HMEL017224g1.t1
OG0005749	Vcard_DToL06899-RA	HMEL010756g1.t1
OG0005750	Vcard_DToL03466-RA	HMEL033920g1.t1
OG0005751	Vcard_DToL10043-RA	HMEL036427g1.t1
OG0005753	Vcard_DToL06903-RA	HMEL010758g1.t1
OG0005754	Vcard_DToL06149-RA	HMEL030190g1.t1
OG0005755	Vcard_DToL10243-RA	HMEL008388g1.t1
OG0005756	Vcard_DToL06148-RA	HMEL017220g1.t1
OG0005758	Vcard_DToL06146-RA	HMEL017219g1.t1
OG0005759	Vcard_DToL16507-RA	HMEL008735g1.t1
OG0005760	Vcard_DToL10588-RA	HMEL036160g1.t1
OG0005761	Vcard_DToL08884-RA	HMEL012530g1.t1
OG0005762	Vcard_DToL06145-RA	HMEL030191g1.t1
OG0005763	Vcard_DToL04152-RA	HMEL032864g1.t1
OG0005764	Vcard_DToL06143-RA	HMEL030192g1.t1
OG0005765	Vcard_DToL04154-RA	HMEL032863g1.t1
OG0005766	Vcard_DToL04155-RA	HMEL032862g1.t1
OG0005767	Vcard_DToL06142-RA	HMEL017216g1.t1
OG0005768	Vcard_DToL04156-RA	HMEL002437g1.t1
OG0005769	Vcard_DToL17616-RA	HMEL011221g1.t1
OG0005770	Vcard_DToL18403-RA	HMEL013885g1.t1
OG0005771	Vcard_DToL04157-RA	HMEL032861g1.t1
OG0005772	Vcard_DToL17602-RA	HMEL011227g1.t1
OG0005773	Vcard_DToL17618-RA	HMEL011216g1.t1
OG0005774	Vcard_DToL01938-RA	HMEL010336g1.t1
OG0005775	Vcard_DToL00134-RA	HMEL009811g1.t1
OG0005776	Vcard_DToL03191-RA	HMEL017480g1.t1
OG0005777	Vcard_DToL01939-RA	HMEL031209g1.t1
OG0005778	Vcard_DToL00997-RA	HMEL014140g1.t1
OG0005780	Vcard_DToL13460-RA	HMEL017961g1.t1
OG0005781	Vcard_DToL11205-RA	HMEL002802g1.t1
OG0005782	Vcard_DToL18396-RA	HMEL013884g1.t1
OG0005783	Vcard_DToL17625-RA	HMEL011213g1.t1
OG0005785	Vcard_DToL03192-RA	HMEL017482g1.t1
OG0005786	Vcard_DToL01001-RA	HMEL014136g1.t1
OG0005787	Vcard_DToL01002-RA	HMEL014135g1.t1
OG0005788	Vcard_DToL14019-RA	HMEL009736g1.t1
OG0005789	Vcard_DToL17623-RA	HMEL011215g1.t1
OG0005790	Vcard_DToL03194-RA	HMEL017483g1.t1
OG0005791	Vcard_DToL18580-RA	HMEL037199g1.t1
OG0005792	Vcard_DToL01005-RA	HMEL014132g1.t1
OG0005793	Vcard_DToL01941-RA	HMEL010343g1.t1
OG0005794	Vcard_DToL18577-RA	HMEL037196g1.t1
OG0005795	Vcard_DToL01006-RA	HMEL030738g1.t1
OG0005796	Vcard_DToL13458-RA	HMEL017960g1.t1
OG0005797	Vcard_DToL10582-RA	HMEL036157g1.t1
OG0005798	Vcard_DToL01007-RA	HMEL030739g1.t1
OG0005799	Vcard_DToL01008-RA	HMEL014131g1.t1
OG0005800	Vcard_DToL18578-RA	HMEL017626g1.t1
OG0005801	Vcard_DToL16496-RA	HMEL008740g1.t1
OG0005802	Vcard_DToL13457-RA	HMEL017959g1.t1
OG0005803	Vcard_DToL17654-RA	HMEL011187g1.t1
OG0005804	Vcard_DToL16966-RA	HMEL016585g1.t1
OG0005805	Vcard_DToL01942-RA	HMEL010344g1.t1
OG0005806	Vcard_DToL15951-RA	HMEL016952g1.t1
OG0005807	Vcard_DToL01943-RA	HMEL010345g1.t1
OG0005808	Vcard_DToL07207-RA	HMEL016515g1.t1
OG0005809	Vcard_DToL03474-RA	HMEL033912g1.t1
OG0005810	Vcard_DToL17651-RA	HMEL011182g1.t1
OG0005811	Vcard_DToL10579-RA	HMEL025023g1.t1
OG0005812	Vcard_DToL17650-RA	HMEL011183g1.t1
OG0005813	Vcard_DToL16965-RA	HMEL016584g1.t1
OG0005814	Vcard_DToL00130-RA	HMEL009816g1.t1
OG0005815	Vcard_DToL07692-RA	HMEL007044-RA
OG0005816	Vcard_DToL10578-RA	HMEL025024g1.t1
OG0005818	Vcard_DToL07691-RA	HMEL007043g1.t1
OG0005820	Vcard_DToL16963-RA	HMEL016582g1.t1
OG0005821	Vcard_DToL10576-RA	HMEL025026g1.t1
OG0005822	Vcard_DToL11198-RA	HMEL002792g1.t1
OG0005823	Vcard_DToL10238-RA	HMEL008384g1.t1
OG0005824	Vcard_DToL04169-RA	HMEL022377g1.t1
OG0005825	Vcard_DToL06913-RA	HMEL016611g1.t1
OG0005826	Vcard_DToL01018-RA	HMEL014126g1.t1
OG0005827	Vcard_DToL10236-RA	HMEL008382g1.t1
OG0005828	Vcard_DToL10573-RA	HMEL036152g1.t1
OG0005829	Vcard_DToL10234-RA	HMEL008381g1.t1
OG0005830	Vcard_DToL10572-RA	HMEL025031g1.t1
OG0005831	Vcard_DToL10571-RA	HMEL025032-RA
OG0005832	Vcard_DToL14963-RA	HMEL014901g1.t1
OG0005833	Vcard_DToL07686-RA	HMEL003569g1.t1
OG0005834	Vcard_DToL14641-RA	HMEL016477g1.t1
OG0005835	Vcard_DToL07208-RA	HMEL016514g1.t1
OG0005836	Vcard_DToL16962-RA	HMEL016581g1.t1
OG0005837	Vcard_DToL03201-RA	HMEL017487-RA
OG0005838	Vcard_DToL01947-RA	HMEL010349g1.t1
OG0005839	Vcard_DToL07685-RA	HMEL003567g1.t1
OG0005840	Vcard_DToL06905-RA	HMEL016606g1.t1
OG0005841	Vcard_DToL11188-RA	HMEL002789g1.t1
OG0005842	Vcard_DToL11187-RA	HMEL002788g1.t1
OG0005843	Vcard_DToL06904-RA	HMEL034875g1.t1
OG0005844	Vcard_DToL06919-RA	HMEL034829g1.t1
OG0005845	Vcard_DToL11186-RA	HMEL002787g1.t1
OG0005846	Vcard_DToL08559-RA	HMEL005067-RA
OG0005847	Vcard_DToL06922-RA	HMEL016429g1.t1
OG0005850	Vcard_DToL06921-RA	HMEL016430g1.t1
OG0005851	Vcard_DToL06923-RA	HMEL016426g1.t1
OG0005852	Vcard_DToL06924-RA	HMEL016427g1.t1
OG0005853	Vcard_DToL06925-RA	HMEL016428g1.t1
OG0005854	Vcard_DToL07211-RA	HMEL016512g1.t1
OG0005855	Vcard_DToL17626-RA	HMEL037387g1.t1
OG0005856	Vcard_DToL06926-RA	HMEL016425g1.t1
OG0005857	Vcard_DToL06593-RA	HMEL016423g1.t1
OG0005858	Vcard_DToL04915-RA	HMEL031835g1.t1
OG0005859	Vcard_DToL11184-RA	HMEL002785g1.t1
OG0005860	Vcard_DToL12344-RA	HMEL017660g1.t1
OG0005861	Vcard_DToL11183-RA	HMEL002784g1.t1
OG0005862	Vcard_DToL07678-RA	HMEL015520g1.t1
OG0005863	Vcard_DToL06137-RA	HMEL017210g1.t1
OG0005864	Vcard_DToL07677-RA	HMEL015519g1.t1
OG0005865	Vcard_DToL16478-RA	HMEL016571g1.t1
OG0005866	Vcard_DToL07676-RA	HMEL015518g1.t1
OG0005867	Vcard_DToL06136-RA	HMEL017208g1.t1
OG0005868	Vcard_DToL15268-RA	HMEL009470g1.t1
OG0005869	Vcard_DToL12342-RA	HMEL017665g1.t1
OG0005870	Vcard_DToL06134-RA	HMEL017207g1.t1
OG0005871	Vcard_DToL07675-RA	HMEL015515g1.t1
OG0005872	Vcard_DToL07674-RA	HMEL003559g1.t1
OG0005873	Vcard_DToL01039-RA	HMEL014117g1.t1
OG0005874	Vcard_DToL15267-RA	HMEL009469g1.t1
OG0005875	Vcard_DToL10227-RA	HMEL017779-RA
OG0005876	Vcard_DToL15944-RA	HMEL016950g1.t1
OG0005877	Vcard_DToL17668-RA	HMEL011202g1.t1
OG0005878	Vcard_DToL03489-RA	HMEL012793g1.t1
OG0005879	Vcard_DToL06129-RA	HMEL017205g1.t1
OG0005880	Vcard_DToL15266-RA	HMEL009468g1.t1
OG0005881	Vcard_DToL03492-RA	HMEL021104g1.t1
OG0005882	Vcard_DToL07673-RA	HMEL033214g1.t1
OG0005883	Vcard_DToL00080-RA	HMEL035670g1.t1
OG0005884	Vcard_DToL15263-RA	HMEL009467g1.t1
OG0005885	Vcard_DToL01084-RA	HMEL030761g1.t1
OG0005887	Vcard_DToL04174-RA	HMEL014342g1.t1
OG0005888	Vcard_DToL15262-RA	HMEL009466g1.t1
OG0005889	Vcard_DToL11174-RA	HMEL004395g1.t1
OG0005890	Vcard_DToL08876-RA	HMEL015704-RA
OG0005891	Vcard_DToL14541-RA	HMEL038043g1.t1, HMEL021270g1.t1
OG0005892	Vcard_DToL03497-RA	HMEL009983g1.t1
OG0005893	Vcard_DToL06612-RA	HMEL034835g1.t1
OG0005894	Vcard_DToL13446-RA	HMEL032480g1.t1
OG0005895	Vcard_DToL06121-RA	HMEL017202g1.t1
OG0005896	Vcard_DToL18628-RA	HMEL022552g1.t1
OG0005897	Vcard_DToL06117-RA	HMEL017201g1.t1
OG0005898	Vcard_DToL11167-RA	HMEL004401-RA
OG0005899	Vcard_DToL08875-RA	HMEL007718g1.t1
OG0005900	Vcard_DToL16474-RA	HMEL016567g1.t1
OG0005901	Vcard_DToL14008-RA	HMEL032217g1.t1
OG0005902	Vcard_DToL08874-RA	HMEL007719g1.t1
OG0005903	Vcard_DToL18627-RA	HMEL011518-RA
OG0005904	Vcard_DToL08872-RA	HMEL007720g1.t1
OG0005905	Vcard_DToL16472-RA	HMEL004114g1.t1
OG0005906	Vcard_DToL14009-RA	HMEL011442g1.t1
OG0005907	Vcard_DToL12338-RA	HMEL037532g1.t1
OG0005908	Vcard_DToL01046-RA	HMEL030744g1.t1
OG0005909	Vcard_DToL06113-RA	HMEL030202g1.t1
OG0005910	Vcard_DToL06112-RA	HMEL030203g1.t1
OG0005911	Vcard_DToL15251-RA	HMEL030386g1.t1
OG0005912	Vcard_DToL01961-RA	HMEL010360g1.t1
OG0005913	Vcard_DToL06111-RA	HMEL017194g1.t1
OG0005914	Vcard_DToL01962-RA	HMEL010361g1.t1
OG0005915	Vcard_DToL17578-RA	HMEL011247g1.t1
OG0005917	Vcard_DToL10561-RA	HMEL025055-RA
OG0005918	Vcard_DToL06110-RA	HMEL030204g1.t1
OG0005919	Vcard_DToL01964-RA	HMEL010362g1.t1
OG0005920	Vcard_DToL01050-RA	HMEL014108g1.t1
OG0005921	Vcard_DToL01051-RA	HMEL014107g1.t1
OG0005922	Vcard_DToL06617-RA	HMEL015729g1.t1
OG0005923	Vcard_DToL06106-RA	HMEL017191g1.t1
OG0005924	Vcard_DToL04177-RA	HMEL032849g1.t1
OG0005925	Vcard_DToL06105-RA	HMEL030206g1.t1
OG0005926	Vcard_DToL14892-RA	HMEL021513g1.t1
OG0005927	Vcard_DToL06619-RA	HMEL015730g1.t1
OG0005928	Vcard_DToL15936-RA	HMEL004353g1.t1
OG0005930	Vcard_DToL06620-RA	HMEL022506-RA
OG0005931	Vcard_DToL08865-RA	HMEL007725g1.t1
OG0005932	Vcard_DToL08864-RA	HMEL007726g1.t1
OG0005933	Vcard_DToL06622-RA	HMEL015733g1.t1
OG0005934	Vcard_DToL17571-RA	HMEL037394g1.t1
OG0005935	Vcard_DToL04927-RA	HMEL031840g1.t1
OG0005936	Vcard_DToL04928-RA	HMEL015358g1.t1
OG0005937	Vcard_DToL08862-RA	HMEL007729g1.t1
OG0005938	Vcard_DToL18065-RA	HMEL006471g1.t1
OG0005939	Vcard_DToL04929-RA	HMEL031841g1.t1
OG0005940	Vcard_DToL04932-RA	HMEL015361g1.t1
OG0005941	Vcard_DToL01979-RA	HMEL013581g1.t1
OG0005942	Vcard_DToL04933-RA	HMEL015362g1.t1
OG0005943	Vcard_DToL18063-RA	HMEL006469g1.t1
OG0005944	Vcard_DToL01980-RA	HMEL013580g1.t1
OG0005945	Vcard_DToL03505-RA	HMEL005335g1.t1
OG0005946	Vcard_DToL01054-RA	HMEL030748g1.t1
OG0005947	Vcard_DToL10223-RA	HMEL007447-RA
OG0005948	Vcard_DToL01055-RA	HMEL030749g1.t1
OG0005949	Vcard_DToL01058-RA	HMEL014101g1.t1
OG0005950	Vcard_DToL18061-RA	HMEL006468g1.t1
OG0005951	Vcard_DToL03547-RA	HMEL033874g1.t1
OG0005953	Vcard_DToL12327-RA	HMEL037537g1.t1
OG0005954	Vcard_DToL12325-RA	HMEL010867g1.t1
OG0005955	Vcard_DToL01060-RA	HMEL030752g1.t1
OG0005956	Vcard_DToL07217-RA	HMEL008972g1.t1
OG0005957	Vcard_DToL17568-RA	HMEL008505-RA
OG0005958	Vcard_DToL12324-RA	HMEL037538g1.t1
OG0005959	Vcard_DToL12323-RA	HMEL037539g1.t1
OG0005960	Vcard_DToL07219-RA	HMEL008973g1.t1
OG0005961	Vcard_DToL08860-RA	HMEL007732g1.t1
OG0005962	Vcard_DToL13439-RA	HMEL005513g1.t1
OG0005963	Vcard_DToL18662-RA	HMEL037189g1.t1
OG0005964	Vcard_DToL18598-RA	HMEL010735g1.t1
OG0005965	Vcard_DToL10216-RA	HMEL007445g1.t1
OG0005966	Vcard_DToL13437-RA	HMEL005515g1.t1
OG0005967	Vcard_DToL15927-RA	HMEL014462g1.t1
OG0005968	Vcard_DToL08856-RA	HMEL007734g1.t1
OG0005969	Vcard_DToL13436-RA	HMEL005516g1.t1
OG0005970	Vcard_DToL08855-RA	HMEL035044g1.t1
OG0005971	Vcard_DToL18597-RA	HMEL010736g1.t1
OG0005972	Vcard_DToL07230-RA	HMEL008979g1.t1
OG0005973	Vcard_DToL01065-RA	HMEL014099g1.t1
OG0005974	Vcard_DToL13434-RA	HMEL005520g1.t1
OG0005975	Vcard_DToL12874-RA	HMEL007207g1.t1
OG0005976	Vcard_DToL13432-RA	HMEL005522g1.t1
OG0005977	Vcard_DToL06627-RA	HMEL034841g1.t1
OG0005978	Vcard_DToL06629-RA	HMEL008747g1.t1
OG0005979	Vcard_DToL12876-RA	HMEL007208g1.t1
OG0005980	Vcard_DToL06630-RA	HMEL008748g1.t1
OG0005981	Vcard_DToL09940-RA	HMEL007439g1.t1
OG0005982	Vcard_DToL15246-RA	HMEL014635g1.t1
OG0005983	Vcard_DToL00346-RA	HMEL012730g1.t1
OG0005984	Vcard_DToL06100-RA	HMEL030208g1.t1
OG0005985	Vcard_DToL06098-RA	HMEL012380g1.t1
OG0005986	Vcard_DToL11152-RA	HMEL010236g1.t1
OG0005987	Vcard_DToL09938-RA	HMEL007437g1.t1
OG0005988	Vcard_DToL12877-RA	HMEL007209g1.t1
OG0005989	Vcard_DToL00349-RA	HMEL012729g1.t1
OG0005990	Vcard_DToL07237-RA	HMEL008903g1.t1
OG0005991	Vcard_DToL06095-RA	HMEL012382g1.t1
OG0005993	Vcard_DToL00350-RA	HMEL007337g1.t1
OG0005994	Vcard_DToL12319-RA	HMEL008556g1.t1
OG0005995	Vcard_DToL09276-RA	HMEL011980g1.t1
OG0005996	Vcard_DToL06094-RA	HMEL012383g1.t1
OG0005997	Vcard_DToL11149-RA, Vcard_DToL11150-RA	HMEL010238g1.t1
OG0005998	Vcard_DToL12318-RA	HMEL037542g1.t1
OG0006000	Vcard_DToL16457-RA	HMEL016851g1.t1
OG0006001	Vcard_DToL06091-RA	HMEL030210g1.t1
OG0006002	Vcard_DToL12878-RA	HMEL007210g1.t1
OG0006003	Vcard_DToL00351-RA	HMEL012225g1.t1
OG0006004	Vcard_DToL01990-RA	HMEL006523g1.t1
OG0006005	Vcard_DToL14887-RA	HMEL037855g1.t1
OG0006006	Vcard_DToL01991-RA	HMEL006522g1.t1
OG0006007	Vcard_DToL14885-RA	HMEL037854g1.t1
OG0006008	Vcard_DToL07240-RA	HMEL003609g1.t1
OG0006009	Vcard_DToL00353-RA	HMEL012224g1.t1
OG0006010	Vcard_DToL11147-RA	HMEL010239g1.t1
OG0006012	Vcard_DToL03509-RA	HMEL012812g1.t1
OG0006013	Vcard_DToL14883-RA	HMEL009162g1.t1
OG0006014	Vcard_DToL11145-RA	HMEL010241g1.t1
OG0006015	Vcard_DToL11144-RA	HMEL010242g1.t1
OG0006017	Vcard_DToL04189-RA	HMEL013011g1.t1
OG0006018	Vcard_DToL04190-RA	HMEL013008g1.t1
OG0006019	Vcard_DToL06931-RA	HMEL008754g1.t1
OG0006020	Vcard_DToL11143-RA	HMEL010244g1.t1
OG0006021	Vcard_DToL16952-RA	HMEL034473g1.t1
OG0006022	Vcard_DToL15242-RA	HMEL030393g1.t1
OG0006023	Vcard_DToL08835-RA	HMEL003826g1.t1
OG0006025	Vcard_DToL08833-RA	HMEL003827g1.t1
OG0006026	Vcard_DToL04943-RA	HMEL031844g1.t1
OG0006027	Vcard_DToL11142-RA	HMEL010245g1.t1
OG0006028	Vcard_DToL06592-RA	HMEL008757g1.t1
OG0006029	Vcard_DToL15239-RA	HMEL014643g1.t1
OG0006030	Vcard_DToL12895-RA, Vcard_DToL16949-RA	HMEL016324g1.t1
OG0006031	Vcard_DToL06590-RA	HMEL008759g1.t1
OG0006032	Vcard_DToL12884-RA	HMEL007215-RA
OG0006033	Vcard_DToL15237-RA	HMEL014645g1.t1
OG0006034	Vcard_DToL15236-RA	HMEL014646g1.t1
OG0006036	Vcard_DToL18594-RA	HMEL010738g1.t1
OG0006037	Vcard_DToL09923-RA	HMEL007430g1.t1
OG0006038	Vcard_DToL11875-RA	HMEL003946g1.t1
OG0006039	Vcard_DToL11137-RA, Vcard_DToL11139-RA	HMEL010248g1.t1
OG0006040	Vcard_DToL15232-RA	HMEL017600g1.t1
OG0006041	Vcard_DToL16454-RA	HMEL016849g1.t1
OG0006042	Vcard_DToL13983-RA	HMEL032200g1.t1
OG0006043	Vcard_DToL06088-RA	HMEL030213g1.t1
OG0006044	Vcard_DToL09545-RA	HMEL011906g1.t1
OG0006045	Vcard_DToL16943-RA	HMEL016321g1.t1
OG0006046	Vcard_DToL07933-RA	HMEL008337g1.t1
OG0006047	Vcard_DToL15231-RA	HMEL017601g1.t1
OG0006048	Vcard_DToL07932-RA	HMEL008338g1.t1
OG0006049	Vcard_DToL11135-RA	HMEL010250g1.t1
OG0006050	Vcard_DToL09542-RA	HMEL011908g1.t1
OG0006051	Vcard_DToL14878-RA	HMEL008592g1.t1
OG0006052	Vcard_DToL06584-RA	HMEL008763g1.t1
OG0006053	Vcard_DToL08831-RA	HMEL003828g1.t1
OG0006054	Vcard_DToL01088-RA	HMEL004519g1.t1
OG0006056	Vcard_DToL01090-RA	HMEL006533g1.t1
OG0006057	Vcard_DToL18107-RA	HMEL005221g1.t1
OG0006058	Vcard_DToL13425-RA	HMEL032498g1.t1
OG0006059	Vcard_DToL15223-RA	HMEL030396g1.t1
OG0006060	Vcard_DToL09540-RA	HMEL011910-RA
OG0006061	Vcard_DToL16449-RA	HMEL016844g1.t1
OG0006062	Vcard_DToL06081-RA	HMEL012393g1.t1
OG0006063	Vcard_DToL13423-RA	HMEL032499g1.t1
OG0006064	Vcard_DToL15221-RA	HMEL014453g1.t1
OG0006066	Vcard_DToL06078-RA	HMEL012394g1.t1
OG0006067	Vcard_DToL06077-RA	HMEL012395g1.t1
OG0006068	Vcard_DToL06076-RA	HMEL012396g1.t1
OG0006069	Vcard_DToL09538-RA	HMEL011911g1.t1
OG0006070	Vcard_DToL06581-RA	HMEL008765g1.t1
OG0006071	Vcard_DToL07243-RA	HMEL037056g1.t1
OG0006072	Vcard_DToL06075-RA	HMEL012397g1.t1
OG0006073	Vcard_DToL06074-RA	HMEL030215g1.t1
OG0006074	Vcard_DToL07244-RA	HMEL002650g1.t1
OG0006075	Vcard_DToL01096-RA	HMEL030765g1.t1
OG0006076	Vcard_DToL03510-RA	HMEL003192g1.t1
OG0006077	Vcard_DToL15214-RA	HMEL014451g1.t1
OG0006078	Vcard_DToL01105-RA	HMEL008544g1.t1
OG0006079	Vcard_DToL13418-RA	HMEL032500g1.t1
OG0006080	Vcard_DToL04954-RA	HMEL031855g1.t1
OG0006081	Vcard_DToL07707-RA	HMEL033193g1.t1
OG0006082	Vcard_DToL06577-RA	HMEL017883g1.t1
OG0006083	Vcard_DToL06575-RA	HMEL034878g1.t1
OG0006084	Vcard_DToL06573-RA	HMEL016603g1.t1
OG0006085	Vcard_DToL08829-RA	HMEL006223g1.t1
OG0006086	Vcard_DToL16938-RA	HMEL016318g1.t1
OG0006087	Vcard_DToL08827-RA	HMEL006221g1.t1
OG0006088	Vcard_DToL09532-RA	HMEL011916g1.t1
OG0006089	Vcard_DToL11933-RA	HMEL010434g1.t1
OG0006090	Vcard_DToL06568-RA	HMEL016434g1.t1
OG0006091	Vcard_DToL14868-RA	HMEL002763g1.t1
OG0006092	Vcard_DToL16936-RA	HMEL016317g1.t1
OG0006093	Vcard_DToL06071-RA	HMEL030217g1.t1
OG0006094	Vcard_DToL06563-RA	HMEL016437g1.t1
OG0006095	Vcard_DToL12890-RA	HMEL007225g1.t1
OG0006096	Vcard_DToL04204-RA	HMEL032834g1.t1
OG0006097	Vcard_DToL01999-RA	HMEL009768g1.t1
OG0006098	Vcard_DToL04205-RA	HMEL032835g1.t1
OG0006099	Vcard_DToL00342-RA	HMEL007976g1.t1
OG0006101	Vcard_DToL01107-RA	HMEL030769g1.t1
OG0006102	Vcard_DToL06562-RA	HMEL016438g1.t1
OG0006103	Vcard_DToL13410-RA	HMEL010473g1.t1
OG0006104	Vcard_DToL04206-RA	HMEL032836g1.t1
OG0006105	Vcard_DToL04207-RA	HMEL005511g1.t1
OG0006106	Vcard_DToL11926-RA	HMEL037725g1.t1
OG0006107	Vcard_DToL09912-RA	HMEL007426g1.t1
OG0006108	Vcard_DToL03206-RA	HMEL003843-RA, HMEL009157-RA
OG0006109	Vcard_DToL06067-RA	HMEL030219g1.t1
OG0006110	Vcard_DToL06063-RA	HMEL012404g1.t1
OG0006111	Vcard_DToL01111-RA	HMEL008541g1.t1
OG0006112	Vcard_DToL13977-RA	HMEL012214g1.t1
OG0006113	Vcard_DToL04215-RA	HMEL032826g1.t1
OG0006114	Vcard_DToL09529-RA	HMEL011919g1.t1
OG0006115	Vcard_DToL02007-RA	HMEL009774g1.t1
OG0006117	Vcard_DToL04212-RA	HMEL005574g1.t1
OG0006118	Vcard_DToL03515-RA	HMEL005162g1.t1
OG0006119	Vcard_DToL13401-RA	HMEL032506g1.t1
OG0006120	Vcard_DToL03516-RA	HMEL005163g1.t1
OG0006121	Vcard_DToL04224-RA	HMEL032814g1.t1
OG0006122	Vcard_DToL04216-RA	HMEL005573g1.t1
OG0006123	Vcard_DToL13400-RA	HMEL007687g1.t1
OG0006124	Vcard_DToL06554-RA	HMEL034821g1.t1
OG0006125	Vcard_DToL04960-RA	HMEL007991g1.t1
OG0006127	Vcard_DToL01115-RA	HMEL008537g1.t1
OG0006128	Vcard_DToL13399-RA	HMEL007686g1.t1
OG0006129	Vcard_DToL11134-RA	HMEL006404g1.t1
OG0006130	Vcard_DToL16927-RA	HMEL016313g1.t1
OG0006131	Vcard_DToL15209-RA	HMEL015709g1.t1
OG0006132	Vcard_DToL17551-RA	HMEL008488g1.t1
OG0006133	Vcard_DToL02010-RA	HMEL031184g1.t1
OG0006134	Vcard_DToL13397-RA	HMEL007685g1.t1
OG0006135	Vcard_DToL02011-RA	HMEL031183g1.t1
OG0006136	Vcard_DToL02012-RA	HMEL009782g1.t1
OG0006137	Vcard_DToL06548-RA	HMEL003264g1.t1
