Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0004518	Vcard_DToL02446-RA	XP_034840953.1
OG0004519	Vcard_DToL05335-RA	XP_034824843.1
OG0004520	Vcard_DToL04541-RA	XP_034830478.1
OG0004521	Vcard_DToL08190-RA	XP_034827608.1
OG0004522	Vcard_DToL04543-RA	XP_034830423.1
OG0004523	Vcard_DToL00582-RA	XP_034839809.1, XP_034839808.1, XP_034839807.1
OG0004524	Vcard_DToL08474-RA	XP_034840118.1
OG0004525	Vcard_DToL09205-RA	XP_034832347.1
OG0004526	Vcard_DToL05653-RA	XP_034841403.1
OG0004527	Vcard_DToL09208-RA	XP_034832378.1
OG0004528	Vcard_DToL10325-RA	XP_034828531.1
OG0004529	Vcard_DToL04546-RA	XP_034830319.1
OG0004530	Vcard_DToL10319-RA	XP_034828522.1
OG0004531	Vcard_DToL17146-RA	XP_034837781.1
OG0004532	Vcard_DToL15684-RA	XP_034826133.1
OG0004533	Vcard_DToL10904-RA	XP_034832729.1, XP_034832730.1
OG0004534	Vcard_DToL15685-RA	XP_034826076.1
OG0004535	Vcard_DToL10057-RA	XP_034833549.1
OG0004536	Vcard_DToL06937-RA	XP_034827207.1
OG0004539	Vcard_DToL00589-RA	XP_034839571.1
OG0004540	Vcard_DToL10311-RA	XP_034828600.1
OG0004541	Vcard_DToL06958-RA	XP_034827208.1
OG0004542	Vcard_DToL09184-RA, Vcard_DToL09185-RA	XP_034831816.1
OG0004543	Vcard_DToL15693-RA	XP_034825792.1
OG0004544	Vcard_DToL02479-RA, Vcard_DToL02478-RA	XP_034841381.1
OG0004545	Vcard_DToL02481-RA, Vcard_DToL02482-RA	XP_034841369.1
OG0004546	Vcard_DToL15701-RA	XP_034825802.1
OG0004547	Vcard_DToL17135-RA, Vcard_DToL17136-RA	XP_034837794.1
OG0004548	Vcard_DToL15697-RA	XP_034826604.1
OG0004549	Vcard_DToL02485-RA, Vcard_DToL02484-RA	XP_034841371.1
OG0004550	Vcard_DToL17132-RA	XP_034837797.1
OG0004551	Vcard_DToL08462-RA	XP_034840204.1
OG0004552	Vcard_DToL08461-RA	XP_034840134.1
OG0004553	Vcard_DToL08186-RA	XP_034827618.1
OG0004554	Vcard_DToL02791-RA, Vcard_DToL02793-RA	XP_034828934.1
OG0004555	Vcard_DToL11902-RA	XP_034831476.1
OG0004556	Vcard_DToL11901-RA	XP_034831597.1
OG0004557	Vcard_DToL05314-RA	XP_034824194.1
OG0004558	Vcard_DToL07566-RA	XP_034829560.1
OG0004559	Vcard_DToL05648-RA	XP_034824257.1, XP_034824180.1
OG0004560	Vcard_DToL13780-RA	XP_034835455.1
OG0004561	Vcard_DToL13777-RA, Vcard_DToL13778-RA	XP_034835454.1
OG0004562	Vcard_DToL04560-RA	XP_034830711.1
OG0004563	Vcard_DToL17208-RA	XP_034837758.1
OG0004564	Vcard_DToL02487-RA	XP_034824147.1, XP_034824146.1
OG0004565	Vcard_DToL00599-RA, Vcard_DToL00600-RA	XP_034839744.1
OG0004566	Vcard_DToL13774-RA, Vcard_DToL13773-RA	XP_034835489.1
OG0004568	Vcard_DToL06956-RA	XP_034827107.1
OG0004570	Vcard_DToL00700-RA, Vcard_DToL00699-RA	XP_034839816.1
OG0004571	Vcard_DToL06954-RA	XP_034827282.1, XP_034827108.1
OG0004572	Vcard_DToL04571-RA	XP_034830935.1
OG0004573	Vcard_DToL15709-RA	XP_034826149.1
OG0004574	Vcard_DToL02802-RA	XP_034829283.1, XP_034829285.1
OG0004575	Vcard_DToL17120-RA	XP_034837467.1, XP_034837466.1, XP_034837465.1
OG0004577	Vcard_DToL10874-RA	XP_034832755.1
OG0004578	Vcard_DToL02816-RA	XP_034829147.1
OG0004579	Vcard_DToL08170-RA	XP_034827632.1
OG0004580	Vcard_DToL11887-RA	XP_034831470.1
OG0004581	Vcard_DToL02507-RA	XP_034841394.1
OG0004582	Vcard_DToL00703-RA	XP_034839313.1
OG0004583	Vcard_DToL02508-RA	XP_034841385.1
OG0004584	Vcard_DToL08444-RA	XP_034840171.1
OG0004585	Vcard_DToL05641-RA	XP_034837012.1
OG0004586	Vcard_DToL06948-RA	XP_034826688.1
OG0004587	Vcard_DToL00706-RA	XP_034839468.1
OG0004588	Vcard_DToL06945-RA	XP_034827110.1
OG0004589	Vcard_DToL02518-RA	XP_034841373.1
OG0004590	Vcard_DToL10886-RA	XP_034832754.1
OG0004591	Vcard_DToL06961-RA	XP_034826712.1
OG0004592	Vcard_DToL05292-RA	XP_034824308.1
OG0004593	Vcard_DToL02526-RA	XP_034841393.1
OG0004595	Vcard_DToL12515-RA	XP_034834407.1, XP_034834408.1
OG0004596	Vcard_DToL06970-RA	XP_034827390.1
OG0004597	Vcard_DToL09151-RA	XP_034832187.1
OG0004598	Vcard_DToL04591-RA	XP_034830503.1
OG0004599	Vcard_DToL04592-RA, Vcard_DToL04593-RA	XP_034830521.1
OG0004600	Vcard_DToL02822-RA, Vcard_DToL02821-RA	XP_034829413.1
OG0004601	Vcard_DToL10891-RA	XP_034832869.1
OG0004602	Vcard_DToL02823-RA	XP_034829257.1
OG0004603	Vcard_DToL09146-RA	XP_034831806.1
OG0004604	Vcard_DToL02826-RA	XP_034829415.1
OG0004606	Vcard_DToL07585-RA	XP_034829788.1
OG0004607	Vcard_DToL05280-RA	XP_034824655.1
OG0004608	Vcard_DToL12524-RA	XP_034834496.1
OG0004609	Vcard_DToL05623-RA, Vcard_DToL05624-RA	XP_034837931.1
OG0004610	Vcard_DToL01707-RA	XP_034838504.1
OG0004611	Vcard_DToL04614-RA	XP_034830524.1
OG0004612	Vcard_DToL02530-RA	XP_034840924.1, XP_034840925.1
OG0004613	Vcard_DToL08151-RA	XP_034828170.1
OG0004614	Vcard_DToL06979-RA	XP_034827113.1
OG0004615	Vcard_DToL10148-RA	XP_034833286.1
OG0004616	Vcard_DToL05620-RA	XP_034840120.1
OG0004617	Vcard_DToL00733-RA	XP_034839438.1
OG0004618	Vcard_DToL17104-RA	XP_034837773.1
OG0004619	Vcard_DToL02535-RA	XP_034824174.1
OG0004620	Vcard_DToL08436-RA	XP_034840165.1
OG0004621	Vcard_DToL04623-RA	XP_034830516.1
OG0004622	Vcard_DToL07587-RA	XP_034829618.1
OG0004623	Vcard_DToL03862-RA, Vcard_DToL03861-RA	XP_034825618.1
OG0004624	Vcard_DToL06993-RA	XP_034826856.1
OG0004626	Vcard_DToL03868-RA	XP_034825586.1, XP_034825585.1
OG0004627	Vcard_DToL15738-RA, Vcard_DToL15739-RA	XP_034825977.1
OG0004628	Vcard_DToL03869-RA	XP_034825582.1
OG0004629	Vcard_DToL08350-RA	XP_034840006.1
OG0004630	Vcard_DToL03870-RA	XP_034825589.1
OG0004631	Vcard_DToL07590-RA	XP_034829661.1, XP_034829662.1
OG0004632	Vcard_DToL03871-RA	XP_034825584.1
OG0004633	Vcard_DToL10275-RA	XP_034828916.1
OG0004634	Vcard_DToL08290-RA	XP_034840434.1
OG0004635	Vcard_DToL02554-RA	XP_034840919.1
OG0004637	Vcard_DToL02833-RA, Vcard_DToL03849-RA	XP_034829060.1
OG0004638	Vcard_DToL01686-RA	XP_034830047.1
OG0004639	Vcard_DToL11870-RA	XP_034831150.1
OG0004640	Vcard_DToL15742-RA	XP_034826061.1
OG0004641	Vcard_DToL02835-RA	XP_034829062.1, XP_034829061.1
OG0004643	Vcard_DToL08295-RA	XP_034840430.1
OG0004644	Vcard_DToL01683-RA	XP_034830027.1
OG0004645	Vcard_DToL08127-RA	XP_034827589.1
OG0004646	Vcard_DToL10270-RA	XP_034828755.1
OG0004647	Vcard_DToL00782-RA	XP_034839292.1
OG0004648	Vcard_DToL01680-RA	XP_034839727.1, XP_034830944.1
OG0004649	Vcard_DToL04625-RA	XP_034830749.1
OG0004650	Vcard_DToL07607-RA, Vcard_DToL07606-RA	XP_034830213.1
OG0004651	Vcard_DToL09111-RA	XP_034832300.1
OG0004652	Vcard_DToL00758-RA	XP_034839439.1, XP_034839152.1
OG0004653	Vcard_DToL02569-RA, Vcard_DToL02568-RA	XP_034841183.1
OG0004654	Vcard_DToL05610-RA	XP_034828637.1
OG0004655	Vcard_DToL03888-RA, Vcard_DToL03889-RA	XP_034825173.1
OG0004656	Vcard_DToL03068-RA	XP_034829276.1
OG0004657	Vcard_DToL05263-RA	XP_034824698.1
OG0004658	Vcard_DToL04633-RA	XP_034830737.1
OG0004659	Vcard_DToL15745-RA	XP_034825901.1
OG0004661	Vcard_DToL04639-RA	XP_034830788.1
OG0004662	Vcard_DToL15747-RA	XP_034826612.1
OG0004663	Vcard_DToL02581-RA	XP_034841079.1
OG0004664	Vcard_DToL04643-RA	XP_034830424.1
OG0004665	Vcard_DToL11100-RA	XP_034832629.1
OG0004666	Vcard_DToL08108-RA, Vcard_DToL08109-RA	XP_034827726.1
OG0004667	Vcard_DToL08308-RA	XP_034839988.1
OG0004668	Vcard_DToL03895-RA	XP_034825190.1, XP_034825191.1
OG0004669	Vcard_DToL08105-RA	XP_034827731.1
OG0004670	Vcard_DToL10154-RA	XP_034833400.1
OG0004671	Vcard_DToL04649-RA	XP_034830358.1
OG0004672	Vcard_DToL02584-RA	XP_034841078.1
OG0004673	Vcard_DToL15756-RA	XP_034826159.1
OG0004675	Vcard_DToL15757-RA	XP_034826214.1
OG0004676	Vcard_DToL04659-RA	XP_034830332.1
OG0004677	Vcard_DToL04663-RA	XP_034830545.1
OG0004678	Vcard_DToL08094-RA, Vcard_DToL08091-RA	XP_034828226.1
OG0004679	Vcard_DToL01659-RA	XP_034838366.1
OG0004680	Vcard_DToL01657-RA	XP_034832821.1
OG0004681	Vcard_DToL08090-RA	XP_034828228.1
OG0004682	Vcard_DToL08327-RA	XP_034839949.1
OG0004683	Vcard_DToL07604-RA	XP_034830118.1, XP_034830119.1
OG0004685	Vcard_DToL07032-RA	XP_034826771.1
OG0004687	Vcard_DToL07031-RA	XP_034826770.1
OG0004689	Vcard_DToL04670-RA	XP_034830387.1
OG0004690	Vcard_DToL15770-RA	XP_034826432.1
OG0004691	Vcard_DToL01654-RA	XP_034831023.1
OG0004692	Vcard_DToL01651-RA	XP_034831107.1
OG0004693	Vcard_DToL05598-RA	XP_034840726.1
OG0004694	Vcard_DToL01650-RA	XP_034831182.1, XP_034831190.1
OG0004695	Vcard_DToL03903-RA	XP_034825615.1
OG0004696	Vcard_DToL01648-RA	XP_034831133.1
OG0004697	Vcard_DToL01647-RA	XP_034831171.1
OG0004699	Vcard_DToL07622-RA	XP_034830150.1
OG0004700	Vcard_DToL05247-RA	XP_034824362.1
OG0004701	Vcard_DToL04674-RA	XP_034830363.1
OG0004702	Vcard_DToL01632-RA	XP_034831076.1
OG0004704	Vcard_DToL01631-RA	XP_034831151.1
OG0004705	Vcard_DToL03905-RA	XP_034825614.1
OG0004706	Vcard_DToL05596-RA	XP_034824852.1
OG0004707	Vcard_DToL09079-RA, Vcard_DToL09080-RA	XP_034831848.1
OG0004708	Vcard_DToL09076-RA	XP_034831849.1
OG0004710	Vcard_DToL07631-RA	XP_034830092.1
OG0004711	Vcard_DToL03913-RA	XP_034824994.1
OG0004713	Vcard_DToL08071-RA, Vcard_DToL08070-RA	XP_034828183.1
OG0004714	Vcard_DToL02603-RA	XP_034823905.1
OG0004715	Vcard_DToL00775-RA	XP_034839458.1
OG0004716	Vcard_DToL15802-RA	XP_034826030.1
OG0004717	Vcard_DToL15803-RA	XP_034826038.1, XP_034826036.1
OG0004718	Vcard_DToL01302-RA	XP_034838207.1
OG0004719	Vcard_DToL08341-RA	XP_034840777.1
OG0004720	Vcard_DToL05210-RA	XP_034824253.1
OG0004721	Vcard_DToL00777-RA	XP_034839192.1
OG0004722	Vcard_DToL00778-RA	XP_034839196.1
OG0004723	Vcard_DToL03916-RA, Vcard_DToL03917-RA	XP_034825396.1
OG0004724	Vcard_DToL04691-RA	XP_034830703.1, XP_034830701.1, XP_034830702.1
OG0004725	Vcard_DToL01307-RA	XP_034834375.1
OG0004727	Vcard_DToL01313-RA	XP_034833741.1
OG0004728	Vcard_DToL05473-RA	XP_034829107.1
OG0004729	Vcard_DToL05474-RA	XP_034829096.1, XP_034829091.1
OG0004730	Vcard_DToL05477-RA	XP_034829065.1
OG0004731	Vcard_DToL05479-RA	XP_034831581.1
OG0004732	Vcard_DToL08274-RA, Vcard_DToL08273-RA	XP_034827469.1
OG0004733	Vcard_DToL02633-RA	XP_034841030.1, XP_034841028.1
OG0004734	Vcard_DToL01320-RA	XP_034837016.1
OG0004736	Vcard_DToL05484-RA	XP_034831783.1
OG0004737	Vcard_DToL08269-RA	XP_034828230.1, XP_034828229.1
OG0004739	Vcard_DToL07653-RA	XP_034829910.1, XP_034829911.1
OG0004740	Vcard_DToL08000-RA, Vcard_DToL08001-RA	XP_034827818.1
OG0004741	Vcard_DToL08383-RA	XP_034839861.1
OG0004742	Vcard_DToL05497-RA	XP_034832140.1
OG0004743	Vcard_DToL02644-RA, Vcard_DToL02645-RA	XP_034840909.1
OG0004744	Vcard_DToL02648-RA	XP_034840954.1
OG0004745	Vcard_DToL08395-RA	XP_034840148.1
OG0004746	Vcard_DToL05502-RA	XP_034840458.1
OG0004747	Vcard_DToL05503-RA	XP_034840303.1
OG0004748	Vcard_DToL08398-RA	XP_034840420.1
OG0004749	Vcard_DToL05504-RA	XP_034832782.1
OG0004751	Vcard_DToL05204-RA	XP_034824263.1
OG0004752	Vcard_DToL05516-RA	XP_034826910.1
OG0004753	Vcard_DToL02652-RA, Vcard_DToL02651-RA	XP_034841205.1
OG0004754	Vcard_DToL04730-RA	XP_034830766.1, XP_034830855.1
OG0004755	Vcard_DToL08020-RA	XP_034827928.1
OG0004757	Vcard_DToL08021-RA	XP_034827916.1
OG0004758	Vcard_DToL04727-RA	XP_034830548.1
OG0004759	Vcard_DToL08035-RA	XP_034827989.1
OG0004760	Vcard_DToL05537-RA	XP_034825479.1
OG0004762	Vcard_DToL05538-RA	XP_034824895.1
OG0004763	Vcard_DToL01349-RA	XP_034837041.1
OG0004764	Vcard_DToL08044-RA	XP_034827912.1
OG0004765	Vcard_DToL05546-RA	XP_034833183.1
OG0004766	Vcard_DToL05548-RA, Vcard_DToL05549-RA	XP_034828142.1
OG0004767	Vcard_DToL02671-RA	XP_034841211.1
OG0004768	Vcard_DToL01355-RA	XP_034835083.1
OG0004769	Vcard_DToL05561-RA	XP_034833407.1
OG0004770	Vcard_DToL05567-RA	XP_034834784.1
OG0004771	Vcard_DToL08427-RA	XP_034840416.1
OG0004772	Vcard_DToL15860-RA	XP_034826634.1
OG0004773	Vcard_DToL15862-RA	XP_034825905.1
OG0004775	Vcard_DToL00640-RA, Vcard_DToL00639-RA	XP_034839235.1
OG0004776	Vcard_DToL15883-RA	XP_034826217.1
OG0004777	Vcard_DToL02677-RA	XP_034841091.1
OG0004780	Vcard_DToL05589-RA	XP_034840979.1
OG0004781	Vcard_DToL15868-RA	XP_034826648.1
OG0004782	Vcard_DToL00655-RA	XP_034839239.1
OG0004783	Vcard_DToL00660-RA	XP_034839464.1
OG0004784	Vcard_DToL00661-RA	XP_034839178.1
OG0004785	Vcard_DToL00666-RA	XP_034839538.1
OG0004786	Vcard_DToL01394-RA	XP_034833606.1
OG0004787	Vcard_DToL01495-RA	XP_034833412.1
OG0004788	Vcard_DToL00684-RA	XP_034839184.1
OG0004789	Vcard_DToL00685-RA	XP_034839189.1, XP_034839188.1
OG0004790	Vcard_DToL00686-RA	XP_034839187.1, XP_034839186.1
OG0004791	Vcard_DToL00688-RA	XP_034839297.1
OG0004792	Vcard_DToL09593-RA	XP_034831989.1
OG0004793	Vcard_DToL16996-RA	XP_034836843.1
OG0004796	Vcard_DToL18663-RA	XP_034838839.1
OG0004797	Vcard_DToL13237-RA	XP_034835032.1
OG0004798	Vcard_DToL17624-RA	XP_034838661.1, XP_034838662.1
OG0004800	Vcard_DToL13388-RA	XP_034835323.1
OG0004803	Vcard_DToL17133-RA	XP_034837793.1
OG0004804	Vcard_DToL13207-RA, Vcard_DToL13206-RA	XP_034835615.1
OG0004805	Vcard_DToL02693-RA	XP_034840976.1
OG0004806	Vcard_DToL10112-RA	XP_034833575.1
OG0004807	Vcard_DToL01443-RA	XP_034831607.1, XP_034831616.1
OG0004808	Vcard_DToL11356-RA	XP_034832564.1
OG0004811	Vcard_DToL00623-RA	XP_034839308.1, XP_034833615.1
OG0004812	Vcard_DToL06754-RA	XP_034826741.1
OG0004813	Vcard_DToL11136-RA	XP_034832585.1
OG0004814	Vcard_DToL08429-RA	XP_034840194.1, XP_034840195.1
OG0004815	Vcard_DToL03930-RA	XP_034825098.1, XP_034825100.1, XP_034825099.1
OG0004816	Vcard_DToL09029-RA	XP_034840184.1
OG0004817	Vcard_DToL16788-RA, Vcard_DToL16790-RA	XP_034836767.1
OG0004818	Vcard_DToL04438-RA	XP_034830662.1, XP_034830661.1, XP_034830660.1
OG0004819	Vcard_DToL07341-RA	XP_034829806.1
OG0004820	Vcard_DToL14058-RA	XP_034836658.1
OG0004821	Vcard_DToL03792-RA, Vcard_DToL03791-RA	XP_034825072.1
OG0004822	Vcard_DToL03907-RA	XP_034825003.1, XP_034825004.1, XP_034825002.1
OG0004823	Vcard_DToL10370-RA	XP_034828652.1
OG0004824	Vcard_DToL09249-RA, Vcard_DToL09250-RA	XP_034831770.1
OG0004825	Vcard_DToL09247-RA	XP_034831773.1
OG0004826	Vcard_DToL11050-RA	XP_034832902.1
OG0004827	Vcard_DToL04875-RA	XP_034824898.1
OG0004828	Vcard_DToL02080-RA	XP_034840982.1, XP_034840983.1
OG0004829	Vcard_DToL01225-RA	XP_034835785.1
OG0004831	Vcard_DToL05678-RA	XP_034825456.1, XP_034825448.1
OG0004832	Vcard_DToL05654-RA, Vcard_DToL05652-RA	XP_034841349.1
OG0004839	Vcard_DToL05291-RA	XP_034824850.1, XP_034824851.1, XP_034824307.1
OG0004849	Vcard_DToL16085-RA	XP_034837351.1
OG0004850	Vcard_DToL12335-RA	XP_034831139.1
OG0004851	Vcard_DToL00008-RA	XP_034839286.1
OG0004852	Vcard_DToL14069-RA	XP_034836606.1
OG0004853	Vcard_DToL16084-RA	XP_034837359.1
OG0004854	Vcard_DToL15282-RA	XP_034836053.1
OG0004855	Vcard_DToL09063-RA	XP_034840338.1
OG0004856	Vcard_DToL14071-RA	XP_034836596.1
OG0004857	Vcard_DToL14949-RA	XP_034834273.1
OG0004859	Vcard_DToL03306-RA	XP_034829509.1
OG0004860	Vcard_DToL15283-RA	XP_034836221.1
OG0004861	Vcard_DToL16840-RA	XP_034837021.1
OG0004862	Vcard_DToL15286-RA	XP_034835790.1
OG0004863	Vcard_DToL00432-RA	XP_034839414.1
OG0004864	Vcard_DToL07043-RA	XP_034830000.1
OG0004865	Vcard_DToL16120-RA	XP_034837396.1
OG0004866	Vcard_DToL09979-RA	XP_034833196.1
OG0004867	Vcard_DToL17849-RA	XP_034834274.1
OG0004868	Vcard_DToL06341-RA	XP_034823960.1
OG0004869	Vcard_DToL15288-RA	XP_034836098.1
OG0004871	Vcard_DToL01908-RA	XP_034841003.1
OG0004872	Vcard_DToL09978-RA	XP_034833198.1
OG0004873	Vcard_DToL16837-RA	XP_034836842.1
OG0004874	Vcard_DToL04874-RA	XP_034824905.1
OG0004875	Vcard_DToL03298-RA	XP_034829505.1
OG0004876	Vcard_DToL13138-RA	XP_034834913.1
OG0004877	Vcard_DToL16768-RA	XP_034826134.1
OG0004878	Vcard_DToL00430-RA	XP_034839418.1
OG0004879	Vcard_DToL09974-RA	XP_034833193.1
OG0004880	Vcard_DToL17901-RA	XP_034838244.1
OG0004881	Vcard_DToL06838-RA	XP_034826791.1
OG0004882	Vcard_DToL13137-RA, Vcard_DToL13136-RA	XP_034834914.1
OG0004883	Vcard_DToL10602-RA	XP_034828699.1
OG0004884	Vcard_DToL09973-RA	XP_034833194.1
OG0004885	Vcard_DToL03297-RA	XP_034829191.1
OG0004886	Vcard_DToL06333-RA	XP_034828588.1
OG0004887	Vcard_DToL04871-RA	XP_034824916.1
OG0004888	Vcard_DToL13130-RA	XP_034834770.1
OG0004889	Vcard_DToL09970-RA	XP_034833189.1
OG0004890	Vcard_DToL07158-RA	XP_034829622.1
OG0004891	Vcard_DToL09683-RA	XP_034831872.1
OG0004892	Vcard_DToL06835-RA	XP_034826794.1
OG0004895	Vcard_DToL13127-RA	XP_034834493.1
OG0004896	Vcard_DToL00128-RA	XP_034839381.1
OG0004897	Vcard_DToL12483-RA	XP_034831205.1
OG0004898	Vcard_DToL09059-RA	XP_034840497.1
OG0004899	Vcard_DToL04866-RA	XP_034824918.1
OG0004900	Vcard_DToL10616-RA	XP_034828409.1
OG0004901	Vcard_DToL03999-RA	XP_034830255.1
OG0004902	Vcard_DToL03288-RA	XP_034829175.1
OG0004904	Vcard_DToL09689-RA	XP_034832259.1
OG0004906	Vcard_DToL18488-RA	XP_034827745.1
OG0004907	Vcard_DToL17346-RA	XP_034837579.1
OG0004908	Vcard_DToL00114-RA	XP_034839343.1
OG0004909	Vcard_DToL06826-RA	XP_034826819.1
OG0004910	Vcard_DToL15297-RA	XP_034836101.1
OG0004911	Vcard_DToL15298-RA	XP_034836106.1
OG0004912	Vcard_DToL10618-RA	XP_034828381.1
OG0004913	Vcard_DToL17348-RA	XP_034837712.1
OG0004914	Vcard_DToL17349-RA	XP_034837507.1
OG0004915	Vcard_DToL10619-RA	XP_034828402.1
OG0004916	Vcard_DToL04859-RA	XP_034824908.1
OG0004917	Vcard_DToL18353-RA	XP_034828135.1
OG0004918	Vcard_DToL04005-RA	XP_034830918.1
OG0004919	Vcard_DToL18351-RA	XP_034828138.1
OG0004920	Vcard_DToL04007-RA	XP_034830438.1
OG0004921	Vcard_DToL04858-RA	XP_034824896.1
OG0004922	Vcard_DToL04857-RA	XP_034824910.1
OG0004923	Vcard_DToL13120-RA	XP_034834866.1
OG0004925	Vcard_DToL15307-RA	XP_034835990.1
OG0004926	Vcard_DToL13606-RA	XP_034835165.1
OG0004928	Vcard_DToL09964-RA	XP_034833672.1
OG0004929	Vcard_DToL15308-RA	XP_034835995.1
OG0004930	Vcard_DToL13605-RA	XP_034835168.1
OG0004931	Vcard_DToL13604-RA	XP_034835267.1
OG0004932	Vcard_DToL18623-RA	XP_034839068.1
OG0004933	Vcard_DToL18345-RA	XP_034828133.1
OG0004934	Vcard_DToL15974-RA	XP_034837389.1
OG0004935	Vcard_DToL03280-RA	XP_034829484.1
OG0004936	Vcard_DToL13597-RA	XP_034835707.1
OG0004937	Vcard_DToL11316-RA	XP_034832725.1
OG0004939	Vcard_DToL07160-RA	XP_034829766.1
OG0004940	Vcard_DToL16748-RA	XP_034825894.1
OG0004941	Vcard_DToL16832-RA	XP_034836755.1
OG0004942	Vcard_DToL12478-RA	XP_034831206.1
OG0004943	Vcard_DToL15970-RA	XP_034837379.1
OG0004944	Vcard_DToL04009-RA	XP_034830425.1
OG0004945	Vcard_DToL15276-RA	XP_034836041.1
OG0004946	Vcard_DToL03311-RA	XP_034825049.1
OG0004947	Vcard_DToL09705-RA	XP_034832293.1
OG0004948	Vcard_DToL06352-RA	XP_034826965.1
OG0004949	Vcard_DToL04848-RA	XP_034824889.1
OG0004950	Vcard_DToL15969-RA	XP_034837404.1
OG0004951	Vcard_DToL17810-RA	XP_034838146.1
OG0004952	Vcard_DToL04013-RA	XP_034830612.1
OG0004953	Vcard_DToL07168-RA	XP_034829552.1
OG0004954	Vcard_DToL04850-RA	XP_034824890.1
OG0004955	Vcard_DToL09058-RA	XP_034840792.1
OG0004956	Vcard_DToL09708-RA	XP_034832287.1
OG0004958	Vcard_DToL04852-RA	XP_034824924.1
OG0004959	Vcard_DToL09054-RA	XP_034840791.1
OG0004960	Vcard_DToL09053-RA	XP_034840794.1
OG0004961	Vcard_DToL00123-RA	XP_034839349.1
OG0004962	Vcard_DToL04853-RA	XP_034824892.1
OG0004963	Vcard_DToL00817-RA	XP_034832166.1
OG0004964	Vcard_DToL12472-RA	XP_034831526.1
OG0004966	Vcard_DToL15890-RA	XP_034837348.1
OG0004968	Vcard_DToL03075-RA	XP_034829046.1
OG0004969	Vcard_DToL00161-RA	XP_034839430.1
OG0004970	Vcard_DToL10625-RA	XP_034828403.1
OG0004971	Vcard_DToL18332-RA	XP_034828130.1
OG0004972	Vcard_DToL06356-RA	XP_034826795.1
OG0004973	Vcard_DToL15312-RA	XP_034835806.1
OG0004974	Vcard_DToL18331-RA	XP_034828129.1
OG0004975	Vcard_DToL03078-RA	XP_034829041.1
OG0004977	Vcard_DToL03079-RA	XP_034829475.1
OG0004978	Vcard_DToL00166-RA, Vcard_DToL00165-RA	XP_034839405.1
OG0004979	Vcard_DToL03081-RA	XP_034829042.1
OG0004980	Vcard_DToL06360-RA	XP_034826784.1
OG0004981	Vcard_DToL10632-RA	XP_034828388.1
OG0004982	Vcard_DToL13115-RA	XP_034835023.1
OG0004983	Vcard_DToL16827-RA	XP_034837037.1
OG0004984	Vcard_DToL01863-RA	XP_034841241.1
OG0004985	Vcard_DToL13114-RA	XP_034835025.1
OG0004986	Vcard_DToL07176-RA	XP_034829773.1
OG0004987	Vcard_DToL13113-RA	XP_034835021.1
OG0004988	Vcard_DToL10635-RA	XP_034828384.1
OG0004989	Vcard_DToL13111-RA	XP_034835024.1
OG0004990	Vcard_DToL06363-RA	XP_034826817.1
OG0004991	Vcard_DToL15261-RA	XP_034836071.1
OG0004992	Vcard_DToL13109-RA	XP_034835019.1
OG0004993	Vcard_DToL12468-RA	XP_034831038.1
OG0004994	Vcard_DToL09721-RA	XP_034832413.1
OG0004995	Vcard_DToL12467-RA	XP_034831067.1
OG0004996	Vcard_DToL06318-RA	XP_034824223.1
OG0004997	Vcard_DToL06314-RA	XP_034824235.1
OG0004998	Vcard_DToL03083-RA	XP_034829092.1
OG0005002	Vcard_DToL12462-RA	XP_034831434.1
OG0005003	Vcard_DToL12461-RA	XP_034831435.1
OG0005004	Vcard_DToL16730-RA	XP_034826144.1
OG0005005	Vcard_DToL12460-RA	XP_034831433.1
OG0005006	Vcard_DToL12453-RA	XP_034831437.1
OG0005007	Vcard_DToL06313-RA	XP_034824099.1
OG0005008	Vcard_DToL06365-RA	XP_034826792.1
OG0005010	Vcard_DToL12456-RA	XP_034831428.1
OG0005011	Vcard_DToL12459-RA	XP_034831436.1
OG0005012	Vcard_DToL03332-RA	XP_034825527.1
OG0005013	Vcard_DToL17789-RA	XP_034838183.1
OG0005014	Vcard_DToL17362-RA	XP_034837717.1
OG0005015	Vcard_DToL03336-RA	XP_034825305.1
OG0005016	Vcard_DToL16725-RA	XP_034825855.1
OG0005017	Vcard_DToL17364-RA	XP_034837573.1
OG0005018	Vcard_DToL15895-RA	XP_034837141.1
OG0005019	Vcard_DToL04033-RA	XP_034830457.1
OG0005020	Vcard_DToL13106-RA	XP_034834922.1
OG0005021	Vcard_DToL13105-RA	XP_034834446.1
OG0005022	Vcard_DToL04034-RA	XP_034830460.1
OG0005023	Vcard_DToL13103-RA	XP_034834447.1
OG0005024	Vcard_DToL04035-RA	XP_034830453.1
OG0005026	Vcard_DToL04036-RA	XP_034830850.1
OG0005027	Vcard_DToL06370-RA	XP_034826693.1
OG0005028	Vcard_DToL03343-RA	XP_034825322.1
OG0005029	Vcard_DToL03345-RA	XP_034825301.1
OG0005031	Vcard_DToL15902-RA	XP_034837422.1
OG0005032	Vcard_DToL13098-RA	XP_034834625.1
OG0005033	Vcard_DToL13097-RA	XP_034834628.1
OG0005034	Vcard_DToL01866-RA	XP_034841251.1
OG0005035	Vcard_DToL13094-RA	XP_034834620.1
OG0005036	Vcard_DToL00831-RA	XP_034834035.1, XP_034832066.1
OG0005037	Vcard_DToL15328-RA	XP_034835973.1
