Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0003883	HMEL016161g1.t1	Vcard_DToL08792-RA
OG0003884	HMEL010107g1.t1	Vcard_DToL04997-RA
OG0003885	HMEL010105g1.t1	Vcard_DToL05001-RA
OG0003886	HMEL031352g1.t1	Vcard_DToL16376-RA
OG0003888	HMEL005928g1.t1	Vcard_DToL01165-RA
OG0003889	HMEL017585g1.t1	Vcard_DToL09357-RA
OG0003890	HMEL004486g1.t1	Vcard_DToL06443-RA
OG0003891	HMEL007901g1.t1	Vcard_DToL12258-RA
OG0003892	HMEL008354g1.t1	Vcard_DToL12939-RA
OG0003893	HMEL037416g1.t1	Vcard_DToL17486-RA
OG0003894	HMEL032539g1.t1	Vcard_DToL13316-RA
OG0003895	HMEL010671g1.t1	Vcard_DToL16024-RA
OG0003896	HMEL007856-RA	Vcard_DToL13959-RA
OG0003897	HMEL022008g1.t1	Vcard_DToL18276-RA
OG0003898	HMEL022567g1.t1	Vcard_DToL18612-RA
OG0003899	HMEL031355g1.t1	Vcard_DToL16390-RA
OG0003900	HMEL003058-RA	Vcard_DToL13957-RA
OG0003901	HMEL017588g1.t1	Vcard_DToL09362-RA
OG0003902	HMEL009336g1.t1	Vcard_DToL17491-RA
OG0003903	HMEL008463g1.t1	Vcard_DToL00281-RA
OG0003904	HMEL006496g1.t1	Vcard_DToL02932-RA
OG0003905	HMEL017590g1.t1	Vcard_DToL09368-RA
OG0003906	HMEL007904g1.t1	Vcard_DToL12263-RA, Vcard_DToL12264-RA
OG0003907	HMEL033855g1.t1	Vcard_DToL03598-RA
OG0003908	HMEL018050g1.t1	Vcard_DToL03604-RA
OG0003909	HMEL002199g1.t1	Vcard_DToL15170-RA
OG0003910	HMEL012454g1.t1	Vcard_DToL06003-RA
OG0003911	HMEL002163g1.t1	Vcard_DToL00277-RA
OG0003912	HMEL012456g1.t1	Vcard_DToL06000-RA
OG0003913	HMEL011508g1.t1	Vcard_DToL18615-RA
OG0003914	HMEL008933g1.t1	Vcard_DToL12814-RA
OG0003915	HMEL009961g1.t1	Vcard_DToL14818-RA
OG0003916	HMEL035318g1.t1	Vcard_DToL18265-RA, Vcard_DToL18266-RA
OG0003917	HMEL016600g1.t1	Vcard_DToL16990-RA
OG0003918	HMEL036098g1.t1	Vcard_DToL10512-RA
OG0003919	HMEL007967g1.t1	Vcard_DToL11021-RA, Vcard_DToL16383-RA
OG0003920	HMEL002202g1.t1	Vcard_DToL15168-RA
OG0003922	HMEL011807g1.t1	Vcard_DToL05009-RA, Vcard_DToL05011-RA
OG0003923	HMEL002165g1.t1, HMEL035648g1.t1	Vcard_DToL00273-RA
OG0003924	HMEL002166g1.t1	Vcard_DToL00274-RA
OG0003925	HMEL002204g1.t1	Vcard_DToL15166-RA
OG0003926	HMEL005477g1.t1	Vcard_DToL12273-RA
OG0003927	HMEL013080g1.t1	Vcard_DToL02071-RA
OG0003928	HMEL032575g1.t1	Vcard_DToL13294-RA
OG0003929	HMEL002167g1.t1	Vcard_DToL00272-RA
OG0003930	HMEL012463g1.t1	Vcard_DToL05987-RA
OG0003931	HMEL002205g1.t1	Vcard_DToL15163-RA
OG0003932	HMEL031893g1.t1	Vcard_DToL05017-RA
OG0003933	HMEL030240g1.t1	Vcard_DToL05985-RA
OG0003934	HMEL014879g1.t1	Vcard_DToL18326-RA
OG0003935	HMEL006709g1.t1	Vcard_DToL01522-RA
OG0003936	HMEL006710g1.t1	Vcard_DToL01523-RA
OG0003937	HMEL013081-RA	Vcard_DToL02073-RA
OG0003938	HMEL005752g1.t1	Vcard_DToL14802-RA
OG0003939	HMEL032178g1.t1	Vcard_DToL13941-RA
OG0003940	HMEL036486g1.t1	Vcard_DToL09867-RA
OG0003941	HMEL033643g1.t1	Vcard_DToL11299-RA
OG0003942	HMEL007959g1.t1	Vcard_DToL16366-RA
OG0003943	HMEL013039g1.t1, HMEL017963g1.t1	Vcard_DToL14801-RA
OG0003944	HMEL021532g1.t1, HMEL036129g1.t1	Vcard_DToL10511-RA
OG0003945	HMEL007156g1.t1	Vcard_DToL09865-RA
OG0003947	HMEL005355g1.t1	Vcard_DToL07292-RA, Vcard_DToL07291-RA
OG0003948	HMEL009223g1.t1	Vcard_DToL16994-RA
OG0003949	HMEL006719g1.t1	Vcard_DToL01533-RA, Vcard_DToL01532-RA
OG0003950	HMEL009348g1.t1	Vcard_DToL17507-RA
OG0003951	HMEL016735g1.t1	Vcard_DToL04273-RA
OG0003952	HMEL031156g1.t1	Vcard_DToL02082-RA
OG0003953	HMEL007536g1.t1	Vcard_DToL16363-RA
OG0003954	HMEL011325g1.t1	Vcard_DToL05019-RA
OG0003955	HMEL030247g1.t1	Vcard_DToL05982-RA
OG0003956	HMEL009352g1.t1	Vcard_DToL17511-RA
OG0003957	HMEL004581g1.t1	Vcard_DToL18257-RA, Vcard_DToL18258-RA
OG0003958	HMEL012479g1.t1	Vcard_DToL05973-RA
OG0003959	HMEL009354g1.t1	Vcard_DToL17513-RA
OG0003960	HMEL032380g1.t1	Vcard_DToL05022-RA
OG0003962	HMEL007546g1.t1, HMEL032125g1.t1	Vcard_DToL14165-RA
OG0003963	HMEL037550g1.t1, HMEL022457g1.t1	Vcard_DToL12289-RA
OG0003964	HMEL016737g1.t1	Vcard_DToL04277-RA
OG0003965	HMEL009923g1.t1	Vcard_DToL09856-RA
OG0003967	HMEL002519g1.t1	Vcard_DToL05025-RA
OG0003968	HMEL010418g1.t1	Vcard_DToL03628-RA, Vcard_DToL03627-RA
OG0003969	HMEL037922g1.t1	Vcard_DToL14797-RA
OG0003970	HMEL009358g1.t1	Vcard_DToL17454-RA
OG0003971	HMEL012487g1.t1	Vcard_DToL05964-RA
OG0003972	HMEL005357g1.t1	Vcard_DToL07294-RA
OG0003973	HMEL014155-RA	Vcard_DToL07718-RA
OG0003974	HMEL032550g1.t1	Vcard_DToL13270-RA
OG0003975	HMEL017907g1.t1	Vcard_DToL12295-RA
OG0003976	HMEL012939g1.t1	Vcard_DToL09388-RA
OG0003977	HMEL012491g1.t1	Vcard_DToL05959-RA
OG0003978	HMEL032128g1.t1	Vcard_DToL14161-RA
OG0003981	HMEL012941g1.t1	Vcard_DToL09390-RA
OG0003982	HMEL032129g1.t1	Vcard_DToL14158-RA
OG0003983	HMEL034107g1.t1	Vcard_DToL18233-RA
OG0003984	HMEL012942g1.t1	Vcard_DToL09393-RA
OG0003985	HMEL005361g1.t1	Vcard_DToL07300-RA
OG0003986	HMEL009759g1.t1	Vcard_DToL03260-RA
OG0003987	HMEL020543g1.t1	Vcard_DToL06855-RA, Vcard_DToL06854-RA
OG0003988	HMEL036086g1.t1	Vcard_DToL10484-RA
OG0003989	HMEL008441g1.t1	Vcard_DToL17452-RA
OG0003991	HMEL031904g1.t1	Vcard_DToL05044-RA
OG0003992	HMEL010222g1.t1	Vcard_DToL10956-RA
OG0003993	HMEL034492g1.t1	Vcard_DToL16999-RA
OG0003994	HMEL008442g1.t1	Vcard_DToL17451-RA
OG0003995	HMEL004430g1.t1	Vcard_DToL18231-RA
OG0003996	HMEL002495g1.t1	Vcard_DToL12745-RA
OG0003997	HMEL004427g1.t1	Vcard_DToL18226-RA
OG0003998	HMEL012951g1.t1	Vcard_DToL09407-RA
OG0003999	HMEL034114g1.t1	Vcard_DToL18224-RA
OG0004000	HMEL012954-RA, HMEL012955-RA	Vcard_DToL09410-RA
OG0004001	HMEL007792g1.t1	Vcard_DToL18223-RA
OG0004002	HMEL009749g1.t1	Vcard_DToL02846-RA
OG0004003	HMEL037545g1.t1	Vcard_DToL12310-RA
OG0004004	HMEL034800g1.t1	Vcard_DToL06875-RA
OG0004005	HMEL012816g1.t1	Vcard_DToL05053-RA
OG0004006	HMEL035632g1.t1	Vcard_DToL00251-RA
OG0004007	HMEL037544g1.t1	Vcard_DToL12315-RA, Vcard_DToL12314-RA
OG0004008	HMEL003575g1.t1	Vcard_DToL10959-RA, Vcard_DToL10958-RA
OG0004009	HMEL008266g1.t1	Vcard_DToL04286-RA
OG0004010	HMEL033844g1.t1	Vcard_DToL03635-RA
OG0004011	HMEL009230g1.t1	Vcard_DToL17000-RA
OG0004012	HMEL003037g1.t1	Vcard_DToL01541-RA
OG0004013	HMEL010994g1.t1	Vcard_DToL16341-RA
OG0004014	HMEL036506g1.t1	Vcard_DToL09843-RA, Vcard_DToL09841-RA
OG0004015	HMEL010032g1.t1	Vcard_DToL14145-RA
OG0004016	HMEL014711g1.t1	Vcard_DToL00241-RA
OG0004017	HMEL035112g1.t1	Vcard_DToL08727-RA
OG0004018	HMEL034798g1.t1	Vcard_DToL06878-RA
OG0004019	HMEL009379g1.t1	Vcard_DToL05929-RA
OG0004020	HMEL033837g1.t1	Vcard_DToL03637-RA
OG0004021	HMEL008336g1.t1	Vcard_DToL07935-RA
OG0004022	HMEL031908g1.t1	Vcard_DToL05065-RA
OG0004023	HMEL031139g1.t1	Vcard_DToL02114-RA
OG0004024	HMEL009106-RA	Vcard_DToL14769-RA
OG0004025	HMEL008324g1.t1	Vcard_DToL07867-RA
OG0004026	HMEL032141g1.t1	Vcard_DToL14144-RA
OG0004027	HMEL014206g1.t1	Vcard_DToL05070-RA
OG0004028	HMEL005691g1.t1	Vcard_DToL14763-RA
OG0004029	HMEL015526g1.t1	Vcard_DToL08247-RA
OG0004030	HMEL012207g1.t1, HMEL034796g1.t1	Vcard_DToL06882-RA
OG0004031	HMEL015859g1.t1	Vcard_DToL17437-RA
OG0004032	HMEL003912g1.t1	Vcard_DToL09051-RA
OG0004033	HMEL031910g1.t1	Vcard_DToL05074-RA, Vcard_DToL05073-RA
OG0004034	HMEL022078g1.t1	Vcard_DToL06884-RA
OG0004035	HMEL012246g1.t1	Vcard_DToL12765-RA
OG0004036	HMEL015686g1.t1	Vcard_DToL02122-RA
OG0004037	HMEL012245g1.t1	Vcard_DToL12767-RA
OG0004038	HMEL015863g1.t1	Vcard_DToL17435-RA
OG0004039	HMEL005037g1.t1	Vcard_DToL08719-RA
OG0004041	HMEL014232g1.t1	Vcard_DToL18205-RA
OG0004043	HMEL015869g1.t1	Vcard_DToL17412-RA
OG0004044	HMEL014227g1.t1	Vcard_DToL18246-RA, Vcard_DToL18245-RA
OG0004045	HMEL032615g1.t1	Vcard_DToL13183-RA
OG0004046	HMEL002568g1.t1	Vcard_DToL02871-RA
OG0004047	HMEL006934g1.t1, HMEL006933g1.t1	Vcard_DToL01551-RA
OG0004048	HMEL005696g1.t1, HMEL020513g1.t1	Vcard_DToL14748-RA
OG0004050	HMEL013933g1.t1	Vcard_DToL17024-RA
OG0004052	HMEL015871g1.t1	Vcard_DToL17409-RA
OG0004055	HMEL014961g1.t1	Vcard_DToL14740-RA
OG0004056	HMEL015874g1.t1	Vcard_DToL17407-RA
OG0004057	HMEL035753g1.t1	Vcard_DToL12789-RA
OG0004058	HMEL013869g1.t1	Vcard_DToL00218-RA
OG0004059	HMEL037034g1.t1	Vcard_DToL07322-RA
OG0004060	HMEL005246g1.t1	Vcard_DToL03653-RA
OG0004061	HMEL036114g1.t1, HMEL036113g1.t1	Vcard_DToL10463-RA
OG0004063	HMEL004849g1.t1	Vcard_DToL10983-RA
OG0004064	HMEL004848g1.t1	Vcard_DToL10985-RA
OG0004065	HMEL015692-RA	Vcard_DToL02116-RA
OG0004066	HMEL007864g1.t1	Vcard_DToL10461-RA
OG0004067	HMEL038094g1.t1	Vcard_DToL14458-RA, Vcard_DToL14459-RA
OG0004068	HMEL007015g1.t1	Vcard_DToL04310-RA
OG0004069	HMEL005244g1.t1	Vcard_DToL03654-RA
OG0004070	HMEL007072g1.t1	Vcard_DToL05088-RA
OG0004071	HMEL013875g1.t1	Vcard_DToL00212-RA
OG0004072	HMEL016341g1.t1	Vcard_DToL13168-RA
OG0004073	HMEL007012g1.t1	Vcard_DToL04313-RA
OG0004074	HMEL032625g1.t1	Vcard_DToL13164-RA
OG0004075	HMEL038093g1.t1	Vcard_DToL14464-RA
OG0004077	HMEL012073g1.t1	Vcard_DToL00207-RA
OG0004078	HMEL031324g1.t1	Vcard_DToL16295-RA
OG0004079	HMEL012106g1.t1	Vcard_DToL08680-RA
OG0004080	HMEL034791g1.t1	Vcard_DToL06684-RA
OG0004081	HMEL016865g1.t1	Vcard_DToL16263-RA
OG0004082	HMEL005033g1.t1	Vcard_DToL05099-RA
OG0004083	HMEL005235g1.t1	Vcard_DToL03661-RA
OG0004084	HMEL016336g1.t1	Vcard_DToL13161-RA
OG0004085	HMEL005232g1.t1	Vcard_DToL03665-RA
OG0004086	HMEL003792g1.t1	Vcard_DToL17121-RA
OG0004087	HMEL013751g1.t1	Vcard_DToL17434-RA
OG0004088	HMEL006510g1.t1	Vcard_DToL02923-RA
OG0004092	HMEL017313g1.t1	Vcard_DToL10995-RA
OG0004093	HMEL003562g1.t1	Vcard_DToL07854-RA
OG0004094	HMEL016108-RA	Vcard_DToL13153-RA
OG0004095	HMEL014850g1.t1	Vcard_DToL03674-RA
OG0004097	HMEL037697g1.t1	Vcard_DToL11974-RA
OG0004099	HMEL006265g1.t1	Vcard_DToL02157-RA, Vcard_DToL02156-RA
OG0004100	HMEL034529g1.t1	Vcard_DToL17081-RA, Vcard_DToL17082-RA
OG0004101	HMEL015660g1.t1	Vcard_DToL17319-RA
OG0004103	HMEL014940g1.t1	Vcard_DToL02992-RA
OG0004104	HMEL002318g1.t1	Vcard_DToL04326-RA
OG0004105	HMEL032783g1.t1	Vcard_DToL04327-RA
OG0004106	HMEL031129g1.t1, HMEL006259g1.t1	Vcard_DToL02166-RA
OG0004107	HMEL013352g1.t1	Vcard_DToL01596-RA
OG0004108	HMEL014859g1.t1	Vcard_DToL03687-RA
OG0004109	HMEL013351-RA	Vcard_DToL01597-RA
OG0004110	HMEL014861g1.t1	Vcard_DToL03691-RA
OG0004111	HMEL004155g1.t1	Vcard_DToL16288-RA
OG0004112	HMEL031128g1.t1	Vcard_DToL02169-RA
OG0004113	HMEL004625-RA	Vcard_DToL13147-RA
OG0004114	HMEL006252g1.t1	Vcard_DToL02175-RA
OG0004115	HMEL032152g1.t1	Vcard_DToL14135-RA
OG0004116	HMEL013350g1.t1	Vcard_DToL01599-RA
OG0004117	HMEL013793g1.t1	Vcard_DToL14133-RA
OG0004118	HMEL014542g1.t1	Vcard_DToL17333-RA
OG0004119	HMEL016929g1.t1	Vcard_DToL05139-RA
OG0004120	HMEL009243g1.t1	Vcard_DToL13140-RA
OG0004121	HMEL005391g1.t1	Vcard_DToL04344-RA
OG0004122	HMEL008935g1.t1	Vcard_DToL12812-RA
OG0004123	HMEL014541g1.t1	Vcard_DToL17334-RA
OG0004124	HMEL016924g1.t1	Vcard_DToL05144-RA
OG0004125	HMEL034525g1.t1	Vcard_DToL17073-RA
OG0004126	HMEL002967g1.t1	Vcard_DToL17072-RA
OG0004127	HMEL005384g1.t1	Vcard_DToL04353-RA
OG0004128	HMEL038075g1.t1	Vcard_DToL14474-RA
OG0004129	HMEL006247g1.t1	Vcard_DToL02181-RA
OG0004130	HMEL005873g1.t1	Vcard_DToL15496-RA
OG0004131	HMEL012862g1.t1	Vcard_DToL06703-RA
OG0004132	HMEL036736g1.t1	Vcard_DToL12727-RA
OG0004133	HMEL038006g1.t1, HMEL010036g1.t1	Vcard_DToL14484-RA
OG0004134	HMEL031942g1.t1, HMEL016920g1.t1	Vcard_DToL05151-RA
OG0004136	HMEL038007g1.t1, HMEL010037g1.t1	Vcard_DToL14485-RA
OG0004137	HMEL038078g1.t1, HMEL038087g1.t1	Vcard_DToL14486-RA
OG0004138	HMEL010039g1.t1, HMEL038079g1.t1	Vcard_DToL14489-RA
OG0004141	HMEL031603g1.t1	Vcard_DToL09451-RA
OG0004142	HMEL006737g1.t1	Vcard_DToL09816-RA
OG0004143	HMEL005871g1.t1	Vcard_DToL15501-RA
OG0004145	HMEL011595g1.t1, HMEL036873g1.t1	Vcard_DToL12724-RA
OG0004146	HMEL006240g1.t1	Vcard_DToL02186-RA
OG0004147	HMEL033516g1.t1	Vcard_DToL11016-RA
OG0004148	HMEL031947g1.t1	Vcard_DToL05157-RA
OG0004149	HMEL034787g1.t1	Vcard_DToL06707-RA
OG0004150	HMEL012696g1.t1	Vcard_DToL09454-RA
OG0004151	HMEL038008g1.t1, HMEL038082g1.t1	Vcard_DToL14493-RA
OG0004152	HMEL010970g1.t1	Vcard_DToL02947-RA
OG0004153	HMEL010972g1.t1	Vcard_DToL02950-RA
OG0004154	HMEL013507g1.t1	Vcard_DToL00391-RA
OG0004155	HMEL013504g1.t1	Vcard_DToL00393-RA
OG0004156	HMEL010496g1.t1	Vcard_DToL07904-RA
OG0004157	HMEL010495g1.t1	Vcard_DToL07906-RA, Vcard_DToL07905-RA
OG0004158	HMEL005746g1.t1	Vcard_DToL08624-RA
OG0004159	HMEL018072g1.t1	Vcard_DToL15507-RA
OG0004160	HMEL013329g1.t1	Vcard_DToL01286-RA
OG0004161	HMEL031950g1.t1	Vcard_DToL05162-RA
OG0004162	HMEL013503g1.t1	Vcard_DToL00394-RA
OG0004163	HMEL031601g1.t1	Vcard_DToL09456-RA
OG0004164	HMEL012042g1.t1, HMEL012700g1.t1	Vcard_DToL09458-RA
OG0004166	HMEL031598g1.t1	Vcard_DToL09461-RA
OG0004168	HMEL032159g1.t1	Vcard_DToL14125-RA
OG0004169	HMEL016793g1.t1	Vcard_DToL07372-RA
OG0004170	HMEL013494g1.t1, HMEL013493g1.t1	Vcard_DToL00408-RA
OG0004171	HMEL033813g1.t1	Vcard_DToL03697-RA
OG0004172	HMEL008830g1.t1	Vcard_DToL11019-RA
OG0004173	HMEL035457g1.t1	Vcard_DToL00407-RA
OG0004174	HMEL006876g1.t1	Vcard_DToL07911-RA
OG0004175	HMEL004225g1.t1	Vcard_DToL17053-RA
OG0004177	HMEL010407g1.t1	Vcard_DToL04373-RA
OG0004179	HMEL006897g1.t1	Vcard_DToL15522-RA
OG0004180	HMEL021624g1.t1	Vcard_DToL08607-RA
OG0004181	HMEL004962g1.t1	Vcard_DToL04378-RA
OG0004182	HMEL003283g1.t1	Vcard_DToL15524-RA
OG0004183	HMEL013324g1.t1	Vcard_DToL01274-RA
OG0004184	HMEL031997g1.t1	Vcard_DToL05353-RA, Vcard_DToL05354-RA
OG0004185	HMEL003745g1.t1	Vcard_DToL17048-RA
OG0004186	HMEL013320g1.t1	Vcard_DToL01269-RA
OG0004187	HMEL007274g1.t1	Vcard_DToL00419-RA
OG0004188	HMEL036543g1.t1	Vcard_DToL09790-RA
OG0004189	HMEL012885g1.t1	Vcard_DToL14206-RA, Vcard_DToL14207-RA
OG0004190	HMEL022431g1.t1	Vcard_DToL12696-RA
OG0004191	HMEL007275g1.t1	Vcard_DToL00420-RA
OG0004193	HMEL038066g1.t1	Vcard_DToL14510-RA
OG0004194	HMEL030086g1.t1	Vcard_DToL17308-RA
OG0004195	HMEL013316g1.t1	Vcard_DToL01263-RA
OG0004196	HMEL012886g1.t1	Vcard_DToL14209-RA
OG0004197	HMEL003349g1.t1	Vcard_DToL02230-RA
OG0004200	HMEL038055g1.t1, HMEL038054g1.t1, HMEL021046g1.t1	Vcard_DToL14516-RA
OG0004202	HMEL008275g1.t1	Vcard_DToL06722-RA
OG0004203	HMEL005100g1.t1	Vcard_DToL14521-RA
OG0004204	HMEL007284g1.t1	Vcard_DToL00429-RA
OG0004206	HMEL038048g1.t1	Vcard_DToL14529-RA
OG0004208	HMEL007286g1.t1	Vcard_DToL00433-RA
OG0004209	HMEL005490g1.t1	Vcard_DToL14219-RA
OG0004210	HMEL005094g1.t1	Vcard_DToL14531-RA
OG0004211	HMEL015168g1.t1	Vcard_DToL02360-RA, Vcard_DToL02359-RA
OG0004212	HMEL013311g1.t1	Vcard_DToL01253-RA
OG0004213	HMEL002931g1.t1	Vcard_DToL07382-RA
OG0004214	HMEL007999g1.t1	Vcard_DToL09779-RA, Vcard_DToL09778-RA
OG0004215	HMEL005492g1.t1	Vcard_DToL14225-RA
OG0004216	HMEL006744g1.t1	Vcard_DToL02970-RA
OG0004217	HMEL002291g1.t1	Vcard_DToL05853-RA
OG0004218	HMEL016905g1.t1	Vcard_DToL16214-RA
OG0004219	HMEL034747g1.t1	Vcard_DToL06728-RA
OG0004220	HMEL032593g1.t1	Vcard_DToL13217-RA
OG0004221	HMEL038045g1.t1	Vcard_DToL14538-RA
OG0004222	HMEL009845g1.t1	Vcard_DToL09770-RA
OG0004223	HMEL021271g1.t1, HMEL005601g1.t1	Vcard_DToL14542-RA
OG0004224	HMEL034270g1.t1	Vcard_DToL02972-RA
OG0004225	HMEL004038g1.t1	Vcard_DToL06729-RA
OG0004227	HMEL034750g1.t1	Vcard_DToL06730-RA, Vcard_DToL06731-RA
OG0004228	HMEL015162g1.t1	Vcard_DToL02351-RA
OG0004229	HMEL038099g1.t1	Vcard_DToL14453-RA
OG0004230	HMEL032106g1.t1, HMEL036671g1.t1, HMEL010567g1.t1	Vcard_DToL14231-RA
OG0004231	HMEL032793g1.t1	Vcard_DToL04392-RA
OG0004232	HMEL030295g1.t1	Vcard_DToL05842-RA
OG0004233	HMEL018025g1.t1	Vcard_DToL05381-RA
OG0004234	HMEL006569g1.t1	Vcard_DToL11054-RA, Vcard_DToL11053-RA
OG0004235	HMEL014955g1.t1	Vcard_DToL02979-RA, Vcard_DToL02978-RA
OG0004236	HMEL006568g1.t1	Vcard_DToL11055-RA
OG0004237	HMEL013124g1.t1	Vcard_DToL16206-RA
OG0004239	HMEL018019g1.t1	Vcard_DToL05388-RA
OG0004240	HMEL014952g1.t1	Vcard_DToL02983-RA
OG0004241	HMEL015596g1.t1	Vcard_DToL14452-RA
OG0004242	HMEL022624g1.t1	Vcard_DToL05389-RA
OG0004243	HMEL014950g1.t1	Vcard_DToL02985-RA, Vcard_DToL02987-RA
OG0004244	HMEL015597g1.t1	Vcard_DToL14449-RA
OG0004245	HMEL009416g1.t1	Vcard_DToL07973-RA
OG0004246	HMEL015153g1.t1	Vcard_DToL02338-RA
OG0004248	HMEL017141g1.t1	Vcard_DToL05392-RA
OG0004250	HMEL015151g1.t1	Vcard_DToL02336-RA
OG0004251	HMEL015152g1.t1	Vcard_DToL02337-RA
OG0004252	HMEL013304g1.t1	Vcard_DToL01244-RA
OG0004253	HMEL005818g1.t1	Vcard_DToL02335-RA
OG0004254	HMEL013132g1.t1	Vcard_DToL16198-RA
OG0004255	HMEL036063g1.t1	Vcard_DToL10418-RA
OG0004256	HMEL003361g1.t1	Vcard_DToL06746-RA, Vcard_DToL06738-RA
OG0004257	HMEL012498g1.t1	Vcard_DToL01241-RA
OG0004258	HMEL015145g1.t1	Vcard_DToL02329-RA
OG0004259	HMEL017145g1.t1	Vcard_DToL05402-RA
OG0004260	HMEL007327g1.t1, HMEL016782g1.t1	Vcard_DToL05830-RA
OG0004261	HMEL031078g1.t1	Vcard_DToL02326-RA
OG0004262	HMEL033287g1.t1	Vcard_DToL07966-RA
OG0004263	HMEL032996g1.t1	Vcard_DToL05826-RA
OG0004264	HMEL003449g1.t1	Vcard_DToL04399-RA
OG0004265	HMEL002632g1.t1	Vcard_DToL06658-RA
OG0004266	HMEL032369g1.t1	Vcard_DToL13686-RA
OG0004267	HMEL035474g1.t1	Vcard_DToL00457-RA
OG0004268	HMEL002633g1.t1	Vcard_DToL06659-RA
OG0004270	HMEL032999g1.t1	Vcard_DToL05822-RA
OG0004271	HMEL013137g1.t1	Vcard_DToL16187-RA, Vcard_DToL16186-RA
OG0004272	HMEL033001g1.t1	Vcard_DToL05819-RA
OG0004273	HMEL036793g1.t1	Vcard_DToL12667-RA
OG0004274	HMEL037669g1.t1	Vcard_DToL12010-RA
OG0004275	HMEL032093g1.t1, HMEL032094g1.t1	Vcard_DToL14237-RA
OG0004276	HMEL032366g1.t1	Vcard_DToL13691-RA
OG0004277	HMEL038118g1.t1	Vcard_DToL14424-RA
OG0004278	HMEL038119g1.t1	Vcard_DToL14423-RA
OG0004279	HMEL011688g1.t1	Vcard_DToL10406-RA
OG0004280	HMEL006328g1.t1	Vcard_DToL14422-RA
OG0004281	HMEL017875g1.t1	Vcard_DToL12661-RA
OG0004282	HMEL002177g1.t1	Vcard_DToL12018-RA
OG0004283	HMEL007604-RA	Vcard_DToL13697-RA
OG0004284	HMEL033006g1.t1	Vcard_DToL05803-RA
OG0004285	HMEL015630g1.t1	Vcard_DToL07944-RA
OG0004286	HMEL030822g1.t1	Vcard_DToL01227-RA
OG0004287	HMEL035493g1.t1, HMEL038169g1.t1	Vcard_DToL00462-RA
OG0004288	HMEL016333g1.t1	Vcard_DToL12029-RA, Vcard_DToL12028-RA
OG0004289	HMEL016695g1.t1	Vcard_DToL03741-RA
OG0004290	HMEL012511g1.t1	Vcard_DToL01226-RA
OG0004291	HMEL015628g1.t1	Vcard_DToL07770-RA
OG0004293	HMEL017560g1.t1	Vcard_DToL09327-RA
OG0004294	HMEL006796g1.t1	Vcard_DToL05789-RA
OG0004295	HMEL033804g1.t1	Vcard_DToL03747-RA
OG0004296	HMEL011342g1.t1	Vcard_DToL12649-RA
OG0004297	HMEL003901g1.t1	Vcard_DToL07396-RA
OG0004298	HMEL014939g1.t1	Vcard_DToL02993-RA
OG0004299	HMEL016700g1.t1	Vcard_DToL03748-RA
OG0004300	HMEL031636g1.t1	Vcard_DToL09324-RA
OG0004301	HMEL011348g1.t1	Vcard_DToL12643-RA, Vcard_DToL12642-RA
OG0004302	HMEL003900g1.t1	Vcard_DToL07397-RA
OG0004303	HMEL007041g1.t1	Vcard_DToL10403-RA
OG0004304	HMEL031640g1.t1	Vcard_DToL09317-RA
OG0004305	HMEL008775g1.t1	Vcard_DToL00491-RA
OG0004306	HMEL011349g1.t1	Vcard_DToL12641-RA
OG0004307	HMEL013144g1.t1	Vcard_DToL16180-RA
OG0004308	HMEL007053g1.t1	Vcard_DToL07698-RA
OG0004309	HMEL015003g1.t1	Vcard_DToL17215-RA
OG0004311	HMEL016704g1.t1	Vcard_DToL03754-RA, Vcard_DToL03755-RA
OG0004312	HMEL031645g1.t1	Vcard_DToL09309-RA
OG0004313	HMEL003895g1.t1	Vcard_DToL07402-RA
OG0004314	HMEL016330g1.t1	Vcard_DToL12031-RA
OG0004315	HMEL003894g1.t1	Vcard_DToL07403-RA
OG0004316	HMEL011356g1.t1	Vcard_DToL12630-RA
OG0004317	HMEL004782g1.t1	Vcard_DToL13708-RA
OG0004318	HMEL032096g1.t1	Vcard_DToL14244-RA
OG0004319	HMEL003892g1.t1	Vcard_DToL07408-RA
OG0004320	HMEL006790g1.t1	Vcard_DToL05783-RA
OG0004321	HMEL012308g1.t1	Vcard_DToL11078-RA
OG0004322	HMEL003281g1.t1, HMEL017164g1.t1	Vcard_DToL15564-RA
OG0004324	HMEL020039g1.t1	Vcard_DToL13713-RA, Vcard_DToL13714-RA
OG0004325	HMEL004702g1.t1	Vcard_DToL08540-RA, Vcard_DToL08541-RA
OG0004326	HMEL012517g1.t1	Vcard_DToL01220-RA
OG0004327	HMEL003890g1.t1	Vcard_DToL07412-RA
OG0004328	HMEL002389g1.t1	Vcard_DToL01218-RA
OG0004329	HMEL006827g1.t1	Vcard_DToL03759-RA
OG0004330	HMEL035184g1.t1	Vcard_DToL08534-RA, Vcard_DToL08536-RA
OG0004331	HMEL033299g1.t1	Vcard_DToL07779-RA, Vcard_DToL07778-RA
OG0004332	HMEL008878g1.t1	Vcard_DToL04421-RA, Vcard_DToL04425-RA
OG0004333	HMEL014353g1.t1	Vcard_DToL07787-RA
OG0004334	HMEL006583g1.t1	Vcard_DToL06816-RA
OG0004335	HMEL009569g1.t1	Vcard_DToL06814-RA
OG0004336	HMEL030658g1.t1	Vcard_DToL15572-RA
