Orthogroup	Heliconius_melpomene_melpomene	Vanessa_tameamea
OG0004707	HMEL014807g1.t1	XP_026483232.1
OG0004708	HMEL014809g1.t1	XP_026483224.1
OG0004709	HMEL037150g1.t1	XP_026489143.1
OG0004710	HMEL017755g1.t1	XP_026489147.1
OG0004711	HMEL007339g1.t1	XP_026491362.1
OG0004712	HMEL032669g1.t1	XP_026488123.1
OG0004713	HMEL033387g1.t1	XP_026487126.1
OG0004714	HMEL013432g1.t1	XP_026484659.1, XP_026484660.1
OG0004715	HMEL035424g1.t1	XP_026500731.1
OG0004716	HMEL030608g1.t1	XP_026491867.1
OG0004717	HMEL004245g1.t1	XP_026491869.1
OG0004718	HMEL006981-RA	XP_026497146.1
OG0004719	HMEL035285g1.t1	XP_026501539.1, XP_026501538.1
OG0004720	HMEL005138g1.t1	XP_026486021.1
OG0004721	HMEL009534g1.t1	XP_026500690.1, XP_026500689.1
OG0004722	HMEL009535g1.t1	XP_026500699.1, XP_026500700.1
OG0004723	HMEL007465g1.t1	XP_026491377.1
OG0004725	HMEL009042g1.t1	XP_026497078.1
OG0004726	HMEL030927g1.t1, HMEL009049g1.t1	XP_026497056.1, XP_026497077.1
OG0004727	HMEL009051g1.t1	XP_026497117.1
OG0004728	HMEL005341g1.t1	XP_026490560.1
OG0004729	HMEL033143g1.t1	XP_026490558.1, XP_026490559.1
OG0004730	HMEL014746g1.t1	XP_026490499.1, XP_026490500.1
OG0004731	HMEL014744g1.t1	XP_026490454.1
OG0004732	HMEL033417g1.t1	XP_026488583.1
OG0004733	HMEL003700g1.t1	XP_026484513.1
OG0004734	HMEL030925g1.t1	XP_026497070.1
OG0004735	HMEL020541g1.t1, HMEL012355g1.t1	XP_026501502.1, XP_026501501.1
OG0004736	HMEL003929g1.t1	XP_026490458.1
OG0004737	HMEL011256g1.t1	XP_026488586.1
OG0004738	HMEL011034g1.t1	XP_026500676.1
OG0004739	HMEL037169g1.t1	XP_026489156.1
OG0004740	HMEL011680g1.t1	XP_026501334.1
OG0004742	HMEL013099g1.t1	XP_026490527.1
OG0004743	HMEL006282g1.t1	XP_026485175.1
OG0004744	HMEL007415g1.t1	XP_026485048.1
OG0004745	HMEL010953g1.t1	XP_026501444.1, XP_026501443.1
OG0004746	HMEL013092g1.t1	XP_026490536.1
OG0004747	HMEL033134g1.t1	XP_026490533.1
OG0004748	HMEL010956g1.t1, HMEL022429g1.t1	XP_026501442.1
OG0004749	HMEL013091g1.t1	XP_026490524.1
OG0004750	HMEL022428g1.t1	XP_026501435.1
OG0004751	HMEL009927g1.t1	XP_026486255.1
OG0004752	HMEL012845g1.t1	XP_026490468.1
OG0004753	HMEL007418g1.t1	XP_026484454.1
OG0004754	HMEL013116g1.t1	XP_026486646.1
OG0004755	HMEL009601g1.t1	XP_026501306.1
OG0004756	HMEL013368g1.t1	XP_026486647.1
OG0004757	HMEL033400g1.t1	XP_026501305.1
OG0004758	HMEL020902g1.t1	XP_026486637.1
OG0004759	HMEL033399g1.t1	XP_026501335.1
OG0004760	HMEL006989g1.t1	XP_026490475.1
OG0004761	HMEL009612g1.t1	XP_026501406.1
OG0004762	HMEL006990g1.t1	XP_026490470.1
OG0004763	HMEL009085g1.t1	XP_026497127.1
OG0004765	HMEL033122g1.t1	XP_026490495.1
OG0004766	HMEL004716g1.t1	XP_026490447.1
OG0004767	HMEL004525g1.t1	XP_026484628.1
OG0004768	HMEL030911g1.t1	XP_026497082.1, XP_026497081.1
OG0004769	HMEL033113g1.t1	XP_026490523.1
OG0004770	HMEL010923g1.t1	XP_026490510.1
OG0004771	HMEL035252g1.t1, HMEL021509g1.t1	XP_026501427.1
OG0004772	HMEL013662g1.t1	XP_026491887.1
OG0004773	HMEL013659g1.t1	XP_026491889.1
OG0004775	HMEL007236g1.t1	XP_026498585.1
OG0004776	HMEL013638g1.t1	XP_026500073.1
OG0004777	HMEL030987g1.t1	XP_026484815.1
OG0004778	HMEL007235g1.t1	XP_026498565.1
OG0004779	HMEL013627g1.t1	XP_026500079.1
OG0004780	HMEL016497g1.t1	XP_026488784.1
OG0004781	HMEL013614g1.t1, HMEL030568g1.t1	XP_026500076.1
OG0004782	HMEL006387g1.t1	XP_026490465.1, XP_026490456.1
OG0004783	HMEL007227g1.t1, HMEL012069g1.t1	XP_026490355.1
OG0004784	HMEL006379g1.t1	XP_026500760.1, XP_026500759.1
OG0004785	HMEL006375g1.t1	XP_026500681.1, XP_026500682.1
OG0004786	HMEL015976g1.t1	XP_026496575.1
OG0004787	HMEL006694g1.t1	XP_026494761.1
OG0004788	HMEL016651g1.t1	XP_026500635.1
OG0004790	HMEL035580g1.t1	XP_026500744.1
OG0004791	HMEL035579g1.t1	XP_026500743.1
OG0004792	HMEL002725g1.t1	XP_026492243.1
OG0004793	HMEL009225g1.t1	XP_026486738.1
OG0004796	HMEL037225g1.t1	XP_026483119.1
OG0004797	HMEL032573g1.t1	XP_026493668.1
OG0004798	HMEL011214g1.t1	XP_026483671.1
OG0004800	HMEL032511g1.t1	XP_026495281.1, XP_026495290.1
OG0004802	HMEL013166g1.t1	XP_026498754.1
OG0004803	HMEL003802g1.t1	XP_026501766.1, XP_026501767.1
OG0004804	HMEL011549-RA	XP_026493719.1
OG0004805	HMEL007455g1.t1	XP_026484746.1
OG0004806	HMEL003684g1.t1, HMEL003683g1.t1	XP_026493340.1
OG0004807	HMEL015937g1.t1	XP_026496586.1, XP_026496585.1
OG0004808	HMEL011707g1.t1	XP_026487972.1
OG0004809	HMEL007297g1.t1, HMEL007298g1.t1	XP_026486507.1
OG0004810	HMEL006695g1.t1	XP_026494729.1
OG0004812	HMEL002630g1.t1	XP_026483315.1
OG0004813	HMEL010249g1.t1	XP_026493999.1
OG0004814	HMEL006883g1.t1	XP_026501429.1
OG0004815	HMEL006204g1.t1	XP_026491372.1
OG0004816	HMEL034992g1.t1	XP_026489946.1
OG0004817	HMEL015554g1.t1	XP_026501689.1
OG0004818	HMEL008883g1.t1	XP_026488487.1
OG0004819	HMEL016775g1.t1	XP_026496824.1, XP_026496825.1, XP_026496823.1
OG0004820	HMEL008450g1.t1	XP_026490385.1
OG0004821	HMEL016449g1.t1	XP_026491602.1
OG0004822	HMEL007344g1.t1	XP_026491367.1
OG0004823	HMEL035710g1.t1	XP_026500827.1
OG0004824	HMEL015303g1.t1	XP_026499775.1
OG0004825	HMEL015305g1.t1	XP_026499779.1, XP_026499778.1
OG0004826	HMEL006570g1.t1	XP_026493900.1
OG0004827	HMEL031805g1.t1	XP_026490031.1
OG0004828	HMEL031154g1.t1	XP_026484416.1, XP_026484417.1
OG0004829	HMEL012512g1.t1	XP_026493717.1
OG0004830	HMEL011885g1.t1	XP_026488234.1
OG0004831	HMEL011392g1.t1	XP_026487807.1
OG0004832	HMEL011412g1.t1	XP_026487518.1, XP_026487519.1
OG0004835	HMEL012963-RA, HMEL012960-RA, HMEL012962-RA	XP_026500780.1
OG0004836	HMEL010516g1.t1, HMEL010515g1.t1, HMEL010518g1.t1	XP_026491032.1
OG0004849	HMEL006166g1.t1	XP_026498837.1
OG0004850	HMEL007117g1.t1	XP_026499059.1
OG0004851	HMEL035800g1.t1	XP_026499311.1
OG0004852	HMEL010719g1.t1	XP_026490400.1
OG0004853	HMEL006164g1.t1	XP_026498843.1
OG0004854	HMEL009489g1.t1	XP_026497307.1
OG0004855	HMEL006670g1.t1	XP_026489956.1
OG0004856	HMEL020835g1.t1	XP_026490393.1
OG0004857	HMEL014026g1.t1	XP_026490988.1, XP_026490987.1
OG0004858	HMEL034415g1.t1, HMEL034414g1.t1	XP_026496438.1
OG0004859	HMEL003241g1.t1	XP_026496249.1
OG0004860	HMEL009490g1.t1	XP_026497447.1
OG0004861	HMEL003238g1.t1	XP_026492904.1
OG0004862	HMEL009492g1.t1	XP_026497440.1
OG0004863	HMEL007285g1.t1	XP_026500596.1
OG0004864	HMEL004616g1.t1	XP_026484286.1
OG0004865	HMEL006194g1.t1	XP_026498765.1
OG0004866	HMEL004055g1.t1	XP_026493536.1
OG0004867	HMEL002976g1.t1	XP_026499512.1
OG0004868	HMEL004334g1.t1	XP_026489286.1
OG0004869	HMEL009494g1.t1	XP_026497536.1
OG0004870	HMEL034632g1.t1	XP_026498771.1
OG0004871	HMEL015079g1.t1	XP_026484837.1
OG0004872	HMEL004054g1.t1	XP_026493537.1
OG0004873	HMEL003237g1.t1	XP_026492929.1
OG0004874	HMEL031804g1.t1	XP_026490038.1
OG0004875	HMEL003246g1.t1	XP_026496415.1
OG0004877	HMEL008585g1.t1	XP_026496891.1
OG0004878	HMEL006200g1.t1	XP_026500566.1
OG0004879	HMEL004050g1.t1	XP_026493096.1
OG0004880	HMEL013224g1.t1	XP_026486759.1
OG0004881	HMEL006784g1.t1	XP_026491932.1
OG0004882	HMEL010286g1.t1	XP_026500983.1
OG0004883	HMEL036175g1.t1	XP_026485651.1
OG0004884	HMEL004049g1.t1	XP_026493097.1
OG0004885	HMEL003247g1.t1	XP_026496419.1
OG0004886	HMEL004329g1.t1	XP_026489317.1
OG0004887	HMEL005062g1.t1	XP_026490036.1
OG0004888	HMEL036583g1.t1	XP_026501019.1
OG0004889	HMEL036378g1.t1	XP_026493093.1
OG0004890	HMEL036942g1.t1	XP_026496188.1
OG0004891	HMEL017125g1.t1	XP_026492121.1
OG0004892	HMEL034862g1.t1	XP_026500205.1
OG0004894	HMEL014331g1.t1	XP_026494788.1
OG0004895	HMEL010291g1.t1	XP_026501009.1
OG0004896	HMEL009822g1.t1	XP_026500806.1
OG0004897	HMEL006767g1.t1	XP_026487262.1
OG0004898	HMEL010877g1.t1	XP_026489993.1
OG0004899	HMEL031802g1.t1	XP_026490152.1
OG0004900	HMEL008374g1.t1	XP_026485577.1
OG0004901	HMEL032877g1.t1	XP_026498998.1
OG0004902	HMEL010109g1.t1	XP_026496281.1
OG0004904	HMEL017128g1.t1	XP_026492122.1
OG0004905	HMEL007408g1.t1	XP_026490963.1
OG0004906	HMEL004471g1.t1	XP_026483479.1
OG0004907	HMEL014526g1.t1	XP_026483901.1
OG0004908	HMEL012202g1.t1	XP_026500809.1
OG0004909	HMEL006777g1.t1	XP_026501751.1
OG0004910	HMEL009506g1.t1	XP_026497419.1
OG0004911	HMEL009507g1.t1	XP_026497276.1
OG0004912	HMEL036176g1.t1	XP_026485573.1
OG0004913	HMEL014525g1.t1	XP_026483889.1
OG0004914	HMEL030096g1.t1	XP_026483912.1
OG0004915	HMEL036177g1.t1	XP_026485578.1
OG0004916	HMEL005379g1.t1	XP_026490115.1
OG0004917	HMEL004469g1.t1	XP_026483431.1
OG0004918	HMEL032881g1.t1	XP_026499011.1
OG0004919	HMEL004468g1.t1	XP_026483398.1
OG0004920	HMEL032882g1.t1	XP_026499010.1
OG0004921	HMEL031797g1.t1	XP_026490103.1
OG0004922	HMEL005377g1.t1	XP_026490111.1
OG0004923	HMEL010293g1.t1	XP_026500995.1
OG0004925	HMEL013539g1.t1	XP_026497337.1
OG0004926	HMEL006433g1.t1	XP_026494875.1
OG0004927	HMEL014873g1.t1	XP_026487101.1
OG0004928	HMEL014605g1.t1	XP_026493327.1
OG0004929	HMEL013540g1.t1	XP_026497338.1
OG0004930	HMEL006434g1.t1	XP_026494824.1
OG0004931	HMEL032412g1.t1	XP_026494456.1
OG0004932	HMEL022598g1.t1	XP_026499966.1, XP_026499481.1
OG0004933	HMEL012788g1.t1	XP_026483424.1
OG0004934	HMEL034595g1.t1	XP_026492434.1
OG0004935	HMEL014794g1.t1	XP_026496253.1
OG0004936	HMEL032411g1.t1	XP_026493936.1
OG0004937	HMEL013007g1.t1	XP_026498004.1
OG0004938	HMEL012789g1.t1	XP_026483414.1
OG0004939	HMEL012156g1.t1	XP_026496174.1
OG0004940	HMEL016396g1.t1	XP_026485240.1
OG0004941	HMEL006055g1.t1	XP_026492889.1
OG0004942	HMEL007265g1.t1	XP_026487219.1
OG0004943	HMEL016967g1.t1	XP_026492419.1
OG0004944	HMEL032883g1.t1	XP_026499018.1
OG0004945	HMEL030381g1.t1	XP_026497369.1
OG0004946	HMEL003102g1.t1	XP_026491242.1
OG0004947	HMEL018018g1.t1	XP_026492135.1
OG0004948	HMEL006029g1.t1	XP_026498820.1
OG0004949	HMEL031791g1.t1	XP_026490104.1
OG0004950	HMEL016965g1.t1	XP_026492438.1
OG0004951	HMEL010174g1.t1	XP_026496444.1
OG0004952	HMEL007827g1.t1	XP_026499019.1
OG0004953	HMEL012152g1.t1	XP_026496170.1
OG0004954	HMEL031792g1.t1	XP_026490107.1
OG0004955	HMEL003909g1.t1	XP_026489900.1
OG0004956	HMEL018017g1.t1	XP_026492106.1
OG0004957	HMEL012151g1.t1	XP_026496187.1
OG0004958	HMEL010423g1.t1	XP_026490108.1
OG0004959	HMEL003910g1.t1	XP_026489923.1
OG0004960	HMEL003911g1.t1	XP_026489957.1
OG0004962	HMEL010424g1.t1	XP_026490109.1
OG0004963	HMEL002841-RA	XP_026498783.1
OG0004964	HMEL007256g1.t1	XP_026487268.1
OG0004965	HMEL006449g1.t1	XP_026501483.1
OG0004966	HMEL008689-RA	XP_026499429.1
OG0004968	HMEL014783g1.t1	XP_026488523.1
OG0004969	HMEL013399g1.t1	XP_026500280.1
OG0004970	HMEL010392g1.t1	XP_026485635.1
OG0004971	HMEL004473g1.t1	XP_026483412.1
OG0004972	HMEL017954g1.t1	XP_026500925.1
OG0004973	HMEL007472g1.t1	XP_026497326.1
OG0004974	HMEL035403g1.t1	XP_026483400.1
OG0004975	HMEL014780g1.t1	XP_026488529.1
OG0004976	HMEL016381g1.t1	XP_026485231.1
OG0004977	HMEL014779g1.t1	XP_026488528.1
OG0004979	HMEL014776g1.t1	XP_026488530.1
OG0004980	HMEL007770-RA	XP_026500919.1
OG0004981	HMEL021158g1.t1	XP_026485330.1
OG0004982	HMEL036598g1.t1	XP_026501028.1
OG0004983	HMEL006062g1.t1	XP_026485678.1
OG0004984	HMEL006399g1.t1	XP_026501079.1
OG0004985	HMEL010298g1.t1	XP_026500971.1
OG0004986	HMEL012148g1.t1	XP_026496173.1
OG0004987	HMEL010299g1.t1	XP_026501006.1
OG0004988	HMEL036190g1.t1	XP_026485595.1
OG0004989	HMEL010300g1.t1	XP_026501012.1
OG0004990	HMEL021420g1.t1	XP_026500912.1
OG0004991	HMEL009465g1.t1	XP_026497360.1
OG0004992	HMEL010302g1.t1	XP_026501040.1
OG0004993	HMEL013825g1.t1	XP_026487269.1
OG0004994	HMEL004745g1.t1	XP_026492131.1
OG0004995	HMEL037458g1.t1	XP_026487289.1
OG0004996	HMEL011605g1.t1	XP_026489340.1
OG0004997	HMEL011606g1.t1	XP_026489341.1
OG0004998	HMEL014773g1.t1	XP_026488504.1
OG0004999	HMEL034041g1.t1, HMEL034039g1.t1	XP_026496097.1, XP_026496622.1
OG0005000	HMEL031460g1.t1	XP_026485257.1
OG0005001	HMEL013280g1.t1	XP_026496167.1
OG0005002	HMEL013831g1.t1	XP_026487260.1
OG0005003	HMEL037461g1.t1	XP_026487257.1
OG0005004	HMEL016376g1.t1	XP_026485226.1
OG0005005	HMEL013832g1.t1	XP_026487255.1
OG0005006	HMEL013837g1.t1	XP_026487246.1
OG0005007	HMEL011607g1.t1	XP_026489240.1
OG0005008	HMEL034904g1.t1	XP_026500907.1
OG0005009	HMEL006068g1.t1	XP_026485667.1
OG0005010	HMEL037462g1.t1	XP_026487297.1
OG0005011	HMEL013834g1.t1	XP_026487258.1
OG0005012	HMEL017694g1.t1	XP_026491047.1
OG0005013	HMEL010155g1.t1	XP_026483604.1
OG0005014	HMEL030104g1.t1	XP_026483909.1, XP_026483910.1
OG0005015	HMEL017692g1.t1	XP_026491048.1
OG0005016	HMEL016373g1.t1	XP_026485234.1
OG0005017	HMEL002614g1.t1	XP_026483907.1
OG0005018	HMEL003063g1.t1	XP_026499424.1
OG0005019	HMEL032892g1.t1	XP_026499039.1
OG0005020	HMEL002995g1.t1	XP_026500984.1
OG0005021	HMEL002994g1.t1	XP_026500986.1
OG0005022	HMEL032893g1.t1	XP_026499041.1
OG0005023	HMEL002993g1.t1	XP_026500993.1
OG0005024	HMEL008516g1.t1	XP_026499037.1
OG0005025	HMEL033999g1.t1	XP_026491731.1
OG0005026	HMEL008517g1.t1	XP_026499042.1
OG0005027	HMEL014576g1.t1	XP_026500918.1
OG0005028	HMEL033998g1.t1	XP_026491733.1
OG0005029	HMEL017687g1.t1	XP_026491729.1
OG0005030	HMEL002616g1.t1	XP_026483908.1
OG0005031	HMEL003232g1.t1	XP_026499427.1
OG0005032	HMEL002989g1.t1	XP_026500988.1
OG0005033	HMEL002988g1.t1	XP_026501008.1
OG0005034	HMEL004915g1.t1	XP_026501220.1
OG0005035	HMEL002987-RA	XP_026500964.1
OG0005036	HMEL010483g1.t1	XP_026487070.1
OG0005037	HMEL007486g1.t1	XP_026497336.1
OG0005038	HMEL007487g1.t1	XP_026497333.1
OG0005039	HMEL006070g1.t1	XP_026499489.1
OG0005040	HMEL033997g1.t1	XP_026491326.1
OG0005041	HMEL010157g1.t1	XP_026500929.1
OG0005042	HMEL030128g1.t1	XP_026489272.1
OG0005043	HMEL007406g1.t1	XP_026492517.1
OG0005044	HMEL016363g1.t1	XP_026489868.1
OG0005045	HMEL010159g1.t1	XP_026500933.1, XP_026499594.1
OG0005047	HMEL016362g1.t1	XP_026489870.1
OG0005048	HMEL017685g1.t1	XP_026491148.1
OG0005049	HMEL016361g1.t1	XP_026489869.1
OG0005050	HMEL003840g1.t1	XP_026484009.1
OG0005051	HMEL014770g1.t1	XP_026496422.1
OG0005052	HMEL016360g1.t1	XP_026489872.1
OG0005053	HMEL008853g1.t1	XP_026500122.1
OG0005054	HMEL008854g1.t1	XP_026500178.1
OG0005055	HMEL012144g1.t1	XP_026496168.1
OG0005056	HMEL016466g1.t1	XP_026489942.1
OG0005057	HMEL036612g1.t1	XP_026500972.1
OG0005058	HMEL035257g1.t1	XP_026501473.1
OG0005059	HMEL012818g1.t1	XP_026501109.1
OG0005060	HMEL021557g1.t1	XP_026495776.1
OG0005061	HMEL015902g1.t1	XP_026492234.1
OG0005062	HMEL013360-RA	XP_026490067.1
OG0005063	HMEL010455g1.t1	XP_026491439.1
OG0005064	HMEL007945g1.t1	XP_026491343.1
OG0005065	HMEL012014g1.t1	XP_026499440.1
OG0005066	HMEL030431g1.t1	XP_026500242.1
OG0005067	HMEL003835g1.t1	XP_026484171.1
OG0005068	HMEL003834g1.t1	XP_026484169.1
OG0005069	HMEL008857g1.t1	XP_026500241.1
OG0005070	HMEL007943g1.t1	XP_026495112.1
OG0005071	HMEL013846g1.t1	XP_026487272.1
OG0005072	HMEL007254g1.t1	XP_026489998.1
OG0005073	HMEL037466g1.t1	XP_026487231.1
OG0005075	HMEL007941-RA	XP_026495080.1
OG0005076	HMEL014762g1.t1	XP_026496286.1
OG0005077	HMEL012762g1.t1	XP_026498988.1
OG0005078	HMEL004272g1.t1	XP_026484167.1
OG0005079	HMEL015908g1.t1	XP_026492304.1
OG0005080	HMEL033988g1.t1	XP_026491037.1
OG0005081	HMEL003954g1.t1	XP_026489315.1
OG0005083	HMEL005620g1.t1	XP_026496117.1
OG0005084	HMEL003955g1.t1	XP_026489313.1
OG0005085	HMEL010807g1.t1	XP_026483086.1
OG0005086	HMEL007939g1.t1	XP_026495257.1
OG0005087	HMEL007938g1.t1	XP_026495246.1
OG0005088	HMEL036606g1.t1	XP_026501032.1
OG0005089	HMEL034424g1.t1	XP_026501685.1
OG0005090	HMEL032902g1.t1	XP_026498986.1
OG0005091	HMEL036605g1.t1	XP_026501037.1
OG0005092	HMEL017081g1.t1	XP_026500966.1
OG0005093	HMEL032903g1.t1	XP_026498974.1
OG0005094	HMEL008861g1.t1	XP_026500256.1
OG0005095	HMEL015556g1.t1	XP_026501687.1
OG0005097	HMEL013853g1.t1	XP_026487240.1
OG0005098	HMEL037468g1.t1	XP_026487228.1
OG0005099	HMEL007252g1.t1	XP_026489985.1
OG0005100	HMEL017080g1.t1	XP_026501026.1
OG0005101	HMEL017079g1.t1	XP_026501023.1
OG0005102	HMEL016287g1.t1	XP_026492587.1
OG0005103	HMEL036392g1.t1	XP_026493061.1
OG0005104	HMEL037469g1.t1	XP_026487234.1
OG0005105	HMEL009006g1.t1, HMEL030706g1.t1	XP_026487059.1
OG0005107	HMEL030432g1.t1	XP_026500204.1
OG0005108	HMEL010614g1.t1	XP_026483333.1
OG0005109	HMEL013858g1.t1	XP_026487239.1
OG0005110	HMEL013530g1.t1	XP_026500627.1
OG0005111	HMEL010613g1.t1	XP_026483338.1
OG0005112	HMEL017076g1.t1	XP_026501013.1
OG0005113	HMEL008865g1.t1	XP_026500217.1
OG0005114	HMEL035409g1.t1	XP_026483332.1
OG0005115	HMEL008867g1.t1	XP_026500182.1
OG0005116	HMEL017075g1.t1	XP_026501016.1
OG0005117	HMEL010068g1.t1	XP_026496363.1
OG0005118	HMEL010066g1.t1	XP_026496318.1
OG0005119	HMEL013292g1.t1	XP_026489307.1
OG0005120	HMEL010065g1.t1	XP_026496323.1
OG0005121	HMEL013293g1.t1	XP_026489289.1
OG0005122	HMEL010064g1.t1	XP_026496287.1
OG0005123	HMEL034911g1.t1	XP_026484070.1
OG0005124	HMEL004282g1.t1	XP_026484074.1
OG0005125	HMEL008869g1.t1	XP_026500235.1
OG0005126	HMEL014500g1.t1	XP_026499989.1
OG0005127	HMEL014499g1.t1	XP_026499987.1
OG0005128	HMEL010800g1.t1	XP_026483117.1
OG0005129	HMEL013296g1.t1	XP_026489322.1
OG0005130	HMEL009009g1.t1	XP_026487006.1
OG0005131	HMEL010062g1.t1	XP_026496263.1
OG0005132	HMEL031782g1.t1	XP_026490072.1
OG0005133	HMEL032907g1.t1	XP_026498964.1
OG0005135	HMEL010061g1.t1	XP_026496262.1
OG0005136	HMEL002979g1.t1	XP_026490077.1
OG0005137	HMEL031513g1.t1	XP_026492130.1
OG0005138	HMEL031514g1.t1	XP_026492103.1
OG0005139	HMEL010058g1.t1	XP_026496254.1
OG0005140	HMEL034030g1.t1	XP_026499491.1
OG0005141	HMEL034912g1.t1	XP_026484139.1
OG0005142	HMEL013297g1.t1	XP_026489318.1
OG0005143	HMEL010056g1.t1	XP_026496267.1
OG0005144	HMEL034913g1.t1	XP_026484058.1
OG0005145	HMEL013298g1.t1	XP_026489244.1
OG0005146	HMEL032400g1.t1	XP_026492941.1
OG0005147	HMEL007244g1.t1	XP_026489922.1
OG0005148	HMEL004192g1.t1	XP_026501215.1
OG0005149	HMEL017118g1.t1	XP_026492138.1
OG0005150	HMEL007243g1.t1	XP_026490003.1
OG0005151	HMEL013300g1.t1	XP_026489241.1
OG0005152	HMEL017117g1.t1	XP_026492124.1
OG0005153	HMEL014696g1.t1	XP_026484126.1
OG0005154	HMEL011711g1.t1	XP_026487944.1
OG0005155	HMEL037840g1.t1	XP_026491026.1
OG0005156	HMEL011795g1.t1	XP_026500485.1
OG0005157	HMEL009012g1.t1	XP_026487057.1
OG0005158	HMEL006007g1.t1	XP_026490973.1
OG0005159	HMEL003614g1.t1	XP_026489995.1
OG0005160	HMEL009013g1.t1	XP_026487050.1
OG0005161	HMEL011710g1.t1	XP_026487968.1
OG0005162	HMEL014698g1.t1	XP_026489858.1
OG0005163	HMEL011794g1.t1	XP_026500515.1
OG0005164	HMEL033987g1.t1, HMEL022208g1.t1	XP_026491196.1
OG0005165	HMEL014699g1.t1	XP_026489976.1
OG0005166	HMEL002857g1.t1	XP_026489288.1
OG0005167	HMEL017007g1.t1	XP_026490009.1
OG0005168	HMEL014521g1.t1	XP_026491828.1
OG0005170	HMEL033985g1.t1	XP_026491208.1
OG0005171	HMEL010793g1.t1	XP_026500952.1
OG0005172	HMEL004188g1.t1	XP_026501191.1
OG0005173	HMEL004133g1.t1	XP_026496312.1, XP_026496313.1
OG0005174	HMEL006004g1.t1	XP_026491017.1
OG0005175	HMEL014820g1.t1, HMEL008719g1.t1	XP_026498699.1
OG0005176	HMEL009014g1.t1	XP_026487048.1
OG0005177	HMEL030107g1.t1	XP_026483914.1
OG0005178	HMEL014620g1.t1	XP_026490167.1
OG0005179	HMEL010925g1.t1	XP_026491022.1
OG0005181	HMEL015911g1.t1	XP_026501061.1
OG0005182	HMEL011816g1.t1	XP_026483076.1
OG0005183	HMEL009018g1.t1	XP_026487042.1, XP_026487044.1
OG0005184	HMEL011817g1.t1	XP_026488525.1
OG0005186	HMEL004315g1.t1	XP_026501696.1
OG0005187	HMEL010948g1.t1	XP_026483916.1
OG0005188	HMEL009555g1.t1	XP_026500359.1
OG0005189	HMEL011819g1.t1	XP_026483211.1
OG0005191	HMEL002553g1.t1	XP_026483494.1
OG0005193	HMEL011697g1.t1	XP_026487959.1
OG0005194	HMEL005129g1.t1	XP_026487283.1
OG0005195	HMEL013068g1.t1	XP_026501003.1
OG0005197	HMEL009021g1.t1	XP_026487032.1
OG0005198	HMEL035390g1.t1	XP_026483490.1, XP_026483489.1
OG0005199	HMEL005130g1.t1	XP_026487265.1
OG0005200	HMEL020646g1.t1, HMEL032386g1.t1	XP_026490589.1
OG0005201	HMEL005131g1.t1	XP_026487302.1
OG0005202	HMEL036618g1.t1	XP_026500974.1
OG0005203	HMEL015435g1.t1	XP_026501172.1
OG0005204	HMEL031245g1.t1	XP_026501174.1
OG0005205	HMEL016483g1.t1	XP_026494208.1
OG0005206	HMEL003459g1.t1	XP_026490562.1, XP_026490566.1
OG0005207	HMEL009548g1.t1	XP_026500370.1
OG0005208	HMEL034029g1.t1	XP_026486435.1
OG0005209	HMEL034993g1.t1	XP_026489904.1
OG0005210	HMEL037479g1.t1	XP_026487301.1
OG0005211	HMEL009024g1.t1	XP_026487077.1
OG0005212	HMEL009026g1.t1	XP_026487067.1
OG0005214	HMEL010790g1.t1	XP_026500959.1
OG0005215	HMEL030716g1.t1	XP_026487065.1
OG0005216	HMEL015430g1.t1	XP_026501167.1
OG0005217	HMEL014813g1.t1	XP_026486433.1
OG0005218	HMEL034026g1.t1	XP_026486431.1
OG0005219	HMEL034994g1.t1	XP_026489906.1
OG0005221	HMEL009544g1.t1	XP_026500339.1
OG0005222	HMEL032912g1.t1	XP_026498993.1
OG0005223	HMEL032389g1.t1	XP_026490611.1
OG0005224	HMEL014492g1.t1	XP_026500082.1
OG0005225	HMEL031778g1.t1	XP_026490069.1
OG0005226	HMEL020321g1.t1	XP_026491303.1
OG0005228	HMEL033980g1.t1	XP_026491512.1
OG0005229	HMEL031777g1.t1	XP_026490083.1
OG0005230	HMEL002193g1.t1	XP_026500897.1
OG0005231	HMEL037481g1.t1	XP_026487244.1
OG0005232	HMEL015795g1.t1	XP_026500437.1
OG0005233	HMEL008079g1.t1, HMEL008078g1.t1	XP_026498410.1, XP_026499320.1
OG0005234	HMEL015473g1.t1	XP_026490079.1
OG0005235	HMEL016011g1.t1	XP_026495747.1
OG0005236	HMEL004339g1.t1	XP_026496172.1
OG0005237	HMEL004340g1.t1	XP_026496171.1
OG0005238	HMEL015474g1.t1	XP_026490080.1
OG0005239	HMEL004124g1.t1	XP_026500942.1
OG0005240	HMEL016012g1.t1	XP_026495719.1
OG0005241	HMEL015475g1.t1	XP_026490076.1
OG0005242	HMEL022577g1.t1	XP_026496083.1
OG0005243	HMEL015425g1.t1	XP_026501166.1
OG0005244	HMEL015424g1.t1	XP_026501150.1
OG0005245	HMEL015477g1.t1	XP_026490048.1
OG0005246	HMEL004125g1.t1	XP_026500948.1
OG0005247	HMEL017834g1.t1	XP_026496295.1
OG0005248	HMEL015478g1.t1	XP_026490082.1
OG0005249	HMEL017835g1.t1	XP_026496351.1
OG0005250	HMEL015479g1.t1	XP_026490050.1
OG0005251	HMEL014842g1.t1	XP_026483346.1
