Orthogroup	Heliconius_melpomene_melpomene	Junonia_coenia
OG0004718	HMEL006981-RA	JC_00927-RA
OG0004719	HMEL035285g1.t1	JC_04326-RA
OG0004720	HMEL005138g1.t1	JC_05059-RA
OG0004721	HMEL009534g1.t1	JC_01709-RA
OG0004723	HMEL007465g1.t1	JC_02810-RA
OG0004725	HMEL009042g1.t1	JC_00932-RA
OG0004726	HMEL030927g1.t1, HMEL009049g1.t1	JC_00939-RA
OG0004727	HMEL009051g1.t1	JC_00941-RA
OG0004729	HMEL033143g1.t1	JC_08624-RA
OG0004730	HMEL014746g1.t1	JC_08618-RA
OG0004731	HMEL014744g1.t1	JC_08616-RA
OG0004732	HMEL033417g1.t1	JC_11569-RA
OG0004733	HMEL003700g1.t1	JC_00092-RA
OG0004734	HMEL030925g1.t1	JC_00955-RA, JC_00957-RA
OG0004735	HMEL020541g1.t1, HMEL012355g1.t1	JC_04292-RA
OG0004736	HMEL003929g1.t1	JC_08611-RA, JC_08612-RA
OG0004737	HMEL011256g1.t1	JC_11573-RA
OG0004738	HMEL011034g1.t1	JC_01689-RA, JC_01686-RA, JC_01690-RA
OG0004739	HMEL037169g1.t1	JC_09166-RA
OG0004740	HMEL011680g1.t1	JC_11581-RA
OG0004741	HMEL008638g1.t1	JC_04279-RA
OG0004742	HMEL013099g1.t1	JC_08603-RA
OG0004743	HMEL006282g1.t1	JC_00080-RA
OG0004744	HMEL007415g1.t1	JC_00077-RA
OG0004745	HMEL010953g1.t1	JC_04268-RA
OG0004746	HMEL013092g1.t1	JC_08597-RA
OG0004748	HMEL010956g1.t1, HMEL022429g1.t1	JC_04265-RA
OG0004749	HMEL013091g1.t1	JC_08596-RA
OG0004750	HMEL022428g1.t1	JC_04264-RA
OG0004751	HMEL009927g1.t1	JC_05063-RA
OG0004752	HMEL012845g1.t1	JC_08588-RA
OG0004753	HMEL007418g1.t1	JC_00071-RA
OG0004754	HMEL013116g1.t1	JC_02974-RA
OG0004755	HMEL009601g1.t1	JC_11602-RA, JC_11604-RA
OG0004756	HMEL013368g1.t1	JC_02977-RA, JC_02976-RA
OG0004757	HMEL033400g1.t1	JC_11603-RA
OG0004758	HMEL020902g1.t1	JC_02982-RA, JC_02981-RA
OG0004759	HMEL033399g1.t1	JC_11618-RA, JC_11619-RA
OG0004760	HMEL006989g1.t1	JC_08575-RA
OG0004762	HMEL006990g1.t1	JC_08574-RA
OG0004763	HMEL009085g1.t1	JC_00985-RA
OG0004765	HMEL033122g1.t1	JC_08569-RA
OG0004766	HMEL004716g1.t1	JC_08568-RA
OG0004767	HMEL004525g1.t1	JC_00033-RA, JC_00029-RA, JC_00036-RA
OG0004768	HMEL030911g1.t1	JC_00990-RA
OG0004769	HMEL033113g1.t1	JC_08558-RA
OG0004770	HMEL010923g1.t1	JC_08552-RA
OG0004771	HMEL035252g1.t1, HMEL021509g1.t1	JC_04243-RA
OG0004772	HMEL013662g1.t1	JC_13360-RA
OG0004773	HMEL013659g1.t1	JC_13358-RA
OG0004776	HMEL013638g1.t1	JC_13339-RA
OG0004777	HMEL030987g1.t1	JC_00015-RA
OG0004778	HMEL007235g1.t1	JC_01735-RA
OG0004781	HMEL013614g1.t1	JC_13341-RA
OG0004781	HMEL030568g1.t1	JC_13342-RA
OG0004782	HMEL006387g1.t1	JC_01749-RA
OG0004783	HMEL007227g1.t1, HMEL012069g1.t1	JC_01756-RA
OG0004784	HMEL006379g1.t1	JC_01759-RA
OG0004785	HMEL006375g1.t1	JC_01763-RA
OG0004786	HMEL015976g1.t1	JC_01034-RA
OG0004787	HMEL006694g1.t1	JC_01116-RA
OG0004788	HMEL016651g1.t1	JC_01784-RA, JC_01783-RA
OG0004789	HMEL035581g1.t1	JC_01786-RA
OG0004790	HMEL035580g1.t1	JC_01787-RA
OG0004791	HMEL035579g1.t1	JC_01788-RA
OG0004793	HMEL009225g1.t1	JC_15713-RA
OG0004796	HMEL037225g1.t1	JC_16449-RA
OG0004798	HMEL011214g1.t1	JC_16113-RA
OG0004800	HMEL032511g1.t1	JC_10078-RA
OG0004802	HMEL013168g1.t1	JC_14789-RA
OG0004802	HMEL013166g1.t1	JC_14787-RA
OG0004803	HMEL003802g1.t1	JC_15440-RA
OG0004804	HMEL011549-RA	JC_09866-RA, JC_09867-RA
OG0004805	HMEL007455g1.t1	JC_00144-RA
OG0004806	HMEL003684g1.t1, HMEL003683g1.t1	JC_05787-RA
OG0004807	HMEL015937g1.t1	JC_01079-RA
OG0004809	HMEL007297g1.t1, HMEL007298g1.t1	JC_07904-RA, JC_07903-RA
OG0004810	HMEL006695g1.t1	JC_01119-RA, JC_02042-RA
OG0004812	HMEL002630g1.t1	JC_09384-RA
OG0004813	HMEL010249g1.t1	JC_11299-RA
OG0004814	HMEL006883g1.t1	JC_04240-RA
OG0004815	HMEL006204g1.t1	JC_02791-RA
OG0004816	HMEL034992g1.t1	JC_03674-RA, JC_03672-RA, JC_03673-RA
OG0004817	HMEL015554g1.t1	JC_15533-RA
OG0004818	HMEL008883g1.t1	JC_03245-RA
OG0004819	HMEL016775g1.t1	JC_08847-RA
OG0004821	HMEL016449g1.t1	JC_02928-RA, JC_02929-RA
OG0004822	HMEL007344g1.t1	JC_02820-RA
OG0004824	HMEL015303g1.t1	JC_07735-RA, JC_07736-RA
OG0004825	HMEL015305g1.t1	JC_07738-RA
OG0004826	HMEL006570g1.t1	JC_11237-RA
OG0004827	HMEL031805g1.t1	JC_04412-RA, JC_04411-RA
OG0004828	HMEL031154g1.t1	JC_00565-RA
OG0004829	HMEL012512g1.t1	JC_01278-RA
OG0004830	HMEL011885g1.t1	JC_03192-RA, JC_03193-RA
OG0004831	HMEL011392g1.t1	JC_08459-RA
OG0004832	HMEL011412g1.t1	JC_08481-RA
OG0004836	HMEL010516g1.t1, HMEL010515g1.t1, HMEL010518g1.t1	JC_02445-RA, JC_02446-RA, JC_02447-RA
OG0004838	HMEL022102g1.t1, HMEL010696g1.t1, HMEL013797-RA, HMEL005374-RA, HMEL013801-RA	JC_05037-RA
OG0004839	HMEL003012g1.t1	JC_04972-RA
OG0004849	HMEL006166g1.t1	JC_14863-RA
OG0004850	HMEL007117g1.t1	JC_06871-RA
OG0004851	HMEL035800g1.t1	JC_02313-RA
OG0004852	HMEL010719g1.t1	JC_14044-RA
OG0004853	HMEL006164g1.t1	JC_14864-RA
OG0004855	HMEL006670g1.t1	JC_03638-RA
OG0004856	HMEL020835g1.t1	JC_14045-RA
OG0004858	HMEL034415g1.t1	JC_05611-RA, JC_05610-RA, JC_05609-RA
OG0004859	HMEL003241g1.t1	JC_05607-RA
OG0004861	HMEL003238g1.t1	JC_15583-RA
OG0004862	HMEL009492g1.t1	JC_13123-RA
OG0004863	HMEL007285g1.t1	JC_02142-RA
OG0004864	HMEL004616g1.t1	JC_08645-RA
OG0004865	HMEL006194g1.t1	JC_14832-RA
OG0004866	HMEL004055g1.t1	JC_05676-RA
OG0004867	HMEL002976g1.t1	JC_17074-RA
OG0004868	HMEL004334g1.t1	JC_07907-RA
OG0004869	HMEL009494g1.t1	JC_13125-RA
OG0004870	HMEL034632g1.t1	JC_14833-RA
OG0004871	HMEL015079g1.t1	JC_00693-RA
OG0004872	HMEL004054g1.t1	JC_05678-RA
OG0004873	HMEL003237g1.t1	JC_15582-RA
OG0004874	HMEL031804g1.t1	JC_04413-RA
OG0004875	HMEL003246g1.t1	JC_05597-RA
OG0004876	HMEL010282g1.t1	JC_10457-RA
OG0004877	HMEL008585g1.t1	JC_14658-RA
OG0004878	HMEL006200g1.t1	JC_02141-RA
OG0004879	HMEL004050g1.t1	JC_05682-RA
OG0004880	HMEL013224g1.t1	JC_17052-RA
OG0004881	HMEL006784g1.t1	JC_09700-RA
OG0004882	HMEL010286g1.t1	JC_10458-RA
OG0004883	HMEL036175g1.t1	JC_06340-RA
OG0004884	HMEL004049g1.t1	JC_05683-RA
OG0004885	HMEL003247g1.t1	JC_05595-RA
OG0004886	HMEL004329g1.t1	JC_07913-RA
OG0004887	HMEL005062g1.t1	JC_04415-RA
OG0004888	HMEL036583g1.t1	JC_10460-RA
OG0004889	HMEL036378g1.t1	JC_05685-RA
OG0004890	HMEL036942g1.t1	JC_08672-RA
OG0004891	HMEL017125g1.t1	JC_07356-RA
OG0004892	HMEL034862g1.t1	JC_09702-RA
OG0004894	HMEL014331g1.t1	JC_10272-RA
OG0004895	HMEL010291g1.t1	JC_10464-RA
OG0004896	HMEL009822g1.t1	JC_01901-RA
OG0004897	HMEL006767g1.t1	JC_06691-RA
OG0004898	HMEL010877g1.t1	JC_03643-RA
OG0004899	HMEL031802g1.t1	JC_04418-RA
OG0004900	HMEL008374g1.t1	JC_06330-RA
OG0004901	HMEL032877g1.t1	JC_03514-RA
OG0004902	HMEL010109g1.t1	JC_05585-RA
OG0004904	HMEL017128g1.t1	JC_07351-RA
OG0004905	HMEL037817g1.t1, HMEL007408g1.t1	JC_12817-RA
OG0004906	HMEL004471g1.t1	JC_16176-RA
OG0004907	HMEL014526g1.t1	JC_15222-RA
OG0004908	HMEL012202g1.t1	JC_02217-RA
OG0004909	HMEL006777g1.t1	JC_09707-RA
OG0004910	HMEL009506g1.t1	JC_13131-RA
OG0004911	HMEL009507g1.t1	JC_13132-RA
OG0004912	HMEL036176g1.t1	JC_06328-RA
OG0004913	HMEL014525g1.t1	JC_15221-RA
OG0004914	HMEL030096g1.t1	JC_15220-RA
OG0004915	HMEL036177g1.t1	JC_06327-RA
OG0004916	HMEL005379g1.t1	JC_04424-RA
OG0004917	HMEL004469g1.t1	JC_16190-RA
OG0004918	HMEL032881g1.t1	JC_03520-RA
OG0004919	HMEL004468g1.t1	JC_16189-RA
OG0004920	HMEL032882g1.t1	JC_03523-RA
OG0004921	HMEL031797g1.t1	JC_04425-RA
OG0004922	HMEL005377g1.t1	JC_04426-RA
OG0004923	HMEL010293g1.t1	JC_10468-RA
OG0004925	HMEL013539g1.t1	JC_13136-RA
OG0004926	HMEL006433g1.t1	JC_10271-RA
OG0004927	HMEL014873g1.t1	JC_01615-RA
OG0004928	HMEL014605g1.t1	JC_05690-RA
OG0004929	HMEL013540g1.t1	JC_13137-RA
OG0004930	HMEL006434g1.t1	JC_10270-RA
OG0004931	HMEL032412g1.t1	JC_10269-RA
OG0004933	HMEL012788g1.t1	JC_16183-RA
OG0004934	HMEL034595g1.t1	JC_14980-RA
OG0004935	HMEL014794g1.t1	JC_05580-RA
OG0004936	HMEL032411g1.t1	JC_10267-RA
OG0004937	HMEL013007g1.t1	JC_11483-RA
OG0004938	HMEL012789g1.t1	JC_16181-RA, JC_16182-RA
OG0004939	HMEL012156g1.t1	JC_08670-RA
OG0004940	HMEL016396g1.t1	JC_14637-RA
OG0004941	HMEL006055g1.t1	JC_15579-RA
OG0004942	HMEL007265g1.t1	JC_06694-RA
OG0004943	HMEL016967g1.t1	JC_14982-RA
OG0004944	HMEL032883g1.t1	JC_03526-RA
OG0004945	HMEL030381g1.t1	JC_13119-RA
OG0004946	HMEL003102g1.t1	JC_02414-RA
OG0004947	HMEL018018g1.t1	JC_07337-RA
OG0004948	HMEL006029g1.t1	JC_09725-RA
OG0004949	HMEL031791g1.t1	JC_04441-RA
OG0004950	HMEL016965g1.t1	JC_14985-RA
OG0004951	HMEL010174g1.t1	JC_17179-RA
OG0004952	HMEL007827g1.t1	JC_03530-RA
OG0004953	HMEL012152g1.t1	JC_08665-RA
OG0004954	HMEL031792g1.t1	JC_04440-RA
OG0004955	HMEL003909g1.t1	JC_03654-RA
OG0004956	HMEL018017g1.t1	JC_07336-RA
OG0004957	HMEL012151g1.t1	JC_08664-RA
OG0004958	HMEL010423g1.t1	JC_04438-RA
OG0004959	HMEL003910g1.t1	JC_03653-RA
OG0004960	HMEL003911g1.t1	JC_03652-RA
OG0004962	HMEL010424g1.t1	JC_04437-RA
OG0004963	HMEL002841-RA	JC_01616-RA
OG0004964	HMEL007256g1.t1	JC_06698-RA
OG0004965	HMEL006449g1.t1	JC_04348-RA
OG0004966	HMEL008689-RA	JC_15055-RA
OG0004968	HMEL014783g1.t1	JC_05569-RA
OG0004969	HMEL013399g1.t1	JC_01945-RA
OG0004970	HMEL010392g1.t1	JC_06316-RA
OG0004971	HMEL004473g1.t1	JC_16222-RA
OG0004972	HMEL017954g1.t1	JC_09731-RA
OG0004973	HMEL007472g1.t1	JC_13154-RA
OG0004974	HMEL035403g1.t1	JC_16223-RA
OG0004975	HMEL014780g1.t1	JC_05567-RA
OG0004976	HMEL016381g1.t1	JC_14616-RA
OG0004977	HMEL014779g1.t1	JC_05566-RA
OG0004978	HMEL013401-RA	JC_01961-RA
OG0004979	HMEL014776g1.t1	JC_05564-RA
OG0004980	HMEL007770-RA	JC_09733-RA
OG0004981	HMEL021158g1.t1	JC_06312-RA
OG0004982	HMEL036598g1.t1	JC_10473-RA
OG0004983	HMEL006062g1.t1	JC_15573-RA
OG0004984	HMEL006399g1.t1	JC_00724-RA
OG0004985	HMEL010298g1.t1	JC_10474-RA
OG0004986	HMEL012148g1.t1	JC_08663-RA
OG0004987	HMEL010299g1.t1	JC_10475-RA
OG0004988	HMEL036190g1.t1	JC_06305-RA
OG0004989	HMEL010300g1.t1	JC_10476-RA
OG0004990	HMEL021420g1.t1	JC_09740-RA
OG0004991	HMEL009465g1.t1	JC_13107-RA
OG0004992	HMEL010302g1.t1	JC_10478-RA
OG0004993	HMEL013825g1.t1	JC_06704-RA
OG0004994	HMEL004745g1.t1	JC_07323-RA
OG0004995	HMEL037458g1.t1	JC_06705-RA
OG0004996	HMEL011605g1.t1	JC_07927-RA
OG0004997	HMEL011606g1.t1	JC_07928-RA
OG0004998	HMEL014773g1.t1	JC_05561-RA
OG0004999	HMEL034041g1.t1, HMEL034039g1.t1	JC_17167-RA
OG0005000	HMEL031460g1.t1	JC_14613-RA
OG0005001	HMEL013280g1.t1	JC_08661-RA, JC_08659-RA
OG0005002	HMEL013831g1.t1	JC_06708-RA
OG0005003	HMEL037461g1.t1	JC_06707-RA
OG0005004	HMEL016376g1.t1	JC_14609-RA
OG0005005	HMEL013832g1.t1	JC_06709-RA
OG0005006	HMEL013837g1.t1	JC_06712-RA
OG0005007	HMEL011607g1.t1	JC_07930-RA
OG0005008	HMEL034904g1.t1	JC_09742-RA
OG0005009	HMEL006068g1.t1	JC_15561-RA
OG0005010	HMEL037462g1.t1	JC_06711-RA
OG0005012	HMEL017694g1.t1	JC_02395-RA
OG0005013	HMEL010155g1.t1	JC_17156-RA
OG0005014	HMEL030104g1.t1	JC_15212-RA
OG0005015	HMEL017692g1.t1	JC_02390-RA
OG0005016	HMEL016373g1.t1	JC_14604-RA
OG0005017	HMEL002614g1.t1	JC_15213-RA
OG0005018	HMEL003063g1.t1	JC_15051-RA
OG0005019	HMEL032892g1.t1	JC_03542-RA
OG0005020	HMEL002995g1.t1	JC_10480-RA
OG0005021	HMEL002994g1.t1	JC_10482-RA
OG0005022	HMEL032893g1.t1	JC_03543-RA
OG0005023	HMEL002993g1.t1	JC_10484-RA
OG0005024	HMEL008516g1.t1	JC_03544-RA
OG0005025	HMEL033999g1.t1	JC_02386-RA
OG0005026	HMEL008517g1.t1	JC_03545-RA
OG0005027	HMEL014576g1.t1	JC_09748-RA
OG0005028	HMEL033998g1.t1	JC_02385-RA
OG0005029	HMEL017687g1.t1	JC_02384-RA
OG0005030	HMEL002616g1.t1	JC_15210-RA
OG0005031	HMEL003232g1.t1	JC_15046-RA
OG0005032	HMEL002989g1.t1	JC_10488-RA
OG0005033	HMEL002988g1.t1	JC_10489-RA
OG0005034	HMEL004915g1.t1	JC_00721-RA
OG0005035	HMEL002987-RA	JC_10490-RA
OG0005037	HMEL007486g1.t1	JC_13165-RA
OG0005038	HMEL007487g1.t1	JC_13166-RA
OG0005039	HMEL006070g1.t1	JC_15557-RA
OG0005040	HMEL033997g1.t1	JC_02383-RA
OG0005041	HMEL010157g1.t1	JC_17160-RA
OG0005042	HMEL030128g1.t1	JC_07934-RA
OG0005043	HMEL007406g1.t1	JC_14062-RA
OG0005044	HMEL016363g1.t1	JC_14593-RA
OG0005047	HMEL016362g1.t1	JC_14592-RA
OG0005048	HMEL017685g1.t1	JC_02380-RA
OG0005049	HMEL016361g1.t1	JC_14591-RA
OG0005050	HMEL003840g1.t1	JC_15208-RA
OG0005052	HMEL016360g1.t1	JC_14590-RA
OG0005053	HMEL008853g1.t1	JC_13019-RA
OG0005054	HMEL008854g1.t1	JC_13018-RA
OG0005055	HMEL012144g1.t1	JC_08658-RA
OG0005056	HMEL016466g1.t1	JC_03648-RA
OG0005057	HMEL036612g1.t1	JC_10491-RA
OG0005058	HMEL035257g1.t1	JC_04255-RA
OG0005059	HMEL012818g1.t1	JC_00715-RA
OG0005060	HMEL021557g1.t1	JC_14070-RA
OG0005061	HMEL015902g1.t1	JC_07304-RA
OG0005062	HMEL013360-RA	JC_04452-RA
OG0005063	HMEL010455g1.t1	JC_02372-RA
OG0005064	HMEL007945g1.t1	JC_10274-RA
OG0005065	HMEL012014g1.t1	JC_15037-RA
OG0005066	HMEL030431g1.t1	JC_13015-RA
OG0005067	HMEL003835g1.t1	JC_15206-RA
OG0005068	HMEL003834g1.t1	JC_15204-RA
OG0005069	HMEL008857g1.t1	JC_13013-RA
OG0005070	HMEL007943g1.t1	JC_10276-RA
OG0005071	HMEL013846g1.t1	JC_06752-RA
OG0005072	HMEL007254g1.t1	JC_03656-RA
OG0005073	HMEL037466g1.t1	JC_06754-RA
OG0005074	HMEL017817g1.t1	JC_11502-RA
OG0005075	HMEL007941-RA	JC_10278-RA
OG0005077	HMEL012762g1.t1	JC_03557-RA
OG0005078	HMEL004272g1.t1	JC_15202-RA
OG0005079	HMEL015908g1.t1	JC_07284-RA
OG0005080	HMEL033988g1.t1	JC_02368-RA
OG0005081	HMEL003954g1.t1	JC_07942-RA
OG0005082	HMEL036440g1.t1	JC_10217-RA, JC_14309-RA, JC_12245-RA, JC_16340-RA, JC_14810-RA, JC_12995-RA
OG0005083	HMEL005620g1.t1	JC_14095-RA
OG0005084	HMEL003955g1.t1	JC_07943-RA
OG0005085	HMEL010807g1.t1	JC_16710-RA
OG0005086	HMEL007939g1.t1	JC_10280-RA
OG0005087	HMEL007938g1.t1	JC_10281-RA
OG0005088	HMEL036606g1.t1	JC_10495-RA
OG0005089	HMEL034424g1.t1	JC_15543-RA
OG0005090	HMEL032902g1.t1	JC_03558-RA
OG0005091	HMEL036605g1.t1	JC_10494-RA
OG0005092	HMEL017081g1.t1	JC_10496-RA
OG0005093	HMEL032903g1.t1	JC_03559-RA
OG0005094	HMEL008861g1.t1	JC_13007-RA
OG0005095	HMEL015556g1.t1	JC_15542-RA
OG0005097	HMEL013853g1.t1	JC_06757-RA
OG0005098	HMEL037468g1.t1	JC_06758-RA
OG0005099	HMEL007252g1.t1	JC_03657-RA
OG0005100	HMEL017080g1.t1	JC_10497-RA
OG0005101	HMEL017079g1.t1	JC_10498-RA
OG0005102	HMEL016287g1.t1	JC_10285-RA
OG0005103	HMEL036392g1.t1	JC_05659-RA
OG0005104	HMEL037469g1.t1	JC_06759-RA
OG0005105	HMEL030706g1.t1	JC_01595-RA, JC_17233-RA
OG0005107	HMEL030432g1.t1	JC_13003-RA
OG0005108	HMEL010614g1.t1	JC_16199-RA
OG0005109	HMEL013858g1.t1	JC_06766-RA
OG0005110	HMEL013530g1.t1	JC_01655-RA
OG0005111	HMEL010613g1.t1	JC_16200-RA
OG0005112	HMEL017076g1.t1	JC_10503-RA
OG0005113	HMEL008865g1.t1	JC_13002-RA
OG0005114	HMEL035409g1.t1	JC_16202-RA
OG0005115	HMEL008867g1.t1	JC_13000-RA
OG0005116	HMEL017075g1.t1	JC_10505-RA
OG0005117	HMEL010068g1.t1	JC_05542-RA
OG0005118	HMEL010066g1.t1	JC_05537-RA
OG0005119	HMEL013292g1.t1	JC_07951-RA
OG0005120	HMEL010065g1.t1	JC_05536-RA
OG0005121	HMEL013293g1.t1	JC_07952-RA
OG0005122	HMEL010064g1.t1	JC_05535-RA
OG0005123	HMEL034911g1.t1	JC_09751-RA
OG0005124	HMEL004282g1.t1	JC_15189-RA
OG0005125	HMEL008869g1.t1	JC_12997-RA
OG0005126	HMEL014500g1.t1	JC_14572-RA
OG0005127	HMEL014499g1.t1	JC_14570-RA
OG0005128	HMEL010800g1.t1	JC_16718-RA
OG0005129	HMEL013296g1.t1	JC_07956-RA
OG0005130	HMEL009009g1.t1	JC_01592-RA
OG0005131	HMEL010062g1.t1	JC_05533-RA
OG0005132	HMEL031782g1.t1	JC_04460-RA
OG0005133	HMEL032907g1.t1	JC_03563-RA
OG0005136	HMEL002979g1.t1	JC_04461-RA
OG0005137	HMEL031513g1.t1	JC_07359-RA
OG0005138	HMEL031514g1.t1	JC_07360-RA
OG0005139	HMEL010058g1.t1	JC_05532-RA
OG0005140	HMEL034030g1.t1	JC_17094-RA
OG0005141	HMEL034912g1.t1	JC_09752-RA
OG0005142	HMEL013297g1.t1	JC_07959-RA
OG0005143	HMEL010056g1.t1	JC_05531-RA
OG0005144	HMEL034913g1.t1	JC_09753-RA
OG0005145	HMEL013298g1.t1	JC_07960-RA
OG0005146	HMEL032400g1.t1	JC_10289-RA
OG0005147	HMEL007244g1.t1	JC_03661-RA
OG0005148	HMEL004192g1.t1	JC_00733-RA
OG0005149	HMEL017118g1.t1	JC_07362-RA
OG0005150	HMEL007243g1.t1	JC_03663-RA
OG0005151	HMEL013300g1.t1	JC_07962-RA
OG0005152	HMEL017117g1.t1	JC_07363-RA
OG0005153	HMEL014696g1.t1	JC_09756-RA
OG0005154	HMEL011711g1.t1	JC_11522-RA
OG0005155	HMEL037840g1.t1	JC_12795-RA
OG0005156	HMEL011795g1.t1	JC_02278-RA
OG0005157	HMEL009012g1.t1	JC_01588-RA
OG0005158	HMEL006007g1.t1	JC_12793-RA
OG0005159	HMEL003614g1.t1	JC_03668-RA
OG0005160	HMEL009013g1.t1	JC_01586-RA
OG0005161	HMEL011710g1.t1	JC_11526-RA
OG0005162	HMEL014698g1.t1	JC_09762-RA
OG0005163	HMEL011794g1.t1	JC_02280-RA
OG0005164	HMEL033987g1.t1, HMEL022208g1.t1	JC_02362-RA
OG0005165	HMEL014699g1.t1	JC_09761-RA
OG0005166	HMEL002857g1.t1	JC_07964-RA
OG0005167	HMEL017007g1.t1	JC_03669-RA
OG0005168	HMEL014521g1.t1	JC_02360-RA
OG0005170	HMEL033985g1.t1	JC_02358-RA
OG0005171	HMEL010793g1.t1	JC_16729-RA
OG0005172	HMEL004188g1.t1	JC_00739-RA
OG0005174	HMEL006004g1.t1	JC_12786-RA
OG0005176	HMEL009014g1.t1	JC_01584-RA
OG0005177	HMEL030107g1.t1	JC_15180-RA, JC_15179-RA
OG0005178	HMEL014620g1.t1	JC_14096-RA
OG0005179	HMEL010925g1.t1	JC_12784-RA
OG0005180	HMEL005126g1.t1	JC_06774-RA
OG0005181	HMEL015911g1.t1	JC_08651-RA
OG0005182	HMEL011816g1.t1	JC_09768-RA
OG0005184	HMEL011817g1.t1	JC_09770-RA
OG0005186	HMEL004315g1.t1	JC_15517-RA
OG0005188	HMEL009555g1.t1	JC_06075-RA
OG0005191	HMEL002553g1.t1	JC_16161-RA
OG0005193	HMEL011697g1.t1	JC_11543-RA
OG0005194	HMEL005129g1.t1	JC_06780-RA
OG0005195	HMEL013068g1.t1	JC_10524-RA
OG0005197	HMEL009021g1.t1	JC_01574-RA
OG0005198	HMEL035390g1.t1	JC_16162-RA
OG0005199	HMEL005130g1.t1	JC_06783-RA
OG0005200	HMEL020646g1.t1, HMEL032386g1.t1	JC_10296-RA
OG0005201	HMEL005131g1.t1	JC_06784-RA
OG0005202	HMEL036618g1.t1	JC_10526-RA
OG0005203	HMEL015435g1.t1	JC_00752-RA
OG0005204	HMEL031245g1.t1	JC_00753-RA
OG0005205	HMEL016483g1.t1	JC_12431-RA
OG0005207	HMEL009548g1.t1	JC_06083-RA
OG0005208	HMEL034029g1.t1	JC_17107-RA
OG0005209	HMEL034993g1.t1	JC_03680-RA
OG0005210	HMEL037479g1.t1	JC_06786-RA
OG0005211	HMEL009024g1.t1	JC_01572-RA
OG0005212	HMEL009026g1.t1	JC_01570-RA
OG0005214	HMEL010790g1.t1	JC_16738-RA
OG0005215	HMEL030716g1.t1	JC_01568-RA
OG0005216	HMEL015430g1.t1	JC_00756-RA
OG0005217	HMEL014813g1.t1	JC_17111-RA
OG0005218	HMEL034026g1.t1	JC_17112-RA
OG0005219	HMEL034994g1.t1	JC_03681-RA
OG0005221	HMEL009544g1.t1	JC_06087-RA
OG0005222	HMEL032912g1.t1	JC_03570-RA
OG0005223	HMEL032389g1.t1	JC_10303-RA
OG0005224	HMEL014492g1.t1	JC_14562-RA
OG0005225	HMEL031778g1.t1	JC_04469-RA
OG0005226	HMEL020321g1.t1	JC_02351-RA
OG0005228	HMEL033980g1.t1	JC_02349-RA
OG0005229	HMEL031777g1.t1	JC_04470-RA
OG0005230	HMEL002193g1.t1	JC_11447-RA
OG0005231	HMEL037481g1.t1	JC_06794-RA
OG0005232	HMEL015795g1.t1	JC_02284-RA
OG0005233	HMEL008079g1.t1, HMEL008078g1.t1	JC_11445-RA
OG0005234	HMEL015473g1.t1	JC_04474-RA
OG0005235	HMEL016011g1.t1	JC_10545-RA
OG0005236	HMEL004339g1.t1	JC_08679-RA
OG0005237	HMEL004340g1.t1	JC_08680-RA
OG0005238	HMEL015474g1.t1	JC_04475-RA
OG0005239	HMEL004124g1.t1	JC_12421-RA
OG0005240	HMEL016012g1.t1	JC_10546-RA
OG0005241	HMEL015475g1.t1	JC_04477-RA
OG0005242	HMEL022577g1.t1	JC_16586-RA
OG0005243	HMEL015425g1.t1	JC_00762-RA
OG0005244	HMEL015424g1.t1	JC_00764-RA
OG0005245	HMEL015477g1.t1	JC_04479-RA
OG0005246	HMEL004125g1.t1	JC_12420-RA
OG0005247	HMEL017834g1.t1	JC_05523-RA
OG0005248	HMEL015478g1.t1	JC_04480-RA
OG0005249	HMEL017835g1.t1	JC_05522-RA
OG0005250	HMEL015479g1.t1	JC_04485-RA
OG0005251	HMEL014842g1.t1	JC_16249-RA
OG0005252	HMEL002443g1.t1	JC_03602-RA
OG0005253	HMEL015418g1.t1	JC_00770-RA
OG0005254	HMEL037312g1.t1	JC_16580-RA
OG0005255	HMEL015416g1.t1	JC_07844-RA
OG0005256	HMEL004343g1.t1	JC_08683-RA
OG0005257	HMEL005258-RA	JC_15588-RA
OG0005258	HMEL014978g1.t1	JC_03606-RA
OG0005259	HMEL015415g1.t1	JC_00771-RA
OG0005261	HMEL017837g1.t1	JC_05520-RA
OG0005262	HMEL017838g1.t1	JC_05519-RA
OG0005263	HMEL033977g1.t1	JC_02340-RA
OG0005264	HMEL015414g1.t1	JC_00772-RA
OG0005265	HMEL005115g1.t1	JC_02338-RA
OG0005266	HMEL006341-RA	JC_16252-RA
OG0005267	HMEL015413g1.t1	JC_00773-RA
OG0005268	HMEL032959g1.t1	JC_03610-RA
OG0005269	HMEL008072g1.t1	JC_11432-RA
OG0005270	HMEL015411g1.t1	JC_00775-RA
OG0005271	HMEL011190g1.t1	JC_15988-RA, JC_15989-RA
OG0005272	HMEL015082g1.t1	JC_00697-RA
OG0005273	HMEL003359g1.t1	JC_10311-RA
OG0005274	HMEL020080g1.t1	JC_10312-RA
OG0005275	HMEL007193g1.t1	JC_08692-RA
OG0005276	HMEL008070g1.t1	JC_11428-RA
OG0005277	HMEL003812g1.t1	JC_16567-RA
OG0005278	HMEL020141g1.t1	JC_07371-RA
OG0005279	HMEL034439g1.t1	JC_15589-RA
OG0005280	HMEL003916g1.t1	JC_14885-RA
OG0005281	HMEL011804g1.t1	JC_11426-RA
