Orthogroup	Heliconius_melpomene_melpomene	Danaus_plexippus
OG0004408	HMEL005936g1.t1	DPOGS215625-PA
OG0004409	HMEL031103g1.t1	DPOGS208654-PA
OG0004410	HMEL031977g1.t1	DPOGS207600-PA
OG0004411	HMEL031973g1.t1	DPOGS207601-PA
OG0004412	HMEL016401g1.t1	DPOGS207546-PA
OG0004413	HMEL031663g1.t1	DPOGS207829-PA, DPOGS207830-PA
OG0004414	HMEL014678g1.t1	DPOGS208902-PA
OG0004415	HMEL015302g1.t1	DPOGS207836-PA
OG0004416	HMEL037628g1.t1	DPOGS204854-PA
OG0004417	HMEL014204g1.t1	DPOGS202596-PA
OG0004418	HMEL003343g1.t1	DPOGS208071-PA
OG0004419	HMEL006095-RA	DPOGS209054-PA
OG0004420	HMEL021517g1.t1	DPOGS210684-PA
OG0004421	HMEL003345g1.t1	DPOGS208069-PA
OG0004422	HMEL003346-RA	DPOGS208079-PA
OG0004423	HMEL007028g1.t1	DPOGS209537-PA
OG0004424	HMEL006643g1.t1	DPOGS211638-PA
OG0004425	HMEL003347g1.t1	DPOGS208068-PA
OG0004426	HMEL033371g1.t1	DPOGS206866-PA
OG0004427	HMEL015959g1.t1	DPOGS201490-PA
OG0004428	HMEL014036g1.t1	DPOGS207070-PA
OG0004431	HMEL031065g1.t1	DPOGS204248-PA
OG0004432	HMEL035535g1.t1, HMEL035537g1.t1	DPOGS203973-PA
OG0004433	HMEL032351g1.t1	DPOGS214340-PA
OG0004434	HMEL008175g1.t1	DPOGS212811-PA
OG0004435	HMEL006633g1.t1	DPOGS211633-PA, DPOGS211632-PA
OG0004436	HMEL008178g1.t1	DPOGS212873-PA
OG0004438	HMEL006416g1.t1	DPOGS213236-PA, DPOGS213235-PA
OG0004439	HMEL008180g1.t1	DPOGS212814-PA
OG0004440	HMEL008183g1.t1	DPOGS212815-PA
OG0004441	HMEL015634g1.t1	DPOGS214144-PA
OG0004442	HMEL007237g1.t1	DPOGS208376-PA
OG0004443	HMEL036819g1.t1	DPOGS200984-PA
OG0004444	HMEL008185g1.t1	DPOGS212816-PA
OG0004445	HMEL016413g1.t1	DPOGS214220-PA
OG0004446	HMEL014995g1.t1	DPOGS205873-PA, DPOGS205872-PA
OG0004447	HMEL007496g1.t1	DPOGS201024-PA
OG0004448	HMEL004613g1.t1	DPOGS209895-PA
OG0004449	HMEL033016g1.t1	DPOGS214152-PA
OG0004450	HMEL014196g1.t1	DPOGS213832-PA
OG0004451	HMEL003967g1.t1	DPOGS202111-PA
OG0004452	HMEL037075g1.t1	DPOGS208963-PA
OG0004453	HMEL011370g1.t1	DPOGS214254-PA
OG0004454	HMEL015002g1.t1	DPOGS205881-PA, DPOGS205251-PA
OG0004455	HMEL014191g1.t1	DPOGS213828-PA
OG0004456	HMEL008188g1.t1	DPOGS212864-PA
OG0004457	HMEL006305-RA	DPOGS211658-PA
OG0004458	HMEL003620g1.t1	DPOGS200986-PA
OG0004459	HMEL015610-RA, HMEL015784-RA	DPOGS208965-PA
OG0004460	HMEL014190g1.t1	DPOGS213826-PA, DPOGS213827-PA
OG0004461	HMEL011850g1.t1, HMEL032306g1.t1	DPOGS209902-PA
OG0004462	HMEL015194g1.t1	DPOGS204290-PA
OG0004463	HMEL017720g1.t1	DPOGS211903-PA
OG0004464	HMEL015195g1.t1	DPOGS204264-PA
OG0004465	HMEL032307g1.t1	DPOGS209905-PA
OG0004466	HMEL031956g1.t1	DPOGS205764-PA
OG0004467	HMEL017706g1.t1	DPOGS211910-PA
OG0004468	HMEL010212g1.t1	DPOGS202636-PA
OG0004469	HMEL015325g1.t1	DPOGS207713-PA
OG0004470	HMEL005059-RA	DPOGS213841-PA
OG0004471	HMEL036021g1.t1	DPOGS210747-PA
OG0004472	HMEL015201g1.t1	DPOGS204284-PA
OG0004473	HMEL002113g1.t1	DPOGS206936-PA
OG0004474	HMEL015943g1.t1	DPOGS201485-PA
OG0004475	HMEL017701g1.t1	DPOGS211912-PA
OG0004476	HMEL005057g1.t1	DPOGS213824-PA
OG0004477	HMEL005261g1.t1	DPOGS204003-PA
OG0004478	HMEL004249g1.t1	DPOGS202367-PA, DPOGS202366-PA
OG0004479	HMEL036830g1.t1	DPOGS201013-PA
OG0004480	HMEL038173g1.t1, HMEL010123g1.t1	DPOGS212825-PA
OG0004481	HMEL035918g1.t1, HMEL037618g1.t1	DPOGS204859-PA
OG0004482	HMEL022163g1.t1	DPOGS200999-PA
OG0004483	HMEL004479g1.t1	DPOGS212827-PA
OG0004484	HMEL012085g1.t1	DPOGS203950-PA
OG0004485	HMEL002385g1.t1	DPOGS202118-PA
OG0004486	HMEL015932g1.t1	DPOGS201480-PA
OG0004488	HMEL013721g1.t1	DPOGS201008-PA
OG0004489	HMEL036847g1.t1	DPOGS201006-PA
OG0004490	HMEL004482g1.t1	DPOGS212830-PA
OG0004491	HMEL011284g1.t1	DPOGS205501-PA
OG0004492	HMEL006649g1.t1	DPOGS213630-PA
OG0004493	HMEL011286g1.t1	DPOGS205502-PA
OG0004494	HMEL008670g1.t1	DPOGS206934-PA
OG0004495	HMEL011287g1.t1	DPOGS205534-PA, DPOGS205533-PA
OG0004496	HMEL017428g1.t1	DPOGS215411-PA
OG0004497	HMEL032716g1.t1	DPOGS213306-PA
OG0004498	HMEL037093g1.t1	DPOGS208928-PA
OG0004499	HMEL012185g1.t1	DPOGS211621-PA
OG0004500	HMEL007756g1.t1, HMEL035219g1.t1	DPOGS202104-PA
OG0004501	HMEL013385g1.t1	DPOGS212387-PA
OG0004502	HMEL037720g1.t1	DPOGS212388-PA
OG0004503	HMEL014382g1.t1	DPOGS206933-PA
OG0004504	HMEL034169g1.t1, HMEL009683g1.t1	DPOGS209977-PA
OG0004505	HMEL009306g1.t1	DPOGS207649-PA
OG0004506	HMEL009305g1.t1	DPOGS207666-PA
OG0004507	HMEL003316g1.t1	DPOGS204280-PA
OG0004508	HMEL007868g1.t1	DPOGS202691-PA
OG0004509	HMEL003318g1.t1, HMEL031738g1.t1	DPOGS204279-PA
OG0004510	HMEL007869g1.t1	DPOGS202701-PA
OG0004511	HMEL008419g1.t1	DPOGS210564-PA, DPOGS207857-PA
OG0004512	HMEL011404g1.t1	DPOGS214112-PA
OG0004513	HMEL015463g1.t1	DPOGS206927-PA
OG0004514	HMEL037781g1.t1	DPOGS200317-PA
OG0004515	HMEL015464g1.t1	DPOGS207010-PA
OG0004516	HMEL031682g1.t1	DPOGS207860-PA
OG0004517	HMEL011406g1.t1	DPOGS214111-PA
OG0004518	HMEL031054g1.t1	DPOGS204274-PA
OG0004519	HMEL008630g1.t1	DPOGS211414-PA
OG0004520	HMEL006363g1.t1	DPOGS200318-PA
OG0004521	HMEL033944g1.t1, HMEL015468g1.t1	DPOGS206925-PA
OG0004522	HMEL021460g1.t1, HMEL032712g1.t1, HMEL037779g1.t1	DPOGS200309-PA
OG0004524	HMEL035222g1.t1	DPOGS202101-PA
OG0004525	HMEL008423g1.t1	DPOGS207859-PA
OG0004526	HMEL011413g1.t1	DPOGS214107-PA
OG0004527	HMEL008422g1.t1	DPOGS207700-PA
OG0004528	HMEL007079g1.t1	DPOGS210734-PA
OG0004529	HMEL013484g1.t1, HMEL020357g1.t1	DPOGS200308-PA
OG0004530	HMEL016172g1.t1	DPOGS210732-PA
OG0004531	HMEL011296g1.t1	DPOGS205511-PA
OG0004532	HMEL002905-RA	DPOGS202354-PA
OG0004533	HMEL013766g1.t1	DPOGS211620-PA
OG0004534	HMEL002903-RA	DPOGS202356-PA
OG0004535	HMEL017444g1.t1	DPOGS215418-PA
OG0004536	HMEL003649g1.t1	DPOGS202821-PA, DPOGS212000-PA
OG0004538	HMEL007304-RA	DPOGS201931-PA, DPOGS201930-PA
OG0004539	HMEL035564g1.t1	DPOGS212560-PA
OG0004540	HMEL020200g1.t1	DPOGS210722-PA
OG0004541	HMEL012227g1.t1, HMEL005994g1.t1	DPOGS202803-PA
OG0004542	HMEL013037g1.t1	DPOGS200817-PA
OG0004543	HMEL030632g1.t1	DPOGS202361-PA
OG0004544	HMEL015292g1.t1	DPOGS213959-PA
OG0004545	HMEL015291g1.t1	DPOGS213935-PA
OG0004546	HMEL002886g1.t1	DPOGS210306-PA
OG0004547	HMEL030027g1.t1	DPOGS205516-PA
OG0004548	HMEL002889g1.t1	DPOGS202363-PA
OG0004549	HMEL015289g1.t1	DPOGS213957-PA
OG0004550	HMEL003801g1.t1	DPOGS205518-PA
OG0004551	HMEL005050g1.t1	DPOGS202129-PA, DPOGS202130-PA
OG0004552	HMEL005049-RA, HMEL005427-RA	DPOGS202094-PA
OG0004553	HMEL004268g1.t1	DPOGS207014-PA
OG0004554	HMEL003860g1.t1	DPOGS209961-PA
OG0004556	HMEL037711g1.t1	DPOGS212396-PA, DPOGS212395-PA
OG0004557	HMEL017386g1.t1	DPOGS205831-PA
OG0004558	HMEL015482g1.t1, HMEL037110g1.t1	DPOGS200122-PA
OG0004559	HMEL011419g1.t1	DPOGS214287-PA
OG0004560	HMEL014587g1.t1	DPOGS202917-PA
OG0004561	HMEL022224g1.t1	DPOGS202915-PA
OG0004562	HMEL002917g1.t1	DPOGS200302-PA
OG0004563	HMEL002973g1.t1	DPOGS202494-PA
OG0004564	HMEL015282g1.t1	DPOGS213954-PA
OG0004565	HMEL008818g1.t1	DPOGS212572-PA
OG0004566	HMEL014591g1.t1	DPOGS202914-PA
OG0004567	HMEL014289g1.t1	DPOGS203493-PA, DPOGS203494-PA
OG0004568	HMEL034706g1.t1	DPOGS202806-PA
OG0004569	HMEL032329g1.t1	DPOGS202911-PA
OG0004570	HMEL016636g1.t1	DPOGS203399-PA
OG0004571	HMEL003759g1.t1	DPOGS202807-PA
OG0004572	HMEL002041g1.t1	DPOGS200305-PA
OG0004573	HMEL002876-RA	DPOGS214911-PA
OG0004574	HMEL001034g1.t1	DPOGS200646-PA, DPOGS200647-PA
OG0004575	HMEL030023g1.t1	DPOGS207917-PA
OG0004576	HMEL009850g1.t1	DPOGS213436-PA
OG0004577	HMEL014298g1.t1	DPOGS203487-PA
OG0004578	HMEL034215g1.t1	DPOGS214001-PA, DPOGS200642-PA
OG0004579	HMEL010633g1.t1	DPOGS206916-PA
OG0004580	HMEL037741g1.t1	DPOGS212383-PA
OG0004581	HMEL015271g1.t1	DPOGS208720-PA, DPOGS208721-PA
OG0004582	HMEL016632g1.t1	DPOGS203397-PA
OG0004583	HMEL031034g1.t1	DPOGS208722-PA
OG0004584	HMEL035240g1.t1	DPOGS200178-PA
OG0004585	HMEL011426g1.t1	DPOGS214093-PA
OG0004587	HMEL016628-RA	DPOGS203317-PA
OG0004588	HMEL006290g1.t1	DPOGS202782-PA
OG0004589	HMEL015262g1.t1	DPOGS208726-PA
OG0004590	HMEL014309g1.t1	DPOGS211608-PA
OG0004591	HMEL034710g1.t1	DPOGS202784-PA
OG0004592	HMEL032031g1.t1, HMEL032032g1.t1	DPOGS205854-PA
OG0004593	HMEL031028g1.t1	DPOGS208729-PA
OG0004594	HMEL015899g1.t1	DPOGS209563-PA
OG0004595	HMEL036864g1.t1	DPOGS215273-PA
OG0004596	HMEL009275g1.t1	DPOGS202833-PA
OG0004597	HMEL031695g1.t1, HMEL012629g1.t1	DPOGS200831-PA
OG0004598	HMEL000050-RA, HMEL013483g1.t1	DPOGS200341-PA
OG0004599	HMEL000049g1.t1	DPOGS200294-PA
OG0004600	HMEL001018g1.t1	DPOGS200599-PA
OG0004602	HMEL001019g1.t1	DPOGS200600-PA
OG0004603	HMEL031698g1.t1	DPOGS200833-PA
OG0004604	HMEL001021g1.t1	DPOGS200638-PA, DPOGS200639-PA
OG0004605	HMEL001009g1.t1	DPOGS200602-PA
OG0004606	HMEL037122g1.t1, HMEL021418g1.t1	DPOGS205572-PA
OG0004607	HMEL032035g1.t1	DPOGS209927-PA
OG0004608	HMEL012723g1.t1	DPOGS215278-PA
OG0004609	HMEL033071g1.t1	DPOGS207619-PA
OG0004610	HMEL003090g1.t1	DPOGS210595-PA
OG0004611	HMEL032680g1.t1, HMEL020765g1.t1	DPOGS200352-PA
OG0004612	HMEL015250g1.t1	DPOGS208707-PA
OG0004613	HMEL014039g1.t1	DPOGS207071-PA
OG0004614	HMEL009278g1.t1	DPOGS202832-PA
OG0004615	HMEL010470g1.t1	DPOGS215394-PA
OG0004616	HMEL014090g1.t1	DPOGS207639-PA, DPOGS207640-PA
OG0004617	HMEL011017g1.t1	DPOGS203005-PA
OG0004618	HMEL022617g1.t1	DPOGS207687-PA, DPOGS207688-PA
OG0004619	HMEL015245g1.t1	DPOGS208705-PA
OG0004620	HMEL021269g1.t1, HMEL002238g1.t1	DPOGS200173-PA
OG0004621	HMEL000026-RA	DPOGS200357-PA
OG0004622	HMEL037123g1.t1	DPOGS205571-PA
OG0004623	HMEL010093g1.t1	DPOGS200714-PA
OG0004624	HMEL009290-RA	DPOGS202827-PA, DPOGS203890-PA
OG0004625	HMEL035245g1.t1	DPOGS200137-PA
OG0004626	HMEL010091g1.t1	DPOGS200747-PA
OG0004627	HMEL011101g1.t1	DPOGS208163-PA
OG0004628	HMEL010088g1.t1	DPOGS200716-PA, DPOGS209331-PA
OG0004629	HMEL012059g1.t1	DPOGS206722-PA
OG0004631	HMEL008646g1.t1	DPOGS205556-PA
OG0004632	HMEL010086g1.t1	DPOGS200718-PA
OG0004633	HMEL035979g1.t1	DPOGS208321-PA
OG0004634	HMEL015035g1.t1	DPOGS204752-PA
OG0004635	HMEL015233g1.t1	DPOGS208742-PA
OG0004636	HMEL003296g1.t1	DPOGS200632-PA, DPOGS200633-PA
OG0004637	HMEL003294g1.t1	DPOGS200631-PA
OG0004638	HMEL009171g1.t1	DPOGS202235-PA
OG0004639	HMEL037752g1.t1	DPOGS212374-PA
OG0004640	HMEL030622g1.t1, HMEL011097g1.t1	DPOGS208165-PA
OG0004641	HMEL003292g1.t1	DPOGS200606-PA
OG0004642	HMEL036012g1.t1	DPOGS202384-PA
OG0004642	HMEL008059g1.t1	DPOGS202383-PA
OG0004643	HMEL012756g1.t1	DPOGS204755-PA
OG0004644	HMEL009174g1.t1	DPOGS202187-PA
OG0004645	HMEL004147g1.t1	DPOGS206862-PA
OG0004646	HMEL009532g1.t1	DPOGS202385-PA
OG0004648	HMEL009176g1.t1	DPOGS202188-PA
OG0004649	HMEL002024g1.t1	DPOGS200359-PA
OG0004651	HMEL012338g1.t1	DPOGS200848-PA
OG0004652	HMEL011031g1.t1	DPOGS202990-PA
OG0004653	HMEL015221g1.t1	DPOGS208692-PA
OG0004654	HMEL006159g1.t1	DPOGS207636-PA
OG0004655	HMEL008960g1.t1	DPOGS200737-PA
OG0004656	HMEL003386g1.t1	DPOGS211038-PA
OG0004657	HMEL032055g1.t1	DPOGS214891-PA
OG0004658	HMEL000021g1.t1	DPOGS200363-PA
OG0004659	HMEL030618g1.t1	DPOGS208159-PA
OG0004660	HMEL008958g1.t1	DPOGS212889-PA, DPOGS200736-PA
OG0004661	HMEL032676g1.t1	DPOGS200279-PA
OG0004662	HMEL030617g1.t1	DPOGS208158-PA
OG0004663	HMEL015210g1.t1	DPOGS208686-PA
OG0004664	HMEL000013-RA	DPOGS200366-PA
OG0004665	HMEL011152g1.t1	DPOGS206636-PA
OG0004666	HMEL004143g1.t1	DPOGS207085-PA
OG0004667	HMEL006442g1.t1	DPOGS205925-PA
OG0004668	HMEL008952g1.t1	DPOGS200731-PA
OG0004669	HMEL033379g1.t1	DPOGS206861-PA
OG0004670	HMEL036358g1.t1	DPOGS200021-PA
OG0004671	HMEL000008g1.t1	DPOGS215069-PA
OG0004672	HMEL002263g1.t1	DPOGS208753-PA, DPOGS208754-PA
OG0004673	HMEL011082g1.t1	DPOGS208152-PA, DPOGS208386-PA
OG0004674	HMEL000007g1.t1	DPOGS215035-PA
OG0004675	HMEL011080g1.t1, HMEL030614g1.t1	DPOGS208156-PA
OG0004676	HMEL032673g1.t1	DPOGS215066-PA
OG0004677	HMEL032672g1.t1	DPOGS215041-PA
OG0004678	HMEL006143g1.t1	DPOGS206857-PA
OG0004679	HMEL030946g1.t1	DPOGS202224-PA
OG0004680	HMEL009189g1.t1	DPOGS202199-PA
OG0004681	HMEL006142g1.t1	DPOGS207092-PA
OG0004682	HMEL006459g1.t1	DPOGS205946-PA
OG0004683	HMEL009152-RA	DPOGS210210-PA
OG0004685	HMEL002695g1.t1	DPOGS202766-PA
OG0004686	HMEL006138g1.t1	DPOGS206854-PA
OG0004687	HMEL002696g1.t1	DPOGS202858-PA
OG0004688	HMEL037763g1.t1	DPOGS212359-PA
OG0004689	HMEL032671g1.t1	DPOGS215061-PA
OG0004690	HMEL003124g1.t1	DPOGS211558-PA, DPOGS211559-PA
OG0004691	HMEL009192g1.t1	DPOGS202222-PA
OG0004692	HMEL009194g1.t1	DPOGS202194-PA
OG0004693	HMEL002584g1.t1	DPOGS211831-PA
OG0004694	HMEL009195g1.t1	DPOGS202223-PA
OG0004695	HMEL007348g1.t1	DPOGS205614-PA
OG0004696	HMEL009196g1.t1	DPOGS202220-PA
OG0004697	HMEL030939g1.t1	DPOGS202201-PA
OG0004699	HMEL014662g1.t1	DPOGS210246-PA
OG0004700	HMEL017511g1.t1	DPOGS211377-PA
OG0004701	HMEL002008g1.t1	DPOGS215059-PA
OG0004702	HMEL009207g1.t1	DPOGS202205-PA
OG0004704	HMEL009208g1.t1	DPOGS202216-PA
OG0004705	HMEL007346g1.t1	DPOGS212721-PA, DPOGS205617-PA
OG0004706	HMEL033094g1.t1, HMEL002740g1.t1	DPOGS211807-PA
OG0004707	HMEL014807g1.t1	DPOGS205694-PA
OG0004708	HMEL014809g1.t1	DPOGS205710-PA
OG0004709	HMEL037150g1.t1	DPOGS210218-PA
OG0004710	HMEL017755g1.t1	DPOGS210243-PA
OG0004711	HMEL007339g1.t1	DPOGS205676-PA
OG0004712	HMEL032669g1.t1	DPOGS215044-PA
OG0004713	HMEL033387g1.t1	DPOGS206843-PA
OG0004714	HMEL013432g1.t1	DPOGS202180-PA
OG0004715	HMEL035424g1.t1	DPOGS202982-PA
OG0004716	HMEL030608g1.t1	DPOGS212916-PA
OG0004717	HMEL004245g1.t1	DPOGS212911-PA, DPOGS212913-PA
OG0004718	HMEL006981-RA	DPOGS201405-PA
OG0004719	HMEL035285g1.t1	DPOGS206730-PA
OG0004720	HMEL005138g1.t1	DPOGS202464-PA
OG0004721	HMEL009534g1.t1	DPOGS203031-PA
OG0004722	HMEL009535g1.t1	DPOGS202981-PA
OG0004723	HMEL007465g1.t1	DPOGS205673-PA
OG0004725	HMEL009042g1.t1	DPOGS201546-PA
OG0004726	HMEL030927g1.t1, HMEL009049g1.t1	DPOGS201408-PA
OG0004727	HMEL009051g1.t1	DPOGS201410-PA
OG0004728	HMEL005341g1.t1	DPOGS201900-PA
OG0004729	HMEL033143g1.t1	DPOGS201837-PA
OG0004730	HMEL014746g1.t1	DPOGS201838-PA
OG0004731	HMEL014744g1.t1	DPOGS201896-PA
OG0004732	HMEL033417g1.t1	DPOGS206816-PA
OG0004733	HMEL003700g1.t1	DPOGS202167-PA
OG0004734	HMEL030925g1.t1	DPOGS201415-PA
OG0004735	HMEL020541g1.t1, HMEL012355g1.t1	DPOGS212434-PA
OG0004736	HMEL003929g1.t1	DPOGS201840-PA
OG0004737	HMEL011256g1.t1	DPOGS206818-PA
OG0004738	HMEL011034g1.t1	DPOGS203021-PA
OG0004739	HMEL037169g1.t1	DPOGS210237-PA
OG0004740	HMEL011680g1.t1	DPOGS207133-PA
OG0004741	HMEL008638g1.t1	DPOGS212439-PA
OG0004742	HMEL013099g1.t1	DPOGS201884-PA
OG0004743	HMEL006282g1.t1	DPOGS202413-PA
OG0004744	HMEL007415g1.t1	DPOGS202414-PA
OG0004745	HMEL010953g1.t1	DPOGS212447-PA
OG0004746	HMEL013092g1.t1	DPOGS201848-PA, DPOGS201850-PA
OG0004747	HMEL033134g1.t1	DPOGS201878-PA, DPOGS201879-PA
OG0004748	HMEL010956g1.t1, HMEL022429g1.t1	DPOGS212403-PA
OG0004749	HMEL013091g1.t1	DPOGS201851-PA, DPOGS201849-PA
OG0004750	HMEL022428g1.t1	DPOGS212451-PA, DPOGS212450-PA
OG0004751	HMEL009927g1.t1	DPOGS205841-PA
OG0004752	HMEL012845g1.t1	DPOGS201873-PA
OG0004753	HMEL007418g1.t1	DPOGS202401-PA
OG0004754	HMEL013116g1.t1	DPOGS209367-PA
OG0004755	HMEL009601g1.t1	DPOGS207121-PA
OG0004756	HMEL013368g1.t1	DPOGS209368-PA
OG0004757	HMEL033400g1.t1	DPOGS206830-PA
OG0004758	HMEL020902g1.t1	DPOGS209369-PA
OG0004759	HMEL033399g1.t1	DPOGS206835-PA
OG0004760	HMEL006989g1.t1	DPOGS201859-PA
OG0004761	HMEL009612g1.t1	DPOGS207116-PA
OG0004762	HMEL006990g1.t1	DPOGS201864-PA
OG0004763	HMEL009085g1.t1	DPOGS201532-PA
OG0004765	HMEL033122g1.t1	DPOGS201564-PA, DPOGS201861-PA
OG0004766	HMEL004716g1.t1	DPOGS201565-PA
OG0004767	HMEL004525g1.t1	DPOGS214905-PA
OG0004768	HMEL030911g1.t1	DPOGS201526-PA
OG0004769	HMEL033113g1.t1	DPOGS201555-PA
OG0004770	HMEL010923g1.t1	DPOGS201570-PA, DPOGS201571-PA
OG0004771	HMEL035252g1.t1, HMEL021509g1.t1	DPOGS200167-PA
OG0004772	HMEL013662g1.t1	DPOGS206516-PA, DPOGS214831-PA
OG0004773	HMEL013659g1.t1	DPOGS206515-PA
OG0004775	HMEL007236g1.t1	DPOGS208369-PA
OG0004776	HMEL013638g1.t1	DPOGS212653-PA
OG0004777	HMEL030987g1.t1	DPOGS212456-PA, DPOGS212457-PA
OG0004778	HMEL007235g1.t1	DPOGS208375-PA, DPOGS208374-PA
OG0004779	HMEL013627g1.t1	DPOGS212647-PA
OG0004780	HMEL016497g1.t1	DPOGS211803-PA
OG0004781	HMEL013614g1.t1, HMEL030568g1.t1	DPOGS207539-PA
OG0004782	HMEL006387g1.t1	DPOGS203414-PA
OG0004783	HMEL007227g1.t1, HMEL012069g1.t1	DPOGS203410-PA
OG0004784	HMEL006379g1.t1	DPOGS203409-PA
OG0004785	HMEL006375g1.t1	DPOGS203406-PA
OG0004786	HMEL015976g1.t1	DPOGS201444-PA
OG0004787	HMEL006694g1.t1	DPOGS201764-PA
OG0004788	HMEL016651g1.t1	DPOGS203304-PA
OG0004789	HMEL035581g1.t1	DPOGS203402-PA
OG0004790	HMEL035580g1.t1	DPOGS203306-PA
OG0004791	HMEL035579g1.t1	DPOGS203401-PA
OG0004792	HMEL002725g1.t1	DPOGS214085-PA
OG0004793	HMEL009225g1.t1	DPOGS208089-PA
OG0004796	HMEL037225g1.t1	DPOGS208091-PA, DPOGS214879-PA
OG0004797	HMEL032573g1.t1	DPOGS204646-PA, DPOGS204645-PA
OG0004798	HMEL011214g1.t1	DPOGS209096-PA
OG0004800	HMEL032511g1.t1	DPOGS215936-PA
OG0004802	HMEL013168g1.t1	DPOGS206281-PA
OG0004802	HMEL013166g1.t1	DPOGS201698-PA
OG0004803	HMEL003802g1.t1	DPOGS205525-PA
OG0004804	HMEL011549-RA	DPOGS206012-PA
OG0004805	HMEL007455g1.t1	DPOGS211454-PA
OG0004806	HMEL003684g1.t1, HMEL003683g1.t1	DPOGS200025-PA
OG0004807	HMEL015937g1.t1	DPOGS201470-PA
OG0004808	HMEL011707g1.t1	DPOGS204724-PA
OG0004809	HMEL007297g1.t1, HMEL007298g1.t1	DPOGS205715-PA, DPOGS205716-PA
OG0004810	HMEL006695g1.t1	DPOGS201742-PA, DPOGS203903-PA
OG0004812	HMEL002630g1.t1	DPOGS201996-PA
OG0004813	HMEL010249g1.t1	DPOGS207865-PA
OG0004814	HMEL006883g1.t1	DPOGS200169-PA
OG0004815	HMEL006204g1.t1	DPOGS205626-PA
OG0004816	HMEL034992g1.t1	DPOGS209595-PA
OG0004817	HMEL015554g1.t1	DPOGS200115-PA
OG0004818	HMEL008883g1.t1	DPOGS203598-PA
OG0004819	HMEL016775g1.t1	DPOGS202023-PA
OG0004820	HMEL008450g1.t1	DPOGS213744-PA, DPOGS213745-PA
OG0004821	HMEL016449g1.t1	DPOGS215959-PA
OG0004822	HMEL007344g1.t1	DPOGS205618-PA
OG0004823	HMEL035710g1.t1	DPOGS207193-PA
OG0004824	HMEL015303g1.t1	DPOGS207837-PA
OG0004825	HMEL015305g1.t1	DPOGS207838-PA
OG0004826	HMEL006570g1.t1	DPOGS206613-PA
OG0004827	HMEL031805g1.t1	DPOGS210115-PA
OG0004828	HMEL031154g1.t1	DPOGS204500-PA
OG0004829	HMEL012512g1.t1	DPOGS203706-PA
OG0004830	HMEL011885g1.t1	DPOGS214777-PA, DPOGS214776-PA
OG0004831	HMEL011392g1.t1	DPOGS214267-PA
OG0004832	HMEL011412g1.t1	DPOGS214284-PA
OG0004849	HMEL006166g1.t1	DPOGS215555-PA
OG0004850	HMEL007117g1.t1	DPOGS213294-PA
OG0004851	HMEL035800g1.t1	DPOGS207168-PA
OG0004852	HMEL010719g1.t1	DPOGS216113-PA
OG0004853	HMEL006164g1.t1	DPOGS215535-PA
OG0004854	HMEL009489g1.t1	DPOGS204983-PA
OG0004855	HMEL006670g1.t1	DPOGS213886-PA
OG0004856	HMEL020835g1.t1	DPOGS216111-PA
OG0004858	HMEL034415g1.t1, HMEL034414g1.t1	DPOGS215583-PA
OG0004859	HMEL003241g1.t1	DPOGS203140-PA
OG0004860	HMEL009490g1.t1	DPOGS204994-PA
OG0004861	HMEL003238g1.t1	DPOGS213654-PA
OG0004862	HMEL009492g1.t1	DPOGS204993-PA
OG0004863	HMEL007285g1.t1	DPOGS203379-PA
OG0004864	HMEL004616g1.t1	DPOGS211476-PA
OG0004865	HMEL006194g1.t1	DPOGS206769-PA
OG0004866	HMEL004055g1.t1	DPOGS208034-PA
OG0004867	HMEL002976g1.t1	DPOGS214973-PA
OG0004868	HMEL004334g1.t1	DPOGS211052-PA
OG0004869	HMEL009494g1.t1	DPOGS204992-PA
OG0004870	HMEL034632g1.t1	DPOGS207218-PA
OG0004871	HMEL015079g1.t1	DPOGS213159-PA
OG0004872	HMEL004054g1.t1	DPOGS208035-PA
OG0004873	HMEL003237g1.t1	DPOGS213635-PA
OG0004874	HMEL031804g1.t1	DPOGS210114-PA
OG0004875	HMEL003246g1.t1	DPOGS203137-PA
OG0004876	HMEL010282g1.t1	DPOGS213188-PA
OG0004877	HMEL008585g1.t1	DPOGS203528-PA
OG0004878	HMEL006200g1.t1	DPOGS203325-PA
OG0004879	HMEL004050g1.t1	DPOGS208038-PA
OG0004880	HMEL013224g1.t1	DPOGS211497-PA
OG0004881	HMEL006784g1.t1	DPOGS212595-PA
OG0004882	HMEL010286g1.t1	DPOGS213187-PA
OG0004883	HMEL036175g1.t1	DPOGS208223-PA
OG0004884	HMEL004049g1.t1	DPOGS208031-PA
OG0004885	HMEL003247g1.t1	DPOGS203229-PA
OG0004886	HMEL004329g1.t1	DPOGS211041-PA
OG0004887	HMEL005062g1.t1	DPOGS210041-PA
OG0004888	HMEL036583g1.t1	DPOGS213191-PA
OG0004889	HMEL036378g1.t1	DPOGS208041-PA
OG0004890	HMEL036942g1.t1	DPOGS209781-PA
OG0004891	HMEL017125g1.t1	DPOGS206362-PA
OG0004892	HMEL034862g1.t1	DPOGS212605-PA
OG0004894	HMEL014331g1.t1	DPOGS211772-PA
OG0004895	HMEL010291g1.t1	DPOGS213182-PA
OG0004896	HMEL009822g1.t1	DPOGS206781-PA
OG0004897	HMEL006767g1.t1	DPOGS210344-PA
OG0004898	HMEL010877g1.t1	DPOGS213889-PA
