Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0005542	HMEL012929g1.t1	XP_039750615.1
OG0005543	HMEL014562g1.t1	XP_039752556.1
OG0005544	HMEL012567g1.t1	XP_039746887.1
OG0005545	HMEL007635g1.t1	XP_039757464.1
OG0005546	HMEL038019g1.t1	XP_039757463.1
OG0005547	HMEL003197g1.t1	XP_039756652.1
OG0005548	HMEL032237g1.t1	XP_039747613.1
OG0005549	HMEL010984g1.t1	XP_039750626.1
OG0005550	HMEL010983g1.t1	XP_039750665.1
OG0005551	HMEL020711g1.t1	XP_039759518.1
OG0005552	HMEL009264g1.t1	XP_039760363.1
OG0005553	HMEL004075g1.t1	XP_039760136.1
OG0005555	HMEL004077g1.t1	XP_039756029.1
OG0005556	HMEL013214g1.t1	XP_039746115.1
OG0005557	HMEL034858g1.t1	XP_039751690.1
OG0005558	HMEL034857g1.t1	XP_039751308.1
OG0005559	HMEL034856g1.t1	XP_039751309.1
OG0005560	HMEL037954g1.t1	XP_039757471.1
OG0005561	HMEL006763-RA	XP_039750056.1
OG0005562	HMEL009270g1.t1	XP_039760219.1
OG0005563	HMEL036255g1.t1	XP_039750882.1
OG0005564	HMEL009271g1.t1	XP_039759742.1
OG0005565	HMEL004080g1.t1	XP_039757919.1
OG0005566	HMEL037955g1.t1	XP_039757560.1
OG0005567	HMEL004723g1.t1	XP_039757562.1
OG0005568	HMEL015093g1.t1	XP_039765840.1
OG0005569	HMEL004728g1.t1	XP_039757849.1
OG0005570	HMEL008293g1.t1	XP_039750859.1
OG0005571	HMEL021303g1.t1	XP_039754142.1
OG0005572	HMEL022533g1.t1	XP_039762968.1
OG0005574	HMEL004730g1.t1	XP_039757640.1
OG0005575	HMEL020654g1.t1	XP_039751867.1
OG0005576	HMEL012908g1.t1	XP_039750721.1
OG0005577	HMEL012907g1.t1	XP_039750612.1
OG0005578	HMEL006182g1.t1	XP_039760781.1
OG0005579	HMEL020235g1.t1	XP_039751170.1
OG0005580	HMEL011493g1.t1	XP_039756840.1
OG0005581	HMEL011175g1.t1	XP_039748231.1
OG0005582	HMEL037958g1.t1	XP_039758055.1
OG0005583	HMEL035338g1.t1	XP_039752476.1
OG0005584	HMEL003876-RA	XP_039759739.1
OG0005585	HMEL036666g1.t1	XP_039756719.1
OG0005586	HMEL010957g1.t1	XP_039762448.1
OG0005587	HMEL004733g1.t1	XP_039758031.1
OG0005588	HMEL003875g1.t1	XP_039759740.1
OG0005589	HMEL012903g1.t1	XP_039750601.1
OG0005590	HMEL006756g1.t1	XP_039749865.1
OG0005591	HMEL004734g1.t1	XP_039757541.1
OG0005592	HMEL017262g1.t1	XP_039764752.1
OG0005593	HMEL017261g1.t1	XP_039764882.1
OG0005594	HMEL003873g1.t1	XP_039759938.1
OG0005595	HMEL034854g1.t1	XP_039751169.1
OG0005596	HMEL032463g1.t1	XP_039759354.1
OG0005597	HMEL030489g1.t1	XP_039760167.1
OG0005598	HMEL011492g1.t1	XP_039757082.1
OG0005599	HMEL011179g1.t1	XP_039748259.1
OG0005600	HMEL037501g1.t1	XP_039755809.1
OG0005601	HMEL012562g1.t1	XP_039747091.1
OG0005602	HMEL036235g1.t1	XP_039750334.1
OG0005603	HMEL011481g1.t1	XP_039750335.1
OG0005604	HMEL022526g1.t1	XP_039762866.1, XP_039762867.1
OG0005605	HMEL006181g1.t1	XP_039760804.1
OG0005606	HMEL011483g1.t1	XP_039750639.1
OG0005607	HMEL003866g1.t1	XP_039760365.1
OG0005608	HMEL014897g1.t1	XP_039759708.1
OG0005609	HMEL012560g1.t1	XP_039747029.1
OG0005610	HMEL007873g1.t1	XP_039759575.1
OG0005611	HMEL012559g1.t1	XP_039747027.1
OG0005612	HMEL006180g1.t1	XP_039760711.1
OG0005613	HMEL013205g1.t1	XP_039745341.1
OG0005614	HMEL012558g1.t1	XP_039747411.1
OG0005615	HMEL032236g1.t1	XP_039747599.1
OG0005616	HMEL011317g1.t1	XP_039755731.1
OG0005617	HMEL032873g1.t1	XP_039754552.1, XP_039754551.1
OG0005618	HMEL031758g1.t1	XP_039749134.1
OG0005619	HMEL012964g1.t1	XP_039758510.1
OG0005621	HMEL014423g1.t1	XP_039762588.1
OG0005622	HMEL036679g1.t1	XP_039756242.1
OG0005624	HMEL036678g1.t1	XP_039756274.1
OG0005625	HMEL034848g1.t1, HMEL034865g1.t1	XP_039751312.1
OG0005626	HMEL011488g1.t1	XP_039757302.1
OG0005627	HMEL011195g1.t1	XP_039748213.1
OG0005628	HMEL034847g1.t1	XP_039751552.1
OG0005629	HMEL009933g1.t1	XP_039745612.1
OG0005630	HMEL015047g1.t1	XP_039756590.1
OG0005631	HMEL037511g1.t1	XP_039755675.1
OG0005632	HMEL035335g1.t1	XP_039752686.1
OG0005633	HMEL002589g1.t1	XP_039753635.1
OG0005634	HMEL016100g1.t1	XP_039748226.1
OG0005635	HMEL005582g1.t1	XP_039758037.1
OG0005636	HMEL033926g1.t1	XP_039746396.1
OG0005637	HMEL032469g1.t1	XP_039759236.1
OG0005639	HMEL033925g1.t1	XP_039746432.1
OG0005640	HMEL033924g1.t1	XP_039745993.1
OG0005641	HMEL009577g1.t1	XP_039759655.1
OG0005642	HMEL009939g1.t1	XP_039745854.1
OG0005643	HMEL009940g1.t1	XP_039745853.1
OG0005644	HMEL014434g1.t1	XP_039762528.1
OG0005645	HMEL009576g1.t1	XP_039759222.1
OG0005646	HMEL014433g1.t1	XP_039762776.1
OG0005647	HMEL009941g1.t1	XP_039746028.1
OG0005648	HMEL009942g1.t1	XP_039746029.1
OG0005649	HMEL011243g1.t1	XP_039748370.1
OG0005650	HMEL012551g1.t1	XP_039747079.1
OG0005651	HMEL008120g1.t1	XP_039762256.1
OG0005652	HMEL012552g1.t1	XP_039746729.1
OG0005653	HMEL032870g1.t1	XP_039753945.1
OG0005654	HMEL003739g1.t1	XP_039752558.1
OG0005655	HMEL008399g1.t1	XP_039758615.1
OG0005656	HMEL017251g1.t1	XP_039765177.1
OG0005657	HMEL005846g1.t1	XP_039761002.1
OG0005658	HMEL007743g1.t1	XP_039753891.1
OG0005659	HMEL032472g1.t1	XP_039759346.1
OG0005660	HMEL013200g1.t1	XP_039749542.1
OG0005661	HMEL008110g1.t1	XP_039761967.1
OG0005662	HMEL034454g1.t1	XP_039761133.1, XP_039761309.1
OG0005663	HMEL009809g1.t1	XP_039763355.1
OG0005664	HMEL008112g1.t1	XP_039761966.1
OG0005665	HMEL017249g1.t1	XP_039765192.1
OG0005666	HMEL013199g1.t1	XP_039764479.1
OG0005668	HMEL008113g1.t1	XP_039762132.1
OG0005669	HMEL013198g1.t1	XP_039758193.1
OG0005670	HMEL004084g1.t1	XP_039759620.1
OG0005671	HMEL013197g1.t1	XP_039758308.1
OG0005672	HMEL016595g1.t1	XP_039760970.1
OG0005673	HMEL003654g1.t1	XP_039757032.1
OG0005674	HMEL004085g1.t1	XP_039757887.1
OG0005675	HMEL012549g1.t1	XP_039746975.1
OG0005676	HMEL013195g1.t1	XP_039765101.1
OG0005677	HMEL010701g1.t1	XP_039749318.1
OG0005678	HMEL007741g1.t1	XP_039754039.1
OG0005679	HMEL012548g1.t1	XP_039747265.1
OG0005680	HMEL006176g1.t1	XP_039760650.1
OG0005681	HMEL012547g1.t1	XP_039747058.1
OG0005682	HMEL031815g1.t1	XP_039749319.1
OG0005683	HMEL007739g1.t1	XP_039753746.1
OG0005684	HMEL010699g1.t1	XP_039748847.1
OG0005685	HMEL013192g1.t1	XP_039748886.1
OG0005686	HMEL004086g1.t1	XP_039758299.1
OG0005687	HMEL009806g1.t1	XP_039764194.1
OG0005688	HMEL004089g1.t1	XP_039752831.1
OG0005689	HMEL030179g1.t1	XP_039764134.1
OG0005690	HMEL035331g1.t1	XP_039752349.1
OG0005691	HMEL014438g1.t1	XP_039762969.1
OG0005692	HMEL030180g1.t1	XP_039764030.1
OG0005694	HMEL017243g1.t1	XP_039765227.1
OG0005695	HMEL002731g1.t1	XP_039762385.1
OG0005696	HMEL013189g1.t1	XP_039748923.1
OG0005697	HMEL017306g1.t1	XP_039759231.1
OG0005698	HMEL013188g1.t1	XP_039748428.1
OG0005699	HMEL002312g1.t1	XP_039755453.1
OG0005700	HMEL006173g1.t1	XP_039760621.1
OG0005701	HMEL006171g1.t1	XP_039760541.1
OG0005702	HMEL017242g1.t1	XP_039764470.1
OG0005703	HMEL009363g1.t1	XP_039757533.1
OG0005704	HMEL030181g1.t1	XP_039765111.1
OG0005705	HMEL012478g1.t1	XP_039757970.1
OG0005707	HMEL012736g1.t1	XP_039763557.1
OG0005708	HMEL037981g1.t1	XP_039757766.1
OG0005709	HMEL012735g1.t1	XP_039763215.1
OG0005710	HMEL016354g1.t1	XP_039752712.1
OG0005711	HMEL011234g1.t1	XP_039748151.1
OG0005712	HMEL036980g1.t1	XP_039750004.1
OG0005713	HMEL002544g1.t1	XP_039750055.1
OG0005714	HMEL010524g1.t1	XP_039753725.1
OG0005715	HMEL010327g1.t1, HMEL036324g1.t1	XP_039765485.1
OG0005716	HMEL002813g1.t1	XP_039757144.1
OG0005717	HMEL031212g1.t1	XP_039745343.1
OG0005718	HMEL030500g1.t1	XP_039760213.1
OG0005719	HMEL012542g1.t1	XP_039747133.1
OG0005720	HMEL012541g1.t1	XP_039746763.1
OG0005721	HMEL031822g1.t1	XP_039748861.1
OG0005722	HMEL011231-RA	XP_039748399.1
OG0005723	HMEL002552g1.t1	XP_039753488.1
OG0005724	HMEL036978g1.t1	XP_039750156.1
OG0005725	HMEL017235g1.t1	XP_039765252.1
OG0005726	HMEL002539g1.t1	XP_039749830.1
OG0005727	HMEL030184g1.t1	XP_039765260.1
OG0005728	HMEL017233g1.t1	XP_039764874.1
OG0005729	HMEL035022g1.t1	XP_039746876.1
OG0005730	HMEL017996g1.t1	XP_039749129.1
OG0005731	HMEL011586g1.t1	XP_039755366.1
OG0005732	HMEL006187g1.t1	XP_039760618.1
OG0005733	HMEL002812g1.t1	XP_039757215.1
OG0005734	HMEL017231g1.t1	XP_039765221.1
OG0005735	HMEL012533g1.t1	XP_039746883.1
OG0005736	HMEL035324g1.t1	XP_039752667.1
OG0005737	HMEL002810g1.t1	XP_039756982.1
OG0005738	HMEL031827g1.t1	XP_039748634.1
OG0005739	HMEL017229g1.t1	XP_039765093.1
OG0005740	HMEL011228g1.t1	XP_039747926.1
OG0005741	HMEL031210g1.t1	XP_039765584.1
OG0005742	HMEL008731g1.t1	XP_039747144.1
OG0005743	HMEL035783g1.t1	XP_039763149.1
OG0005744	HMEL010402g1.t1	XP_039748228.1
OG0005745	HMEL002445g1.t1	XP_039757912.1
OG0005746	HMEL010755g1.t1	XP_039751465.1
OG0005747	HMEL017224g1.t1	XP_039765095.1
OG0005748	HMEL031398g1.t1, HMEL008733g1.t1	XP_039764409.1, XP_039764427.1
OG0005749	HMEL010756g1.t1	XP_039751464.1
OG0005750	HMEL033920g1.t1	XP_039746266.1
OG0005751	HMEL036427g1.t1	XP_039758610.1
OG0005753	HMEL010758g1.t1	XP_039751243.1
OG0005754	HMEL030190g1.t1	XP_039765102.1
OG0005755	HMEL008388g1.t1	XP_039758294.1
OG0005756	HMEL017220g1.t1	XP_039765104.1
OG0005758	HMEL017219g1.t1	XP_039765080.1
OG0005759	HMEL008735g1.t1	XP_039760767.1
OG0005760	HMEL036160g1.t1	XP_039750278.1
OG0005761	HMEL012530g1.t1	XP_039747428.1
OG0005762	HMEL030191g1.t1	XP_039765094.1
OG0005763	HMEL032864g1.t1	XP_039754195.1
OG0005764	HMEL030192g1.t1	XP_039765077.1
OG0005765	HMEL032863g1.t1	XP_039754169.1
OG0005766	HMEL032862g1.t1	XP_039754556.1
OG0005767	HMEL017216g1.t1	XP_039765097.1
OG0005768	HMEL002437g1.t1	XP_039753920.1
OG0005769	HMEL011221g1.t1	XP_039748107.1
OG0005770	HMEL013885g1.t1	XP_039752664.1
OG0005771	HMEL032861g1.t1	XP_039754325.1
OG0005772	HMEL011227g1.t1	XP_039748240.1
OG0005773	HMEL011216g1.t1	XP_039747948.1
OG0005774	HMEL010336g1.t1	XP_039765669.1
OG0005775	HMEL009811g1.t1	XP_039763614.1
OG0005776	HMEL017480g1.t1	XP_039755133.1
OG0005777	HMEL031209g1.t1	XP_039765670.1
OG0005778	HMEL014140g1.t1	XP_039758063.1
OG0005780	HMEL017961g1.t1	XP_039758978.1
OG0005781	HMEL002802g1.t1	XP_039757068.1
OG0005782	HMEL013884g1.t1	XP_039752672.1
OG0005783	HMEL011213g1.t1	XP_039748190.1
OG0005785	HMEL017482g1.t1	XP_039754882.1
OG0005786	HMEL014136g1.t1	XP_039756052.1
OG0005787	HMEL014135g1.t1	XP_039757191.1
OG0005788	HMEL009736g1.t1	XP_039747624.1
OG0005789	HMEL011215g1.t1	XP_039748073.1
OG0005790	HMEL017483g1.t1	XP_039754720.1
OG0005791	HMEL037199g1.t1	XP_039762994.1
OG0005792	HMEL014132g1.t1	XP_039754260.1
OG0005793	HMEL010343g1.t1	XP_039745463.1
OG0005794	HMEL037196g1.t1	XP_039762707.1
OG0005795	HMEL030738g1.t1	XP_039758867.1
OG0005796	HMEL017960g1.t1	XP_039759628.1
OG0005797	HMEL036157g1.t1	XP_039750826.1
OG0005798	HMEL030739g1.t1	XP_039758858.1
OG0005799	HMEL014131g1.t1	XP_039752077.1
OG0005800	HMEL017626g1.t1	XP_039762928.1
OG0005801	HMEL008740g1.t1	XP_039748501.1
OG0005802	HMEL017959g1.t1	XP_039759195.1, XP_039759197.1
OG0005803	HMEL011187g1.t1	XP_039748355.1
OG0005804	HMEL016585g1.t1	XP_039761054.1
OG0005805	HMEL010344g1.t1	XP_039745389.1
OG0005806	HMEL016952g1.t1	XP_039760788.1
OG0005807	HMEL010345g1.t1	XP_039745423.1
OG0005808	HMEL016515g1.t1	XP_039749704.1
OG0005809	HMEL033912g1.t1	XP_039746243.1
OG0005810	HMEL011182g1.t1	XP_039748359.1
OG0005811	HMEL025023g1.t1	XP_039750344.1
OG0005812	HMEL011183g1.t1	XP_039748316.1
OG0005813	HMEL016584g1.t1	XP_039761083.1
OG0005814	HMEL009816g1.t1	XP_039764073.1
OG0005815	HMEL007044-RA	XP_039752422.1
OG0005816	HMEL025024g1.t1	XP_039750346.1
OG0005818	HMEL007043g1.t1	XP_039752470.1
OG0005819	HMEL033639g1.t1, HMEL032857g1.t1, HMEL022376g1.t1	XP_039754326.1
OG0005820	HMEL016582g1.t1	XP_039761303.1
OG0005821	HMEL025026g1.t1	XP_039750894.1
OG0005822	HMEL002792g1.t1	XP_039756816.1
OG0005823	HMEL008384g1.t1	XP_039758346.1
OG0005824	HMEL032851g1.t1	XP_039753821.1
OG0005825	HMEL016611g1.t1	XP_039751318.1
OG0005826	HMEL014126g1.t1	XP_039753175.1
OG0005827	HMEL008382g1.t1	XP_039758769.1
OG0005828	HMEL036152g1.t1	XP_039750916.1
OG0005829	HMEL008381g1.t1	XP_039758407.1
OG0005830	HMEL025031g1.t1	XP_039750588.1
OG0005831	HMEL025032-RA	XP_039750587.1
OG0005832	HMEL014901g1.t1	XP_039760278.1
OG0005833	HMEL003569g1.t1	XP_039751751.1
OG0005834	HMEL016477g1.t1	XP_039757762.1
OG0005835	HMEL016514g1.t1	XP_039750166.1
OG0005836	HMEL016581g1.t1	XP_039760949.1
OG0005837	HMEL017487-RA	XP_039754997.1
OG0005838	HMEL010349g1.t1	XP_039765883.1
OG0005839	HMEL003567g1.t1	XP_039752490.1
OG0005840	HMEL016606g1.t1	XP_039751451.1
OG0005841	HMEL002789g1.t1	XP_039757003.1
OG0005842	HMEL002788g1.t1	XP_039757002.1
OG0005843	HMEL034875g1.t1	XP_039751452.1
OG0005844	HMEL034829g1.t1	XP_039751123.1
OG0005845	HMEL002787g1.t1	XP_039757258.1
OG0005846	HMEL005067-RA	XP_039747301.1
OG0005847	HMEL016429g1.t1	XP_039751446.1
OG0005848	HMEL002786g1.t1	XP_039757099.1
OG0005850	HMEL016430g1.t1	XP_039751152.1
OG0005851	HMEL016426g1.t1	XP_039751346.1
OG0005852	HMEL016427g1.t1	XP_039751418.1
OG0005853	HMEL016428g1.t1	XP_039751000.1
OG0005854	HMEL016512g1.t1	XP_039749774.1
OG0005855	HMEL037387g1.t1	XP_039748283.1
OG0005856	HMEL016425g1.t1	XP_039750999.1
OG0005857	HMEL016423g1.t1	XP_039751670.1
OG0005858	HMEL031835g1.t1	XP_039748572.1
OG0005859	HMEL002785g1.t1	XP_039757149.1
OG0005860	HMEL017660g1.t1	XP_039755496.1
OG0005861	HMEL002784g1.t1	XP_039757330.1
OG0005862	HMEL015520g1.t1	XP_039752256.1
OG0005863	HMEL017210g1.t1	XP_039765232.1
OG0005864	HMEL015519g1.t1	XP_039752291.1
OG0005865	HMEL016571g1.t1	XP_039765804.1
OG0005866	HMEL015518g1.t1	XP_039751911.1
OG0005867	HMEL017208g1.t1	XP_039764962.1
OG0005868	HMEL009470g1.t1	XP_039759834.1
OG0005869	HMEL017665g1.t1	XP_039755897.1
OG0005870	HMEL017207g1.t1	XP_039764870.1
OG0005871	HMEL015515g1.t1	XP_039752332.1
OG0005872	HMEL003559g1.t1	XP_039751891.1
OG0005873	HMEL014117g1.t1	XP_039760229.1
OG0005874	HMEL009469g1.t1	XP_039760266.1
OG0005875	HMEL017779-RA	XP_039758528.1
OG0005876	HMEL016950g1.t1	XP_039760834.1
OG0005877	HMEL011202g1.t1	XP_039748468.1
OG0005878	HMEL012793g1.t1	XP_039746139.1
OG0005879	HMEL017205g1.t1	XP_039764785.1
OG0005880	HMEL009468g1.t1	XP_039759816.1
OG0005881	HMEL021104g1.t1	XP_039745916.1
OG0005882	HMEL033214g1.t1	XP_039751887.1
OG0005883	HMEL035670g1.t1	XP_039763790.1
OG0005884	HMEL009467g1.t1	XP_039760338.1
OG0005885	HMEL030761g1.t1	XP_039761415.1
OG0005887	HMEL014342g1.t1	XP_039754196.1
OG0005888	HMEL009466g1.t1	XP_039760009.1
OG0005889	HMEL004395g1.t1	XP_039757143.1
OG0005890	HMEL015704-RA	XP_039747134.1
OG0005891	HMEL038043g1.t1, HMEL021270g1.t1	XP_039757963.1
OG0005892	HMEL009983g1.t1	XP_039746397.1
OG0005893	HMEL034835g1.t1	XP_039751543.1
OG0005894	HMEL032480g1.t1	XP_039759579.1
OG0005895	HMEL017202g1.t1	XP_039764799.1
OG0005896	HMEL022552g1.t1	XP_039762856.1
OG0005897	HMEL017201g1.t1	XP_039762893.1
OG0005898	HMEL004401-RA	XP_039757064.1
OG0005899	HMEL007718g1.t1	XP_039747362.1
OG0005900	HMEL016567g1.t1	XP_039765112.1
OG0005901	HMEL032217g1.t1	XP_039747704.1
OG0005902	HMEL007719g1.t1	XP_039746653.1
OG0005903	HMEL011518-RA	XP_039762863.1
OG0005904	HMEL007720g1.t1	XP_039747441.1
OG0005905	HMEL004114g1.t1	XP_039748233.1
OG0005906	HMEL011442g1.t1	XP_039748297.1
OG0005907	HMEL037532g1.t1	XP_039755668.1
OG0005908	HMEL030744g1.t1	XP_039757375.1
OG0005909	HMEL030202g1.t1	XP_039764364.1
OG0005910	HMEL030203g1.t1	XP_039764372.1
OG0005911	HMEL030386g1.t1	XP_039760079.1
OG0005912	HMEL010360g1.t1	XP_039745202.1
OG0005913	HMEL017194g1.t1	XP_039765149.1
OG0005914	HMEL010361g1.t1	XP_039745096.1
OG0005915	HMEL011247g1.t1	XP_039748424.1
OG0005917	HMEL025055-RA	XP_039750500.1
OG0005918	HMEL030204g1.t1	XP_039765154.1
OG0005919	HMEL010362g1.t1	XP_039765803.1
OG0005920	HMEL014108g1.t1	XP_039759524.1
OG0005921	HMEL014107g1.t1	XP_039753566.1
OG0005922	HMEL015729g1.t1	XP_039751590.1
OG0005923	HMEL017191g1.t1	XP_039764966.1
OG0005924	HMEL032849g1.t1	XP_039753840.1
OG0005925	HMEL030206g1.t1	XP_039763673.1
OG0005926	HMEL021513g1.t1	XP_039758168.1
OG0005927	HMEL015730g1.t1	XP_039751350.1
OG0005928	HMEL004353g1.t1	XP_039760592.1
OG0005930	HMEL022506-RA	XP_039751334.1
OG0005931	HMEL007725g1.t1	XP_039747146.1
OG0005932	HMEL007726g1.t1	XP_039746928.1
OG0005933	HMEL015733g1.t1	XP_039751409.1
OG0005934	HMEL037394g1.t1	XP_039747976.1
OG0005935	HMEL031840g1.t1	XP_039749289.1
OG0005936	HMEL015358g1.t1	XP_039748875.1
OG0005937	HMEL007729g1.t1	XP_039747021.1
OG0005938	HMEL006471g1.t1	XP_039762289.1
OG0005939	HMEL031841g1.t1	XP_039748651.1
OG0005940	HMEL015361g1.t1	XP_039749000.1
OG0005941	HMEL013581g1.t1	XP_039745351.1
OG0005942	HMEL015362g1.t1	XP_039748648.1
OG0005943	HMEL006469g1.t1	XP_039762244.1
OG0005944	HMEL013580g1.t1	XP_039745099.1
OG0005945	HMEL005335g1.t1	XP_039745801.1
OG0005946	HMEL030748g1.t1	XP_039758250.1
OG0005947	HMEL007447-RA	XP_039758600.1
OG0005948	HMEL030749g1.t1	XP_039761148.1
OG0005949	HMEL014101g1.t1	XP_039757081.1
OG0005950	HMEL006468g1.t1	XP_039762122.1
OG0005951	HMEL033874g1.t1	XP_039745857.1
OG0005953	HMEL037537g1.t1	XP_039755968.1
OG0005954	HMEL010867g1.t1	XP_039755360.1
OG0005955	HMEL030752g1.t1	XP_039757300.1
OG0005956	HMEL008972g1.t1	XP_039749627.1
OG0005957	HMEL008505-RA	XP_039747721.1
OG0005958	HMEL037538g1.t1	XP_039755396.1
OG0005959	HMEL037539g1.t1	XP_039755400.1
OG0005960	HMEL008973g1.t1	XP_039749365.1
OG0005961	HMEL007732g1.t1	XP_039747096.1
OG0005962	HMEL005513g1.t1	XP_039758994.1
OG0005963	HMEL037189g1.t1	XP_039762862.1
OG0005964	HMEL010735g1.t1	XP_039762695.1
OG0005965	HMEL007445g1.t1	XP_039758803.1
OG0005966	HMEL005515g1.t1	XP_039758995.1
OG0005967	HMEL014462g1.t1	XP_039760409.1
OG0005968	HMEL007734g1.t1	XP_039747338.1
OG0005969	HMEL005516g1.t1	XP_039759446.1
OG0005970	HMEL035044g1.t1	XP_039746841.1
OG0005971	HMEL010736g1.t1	XP_039762944.1
OG0005972	HMEL008979g1.t1	XP_039749584.1
OG0005973	HMEL014099g1.t1	XP_039754317.1
OG0005974	HMEL005520g1.t1	XP_039759443.1
OG0005975	HMEL007207g1.t1	XP_039756464.1
OG0005976	HMEL005522g1.t1	XP_039759595.1
OG0005977	HMEL034841g1.t1	XP_039751509.1
OG0005978	HMEL008747g1.t1	XP_039751371.1
OG0005979	HMEL007208g1.t1	XP_039756173.1
OG0005980	HMEL008748g1.t1	XP_039751203.1
OG0005981	HMEL007439g1.t1	XP_039758817.1
OG0005982	HMEL014635g1.t1	XP_039760076.1
OG0005983	HMEL012730g1.t1	XP_039763676.1
OG0005984	HMEL030208g1.t1	XP_039764959.1
OG0005985	HMEL012380g1.t1	XP_039765128.1
OG0005986	HMEL010236g1.t1	XP_039757041.1
OG0005987	HMEL007437g1.t1	XP_039758588.1
OG0005988	HMEL007209g1.t1	XP_039756587.1
OG0005989	HMEL012729g1.t1	XP_039763435.1
OG0005990	HMEL008903g1.t1	XP_039750009.1
OG0005991	HMEL012382g1.t1	XP_039765048.1
OG0005993	HMEL007337g1.t1	XP_039763869.1
OG0005994	HMEL008556g1.t1	XP_039755842.1
OG0005995	HMEL011980g1.t1	XP_039752894.1
OG0005996	HMEL012383g1.t1	XP_039764884.1
OG0005997	HMEL010238g1.t1	XP_039757298.1
OG0005998	HMEL037542g1.t1	XP_039755944.1
OG0006000	HMEL016851g1.t1	XP_039745329.1
OG0006001	HMEL030210g1.t1	XP_039764958.1
OG0006002	HMEL007210g1.t1	XP_039756588.1
OG0006003	HMEL012225g1.t1	XP_039763626.1
OG0006004	HMEL006523g1.t1	XP_039765674.1
OG0006005	HMEL037855g1.t1	XP_039758077.1
OG0006006	HMEL006522g1.t1	XP_039745332.1
OG0006007	HMEL037854g1.t1	XP_039757559.1
OG0006008	HMEL003609g1.t1	XP_039749845.1
OG0006009	HMEL012224g1.t1	XP_039763466.1
OG0006010	HMEL010239g1.t1	XP_039756959.1
OG0006012	HMEL012812g1.t1	XP_039745968.1
OG0006013	HMEL009162g1.t1	XP_039757754.1
OG0006014	HMEL010241g1.t1	XP_039757020.1
OG0006015	HMEL010242g1.t1	XP_039757326.1
OG0006016	HMEL009038g1.t1	XP_039749281.1
OG0006017	HMEL013011g1.t1	XP_039754065.1
OG0006018	HMEL013008g1.t1	XP_039753903.1
OG0006019	HMEL008754g1.t1	XP_039751108.1
OG0006020	HMEL010244g1.t1	XP_039756819.1
OG0006021	HMEL034473g1.t1	XP_039761377.1
OG0006022	HMEL030393g1.t1	XP_039759951.1
OG0006023	HMEL003826g1.t1	XP_039747205.1
OG0006026	HMEL031844g1.t1	XP_039748587.1
OG0006027	HMEL010245g1.t1	XP_039757049.1
OG0006028	HMEL008757g1.t1	XP_039751248.1
OG0006029	HMEL014643g1.t1	XP_039760089.1
OG0006031	HMEL008759g1.t1	XP_039751028.1
OG0006032	HMEL007215-RA	XP_039756127.1
OG0006033	HMEL014645g1.t1	XP_039759913.1
OG0006034	HMEL014646g1.t1	XP_039760259.1
OG0006035	HMEL017595g1.t1	XP_039760218.1
OG0006036	HMEL010738g1.t1	XP_039762692.1, XP_039762691.1
OG0006037	HMEL007430g1.t1	XP_039758505.1
OG0006038	HMEL003946g1.t1	XP_039755348.1
OG0006039	HMEL010248g1.t1	XP_039756916.1
OG0006040	HMEL017600g1.t1	XP_039759770.1
OG0006041	HMEL016849g1.t1	XP_039750097.1
OG0006042	HMEL032200g1.t1	XP_039747583.1
OG0006043	HMEL030213g1.t1	XP_039763415.1
OG0006044	HMEL011906g1.t1	XP_039753150.1
OG0006045	HMEL016321g1.t1	XP_039761232.1
OG0006046	HMEL008337g1.t1	XP_039752692.1
OG0006047	HMEL017601g1.t1	XP_039759765.1
OG0006048	HMEL008338g1.t1	XP_039752475.1
OG0006049	HMEL010250g1.t1	XP_039757080.1
OG0006050	HMEL011908g1.t1	XP_039753585.1
OG0006051	HMEL008592g1.t1	XP_039757675.1
OG0006052	HMEL008763g1.t1	XP_039751314.1
OG0006053	HMEL003828g1.t1	XP_039747185.1
OG0006054	HMEL004519g1.t1	XP_039758263.1
OG0006055	HMEL016180g1.t1, HMEL032493g1.t1	XP_039759581.1
OG0006056	HMEL006533g1.t1	XP_039757612.1
OG0006057	HMEL005221g1.t1	XP_039761919.1
OG0006058	HMEL032498g1.t1	XP_039759293.1
OG0006059	HMEL030396g1.t1	XP_039759924.1
OG0006060	HMEL011910-RA	XP_039753011.1
OG0006061	HMEL016844g1.t1	XP_039747588.1
OG0006062	HMEL012393g1.t1	XP_039765134.1
OG0006063	HMEL032499g1.t1	XP_039759501.1
OG0006064	HMEL014453g1.t1	XP_039760313.1
OG0006066	HMEL012394g1.t1	XP_039763882.1
OG0006067	HMEL012395g1.t1	XP_039765063.1
OG0006068	HMEL012396g1.t1	XP_039765010.1
OG0006069	HMEL011911g1.t1	XP_039753492.1
OG0006070	HMEL008765g1.t1	XP_039751706.1
OG0006071	HMEL037056g1.t1	XP_039749672.1
OG0006072	HMEL012397g1.t1	XP_039764806.1
OG0006073	HMEL030215g1.t1	XP_039764805.1
OG0006074	HMEL002650g1.t1	XP_039749674.1
OG0006075	HMEL030765g1.t1	XP_039760024.1
OG0006076	HMEL003192g1.t1	XP_039746439.1
OG0006077	HMEL014451g1.t1	XP_039760342.1
OG0006078	HMEL008544g1.t1	XP_039754140.1
OG0006079	HMEL032500g1.t1	XP_039759661.1
