Orthogroup	Heliconius_melpomene_melpomene	Maniola_hyperantus
OG0005641	HMEL009577g1.t1	XP_034835408.1
OG0005642	HMEL009939g1.t1	XP_034825758.1
OG0005643	HMEL009940g1.t1	XP_034825756.1
OG0005644	HMEL014434g1.t1	XP_034839012.1
OG0005645	HMEL009576g1.t1	XP_034835401.1
OG0005646	HMEL014433g1.t1	XP_034839017.1
OG0005647	HMEL009941g1.t1	XP_034825759.1
OG0005648	HMEL009942g1.t1	XP_034825761.1
OG0005649	HMEL011243g1.t1	XP_034838620.1
OG0005650	HMEL012551g1.t1	XP_034840803.1
OG0005651	HMEL008120g1.t1	XP_034838189.1
OG0005652	HMEL012552g1.t1	XP_034840809.1, XP_034840810.1
OG0005653	HMEL032870g1.t1	XP_034830587.1
OG0005654	HMEL003739g1.t1	XP_034827810.1
OG0005655	HMEL008399g1.t1	XP_034833251.1
OG0005656	HMEL017251g1.t1	XP_034824090.1
OG0005657	HMEL005846g1.t1	XP_034836879.1
OG0005658	HMEL007743g1.t1	XP_034830728.1
OG0005659	HMEL032472g1.t1	XP_034835211.1, XP_034835209.1
OG0005660	HMEL013200g1.t1	XP_034826310.1
OG0005661	HMEL008110g1.t1	XP_034838158.1
OG0005662	HMEL034454g1.t1	XP_034836754.1
OG0005663	HMEL009809g1.t1	XP_034839340.1
OG0005664	HMEL008112g1.t1	XP_034838133.1
OG0005665	HMEL017249g1.t1	XP_034840935.1
OG0005666	HMEL013199g1.t1	XP_034826303.1
OG0005667	HMEL037321g1.t1	XP_034838917.1
OG0005668	HMEL008113g1.t1	XP_034838144.1
OG0005669	HMEL013198g1.t1	XP_034826308.1
OG0005670	HMEL004084g1.t1	XP_034834735.1
OG0005671	HMEL013197g1.t1	XP_034826309.1
OG0005672	HMEL016595g1.t1	XP_034836964.1
OG0005673	HMEL003654g1.t1	XP_034832785.1
OG0005674	HMEL004085g1.t1	XP_034839103.1
OG0005675	HMEL012549g1.t1	XP_034840363.1
OG0005676	HMEL013195g1.t1	XP_034826307.1
OG0005677	HMEL010701g1.t1	XP_034824891.1
OG0005678	HMEL007741g1.t1	XP_034830561.1
OG0005679	HMEL012548g1.t1	XP_034840314.1
OG0005680	HMEL006176g1.t1	XP_034837137.1
OG0005681	HMEL012547g1.t1	XP_034840126.1
OG0005682	HMEL031815g1.t1	XP_034824925.1
OG0005683	HMEL007739g1.t1	XP_034830557.1
OG0005684	HMEL010699g1.t1	XP_034824917.1
OG0005685	HMEL013192g1.t1	XP_034826483.1
OG0005686	HMEL004086g1.t1	XP_034839269.1
OG0005687	HMEL009806g1.t1	XP_034839660.1
OG0005688	HMEL004089g1.t1	XP_034839111.1
OG0005689	HMEL030179g1.t1	XP_034827576.1
OG0005690	HMEL035331g1.t1	XP_034828246.1
OG0005691	HMEL014438g1.t1	XP_034839107.1
OG0005692	HMEL030180g1.t1	XP_034827607.1
OG0005694	HMEL017243g1.t1	XP_034827735.1
OG0005695	HMEL002731g1.t1	XP_034838271.1
OG0005696	HMEL013189g1.t1	XP_034826069.1
OG0005697	HMEL017306g1.t1	XP_034835080.1
OG0005698	HMEL013188g1.t1	XP_034826068.1
OG0005699	HMEL002312g1.t1	XP_034831273.1
OG0005700	HMEL006173g1.t1	XP_034837452.1
OG0005701	HMEL006171g1.t1	XP_034837455.1
OG0005702	HMEL017242g1.t1	XP_034827782.1
OG0005703	HMEL009363g1.t1	XP_034834287.1
OG0005704	HMEL030181g1.t1	XP_034827789.1
OG0005705	HMEL012478g1.t1	XP_034834290.1
OG0005707	HMEL012736g1.t1	XP_034839753.1
OG0005708	HMEL037981g1.t1	XP_034834286.1
OG0005709	HMEL012735g1.t1	XP_034839751.1
OG0005710	HMEL016354g1.t1	XP_034839123.1
OG0005711	HMEL011234g1.t1	XP_034838528.1
OG0005712	HMEL036980g1.t1	XP_034830128.1
OG0005713	HMEL002544g1.t1	XP_034830127.1
OG0005714	HMEL010524g1.t1	XP_034831992.1
OG0005715	HMEL010327g1.t1, HMEL036324g1.t1	XP_034824031.1
OG0005716	HMEL002813g1.t1	XP_034832598.1
OG0005717	HMEL031212g1.t1	XP_034824032.1
OG0005718	HMEL030500g1.t1	XP_034835812.1
OG0005719	HMEL012542g1.t1	XP_034840533.1
OG0005720	HMEL012541g1.t1	XP_034840080.1
OG0005721	HMEL031822g1.t1	XP_034824292.1
OG0005722	HMEL011231-RA	XP_034838715.1
OG0005723	HMEL002552g1.t1	XP_034832080.1
OG0005724	HMEL036978g1.t1	XP_034830060.1
OG0005725	HMEL017235g1.t1	XP_034825679.1
OG0005726	HMEL002539g1.t1	XP_034829678.1
OG0005727	HMEL030184g1.t1	XP_034825885.1
OG0005728	HMEL017233g1.t1	XP_034825959.1
OG0005729	HMEL035022g1.t1	XP_034840306.1
OG0005730	HMEL017996g1.t1	XP_034824227.1
OG0005731	HMEL011586g1.t1	XP_034831259.1
OG0005732	HMEL006187g1.t1	XP_034837347.1
OG0005733	HMEL002812g1.t1	XP_034832688.1
OG0005734	HMEL017231g1.t1	XP_034826050.1
OG0005735	HMEL012533g1.t1	XP_034839568.1
OG0005736	HMEL035324g1.t1	XP_034827518.1
OG0005737	HMEL002810g1.t1	XP_034832577.1
OG0005738	HMEL031827g1.t1	XP_034824952.1
OG0005739	HMEL017229g1.t1	XP_034840859.1
OG0005740	HMEL011228g1.t1	XP_034838703.1
OG0005741	HMEL031210g1.t1	XP_034841296.1
OG0005742	HMEL008731g1.t1	XP_034825929.1
OG0005743	HMEL035783g1.t1	XP_034839752.1
OG0005744	HMEL010402g1.t1	XP_034836507.1
OG0005745	HMEL002445g1.t1	XP_034834218.1
OG0005746	HMEL010755g1.t1	XP_034827337.1
OG0005747	HMEL017224g1.t1	XP_034825897.1
OG0005748	HMEL031398g1.t1, HMEL008733g1.t1	XP_034825911.1
OG0005749	HMEL010756g1.t1	XP_034827336.1
OG0005750	HMEL033920g1.t1	XP_034825087.1
OG0005751	HMEL036427g1.t1	XP_034833488.1
OG0005753	HMEL010758g1.t1	XP_034827339.1
OG0005754	HMEL030190g1.t1	XP_034825980.1
OG0005755	HMEL008388g1.t1	XP_034833485.1
OG0005756	HMEL017220g1.t1	XP_034825991.1
OG0005758	HMEL017219g1.t1	XP_034825776.1
OG0005759	HMEL008735g1.t1	XP_034826486.1
OG0005760	HMEL036160g1.t1	XP_034828503.1
OG0005761	HMEL012530g1.t1	XP_034840369.1
OG0005762	HMEL030191g1.t1	XP_034840838.1
OG0005763	HMEL032864g1.t1	XP_034830570.1
OG0005764	HMEL030192g1.t1	XP_034825705.1
OG0005765	HMEL032863g1.t1	XP_034830583.1
OG0005766	HMEL032862g1.t1	XP_034830574.1
OG0005767	HMEL017216g1.t1	XP_034825921.1
OG0005768	HMEL002437g1.t1	XP_034830550.1
OG0005769	HMEL011221g1.t1	XP_034838688.1
OG0005770	HMEL013885g1.t1	XP_034827897.1
OG0005771	HMEL032861g1.t1	XP_034830579.1
OG0005772	HMEL011227g1.t1	XP_034838382.1
OG0005773	HMEL011216g1.t1	XP_034838650.1
OG0005774	HMEL010336g1.t1	XP_034841156.1
OG0005775	HMEL009811g1.t1	XP_034839173.1
OG0005776	HMEL017480g1.t1	XP_034829099.1
OG0005777	HMEL031209g1.t1	XP_034841179.1
OG0005778	HMEL014140g1.t1	XP_034839121.1
OG0005780	HMEL017961g1.t1	XP_034835396.1
OG0005781	HMEL002802g1.t1	XP_034832571.1
OG0005782	HMEL013884g1.t1	XP_034827904.1
OG0005783	HMEL011213g1.t1	XP_034838641.1
OG0005785	HMEL017482g1.t1	XP_034829461.1
OG0005786	HMEL014136g1.t1	XP_034832531.1
OG0005787	HMEL014135g1.t1	XP_034839306.1
OG0005788	HMEL009736g1.t1	XP_034836517.1
OG0005789	HMEL011215g1.t1	XP_034838652.1, XP_034838651.1
OG0005790	HMEL017483g1.t1	XP_034829098.1
OG0005791	HMEL037199g1.t1	XP_034839052.1
OG0005792	HMEL014132g1.t1	XP_034837723.1
OG0005793	HMEL010343g1.t1	XP_034840857.1
OG0005794	HMEL037196g1.t1	XP_034838887.1
OG0005795	HMEL030738g1.t1	XP_034837754.1
OG0005796	HMEL017960g1.t1	XP_034835609.1
OG0005797	HMEL036157g1.t1	XP_034828487.1
OG0005798	HMEL030739g1.t1	XP_034837736.1
OG0005799	HMEL014131g1.t1	XP_034837714.1
OG0005800	HMEL017626g1.t1	XP_034839050.1
OG0005802	HMEL017959g1.t1	XP_034835612.1
OG0005803	HMEL011187g1.t1	XP_034838618.1
OG0005804	HMEL016585g1.t1	XP_034836954.1
OG0005805	HMEL010344g1.t1	XP_034841052.1
OG0005806	HMEL016952g1.t1	XP_034837089.1
OG0005807	HMEL010345g1.t1	XP_034841153.1
OG0005808	HMEL016515g1.t1	XP_034829894.1
OG0005809	HMEL033912g1.t1	XP_034825071.1
OG0005810	HMEL011182g1.t1	XP_034838617.1
OG0005811	HMEL025023g1.t1	XP_034828488.1
OG0005812	HMEL011183g1.t1	XP_034838614.1
OG0005813	HMEL016584g1.t1	XP_034836861.1
OG0005815	HMEL007044-RA	XP_034827579.1
OG0005816	HMEL025024g1.t1	XP_034828507.1
OG0005818	HMEL007043g1.t1	XP_034827559.1
OG0005819	HMEL033639g1.t1, HMEL032857g1.t1, HMEL022376g1.t1	XP_034830847.1
OG0005820	HMEL016582g1.t1	XP_034836999.1
OG0005821	HMEL025026g1.t1	XP_034828809.1
OG0005822	HMEL002792g1.t1	XP_034832824.1
OG0005823	HMEL008384g1.t1	XP_034833376.1
OG0005824	HMEL022377g1.t1, HMEL032851g1.t1	XP_034830577.1
OG0005825	HMEL016611g1.t1	XP_034826756.1
OG0005826	HMEL014126g1.t1	XP_034835056.1
OG0005827	HMEL008382g1.t1	XP_034833382.1
OG0005828	HMEL036152g1.t1	XP_034828505.1
OG0005829	HMEL008381g1.t1	XP_034833377.1
OG0005830	HMEL025031g1.t1	XP_034828590.1
OG0005831	HMEL025032-RA	XP_034828589.1
OG0005832	HMEL014901g1.t1	XP_034835738.1
OG0005833	HMEL003569g1.t1	XP_034827536.1
OG0005834	HMEL016477g1.t1	XP_034834125.1
OG0005835	HMEL016514g1.t1	XP_034829652.1
OG0005836	HMEL016581g1.t1	XP_034836995.1
OG0005837	HMEL017487-RA	XP_034829093.1
OG0005838	HMEL010349g1.t1	XP_034840860.1
OG0005839	HMEL003567g1.t1	XP_034827578.1
OG0005840	HMEL016606g1.t1	XP_034826695.1
OG0005841	HMEL002789g1.t1	XP_034832826.1
OG0005842	HMEL002788g1.t1	XP_034832823.1
OG0005843	HMEL034875g1.t1	XP_034826697.1
OG0005844	HMEL034829g1.t1	XP_034826698.1
OG0005845	HMEL002787g1.t1	XP_034832789.1
OG0005846	HMEL005067-RA	XP_034840393.1
OG0005847	HMEL016429g1.t1	XP_034826694.1
OG0005848	HMEL002786g1.t1	XP_034832732.1
OG0005850	HMEL016430g1.t1	XP_034826883.1
OG0005851	HMEL016426g1.t1	XP_034827255.1
OG0005852	HMEL016427g1.t1	XP_034827258.1
OG0005853	HMEL016428g1.t1	XP_034827046.1
OG0005854	HMEL016512g1.t1	XP_034829875.1
OG0005855	HMEL037387g1.t1	XP_034838646.1
OG0005856	HMEL016425g1.t1	XP_034827254.1
OG0005857	HMEL016423g1.t1	XP_034827257.1
OG0005858	HMEL031835g1.t1	XP_034824943.1
OG0005859	HMEL002785g1.t1	XP_034832715.1
OG0005860	HMEL017660g1.t1	XP_034831645.1
OG0005861	HMEL002784g1.t1	XP_034832929.1
OG0005862	HMEL015520g1.t1	XP_034827570.1
OG0005863	HMEL017210g1.t1	XP_034828115.1
OG0005864	HMEL015519g1.t1	XP_034827572.1
OG0005865	HMEL016571g1.t1	XP_034825930.1
OG0005866	HMEL015518g1.t1	XP_034827575.1
OG0005867	HMEL017208g1.t1	XP_034828004.1
OG0005868	HMEL009470g1.t1	XP_034836043.1
OG0005869	HMEL017665g1.t1	XP_034831648.1
OG0005870	HMEL017207g1.t1	XP_034828073.1
OG0005871	HMEL015515g1.t1	XP_034827565.1
OG0005872	HMEL003559g1.t1	XP_034827794.1
OG0005873	HMEL014117g1.t1	XP_034838737.1
OG0005874	HMEL009469g1.t1	XP_034836048.1
OG0005875	HMEL017779-RA	XP_034833179.1
OG0005876	HMEL016950g1.t1	XP_034837165.1
OG0005877	HMEL011202g1.t1	XP_034838676.1
OG0005878	HMEL012793g1.t1	XP_034825360.1
OG0005879	HMEL017205g1.t1	XP_034824745.1
OG0005880	HMEL009468g1.t1	XP_034836060.1
OG0005881	HMEL021104g1.t1	XP_034825357.1
OG0005882	HMEL033214g1.t1	XP_034827549.1
OG0005883	HMEL035670g1.t1	XP_034839251.1
OG0005884	HMEL009467g1.t1	XP_034836224.1
OG0005885	HMEL030761g1.t1	XP_034835925.1
OG0005887	HMEL014342g1.t1	XP_034830845.1
OG0005888	HMEL009466g1.t1	XP_034836066.1
OG0005889	HMEL004395g1.t1	XP_034832615.1
OG0005890	HMEL015704-RA	XP_034840372.1
OG0005892	HMEL009983g1.t1	XP_034825468.1
OG0005893	HMEL034835g1.t1	XP_034826996.1
OG0005894	HMEL032480g1.t1	XP_034835291.1
OG0005895	HMEL017202g1.t1	XP_034827900.1
OG0005896	HMEL022552g1.t1	XP_034838878.1
OG0005897	HMEL017201g1.t1	XP_034827891.1
OG0005898	HMEL004401-RA	XP_034832665.1
OG0005899	HMEL007718g1.t1	XP_034840580.1
OG0005900	HMEL016567g1.t1	XP_034826403.1
OG0005901	HMEL032217g1.t1	XP_034836672.1
OG0005902	HMEL007719g1.t1	XP_034840571.1
OG0005903	HMEL011518-RA	XP_034838944.1
OG0005904	HMEL007720g1.t1	XP_034840581.1
OG0005905	HMEL004114g1.t1	XP_034826405.1
OG0005906	HMEL011442g1.t1	XP_034836666.1
OG0005907	HMEL037532g1.t1	XP_034831106.1
OG0005908	HMEL030744g1.t1	XP_034835166.1
OG0005909	HMEL030202g1.t1	XP_034824648.1
OG0005910	HMEL030203g1.t1	XP_034824484.1
OG0005911	HMEL030386g1.t1	XP_034836054.1
OG0005912	HMEL010360g1.t1	XP_034824151.1
OG0005913	HMEL017194g1.t1	XP_034829774.1
OG0005914	HMEL010361g1.t1	XP_034824150.1
OG0005915	HMEL011247g1.t1	XP_034838461.1
OG0005916	HMEL011248g1.t1	XP_034838415.1
OG0005917	HMEL025055-RA	XP_034828679.1
OG0005918	HMEL030204g1.t1	XP_034829795.1
OG0005919	HMEL010362g1.t1	XP_034824149.1
OG0005920	HMEL014108g1.t1	XP_034835199.1
OG0005921	HMEL014107g1.t1	XP_034835139.1
OG0005922	HMEL015729g1.t1	XP_034827009.1
OG0005923	HMEL017191g1.t1	XP_034824836.1
OG0005924	HMEL032849g1.t1	XP_034830572.1
OG0005925	HMEL030206g1.t1	XP_034824846.1
OG0005926	HMEL021513g1.t1	XP_034833773.1
OG0005927	HMEL015730g1.t1	XP_034826979.1
OG0005928	HMEL004353g1.t1	XP_034837260.1
OG0005930	HMEL022506-RA	XP_034827050.1
OG0005931	HMEL007725g1.t1	XP_034840562.1
OG0005932	HMEL007726g1.t1	XP_034840552.1
OG0005933	HMEL015733g1.t1	XP_034827004.1
OG0005934	HMEL037394g1.t1	XP_034838632.1
OG0005935	HMEL031840g1.t1	XP_034824406.1
OG0005936	HMEL015358g1.t1	XP_034824405.1
OG0005937	HMEL007729g1.t1	XP_034840573.1
OG0005938	HMEL006471g1.t1	XP_034837954.1
OG0005939	HMEL031841g1.t1	XP_034824875.1
OG0005940	HMEL015361g1.t1	XP_034824879.1
OG0005941	HMEL013581g1.t1	XP_034840973.1
OG0005942	HMEL015362g1.t1	XP_034824872.1
OG0005943	HMEL006469g1.t1	XP_034838295.1
OG0005944	HMEL013580g1.t1	XP_034841204.1
OG0005945	HMEL005335g1.t1	XP_034825470.1
OG0005946	HMEL030748g1.t1	XP_034835618.1
OG0005947	HMEL007447-RA	XP_034833216.1
OG0005948	HMEL030749g1.t1	XP_034835630.1
OG0005949	HMEL014101g1.t1	XP_034835607.1
OG0005950	HMEL006468g1.t1	XP_034837914.1
OG0005951	HMEL033874g1.t1	XP_034825037.1
OG0005953	HMEL037537g1.t1	XP_034831123.1
OG0005954	HMEL010867g1.t1	XP_034831113.1
OG0005955	HMEL030752g1.t1	XP_034835649.1
OG0005956	HMEL008972g1.t1	XP_034829527.1
OG0005957	HMEL008505-RA	XP_034838416.1
OG0005958	HMEL037538g1.t1	XP_034831128.1
OG0005959	HMEL037539g1.t1	XP_034831130.1
OG0005960	HMEL008973g1.t1	XP_034829528.1
OG0005961	HMEL007732g1.t1	XP_034840579.1
OG0005962	HMEL005513g1.t1	XP_034835292.1
OG0005963	HMEL037189g1.t1	XP_034838736.1
OG0005964	HMEL010735g1.t1	XP_034838734.1
OG0005965	HMEL007445g1.t1	XP_034833162.1
OG0005966	HMEL005515g1.t1	XP_034835288.1
OG0005967	HMEL014462g1.t1	XP_034837086.1
OG0005968	HMEL007734g1.t1	XP_034840407.1
OG0005969	HMEL005516g1.t1	XP_034835293.1
OG0005970	HMEL035044g1.t1	XP_034840130.1
OG0005971	HMEL010736g1.t1	XP_034838976.1
OG0005972	HMEL008979g1.t1	XP_034829750.1
OG0005973	HMEL014099g1.t1	XP_034832314.1
OG0005974	HMEL005520g1.t1	XP_034835107.1
OG0005975	HMEL007207g1.t1	XP_034834487.1
OG0005976	HMEL005522g1.t1	XP_034835110.1
OG0005977	HMEL034841g1.t1	XP_034826986.1
OG0005978	HMEL008747g1.t1	XP_034827012.1
OG0005979	HMEL007208g1.t1	XP_034834485.1
OG0005980	HMEL008748g1.t1	XP_034826978.1
OG0005981	HMEL007439g1.t1	XP_034833135.1
OG0005982	HMEL014635g1.t1	XP_034836045.1
OG0005983	HMEL012730g1.t1	XP_034839759.1
OG0005984	HMEL030208g1.t1	XP_034824946.1
OG0005985	HMEL012380g1.t1	XP_034824368.1
OG0005986	HMEL010236g1.t1	XP_034832670.1
OG0005987	HMEL007437g1.t1	XP_034833221.1
OG0005988	HMEL007209g1.t1	XP_034834483.1
OG0005989	HMEL012729g1.t1	XP_034839197.1
OG0005990	HMEL008903g1.t1	XP_034829539.1
OG0005991	HMEL012382g1.t1	XP_034837932.1
OG0005993	HMEL007337g1.t1	XP_034839654.1
OG0005994	HMEL008556g1.t1	XP_034831141.1
OG0005995	HMEL011980g1.t1	XP_034832208.1
OG0005996	HMEL012383g1.t1	XP_034838354.1
OG0005997	HMEL010238g1.t1	XP_034833070.1
OG0005998	HMEL037542g1.t1	XP_034831211.1
OG0006000	HMEL016851g1.t1	XP_034825833.1
OG0006001	HMEL030210g1.t1	XP_034839300.1
OG0006002	HMEL007210g1.t1	XP_034834484.1
OG0006003	HMEL012225g1.t1	XP_034839315.1
OG0006004	HMEL006523g1.t1	XP_034841426.1
OG0006005	HMEL037855g1.t1	XP_034833821.1
OG0006006	HMEL006522g1.t1	XP_034841424.1
OG0006007	HMEL037854g1.t1	XP_034833812.1
OG0006008	HMEL003609g1.t1	XP_034829610.1
OG0006009	HMEL012224g1.t1	XP_034839387.1
OG0006010	HMEL010239g1.t1	XP_034832519.1
OG0006012	HMEL012812g1.t1	XP_034825367.1
OG0006013	HMEL009162g1.t1	XP_034833798.1
OG0006014	HMEL010241g1.t1	XP_034832521.1
OG0006015	HMEL010242g1.t1	XP_034832520.1
OG0006016	HMEL009038g1.t1	XP_034824216.1
OG0006017	HMEL013011g1.t1	XP_034830584.1
OG0006018	HMEL013008g1.t1	XP_034830552.1
OG0006019	HMEL008754g1.t1	XP_034826985.1
OG0006020	HMEL010244g1.t1	XP_034832512.1
OG0006021	HMEL034473g1.t1	XP_034836810.1
OG0006022	HMEL030393g1.t1	XP_034835821.1
OG0006023	HMEL003826g1.t1	XP_034840100.1
OG0006025	HMEL003827g1.t1	XP_034840092.1, XP_034840091.1
OG0006026	HMEL031844g1.t1	XP_034824569.1
OG0006027	HMEL010245g1.t1	XP_034832516.1
OG0006028	HMEL008757g1.t1	XP_034827010.1
OG0006029	HMEL014643g1.t1	XP_034835822.1
OG0006030	HMEL016324g1.t1	XP_034836917.1
OG0006031	HMEL008759g1.t1	XP_034827005.1
OG0006032	HMEL007215-RA	XP_034834456.1
OG0006033	HMEL014645g1.t1	XP_034835849.1
OG0006034	HMEL014646g1.t1	XP_034835770.1
OG0006035	HMEL017595g1.t1	XP_034835794.1
OG0006036	HMEL010738g1.t1	XP_034838977.1
OG0006037	HMEL007430g1.t1	XP_034833460.1
OG0006038	HMEL003946g1.t1	XP_034831638.1
OG0006039	HMEL010248g1.t1	XP_034832579.1
OG0006040	HMEL017600g1.t1	XP_034835864.1
OG0006041	HMEL016849g1.t1	XP_034826228.1
OG0006042	HMEL032200g1.t1	XP_034836623.1
OG0006043	HMEL030213g1.t1	XP_034838682.1
OG0006044	HMEL011906g1.t1	XP_034831751.1
OG0006045	HMEL016321g1.t1	XP_034836922.1
OG0006046	HMEL008337g1.t1	XP_034827496.1
OG0006047	HMEL017601g1.t1	XP_034835862.1
OG0006048	HMEL008338g1.t1	XP_034827490.1
OG0006049	HMEL010250g1.t1	XP_034832584.1
OG0006050	HMEL011908g1.t1	XP_034831753.1
OG0006051	HMEL008592g1.t1	XP_034833815.1
OG0006052	HMEL008763g1.t1	XP_034827007.1
OG0006053	HMEL003828g1.t1	XP_034840305.1
OG0006054	HMEL004519g1.t1	XP_034835963.1
OG0006056	HMEL006533g1.t1	XP_034835915.1
OG0006057	HMEL005221g1.t1	XP_034838052.1
OG0006058	HMEL032498g1.t1	XP_034835102.1
OG0006059	HMEL030396g1.t1	XP_034835746.1
OG0006060	HMEL011910-RA	XP_034831984.1
OG0006061	HMEL016844g1.t1	XP_034826513.1
OG0006062	HMEL012393g1.t1	XP_034838465.1
OG0006063	HMEL032499g1.t1	XP_034835105.1
OG0006064	HMEL014453g1.t1	XP_034836172.1
OG0006066	HMEL012394g1.t1	XP_034839590.1
OG0006067	HMEL012395g1.t1	XP_034839490.1
OG0006068	HMEL012396g1.t1	XP_034839888.1
OG0006069	HMEL011911g1.t1	XP_034831988.1
OG0006070	HMEL008765g1.t1	XP_034826858.1
OG0006071	HMEL037056g1.t1	XP_034829725.1
OG0006072	HMEL012397g1.t1	XP_034838243.1
OG0006073	HMEL030215g1.t1	XP_034838036.1
OG0006074	HMEL002650g1.t1	XP_034829729.1
OG0006075	HMEL030765g1.t1	XP_034837287.1
OG0006076	HMEL003192g1.t1	XP_034825066.1
OG0006077	HMEL014451g1.t1	XP_034836228.1
OG0006078	HMEL008544g1.t1	XP_034837244.1
OG0006079	HMEL032500g1.t1	XP_034835065.1
OG0006080	HMEL031855g1.t1	XP_034824752.1
OG0006081	HMEL033193g1.t1	XP_034827481.1
OG0006082	HMEL017883g1.t1	XP_034827141.1
OG0006083	HMEL034878g1.t1	XP_034827136.1
OG0006084	HMEL016603g1.t1	XP_034827133.1
OG0006085	HMEL006223g1.t1	XP_034840189.1
OG0006086	HMEL016318g1.t1	XP_034836729.1
OG0006087	HMEL006221g1.t1	XP_034840375.1
OG0006088	HMEL011916g1.t1	XP_034832453.1
OG0006089	HMEL010434g1.t1, HMEL005723g1.t1	XP_034831361.1
OG0006090	HMEL016434g1.t1	XP_034827140.1
OG0006091	HMEL002763g1.t1	XP_034833789.1
OG0006092	HMEL016317g1.t1	XP_034836724.1
OG0006093	HMEL030217g1.t1	XP_034840207.1
OG0006094	HMEL016437g1.t1	XP_034827134.1
OG0006095	HMEL007225g1.t1	XP_034834769.1
OG0006096	HMEL032834g1.t1	XP_034830271.1
OG0006097	HMEL009768g1.t1	XP_034841497.1
OG0006098	HMEL032835g1.t1	XP_034830356.1
OG0006099	HMEL007976g1.t1	XP_034839446.1
OG0006101	HMEL030769g1.t1	XP_034837257.1
OG0006102	HMEL016438g1.t1	XP_034827250.1
OG0006103	HMEL010473g1.t1	XP_034835212.1
OG0006104	HMEL032836g1.t1	XP_034830546.1
OG0006105	HMEL005511g1.t1	XP_034830839.1
OG0006106	HMEL037725g1.t1	XP_034831596.1
OG0006107	HMEL007426g1.t1	XP_034833530.1
OG0006108	HMEL003843-RA, HMEL009157-RA	XP_034828977.1
OG0006109	HMEL030219g1.t1	XP_034827025.1
OG0006110	HMEL012404g1.t1	XP_034827035.1
OG0006111	HMEL008541g1.t1	XP_034833294.1
OG0006112	HMEL012214g1.t1	XP_034836550.1
OG0006113	HMEL032826g1.t1	XP_034830838.1
OG0006114	HMEL011919g1.t1	XP_034832079.1
OG0006115	HMEL009774g1.t1	XP_034841500.1
OG0006116	HMEL016442g1.t1	XP_034827253.1, XP_034827058.1
OG0006117	HMEL005574g1.t1	XP_034830837.1
OG0006118	HMEL005162g1.t1	XP_034825392.1
OG0006119	HMEL032506g1.t1	XP_034835218.1
OG0006120	HMEL005163g1.t1	XP_034825390.1
OG0006121	HMEL032814g1.t1	XP_034830495.1
OG0006122	HMEL005573g1.t1	XP_034830648.1
OG0006123	HMEL007687g1.t1	XP_034835248.1
OG0006124	HMEL034821g1.t1	XP_034826708.1
OG0006125	HMEL007991g1.t1	XP_034824777.1
OG0006126	HMEL011922g1.t1	XP_034832118.1
OG0006127	HMEL008537g1.t1	XP_034830793.1
OG0006128	HMEL007686g1.t1	XP_034835124.1
OG0006129	HMEL006404g1.t1	XP_034832994.1
OG0006130	HMEL016313g1.t1	XP_034836726.1
OG0006131	HMEL015709g1.t1	XP_034835929.1
OG0006132	HMEL008488g1.t1	XP_034838499.1
OG0006133	HMEL031184g1.t1	XP_034841502.1
OG0006134	HMEL007685g1.t1	XP_034835126.1
OG0006135	HMEL031183g1.t1	XP_034841506.1
OG0006136	HMEL009782g1.t1	XP_034841507.1
OG0006137	HMEL003264g1.t1	XP_034826860.1
OG0006138	HMEL034139g1.t1	XP_034838001.1
OG0006139	HMEL003265g1.t1	XP_034827060.1
OG0006140	HMEL007781g1.t1	XP_034831312.1
OG0006141	HMEL016971g1.t1	XP_034837249.1
OG0006142	HMEL007681g1.t1	XP_034835164.1
OG0006143	HMEL002142g1.t1	XP_034839651.1
OG0006144	HMEL015710g1.t1	XP_034836176.1
OG0006145	HMEL007780g1.t1	XP_034831617.1
OG0006146	HMEL037879g1.t1	XP_034833819.1
OG0006147	HMEL031367g1.t1	XP_034826586.1
OG0006148	HMEL037880g1.t1	XP_034833809.1
OG0006149	HMEL011926g1.t1	XP_034832161.1
OG0006150	HMEL013444g1.t1	XP_034837893.1
OG0006151	HMEL030774g1.t1	XP_034838404.1
OG0006152	HMEL007706g1.t1	XP_034825513.1
OG0006153	HMEL009786g1.t1	XP_034841508.1
OG0006154	HMEL008534g1.t1	XP_034838414.1
OG0006155	HMEL009787g1.t1	XP_034841503.1
OG0006156	HMEL008533g1.t1	XP_034838424.1
OG0006157	HMEL016978g1.t1	XP_034837240.1
OG0006158	HMEL032510g1.t1	XP_034835319.1
OG0006159	HMEL008532g1.t1	XP_034838444.1
OG0006160	HMEL016828g1.t1	XP_034826581.1
OG0006161	HMEL017845g1.t1	XP_034831560.1
OG0006162	HMEL008530g1.t1	XP_034838458.1
OG0006163	HMEL007704g1.t1	XP_034825326.1
OG0006164	HMEL008529g1.t1	XP_034832078.1
OG0006165	HMEL012411g1.t1	XP_034840785.1
OG0006166	HMEL007703g1.t1	XP_034825627.1
OG0006167	HMEL012412g1.t1	XP_034827055.1
OG0006168	HMEL007674g1.t1	XP_034835317.1
OG0006169	HMEL037882g1.t1	XP_034833790.1
OG0006170	HMEL016826g1.t1	XP_034826582.1
OG0006171	HMEL016979g1.t1	XP_034837168.1
OG0006172	HMEL022255g1.t1	XP_034835315.1
OG0006173	HMEL011763g1.t1	XP_034836320.1
OG0006174	HMEL025039g1.t1	XP_034839549.1
