Orthogroup	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
OG0018262			HEL_000543-RA						
OG0018263			HEL_000542-RA						
OG0018264			HEL_000653-RA						
OG0018265			HEL_000652-RA						
OG0018266			HEL_000651-RA						
OG0018267			HEL_000904-RA						
OG0018268			HEL_000637-RA						
OG0018269			HEL_000632-RA						
OG0018270			HEL_000848-RA						
OG0018271			HEL_000847-RA						
OG0018272			HEL_001111-RA						
OG0018273			HEL_001112-RA						
OG0018274			HEL_000783-RA						
OG0018275			HEL_000785-RA						
OG0018276			HEL_000738-RA						
OG0018277			HEL_000732-RA						
OG0018278			HEL_000834-RA						
OG0018279			HEL_000711-RA						
OG0018280			HEL_001136-RA						
OG0018281			HEL_000912-RA						
OG0018282			HEL_000883-RA						
OG0018283			HEL_001004-RA						
OG0018284			HEL_001007-RA						
OG0018285			HEL_001002-RA						
OG0018286			HEL_000536-RA						
OG0018287			HEL_000535-RA						
OG0018288			HEL_000887-RA						
OG0018289			HEL_000960-RA						
OG0018290			HEL_001071-RA						
OG0018291			HEL_000952-RA						
OG0018292			HEL_000939-RA						
OG0018293			HEL_000940-RA						
OG0018294			HEL_000948-RA						
OG0018295			HEL_000864-RA						
OG0018296			HEL_000591-RA						
OG0018297			HEL_000589-RA						
OG0018298			HEL_001073-RA						
OG0018299			HEL_000988-RA						
OG0018300			HEL_000978-RA						
OG0018301			HEL_000979-RA						
OG0018302			HEL_000977-RA						
OG0018303			HEL_000976-RA						
OG0018304			HEL_001058-RA						
OG0018305			HEL_001056-RA						
OG0018306			HEL_001055-RA						
OG0018307			HEL_001047-RA						
OG0018308			HEL_001059-RA						
OG0018309			HEL_001061-RA						
OG0018310			HEL_001099-RA						
OG0018311			HEL_001107-RA						
OG0018312			HEL_001044-RA						
OG0018313			HEL_001033-RA						
OG0018314			HEL_000973-RA						
OG0018315			HEL_011834-RA						
OG0018316			HEL_011849-RA						
OG0018317			HEL_011856-RA						
OG0018318			HEL_011896-RA						
OG0018319			HEL_011907-RA						
OG0018320			HEL_013542-RA						
OG0018321			HEL_013541-RA						
OG0018322			HEL_005653-RA						
OG0018323			HEL_005656-RA						
OG0018324			HEL_005655-RA						
OG0018325			HEL_005677-RA						
OG0018326			HEL_005693-RA						
OG0018327			HEL_005705-RA						
OG0018328			HEL_005716-RA						
OG0018329			HEL_005714-RA						
OG0018330			HEL_005734-RA						
OG0018331			HEL_005741-RA						
OG0018332			HEL_005736-RA						
OG0018333			HEL_005768-RA						
OG0018334			HEL_005759-RA						
OG0018335			HEL_005777-RA						
OG0018336			HEL_005780-RA						
OG0018337			HEL_005812-RA						
OG0018338			HEL_005829-RA						
OG0018339			HEL_007841-RA						
OG0018340			HEL_007843-RA						
OG0018341			HEL_007853-RA						
OG0018342			HEL_007863-RA						
OG0018343			HEL_007907-RA						
OG0018344			HEL_007922-RA						
OG0018345			HEL_007919-RA						
OG0018346			HEL_007942-RA						
OG0018347			HEL_007974-RA						
OG0018348			HEL_007994-RA						
OG0018349			HEL_007991-RA						
OG0018350			HEL_007989-RA						
OG0018351			HEL_007990-RA						
OG0018352			HEL_007987-RA						
OG0018353			HEL_008005-RA						
OG0018354			HEL_008015-RA						
OG0018355			HEL_008023-RA						
OG0018356			HEL_008035-RA						
OG0018357			HEL_008059-RA						
OG0018358			HEL_008050-RA						
OG0018359			HEL_008055-RA						
OG0018360			HEL_008090-RA						
OG0018361			HEL_013190-RA						
OG0018362			HEL_013187-RA						
OG0018363			HEL_013196-RA						
OG0018364			HEL_013193-RA						
OG0018365			HEL_013213-RA						
OG0018366			HEL_013094-RA						
OG0018367			HEL_002176-RA						
OG0018368			HEL_002200-RA						
OG0018369			HEL_002220-RA						
OG0018370			HEL_002298-RA						
OG0018371			HEL_002289-RA						
OG0018372			HEL_002317-RA						
OG0018373			HEL_002377-RA						
OG0018374			HEL_002382-RA						
OG0018375			HEL_002415-RA						
OG0018376			HEL_002443-RA						
OG0018377			HEL_002442-RA						
OG0018378			HEL_002434-RA						
OG0018379			HEL_002433-RA						
OG0018380			HEL_002462-RA						
OG0018381			HEL_002464-RA						
OG0018382			HEL_002473-RA						
OG0018383			HEL_002481-RA						
OG0018384			HEL_002488-RA						
OG0018385			HEL_002506-RA						
OG0018386			HEL_010872-RA						
OG0018387			HEL_010884-RA						
OG0018388			HEL_010917-RA						
OG0018389			HEL_010919-RA						
OG0018390			HEL_010978-RA						
OG0018391			HEL_010992-RA						
OG0018392			HEL_011008-RA						
OG0018393			HEL_011996-RA						
OG0018394			HEL_012009-RA						
OG0018395			HEL_012016-RA						
OG0018396			HEL_012028-RA						
OG0018397			HEL_012039-RA						
OG0018398			HEL_012045-RA						
OG0018399			HEL_012044-RA						
OG0018400			HEL_012041-RA						
OG0018401			HEL_012056-RA						
OG0018402			HEL_006200-RA						
OG0018403			HEL_006204-RA						
OG0018404			HEL_006207-RA						
OG0018405			HEL_006232-RA						
OG0018406			HEL_006231-RA						
OG0018407			HEL_006242-RA						
OG0018408			HEL_006251-RA						
OG0018409			HEL_006258-RA						
OG0018410			HEL_006271-RA						
OG0018411			HEL_006310-RA						
OG0018412			HEL_006312-RA						
OG0018413			HEL_006329-RA						
OG0018414			HEL_006337-RA						
OG0018415			HEL_006347-RA						
OG0018416			HEL_006371-RA						
OG0018417			HEL_006373-RA						
OG0018418			HEL_006379-RA						
OG0018419			HEL_005078-RA						
OG0018420			HEL_005079-RA						
OG0018421			HEL_005095-RA						
OG0018422			HEL_005113-RA						
OG0018423			HEL_005115-RA						
OG0018424			HEL_005123-RA						
OG0018425			HEL_005132-RA						
OG0018426			HEL_005138-RA						
OG0018427			HEL_005148-RA						
OG0018428			HEL_005153-RA						
OG0018429			HEL_005173-RA						
OG0018430			HEL_005187-RA						
OG0018431			HEL_005217-RA						
OG0018432			HEL_005220-RA						
OG0018433			HEL_005222-RA						
OG0018434			HEL_013929-RA						
OG0018435			HEL_012400-RA						
OG0018436			HEL_012417-RA						
OG0018437			HEL_012426-RA						
OG0018438			HEL_012450-RA						
OG0018439			HEL_012451-RA						
OG0018440			HEL_012449-RA						
OG0018441			HEL_012455-RA						
OG0018442			HEL_012453-RA						
OG0018443			HEL_014204-RA						
OG0018444			HEL_014218-RA						
OG0018445			HEL_006389-RA						
OG0018446			HEL_006386-RA						
OG0018447			HEL_006398-RA						
OG0018448			HEL_006409-RA						
OG0018449			HEL_006415-RA						
OG0018450			HEL_006417-RA						
OG0018451			HEL_006422-RA						
OG0018452			HEL_006429-RA						
OG0018453			HEL_006436-RA						
OG0018454			HEL_006441-RA						
OG0018455			HEL_006444-RA						
OG0018456			HEL_006449-RA						
OG0018457			HEL_006450-RA						
OG0018458			HEL_006464-RA						
OG0018459			HEL_006460-RA						
OG0018460			HEL_006471-RA						
OG0018461			HEL_006472-RA						
OG0018462			HEL_006474-RA						
OG0018463			HEL_006498-RA						
OG0018464			HEL_006507-RA						
OG0018465			HEL_006511-RA						
OG0018466			HEL_006512-RA						
OG0018467			HEL_006521-RA						
OG0018468			HEL_006523-RA						
OG0018469			HEL_006526-RA						
OG0018470			HEL_006538-RA						
OG0018471			HEL_006540-RA						
OG0018472			HEL_006547-RA						
OG0018473			HEL_006565-RA						
OG0018474			HEL_006595-RA						
OG0018475			HEL_006609-RA						
OG0018476			HEL_008607-RA						
OG0018477			HEL_008632-RA						
OG0018478			HEL_008631-RA						
OG0018479			HEL_008630-RA						
OG0018480			HEL_008635-RA						
OG0018481			HEL_008647-RA						
OG0018482			HEL_008658-RA						
OG0018483			HEL_008663-RA						
OG0018484			HEL_008671-RA						
OG0018485			HEL_008668-RA						
OG0018486			HEL_013126-RA						
OG0018487			HEL_013131-RA						
OG0018488			HEL_013150-RA						
OG0018489			HEL_013148-RA						
OG0018490			HEL_012252-RA						
OG0018491			HEL_012262-RA						
OG0018492			HEL_012272-RA						
OG0018493			HEL_012275-RA						
OG0018494			HEL_012274-RA						
OG0018495			HEL_012269-RA						
OG0018496			HEL_012271-RA						
OG0018497			HEL_012270-RA						
OG0018498			HEL_012273-RA						
OG0018499			HEL_012282-RA						
OG0018500			HEL_012281-RA						
OG0018501			HEL_012287-RA						
OG0018502			HEL_012299-RA						
OG0018503			HEL_012297-RA						
OG0018504			HEL_012298-RA						
OG0018505			HEL_013804-RA						
OG0018506			HEL_013805-RA						
OG0018507			HEL_013807-RA						
OG0018508			HEL_013813-RA						
OG0018509			HEL_013815-RA						
OG0018510			HEL_013821-RA						
OG0018511			HEL_013819-RA						
OG0018512			HEL_013817-RA						
OG0018513			HEL_013828-RA						
OG0018514			HEL_013838-RA						
OG0018515			HEL_013851-RA						
OG0018516			HEL_013847-RA						
OG0018517			HEL_013848-RA						
OG0018518			HEL_013844-RA						
OG0018519			HEL_013858-RA						
OG0018520			HEL_006612-RA						
OG0018521			HEL_006631-RA						
OG0018522			HEL_006624-RA						
OG0018523			HEL_006639-RA						
OG0018524			HEL_006657-RA						
OG0018525			HEL_006667-RA						
OG0018526			HEL_006666-RA						
OG0018527			HEL_006688-RA						
OG0018528			HEL_006683-RA						
OG0018529			HEL_006703-RA						
OG0018530			HEL_006692-RA						
OG0018531			HEL_006699-RA						
OG0018532			HEL_006723-RA						
OG0018533			HEL_006752-RA						
OG0018534			HEL_006792-RA						
OG0018535			HEL_006809-RA						
OG0018536			HEL_011674-RA						
OG0018537			HEL_011688-RA						
OG0018538			HEL_011693-RA						
OG0018539			HEL_011692-RA						
OG0018540			HEL_011697-RA						
OG0018541			HEL_011707-RA						
OG0018542			HEL_011710-RA						
OG0018543			HEL_011715-RA						
OG0018544			HEL_011740-RA						
OG0018545			HEL_011742-RA						
OG0018546			HEL_011732-RA						
OG0018547			HEL_011747-RA						
OG0018548			HEL_011757-RA						
OG0018549			HEL_011759-RA						
OG0018550			HEL_011758-RA						
OG0018551			HEL_011782-RA						
OG0018552			HEL_011776-RA						
OG0018553			HEL_011778-RA						
OG0018554			HEL_011788-RA						
OG0018555			HEL_011806-RA						
OG0018556			HEL_011810-RA						
OG0018557			HEL_014437-RA						
OG0018558			HEL_014294-RA						
OG0018559			HEL_014315-RA						
OG0018560			HEL_014320-RA						
OG0018561			HEL_000018-RA						
OG0018562			HEL_000198-RA						
OG0018563			HEL_000196-RA						
OG0018564			HEL_000195-RA						
OG0018565			HEL_000197-RA						
OG0018566			HEL_000268-RA						
OG0018567			HEL_000117-RA						
OG0018568			HEL_000040-RA						
OG0018569			HEL_000229-RA						
OG0018570			HEL_000004-RA						
OG0018571			HEL_000001-RA						
OG0018572			HEL_000167-RA						
OG0018573			HEL_000088-RA						
OG0018574			HEL_000333-RA						
OG0018575			HEL_000019-RA						
OG0018576			HEL_000024-RA						
OG0018577			HEL_000010-RA						
OG0018578			HEL_000048-RA						
OG0018579			HEL_000222-RA						
OG0018580			HEL_000260-RA						
OG0018581			HEL_000074-RA						
OG0018582			HEL_000136-RA						
OG0018583			HEL_000361-RA						
OG0018584			HEL_000247-RA						
OG0018585			HEL_000244-RA						
OG0018586			HEL_000474-RA						
OG0018587			HEL_000125-RA						
OG0018588			HEL_000127-RA						
OG0018589			HEL_000331-RA						
OG0018590			HEL_000162-RA						
OG0018591			HEL_000305-RA						
OG0018592			HEL_000306-RA						
OG0018593			HEL_000209-RA						
OG0018594			HEL_000377-RA						
OG0018595			HEL_000357-RA						
OG0018596			HEL_000418-RA						
OG0018597			HEL_000416-RA						
OG0018598			HEL_000101-RA						
OG0018599			HEL_000091-RA						
OG0018600			HEL_000102-RA						
OG0018601			HEL_000444-RA						
OG0018602			HEL_000400-RA						
OG0018603			HEL_000291-RA						
OG0018604			HEL_000393-RA						
OG0018605			HEL_000395-RA						
OG0018606			HEL_000380-RA						
OG0018607			HEL_000367-RA						
OG0018608			HEL_000455-RA						
OG0018609			HEL_000338-RA						
OG0018610			HEL_000462-RA						
OG0018611			HEL_008881-RA						
OG0018612			HEL_008883-RA						
OG0018613			HEL_008893-RA						
OG0018614			HEL_008890-RA						
OG0018615			HEL_008891-RA						
OG0018616			HEL_008905-RA						
OG0018617			HEL_008910-RA						
OG0018618			HEL_008911-RA						
OG0018619			HEL_008919-RA						
OG0018620			HEL_008924-RA						
OG0018621			HEL_008941-RA						
OG0018622			HEL_008939-RA						
OG0018623			HEL_008977-RA						
OG0018624			HEL_008970-RA						
OG0018625			HEL_008976-RA						
OG0018626			HEL_008983-RA						
OG0018627			HEL_009010-RA						
OG0018628			HEL_009017-RA						
OG0018629			HEL_009025-RA						
OG0018630			HEL_009016-RA						
OG0018631			HEL_009019-RA						
OG0018632			HEL_009506-RA						
OG0018633			HEL_009524-RA						
OG0018634			HEL_009541-RA						
OG0018635			HEL_009542-RA						
OG0018636			HEL_009538-RA						
OG0018637			HEL_009549-RA						
OG0018638			HEL_009554-RA						
OG0018639			HEL_009570-RA						
OG0018640			HEL_009587-RA						
OG0018641			HEL_009603-RA						
OG0018642			HEL_009621-RA						
OG0018643			HEL_012712-RA						
OG0018644			HEL_012722-RA						
OG0018645			HEL_012950-RA						
OG0018646			HEL_012964-RA						
OG0018647			HEL_012966-RA						
OG0018648			HEL_014413-RA						
OG0018649			HEL_010303-RA						
OG0018650			HEL_010308-RA						
OG0018651			HEL_010315-RA						
OG0018652			HEL_010326-RA						
OG0018653			HEL_010327-RA						
OG0018654			HEL_010330-RA						
OG0018655			HEL_010331-RA						
OG0018656			HEL_010336-RA						
OG0018657			HEL_010358-RA						
OG0018658			HEL_010378-RA						
OG0018659			HEL_010375-RA						
OG0018660			HEL_010376-RA						
OG0018661			HEL_002996-RA						
OG0018662			HEL_003085-RA						
OG0018663			HEL_003086-RA						
OG0018664			HEL_003084-RA						
OG0018665			HEL_003096-RA						
OG0018666			HEL_003094-RA						
OG0018667			HEL_003106-RA						
OG0018668			HEL_003100-RA						
OG0018669			HEL_003101-RA						
OG0018670			HEL_003099-RA						
OG0018671			HEL_003089-RA						
OG0018672			HEL_003119-RA						
OG0018673			HEL_003145-RA						
OG0018674			HEL_003144-RA						
OG0018675			HEL_003154-RA						
OG0018676			HEL_003193-RA						
OG0018677			HEL_003180-RA						
OG0018678			HEL_003208-RA						
OG0018679			HEL_003215-RA						
OG0018680			HEL_003222-RA						
OG0018681			HEL_003224-RA						
OG0018682			HEL_003223-RA						
OG0018683			HEL_003247-RA						
OG0018684			HEL_003254-RA						
OG0018685			HEL_003255-RA						
OG0018686			HEL_003274-RA						
OG0018687			HEL_003301-RA						
OG0018688			HEL_003278-RA						
OG0018689			HEL_008269-RA						
OG0018690			HEL_008291-RA						
OG0018691			HEL_008289-RA						
OG0018692			HEL_008296-RA						
OG0018693			HEL_008315-RA						
OG0018694			HEL_008311-RA						
OG0018695			HEL_008308-RA						
OG0018696			HEL_008313-RA						
OG0018697			HEL_008304-RA						
OG0018698			HEL_008314-RA						
OG0018699			HEL_008310-RA						
OG0018700			HEL_008309-RA						
OG0018701			HEL_008302-RA						
OG0018702			HEL_008303-RA						
OG0018703			HEL_008316-RA						
OG0018704			HEL_008324-RA						
OG0018705			HEL_008332-RA						
OG0018706			HEL_008343-RA						
OG0018707			HEL_008360-RA						
OG0018708			HEL_008365-RA						
OG0018709			HEL_008371-RA						
OG0018710			HEL_008377-RA						
OG0018711			HEL_008391-RA						
OG0018712			HEL_008413-RA						
OG0018713			HEL_008414-RA						
OG0018714			HEL_008423-RA						
OG0018715			HEL_008429-RA						
OG0018716			HEL_011405-RA						
OG0018717			HEL_011432-RA						
OG0018718			HEL_011436-RA						
OG0018719			HEL_011453-RA						
OG0018720			HEL_011471-RA						
OG0018721			HEL_011470-RA						
OG0018722			HEL_011479-RA						
OG0018723			HEL_011490-RA						
OG0018724			HEL_011491-RA						
OG0018725			HEL_011508-RA						
OG0018726			HEL_011507-RA						
OG0018727			HEL_011501-RA						
OG0018728			HEL_011510-RA						
OG0018729			HEL_011509-RA						
OG0018730			HEL_011515-RA						
OG0018731			HEL_014115-RA						
OG0018732			HEL_011169-RA						
OG0018733			HEL_011174-RA						
OG0018734			HEL_011170-RA						
OG0018735			HEL_011168-RA						
OG0018736			HEL_011188-RA						
OG0018737			HEL_011196-RA						
OG0018738			HEL_011199-RA						
OG0018739			HEL_011207-RA						
OG0018740			HEL_011215-RA						
OG0018741			HEL_011220-RA						
OG0018742			HEL_011228-RA						
OG0018743			HEL_011231-RA						
OG0018744			HEL_011233-RA						
OG0018745			HEL_011237-RA						
OG0018746			HEL_013615-RA						
OG0018747			HEL_013617-RA						
OG0018748			HEL_013635-RA						
OG0018749			HEL_013648-RA						
OG0018750			HEL_011032-RA						
OG0018751			HEL_011078-RA						
OG0018752			HEL_011075-RA						
OG0018753			HEL_011093-RA						
OG0018754			HEL_011092-RA						
OG0018755			HEL_011091-RA						
OG0018756			HEL_011097-RA						
OG0018757			HEL_011120-RA						
OG0018758			HEL_011125-RA						
OG0018759			HEL_011138-RA						
OG0018760			HEL_014418-RA						
OG0018761			HEL_014419-RA						
OG0018762			HEL_005286-RA						
OG0018763			HEL_005273-RA						
OG0018764			HEL_005283-RA						
OG0018765			HEL_005254-RA						
OG0018766			HEL_005322-RA						
OG0018767			HEL_005259-RA						
OG0018768			HEL_005268-RA						
OG0018769			HEL_005267-RA						
OG0018770			HEL_005313-RA						
OG0018771			HEL_005311-RA						
OG0018772			HEL_005391-RA						
OG0018773			HEL_005230-RA						
OG0018774			HEL_005354-RA						
OG0018775			HEL_005300-RA						
OG0018776			HEL_005301-RA						
OG0018777			HEL_005297-RA						
OG0018778			HEL_005290-RA						
OG0018779			HEL_005298-RA						
OG0018780			HEL_005289-RA						
OG0018781			HEL_005368-RA						
OG0018782			HEL_013492-RA						
OG0018783			HEL_013493-RA						
OG0018784			HEL_012816-RA						
OG0018785			HEL_012858-RA						
OG0018786			HEL_014592-RA						
OG0018787			HEL_012898-RA						
OG0018788			HEL_012100-RA						
OG0018789			HEL_012102-RA						
OG0018790			HEL_012110-RA						
OG0018791			HEL_014500-RA						
OG0018792			HEL_014498-RA						
OG0018793			HEL_014499-RA						
OG0018794			HEL_001271-RA						
OG0018795			HEL_001268-RA						
OG0018796			HEL_001188-RA						
OG0018797			HEL_001172-RA						
OG0018798			HEL_001194-RA						
OG0018799			HEL_001390-RA						
OG0018800			HEL_001424-RA						
OG0018801			HEL_001434-RA						
OG0018802			HEL_001417-RA						
OG0018803			HEL_001416-RA						
OG0018804			HEL_001443-RA						
OG0018805			HEL_001450-RA						
OG0018806			HEL_001214-RA						
OG0018807			HEL_001514-RA						
OG0018808			HEL_001332-RA						
OG0018809			HEL_001467-RA						
OG0018810			HEL_001473-RA						
OG0018811			HEL_001475-RA						
OG0018812			HEL_001472-RA						
OG0018813			HEL_001620-RA						
OG0018814			HEL_001549-RA						
OG0018815			HEL_001547-RA						
OG0018816			HEL_001240-RA						
OG0018817			HEL_001239-RA						
OG0018818			HEL_001237-RA						
OG0018819			HEL_001238-RA						
OG0018820			HEL_001236-RA						
OG0018821			HEL_001612-RA						
OG0018822			HEL_001611-RA						
OG0018823			HEL_001413-RA						
OG0018824			HEL_001534-RA						
OG0018825			HEL_001537-RA						
OG0018826			HEL_001533-RA						
OG0018827			HEL_001540-RA						
OG0018828			HEL_001538-RA						
OG0018829			HEL_001535-RA						
OG0018830			HEL_001556-RA						
OG0018831			HEL_001321-RA						
OG0018832			HEL_001324-RA						
OG0018833			HEL_001404-RA						
OG0018834			HEL_001500-RA						
OG0018835			HEL_001495-RA						
OG0018836			HEL_001655-RA						
OG0018837			HEL_001363-RA						
OG0018838			HEL_001576-RA						
OG0018839			HEL_001525-RA						
OG0018840			HEL_001602-RA						
OG0018841			HEL_001295-RA						
OG0018842			HEL_001284-RA						
OG0018843			HEL_001291-RA						
OG0018844			HEL_001579-RA						
OG0018845			HEL_001582-RA						
OG0018846			HEL_001660-RA						
OG0018847			HEL_001662-RA						
OG0018848			HEL_001142-RA						
OG0018849			HEL_001594-RA						
OG0018850			HEL_001714-RA						
OG0018851			HEL_001806-RA						
OG0018852			HEL_001569-RA						
OG0018853			HEL_001573-RA						
OG0018854			HEL_001152-RA						
OG0018855			HEL_001544-RA						
OG0018856			HEL_001651-RA						
OG0018857			HEL_001648-RA						
OG0018858			HEL_001675-RA						
OG0018859			HEL_001779-RA						
OG0018860			HEL_001783-RA						
OG0018861			HEL_001730-RA						
OG0018862			HEL_001693-RA						
OG0018863			HEL_001692-RA						
OG0018864			HEL_009766-RA						
OG0018865			HEL_009780-RA						
OG0018866			HEL_009779-RA						
OG0018867			HEL_009791-RA						
OG0018868			HEL_009792-RA						
OG0018869			HEL_009794-RA						
OG0018870			HEL_009806-RA						
OG0018871			HEL_009800-RA						
OG0018872			HEL_009802-RA						
OG0018873			HEL_009803-RA						
OG0018874			HEL_009815-RA						
OG0018875			HEL_009818-RA						
OG0018876			HEL_009832-RA						
OG0018877			HEL_009852-RA						
OG0018878			HEL_009850-RA						
OG0018879			HEL_008508-RA						
OG0018880			HEL_008528-RA						
OG0018881			HEL_008527-RA						
OG0018882			HEL_008541-RA						
OG0018883			HEL_008549-RA						
OG0018884			HEL_008548-RA						
OG0018885			HEL_008553-RA						
OG0018886			HEL_008556-RA						
OG0018887			HEL_014566-RA						
OG0018888			HEL_014186-RA						
OG0018889			HEL_014187-RA						
OG0018890			HEL_009367-RA						
OG0018891			HEL_009368-RA						
OG0018892			HEL_009376-RA						
OG0018893			HEL_009385-RA						
OG0018894			HEL_009393-RA						
OG0018895			HEL_009437-RA						
OG0018896			HEL_009438-RA						
OG0018897			HEL_009454-RA						
OG0018898			HEL_009457-RA						
OG0018899			HEL_009456-RA						
OG0018900			HEL_009493-RA						
OG0018901			HEL_008682-RA						
OG0018902			HEL_008708-RA						
OG0018903			HEL_008710-RA						
OG0018904			HEL_008716-RA						
OG0018905			HEL_008733-RA						
OG0018906			HEL_008745-RA						
OG0018907			HEL_008747-RA						
OG0018908			HEL_008751-RA						
OG0018909			HEL_008750-RA						
OG0018910			HEL_008749-RA						
OG0018911			HEL_008761-RA						
OG0018912			HEL_008766-RA						
OG0018913			HEL_008804-RA						
OG0018914			HEL_008799-RA						
OG0018915			HEL_008805-RA						
OG0018916			HEL_008826-RA						
OG0018917			HEL_008830-RA						
OG0018918			HEL_008812-RA						
OG0018919			HEL_008815-RA						
OG0018920			HEL_008835-RA						
OG0018921			HEL_008844-RA						
OG0018922			HEL_008856-RA						
OG0018923			HEL_008859-RA						
OG0018924			HEL_004401-RA						
OG0018925			HEL_004404-RA						
OG0018926			HEL_004399-RA						
OG0018927			HEL_004441-RA						
OG0018928			HEL_004448-RA						
OG0018929			HEL_004472-RA						
OG0018930			HEL_004500-RA						
OG0018931			HEL_004501-RA						
OG0018932			HEL_004486-RA						
OG0018933			HEL_004524-RA						
OG0018934			HEL_004514-RA						
OG0018935			HEL_004533-RA						
OG0018936			HEL_004536-RA						
OG0018937			HEL_004565-RA						
OG0018938			HEL_004562-RA						
OG0018939			HEL_004560-RA						
OG0018940			HEL_004547-RA						
OG0018941			HEL_004552-RA						
OG0018942			HEL_004584-RA						
OG0018943			HEL_010240-RA						
OG0018944			HEL_010241-RA						
OG0018945			HEL_010243-RA						
OG0018946			HEL_010249-RA						
OG0018947			HEL_010259-RA						
OG0018948			HEL_010266-RA						
OG0018949			HEL_010267-RA						
OG0018950			HEL_010276-RA						
OG0018951			HEL_010279-RA						
OG0018952			HEL_013994-RA						
OG0018953			HEL_013986-RA						
OG0018954			HEL_014150-RA						
OG0018955			HEL_014154-RA						
OG0018956			HEL_014159-RA						
OG0018957			HEL_004590-RA						
OG0018958			HEL_004600-RA						
OG0018959			HEL_004602-RA						
OG0018960			HEL_004630-RA						
OG0018961			HEL_004629-RA						
OG0018962			HEL_004632-RA						
OG0018963			HEL_004626-RA						
OG0018964			HEL_004640-RA						
OG0018965			HEL_004654-RA						
OG0018966			HEL_004674-RA						
OG0018967			HEL_004675-RA						
OG0018968			HEL_004662-RA						
OG0018969			HEL_004659-RA						
OG0018970			HEL_004658-RA						
OG0018971			HEL_004660-RA						
OG0018972			HEL_004663-RA						
OG0018973			HEL_004702-RA						
OG0018974			HEL_004680-RA						
OG0018975			HEL_004679-RA						
OG0018976			HEL_004684-RA						
OG0018977			HEL_004698-RA						
OG0018978			HEL_004692-RA						
OG0018979			HEL_004699-RA						
OG0018980			HEL_004724-RA						
OG0018981			HEL_004723-RA						
OG0018982			HEL_012869-RA						
OG0018983			HEL_012868-RA						
OG0018984			HEL_012879-RA						
OG0018985			HEL_012881-RA						
OG0018986			HEL_012887-RA						
OG0018987			HEL_012889-RA						
OG0018988			HEL_007010-RA						
OG0018989			HEL_007034-RA						
OG0018990			HEL_007062-RA						
OG0018991			HEL_007060-RA						
OG0018992			HEL_009055-RA						
OG0018993			HEL_009056-RA						
OG0018994			HEL_009057-RA						
OG0018995			HEL_009069-RA						
OG0018996			HEL_009070-RA						
OG0018997			HEL_009076-RA						
OG0018998			HEL_009090-RA						
OG0018999			HEL_009092-RA						
OG0019000			HEL_009097-RA						
OG0019001			HEL_009102-RA						
OG0019002			HEL_009105-RA						
OG0019003			HEL_009115-RA						
OG0019004			HEL_009117-RA						
OG0019005			HEL_009128-RA						
OG0019006			HEL_009129-RA						
OG0019007			HEL_009135-RA						
OG0019008			HEL_009133-RA						
OG0019009			HEL_009144-RA						
OG0019010			HEL_009139-RA						
OG0019011			HEL_009162-RA						
OG0019012			HEL_009167-RA						
OG0019013			HEL_009163-RA						
OG0019014			HEL_009160-RA						
OG0019015			HEL_009192-RA						
OG0019016			HEL_009196-RA						
OG0019017			HEL_003720-RA						
OG0019018			HEL_003612-RA						
OG0019019			HEL_003613-RA						
OG0019020			HEL_003595-RA						
OG0019021			HEL_003750-RA						
OG0019022			HEL_003584-RA						
OG0019023			HEL_003819-RA						
OG0019024			HEL_003632-RA						
OG0019025			HEL_003850-RA						
OG0019026			HEL_003702-RA						
OG0019027			HEL_003687-RA						
OG0019028			HEL_003688-RA						
OG0019029			HEL_003681-RA						
OG0019030			HEL_003684-RA						
OG0019031			HEL_003683-RA						
OG0019032			HEL_003682-RA						
OG0019033			HEL_003725-RA						
OG0019034			HEL_003727-RA						
OG0019035			HEL_003729-RA						
OG0019036			HEL_003901-RA						
OG0019037			HEL_003619-RA						
OG0019038			HEL_003852-RA						
OG0019039			HEL_003857-RA						
OG0019040			HEL_003853-RA						
OG0019041			HEL_003851-RA						
OG0019042			HEL_003660-RA						
OG0019043			HEL_003655-RA						
OG0019044			HEL_003656-RA						
OG0019045			HEL_003658-RA						
OG0019046			HEL_003654-RA						
OG0019047			HEL_003659-RA						
OG0019048			HEL_003662-RA						
OG0019049			HEL_003743-RA						
OG0019050			HEL_003776-RA						
OG0019051			HEL_003781-RA						
OG0019052			HEL_003783-RA						
OG0019053			HEL_003764-RA						
OG0019054			HEL_003766-RA						
OG0019055			HEL_003647-RA						
OG0019056			HEL_003648-RA						
OG0019057			HEL_003642-RA						
OG0019058			HEL_003651-RA						
OG0019059			HEL_003637-RA						
OG0019060			HEL_003640-RA						
OG0019061			HEL_003794-RA						
OG0019062			HEL_003804-RA						
OG0019063			HEL_003805-RA						
OG0019064			HEL_003372-RA						
OG0019065			HEL_003447-RA						
OG0019066			HEL_003383-RA						
OG0019067			HEL_003417-RA						
OG0019068			HEL_003365-RA						
OG0019069			HEL_003364-RA						
OG0019070			HEL_003441-RA						
OG0019071			HEL_003438-RA						
OG0019072			HEL_003555-RA						
OG0019073			HEL_003498-RA						
OG0019074			HEL_003446-RA						
OG0019075			HEL_003515-RA						
OG0019076			HEL_003467-RA						
OG0019077			HEL_003457-RA						
OG0019078			HEL_003410-RA						
