Orthogroup	Pararge_aegeria	Vanessa_tameamea
OG0004520	XP_039754542.1	XP_026490833.1
OG0004521	XP_039752525.1	XP_026489433.1
OG0004522	XP_039754284.1	XP_026490835.1
OG0004523	XP_039763703.1	XP_026497434.1
OG0004524	XP_039747304.1	XP_026495143.1
OG0004525	XP_039753596.1, XP_039753597.1	XP_026486552.1
OG0004526	XP_039764625.1	XP_026487522.1, XP_026487524.1
OG0004527	XP_039753685.1	XP_026486553.1
OG0004528	XP_039750957.1	XP_026485327.1
OG0004529	XP_039754203.1	XP_026490862.1
OG0004530	XP_039750456.1	XP_026485320.1
OG0004531	XP_039761573.1	XP_026484075.1
OG0004532	XP_039745267.1, XP_039745275.1	XP_026497782.1
OG0004533	XP_039757320.1	XP_026490286.1
OG0004534	XP_039765733.1, XP_039765725.1	XP_026497783.1
OG0004535	XP_039758454.1	XP_026493359.1, XP_026493360.1
OG0004536	XP_039751631.1	XP_026489484.1
OG0004538	XP_039755493.1	XP_026494727.1
OG0004539	XP_039763575.1	XP_026497032.1
OG0004540	XP_039750199.1	XP_026493005.1
OG0004541	XP_039751703.1	XP_026489443.1
OG0004542	XP_039752914.1	XP_026490244.1
OG0004543	XP_039764685.1, XP_039764678.1	XP_026497804.1, XP_026497803.1
OG0004544	XP_039765557.1	XP_026484817.1
OG0004545	XP_039765553.1	XP_026484785.1
OG0004546	XP_039765293.1, XP_039765294.1	XP_026497816.1
OG0004547	XP_039761653.1	XP_026501773.1
OG0004548	XP_039746865.1, XP_039746780.1	XP_026497746.1
OG0004549	XP_039765757.1	XP_026484791.1
OG0004550	XP_039761709.1	XP_026501764.1
OG0004551	XP_039747300.1	XP_026494941.1
OG0004552	XP_039747140.1	XP_026494938.1
OG0004553	XP_039752503.1	XP_026490761.1
OG0004554	XP_039754627.1	XP_026488709.1
OG0004555	XP_039755544.1, XP_039755543.1	XP_026489230.1
OG0004557	XP_039749056.1	XP_026486167.1
OG0004558	XP_039749677.1	XP_026492780.1
OG0004559	XP_039763468.1	XP_026487557.1
OG0004560	XP_039759080.1	XP_026496495.1
OG0004561	XP_039759180.1	XP_026496497.1
OG0004562	XP_039754579.1	XP_026490938.1
OG0004563	XP_039761505.1	XP_026483983.1
OG0004564	XP_039745534.1	XP_026484896.1
OG0004565	XP_039764035.1	XP_026497296.1
OG0004566	XP_039759239.1	XP_026496461.1
OG0004567	XP_039757208.1, XP_039757209.1	XP_026490285.1
OG0004568	XP_039751307.1	XP_026489446.1
OG0004569	XP_039759131.1, XP_039759130.1	XP_026496465.1
OG0004570	XP_039763259.1	XP_026500680.1
OG0004571	XP_039751562.1	XP_026489448.1
OG0004572	XP_039754279.1	XP_026490879.1, XP_026490881.1
OG0004573	XP_039745207.1	XP_026497735.1
OG0004574	XP_039754672.1	XP_026488657.1
OG0004575	XP_039761701.1	XP_026501755.1
OG0004577	XP_039756844.1	XP_026490320.1
OG0004578	XP_039755084.1	XP_026488677.1
OG0004579	XP_039751807.1	XP_026490736.1
OG0004580	XP_039755320.1	XP_026489767.1
OG0004581	XP_039745173.1	XP_026484689.1
OG0004582	XP_039763131.1, XP_039763132.1	XP_026500673.1
OG0004583	XP_039745030.1, XP_039745031.1	XP_026484685.1
OG0004584	XP_039746661.1	XP_026501682.1, XP_026501681.1
OG0004585	XP_039765268.1	XP_026487396.1, XP_026487395.1
OG0004586	XP_039751259.1	XP_026489497.1, XP_026489498.1
OG0004587	XP_039763645.1	XP_026500661.1
OG0004588	XP_039751506.1	XP_026489496.1
OG0004589	XP_039765827.1	XP_026484674.1
OG0004590	XP_039757134.1	XP_026490288.1, XP_026490289.1
OG0004591	XP_039751669.1	XP_026489440.1, XP_026489441.1
OG0004592	XP_039748959.1, XP_039748958.1	XP_026486092.1
OG0004593	XP_039765947.1, XP_039765946.1	XP_026484687.1, XP_026484688.1
OG0004594	XP_039758771.1	XP_026493341.1
OG0004595	XP_039756653.1	XP_026487989.1
OG0004596	XP_039751135.1	XP_026489465.1
OG0004597	XP_039753195.1	XP_026485216.1
OG0004598	XP_039754593.1	XP_026490828.1
OG0004599	XP_039754114.1	XP_026490800.1
OG0004600	XP_039754656.1	XP_026488646.1
OG0004601	XP_039757044.1, XP_039757212.1	XP_026490269.1
OG0004602	XP_039754628.1	XP_026488675.1
OG0004603	XP_039753282.1	XP_026488181.1
OG0004604	XP_039754903.1	XP_026488680.1
OG0004605	XP_039754673.1	XP_026484225.1, XP_026488679.1
OG0004606	XP_039749829.1	XP_026492760.1
OG0004607	XP_039749283.1	XP_026486065.1
OG0004608	XP_039756339.1	XP_026488029.1
OG0004609	XP_039765136.1	XP_026487483.1
OG0004610	XP_039755351.1	XP_026492620.1
OG0004611	XP_039754534.1	XP_026490936.1
OG0004612	XP_039745154.1	XP_026484665.1
OG0004613	XP_039751771.1	XP_026494495.1
OG0004614	XP_039751536.1	XP_026489467.1
OG0004615	XP_039758667.1, XP_039758668.1	XP_026493263.1
OG0004616	XP_039764910.1	XP_026487509.1
OG0004617	XP_039763752.1	XP_026500721.1, XP_026500720.1
OG0004618	XP_039761810.1	XP_026501763.1
OG0004619	XP_039745260.1	XP_026484510.1
OG0004620	XP_039746995.1	XP_026501598.1
OG0004621	XP_039754122.1	XP_026490912.1
OG0004622	XP_039750020.1	XP_026489187.1
OG0004623	XP_039745762.1	XP_026491696.1
OG0004624	XP_039751388.1	XP_026489486.1
OG0004625	XP_039747139.1	XP_026501600.1
OG0004626	XP_039746475.1	XP_026491217.1
OG0004627	XP_039746803.1	XP_026497794.1
OG0004628	XP_039746325.1	XP_026491213.1
OG0004629	XP_039746814.1	XP_026501556.1
OG0004630	XP_039746040.1	XP_026491212.1
OG0004631	XP_039749498.1	XP_026489185.1
OG0004632	XP_039745667.1, XP_039745666.1	XP_026491216.1
OG0004633	XP_039750895.1	XP_026492997.1
OG0004634	XP_039746546.1	XP_026501592.1, XP_026501593.1
OG0004635	XP_039745514.1	XP_026484650.1
OG0004636	XP_039754837.1	XP_026489829.1
OG0004637	XP_039754668.1	XP_026489830.1
OG0004638	XP_039760397.1	XP_026492648.1
OG0004639	XP_039755784.1	XP_026499937.1
OG0004641	XP_039754809.1	XP_026489823.1
OG0004642	XP_039750710.1	XP_026498326.1
OG0004643	XP_039747437.1	XP_026501439.1, XP_026501438.1
OG0004644	XP_039761877.1	XP_026492638.1
OG0004646	XP_039750759.1, XP_039750760.1	XP_026498366.1
OG0004647	XP_039763307.1	XP_026500697.1, XP_026500698.1
OG0004648	XP_039758756.1	XP_026492637.1
OG0004649	XP_039754423.1	XP_026490798.1
OG0004650	XP_039749844.1	XP_026489160.1, XP_026489159.1
OG0004651	XP_039753391.1	XP_026489232.1
OG0004652	XP_039763373.1, XP_039763372.1	XP_026500666.1
OG0004653	XP_039745269.1	XP_026485116.1
OG0004654	XP_039765125.1, XP_039765124.1	XP_026487504.1
OG0004655	XP_039745847.1	XP_026491093.1
OG0004656	XP_039754934.1	XP_026488545.1, XP_026488544.1
OG0004657	XP_039748692.1	XP_026486018.1, XP_026486019.1
OG0004658	XP_039754493.1	XP_026490808.1
OG0004659	XP_039765283.1	XP_026491924.1
OG0004660	XP_039745797.1	XP_026491073.1
OG0004661	XP_039754424.1	XP_026490809.1
OG0004662	XP_039765784.1	XP_026491925.1
OG0004663	XP_039765737.1, XP_039765736.1	XP_026484776.1
OG0004664	XP_039753985.1	XP_026490804.1
OG0004665	XP_039757181.1	XP_026493852.1
OG0004666	XP_039751832.1	XP_026498378.1
OG0004667	XP_039746739.1, XP_039746742.1, XP_039746740.1	XP_026501424.1
OG0004669	XP_039751905.1	XP_026498388.1
OG0004670	XP_039758730.1	XP_026493243.1
OG0004671	XP_039754012.1	XP_026490901.1
OG0004672	XP_039745184.1	XP_026484734.1
OG0004673	XP_039749015.1	XP_026491989.1
OG0004674	XP_039754410.1	XP_026490909.1
OG0004675	XP_039745922.1	XP_026491994.1
OG0004676	XP_039754286.1	XP_026490897.1
OG0004677	XP_039754049.1	XP_026490886.1
OG0004678	XP_039752014.1	XP_026498370.1
OG0004679	XP_039757561.1	XP_026492593.1, XP_026492594.1
OG0004680	XP_039753632.1	XP_026492585.1
OG0004681	XP_039752609.1	XP_026498372.1, XP_026498371.1
OG0004682	XP_039747289.1, XP_039747290.1	XP_026501623.1, XP_026501624.1
OG0004683	XP_039749727.1	XP_026489194.1
OG0004684	XP_039755412.1	XP_026499946.1, XP_026499944.1
OG0004685	XP_039751413.1, XP_039751412.1	XP_026486440.1
OG0004686	XP_039752441.1	XP_026487119.1
OG0004687	XP_039751213.1	XP_026486473.1
OG0004688	XP_039755672.1, XP_039755671.1	XP_026499921.1
OG0004689	XP_039754161.1, XP_039754160.1	XP_026487001.1
OG0004690	XP_039746885.1	XP_026491988.1
OG0004691	XP_039754021.1, XP_039754028.1	XP_026492584.1
OG0004692	XP_039754238.1	XP_026492649.1
OG0004693	XP_039765176.1	XP_026488772.1
OG0004694	XP_039754248.1	XP_026492615.1
OG0004695	XP_039746465.1	XP_026491508.1
OG0004696	XP_039761517.1	XP_026492730.1, XP_026492731.1
OG0004697	XP_039761552.1	XP_026492733.1
OG0004698	XP_039764037.1, XP_039757945.1	XP_026496506.1, XP_026496184.1, XP_026501723.1, XP_026491055.1, XP_026484151.1, XP_026491852.1, XP_026487165.1
OG0004699	XP_039750068.1	XP_026489186.1
OG0004700	XP_039748511.1, XP_039748512.1	XP_026486124.1
OG0004701	XP_039754058.1	XP_026486995.1
OG0004702	XP_039759601.1	XP_026492696.1, XP_026492695.1
OG0004703	XP_039752586.1, XP_039752583.1, XP_039752584.1, XP_039752585.1, XP_039752587.1	XP_026487109.1
OG0004704	XP_039758170.1, XP_039758163.1	XP_026492698.1
OG0004705	XP_039746141.1	XP_026491482.1
OG0004706	XP_039764875.1	XP_026488780.1
OG0004707	XP_039753631.1	XP_026483232.1
OG0004708	XP_039753417.1	XP_026483224.1
OG0004709	XP_039749791.1	XP_026489143.1
OG0004710	XP_039749796.1, XP_039749797.1	XP_026489147.1
OG0004711	XP_039745699.1	XP_026491362.1
OG0004712	XP_039754394.1, XP_039754395.1, XP_039754393.1	XP_026488123.1
OG0004713	XP_039752764.1	XP_026487126.1
OG0004714	XP_039765514.1	XP_026484659.1, XP_026484660.1
OG0004715	XP_039764014.1	XP_026500731.1
OG0004716	XP_039764896.1	XP_026491867.1
OG0004717	XP_039749059.1	XP_026491869.1
OG0004718	XP_039759503.1	XP_026497146.1
OG0004719	XP_039747011.1, XP_039747009.1	XP_026501539.1, XP_026501538.1
OG0004720	XP_039749299.1	XP_026486021.1
OG0004721	XP_039763232.1	XP_026500690.1, XP_026500689.1
OG0004722	XP_039763640.1, XP_039763639.1	XP_026500699.1, XP_026500700.1
OG0004723	XP_039745974.1	XP_026491377.1
OG0004724	XP_039754067.1	XP_026488130.1
OG0004725	XP_039753753.1, XP_039753743.1	XP_026497078.1
OG0004726	XP_039760205.1, XP_039758895.1	XP_026497056.1, XP_026497077.1
OG0004727	XP_039755180.1	XP_026497117.1
OG0004728	XP_039765163.1, XP_039765162.1, XP_039765160.1, XP_039765161.1	XP_026490560.1
OG0004729	XP_039765215.1	XP_026490558.1, XP_026490559.1
OG0004730	XP_039764757.1	XP_026490499.1, XP_026490500.1
OG0004731	XP_039764775.1	XP_026490454.1
OG0004732	XP_039752144.1	XP_026488583.1
OG0004733	XP_039745250.1	XP_026484513.1
OG0004734	XP_039757287.1	XP_026497070.1
OG0004735	XP_039756664.1	XP_026501502.1, XP_026501501.1
OG0004736	XP_039764937.1	XP_026490458.1
OG0004737	XP_039752638.1	XP_026488586.1
OG0004739	XP_039749807.1, XP_039749808.1	XP_026489156.1
OG0004740	XP_039752822.1	XP_026501334.1
OG0004741	XP_039746923.1	XP_026501498.1
OG0004742	XP_039764868.1	XP_026490527.1
OG0004743	XP_039745093.1	XP_026485175.1
OG0004744	XP_039745386.1	XP_026485048.1
OG0004745	XP_039747482.1	XP_026501444.1, XP_026501443.1
OG0004746	XP_039765001.1	XP_026490536.1
OG0004747	XP_039764998.1, XP_039764999.1	XP_026490533.1
OG0004748	XP_039747487.1	XP_026501442.1
OG0004749	XP_039765013.1	XP_026490524.1
OG0004750	XP_039747452.1	XP_026501435.1
OG0004751	XP_039748994.1	XP_026486255.1
OG0004752	XP_039765106.1	XP_026490468.1
OG0004753	XP_039765295.1	XP_026484454.1
OG0004754	XP_039754378.1	XP_026486646.1
OG0004755	XP_039752185.1	XP_026501306.1
OG0004756	XP_039754486.1	XP_026486647.1
OG0004757	XP_039752604.1	XP_026501305.1
OG0004758	XP_039754029.1	XP_026486637.1
OG0004759	XP_039751921.1	XP_026501335.1
OG0004760	XP_039765127.1	XP_026490475.1
OG0004761	XP_039752643.1	XP_026501406.1
OG0004762	XP_039764776.1	XP_026490470.1
OG0004763	XP_039760703.1	XP_026497127.1
OG0004764	XP_039752088.1, XP_039750715.1, XP_039764410.1	XP_026501293.1
OG0004765	XP_039765233.1	XP_026490495.1
OG0004766	XP_039764557.1	XP_026490447.1
OG0004767	XP_039745072.1	XP_026484628.1
OG0004768	XP_039753106.1	XP_026497082.1, XP_026497081.1
OG0004769	XP_039764520.1	XP_026490523.1
OG0004770	XP_039764596.1	XP_026490510.1
OG0004771	XP_039747323.1	XP_026501427.1
OG0004772	XP_039765000.1	XP_026491887.1
OG0004773	XP_039748002.1	XP_026491889.1
OG0004774	XP_039746071.1	XP_026491776.1
OG0004775	XP_039763854.1	XP_026498585.1
OG0004776	XP_039750930.1	XP_026500073.1
OG0004777	XP_039745359.1	XP_026484815.1
OG0004778	XP_039764151.1	XP_026498565.1
OG0004779	XP_039763498.1	XP_026500079.1
OG0004780	XP_039762537.1	XP_026488784.1
OG0004781	XP_039748500.1	XP_026500076.1
OG0004782	XP_039764156.1	XP_026490465.1, XP_026490456.1
OG0004783	XP_039764143.1	XP_026490355.1
OG0004784	XP_039763522.1	XP_026500760.1, XP_026500759.1
OG0004785	XP_039763848.1	XP_026500681.1, XP_026500682.1
OG0004786	XP_039754214.1	XP_026496575.1
OG0004787	XP_039755693.1	XP_026494761.1
OG0004788	XP_039763531.1	XP_026500635.1
OG0004790	XP_039763325.1	XP_026500744.1
OG0004791	XP_039763274.1	XP_026500743.1
OG0004792	XP_039753143.1	XP_026492243.1
OG0004793	XP_039761300.1	XP_026486738.1
OG0004796	XP_039762808.1	XP_026483119.1
OG0004797	XP_039758951.1, XP_039758952.1, XP_039758954.1	XP_026493668.1
OG0004798	XP_039748299.1, XP_039748301.1	XP_026483671.1
OG0004800	XP_039759026.1, XP_039759025.1	XP_026495281.1, XP_026495290.1
OG0004802	XP_039760403.1	XP_026498754.1
OG0004803	XP_039761577.1, XP_039761576.1	XP_026501766.1, XP_026501767.1
OG0004804	XP_039758924.1	XP_026493719.1
OG0004805	XP_039765431.1, XP_039765432.1, XP_039765433.1	XP_026484746.1
OG0004806	XP_039758266.1	XP_026493340.1
OG0004807	XP_039751885.1	XP_026496586.1, XP_026496585.1
OG0004808	XP_039756771.1	XP_026487972.1
OG0004809	XP_039753325.1	XP_026486507.1
OG0004810	XP_039761173.1	XP_026494729.1
OG0004811	XP_039763479.1	XP_026498490.1
OG0004812	XP_039751616.1, XP_039751618.1, XP_039751617.1	XP_026483315.1
OG0004813	XP_039757013.1	XP_026493999.1
OG0004814	XP_039747147.1, XP_039747148.1	XP_026501429.1
OG0004815	XP_039746308.1	XP_026491372.1
OG0004816	XP_039746762.1	XP_026489946.1
OG0004817	XP_039761119.1	XP_026501689.1
OG0004818	XP_039754242.1	XP_026488487.1
OG0004819	XP_039749592.1	XP_026496824.1, XP_026496825.1, XP_026496823.1
OG0004820	XP_039747614.1	XP_026490385.1
OG0004821	XP_039745671.1	XP_026491602.1
OG0004822	XP_039746037.1	XP_026491367.1
OG0004823	XP_039763971.1	XP_026500827.1
OG0004824	XP_039753458.1	XP_026499775.1
OG0004825	XP_039753308.1	XP_026499779.1, XP_026499778.1
OG0004826	XP_039757160.1, XP_039757161.1	XP_026493900.1
OG0004827	XP_039748733.1	XP_026490031.1
OG0004828	XP_039765467.1	XP_026484416.1, XP_026484417.1
OG0004829	XP_039760754.1, XP_039760738.1, XP_039760745.1	XP_026493717.1
OG0004830	XP_039754262.1	XP_026488234.1
OG0004831	XP_039764895.1	XP_026487807.1
OG0004832	XP_039764623.1	XP_026487518.1, XP_026487519.1
OG0004848	XP_039763824.1, XP_039747830.1, XP_039747846.1, XP_039747839.1, XP_039750005.1, XP_039750007.1, XP_039750006.1	XP_026486006.1
OG0004849	XP_039760532.1	XP_026498837.1
OG0004850	XP_039755432.1	XP_026499059.1
OG0004851	XP_039763768.1	XP_026499311.1
OG0004852	XP_039747641.1	XP_026490400.1
OG0004853	XP_039760750.1	XP_026498843.1
OG0004854	XP_039760260.1	XP_026497307.1
OG0004855	XP_039747161.1	XP_026489956.1
OG0004856	XP_039747635.1	XP_026490393.1
OG0004857	XP_039758091.1, XP_039758092.1	XP_026490988.1, XP_026490987.1
OG0004858	XP_039755257.1	XP_026496438.1
OG0004859	XP_039755043.1	XP_026496249.1
OG0004860	XP_039760166.1	XP_026497447.1
OG0004861	XP_039761001.1	XP_026492904.1
OG0004862	XP_039759959.1	XP_026497440.1
OG0004863	XP_039763762.1	XP_026500596.1
OG0004864	XP_039749873.1	XP_026484286.1
OG0004865	XP_039760869.1	XP_026498765.1
OG0004866	XP_039758846.1	XP_026493536.1
OG0004867	XP_039760545.1	XP_026499512.1
OG0004868	XP_039765220.1	XP_026489286.1
OG0004869	XP_039759784.1	XP_026497536.1
OG0004871	XP_039745189.1	XP_026484837.1
OG0004872	XP_039758623.1	XP_026493537.1
OG0004873	XP_039761126.1	XP_026492929.1
OG0004874	XP_039749158.1	XP_026490038.1
OG0004875	XP_039755255.1	XP_026496415.1
OG0004877	XP_039749218.1	XP_026496891.1
OG0004878	XP_039763582.1	XP_026500566.1
OG0004879	XP_039758240.1	XP_026493096.1
OG0004880	XP_039762320.1	XP_026486759.1
OG0004881	XP_039751340.1	XP_026491932.1
OG0004882	XP_039756157.1	XP_026500983.1
OG0004883	XP_039750680.1	XP_026485651.1
OG0004884	XP_039758747.1	XP_026493097.1
OG0004885	XP_039754931.1	XP_026496419.1
OG0004886	XP_039763853.1	XP_026489317.1
OG0004887	XP_039749165.1	XP_026490036.1
OG0004888	XP_039756448.1	XP_026501019.1
OG0004889	XP_039758466.1	XP_026493093.1
OG0004890	XP_039749857.1	XP_026496188.1
OG0004891	XP_039753382.1	XP_026492121.1
OG0004892	XP_039751042.1	XP_026500205.1
OG0004894	XP_039759212.1	XP_026494788.1
OG0004895	XP_039756313.1	XP_026501009.1
OG0004896	XP_039763650.1	XP_026500806.1
OG0004897	XP_039755738.1	XP_026487262.1
OG0004898	XP_039747036.1	XP_026489993.1
OG0004899	XP_039748731.1	XP_026490152.1
OG0004900	XP_039750476.1	XP_026485577.1
OG0004901	XP_039754546.1	XP_026498998.1
OG0004902	XP_039755068.1	XP_026496281.1
OG0004903	XP_039762126.1	XP_026499523.1
OG0004904	XP_039753673.1	XP_026492122.1
OG0004906	XP_039751794.1	XP_026483479.1
OG0004907	XP_039761796.1	XP_026483901.1
OG0004908	XP_039763264.1	XP_026500809.1
OG0004909	XP_039751421.1	XP_026501751.1
OG0004910	XP_039760188.1	XP_026497419.1
OG0004911	XP_039759790.1	XP_026497276.1
OG0004912	XP_039750470.1	XP_026485573.1
OG0004913	XP_039761644.1	XP_026483889.1
OG0004914	XP_039761757.1	XP_026483912.1
OG0004915	XP_039750488.1	XP_026485578.1
OG0004916	XP_039749002.1	XP_026490115.1
OG0004917	XP_039752709.1	XP_026483431.1
OG0004918	XP_039753861.1	XP_026499011.1
OG0004919	XP_039752032.1	XP_026483398.1
OG0004920	XP_039754321.1	XP_026499010.1
OG0004921	XP_039749026.1	XP_026490103.1
OG0004922	XP_039748718.1	XP_026490111.1
OG0004923	XP_039756617.1	XP_026500995.1
OG0004925	XP_039760203.1	XP_026497337.1
OG0004926	XP_039759357.1	XP_026494875.1
OG0004928	XP_039758445.1	XP_026493327.1
OG0004929	XP_039760207.1	XP_026497338.1
OG0004930	XP_039759649.1	XP_026494824.1
OG0004931	XP_039759272.1	XP_026494456.1
OG0004932	XP_039762779.1	XP_026499966.1, XP_026499481.1
OG0004933	XP_039752511.1	XP_026483424.1
OG0004934	XP_039760614.1	XP_026492434.1
OG0004935	XP_039755071.1	XP_026496253.1
OG0004936	XP_039759312.1	XP_026493936.1
OG0004937	XP_039756944.1	XP_026498004.1
OG0004938	XP_039752514.1	XP_026483414.1
OG0004939	XP_039750051.1	XP_026496174.1
OG0004940	XP_039749515.1	XP_026485240.1
OG0004941	XP_039761094.1	XP_026492889.1
OG0004942	XP_039755333.1	XP_026487219.1
OG0004943	XP_039760765.1	XP_026492419.1
OG0004944	XP_039754241.1	XP_026499018.1
OG0004945	XP_039760298.1	XP_026497369.1
OG0004946	XP_039745736.1	XP_026491242.1
OG0004947	XP_039753678.1	XP_026492135.1
OG0004949	XP_039748534.1	XP_026490104.1
OG0004950	XP_039760710.1	XP_026492438.1
OG0004951	XP_039762194.1	XP_026496444.1
OG0004952	XP_039754250.1	XP_026499019.1
OG0004953	XP_039750075.1	XP_026496170.1
OG0004954	XP_039748535.1	XP_026490107.1
OG0004955	XP_039747162.1	XP_026489900.1
OG0004956	XP_039752928.1	XP_026492106.1
OG0004957	XP_039749885.1	XP_026496187.1
OG0004958	XP_039749306.1	XP_026490108.1
OG0004959	XP_039747448.1	XP_026489923.1
OG0004960	XP_039746823.1	XP_026489957.1
OG0004961	XP_039763167.1	XP_026500816.1
OG0004962	XP_039749125.1	XP_026490109.1
OG0004963	XP_039756306.1	XP_026498783.1
OG0004964	XP_039755584.1	XP_026487268.1
OG0004965	XP_039747200.1	XP_026501483.1
OG0004966	XP_039760816.1	XP_026499429.1
OG0004968	XP_039754970.1	XP_026488523.1
OG0004969	XP_039763857.1	XP_026500280.1
OG0004970	XP_039750366.1	XP_026485635.1
OG0004971	XP_039752343.1	XP_026483412.1
OG0004972	XP_039751161.1	XP_026500925.1
OG0004973	XP_039759964.1	XP_026497326.1
OG0004974	XP_039752352.1	XP_026483400.1
OG0004975	XP_039755059.1	XP_026488529.1
OG0004976	XP_039745823.1	XP_026485231.1
OG0004977	XP_039755057.1	XP_026488528.1
OG0004979	XP_039755083.1	XP_026488530.1
OG0004980	XP_039750978.1	XP_026500919.1
OG0004981	XP_039750713.1	XP_026485330.1
OG0004982	XP_039756527.1	XP_026501028.1
OG0004983	XP_039760974.1	XP_026485678.1
OG0004984	XP_039765579.1	XP_026501079.1
OG0004985	XP_039756709.1	XP_026500971.1
OG0004986	XP_039750085.1	XP_026496173.1
OG0004987	XP_039756182.1	XP_026501006.1
OG0004988	XP_039750666.1	XP_026485595.1
OG0004989	XP_039756538.1	XP_026501012.1
OG0004990	XP_039751405.1	XP_026500912.1
OG0004991	XP_039760012.1	XP_026497360.1
OG0004992	XP_039756086.1	XP_026501040.1
OG0004993	XP_039755893.1	XP_026487269.1
OG0004994	XP_039753300.1	XP_026492131.1
OG0004995	XP_039755560.1	XP_026487289.1
OG0004996	XP_039764227.1	XP_026489340.1
OG0004997	XP_039764633.1	XP_026489341.1
OG0004998	XP_039755241.1	XP_026488504.1
OG0005000	XP_039748566.1	XP_026485257.1
OG0005001	XP_039751476.1	XP_026496167.1
OG0005002	XP_039755915.1	XP_026487260.1
OG0005003	XP_039755877.1	XP_026487257.1
OG0005004	XP_039750325.1	XP_026485226.1
OG0005005	XP_039755762.1	XP_026487255.1
OG0005006	XP_039755881.1	XP_026487246.1
OG0005007	XP_039764547.1	XP_026489240.1
OG0005008	XP_039751474.1	XP_026500907.1
OG0005009	XP_039761014.1, XP_039761015.1	XP_026485667.1
OG0005010	XP_039755857.1	XP_026487297.1
OG0005011	XP_039755418.1, XP_039755419.1	XP_026487258.1
OG0005012	XP_039746327.1	XP_026491047.1
OG0005013	XP_039762177.1	XP_026483604.1
OG0005014	XP_039761760.1	XP_026483909.1, XP_026483910.1
OG0005015	XP_039745655.1	XP_026491048.1
OG0005016	XP_039749332.1	XP_026485234.1
OG0005017	XP_039761610.1	XP_026483907.1
OG0005018	XP_039760846.1	XP_026499424.1
OG0005019	XP_039754138.1	XP_026499039.1
OG0005020	XP_039756634.1	XP_026500984.1
OG0005021	XP_039756618.1	XP_026500986.1
OG0005022	XP_039753953.1	XP_026499041.1
OG0005023	XP_039756491.1	XP_026500993.1
OG0005024	XP_039753951.1	XP_026499037.1
OG0005025	XP_039746264.1	XP_026491731.1
OG0005026	XP_039753954.1	XP_026499042.1
OG0005027	XP_039751652.1	XP_026500918.1
OG0005028	XP_039745780.1	XP_026491733.1
OG0005029	XP_039745779.1	XP_026491729.1
OG0005030	XP_039761427.1	XP_026483908.1
OG0005031	XP_039760812.1	XP_026499427.1
OG0005032	XP_039756042.1	XP_026500988.1
OG0005033	XP_039756489.1	XP_026501008.1
OG0005034	XP_039745032.1	XP_026501220.1
OG0005035	XP_039756284.1, XP_039756285.1	XP_026500964.1
OG0005036	XP_039761456.1	XP_026487070.1
OG0005037	XP_039760299.1	XP_026497336.1
OG0005038	XP_039760108.1	XP_026497333.1
OG0005039	XP_039761174.1	XP_026499489.1
OG0005040	XP_039745782.1	XP_026491326.1
OG0005041	XP_039762305.1	XP_026500929.1
OG0005042	XP_039764953.1	XP_026489272.1
OG0005043	XP_039748055.1	XP_026492517.1
OG0005044	XP_039758894.1	XP_026489868.1
OG0005045	XP_039762431.1	XP_026500933.1, XP_026499594.1
OG0005046	XP_039746094.1, XP_039746095.1	XP_026491330.1, XP_026491329.1
OG0005047	XP_039759213.1	XP_026489870.1
OG0005048	XP_039746138.1	XP_026491148.1
OG0005049	XP_039759091.1	XP_026489869.1
OG0005050	XP_039761536.1, XP_039761537.1	XP_026484009.1
OG0005051	XP_039754933.1	XP_026496422.1
OG0005052	XP_039746340.1	XP_026489872.1
OG0005053	XP_039760092.1	XP_026500122.1
OG0005054	XP_039760109.1	XP_026500178.1
OG0005055	XP_039750074.1	XP_026496168.1
OG0005056	XP_039747063.1	XP_026489942.1
OG0005057	XP_039756298.1	XP_026500972.1
OG0005058	XP_039747211.1, XP_039747212.1	XP_026501473.1
OG0005059	XP_039765739.1	XP_026501109.1
OG0005060	XP_039748371.1	XP_026495776.1
OG0005061	XP_039753532.1	XP_026492234.1
OG0005062	XP_039749314.1	XP_026490067.1
OG0005063	XP_039745981.1	XP_026491439.1
OG0005064	XP_039759149.1	XP_026491343.1
OG0005065	XP_039760785.1	XP_026499440.1
OG0005066	XP_039759758.1	XP_026500242.1
OG0005067	XP_039761718.1	XP_026484171.1
OG0005068	XP_039761716.1	XP_026484169.1
OG0005069	XP_039759756.1	XP_026500241.1
OG0005070	XP_039759218.1	XP_026495112.1
OG0005071	XP_039755454.1	XP_026487272.1
OG0005072	XP_039747367.1	XP_026489998.1
OG0005073	XP_039755763.1	XP_026487231.1
OG0005075	XP_039759107.1	XP_026495080.1
OG0005076	XP_039755092.1	XP_026496286.1
OG0005077	XP_039753754.1	XP_026498988.1
OG0005078	XP_039761411.1	XP_026484167.1
OG0005079	XP_039753527.1	XP_026492304.1
OG0005080	XP_039746218.1	XP_026491037.1
OG0005081	XP_039765058.1	XP_026489315.1
OG0005083	XP_039748039.1	XP_026496117.1
OG0005084	XP_039765225.1	XP_026489313.1
OG0005085	XP_039762506.1	XP_026483086.1
OG0005086	XP_039759011.1	XP_026495257.1
OG0005087	XP_039759009.1	XP_026495246.1
OG0005088	XP_039756136.1	XP_026501032.1
OG0005089	XP_039761195.1, XP_039761194.1	XP_026501685.1
OG0005090	XP_039754205.1	XP_026498986.1
OG0005091	XP_039756137.1	XP_026501037.1
