Orthogroup	Pararge_aegeria	Bicyclus_anynana
OG0003812	XP_039747739.1	Bany_02154-RA
OG0003813	XP_039763364.1	Bany_07368-RA
OG0003814	XP_039760719.1	Bany_17916-RA
OG0003815	XP_039763357.1	Bany_03719-RA
OG0003816	XP_039763609.1, XP_039763601.1	Bany_03723-RA
OG0003817	XP_039745890.1	Bany_05414-RA
OG0003818	XP_039759731.1	Bany_17206-RA
OG0003819	XP_039763528.1	Bany_03726-RA, Bany_03735-RA
OG0003820	XP_039755805.1	Bany_13863-RA
OG0003821	XP_039765896.1	Bany_00299-RA, Bany_00298-RA
OG0003822	XP_039749647.1	Bany_12019-RA
OG0003823	XP_039763619.1	Bany_03732-RA
OG0003824	XP_039753680.1	Bany_08872-RA
OG0003825	XP_039755463.1, XP_039755464.1	Bany_13865-RA
OG0003826	XP_039762859.1	Bany_16384-RA
OG0003827	XP_039759875.1	Bany_17212-RA
OG0003828	XP_039746006.1, XP_039746005.1	Bany_05420-RA
OG0003829	XP_039748194.1	Bany_06813-RA
OG0003830	XP_039763536.1	Bany_03737-RA
OG0003831	XP_039746013.1	Bany_05421-RA
OG0003832	XP_039749041.1	Bany_10116-RA
OG0003833	XP_039758167.1	Bany_09579-RA
OG0003834	XP_039759221.1	Bany_04605-RA
OG0003835	XP_039745234.1	Bany_00715-RA
OG0003836	XP_039763431.1	Bany_07379-RA
OG0003837	XP_039762599.1	Bany_16392-RA
OG0003838	XP_039762601.1	Bany_16393-RA
OG0003839	XP_039746260.1	Bany_05429-RA, Bany_05427-RA
OG0003840	XP_039763009.1	Bany_16395-RA
OG0003841	XP_039753452.1	Bany_08881-RA
OG0003842	XP_039745219.1	Bany_00314-RA
OG0003843	XP_039760773.1	Bany_17931-RA
OG0003844	XP_039749301.1	Bany_10124-RA
OG0003845	XP_039753453.1	Bany_08883-RA, Bany_08882-RA
OG0003846	XP_039751437.1	Bany_06159-RA
OG0003847	XP_039747733.1	Bany_06829-RA, Bany_06827-RA
OG0003848	XP_039749305.1, XP_039749304.1	Bany_10125-RA
OG0003849	XP_039748302.1	Bany_06831-RA
OG0003850	XP_039761128.1	Bany_17577-RA
OG0003851	XP_039753662.1	Bany_08890-RA
OG0003852	XP_039750581.1	Bany_10851-RA
OG0003853	XP_039754917.1	Bany_15663-RA
OG0003854	XP_039755541.1	Bany_13879-RA
OG0003855	XP_039750651.1	Bany_10854-RA
OG0003856	XP_039753342.1	Bany_08892-RA
OG0003857	XP_039762583.1	Bany_16403-RA
OG0003858	XP_039760347.1	Bany_17220-RA
OG0003859	XP_039745966.1	Bany_05436-RA
OG0003860	XP_039755098.1	Bany_15665-RA
OG0003861	XP_039764283.1, XP_039750355.1	Bany_10858-RA
OG0003862	XP_039747142.1	Bany_02908-RA
OG0003863	XP_039746448.1	Bany_05437-RA
OG0003864	XP_039745263.1	Bany_00321-RA
OG0003865	XP_039752411.1	Bany_04612-RA
OG0003867	XP_039755025.1	Bany_15672-RA
OG0003868	XP_039747697.1	Bany_06835-RA
OG0003869	XP_039750204.1	Bany_10866-RA
OG0003870	XP_039749582.1	Bany_12037-RA
OG0003871	XP_039762550.1	Bany_16412-RA
OG0003872	XP_039747563.1	Bany_06836-RA
OG0003873	XP_039756445.1	Bany_14516-RA
OG0003874	XP_039751965.1, XP_039751964.1	Bany_01188-RA
OG0003875	XP_039747570.1	Bany_06837-RA
OG0003876	XP_039760415.1	Bany_17941-RA, Bany_09638-RA
OG0003877	XP_039764912.1	Bany_03753-RA
OG0003878	XP_039749919.1	Bany_12043-RA, Bany_12044-RA
OG0003879	XP_039762881.1	Bany_16414-RA
OG0003880	XP_039756629.1	Bany_14520-RA
OG0003881	XP_039760416.1	Bany_17942-RA, Bany_17944-RA
OG0003882	XP_039747644.1	Bany_06845-RA
OG0003883	XP_039746480.1	Bany_02915-RA
OG0003884	XP_039749284.1	Bany_10131-RA
OG0003885	XP_039749018.1	Bany_10135-RA
OG0003886	XP_039751332.1	Bany_02194-RA
OG0003888	XP_039754550.1	Bany_04633-RA
OG0003889	XP_039753329.1	Bany_08909-RA
OG0003890	XP_039751278.1	Bany_13294-RA
OG0003891	XP_039755316.1	Bany_13900-RA
OG0003892	XP_039756017.1	Bany_14533-RA
OG0003893	XP_039747910.1	Bany_06855-RA
OG0003894	XP_039759549.1	Bany_11461-RA
OG0003895	XP_039760418.1	Bany_17954-RA
OG0003896	XP_039748446.1	Bany_16678-RA
OG0003897	XP_039752813.1	Bany_01195-RA
OG0003899	XP_039746534.1	Bany_02186-RA
OG0003900	XP_039748448.1	Bany_16681-RA
OG0003901	XP_039752944.1	Bany_08913-RA
OG0003902	XP_039748461.1	Bany_06858-RA
OG0003903	XP_039763499.1	Bany_07400-RA
OG0003904	XP_039754659.1	Bany_07401-RA
OG0003905	XP_039753276.1	Bany_08918-RA
OG0003907	XP_039745791.1	Bany_05458-RA
OG0003908	XP_039763554.1	Bany_07763-RA
OG0003909	XP_039759854.1	Bany_17228-RA
OG0003910	XP_039764942.1, XP_039764941.1	Bany_03776-RA
OG0003911	XP_039763957.1	Bany_07413-RA
OG0003912	XP_039765050.1, XP_039765049.1	Bany_03778-RA
OG0003913	XP_039762517.1	Bany_16437-RA
OG0003914	XP_039756399.1	Bany_14553-RA
OG0003915	XP_039758150.1	Bany_09602-RA
OG0003916	XP_039752547.1	Bany_01211-RA
OG0003917	XP_039761166.1	Bany_17591-RA
OG0003918	XP_039750375.1	Bany_10873-RA
OG0003920	XP_039759809.1, XP_039759810.1	Bany_17229-RA
OG0003921	XP_039755907.1	Bany_13911-RA
OG0003922	XP_039749138.1	Bany_10144-RA
OG0003923	XP_039763254.1	Bany_07417-RA
OG0003924	XP_039763257.1	Bany_07418-RA
OG0003924	XP_039746640.1	Bany_03403-RA
OG0003925	XP_039759955.1	Bany_17231-RA
OG0003926	XP_039755629.1	Bany_13913-RA
OG0003927	XP_039765816.1	Bany_00353-RA, Bany_00352-RA
OG0003928	XP_039759308.1, XP_039759307.1	Bany_11482-RA
OG0003929	XP_039763954.1	Bany_07423-RA
OG0003930	XP_039764490.1	Bany_03784-RA
OG0003931	XP_039759884.1	Bany_17233-RA
OG0003932	XP_039749121.1	Bany_04239-RA, Bany_10148-RA
OG0003933	XP_039764881.1	Bany_03786-RA
OG0003934	XP_039752347.1	Bany_01221-RA
OG0003935	XP_039753682.1	Bany_04655-RA
OG0003936	XP_039753670.1, XP_039753661.1	Bany_04656-RA
OG0003937	XP_039745116.1	Bany_00354-RA
OG0003938	XP_039757748.1	Bany_09612-RA
OG0003939	XP_039747691.1	Bany_16698-RA, Bany_16699-RA
OG0003940	XP_039758546.1	Bany_15097-RA
OG0003941	XP_039756992.1	Bany_13317-RA
OG0003942	XP_039747369.1, XP_039747379.1	Bany_02200-RA
OG0003943	XP_039757700.1	Bany_09613-RA
OG0003944	XP_039750201.1	Bany_10875-RA
OG0003945	XP_039758690.1	Bany_15100-RA
OG0003946	XP_039756987.1	Bany_13319-RA
OG0003947	XP_039749922.1	Bany_12064-RA
OG0003948	XP_039761196.1	Bany_17595-RA
OG0003949	XP_039757877.1	Bany_04666-RA
OG0003950	XP_039748479.1	Bany_06875-RA
OG0003951	XP_039754402.1	Bany_08223-RA
OG0003952	XP_039765468.1	Bany_00360-RA
OG0003953	XP_039763128.1	Bany_02202-RA
OG0003954	XP_039749050.1	Bany_10150-RA
OG0003955	XP_039764581.1	Bany_03792-RA
OG0003956	XP_039748143.1	Bany_06877-RA
OG0003957	XP_039762336.1	Bany_12967-RA
OG0003958	XP_039764769.1	Bany_03797-RA
OG0003959	XP_039747817.1	Bany_06879-RA
OG0003960	XP_039748945.1	Bany_10153-RA
OG0003961	XP_039754667.1	Bany_15685-RA
OG0003962	XP_039747736.1	Bany_16709-RA
OG0003963	XP_039755569.1	Bany_13925-RA
OG0003964	XP_039753867.1	Bany_08226-RA
OG0003965	XP_039758522.1	Bany_15115-RA
OG0003966	XP_039762158.1	Bany_12970-RA
OG0003967	XP_039749081.1	Bany_10156-RA
OG0003968	XP_039746348.1	Bany_05493-RA
OG0003969	XP_039757765.1	Bany_09619-RA
OG0003970	XP_039748049.1	Bany_06886-RA
OG0003971	XP_039764066.1, XP_039764057.1	Bany_03806-RA
OG0003972	XP_039749645.1, XP_039749646.1	Bany_12065-RA
OG0003973	XP_039752487.1	Bany_07767-RA, Bany_01239-RA
OG0003974	XP_039759179.1	Bany_11495-RA, Bany_11496-RA
OG0003975	XP_039755297.1	Bany_13928-RA
OG0003976	XP_039753001.1	Bany_08939-RA
OG0003977	XP_039765008.1	Bany_03811-RA
OG0003978	XP_039747632.1	Bany_16713-RA
OG0003979	XP_039753004.1	Bany_08940-RA
OG0003980	XP_039759722.1	Bany_05103-RA, Bany_05102-RA, Bany_01242-RA
OG0003981	XP_039753707.1	Bany_08942-RA
OG0003982	XP_039747552.1	Bany_16715-RA
OG0003983	XP_039761983.1	Bany_12975-RA
OG0003984	XP_039752901.1	Bany_08944-RA
OG0003985	XP_039749543.1	Bany_12070-RA
OG0003986	XP_039754877.1	Bany_15693-RA
OG0003987	XP_039751101.1	Bany_06218-RA
OG0003989	XP_039747680.1	Bany_06896-RA
OG0003990	XP_039757937.1	Bany_12073-RA
OG0003991	XP_039748522.1, XP_039748523.1	Bany_10177-RA
OG0003992	XP_039756984.1, XP_039756983.1	Bany_13341-RA
OG0003993	XP_039761139.1, XP_039761138.1	Bany_17604-RA
OG0003994	XP_039747681.1	Bany_06899-RA
OG0003995	XP_039762092.1	Bany_12978-RA
OG0003996	XP_039756511.1	Bany_14569-RA
OG0003997	XP_039762414.1	Bany_12982-RA
OG0003998	XP_039753353.1	Bany_08954-RA
OG0003999	XP_039762220.1	Bany_12984-RA
OG0004000	XP_039752922.1	Bany_08955-RA
OG0004001	XP_039762433.1	Bany_12985-RA
OG0004002	XP_039754613.1	Bany_15706-RA
OG0004003	XP_039755601.1, XP_039755600.1	Bany_13944-RA
OG0004004	XP_039751188.1	Bany_06227-RA
OG0004005	XP_039748605.1	Bany_10185-RA
OG0004006	XP_039763166.1	Bany_07469-RA
OG0004007	XP_039755662.1	Bany_13947-RA
OG0004008	XP_039756765.1	Bany_13342-RA
OG0004009	XP_039754063.1	Bany_08238-RA
OG0004010	XP_039745812.1	Bany_05510-RA
OG0004011	XP_039761256.1	Bany_17609-RA, Bany_17608-RA
OG0004012	XP_039759851.1, XP_039759860.1	Bany_04675-RA
OG0004013	XP_039747884.1	Bany_02225-RA
OG0004014	XP_039758277.1	Bany_15135-RA
OG0004015	XP_039755350.1	Bany_07677-RA, Bany_13951-RA
OG0004016	XP_039763433.1, XP_039763432.1	Bany_07473-RA
OG0004017	XP_039746844.1, XP_039746845.1, XP_039746843.1	Bany_02982-RA
OG0004018	XP_039751661.1	Bany_06234-RA
OG0004019	XP_039764491.1	Bany_03835-RA
OG0004020	XP_039745822.1	Bany_05514-RA
OG0004021	XP_039752356.1	Bany_01274-RA
OG0004022	XP_039749210.1	Bany_10191-RA
OG0004023	XP_039745497.1	Bany_00384-RA
OG0004024	XP_039758176.1	Bany_09642-RA
OG0004025	XP_039752257.1	Bany_01285-RA
OG0004026	XP_039748404.1, XP_039748405.1	Bany_16725-RA
OG0004027	XP_039748876.1	Bany_10194-RA
OG0004028	XP_039757679.1	Bany_09644-RA
OG0004030	XP_039751261.1	Bany_06240-RA
OG0004031	XP_039747921.1	Bany_06907-RA
OG0004032	XP_039746807.1	Bany_18009-RA
OG0004033	XP_039749143.1	Bany_10197-RA
OG0004034	XP_039751264.1	Bany_06242-RA
OG0004035	XP_039756386.1, XP_039756385.1	Bany_14591-RA
OG0004036	XP_039765788.1	Bany_00390-RA
OG0004037	XP_039756046.1	Bany_14592-RA
OG0004038	XP_039748462.1	Bany_06911-RA
OG0004039	XP_039747447.1, XP_039747446.1, XP_039747445.1	Bany_02992-RA
OG0004040	XP_039762083.1	Bany_13004-RA
OG0004041	XP_039762082.1	Bany_13006-RA
OG0004042	XP_039762180.1, XP_039762179.1	Bany_13009-RA
OG0004043	XP_039747844.1	Bany_06438-RA, Bany_06916-RA, Bany_06915-RA
OG0004044	XP_039761980.1	Bany_13012-RA
OG0004045	XP_039759619.1	Bany_11540-RA, Bany_11539-RA
OG0004046	XP_039755114.1	Bany_15724-RA
OG0004047	XP_039759513.1	Bany_04686-RA
OG0004048	XP_039757965.1	Bany_09652-RA
OG0004050	XP_039761072.1	Bany_17623-RA
OG0004051	XP_039762114.1	Bany_13018-RA
OG0004052	XP_039748262.1	Bany_06921-RA
OG0004053	XP_039760276.1	Bany_04692-RA
OG0004054	XP_039745307.1	Bany_00402-RA, Bany_00400-RA
OG0004055	XP_039757895.1	Bany_09656-RA
OG0004056	XP_039747892.1	Bany_06925-RA
OG0004057	XP_039756073.1	Bany_14606-RA
OG0004058	XP_039764180.1	Bany_07492-RA
OG0004059	XP_039749781.1	Bany_12096-RA
OG0004060	XP_039746357.1	Bany_05533-RA
OG0004061	XP_039750804.1	Bany_10908-RA
OG0004062	XP_039753246.1, XP_039753237.1	Bany_04695-RA
OG0004063	XP_039757119.1	Bany_13363-RA
OG0004064	XP_039756914.1	Bany_13364-RA
OG0004065	XP_039745367.1	Bany_00405-RA
OG0004066	XP_039750803.1, XP_039750802.1	Bany_10911-RA
OG0004067	XP_039758133.1	Bany_09666-RA
OG0004068	XP_039754177.1	Bany_08256-RA
OG0004069	XP_039745852.1	Bany_05535-RA
OG0004070	XP_039749065.1	Bany_10207-RA
OG0004071	XP_039763674.1	Bany_07496-RA
OG0004072	XP_039759439.1	Bany_11558-RA
OG0004073	XP_039754564.1	Bany_08259-RA
OG0004074	XP_039759384.1	Bany_11561-RA
OG0004075	XP_039757731.1	Bany_09670-RA
OG0004076	XP_039764033.1	Bany_06936-RA
OG0004077	XP_039764011.1	Bany_07500-RA
OG0004078	XP_039746291.1	Bany_02260-RA
OG0004079	XP_039746811.1	Bany_03022-RA
OG0004080	XP_039751674.1	Bany_06262-RA
OG0004081	XP_039760848.1	Bany_18028-RA
OG0004082	XP_039749029.1, XP_039749028.1	Bany_10213-RA
OG0004083	XP_039745626.1	Bany_05540-RA
OG0004084	XP_039759515.1	Bany_11566-RA
OG0004085	XP_039745617.1	Bany_05543-RA
OG0004086	XP_039761772.1	Bany_07131-RA, Bany_00407-RA
OG0004087	XP_039748292.1	Bany_06948-RA
OG0004088	XP_039755131.1, XP_039755130.1	Bany_15749-RA
OG0004089	XP_039745670.1	Bany_05545-RA
OG0004090	XP_039745576.1	Bany_05548-RA
OG0004091	XP_039747208.1, XP_039747209.1	Bany_03038-RA
OG0004092	XP_039757313.1	Bany_13374-RA
OG0004093	XP_039752167.1	Bany_01325-RA
OG0004094	XP_039759436.1	Bany_11572-RA
OG0004095	XP_039745991.1	Bany_05550-RA
OG0004096	XP_039761137.1	Bany_04717-RA
OG0004097	XP_039755405.1, XP_039755406.1	Bany_13975-RA
OG0004098	XP_039754089.1	Bany_02265-RA
OG0004099	XP_039745090.1	Bany_00419-RA
OG0004100	XP_039761123.1	Bany_17636-RA
OG0004101	XP_039761774.1	Bany_06958-RA
OG0004102	XP_039763183.1, XP_039763182.1	Bany_07512-RA
OG0004103	XP_039755164.1	Bany_07513-RA, Bany_15826-RA
OG0004104	XP_039754440.1	Bany_08273-RA
OG0004105	XP_039754338.1	Bany_08274-RA
OG0004106	XP_039745186.1	Bany_00426-RA
OG0004107	XP_039760500.1	Bany_04722-RA
OG0004108	XP_039745642.1	Bany_05558-RA
OG0004109	XP_039757691.1	Bany_04723-RA
OG0004110	XP_039746410.1, XP_039746411.1	Bany_05561-RA
OG0004111	XP_039754213.1	Bany_02268-RA
OG0004112	XP_039745264.1	Bany_00433-RA
OG0004113	XP_039759219.1	Bany_11582-RA
OG0004114	XP_039745337.1	Bany_00436-RA
OG0004115	XP_039747654.1	Bany_16737-RA
OG0004116	XP_039760903.1	Bany_04724-RA
OG0004117	XP_039747873.1	Bany_16739-RA
OG0004118	XP_039761585.1	Bany_06969-RA
OG0004119	XP_039748643.1, XP_039748642.1	Bany_10247-RA
OG0004120	XP_039759390.1	Bany_11588-RA
OG0004121	XP_039753967.1	Bany_08285-RA
OG0004122	XP_039756035.1	Bany_14632-RA
OG0004123	XP_039761784.1	Bany_06972-RA, Bany_06970-RA
OG0004124	XP_039748503.1	Bany_10251-RA
OG0004125	XP_039761361.1	Bany_17645-RA
OG0004126	XP_039761315.1	Bany_17646-RA
OG0004127	XP_039754130.1	Bany_08293-RA
OG0004128	XP_039758146.1	Bany_09681-RA
OG0004129	XP_039745080.1	Bany_00440-RA
OG0004130	XP_039746973.1	Bany_02282-RA
OG0004131	XP_039751538.1	Bany_06278-RA
OG0004132	XP_039756300.1	Bany_14637-RA, Bany_14639-RA
OG0004133	XP_039757538.1	Bany_09684-RA
OG0004134	XP_039748693.1	Bany_10257-RA
OG0004135	XP_039757243.1	Bany_13386-RA
OG0004136	XP_039757539.1	Bany_09685-RA
OG0004137	XP_039757537.1	Bany_09686-RA
OG0004138	XP_039757702.1	Bany_09687-RA
OG0004139	XP_039747754.1	Bany_16745-RA, Bany_16746-RA
OG0004140	XP_039761264.1	Bany_17653-RA
OG0004141	XP_039753234.1, XP_039753235.1	Bany_08997-RA
OG0004142	XP_039758574.1	Bany_15171-RA
OG0004143	XP_039765638.1	Bany_02288-RA
OG0004144	XP_039758200.1	Bany_15173-RA
OG0004145	XP_039756490.1	Bany_14640-RA
OG0004146	XP_039765854.1	Bany_00447-RA
OG0004147	XP_039757016.1	Bany_13387-RA
OG0004148	XP_039748826.1	Bany_10263-RA
OG0004149	XP_039751597.1	Bany_06283-RA
OG0004150	XP_039753278.1	Bany_09000-RA, Bany_09001-RA
OG0004151	XP_039757723.1	Bany_09695-RA
OG0004152	XP_039754800.1	Bany_15776-RA
OG0004153	XP_039754702.1, XP_039754703.1	Bany_15780-RA
OG0004154	XP_039763153.1	Bany_07539-RA
OG0004155	XP_039763157.1, XP_039763158.1	Bany_07540-RA
OG0004156	XP_039752397.1	Bany_01367-RA, Bany_01364-RA
OG0004157	XP_039752268.1	Bany_01365-RA, Bany_01366-RA
OG0004158	XP_039746605.1	Bany_03077-RA, Bany_03073-RA
OG0004159	XP_039745772.1	Bany_02295-RA, Bany_02293-RA
OG0004160	XP_039753731.1	Bany_04749-RA
OG0004161	XP_039748892.1	Bany_10270-RA
OG0004163	XP_039753427.1, XP_039753428.1	Bany_09004-RA
OG0004164	XP_039753120.1	Bany_09005-RA
OG0004165	XP_039754669.1	Bany_04750-RA
OG0004166	XP_039753312.1	Bany_09008-RA
OG0004168	XP_039748157.1	Bany_16752-RA
OG0004169	XP_039749449.1	Bany_12135-RA
OG0004170	XP_039763322.1	Bany_07546-RA
OG0004171	XP_039745741.1	Bany_05566-RA
OG0004172	XP_039757362.1	Bany_13394-RA
OG0004174	XP_039751855.1	Bany_01373-RA
OG0004175	XP_039761299.1	Bany_17664-RA
OG0004176	XP_039765926.1	Bany_00459-RA
OG0004177	XP_039754271.1	Bany_08306-RA
OG0004178	XP_039749934.1	Bany_12138-RA, Bany_12137-RA
OG0004179	XP_039745466.1	Bany_02300-RA, Bany_02302-RA
OG0004180	XP_039747314.1, XP_039747316.1, XP_039747315.1	Bany_03086-RA
OG0004181	XP_039753865.1	Bany_08311-RA
OG0004182	XP_039747714.1	Bany_02304-RA
OG0004183	XP_039760364.1	Bany_04930-RA
OG0004184	XP_039748644.1	Bany_10279-RA
OG0004185	XP_039761042.1	Bany_17670-RA
OG0004186	XP_039754469.1	Bany_04763-RA
OG0004187	XP_039763789.1, XP_039763788.1	Bany_07555-RA
OG0004188	XP_039758779.1	Bany_15204-RA
OG0004189	XP_039748253.1	Bany_16783-RA
OG0004190	XP_039756476.1	Bany_14663-RA, Bany_14664-RA
OG0004191	XP_039763454.1	Bany_07557-RA
OG0004192	XP_039755135.1	Bany_15797-RA
OG0004193	XP_039757665.1	Bany_09701-RA
OG0004194	XP_039761542.1	Bany_06995-RA
OG0004195	XP_039752366.1, XP_039752350.1	Bany_04767-RA
OG0004196	XP_039748134.1	Bany_16784-RA
OG0004197	XP_039765511.1	Bany_00469-RA
OG0004198	XP_039758662.1	Bany_15207-RA
OG0004199	XP_039760806.1	Bany_18064-RA
OG0004200	XP_039758166.1	Bany_09704-RA
OG0004201	XP_039752578.1	Bany_01385-RA
OG0004202	XP_039751139.1, XP_039751138.1	Bany_06305-RA
OG0004203	XP_039757853.1	Bany_09709-RA, Bany_09708-RA
OG0004204	XP_039763170.1	Bany_07565-RA
OG0004205	XP_039758246.1	Bany_15211-RA
OG0004206	XP_039758124.1, XP_039758123.1	Bany_09716-RA
OG0004207	XP_039748924.1, XP_039748921.1, XP_039748922.1	Bany_10293-RA
OG0004208	XP_039763750.1	Bany_07566-RA
OG0004209	XP_039748313.1	Bany_16793-RA
OG0004210	XP_039757879.1	Bany_09718-RA
OG0004211	XP_039765476.1	Bany_00478-RA
OG0004212	XP_039761925.1	Bany_04776-RA
OG0004213	XP_039749539.1	Bany_12147-RA
OG0004214	XP_039758448.1	Bany_15214-RA
OG0004215	XP_039747987.1	Bany_16795-RA, Bany_16804-RA
OG0004216	XP_039755113.1	Bany_15909-RA, Bany_15803-RA
OG0004217	XP_039765069.1	Bany_03897-RA
OG0004218	XP_039760612.1, XP_039760611.1	Bany_18075-RA
OG0004219	XP_039751117.1	Bany_06310-RA
OG0004220	XP_039759473.1	Bany_11616-RA
OG0004221	XP_039758058.1	Bany_09725-RA
OG0004222	XP_039758748.1	Bany_15219-RA
OG0004223	XP_039757832.1	Bany_09729-RA
OG0004224	XP_039754867.1	Bany_15805-RA
OG0004225	XP_039751404.1	Bany_06311-RA
OG0004226	XP_039746367.1	Bany_05581-RA, Bany_05580-RA
OG0004227	XP_039751668.1	Bany_06312-RA
OG0004228	XP_039765944.1	Bany_00486-RA
OG0004229	XP_039757634.1	Bany_09733-RA
OG0004230	XP_039747975.1	Bany_16803-RA
OG0004231	XP_039754099.1	Bany_08336-RA
OG0004232	XP_039764665.1, XP_039764666.1	Bany_03904-RA
OG0004233	XP_039748646.1	Bany_10306-RA
OG0004234	XP_039757192.1	Bany_13421-RA
OG0004235	XP_039755215.1	Bany_15810-RA, Bany_15809-RA, Bany_15816-RA
OG0004236	XP_039757129.1	Bany_13422-RA
OG0004237	XP_039760547.1	Bany_18081-RA
OG0004238	XP_039764964.1	Bany_03910-RA
OG0004239	XP_039748842.1	Bany_10312-RA
OG0004240	XP_039754990.1	Bany_15813-RA
OG0004241	XP_039757643.1	Bany_09734-RA
OG0004242	XP_039748825.1	Bany_10313-RA
OG0004243	XP_039755214.1	Bany_15815-RA
OG0004244	XP_039757981.1	Bany_09736-RA
OG0004245	XP_039752744.1	Bany_01416-RA
OG0004246	XP_039765711.1	Bany_00498-RA
OG0004247	XP_039751991.1, XP_039751994.1	Bany_04785-RA
OG0004248	XP_039748764.1	Bany_10315-RA
OG0004249	XP_039760681.1	Bany_18087-RA
OG0004250	XP_039765935.1	Bany_00501-RA
OG0004250	XP_039765715.1	Bany_00503-RA
OG0004251	XP_039765712.1	Bany_00502-RA
OG0004252	XP_039762091.1	Bany_04789-RA
OG0004253	XP_039745465.1	Bany_00504-RA
OG0004254	XP_039760680.1, XP_039760679.1	Bany_18088-RA
OG0004255	XP_039750807.1	Bany_10950-RA
OG0004256	XP_039751704.1	Bany_06315-RA
OG0004257	XP_039752574.1	Bany_04792-RA
OG0004258	XP_039765945.1	Bany_00508-RA, Bany_00507-RA
OG0004259	XP_039749277.1	Bany_10320-RA
OG0004260	XP_039765025.1	Bany_03918-RA
OG0004261	XP_039765682.1	Bany_00511-RA
OG0004262	XP_039752023.1	Bany_01424-RA
OG0004263	XP_039764727.1	Bany_03923-RA
OG0004264	XP_039754043.1	Bany_08348-RA
OG0004265	XP_039751532.1	Bany_06323-RA
OG0004266	XP_039759235.1	Bany_11642-RA
OG0004267	XP_039764091.1	Bany_07584-RA
OG0004268	XP_039751208.1	Bany_06324-RA
OG0004269	XP_039754240.1	Bany_08349-RA
OG0004270	XP_039763029.1, XP_039763039.1	Bany_03927-RA
OG0004271	XP_039760867.1	Bany_18093-RA
OG0004272	XP_039762865.1	Bany_03930-RA
OG0004273	XP_039756548.1	Bany_14689-RA
OG0004274	XP_039755900.1	Bany_14011-RA
OG0004275	XP_039748357.1	Bany_16809-RA
OG0004276	XP_039758964.1	Bany_11650-RA, Bany_11649-RA
OG0004277	XP_039757500.1	Bany_09752-RA
OG0004278	XP_039757503.1	Bany_09753-RA
OG0004279	XP_039750231.1	Bany_10958-RA
OG0004280	XP_039757504.1	Bany_09754-RA
OG0004281	XP_039756199.1	Bany_14692-RA
OG0004282	XP_039755703.1	Bany_14018-RA
OG0004283	XP_039759495.1	Bany_11655-RA, Bany_11656-RA
OG0004284	XP_039764087.1	Bany_03944-RA, Bany_03942-RA
OG0004285	XP_039752156.1	Bany_01440-RA
OG0004286	XP_039761787.1	Bany_04811-RA
OG0004287	XP_039763160.1	Bany_07587-RA
OG0004288	XP_039755308.1	Bany_14024-RA
OG0004289	XP_039745768.1	Bany_05611-RA
OG0004290	XP_039758682.1	Bany_04813-RA, Bany_04931-RA
OG0004291	XP_039751876.1	Bany_01442-RA, Bany_01447-RA
OG0004292	XP_039764651.1, XP_039764664.1	Bany_02335-RA
OG0004293	XP_039753224.1	Bany_09050-RA
OG0004294	XP_039762694.1	Bany_03954-RA
OG0004295	XP_039746158.1	Bany_05616-RA
OG0004296	XP_039756351.1, XP_039756350.1	Bany_14699-RA
OG0004297	XP_039749803.1	Bany_12158-RA
OG0004298	XP_039755078.1, XP_039755077.1	Bany_15827-RA
OG0004299	XP_039746073.1	Bany_05617-RA
OG0004300	XP_039753620.1	Bany_09053-RA
OG0004301	XP_039756044.1	Bany_14705-RA
OG0004302	XP_039749522.1	Bany_12160-RA
OG0004303	XP_039750225.1, XP_039750226.1	Bany_10964-RA
OG0004304	XP_039753243.1	Bany_09058-RA
OG0004305	XP_039763727.1	Bany_07597-RA
OG0004306	XP_039756177.1	Bany_14706-RA
OG0004307	XP_039760808.1	Bany_18098-RA
OG0004308	XP_039752630.1	Bany_01455-RA
OG0004309	XP_039761751.1	Bany_07018-RA
OG0004310	XP_039754364.1	Bany_08577-RA
OG0004311	XP_039746471.1	Bany_05623-RA
OG0004312	XP_039753738.1	Bany_09064-RA
OG0004313	XP_039749714.1	Bany_12170-RA
OG0004314	XP_039755465.1	Bany_14029-RA
OG0004315	XP_039749650.1, XP_039749649.1	Bany_12172-RA
OG0004316	XP_039756134.1	Bany_14716-RA
OG0004317	XP_039759573.1	Bany_11668-RA
OG0004318	XP_039747595.1	Bany_16815-RA
OG0004319	XP_039749790.1	Bany_12176-RA
OG0004320	XP_039764758.1	Bany_03959-RA, Bany_03958-RA
OG0004321	XP_039756781.1	Bany_13442-RA
OG0004322	XP_039748499.1	Bany_02340-RA
OG0004324	XP_039758913.1	Bany_11673-RA
OG0004325	XP_039746993.1	Bany_03142-RA
OG0004326	XP_039756905.1	Bany_04824-RA
OG0004327	XP_039750175.1, XP_039750174.1	Bany_12181-RA
OG0004328	XP_039756930.1	Bany_04826-RA
OG0004329	XP_039745920.1	Bany_05626-RA
OG0004330	XP_039747099.1, XP_039747098.1	Bany_03144-RA
OG0004331	XP_039751790.1	Bany_01467-RA
OG0004332	XP_039753850.1	Bany_08366-RA
OG0004333	XP_039752477.1	Bany_01474-RA
OG0004334	XP_039751637.1	Bany_06343-RA
OG0004335	XP_039751635.1	Bany_06345-RA
OG0004336	XP_039764690.1	Bany_02348-RA, Bany_02349-RA
OG0004337	XP_039752228.1	Bany_01480-RA
OG0004338	XP_039756963.1	Bany_13453-RA
OG0004339	XP_039758090.1	Bany_09763-RA
