Orthogroup	Pararge_aegeria	Junonia_coenia
OG0004787	XP_039755693.1	JC_01116-RA
OG0004788	XP_039763531.1	JC_01784-RA, JC_01783-RA
OG0004789	XP_039763327.1, XP_039763326.1	JC_01786-RA
OG0004790	XP_039763325.1	JC_01787-RA
OG0004791	XP_039763274.1	JC_01788-RA
OG0004793	XP_039761300.1	JC_15713-RA, JC_15714-RA
OG0004796	XP_039762808.1	JC_16449-RA
OG0004798	XP_039748299.1, XP_039748301.1	JC_16113-RA
OG0004800	XP_039759026.1, XP_039759025.1	JC_10078-RA
OG0004802	XP_039760403.1	JC_14787-RA
OG0004803	XP_039761577.1, XP_039761576.1	JC_15440-RA
OG0004804	XP_039758924.1	JC_09866-RA, JC_09867-RA
OG0004805	XP_039765431.1, XP_039765432.1, XP_039765433.1	JC_00144-RA
OG0004806	XP_039758266.1	JC_05787-RA
OG0004807	XP_039751885.1	JC_01079-RA
OG0004809	XP_039753325.1	JC_07904-RA, JC_07903-RA
OG0004810	XP_039761173.1	JC_01119-RA
OG0004810	XP_039764006.1	JC_02042-RA
OG0004811	XP_039763479.1	JC_01682-RA
OG0004812	XP_039751616.1, XP_039751618.1, XP_039751617.1	JC_09384-RA
OG0004813	XP_039757013.1	JC_11299-RA
OG0004814	XP_039747147.1, XP_039747148.1	JC_04240-RA
OG0004815	XP_039746308.1	JC_02791-RA
OG0004816	XP_039746762.1	JC_03674-RA, JC_03672-RA, JC_03673-RA
OG0004817	XP_039761119.1	JC_15530-RA, JC_15533-RA
OG0004818	XP_039754242.1	JC_03245-RA
OG0004819	XP_039749592.1	JC_08847-RA
OG0004821	XP_039745671.1	JC_02929-RA
OG0004822	XP_039746037.1	JC_02820-RA
OG0004825	XP_039753308.1	JC_07738-RA
OG0004826	XP_039757160.1, XP_039757161.1	JC_11237-RA
OG0004827	XP_039748733.1	JC_04412-RA, JC_04411-RA
OG0004828	XP_039765467.1	JC_00565-RA
OG0004829	XP_039760754.1, XP_039760738.1, XP_039760745.1	JC_01278-RA
OG0004830	XP_039754262.1	JC_03193-RA
OG0004831	XP_039764895.1	JC_08459-RA
OG0004832	XP_039764623.1	JC_08481-RA
OG0004839	XP_039748839.1	JC_04972-RA
OG0004849	XP_039760532.1	JC_14863-RA
OG0004850	XP_039755432.1	JC_06871-RA
OG0004851	XP_039763768.1	JC_02313-RA
OG0004852	XP_039747641.1	JC_14044-RA
OG0004853	XP_039760750.1	JC_14864-RA
OG0004855	XP_039747161.1	JC_03638-RA
OG0004856	XP_039747635.1	JC_14045-RA
OG0004858	XP_039755257.1	JC_05611-RA, JC_05610-RA, JC_05609-RA
OG0004859	XP_039755043.1	JC_05607-RA
OG0004861	XP_039761001.1	JC_15583-RA
OG0004862	XP_039759959.1	JC_13123-RA
OG0004863	XP_039763762.1	JC_02142-RA
OG0004864	XP_039749873.1	JC_08645-RA
OG0004865	XP_039760869.1	JC_14832-RA
OG0004866	XP_039758846.1	JC_05676-RA
OG0004867	XP_039760545.1	JC_17074-RA
OG0004868	XP_039765220.1	JC_07907-RA
OG0004869	XP_039759784.1	JC_13125-RA
OG0004870	XP_039760864.1	JC_14833-RA
OG0004871	XP_039745189.1	JC_00693-RA
OG0004872	XP_039758623.1	JC_05678-RA
OG0004873	XP_039761126.1	JC_15582-RA
OG0004874	XP_039749158.1	JC_04413-RA
OG0004875	XP_039755255.1	JC_05597-RA
OG0004876	XP_039756627.1	JC_10457-RA
OG0004877	XP_039749218.1	JC_14658-RA
OG0004878	XP_039763582.1	JC_02141-RA
OG0004879	XP_039758240.1	JC_05682-RA
OG0004880	XP_039762320.1	JC_17052-RA
OG0004881	XP_039751340.1	JC_09700-RA
OG0004882	XP_039756157.1	JC_10458-RA
OG0004883	XP_039750680.1	JC_06340-RA
OG0004884	XP_039758747.1	JC_05683-RA
OG0004885	XP_039754931.1	JC_05595-RA
OG0004886	XP_039763853.1	JC_07913-RA
OG0004887	XP_039749165.1	JC_04415-RA
OG0004888	XP_039756448.1	JC_10460-RA
OG0004889	XP_039758466.1	JC_05685-RA
OG0004890	XP_039749857.1	JC_08672-RA
OG0004891	XP_039753382.1	JC_07356-RA
OG0004892	XP_039751042.1	JC_09702-RA
OG0004894	XP_039759212.1	JC_10272-RA
OG0004895	XP_039756313.1	JC_10464-RA
OG0004896	XP_039763650.1	JC_01901-RA
OG0004897	XP_039755738.1	JC_06691-RA
OG0004898	XP_039747036.1	JC_03643-RA
OG0004899	XP_039748731.1	JC_04418-RA
OG0004900	XP_039750476.1	JC_06330-RA
OG0004901	XP_039754546.1	JC_03514-RA
OG0004902	XP_039755068.1	JC_05585-RA
OG0004904	XP_039753673.1	JC_07351-RA
OG0004906	XP_039751794.1	JC_16176-RA
OG0004907	XP_039761796.1	JC_15222-RA
OG0004908	XP_039763264.1	JC_02217-RA
OG0004909	XP_039751421.1	JC_09707-RA
OG0004910	XP_039760188.1	JC_13131-RA
OG0004911	XP_039759790.1	JC_13132-RA
OG0004912	XP_039750470.1	JC_06328-RA
OG0004913	XP_039761644.1	JC_15221-RA
OG0004914	XP_039761757.1	JC_15220-RA
OG0004915	XP_039750488.1	JC_06327-RA
OG0004916	XP_039749002.1	JC_04424-RA
OG0004917	XP_039752709.1	JC_16190-RA
OG0004918	XP_039753861.1	JC_03520-RA
OG0004919	XP_039752032.1	JC_16189-RA
OG0004920	XP_039754321.1	JC_03523-RA
OG0004921	XP_039749026.1	JC_04425-RA
OG0004922	XP_039748718.1	JC_04426-RA
OG0004923	XP_039756617.1	JC_10468-RA
OG0004925	XP_039760203.1	JC_13136-RA
OG0004926	XP_039759357.1	JC_10271-RA
OG0004928	XP_039758445.1	JC_05690-RA
OG0004929	XP_039760207.1	JC_13137-RA
OG0004930	XP_039759649.1	JC_10270-RA
OG0004931	XP_039759272.1	JC_10269-RA
OG0004933	XP_039752511.1	JC_16183-RA
OG0004934	XP_039760614.1	JC_14980-RA
OG0004935	XP_039755071.1	JC_05580-RA
OG0004936	XP_039759312.1	JC_10267-RA
OG0004937	XP_039756944.1	JC_11483-RA
OG0004938	XP_039752514.1	JC_16181-RA, JC_16182-RA
OG0004939	XP_039750051.1	JC_08670-RA
OG0004940	XP_039749515.1	JC_14637-RA
OG0004941	XP_039761094.1	JC_15579-RA
OG0004942	XP_039755333.1	JC_06694-RA
OG0004943	XP_039760765.1	JC_14982-RA
OG0004944	XP_039754241.1	JC_03526-RA
OG0004945	XP_039760298.1	JC_13119-RA
OG0004946	XP_039745736.1	JC_02414-RA
OG0004947	XP_039753678.1	JC_07337-RA
OG0004949	XP_039748534.1	JC_04441-RA
OG0004950	XP_039760710.1	JC_14985-RA
OG0004951	XP_039762194.1	JC_17179-RA
OG0004952	XP_039754250.1	JC_03530-RA
OG0004953	XP_039750075.1	JC_08665-RA
OG0004954	XP_039748535.1	JC_04440-RA
OG0004955	XP_039747162.1	JC_03654-RA
OG0004956	XP_039752928.1	JC_07336-RA
OG0004957	XP_039749885.1	JC_08664-RA
OG0004958	XP_039749306.1	JC_04438-RA
OG0004959	XP_039747448.1	JC_03653-RA
OG0004960	XP_039746823.1	JC_03652-RA
OG0004961	XP_039763167.1	JC_01896-RA
OG0004962	XP_039749125.1	JC_04437-RA
OG0004963	XP_039756306.1	JC_01616-RA
OG0004964	XP_039755584.1	JC_06698-RA
OG0004965	XP_039747200.1	JC_04348-RA
OG0004966	XP_039760816.1	JC_15055-RA
OG0004968	XP_039754970.1	JC_05569-RA
OG0004969	XP_039763857.1	JC_01945-RA
OG0004970	XP_039750366.1	JC_06316-RA
OG0004971	XP_039752343.1	JC_16222-RA
OG0004972	XP_039751161.1	JC_09731-RA
OG0004973	XP_039759964.1	JC_13154-RA
OG0004974	XP_039752352.1	JC_16223-RA
OG0004975	XP_039755059.1	JC_05567-RA
OG0004976	XP_039745823.1	JC_14616-RA
OG0004977	XP_039755057.1	JC_05566-RA
OG0004979	XP_039755083.1	JC_05564-RA
OG0004980	XP_039750978.1	JC_09733-RA
OG0004981	XP_039750713.1	JC_06312-RA
OG0004982	XP_039756527.1	JC_10473-RA
OG0004983	XP_039760974.1	JC_15573-RA
OG0004984	XP_039765579.1	JC_00724-RA
OG0004985	XP_039756709.1	JC_10474-RA
OG0004986	XP_039750085.1	JC_08663-RA
OG0004987	XP_039756182.1	JC_10475-RA
OG0004988	XP_039750666.1	JC_06305-RA
OG0004989	XP_039756538.1	JC_10476-RA
OG0004990	XP_039751405.1	JC_09740-RA
OG0004991	XP_039760012.1	JC_13107-RA
OG0004992	XP_039756086.1	JC_10478-RA
OG0004993	XP_039755893.1	JC_06704-RA
OG0004994	XP_039753300.1	JC_07323-RA
OG0004995	XP_039755560.1	JC_06705-RA
OG0004996	XP_039764227.1	JC_07927-RA
OG0004997	XP_039764633.1	JC_07928-RA
OG0004998	XP_039755241.1	JC_05561-RA
OG0005000	XP_039748566.1	JC_14613-RA
OG0005001	XP_039751476.1	JC_08661-RA, JC_08659-RA
OG0005002	XP_039755915.1	JC_06708-RA
OG0005003	XP_039755877.1	JC_06707-RA
OG0005004	XP_039750325.1	JC_14609-RA
OG0005005	XP_039755762.1	JC_06709-RA
OG0005006	XP_039755881.1	JC_06712-RA
OG0005007	XP_039764547.1	JC_07930-RA
OG0005008	XP_039751474.1	JC_09742-RA
OG0005009	XP_039761014.1, XP_039761015.1	JC_15561-RA
OG0005010	XP_039755857.1	JC_06711-RA
OG0005012	XP_039746327.1	JC_02395-RA
OG0005013	XP_039762177.1	JC_17156-RA
OG0005014	XP_039761760.1	JC_15212-RA
OG0005015	XP_039745655.1	JC_02390-RA
OG0005016	XP_039749332.1	JC_14604-RA
OG0005017	XP_039761610.1	JC_15213-RA
OG0005018	XP_039760846.1	JC_15051-RA
OG0005019	XP_039754138.1	JC_03542-RA
OG0005020	XP_039756634.1	JC_10480-RA
OG0005021	XP_039756618.1	JC_10482-RA
OG0005022	XP_039753953.1	JC_03543-RA
OG0005023	XP_039756491.1	JC_10484-RA
OG0005024	XP_039753951.1	JC_03544-RA
OG0005025	XP_039746264.1	JC_02386-RA
OG0005026	XP_039753954.1	JC_03545-RA
OG0005027	XP_039751652.1	JC_09748-RA
OG0005028	XP_039745780.1	JC_02385-RA
OG0005029	XP_039745779.1	JC_02384-RA
OG0005030	XP_039761427.1	JC_15210-RA
OG0005031	XP_039760812.1	JC_15046-RA
OG0005032	XP_039756042.1	JC_10488-RA
OG0005033	XP_039756489.1	JC_10489-RA
OG0005034	XP_039745032.1	JC_00721-RA
OG0005035	XP_039756284.1, XP_039756285.1	JC_10490-RA
OG0005037	XP_039760299.1	JC_13165-RA
OG0005038	XP_039760108.1	JC_13166-RA
OG0005039	XP_039761174.1	JC_15557-RA
OG0005040	XP_039745782.1	JC_02383-RA
OG0005041	XP_039762305.1	JC_17160-RA
OG0005042	XP_039764953.1	JC_07934-RA
OG0005043	XP_039748055.1	JC_14062-RA
OG0005044	XP_039758894.1	JC_14593-RA
OG0005046	XP_039746094.1, XP_039746095.1	JC_02381-RA
OG0005047	XP_039759213.1	JC_14592-RA
OG0005048	XP_039746138.1	JC_02380-RA
OG0005049	XP_039759091.1	JC_14591-RA
OG0005050	XP_039761536.1, XP_039761537.1	JC_15208-RA
OG0005052	XP_039746340.1	JC_14590-RA
OG0005053	XP_039760092.1	JC_13019-RA
OG0005054	XP_039760109.1	JC_13018-RA
OG0005055	XP_039750074.1	JC_08658-RA
OG0005056	XP_039747063.1	JC_03648-RA
OG0005057	XP_039756298.1	JC_10491-RA
OG0005058	XP_039747211.1, XP_039747212.1	JC_04255-RA
OG0005059	XP_039765739.1	JC_00715-RA
OG0005060	XP_039748371.1	JC_14070-RA
OG0005061	XP_039753532.1	JC_07304-RA
OG0005062	XP_039749314.1	JC_04452-RA
OG0005063	XP_039745981.1	JC_02372-RA
OG0005064	XP_039759149.1	JC_10274-RA
OG0005065	XP_039760785.1	JC_15037-RA
OG0005066	XP_039759758.1	JC_13015-RA
OG0005067	XP_039761718.1	JC_15206-RA
OG0005068	XP_039761716.1	JC_15204-RA
OG0005069	XP_039759756.1	JC_13013-RA
OG0005070	XP_039759218.1	JC_10276-RA
OG0005071	XP_039755454.1	JC_06752-RA
OG0005072	XP_039747367.1	JC_03656-RA
OG0005073	XP_039755763.1	JC_06754-RA
OG0005074	XP_039757065.1	JC_11502-RA
OG0005075	XP_039759107.1	JC_10278-RA
OG0005077	XP_039753754.1	JC_03557-RA
OG0005078	XP_039761411.1	JC_15202-RA
OG0005079	XP_039753527.1	JC_07284-RA
OG0005080	XP_039746218.1	JC_02368-RA
OG0005081	XP_039765058.1	JC_07942-RA
OG0005083	XP_039748039.1	JC_14095-RA
OG0005084	XP_039765225.1	JC_07943-RA
OG0005085	XP_039762506.1	JC_16710-RA
OG0005086	XP_039759011.1	JC_10280-RA
OG0005087	XP_039759009.1	JC_10281-RA
OG0005088	XP_039756136.1	JC_10495-RA
OG0005089	XP_039761195.1, XP_039761194.1	JC_15543-RA
OG0005090	XP_039754205.1	JC_03558-RA
OG0005091	XP_039756137.1	JC_10494-RA
OG0005092	XP_039756063.1	JC_10496-RA
OG0005093	XP_039754123.1	JC_03559-RA
OG0005094	XP_039759997.1	JC_13007-RA
OG0005095	XP_039761295.1	JC_15542-RA
OG0005097	XP_039755940.1	JC_06757-RA
OG0005098	XP_039755939.1	JC_06758-RA
OG0005099	XP_039746990.1	JC_03657-RA
OG0005100	XP_039756444.1	JC_10497-RA
OG0005101	XP_039756289.1	JC_10498-RA
OG0005102	XP_039759412.1	JC_10285-RA
OG0005103	XP_039758768.1	JC_05659-RA
OG0005104	XP_039755707.1	JC_06759-RA
OG0005105	XP_039758660.1	JC_01595-RA, JC_17233-RA
OG0005106	XP_039756135.1	JC_10501-RA, JC_10500-RA
OG0005107	XP_039759992.1	JC_13003-RA
OG0005108	XP_039752175.1	JC_16199-RA
OG0005109	XP_039755726.1	JC_06766-RA
OG0005110	XP_039763236.1	JC_01655-RA
OG0005111	XP_039752060.1	JC_16200-RA
OG0005112	XP_039756305.1	JC_10503-RA
OG0005113	XP_039760221.1	JC_13002-RA
OG0005114	XP_039752485.1	JC_16202-RA
OG0005115	XP_039759986.1	JC_13000-RA
OG0005116	XP_039756554.1	JC_10505-RA
OG0005117	XP_039754821.1	JC_05542-RA
OG0005118	XP_039754984.1	JC_05537-RA
OG0005119	XP_039764836.1	JC_07951-RA
OG0005120	XP_039755085.1	JC_05536-RA
OG0005121	XP_039765044.1	JC_07952-RA
OG0005122	XP_039754883.1	JC_05535-RA
OG0005123	XP_039751722.1	JC_09751-RA
OG0005124	XP_039761544.1	JC_15189-RA
OG0005125	XP_039760003.1	JC_12997-RA
OG0005126	XP_039765927.1	JC_14572-RA
OG0005127	XP_039748776.1	JC_14570-RA
OG0005128	XP_039762792.1	JC_16718-RA
OG0005129	XP_039765142.1	JC_07956-RA
OG0005130	XP_039754839.1	JC_01592-RA
OG0005131	XP_039754709.1	JC_05533-RA
OG0005132	XP_039748988.1	JC_04460-RA
OG0005133	XP_039754207.1, XP_039754206.1	JC_03563-RA
OG0005134	XP_039762221.1	JC_17092-RA
OG0005136	XP_039749135.1	JC_04461-RA
OG0005137	XP_039753414.1	JC_07359-RA
OG0005138	XP_039753012.1	JC_07360-RA
OG0005139	XP_039755037.1	JC_05532-RA
OG0005140	XP_039762000.1	JC_17094-RA
OG0005141	XP_039751518.1	JC_09752-RA
OG0005142	XP_039765133.1	JC_07959-RA
OG0005143	XP_039755086.1	JC_05531-RA
OG0005144	XP_039751397.1	JC_09753-RA
OG0005145	XP_039765239.1	JC_07960-RA
OG0005146	XP_039759558.1	JC_10289-RA
OG0005147	XP_039747151.1, XP_039747152.1	JC_03661-RA
OG0005148	XP_039765846.1	JC_00733-RA
OG0005149	XP_039753651.1	JC_07362-RA
OG0005150	XP_039746963.1	JC_03663-RA
OG0005151	XP_039765064.1	JC_07962-RA
OG0005152	XP_039753230.1	JC_07363-RA
OG0005153	XP_039750989.1	JC_09756-RA
OG0005154	XP_039757051.1	JC_11522-RA
OG0005155	XP_039757875.1	JC_12795-RA
OG0005156	XP_039763746.1	JC_02278-RA
OG0005157	XP_039756942.1	JC_01588-RA
OG0005158	XP_039758104.1	JC_12793-RA
OG0005159	XP_039746734.1	JC_03668-RA
OG0005160	XP_039759546.1	JC_01586-RA
OG0005161	XP_039756770.1	JC_11526-RA
OG0005162	XP_039750990.1	JC_09762-RA
OG0005163	XP_039763192.1	JC_02280-RA
OG0005164	XP_039746344.1	JC_02362-RA
OG0005165	XP_039751695.1	JC_09761-RA
OG0005166	XP_039764702.1	JC_07964-RA
OG0005167	XP_039747339.1	JC_03669-RA
OG0005168	XP_039745867.1	JC_02360-RA
OG0005169	XP_039745087.1	JC_00736-RA
OG0005170	XP_039746088.1	JC_02358-RA
OG0005171	XP_039762799.1	JC_16729-RA
OG0005172	XP_039765830.1	JC_00739-RA
OG0005174	XP_039757444.1	JC_12786-RA
OG0005176	XP_039760726.1	JC_01584-RA
OG0005177	XP_039761426.1	JC_15180-RA, JC_15179-RA
OG0005178	XP_039748115.1	JC_14096-RA
OG0005179	XP_039757532.1	JC_12784-RA
OG0005181	XP_039749875.1	JC_08651-RA
OG0005182	XP_039751710.1	JC_09768-RA
OG0005184	XP_039751713.1	JC_09770-RA
OG0005185	XP_039763122.1	JC_02286-RA
OG0005186	XP_039761319.1	JC_15517-RA
OG0005188	XP_039750861.1	JC_06075-RA
OG0005190	XP_039760645.1	JC_15025-RA
OG0005191	XP_039752266.1	JC_16161-RA
OG0005192	XP_039751302.1	JC_09775-RA
OG0005193	XP_039757426.1	JC_11543-RA
OG0005194	XP_039755711.1	JC_06780-RA
OG0005195	XP_039756604.1	JC_10524-RA
OG0005196	XP_039757312.1	JC_11544-RA
OG0005197	XP_039757357.1	JC_01574-RA
OG0005198	XP_039752597.1	JC_16162-RA
OG0005199	XP_039755701.1	JC_06783-RA
OG0005200	XP_039759174.1	JC_10296-RA
OG0005201	XP_039755422.1	JC_06784-RA
OG0005202	XP_039756128.1	JC_10526-RA
OG0005203	XP_039745311.1	JC_00752-RA
OG0005204	XP_039745396.1	JC_00753-RA
OG0005205	XP_039757564.1	JC_12431-RA
OG0005207	XP_039750537.1	JC_06083-RA
OG0005208	XP_039762161.1	JC_17107-RA
OG0005209	XP_039747386.1	JC_03680-RA
OG0005210	XP_039755421.1	JC_06786-RA
OG0005211	XP_039753986.1	JC_01572-RA
OG0005212	XP_039761067.1	JC_01570-RA
OG0005213	XP_039757072.1	JC_11549-RA
OG0005214	XP_039762763.1	JC_16738-RA
OG0005215	XP_039760801.1	JC_01568-RA
OG0005216	XP_039745536.1	JC_00756-RA
OG0005217	XP_039762131.1	JC_17111-RA
OG0005218	XP_039761837.1	JC_17112-RA
OG0005219	XP_039747154.1	JC_03681-RA
OG0005220	XP_039755835.1	JC_06791-RA, JC_06792-RA
OG0005221	XP_039750877.1	JC_06087-RA
OG0005222	XP_039754399.1	JC_03570-RA
OG0005223	XP_039759677.1, XP_039759678.1	JC_10303-RA
OG0005224	XP_039745375.1, XP_039745383.1	JC_14562-RA
OG0005225	XP_039748594.1	JC_04469-RA
OG0005226	XP_039746031.1	JC_02351-RA
OG0005227	XP_039750725.1	JC_06088-RA
OG0005228	XP_039745984.1	JC_02349-RA
OG0005229	XP_039748652.1	JC_04470-RA
OG0005230	XP_039756827.1	JC_11447-RA
OG0005231	XP_039755761.1	JC_06794-RA
OG0005232	XP_039763871.1	JC_02284-RA
OG0005234	XP_039748545.1	JC_04474-RA
OG0005235	XP_039756346.1	JC_10545-RA
OG0005236	XP_039750029.1	JC_08679-RA
OG0005237	XP_039750031.1	JC_08680-RA
OG0005238	XP_039748546.1	JC_04475-RA
OG0005239	XP_039757750.1	JC_12421-RA
OG0005240	XP_039756266.1	JC_10546-RA
OG0005241	XP_039748596.1	JC_04477-RA
OG0005242	XP_039762907.1	JC_16586-RA
OG0005243	XP_039765540.1	JC_00762-RA
OG0005244	XP_039765469.1	JC_00764-RA
OG0005245	XP_039749131.1	JC_04479-RA
OG0005246	XP_039757735.1	JC_12420-RA
OG0005247	XP_039754807.1	JC_05523-RA
OG0005248	XP_039748659.1	JC_04480-RA
OG0005249	XP_039755144.1	JC_05522-RA
OG0005250	XP_039748657.1	JC_04485-RA
OG0005251	XP_039752290.1	JC_16249-RA
OG0005252	XP_039754477.1	JC_03602-RA
OG0005254	XP_039762981.1	JC_16580-RA
OG0005255	XP_039765622.1	JC_07844-RA
OG0005256	XP_039749871.1	JC_08683-RA
OG0005257	XP_039761259.1	JC_15588-RA
OG0005258	XP_039754476.1	JC_03606-RA
OG0005259	XP_039745208.1	JC_00771-RA
OG0005261	XP_039754960.1	JC_05520-RA
OG0005262	XP_039755053.1	JC_05519-RA
OG0005263	XP_039745980.1	JC_02340-RA
OG0005264	XP_039745272.1	JC_00772-RA
OG0005265	XP_039746063.1	JC_02338-RA
OG0005266	XP_039751839.1	JC_16252-RA
OG0005267	XP_039765866.1	JC_00773-RA
OG0005268	XP_039754298.1	JC_03610-RA
OG0005269	XP_039757138.1	JC_11432-RA
OG0005270	XP_039765491.1	JC_00775-RA
OG0005271	XP_039748043.1	JC_15988-RA, JC_15989-RA
OG0005272	XP_039765808.1	JC_00697-RA
OG0005273	XP_039759427.1	JC_10311-RA
OG0005274	XP_039759150.1	JC_10312-RA
OG0005275	XP_039749763.1	JC_08692-RA
OG0005276	XP_039757399.1	JC_11428-RA
OG0005277	XP_039762888.1	JC_16567-RA
OG0005278	XP_039753610.1	JC_07371-RA
OG0005279	XP_039760897.1	JC_15589-RA
OG0005280	XP_039760426.1	JC_14885-RA
OG0005281	XP_039757008.1	JC_11426-RA
OG0005282	XP_039763397.1	JC_02270-RA
OG0005283	XP_039748837.1	JC_04489-RA
OG0005285	XP_039759153.1	JC_10319-RA
OG0005286	XP_039753507.1	JC_07372-RA
OG0005287	XP_039758742.1	JC_05645-RA
OG0005288	XP_039752458.1	JC_16262-RA
OG0005289	XP_039754664.1	JC_05515-RA
OG0005290	XP_039750672.1	JC_06145-RA, JC_06143-RA, JC_06144-RA, JC_12604-RA, JC_06142-RA
OG0005291	XP_039761191.1	JC_15590-RA
OG0005292	XP_039754717.1	JC_05513-RA
OG0005293	XP_039765292.1	JC_14532-RA
OG0005294	XP_039747385.1	JC_03692-RA
OG0005295	XP_039749756.1	JC_08694-RA
OG0005296	XP_039759536.1	JC_01558-RA
OG0005297	XP_039753226.1	JC_07378-RA
OG0005298	XP_039745425.1	JC_00788-RA
OG0005299	XP_039757397.1	JC_11422-RA
OG0005300	XP_039759967.1	JC_01556-RA
OG0005301	XP_039749890.1	JC_17207-RA
OG0005302	XP_039753641.1	JC_07379-RA
OG0005303	XP_039754887.1	JC_05509-RA
OG0005304	XP_039754885.1	JC_05508-RA
OG0005305	XP_039762950.1	JC_16630-RA
OG0005306	XP_039756851.1	JC_11421-RA
OG0005307	XP_039754976.1	JC_05507-RA
OG0005308	XP_039754665.1	JC_05514-RA
OG0005309	XP_039762858.1	JC_16776-RA
OG0005310	XP_039756902.1	JC_11420-RA
OG0005311	XP_039762611.1	JC_16778-RA
OG0005312	XP_039760072.1	JC_12968-RA
OG0005313	XP_039757042.1	JC_11418-RA
OG0005314	XP_039757015.1	JC_11417-RA
OG0005315	XP_039755466.1	JC_06819-RA
OG0005316	XP_039748180.1	JC_14114-RA
OG0005317	XP_039763252.1	JC_02275-RA
OG0005318	XP_039748353.1	JC_16001-RA
OG0005319	XP_039761937.1	JC_01550-RA
OG0005320	XP_039747180.1	JC_03698-RA
OG0005321	XP_039756549.1	JC_10567-RA
OG0005322	XP_039747457.1	JC_03699-RA
OG0005323	XP_039760839.1	JC_14876-RA
OG0005324	XP_039747462.1	JC_03701-RA
OG0005325	XP_039759632.1	JC_10326-RA
OG0005326	XP_039763401.1	JC_02273-RA
OG0005327	XP_039760865.1	JC_14873-RA
OG0005328	XP_039745431.1	JC_00791-RA
OG0005329	XP_039755179.1	JC_05502-RA
OG0005330	XP_039755116.1	JC_05501-RA
OG0005331	XP_039756960.1	JC_11408-RA
OG0005332	XP_039754939.1	JC_05500-RA
OG0005333	XP_039747303.1	JC_03706-RA
OG0005334	XP_039757303.1	JC_11407-RA
OG0005335	XP_039759342.1	JC_10333-RA
OG0005336	XP_039759441.1	JC_10334-RA
OG0005337	XP_039759136.1	JC_10335-RA
OG0005338	XP_039753564.1	JC_07402-RA
OG0005339	XP_039750617.1	JC_06134-RA
OG0005340	XP_039753127.1	JC_07403-RA
OG0005341	XP_039748361.1	JC_14119-RA
OG0005342	XP_039747996.1	JC_14120-RA
OG0005343	XP_039762980.1	JC_16779-RA
OG0005344	XP_039750536.1	JC_06128-RA
OG0005345	XP_039759015.1	JC_10253-RA
OG0005346	XP_039747958.1	JC_14122-RA
OG0005347	XP_039752371.1, XP_039752370.1	JC_16272-RA
OG0005348	XP_039752647.1	JC_16273-RA
OG0005349	XP_039752186.1	JC_16275-RA
OG0005350	XP_039755622.1	JC_06820-RA
OG0005351	XP_039762752.1	JC_16782-RA
OG0005352	XP_039747978.1	JC_16012-RA
OG0005353	XP_039755904.1	JC_06821-RA
OG0005354	XP_039762817.1	JC_16783-RA
OG0005355	XP_039756601.1	JC_10576-RA
OG0005356	XP_039765930.1	JC_00800-RA
OG0005357	XP_039759297.1	JC_10248-RA
OG0005358	XP_039756256.1	JC_10577-RA
OG0005359	XP_039758919.1	JC_10247-RA
OG0005360	XP_039753730.1	JC_07405-RA
OG0005361	XP_039748044.1	JC_14128-RA
OG0005362	XP_039753893.1	JC_16740-RA, JC_16743-RA
OG0005363	XP_039761011.1	JC_15624-RA
OG0005364	XP_039758921.1	JC_10246-RA
OG0005365	XP_039752415.1	JC_16279-RA
OG0005366	XP_039759230.1	JC_10245-RA
OG0005367	XP_039747821.1	JC_16015-RA
OG0005368	XP_039749493.1	JC_14516-RA
OG0005369	XP_039757152.1	JC_11398-RA
OG0005370	XP_039746373.1	JC_02330-RA
OG0005371	XP_039748972.1	JC_04508-RA
OG0005373	XP_039754878.1	JC_05497-RA
OG0005374	XP_039750678.1	JC_06122-RA
OG0005375	XP_039760386.1	JC_01537-RA
OG0005376	XP_039760589.1	JC_14868-RA
OG0005377	XP_039760976.1	JC_15591-RA
OG0005378	XP_039753473.1	JC_07412-RA
OG0005379	XP_039756492.1	JC_10581-RA
OG0005380	XP_039764218.1	JC_02302-RA
OG0005381	XP_039756194.1	JC_10582-RA
OG0005382	XP_039762915.1	JC_16643-RA
OG0005383	XP_039747461.1	JC_14512-RA
OG0005384	XP_039764927.1	JC_07972-RA
OG0005385	XP_039748849.1	JC_14511-RA
OG0005386	XP_039763323.1	JC_02300-RA
OG0005387	XP_039752938.1	JC_01530-RA
OG0005388	XP_039751677.1	JC_09781-RA
OG0005389	XP_039762916.1	JC_11340-RA
OG0005390	XP_039757791.1	JC_12410-RA
OG0005392	XP_039745106.1	JC_14510-RA
OG0005393	XP_039746420.1	JC_02327-RA
OG0005394	XP_039749494.1	JC_08714-RA
OG0005395	XP_039748035.1	JC_14509-RA
OG0005396	XP_039748187.1	JC_16020-RA
OG0005397	XP_039747770.1	JC_14139-RA
OG0005398	XP_039754700.1	JC_05494-RA
OG0005399	XP_039764691.1	JC_07979-RA
OG0005400	XP_039761239.1	JC_15594-RA
OG0005401	XP_039754857.1	JC_05493-RA
OG0005402	XP_039752254.1	JC_16286-RA
OG0005403	XP_039762582.1	JC_07982-RA
OG0005404	XP_039761096.1	JC_15595-RA
OG0005405	XP_039746240.1	JC_02325-RA
OG0005406	XP_039759163.1	JC_01528-RA
OG0005407	XP_039758305.1	JC_05634-RA
OG0005408	XP_039746239.1	JC_02324-RA
OG0005409	XP_039754726.1	JC_05487-RA
