Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0004954	XP_039748535.1	Vcard_DToL04850-RA
OG0004955	XP_039747162.1	Vcard_DToL09058-RA
OG0004956	XP_039752928.1	Vcard_DToL09708-RA
OG0004957	XP_039749885.1	Vcard_DToL07173-RA
OG0004958	XP_039749306.1	Vcard_DToL04852-RA
OG0004959	XP_039747448.1	Vcard_DToL09054-RA
OG0004960	XP_039746823.1	Vcard_DToL09053-RA
OG0004961	XP_039763167.1	Vcard_DToL00123-RA
OG0004962	XP_039749125.1	Vcard_DToL04853-RA
OG0004963	XP_039756306.1	Vcard_DToL00817-RA
OG0004964	XP_039755584.1	Vcard_DToL12472-RA
OG0004965	XP_039747200.1	Vcard_DToL08317-RA, Vcard_DToL08316-RA
OG0004966	XP_039760816.1	Vcard_DToL15890-RA
OG0004968	XP_039754970.1	Vcard_DToL03075-RA
OG0004969	XP_039763857.1	Vcard_DToL00161-RA
OG0004970	XP_039750366.1	Vcard_DToL10625-RA
OG0004971	XP_039752343.1	Vcard_DToL18332-RA
OG0004972	XP_039751161.1	Vcard_DToL06356-RA
OG0004973	XP_039759964.1	Vcard_DToL15312-RA
OG0004974	XP_039752352.1	Vcard_DToL18331-RA
OG0004975	XP_039755059.1	Vcard_DToL03078-RA
OG0004976	XP_039745823.1	Vcard_DToL16732-RA
OG0004977	XP_039755057.1	Vcard_DToL03079-RA
OG0004979	XP_039755083.1	Vcard_DToL03081-RA
OG0004980	XP_039750978.1	Vcard_DToL06360-RA
OG0004981	XP_039750713.1	Vcard_DToL10632-RA
OG0004982	XP_039756527.1	Vcard_DToL13115-RA
OG0004983	XP_039760974.1	Vcard_DToL16827-RA
OG0004984	XP_039765579.1	Vcard_DToL01863-RA
OG0004985	XP_039756709.1	Vcard_DToL13114-RA
OG0004986	XP_039750085.1	Vcard_DToL07176-RA
OG0004987	XP_039756182.1	Vcard_DToL13113-RA
OG0004988	XP_039750666.1	Vcard_DToL10635-RA
OG0004989	XP_039756538.1	Vcard_DToL13111-RA
OG0004990	XP_039751405.1	Vcard_DToL06363-RA
OG0004991	XP_039760012.1	Vcard_DToL15261-RA
OG0004992	XP_039756086.1	Vcard_DToL13109-RA
OG0004993	XP_039755893.1	Vcard_DToL12468-RA
OG0004994	XP_039753300.1	Vcard_DToL09721-RA
OG0004995	XP_039755560.1	Vcard_DToL12467-RA
OG0004996	XP_039764227.1	Vcard_DToL06318-RA
OG0004997	XP_039764633.1	Vcard_DToL06314-RA
OG0004998	XP_039755241.1	Vcard_DToL03083-RA
OG0005002	XP_039755915.1	Vcard_DToL12462-RA
OG0005003	XP_039755877.1	Vcard_DToL12461-RA
OG0005004	XP_039750325.1	Vcard_DToL16730-RA
OG0005005	XP_039755762.1	Vcard_DToL12460-RA
OG0005006	XP_039755881.1	Vcard_DToL12453-RA
OG0005007	XP_039764547.1	Vcard_DToL06313-RA
OG0005008	XP_039751474.1	Vcard_DToL06365-RA
OG0005010	XP_039755857.1	Vcard_DToL12456-RA
OG0005011	XP_039755418.1, XP_039755419.1	Vcard_DToL12459-RA
OG0005012	XP_039746327.1	Vcard_DToL03332-RA
OG0005013	XP_039762177.1	Vcard_DToL17789-RA
OG0005014	XP_039761760.1	Vcard_DToL17362-RA
OG0005015	XP_039745655.1	Vcard_DToL03336-RA
OG0005016	XP_039749332.1	Vcard_DToL16725-RA
OG0005017	XP_039761610.1	Vcard_DToL17364-RA
OG0005018	XP_039760846.1	Vcard_DToL15895-RA
OG0005019	XP_039754138.1	Vcard_DToL04033-RA
OG0005020	XP_039756634.1	Vcard_DToL13106-RA
OG0005021	XP_039756618.1	Vcard_DToL13105-RA
OG0005022	XP_039753953.1	Vcard_DToL04034-RA
OG0005023	XP_039756491.1	Vcard_DToL13103-RA
OG0005024	XP_039753951.1	Vcard_DToL04035-RA
OG0005026	XP_039753954.1	Vcard_DToL04036-RA
OG0005027	XP_039751652.1	Vcard_DToL06370-RA
OG0005028	XP_039745780.1	Vcard_DToL03343-RA
OG0005029	XP_039745779.1	Vcard_DToL03345-RA
OG0005031	XP_039760812.1	Vcard_DToL15902-RA
OG0005032	XP_039756042.1	Vcard_DToL13098-RA
OG0005033	XP_039756489.1	Vcard_DToL13097-RA
OG0005034	XP_039745032.1	Vcard_DToL01866-RA
OG0005035	XP_039756284.1, XP_039756285.1	Vcard_DToL13094-RA
OG0005036	XP_039761456.1	Vcard_DToL00831-RA
OG0005037	XP_039760299.1	Vcard_DToL15328-RA
OG0005038	XP_039760108.1	Vcard_DToL15329-RA
OG0005039	XP_039761174.1	Vcard_DToL16804-RA
OG0005040	XP_039745782.1	Vcard_DToL03346-RA
OG0005041	XP_039762305.1	Vcard_DToL17791-RA
OG0005042	XP_039764953.1	Vcard_DToL06306-RA
OG0005043	XP_039748055.1	Vcard_DToL14090-RA
OG0005044	XP_039758894.1	Vcard_DToL16720-RA
OG0005045	XP_039762431.1	Vcard_DToL17792-RA
OG0005046	XP_039746094.1, XP_039746095.1	Vcard_DToL03347-RA
OG0005047	XP_039759213.1	Vcard_DToL16721-RA
OG0005048	XP_039746138.1	Vcard_DToL03348-RA
OG0005049	XP_039759091.1	Vcard_DToL16717-RA
OG0005051	XP_039754933.1	Vcard_DToL03085-RA
OG0005052	XP_039746340.1	Vcard_DToL16715-RA
OG0005053	XP_039760092.1	Vcard_DToL15153-RA
OG0005054	XP_039760109.1	Vcard_DToL15152-RA
OG0005055	XP_039750074.1	Vcard_DToL07177-RA
OG0005056	XP_039747063.1	Vcard_DToL09048-RA
OG0005057	XP_039756298.1	Vcard_DToL13093-RA
OG0005058	XP_039747211.1, XP_039747212.1	Vcard_DToL08412-RA
OG0005059	XP_039765739.1	Vcard_DToL01872-RA
OG0005060	XP_039748371.1	Vcard_DToL14086-RA
OG0005061	XP_039753532.1	Vcard_DToL09729-RA
OG0005062	XP_039749314.1	Vcard_DToL04842-RA
OG0005063	XP_039745981.1	Vcard_DToL03352-RA
OG0005064	XP_039759149.1	Vcard_DToL13613-RA
OG0005065	XP_039760785.1	Vcard_DToL15910-RA
OG0005066	XP_039759758.1	Vcard_DToL15151-RA
OG0005067	XP_039761718.1	Vcard_DToL17370-RA
OG0005068	XP_039761716.1	Vcard_DToL17372-RA
OG0005069	XP_039759756.1	Vcard_DToL15150-RA
OG0005070	XP_039759218.1	Vcard_DToL13618-RA
OG0005071	XP_039755454.1	Vcard_DToL12447-RA
OG0005072	XP_039747367.1	Vcard_DToL09047-RA
OG0005073	XP_039755763.1	Vcard_DToL12446-RA
OG0005074	XP_039757065.1	Vcard_DToL11339-RA
OG0005075	XP_039759107.1	Vcard_DToL13620-RA
OG0005076	XP_039755092.1	Vcard_DToL03090-RA
OG0005077	XP_039753754.1	Vcard_DToL04059-RA
OG0005078	XP_039761411.1	Vcard_DToL17376-RA
OG0005079	XP_039753527.1	Vcard_DToL09741-RA
OG0005080	XP_039746218.1	Vcard_DToL03355-RA
OG0005081	XP_039765058.1	Vcard_DToL06299-RA
OG0005083	XP_039748039.1	Vcard_DToL13898-RA
OG0005084	XP_039765225.1	Vcard_DToL06298-RA
OG0005086	XP_039759011.1	Vcard_DToL13623-RA
OG0005087	XP_039759009.1	Vcard_DToL13624-RA
OG0005088	XP_039756136.1	Vcard_DToL13091-RA
OG0005089	XP_039761195.1, XP_039761194.1	Vcard_DToL16793-RA
OG0005090	XP_039754205.1	Vcard_DToL04060-RA
OG0005091	XP_039756137.1	Vcard_DToL13090-RA
OG0005092	XP_039756063.1	Vcard_DToL13089-RA
OG0005093	XP_039754123.1	Vcard_DToL04061-RA
OG0005094	XP_039759997.1	Vcard_DToL15140-RA
OG0005095	XP_039761295.1	Vcard_DToL16792-RA
OG0005096	XP_039757885.1, XP_039758026.1	Vcard_DToL14923-RA
OG0005097	XP_039755940.1	Vcard_DToL12442-RA
OG0005098	XP_039755939.1	Vcard_DToL12441-RA
OG0005099	XP_039746990.1	Vcard_DToL09046-RA
OG0005100	XP_039756444.1	Vcard_DToL13088-RA
OG0005101	XP_039756289.1	Vcard_DToL13087-RA
OG0005102	XP_039759412.1	Vcard_DToL13629-RA
OG0005103	XP_039758768.1	Vcard_DToL10001-RA
OG0005104	XP_039755707.1	Vcard_DToL12440-RA
OG0005106	XP_039756135.1	Vcard_DToL13085-RA
OG0005107	XP_039759992.1	Vcard_DToL15063-RA
OG0005108	XP_039752175.1	Vcard_DToL18543-RA
OG0005109	XP_039755726.1	Vcard_DToL12438-RA
OG0005110	XP_039763236.1	Vcard_DToL00716-RA
OG0005111	XP_039752060.1	Vcard_DToL18542-RA
OG0005112	XP_039756305.1	Vcard_DToL13082-RA
OG0005114	XP_039752485.1	Vcard_DToL18540-RA
OG0005115	XP_039759986.1	Vcard_DToL15067-RA
OG0005116	XP_039756554.1	Vcard_DToL13080-RA
OG0005117	XP_039754821.1	Vcard_DToL03099-RA
OG0005118	XP_039754984.1	Vcard_DToL03101-RA
OG0005119	XP_039764836.1	Vcard_DToL06281-RA
OG0005120	XP_039755085.1	Vcard_DToL03102-RA
OG0005121	XP_039765044.1	Vcard_DToL06280-RA
OG0005122	XP_039754883.1	Vcard_DToL03103-RA
OG0005123	XP_039751722.1	Vcard_DToL06372-RA
OG0005124	XP_039761544.1	Vcard_DToL17384-RA
OG0005125	XP_039760003.1	Vcard_DToL15069-RA
OG0005126	XP_039765927.1	Vcard_DToL16701-RA
OG0005127	XP_039748776.1	Vcard_DToL16700-RA
OG0005128	XP_039762792.1	Vcard_DToL18709-RA
OG0005129	XP_039765142.1	Vcard_DToL06278-RA
OG0005130	XP_039754839.1	Vcard_DToL00840-RA
OG0005131	XP_039754709.1	Vcard_DToL03104-RA
OG0005132	XP_039748988.1	Vcard_DToL04833-RA
OG0005133	XP_039754207.1, XP_039754206.1	Vcard_DToL04069-RA
OG0005134	XP_039762221.1	Vcard_DToL17820-RA
OG0005135	XP_039754975.1	Vcard_DToL03105-RA
OG0005136	XP_039749135.1	Vcard_DToL04832-RA
OG0005137	XP_039753414.1	Vcard_DToL09676-RA
OG0005138	XP_039753012.1	Vcard_DToL09674-RA
OG0005139	XP_039755037.1	Vcard_DToL03107-RA
OG0005140	XP_039762000.1	Vcard_DToL17822-RA
OG0005141	XP_039751518.1	Vcard_DToL06373-RA
OG0005142	XP_039765133.1	Vcard_DToL06275-RA
OG0005143	XP_039755086.1	Vcard_DToL03109-RA
OG0005144	XP_039751397.1	Vcard_DToL06375-RA
OG0005145	XP_039765239.1	Vcard_DToL06274-RA
OG0005146	XP_039759558.1	Vcard_DToL13631-RA
OG0005147	XP_039747151.1, XP_039747152.1	Vcard_DToL09041-RA
OG0005148	XP_039765846.1	Vcard_DToL01852-RA
OG0005149	XP_039753651.1	Vcard_DToL09671-RA
OG0005150	XP_039746963.1	Vcard_DToL09039-RA
OG0005151	XP_039765064.1	Vcard_DToL06270-RA
OG0005152	XP_039753230.1	Vcard_DToL09670-RA
OG0005153	XP_039750989.1	Vcard_DToL06378-RA
OG0005154	XP_039757051.1	Vcard_DToL11350-RA
OG0005155	XP_039757875.1	Vcard_DToL14914-RA
OG0005156	XP_039763746.1	Vcard_DToL00050-RA
OG0005157	XP_039756942.1	Vcard_DToL00845-RA
OG0005158	XP_039758104.1	Vcard_DToL14910-RA
OG0005159	XP_039746734.1	Vcard_DToL09035-RA
OG0005160	XP_039759546.1	Vcard_DToL00846-RA
OG0005161	XP_039756770.1	Vcard_DToL11353-RA
OG0005162	XP_039750990.1	Vcard_DToL06381-RA
OG0005163	XP_039763192.1	Vcard_DToL00048-RA
OG0005164	XP_039746344.1	Vcard_DToL03362-RA
OG0005165	XP_039751695.1	Vcard_DToL06382-RA
OG0005166	XP_039764702.1	Vcard_DToL06266-RA
OG0005167	XP_039747339.1	Vcard_DToL09031-RA
OG0005168	XP_039745867.1	Vcard_DToL03364-RA
OG0005169	XP_039745087.1	Vcard_DToL01846-RA
OG0005170	XP_039746088.1	Vcard_DToL03365-RA
OG0005172	XP_039765830.1	Vcard_DToL01843-RA
OG0005173	XP_039755207.1	Vcard_DToL03114-RA
OG0005174	XP_039757444.1	Vcard_DToL14900-RA
OG0005175	XP_039761921.1	Vcard_DToL17836-RA
OG0005176	XP_039760726.1	Vcard_DToL00847-RA
OG0005177	XP_039761426.1	Vcard_DToL17387-RA
OG0005178	XP_039748115.1	Vcard_DToL13880-RA
OG0005179	XP_039757532.1	Vcard_DToL14897-RA
OG0005181	XP_039749875.1	Vcard_DToL07187-RA
OG0005182	XP_039751710.1	Vcard_DToL06389-RA
OG0005183	XP_039759331.1	Vcard_DToL00854-RA
OG0005184	XP_039751713.1	Vcard_DToL06391-RA
OG0005185	XP_039763122.1	Vcard_DToL00035-RA
OG0005186	XP_039761319.1	Vcard_DToL16777-RA
OG0005187	XP_039761424.1	Vcard_DToL17389-RA
OG0005188	XP_039750861.1	Vcard_DToL10849-RA
OG0005189	XP_039751602.1, XP_039751600.1, XP_039751601.1	Vcard_DToL06395-RA
OG0005190	XP_039760645.1	Vcard_DToL15923-RA
OG0005191	XP_039752266.1	Vcard_DToL18512-RA
OG0005192	XP_039751302.1	Vcard_DToL06396-RA
OG0005193	XP_039757426.1	Vcard_DToL11366-RA
OG0005194	XP_039755711.1	Vcard_DToL12422-RA
OG0005195	XP_039756604.1	Vcard_DToL13064-RA
OG0005196	XP_039757312.1	Vcard_DToL11367-RA
OG0005197	XP_039757357.1	Vcard_DToL00858-RA
OG0005198	XP_039752597.1	Vcard_DToL18511-RA
OG0005199	XP_039755701.1	Vcard_DToL12416-RA
OG0005200	XP_039759174.1	Vcard_DToL13639-RA
OG0005201	XP_039755422.1	Vcard_DToL12415-RA
OG0005202	XP_039756128.1	Vcard_DToL13061-RA
OG0005203	XP_039745311.1	Vcard_DToL01825-RA
OG0005204	XP_039745396.1	Vcard_DToL01824-RA
OG0005205	XP_039757564.1	Vcard_DToL14649-RA
OG0005206	XP_039759019.1	Vcard_DToL13642-RA
OG0005207	XP_039750537.1	Vcard_DToL10838-RA
OG0005208	XP_039762161.1	Vcard_DToL17840-RA
OG0005209	XP_039747386.1	Vcard_DToL09025-RA
OG0005210	XP_039755421.1	Vcard_DToL12413-RA
OG0005211	XP_039753986.1	Vcard_DToL00860-RA
OG0005212	XP_039761067.1	Vcard_DToL00862-RA
OG0005213	XP_039757072.1	Vcard_DToL11378-RA
OG0005214	XP_039762763.1	Vcard_DToL18741-RA
OG0005215	XP_039760801.1	Vcard_DToL00864-RA
OG0005216	XP_039745536.1	Vcard_DToL01818-RA
OG0005217	XP_039762131.1	Vcard_DToL17842-RA
OG0005218	XP_039761837.1	Vcard_DToL17843-RA
OG0005219	XP_039747154.1	Vcard_DToL09024-RA
OG0005220	XP_039755835.1	Vcard_DToL12411-RA
OG0005221	XP_039750877.1	Vcard_DToL10830-RA
OG0005222	XP_039754399.1	Vcard_DToL04078-RA
OG0005223	XP_039759677.1, XP_039759678.1	Vcard_DToL13650-RA
OG0005225	XP_039748594.1	Vcard_DToL04823-RA
OG0005226	XP_039746031.1	Vcard_DToL03374-RA
OG0005227	XP_039750725.1	Vcard_DToL10828-RA
OG0005228	XP_039745984.1	Vcard_DToL03378-RA
OG0005229	XP_039748652.1	Vcard_DToL04822-RA
OG0005230	XP_039756827.1	Vcard_DToL11282-RA
OG0005231	XP_039755761.1	Vcard_DToL12409-RA
OG0005232	XP_039763871.1	Vcard_DToL00039-RA
OG0005234	XP_039748545.1	Vcard_DToL04817-RA
OG0005235	XP_039756346.1	Vcard_DToL13033-RA
OG0005236	XP_039750029.1	Vcard_DToL07152-RA
OG0005237	XP_039750031.1	Vcard_DToL07151-RA
OG0005238	XP_039748546.1	Vcard_DToL04816-RA
OG0005239	XP_039757750.1	Vcard_DToL14657-RA
OG0005240	XP_039756266.1	Vcard_DToL13032-RA
OG0005241	XP_039748596.1	Vcard_DToL04815-RA
OG0005243	XP_039765540.1	Vcard_DToL01809-RA
OG0005244	XP_039765469.1	Vcard_DToL01808-RA
OG0005245	XP_039749131.1	Vcard_DToL04813-RA
OG0005246	XP_039757735.1	Vcard_DToL14658-RA
OG0005247	XP_039754807.1	Vcard_DToL03120-RA
OG0005248	XP_039748659.1	Vcard_DToL04812-RA
OG0005249	XP_039755144.1	Vcard_DToL03121-RA
OG0005250	XP_039748657.1	Vcard_DToL04811-RA
OG0005251	XP_039752290.1	Vcard_DToL18412-RA
OG0005252	XP_039754477.1	Vcard_DToL04135-RA
OG0005253	XP_039765474.1	Vcard_DToL01804-RA
OG0005254	XP_039762981.1	Vcard_DToL18816-RA
OG0005255	XP_039765622.1	Vcard_DToL09139-RA
OG0005256	XP_039749871.1	Vcard_DToL07148-RA
OG0005257	XP_039761259.1	Vcard_DToL16845-RA
OG0005258	XP_039754476.1	Vcard_DToL04134-RA
OG0005259	XP_039745208.1	Vcard_DToL01802-RA
OG0005260	XP_039750170.1	Vcard_DToL07146-RA
OG0005261	XP_039754960.1	Vcard_DToL03123-RA
OG0005262	XP_039755053.1	Vcard_DToL03124-RA
OG0005263	XP_039745980.1	Vcard_DToL03388-RA
OG0005264	XP_039745272.1	Vcard_DToL01800-RA
OG0005265	XP_039746063.1	Vcard_DToL03389-RA
OG0005266	XP_039751839.1	Vcard_DToL18411-RA
OG0005267	XP_039765866.1	Vcard_DToL01799-RA
OG0005268	XP_039754298.1	Vcard_DToL04130-RA
OG0005269	XP_039757138.1	Vcard_DToL11278-RA
OG0005270	XP_039765491.1	Vcard_DToL01794-RA
OG0005273	XP_039759427.1	Vcard_DToL13653-RA
OG0005274	XP_039759150.1	Vcard_DToL13654-RA
OG0005275	XP_039749763.1	Vcard_DToL07137-RA
OG0005276	XP_039757399.1	Vcard_DToL11276-RA
OG0005277	XP_039762888.1	Vcard_DToL18813-RA
OG0005278	XP_039753610.1	Vcard_DToL09658-RA
OG0005279	XP_039760897.1	Vcard_DToL16849-RA
OG0005280	XP_039760426.1	Vcard_DToL16058-RA
OG0005281	XP_039757008.1	Vcard_DToL11275-RA
OG0005282	XP_039763397.1	Vcard_DToL00057-RA
OG0005283	XP_039748837.1	Vcard_DToL04805-RA
OG0005284	XP_039764453.1	Vcard_DToL06256-RA
OG0005285	XP_039759153.1	Vcard_DToL13661-RA
OG0005286	XP_039753507.1	Vcard_DToL09656-RA
OG0005287	XP_039758742.1	Vcard_DToL10011-RA
OG0005288	XP_039752458.1	Vcard_DToL18453-RA, Vcard_DToL18454-RA
OG0005289	XP_039754664.1	Vcard_DToL03132-RA
OG0005290	XP_039750672.1	Vcard_DToL10782-RA
OG0005291	XP_039761191.1	Vcard_DToL16852-RA
OG0005292	XP_039754717.1	Vcard_DToL03135-RA
OG0005293	XP_039765292.1	Vcard_DToL16667-RA
OG0005294	XP_039747385.1	Vcard_DToL09014-RA
OG0005295	XP_039749756.1	Vcard_DToL07135-RA
OG0005296	XP_039759536.1	Vcard_DToL00878-RA
OG0005297	XP_039753226.1	Vcard_DToL09649-RA
OG0005298	XP_039745425.1	Vcard_DToL01787-RA
OG0005300	XP_039759967.1	Vcard_DToL00880-RA
OG0005301	XP_039749890.1	Vcard_DToL07133-RA, Vcard_DToL07134-RA
OG0005302	XP_039753641.1	Vcard_DToL09648-RA
OG0005303	XP_039754887.1	Vcard_DToL03141-RA
OG0005304	XP_039754885.1	Vcard_DToL03142-RA
OG0005305	XP_039762950.1	Vcard_DToL18801-RA
OG0005306	XP_039756851.1	Vcard_DToL11269-RA
OG0005307	XP_039754976.1	Vcard_DToL03144-RA
OG0005308	XP_039754665.1	Vcard_DToL03134-RA
OG0005310	XP_039756902.1	Vcard_DToL11268-RA
OG0005311	XP_039762611.1	Vcard_DToL18776-RA
OG0005312	XP_039760072.1	Vcard_DToL15101-RA
OG0005313	XP_039757042.1	Vcard_DToL11265-RA
OG0005314	XP_039757015.1	Vcard_DToL11263-RA
OG0005315	XP_039755466.1	Vcard_DToL12385-RA
OG0005316	XP_039748180.1	Vcard_DToL13892-RA
OG0005317	XP_039763252.1	Vcard_DToL00053-RA
OG0005318	XP_039748353.1	Vcard_DToL17720-RA
OG0005319	XP_039761937.1	Vcard_DToL00888-RA
OG0005320	XP_039747180.1	Vcard_DToL09007-RA
OG0005321	XP_039756549.1	Vcard_DToL13010-RA
OG0005322	XP_039747457.1	Vcard_DToL09006-RA
OG0005323	XP_039760839.1	Vcard_DToL16070-RA
OG0005324	XP_039747462.1	Vcard_DToL09005-RA
OG0005325	XP_039759632.1	Vcard_DToL13669-RA
OG0005326	XP_039763401.1	Vcard_DToL00055-RA
OG0005327	XP_039760865.1	Vcard_DToL16071-RA
OG0005328	XP_039745431.1	Vcard_DToL01783-RA
OG0005329	XP_039755179.1	Vcard_DToL03148-RA
OG0005330	XP_039755116.1	Vcard_DToL03149-RA
OG0005331	XP_039756960.1	Vcard_DToL11254-RA
OG0005332	XP_039754939.1	Vcard_DToL03150-RA
OG0005333	XP_039747303.1	Vcard_DToL08997-RA
OG0005334	XP_039757303.1	Vcard_DToL11253-RA
OG0005335	XP_039759342.1	Vcard_DToL13675-RA
OG0005336	XP_039759441.1	Vcard_DToL13677-RA
OG0005337	XP_039759136.1	Vcard_DToL13678-RA
OG0005338	XP_039753564.1	Vcard_DToL09624-RA
OG0005339	XP_039750617.1	Vcard_DToL10791-RA
OG0005340	XP_039753127.1	Vcard_DToL09623-RA
OG0005341	XP_039748361.1	Vcard_DToL13895-RA
OG0005342	XP_039747996.1	Vcard_DToL13896-RA
OG0005343	XP_039762980.1	Vcard_DToL18777-RA
OG0005344	XP_039750536.1	Vcard_DToL10793-RA
OG0005345	XP_039759015.1	Vcard_DToL13569-RA
OG0005346	XP_039747958.1	Vcard_DToL13897-RA
OG0005347	XP_039752371.1, XP_039752370.1	Vcard_DToL18465-RA
OG0005348	XP_039752647.1	Vcard_DToL18466-RA
OG0005349	XP_039752186.1	Vcard_DToL18468-RA
OG0005350	XP_039755622.1	Vcard_DToL12384-RA
OG0005351	XP_039762752.1	Vcard_DToL18779-RA
OG0005352	XP_039747978.1	Vcard_DToL17710-RA
OG0005353	XP_039755904.1	Vcard_DToL12383-RA
OG0005354	XP_039762817.1	Vcard_DToL18780-RA
OG0005356	XP_039765930.1	Vcard_DToL01772-RA
OG0005357	XP_039759297.1	Vcard_DToL13563-RA
OG0005358	XP_039756256.1	Vcard_DToL13002-RA
OG0005359	XP_039758919.1	Vcard_DToL13562-RA
OG0005360	XP_039753730.1	Vcard_DToL09618-RA
OG0005361	XP_039748044.1	Vcard_DToL13872-RA
OG0005363	XP_039761011.1	Vcard_DToL16883-RA
OG0005364	XP_039758921.1	Vcard_DToL13560-RA
OG0005365	XP_039752415.1	Vcard_DToL18472-RA
OG0005366	XP_039759230.1	Vcard_DToL13559-RA
OG0005367	XP_039747821.1	Vcard_DToL17707-RA
OG0005368	XP_039749493.1	Vcard_DToL16675-RA
OG0005369	XP_039757152.1	Vcard_DToL11249-RA
OG0005370	XP_039746373.1	Vcard_DToL03400-RA
OG0005371	XP_039748972.1	Vcard_DToL04799-RA
OG0005372	XP_039762930.1	Vcard_DToL18784-RA
OG0005373	XP_039754878.1	Vcard_DToL03154-RA
OG0005374	XP_039750678.1	Vcard_DToL10796-RA
OG0005375	XP_039760386.1	Vcard_DToL00905-RA
OG0005376	XP_039760589.1	Vcard_DToL16076-RA
OG0005377	XP_039760976.1	Vcard_DToL16853-RA
OG0005378	XP_039753473.1	Vcard_DToL09615-RA
OG0005379	XP_039756492.1	Vcard_DToL12997-RA
OG0005380	XP_039764218.1	Vcard_DToL00016-RA
OG0005381	XP_039756194.1	Vcard_DToL12994-RA
OG0005382	XP_039762915.1	Vcard_DToL18786-RA
OG0005383	XP_039747461.1	Vcard_DToL16680-RA
OG0005384	XP_039764927.1	Vcard_DToL06252-RA
OG0005385	XP_039748849.1	Vcard_DToL16683-RA
OG0005386	XP_039763323.1	Vcard_DToL00021-RA
OG0005387	XP_039752938.1	Vcard_DToL00912-RA
OG0005388	XP_039751677.1	Vcard_DToL06403-RA
OG0005389	XP_039762916.1	Vcard_DToL11175-RA
OG0005390	XP_039757791.1	Vcard_DToL14676-RA
OG0005391	XP_039746389.1	Vcard_DToL03409-RA
OG0005392	XP_039745106.1	Vcard_DToL16684-RA
OG0005393	XP_039746420.1	Vcard_DToL03410-RA
OG0005394	XP_039749494.1	Vcard_DToL07097-RA
OG0005396	XP_039748187.1	Vcard_DToL17702-RA
OG0005397	XP_039747770.1	Vcard_DToL13853-RA
OG0005398	XP_039754700.1	Vcard_DToL03159-RA
OG0005399	XP_039764691.1	Vcard_DToL06243-RA
OG0005400	XP_039761239.1	Vcard_DToL16856-RA
OG0005401	XP_039754857.1	Vcard_DToL03160-RA
OG0005402	XP_039752254.1	Vcard_DToL18478-RA
OG0005403	XP_039762582.1	Vcard_DToL06240-RA
OG0005404	XP_039761096.1	Vcard_DToL16857-RA
OG0005405	XP_039746240.1	Vcard_DToL03413-RA
OG0005406	XP_039759163.1	Vcard_DToL00913-RA
OG0005407	XP_039758305.1	Vcard_DToL10018-RA
OG0005408	XP_039746239.1	Vcard_DToL03414-RA
OG0005409	XP_039754726.1	Vcard_DToL03162-RA
OG0005410	XP_039747862.1	Vcard_DToL17700-RA
OG0005411	XP_039746061.1	Vcard_DToL03415-RA
OG0005412	XP_039745793.1	Vcard_DToL03420-RA
OG0005413	XP_039763772.1	Vcard_DToL06239-RA
OG0005414	XP_039754419.1, XP_039754418.1	Vcard_DToL04106-RA
OG0005415	XP_039748131.1	Vcard_DToL17697-RA
OG0005416	XP_039753192.1	Vcard_DToL09609-RA
OG0005417	XP_039752892.1	Vcard_DToL09608-RA
OG0005418	XP_039759567.1	Vcard_DToL13541-RA
OG0005419	XP_039761314.1	Vcard_DToL16859-RA
OG0005420	XP_039762689.1	Vcard_DToL18796-RA
OG0005421	XP_039750234.1	Vcard_DToL16656-RA
OG0005422	XP_039747217.1	Vcard_DToL08979-RA
OG0005423	XP_039762822.1	Vcard_DToL18798-RA
OG0005424	XP_039757990.1	Vcard_DToL14684-RA
OG0005425	XP_039765059.1	Vcard_DToL16653-RA
OG0005426	XP_039750606.1	Vcard_DToL10800-RA
OG0005427	XP_039748999.1	Vcard_DToL04794-RA
OG0005428	XP_039758309.1	Vcard_DToL10020-RA
OG0005429	XP_039759199.1	Vcard_DToL13526-RA
OG0005430	XP_039747056.1	Vcard_DToL08976-RA
OG0005431	XP_039746959.1	Vcard_DToL08974-RA
OG0005432	XP_039756596.1	Vcard_DToL12989-RA
OG0005433	XP_039756946.1	Vcard_DToL11233-RA
OG0005434	XP_039756282.1	Vcard_DToL12987-RA
OG0005435	XP_039759270.1	Vcard_DToL13525-RA
OG0005436	XP_039763943.1	Vcard_DToL00028-RA
OG0005437	XP_039745196.1	Vcard_DToL16649-RA
OG0005438	XP_039757412.1	Vcard_DToL00920-RA
OG0005439	XP_039759512.1	Vcard_DToL13522-RA
OG0005440	XP_039760690.1	Vcard_DToL16080-RA
OG0005441	XP_039746974.1	Vcard_DToL08970-RA
OG0005442	XP_039757396.1	Vcard_DToL00926-RA
OG0005443	XP_039765950.1	Vcard_DToL01758-RA
OG0005444	XP_039747072.1	Vcard_DToL08968-RA
OG0005445	XP_039760131.1	Vcard_DToL15117-RA
OG0005446	XP_039765667.1	Vcard_DToL01756-RA
OG0005447	XP_039765668.1	Vcard_DToL01755-RA
OG0005448	XP_039746716.1	Vcard_DToL08966-RA
OG0005449	XP_039745216.1	Vcard_DToL01753-RA
OG0005450	XP_039760279.1	Vcard_DToL15118-RA
OG0005452	XP_039746714.1	Vcard_DToL08965-RA
OG0005453	XP_039757773.1	Vcard_DToL14690-RA
OG0005454	XP_039750855.1	Vcard_DToL10776-RA
OG0005455	XP_039758540.1	Vcard_DToL10024-RA
