Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0004688	XP_039755672.1, XP_039755671.1	DPOGS212359-PA
OG0004689	XP_039754161.1, XP_039754160.1	DPOGS215061-PA
OG0004690	XP_039746885.1	DPOGS211558-PA, DPOGS211559-PA
OG0004691	XP_039754021.1, XP_039754028.1	DPOGS202222-PA
OG0004692	XP_039754238.1	DPOGS202194-PA
OG0004693	XP_039765176.1	DPOGS211831-PA
OG0004694	XP_039754248.1	DPOGS202223-PA
OG0004695	XP_039746465.1	DPOGS205614-PA
OG0004696	XP_039761517.1	DPOGS202220-PA
OG0004697	XP_039761552.1	DPOGS202201-PA
OG0004699	XP_039750068.1	DPOGS210246-PA
OG0004700	XP_039748511.1, XP_039748512.1	DPOGS211377-PA
OG0004701	XP_039754058.1	DPOGS215059-PA
OG0004702	XP_039759601.1	DPOGS202205-PA
OG0004703	XP_039752586.1, XP_039752583.1, XP_039752584.1, XP_039752585.1, XP_039752587.1	DPOGS206849-PA
OG0004704	XP_039758170.1, XP_039758163.1	DPOGS202216-PA
OG0004705	XP_039746141.1	DPOGS212721-PA, DPOGS205617-PA
OG0004706	XP_039764875.1	DPOGS211807-PA
OG0004707	XP_039753631.1	DPOGS205694-PA
OG0004708	XP_039753417.1	DPOGS205710-PA
OG0004709	XP_039749791.1	DPOGS210218-PA
OG0004710	XP_039749796.1, XP_039749797.1	DPOGS210243-PA
OG0004711	XP_039745699.1	DPOGS205676-PA
OG0004712	XP_039754394.1, XP_039754395.1, XP_039754393.1	DPOGS215044-PA
OG0004713	XP_039752764.1	DPOGS206843-PA
OG0004714	XP_039765514.1	DPOGS202180-PA
OG0004715	XP_039764014.1	DPOGS202982-PA
OG0004716	XP_039764896.1	DPOGS212916-PA
OG0004717	XP_039749059.1	DPOGS212911-PA, DPOGS212913-PA
OG0004718	XP_039759503.1	DPOGS201405-PA
OG0004719	XP_039747011.1, XP_039747009.1	DPOGS206730-PA
OG0004720	XP_039749299.1	DPOGS202464-PA
OG0004721	XP_039763232.1	DPOGS203031-PA
OG0004722	XP_039763640.1, XP_039763639.1	DPOGS202981-PA
OG0004723	XP_039745974.1	DPOGS205673-PA
OG0004724	XP_039754067.1	DPOGS215053-PA
OG0004725	XP_039753753.1, XP_039753743.1	DPOGS201546-PA
OG0004726	XP_039760205.1, XP_039758895.1	DPOGS201408-PA
OG0004727	XP_039755180.1	DPOGS201410-PA
OG0004728	XP_039765163.1, XP_039765162.1, XP_039765160.1, XP_039765161.1	DPOGS201900-PA
OG0004729	XP_039765215.1	DPOGS201837-PA
OG0004730	XP_039764757.1	DPOGS201838-PA
OG0004731	XP_039764775.1	DPOGS201896-PA
OG0004732	XP_039752144.1	DPOGS206816-PA
OG0004733	XP_039745250.1	DPOGS202167-PA
OG0004734	XP_039757287.1	DPOGS201415-PA
OG0004735	XP_039756664.1	DPOGS212434-PA
OG0004736	XP_039764937.1	DPOGS201840-PA
OG0004737	XP_039752638.1	DPOGS206818-PA
OG0004739	XP_039749807.1, XP_039749808.1	DPOGS210237-PA
OG0004740	XP_039752822.1	DPOGS207133-PA
OG0004741	XP_039746923.1	DPOGS212439-PA
OG0004742	XP_039764868.1	DPOGS201884-PA
OG0004743	XP_039745093.1	DPOGS202413-PA
OG0004744	XP_039745386.1	DPOGS202415-PA
OG0004745	XP_039747482.1	DPOGS212447-PA
OG0004746	XP_039765001.1	DPOGS201848-PA, DPOGS201850-PA
OG0004747	XP_039764998.1, XP_039764999.1	DPOGS201878-PA, DPOGS201879-PA
OG0004748	XP_039747487.1	DPOGS212403-PA
OG0004749	XP_039765013.1	DPOGS201851-PA, DPOGS201849-PA
OG0004750	XP_039747452.1	DPOGS212451-PA, DPOGS212450-PA
OG0004751	XP_039748994.1	DPOGS205841-PA
OG0004752	XP_039765106.1	DPOGS201873-PA
OG0004753	XP_039765295.1	DPOGS202401-PA
OG0004754	XP_039754378.1	DPOGS209367-PA
OG0004755	XP_039752185.1	DPOGS207121-PA
OG0004756	XP_039754486.1	DPOGS209368-PA
OG0004757	XP_039752604.1	DPOGS206830-PA
OG0004758	XP_039754029.1	DPOGS209369-PA
OG0004759	XP_039751921.1	DPOGS206835-PA
OG0004760	XP_039765127.1	DPOGS201859-PA
OG0004761	XP_039752643.1	DPOGS207116-PA
OG0004762	XP_039764776.1	DPOGS201864-PA
OG0004763	XP_039760703.1	DPOGS201532-PA
OG0004764	XP_039752088.1, XP_039750715.1, XP_039764410.1	DPOGS207112-PA
OG0004765	XP_039765233.1	DPOGS201564-PA, DPOGS201861-PA
OG0004766	XP_039764557.1	DPOGS201565-PA
OG0004767	XP_039745072.1	DPOGS214905-PA
OG0004768	XP_039753106.1	DPOGS201526-PA
OG0004769	XP_039764520.1	DPOGS201555-PA
OG0004770	XP_039764596.1	DPOGS201570-PA, DPOGS201571-PA
OG0004771	XP_039747323.1	DPOGS200167-PA
OG0004772	XP_039765000.1	DPOGS206516-PA, DPOGS214831-PA
OG0004773	XP_039748002.1	DPOGS206515-PA
OG0004774	XP_039746071.1	DPOGS205646-PA, DPOGS205645-PA
OG0004775	XP_039763854.1	DPOGS208369-PA
OG0004776	XP_039750930.1	DPOGS212653-PA
OG0004777	XP_039745359.1	DPOGS212456-PA, DPOGS212457-PA
OG0004778	XP_039764151.1	DPOGS208374-PA
OG0004779	XP_039763498.1	DPOGS212647-PA
OG0004780	XP_039762537.1	DPOGS211803-PA
OG0004781	XP_039748500.1	DPOGS207539-PA
OG0004782	XP_039764156.1	DPOGS203414-PA
OG0004783	XP_039764143.1	DPOGS203410-PA
OG0004784	XP_039763522.1	DPOGS203409-PA
OG0004785	XP_039763848.1	DPOGS203406-PA
OG0004786	XP_039754214.1	DPOGS201444-PA
OG0004787	XP_039755693.1	DPOGS201764-PA
OG0004788	XP_039763531.1	DPOGS203304-PA
OG0004789	XP_039763327.1, XP_039763326.1	DPOGS203402-PA
OG0004790	XP_039763325.1	DPOGS203306-PA
OG0004791	XP_039763274.1	DPOGS203401-PA
OG0004792	XP_039753143.1	DPOGS214085-PA
OG0004793	XP_039761300.1	DPOGS208089-PA, DPOGS208602-PA
OG0004796	XP_039762808.1	DPOGS208091-PA, DPOGS214879-PA
OG0004797	XP_039758951.1, XP_039758952.1, XP_039758954.1	DPOGS204646-PA, DPOGS204645-PA
OG0004798	XP_039748299.1, XP_039748301.1	DPOGS209096-PA
OG0004800	XP_039759026.1, XP_039759025.1	DPOGS215936-PA
OG0004802	XP_039760403.1	DPOGS201698-PA
OG0004803	XP_039761577.1, XP_039761576.1	DPOGS205525-PA
OG0004804	XP_039758924.1	DPOGS206012-PA
OG0004805	XP_039765431.1, XP_039765432.1, XP_039765433.1	DPOGS211454-PA
OG0004806	XP_039758266.1	DPOGS200025-PA
OG0004807	XP_039751885.1	DPOGS201470-PA
OG0004808	XP_039756771.1	DPOGS204724-PA
OG0004809	XP_039753325.1	DPOGS205715-PA, DPOGS205716-PA
OG0004810	XP_039761173.1	DPOGS201742-PA
OG0004810	XP_039764006.1	DPOGS203903-PA
OG0004811	XP_039763479.1	DPOGS201717-PA, DPOGS211666-PA, DPOGS201715-PA, DPOGS201716-PA
OG0004812	XP_039751616.1, XP_039751618.1, XP_039751617.1	DPOGS201996-PA
OG0004813	XP_039757013.1	DPOGS207865-PA
OG0004814	XP_039747147.1, XP_039747148.1	DPOGS200169-PA
OG0004815	XP_039746308.1	DPOGS205626-PA
OG0004816	XP_039746762.1	DPOGS209595-PA
OG0004817	XP_039761119.1	DPOGS200115-PA
OG0004818	XP_039754242.1	DPOGS203598-PA
OG0004819	XP_039749592.1	DPOGS202023-PA
OG0004820	XP_039747614.1	DPOGS213744-PA
OG0004821	XP_039745671.1	DPOGS215959-PA
OG0004822	XP_039746037.1	DPOGS205618-PA
OG0004823	XP_039763971.1	DPOGS207193-PA
OG0004824	XP_039753458.1	DPOGS207837-PA
OG0004825	XP_039753308.1	DPOGS207838-PA
OG0004826	XP_039757160.1, XP_039757161.1	DPOGS206613-PA
OG0004827	XP_039748733.1	DPOGS210115-PA
OG0004828	XP_039765467.1	DPOGS204500-PA
OG0004829	XP_039760754.1, XP_039760738.1, XP_039760745.1	DPOGS203706-PA
OG0004830	XP_039754262.1	DPOGS214776-PA
OG0004831	XP_039764895.1	DPOGS214267-PA
OG0004832	XP_039764623.1	DPOGS214284-PA
OG0004849	XP_039760532.1	DPOGS215555-PA
OG0004850	XP_039755432.1	DPOGS213294-PA
OG0004851	XP_039763768.1	DPOGS207168-PA
OG0004852	XP_039747641.1	DPOGS216113-PA
OG0004853	XP_039760750.1	DPOGS215535-PA
OG0004854	XP_039760260.1	DPOGS204983-PA
OG0004855	XP_039747161.1	DPOGS213886-PA
OG0004856	XP_039747635.1	DPOGS216111-PA
OG0004858	XP_039755257.1	DPOGS215583-PA
OG0004859	XP_039755043.1	DPOGS203140-PA
OG0004860	XP_039760166.1	DPOGS204994-PA
OG0004861	XP_039761001.1	DPOGS213654-PA
OG0004862	XP_039759959.1	DPOGS204993-PA
OG0004863	XP_039763762.1	DPOGS203379-PA
OG0004864	XP_039749873.1	DPOGS211476-PA
OG0004865	XP_039760869.1	DPOGS206769-PA
OG0004866	XP_039758846.1	DPOGS208034-PA
OG0004867	XP_039760545.1	DPOGS214973-PA
OG0004868	XP_039765220.1	DPOGS211052-PA
OG0004869	XP_039759784.1	DPOGS204992-PA
OG0004870	XP_039760864.1	DPOGS207218-PA
OG0004871	XP_039745189.1	DPOGS213159-PA
OG0004872	XP_039758623.1	DPOGS208035-PA
OG0004873	XP_039761126.1	DPOGS213635-PA
OG0004874	XP_039749158.1	DPOGS210114-PA
OG0004875	XP_039755255.1	DPOGS203137-PA
OG0004876	XP_039756627.1	DPOGS213188-PA
OG0004877	XP_039749218.1	DPOGS203528-PA
OG0004878	XP_039763582.1	DPOGS203325-PA
OG0004879	XP_039758240.1	DPOGS208038-PA
OG0004880	XP_039762320.1	DPOGS211497-PA
OG0004881	XP_039751340.1	DPOGS212595-PA
OG0004882	XP_039756157.1	DPOGS213187-PA
OG0004883	XP_039750680.1	DPOGS208223-PA
OG0004884	XP_039758747.1	DPOGS208031-PA
OG0004885	XP_039754931.1	DPOGS203229-PA
OG0004886	XP_039763853.1	DPOGS211041-PA
OG0004887	XP_039749165.1	DPOGS210041-PA
OG0004888	XP_039756448.1	DPOGS213191-PA
OG0004889	XP_039758466.1	DPOGS208041-PA
OG0004890	XP_039749857.1	DPOGS209781-PA
OG0004891	XP_039753382.1	DPOGS206362-PA
OG0004892	XP_039751042.1	DPOGS212605-PA
OG0004894	XP_039759212.1	DPOGS211772-PA
OG0004895	XP_039756313.1	DPOGS213182-PA
OG0004896	XP_039763650.1	DPOGS206781-PA
OG0004897	XP_039755738.1	DPOGS210344-PA
OG0004898	XP_039747036.1	DPOGS213889-PA
OG0004899	XP_039748731.1	DPOGS210110-PA
OG0004900	XP_039750476.1	DPOGS208296-PA
OG0004901	XP_039754546.1	DPOGS210801-PA
OG0004902	XP_039755068.1	DPOGS209194-PA
OG0004903	XP_039762126.1	DPOGS201613-PA
OG0004904	XP_039753673.1	DPOGS216080-PA
OG0004906	XP_039751794.1	DPOGS204091-PA
OG0004907	XP_039761796.1	DPOGS213632-PA
OG0004908	XP_039763264.1	DPOGS207191-PA
OG0004909	XP_039751421.1	DPOGS212604-PA
OG0004910	XP_039760188.1	DPOGS212498-PA
OG0004911	XP_039759790.1	DPOGS212485-PA
OG0004912	XP_039750470.1	DPOGS208227-PA
OG0004913	XP_039761644.1	DPOGS213631-PA
OG0004914	XP_039761757.1	DPOGS213502-PA
OG0004915	XP_039750488.1	DPOGS208295-PA
OG0004916	XP_039749002.1	DPOGS210108-PA
OG0004917	XP_039752709.1	DPOGS200464-PA
OG0004918	XP_039753861.1	DPOGS210804-PA
OG0004919	XP_039752032.1	DPOGS200451-PA
OG0004920	XP_039754321.1	DPOGS210864-PA
OG0004921	XP_039749026.1	DPOGS210045-PA
OG0004922	XP_039748718.1	DPOGS210046-PA
OG0004923	XP_039756617.1	DPOGS213200-PA
OG0004925	XP_039760203.1	DPOGS212488-PA
OG0004926	XP_039759357.1	DPOGS211775-PA
OG0004928	XP_039758445.1	DPOGS208043-PA
OG0004929	XP_039760207.1	DPOGS212494-PA
OG0004930	XP_039759649.1	DPOGS211784-PA
OG0004931	XP_039759272.1	DPOGS211776-PA
OG0004932	XP_039762779.1	DPOGS215143-PA
OG0004933	XP_039752511.1	DPOGS200449-PA
OG0004934	XP_039760614.1	DPOGS209857-PA
OG0004935	XP_039755071.1	DPOGS209195-PA
OG0004936	XP_039759312.1	DPOGS211783-PA
OG0004937	XP_039756944.1	DPOGS210398-PA
OG0004938	XP_039752514.1	DPOGS200467-PA
OG0004939	XP_039750051.1	DPOGS201038-PA
OG0004940	XP_039749515.1	DPOGS213368-PA
OG0004941	XP_039761094.1	DPOGS213928-PA
OG0004942	XP_039755333.1	DPOGS210356-PA
OG0004943	XP_039760765.1	DPOGS213230-PA
OG0004944	XP_039754241.1	DPOGS210862-PA
OG0004945	XP_039760298.1	DPOGS204979-PA
OG0004946	XP_039745736.1	DPOGS209293-PA
OG0004947	XP_039753678.1	DPOGS201179-PA
OG0004949	XP_039748534.1	DPOGS210105-PA
OG0004950	XP_039760710.1	DPOGS213231-PA
OG0004951	XP_039762194.1	DPOGS215011-PA
OG0004952	XP_039754250.1	DPOGS210860-PA
OG0004953	XP_039750075.1	DPOGS201263-PA
OG0004954	XP_039748535.1	DPOGS210051-PA
OG0004955	XP_039747162.1	DPOGS209609-PA
OG0004956	XP_039752928.1	DPOGS201190-PA
OG0004957	XP_039749885.1	DPOGS201223-PA
OG0004958	XP_039749306.1	DPOGS210050-PA
OG0004959	XP_039747448.1	DPOGS209607-PA
OG0004960	XP_039746823.1	DPOGS209610-PA
OG0004961	XP_039763167.1	DPOGS207195-PA
OG0004962	XP_039749125.1	DPOGS210049-PA
OG0004963	XP_039756306.1	DPOGS202957-PA
OG0004964	XP_039755584.1	DPOGS210359-PA
OG0004965	XP_039747200.1	DPOGS205954-PA
OG0004966	XP_039760816.1	DPOGS208192-PA
OG0004968	XP_039754970.1	DPOGS209135-PA
OG0004969	XP_039763857.1	DPOGS200898-PA
OG0004970	XP_039750366.1	DPOGS208231-PA
OG0004971	XP_039752343.1	DPOGS214394-PA
OG0004972	XP_039751161.1	DPOGS212632-PA
OG0004973	XP_039759964.1	DPOGS212493-PA
OG0004974	XP_039752352.1	DPOGS214423-PA
OG0004975	XP_039755059.1	DPOGS209134-PA
OG0004976	XP_039745823.1	DPOGS213353-PA
OG0004977	XP_039755057.1	DPOGS209206-PA
OG0004979	XP_039755083.1	DPOGS209133-PA
OG0004980	XP_039750978.1	DPOGS212634-PA
OG0004981	XP_039750713.1	DPOGS208233-PA
OG0004982	XP_039756527.1	DPOGS213205-PA
OG0004983	XP_039760974.1	DPOGS213899-PA
OG0004984	XP_039765579.1	DPOGS208823-PA
OG0004985	XP_039756709.1	DPOGS213177-PA
OG0004986	XP_039750085.1	DPOGS201222-PA
OG0004987	XP_039756182.1	DPOGS213206-PA
OG0004988	XP_039750666.1	DPOGS208286-PA
OG0004989	XP_039756538.1	DPOGS213176-PA
OG0004990	XP_039751405.1	DPOGS212585-PA
OG0004991	XP_039760012.1	DPOGS204971-PA
OG0004992	XP_039756086.1	DPOGS213208-PA
OG0004993	XP_039755893.1	DPOGS210337-PA
OG0004994	XP_039753300.1	DPOGS201171-PA
OG0004995	XP_039755560.1	DPOGS210362-PA
OG0004996	XP_039764227.1	DPOGS210133-PA
OG0004997	XP_039764633.1	DPOGS210142-PA
OG0004998	XP_039755241.1	DPOGS209209-PA
OG0005000	XP_039748566.1	DPOGS213378-PA
OG0005001	XP_039751476.1	DPOGS206883-PA
OG0005002	XP_039755915.1	DPOGS210335-PA
OG0005003	XP_039755877.1	DPOGS210364-PA
OG0005004	XP_039750325.1	DPOGS213380-PA
OG0005005	XP_039755762.1	DPOGS210334-PA
OG0005006	XP_039755881.1	DPOGS210332-PA
OG0005007	XP_039764547.1	DPOGS210135-PA
OG0005008	XP_039751474.1	DPOGS212638-PA
OG0005009	XP_039761014.1, XP_039761015.1	DPOGS213921-PA
OG0005010	XP_039755857.1	DPOGS210366-PA
OG0005011	XP_039755418.1, XP_039755419.1	DPOGS210365-PA
OG0005012	XP_039746327.1	DPOGS204738-PA
OG0005013	XP_039762177.1	DPOGS204621-PA
OG0005014	XP_039761760.1	DPOGS205147-PA
OG0005015	XP_039745655.1	DPOGS204739-PA
OG0005016	XP_039749332.1	DPOGS213384-PA
OG0005017	XP_039761610.1	DPOGS205132-PA
OG0005018	XP_039760846.1	DPOGS208214-PA
OG0005019	XP_039754138.1	DPOGS210815-PA
OG0005020	XP_039756634.1	DPOGS213210-PA
OG0005021	XP_039756618.1	DPOGS213174-PA
OG0005022	XP_039753953.1	DPOGS210854-PA
OG0005023	XP_039756491.1	DPOGS213211-PA
OG0005024	XP_039753951.1	DPOGS210816-PA
OG0005025	XP_039746264.1	DPOGS204741-PA, DPOGS204742-PA
OG0005026	XP_039753954.1	DPOGS210853-PA
OG0005027	XP_039751652.1	DPOGS205119-PA
OG0005028	XP_039745780.1	DPOGS204743-PA
OG0005029	XP_039745779.1	DPOGS204778-PA
OG0005030	XP_039761427.1	DPOGS205153-PA, DPOGS209656-PA
OG0005031	XP_039760812.1	DPOGS208212-PA
OG0005032	XP_039756042.1	DPOGS213213-PA
OG0005033	XP_039756489.1	DPOGS213170-PA
OG0005034	XP_039745032.1	DPOGS208793-PA
OG0005035	XP_039756284.1, XP_039756285.1	DPOGS213169-PA
OG0005036	XP_039761456.1	DPOGS205495-PA
OG0005037	XP_039760299.1	DPOGS200945-PA
OG0005038	XP_039760108.1	DPOGS200944-PA
OG0005039	XP_039761174.1	DPOGS213910-PA
OG0005040	XP_039745782.1	DPOGS204744-PA
OG0005041	XP_039762305.1	DPOGS204620-PA
OG0005042	XP_039764953.1	DPOGS210886-PA
OG0005043	XP_039748055.1	DPOGS216103-PA
OG0005044	XP_039758894.1	DPOGS213346-PA
OG0005045	XP_039762431.1	DPOGS204617-PA
OG0005046	XP_039746094.1, XP_039746095.1	DPOGS204745-PA
OG0005047	XP_039759213.1	DPOGS213389-PA
OG0005048	XP_039746138.1	DPOGS204777-PA
OG0005049	XP_039759091.1	DPOGS213345-PA
OG0005050	XP_039761536.1, XP_039761537.1	DPOGS205129-PA
OG0005051	XP_039754933.1	DPOGS209211-PA
OG0005052	XP_039746340.1	DPOGS213390-PA
OG0005053	XP_039760092.1	DPOGS207348-PA
OG0005054	XP_039760109.1	DPOGS207331-PA
OG0005055	XP_039750074.1	DPOGS201265-PA
OG0005056	XP_039747063.1	DPOGS209613-PA
OG0005057	XP_039756298.1	DPOGS213215-PA
OG0005058	XP_039747211.1, XP_039747212.1	DPOGS200149-PA
OG0005059	XP_039765739.1	DPOGS208796-PA
OG0005060	XP_039748371.1	DPOGS216121-PA
OG0005061	XP_039753532.1	DPOGS201200-PA
OG0005062	XP_039749314.1	DPOGS210057-PA
OG0005063	XP_039745981.1	DPOGS204749-PA
OG0005064	XP_039759149.1	DPOGS211788-PA
OG0005065	XP_039760785.1	DPOGS208211-PA
OG0005066	XP_039759758.1	DPOGS207330-PA
OG0005067	XP_039761718.1	DPOGS205131-PA
OG0005068	XP_039761716.1	DPOGS205148-PA
OG0005069	XP_039759756.1	DPOGS207351-PA
OG0005070	XP_039759218.1	DPOGS211769-PA
OG0005071	XP_039755454.1	DPOGS210370-PA
OG0005072	XP_039747367.1	DPOGS209602-PA
OG0005073	XP_039755763.1	DPOGS210329-PA
OG0005074	XP_039757065.1	DPOGS208003-PA
OG0005075	XP_039759107.1	DPOGS211791-PA
OG0005076	XP_039755092.1	DPOGS215577-PA
OG0005077	XP_039753754.1	DPOGS210848-PA
OG0005078	XP_039761411.1	DPOGS211811-PA
OG0005079	XP_039753527.1	DPOGS201205-PA
OG0005080	XP_039746218.1	DPOGS204774-PA
OG0005081	XP_039765058.1	DPOGS210935-PA
OG0005083	XP_039748039.1	DPOGS200398-PA
OG0005084	XP_039765225.1	DPOGS210890-PA
OG0005085	XP_039762506.1	DPOGS209119-PA, DPOGS211756-PA
OG0005086	XP_039759011.1	DPOGS211793-PA
OG0005087	XP_039759009.1	DPOGS211766-PA
OG0005088	XP_039756136.1	DPOGS213219-PA
OG0005089	XP_039761195.1, XP_039761194.1	DPOGS200067-PA
OG0005090	XP_039754205.1	DPOGS210823-PA
OG0005091	XP_039756137.1	DPOGS213166-PA
OG0005092	XP_039756063.1	DPOGS213220-PA
OG0005093	XP_039754123.1	DPOGS210847-PA
OG0005094	XP_039759997.1	DPOGS207359-PA
OG0005095	XP_039761295.1	DPOGS200116-PA
OG0005096	XP_039757885.1, XP_039758026.1	DPOGS214754-PA
OG0005097	XP_039755940.1	DPOGS210372-PA
OG0005098	XP_039755939.1	DPOGS210327-PA
OG0005099	XP_039746990.1	DPOGS209614-PA
OG0005100	XP_039756444.1	DPOGS213165-PA
OG0005101	XP_039756289.1	DPOGS213221-PA
OG0005102	XP_039759412.1	DPOGS211795-PA
OG0005103	XP_039758768.1	DPOGS202141-PA
OG0005104	XP_039755707.1	DPOGS210373-PA
OG0005105	XP_039758660.1	DPOGS202964-PA
OG0005106	XP_039756135.1	DPOGS213222-PA
OG0005107	XP_039759992.1	DPOGS207360-PA
OG0005108	XP_039752175.1	DPOGS214415-PA
OG0005109	XP_039755726.1	DPOGS210374-PA
OG0005110	XP_039763236.1	DPOGS203367-PA
OG0005111	XP_039752060.1	DPOGS214399-PA
OG0005112	XP_039756305.1	DPOGS213223-PA
OG0005113	XP_039760221.1	DPOGS207323-PA
OG0005114	XP_039752485.1	DPOGS214400-PA
OG0005115	XP_039759986.1	DPOGS207322-PA
OG0005116	XP_039756554.1	DPOGS215430-PA
OG0005117	XP_039754821.1	DPOGS215571-PA
OG0005118	XP_039754984.1	DPOGS215582-PA
OG0005119	XP_039764836.1	DPOGS210933-PA
OG0005120	XP_039755085.1	DPOGS215570-PA
OG0005121	XP_039765044.1	DPOGS210892-PA
OG0005122	XP_039754883.1	DPOGS203224-PA
OG0005123	XP_039751722.1	DPOGS205108-PA
OG0005124	XP_039761544.1	DPOGS211825-PA
OG0005125	XP_039760003.1	DPOGS207363-PA
OG0005126	XP_039765927.1	DPOGS213402-PA
OG0005127	XP_039748776.1	DPOGS213337-PA
OG0005128	XP_039762792.1	DPOGS210648-PA
OG0005129	XP_039765142.1	DPOGS210894-PA
OG0005130	XP_039754839.1	DPOGS206381-PA
OG0005131	XP_039754709.1	DPOGS203142-PA
OG0005132	XP_039748988.1	DPOGS210062-PA
OG0005133	XP_039754207.1, XP_039754206.1	DPOGS210826-PA
OG0005134	XP_039762221.1	DPOGS214993-PA
OG0005135	XP_039754975.1	DPOGS214532-PA
OG0005136	XP_039749135.1	DPOGS210063-PA
OG0005137	XP_039753414.1	DPOGS206299-PA
OG0005138	XP_039753012.1	DPOGS206359-PA
OG0005139	XP_039755037.1	DPOGS214533-PA
OG0005140	XP_039762000.1	DPOGS215006-PA
OG0005141	XP_039751518.1	DPOGS205109-PA
OG0005142	XP_039765133.1	DPOGS210930-PA
OG0005143	XP_039755086.1	DPOGS214523-PA
OG0005144	XP_039751397.1	DPOGS205117-PA
OG0005145	XP_039765239.1	DPOGS210895-PA
OG0005146	XP_039759558.1	DPOGS211798-PA
OG0005147	XP_039747151.1, XP_039747152.1	DPOGS209599-PA
OG0005148	XP_039765846.1	DPOGS208788-PA
OG0005149	XP_039753651.1	DPOGS206358-PA
OG0005150	XP_039746963.1	DPOGS209617-PA
OG0005151	XP_039765064.1	DPOGS210896-PA
OG0005152	XP_039753230.1	DPOGS206301-PA
OG0005153	XP_039750989.1	DPOGS205111-PA
OG0005154	XP_039757051.1	DPOGS204723-PA
OG0005155	XP_039757875.1	DPOGS214749-PA
OG0005156	XP_039763746.1	DPOGS207150-PA
OG0005157	XP_039756942.1	DPOGS206388-PA
OG0005158	XP_039758104.1	DPOGS214748-PA
OG0005159	XP_039746734.1	DPOGS209618-PA
OG0005160	XP_039759546.1	DPOGS206377-PA
OG0005161	XP_039756770.1	DPOGS204712-PA
OG0005162	XP_039750990.1	DPOGS205115-PA
OG0005163	XP_039763192.1	DPOGS207169-PA
OG0005164	XP_039746344.1	DPOGS202637-PA
OG0005165	XP_039751695.1	DPOGS205113-PA
OG0005166	XP_039764702.1	DPOGS210897-PA
OG0005167	XP_039747339.1	DPOGS209596-PA
OG0005168	XP_039745867.1	DPOGS202679-PA
OG0005169	XP_039745087.1	DPOGS208829-PA
OG0005170	XP_039746088.1	DPOGS202638-PA
OG0005171	XP_039762799.1	DPOGS210654-PA
OG0005172	XP_039765830.1	DPOGS208786-PA
OG0005173	XP_039755207.1	DPOGS214521-PA
OG0005174	XP_039757444.1	DPOGS214713-PA
OG0005175	XP_039761921.1	DPOGS215022-PA
OG0005176	XP_039760726.1	DPOGS206392-PA
OG0005177	XP_039761426.1	DPOGS211824-PA
OG0005178	XP_039748115.1	DPOGS200394-PA
OG0005179	XP_039757532.1	DPOGS214742-PA
OG0005181	XP_039749875.1	DPOGS211481-PA
OG0005182	XP_039751710.1	DPOGS205924-PA
OG0005183	XP_039759331.1	DPOGS206373-PA
OG0005184	XP_039751713.1	DPOGS205959-PA
OG0005185	XP_039763122.1	DPOGS207155-PA, DPOGS207154-PA
OG0005186	XP_039761319.1	DPOGS200074-PA
OG0005187	XP_039761424.1	DPOGS211820-PA
OG0005188	XP_039750861.1	DPOGS210562-PA
OG0005189	XP_039751602.1, XP_039751600.1, XP_039751601.1	DPOGS204355-PA
OG0005190	XP_039760645.1	DPOGS203088-PA
OG0005191	XP_039752266.1	DPOGS202686-PA
OG0005192	XP_039751302.1	DPOGS204371-PA
OG0005193	XP_039757426.1	DPOGS212182-PA, DPOGS213985-PA
OG0005194	XP_039755711.1	DPOGS210320-PA
OG0005195	XP_039756604.1	DPOGS205314-PA
OG0005196	XP_039757312.1	DPOGS213980-PA
OG0005197	XP_039757357.1	DPOGS206371-PA
OG0005198	XP_039752597.1	DPOGS201957-PA
OG0005199	XP_039755701.1	DPOGS210318-PA
OG0005200	XP_039759174.1	DPOGS214303-PA
OG0005201	XP_039755422.1	DPOGS210383-PA
OG0005202	XP_039756128.1	DPOGS205315-PA
OG0005203	XP_039745311.1	DPOGS208781-PA
OG0005204	XP_039745396.1	DPOGS208837-PA
OG0005205	XP_039757564.1	DPOGS211237-PA
OG0005206	XP_039759019.1	DPOGS214304-PA
OG0005207	XP_039750537.1	DPOGS210558-PA
OG0005208	XP_039762161.1	DPOGS215025-PA
OG0005209	XP_039747386.1	DPOGS209621-PA
OG0005210	XP_039755421.1	DPOGS210317-PA
OG0005211	XP_039753986.1	DPOGS206370-PA
OG0005212	XP_039761067.1	DPOGS206401-PA
OG0005213	XP_039757072.1	DPOGS213978-PA
OG0005214	XP_039762763.1	DPOGS210643-PA
OG0005215	XP_039760801.1	DPOGS206369-PA
OG0005216	XP_039745536.1	DPOGS208840-PA
OG0005217	XP_039762131.1	DPOGS214979-PA
OG0005218	XP_039761837.1	DPOGS214978-PA
OG0005219	XP_039747154.1	DPOGS209622-PA
OG0005220	XP_039755835.1	DPOGS210316-PA
OG0005221	XP_039750877.1	DPOGS210555-PA
OG0005222	XP_039754399.1	DPOGS210831-PA
OG0005223	XP_039759677.1, XP_039759678.1	DPOGS214308-PA
OG0005224	XP_039745375.1, XP_039745383.1	DPOGS210176-PA
OG0005225	XP_039748594.1	DPOGS210065-PA
OG0005226	XP_039746031.1	DPOGS202643-PA
OG0005227	XP_039750725.1	DPOGS210553-PA
OG0005228	XP_039745984.1	DPOGS202674-PA
