Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0003861	HEL_004307-RA	XP_039764283.1, XP_039750355.1
OG0003862	HEL_009180-RA	XP_039747142.1
OG0003863	HEL_008779-RA	XP_039746448.1
OG0003864	HEL_001593-RA	XP_039745263.1
OG0003865	HEL_002663-RA	XP_039752411.1
OG0003866	HEL_006173-RA	XP_039750039.1
OG0003867	HEL_013976-RA	XP_039755025.1
OG0003868	HEL_000571-RA, HEL_000570-RA	XP_039747697.1
OG0003869	HEL_004302-RA	XP_039750204.1
OG0003870	HEL_006171-RA	XP_039749582.1
OG0003871	HEL_012975-RA	XP_039762550.1
OG0003872	HEL_000574-RA	XP_039747563.1
OG0003873	HEL_005763-RA	XP_039756445.1
OG0003874	HEL_010053-RA	XP_039751965.1, XP_039751964.1
OG0003875	HEL_000572-RA	XP_039747570.1
OG0003876	HEL_009341-RA	XP_039760415.1
OG0003877	HEL_002427-RA, HEL_002428-RA	XP_039764912.1
OG0003878	HEL_006167-RA	XP_039749919.1
OG0003879	HEL_012978-RA	XP_039762881.1
OG0003880	HEL_005752-RA, HEL_005751-RA	XP_039756629.1
OG0003881	HEL_009343-RA	XP_039760416.1
OG0003882	HEL_000595-RA	XP_039747644.1
OG0003883	HEL_009187-RA	XP_039746480.1
OG0003884	HEL_014431-RA, HEL_014432-RA	XP_039749284.1
OG0003885	HEL_014435-RA	XP_039749018.1
OG0003886	HEL_004849-RA	XP_039751332.1
OG0003888	HEL_002685-RA	XP_039754550.1
OG0003889	HEL_012129-RA	XP_039753329.1
OG0003890	HEL_010237-RA	XP_039751278.1
OG0003891	HEL_000888-RA, HEL_000889-RA	XP_039755316.1
OG0003892	HEL_005740-RA	XP_039756017.1
OG0003893	HEL_000605-RA	XP_039747910.1
OG0003894	HEL_006558-RA	XP_039759549.1
OG0003895	HEL_009351-RA, HEL_009352-RA	XP_039760418.1
OG0003896	HEL_000360-RA	XP_039748446.1
OG0003897	HEL_010062-RA	XP_039752813.1
OG0003899	HEL_004860-RA, HEL_004859-RA	XP_039746534.1
OG0003900	HEL_000359-RA	XP_039748448.1
OG0003901	HEL_012126-RA	XP_039752944.1
OG0003902	HEL_000607-RA	XP_039748461.1
OG0003903	HEL_009633-RA, HEL_009632-RA	XP_039763499.1
OG0003904	HEL_005567-RA	XP_039754659.1
OG0003905	HEL_012124-RA	XP_039753276.1
OG0003906	HEL_000885-RA	XP_039755837.1
OG0003907	HEL_008758-RA, HEL_008759-RA	XP_039745791.1
OG0003909	HEL_002019-RA, HEL_002021-RA	XP_039759854.1
OG0003910	HEL_002447-RA	XP_039764942.1, XP_039764941.1
OG0003911	HEL_009629-RA	XP_039763957.1
OG0003912	HEL_002449-RA	XP_039765050.1, XP_039765049.1
OG0003913	HEL_012994-RA	XP_039762517.1
OG0003914	HEL_005837-RA	XP_039756399.1
OG0003915	HEL_005184-RA	XP_039758150.1
OG0003916	HEL_010069-RA	XP_039752547.1
OG0003917	HEL_004667-RA, HEL_008406-RA	XP_039761166.1
OG0003918	HEL_004295-RA	XP_039750375.1
OG0003920	HEL_002022-RA	XP_039759809.1, XP_039759810.1
OG0003921	HEL_000877-RA, HEL_000878-RA	XP_039755907.1
OG0003922	HEL_014443-RA	XP_039749138.1
OG0003923	HEL_009627-RA	XP_039763254.1
OG0003924	HEL_009626-RA	XP_039763257.1
OG0003925	HEL_002024-RA	XP_039759955.1
OG0003926	HEL_000876-RA	XP_039755629.1
OG0003927	HEL_001575-RA	XP_039765816.1
OG0003928	HEL_006582-RA	XP_039759308.1, XP_039759307.1
OG0003929	HEL_009625-RA	XP_039763954.1
OG0003930	HEL_002459-RA, HEL_002458-RA	XP_039764490.1
OG0003931	HEL_002026-RA	XP_039759884.1
OG0003932	HEL_014447-RA	XP_039749121.1
OG0003933	HEL_002461-RA, HEL_002463-RA	XP_039764881.1
OG0003934	HEL_010075-RA	XP_039752347.1
OG0003935	HEL_002902-RA	XP_039753682.1
OG0003936	HEL_002901-RA	XP_039753670.1, XP_039753661.1
OG0003937	HEL_001574-RA	XP_039745116.1
OG0003939	HEL_000341-RA	XP_039747691.1
OG0003940	HEL_011541-RA	XP_039758546.1
OG0003941	HEL_008971-RA	XP_039756992.1
OG0003942	HEL_004842-RA	XP_039747369.1, XP_039747379.1
OG0003943	HEL_005206-RA	XP_039757700.1
OG0003944	HEL_004293-RA	XP_039750201.1
OG0003945	HEL_011545-RA	XP_039758690.1
OG0003946	HEL_008972-RA	XP_039756987.1
OG0003947	HEL_006156-RA	XP_039749922.1
OG0003948	HEL_004669-RA	XP_039761196.1
OG0003949	HEL_002892-RA	XP_039757877.1
OG0003950	HEL_000617-RA	XP_039748479.1
OG0003951	HEL_007559-RA, HEL_007560-RA	XP_039754402.1
OG0003952	HEL_001562-RA, HEL_001559-RA	XP_039765468.1
OG0003953	HEL_004840-RA	XP_039763128.1
OG0003954	HEL_010861-RA	XP_039749050.1
OG0003955	HEL_002466-RA, HEL_002468-RA	XP_039764581.1
OG0003956	HEL_000620-RA	XP_039748143.1
OG0003957	HEL_013665-RA	XP_039762336.1
OG0003958	HEL_002475-RA	XP_039764769.1
OG0003959	HEL_000622-RA	XP_039747817.1
OG0003960	HEL_010864-RA	XP_039748945.1
OG0003961	HEL_005637-RA	XP_039754667.1
OG0003962	HEL_000307-RA	XP_039747736.1
OG0003963	HEL_000868-RA	XP_039755569.1
OG0003964	HEL_007554-RA	XP_039753867.1
OG0003965	HEL_011556-RA, HEL_011555-RA	XP_039758522.1
OG0003966	HEL_004177-RA, HEL_004176-RA	XP_039762158.1
OG0003967	HEL_010867-RA	XP_039749081.1
OG0003968	HEL_008734-RA	XP_039746348.1
OG0003969	HEL_005210-RA, HEL_005211-RA	XP_039757765.1
OG0003970	HEL_000626-RA	XP_039748049.1
OG0003971	HEL_002484-RA	XP_039764066.1, XP_039764057.1
OG0003972	HEL_006155-RA	XP_039749645.1, XP_039749646.1
OG0003973	HEL_014547-RA	XP_039752487.1
OG0003974	HEL_006588-RA	XP_039759179.1
OG0003975	HEL_000866-RA	XP_039755297.1
OG0003976	HEL_010806-RA	XP_039753001.1
OG0003977	HEL_002487-RA	XP_039765008.1
OG0003978	HEL_000312-RA, HEL_000311-RA	XP_039747632.1
OG0003979	HEL_001863-RA, HEL_009146-RA	XP_039753004.1
OG0003980	HEL_006741-RA	XP_039759722.1
OG0003981	HEL_010804-RA	XP_039753707.1
OG0003982	HEL_000314-RA	XP_039747552.1
OG0003983	HEL_004180-RA	XP_039761983.1
OG0003984	HEL_010803-RA	XP_039752901.1
OG0003985	HEL_006151-RA	XP_039749543.1
OG0003986	HEL_005628-RA	XP_039754877.1
OG0003987	HEL_007881-RA	XP_039751101.1
OG0003989	HEL_000634-RA	XP_039747680.1
OG0003990	HEL_003892-RA	XP_039757937.1
OG0003992	HEL_012466-RA	XP_039756984.1, XP_039756983.1
OG0003993	HEL_004673-RA	XP_039761139.1, XP_039761138.1
OG0003994	HEL_000636-RA, HEL_000635-RA	XP_039747681.1
OG0003995	HEL_004183-RA	XP_039762092.1
OG0003996	HEL_012711-RA	XP_039756511.1
OG0003997	HEL_004188-RA	XP_039762414.1
OG0003998	HEL_010792-RA, HEL_010794-RA	XP_039753353.1
OG0003999	HEL_004190-RA	XP_039762220.1
OG0004000	HEL_010789-RA	XP_039752922.1
OG0004001	HEL_004191-RA	XP_039762433.1
OG0004002	HEL_005619-RA	XP_039754613.1
OG0004003	HEL_000860-RA	XP_039755601.1, XP_039755600.1
OG0004005	HEL_010888-RA	XP_039748605.1
OG0004006	HEL_007186-RA	XP_039763166.1
OG0004007	HEL_000857-RA	XP_039755662.1
OG0004008	HEL_012467-RA	XP_039756765.1
OG0004009	HEL_007545-RA	XP_039754063.1
OG0004010	HEL_008727-RA	XP_039745812.1
OG0004011	HEL_004676-RA	XP_039761256.1
OG0004012	HEL_002886-RA	XP_039759851.1, XP_039759860.1
OG0004013	HEL_004815-RA	XP_039747884.1
OG0004014	HEL_011562-RA	XP_039758277.1
OG0004015	HEL_000320-RA	XP_039755350.1
OG0004016	HEL_007183-RA	XP_039763433.1, XP_039763432.1
OG0004018	HEL_007870-RA, HEL_007869-RA	XP_039751661.1
OG0004019	HEL_002953-RA	XP_039764491.1
OG0004020	HEL_008725-RA	XP_039745822.1
OG0004021	HEL_009909-RA, HEL_009907-RA	XP_039752356.1
OG0004024	HEL_013810-RA	XP_039758176.1
OG0004025	HEL_009895-RA	XP_039752257.1
OG0004026	HEL_000319-RA	XP_039748404.1, XP_039748405.1
OG0004027	HEL_010897-RA	XP_039748876.1
OG0004028	HEL_013814-RA	XP_039757679.1
OG0004029	HEL_014402-RA	XP_039751977.1
OG0004030	HEL_007864-RA	XP_039751261.1
OG0004031	HEL_000644-RA	XP_039747921.1
OG0004032	HEL_010485-RA	XP_039746807.1
OG0004033	HEL_010899-RA	XP_039749143.1
OG0004034	HEL_007860-RA	XP_039751264.1
OG0004036	HEL_001526-RA	XP_039765788.1
OG0004038	HEL_000645-RA	XP_039748462.1
OG0004042	HEL_013658-RA	XP_039762180.1, XP_039762179.1
OG0004043	HEL_000655-RA	XP_039747844.1
OG0004044	HEL_013660-RA	XP_039761980.1
OG0004045	HEL_012786-RA	XP_039759619.1
OG0004046	HEL_005601-RA	XP_039755115.1
OG0004047	HEL_002878-RA	XP_039759513.1
OG0004048	HEL_013826-RA	XP_039757965.1
OG0004049	HEL_000647-RA	XP_039747843.1
OG0004050	HEL_004700-RA	XP_039761072.1
OG0004051	HEL_013663-RA	XP_039762114.1
OG0004052	HEL_000657-RA, HEL_000658-RA	XP_039748262.1
OG0004053	HEL_002868-RA, HEL_002869-RA, HEL_002870-RA	XP_039760276.1
OG0004054	HEL_001515-RA	XP_039745307.1
OG0004055	HEL_013832-RA	XP_039757895.1
OG0004056	HEL_000661-RA	XP_039747892.1
OG0004058	HEL_007168-RA	XP_039764180.1
OG0004059	HEL_006131-RA	XP_039749781.1
OG0004060	HEL_008711-RA	XP_039746357.1
OG0004061	HEL_004252-RA	XP_039750804.1
OG0004062	HEL_002866-RA	XP_039753246.1, XP_039753237.1
OG0004063	HEL_012480-RA, HEL_012479-RA	XP_039757119.1
OG0004064	HEL_012481-RA	XP_039756914.1
OG0004065	HEL_001530-RA, HEL_001529-RA	XP_039745367.1
OG0004066	HEL_004249-RA	XP_039750803.1, XP_039750802.1
OG0004067	HEL_003778-RA	XP_039758133.1
OG0004068	HEL_007524-RA	XP_039754177.1
OG0004069	HEL_008709-RA	XP_039745852.1
OG0004070	HEL_010908-RA	XP_039749065.1
OG0004071	HEL_007166-RA	XP_039763674.1
OG0004072	HEL_014095-RA	XP_039759439.1
OG0004073	HEL_007521-RA	XP_039754564.1
OG0004075	HEL_003770-RA, HEL_003771-RA	XP_039757731.1
OG0004077	HEL_007123-RA	XP_039764011.1
OG0004078	HEL_004754-RA	XP_039746291.1
OG0004081	HEL_009577-RA	XP_039760848.1
OG0004082	HEL_010916-RA	XP_039749029.1, XP_039749028.1
OG0004083	HEL_008702-RA	XP_039745626.1
OG0004084	HEL_014099-RA	XP_039759515.1
OG0004085	HEL_008699-RA	XP_039745617.1
OG0004086	HEL_005874-RA	XP_039761772.1
OG0004087	HEL_000685-RA	XP_039748292.1
OG0004088	HEL_005578-RA	XP_039755131.1, XP_039755130.1
OG0004089	HEL_008695-RA	XP_039745670.1
OG0004090	HEL_008693-RA, HEL_008692-RA	XP_039745576.1
OG0004092	HEL_012486-RA	XP_039757313.1
OG0004093	HEL_014211-RA	XP_039752167.1
OG0004094	HEL_014105-RA	XP_039759436.1
OG0004095	HEL_008689-RA	XP_039745991.1
OG0004099	HEL_001501-RA	XP_039745090.1
OG0004100	HEL_004745-RA	XP_039761123.1
OG0004101	HEL_006010-RA, HEL_006009-RA	XP_039761774.1
OG0004102	HEL_007133-RA	XP_039763183.1, XP_039763182.1
OG0004103	HEL_005510-RA	XP_039755164.1
OG0004104	HEL_007511-RA, HEL_007512-RA	XP_039754440.1
OG0004105	HEL_007510-RA, HEL_007509-RA	XP_039754338.1
OG0004106	HEL_001496-RA	XP_039745186.1
OG0004107	HEL_002841-RA	XP_039760500.1
OG0004108	HEL_008676-RA, HEL_008675-RA	XP_039745642.1
OG0004109	HEL_002837-RA, HEL_002838-RA	XP_039757691.1
OG0004110	HEL_008672-RA	XP_039746410.1, XP_039746411.1
OG0004112	HEL_001493-RA, HEL_001492-RA	XP_039745264.1
OG0004113	HEL_014110-RA, HEL_014109-RA	XP_039759219.1
OG0004114	HEL_001487-RA	XP_039745337.1
OG0004115	HEL_000330-RA	XP_039747654.1
OG0004116	HEL_002836-RA, HEL_002835-RA	XP_039760903.1
OG0004117	HEL_000337-RA	XP_039747873.1
OG0004118	HEL_002179-RA	XP_039761585.1
OG0004119	HEL_010953-RA	XP_039748643.1, XP_039748642.1
OG0004120	HEL_014118-RA, HEL_014119-RA	XP_039759390.1
OG0004121	HEL_007490-RA	XP_039753967.1
OG0004122	HEL_005839-RA	XP_039756035.1
OG0004123	HEL_002180-RA	XP_039761784.1
OG0004124	HEL_010958-RA	XP_039748503.1
OG0004125	HEL_004739-RA	XP_039761361.1
OG0004126	HEL_004738-RA	XP_039761315.1
OG0004127	HEL_007480-RA, HEL_007481-RA	XP_039754130.1
OG0004128	HEL_003748-RA	XP_039758146.1
OG0004129	HEL_001483-RA, HEL_001484-RA	XP_039745080.1
OG0004130	HEL_006960-RA	XP_039746973.1
OG0004131	HEL_006360-RA	XP_039751538.1
OG0004132	HEL_012724-RA	XP_039756300.1
OG0004133	HEL_003739-RA	XP_039757538.1
OG0004134	HEL_010962-RA	XP_039748693.1
OG0004135	HEL_013722-RA, HEL_013721-RA	XP_039757243.1
OG0004136	HEL_003738-RA	XP_039757539.1
OG0004137	HEL_003737-RA	XP_039757537.1
OG0004138	HEL_003736-RA	XP_039757702.1
OG0004141	HEL_010764-RA	XP_039753234.1, XP_039753235.1
OG0004142	HEL_013999-RA	XP_039758574.1
OG0004143	HEL_006958-RA	XP_039765638.1
OG0004144	HEL_014002-RA, HEL_014001-RA, HEL_014000-RA	XP_039758200.1
OG0004145	HEL_012725-RA	XP_039756490.1
OG0004146	HEL_001469-RA	XP_039765854.1
OG0004147	HEL_013725-RA	XP_039757016.1
OG0004148	HEL_010967-RA	XP_039748826.1
OG0004149	HEL_006362-RA	XP_039751597.1
OG0004150	HEL_010762-RA	XP_039753278.1
OG0004151	HEL_003735-RA	XP_039757723.1
OG0004152	HEL_005555-RA	XP_039754800.1
OG0004154	HEL_010444-RA	XP_039763153.1
OG0004155	HEL_010446-RA	XP_039763157.1, XP_039763158.1
OG0004156	HEL_009961-RA	XP_039752397.1
OG0004159	HEL_006955-RA	XP_039745772.1
OG0004160	HEL_002807-RA	XP_039753731.1
OG0004161	HEL_010971-RA, HEL_004885-RA	XP_039748892.1
OG0004164	HEL_010761-RA	XP_039753120.1
OG0004165	HEL_002806-RA	XP_039754669.1
OG0004166	HEL_010758-RA	XP_039753312.1
OG0004169	HEL_006097-RA	XP_039749449.1
OG0004170	HEL_010456-RA	XP_039763322.1
OG0004171	HEL_014376-RA	XP_039745741.1
OG0004174	HEL_009965-RA	XP_039751855.1
OG0004175	HEL_004727-RA	XP_039761299.1
OG0004176	HEL_001455-RA	XP_039765926.1
OG0004178	HEL_006096-RA	XP_039749934.1
OG0004179	HEL_006915-RA	XP_039745466.1
OG0004181	HEL_007466-RA	XP_039753865.1
OG0004182	HEL_006914-RA	XP_039747714.1
OG0004183	HEL_002801-RA	XP_039760364.1
OG0004184	HEL_000062-RA	XP_039748644.1
OG0004185	HEL_004715-RA, HEL_004714-RA	XP_039761042.1
OG0004186	HEL_002793-RA, HEL_002794-RA	XP_039754469.1
OG0004187	HEL_010463-RA	XP_039763789.1, XP_039763788.1
OG0004188	HEL_012896-RA	XP_039758779.1
OG0004189	HEL_000292-RA	XP_039748253.1
OG0004190	HEL_012746-RA	XP_039756476.1
OG0004191	HEL_010464-RA	XP_039763454.1
OG0004193	HEL_003716-RA	XP_039757665.1
OG0004194	HEL_006001-RA	XP_039761542.1
OG0004195	HEL_002789-RA	XP_039752366.1, XP_039752350.1
OG0004197	HEL_001445-RA	XP_039765511.1
OG0004198	HEL_012900-RA	XP_039758662.1
OG0004202	HEL_006285-RA	XP_039751139.1, XP_039751138.1
OG0004204	HEL_010470-RA	XP_039763170.1
OG0004205	HEL_012903-RA	XP_039758246.1
OG0004206	HEL_003703-RA	XP_039758124.1, XP_039758123.1
OG0004207	HEL_000051-RA	XP_039748924.1, XP_039748921.1, XP_039748922.1
OG0004208	HEL_010472-RA	XP_039763750.1
OG0004209	HEL_000281-RA	XP_039748313.1
OG0004210	HEL_003700-RA	XP_039757879.1
OG0004211	HEL_001341-RA	XP_039765476.1
OG0004212	HEL_002778-RA	XP_039761925.1
OG0004213	HEL_006088-RA	XP_039749539.1
OG0004214	HEL_012906-RA	XP_039758448.1
OG0004215	HEL_000275-RA	XP_039747987.1
OG0004216	HEL_005527-RA	XP_039755113.1
OG0004217	HEL_003000-RA	XP_039765069.1
OG0004218	HEL_009528-RA	XP_039760612.1, XP_039760611.1
OG0004219	HEL_006289-RA	XP_039751117.1
OG0004220	HEL_012762-RA, HEL_012763-RA	XP_039759473.1
OG0004222	HEL_012913-RA	XP_039758748.1
OG0004223	HEL_003694-RA	XP_039757832.1
OG0004224	HEL_005525-RA	XP_039754867.1
OG0004225	HEL_006290-RA, HEL_006291-RA	XP_039751404.1
OG0004226	HEL_004578-RA, HEL_004579-RA	XP_039746367.1
OG0004227	HEL_006292-RA	XP_039751668.1
OG0004228	HEL_001347-RA	XP_039765944.1
OG0004231	HEL_007448-RA	XP_039754099.1
OG0004232	HEL_003009-RA	XP_039764665.1, XP_039764666.1
OG0004233	HEL_000043-RA, HEL_000042-RA	XP_039748646.1
OG0004234	HEL_014071-RA	XP_039757192.1
OG0004235	HEL_005520-RA	XP_039755215.1
OG0004236	HEL_014072-RA	XP_039757129.1
OG0004237	HEL_009521-RA	XP_039760547.1
OG0004238	HEL_003012-RA	XP_039764964.1
OG0004239	HEL_000035-RA	XP_039748842.1
OG0004240	HEL_005517-RA	XP_039754990.1
OG0004241	HEL_003785-RA	XP_039757643.1
OG0004242	HEL_000034-RA	XP_039748825.1
OG0004243	HEL_005515-RA	XP_039755214.1
OG0004244	HEL_003786-RA	XP_039757981.1
OG0004245	HEL_010002-RA	XP_039752744.1
OG0004246	HEL_001359-RA	XP_039765711.1
OG0004247	HEL_002770-RA, HEL_002771-RA, HEL_002772-RA	XP_039751991.1, XP_039751994.1
OG0004248	HEL_000030-RA, HEL_000031-RA	XP_039748764.1
OG0004249	HEL_009514-RA	XP_039760681.1
OG0004250	HEL_001362-RA	XP_039765935.1, XP_039765715.1
OG0004251	HEL_001361-RA, HEL_001360-RA	XP_039765712.1
OG0004252	HEL_002765-RA, HEL_002764-RA	XP_039762091.1
OG0004253	HEL_001364-RA	XP_039745465.1
OG0004254	HEL_009513-RA	XP_039760680.1, XP_039760679.1
OG0004255	HEL_004218-RA	XP_039750807.1
OG0004256	HEL_006294-RA	XP_039751704.1
OG0004257	HEL_002762-RA	XP_039752574.1
OG0004258	HEL_001367-RA	XP_039765945.1
OG0004259	HEL_000027-RA	XP_039749277.1
OG0004260	HEL_003019-RA	XP_039765025.1
OG0004261	HEL_001369-RA	XP_039765682.1
OG0004262	HEL_010005-RA, HEL_010006-RA	XP_039752023.1
OG0004263	HEL_003024-RA	XP_039764727.1
OG0004264	HEL_007437-RA, HEL_007439-RA	XP_039754043.1
OG0004265	HEL_006301-RA	XP_039751532.1
OG0004266	HEL_008207-RA	XP_039759235.1
OG0004267	HEL_014478-RA	XP_039764091.1
OG0004268	HEL_006302-RA	XP_039751208.1
OG0004269	HEL_007436-RA, HEL_007433-RA, HEL_007434-RA	XP_039754240.1
OG0004270	HEL_003029-RA	XP_039763029.1, XP_039763039.1
OG0004271	HEL_009505-RA	XP_039760867.1
OG0004272	HEL_003032-RA, HEL_003031-RA	XP_039762865.1
OG0004273	HEL_013619-RA	XP_039756548.1
OG0004274	HEL_001093-RA, HEL_001091-RA	XP_039755900.1
OG0004275	HEL_000272-RA, HEL_000271-RA	XP_039748357.1
OG0004276	HEL_008202-RA	XP_039758964.1
OG0004277	HEL_003820-RA	XP_039757500.1
OG0004278	HEL_003821-RA	XP_039757503.1
OG0004279	HEL_004212-RA	XP_039750231.1
OG0004280	HEL_003822-RA	XP_039757504.1
OG0004281	HEL_013622-RA	XP_039756199.1
OG0004282	HEL_001103-RA, HEL_001102-RA	XP_039755703.1
OG0004283	HEL_008198-RA	XP_039759495.1
OG0004284	HEL_003041-RA	XP_039764087.1
OG0004285	HEL_010020-RA	XP_039752156.1
OG0004286	HEL_002751-RA, HEL_002746-RA	XP_039761787.1
OG0004287	HEL_014483-RA	XP_039763160.1
OG0004288	HEL_001109-RA	XP_039755308.1
OG0004289	HEL_004554-RA, HEL_004555-RA	XP_039745768.1
OG0004290	HEL_002744-RA	XP_039758682.1
OG0004291	HEL_010024-RA	XP_039751876.1
OG0004292	HEL_006934-RA, HEL_001296-RA	XP_039764651.1, XP_039764664.1
OG0004293	HEL_012159-RA	XP_039753224.1
OG0004294	HEL_003051-RA	XP_039762694.1
OG0004295	HEL_004546-RA, HEL_004545-RA	XP_039746158.1
OG0004296	HEL_013629-RA	XP_039756351.1, XP_039756350.1
OG0004297	HEL_006076-RA	XP_039749803.1
OG0004298	HEL_005509-RA	XP_039755078.1, XP_039755077.1
OG0004299	HEL_004544-RA	XP_039746073.1
OG0004300	HEL_012161-RA	XP_039753620.1
OG0004301	HEL_013636-RA	XP_039756044.1
OG0004302	HEL_006075-RA	XP_039749522.1
OG0004303	HEL_004210-RA	XP_039750225.1, XP_039750226.1
OG0004304	HEL_012166-RA, HEL_012168-RA	XP_039753243.1
OG0004306	HEL_013637-RA	XP_039756177.1
OG0004307	HEL_009502-RA	XP_039760808.1
OG0004308	HEL_013556-RA, HEL_013557-RA	XP_039752630.1
OG0004309	HEL_005935-RA	XP_039761751.1
OG0004311	HEL_004540-RA	XP_039746471.1
OG0004312	HEL_012178-RA, HEL_012179-RA, HEL_012180-RA	XP_039753738.1
OG0004313	HEL_006068-RA, HEL_006069-RA	XP_039749714.1
OG0004314	HEL_001113-RA	XP_039755465.1
OG0004315	HEL_006067-RA	XP_039749650.1, XP_039749649.1
OG0004316	HEL_013645-RA, HEL_013644-RA	XP_039756134.1
OG0004317	HEL_008188-RA, HEL_008189-RA	XP_039759573.1
OG0004318	HEL_000267-RA	XP_039747595.1
OG0004319	HEL_006062-RA	XP_039749790.1
OG0004320	HEL_003054-RA	XP_039764758.1
OG0004321	HEL_012256-RA	XP_039756781.1
OG0004322	HEL_014430-RA	XP_039748499.1
OG0004326	HEL_002737-RA	XP_039756905.1
OG0004327	HEL_006056-RA	XP_039750175.1, XP_039750174.1
OG0004328	HEL_002736-RA	XP_039756930.1
OG0004329	HEL_004538-RA, HEL_004537-RA	XP_039745920.1
OG0004331	HEL_013329-RA	XP_039751790.1
OG0004332	HEL_007419-RA	XP_039753850.1
OG0004333	HEL_005715-RA	XP_039752477.1
OG0004334	HEL_006309-RA, HEL_006311-RA	XP_039751637.1
OG0004335	HEL_006314-RA, HEL_006315-RA	XP_039751635.1
OG0004336	HEL_006882-RA	XP_039764690.1
OG0004337	HEL_013340-RA, HEL_013339-RA	XP_039752228.1
OG0004339	HEL_003832-RA	XP_039758090.1
OG0004340	HEL_012335-RA	XP_039759990.1
OG0004341	HEL_001385-RA	XP_039745508.1
OG0004342	HEL_006043-RA	XP_039749789.1
OG0004343	HEL_006878-RA	XP_039764939.1
OG0004344	HEL_000255-RA	XP_039748195.1, XP_039748197.1
OG0004345	HEL_001388-RA	XP_039745280.1
OG0004346	HEL_007309-RA, HEL_007308-RA	XP_039758780.1
OG0004347	HEL_012321-RA	XP_039760139.1
OG0004348	HEL_014146-RA	XP_039745902.1
OG0004349	HEL_001392-RA	XP_039765465.1, XP_039765464.1
OG0004350	HEL_012459-RA	XP_039757123.1
OG0004351	HEL_003837-RA	XP_039757991.1
OG0004352	HEL_007297-RA, HEL_007296-RA	XP_039758554.1
OG0004354	HEL_012317-RA	XP_039759960.1
OG0004356	HEL_014152-RA	XP_039745786.1, XP_039745785.1
OG0004357	HEL_001394-RA	XP_039765355.1
OG0004358	HEL_010575-RA	XP_039749856.1
OG0004359	HEL_014495-RA	XP_039763315.1
OG0004360	HEL_012195-RA, HEL_012196-RA	XP_039752945.1
OG0004361	HEL_001118-RA	XP_039755519.1
OG0004362	HEL_000237-RA	XP_039747537.1
OG0004363	HEL_013351-RA	XP_039752718.1, XP_039752717.1
OG0004364	HEL_008162-RA	XP_039759244.1
OG0004365	HEL_006324-RA	XP_039751059.1
OG0004366	HEL_012204-RA	XP_039753570.1, XP_039753571.1
OG0004369	HEL_006870-RA, HEL_006869-RA	XP_039757172.1
OG0004370	HEL_003847-RA	XP_039758023.1
OG0004371	HEL_014363-RA	XP_039756571.1
OG0004372	HEL_003849-RA	XP_039757944.1
OG0004373	HEL_012390-RA	XP_039750892.1
OG0004374	HEL_001411-RA	XP_039745249.1
OG0004375	HEL_003858-RA	XP_039757704.1
OG0004376	HEL_010591-RA	XP_039750033.1, XP_039750036.1
OG0004377	HEL_001414-RA, HEL_001412-RA	XP_039765889.1
OG0004378	HEL_001415-RA	XP_039745505.1
OG0004379	HEL_007266-RA	XP_039758701.1
OG0004380	HEL_014166-RA, HEL_014165-RA	XP_039745828.1
OG0004381	HEL_007000-RA	XP_039764036.1
OG0004382	HEL_001419-RA, HEL_001418-RA	XP_039765429.1
OG0004383	HEL_006857-RA, HEL_006858-RA	XP_039749793.1
OG0004384	HEL_001036-RA	XP_039755747.1
OG0004388	HEL_005975-RA	XP_039761598.1
OG0004390	HEL_001027-RA	XP_039755823.1
OG0004391	HEL_007403-RA	XP_039753996.1
OG0004392	HEL_002703-RA	XP_039752550.1
OG0004393	HEL_001427-RA	XP_039745459.1
OG0004394	HEL_013476-RA	XP_039759825.1, XP_039759827.1, XP_039759826.1
OG0004395	HEL_011005-RA	XP_039749239.1
OG0004396	HEL_002702-RA	XP_039754733.1
OG0004397	HEL_013471-RA	XP_039760162.1
OG0004399	HEL_002701-RA, HEL_002700-RA	XP_039759418.1
OG0004400	HEL_000228-RA	XP_039747951.1
OG0004401	HEL_007261-RA	XP_039758873.1
OG0004402	HEL_005481-RA	XP_039754978.1
OG0004403	HEL_007015-RA	XP_039763298.1
OG0004404	HEL_010991-RA	XP_039749295.1
OG0004405	HEL_006269-RA, HEL_006268-RA	XP_039751089.1
OG0004406	HEL_000224-RA	XP_039748062.1
OG0004407	HEL_010994-RA	XP_039748678.1
OG0004408	HEL_002692-RA, HEL_002693-RA	XP_039758770.1
OG0004409	HEL_001429-RA, HEL_001428-RA	XP_039745457.1
OG0004410	HEL_010996-RA	XP_039748710.1
OG0004411	HEL_010989-RA	XP_039748708.1, XP_039748709.1
OG0004412	HEL_010988-RA	XP_039748712.1
OG0004413	HEL_012225-RA, HEL_012224-RA	XP_039753457.1
OG0004414	HEL_010605-RA	XP_039749733.1, XP_039749734.1
OG0004415	HEL_012231-RA	XP_039753205.1
OG0004417	HEL_005475-RA	XP_039754832.1
OG0004418	HEL_001438-RA	XP_039765724.1
OG0004419	HEL_013460-RA	XP_039760037.1, XP_039760036.1
OG0004420	HEL_012383-RA	XP_039750791.1
OG0004421	HEL_001440-RA	XP_039745120.1
OG0004422	HEL_001441-RA	XP_039765493.1
OG0004423	HEL_006837-RA	XP_039765594.1
OG0004424	HEL_000955-RA	XP_039755494.1
OG0004425	HEL_001442-RA	XP_039765496.1
