Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0005027	HEL_010179-RA	XP_026500918.1
OG0005028	HEL_003992-RA	XP_026491733.1
OG0005029	HEL_003991-RA	XP_026491729.1
OG0005030	HEL_002198-RA	XP_026483908.1
OG0005031	HEL_009222-RA	XP_026499427.1
OG0005032	HEL_012534-RA	XP_026500988.1
OG0005033	HEL_012535-RA	XP_026501008.1
OG0005034	HEL_001713-RA	XP_026501220.1
OG0005036	HEL_006993-RA	XP_026487070.1
OG0005037	HEL_001861-RA	XP_026497336.1
OG0005038	HEL_001860-RA	XP_026497333.1
OG0005039	HEL_005385-RA	XP_026499489.1
OG0005040	HEL_003990-RA	XP_026491326.1
OG0005041	HEL_004029-RA	XP_026500929.1
OG0005042	HEL_002245-RA	XP_026489272.1
OG0005043	HEL_000458-RA	XP_026492517.1
OG0005044	HEL_003379-RA	XP_026489868.1
OG0005045	HEL_004030-RA	XP_026500933.1, XP_026499594.1
OG0005047	HEL_003378-RA	XP_026489870.1
OG0005048	HEL_003988-RA	XP_026491148.1
OG0005049	HEL_003377-RA	XP_026489869.1
OG0005050	HEL_002201-RA	XP_026484009.1
OG0005051	HEL_005315-RA, HEL_005316-RA	XP_026496422.1
OG0005052	HEL_003376-RA	XP_026489872.1
OG0005053	HEL_002037-RA	XP_026500122.1
OG0005054	HEL_002038-RA	XP_026500178.1
OG0005055	HEL_007734-RA	XP_026496168.1
OG0005056	HEL_010487-RA	XP_026489942.1
OG0005057	HEL_012537-RA	XP_026500972.1
OG0005059	HEL_001711-RA	XP_026501109.1
OG0005061	HEL_003450-RA	XP_026492234.1
OG0005062	HEL_007614-RA	XP_026490067.1
OG0005063	HEL_003984-RA	XP_026491439.1
OG0005064	HEL_014449-RA	XP_026491343.1
OG0005065	HEL_009231-RA	XP_026499440.1
OG0005066	HEL_002042-RA	XP_026500242.1
OG0005067	HEL_002202-RA	XP_026484171.1
OG0005068	HEL_002204-RA	XP_026484169.1
OG0005069	HEL_002043-RA	XP_026500241.1
OG0005070	HEL_014451-RA	XP_026495112.1
OG0005071	HEL_000726-RA	XP_026487272.1
OG0005072	HEL_010488-RA	XP_026489998.1
OG0005073	HEL_000728-RA	XP_026487231.1
OG0005075	HEL_014452-RA	XP_026495080.1
OG0005076	HEL_005308-RA, HEL_005309-RA	XP_026496286.1
OG0005077	HEL_010238-RA	XP_026498988.1
OG0005078	HEL_002205-RA	XP_026484167.1
OG0005079	HEL_003443-RA	XP_026492304.1
OG0005080	HEL_003983-RA	XP_026491037.1
OG0005081	HEL_002248-RA	XP_026489315.1
OG0005083	HEL_000466-RA	XP_026496117.1
OG0005084	HEL_002249-RA	XP_026489313.1
OG0005085	HEL_011677-RA	XP_026483086.1
OG0005086	HEL_014458-RA	XP_026495257.1
OG0005087	HEL_014459-RA	XP_026495246.1
OG0005088	HEL_012542-RA	XP_026501032.1
OG0005090	HEL_010239-RA	XP_026498986.1
OG0005091	HEL_012543-RA	XP_026501037.1
OG0005092	HEL_012544-RA	XP_026500966.1
OG0005093	HEL_010242-RA	XP_026498974.1
OG0005094	HEL_002049-RA	XP_026500256.1
OG0005095	HEL_005393-RA	XP_026501687.1
OG0005096	HEL_005088-RA	XP_026490965.1
OG0005097	HEL_000731-RA	XP_026487240.1
OG0005098	HEL_000733-RA	XP_026487228.1
OG0005099	HEL_010489-RA	XP_026489985.1
OG0005100	HEL_012545-RA	XP_026501026.1
OG0005101	HEL_012546-RA	XP_026501023.1
OG0005102	HEL_014463-RA	XP_026492587.1
OG0005103	HEL_013868-RA	XP_026493061.1
OG0005104	HEL_000734-RA	XP_026487234.1
OG0005106	HEL_012547-RA	XP_026501025.1
OG0005107	HEL_002052-RA	XP_026500204.1
OG0005108	HEL_012654-RA	XP_026483333.1
OG0005109	HEL_000736-RA	XP_026487239.1
OG0005110	HEL_010423-RA	XP_026500627.1
OG0005111	HEL_012653-RA	XP_026483338.1
OG0005112	HEL_012550-RA	XP_026501013.1
OG0005113	HEL_002053-RA	XP_026500217.1
OG0005114	HEL_012651-RA	XP_026483332.1
OG0005115	HEL_002055-RA	XP_026500182.1
OG0005116	HEL_012552-RA	XP_026501016.1
OG0005117	HEL_005296-RA	XP_026496363.1
OG0005118	HEL_005288-RA	XP_026496318.1
OG0005119	HEL_002253-RA	XP_026489307.1
OG0005120	HEL_005287-RA	XP_026496323.1
OG0005121	HEL_002254-RA	XP_026489289.1
OG0005122	HEL_005285-RA	XP_026496287.1
OG0005123	HEL_010182-RA	XP_026484070.1
OG0005124	HEL_002213-RA	XP_026484074.1
OG0005125	HEL_002061-RA	XP_026500235.1
OG0005126	HEL_003358-RA	XP_026499989.1
OG0005127	HEL_003357-RA	XP_026499987.1
OG0005128	HEL_011671-RA	XP_026483117.1
OG0005129	HEL_002257-RA	XP_026489322.1
OG0005130	HEL_012398-RA	XP_026487006.1
OG0005131	HEL_005284-RA	XP_026496263.1
OG0005132	HEL_007601-RA	XP_026490072.1
OG0005134	HEL_004058-RA	XP_026499841.1, XP_026498222.1
OG0005135	HEL_005282-RA, HEL_005281-RA	XP_026496262.1
OG0005136	HEL_007600-RA	XP_026490077.1
OG0005137	HEL_003500-RA	XP_026492130.1
OG0005138	HEL_003501-RA	XP_026492103.1
OG0005139	HEL_005279-RA	XP_026496254.1
OG0005140	HEL_004057-RA	XP_026499491.1
OG0005141	HEL_010183-RA	XP_026484139.1
OG0005142	HEL_002258-RA	XP_026489318.1
OG0005143	HEL_005278-RA	XP_026496267.1
OG0005144	HEL_010184-RA	XP_026484058.1
OG0005145	HEL_002259-RA	XP_026489244.1
OG0005146	HEL_014466-RA	XP_026492941.1
OG0005148	HEL_001722-RA	XP_026501215.1
OG0005149	HEL_003503-RA	XP_026492138.1
OG0005150	HEL_010496-RA	XP_026490003.1
OG0005151	HEL_002261-RA	XP_026489241.1
OG0005152	HEL_003504-RA	XP_026492124.1
OG0005153	HEL_010189-RA	XP_026484126.1
OG0005154	HEL_008916-RA	XP_026487944.1
OG0005155	HEL_005096-RA	XP_026491026.1
OG0005156	HEL_013237-RA	XP_026500485.1
OG0005157	HEL_012402-RA	XP_026487057.1
OG0005158	HEL_005098-RA	XP_026490973.1
OG0005159	HEL_010507-RA	XP_026489995.1
OG0005160	HEL_012403-RA	XP_026487050.1
OG0005161	HEL_008915-RA	XP_026487968.1
OG0005162	HEL_010191-RA	XP_026489858.1
OG0005163	HEL_013236-RA	XP_026500515.1
OG0005165	HEL_010192-RA	XP_026489976.1
OG0005166	HEL_002263-RA	XP_026489288.1
OG0005167	HEL_010509-RA	XP_026490009.1
OG0005168	HEL_003979-RA	XP_026491828.1
OG0005169	HEL_001726-RA, HEL_001725-RA	XP_026501235.1
OG0005170	HEL_003978-RA	XP_026491208.1
OG0005171	HEL_011668-RA	XP_026500952.1
OG0005172	HEL_001727-RA	XP_026501191.1
OG0005173	HEL_005275-RA	XP_026496312.1, XP_026496313.1
OG0005174	HEL_005101-RA	XP_026491017.1
OG0005175	HEL_004066-RA	XP_026498699.1
OG0005176	HEL_012404-RA	XP_026487048.1
OG0005178	HEL_000467-RA	XP_026490167.1
OG0005179	HEL_005103-RA	XP_026491022.1
OG0005181	HEL_007728-RA	XP_026501061.1
OG0005182	HEL_010195-RA	XP_026483076.1
OG0005183	HEL_012408-RA	XP_026487042.1, XP_026487044.1
OG0005184	HEL_010196-RA	XP_026488525.1
OG0005185	HEL_013248-RA	XP_026500438.1
OG0005186	HEL_005410-RA	XP_026501696.1
OG0005187	HEL_002218-RA, HEL_002217-RA	XP_026483916.1
OG0005188	HEL_013217-RA	XP_026500359.1
OG0005189	HEL_010198-RA	XP_026483211.1
OG0005190	HEL_009242-RA	XP_026487151.1, XP_026487150.1
OG0005191	HEL_005583-RA	XP_026483494.1
OG0005192	HEL_010199-RA	XP_026483323.1, XP_026483404.1
OG0005193	HEL_008899-RA	XP_026487959.1
OG0005194	HEL_000755-RA	XP_026487283.1
OG0005195	HEL_010130-RA	XP_026501003.1
OG0005196	HEL_008898-RA	XP_026487962.1
OG0005197	HEL_012411-RA	XP_026487032.1
OG0005199	HEL_000756-RA	XP_026487265.1
OG0005201	HEL_000757-RA	XP_026487302.1
OG0005202	HEL_012573-RA	XP_026500974.1
OG0005203	HEL_001741-RA	XP_026501172.1
OG0005204	HEL_001742-RA	XP_026501174.1
OG0005207	HEL_013208-RA	XP_026500370.1
OG0005208	HEL_004063-RA	XP_026486435.1
OG0005209	HEL_010513-RA	XP_026489904.1
OG0005210	HEL_000758-RA	XP_026487301.1
OG0005211	HEL_012413-RA	XP_026487077.1
OG0005212	HEL_012415-RA	XP_026487067.1
OG0005213	HEL_008895-RA, HEL_008894-RA	XP_026487953.1
OG0005214	HEL_013065-RA	XP_026500959.1
OG0005215	HEL_012416-RA	XP_026487065.1
OG0005216	HEL_001745-RA	XP_026501167.1
OG0005217	HEL_004073-RA	XP_026486433.1
OG0005218	HEL_004072-RA	XP_026486431.1
OG0005219	HEL_010514-RA	XP_026489906.1
OG0005220	HEL_000762-RA	XP_026487300.1
OG0005221	HEL_013204-RA	XP_026500339.1
OG0005222	HEL_010254-RA	XP_026498993.1
OG0005224	HEL_003353-RA	XP_026500082.1
OG0005225	HEL_007595-RA	XP_026490069.1
OG0005227	HEL_013203-RA	XP_026500320.1, XP_026500319.1
OG0005228	HEL_003969-RA	XP_026491512.1
OG0005229	HEL_007594-RA	XP_026490083.1
OG0005230	HEL_008993-RA	XP_026500897.1
OG0005231	HEL_000764-RA	XP_026487244.1
OG0005232	HEL_013246-RA	XP_026500437.1
OG0005233	HEL_008994-RA	XP_026498410.1, XP_026499320.1
OG0005234	HEL_007591-RA	XP_026490079.1
OG0005235	HEL_005650-RA	XP_026495747.1
OG0005236	HEL_007750-RA	XP_026496172.1
OG0005237	HEL_007751-RA	XP_026496171.1
OG0005238	HEL_007590-RA	XP_026490080.1
OG0005239	HEL_003611-RA	XP_026500942.1
OG0005240	HEL_005651-RA	XP_026495719.1
OG0005241	HEL_007589-RA	XP_026490076.1
OG0005242	HEL_011772-RA, HEL_011773-RA	XP_026496083.1
OG0005243	HEL_001750-RA	XP_026501166.1
OG0005244	HEL_001751-RA	XP_026501150.1
OG0005245	HEL_007587-RA	XP_026490048.1
OG0005246	HEL_003610-RA	XP_026500948.1
OG0005247	HEL_005269-RA	XP_026496295.1
OG0005248	HEL_007583-RA	XP_026490082.1
OG0005249	HEL_005266-RA	XP_026496351.1
OG0005250	HEL_007582-RA	XP_026490050.1
OG0005251	HEL_013906-RA	XP_026483346.1
OG0005252	HEL_014333-RA	XP_026488103.1
OG0005253	HEL_001754-RA	XP_026501157.1
OG0005254	HEL_011769-RA	XP_026496006.1
OG0005255	HEL_001755-RA	XP_026488171.1
OG0005256	HEL_007758-RA	XP_026496175.1
OG0005257	HEL_005423-RA	XP_026492920.1
OG0005258	HEL_014334-RA	XP_026488094.1
OG0005259	HEL_001756-RA, HEL_001757-RA	XP_026501099.1
OG0005260	HEL_007785-RA, HEL_007788-RA	XP_026496197.1
OG0005261	HEL_005264-RA	XP_026496228.1
OG0005262	HEL_005263-RA	XP_026496227.1
OG0005263	HEL_003966-RA	XP_026491510.1
OG0005264	HEL_001758-RA	XP_026501097.1
OG0005265	HEL_003965-RA	XP_026491122.1
OG0005266	HEL_013908-RA	XP_026483556.1
OG0005267	HEL_001759-RA	XP_026501095.1
OG0005268	HEL_014340-RA	XP_026488109.1
OG0005269	HEL_008999-RA	XP_026492950.1
OG0005270	HEL_001760-RA	XP_026501100.1
OG0005272	HEL_001698-RA	XP_026484833.1
OG0005273	HEL_008235-RA	XP_026495395.1
OG0005274	HEL_008234-RA	XP_026495394.1
OG0005275	HEL_007780-RA	XP_026496198.1
OG0005276	HEL_009001-RA	XP_026492978.1
OG0005277	HEL_011764-RA	XP_026500071.1
OG0005278	HEL_003512-RA	XP_026492297.1
OG0005279	HEL_005424-RA	XP_026492900.1
OG0005281	HEL_009002-RA	XP_026492980.1
OG0005282	HEL_009658-RA	XP_026500525.1
OG0005283	HEL_007580-RA	XP_026490064.1
OG0005285	HEL_008227-RA	XP_026495423.1
OG0005286	HEL_003513-RA	XP_026492261.1
OG0005287	HEL_009702-RA	XP_026493105.1
OG0005289	HEL_005253-RA, HEL_005252-RA	XP_026496230.1
OG0005291	HEL_005425-RA	XP_026492914.1
OG0005292	HEL_005249-RA, HEL_005250-RA	XP_026496242.1
OG0005293	HEL_003327-RA	XP_026490219.1
OG0005294	HEL_010523-RA	XP_026489990.1
OG0005295	HEL_007776-RA	XP_026484285.1
OG0005296	HEL_012420-RA	XP_026498075.1
OG0005297	HEL_003518-RA	XP_026492294.1
OG0005298	HEL_001764-RA	XP_026501080.1
OG0005299	HEL_009014-RA	XP_026492946.1
OG0005300	HEL_012421-RA	XP_026498060.1
OG0005302	HEL_003519-RA	XP_026492308.1
OG0005303	HEL_005245-RA	XP_026496246.1
OG0005304	HEL_005244-RA	XP_026496239.1
OG0005305	HEL_011748-RA	XP_026498882.1
OG0005306	HEL_009015-RA	XP_026492942.1
OG0005307	HEL_005243-RA	XP_026496238.1
OG0005308	HEL_005251-RA	XP_026496244.1
OG0005309	HEL_011702-RA, HEL_011701-RA	XP_026490675.1
OG0005310	HEL_009018-RA	XP_026492982.1
OG0005311	HEL_011709-RA	XP_026490673.1
OG0005312	HEL_002087-RA	XP_026500172.1
OG0005314	HEL_009021-RA	XP_026492945.1
OG0005315	HEL_000788-RA	XP_026494137.1
OG0005316	HEL_000475-RA	XP_026496139.1
OG0005317	HEL_013240-RA	XP_026500488.1
OG0005318	HEL_011243-RA	XP_026488755.1
OG0005319	HEL_012427-RA	XP_026498073.1
OG0005320	HEL_010536-RA	XP_026489967.1
OG0005321	HEL_005675-RA	XP_026495813.1
OG0005322	HEL_010537-RA	XP_026489968.1
OG0005323	HEL_013520-RA	XP_026498833.1
OG0005324	HEL_010538-RA	XP_026489980.1
OG0005325	HEL_008219-RA	XP_026495431.1
OG0005326	HEL_013242-RA	XP_026500523.1
OG0005327	HEL_013521-RA	XP_026498834.1
OG0005328	HEL_001766-RA	XP_026501120.1
OG0005330	HEL_005238-RA	XP_026496343.1
OG0005331	HEL_008886-RA	XP_026492962.1
OG0005332	HEL_005237-RA	XP_026496427.1
OG0005333	HEL_010545-RA	XP_026489914.1
OG0005334	HEL_008885-RA	XP_026492963.1
OG0005335	HEL_008214-RA	XP_026495408.1
OG0005336	HEL_008212-RA	XP_026495484.1
OG0005337	HEL_008211-RA	XP_026495481.1
OG0005338	HEL_003531-RA	XP_026492266.1
OG0005339	HEL_013176-RA	XP_026498492.1
OG0005340	HEL_003532-RA	XP_026492149.1
OG0005341	HEL_000478-RA	XP_026496111.1
OG0005342	HEL_000479-RA	XP_026496113.1
OG0005343	HEL_011719-RA	XP_026490664.1
OG0005344	HEL_013171-RA	XP_026498498.1
OG0005345	HEL_014295-RA	XP_026494079.1
OG0005346	HEL_000480-RA	XP_026496114.1
OG0005349	HEL_010149-RA	XP_026483541.1
OG0005350	HEL_000789-RA	XP_026488826.1
OG0005351	HEL_011736-RA	XP_026490667.1
OG0005352	HEL_011263-RA	XP_026488765.1
OG0005353	HEL_000790-RA	XP_026488976.1
OG0005355	HEL_005687-RA	XP_026495815.1, XP_026495816.1
OG0005356	HEL_001777-RA	XP_026501186.1
OG0005357	HEL_014299-RA	XP_026493992.1
OG0005358	HEL_005688-RA	XP_026495726.1
OG0005359	HEL_014300-RA	XP_026494090.1
OG0005360	HEL_003535-RA	XP_026492172.1
OG0005361	HEL_000487-RA	XP_026490162.1
OG0005362	HEL_013063-RA	XP_026500963.1
OG0005363	HEL_004597-RA	XP_026486736.1
OG0005364	HEL_014302-RA	XP_026494305.1
OG0005365	HEL_010147-RA	XP_026483539.1
OG0005366	HEL_014303-RA	XP_026494579.1
OG0005367	HEL_011268-RA	XP_026488762.1
OG0005368	HEL_003320-RA	XP_026490186.1
OG0005370	HEL_003958-RA	XP_026491035.1
OG0005371	HEL_007575-RA	XP_026490144.1
OG0005372	HEL_011726-RA	XP_026490691.1, XP_026490690.1
OG0005373	HEL_005235-RA	XP_026496324.1
OG0005374	HEL_013168-RA	XP_026497212.1
OG0005375	HEL_012434-RA	XP_026498407.1
OG0005376	HEL_013525-RA	XP_026498830.1
OG0005377	HEL_005426-RA	XP_026492890.1
OG0005378	HEL_003539-RA	XP_026492199.1
OG0005379	HEL_005689-RA	XP_026496037.1
OG0005380	HEL_013261-RA	XP_026500499.1
OG0005381	HEL_005690-RA	XP_026496038.1
OG0005382	HEL_011724-RA	XP_026490693.1
OG0005383	HEL_003317-RA	XP_026490195.1
OG0005384	HEL_002274-RA	XP_026489306.1
OG0005385	HEL_005028-RA	XP_026490197.1
OG0005386	HEL_013258-RA	XP_026500504.1
OG0005387	HEL_012440-RA	XP_026498094.1
OG0005388	HEL_010204-RA	XP_026500628.1
OG0005389	HEL_011178-RA	XP_026494597.1
OG0005390	HEL_003599-RA	XP_026489747.1
OG0005391	HEL_003955-RA	XP_026491767.1
OG0005392	HEL_005029-RA	XP_026490182.1
OG0005393	HEL_003954-RA	XP_026491761.1
OG0005394	HEL_007798-RA	XP_026484295.1
OG0005395	HEL_005030-RA	XP_026498523.1, XP_026490193.1
OG0005396	HEL_011273-RA	XP_026490663.1
OG0005397	HEL_000493-RA	XP_026497260.1
OG0005398	HEL_005232-RA	XP_026496337.1
OG0005399	HEL_002278-RA	XP_026489291.1
OG0005400	HEL_005428-RA	XP_026492919.1
OG0005401	HEL_005231-RA	XP_026496340.1
OG0005402	HEL_010142-RA	XP_026483457.1
OG0005403	HEL_002281-RA	XP_026489338.1
OG0005404	HEL_005429-RA	XP_026492905.1
OG0005405	HEL_003952-RA	XP_026491771.1
OG0005406	HEL_012444-RA	XP_026498100.1
OG0005407	HEL_009709-RA	XP_026493450.1
OG0005408	HEL_003951-RA	XP_026491770.1
OG0005409	HEL_005225-RA	XP_026496335.1
OG0005410	HEL_011276-RA	XP_026490656.1
OG0005411	HEL_003950-RA	XP_026491769.1
OG0005412	HEL_003949-RA	XP_026491766.1
OG0005413	HEL_002282-RA	XP_026489337.1
OG0005414	HEL_010271-RA	XP_026493632.1
OG0005415	HEL_011278-RA	XP_026490653.1
OG0005416	HEL_003544-RA	XP_026492182.1
OG0005417	HEL_003543-RA	XP_026492180.1
OG0005419	HEL_005431-RA	XP_026492895.1
OG0005420	HEL_011743-RA	XP_026497181.1
OG0005421	HEL_005040-RA	XP_026490211.1
OG0005422	HEL_010559-RA	XP_026489913.1
OG0005423	HEL_011744-RA	XP_026497182.1
OG0005424	HEL_003591-RA	XP_026489719.1
OG0005425	HEL_005041-RA	XP_026490205.1
OG0005426	HEL_013161-RA	XP_026497206.1
OG0005427	HEL_007571-RA	XP_026490087.1
OG0005428	HEL_009713-RA	XP_026493457.1
OG0005429	HEL_006395-RA	XP_026494235.1
OG0005430	HEL_010562-RA	XP_026489887.1
OG0005431	HEL_010563-RA	XP_026489890.1
OG0005432	HEL_005695-RA	XP_026495730.1
OG0005433	HEL_008865-RA	XP_026494658.1
OG0005434	HEL_005696-RA	XP_026495842.1
OG0005436	HEL_013251-RA	XP_026500448.1
OG0005438	HEL_012448-RA	XP_026498113.1
OG0005439	HEL_006396-RA	XP_026494171.1
OG0005440	HEL_011820-RA	XP_026498806.1
OG0005441	HEL_010565-RA	XP_026489891.1
OG0005442	HEL_012452-RA	XP_026498114.1
OG0005443	HEL_001792-RA	XP_026501149.1
OG0005444	HEL_010566-RA	XP_026489886.1
OG0005445	HEL_002103-RA	XP_026500195.1
OG0005446	HEL_001795-RA	XP_026501104.1
OG0005447	HEL_001796-RA	XP_026501105.1
OG0005448	HEL_010568-RA	XP_026489889.1
OG0005449	HEL_001797-RA	XP_026501094.1
OG0005450	HEL_002104-RA	XP_026500176.1
OG0005451	HEL_011284-RA	XP_026490658.1, XP_026490659.1
OG0005452	HEL_010569-RA	XP_026489895.1
OG0005453	HEL_003587-RA	XP_026489629.1
OG0005454	HEL_011136-RA	XP_026498470.1
OG0005455	HEL_009717-RA	XP_026493111.1
OG0005456	HEL_009361-RA	XP_026492494.1
OG0005457	HEL_002285-RA	XP_026489290.1
OG0005458	HEL_010570-RA	XP_026490018.1
OG0005459	HEL_003585-RA	XP_026489635.1
OG0005460	HEL_005049-RA	XP_026483277.1
OG0005461	HEL_012454-RA	XP_026486607.1
OG0005462	HEL_005052-RA	XP_026483287.1
OG0005463	HEL_005699-RA	XP_026495790.1
OG0005464	HEL_003616-RA	XP_026489632.1
OG0005465	HEL_005053-RA	XP_026483284.1
OG0005466	HEL_003617-RA	XP_026489631.1
OG0005467	HEL_005055-RA	XP_026483280.1
OG0005468	HEL_010265-RA	XP_026493639.1
OG0005469	HEL_006402-RA	XP_026494437.1
OG0005470	HEL_011132-RA	XP_026498445.1
OG0005471	HEL_006403-RA	XP_026494357.1
OG0005472	HEL_005056-RA	XP_026483283.1
OG0005473	HEL_010212-RA	XP_026501404.1
OG0005474	HEL_010213-RA	XP_026501384.1
OG0005475	HEL_009721-RA	XP_026493313.1
OG0005476	HEL_006405-RA	XP_026494555.1
OG0005477	HEL_005057-RA	XP_026483289.1
OG0005478	HEL_003623-RA	XP_026489705.1
OG0005479	HEL_010858-RA	XP_026496212.1
OG0005480	HEL_000495-RA	XP_026497257.1
OG0005481	HEL_005702-RA	XP_026495521.1
OG0005483	HEL_003624-RA	XP_026489709.1
OG0005484	HEL_004115-RA	XP_026490719.1
OG0005485	HEL_010857-RA	XP_026496211.1
OG0005486	HEL_003628-RA	XP_026489708.1
OG0005487	HEL_001802-RA	XP_026501134.1
OG0005488	HEL_005708-RA	XP_026495634.1
OG0005489	HEL_002286-RA	XP_026489309.1
OG0005490	HEL_006410-RA	XP_026494492.1
OG0005491	HEL_000500-RA	XP_026497249.1
OG0005492	HEL_001804-RA	XP_026501136.1
OG0005493	HEL_001805-RA	XP_026501131.1
OG0005494	HEL_001807-RA	XP_026501133.1
OG0005495	HEL_011294-RA	XP_026490580.1
OG0005497	HEL_007002-RA	XP_026499119.1
OG0005498	HEL_011083-RA	XP_026498442.1
OG0005499	HEL_010221-RA	XP_026501726.1
OG0005500	HEL_003634-RA	XP_026489750.1
OG0005501	HEL_005710-RA	XP_026495536.1
OG0005502	HEL_003636-RA	XP_026489751.1
OG0005503	HEL_011084-RA	XP_026498496.1
OG0005504	HEL_010223-RA	XP_026483438.1
OG0005505	HEL_003548-RA	XP_026492198.1
OG0005506	HEL_005712-RA	XP_026495530.1
OG0005507	HEL_003549-RA	XP_026492144.1
OG0005508	HEL_010132-RA	XP_026483503.1
OG0005509	HEL_005713-RA	XP_026495532.1
OG0005510	HEL_002123-RA	XP_026500087.1
OG0005511	HEL_010131-RA	XP_026483423.1
OG0005512	HEL_011089-RA	XP_026498451.1
OG0005514	HEL_006029-RA	XP_026484271.1
OG0005515	HEL_002127-RA	XP_026500257.1
OG0005516	HEL_010260-RA	XP_026501066.1
OG0005517	HEL_005717-RA	XP_026495499.1
OG0005518	HEL_010231-RA	XP_026501555.1
OG0005519	HEL_006026-RA, HEL_011137-RA	XP_026484238.1
OG0005520	HEL_009677-RA	XP_026500305.1
OG0005521	HEL_002523-RA	XP_026486596.1
OG0005522	HEL_002128-RA	XP_026500234.1
OG0005523	HEL_009034-RA	XP_026489989.1
OG0005524	HEL_011098-RA	XP_026498504.1
OG0005525	HEL_002525-RA	XP_026486604.1
OG0005526	HEL_010124-RA	XP_026483471.1
OG0005527	HEL_009678-RA	XP_026500277.1
OG0005529	HEL_011779-RA	XP_026486418.1
OG0005530	HEL_003678-RA	XP_026494292.1
OG0005531	HEL_003676-RA	XP_026494293.1
OG0005532	HEL_011099-RA	XP_026498506.1
OG0005533	HEL_003674-RA	XP_026494295.1
OG0005534	HEL_003673-RA	XP_026494290.1
OG0005535	HEL_011105-RA	XP_026498518.1
OG0005536	HEL_005720-RA	XP_026495914.1
OG0005537	HEL_002001-RA	XP_026497564.1
OG0005538	HEL_011106-RA	XP_026498519.1
OG0005539	HEL_004943-RA	XP_026497673.1
OG0005540	HEL_011107-RA	XP_026498517.1
OG0005541	HEL_011230-RA	XP_026494651.1
OG0005542	HEL_011109-RA	XP_026498423.1
OG0005543	HEL_010121-RA	XP_026483460.1
OG0005544	HEL_009042-RA	XP_026489901.1
OG0005545	HEL_003670-RA	XP_026494243.1
OG0005546	HEL_003669-RA	XP_026494209.1
OG0005547	HEL_005726-RA	XP_026495789.1
OG0005548	HEL_000432-RA	XP_026490381.1
OG0005549	HEL_011111-RA	XP_026498508.1
OG0005550	HEL_011112-RA, HEL_011113-RA	XP_026498516.1
OG0005551	HEL_006413-RA	XP_026494418.1
OG0005552	HEL_002131-RA	XP_026500092.1
OG0005553	HEL_002528-RA	XP_026486586.1
OG0005555	HEL_002531-RA	XP_026486611.1
OG0005556	HEL_004950-RA	XP_026497708.1
OG0005557	HEL_008062-RA	XP_026485539.1
OG0005558	HEL_008061-RA	XP_026485527.1
OG0005559	HEL_008058-RA	XP_026485519.1
OG0005560	HEL_013836-RA	XP_026494200.1
OG0005561	HEL_006020-RA	XP_026484256.1
OG0005562	HEL_002136-RA	XP_026500103.1
OG0005563	HEL_011116-RA	XP_026498486.1
OG0005564	HEL_002137-RA	XP_026500104.1
OG0005565	HEL_002534-RA	XP_026486609.1
OG0005566	HEL_013839-RA	XP_026494189.1
OG0005567	HEL_013837-RA	XP_026494201.1
OG0005568	HEL_001703-RA	XP_026484469.1
OG0005569	HEL_013841-RA	XP_026494220.1
OG0005570	HEL_011119-RA	XP_026498452.1
OG0005571	HEL_010256-RA	XP_026499026.1
OG0005572	HEL_011785-RA	XP_026484209.1
OG0005573	HEL_013843-RA	XP_026494258.1
OG0005574	HEL_013845-RA	XP_026494255.1
OG0005575	HEL_010108-RA	XP_026483416.1
OG0005576	HEL_011081-RA	XP_026498484.1
OG0005577	HEL_011080-RA	XP_026498478.1
OG0005578	HEL_011843-RA	XP_026498711.1
OG0005579	HEL_008046-RA	XP_026484627.1
OG0005580	HEL_011226-RA	XP_026494650.1
OG0005581	HEL_011331-RA	XP_026490587.1
OG0005582	HEL_013852-RA	XP_026494210.1
OG0005583	HEL_010107-RA	XP_026483418.1
OG0005584	HEL_002142-RA	XP_026500245.1
OG0005586	HEL_004132-RA	XP_026488812.1
OG0005587	HEL_013853-RA	XP_026494211.1
OG0005588	HEL_002145-RA	XP_026500248.1
OG0005589	HEL_011076-RA	XP_026498419.1
OG0005590	HEL_006018-RA	XP_026484303.1
OG0005591	HEL_013854-RA	XP_026494409.1
OG0005592	HEL_002294-RA	XP_026488776.1
OG0005593	HEL_002295-RA	XP_026488740.1
OG0005594	HEL_002143-RA	XP_026500249.1
OG0005595	HEL_008044-RA	XP_026484532.1
OG0005596	HEL_006414-RA	XP_026494042.1
OG0005597	HEL_002147-RA	XP_026500250.1
OG0005599	HEL_011335-RA	XP_026490569.1
OG0005600	HEL_000804-RA	XP_026488952.1
OG0005601	HEL_009047-RA	XP_026489898.1
OG0005602	HEL_011072-RA	XP_026498455.1
OG0005603	HEL_011071-RA	XP_026485337.1
OG0005604	HEL_011789-RA	XP_026484211.1
OG0005605	HEL_011842-RA	XP_026498740.1
OG0005606	HEL_011070-RA	XP_026499840.1
OG0005607	HEL_002151-RA	XP_026500223.1
OG0005609	HEL_009050-RA	XP_026489950.1
OG0005611	HEL_009051-RA	XP_026489952.1
OG0005612	HEL_011841-RA	XP_026498739.1
OG0005613	HEL_004960-RA	XP_026497690.1
OG0005614	HEL_009052-RA	XP_026489907.1
OG0005615	HEL_000429-RA	XP_026490328.1
OG0005616	HEL_000811-RA	XP_026489008.1
OG0005619	HEL_009734-RA	XP_026493237.1
