Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0005370	HEL_003958-RA	DPOGS202651-PA
OG0005371	HEL_007575-RA	DPOGS210083-PA
OG0005372	HEL_011726-RA	DPOGS204603-PA
OG0005373	HEL_005235-RA	DPOGS200970-PA
OG0005374	HEL_013168-RA	DPOGS204450-PA
OG0005375	HEL_012434-RA	DPOGS215699-PA
OG0005376	HEL_013525-RA	DPOGS215538-PA
OG0005377	HEL_005426-RA	DPOGS213649-PA
OG0005378	HEL_003539-RA	DPOGS206320-PA
OG0005379	HEL_005689-RA	DPOGS209485-PA
OG0005380	HEL_013261-RA	DPOGS207165-PA
OG0005381	HEL_005690-RA	DPOGS209484-PA
OG0005382	HEL_011724-RA	DPOGS208103-PA
OG0005383	HEL_003317-RA	DPOGS216171-PA
OG0005384	HEL_002274-RA	DPOGS210922-PA
OG0005385	HEL_005028-RA	DPOGS216164-PA
OG0005386	HEL_013258-RA	DPOGS206800-PA
OG0005387	HEL_012440-RA	DPOGS215697-PA
OG0005388	HEL_010204-RA	DPOGS204358-PA
OG0005389	HEL_011178-RA	DPOGS208095-PA
OG0005390	HEL_003599-RA	DPOGS211300-PA
OG0005391	HEL_003955-RA	DPOGS202653-PA, DPOGS202652-PA
OG0005392	HEL_005029-RA	DPOGS216162-PA
OG0005393	HEL_003954-RA	DPOGS202654-PA
OG0005394	HEL_007798-RA	DPOGS209799-PA
OG0005395	HEL_005030-RA	DPOGS216172-PA
OG0005396	HEL_011273-RA	DPOGS214543-PA
OG0005397	HEL_000493-RA	DPOGS213317-PA
OG0005398	HEL_005232-RA	DPOGS205303-PA
OG0005399	HEL_002278-RA	DPOGS210904-PA
OG0005400	HEL_005428-RA	DPOGS213643-PA
OG0005401	HEL_005231-RA	DPOGS205262-PA
OG0005402	HEL_010142-RA	DPOGS202968-PA
OG0005403	HEL_002281-RA	DPOGS210919-PA
OG0005404	HEL_005429-RA	DPOGS213644-PA
OG0005405	HEL_003952-RA	DPOGS202664-PA
OG0005406	HEL_012444-RA	DPOGS215727-PA
OG0005407	HEL_009709-RA	DPOGS203112-PA
OG0005408	HEL_003951-RA	DPOGS202656-PA
OG0005409	HEL_005225-RA	DPOGS205264-PA
OG0005410	HEL_011276-RA	DPOGS212900-PA
OG0005411	HEL_003950-RA	DPOGS202663-PA
OG0005412	HEL_003949-RA	DPOGS202657-PA
OG0005413	HEL_002282-RA	DPOGS210906-PA
OG0005415	HEL_011278-RA	DPOGS212896-PA
OG0005416	HEL_003544-RA	DPOGS206340-PA
OG0005417	HEL_003543-RA	DPOGS206322-PA
OG0005419	HEL_005431-RA	DPOGS213646-PA
OG0005420	HEL_011743-RA	DPOGS200784-PA
OG0005421	HEL_005040-RA	DPOGS216159-PA
OG0005422	HEL_010559-RA	DPOGS209642-PA
OG0005423	HEL_011744-RA	DPOGS200786-PA, DPOGS200785-PA
OG0005424	HEL_003591-RA	DPOGS211295-PA
OG0005425	HEL_005041-RA	DPOGS216177-PA
OG0005426	HEL_013161-RA	DPOGS204443-PA
OG0005427	HEL_007571-RA	DPOGS210078-PA
OG0005428	HEL_009713-RA	DPOGS203128-PA
OG0005429	HEL_006395-RA	DPOGS208409-PA
OG0005430	HEL_010562-RA	DPOGS209644-PA
OG0005431	HEL_010563-RA	DPOGS209572-PA
OG0005432	HEL_005695-RA	DPOGS204690-PA
OG0005433	HEL_008865-RA	DPOGS205469-PA
OG0005434	HEL_005696-RA	DPOGS204691-PA
OG0005436	HEL_013251-RA	DPOGS207160-PA
OG0005438	HEL_012448-RA	DPOGS215731-PA
OG0005439	HEL_006396-RA	DPOGS208407-PA
OG0005440	HEL_011820-RA	DPOGS215536-PA
OG0005441	HEL_010565-RA	DPOGS209571-PA
OG0005442	HEL_012452-RA	DPOGS215693-PA
OG0005443	HEL_001792-RA	DPOGS210567-PA
OG0005444	HEL_010566-RA	DPOGS209570-PA
OG0005445	HEL_002103-RA	DPOGS215227-PA
OG0005446	HEL_001795-RA	DPOGS215338-PA
OG0005447	HEL_001796-RA	DPOGS215300-PA
OG0005448	HEL_010568-RA	DPOGS209569-PA
OG0005449	HEL_001797-RA	DPOGS215299-PA
OG0005450	HEL_002104-RA	DPOGS215174-PA
OG0005451	HEL_011284-RA	DPOGS200221-PA
OG0005452	HEL_010569-RA	DPOGS209648-PA
OG0005453	HEL_003587-RA	DPOGS211231-PA
OG0005454	HEL_011136-RA	DPOGS210628-PA
OG0005455	HEL_009717-RA	DPOGS203123-PA
OG0005456	HEL_009361-RA	DPOGS206189-PA
OG0005457	HEL_002285-RA	DPOGS210917-PA
OG0005458	HEL_010570-RA	DPOGS209649-PA
OG0005459	HEL_003585-RA	DPOGS211241-PA
OG0005460	HEL_005049-RA	DPOGS210778-PA
OG0005461	HEL_012454-RA	DPOGS215692-PA
OG0005462	HEL_005052-RA	DPOGS201915-PA
OG0005463	HEL_005699-RA	DPOGS204666-PA
OG0005464	HEL_003616-RA	DPOGS204157-PA
OG0005465	HEL_005053-RA	DPOGS201917-PA
OG0005466	HEL_003617-RA	DPOGS204202-PA
OG0005467	HEL_005055-RA	DPOGS210295-PA
OG0005468	HEL_010265-RA	DPOGS201152-PA
OG0005469	HEL_006402-RA	DPOGS214012-PA
OG0005470	HEL_011132-RA	DPOGS210583-PA
OG0005471	HEL_006403-RA	DPOGS214008-PA
OG0005472	HEL_005056-RA	DPOGS210296-PA, DPOGS200761-PA
OG0005473	HEL_010212-RA	DPOGS209452-PA
OG0005474	HEL_010213-RA	DPOGS209453-PA
OG0005475	HEL_009721-RA	DPOGS203115-PA
OG0005476	HEL_006405-RA	DPOGS214007-PA
OG0005477	HEL_005057-RA	DPOGS200757-PA
OG0005478	HEL_003623-RA	DPOGS204200-PA
OG0005479	HEL_010858-RA	DPOGS205300-PA
OG0005480	HEL_000495-RA	DPOGS204635-PA
OG0005481	HEL_005702-RA	DPOGS204664-PA
OG0005482	HEL_005060-RA	DPOGS200760-PA
OG0005483	HEL_003624-RA	DPOGS204160-PA
OG0005484	HEL_004115-RA	DPOGS203876-PA
OG0005485	HEL_010857-RA	DPOGS205269-PA
OG0005486	HEL_003628-RA	DPOGS204161-PA
OG0005487	HEL_001802-RA	DPOGS215348-PA
OG0005488	HEL_005708-RA	DPOGS204661-PA
OG0005489	HEL_002286-RA	DPOGS210911-PA
OG0005490	HEL_006410-RA	DPOGS214005-PA
OG0005491	HEL_000500-RA	DPOGS204628-PA
OG0005492	HEL_001804-RA	DPOGS215293-PA
OG0005493	HEL_001805-RA	DPOGS215349-PA
OG0005494	HEL_001807-RA	DPOGS215292-PA
OG0005495	HEL_011294-RA	DPOGS210188-PA
OG0005497	HEL_007002-RA	DPOGS206132-PA
OG0005498	HEL_011083-RA	DPOGS210577-PA
OG0005499	HEL_010221-RA	DPOGS209448-PA
OG0005500	HEL_003634-RA	DPOGS214629-PA
OG0005501	HEL_005710-RA	DPOGS204695-PA
OG0005502	HEL_003636-RA	DPOGS214630-PA
OG0005503	HEL_011084-RA	DPOGS210633-PA
OG0005504	HEL_010223-RA	DPOGS209447-PA
OG0005505	HEL_003548-RA	DPOGS206337-PA
OG0005506	HEL_005712-RA	DPOGS204696-PA
OG0005507	HEL_003549-RA	DPOGS206327-PA
OG0005508	HEL_010132-RA	DPOGS200463-PA
OG0005509	HEL_005713-RA	DPOGS204659-PA
OG0005510	HEL_002123-RA	DPOGS215222-PA
OG0005511	HEL_010131-RA	DPOGS200460-PA
OG0005512	HEL_011089-RA	DPOGS210636-PA
OG0005514	HEL_006029-RA	DPOGS209804-PA
OG0005515	HEL_002127-RA	DPOGS215179-PA
OG0005516	HEL_010260-RA	DPOGS212551-PA
OG0005517	HEL_005717-RA	DPOGS204698-PA
OG0005518	HEL_010231-RA	DPOGS209467-PA
OG0005519	HEL_006026-RA, HEL_011137-RA	DPOGS209805-PA
OG0005520	HEL_009677-RA	DPOGS206788-PA
OG0005521	HEL_002523-RA	DPOGS215737-PA
OG0005522	HEL_002128-RA	DPOGS215180-PA
OG0005523	HEL_009034-RA	DPOGS212083-PA
OG0005524	HEL_011098-RA	DPOGS204140-PA
OG0005525	HEL_002525-RA	DPOGS215685-PA
OG0005526	HEL_010124-RA	DPOGS200461-PA
OG0005527	HEL_009678-RA	DPOGS207185-PA
OG0005529	HEL_011779-RA	DPOGS212308-PA
OG0005530	HEL_003678-RA	DPOGS202270-PA
OG0005531	HEL_003676-RA	DPOGS202317-PA
OG0005532	HEL_011099-RA	DPOGS204139-PA
OG0005533	HEL_003674-RA	DPOGS202316-PA
OG0005534	HEL_003673-RA	DPOGS202272-PA
OG0005535	HEL_011105-RA	DPOGS204138-PA
OG0005536	HEL_005720-RA	DPOGS204701-PA
OG0005537	HEL_002001-RA	DPOGS208171-PA
OG0005538	HEL_011106-RA	DPOGS204137-PA
OG0005539	HEL_004943-RA	DPOGS203517-PA
OG0005540	HEL_011107-RA	DPOGS204102-PA
OG0005541	HEL_011230-RA	DPOGS208526-PA
OG0005542	HEL_011109-RA	DPOGS204104-PA
OG0005543	HEL_010121-RA	DPOGS204089-PA
OG0005544	HEL_009042-RA	DPOGS212179-PA
OG0005545	HEL_003670-RA	DPOGS202274-PA
OG0005546	HEL_003669-RA	DPOGS202313-PA
OG0005547	HEL_005726-RA	DPOGS204704-PA
OG0005548	HEL_000432-RA	DPOGS213792-PA
OG0005549	HEL_011111-RA	DPOGS204107-PA
OG0005550	HEL_011112-RA, HEL_011113-RA	DPOGS204133-PA
OG0005551	HEL_006413-RA	DPOGS202938-PA
OG0005552	HEL_002131-RA	DPOGS215190-PA, DPOGS215192-PA
OG0005553	HEL_002528-RA	DPOGS215739-PA
OG0005554	HEL_013833-RA	DPOGS202277-PA
OG0005555	HEL_002531-RA	DPOGS215741-PA
OG0005556	HEL_004950-RA	DPOGS203548-PA
OG0005557	HEL_008062-RA	DPOGS212598-PA
OG0005558	HEL_008061-RA	DPOGS212621-PA
OG0005559	HEL_008058-RA	DPOGS212599-PA
OG0005560	HEL_013836-RA	DPOGS202310-PA
OG0005561	HEL_006020-RA	DPOGS209814-PA
OG0005562	HEL_002136-RA	DPOGS215193-PA
OG0005563	HEL_011116-RA	DPOGS204110-PA
OG0005564	HEL_002137-RA	DPOGS215215-PA
OG0005565	HEL_002534-RA	DPOGS215681-PA
OG0005566	HEL_013839-RA	DPOGS202280-PA
OG0005567	HEL_013837-RA	DPOGS202307-PA
OG0005568	HEL_001703-RA	DPOGS208808-PA
OG0005569	HEL_013841-RA	DPOGS202281-PA
OG0005570	HEL_011119-RA	DPOGS204112-PA
OG0005571	HEL_010256-RA	DPOGS210838-PA
OG0005572	HEL_011785-RA	DPOGS200157-PA
OG0005573	HEL_013843-RA	DPOGS202305-PA
OG0005574	HEL_013845-RA	DPOGS202283-PA
OG0005575	HEL_010108-RA	DPOGS203184-PA
OG0005576	HEL_011081-RA	DPOGS204129-PA
OG0005577	HEL_011080-RA	DPOGS204114-PA
OG0005578	HEL_011843-RA	DPOGS206775-PA
OG0005579	HEL_008046-RA	DPOGS212602-PA
OG0005580	HEL_011226-RA	DPOGS208508-PA
OG0005581	HEL_011331-RA	DPOGS206757-PA
OG0005582	HEL_013852-RA	DPOGS202284-PA
OG0005583	HEL_010107-RA	DPOGS203183-PA
OG0005584	HEL_002142-RA	DPOGS215195-PA
OG0005586	HEL_004132-RA	DPOGS204618-PA
OG0005587	HEL_013853-RA	DPOGS202303-PA
OG0005588	HEL_002145-RA	DPOGS215196-PA
OG0005589	HEL_011076-RA	DPOGS204117-PA
OG0005590	HEL_006018-RA	DPOGS200118-PA
OG0005591	HEL_013854-RA	DPOGS202302-PA
OG0005592	HEL_002294-RA	DPOGS201304-PA
OG0005593	HEL_002295-RA	DPOGS201310-PA
OG0005594	HEL_002143-RA	DPOGS215197-PA
OG0005595	HEL_008044-RA	DPOGS212627-PA
OG0005596	HEL_006414-RA	DPOGS202925-PA
OG0005597	HEL_002147-RA	DPOGS215198-PA
OG0005598	HEL_011225-RA	DPOGS208509-PA
OG0005599	HEL_011335-RA	DPOGS200706-PA
OG0005600	HEL_000804-RA	DPOGS212973-PA
OG0005601	HEL_009047-RA	DPOGS212173-PA
OG0005602	HEL_011072-RA	DPOGS204120-PA
OG0005603	HEL_011071-RA	DPOGS204126-PA
OG0005604	HEL_011789-RA	DPOGS210639-PA
OG0005605	HEL_011842-RA	DPOGS207210-PA
OG0005606	HEL_011070-RA	DPOGS204121-PA
OG0005607	HEL_002151-RA	DPOGS215200-PA
OG0005609	HEL_009050-RA	DPOGS212088-PA
OG0005611	HEL_009051-RA	DPOGS212171-PA
OG0005612	HEL_011841-RA	DPOGS206776-PA
OG0005613	HEL_004960-RA	DPOGS203523-PA
OG0005614	HEL_009052-RA	DPOGS212089-PA
OG0005615	HEL_000429-RA	DPOGS213788-PA
OG0005616	HEL_000811-RA	DPOGS212926-PA
OG0005617	HEL_009461-RA	DPOGS210866-PA
OG0005619	HEL_009734-RA	DPOGS214508-PA
OG0005620	HEL_007659-RA	DPOGS210116-PA
OG0005621	HEL_011791-RA	DPOGS203362-PA
OG0005622	HEL_005826-RA	DPOGS216044-PA
OG0005624	HEL_005825-RA	DPOGS216063-PA
OG0005626	HEL_011222-RA	DPOGS208524-PA
OG0005627	HEL_011346-RA	DPOGS200011-PA
OG0005628	HEL_008033-RA	DPOGS201062-PA
OG0005629	HEL_014046-RA	DPOGS202047-PA
OG0005630	HEL_005816-RA	DPOGS216059-PA
OG0005631	HEL_000814-RA	DPOGS212980-PA
OG0005632	HEL_010099-RA	DPOGS204965-PA
OG0005633	HEL_003562-RA	DPOGS214079-PA
OG0005634	HEL_000426-RA	DPOGS213748-PA
OG0005635	HEL_013857-RA	DPOGS202297-PA
OG0005636	HEL_014045-RA	DPOGS202034-PA
OG0005637	HEL_006423-RA	DPOGS202929-PA
OG0005638	HEL_010098-RA	DPOGS204963-PA, DPOGS214662-PA
OG0005639	HEL_014044-RA	DPOGS202046-PA
OG0005640	HEL_014043-RA	DPOGS202035-PA
OG0005641	HEL_006424-RA	DPOGS202932-PA
OG0005642	HEL_014041-RA	DPOGS202044-PA
OG0005643	HEL_014040-RA	DPOGS202036-PA
OG0005644	HEL_011803-RA	DPOGS203357-PA, DPOGS203356-PA
OG0005645	HEL_006425-RA	DPOGS202930-PA
OG0005646	HEL_011802-RA	DPOGS203355-PA
OG0005647	HEL_014039-RA	DPOGS202037-PA
OG0005648	HEL_014038-RA	DPOGS202043-PA
OG0005649	HEL_000533-RA	DPOGS205587-PA
OG0005650	HEL_009061-RA	DPOGS212094-PA
OG0005651	HEL_004101-RA	DPOGS201599-PA
OG0005654	HEL_010096-RA	DPOGS204962-PA
OG0005655	HEL_009735-RA	DPOGS214505-PA
OG0005656	HEL_002304-RA	DPOGS201300-PA
OG0005657	HEL_004596-RA	DPOGS216210-PA
OG0005658	HEL_009448-RA	DPOGS210796-PA
OG0005659	HEL_006428-RA	DPOGS207499-PA
OG0005660	HEL_004968-RA	DPOGS203538-PA
OG0005661	HEL_004090-RA	DPOGS201615-PA
OG0005663	HEL_012063-RA	DPOGS200096-PA
OG0005664	HEL_004094-RA	DPOGS201603-PA
OG0005665	HEL_002306-RA	DPOGS201298-PA
OG0005666	HEL_004969-RA	DPOGS202573-PA
OG0005667	HEL_011799-RA	DPOGS212903-PA
OG0005668	HEL_004095-RA	DPOGS201583-PA
OG0005669	HEL_004970-RA	DPOGS202562-PA
OG0005670	HEL_002546-RA	DPOGS215751-PA
OG0005671	HEL_004971-RA	DPOGS202574-PA
OG0005672	HEL_004653-RA	DPOGS208609-PA
OG0005673	HEL_011216-RA, HEL_011214-RA	DPOGS208522-PA
OG0005674	HEL_002547-RA	DPOGS215679-PA
OG0005675	HEL_009063-RA	DPOGS212095-PA
OG0005676	HEL_004973-RA	DPOGS202560-PA
OG0005677	HEL_007669-RA	DPOGS210122-PA
OG0005678	HEL_009446-RA	DPOGS210871-PA
OG0005679	HEL_009064-RA	DPOGS212096-PA
OG0005680	HEL_011838-RA	DPOGS206778-PA
OG0005681	HEL_009065-RA	DPOGS212097-PA
OG0005682	HEL_007670-RA	DPOGS210038-PA
OG0005683	HEL_009445-RA	DPOGS210793-PA
OG0005684	HEL_007671-RA	DPOGS210123-PA
OG0005685	HEL_004979-RA	DPOGS202559-PA
OG0005686	HEL_002548-RA	DPOGS215752-PA
OG0005687	HEL_012066-RA	DPOGS200086-PA
OG0005688	HEL_002551-RA	DPOGS215677-PA
OG0005689	HEL_002311-RA	DPOGS201295-PA
OG0005690	HEL_010090-RA	DPOGS203448-PA
OG0005691	HEL_011809-RA	DPOGS200792-PA
OG0005692	HEL_002312-RA	DPOGS201321-PA
OG0005694	HEL_002313-RA	DPOGS201294-PA
OG0005695	HEL_014526-RA	DPOGS205238-PA
OG0005696	HEL_004985-RA	DPOGS202556-PA
OG0005697	HEL_006432-RA	DPOGS207534-PA
OG0005698	HEL_004987-RA	DPOGS202577-PA
OG0005699	HEL_000820-RA	DPOGS201942-PA
OG0005700	HEL_011835-RA	DPOGS214017-PA
OG0005701	HEL_011832-RA	DPOGS215558-PA
OG0005702	HEL_002314-RA	DPOGS201322-PA
OG0005703	HEL_014247-RA	DPOGS211311-PA
OG0005704	HEL_002315-RA	DPOGS201293-PA
OG0005705	HEL_002474-RA	DPOGS211094-PA
OG0005706	HEL_003566-RA	DPOGS212682-PA, DPOGS204933-PA
OG0005707	HEL_012077-RA	DPOGS206159-PA
OG0005708	HEL_014245-RA	DPOGS211319-PA
OG0005709	HEL_012078-RA	DPOGS206025-PA
OG0005710	HEL_002554-RA	DPOGS215675-PA
OG0005711	HEL_000524-RA	DPOGS206234-PA, DPOGS206233-PA
OG0005712	HEL_007835-RA	DPOGS209017-PA
OG0005713	HEL_007834-RA	DPOGS212639-PA
OG0005714	HEL_003568-RA, HEL_003569-RA	DPOGS204943-PA
OG0005716	HEL_011213-RA	DPOGS208521-PA
OG0005717	HEL_001680-RA	DPOGS213056-PA
OG0005718	HEL_002161-RA	DPOGS211707-PA
OG0005719	HEL_009075-RA	DPOGS212102-PA
OG0005720	HEL_009077-RA	DPOGS212161-PA
OG0005721	HEL_007690-RA	DPOGS210124-PA
OG0005722	HEL_000521-RA	DPOGS206224-PA
OG0005723	HEL_003571-RA	DPOGS204935-PA
OG0005724	HEL_007832-RA	DPOGS209015-PA
OG0005725	HEL_002321-RA	DPOGS211126-PA
OG0005726	HEL_007829-RA	DPOGS209010-PA
OG0005727	HEL_002322-RA	DPOGS211174-PA
OG0005728	HEL_002323-RA	DPOGS211127-PA
OG0005729	HEL_009080-RA	DPOGS212105-PA
OG0005730	HEL_007696-RA	DPOGS210032-PA
OG0005731	HEL_000821-RA	DPOGS201939-PA
OG0005732	HEL_011847-RA	DPOGS206774-PA
OG0005733	HEL_011211-RA	DPOGS208520-PA
OG0005734	HEL_002325-RA	DPOGS211173-PA
OG0005735	HEL_009084-RA	DPOGS212106-PA
OG0005736	HEL_010078-RA	DPOGS210774-PA
OG0005737	HEL_011209-RA	DPOGS208519-PA
OG0005738	HEL_007700-RA	DPOGS210030-PA
OG0005739	HEL_002327-RA	DPOGS211172-PA
OG0005740	HEL_000512-RA	DPOGS206220-PA
OG0005741	HEL_001677-RA	DPOGS213057-PA
OG0005742	HEL_004999-RA	DPOGS204558-PA
OG0005743	HEL_012107-RA	DPOGS206024-PA
OG0005744	HEL_000417-RA	DPOGS213778-PA
OG0005745	HEL_014230-RA	DPOGS211326-PA
OG0005746	HEL_008080-RA	DPOGS213684-PA
OG0005747	HEL_002330-RA	DPOGS211132-PA
OG0005749	HEL_008081-RA	DPOGS213679-PA
OG0005751	HEL_009738-RA	DPOGS204586-PA
OG0005753	HEL_008083-RA	DPOGS213678-PA
OG0005754	HEL_002333-RA	DPOGS211167-PA
OG0005755	HEL_009744-RA	DPOGS204590-PA
OG0005756	HEL_002334-RA	DPOGS211134-PA
OG0005758	HEL_002335-RA	DPOGS211166-PA
OG0005759	HEL_005002-RA	DPOGS204525-PA
OG0005760	HEL_004362-RA	DPOGS210979-PA
OG0005761	HEL_009091-RA	DPOGS212149-PA
OG0005762	HEL_002336-RA	DPOGS211135-PA
OG0005763	HEL_009442-RA	DPOGS210791-PA
OG0005764	HEL_002337-RA	DPOGS211165-PA
OG0005765	HEL_009441-RA	DPOGS210873-PA
OG0005766	HEL_009440-RA	DPOGS210790-PA
OG0005767	HEL_002338-RA	DPOGS211136-PA
OG0005768	HEL_009439-RA	DPOGS210874-PA
OG0005769	HEL_011395-RA	DPOGS206216-PA
OG0005771	HEL_009436-RA	DPOGS210789-PA
OG0005773	HEL_011389-RA	DPOGS209094-PA
OG0005774	HEL_001673-RA	DPOGS213058-PA
OG0005775	HEL_012061-RA	DPOGS200094-PA
OG0005776	HEL_010829-RA	DPOGS205291-PA
OG0005777	HEL_001672-RA	DPOGS213145-PA
OG0005778	HEL_002562-RA	DPOGS215668-PA
OG0005779	HEL_004358-RA	DPOGS210989-PA
OG0005780	HEL_006445-RA	DPOGS207504-PA
OG0005781	HEL_011201-RA	DPOGS211371-PA
OG0005782	HEL_010084-RA	DPOGS200039-PA
OG0005783	HEL_011385-RA	DPOGS209097-PA
OG0005784	HEL_002566-RA	DPOGS215666-PA
OG0005786	HEL_002567-RA	DPOGS215755-PA
OG0005787	HEL_002568-RA	DPOGS215665-PA
OG0005788	HEL_000414-RA	DPOGS213777-PA
OG0005790	HEL_010826-RA	DPOGS205287-PA
OG0005791	HEL_013947-RA	DPOGS200509-PA
OG0005792	HEL_002570-RA	DPOGS215664-PA
OG0005794	HEL_013942-RA	DPOGS200506-PA
OG0005795	HEL_002572-RA	DPOGS215757-PA
OG0005797	HEL_004356-RA	DPOGS210990-PA
OG0005798	HEL_002571-RA	DPOGS215663-PA
OG0005799	HEL_002573-RA	DPOGS215758-PA
OG0005800	HEL_013945-RA	DPOGS200507-PA
OG0005801	HEL_005010-RA	DPOGS204531-PA
OG0005803	HEL_011343-RA	DPOGS200010-PA
OG0005804	HEL_004643-RA	DPOGS208618-PA
OG0005805	HEL_001669-RA	DPOGS213060-PA
OG0005806	HEL_009268-RA	DPOGS200801-PA
OG0005807	HEL_001668-RA	DPOGS213143-PA
OG0005808	HEL_007818-RA	DPOGS208139-PA
OG0005809	HEL_014017-RA	DPOGS205177-PA
OG0005810	HEL_011337-RA	DPOGS206749-PA
OG0005811	HEL_004354-RA	DPOGS210975-PA
OG0005812	HEL_011338-RA	DPOGS206748-PA
OG0005813	HEL_004642-RA	DPOGS208619-PA
OG0005814	HEL_009700-RA	DPOGS212665-PA
OG0005815	HEL_014505-RA	DPOGS201798-PA
OG0005816	HEL_004353-RA	DPOGS210992-PA
OG0005817	HEL_010823-RA	DPOGS205285-PA
OG0005818	HEL_014504-RA	DPOGS201797-PA
OG0005820	HEL_004639-RA	DPOGS208621-PA
OG0005821	HEL_004351-RA	DPOGS210993-PA
OG0005822	HEL_011193-RA	DPOGS211367-PA
OG0005823	HEL_009750-RA	DPOGS204565-PA
OG0005825	HEL_008086-RA	DPOGS213690-PA
OG0005826	HEL_002579-RA	DPOGS215760-PA
OG0005827	HEL_009755-RA	DPOGS204566-PA
OG0005828	HEL_004348-RA	DPOGS210971-PA
OG0005829	HEL_009756-RA	DPOGS204570-PA
OG0005830	HEL_004347-RA	DPOGS210996-PA
OG0005831	HEL_004346-RA	DPOGS210970-PA
OG0005833	HEL_014199-RA	DPOGS201807-PA
OG0005834	HEL_014221-RA	DPOGS211330-PA
OG0005835	HEL_007816-RA	DPOGS208138-PA
OG0005836	HEL_004638-RA	DPOGS208591-PA
OG0005837	HEL_010811-RA, HEL_010817-RA	DPOGS205279-PA
OG0005838	HEL_001664-RA	DPOGS213140-PA
OG0005839	HEL_014200-RA	DPOGS201795-PA
OG0005840	HEL_008091-RA	DPOGS213693-PA
OG0005841	HEL_011190-RA	DPOGS211339-PA
OG0005842	HEL_011189-RA	DPOGS211365-PA
OG0005843	HEL_008092-RA	DPOGS213675-PA
OG0005844	HEL_007967-RA	DPOGS213674-PA
OG0005845	HEL_011187-RA	DPOGS211340-PA
OG0005847	HEL_007969-RA	DPOGS213696-PA
OG0005848	HEL_011186-RA	DPOGS211341-PA
OG0005850	HEL_007968-RA	DPOGS213673-PA
OG0005852	HEL_007971-RA	DPOGS213672-PA
OG0005853	HEL_007970-RA	DPOGS213697-PA
OG0005854	HEL_007815-RA	DPOGS202610-PA
OG0005855	HEL_011384-RA	DPOGS209091-PA
OG0005856	HEL_007973-RA	DPOGS213671-PA
OG0005857	HEL_007976-RA	DPOGS213698-PA
OG0005858	HEL_007713-RA	DPOGS203272-PA
OG0005859	HEL_011185-RA	DPOGS211343-PA
OG0005860	HEL_000826-RA	DPOGS213726-PA
OG0005861	HEL_011184-RA	DPOGS211344-PA
OG0005862	HEL_014396-RA	DPOGS201791-PA
OG0005863	HEL_002343-RA	DPOGS211142-PA
OG0005864	HEL_014395-RA	DPOGS201811-PA
OG0005865	HEL_005023-RA	DPOGS210779-PA
OG0005866	HEL_014394-RA	DPOGS201812-PA
OG0005867	HEL_002345-RA	DPOGS211143-PA
OG0005868	HEL_001929-RA	DPOGS204973-PA
OG0005869	HEL_000829-RA	DPOGS213717-PA
OG0005870	HEL_002346-RA	DPOGS211162-PA
OG0005871	HEL_014392-RA	DPOGS201813-PA
OG0005872	HEL_014215-RA	DPOGS201789-PA
OG0005873	HEL_002589-RA	DPOGS215652-PA
OG0005874	HEL_001931-RA	DPOGS205001-PA
OG0005875	HEL_009760-RA	DPOGS202518-PA
OG0005876	HEL_009263-RA	DPOGS200575-PA
OG0005877	HEL_011351-RA	DPOGS212797-PA
OG0005878	HEL_008852-RA	DPOGS205165-PA
OG0005879	HEL_002347-RA	DPOGS211161-PA
OG0005880	HEL_001932-RA	DPOGS205002-PA
OG0005881	HEL_008851-RA	DPOGS205183-PA
OG0005882	HEL_014216-RA	DPOGS201814-PA
OG0005883	HEL_009665-RA	DPOGS207146-PA
OG0005884	HEL_001936-RA	DPOGS204972-PA
OG0005887	HEL_009424-RA	DPOGS205736-PA
OG0005888	HEL_001937-RA	DPOGS205003-PA
OG0005889	HEL_011176-RA	DPOGS211364-PA
OG0005890	HEL_009098-RA	DPOGS212112-PA
OG0005892	HEL_008846-RA	DPOGS205184-PA
OG0005893	HEL_007983-RA	DPOGS213662-PA
OG0005894	HEL_006455-RA	DPOGS207527-PA
OG0005895	HEL_002350-RA	DPOGS211147-PA
OG0005896	HEL_013009-RA	DPOGS215135-PA
OG0005897	HEL_002351-RA	DPOGS211159-PA
OG0005898	HEL_011167-RA	DPOGS211355-PA
OG0005899	HEL_009099-RA	DPOGS212113-PA
OG0005900	HEL_005027-RA	DPOGS202711-PA
OG0005901	HEL_000402-RA	DPOGS213765-PA
OG0005902	HEL_009103-RA	DPOGS212148-PA
OG0005903	HEL_013007-RA	DPOGS215139-PA
OG0005904	HEL_009104-RA	DPOGS212147-PA
OG0005905	HEL_004936-RA	DPOGS202718-PA
OG0005906	HEL_000403-RA	DPOGS213770-PA
OG0005907	HEL_000832-RA	DPOGS213297-PA
OG0005908	HEL_002595-RA	DPOGS215647-PA
OG0005909	HEL_002354-RA	DPOGS211149-PA
OG0005910	HEL_002355-RA	DPOGS211156-PA
OG0005911	HEL_001951-RA	DPOGS205010-PA
OG0005912	HEL_001657-RA	DPOGS213135-PA
OG0005913	HEL_002356-RA	DPOGS211150-PA
OG0005914	HEL_001656-RA	DPOGS213064-PA
OG0005915	HEL_000539-RA	DPOGS204008-PA
OG0005916	HEL_000540-RA	DPOGS204005-PA
OG0005917	HEL_004333-RA	DPOGS210963-PA
OG0005918	HEL_002357-RA	DPOGS211155-PA
OG0005919	HEL_001654-RA	DPOGS213065-PA
