Orthogroup	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene
OG0004589	HEL_001242-RA	HMEL015262g1.t1
OG0004591	HEL_006206-RA	HMEL034710g1.t1
OG0004594	HEL_007273-RA, HEL_007279-RA, HEL_007277-RA	HMEL015899g1.t1
OG0004595	HEL_012033-RA	HMEL036864g1.t1
OG0004596	HEL_006215-RA	HMEL009275g1.t1
OG0004597	HEL_011928-RA	HMEL012629g1.t1
OG0004598	HEL_011493-RA	HMEL000050-RA, HMEL013483g1.t1
OG0004599	HEL_011492-RA	HMEL000049g1.t1
OG0004600	HEL_005438-RA	HMEL001018g1.t1
OG0004601	HEL_008624-RA	HMEL014315g1.t1
OG0004602	HEL_005439-RA	HMEL001019g1.t1
OG0004603	HEL_011933-RA	HMEL031698g1.t1
OG0004604	HEL_005441-RA	HMEL001021g1.t1
OG0004606	HEL_010302-RA	HMEL037122g1.t1, HMEL021418g1.t1
OG0004607	HEL_000130-RA, HEL_000131-RA	HMEL032035g1.t1
OG0004608	HEL_012025-RA	HMEL012723g1.t1
OG0004609	HEL_003189-RA	HMEL033071g1.t1
OG0004610	HEL_006625-RA, HEL_006623-RA	HMEL003090g1.t1
OG0004611	HEL_011473-RA	HMEL020765g1.t1
OG0004612	HEL_001230-RA	HMEL015250g1.t1
OG0004613	HEL_008292-RA, HEL_008290-RA	HMEL014039g1.t1
OG0004614	HEL_006223-RA, HEL_006222-RA	HMEL009278g1.t1
OG0004615	HEL_007275-RA	HMEL010470g1.t1
OG0004616	HEL_003192-RA	HMEL014090g1.t1
OG0004617	HEL_010416-RA	HMEL011017g1.t1
OG0004618	HEL_005868-RA	HMEL022617g1.t1
OG0004619	HEL_001226-RA	HMEL015245g1.t1
OG0004620	HEL_011623-RA	HMEL002238g1.t1
OG0004621	HEL_011463-RA, HEL_011462-RA	HMEL000026-RA
OG0004622	HEL_010305-RA	HMEL037123g1.t1
OG0004623	HEL_004414-RA	HMEL010093g1.t1
OG0004624	HEL_006237-RA	HMEL009290-RA
OG0004625	HEL_011627-RA, HEL_011626-RA	HMEL035245g1.t1
OG0004626	HEL_004417-RA	HMEL010091g1.t1
OG0004627	HEL_008566-RA	HMEL011101g1.t1
OG0004628	HEL_004418-RA	HMEL010088g1.t1
OG0004631	HEL_010306-RA	HMEL008646g1.t1
OG0004632	HEL_004421-RA	HMEL010086g1.t1
OG0004633	HEL_012892-RA, HEL_012891-RA	HMEL035979g1.t1
OG0004634	HEL_010046-RA	HMEL015035g1.t1
OG0004635	HEL_001210-RA, HEL_001211-RA	HMEL015233g1.t1
OG0004636	HEL_005446-RA	HMEL003296g1.t1
OG0004637	HEL_005448-RA	HMEL003294g1.t1
OG0004638	HEL_006643-RA	HMEL009171g1.t1
OG0004639	HEL_009840-RA, HEL_009839-RA	HMEL037752g1.t1
OG0004640	HEL_008564-RA	HMEL011097g1.t1
OG0004641	HEL_005450-RA	HMEL003292g1.t1
OG0004643	HEL_010043-RA	HMEL012756g1.t1
OG0004644	HEL_006645-RA	HMEL009174g1.t1
OG0004646	HEL_013072-RA	HMEL009532g1.t1
OG0004648	HEL_006647-RA	HMEL009176g1.t1
OG0004649	HEL_011460-RA	HMEL002024g1.t1
OG0004650	HEL_010329-RA	HMEL008031g1.t1
OG0004651	HEL_011959-RA	HMEL012338g1.t1
OG0004652	HEL_010403-RA	HMEL011031g1.t1
OG0004653	HEL_001202-RA	HMEL015221g1.t1
OG0004654	HEL_003209-RA	HMEL006159g1.t1
OG0004655	HEL_004434-RA	HMEL008960g1.t1
OG0004656	HEL_005456-RA	HMEL003386g1.t1
OG0004657	HEL_000148-RA	HMEL032055g1.t1
OG0004658	HEL_011455-RA, HEL_011454-RA	HMEL000021g1.t1
OG0004659	HEL_008563-RA	HMEL030618g1.t1
OG0004660	HEL_004436-RA	HMEL008958g1.t1
OG0004661	HEL_011450-RA	HMEL032676g1.t1
OG0004662	HEL_008561-RA	HMEL030617g1.t1
OG0004663	HEL_001191-RA	HMEL015210g1.t1
OG0004664	HEL_011444-RA	HMEL000013-RA
OG0004665	HEL_012266-RA	HMEL011152g1.t1
OG0004666	HEL_008321-RA	HMEL004143g1.t1
OG0004669	HEL_008322-RA	HMEL033379g1.t1
OG0004670	HEL_007282-RA	HMEL036358g1.t1
OG0004671	HEL_011438-RA, HEL_011441-RA	HMEL000008g1.t1
OG0004672	HEL_001187-RA	HMEL002263g1.t1
OG0004673	HEL_008547-RA	HMEL011082g1.t1
OG0004674	HEL_011434-RA, HEL_011433-RA, HEL_011435-RA	HMEL000007g1.t1
OG0004675	HEL_008545-RA	HMEL011080g1.t1, HMEL030614g1.t1
OG0004676	HEL_011424-RA	HMEL032673g1.t1
OG0004677	HEL_011421-RA	HMEL032672g1.t1
OG0004678	HEL_008329-RA	HMEL006143g1.t1
OG0004679	HEL_006655-RA	HMEL030946g1.t1
OG0004680	HEL_006658-RA	HMEL009189g1.t1
OG0004681	HEL_008330-RA	HMEL006142g1.t1
OG0004683	HEL_010323-RA	HMEL009152-RA
OG0004685	HEL_009590-RA	HMEL002695g1.t1
OG0004686	HEL_008335-RA	HMEL006138g1.t1
OG0004687	HEL_009589-RA	HMEL002696g1.t1
OG0004688	HEL_014601-RA, HEL_014602-RA	HMEL037763g1.t1
OG0004689	HEL_011416-RA	HMEL032671g1.t1
OG0004690	HEL_008537-RA	HMEL003124g1.t1
OG0004691	HEL_006661-RA	HMEL009192g1.t1
OG0004692	HEL_006663-RA	HMEL009194g1.t1
OG0004693	HEL_003225-RA	HMEL002584g1.t1
OG0004694	HEL_006664-RA	HMEL009195g1.t1
OG0004695	HEL_004450-RA, HEL_004451-RA	HMEL007348g1.t1
OG0004696	HEL_006668-RA	HMEL009196g1.t1
OG0004697	HEL_006670-RA, HEL_006669-RA	HMEL030939g1.t1
OG0004699	HEL_010342-RA, HEL_010341-RA	HMEL014662g1.t1
OG0004700	HEL_000157-RA, HEL_000156-RA	HMEL017511g1.t1
OG0004701	HEL_011414-RA, HEL_001957-RA	HMEL002008g1.t1
OG0004702	HEL_006676-RA	HMEL009207g1.t1
OG0004704	HEL_006677-RA	HMEL009208g1.t1
OG0004705	HEL_004453-RA	HMEL007346g1.t1
OG0004706	HEL_003227-RA	HMEL002740g1.t1
OG0004707	HEL_011980-RA	HMEL014807g1.t1
OG0004708	HEL_011982-RA	HMEL014809g1.t1
OG0004709	HEL_010351-RA	HMEL037150g1.t1
OG0004710	HEL_010352-RA	HMEL017755g1.t1
OG0004711	HEL_004460-RA	HMEL007339g1.t1
OG0004713	HEL_008348-RA	HMEL033387g1.t1
OG0004714	HEL_001168-RA	HMEL013432g1.t1
OG0004715	HEL_010392-RA	HMEL035424g1.t1
OG0004716	HEL_008510-RA	HMEL030608g1.t1
OG0004717	HEL_008509-RA	HMEL004245g1.t1
OG0004718	HEL_006691-RA	HMEL006981-RA
OG0004720	HEL_000192-RA, HEL_000193-RA	HMEL005138g1.t1
OG0004721	HEL_010390-RA	HMEL009534g1.t1
OG0004722	HEL_010389-RA	HMEL009535g1.t1
OG0004723	HEL_004462-RA	HMEL007465g1.t1
OG0004725	HEL_006693-RA	HMEL009042g1.t1
OG0004726	HEL_006701-RA	HMEL030927g1.t1, HMEL009049g1.t1
OG0004727	HEL_006704-RA, HEL_006705-RA	HMEL009051g1.t1
OG0004730	HEL_003315-RA	HMEL014746g1.t1
OG0004731	HEL_003313-RA	HMEL014744g1.t1
OG0004732	HEL_008425-RA	HMEL033417g1.t1
OG0004733	HEL_001145-RA	HMEL003700g1.t1
OG0004734	HEL_006711-RA	HMEL030925g1.t1
OG0004737	HEL_008421-RA	HMEL011256g1.t1
OG0004738	HEL_010400-RA	HMEL011034g1.t1
OG0004740	HEL_008412-RA	HMEL011680g1.t1
OG0004741	HEL_011665-RA	HMEL008638g1.t1
OG0004742	HEL_003303-RA	HMEL013099g1.t1
OG0004743	HEL_013119-RA	HMEL006282g1.t1
OG0004744	HEL_013114-RA	HMEL007415g1.t1
OG0004745	HEL_011655-RA	HMEL010953g1.t1
OG0004746	HEL_003297-RA	HMEL013092g1.t1
OG0004747	HEL_003296-RA	HMEL033134g1.t1
OG0004748	HEL_011652-RA	HMEL022429g1.t1
OG0004749	HEL_003295-RA	HMEL013091g1.t1
OG0004750	HEL_011650-RA, HEL_011651-RA	HMEL022428g1.t1
OG0004751	HEL_000207-RA, HEL_000211-RA	HMEL009927g1.t1
OG0004752	HEL_003288-RA, HEL_003287-RA	HMEL012845g1.t1
OG0004753	HEL_013110-RA	HMEL007418g1.t1
OG0004754	HEL_012819-RA	HMEL013116g1.t1
OG0004755	HEL_008396-RA	HMEL009601g1.t1
OG0004756	HEL_012820-RA	HMEL013368g1.t1
OG0004757	HEL_008394-RA, HEL_008395-RA	HMEL033400g1.t1
OG0004758	HEL_012823-RA	HMEL020902g1.t1
OG0004759	HEL_008384-RA	HMEL033399g1.t1
OG0004760	HEL_003271-RA, HEL_003270-RA	HMEL006989g1.t1
OG0004761	HEL_008382-RA, HEL_008381-RA, HEL_008383-RA, HEL_008380-RA	HMEL009612g1.t1
OG0004762	HEL_003269-RA, HEL_003268-RA	HMEL006990g1.t1
OG0004763	HEL_006735-RA	HMEL009085g1.t1
OG0004765	HEL_003265-RA	HMEL033122g1.t1
OG0004766	HEL_003264-RA	HMEL004716g1.t1
OG0004768	HEL_006739-RA	HMEL030911g1.t1
OG0004769	HEL_003251-RA	HMEL033113g1.t1
OG0004770	HEL_003245-RA	HMEL010923g1.t1
OG0004771	HEL_011636-RA	HMEL035252g1.t1, HMEL021509g1.t1
OG0004772	HEL_008459-RA	HMEL013662g1.t1
OG0004773	HEL_008458-RA, HEL_008457-RA	HMEL013659g1.t1
OG0004775	HEL_007157-RA	HMEL007236g1.t1
OG0004776	HEL_008443-RA, HEL_008444-RA	HMEL013638g1.t1
OG0004777	HEL_013420-RA	HMEL030987g1.t1
OG0004778	HEL_007158-RA	HMEL007235g1.t1
OG0004779	HEL_008437-RA	HMEL013627g1.t1
OG0004780	HEL_003229-RA, HEL_003230-RA, HEL_003231-RA	HMEL016497g1.t1
OG0004782	HEL_007111-RA	HMEL006387g1.t1
OG0004783	HEL_007119-RA	HMEL007227g1.t1, HMEL012069g1.t1
OG0004784	HEL_007106-RA	HMEL006379g1.t1
OG0004785	HEL_007101-RA	HMEL006375g1.t1
OG0004786	HEL_006772-RA, HEL_006773-RA	HMEL015976g1.t1
OG0004787	HEL_002927-RA, HEL_002925-RA	HMEL006694g1.t1
OG0004788	HEL_007093-RA	HMEL016651g1.t1
OG0004789	HEL_007092-RA	HMEL035581g1.t1
OG0004790	HEL_007091-RA	HMEL035580g1.t1
OG0004791	HEL_007090-RA, HEL_007089-RA	HMEL035579g1.t1
OG0004792	HEL_003560-RA	HMEL002725g1.t1
OG0004793	HEL_004671-RA	HMEL009225g1.t1
OG0004796	HEL_012968-RA, HEL_012969-RA	HMEL037225g1.t1
OG0004797	HEL_006607-RA	HMEL032573g1.t1
OG0004798	HEL_011386-RA	HMEL011214g1.t1
OG0004800	HEL_006510-RA	HMEL032511g1.t1
OG0004803	HEL_005885-RA	HMEL003802g1.t1
OG0004804	HEL_012771-RA	HMEL011549-RA
OG0004805	HEL_013402-RA	HMEL007455g1.t1
OG0004806	HEL_007252-RA	HMEL003684g1.t1
OG0004806	HEL_007250-RA	HMEL003683g1.t1
OG0004807	HEL_006806-RA	HMEL015937g1.t1
OG0004808	HEL_008912-RA, HEL_008909-RA, HEL_008908-RA, HEL_008913-RA	HMEL011707g1.t1
OG0004809	HEL_011993-RA	HMEL007297g1.t1, HMEL007298g1.t1
OG0004812	HEL_006299-RA	HMEL002630g1.t1
OG0004813	HEL_012307-RA, HEL_012309-RA, HEL_012308-RA	HMEL010249g1.t1
OG0004814	HEL_011633-RA	HMEL006883g1.t1
OG0004815	HEL_004477-RA	HMEL006204g1.t1
OG0004816	HEL_010510-RA	HMEL034992g1.t1
OG0004818	HEL_007415-RA	HMEL008883g1.t1
OG0004819	HEL_006114-RA	HMEL016775g1.t1
OG0004820	HEL_000434-RA, HEL_000433-RA	HMEL008450g1.t1
OG0004821	HEL_014158-RA	HMEL016449g1.t1
OG0004822	HEL_004455-RA	HMEL007344g1.t1
OG0004824	HEL_012232-RA	HMEL015303g1.t1
OG0004825	HEL_012235-RA, HEL_012234-RA	HMEL015305g1.t1
OG0004826	HEL_013753-RA, HEL_013752-RA	HMEL006570g1.t1
OG0004827	HEL_007657-RA, HEL_007658-RA	HMEL031805g1.t1
OG0004828	HEL_001564-RA	HMEL031154g1.t1
OG0004829	HEL_002743-RA	HMEL012512g1.t1
OG0004830	HEL_007370-RA	HMEL011885g1.t1
OG0004831	HEL_003136-RA	HMEL011392g1.t1
OG0004832	HEL_003159-RA	HMEL011412g1.t1
OG0004833	HEL_008130-RA	HMEL032323g1.t1, HMEL030589g1.t1, HMEL037837g1.t1, HMEL034237g1.t1, HMEL035905g1.t1, HMEL034025g1.t1, HMEL035384g1.t1, HMEL033271g1.t1, HMEL036290g1.t1
OG0004834	HEL_011356-RA, HEL_011360-RA, HEL_011361-RA, HEL_011364-RA, HEL_011357-RA, HEL_011363-RA, HEL_011362-RA, HEL_011365-RA, HEL_011359-RA	HMEL011205g1.t1
OG0004835	HEL_009733-RA, HEL_009731-RA, HEL_009729-RA, HEL_009728-RA, HEL_013475-RA	HMEL012963-RA
OG0004835	HEL_009730-RA	HMEL012960-RA, HMEL012962-RA
OG0004836	HEL_003925-RA	HMEL010516g1.t1, HMEL010515g1.t1, HMEL010518g1.t1
OG0004837	HEL_012010-RA, HEL_012012-RA, HEL_012017-RA	HMEL036834g1.t1, HMEL036843g1.t1, HMEL013718g1.t1, HMEL022150g1.t1, HMEL036845g1.t1, HMEL036844g1.t1, HMEL036846g1.t1
OG0004838	HEL_000150-RA, HEL_000151-RA	HMEL022102g1.t1, HMEL010696g1.t1, HMEL013797-RA
OG0004838	HEL_008946-RA	HMEL005374-RA
OG0004838	HEL_000165-RA	HMEL013801-RA
OG0004839	HEL_000121-RA, HEL_000119-RA	HMEL003012g1.t1
OG0004849	HEL_011824-RA	HMEL006166g1.t1
OG0004850	HEL_000835-RA	HMEL007117g1.t1
OG0004851	HEL_013234-RA	HMEL035800g1.t1
OG0004852	HEL_000445-RA	HMEL010719g1.t1
OG0004853	HEL_011823-RA	HMEL006164g1.t1
OG0004854	HEL_001908-RA, HEL_001913-RA	HMEL009489g1.t1
OG0004855	HEL_010477-RA	HMEL006670g1.t1
OG0004856	HEL_000446-RA	HMEL020835g1.t1
OG0004857	HEL_005067-RA	HMEL014026g1.t1
OG0004859	HEL_005363-RA	HMEL003241g1.t1
OG0004860	HEL_001907-RA, HEL_001912-RA	HMEL009490g1.t1
OG0004861	HEL_005367-RA	HMEL003238g1.t1
OG0004862	HEL_001910-RA	HMEL009492g1.t1
OG0004863	HEL_010471-RA	HMEL007285g1.t1
OG0004864	HEL_007725-RA	HMEL004616g1.t1
OG0004865	HEL_011850-RA	HMEL006194g1.t1
OG0004866	HEL_007348-RA	HMEL004055g1.t1
OG0004867	HEL_004079-RA	HMEL002976g1.t1
OG0004868	HEL_002224-RA	HMEL004334g1.t1
OG0004869	HEL_001901-RA	HMEL009494g1.t1
OG0004871	HEL_001694-RA	HMEL015079g1.t1
OG0004872	HEL_007347-RA	HMEL004054g1.t1
OG0004873	HEL_005369-RA	HMEL003237g1.t1
OG0004874	HEL_007656-RA	HMEL031804g1.t1
OG0004875	HEL_005358-RA	HMEL003246g1.t1
OG0004876	HEL_012501-RA	HMEL010282g1.t1
OG0004877	HEL_003425-RA	HMEL008585g1.t1
OG0004878	HEL_004481-RA	HMEL006200g1.t1
OG0004879	HEL_007339-RA	HMEL004050g1.t1
OG0004880	HEL_004165-RA	HMEL013224g1.t1
OG0004881	HEL_008065-RA	HMEL006784g1.t1
OG0004883	HEL_011009-RA	HMEL036175g1.t1
OG0004884	HEL_007338-RA	HMEL004049g1.t1
OG0004885	HEL_005356-RA	HMEL003247g1.t1
OG0004886	HEL_002228-RA	HMEL004329g1.t1
OG0004887	HEL_007654-RA	HMEL005062g1.t1
OG0004888	HEL_012505-RA	HMEL036583g1.t1
OG0004889	HEL_007334-RA	HMEL036378g1.t1
OG0004890	HEL_007746-RA	HMEL036942g1.t1
OG0004891	HEL_003494-RA	HMEL017125g1.t1
OG0004892	HEL_008067-RA	HMEL034862g1.t1
OG0004893	HEL_004705-RA	HMEL007356g1.t1, HMEL034507g1.t1
OG0004894	HEL_014066-RA	HMEL014331g1.t1
OG0004895	HEL_012508-RA	HMEL010291g1.t1
OG0004896	HEL_009697-RA	HMEL009822g1.t1
OG0004897	HEL_000692-RA	HMEL006767g1.t1
OG0004898	HEL_010481-RA	HMEL010877g1.t1
OG0004899	HEL_007642-RA	HMEL031802g1.t1
OG0004900	HEL_011016-RA	HMEL008374g1.t1
OG0004901	HEL_009464-RA	HMEL032877g1.t1
OG0004902	HEL_005349-RA	HMEL010109g1.t1
OG0004904	HEL_003488-RA	HMEL017128g1.t1
OG0004905	HEL_005076-RA	HMEL007408g1.t1
OG0004906	HEL_012679-RA	HMEL004471g1.t1
OG0004907	HEL_002188-RA	HMEL014526g1.t1
OG0004908	HEL_009687-RA	HMEL012202g1.t1
OG0004909	HEL_008071-RA	HMEL006777g1.t1
OG0004910	HEL_001892-RA	HMEL009506g1.t1
OG0004911	HEL_001891-RA	HMEL009507g1.t1
OG0004912	HEL_011018-RA	HMEL036176g1.t1
OG0004913	HEL_002189-RA	HMEL014525g1.t1
OG0004914	HEL_002190-RA	HMEL030096g1.t1
OG0004915	HEL_011019-RA	HMEL036177g1.t1
OG0004916	HEL_007637-RA	HMEL005379g1.t1
OG0004917	HEL_012682-RA	HMEL004469g1.t1
OG0004918	HEL_009468-RA	HMEL032881g1.t1
OG0004919	HEL_012684-RA	HMEL004468g1.t1
OG0004920	HEL_009469-RA	HMEL032882g1.t1
OG0004921	HEL_007636-RA	HMEL031797g1.t1
OG0004922	HEL_007635-RA	HMEL005377g1.t1
OG0004923	HEL_012509-RA	HMEL010293g1.t1
OG0004925	HEL_001878-RA	HMEL013539g1.t1
OG0004926	HEL_014065-RA	HMEL006433g1.t1
OG0004927	HEL_006979-RA	HMEL014873g1.t1
OG0004928	HEL_007325-RA	HMEL014605g1.t1
OG0004929	HEL_001877-RA	HMEL013540g1.t1
OG0004930	HEL_014064-RA	HMEL006434g1.t1
OG0004931	HEL_014063-RA	HMEL032412g1.t1
OG0004932	HEL_013003-RA	HMEL022598g1.t1
OG0004933	HEL_012689-RA	HMEL012788g1.t1
OG0004934	HEL_009296-RA	HMEL034595g1.t1
OG0004935	HEL_005342-RA	HMEL014794g1.t1
OG0004936	HEL_014062-RA	HMEL032411g1.t1
OG0004937	HEL_008958-RA	HMEL013007g1.t1
OG0004938	HEL_012690-RA	HMEL012789g1.t1
OG0004939	HEL_007745-RA	HMEL012156g1.t1
OG0004940	HEL_003413-RA	HMEL016396g1.t1
OG0004941	HEL_005371-RA	HMEL006055g1.t1
OG0004942	HEL_000693-RA	HMEL007265g1.t1
OG0004943	HEL_009293-RA	HMEL016967g1.t1
OG0004944	HEL_009471-RA	HMEL032883g1.t1
OG0004945	HEL_001916-RA	HMEL030381g1.t1
OG0004946	HEL_004017-RA	HMEL003102g1.t1
OG0004947	HEL_003475-RA	HMEL018018g1.t1
OG0004948	HEL_010164-RA	HMEL006029g1.t1
OG0004949	HEL_007627-RA	HMEL031791g1.t1
OG0004950	HEL_009289-RA	HMEL016965g1.t1
OG0004951	HEL_004048-RA	HMEL010174g1.t1
OG0004952	HEL_009474-RA	HMEL007827g1.t1
OG0004953	HEL_007741-RA	HMEL012152g1.t1
OG0004954	HEL_007630-RA	HMEL031792g1.t1
OG0004955	HEL_010482-RA	HMEL003909g1.t1
OG0004956	HEL_003474-RA	HMEL018017g1.t1
OG0004957	HEL_007740-RA, HEL_007738-RA	HMEL012151g1.t1
OG0004958	HEL_007632-RA	HMEL010423g1.t1
OG0004959	HEL_010483-RA	HMEL003910g1.t1
OG0004960	HEL_010484-RA	HMEL003911g1.t1
OG0004962	HEL_007633-RA	HMEL010424g1.t1
OG0004963	HEL_006980-RA	HMEL002841-RA
OG0004964	HEL_000699-RA	HMEL007256g1.t1
OG0004966	HEL_009210-RA	HMEL008689-RA
OG0004968	HEL_005333-RA	HMEL014783g1.t1
OG0004969	HEL_012099-RA	HMEL013399g1.t1
OG0004970	HEL_011025-RA	HMEL010392g1.t1
OG0004971	HEL_012677-RA	HMEL004473g1.t1
OG0004972	HEL_010160-RA	HMEL017954g1.t1
OG0004973	HEL_001873-RA	HMEL007472g1.t1
OG0004974	HEL_012676-RA	HMEL035403g1.t1
OG0004975	HEL_005326-RA	HMEL014780g1.t1
OG0004976	HEL_003396-RA	HMEL016381g1.t1
OG0004977	HEL_005325-RA	HMEL014779g1.t1
OG0004978	HEL_012096-RA	HMEL013401-RA
OG0004979	HEL_005323-RA	HMEL014776g1.t1
OG0004980	HEL_010157-RA	HMEL007770-RA
OG0004981	HEL_011027-RA	HMEL021158g1.t1
OG0004982	HEL_012514-RA	HMEL036598g1.t1
OG0004983	HEL_005376-RA	HMEL006062g1.t1
OG0004984	HEL_001717-RA	HMEL006399g1.t1
OG0004985	HEL_012515-RA	HMEL010298g1.t1
OG0004986	HEL_007735-RA	HMEL012148g1.t1
OG0004987	HEL_012516-RA	HMEL010299g1.t1
OG0004988	HEL_011030-RA	HMEL036190g1.t1
OG0004989	HEL_012517-RA	HMEL010300g1.t1
OG0004990	HEL_010176-RA	HMEL021420g1.t1
OG0004992	HEL_012519-RA	HMEL010302g1.t1
OG0004993	HEL_000707-RA	HMEL013825g1.t1
OG0004994	HEL_003459-RA	HMEL004745g1.t1
OG0004995	HEL_000708-RA	HMEL037458g1.t1
OG0004996	HEL_002239-RA	HMEL011605g1.t1
OG0004997	HEL_002240-RA	HMEL011606g1.t1
OG0004998	HEL_005320-RA	HMEL014773g1.t1
OG0005000	HEL_003391-RA	HMEL031460g1.t1
OG0005001	HEL_008353-RA	HMEL013280g1.t1
OG0005002	HEL_000715-RA	HMEL013831g1.t1
OG0005003	HEL_000716-RA	HMEL037461g1.t1
OG0005004	HEL_003389-RA	HMEL016376g1.t1
OG0005005	HEL_000717-RA	HMEL013832g1.t1
OG0005006	HEL_000721-RA	HMEL013837g1.t1
OG0005007	HEL_002241-RA	HMEL011607g1.t1
OG0005008	HEL_010177-RA	HMEL034904g1.t1
OG0005009	HEL_005383-RA	HMEL006068g1.t1
OG0005010	HEL_000720-RA	HMEL037462g1.t1
OG0005011	HEL_000718-RA	HMEL013834g1.t1
OG0005012	HEL_004001-RA	HMEL017694g1.t1
OG0005013	HEL_004028-RA	HMEL010155g1.t1
OG0005015	HEL_003998-RA	HMEL017692g1.t1
OG0005016	HEL_003386-RA	HMEL016373g1.t1
OG0005017	HEL_002196-RA	HMEL002614g1.t1
OG0005018	HEL_009216-RA	HMEL003063g1.t1
OG0005019	HEL_009483-RA	HMEL032892g1.t1
OG0005020	HEL_012522-RA	HMEL002995g1.t1
OG0005021	HEL_012523-RA	HMEL002994g1.t1
OG0005022	HEL_009484-RA	HMEL032893g1.t1
OG0005023	HEL_012525-RA	HMEL002993g1.t1
OG0005024	HEL_009485-RA	HMEL008516g1.t1
OG0005025	HEL_003994-RA	HMEL033999g1.t1
OG0005026	HEL_009486-RA	HMEL008517g1.t1
OG0005027	HEL_010179-RA	HMEL014576g1.t1
OG0005028	HEL_003992-RA	HMEL033998g1.t1
OG0005029	HEL_003991-RA	HMEL017687g1.t1
OG0005030	HEL_002198-RA	HMEL002616g1.t1
OG0005031	HEL_009222-RA	HMEL003232g1.t1
OG0005032	HEL_012534-RA	HMEL002989g1.t1
OG0005033	HEL_012535-RA	HMEL002988g1.t1
OG0005034	HEL_001713-RA	HMEL004915g1.t1
OG0005036	HEL_006993-RA	HMEL010483g1.t1
OG0005037	HEL_001861-RA	HMEL007486g1.t1
OG0005038	HEL_001860-RA	HMEL007487g1.t1
OG0005039	HEL_005385-RA	HMEL006070g1.t1
OG0005040	HEL_003990-RA	HMEL033997g1.t1
OG0005041	HEL_004029-RA	HMEL010157g1.t1
OG0005042	HEL_002245-RA	HMEL030128g1.t1
OG0005043	HEL_000458-RA	HMEL007406g1.t1
OG0005044	HEL_003379-RA	HMEL016363g1.t1
OG0005045	HEL_004030-RA	HMEL010159g1.t1
OG0005047	HEL_003378-RA	HMEL016362g1.t1
OG0005048	HEL_003988-RA	HMEL017685g1.t1
OG0005049	HEL_003377-RA	HMEL016361g1.t1
OG0005050	HEL_002201-RA	HMEL003840g1.t1
OG0005051	HEL_005315-RA, HEL_005316-RA	HMEL014770g1.t1
OG0005052	HEL_003376-RA	HMEL016360g1.t1
OG0005053	HEL_002037-RA	HMEL008853g1.t1
OG0005054	HEL_002038-RA	HMEL008854g1.t1
OG0005055	HEL_007734-RA	HMEL012144g1.t1
OG0005056	HEL_010487-RA	HMEL016466g1.t1
OG0005057	HEL_012537-RA	HMEL036612g1.t1
OG0005059	HEL_001711-RA	HMEL012818g1.t1
OG0005061	HEL_003450-RA	HMEL015902g1.t1
OG0005062	HEL_007614-RA	HMEL013360-RA
OG0005063	HEL_003984-RA	HMEL010455g1.t1
OG0005064	HEL_014449-RA	HMEL007945g1.t1
OG0005065	HEL_009231-RA	HMEL012014g1.t1
OG0005066	HEL_002042-RA	HMEL030431g1.t1
OG0005067	HEL_002202-RA	HMEL003835g1.t1
OG0005068	HEL_002204-RA	HMEL003834g1.t1
OG0005069	HEL_002043-RA	HMEL008857g1.t1
OG0005070	HEL_014451-RA	HMEL007943g1.t1
OG0005071	HEL_000726-RA	HMEL013846g1.t1
OG0005072	HEL_010488-RA	HMEL007254g1.t1
OG0005073	HEL_000728-RA	HMEL037466g1.t1
OG0005074	HEL_008936-RA, HEL_008937-RA	HMEL017817g1.t1
OG0005075	HEL_014452-RA	HMEL007941-RA
OG0005076	HEL_005308-RA, HEL_005309-RA	HMEL014762g1.t1
OG0005077	HEL_010238-RA	HMEL012762g1.t1
OG0005078	HEL_002205-RA	HMEL004272g1.t1
OG0005079	HEL_003443-RA	HMEL015908g1.t1
OG0005080	HEL_003983-RA	HMEL033988g1.t1
OG0005081	HEL_002248-RA	HMEL003954g1.t1
OG0005083	HEL_000466-RA	HMEL005620g1.t1
OG0005084	HEL_002249-RA	HMEL003955g1.t1
OG0005085	HEL_011677-RA	HMEL010807g1.t1
OG0005086	HEL_014458-RA	HMEL007939g1.t1
OG0005087	HEL_014459-RA	HMEL007938g1.t1
OG0005088	HEL_012542-RA	HMEL036606g1.t1
OG0005090	HEL_010239-RA	HMEL032902g1.t1
OG0005091	HEL_012543-RA	HMEL036605g1.t1
OG0005092	HEL_012544-RA	HMEL017081g1.t1
OG0005093	HEL_010242-RA	HMEL032903g1.t1
OG0005094	HEL_002049-RA	HMEL008861g1.t1
OG0005095	HEL_005393-RA	HMEL015556g1.t1
OG0005097	HEL_000731-RA	HMEL013853g1.t1
OG0005098	HEL_000733-RA	HMEL037468g1.t1
OG0005099	HEL_010489-RA	HMEL007252g1.t1
OG0005100	HEL_012545-RA	HMEL017080g1.t1
OG0005101	HEL_012546-RA	HMEL017079g1.t1
OG0005102	HEL_014463-RA	HMEL016287g1.t1
OG0005103	HEL_013868-RA	HMEL036392g1.t1
OG0005104	HEL_000734-RA	HMEL037469g1.t1
OG0005107	HEL_002052-RA	HMEL030432g1.t1
OG0005108	HEL_012654-RA	HMEL010614g1.t1
OG0005109	HEL_000736-RA	HMEL013858g1.t1
OG0005110	HEL_010423-RA	HMEL013530g1.t1
OG0005111	HEL_012653-RA	HMEL010613g1.t1
OG0005112	HEL_012550-RA	HMEL017076g1.t1
