Orthogroup	Heliconius_erato_lativitta	Junonia_coenia
OG0004864	HEL_007725-RA	JC_08645-RA
OG0004865	HEL_011850-RA	JC_14832-RA
OG0004866	HEL_007348-RA	JC_05676-RA
OG0004867	HEL_004079-RA	JC_17074-RA
OG0004868	HEL_002224-RA	JC_07907-RA
OG0004869	HEL_001901-RA	JC_13125-RA
OG0004871	HEL_001694-RA	JC_00693-RA
OG0004872	HEL_007347-RA	JC_05678-RA
OG0004873	HEL_005369-RA	JC_15582-RA
OG0004874	HEL_007656-RA	JC_04413-RA
OG0004875	HEL_005358-RA	JC_05597-RA
OG0004876	HEL_012501-RA, HEL_012503-RA	JC_10457-RA
OG0004877	HEL_003425-RA	JC_14658-RA
OG0004878	HEL_004481-RA	JC_02141-RA
OG0004879	HEL_007339-RA	JC_05682-RA
OG0004880	HEL_004165-RA	JC_17052-RA
OG0004881	HEL_008065-RA	JC_09700-RA
OG0004883	HEL_011009-RA	JC_06340-RA
OG0004884	HEL_007338-RA	JC_05683-RA
OG0004885	HEL_005356-RA	JC_05595-RA
OG0004886	HEL_002228-RA	JC_07913-RA
OG0004887	HEL_007654-RA	JC_04415-RA
OG0004888	HEL_012505-RA	JC_10460-RA
OG0004889	HEL_007334-RA	JC_05685-RA
OG0004890	HEL_007746-RA	JC_08672-RA
OG0004891	HEL_003494-RA	JC_07356-RA
OG0004892	HEL_008067-RA	JC_09702-RA
OG0004894	HEL_014066-RA	JC_10272-RA
OG0004895	HEL_012508-RA	JC_10464-RA
OG0004896	HEL_009697-RA	JC_01901-RA
OG0004897	HEL_000692-RA	JC_06691-RA
OG0004898	HEL_010481-RA	JC_03643-RA
OG0004899	HEL_007642-RA	JC_04418-RA
OG0004900	HEL_011016-RA	JC_06330-RA
OG0004901	HEL_009464-RA	JC_03514-RA
OG0004902	HEL_005349-RA	JC_05585-RA
OG0004904	HEL_003488-RA	JC_07351-RA
OG0004905	HEL_005076-RA	JC_12817-RA
OG0004906	HEL_012679-RA	JC_16176-RA
OG0004907	HEL_002188-RA	JC_15222-RA
OG0004908	HEL_009687-RA	JC_02217-RA
OG0004909	HEL_008071-RA	JC_09707-RA
OG0004910	HEL_001892-RA	JC_13131-RA
OG0004911	HEL_001891-RA	JC_13132-RA
OG0004912	HEL_011018-RA	JC_06328-RA
OG0004913	HEL_002189-RA	JC_15221-RA
OG0004914	HEL_002190-RA	JC_15220-RA
OG0004915	HEL_011019-RA	JC_06327-RA
OG0004916	HEL_007637-RA	JC_04424-RA
OG0004917	HEL_012682-RA	JC_16190-RA
OG0004918	HEL_009468-RA	JC_03520-RA
OG0004919	HEL_012684-RA	JC_16189-RA
OG0004920	HEL_009469-RA	JC_03523-RA
OG0004921	HEL_007636-RA	JC_04425-RA
OG0004922	HEL_007635-RA	JC_04426-RA
OG0004923	HEL_012509-RA	JC_10468-RA
OG0004925	HEL_001878-RA	JC_13136-RA
OG0004926	HEL_014065-RA	JC_10271-RA
OG0004927	HEL_006979-RA	JC_01615-RA
OG0004928	HEL_007325-RA	JC_05690-RA
OG0004929	HEL_001877-RA	JC_13137-RA
OG0004930	HEL_014064-RA	JC_10270-RA
OG0004931	HEL_014063-RA	JC_10269-RA
OG0004933	HEL_012689-RA	JC_16183-RA
OG0004934	HEL_009296-RA	JC_14980-RA
OG0004935	HEL_005342-RA	JC_05580-RA
OG0004936	HEL_014062-RA	JC_10267-RA
OG0004937	HEL_008958-RA	JC_11483-RA
OG0004938	HEL_012690-RA	JC_16182-RA
OG0004939	HEL_007745-RA	JC_08670-RA
OG0004940	HEL_003413-RA	JC_14637-RA
OG0004941	HEL_005371-RA	JC_15579-RA
OG0004942	HEL_000693-RA	JC_06694-RA
OG0004943	HEL_009293-RA	JC_14982-RA
OG0004944	HEL_009471-RA	JC_03526-RA
OG0004945	HEL_001916-RA	JC_13119-RA
OG0004946	HEL_004017-RA	JC_02414-RA
OG0004947	HEL_003475-RA	JC_07337-RA
OG0004948	HEL_010164-RA	JC_09725-RA
OG0004949	HEL_007627-RA	JC_04441-RA
OG0004950	HEL_009289-RA	JC_14985-RA
OG0004951	HEL_004048-RA	JC_17179-RA
OG0004952	HEL_009474-RA	JC_03530-RA
OG0004953	HEL_007741-RA	JC_08665-RA
OG0004954	HEL_007630-RA	JC_04440-RA
OG0004955	HEL_010482-RA	JC_03654-RA
OG0004956	HEL_003474-RA	JC_07336-RA
OG0004957	HEL_007740-RA, HEL_007738-RA	JC_08664-RA
OG0004958	HEL_007632-RA	JC_04438-RA
OG0004959	HEL_010483-RA	JC_03653-RA
OG0004960	HEL_010484-RA	JC_03652-RA
OG0004961	HEL_009692-RA	JC_01896-RA
OG0004962	HEL_007633-RA	JC_04437-RA
OG0004963	HEL_006980-RA	JC_01616-RA
OG0004964	HEL_000699-RA	JC_06698-RA
OG0004966	HEL_009210-RA	JC_15055-RA
OG0004968	HEL_005333-RA	JC_05569-RA
OG0004969	HEL_012099-RA	JC_01945-RA
OG0004970	HEL_011025-RA	JC_06316-RA
OG0004971	HEL_012677-RA	JC_16222-RA
OG0004972	HEL_010160-RA	JC_09731-RA
OG0004973	HEL_001873-RA	JC_13154-RA
OG0004974	HEL_012676-RA	JC_16223-RA
OG0004975	HEL_005326-RA	JC_05567-RA
OG0004976	HEL_003396-RA	JC_14616-RA
OG0004977	HEL_005325-RA	JC_05566-RA
OG0004978	HEL_012096-RA	JC_01961-RA
OG0004979	HEL_005323-RA	JC_05564-RA
OG0004980	HEL_010157-RA	JC_09733-RA
OG0004981	HEL_011027-RA	JC_06312-RA
OG0004982	HEL_012514-RA	JC_10473-RA
OG0004983	HEL_005376-RA	JC_15573-RA
OG0004984	HEL_001717-RA	JC_00724-RA
OG0004985	HEL_012515-RA	JC_10474-RA
OG0004986	HEL_007735-RA	JC_08663-RA
OG0004987	HEL_012516-RA	JC_10475-RA
OG0004988	HEL_011030-RA	JC_06305-RA
OG0004989	HEL_012517-RA	JC_10476-RA
OG0004990	HEL_010176-RA	JC_09740-RA
OG0004992	HEL_012519-RA	JC_10478-RA
OG0004993	HEL_000707-RA	JC_06704-RA
OG0004994	HEL_003459-RA	JC_07323-RA
OG0004995	HEL_000708-RA	JC_06705-RA
OG0004996	HEL_002239-RA	JC_07927-RA
OG0004997	HEL_002240-RA	JC_07928-RA
OG0004998	HEL_005320-RA	JC_05561-RA
OG0005000	HEL_003391-RA	JC_14613-RA
OG0005001	HEL_008353-RA	JC_08661-RA, JC_08659-RA
OG0005002	HEL_000715-RA	JC_06708-RA
OG0005003	HEL_000716-RA	JC_06707-RA
OG0005004	HEL_003389-RA	JC_14609-RA
OG0005005	HEL_000717-RA	JC_06709-RA
OG0005006	HEL_000721-RA	JC_06712-RA
OG0005007	HEL_002241-RA	JC_07930-RA
OG0005008	HEL_010177-RA	JC_09742-RA
OG0005009	HEL_005383-RA	JC_15561-RA
OG0005010	HEL_000720-RA	JC_06711-RA
OG0005012	HEL_004001-RA	JC_02395-RA
OG0005013	HEL_004028-RA	JC_17156-RA
OG0005015	HEL_003998-RA	JC_02390-RA
OG0005016	HEL_003386-RA	JC_14604-RA
OG0005017	HEL_002196-RA	JC_15213-RA
OG0005018	HEL_009216-RA	JC_15051-RA
OG0005019	HEL_009483-RA	JC_03542-RA
OG0005020	HEL_012522-RA	JC_10480-RA
OG0005021	HEL_012523-RA	JC_10482-RA
OG0005022	HEL_009484-RA	JC_03543-RA
OG0005023	HEL_012525-RA	JC_10484-RA
OG0005024	HEL_009485-RA	JC_03544-RA
OG0005025	HEL_003994-RA	JC_02386-RA
OG0005026	HEL_009486-RA	JC_03545-RA
OG0005027	HEL_010179-RA	JC_09748-RA
OG0005028	HEL_003992-RA	JC_02385-RA
OG0005029	HEL_003991-RA	JC_02384-RA
OG0005030	HEL_002198-RA	JC_15210-RA
OG0005031	HEL_009222-RA	JC_15046-RA
OG0005032	HEL_012534-RA	JC_10488-RA
OG0005033	HEL_012535-RA	JC_10489-RA
OG0005034	HEL_001713-RA	JC_00721-RA
OG0005037	HEL_001861-RA	JC_13165-RA
OG0005038	HEL_001860-RA	JC_13166-RA
OG0005039	HEL_005385-RA	JC_15557-RA
OG0005040	HEL_003990-RA	JC_02383-RA
OG0005041	HEL_004029-RA	JC_17160-RA
OG0005042	HEL_002245-RA	JC_07934-RA
OG0005043	HEL_000458-RA	JC_14062-RA
OG0005044	HEL_003379-RA	JC_14593-RA
OG0005047	HEL_003378-RA	JC_14592-RA
OG0005048	HEL_003988-RA	JC_02380-RA
OG0005049	HEL_003377-RA	JC_14591-RA
OG0005050	HEL_002201-RA	JC_15208-RA
OG0005052	HEL_003376-RA	JC_14590-RA
OG0005053	HEL_002037-RA	JC_13019-RA
OG0005054	HEL_002038-RA	JC_13018-RA
OG0005055	HEL_007734-RA	JC_08658-RA
OG0005056	HEL_010487-RA	JC_03648-RA
OG0005057	HEL_012537-RA	JC_10491-RA
OG0005059	HEL_001711-RA	JC_00715-RA
OG0005061	HEL_003450-RA	JC_07304-RA
OG0005062	HEL_007614-RA	JC_04452-RA
OG0005063	HEL_003984-RA	JC_02372-RA
OG0005064	HEL_014449-RA	JC_10274-RA
OG0005065	HEL_009231-RA	JC_15037-RA
OG0005066	HEL_002042-RA	JC_13015-RA
OG0005067	HEL_002202-RA	JC_15206-RA
OG0005068	HEL_002204-RA	JC_15204-RA
OG0005069	HEL_002043-RA	JC_13013-RA
OG0005070	HEL_014451-RA	JC_10276-RA
OG0005071	HEL_000726-RA	JC_06752-RA
OG0005072	HEL_010488-RA	JC_03656-RA
OG0005073	HEL_000728-RA	JC_06754-RA
OG0005074	HEL_008936-RA, HEL_008937-RA	JC_11502-RA
OG0005075	HEL_014452-RA	JC_10278-RA
OG0005077	HEL_010238-RA	JC_03557-RA
OG0005078	HEL_002205-RA	JC_15202-RA
OG0005079	HEL_003443-RA	JC_07284-RA
OG0005080	HEL_003983-RA	JC_02368-RA
OG0005081	HEL_002248-RA	JC_07942-RA
OG0005083	HEL_000466-RA	JC_14095-RA
OG0005084	HEL_002249-RA	JC_07943-RA
OG0005085	HEL_011677-RA	JC_16710-RA
OG0005086	HEL_014458-RA	JC_10280-RA
OG0005087	HEL_014459-RA	JC_10281-RA
OG0005088	HEL_012542-RA	JC_10495-RA
OG0005090	HEL_010239-RA	JC_03558-RA
OG0005091	HEL_012543-RA	JC_10494-RA
OG0005092	HEL_012544-RA	JC_10496-RA
OG0005093	HEL_010242-RA	JC_03559-RA
OG0005094	HEL_002049-RA	JC_13007-RA
OG0005095	HEL_005393-RA	JC_15542-RA
OG0005097	HEL_000731-RA	JC_06757-RA
OG0005098	HEL_000733-RA	JC_06758-RA
OG0005099	HEL_010489-RA	JC_03657-RA
OG0005100	HEL_012545-RA	JC_10497-RA
OG0005101	HEL_012546-RA	JC_10498-RA
OG0005102	HEL_014463-RA	JC_10285-RA
OG0005103	HEL_013868-RA	JC_05659-RA
OG0005104	HEL_000734-RA	JC_06759-RA
OG0005106	HEL_012547-RA	JC_10501-RA, JC_10500-RA
OG0005107	HEL_002052-RA	JC_13003-RA
OG0005108	HEL_012654-RA	JC_16199-RA
OG0005109	HEL_000736-RA	JC_06766-RA
OG0005110	HEL_010423-RA	JC_01655-RA
OG0005111	HEL_012653-RA	JC_16200-RA
OG0005112	HEL_012550-RA	JC_10503-RA
OG0005113	HEL_002053-RA	JC_13002-RA
OG0005114	HEL_012651-RA	JC_16202-RA
OG0005115	HEL_002055-RA	JC_13000-RA
OG0005116	HEL_012552-RA	JC_10505-RA
OG0005117	HEL_005296-RA	JC_05542-RA
OG0005118	HEL_005288-RA	JC_05537-RA
OG0005119	HEL_002253-RA	JC_07951-RA
OG0005120	HEL_005287-RA	JC_05536-RA
OG0005121	HEL_002254-RA	JC_07952-RA
OG0005122	HEL_005285-RA	JC_05535-RA
OG0005123	HEL_010182-RA	JC_09751-RA
OG0005124	HEL_002213-RA	JC_15189-RA
OG0005125	HEL_002061-RA	JC_12997-RA
OG0005126	HEL_003358-RA	JC_14572-RA
OG0005127	HEL_003357-RA	JC_14570-RA
OG0005128	HEL_011671-RA	JC_16718-RA
OG0005129	HEL_002257-RA	JC_07956-RA
OG0005130	HEL_012398-RA	JC_01592-RA
OG0005131	HEL_005284-RA	JC_05533-RA
OG0005132	HEL_007601-RA	JC_04460-RA
OG0005134	HEL_004058-RA	JC_17092-RA
OG0005136	HEL_007600-RA	JC_04461-RA
OG0005137	HEL_003500-RA	JC_07359-RA
OG0005138	HEL_003501-RA	JC_07360-RA
OG0005139	HEL_005279-RA	JC_05532-RA
OG0005140	HEL_004057-RA	JC_17094-RA
OG0005141	HEL_010183-RA	JC_09752-RA
OG0005142	HEL_002258-RA	JC_07959-RA
OG0005143	HEL_005278-RA	JC_05531-RA
OG0005144	HEL_010184-RA	JC_09753-RA
OG0005145	HEL_002259-RA	JC_07960-RA
OG0005146	HEL_014466-RA	JC_10289-RA
OG0005148	HEL_001722-RA	JC_00733-RA
OG0005149	HEL_003503-RA	JC_07362-RA
OG0005150	HEL_010496-RA	JC_03663-RA
OG0005151	HEL_002261-RA	JC_07962-RA
OG0005152	HEL_003504-RA	JC_07363-RA
OG0005153	HEL_010189-RA	JC_09756-RA
OG0005154	HEL_008916-RA	JC_11522-RA
OG0005155	HEL_005096-RA	JC_12795-RA
OG0005156	HEL_013237-RA	JC_02278-RA
OG0005157	HEL_012402-RA	JC_01588-RA
OG0005158	HEL_005098-RA	JC_12793-RA
OG0005159	HEL_010507-RA	JC_03668-RA
OG0005160	HEL_012403-RA	JC_01586-RA
OG0005161	HEL_008915-RA	JC_11526-RA
OG0005162	HEL_010191-RA	JC_09762-RA
OG0005163	HEL_013236-RA	JC_02280-RA
OG0005165	HEL_010192-RA	JC_09761-RA
OG0005166	HEL_002263-RA	JC_07964-RA
OG0005167	HEL_010509-RA	JC_03669-RA
OG0005168	HEL_003979-RA	JC_02360-RA
OG0005169	HEL_001726-RA, HEL_001725-RA	JC_00736-RA
OG0005170	HEL_003978-RA	JC_02358-RA
OG0005171	HEL_011668-RA	JC_16729-RA
OG0005172	HEL_001727-RA	JC_00739-RA
OG0005174	HEL_005101-RA	JC_12786-RA
OG0005176	HEL_012404-RA	JC_01584-RA
OG0005178	HEL_000467-RA	JC_14096-RA
OG0005179	HEL_005103-RA	JC_12784-RA
OG0005180	HEL_000752-RA	JC_06774-RA
OG0005181	HEL_007728-RA	JC_08651-RA
OG0005182	HEL_010195-RA	JC_09768-RA
OG0005184	HEL_010196-RA	JC_09770-RA
OG0005186	HEL_005410-RA	JC_15517-RA
OG0005188	HEL_013217-RA	JC_06075-RA
OG0005190	HEL_009242-RA	JC_15025-RA
OG0005191	HEL_005583-RA	JC_16161-RA
OG0005192	HEL_010199-RA	JC_09775-RA
OG0005193	HEL_008899-RA	JC_11543-RA
OG0005194	HEL_000755-RA	JC_06780-RA
OG0005195	HEL_010130-RA	JC_10524-RA
OG0005196	HEL_008898-RA	JC_11544-RA
OG0005197	HEL_012411-RA	JC_01574-RA
OG0005199	HEL_000756-RA	JC_06783-RA
OG0005201	HEL_000757-RA	JC_06784-RA
OG0005202	HEL_012573-RA	JC_10526-RA
OG0005203	HEL_001741-RA	JC_00752-RA
OG0005204	HEL_001742-RA	JC_00753-RA
OG0005207	HEL_013208-RA	JC_06083-RA
OG0005208	HEL_004063-RA	JC_17107-RA
OG0005209	HEL_010513-RA	JC_03680-RA
OG0005210	HEL_000758-RA	JC_06786-RA
OG0005211	HEL_012413-RA	JC_01572-RA
OG0005212	HEL_012415-RA	JC_01570-RA
OG0005213	HEL_008895-RA, HEL_008894-RA	JC_11549-RA
OG0005214	HEL_013065-RA	JC_16738-RA
OG0005215	HEL_012416-RA	JC_01568-RA
OG0005216	HEL_001745-RA	JC_00756-RA
OG0005217	HEL_004073-RA	JC_17111-RA
OG0005218	HEL_004072-RA	JC_17112-RA
OG0005219	HEL_010514-RA	JC_03681-RA
OG0005220	HEL_000762-RA	JC_06791-RA, JC_06792-RA
OG0005221	HEL_013204-RA	JC_06087-RA
OG0005222	HEL_010254-RA	JC_03570-RA
OG0005224	HEL_003353-RA	JC_14562-RA
OG0005225	HEL_007595-RA	JC_04469-RA
OG0005227	HEL_013203-RA	JC_06088-RA
OG0005228	HEL_003969-RA	JC_02349-RA
OG0005229	HEL_007594-RA	JC_04470-RA
OG0005230	HEL_008993-RA	JC_11447-RA
OG0005231	HEL_000764-RA	JC_06794-RA
OG0005232	HEL_013246-RA	JC_02284-RA
OG0005233	HEL_008994-RA	JC_11445-RA
OG0005234	HEL_007591-RA	JC_04474-RA
OG0005235	HEL_005650-RA	JC_10545-RA
OG0005236	HEL_007750-RA	JC_08679-RA
OG0005237	HEL_007751-RA	JC_08680-RA
OG0005238	HEL_007590-RA	JC_04475-RA
OG0005239	HEL_003611-RA	JC_12421-RA
OG0005240	HEL_005651-RA	JC_10546-RA
OG0005241	HEL_007589-RA	JC_04477-RA
OG0005242	HEL_011772-RA, HEL_011773-RA	JC_16586-RA
OG0005243	HEL_001750-RA	JC_00762-RA
OG0005244	HEL_001751-RA	JC_00764-RA
OG0005245	HEL_007587-RA	JC_04479-RA
OG0005246	HEL_003610-RA	JC_12420-RA
OG0005247	HEL_005269-RA	JC_05523-RA
OG0005248	HEL_007583-RA	JC_04480-RA
OG0005249	HEL_005266-RA	JC_05522-RA
OG0005250	HEL_007582-RA	JC_04485-RA
OG0005251	HEL_013906-RA	JC_16249-RA
OG0005252	HEL_014333-RA	JC_03602-RA
OG0005253	HEL_001754-RA	JC_00770-RA
OG0005254	HEL_011769-RA	JC_16580-RA
OG0005255	HEL_001755-RA	JC_07844-RA
OG0005256	HEL_007758-RA	JC_08683-RA
OG0005257	HEL_005423-RA	JC_15588-RA
OG0005258	HEL_014334-RA	JC_03606-RA
OG0005259	HEL_001756-RA, HEL_001757-RA	JC_00771-RA
OG0005261	HEL_005264-RA	JC_05520-RA
OG0005262	HEL_005263-RA	JC_05519-RA
OG0005263	HEL_003966-RA	JC_02340-RA
OG0005264	HEL_001758-RA	JC_00772-RA
OG0005265	HEL_003965-RA	JC_02338-RA
OG0005266	HEL_013908-RA	JC_16252-RA
OG0005267	HEL_001759-RA	JC_00773-RA
OG0005268	HEL_014340-RA	JC_03610-RA
OG0005269	HEL_008999-RA	JC_11432-RA
OG0005270	HEL_001760-RA	JC_00775-RA
OG0005272	HEL_001698-RA	JC_00697-RA
OG0005273	HEL_008235-RA	JC_10311-RA
OG0005274	HEL_008234-RA	JC_10312-RA
OG0005275	HEL_007780-RA	JC_08692-RA
OG0005276	HEL_009001-RA	JC_11428-RA
OG0005277	HEL_011764-RA	JC_16567-RA
OG0005278	HEL_003512-RA	JC_07371-RA
OG0005279	HEL_005424-RA	JC_15589-RA
OG0005280	HEL_013508-RA, HEL_013509-RA	JC_14885-RA
OG0005281	HEL_009002-RA	JC_11426-RA
OG0005282	HEL_009658-RA	JC_02270-RA
OG0005283	HEL_007580-RA	JC_04489-RA
OG0005285	HEL_008227-RA	JC_10319-RA
OG0005286	HEL_003513-RA	JC_07372-RA
OG0005287	HEL_009702-RA	JC_05645-RA
OG0005289	HEL_005253-RA, HEL_005252-RA	JC_05515-RA
OG0005291	HEL_005425-RA	JC_15590-RA
OG0005292	HEL_005249-RA, HEL_005250-RA	JC_05513-RA
OG0005293	HEL_003327-RA	JC_14532-RA
OG0005294	HEL_010523-RA	JC_03692-RA
OG0005295	HEL_007776-RA	JC_08694-RA
OG0005296	HEL_012420-RA	JC_01558-RA
OG0005297	HEL_003518-RA	JC_07378-RA
OG0005298	HEL_001764-RA	JC_00788-RA
OG0005299	HEL_009014-RA	JC_11422-RA
OG0005300	HEL_012421-RA	JC_01556-RA
OG0005302	HEL_003519-RA	JC_07379-RA
OG0005303	HEL_005245-RA	JC_05509-RA
OG0005304	HEL_005244-RA	JC_05508-RA
OG0005305	HEL_011748-RA	JC_16630-RA
OG0005306	HEL_009015-RA	JC_11421-RA
OG0005307	HEL_005243-RA	JC_05507-RA
OG0005308	HEL_005251-RA	JC_05514-RA
OG0005309	HEL_011702-RA, HEL_011701-RA	JC_16776-RA
OG0005310	HEL_009018-RA	JC_11420-RA
OG0005311	HEL_011709-RA	JC_16778-RA
OG0005312	HEL_002087-RA	JC_12968-RA
OG0005314	HEL_009021-RA	JC_11417-RA
OG0005315	HEL_000788-RA	JC_06819-RA
OG0005316	HEL_000475-RA	JC_14114-RA
OG0005317	HEL_013240-RA	JC_02275-RA
OG0005318	HEL_011243-RA	JC_16001-RA
OG0005319	HEL_012427-RA	JC_01550-RA
OG0005320	HEL_010536-RA	JC_03698-RA
OG0005321	HEL_005675-RA	JC_10567-RA
OG0005322	HEL_010537-RA	JC_03699-RA
OG0005323	HEL_013520-RA	JC_14876-RA
OG0005324	HEL_010538-RA	JC_03701-RA
OG0005325	HEL_008219-RA	JC_10326-RA
OG0005326	HEL_013242-RA	JC_02273-RA
OG0005327	HEL_013521-RA	JC_14873-RA
OG0005328	HEL_001766-RA	JC_00791-RA
OG0005330	HEL_005238-RA	JC_05501-RA
OG0005331	HEL_008886-RA	JC_11408-RA
OG0005332	HEL_005237-RA	JC_05500-RA
OG0005333	HEL_010545-RA	JC_03706-RA
OG0005334	HEL_008885-RA	JC_11407-RA
OG0005335	HEL_008214-RA	JC_10333-RA
OG0005336	HEL_008212-RA	JC_10334-RA
OG0005337	HEL_008211-RA	JC_10335-RA
OG0005338	HEL_003531-RA	JC_07402-RA
OG0005339	HEL_013176-RA	JC_06134-RA
OG0005340	HEL_003532-RA	JC_07403-RA
OG0005341	HEL_000478-RA	JC_14119-RA
OG0005342	HEL_000479-RA	JC_14120-RA
OG0005343	HEL_011719-RA	JC_16779-RA
OG0005344	HEL_013171-RA	JC_06128-RA
OG0005345	HEL_014295-RA	JC_10253-RA
OG0005346	HEL_000480-RA	JC_14122-RA
OG0005349	HEL_010149-RA	JC_16275-RA
OG0005350	HEL_000789-RA	JC_06820-RA
OG0005351	HEL_011736-RA	JC_16782-RA
OG0005352	HEL_011263-RA	JC_16012-RA
OG0005353	HEL_000790-RA	JC_06821-RA
OG0005355	HEL_005687-RA	JC_10576-RA
OG0005356	HEL_001777-RA	JC_00800-RA
OG0005357	HEL_014299-RA	JC_10248-RA
OG0005358	HEL_005688-RA	JC_10577-RA
OG0005359	HEL_014300-RA	JC_10247-RA
OG0005360	HEL_003535-RA	JC_07405-RA
OG0005361	HEL_000487-RA	JC_14128-RA
OG0005362	HEL_013063-RA	JC_16740-RA, JC_16743-RA
OG0005363	HEL_004597-RA	JC_15624-RA
OG0005364	HEL_014302-RA	JC_10246-RA
OG0005365	HEL_010147-RA	JC_16279-RA
OG0005366	HEL_014303-RA	JC_10245-RA
OG0005367	HEL_011268-RA	JC_16015-RA
OG0005368	HEL_003320-RA	JC_14516-RA
OG0005370	HEL_003958-RA	JC_02330-RA
OG0005371	HEL_007575-RA	JC_04508-RA
OG0005373	HEL_005235-RA	JC_05497-RA
OG0005374	HEL_013168-RA	JC_06122-RA
OG0005375	HEL_012434-RA	JC_01537-RA
OG0005376	HEL_013525-RA	JC_14868-RA
OG0005377	HEL_005426-RA	JC_15591-RA
OG0005378	HEL_003539-RA	JC_07412-RA
OG0005379	HEL_005689-RA	JC_10581-RA
OG0005380	HEL_013261-RA	JC_02302-RA
OG0005381	HEL_005690-RA	JC_10582-RA
OG0005382	HEL_011724-RA	JC_16643-RA
OG0005383	HEL_003317-RA	JC_14512-RA
OG0005384	HEL_002274-RA	JC_07972-RA
OG0005385	HEL_005028-RA	JC_14511-RA
OG0005386	HEL_013258-RA	JC_02300-RA
OG0005387	HEL_012440-RA	JC_01530-RA
OG0005388	HEL_010204-RA	JC_09781-RA
OG0005389	HEL_011178-RA	JC_11340-RA
OG0005390	HEL_003599-RA	JC_12410-RA
OG0005392	HEL_005029-RA	JC_14510-RA
OG0005393	HEL_003954-RA	JC_02327-RA
OG0005394	HEL_007798-RA	JC_08714-RA
OG0005395	HEL_005030-RA	JC_14509-RA
OG0005396	HEL_011273-RA	JC_16020-RA
OG0005397	HEL_000493-RA	JC_14139-RA
OG0005398	HEL_005232-RA	JC_05494-RA
OG0005399	HEL_002278-RA	JC_07979-RA
OG0005400	HEL_005428-RA	JC_15594-RA
OG0005401	HEL_005231-RA	JC_05493-RA
OG0005402	HEL_010142-RA	JC_16286-RA
OG0005403	HEL_002281-RA	JC_07982-RA
OG0005404	HEL_005429-RA	JC_15595-RA
OG0005405	HEL_003952-RA	JC_02325-RA
OG0005406	HEL_012444-RA	JC_01528-RA
OG0005407	HEL_009709-RA	JC_05634-RA
OG0005408	HEL_003951-RA	JC_02324-RA
OG0005409	HEL_005225-RA	JC_05487-RA
OG0005410	HEL_011276-RA	JC_16023-RA
OG0005411	HEL_003950-RA	JC_02323-RA
OG0005412	HEL_003949-RA	JC_02320-RA
OG0005413	HEL_002282-RA	JC_07985-RA
OG0005414	HEL_010271-RA	JC_03595-RA
OG0005415	HEL_011278-RA	JC_16025-RA
OG0005416	HEL_003544-RA	JC_07419-RA
OG0005417	HEL_003543-RA	JC_07420-RA
OG0005419	HEL_005431-RA	JC_15597-RA
OG0005420	HEL_011743-RA	JC_16633-RA
OG0005421	HEL_005040-RA	JC_14500-RA
OG0005422	HEL_010559-RA	JC_03717-RA
OG0005424	HEL_003591-RA	JC_12402-RA
OG0005425	HEL_005041-RA	JC_14498-RA
OG0005426	HEL_013161-RA	JC_06116-RA
OG0005427	HEL_007571-RA	JC_04515-RA
OG0005428	HEL_009713-RA	JC_05631-RA
OG0005429	HEL_006395-RA	JC_10204-RA
OG0005430	HEL_010562-RA	JC_03720-RA
OG0005431	HEL_010563-RA	JC_03721-RA
OG0005432	HEL_005695-RA	JC_10590-RA
OG0005433	HEL_008865-RA	JC_11386-RA
OG0005434	HEL_005696-RA	JC_10592-RA
OG0005436	HEL_013251-RA	JC_02293-RA
OG0005438	HEL_012448-RA	JC_01522-RA
OG0005439	HEL_006396-RA	JC_10202-RA
OG0005440	HEL_011820-RA	JC_14866-RA
OG0005441	HEL_010565-RA	JC_03724-RA
OG0005442	HEL_012452-RA	JC_01519-RA
OG0005443	HEL_001792-RA	JC_00831-RA
OG0005444	HEL_010566-RA	JC_03725-RA
OG0005445	HEL_002103-RA	JC_12952-RA
OG0005446	HEL_001795-RA	JC_00828-RA
OG0005447	HEL_001796-RA	JC_00829-RA
OG0005448	HEL_010568-RA	JC_03727-RA
OG0005449	HEL_001797-RA	JC_00827-RA
OG0005450	HEL_002104-RA	JC_12951-RA
OG0005451	HEL_011284-RA	JC_16035-RA
OG0005452	HEL_010569-RA	JC_03729-RA
OG0005453	HEL_003587-RA	JC_12399-RA
OG0005454	HEL_011136-RA	JC_06149-RA
OG0005455	HEL_009717-RA	JC_05626-RA
OG0005456	HEL_009361-RA	JC_14907-RA
OG0005457	HEL_002285-RA	JC_07990-RA
OG0005458	HEL_010570-RA	JC_03731-RA
OG0005459	HEL_003585-RA	JC_12395-RA
OG0005460	HEL_005049-RA	JC_14487-RA
OG0005461	HEL_012454-RA	JC_01518-RA
OG0005462	HEL_005052-RA	JC_14485-RA
OG0005463	HEL_005699-RA	JC_10598-RA
OG0005465	HEL_005053-RA	JC_14483-RA
OG0005466	HEL_003617-RA	JC_12392-RA
OG0005467	HEL_005055-RA	JC_14480-RA
OG0005468	HEL_010265-RA	JC_03587-RA
OG0005469	HEL_006402-RA	JC_10194-RA
OG0005470	HEL_011132-RA	JC_06154-RA
OG0005471	HEL_006403-RA	JC_10193-RA
OG0005472	HEL_005056-RA	JC_14479-RA
OG0005473	HEL_010212-RA	JC_09787-RA
OG0005474	HEL_010213-RA	JC_09788-RA
OG0005475	HEL_009721-RA	JC_05622-RA
