Orthogroup	Maniola_hyperantus	Heliconius_melpomene_melpomene
OG0003890	XP_034826932.1	HMEL004486g1.t1
OG0003891	XP_034831143.1	HMEL007901g1.t1
OG0003892	XP_034834816.1	HMEL008354g1.t1
OG0003893	XP_034838420.1	HMEL037416g1.t1
OG0003894	XP_034835341.1	HMEL032539g1.t1
OG0003895	XP_034837327.1	HMEL010671g1.t1
OG0003896	XP_034836314.1	HMEL007856-RA
OG0003897	XP_034827457.1	HMEL022008g1.t1
OG0003898	XP_034838811.1	HMEL022567g1.t1
OG0003899	XP_034826094.1	HMEL031355g1.t1
OG0003900	XP_034836489.1	HMEL003058-RA
OG0003902	XP_034838421.1	HMEL009336g1.t1
OG0003903	XP_034839212.1	HMEL008463g1.t1
OG0003904	XP_034829156.1	HMEL006496g1.t1
OG0003905	XP_034831800.1	HMEL017590g1.t1
OG0003906	XP_034831326.1	HMEL007904g1.t1
OG0003907	XP_034825701.1	HMEL033855g1.t1
OG0003908	XP_034825218.1	HMEL018050g1.t1
OG0003909	XP_034835905.1	HMEL002199g1.t1
OG0003910	XP_034826573.1	HMEL012454g1.t1
OG0003911	XP_034839811.1	HMEL002163g1.t1
OG0003912	XP_034826615.1	HMEL012456g1.t1
OG0003913	XP_034839074.1	HMEL011508g1.t1
OG0003914	XP_034834839.1, XP_034834840.1	HMEL008933g1.t1
OG0003915	XP_034834018.1	HMEL009961g1.t1
OG0003916	XP_034827449.1	HMEL035318g1.t1
OG0003917	XP_034836966.1	HMEL016600g1.t1
OG0003918	XP_034828757.1	HMEL036098g1.t1
OG0003920	XP_034835907.1	HMEL002202g1.t1
OG0003922	XP_034824421.1	HMEL011807g1.t1
OG0003923	XP_034839367.1	HMEL002165g1.t1, HMEL035648g1.t1
OG0003924	XP_034839368.1	HMEL002166g1.t1
OG0003925	XP_034835906.1	HMEL002204g1.t1
OG0003926	XP_034831550.1	HMEL005477g1.t1
OG0003927	XP_034840927.1	HMEL013080g1.t1
OG0003928	XP_034835329.1	HMEL032575g1.t1
OG0003929	XP_034839633.1, XP_034839634.1	HMEL002167g1.t1
OG0003930	XP_034826359.1	HMEL012463g1.t1
OG0003931	XP_034839596.1, XP_034835843.1	HMEL002205g1.t1
OG0003932	XP_034824306.1	HMEL031893g1.t1
OG0003933	XP_034826260.1	HMEL030240g1.t1
OG0003934	XP_034827934.1	HMEL014879g1.t1
OG0003935	XP_034836068.1	HMEL006709g1.t1
OG0003936	XP_034836057.1	HMEL006710g1.t1
OG0003937	XP_034840837.1, XP_034840939.1	HMEL013081-RA
OG0003939	XP_034836542.1	HMEL032178g1.t1
OG0003940	XP_034833684.1	HMEL036486g1.t1
OG0003941	XP_034832759.1	HMEL033643g1.t1
OG0003942	XP_034826115.1	HMEL007959g1.t1
OG0003943	XP_034833720.1	HMEL013039g1.t1, HMEL017963g1.t1
OG0003944	XP_034828709.1	HMEL021532g1.t1, HMEL036129g1.t1
OG0003945	XP_034833369.1	HMEL007156g1.t1
OG0003947	XP_034830046.1	HMEL005355g1.t1
OG0003948	XP_034836821.1	HMEL009223g1.t1
OG0003949	XP_034834824.1	HMEL006719g1.t1
OG0003950	XP_034838583.1	HMEL009348g1.t1
OG0003951	XP_034830426.1	HMEL016735g1.t1
OG0003952	XP_034841458.1	HMEL031156g1.t1
OG0003953	XP_034826664.1	HMEL007536g1.t1
OG0003954	XP_034824213.1, XP_034824211.1	HMEL011325g1.t1
OG0003955	XP_034826343.1	HMEL030247g1.t1
OG0003956	XP_034838571.1	HMEL009352g1.t1
OG0003957	XP_034838056.1	HMEL004581g1.t1
OG0003958	XP_034826322.1	HMEL012479g1.t1
OG0003959	XP_034838567.1, XP_034838566.1	HMEL009354g1.t1
OG0003960	XP_034824290.1	HMEL032380g1.t1
OG0003961	XP_034829394.1	HMEL015332g1.t1
OG0003962	XP_034836554.1	HMEL007546g1.t1, HMEL032125g1.t1
OG0003963	XP_034831064.1	HMEL037550g1.t1, HMEL022457g1.t1
OG0003964	XP_034830896.1	HMEL016737g1.t1
OG0003965	XP_034833343.1	HMEL009923g1.t1
OG0003966	XP_034838069.1	HMEL004437g1.t1
OG0003967	XP_034824446.1, XP_034824445.1	HMEL002519g1.t1
OG0003968	XP_034825452.1	HMEL010418g1.t1
OG0003969	XP_034834057.1	HMEL037922g1.t1
OG0003970	XP_034838600.1	HMEL009358g1.t1
OG0003971	XP_034826207.1	HMEL012487g1.t1
OG0003972	XP_034829556.1	HMEL005357g1.t1
OG0003973	XP_034828316.1	HMEL014155-RA
OG0003974	XP_034835554.1	HMEL032550g1.t1
OG0003975	XP_034831050.1, XP_034831051.1	HMEL017907g1.t1
OG0003976	XP_034832075.1, XP_034832076.1	HMEL012939g1.t1
OG0003977	XP_034829637.1, XP_034829716.1	HMEL012491g1.t1
OG0003978	XP_034836537.1	HMEL032128g1.t1
OG0003979	XP_034836322.1, XP_034836282.1	HMEL033375g1.t1, HMEL007084g1.t1
OG0003981	XP_034832067.1	HMEL012941g1.t1
OG0003982	XP_034836536.1	HMEL032129g1.t1
OG0003983	XP_034837985.1	HMEL034107g1.t1
OG0003984	XP_034832376.1, XP_034832377.1	HMEL012942g1.t1
OG0003985	XP_034829868.1	HMEL005361g1.t1
OG0003986	XP_034829319.1	HMEL009759g1.t1
OG0003987	XP_034826853.1	HMEL020543g1.t1
OG0003989	XP_034838596.1	HMEL008441g1.t1
OG0003990	XP_034833633.1	HMEL031394g1.t1, HMEL035610g1.t1
OG0003991	XP_034824474.1, XP_034824475.1	HMEL031904g1.t1
OG0003992	XP_034832780.1	HMEL010222g1.t1
OG0003993	XP_034836718.1	HMEL034492g1.t1
OG0003994	XP_034838598.1	HMEL008442g1.t1
OG0003995	XP_034837989.1	HMEL004430g1.t1
OG0003996	XP_034834655.1, XP_034834654.1	HMEL002495g1.t1
OG0003997	XP_034837982.1	HMEL004427g1.t1
OG0003998	XP_034832361.1	HMEL012951g1.t1
OG0003999	XP_034837996.1, XP_034837995.1	HMEL034114g1.t1
OG0004000	XP_034832222.1	HMEL012954-RA, HMEL012955-RA
OG0004001	XP_034837981.1	HMEL007792g1.t1
OG0004002	XP_034829320.1, XP_034829321.1	HMEL009749g1.t1
OG0004003	XP_034831056.1	HMEL037545g1.t1
OG0004004	XP_034826924.1	HMEL034800g1.t1
OG0004005	XP_034824972.1	HMEL012816g1.t1
OG0004006	XP_034839503.1	HMEL035632g1.t1
OG0004007	XP_034831195.1	HMEL037544g1.t1
OG0004008	XP_034832549.1	HMEL003575g1.t1
OG0004009	XP_034830835.1	HMEL008266g1.t1
OG0004010	XP_034825485.1	HMEL033844g1.t1
OG0004011	XP_034837034.1	HMEL009230g1.t1
OG0004012	XP_034834566.1	HMEL003037g1.t1
OG0004013	XP_034826562.1	HMEL010994g1.t1
OG0004014	XP_034833666.1	HMEL036506g1.t1
OG0004015	XP_034831422.1	HMEL010032g1.t1
OG0004016	XP_034839318.1	HMEL014711g1.t1
OG0004017	XP_034840495.1	HMEL035112g1.t1
OG0004018	XP_034826782.1	HMEL034798g1.t1
OG0004019	XP_034828781.1	HMEL009379g1.t1
OG0004020	XP_034825223.1	HMEL033837g1.t1
OG0004021	XP_034827803.1	HMEL008336g1.t1
OG0004022	XP_034824448.1	HMEL031908g1.t1
OG0004023	XP_034841229.1	HMEL031139g1.t1
OG0004024	XP_034833917.1	HMEL009106-RA
OG0004025	XP_034828047.1	HMEL008324g1.t1
OG0004026	XP_034836437.1	HMEL032141g1.t1
OG0004027	XP_034824460.1	HMEL014206g1.t1
OG0004028	XP_034833896.1	HMEL005691g1.t1
OG0004029	XP_034827805.1	HMEL015526g1.t1
OG0004030	XP_034827323.1	HMEL012207g1.t1, HMEL034796g1.t1
OG0004031	XP_034838524.1	HMEL015859g1.t1
OG0004032	XP_034840793.1	HMEL003912g1.t1
OG0004033	XP_034824451.1	HMEL031910g1.t1
OG0004034	XP_034827272.1, XP_034827070.1	HMEL022078g1.t1
OG0004035	XP_034834857.1, XP_034834856.1	HMEL012246g1.t1
OG0004036	XP_034841234.1	HMEL015686g1.t1
OG0004037	XP_034834853.1, XP_034834854.1	HMEL012245g1.t1
OG0004038	XP_034838522.1	HMEL015863g1.t1
OG0004039	XP_034840489.1	HMEL005037g1.t1
OG0004040	XP_034837979.1	HMEL034116g1.t1
OG0004041	XP_034837977.1, XP_034837978.1	HMEL014232g1.t1
OG0004044	XP_034838058.1	HMEL014227g1.t1
OG0004045	XP_034835576.1	HMEL032615g1.t1
OG0004046	XP_034829361.1	HMEL002568g1.t1
OG0004047	XP_034830842.1	HMEL006934g1.t1, HMEL006933g1.t1
OG0004048	XP_034833920.1	HMEL005696g1.t1
OG0004049	XP_034838712.1	HMEL037436g1.t1
OG0004049	XP_034838711.1	HMEL015865g1.t1
OG0004050	XP_034837000.1	HMEL013933g1.t1
OG0004051	XP_034838322.1	HMEL034120g1.t1
OG0004052	XP_034838467.1	HMEL015871g1.t1
OG0004053	XP_034831360.1	HMEL006940g1.t1
OG0004055	XP_034833907.1	HMEL014961g1.t1
OG0004056	XP_034838491.1, XP_034838490.1	HMEL015874g1.t1
OG0004057	XP_034834365.1	HMEL035753g1.t1
OG0004058	XP_034839500.1	HMEL013869g1.t1
OG0004059	XP_034829635.1	HMEL037034g1.t1
OG0004060	XP_034825781.1, XP_034825780.1	HMEL005246g1.t1
OG0004061	XP_034828826.1	HMEL036114g1.t1
OG0004063	XP_034832526.1	HMEL004849g1.t1
OG0004064	XP_034832536.1	HMEL004848g1.t1
OG0004065	XP_034840986.1	HMEL015692-RA
OG0004066	XP_034828828.1	HMEL007864g1.t1
OG0004067	XP_034834029.1	HMEL038094g1.t1
OG0004068	XP_034830383.1	HMEL007015g1.t1
OG0004069	XP_034825765.1	HMEL005244g1.t1
OG0004070	XP_034824439.1	HMEL007072g1.t1
OG0004071	XP_034839499.1	HMEL013875g1.t1
OG0004072	XP_034838730.1, XP_034835235.1	HMEL016341g1.t1
OG0004073	XP_034830543.1, XP_034830544.1	HMEL007012g1.t1
OG0004074	XP_034835236.1	HMEL032627g1.t1, HMEL032625g1.t1
OG0004075	XP_034834033.1	HMEL038093g1.t1
OG0004076	XP_034838434.1	HMEL037447g1.t1, HMEL015884g1.t1
OG0004077	XP_034839498.1, XP_034839850.1	HMEL012073g1.t1
OG0004078	XP_034826531.1	HMEL031324g1.t1
OG0004079	XP_034840238.1	HMEL012106g1.t1
OG0004080	XP_034827359.1	HMEL034791g1.t1
OG0004081	XP_034837333.1	HMEL016865g1.t1
OG0004082	XP_034824413.1	HMEL005033g1.t1
OG0004083	XP_034825429.1	HMEL005235g1.t1
OG0004084	XP_034835111.1	HMEL016336g1.t1
OG0004085	XP_034825434.1	HMEL005232g1.t1
OG0004086	XP_034837468.1	HMEL003792g1.t1
OG0004087	XP_034838361.1, XP_034838362.1	HMEL013751g1.t1
OG0004088	XP_034829364.1	HMEL006510g1.t1
OG0004089	XP_034825433.1	HMEL014847g1.t1
OG0004092	XP_034833088.1	HMEL017313g1.t1
OG0004093	XP_034827999.1	HMEL003562g1.t1
OG0004094	XP_034835171.1	HMEL016108-RA
OG0004095	XP_034825675.1, XP_034825676.1	HMEL014850g1.t1
OG0004097	XP_034831485.1	HMEL037697g1.t1
OG0004098	XP_034825865.1	HMEL010775g1.t1
OG0004099	XP_034824056.1	HMEL006265g1.t1
OG0004100	XP_034836703.1	HMEL034529g1.t1
OG0004101	XP_034837565.1	HMEL015660g1.t1
OG0004103	XP_034829271.1	HMEL014940g1.t1
OG0004104	XP_034830697.1	HMEL002318g1.t1
OG0004105	XP_034830670.1	HMEL032783g1.t1
OG0004106	XP_034824059.1	HMEL031129g1.t1, HMEL006259g1.t1
OG0004107	XP_034838050.1	HMEL013352g1.t1
OG0004108	XP_034825369.1	HMEL014859g1.t1
OG0004109	XP_034838080.1	HMEL013351-RA
OG0004110	XP_034824992.1	HMEL014861g1.t1
OG0004111	XP_034826532.1	HMEL004154g1.t1
OG0004112	XP_034824074.1	HMEL031128g1.t1
OG0004113	XP_034835114.1	HMEL004625-RA
OG0004114	XP_034841017.1	HMEL006252g1.t1
OG0004115	XP_034836405.1	HMEL032152g1.t1
OG0004116	XP_034833164.1	HMEL013350g1.t1
OG0004117	XP_034836306.1	HMEL013793g1.t1
OG0004118	XP_034837590.1	HMEL014542g1.t1
OG0004119	XP_034824630.1	HMEL016929g1.t1
OG0004120	XP_034835252.1	HMEL009243g1.t1
OG0004121	XP_034830371.1	HMEL005391g1.t1
OG0004122	XP_034834836.1	HMEL008935g1.t1
OG0004123	XP_034837593.1	HMEL014541g1.t1
OG0004124	XP_034824618.1	HMEL016924g1.t1
OG0004125	XP_034836769.1, XP_034836768.1	HMEL034525g1.t1
OG0004126	XP_034836693.1, XP_034836694.1	HMEL002967g1.t1
OG0004127	XP_034831016.1	HMEL005384g1.t1
OG0004128	XP_034833839.1	HMEL038075g1.t1
OG0004129	XP_034823924.1	HMEL006247g1.t1
OG0004130	XP_034826281.1, XP_034826280.1	HMEL005873g1.t1
OG0004131	XP_034827143.1	HMEL012862g1.t1
OG0004132	XP_034834512.1	HMEL036736g1.t1
OG0004133	XP_034834081.1	HMEL038006g1.t1, HMEL010036g1.t1
OG0004134	XP_034824224.1	HMEL031942g1.t1, HMEL016920g1.t1
OG0004136	XP_034834083.1	HMEL038007g1.t1, HMEL010037g1.t1
OG0004137	XP_034834080.1	HMEL038078g1.t1, HMEL038087g1.t1
OG0004138	XP_034833721.1	HMEL010039g1.t1, HMEL038079g1.t1
OG0004139	XP_034836451.1	HMEL014714g1.t1
OG0004140	XP_034836695.1	HMEL034522g1.t1
OG0004141	XP_034831785.1	HMEL031603g1.t1
OG0004142	XP_034833215.1, XP_034833211.1	HMEL006737g1.t1
OG0004143	XP_034825816.1, XP_034825817.1	HMEL005871g1.t1
OG0004144	XP_034833297.1	HMEL036528g1.t1
OG0004145	XP_034834499.1	HMEL011595g1.t1, HMEL036873g1.t1
OG0004146	XP_034840964.1	HMEL006240g1.t1
OG0004147	XP_034832778.1	HMEL033516g1.t1
OG0004148	XP_034824182.1	HMEL031947g1.t1
OG0004149	XP_034827175.1, XP_034827174.1	HMEL034787g1.t1
OG0004150	XP_034831760.1	HMEL012696g1.t1
OG0004151	XP_034834060.1	HMEL038008g1.t1, HMEL038082g1.t1
OG0004152	XP_034829299.1	HMEL010970g1.t1
OG0004154	XP_034839358.1, XP_034839357.1	HMEL013507g1.t1
OG0004155	XP_034839382.1	HMEL013504g1.t1
OG0004156	XP_034828283.1	HMEL010496g1.t1
OG0004157	XP_034828284.1	HMEL010495g1.t1
OG0004158	XP_034840275.1	HMEL005746g1.t1
OG0004159	XP_034826232.1	HMEL018072g1.t1
OG0004160	XP_034833122.1	HMEL013329g1.t1
OG0004161	XP_034824962.1	HMEL031950g1.t1
OG0004162	XP_034839410.1	HMEL013503g1.t1
OG0004163	XP_034831814.1	HMEL031601g1.t1
OG0004164	XP_034831815.1	HMEL012042g1.t1, HMEL012700g1.t1
OG0004166	XP_034832305.1, XP_034832229.1	HMEL031598g1.t1
OG0004167	XP_034837062.1	HMEL016891g1.t1
OG0004168	XP_034836380.1	HMEL032159g1.t1
OG0004169	XP_034829512.1	HMEL016793g1.t1
OG0004170	XP_034839609.1	HMEL013494g1.t1, HMEL013493g1.t1
OG0004171	XP_034825741.1	HMEL033813g1.t1
OG0004172	XP_034832779.1	HMEL008830g1.t1
OG0004173	XP_034839610.1	HMEL035458g1.t1, HMEL035457g1.t1
OG0004175	XP_034836979.1	HMEL004225g1.t1
OG0004177	XP_034831020.1, XP_034831019.1, XP_034831021.1	HMEL010407g1.t1
OG0004178	XP_034829885.1	HMEL016796g1.t1
OG0004179	XP_034826245.1	HMEL006897g1.t1
OG0004180	XP_034840062.1	HMEL021624g1.t1
OG0004181	XP_034831017.1	HMEL004962g1.t1
OG0004182	XP_034826244.1	HMEL003283g1.t1
OG0004183	XP_034830656.1	HMEL013324g1.t1
OG0004184	XP_034824984.1	HMEL031997g1.t1
OG0004185	XP_034836851.1	HMEL003745g1.t1
OG0004186	XP_034833195.1	HMEL013320g1.t1
OG0004187	XP_034839407.1	HMEL007274g1.t1
OG0004188	XP_034833332.1, XP_034833331.1	HMEL036543g1.t1
OG0004189	XP_034836627.1	HMEL012885g1.t1
OG0004190	XP_034834515.1	HMEL022431g1.t1
OG0004191	XP_034839420.1	HMEL007275g1.t1
OG0004193	XP_034834201.1	HMEL038066g1.t1
OG0004194	XP_034837635.1	HMEL030086g1.t1
OG0004195	XP_034836302.1	HMEL013316g1.t1
OG0004196	XP_034836628.1	HMEL012886g1.t1
OG0004197	XP_034841142.1, XP_034841143.1	HMEL003349g1.t1
OG0004198	XP_034833175.1	HMEL005214g1.t1
OG0004199	XP_034837214.1	HMEL016896g1.t1
OG0004200	XP_034834042.1	HMEL038055g1.t1, HMEL038054g1.t1, HMEL021046g1.t1
OG0004202	XP_034827152.1	HMEL008275g1.t1
OG0004203	XP_034833695.1	HMEL005100g1.t1
OG0004204	XP_034839605.1	HMEL007284g1.t1
OG0004205	XP_034833531.1	HMEL021069g1.t1
OG0004206	XP_034833944.1	HMEL038048g1.t1
OG0004207	XP_034824316.1	HMEL018033g1.t1
OG0004208	XP_034839424.1	HMEL007286g1.t1
OG0004209	XP_034836523.1	HMEL005490g1.t1
OG0004210	XP_034833939.1	HMEL005094g1.t1
OG0004211	XP_034841514.1	HMEL015168g1.t1
OG0004212	XP_034836383.1	HMEL013311g1.t1
OG0004213	XP_034829672.1	HMEL002931g1.t1
OG0004214	XP_034833632.1	HMEL007999g1.t1
OG0004215	XP_034836524.1	HMEL005492g1.t1
OG0004216	XP_034828971.1	HMEL006744g1.t1
OG0004217	XP_034827317.1	HMEL002291g1.t1
OG0004218	XP_034837064.1	HMEL016905g1.t1
OG0004219	XP_034827153.1	HMEL034747g1.t1
OG0004220	XP_034835203.1	HMEL032593g1.t1
OG0004221	XP_034834207.1	HMEL038045g1.t1
OG0004222	XP_034833185.1, XP_034839442.1	HMEL009845g1.t1
OG0004223	XP_034834208.1	HMEL021271g1.t1, HMEL005601g1.t1
OG0004224	XP_034829376.1	HMEL034270g1.t1
OG0004225	XP_034827162.1	HMEL004038g1.t1
OG0004227	XP_034827166.1	HMEL034750g1.t1
OG0004228	XP_034841095.1	HMEL015162g1.t1
OG0004229	XP_034834196.1	HMEL038099g1.t1
OG0004230	XP_034836375.1	HMEL032106g1.t1, HMEL036671g1.t1, HMEL010567g1.t1
OG0004231	XP_034830488.1	HMEL032793g1.t1
OG0004232	XP_034828139.1	HMEL030295g1.t1
OG0004233	XP_034824686.1	HMEL018025g1.t1
OG0004234	XP_034832879.1	HMEL006569g1.t1
OG0004235	XP_034829446.1	HMEL014955g1.t1
OG0004236	XP_034832922.1	HMEL006568g1.t1
OG0004237	XP_034837424.1, XP_034837425.1	HMEL013124g1.t1
OG0004238	XP_034827423.1	HMEL002305g1.t1
OG0004239	XP_034824677.1	HMEL018019g1.t1
OG0004240	XP_034829115.1	HMEL014952g1.t1
OG0004241	XP_034833869.1	HMEL015596g1.t1
OG0004242	XP_034824668.1	HMEL022624g1.t1
OG0004243	XP_034829445.1	HMEL014950g1.t1
OG0004244	XP_034833880.1	HMEL015597g1.t1
OG0004245	XP_034827406.1	HMEL009416g1.t1
OG0004246	XP_034840884.1	HMEL015153g1.t1
OG0004247	XP_034836345.1	HMEL013307g1.t1
OG0004248	XP_034824671.1	HMEL017141g1.t1
OG0004249	XP_034837069.1	HMEL013130g1.t1
OG0004250	XP_034840885.1	HMEL015151g1.t1
OG0004251	XP_034840886.1	HMEL015152g1.t1
OG0004252	XP_034836328.1	HMEL013304g1.t1
OG0004253	XP_034824165.1	HMEL005818g1.t1
OG0004254	XP_034837412.1	HMEL013132g1.t1
OG0004255	XP_034828624.1	HMEL036063g1.t1
OG0004256	XP_034826904.1	HMEL003361g1.t1
OG0004257	XP_034836292.1	HMEL012498g1.t1
OG0004258	XP_034840958.1	HMEL015145g1.t1
OG0004259	XP_034824658.1	HMEL017145g1.t1
OG0004260	XP_034828748.1	HMEL007327g1.t1, HMEL016782g1.t1
OG0004261	XP_034823893.1	HMEL031078g1.t1
OG0004262	XP_034827433.1	HMEL033287g1.t1
OG0004263	XP_034827648.1	HMEL032996g1.t1
OG0004264	XP_034830468.1	HMEL003449g1.t1
OG0004265	XP_034826739.1	HMEL002632g1.t1
OG0004266	XP_034835076.1	HMEL032369g1.t1
OG0004267	XP_034839482.1	HMEL035474g1.t1
OG0004268	XP_034826738.1	HMEL002633g1.t1
OG0004269	XP_034830470.1	HMEL021630g1.t1
OG0004270	XP_034827716.1	HMEL032999g1.t1
OG0004271	XP_034837232.1	HMEL013137g1.t1
OG0004272	XP_034836012.1	HMEL033001g1.t1
OG0004273	XP_034834902.1	HMEL036793g1.t1
OG0004274	XP_034831447.1	HMEL037669g1.t1
OG0004275	XP_034836455.1	HMEL032093g1.t1, HMEL032094g1.t1
OG0004276	XP_034835567.1	HMEL032366g1.t1
OG0004277	XP_034833702.1	HMEL038118g1.t1
OG0004278	XP_034833706.1	HMEL038119g1.t1
OG0004279	XP_034828620.1	HMEL011688g1.t1
OG0004280	XP_034833704.1, XP_034833703.1	HMEL006328g1.t1
OG0004281	XP_034834519.1	HMEL017875g1.t1
OG0004282	XP_034831292.1	HMEL002177g1.t1
OG0004283	XP_034835216.1	HMEL022515-RA, HMEL007604-RA
OG0004284	XP_034835344.1	HMEL033006g1.t1
OG0004285	XP_034828218.1	HMEL015630g1.t1
OG0004286	XP_034835753.1	HMEL030822g1.t1
OG0004287	XP_034839602.1	HMEL035493g1.t1, HMEL038169g1.t1
OG0004288	XP_034831154.1	HMEL016333g1.t1
OG0004289	XP_034825231.1	HMEL016695g1.t1
OG0004290	XP_034835763.1	HMEL012511g1.t1
OG0004291	XP_034827691.1	HMEL015628g1.t1
OG0004292	XP_034826315.1	HMEL015388g1.t1
OG0004293	XP_034832013.1	HMEL017560g1.t1
OG0004294	XP_034825144.1	HMEL006796g1.t1
OG0004295	XP_034825242.1	HMEL033804g1.t1
OG0004296	XP_034834553.1	HMEL011342g1.t1
OG0004297	XP_034829789.1	HMEL003901g1.t1
OG0004298	XP_034829272.1	HMEL014939g1.t1
OG0004300	XP_034832014.1	HMEL031636g1.t1
OG0004301	XP_034834526.1	HMEL011348g1.t1
OG0004302	XP_034829858.1, XP_034829857.1	HMEL003900g1.t1
OG0004303	XP_034828612.1	HMEL007041g1.t1
OG0004304	XP_034831859.1	HMEL031640g1.t1
OG0004305	XP_034839707.1	HMEL008775g1.t1
OG0004306	XP_034834518.1	HMEL011349g1.t1
OG0004307	XP_034837243.1	HMEL013144g1.t1
OG0004308	XP_034827801.1	HMEL007053g1.t1
OG0004309	XP_034837648.1	HMEL015003g1.t1
OG0004311	XP_034825255.1	HMEL016704g1.t1
OG0004312	XP_034832400.1	HMEL031645g1.t1
OG0004313	XP_034829900.1	HMEL003895g1.t1
OG0004314	XP_034831147.1	HMEL016330g1.t1
OG0004315	XP_034829906.1	HMEL003894g1.t1
OG0004316	XP_034834528.1	HMEL011356g1.t1
OG0004317	XP_034835643.1	HMEL004782g1.t1
OG0004318	XP_034836529.1, XP_034836530.1	HMEL032096g1.t1
OG0004319	XP_034829904.1, XP_034830064.1	HMEL003892g1.t1
OG0004320	XP_034840662.1	HMEL006790g1.t1
OG0004321	XP_034832887.1	HMEL012308g1.t1
OG0004322	XP_034826273.1	HMEL003281g1.t1, HMEL017164g1.t1
OG0004323	XP_034826270.1	HMEL010777g1.t1
OG0004324	XP_034835597.1	HMEL020039g1.t1
OG0004325	XP_034840650.1	HMEL004702g1.t1
OG0004326	XP_034834692.1	HMEL012517g1.t1
OG0004327	XP_034829651.1	HMEL003890g1.t1
OG0004328	XP_034838156.1	HMEL002389g1.t1
OG0004329	XP_034825597.1	HMEL006827g1.t1
OG0004330	XP_034840641.1	HMEL035184g1.t1
OG0004331	XP_034827439.1	HMEL033299g1.t1
OG0004332	XP_034830653.1	HMEL008878g1.t1
OG0004333	XP_034828011.1	HMEL014353g1.t1
OG0004334	XP_034826733.1	HMEL006583g1.t1
OG0004335	XP_034826732.1	HMEL009569g1.t1
OG0004336	XP_034826264.1	HMEL030658g1.t1
OG0004337	XP_034827444.1	HMEL014359g1.t1
OG0004338	XP_034832870.1	HMEL012301g1.t1
OG0004339	XP_034834185.1	HMEL038133g1.t1, HMEL038134g1.t1
OG0004340	XP_034835852.1	HMEL015018g1.t1
OG0004341	XP_034841358.1	HMEL031089g1.t1, HMEL031088g1.t1
OG0004342	XP_034830221.1, XP_034830220.1	HMEL008899g1.t1
OG0004343	XP_034826269.1	HMEL030657g1.t1
OG0004344	XP_034836407.1	HMEL032102g1.t1
OG0004345	XP_034841062.1	HMEL011725g1.t1
OG0004346	XP_034833595.1	HMEL017810g1.t1
OG0004347	XP_034835890.1, XP_034835889.1	HMEL015013g1.t1
OG0004348	XP_034825729.1	HMEL005885g1.t1
OG0004349	XP_034841529.1	HMEL031092g1.t1
OG0004350	XP_034832508.1	HMEL010215g1.t1
OG0004351	XP_034834140.1	HMEL038141g1.t1
OG0004352	XP_034833413.1	HMEL012136g1.t1
OG0004353	XP_034839772.1	HMEL013477g1.t1
OG0004354	XP_034835892.1	HMEL015008g1.t1
OG0004356	XP_034825637.1	HMEL005890g1.t1
OG0004357	XP_034841528.1	HMEL011733g1.t1
OG0004358	XP_034829969.1	HMEL037059g1.t1
OG0004359	XP_034839422.1	HMEL013474g1.t1
OG0004360	XP_034832337.1	HMEL011969g1.t1
OG0004361	XP_034831188.1, XP_034831189.1	HMEL017400g1.t1
OG0004362	XP_034836266.1	HMEL014863g1.t1, HMEL032090g1.t1
OG0004363	XP_034828297.1	HMEL014369g1.t1
OG0004364	XP_034835463.1	HMEL032333g1.t1
OG0004365	XP_034827125.1	HMEL005109g1.t1
OG0004366	XP_034832217.1	HMEL011974g1.t1
OG0004367	XP_034841213.1	HMEL031095g1.t1
OG0004368	XP_034839705.1	HMEL008784g1.t1
OG0004369	XP_034826559.1	HMEL007591g1.t1
OG0004370	XP_034834164.1	HMEL004956g1.t1
OG0004371	XP_034834384.1	HMEL021748g1.t1
OG0004372	XP_034834149.1, XP_034834150.1	HMEL004954g1.t1
OG0004373	XP_034828367.1	HMEL013806g1.t1, HMEL007690g1.t1
OG0004374	XP_034841157.1	HMEL011747g1.t1
OG0004375	XP_034833887.1	HMEL006686g1.t1
OG0004376	XP_034830228.1	HMEL037067g1.t1
OG0004377	XP_034824177.1	HMEL031096g1.t1
OG0004379	XP_034833244.1	HMEL016527g1.t1
OG0004380	XP_034825633.1	HMEL016459g1.t1
OG0004381	XP_034839719.1, XP_034839721.1	HMEL002819g1.t1
OG0004382	XP_034841132.1	HMEL011753g1.t1, HMEL011752g1.t1
OG0004383	XP_034826596.1	HMEL006079g1.t1
OG0004384	XP_034831688.1, XP_034831689.1	HMEL002408g1.t1
OG0004385	XP_034826716.1	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1
OG0004387	XP_034833583.1	HMEL036346g1.t1
OG0004388	XP_034837681.1	HMEL035099g1.t1
OG0004389	XP_034825631.1	HMEL033710g1.t1
OG0004390	XP_034831577.1	HMEL037630g1.t1
OG0004391	XP_034830369.1	HMEL009848g1.t1
OG0004392	XP_034837341.1	HMEL030800g1.t1
OG0004393	XP_034841128.1	HMEL011761g1.t1
OG0004394	XP_034835768.1	HMEL004642g1.t1
OG0004395	XP_034824835.1	HMEL015650g1.t1
OG0004396	XP_034838264.1	HMEL005943g1.t1
OG0004397	XP_034836196.1	HMEL004646g1.t1
OG0004400	XP_034836636.1	HMEL032087g1.t1
OG0004401	XP_034833576.1	HMEL016535g1.t1
