Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0004736	XP_034831783.1	Bany_04196-RA, Bany_04195-RA
OG0004737	XP_034828230.1, XP_034828229.1	Bany_01742-RA
OG0004738	XP_034839510.1	Bany_07834-RA
OG0004739	XP_034829910.1, XP_034829911.1	Bany_12422-RA
OG0004740	XP_034827818.1	Bany_01748-RA
OG0004741	XP_034839861.1	Bany_03386-RA
OG0004742	XP_034832140.1	Bany_04209-RA
OG0004743	XP_034840909.1	Bany_00832-RA
OG0004744	XP_034840954.1	Bany_00835-RA
OG0004745	XP_034840148.1	Bany_03395-RA
OG0004746	XP_034840458.1	Bany_04215-RA
OG0004747	XP_034840303.1	Bany_04216-RA
OG0004748	XP_034840420.1	Bany_03398-RA
OG0004749	XP_034832782.1	Bany_04217-RA
OG0004750	XP_034840444.1	Bany_03399-RA
OG0004751	XP_034824263.1	Bany_10537-RA
OG0004752	XP_034826910.1	Bany_04226-RA
OG0004753	XP_034841205.1	Bany_00843-RA
OG0004754	XP_034830766.1, XP_034830855.1	Bany_08637-RA
OG0004755	XP_034827928.1	Bany_01770-RA
OG0004756	XP_034830765.1	Bany_08645-RA, Bany_08643-RA
OG0004757	XP_034827916.1	Bany_01771-RA
OG0004758	XP_034830548.1	Bany_08648-RA
OG0004759	XP_034827989.1	Bany_01786-RA
OG0004760	XP_034825479.1	Bany_04242-RA
OG0004762	XP_034824895.1	Bany_04243-RA
OG0004763	XP_034837041.1	Bany_05091-RA
OG0004764	XP_034827912.1	Bany_01801-RA
OG0004765	XP_034833183.1	Bany_04248-RA
OG0004766	XP_034828142.1	Bany_04249-RA
OG0004767	XP_034841211.1	Bany_00855-RA
OG0004768	XP_034835083.1	Bany_05100-RA
OG0004769	XP_034833407.1	Bany_04260-RA, Bany_04261-RA
OG0004770	XP_034834784.1	Bany_04266-RA
OG0004771	XP_034840416.1	Bany_03428-RA
OG0004772	XP_034826634.1	Bany_02588-RA
OG0004773	XP_034825905.1	Bany_02590-RA
OG0004774	XP_034825412.1	Bany_05847-RA
OG0004775	XP_034839235.1	Bany_07874-RA
OG0004776	XP_034826217.1	Bany_02603-RA
OG0004777	XP_034841091.1	Bany_00864-RA
OG0004780	XP_034840979.1	Bany_04286-RA
OG0004781	XP_034826648.1	Bany_02630-RA
OG0004782	XP_034839239.1	Bany_07886-RA
OG0004783	XP_034839464.1	Bany_07892-RA
OG0004784	XP_034839178.1	Bany_07896-RA
OG0004785	XP_034839538.1	Bany_07900-RA
OG0004786	XP_034833606.1	Bany_05148-RA
OG0004787	XP_034833412.1	Bany_05160-RA
OG0004788	XP_034839184.1	Bany_07915-RA
OG0004789	XP_034839189.1, XP_034839188.1	Bany_07920-RA
OG0004790	XP_034839187.1, XP_034839186.1	Bany_07921-RA
OG0004791	XP_034839297.1	Bany_07922-RA
OG0004849	XP_034837351.1	Bany_17686-RA
OG0004850	XP_034831139.1	Bany_18171-RA
OG0004851	XP_034839286.1	Bany_07168-RA
OG0004852	XP_034836606.1	Bany_16439-RA
OG0004853	XP_034837359.1	Bany_17687-RA
OG0004854	XP_034836053.1	Bany_16927-RA
OG0004855	XP_034840338.1	Bany_02635-RA
OG0004856	XP_034836596.1	Bany_16440-RA
OG0004857	XP_034834273.1	Bany_09325-RA
OG0004859	XP_034829509.1	Bany_15435-RA
OG0004860	XP_034836221.1	Bany_16931-RA
OG0004861	XP_034837021.1	Bany_17402-RA
OG0004862	XP_034835790.1	Bany_16932-RA
OG0004863	XP_034839414.1	Bany_07169-RA
OG0004864	XP_034830000.1	Bany_11826-RA
OG0004865	XP_034837396.1	Bany_17693-RA
OG0004866	XP_034833196.1	Bany_14879-RA
OG0004867	XP_034834274.1	Bany_14253-RA
OG0004868	XP_034823960.1	Bany_03451-RA
OG0004869	XP_034836098.1	Bany_16934-RA
OG0004870	XP_034837373.1	Bany_17694-RA
OG0004871	XP_034841003.1	Bany_00004-RA
OG0004872	XP_034833198.1	Bany_14880-RA
OG0004873	XP_034836842.1	Bany_17403-RA
OG0004874	XP_034824905.1	Bany_09898-RA
OG0004875	XP_034829505.1	Bany_15441-RA
OG0004877	XP_034826134.1	Bany_01813-RA
OG0004878	XP_034839418.1	Bany_07171-RA
OG0004879	XP_034833193.1	Bany_14884-RA
OG0004880	XP_034838244.1	Bany_12446-RA
OG0004881	XP_034826791.1	Bany_05868-RA
OG0004882	XP_034834914.1	Bany_14257-RA
OG0004883	XP_034828699.1	Bany_10543-RA
OG0004884	XP_034833194.1	Bany_14885-RA
OG0004885	XP_034829191.1	Bany_15445-RA
OG0004886	XP_034828588.1	Bany_03460-RA
OG0004887	XP_034824916.1	Bany_09903-RA
OG0004888	XP_034834770.1	Bany_14261-RA
OG0004889	XP_034833189.1	Bany_14889-RA
OG0004890	XP_034829622.1	Bany_11834-RA
OG0004891	XP_034831872.1	Bany_08658-RA
OG0004892	XP_034826794.1	Bany_05870-RA
OG0004895	XP_034834493.1	Bany_14267-RA
OG0004896	XP_034839381.1	Bany_07174-RA
OG0004897	XP_034831205.1	Bany_13616-RA
OG0004898	XP_034840497.1	Bany_02649-RA
OG0004899	XP_034824918.1	Bany_09910-RA
OG0004900	XP_034828409.1	Bany_10551-RA
OG0004901	XP_034830255.1	Bany_07928-RA
OG0004902	XP_034829175.1	Bany_15453-RA
OG0004903	XP_034838165.1	Bany_12459-RA
OG0004904	XP_034832259.1	Bany_08663-RA
OG0004905	XP_034834267.1	Bany_09344-RA
OG0004906	XP_034827745.1	Bany_00935-RA
OG0004907	XP_034837579.1	Bany_06557-RA
OG0004908	XP_034839343.1	Bany_07181-RA
OG0004909	XP_034826819.1	Bany_05874-RA
OG0004910	XP_034836101.1	Bany_16944-RA
OG0004911	XP_034836106.1	Bany_16945-RA
OG0004912	XP_034828381.1	Bany_10553-RA
OG0004913	XP_034837712.1	Bany_06558-RA
OG0004914	XP_034837507.1	Bany_06559-RA
OG0004915	XP_034828402.1	Bany_10554-RA
OG0004916	XP_034824908.1	Bany_09917-RA
OG0004917	XP_034828135.1	Bany_00939-RA
OG0004918	XP_034830918.1	Bany_07936-RA
OG0004919	XP_034828138.1	Bany_00940-RA
OG0004920	XP_034830438.1	Bany_07937-RA
OG0004921	XP_034824896.1	Bany_09918-RA
OG0004922	XP_034824910.1	Bany_09919-RA
OG0004923	XP_034834866.1	Bany_14271-RA
OG0004924	XP_034836860.1	Bany_05916-RA
OG0004925	XP_034835990.1	Bany_16952-RA
OG0004926	XP_034835165.1	Bany_11140-RA
OG0004928	XP_034833672.1	Bany_14894-RA
OG0004929	XP_034835995.1	Bany_16953-RA
OG0004930	XP_034835168.1	Bany_11142-RA
OG0004931	XP_034835267.1	Bany_11143-RA
OG0004932	XP_034839068.1	Bany_16044-RA
OG0004933	XP_034828133.1	Bany_00944-RA
OG0004934	XP_034837389.1	Bany_17702-RA
OG0004935	XP_034829484.1	Bany_15463-RA
OG0004936	XP_034835707.1	Bany_11144-RA
OG0004937	XP_034832725.1	Bany_13032-RA
OG0004938	XP_034827750.1	Bany_00946-RA
OG0004939	XP_034829766.1	Bany_11837-RA
OG0004940	XP_034825894.1	Bany_01847-RA
OG0004941	XP_034836755.1	Bany_17408-RA
OG0004942	XP_034831206.1	Bany_13623-RA
OG0004943	XP_034837379.1	Bany_17704-RA
OG0004944	XP_034830425.1	Bany_07940-RA
OG0004945	XP_034836041.1	Bany_14905-RA
OG0004946	XP_034825049.1	Bany_05193-RA
OG0004947	XP_034832293.1	Bany_08676-RA
OG0004948	XP_034826965.1	Bany_05885-RA
OG0004949	XP_034824889.1	Bany_09921-RA
OG0004950	XP_034837404.1	Bany_17706-RA
OG0004951	XP_034838146.1	Bany_12470-RA
OG0004952	XP_034830612.1	Bany_07944-RA
OG0004953	XP_034829552.1	Bany_11841-RA
OG0004954	XP_034824890.1	Bany_09922-RA
OG0004955	XP_034840792.1	Bany_02652-RA
OG0004956	XP_034832287.1	Bany_08677-RA
OG0004958	XP_034824924.1	Bany_09924-RA
OG0004959	XP_034840791.1	Bany_02654-RA
OG0004960	XP_034840794.1	Bany_02656-RA
OG0004961	XP_034839349.1	Bany_07187-RA
OG0004962	XP_034824892.1	Bany_09925-RA
OG0004963	XP_034832166.1	Bany_04326-RA
OG0004964	XP_034831526.1	Bany_13629-RA
OG0004966	XP_034837348.1	Bany_17710-RA
OG0004968	XP_034829046.1	Bany_15480-RA
OG0004969	XP_034839430.1	Bany_07191-RA
OG0004970	XP_034828403.1	Bany_10564-RA
OG0004971	XP_034828130.1	Bany_00956-RA
OG0004972	XP_034826795.1	Bany_05889-RA
OG0004973	XP_034835806.1	Bany_16956-RA
OG0004974	XP_034828129.1	Bany_00957-RA
OG0004975	XP_034829041.1	Bany_15485-RA
OG0004977	XP_034829475.1	Bany_15486-RA
OG0004978	XP_034839405.1	Bany_07197-RA
OG0004979	XP_034829042.1	Bany_15487-RA
OG0004980	XP_034826784.1	Bany_05892-RA
OG0004981	XP_034828388.1	Bany_10569-RA
OG0004982	XP_034835023.1	Bany_14285-RA
OG0004983	XP_034837037.1	Bany_17415-RA
OG0004984	XP_034841241.1	Bany_00022-RA
OG0004985	XP_034835025.1	Bany_14286-RA
OG0004986	XP_034829773.1	Bany_11848-RA
OG0004987	XP_034835021.1	Bany_14287-RA
OG0004988	XP_034828384.1	Bany_10572-RA
OG0004989	XP_034835024.1	Bany_14288-RA
OG0004990	XP_034826817.1	Bany_05895-RA
OG0004991	XP_034836071.1	Bany_17156-RA
OG0004992	XP_034835019.1	Bany_14290-RA
OG0004993	XP_034831038.1	Bany_13637-RA
OG0004994	XP_034832413.1	Bany_08687-RA
OG0004995	XP_034831067.1	Bany_13638-RA
OG0004996	XP_034824223.1	Bany_03480-RA
OG0004997	XP_034824235.1	Bany_03482-RA
OG0004998	XP_034829092.1	Bany_15489-RA
OG0005000	XP_034825983.1	Bany_13904-RA, Bany_01866-RA
OG0005001	XP_034826816.1	Bany_05897-RA
OG0005002	XP_034831434.1	Bany_13643-RA
OG0005003	XP_034831435.1	Bany_13644-RA
OG0005004	XP_034826144.1	Bany_01867-RA
OG0005005	XP_034831433.1	Bany_13645-RA
OG0005006	XP_034831437.1	Bany_13646-RA
OG0005007	XP_034824099.1	Bany_03483-RA
OG0005008	XP_034826792.1	Bany_05898-RA
OG0005009	XP_034836829.1	Bany_17420-RA
OG0005010	XP_034831428.1	Bany_13647-RA
OG0005011	XP_034831436.1	Bany_13651-RA
OG0005012	XP_034825527.1	Bany_05204-RA
OG0005013	XP_034838183.1	Bany_12488-RA
OG0005014	XP_034837717.1	Bany_06565-RA
OG0005015	XP_034825305.1	Bany_05207-RA
OG0005016	XP_034825855.1	Bany_01872-RA
OG0005017	XP_034837573.1	Bany_06567-RA
OG0005018	XP_034837141.1	Bany_17718-RA
OG0005019	XP_034830457.1	Bany_07958-RA
OG0005020	XP_034834922.1	Bany_14293-RA
OG0005021	XP_034834446.1	Bany_14294-RA
OG0005022	XP_034830460.1	Bany_07959-RA
OG0005023	XP_034834447.1	Bany_14295-RA
OG0005024	XP_034830453.1	Bany_07960-RA
OG0005025	XP_034825303.1	Bany_05212-RA
OG0005026	XP_034830850.1	Bany_07961-RA
OG0005027	XP_034826693.1	Bany_05903-RA
OG0005028	XP_034825322.1	Bany_05213-RA
OG0005029	XP_034825301.1	Bany_05214-RA
OG0005030	XP_034837574.1	Bany_06569-RA
OG0005031	XP_034837422.1	Bany_17721-RA
OG0005032	XP_034834625.1	Bany_14300-RA
OG0005033	XP_034834628.1	Bany_14301-RA
OG0005034	XP_034841251.1	Bany_00026-RA
OG0005035	XP_034834620.1	Bany_14302-RA
OG0005036	XP_034834035.1, XP_034832066.1	Bany_04342-RA
OG0005037	XP_034835973.1	Bany_16970-RA
OG0005038	XP_034835968.1	Bany_16971-RA
OG0005039	XP_034836828.1	Bany_17424-RA
OG0005040	XP_034825299.1	Bany_05215-RA
OG0005041	XP_034838145.1	Bany_12500-RA
OG0005042	XP_034824247.1	Bany_03486-RA
OG0005043	XP_034836569.1	Bany_16483-RA
OG0005044	XP_034826178.1	Bany_01879-RA
OG0005045	XP_034838181.1	Bany_12501-RA
OG0005046	XP_034825321.1	Bany_05218-RA
OG0005047	XP_034826448.1	Bany_01880-RA
OG0005048	XP_034825323.1	Bany_05219-RA
OG0005049	XP_034825966.1	Bany_01881-RA
OG0005050	XP_034837629.1	Bany_06571-RA
OG0005051	XP_034829473.1	Bany_15494-RA
OG0005052	XP_034826062.1	Bany_01882-RA
OG0005053	XP_034836234.1	Bany_16975-RA
OG0005054	XP_034835828.1	Bany_16976-RA
OG0005055	XP_034829747.1	Bany_11850-RA
OG0005056	XP_034840035.1	Bany_02666-RA
OG0005057	XP_034834622.1	Bany_14304-RA
OG0005058	XP_034839740.1	Bany_01884-RA
OG0005059	XP_034841252.1	Bany_00031-RA
OG0005060	XP_034836563.1	Bany_16488-RA, Bany_16489-RA
OG0005061	XP_034831919.1	Bany_08693-RA
OG0005062	XP_034824418.1	Bany_09940-RA
OG0005063	XP_034825356.1	Bany_05222-RA
OG0005064	XP_034835127.1	Bany_11157-RA
OG0005065	XP_034837221.1	Bany_17735-RA
OG0005066	XP_034835830.1	Bany_16977-RA
OG0005067	XP_034837639.1	Bany_06573-RA
OG0005068	XP_034837602.1	Bany_06575-RA
OG0005069	XP_034835829.1	Bany_16980-RA
OG0005070	XP_034835137.1	Bany_11160-RA
OG0005071	XP_034831323.1	Bany_13658-RA
OG0005072	XP_034840302.1	Bany_02667-RA
OG0005073	XP_034831530.1	Bany_13660-RA
OG0005074	XP_034833031.1	Bany_13049-RA
OG0005075	XP_034835132.1	Bany_11163-RA
OG0005076	XP_034828990.1	Bany_15500-RA
OG0005077	XP_034830717.1	Bany_07978-RA
OG0005078	XP_034837481.1	Bany_06578-RA
OG0005079	XP_034832064.1	Bany_08699-RA
OG0005080	XP_034825403.1	Bany_05228-RA
OG0005081	XP_034827251.1	Bany_03495-RA
OG0005083	XP_034836435.1	Bany_16503-RA
OG0005084	XP_034827241.1	Bany_03496-RA
OG0005085	XP_034838808.1	Bany_16093-RA
OG0005086	XP_034835138.1	Bany_11166-RA
OG0005087	XP_034835245.1	Bany_11167-RA
OG0005088	XP_034834498.1	Bany_14310-RA
OG0005089	XP_034836759.1	Bany_17436-RA
OG0005090	XP_034830716.1	Bany_07979-RA
OG0005091	XP_034834349.1	Bany_14311-RA
OG0005092	XP_034834591.1	Bany_14312-RA
OG0005093	XP_034830721.1	Bany_07980-RA
OG0005094	XP_034836132.1	Bany_16989-RA
OG0005095	XP_034836760.1	Bany_17437-RA
OG0005096	XP_034834264.1, XP_034833933.1	Bany_09356-RA
OG0005097	XP_034831404.1	Bany_13664-RA
OG0005098	XP_034831382.1	Bany_13665-RA
OG0005099	XP_034840176.1	Bany_02668-RA
OG0005100	XP_034834864.1	Bany_14313-RA
OG0005101	XP_034834860.1	Bany_14314-RA
OG0005102	XP_034835247.1	Bany_11170-RA
OG0005103	XP_034833503.1	Bany_14929-RA
OG0005104	XP_034831405.1	Bany_13666-RA
OG0005105	XP_034832607.1	Bany_04352-RA
OG0005106	XP_034834862.1	Bany_14316-RA
OG0005107	XP_034835839.1	Bany_16991-RA
OG0005108	XP_034827973.1	Bany_00982-RA
OG0005109	XP_034831396.1	Bany_13668-RA
OG0005110	XP_034839528.1	Bany_07984-RA
OG0005111	XP_034828289.1	Bany_00983-RA
OG0005112	XP_034834924.1	Bany_14317-RA
OG0005113	XP_034835841.1, XP_034835842.1	Bany_16992-RA
OG0005114	XP_034828285.1	Bany_00985-RA
OG0005115	XP_034835857.1	Bany_16994-RA
OG0005116	XP_034835006.1	Bany_14318-RA
OG0005117	XP_034829252.1	Bany_15508-RA
OG0005118	XP_034829255.1	Bany_15509-RA
OG0005119	XP_034841452.1	Bany_03499-RA
OG0005120	XP_034829251.1	Bany_15510-RA
OG0005121	XP_034841217.1	Bany_03500-RA
OG0005122	XP_034828975.1	Bany_15511-RA
OG0005123	XP_034826956.1	Bany_05907-RA
OG0005124	XP_034837497.1	Bany_06586-RA
OG0005125	XP_034835941.1	Bany_16996-RA
OG0005126	XP_034826348.1	Bany_01899-RA
OG0005127	XP_034826331.1	Bany_01900-RA
OG0005128	XP_034839109.1	Bany_16100-RA
OG0005129	XP_034841344.1	Bany_03503-RA
OG0005130	XP_034834189.1	Bany_04367-RA
OG0005131	XP_034828949.1	Bany_15515-RA
OG0005132	XP_034824431.1	Bany_09949-RA
OG0005133	XP_034830315.1	Bany_07988-RA
OG0005134	XP_034837814.1	Bany_12532-RA
OG0005135	XP_034828948.1	Bany_15516-RA
OG0005136	XP_034824432.1	Bany_09950-RA
OG0005137	XP_034831881.1	Bany_08714-RA
OG0005138	XP_034831866.1	Bany_08715-RA
OG0005139	XP_034829373.1	Bany_15519-RA
OG0005140	XP_034838086.1	Bany_12533-RA
OG0005141	XP_034826686.1	Bany_05908-RA
OG0005142	XP_034841513.1	Bany_03506-RA
OG0005143	XP_034829372.1	Bany_15520-RA
OG0005144	XP_034827340.1	Bany_05909-RA
OG0005145	XP_034824690.1	Bany_03508-RA
OG0005146	XP_034835241.1	Bany_11173-RA
OG0005147	XP_034840158.1	Bany_02672-RA
OG0005148	XP_034823970.1	Bany_00037-RA
OG0005149	XP_034831880.1	Bany_08717-RA
OG0005150	XP_034840157.1	Bany_02674-RA
OG0005151	XP_034824506.1	Bany_03511-RA
OG0005152	XP_034831873.1	Bany_08718-RA
OG0005153	XP_034827342.1	Bany_05912-RA
OG0005154	XP_034832562.1	Bany_13062-RA
OG0005155	XP_034833862.1	Bany_09366-RA
OG0005156	XP_034839267.1	Bany_07214-RA
OG0005157	XP_034837469.1	Bany_04375-RA
OG0005158	XP_034833860.1	Bany_09368-RA
OG0005159	XP_034840210.1	Bany_02678-RA
OG0005160	XP_034837419.1	Bany_04377-RA
OG0005161	XP_034832593.1	Bany_13065-RA
OG0005162	XP_034827343.1	Bany_05915-RA
OG0005163	XP_034839157.1	Bany_07217-RA
OG0005164	XP_034825645.1	Bany_05232-RA
OG0005165	XP_034826714.1	Bany_05917-RA
OG0005166	XP_034825521.1	Bany_03514-RA
OG0005167	XP_034840769.1	Bany_02679-RA
OG0005168	XP_034825646.1	Bany_05237-RA
OG0005169	XP_034823969.1	Bany_00042-RA
OG0005170	XP_034825641.1	Bany_05238-RA
OG0005171	XP_034839088.1	Bany_16110-RA, Bany_16109-RA
OG0005172	XP_034823948.1	Bany_00044-RA
OG0005173	XP_034829467.1	Bany_15524-RA
OG0005174	XP_034834067.1	Bany_09373-RA
OG0005175	XP_034838084.1	Bany_12541-RA
OG0005176	XP_034837503.1	Bany_04379-RA
OG0005177	XP_034837726.1	Bany_06594-RA
OG0005178	XP_034836474.1	Bany_16507-RA
OG0005179	XP_034834259.1	Bany_09375-RA
OG0005180	XP_034831402.1	Bany_13684-RA
OG0005180	XP_034831532.1	Bany_13683-RA
OG0005181	XP_034830005.1	Bany_11860-RA
OG0005182	XP_034826892.1	Bany_05922-RA
OG0005183	XP_034837531.1	Bany_04384-RA
OG0005184	XP_034826894.1	Bany_05923-RA
OG0005185	XP_034839277.1	Bany_07223-RA
OG0005186	XP_034836796.1	Bany_17453-RA
OG0005187	XP_034837601.1	Bany_06597-RA
OG0005188	XP_034828343.1	Bany_10649-RA
OG0005190	XP_034837146.1	Bany_17749-RA
OG0005191	XP_034828079.1	Bany_01003-RA
OG0005192	XP_034826895.1	Bany_05929-RA
OG0005194	XP_034831380.1	Bany_13689-RA
OG0005195	XP_034834691.1	Bany_14331-RA
OG0005196	XP_034832663.1, XP_034832662.1	Bany_13093-RA
OG0005197	XP_034837388.1	Bany_04391-RA
OG0005198	XP_034828076.1	Bany_01005-RA
OG0005199	XP_034831399.1	Bany_13693-RA
OG0005200	XP_034835256.1	Bany_11182-RA
OG0005201	XP_034831411.1	Bany_13694-RA
OG0005202	XP_034834937.1	Bany_14334-RA
OG0005203	XP_034823976.1	Bany_00059-RA
OG0005204	XP_034823999.1	Bany_00060-RA
OG0005205	XP_034834258.1	Bany_09390-RA, Bany_09388-RA
OG0005206	XP_034835254.1, XP_034835253.1	Bany_11185-RA
OG0005207	XP_034828354.1	Bany_10656-RA
OG0005208	XP_034838103.1	Bany_12551-RA
OG0005209	XP_034840345.1	Bany_02688-RA
OG0005210	XP_034831403.1	Bany_13697-RA
OG0005211	XP_034837595.1	Bany_04394-RA
OG0005212	XP_034837480.1	Bany_04395-RA
OG0005213	XP_034833008.1	Bany_13102-RA
OG0005214	XP_034838935.1	Bany_16119-RA
OG0005215	XP_034837552.1	Bany_04396-RA
OG0005216	XP_034823977.1	Bany_00065-RA
OG0005217	XP_034838101.1	Bany_12553-RA
OG0005218	XP_034838097.1	Bany_12554-RA
OG0005219	XP_034840814.1	Bany_02690-RA
OG0005220	XP_034831385.1	Bany_13701-RA
OG0005221	XP_034828344.1	Bany_10660-RA
OG0005222	XP_034830477.1	Bany_07995-RA
OG0005223	XP_034835260.1	Bany_11191-RA
OG0005224	XP_034826346.1	Bany_01908-RA
OG0005225	XP_034824721.1	Bany_09960-RA
OG0005226	XP_034825354.1	Bany_05246-RA, Bany_05245-RA
OG0005227	XP_034828793.1	Bany_10662-RA
OG0005228	XP_034825353.1	Bany_05247-RA
OG0005229	XP_034824635.1	Bany_09961-RA
OG0005230	XP_034832943.1	Bany_13107-RA
OG0005231	XP_034831393.1	Bany_13704-RA
OG0005232	XP_034839288.1	Bany_07228-RA
OG0005234	XP_034824642.1	Bany_09965-RA
OG0005235	XP_034834671.1	Bany_14341-RA
OG0005236	XP_034829749.1	Bany_11867-RA
OG0005237	XP_034829748.1	Bany_11868-RA
OG0005238	XP_034824643.1	Bany_09966-RA
OG0005239	XP_034834020.1	Bany_09399-RA
OG0005240	XP_034834739.1	Bany_14343-RA
OG0005241	XP_034824639.1	Bany_09967-RA
OG0005242	XP_034838787.1	Bany_16128-RA
OG0005243	XP_034823958.1	Bany_00072-RA
OG0005244	XP_034840842.1	Bany_00073-RA
OG0005245	XP_034824634.1	Bany_09969-RA
OG0005246	XP_034834025.1	Bany_09400-RA
OG0005247	XP_034828947.1	Bany_15530-RA
OG0005248	XP_034824221.1	Bany_09970-RA
OG0005249	XP_034828946.1	Bany_15531-RA
OG0005250	XP_034824719.1	Bany_09971-RA
OG0005251	XP_034827767.1	Bany_01017-RA
OG0005252	XP_034830888.1	Bany_08000-RA
OG0005254	XP_034838987.1	Bany_16131-RA
OG0005255	XP_034823965.1	Bany_00077-RA
OG0005256	XP_034829810.1	Bany_11873-RA
OG0005257	XP_034836784.1	Bany_17469-RA
OG0005258	XP_034830337.1	Bany_08002-RA
OG0005259	XP_034823995.1	Bany_00079-RA
OG0005260	XP_034829815.1	Bany_11875-RA
OG0005261	XP_034829152.1	Bany_15534-RA
OG0005262	XP_034828951.1	Bany_15535-RA
OG0005263	XP_034825149.1	Bany_05254-RA
OG0005264	XP_034823962.1	Bany_00080-RA
OG0005265	XP_034825150.1	Bany_05255-RA
OG0005266	XP_034827680.1	Bany_01019-RA
OG0005267	XP_034823940.1	Bany_00081-RA
OG0005268	XP_034830887.1	Bany_08006-RA
OG0005269	XP_034832657.1	Bany_13116-RA
OG0005270	XP_034824000.1	Bany_00083-RA
OG0005271	XP_034838588.1	Bany_06609-RA
OG0005272	XP_034840847.1	Bany_03523-RA
OG0005273	XP_034835631.1	Bany_11197-RA
OG0005274	XP_034835627.1	Bany_11198-RA
OG0005275	XP_034829816.1	Bany_11878-RA
OG0005276	XP_034833047.1	Bany_13119-RA
OG0005277	XP_034838993.1	Bany_16135-RA
OG0005278	XP_034832032.1	Bany_08726-RA
OG0005279	XP_034836730.1	Bany_17477-RA
OG0005280	XP_034837205.1	Bany_17757-RA
OG0005281	XP_034833049.1	Bany_13122-RA
OG0005282	XP_034839426.1	Bany_07237-RA
OG0005283	XP_034824427.1	Bany_09974-RA
OG0005285	XP_034835073.1	Bany_11208-RA
OG0005286	XP_034831724.1	Bany_08728-RA
OG0005287	XP_034833152.1	Bany_14954-RA
OG0005288	XP_034827674.1	Bany_01027-RA
OG0005289	XP_034828957.1	Bany_15545-RA
OG0005291	XP_034837039.1	Bany_17478-RA
OG0005292	XP_034828941.1	Bany_15547-RA
OG0005293	XP_034826341.1	Bany_01931-RA
OG0005294	XP_034840712.1	Bany_02702-RA
OG0005295	XP_034829877.1	Bany_11881-RA
OG0005296	XP_034831831.1	Bany_04407-RA
OG0005297	XP_034831716.1	Bany_08733-RA
OG0005298	XP_034841188.1	Bany_00095-RA
OG0005299	XP_034833052.1	Bany_13128-RA, Bany_13129-RA
OG0005300	XP_034831846.1	Bany_04411-RA
OG0005301	XP_034830016.1	Bany_11882-RA
OG0005302	XP_034831725.1	Bany_08734-RA
OG0005303	XP_034828980.1	Bany_15554-RA
OG0005304	XP_034828978.1	Bany_15555-RA
OG0005305	XP_034839005.1	Bany_16147-RA
OG0005306	XP_034832802.1	Bany_13130-RA
OG0005307	XP_034829149.1	Bany_15557-RA
OG0005308	XP_034828942.1	Bany_01939-RA
OG0005309	XP_034838773.1	Bany_16148-RA
OG0005310	XP_034832800.1	Bany_13131-RA
OG0005311	XP_034838998.1	Bany_16149-RA
OG0005312	XP_034836089.1	Bany_17021-RA
OG0005313	XP_034832597.1	Bany_13134-RA
OG0005314	XP_034832594.1	Bany_13136-RA
OG0005315	XP_034831253.1	Bany_13734-RA
OG0005316	XP_034836385.1	Bany_16525-RA
OG0005317	XP_034839268.1	Bany_07241-RA
OG0005318	XP_034838554.1	Bany_06618-RA
OG0005319	XP_034835072.1	Bany_04418-RA
OG0005320	XP_034840705.1	Bany_02708-RA
OG0005321	XP_034834700.1	Bany_14364-RA
OG0005322	XP_034840706.1	Bany_02709-RA
OG0005323	XP_034837042.1	Bany_17773-RA
OG0005324	XP_034840720.1	Bany_02710-RA
OG0005325	XP_034835392.1	Bany_11218-RA
OG0005326	XP_034839265.1	Bany_07243-RA
OG0005327	XP_034837044.1	Bany_17775-RA
OG0005328	XP_034840871.1	Bany_00100-RA
OG0005329	XP_034828998.1	Bany_15564-RA
OG0005330	XP_034828997.1	Bany_15565-RA
OG0005331	XP_034832968.1	Bany_13146-RA
OG0005332	XP_034829465.1	Bany_15566-RA
OG0005333	XP_034840349.1	Bany_02716-RA
OG0005334	XP_034832970.1	Bany_13147-RA
OG0005335	XP_034835387.1	Bany_11223-RA
OG0005336	XP_034835179.1	Bany_11226-RA
OG0005337	XP_034835180.1	Bany_11227-RA
OG0005338	XP_034831721.1	Bany_08744-RA
OG0005339	XP_034828786.1	Bany_10689-RA
OG0005340	XP_034831706.1	Bany_08745-RA
OG0005341	XP_034836518.1	Bany_16529-RA
OG0005342	XP_034836353.1	Bany_16530-RA
OG0005343	XP_034839002.1	Bany_16162-RA
OG0005344	XP_034828678.1	Bany_10692-RA
OG0005345	XP_034835650.1	Bany_11231-RA
OG0005346	XP_034836249.1	Bany_16531-RA
OG0005347	XP_034828222.1	Bany_01035-RA
OG0005348	XP_034828221.1	Bany_01036-RA
OG0005349	XP_034828225.1	Bany_01038-RA
OG0005350	XP_034831539.1	Bany_13736-RA
OG0005351	XP_034838907.1	Bany_16164-RA
OG0005352	XP_034838559.1	Bany_06628-RA
OG0005353	XP_034831094.1	Bany_13737-RA
OG0005354	XP_034839105.1	Bany_16166-RA
OG0005355	XP_034834709.1	Bany_14374-RA
OG0005356	XP_034840872.1	Bany_00112-RA
OG0005357	XP_034835510.1	Bany_11236-RA
OG0005358	XP_034834706.1	Bany_14376-RA
OG0005359	XP_034835705.1	Bany_11238-RA
OG0005360	XP_034831713.1	Bany_08747-RA
OG0005361	XP_034836684.1, XP_034836683.1	Bany_16534-RA
OG0005362	XP_034832417.1	Bany_04432-RA
