Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0005129	XP_034841344.1	DPOGS210894-PA
OG0005130	XP_034834189.1	DPOGS206381-PA
OG0005131	XP_034828949.1	DPOGS203142-PA
OG0005132	XP_034824431.1	DPOGS210062-PA
OG0005133	XP_034830315.1	DPOGS210826-PA
OG0005134	XP_034837814.1	DPOGS214993-PA
OG0005135	XP_034828948.1	DPOGS214532-PA
OG0005136	XP_034824432.1	DPOGS210063-PA
OG0005137	XP_034831881.1	DPOGS206299-PA
OG0005138	XP_034831866.1	DPOGS206359-PA
OG0005139	XP_034829373.1	DPOGS214533-PA
OG0005140	XP_034838086.1	DPOGS215006-PA
OG0005141	XP_034826686.1	DPOGS205109-PA
OG0005142	XP_034841513.1	DPOGS210930-PA
OG0005143	XP_034829372.1	DPOGS214523-PA
OG0005144	XP_034827340.1	DPOGS205117-PA
OG0005145	XP_034824690.1	DPOGS210895-PA
OG0005146	XP_034835241.1	DPOGS211798-PA
OG0005147	XP_034840158.1	DPOGS209599-PA
OG0005148	XP_034823970.1	DPOGS208788-PA
OG0005149	XP_034831880.1	DPOGS206358-PA
OG0005150	XP_034840157.1	DPOGS209617-PA
OG0005151	XP_034824506.1	DPOGS210896-PA
OG0005152	XP_034831873.1	DPOGS206301-PA
OG0005153	XP_034827342.1	DPOGS205111-PA
OG0005154	XP_034832562.1	DPOGS204723-PA
OG0005155	XP_034833862.1	DPOGS214749-PA
OG0005156	XP_034839267.1	DPOGS207150-PA
OG0005157	XP_034837469.1	DPOGS206388-PA
OG0005158	XP_034833860.1	DPOGS214748-PA
OG0005159	XP_034840210.1	DPOGS209618-PA
OG0005160	XP_034837419.1	DPOGS206377-PA
OG0005161	XP_034832593.1	DPOGS204712-PA
OG0005162	XP_034827343.1	DPOGS205115-PA
OG0005163	XP_034839157.1	DPOGS207169-PA
OG0005164	XP_034825645.1	DPOGS202637-PA
OG0005165	XP_034826714.1	DPOGS205113-PA
OG0005166	XP_034825521.1	DPOGS210897-PA
OG0005167	XP_034840769.1	DPOGS209596-PA
OG0005168	XP_034825646.1	DPOGS202679-PA
OG0005169	XP_034823969.1	DPOGS208829-PA
OG0005170	XP_034825641.1	DPOGS202638-PA
OG0005171	XP_034839088.1	DPOGS210654-PA
OG0005172	XP_034823948.1	DPOGS208786-PA
OG0005173	XP_034829467.1	DPOGS214521-PA
OG0005174	XP_034834067.1	DPOGS214713-PA
OG0005175	XP_034838084.1	DPOGS215022-PA
OG0005176	XP_034837503.1	DPOGS206392-PA
OG0005177	XP_034837726.1	DPOGS211824-PA
OG0005178	XP_034836474.1	DPOGS200394-PA
OG0005179	XP_034834259.1	DPOGS214742-PA
OG0005180	XP_034831402.1, XP_034831532.1	DPOGS210378-PA
OG0005181	XP_034830005.1	DPOGS211481-PA
OG0005182	XP_034826892.1	DPOGS205924-PA
OG0005183	XP_034837531.1	DPOGS206373-PA
OG0005184	XP_034826894.1	DPOGS205959-PA
OG0005185	XP_034839277.1	DPOGS207155-PA, DPOGS207154-PA
OG0005186	XP_034836796.1	DPOGS200074-PA
OG0005187	XP_034837601.1	DPOGS211820-PA
OG0005188	XP_034828343.1	DPOGS210562-PA
OG0005190	XP_034837146.1	DPOGS203088-PA
OG0005191	XP_034828079.1	DPOGS202686-PA
OG0005192	XP_034826895.1	DPOGS204371-PA
OG0005194	XP_034831380.1	DPOGS210320-PA
OG0005195	XP_034834691.1	DPOGS205314-PA
OG0005196	XP_034832663.1, XP_034832662.1	DPOGS213980-PA
OG0005197	XP_034837388.1	DPOGS206371-PA
OG0005198	XP_034828076.1	DPOGS201957-PA
OG0005199	XP_034831399.1	DPOGS210318-PA
OG0005200	XP_034835256.1	DPOGS214303-PA
OG0005201	XP_034831411.1	DPOGS210383-PA
OG0005202	XP_034834937.1	DPOGS205315-PA
OG0005203	XP_034823976.1	DPOGS208781-PA
OG0005204	XP_034823999.1	DPOGS208837-PA
OG0005205	XP_034834258.1	DPOGS211237-PA
OG0005206	XP_034835254.1, XP_034835253.1	DPOGS214304-PA
OG0005207	XP_034828354.1	DPOGS210558-PA
OG0005208	XP_034838103.1	DPOGS215025-PA
OG0005209	XP_034840345.1	DPOGS209621-PA
OG0005210	XP_034831403.1	DPOGS210317-PA
OG0005211	XP_034837595.1	DPOGS206370-PA
OG0005212	XP_034837480.1	DPOGS206401-PA
OG0005213	XP_034833008.1	DPOGS213978-PA
OG0005214	XP_034838935.1	DPOGS210643-PA
OG0005215	XP_034837552.1	DPOGS206369-PA
OG0005216	XP_034823977.1	DPOGS208840-PA
OG0005217	XP_034838101.1	DPOGS214979-PA
OG0005218	XP_034838097.1	DPOGS214978-PA
OG0005219	XP_034840814.1	DPOGS209622-PA
OG0005220	XP_034831385.1	DPOGS210316-PA
OG0005221	XP_034828344.1	DPOGS210555-PA
OG0005222	XP_034830477.1	DPOGS210831-PA
OG0005223	XP_034835260.1	DPOGS214308-PA
OG0005224	XP_034826346.1	DPOGS210176-PA
OG0005225	XP_034824721.1	DPOGS210065-PA
OG0005226	XP_034825354.1	DPOGS202643-PA
OG0005227	XP_034828793.1	DPOGS210553-PA
OG0005228	XP_034825353.1	DPOGS202674-PA
OG0005229	XP_034824635.1	DPOGS210066-PA
OG0005230	XP_034832943.1	DPOGS205460-PA
OG0005231	XP_034831393.1	DPOGS210386-PA
OG0005232	XP_034839288.1	DPOGS207151-PA
OG0005234	XP_034824642.1	DPOGS210093-PA
OG0005235	XP_034834671.1	DPOGS209505-PA
OG0005236	XP_034829749.1	DPOGS209786-PA
OG0005237	XP_034829748.1	DPOGS209845-PA
OG0005238	XP_034824643.1	DPOGS210068-PA
OG0005239	XP_034834020.1	DPOGS204155-PA
OG0005240	XP_034834739.1	DPOGS209506-PA
OG0005241	XP_034824639.1	DPOGS210069-PA
OG0005242	XP_034838787.1	DPOGS204598-PA
OG0005243	XP_034823958.1	DPOGS208775-PA
OG0005244	XP_034840842.1	DPOGS208774-PA
OG0005245	XP_034824634.1	DPOGS210070-PA
OG0005246	XP_034834025.1	DPOGS204204-PA
OG0005247	XP_034828947.1	DPOGS214536-PA
OG0005248	XP_034824221.1	DPOGS210091-PA
OG0005249	XP_034828946.1	DPOGS214516-PA
OG0005250	XP_034824719.1	DPOGS210071-PA
OG0005251	XP_034827767.1	DPOGS208137-PA
OG0005252	XP_034830888.1	DPOGS201129-PA
OG0005254	XP_034838987.1	DPOGS204606-PA
OG0005255	XP_034823965.1	DPOGS208845-PA
OG0005256	XP_034829810.1	DPOGS209843-PA
OG0005257	XP_034836784.1	DPOGS213636-PA
OG0005258	XP_034830337.1	DPOGS201164-PA
OG0005260	XP_034829815.1	DPOGS209788-PA
OG0005261	XP_034829152.1	DPOGS214515-PA
OG0005262	XP_034828951.1	DPOGS214538-PA
OG0005263	XP_034825149.1	DPOGS202671-PA
OG0005264	XP_034823962.1	DPOGS208770-PA
OG0005265	XP_034825150.1	DPOGS202670-PA
OG0005266	XP_034827680.1	DPOGS206090-PA
OG0005267	XP_034823940.1	DPOGS208846-PA
OG0005268	XP_034830887.1	DPOGS201131-PA
OG0005269	XP_034832657.1	DPOGS205487-PA
OG0005270	XP_034824000.1	DPOGS216139-PA
OG0005271	XP_034838588.1	DPOGS209126-PA, DPOGS209127-PA
OG0005272	XP_034840847.1	DPOGS213051-PA, DPOGS213052-PA
OG0005273	XP_034835631.1	DPOGS214382-PA
OG0005274	XP_034835627.1	DPOGS214313-PA
OG0005275	XP_034829816.1	DPOGS209791-PA
OG0005276	XP_034833047.1	DPOGS205488-PA
OG0005277	XP_034838993.1	DPOGS211264-PA
OG0005278	XP_034832032.1	DPOGS206308-PA
OG0005279	XP_034836730.1	DPOGS213638-PA
OG0005280	XP_034837205.1	DPOGS215545-PA
OG0005281	XP_034833049.1	DPOGS205490-PA
OG0005282	XP_034839426.1	DPOGS206789-PA
OG0005283	XP_034824427.1	DPOGS210073-PA
OG0005285	XP_034835073.1	DPOGS214376-PA
OG0005286	XP_034831724.1	DPOGS206355-PA
OG0005287	XP_034833152.1	DPOGS206256-PA
OG0005288	XP_034827674.1	DPOGS205122-PA
OG0005289	XP_034828957.1	DPOGS209236-PA
OG0005291	XP_034837039.1	DPOGS213639-PA
OG0005292	XP_034828941.1	DPOGS203276-PA
OG0005293	XP_034826341.1	DPOGS210179-PA
OG0005294	XP_034840712.1	DPOGS209625-PA
OG0005295	XP_034829877.1	DPOGS209792-PA
OG0005296	XP_034831831.1	DPOGS215705-PA
OG0005297	XP_034831716.1	DPOGS206312-PA
OG0005298	XP_034841188.1	DPOGS215317-PA
OG0005299	XP_034833052.1	DPOGS205453-PA
OG0005300	XP_034831846.1	DPOGS215704-PA
OG0005301	XP_034830016.1	DPOGS209793-PA
OG0005302	XP_034831725.1	DPOGS206353-PA
OG0005303	XP_034828980.1	DPOGS203278-PA
OG0005304	XP_034828978.1	DPOGS203279-PA
OG0005305	XP_034839005.1	DPOGS200789-PA
OG0005306	XP_034832802.1	DPOGS205452-PA
OG0005307	XP_034829149.1	DPOGS203416-PA
OG0005308	XP_034828942.1	DPOGS209235-PA
OG0005309	XP_034838773.1	DPOGS200501-PA
OG0005310	XP_034832800.1	DPOGS205492-PA
OG0005311	XP_034838998.1	DPOGS213284-PA
OG0005312	XP_034836089.1	DPOGS215164-PA
OG0005313	XP_034832597.1	DPOGS202565-PA, DPOGS202566-PA
OG0005314	XP_034832594.1	DPOGS202564-PA
OG0005315	XP_034831253.1	DPOGS212938-PA
OG0005316	XP_034836385.1	DPOGS211547-PA
OG0005317	XP_034839268.1	DPOGS206803-PA
OG0005318	XP_034838554.1	DPOGS214559-PA
OG0005319	XP_034835072.1	DPOGS215702-PA
OG0005320	XP_034840705.1	DPOGS209584-PA
OG0005321	XP_034834700.1	DPOGS209515-PA
OG0005322	XP_034840706.1	DPOGS209631-PA
OG0005323	XP_034837042.1	DPOGS215541-PA
OG0005324	XP_034840720.1	DPOGS209632-PA
OG0005325	XP_034835392.1	DPOGS214323-PA
OG0005326	XP_034839265.1	DPOGS206804-PA
OG0005327	XP_034837044.1	DPOGS215540-PA
OG0005328	XP_034840871.1	DPOGS215314-PA
OG0005329	XP_034828998.1	DPOGS200968-PA, DPOGS200967-PA
OG0005330	XP_034828997.1	DPOGS200973-PA
OG0005331	XP_034832968.1	DPOGS202723-PA
OG0005332	XP_034829465.1	DPOGS200969-PA
OG0005333	XP_034840349.1	DPOGS209636-PA
OG0005334	XP_034832970.1	DPOGS202705-PA
OG0005335	XP_034835387.1	DPOGS214363-PA
OG0005336	XP_034835179.1	DPOGS214364-PA
OG0005337	XP_034835180.1	DPOGS214365-PA
OG0005338	XP_034831721.1	DPOGS206349-PA
OG0005339	XP_034828786.1	DPOGS204453-PA
OG0005340	XP_034831706.1	DPOGS206318-PA
OG0005341	XP_034836518.1	DPOGS211549-PA
OG0005342	XP_034836353.1	DPOGS211545-PA
OG0005343	XP_034839002.1	DPOGS213287-PA
OG0005344	XP_034828678.1	DPOGS204451-PA
OG0005345	XP_034835650.1	DPOGS210163-PA
OG0005346	XP_034836249.1	DPOGS211544-PA
OG0005347	XP_034828222.1	DPOGS203108-PA
OG0005348	XP_034828221.1	DPOGS203091-PA, DPOGS203092-PA
OG0005349	XP_034828225.1	DPOGS203109-PA
OG0005350	XP_034831539.1	DPOGS212967-PA
OG0005351	XP_034838907.1	DPOGS213282-PA
OG0005352	XP_034838559.1	DPOGS214562-PA
OG0005353	XP_034831094.1	DPOGS212937-PA
OG0005354	XP_034839105.1	DPOGS213288-PA, DPOGS213289-PA
OG0005355	XP_034834709.1	DPOGS209520-PA
OG0005356	XP_034840872.1	DPOGS215308-PA
OG0005357	XP_034835510.1	DPOGS208342-PA
OG0005358	XP_034834706.1	DPOGS209521-PA
OG0005359	XP_034835705.1	DPOGS208327-PA
OG0005360	XP_034831713.1	DPOGS206319-PA
OG0005361	XP_034836684.1, XP_034836683.1	DPOGS202550-PA
OG0005362	XP_034832417.1	DPOGS210642-PA
OG0005363	XP_034836742.1	DPOGS216205-PA
OG0005364	XP_034835657.1	DPOGS208340-PA
OG0005365	XP_034828084.1	DPOGS211696-PA
OG0005366	XP_034835682.1	DPOGS208328-PA
OG0005367	XP_034838379.1	DPOGS214563-PA
OG0005368	XP_034826026.1	DPOGS216168-PA
OG0005369	XP_034832969.1	DPOGS200228-PA
OG0005370	XP_034825500.1	DPOGS202651-PA
OG0005371	XP_034824649.1	DPOGS210083-PA
OG0005372	XP_034838774.1	DPOGS204603-PA
OG0005373	XP_034829145.1	DPOGS200970-PA
OG0005374	XP_034828697.1	DPOGS204450-PA
OG0005375	XP_034834962.1	DPOGS215699-PA
OG0005376	XP_034837211.1	DPOGS215538-PA
OG0005377	XP_034837038.1	DPOGS213649-PA
OG0005378	XP_034831917.1	DPOGS206320-PA
OG0005379	XP_034834703.1	DPOGS209485-PA
OG0005380	XP_034839250.1	DPOGS207165-PA
OG0005381	XP_034834714.1	DPOGS209484-PA
OG0005382	XP_034839006.1	DPOGS208103-PA
OG0005383	XP_034826012.1	DPOGS216171-PA
OG0005384	XP_034825320.1	DPOGS210922-PA
OG0005385	XP_034826020.1	DPOGS216164-PA
OG0005386	XP_034839150.1	DPOGS206800-PA
OG0005387	XP_034834936.1	DPOGS215697-PA
OG0005388	XP_034826769.1	DPOGS204358-PA
OG0005389	XP_034838777.1	DPOGS208095-PA
OG0005390	XP_034834254.1	DPOGS211300-PA
OG0005391	XP_034825341.1	DPOGS202653-PA, DPOGS202652-PA
OG0005392	XP_034826009.1	DPOGS216162-PA
OG0005393	XP_034825544.1	DPOGS202654-PA
OG0005394	XP_034830176.1	DPOGS209799-PA
OG0005395	XP_034826008.1	DPOGS216172-PA
OG0005396	XP_034838470.1	DPOGS214543-PA
OG0005397	XP_034836357.1	DPOGS213317-PA
OG0005398	XP_034829170.1	DPOGS205303-PA
OG0005399	XP_034828098.1	DPOGS210904-PA
OG0005400	XP_034836844.1	DPOGS213643-PA
OG0005401	XP_034829174.1	DPOGS205262-PA
OG0005402	XP_034827720.1	DPOGS202968-PA
OG0005403	XP_034828421.1	DPOGS210919-PA
OG0005404	XP_034836691.1	DPOGS213644-PA
OG0005405	XP_034825346.1	DPOGS202664-PA
OG0005406	XP_034831524.1	DPOGS215727-PA
OG0005407	XP_034833229.1	DPOGS203112-PA
OG0005408	XP_034825345.1	DPOGS202656-PA
OG0005409	XP_034829168.1	DPOGS205264-PA
OG0005410	XP_034838459.1	DPOGS212900-PA
OG0005411	XP_034825342.1	DPOGS202663-PA
OG0005412	XP_034825349.1	DPOGS202657-PA
OG0005413	XP_034827526.1	DPOGS210906-PA
OG0005415	XP_034838489.1	DPOGS212896-PA
OG0005416	XP_034832031.1	DPOGS206340-PA
OG0005417	XP_034832252.1	DPOGS206322-PA
OG0005418	XP_034835689.1	DPOGS208415-PA, DPOGS208414-PA
OG0005419	XP_034837015.1	DPOGS213646-PA
OG0005420	XP_034838980.1	DPOGS200784-PA
OG0005421	XP_034826475.1	DPOGS216159-PA
OG0005422	XP_034840179.1	DPOGS209642-PA
OG0005423	XP_034838994.1	DPOGS200786-PA, DPOGS200785-PA
OG0005424	XP_034833833.1	DPOGS211295-PA
OG0005425	XP_034826006.1	DPOGS216177-PA
OG0005426	XP_034828909.1	DPOGS204443-PA
OG0005427	XP_034824956.1	DPOGS210078-PA
OG0005428	XP_034833238.1	DPOGS203128-PA
OG0005429	XP_034835653.1	DPOGS208409-PA
OG0005430	XP_034840326.1	DPOGS209644-PA
OG0005431	XP_034840330.1	DPOGS209572-PA
OG0005432	XP_034834725.1	DPOGS204690-PA
OG0005433	XP_034833057.1	DPOGS205469-PA
OG0005434	XP_034834689.1	DPOGS204691-PA
OG0005435	XP_034835654.1	DPOGS208408-PA
OG0005436	XP_034839388.1	DPOGS207160-PA
OG0005437	XP_034826609.1	DPOGS216178-PA
OG0005438	XP_034832428.1	DPOGS215731-PA
OG0005439	XP_034835651.1	DPOGS208407-PA
OG0005440	XP_034837356.1	DPOGS215536-PA
OG0005441	XP_034840332.1	DPOGS209571-PA
OG0005442	XP_034832440.1	DPOGS215693-PA
OG0005443	XP_034841546.1	DPOGS210567-PA
OG0005444	XP_034840322.1	DPOGS209570-PA
OG0005445	XP_034836092.1	DPOGS215227-PA
OG0005446	XP_034841535.1	DPOGS215338-PA
OG0005447	XP_034841542.1	DPOGS215300-PA
OG0005448	XP_034840328.1	DPOGS209569-PA
OG0005449	XP_034841543.1	DPOGS215299-PA
OG0005450	XP_034836079.1	DPOGS215174-PA
OG0005451	XP_034838483.1	DPOGS200221-PA
OG0005452	XP_034840320.1	DPOGS209648-PA
OG0005453	XP_034834097.1	DPOGS211231-PA
OG0005454	XP_034828782.1	DPOGS210628-PA
OG0005455	XP_034833231.1	DPOGS203123-PA
OG0005456	XP_034837286.1	DPOGS206189-PA
OG0005457	XP_034827557.1	DPOGS210917-PA
OG0005458	XP_034840334.1	DPOGS209649-PA
OG0005459	XP_034834121.1	DPOGS211241-PA
OG0005460	XP_034826160.1	DPOGS210778-PA
OG0005461	XP_034832010.1	DPOGS215692-PA
OG0005462	XP_034826170.1	DPOGS201915-PA
OG0005463	XP_034834660.1	DPOGS204666-PA
OG0005464	XP_034834114.1, XP_034834111.1	DPOGS204157-PA
OG0005465	XP_034826169.1	DPOGS201917-PA
OG0005466	XP_034834108.1	DPOGS204202-PA
OG0005467	XP_034826162.1	DPOGS210295-PA
OG0005468	XP_034830911.1	DPOGS201152-PA
OG0005469	XP_034835665.1	DPOGS214012-PA
OG0005470	XP_034828555.1	DPOGS210583-PA
OG0005471	XP_034835663.1	DPOGS214008-PA
OG0005472	XP_034826168.1	DPOGS210296-PA, DPOGS200761-PA
OG0005473	XP_034826919.1	DPOGS209452-PA
OG0005474	XP_034826916.1	DPOGS209453-PA
OG0005475	XP_034833233.1	DPOGS203115-PA
OG0005476	XP_034835547.1	DPOGS214007-PA
OG0005477	XP_034826172.1	DPOGS200757-PA
OG0005478	XP_034834099.1	DPOGS204200-PA
OG0005479	XP_034829238.1	DPOGS205300-PA
OG0005480	XP_034836449.1	DPOGS204635-PA
OG0005481	XP_034834745.1	DPOGS204664-PA
OG0005482	XP_034826558.1	DPOGS200760-PA, DPOGS215517-PA
OG0005483	XP_034834107.1	DPOGS204160-PA
OG0005484	XP_034837934.1	DPOGS203876-PA
OG0005485	XP_034829235.1	DPOGS205269-PA
OG0005486	XP_034834105.1	DPOGS204161-PA
OG0005487	XP_034840882.1	DPOGS215348-PA
OG0005488	XP_034834727.1	DPOGS204661-PA
OG0005489	XP_034824536.1	DPOGS210911-PA
OG0005490	XP_034835087.1	DPOGS214005-PA
OG0005491	XP_034836364.1	DPOGS204628-PA
OG0005492	XP_034841553.1, XP_034841552.1	DPOGS215293-PA
OG0005493	XP_034841557.1	DPOGS215349-PA
OG0005494	XP_034841547.1	DPOGS215292-PA
OG0005495	XP_034838511.1	DPOGS210188-PA
OG0005496	XP_034836680.1	DPOGS204639-PA
OG0005497	XP_034839724.1	DPOGS206132-PA
OG0005498	XP_034828591.1	DPOGS210577-PA
OG0005499	XP_034827350.1	DPOGS209448-PA
OG0005500	XP_034834101.1	DPOGS214629-PA
OG0005501	XP_034834744.1	DPOGS204695-PA
OG0005502	XP_034834106.1	DPOGS214630-PA
OG0005503	XP_034828675.1	DPOGS210633-PA
OG0005504	XP_034827351.1	DPOGS209447-PA
OG0005505	XP_034832107.1	DPOGS206337-PA
OG0005506	XP_034834697.1	DPOGS204696-PA
OG0005507	XP_034832103.1	DPOGS206327-PA
OG0005508	XP_034827704.1	DPOGS200463-PA
OG0005509	XP_034834945.1	DPOGS204659-PA
OG0005510	XP_034836125.1	DPOGS215222-PA
OG0005511	XP_034827717.1	DPOGS200460-PA
OG0005512	XP_034828695.1	DPOGS210636-PA
OG0005513	XP_034836126.1	DPOGS215178-PA
OG0005514	XP_034829848.1	DPOGS209804-PA
OG0005515	XP_034836127.1	DPOGS215179-PA
OG0005516	XP_034830696.1	DPOGS212551-PA
OG0005517	XP_034834720.1	DPOGS204698-PA
OG0005518	XP_034827286.1	DPOGS209467-PA
OG0005519	XP_034829855.1	DPOGS209805-PA
OG0005520	XP_034839324.1	DPOGS206788-PA
OG0005521	XP_034837705.1	DPOGS215737-PA
OG0005522	XP_034835716.1	DPOGS215180-PA
OG0005523	XP_034840496.1	DPOGS212083-PA
OG0005524	XP_034828688.1	DPOGS204140-PA
OG0005525	XP_034837684.1	DPOGS215685-PA
OG0005526	XP_034827718.1	DPOGS200461-PA
OG0005527	XP_034839790.1	DPOGS207185-PA
OG0005528	XP_034834749.1	DPOGS204699-PA
OG0005529	XP_034838906.1	DPOGS212308-PA
OG0005530	XP_034833748.1	DPOGS202270-PA
OG0005531	XP_034833749.1	DPOGS202317-PA
OG0005532	XP_034828691.1	DPOGS204139-PA
OG0005533	XP_034833750.1	DPOGS202316-PA
OG0005534	XP_034833743.1	DPOGS202272-PA
OG0005535	XP_034828686.1	DPOGS204138-PA
OG0005536	XP_034834736.1	DPOGS204701-PA
OG0005537	XP_034835870.1	DPOGS208171-PA
OG0005538	XP_034828693.1	DPOGS204137-PA
OG0005539	XP_034825944.1	DPOGS203517-PA
OG0005540	XP_034828687.1	DPOGS204102-PA
OG0005541	XP_034832947.1	DPOGS208526-PA
OG0005542	XP_034828477.1	DPOGS204104-PA
OG0005543	XP_034827714.1	DPOGS204089-PA
OG0005544	XP_034840447.1	DPOGS212179-PA
OG0005545	XP_034833742.1	DPOGS202274-PA
OG0005546	XP_034833727.1	DPOGS202313-PA
OG0005547	XP_034834746.1	DPOGS204704-PA
OG0005548	XP_034836409.1	DPOGS213792-PA
OG0005549	XP_034828777.1	DPOGS204107-PA
OG0005551	XP_034835249.1	DPOGS202938-PA
OG0005552	XP_034835718.1	DPOGS215190-PA, DPOGS215192-PA
OG0005553	XP_034831963.1	DPOGS215739-PA
OG0005554	XP_034834181.1	DPOGS202277-PA
OG0005555	XP_034836210.1	DPOGS215741-PA
OG0005556	XP_034825952.1	DPOGS203548-PA
OG0005557	XP_034826838.1	DPOGS212598-PA
OG0005558	XP_034826818.1	DPOGS212621-PA
OG0005559	XP_034826974.1	DPOGS212599-PA
OG0005560	XP_034834329.1	DPOGS202310-PA
OG0005561	XP_034829853.1	DPOGS209814-PA
OG0005562	XP_034836156.1	DPOGS215193-PA
OG0005563	XP_034828722.1	DPOGS204110-PA
OG0005564	XP_034836158.1	DPOGS215215-PA
OG0005565	XP_034836220.1	DPOGS215681-PA
OG0005566	XP_034834300.1	DPOGS202280-PA
OG0005567	XP_034834317.1	DPOGS202307-PA
OG0005568	XP_034840846.1	DPOGS208808-PA
OG0005569	XP_034834312.1	DPOGS202281-PA
OG0005570	XP_034828776.1	DPOGS204112-PA
OG0005571	XP_034830722.1	DPOGS210838-PA
OG0005572	XP_034838933.1	DPOGS200157-PA
OG0005573	XP_034834319.1, XP_034834318.1	DPOGS202305-PA
OG0005574	XP_034834302.1	DPOGS202283-PA
OG0005575	XP_034828150.1	DPOGS203184-PA
OG0005576	XP_034828633.1	DPOGS204129-PA
OG0005577	XP_034828775.1	DPOGS204114-PA
OG0005578	XP_034837207.1	DPOGS206775-PA
OG0005579	XP_034826822.1	DPOGS212602-PA
OG0005580	XP_034832611.1	DPOGS208508-PA
OG0005581	XP_034838486.1	DPOGS206757-PA
OG0005582	XP_034834304.1	DPOGS202284-PA
OG0005583	XP_034828151.1	DPOGS203183-PA
OG0005584	XP_034836165.1	DPOGS215195-PA
OG0005585	XP_034834482.1	DPOGS208427-PA
OG0005586	XP_034838134.1	DPOGS204618-PA
OG0005587	XP_034834311.1	DPOGS202303-PA
OG0005588	XP_034836155.1	DPOGS215196-PA
OG0005589	XP_034828483.1	DPOGS204117-PA
OG0005590	XP_034829850.1	DPOGS200118-PA
OG0005591	XP_034834306.1	DPOGS202302-PA
OG0005592	XP_034840481.1	DPOGS201304-PA
OG0005593	XP_034840469.1	DPOGS201310-PA
OG0005594	XP_034836157.1	DPOGS215197-PA
OG0005595	XP_034826786.1	DPOGS212627-PA
OG0005596	XP_034835198.1	DPOGS202925-PA
OG0005597	XP_034836159.1	DPOGS215198-PA
OG0005598	XP_034832612.1, XP_034832613.1, XP_034832614.1	DPOGS208509-PA
OG0005599	XP_034838498.1	DPOGS200706-PA
OG0005600	XP_034831284.1	DPOGS212973-PA
OG0005601	XP_034840449.1	DPOGS212173-PA
OG0005602	XP_034828474.1	DPOGS204120-PA
OG0005603	XP_034828536.1	DPOGS204126-PA
OG0005604	XP_034839013.1	DPOGS210639-PA
OG0005605	XP_034837225.1	DPOGS207210-PA
OG0005606	XP_034828533.1	DPOGS204121-PA
OG0005607	XP_034836136.1	DPOGS215200-PA
OG0005608	XP_034835804.1	DPOGS209780-PA
OG0005609	XP_034840457.1	DPOGS212088-PA
OG0005610	XP_034835524.1	DPOGS202936-PA
OG0005611	XP_034840361.1	DPOGS212171-PA
OG0005612	XP_034837339.1	DPOGS206776-PA
OG0005613	XP_034825943.1	DPOGS203523-PA
OG0005614	XP_034840450.1	DPOGS212089-PA
OG0005615	XP_034836390.1	DPOGS213788-PA
OG0005616	XP_034831258.1	DPOGS212926-PA
OG0005617	XP_034830258.1, XP_034830259.1	DPOGS210866-PA
OG0005618	XP_034824703.1, XP_034839896.1	DPOGS206512-PA
OG0005619	XP_034833342.1	DPOGS214508-PA
OG0005620	XP_034824914.1, XP_034824742.1	DPOGS210116-PA
OG0005621	XP_034839014.1	DPOGS203362-PA
OG0005622	XP_034834576.1	DPOGS216044-PA
OG0005623	XP_034840205.1	DPOGS212091-PA, DPOGS212092-PA
OG0005624	XP_034834583.1	DPOGS216063-PA
OG0005626	XP_034833006.1	DPOGS208524-PA
OG0005627	XP_034838647.1	DPOGS200011-PA
OG0005628	XP_034826801.1	DPOGS201062-PA
OG0005629	XP_034825115.1	DPOGS202047-PA
OG0005630	XP_034834812.1	DPOGS216059-PA
OG0005631	XP_034831290.1	DPOGS212980-PA
OG0005632	XP_034828105.1	DPOGS204965-PA
OG0005633	XP_034832024.1	DPOGS214079-PA
OG0005634	XP_034836436.1	DPOGS213748-PA
OG0005635	XP_034834303.1	DPOGS202297-PA
OG0005636	XP_034825116.1	DPOGS202034-PA
OG0005637	XP_034835397.1	DPOGS202929-PA
OG0005638	XP_034828101.1	DPOGS204963-PA, DPOGS214662-PA
OG0005639	XP_034825117.1	DPOGS202046-PA
OG0005640	XP_034825760.1	DPOGS202035-PA
OG0005641	XP_034835408.1	DPOGS202932-PA
OG0005642	XP_034825758.1	DPOGS202044-PA
OG0005643	XP_034825756.1	DPOGS202036-PA
OG0005644	XP_034839012.1	DPOGS203357-PA, DPOGS203356-PA
OG0005645	XP_034835401.1	DPOGS202930-PA
OG0005646	XP_034839017.1	DPOGS203355-PA
OG0005647	XP_034825759.1	DPOGS202037-PA
OG0005648	XP_034825761.1	DPOGS202043-PA
OG0005649	XP_034838620.1	DPOGS205587-PA
OG0005650	XP_034840803.1	DPOGS212094-PA
OG0005651	XP_034838189.1	DPOGS201599-PA
OG0005653	XP_034830587.1	DPOGS210795-PA
OG0005654	XP_034827810.1	DPOGS204962-PA
OG0005655	XP_034833251.1	DPOGS214505-PA
OG0005656	XP_034824090.1	DPOGS201300-PA
OG0005657	XP_034836879.1	DPOGS216210-PA
OG0005658	XP_034830728.1	DPOGS210796-PA
OG0005659	XP_034835211.1, XP_034835209.1	DPOGS207499-PA
OG0005660	XP_034826310.1	DPOGS203538-PA
OG0005661	XP_034838158.1	DPOGS201615-PA
OG0005662	XP_034836754.1	DPOGS216209-PA
OG0005663	XP_034839340.1	DPOGS200096-PA
OG0005664	XP_034838133.1	DPOGS201603-PA
OG0005665	XP_034840935.1	DPOGS201298-PA
