Orthogroup	Maniola_hyperantus	Junonia_coenia
OG0004403	XP_034839587.1	JC_01871-RA, JC_01872-RA
OG0004404	XP_034824928.1	JC_04832-RA
OG0004405	XP_034826923.1	JC_09332-RA
OG0004406	XP_034836640.1	JC_13792-RA
OG0004407	XP_034824926.1	JC_04830-RA
OG0004408	XP_034838974.1	JC_01312-RA
OG0004409	XP_034841133.1	JC_00423-RA
OG0004410	XP_034824930.1	JC_04828-RA
OG0004411	XP_034824210.1	JC_04825-RA
OG0004412	XP_034824207.1, XP_034824208.1	JC_04824-RA
OG0004413	XP_034832198.1	JC_07727-RA
OG0004414	XP_034829979.1	JC_08995-RA
OG0004415	XP_034831735.1, XP_034831736.1	JC_07734-RA
OG0004416	XP_034831213.1	JC_07071-RA, JC_07073-RA
OG0004417	XP_034828981.1	JC_05203-RA
OG0004418	XP_034841139.1, XP_034841140.1	JC_00434-RA
OG0004419	XP_034836029.1	JC_13324-RA
OG0004420	XP_034828643.1	JC_06658-RA
OG0004421	XP_034841131.1	JC_00437-RA
OG0004422	XP_034840818.1	JC_00438-RA
OG0004423	XP_034826316.1	JC_13595-RA
OG0004424	XP_034831318.1	JC_06998-RA
OG0004425	XP_034841146.1	JC_00439-RA
OG0004426	XP_034828099.1	JC_11824-RA
OG0004427	XP_034834166.1	JC_01063-RA
OG0004428	XP_034828094.1, XP_034828093.1	JC_11823-RA
OG0004429	XP_034836025.1	JC_13334-RA
OG0004430	XP_034831160.1, XP_034829658.1	JC_07004-RA
OG0004431	XP_034841269.1	JC_00309-RA
OG0004432	XP_034839132.1	JC_01863-RA
OG0004433	XP_034835275.1	JC_10377-RA
OG0004434	XP_034833767.1	JC_12641-RA, JC_12640-RA
OG0004435	XP_034831034.1	JC_07011-RA
OG0004436	XP_034833932.1	JC_12637-RA
OG0004437	XP_034828860.1	JC_06655-RA
OG0004438	XP_034836388.1	JC_13930-RA
OG0004440	XP_034834093.1	JC_12631-RA
OG0004441	XP_034824610.1	JC_08390-RA
OG0004442	XP_034839225.1	JC_01732-RA
OG0004443	XP_034834600.1	JC_10969-RA
OG0004444	XP_034833963.1	JC_12625-RA
OG0004445	XP_034825560.1, XP_034825565.1	JC_08374-RA
OG0004446	XP_034837695.1	JC_15388-RA
OG0004447	XP_034834599.1	JC_10970-RA
OG0004448	XP_034835529.1	JC_09562-RA, JC_02001-RA
OG0004449	XP_034825600.1	JC_08371-RA
OG0004450	XP_034829423.1	JC_05195-RA
OG0004451	XP_034840177.1	JC_04164-RA
OG0004452	XP_034829781.1	JC_09018-RA
OG0004453	XP_034825580.1	JC_08428-RA
OG0004454	XP_034837645.1	JC_15504-RA
OG0004455	XP_034829433.1	JC_05188-RA
OG0004456	XP_034833965.1	JC_12622-RA
OG0004457	XP_034831222.1	JC_07032-RA
OG0004458	XP_034835008.1	JC_10984-RA
OG0004459	XP_034829675.1	JC_09024-RA
OG0004460	XP_034829429.1	JC_05186-RA
OG0004461	XP_034835474.1	JC_10447-RA
OG0004462	XP_034841355.1	JC_00285-RA
OG0004463	XP_034825209.1	JC_02898-RA
OG0004464	XP_034841350.1, XP_034841351.1	JC_00284-RA
OG0004465	XP_034835049.1	JC_10441-RA
OG0004466	XP_034824940.1	JC_04818-RA
OG0004467	XP_034825205.1	JC_02883-RA
OG0004468	XP_034832930.1	JC_11147-RA, JC_11148-RA
OG0004469	XP_034831905.1	JC_07763-RA
OG0004470	XP_034828963.1	JC_05185-RA
OG0004471	XP_034828871.1	JC_06646-RA
OG0004472	XP_034824159.1	JC_00275-RA
OG0004473	XP_034827662.1	JC_11750-RA
OG0004474	XP_034831669.1	JC_01073-RA
OG0004475	XP_034825263.1	JC_02880-RA
OG0004476	XP_034828964.1	JC_05183-RA
OG0004477	XP_034837504.1	JC_15489-RA
OG0004478	XP_034825969.1	JC_13552-RA
OG0004479	XP_034834882.1	JC_10996-RA
OG0004480	XP_034834004.1	JC_12589-RA
OG0004481	XP_034831338.1	JC_07063-RA
OG0004482	XP_034834897.1	JC_11003-RA
OG0004483	XP_034834171.1	JC_12595-RA
OG0004484	XP_034839142.1	JC_01843-RA
OG0004485	XP_034840401.1	JC_04173-RA, JC_04171-RA
OG0004486	XP_034835266.1	JC_01089-RA, JC_01092-RA
OG0004487	XP_034833521.1	JC_01093-RA
OG0004488	XP_034834880.1	JC_11006-RA, JC_11047-RA
OG0004489	XP_034834870.1	JC_11008-RA, JC_11044-RA
OG0004490	XP_034833698.1, XP_034833697.1	JC_12599-RA
OG0004491	XP_034837657.1, XP_034837658.1	JC_15466-RA
OG0004492	XP_034831520.1	JC_06992-RA
OG0004493	XP_034837558.1	JC_15464-RA
OG0004494	XP_034827605.1	JC_11760-RA
OG0004495	XP_034837568.1	JC_15463-RA
OG0004496	XP_034833434.1	JC_05836-RA
OG0004497	XP_034830609.1	JC_03171-RA, JC_03172-RA
OG0004498	XP_034829961.1, XP_034829960.1	JC_09051-RA
OG0004499	XP_034832799.1	JC_11113-RA
OG0004500	XP_034840115.1, XP_034840114.1	JC_04181-RA
OG0004501	XP_034831370.1, XP_034831369.1	JC_07203-RA
OG0004502	XP_034831359.1	JC_07204-RA
OG0004503	XP_034827623.1, XP_034827622.1	JC_11762-RA
OG0004504	XP_034829407.1	JC_05094-RA
OG0004505	XP_034827018.1	JC_09310-RA, JC_09774-RA
OG0004506	XP_034827026.1	JC_09309-RA
OG0004507	XP_034841473.1	JC_00264-RA
OG0004508	XP_034834235.1	JC_12277-RA, JC_12278-RA
OG0004509	XP_034841474.1	JC_00259-RA
OG0004510	XP_034834236.1	JC_12279-RA
OG0004511	XP_034832382.1	JC_07780-RA
OG0004512	XP_034841305.1	JC_08473-RA
OG0004513	XP_034827630.1, XP_034827629.1	JC_11775-RA
OG0004514	XP_034830326.1	JC_03159-RA
OG0004515	XP_034827603.1	JC_11778-RA
OG0004516	XP_034832348.1	JC_07791-RA
OG0004517	XP_034841318.1	JC_08474-RA
OG0004518	XP_034840953.1	JC_00253-RA
OG0004519	XP_034824843.1	JC_04930-RA
OG0004520	XP_034830478.1	JC_03156-RA
OG0004521	XP_034827608.1	JC_11782-RA
OG0004522	XP_034830423.1	JC_03155-RA
OG0004523	XP_034839809.1, XP_034839808.1, XP_034839807.1	JC_01831-RA
OG0004524	XP_034840118.1	JC_04189-RA, JC_04188-RA
OG0004525	XP_034832347.1	JC_07784-RA
OG0004526	XP_034841403.1	JC_08482-RA
OG0004527	XP_034832378.1	JC_07783-RA, JC_07782-RA
OG0004528	XP_034828531.1	JC_06619-RA
OG0004529	XP_034830319.1	JC_03152-RA
OG0004530	XP_034828522.1	JC_06613-RA
OG0004531	XP_034837781.1	JC_15449-RA, JC_15448-RA
OG0004532	XP_034826133.1	JC_13543-RA
OG0004533	XP_034832729.1, XP_034832730.1	JC_11112-RA
OG0004535	XP_034833549.1	JC_05848-RA
OG0004536	XP_034827207.1	JC_09285-RA
OG0004539	XP_034839571.1	JC_01827-RA
OG0004540	XP_034828600.1	JC_06605-RA
OG0004542	XP_034831816.1	JC_07799-RA
OG0004544	XP_034841381.1	JC_00242-RA
OG0004545	XP_034841369.1	JC_00241-RA
OG0004546	XP_034825802.1	JC_13528-RA
OG0004547	XP_034837794.1	JC_15442-RA
OG0004548	XP_034826604.1	JC_13530-RA
OG0004549	XP_034841371.1	JC_00239-RA
OG0004550	XP_034837797.1	JC_15434-RA, JC_15437-RA
OG0004551	XP_034840204.1	JC_04205-RA
OG0004552	XP_034840134.1	JC_04206-RA
OG0004554	XP_034828934.1	JC_05131-RA
OG0004555	XP_034831476.1	JC_07213-RA
OG0004557	XP_034824194.1	JC_04955-RA
OG0004558	XP_034829560.1	JC_09080-RA
OG0004559	XP_034824257.1, XP_034824180.1	JC_08486-RA
OG0004561	XP_034835454.1	JC_10420-RA
OG0004562	XP_034830711.1	JC_03137-RA
OG0004563	XP_034837758.1	JC_15478-RA
OG0004564	XP_034824147.1	JC_00234-RA
OG0004565	XP_034839744.1	JC_01815-RA
OG0004566	XP_034835489.1	JC_10417-RA
OG0004567	XP_034832608.1	JC_11060-RA
OG0004568	XP_034827107.1	JC_09276-RA
OG0004569	XP_034835466.1, XP_034835465.1	JC_10410-RA
OG0004570	XP_034839816.1	JC_01799-RA
OG0004571	XP_034827282.1, XP_034827108.1	JC_09270-RA
OG0004572	XP_034830935.1	JC_03128-RA
OG0004573	XP_034826149.1	JC_13517-RA, JC_13516-RA
OG0004574	XP_034829283.1, XP_034829285.1	JC_05141-RA
OG0004575	XP_034837467.1, XP_034837466.1, XP_034837465.1	JC_15423-RA
OG0004577	XP_034832755.1	JC_10515-RA, JC_11072-RA
OG0004578	XP_034829147.1	JC_05151-RA
OG0004579	XP_034827632.1	JC_11801-RA
OG0004580	XP_034831470.1	JC_07225-RA, JC_07226-RA
OG0004581	XP_034841394.1	JC_00220-RA
OG0004582	XP_034839313.1	JC_01804-RA
OG0004583	XP_034841385.1	JC_00219-RA
OG0004584	XP_034840171.1	JC_04223-RA
OG0004585	XP_034837012.1	JC_08495-RA
OG0004586	XP_034826688.1	JC_09258-RA
OG0004587	XP_034839468.1	JC_01806-RA
OG0004588	XP_034827110.1	JC_09256-RA
OG0004589	XP_034841373.1	JC_00209-RA, JC_00208-RA
OG0004590	XP_034832754.1	JC_11085-RA, JC_11086-RA
OG0004591	XP_034826712.1	JC_09254-RA
OG0004592	XP_034824308.1	JC_04971-RA
OG0004593	XP_034841393.1	JC_00204-RA
OG0004594	XP_034833292.1	JC_05746-RA
OG0004595	XP_034834407.1, XP_034834408.1	JC_11020-RA
OG0004596	XP_034827390.1	JC_09242-RA
OG0004597	XP_034832187.1	JC_07829-RA
OG0004598	XP_034830503.1	JC_03106-RA
OG0004599	XP_034830521.1	JC_03105-RA
OG0004600	XP_034829413.1	JC_05156-RA
OG0004601	XP_034832869.1	JC_11096-RA
OG0004602	XP_034829257.1	JC_05158-RA, JC_05157-RA
OG0004603	XP_034831806.1	JC_07834-RA
OG0004604	XP_034829415.1	JC_05160-RA
OG0004605	XP_034829032.1	JC_05163-RA, JC_05162-RA
OG0004606	XP_034829788.1	JC_09099-RA
OG0004607	XP_034824655.1	JC_04978-RA
OG0004608	XP_034834496.1	JC_11010-RA, JC_11009-RA
OG0004609	XP_034837931.1	JC_08509-RA
OG0004610	XP_034838504.1	JC_00841-RA
OG0004611	XP_034830524.1	JC_03091-RA
OG0004612	XP_034840924.1, XP_034840925.1	JC_00196-RA
OG0004613	XP_034828170.1	JC_11826-RA
OG0004614	XP_034827113.1	JC_09233-RA
OG0004615	XP_034833286.1	JC_05744-RA
OG0004616	XP_034840120.1	JC_08512-RA
OG0004617	XP_034839438.1	JC_01646-RA
OG0004618	XP_034837773.1	JC_15412-RA
OG0004619	XP_034824174.1	JC_00192-RA, JC_00191-RA
OG0004620	XP_034840165.1	JC_04231-RA
OG0004621	XP_034830516.1	JC_03082-RA
OG0004622	XP_034829618.1	JC_09101-RA
OG0004623	XP_034825618.1	JC_02857-RA
OG0004624	XP_034826856.1	JC_09221-RA
OG0004625	XP_034840310.1	JC_04234-RA
OG0004626	XP_034825586.1, XP_034825585.1	JC_02852-RA
OG0004627	XP_034825977.1	JC_13486-RA
OG0004628	XP_034825582.1	JC_02851-RA
OG0004629	XP_034840006.1	JC_04317-RA
OG0004630	XP_034825589.1	JC_02849-RA
OG0004631	XP_034829661.1, XP_034829662.1	JC_09102-RA
OG0004632	XP_034825584.1	JC_02848-RA
OG0004633	XP_034828916.1	JC_06576-RA
OG0004634	XP_034840434.1	JC_04377-RA
OG0004635	XP_034840919.1	JC_00173-RA
OG0004636	XP_034829064.1	JC_05167-RA
OG0004637	XP_034829060.1	JC_05169-RA
OG0004638	XP_034830047.1	JC_00869-RA, JC_00867-RA
OG0004639	XP_034831150.1	JC_07243-RA
OG0004641	XP_034829062.1, XP_034829061.1	JC_05171-RA
OG0004643	XP_034840430.1	JC_04371-RA
OG0004644	XP_034830027.1	JC_00872-RA
OG0004645	XP_034827589.1	JC_11845-RA, JC_11844-RA
OG0004646	XP_034828755.1	JC_06568-RA
OG0004647	XP_034839292.1	JC_01717-RA, JC_01718-RA
OG0004648	XP_034839727.1, XP_034830944.1	JC_00875-RA
OG0004649	XP_034830749.1	JC_03078-RA
OG0004650	XP_034830213.1	JC_09121-RA
OG0004651	XP_034832300.1	JC_07866-RA, JC_07865-RA
OG0004653	XP_034841183.1	JC_00163-RA
OG0004654	XP_034828637.1	JC_08521-RA
OG0004655	XP_034825173.1	JC_02835-RA
OG0004656	XP_034829276.1	JC_05174-RA
OG0004657	XP_034824698.1	JC_04996-RA
OG0004658	XP_034830737.1	JC_03071-RA
OG0004659	XP_034825901.1	JC_13484-RA
OG0004660	XP_034825616.1	JC_02834-RA
OG0004661	XP_034830788.1	JC_03064-RA
OG0004662	XP_034826612.1	JC_13482-RA
OG0004663	XP_034841079.1	JC_00154-RA
OG0004664	XP_034830424.1	JC_03062-RA
OG0004665	XP_034832629.1	JC_11269-RA
OG0004666	XP_034827726.1	JC_11865-RA
OG0004667	XP_034839988.1	JC_04356-RA
OG0004669	XP_034827731.1	JC_11867-RA
OG0004670	XP_034833400.1	JC_05741-RA
OG0004671	XP_034830358.1	JC_03057-RA
OG0004672	XP_034841078.1	JC_00151-RA
OG0004673	XP_034826159.1	JC_13477-RA
OG0004674	XP_034830783.1	JC_03055-RA
OG0004675	XP_034826214.1	JC_13474-RA
OG0004676	XP_034830332.1	JC_03048-RA
OG0004677	XP_034830545.1	JC_03045-RA, JC_03046-RA
OG0004678	XP_034828226.1	JC_11876-RA
OG0004679	XP_034838366.1	JC_00891-RA
OG0004680	XP_034832821.1	JC_00894-RA
OG0004681	XP_034828228.1	JC_11877-RA
OG0004682	XP_034839949.1	JC_04336-RA
OG0004683	XP_034830118.1, XP_034830119.1	JC_09118-RA
OG0004685	XP_034826771.1	JC_09184-RA
OG0004686	XP_034828188.1	JC_11884-RA, JC_11886-RA
OG0004687	XP_034826770.1	JC_09185-RA
OG0004689	XP_034830387.1	JC_03038-RA
OG0004690	XP_034826432.1	JC_13466-RA
OG0004691	XP_034831023.1	JC_00898-RA
OG0004692	XP_034831107.1	JC_00900-RA, JC_00901-RA
OG0004693	XP_034840726.1	JC_08530-RA
OG0004694	XP_034831182.1, XP_034831190.1	JC_00902-RA
OG0004695	XP_034825615.1	JC_02826-RA
OG0004696	XP_034831133.1	JC_00905-RA
OG0004697	XP_034831171.1	JC_00906-RA
OG0004699	XP_034830150.1	JC_09133-RA
OG0004701	XP_034830363.1	JC_03034-RA
OG0004702	XP_034831076.1	JC_00914-RA
OG0004703	XP_034828182.1	JC_11892-RA
OG0004704	XP_034831151.1	JC_00916-RA
OG0004705	XP_034825614.1	JC_02822-RA
OG0004706	XP_034824852.1	JC_08531-RA
OG0004707	XP_034831848.1	JC_07887-RA
OG0004708	XP_034831849.1	JC_07891-RA
OG0004709	XP_034830233.1	JC_09141-RA
OG0004710	XP_034830092.1	JC_09145-RA
OG0004711	XP_034824994.1	JC_02811-RA
OG0004712	XP_034830275.1, XP_034830274.1	JC_03030-RA
OG0004713	XP_034828183.1	JC_11901-RA
OG0004714	XP_034823905.1	JC_00117-RA
OG0004715	XP_034839458.1	JC_01706-RA, JC_01705-RA
OG0004716	XP_034826030.1	JC_13440-RA, JC_13439-RA
OG0004718	XP_034838207.1	JC_00927-RA
OG0004719	XP_034840777.1	JC_04326-RA
OG0004720	XP_034824253.1	JC_05059-RA
OG0004721	XP_034839192.1	JC_01709-RA
OG0004723	XP_034825396.1	JC_02810-RA
OG0004724	XP_034830703.1, XP_034830701.1, XP_034830702.1	JC_03017-RA
OG0004725	XP_034834375.1	JC_00932-RA
OG0004727	XP_034833741.1	JC_00941-RA
OG0004729	XP_034829096.1, XP_034829091.1	JC_08624-RA
OG0004730	XP_034829065.1	JC_08618-RA
OG0004731	XP_034831581.1	JC_08616-RA
OG0004732	XP_034827469.1	JC_11569-RA
OG0004733	XP_034841030.1, XP_034841028.1	JC_00092-RA
OG0004734	XP_034837016.1	JC_00955-RA, JC_00957-RA
OG0004735	XP_034839880.1	JC_04292-RA
OG0004736	XP_034831783.1	JC_08611-RA, JC_08612-RA
OG0004737	XP_034828230.1, XP_034828229.1	JC_11573-RA
OG0004738	XP_034839510.1	JC_01686-RA
OG0004739	XP_034829910.1, XP_034829911.1	JC_09166-RA
OG0004740	XP_034827818.1	JC_11581-RA
OG0004741	XP_034839861.1	JC_04280-RA, JC_04279-RA
OG0004742	XP_034832140.1, XP_034827164.1	JC_08603-RA
OG0004743	XP_034840909.1	JC_00080-RA
OG0004745	XP_034840148.1	JC_04268-RA
OG0004746	XP_034840458.1	JC_08597-RA
OG0004748	XP_034840420.1	JC_04265-RA
OG0004749	XP_034832782.1	JC_08596-RA
OG0004750	XP_034840444.1	JC_04264-RA
OG0004751	XP_034824263.1	JC_05063-RA
OG0004752	XP_034826910.1	JC_08588-RA
OG0004753	XP_034841205.1	JC_00071-RA
OG0004754	XP_034830766.1, XP_034830855.1	JC_02974-RA
OG0004755	XP_034827928.1	JC_11602-RA, JC_11604-RA
OG0004756	XP_034830765.1	JC_02977-RA, JC_02976-RA
OG0004757	XP_034827916.1	JC_11603-RA
OG0004758	XP_034830548.1	JC_02982-RA, JC_02981-RA
OG0004759	XP_034827989.1	JC_11618-RA, JC_11619-RA
OG0004760	XP_034825479.1	JC_08575-RA
OG0004762	XP_034824895.1	JC_08574-RA
OG0004763	XP_034837041.1	JC_00985-RA
OG0004764	XP_034827912.1	JC_11627-RA
OG0004765	XP_034833183.1	JC_08569-RA
OG0004766	XP_034828142.1	JC_08568-RA
OG0004767	XP_034841211.1	JC_00033-RA, JC_00029-RA, JC_00036-RA
OG0004768	XP_034835083.1	JC_00990-RA
OG0004769	XP_034833407.1	JC_08558-RA
OG0004770	XP_034834784.1	JC_08552-RA
OG0004771	XP_034840416.1	JC_04243-RA
OG0004772	XP_034826634.1	JC_13360-RA
OG0004773	XP_034825905.1	JC_13358-RA
OG0004775	XP_034839235.1	JC_01734-RA
OG0004776	XP_034826217.1	JC_13339-RA
OG0004777	XP_034841091.1	JC_00015-RA
OG0004781	XP_034826648.1	JC_13341-RA, JC_13342-RA
OG0004782	XP_034839239.1	JC_01749-RA
OG0004783	XP_034839464.1	JC_01756-RA
OG0004784	XP_034839178.1	JC_01759-RA
OG0004785	XP_034839538.1	JC_01763-RA
OG0004786	XP_034833606.1	JC_01034-RA
OG0004787	XP_034833412.1	JC_01116-RA
OG0004788	XP_034839184.1	JC_01784-RA, JC_01783-RA
OG0004789	XP_034839189.1, XP_034839188.1	JC_01786-RA
OG0004790	XP_034839187.1, XP_034839186.1	JC_01787-RA
OG0004791	XP_034839297.1	JC_01788-RA
OG0004793	XP_034836843.1	JC_15713-RA
OG0004796	XP_034838839.1	JC_16449-RA
OG0004798	XP_034838661.1, XP_034838662.1	JC_16113-RA
OG0004800	XP_034835323.1	JC_10078-RA
OG0004802	XP_034837079.1	JC_14789-RA
OG0004802	XP_034837078.1	JC_14787-RA
OG0004803	XP_034837793.1	JC_15440-RA
OG0004804	XP_034835615.1	JC_09866-RA, JC_09867-RA
OG0004805	XP_034840976.1	JC_00144-RA
OG0004806	XP_034833575.1	JC_05787-RA
OG0004807	XP_034831607.1, XP_034831616.1	JC_01079-RA
OG0004809	XP_034832175.1	JC_07904-RA, JC_07903-RA
OG0004810	XP_034833398.1	JC_01119-RA
OG0004811	XP_034839308.1, XP_034833615.1	JC_01682-RA
OG0004812	XP_034826741.1	JC_09384-RA
OG0004813	XP_034832585.1	JC_11299-RA
OG0004814	XP_034840194.1, XP_034840195.1	JC_04240-RA
OG0004815	XP_034825098.1, XP_034825100.1, XP_034825099.1	JC_02791-RA
OG0004816	XP_034840184.1	JC_03674-RA, JC_03672-RA, JC_03673-RA
OG0004817	XP_034836767.1	JC_15530-RA, JC_15533-RA
OG0004818	XP_034830662.1, XP_034830661.1, XP_034830660.1	JC_03245-RA
OG0004819	XP_034829806.1	JC_08847-RA
OG0004821	XP_034825072.1	JC_02928-RA, JC_02929-RA
OG0004822	XP_034825003.1, XP_034825004.1, XP_034825002.1	JC_02820-RA
OG0004824	XP_034831770.1	JC_07735-RA, JC_07736-RA
OG0004825	XP_034831773.1	JC_07738-RA
OG0004826	XP_034832902.1	JC_11237-RA
OG0004827	XP_034824898.1	JC_04412-RA, JC_04411-RA
OG0004828	XP_034840982.1, XP_034840983.1	JC_00565-RA
OG0004829	XP_034835785.1	JC_01278-RA
OG0004830	XP_034830973.1	JC_03193-RA
OG0004831	XP_034825456.1, XP_034825448.1	JC_08459-RA
OG0004832	XP_034841349.1	JC_08481-RA
OG0004836	XP_034825373.1, XP_034825362.1	JC_02445-RA, JC_02446-RA, JC_02447-RA
OG0004839	XP_034824850.1, XP_034824851.1, XP_034824307.1	JC_04972-RA
OG0004849	XP_034837351.1	JC_14863-RA
OG0004850	XP_034831139.1	JC_06871-RA
OG0004851	XP_034839286.1	JC_02313-RA
OG0004852	XP_034836606.1	JC_14044-RA
OG0004853	XP_034837359.1	JC_14864-RA
OG0004855	XP_034840338.1	JC_03638-RA
OG0004856	XP_034836596.1	JC_14045-RA
OG0004859	XP_034829509.1	JC_05607-RA
OG0004861	XP_034837021.1	JC_15583-RA
OG0004862	XP_034835790.1	JC_13123-RA
OG0004863	XP_034839414.1	JC_02142-RA
OG0004864	XP_034830000.1	JC_08645-RA
OG0004865	XP_034837396.1	JC_14832-RA
OG0004866	XP_034833196.1	JC_05676-RA
OG0004867	XP_034834274.1	JC_17074-RA
OG0004868	XP_034823960.1	JC_07907-RA
OG0004869	XP_034836098.1	JC_13125-RA
OG0004870	XP_034837373.1	JC_14833-RA
OG0004871	XP_034841003.1	JC_00693-RA
OG0004872	XP_034833198.1	JC_05678-RA
OG0004873	XP_034836842.1	JC_15582-RA
OG0004874	XP_034824905.1	JC_04413-RA
OG0004875	XP_034829505.1	JC_05597-RA
OG0004876	XP_034834913.1	JC_10457-RA
OG0004877	XP_034826134.1	JC_14658-RA
OG0004878	XP_034839418.1	JC_02141-RA
OG0004879	XP_034833193.1	JC_05682-RA
OG0004880	XP_034838244.1	JC_17052-RA
OG0004881	XP_034826791.1	JC_09700-RA
OG0004882	XP_034834914.1	JC_10458-RA
OG0004883	XP_034828699.1	JC_06340-RA
OG0004884	XP_034833194.1	JC_05683-RA
OG0004885	XP_034829191.1	JC_05595-RA
OG0004886	XP_034828588.1	JC_07913-RA
OG0004887	XP_034824916.1	JC_04415-RA
OG0004888	XP_034834770.1	JC_10460-RA
OG0004889	XP_034833189.1	JC_05685-RA
OG0004890	XP_034829622.1	JC_08672-RA
OG0004891	XP_034831872.1	JC_07356-RA
OG0004892	XP_034826794.1	JC_09702-RA
OG0004895	XP_034834493.1	JC_10464-RA
OG0004896	XP_034839381.1	JC_01901-RA
OG0004897	XP_034831205.1	JC_06691-RA
OG0004898	XP_034840497.1	JC_03643-RA
OG0004899	XP_034824918.1	JC_04418-RA
OG0004900	XP_034828409.1	JC_06330-RA
OG0004901	XP_034830255.1	JC_03514-RA
OG0004902	XP_034829175.1	JC_05585-RA
OG0004904	XP_034832259.1	JC_07351-RA
OG0004905	XP_034834267.1	JC_12817-RA
OG0004906	XP_034827745.1	JC_16176-RA
OG0004907	XP_034837579.1	JC_15222-RA
OG0004908	XP_034839343.1	JC_02217-RA
OG0004909	XP_034826819.1	JC_09707-RA
OG0004910	XP_034836101.1	JC_13131-RA
OG0004911	XP_034836106.1	JC_13132-RA
OG0004912	XP_034828381.1	JC_06328-RA
OG0004913	XP_034837712.1	JC_15221-RA
OG0004914	XP_034837507.1	JC_15220-RA
OG0004915	XP_034828402.1	JC_06327-RA
OG0004916	XP_034824908.1	JC_04424-RA
OG0004917	XP_034828135.1	JC_16190-RA
OG0004918	XP_034830918.1	JC_03520-RA
OG0004919	XP_034828138.1	JC_16189-RA
OG0004920	XP_034830438.1	JC_03523-RA
OG0004921	XP_034824896.1	JC_04425-RA
OG0004922	XP_034824910.1	JC_04426-RA
OG0004923	XP_034834866.1	JC_10468-RA
OG0004924	XP_034836860.1	JC_12696-RA, JC_12697-RA, JC_16967-RA
OG0004925	XP_034835990.1	JC_13136-RA
OG0004926	XP_034835165.1	JC_10271-RA
OG0004928	XP_034833672.1	JC_05690-RA
OG0004929	XP_034835995.1	JC_13137-RA
OG0004930	XP_034835168.1	JC_10270-RA
OG0004931	XP_034835267.1	JC_10269-RA
OG0004933	XP_034828133.1	JC_16183-RA
OG0004934	XP_034837389.1	JC_14980-RA
OG0004935	XP_034829484.1	JC_05580-RA
OG0004936	XP_034835707.1	JC_10267-RA
OG0004937	XP_034832725.1	JC_11483-RA
OG0004938	XP_034827750.1	JC_16181-RA, JC_16182-RA
OG0004939	XP_034829766.1	JC_08670-RA
OG0004940	XP_034825894.1	JC_14637-RA
OG0004941	XP_034836755.1	JC_15579-RA
OG0004942	XP_034831206.1	JC_06694-RA
OG0004943	XP_034837379.1	JC_14982-RA
OG0004944	XP_034830425.1	JC_03526-RA
OG0004945	XP_034836041.1	JC_13119-RA
OG0004946	XP_034825049.1	JC_02414-RA
OG0004947	XP_034832293.1	JC_07337-RA
OG0004948	XP_034826965.1	JC_09725-RA
OG0004949	XP_034824889.1	JC_04441-RA
OG0004950	XP_034837404.1	JC_14985-RA
OG0004951	XP_034838146.1	JC_17179-RA
OG0004952	XP_034830612.1	JC_03530-RA
OG0004953	XP_034829552.1	JC_08665-RA
OG0004954	XP_034824890.1	JC_04440-RA
OG0004955	XP_034840792.1	JC_03654-RA
OG0004956	XP_034832287.1	JC_07336-RA
OG0004958	XP_034824924.1	JC_04438-RA
OG0004959	XP_034840791.1	JC_03653-RA
OG0004960	XP_034840794.1	JC_03652-RA
OG0004961	XP_034839349.1	JC_01896-RA
OG0004962	XP_034824892.1	JC_04437-RA
OG0004963	XP_034832166.1	JC_01616-RA
OG0004964	XP_034831526.1	JC_06698-RA
OG0004966	XP_034837348.1	JC_15055-RA
OG0004968	XP_034829046.1	JC_05569-RA
OG0004969	XP_034839430.1	JC_01945-RA
OG0004970	XP_034828403.1	JC_06316-RA
OG0004971	XP_034828130.1	JC_16222-RA
OG0004972	XP_034826795.1	JC_09731-RA
OG0004973	XP_034835806.1	JC_13154-RA
OG0004974	XP_034828129.1	JC_16223-RA
OG0004975	XP_034829041.1	JC_05567-RA
OG0004977	XP_034829475.1	JC_05566-RA
OG0004978	XP_034839405.1	JC_01961-RA
OG0004979	XP_034829042.1	JC_05564-RA
OG0004980	XP_034826784.1	JC_09733-RA
OG0004981	XP_034828388.1	JC_06312-RA
OG0004982	XP_034835023.1	JC_10473-RA
OG0004983	XP_034837037.1	JC_15573-RA
OG0004984	XP_034841241.1	JC_00724-RA
OG0004985	XP_034835025.1	JC_10474-RA
OG0004986	XP_034829773.1	JC_08663-RA
OG0004987	XP_034835021.1	JC_10475-RA
OG0004988	XP_034828384.1	JC_06305-RA
OG0004989	XP_034835024.1	JC_10476-RA
OG0004990	XP_034826817.1	JC_09740-RA
OG0004991	XP_034836071.1	JC_13107-RA
OG0004992	XP_034835019.1	JC_10478-RA
OG0004993	XP_034831038.1	JC_06704-RA
OG0004994	XP_034832413.1	JC_07323-RA
OG0004995	XP_034831067.1	JC_06705-RA
OG0004996	XP_034824223.1	JC_07927-RA
OG0004997	XP_034824235.1	JC_07928-RA
OG0004998	XP_034829092.1	JC_05561-RA
OG0005000	XP_034825983.1	JC_14613-RA
OG0005001	XP_034826816.1	JC_08661-RA, JC_08659-RA
OG0005002	XP_034831434.1	JC_06708-RA
OG0005003	XP_034831435.1	JC_06707-RA
OG0005004	XP_034826144.1	JC_14609-RA
OG0005005	XP_034831433.1	JC_06709-RA
