Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0004785	XP_034839538.1	HEL_007101-RA
OG0004786	XP_034833606.1	HEL_006772-RA, HEL_006773-RA
OG0004787	XP_034833412.1	HEL_002927-RA, HEL_002925-RA
OG0004788	XP_034839184.1	HEL_007093-RA
OG0004789	XP_034839189.1, XP_034839188.1	HEL_007092-RA
OG0004790	XP_034839187.1, XP_034839186.1	HEL_007091-RA
OG0004791	XP_034839297.1	HEL_007090-RA, HEL_007089-RA
OG0004792	XP_034831989.1	HEL_003560-RA
OG0004793	XP_034836843.1	HEL_004671-RA
OG0004796	XP_034838839.1	HEL_012968-RA, HEL_012969-RA
OG0004797	XP_034835032.1	HEL_006607-RA
OG0004798	XP_034838661.1, XP_034838662.1	HEL_011386-RA
OG0004800	XP_034835323.1	HEL_006510-RA
OG0004803	XP_034837793.1	HEL_005885-RA
OG0004804	XP_034835615.1	HEL_012771-RA
OG0004805	XP_034840976.1	HEL_013402-RA
OG0004806	XP_034833575.1	HEL_007252-RA, HEL_007250-RA
OG0004807	XP_034831607.1, XP_034831616.1	HEL_006806-RA
OG0004808	XP_034832564.1	HEL_008912-RA, HEL_008909-RA, HEL_008908-RA, HEL_008913-RA
OG0004809	XP_034832175.1	HEL_011993-RA
OG0004812	XP_034826741.1	HEL_006299-RA
OG0004813	XP_034832585.1	HEL_012307-RA, HEL_012309-RA, HEL_012308-RA
OG0004814	XP_034840194.1, XP_034840195.1	HEL_011633-RA
OG0004815	XP_034825098.1, XP_034825100.1, XP_034825099.1	HEL_004477-RA
OG0004816	XP_034840184.1	HEL_010510-RA
OG0004817	XP_034836767.1	HEL_005398-RA
OG0004818	XP_034830662.1, XP_034830661.1, XP_034830660.1	HEL_007415-RA
OG0004819	XP_034829806.1	HEL_006114-RA
OG0004820	XP_034836658.1	HEL_000434-RA
OG0004821	XP_034825072.1	HEL_014158-RA
OG0004822	XP_034825003.1, XP_034825004.1, XP_034825002.1	HEL_004455-RA
OG0004824	XP_034831770.1	HEL_012232-RA
OG0004825	XP_034831773.1	HEL_012235-RA, HEL_012234-RA
OG0004826	XP_034832902.1	HEL_013753-RA, HEL_013752-RA
OG0004827	XP_034824898.1	HEL_007657-RA, HEL_007658-RA
OG0004828	XP_034840982.1, XP_034840983.1	HEL_001564-RA
OG0004829	XP_034835785.1	HEL_002743-RA
OG0004830	XP_034830973.1	HEL_007370-RA
OG0004831	XP_034825456.1, XP_034825448.1	HEL_003136-RA
OG0004832	XP_034841349.1	HEL_003159-RA
OG0004836	XP_034825373.1, XP_034825362.1	HEL_003925-RA
OG0004839	XP_034824309.1	HEL_000121-RA
OG0004839	XP_034824850.1, XP_034824851.1, XP_034824307.1	HEL_000119-RA
OG0004849	XP_034837351.1	HEL_011824-RA
OG0004850	XP_034831139.1	HEL_000835-RA
OG0004851	XP_034839286.1	HEL_013234-RA
OG0004852	XP_034836606.1	HEL_000445-RA
OG0004853	XP_034837359.1	HEL_011823-RA
OG0004854	XP_034836053.1	HEL_001908-RA, HEL_001913-RA
OG0004855	XP_034840338.1	HEL_010477-RA
OG0004856	XP_034836596.1	HEL_000446-RA
OG0004857	XP_034834273.1	HEL_005067-RA
OG0004859	XP_034829509.1	HEL_005363-RA
OG0004860	XP_034836221.1	HEL_001907-RA, HEL_001912-RA
OG0004861	XP_034837021.1	HEL_005367-RA
OG0004862	XP_034835790.1	HEL_001910-RA
OG0004863	XP_034839414.1	HEL_010471-RA
OG0004864	XP_034830000.1	HEL_007725-RA
OG0004865	XP_034837396.1	HEL_011850-RA
OG0004866	XP_034833196.1	HEL_007348-RA
OG0004867	XP_034834274.1	HEL_004079-RA
OG0004868	XP_034823960.1	HEL_002224-RA
OG0004869	XP_034836098.1	HEL_001901-RA
OG0004871	XP_034841003.1	HEL_001694-RA
OG0004872	XP_034833198.1	HEL_007347-RA
OG0004873	XP_034836842.1	HEL_005369-RA
OG0004874	XP_034824905.1	HEL_007656-RA
OG0004875	XP_034829505.1	HEL_005358-RA
OG0004876	XP_034834913.1	HEL_012501-RA
OG0004877	XP_034826134.1	HEL_003425-RA
OG0004878	XP_034839418.1	HEL_004481-RA
OG0004879	XP_034833193.1	HEL_007339-RA
OG0004880	XP_034838244.1	HEL_004165-RA
OG0004881	XP_034826791.1	HEL_008065-RA
OG0004883	XP_034828699.1	HEL_011009-RA
OG0004884	XP_034833194.1	HEL_007338-RA
OG0004885	XP_034829191.1	HEL_005356-RA
OG0004886	XP_034828588.1	HEL_002228-RA
OG0004887	XP_034824916.1	HEL_007654-RA
OG0004888	XP_034834770.1	HEL_012505-RA
OG0004889	XP_034833189.1	HEL_007334-RA
OG0004890	XP_034829622.1	HEL_007746-RA
OG0004891	XP_034831872.1	HEL_003494-RA
OG0004892	XP_034826794.1	HEL_008067-RA
OG0004895	XP_034834493.1	HEL_012508-RA
OG0004896	XP_034839381.1	HEL_009697-RA
OG0004897	XP_034831205.1	HEL_000692-RA
OG0004898	XP_034840497.1	HEL_010481-RA
OG0004899	XP_034824918.1	HEL_007642-RA
OG0004900	XP_034828409.1	HEL_011016-RA
OG0004901	XP_034830255.1	HEL_009464-RA
OG0004902	XP_034829175.1	HEL_005349-RA
OG0004904	XP_034832259.1	HEL_003488-RA
OG0004905	XP_034834267.1	HEL_005076-RA
OG0004906	XP_034827745.1	HEL_012679-RA
OG0004907	XP_034837579.1	HEL_002188-RA
OG0004908	XP_034839343.1	HEL_009687-RA
OG0004909	XP_034826819.1	HEL_008071-RA
OG0004910	XP_034836101.1	HEL_001892-RA
OG0004911	XP_034836106.1	HEL_001891-RA
OG0004912	XP_034828381.1	HEL_011018-RA
OG0004913	XP_034837712.1	HEL_002189-RA
OG0004914	XP_034837507.1	HEL_002190-RA
OG0004915	XP_034828402.1	HEL_011019-RA
OG0004916	XP_034824908.1	HEL_007637-RA
OG0004917	XP_034828135.1	HEL_012682-RA
OG0004918	XP_034830918.1	HEL_009468-RA
OG0004919	XP_034828138.1	HEL_012684-RA
OG0004920	XP_034830438.1	HEL_009469-RA
OG0004921	XP_034824896.1	HEL_007636-RA
OG0004922	XP_034824910.1	HEL_007635-RA
OG0004923	XP_034834866.1	HEL_012509-RA
OG0004925	XP_034835990.1	HEL_001878-RA
OG0004926	XP_034835165.1	HEL_014065-RA
OG0004928	XP_034833672.1	HEL_007325-RA
OG0004929	XP_034835995.1	HEL_001877-RA
OG0004930	XP_034835168.1	HEL_014064-RA
OG0004931	XP_034835267.1	HEL_014063-RA
OG0004932	XP_034839068.1	HEL_013003-RA
OG0004933	XP_034828133.1	HEL_012689-RA
OG0004934	XP_034837389.1	HEL_009296-RA
OG0004935	XP_034829484.1	HEL_005342-RA
OG0004936	XP_034835707.1	HEL_014062-RA
OG0004937	XP_034832725.1	HEL_008958-RA
OG0004938	XP_034827750.1	HEL_012690-RA
OG0004939	XP_034829766.1	HEL_007745-RA
OG0004940	XP_034825894.1	HEL_003413-RA
OG0004941	XP_034836755.1	HEL_005371-RA
OG0004942	XP_034831206.1	HEL_000693-RA
OG0004943	XP_034837379.1	HEL_009293-RA
OG0004944	XP_034830425.1	HEL_009471-RA
OG0004945	XP_034836041.1	HEL_001916-RA
OG0004946	XP_034825049.1	HEL_004017-RA
OG0004947	XP_034832293.1	HEL_003475-RA
OG0004948	XP_034826965.1	HEL_010164-RA
OG0004949	XP_034824889.1	HEL_007627-RA
OG0004950	XP_034837404.1	HEL_009289-RA
OG0004951	XP_034838146.1	HEL_004048-RA
OG0004952	XP_034830612.1	HEL_009474-RA
OG0004953	XP_034829552.1	HEL_007741-RA
OG0004954	XP_034824890.1	HEL_007630-RA
OG0004955	XP_034840792.1	HEL_010482-RA
OG0004956	XP_034832287.1	HEL_003474-RA
OG0004958	XP_034824924.1	HEL_007632-RA
OG0004959	XP_034840791.1	HEL_010483-RA
OG0004960	XP_034840794.1	HEL_010484-RA
OG0004961	XP_034839349.1	HEL_009692-RA
OG0004962	XP_034824892.1	HEL_007633-RA
OG0004963	XP_034832166.1	HEL_006980-RA
OG0004964	XP_034831526.1	HEL_000699-RA
OG0004966	XP_034837348.1	HEL_009210-RA
OG0004968	XP_034829046.1	HEL_005333-RA
OG0004969	XP_034839430.1	HEL_012099-RA
OG0004970	XP_034828403.1	HEL_011025-RA
OG0004971	XP_034828130.1	HEL_012677-RA
OG0004972	XP_034826795.1	HEL_010160-RA
OG0004973	XP_034835806.1	HEL_001873-RA
OG0004974	XP_034828129.1	HEL_012676-RA
OG0004975	XP_034829041.1	HEL_005326-RA
OG0004977	XP_034829475.1	HEL_005325-RA
OG0004978	XP_034839405.1	HEL_012096-RA
OG0004979	XP_034829042.1	HEL_005323-RA
OG0004980	XP_034826784.1	HEL_010157-RA
OG0004981	XP_034828388.1	HEL_011027-RA
OG0004982	XP_034835023.1	HEL_012514-RA
OG0004983	XP_034837037.1	HEL_005376-RA
OG0004984	XP_034841241.1	HEL_001717-RA
OG0004985	XP_034835025.1	HEL_012515-RA
OG0004986	XP_034829773.1	HEL_007735-RA
OG0004987	XP_034835021.1	HEL_012516-RA
OG0004988	XP_034828384.1	HEL_011030-RA
OG0004989	XP_034835024.1	HEL_012517-RA
OG0004990	XP_034826817.1	HEL_010176-RA
OG0004992	XP_034835019.1	HEL_012519-RA
OG0004993	XP_034831038.1	HEL_000707-RA
OG0004994	XP_034832413.1	HEL_003459-RA
OG0004995	XP_034831067.1	HEL_000708-RA
OG0004996	XP_034824223.1	HEL_002239-RA
OG0004997	XP_034824235.1	HEL_002240-RA
OG0004998	XP_034829092.1	HEL_005320-RA
OG0005000	XP_034825983.1	HEL_003391-RA
OG0005001	XP_034826816.1	HEL_008353-RA
OG0005002	XP_034831434.1	HEL_000715-RA
OG0005003	XP_034831435.1	HEL_000716-RA
OG0005004	XP_034826144.1	HEL_003389-RA
OG0005005	XP_034831433.1	HEL_000717-RA
OG0005006	XP_034831437.1	HEL_000721-RA
OG0005007	XP_034824099.1	HEL_002241-RA
OG0005008	XP_034826792.1	HEL_010177-RA
OG0005009	XP_034836829.1	HEL_005383-RA
OG0005010	XP_034831428.1	HEL_000720-RA
OG0005011	XP_034831436.1	HEL_000718-RA
OG0005012	XP_034825527.1	HEL_004001-RA
OG0005013	XP_034838183.1	HEL_004028-RA
OG0005015	XP_034825305.1	HEL_003998-RA
OG0005016	XP_034825855.1	HEL_003386-RA
OG0005017	XP_034837573.1	HEL_002196-RA
OG0005018	XP_034837141.1	HEL_009216-RA
OG0005019	XP_034830457.1	HEL_009483-RA
OG0005020	XP_034834922.1	HEL_012522-RA
OG0005021	XP_034834446.1	HEL_012523-RA
OG0005022	XP_034830460.1	HEL_009484-RA
OG0005023	XP_034834447.1	HEL_012525-RA
OG0005024	XP_034830453.1	HEL_009485-RA
OG0005025	XP_034825303.1	HEL_003994-RA
OG0005026	XP_034830850.1	HEL_009486-RA
OG0005027	XP_034826693.1	HEL_010179-RA
OG0005028	XP_034825322.1	HEL_003992-RA
OG0005029	XP_034825301.1	HEL_003991-RA
OG0005030	XP_034837574.1	HEL_002198-RA
OG0005031	XP_034837422.1	HEL_009222-RA
OG0005032	XP_034834625.1	HEL_012534-RA
OG0005033	XP_034834628.1	HEL_012535-RA
OG0005034	XP_034841251.1	HEL_001713-RA
OG0005036	XP_034834035.1, XP_034832066.1	HEL_006993-RA
OG0005037	XP_034835973.1	HEL_001861-RA
OG0005038	XP_034835968.1	HEL_001860-RA
OG0005039	XP_034836828.1	HEL_005385-RA
OG0005040	XP_034825299.1	HEL_003990-RA
OG0005041	XP_034838145.1	HEL_004029-RA
OG0005042	XP_034824247.1	HEL_002245-RA
OG0005043	XP_034836569.1	HEL_000458-RA
OG0005044	XP_034826178.1	HEL_003379-RA
OG0005045	XP_034838181.1	HEL_004030-RA
OG0005047	XP_034826448.1	HEL_003378-RA
OG0005048	XP_034825323.1	HEL_003988-RA
OG0005049	XP_034825966.1	HEL_003377-RA
OG0005050	XP_034837629.1	HEL_002201-RA
OG0005051	XP_034829473.1	HEL_005315-RA, HEL_005316-RA
OG0005052	XP_034826062.1	HEL_003376-RA
OG0005053	XP_034836234.1	HEL_002037-RA
OG0005054	XP_034835828.1	HEL_002038-RA
OG0005055	XP_034829747.1	HEL_007734-RA
OG0005056	XP_034840035.1	HEL_010487-RA
OG0005057	XP_034834622.1	HEL_012537-RA
OG0005059	XP_034841252.1	HEL_001711-RA
OG0005061	XP_034831919.1	HEL_003450-RA
OG0005062	XP_034824418.1	HEL_007614-RA
OG0005063	XP_034825356.1	HEL_003984-RA
OG0005064	XP_034835127.1	HEL_014449-RA
OG0005065	XP_034837221.1	HEL_009231-RA
OG0005066	XP_034835830.1	HEL_002042-RA
OG0005067	XP_034837639.1	HEL_002202-RA
OG0005068	XP_034837602.1	HEL_002204-RA
OG0005069	XP_034835829.1	HEL_002043-RA
OG0005070	XP_034835137.1	HEL_014451-RA
OG0005071	XP_034831323.1	HEL_000726-RA
OG0005072	XP_034840302.1	HEL_010488-RA
OG0005073	XP_034831530.1	HEL_000728-RA
OG0005074	XP_034833031.1	HEL_008936-RA, HEL_008937-RA
OG0005075	XP_034835132.1	HEL_014452-RA
OG0005076	XP_034828990.1	HEL_005308-RA, HEL_005309-RA
OG0005077	XP_034830717.1	HEL_010238-RA
OG0005078	XP_034837481.1	HEL_002205-RA
OG0005079	XP_034832064.1	HEL_003443-RA
OG0005080	XP_034825403.1	HEL_003983-RA
OG0005081	XP_034827251.1	HEL_002248-RA
OG0005083	XP_034836435.1	HEL_000466-RA
OG0005084	XP_034827241.1	HEL_002249-RA
OG0005085	XP_034838808.1	HEL_011677-RA
OG0005086	XP_034835138.1	HEL_014458-RA
OG0005087	XP_034835245.1	HEL_014459-RA
OG0005088	XP_034834498.1	HEL_012542-RA
OG0005090	XP_034830716.1	HEL_010239-RA
OG0005091	XP_034834349.1	HEL_012543-RA
OG0005092	XP_034834591.1	HEL_012544-RA
OG0005093	XP_034830721.1	HEL_010242-RA
OG0005094	XP_034836132.1	HEL_002049-RA
OG0005095	XP_034836760.1	HEL_005393-RA
OG0005096	XP_034834264.1, XP_034833933.1	HEL_005088-RA
OG0005097	XP_034831404.1	HEL_000731-RA
OG0005098	XP_034831382.1	HEL_000733-RA
OG0005099	XP_034840176.1	HEL_010489-RA
OG0005100	XP_034834864.1	HEL_012545-RA
OG0005101	XP_034834860.1	HEL_012546-RA
OG0005102	XP_034835247.1	HEL_014463-RA
OG0005103	XP_034833503.1	HEL_013868-RA
OG0005104	XP_034831405.1	HEL_000734-RA
OG0005106	XP_034834862.1	HEL_012547-RA
OG0005107	XP_034835839.1	HEL_002052-RA
OG0005108	XP_034827973.1	HEL_012654-RA
OG0005109	XP_034831396.1	HEL_000736-RA
OG0005110	XP_034839528.1	HEL_010423-RA
OG0005111	XP_034828289.1	HEL_012653-RA
OG0005112	XP_034834924.1	HEL_012550-RA
OG0005113	XP_034835841.1, XP_034835842.1	HEL_002053-RA
OG0005114	XP_034828285.1	HEL_012651-RA
OG0005115	XP_034835857.1	HEL_002055-RA
OG0005116	XP_034835006.1	HEL_012552-RA
OG0005117	XP_034829252.1	HEL_005296-RA
OG0005118	XP_034829255.1	HEL_005288-RA
OG0005119	XP_034841452.1	HEL_002253-RA
OG0005120	XP_034829251.1	HEL_005287-RA
OG0005121	XP_034841217.1	HEL_002254-RA
OG0005122	XP_034828975.1	HEL_005285-RA
OG0005123	XP_034826956.1	HEL_010182-RA
OG0005124	XP_034837497.1	HEL_002213-RA
OG0005125	XP_034835941.1	HEL_002061-RA
OG0005126	XP_034826348.1	HEL_003358-RA
OG0005127	XP_034826331.1	HEL_003357-RA
OG0005128	XP_034839109.1	HEL_011671-RA
OG0005129	XP_034841344.1	HEL_002257-RA
OG0005130	XP_034834189.1	HEL_012398-RA
OG0005131	XP_034828949.1	HEL_005284-RA
OG0005132	XP_034824431.1	HEL_007601-RA
OG0005134	XP_034837814.1	HEL_004058-RA
OG0005135	XP_034828948.1	HEL_005282-RA, HEL_005281-RA
OG0005136	XP_034824432.1	HEL_007600-RA
OG0005137	XP_034831881.1	HEL_003500-RA
OG0005138	XP_034831866.1	HEL_003501-RA
OG0005139	XP_034829373.1	HEL_005279-RA
OG0005140	XP_034838086.1	HEL_004057-RA
OG0005141	XP_034826686.1	HEL_010183-RA
OG0005142	XP_034841513.1	HEL_002258-RA
OG0005143	XP_034829372.1	HEL_005278-RA
OG0005144	XP_034827340.1	HEL_010184-RA
OG0005145	XP_034824690.1	HEL_002259-RA
OG0005146	XP_034835241.1	HEL_014466-RA
OG0005148	XP_034823970.1	HEL_001722-RA
OG0005149	XP_034831880.1	HEL_003503-RA
OG0005150	XP_034840157.1	HEL_010496-RA
OG0005151	XP_034824506.1	HEL_002261-RA
OG0005152	XP_034831873.1	HEL_003504-RA
OG0005153	XP_034827342.1	HEL_010189-RA
OG0005154	XP_034832562.1	HEL_008916-RA
OG0005155	XP_034833862.1	HEL_005096-RA
OG0005156	XP_034839267.1	HEL_013237-RA
OG0005157	XP_034837469.1	HEL_012402-RA
OG0005158	XP_034833860.1	HEL_005098-RA
OG0005159	XP_034840210.1	HEL_010507-RA
OG0005160	XP_034837419.1	HEL_012403-RA
OG0005161	XP_034832593.1	HEL_008915-RA
OG0005162	XP_034827343.1	HEL_010191-RA
OG0005163	XP_034839157.1	HEL_013236-RA
OG0005165	XP_034826714.1	HEL_010192-RA
OG0005166	XP_034825521.1	HEL_002263-RA
OG0005167	XP_034840769.1	HEL_010509-RA
OG0005168	XP_034825646.1	HEL_003979-RA
OG0005169	XP_034823969.1	HEL_001726-RA, HEL_001725-RA
OG0005170	XP_034825641.1	HEL_003978-RA
OG0005171	XP_034839088.1	HEL_011668-RA
OG0005172	XP_034823948.1	HEL_001727-RA
OG0005173	XP_034829467.1	HEL_005275-RA
OG0005174	XP_034834067.1	HEL_005101-RA
OG0005175	XP_034838084.1	HEL_004066-RA
OG0005176	XP_034837503.1	HEL_012404-RA
OG0005178	XP_034836474.1	HEL_000467-RA
OG0005179	XP_034834259.1	HEL_005103-RA
OG0005180	XP_034831402.1	HEL_000752-RA
OG0005181	XP_034830005.1	HEL_007728-RA
OG0005182	XP_034826892.1	HEL_010195-RA
OG0005183	XP_034837531.1	HEL_012408-RA
OG0005184	XP_034826894.1	HEL_010196-RA
OG0005185	XP_034839277.1	HEL_013248-RA
OG0005186	XP_034836796.1	HEL_005410-RA
OG0005187	XP_034837601.1	HEL_002218-RA, HEL_002217-RA
OG0005188	XP_034828343.1	HEL_013217-RA
OG0005190	XP_034837146.1	HEL_009242-RA
OG0005191	XP_034828079.1	HEL_005583-RA
OG0005192	XP_034826895.1	HEL_010199-RA
OG0005194	XP_034831380.1	HEL_000755-RA
OG0005195	XP_034834691.1	HEL_010130-RA
OG0005196	XP_034832663.1, XP_034832662.1	HEL_008898-RA
OG0005197	XP_034837388.1	HEL_012411-RA
OG0005199	XP_034831399.1	HEL_000756-RA
OG0005201	XP_034831411.1	HEL_000757-RA
OG0005202	XP_034834937.1	HEL_012573-RA
OG0005203	XP_034823976.1	HEL_001741-RA
OG0005204	XP_034823999.1	HEL_001742-RA
OG0005207	XP_034828354.1	HEL_013208-RA
OG0005208	XP_034838103.1	HEL_004063-RA
OG0005209	XP_034840345.1	HEL_010513-RA
OG0005210	XP_034831403.1	HEL_000758-RA
OG0005211	XP_034837595.1	HEL_012413-RA
OG0005212	XP_034837480.1	HEL_012415-RA
OG0005213	XP_034833008.1	HEL_008895-RA, HEL_008894-RA
OG0005214	XP_034838935.1	HEL_013065-RA
OG0005215	XP_034837552.1	HEL_012416-RA
OG0005216	XP_034823977.1	HEL_001745-RA
OG0005217	XP_034838101.1	HEL_004073-RA
OG0005218	XP_034838097.1	HEL_004072-RA
OG0005219	XP_034840814.1	HEL_010514-RA
OG0005220	XP_034831385.1	HEL_000762-RA
OG0005221	XP_034828344.1	HEL_013204-RA
OG0005222	XP_034830477.1	HEL_010254-RA
OG0005224	XP_034826346.1	HEL_003353-RA
OG0005225	XP_034824721.1	HEL_007595-RA
OG0005227	XP_034828793.1	HEL_013203-RA
OG0005228	XP_034825353.1	HEL_003969-RA
OG0005229	XP_034824635.1	HEL_007594-RA
OG0005230	XP_034832943.1	HEL_008993-RA
OG0005231	XP_034831393.1	HEL_000764-RA
OG0005232	XP_034839288.1	HEL_013246-RA
OG0005234	XP_034824642.1	HEL_007591-RA
OG0005235	XP_034834671.1	HEL_005650-RA
OG0005236	XP_034829749.1	HEL_007750-RA
OG0005237	XP_034829748.1	HEL_007751-RA
OG0005238	XP_034824643.1	HEL_007590-RA
OG0005239	XP_034834020.1	HEL_003611-RA
OG0005240	XP_034834739.1	HEL_005651-RA
OG0005241	XP_034824639.1	HEL_007589-RA
OG0005242	XP_034838787.1	HEL_011772-RA, HEL_011773-RA
OG0005243	XP_034823958.1	HEL_001750-RA
OG0005244	XP_034840842.1	HEL_001751-RA
OG0005245	XP_034824634.1	HEL_007587-RA
OG0005246	XP_034834025.1	HEL_003610-RA
OG0005247	XP_034828947.1	HEL_005269-RA
OG0005248	XP_034824221.1	HEL_007583-RA
OG0005249	XP_034828946.1	HEL_005266-RA
OG0005250	XP_034824719.1	HEL_007582-RA
OG0005251	XP_034827767.1	HEL_013906-RA
OG0005252	XP_034830888.1	HEL_014333-RA
OG0005254	XP_034838987.1	HEL_011769-RA
OG0005255	XP_034823965.1	HEL_001755-RA
OG0005256	XP_034829810.1	HEL_007758-RA
OG0005257	XP_034836784.1	HEL_005423-RA
OG0005258	XP_034830337.1	HEL_014334-RA
OG0005259	XP_034823995.1	HEL_001756-RA, HEL_001757-RA
OG0005260	XP_034829815.1	HEL_007785-RA, HEL_007788-RA
OG0005261	XP_034829152.1	HEL_005264-RA
OG0005262	XP_034828951.1	HEL_005263-RA
OG0005263	XP_034825149.1	HEL_003966-RA
OG0005264	XP_034823962.1	HEL_001758-RA
OG0005265	XP_034825150.1	HEL_003965-RA
OG0005266	XP_034827680.1	HEL_013908-RA
OG0005267	XP_034823940.1	HEL_001759-RA
OG0005268	XP_034830887.1	HEL_014340-RA
OG0005269	XP_034832657.1	HEL_008999-RA
OG0005270	XP_034824000.1	HEL_001760-RA
OG0005272	XP_034840847.1	HEL_001698-RA
OG0005273	XP_034835631.1	HEL_008235-RA
OG0005274	XP_034835627.1	HEL_008234-RA
OG0005275	XP_034829816.1	HEL_007780-RA
OG0005276	XP_034833047.1	HEL_009001-RA
OG0005277	XP_034838993.1	HEL_011764-RA
OG0005278	XP_034832032.1	HEL_003512-RA
OG0005279	XP_034836730.1	HEL_005424-RA
OG0005280	XP_034837205.1	HEL_013508-RA, HEL_013509-RA
OG0005281	XP_034833049.1	HEL_009002-RA
OG0005282	XP_034839426.1	HEL_009658-RA
OG0005283	XP_034824427.1	HEL_007580-RA
OG0005285	XP_034835073.1	HEL_008227-RA
OG0005286	XP_034831724.1	HEL_003513-RA
OG0005287	XP_034833152.1	HEL_009702-RA
OG0005289	XP_034828957.1	HEL_005253-RA, HEL_005252-RA
OG0005291	XP_034837039.1	HEL_005425-RA
OG0005292	XP_034828941.1	HEL_005249-RA, HEL_005250-RA
OG0005293	XP_034826341.1	HEL_003327-RA
OG0005294	XP_034840712.1	HEL_010523-RA
OG0005295	XP_034829877.1	HEL_007776-RA
OG0005296	XP_034831831.1	HEL_012420-RA
OG0005297	XP_034831716.1	HEL_003518-RA
OG0005298	XP_034841188.1	HEL_001764-RA
OG0005299	XP_034833052.1	HEL_009014-RA
OG0005300	XP_034831846.1	HEL_012421-RA
OG0005302	XP_034831725.1	HEL_003519-RA
OG0005303	XP_034828980.1	HEL_005245-RA
OG0005304	XP_034828978.1	HEL_005244-RA
OG0005305	XP_034839005.1	HEL_011748-RA
OG0005306	XP_034832802.1	HEL_009015-RA
OG0005307	XP_034829149.1	HEL_005243-RA
OG0005308	XP_034828942.1	HEL_005251-RA
OG0005309	XP_034838773.1	HEL_011702-RA, HEL_011701-RA
OG0005310	XP_034832800.1	HEL_009018-RA
OG0005311	XP_034838998.1	HEL_011709-RA
OG0005312	XP_034836089.1	HEL_002087-RA
OG0005314	XP_034832594.1	HEL_009021-RA
OG0005315	XP_034831253.1	HEL_000788-RA
OG0005316	XP_034836385.1	HEL_000475-RA
OG0005317	XP_034839268.1	HEL_013240-RA
OG0005318	XP_034838554.1	HEL_011243-RA
OG0005319	XP_034835072.1	HEL_012427-RA
OG0005320	XP_034840705.1	HEL_010536-RA
OG0005321	XP_034834700.1	HEL_005675-RA
OG0005322	XP_034840706.1	HEL_010537-RA
OG0005323	XP_034837042.1	HEL_013520-RA
OG0005324	XP_034840720.1	HEL_010538-RA
OG0005325	XP_034835392.1	HEL_008219-RA
OG0005326	XP_034839265.1	HEL_013242-RA
OG0005327	XP_034837044.1	HEL_013521-RA
OG0005328	XP_034840871.1	HEL_001766-RA
OG0005330	XP_034828997.1	HEL_005238-RA
OG0005331	XP_034832968.1	HEL_008886-RA
OG0005332	XP_034829465.1	HEL_005237-RA
OG0005333	XP_034840349.1	HEL_010545-RA
OG0005334	XP_034832970.1	HEL_008885-RA
OG0005335	XP_034835387.1	HEL_008214-RA
OG0005336	XP_034835179.1	HEL_008212-RA
OG0005337	XP_034835180.1	HEL_008211-RA
OG0005338	XP_034831721.1	HEL_003531-RA
OG0005339	XP_034828786.1	HEL_013176-RA
OG0005340	XP_034831706.1	HEL_003532-RA
OG0005341	XP_034836518.1	HEL_000478-RA
OG0005342	XP_034836353.1	HEL_000479-RA
OG0005343	XP_034839002.1	HEL_011719-RA
OG0005344	XP_034828678.1	HEL_013171-RA
OG0005345	XP_034835650.1	HEL_014295-RA
OG0005346	XP_034836249.1	HEL_000480-RA
OG0005349	XP_034828225.1	HEL_010149-RA
OG0005350	XP_034831539.1	HEL_000789-RA
OG0005351	XP_034838907.1	HEL_011736-RA
OG0005352	XP_034838559.1	HEL_011263-RA
OG0005353	XP_034831094.1	HEL_000790-RA
OG0005355	XP_034834709.1	HEL_005687-RA
OG0005356	XP_034840872.1	HEL_001777-RA
OG0005357	XP_034835510.1	HEL_014299-RA
OG0005358	XP_034834706.1	HEL_005688-RA
OG0005359	XP_034835705.1	HEL_014300-RA
OG0005360	XP_034831713.1	HEL_003535-RA
OG0005361	XP_034836684.1, XP_034836683.1	HEL_000487-RA
OG0005362	XP_034832417.1	HEL_013063-RA
OG0005363	XP_034836742.1	HEL_004597-RA
OG0005364	XP_034835657.1	HEL_014302-RA
OG0005365	XP_034828084.1	HEL_010147-RA
OG0005366	XP_034835682.1	HEL_014303-RA
OG0005367	XP_034838379.1	HEL_011268-RA
OG0005368	XP_034826026.1	HEL_003320-RA
OG0005370	XP_034825500.1	HEL_003958-RA
OG0005371	XP_034824649.1	HEL_007575-RA
OG0005372	XP_034838774.1	HEL_011726-RA
OG0005373	XP_034829145.1	HEL_005235-RA
OG0005374	XP_034828697.1	HEL_013168-RA
OG0005375	XP_034834962.1	HEL_012434-RA
OG0005376	XP_034837211.1	HEL_013525-RA
OG0005377	XP_034837038.1	HEL_005426-RA
OG0005378	XP_034831917.1	HEL_003539-RA
OG0005379	XP_034834703.1	HEL_005689-RA
OG0005380	XP_034839250.1	HEL_013261-RA
OG0005381	XP_034834714.1	HEL_005690-RA
OG0005382	XP_034839006.1	HEL_011724-RA
OG0005383	XP_034826012.1	HEL_003317-RA
OG0005384	XP_034825320.1	HEL_002274-RA
OG0005385	XP_034826020.1	HEL_005028-RA
OG0005386	XP_034839150.1	HEL_013258-RA
OG0005387	XP_034834936.1	HEL_012440-RA
OG0005388	XP_034826769.1	HEL_010204-RA
OG0005389	XP_034838777.1	HEL_011178-RA
OG0005390	XP_034834254.1	HEL_003599-RA
OG0005391	XP_034825341.1	HEL_003955-RA
