Orthogroup	Maniola_hyperantus	Pararge_aegeria
OG0005677	XP_034824891.1	XP_039749318.1
OG0005678	XP_034830561.1	XP_039754039.1
OG0005679	XP_034840314.1	XP_039747265.1
OG0005680	XP_034837137.1	XP_039760650.1
OG0005681	XP_034840126.1	XP_039747058.1
OG0005682	XP_034824925.1	XP_039749319.1
OG0005683	XP_034830557.1	XP_039753746.1
OG0005684	XP_034824917.1	XP_039748847.1
OG0005685	XP_034826483.1	XP_039748886.1
OG0005686	XP_034839269.1	XP_039758299.1
OG0005687	XP_034839660.1	XP_039764194.1
OG0005688	XP_034839111.1	XP_039752831.1
OG0005689	XP_034827576.1	XP_039764134.1
OG0005690	XP_034828246.1	XP_039752349.1
OG0005691	XP_034839107.1	XP_039762969.1
OG0005692	XP_034827607.1	XP_039764030.1
OG0005693	XP_034837222.1	XP_039760646.1
OG0005694	XP_034827735.1	XP_039765227.1
OG0005695	XP_034838271.1	XP_039762385.1
OG0005696	XP_034826069.1	XP_039748923.1
OG0005697	XP_034835080.1	XP_039759231.1
OG0005698	XP_034826068.1	XP_039748428.1
OG0005699	XP_034831273.1	XP_039755453.1
OG0005700	XP_034837452.1	XP_039760621.1
OG0005701	XP_034837455.1	XP_039760541.1
OG0005702	XP_034827782.1	XP_039764470.1
OG0005703	XP_034834287.1	XP_039757533.1
OG0005704	XP_034827789.1	XP_039765111.1
OG0005705	XP_034834290.1	XP_039757970.1
OG0005706	XP_034831978.1	XP_039753723.1
OG0005707	XP_034839753.1	XP_039763557.1
OG0005708	XP_034834286.1	XP_039757766.1
OG0005709	XP_034839751.1	XP_039763215.1
OG0005710	XP_034839123.1	XP_039752712.1
OG0005711	XP_034838528.1	XP_039748151.1
OG0005712	XP_034830128.1	XP_039750004.1
OG0005713	XP_034830127.1	XP_039750055.1
OG0005714	XP_034831992.1	XP_039753725.1
OG0005715	XP_034824031.1	XP_039765485.1
OG0005716	XP_034832598.1	XP_039757144.1
OG0005717	XP_034824032.1	XP_039745343.1
OG0005718	XP_034835812.1	XP_039760213.1
OG0005719	XP_034840533.1	XP_039747133.1
OG0005720	XP_034840080.1	XP_039746763.1
OG0005721	XP_034824292.1	XP_039748861.1
OG0005722	XP_034838715.1	XP_039748399.1
OG0005723	XP_034832080.1	XP_039753488.1
OG0005724	XP_034830060.1	XP_039750156.1
OG0005725	XP_034825679.1	XP_039765252.1
OG0005726	XP_034829678.1	XP_039749830.1
OG0005727	XP_034825885.1	XP_039765260.1
OG0005728	XP_034825959.1	XP_039764874.1
OG0005729	XP_034840306.1	XP_039746876.1
OG0005730	XP_034824227.1	XP_039749129.1
OG0005731	XP_034831259.1	XP_039755366.1
OG0005732	XP_034837347.1	XP_039760618.1
OG0005733	XP_034832688.1	XP_039757215.1
OG0005734	XP_034826050.1	XP_039765221.1
OG0005735	XP_034839568.1	XP_039746883.1
OG0005736	XP_034827518.1	XP_039752667.1
OG0005737	XP_034832577.1	XP_039756982.1
OG0005738	XP_034824952.1	XP_039748634.1
OG0005739	XP_034840859.1	XP_039765093.1
OG0005740	XP_034838703.1	XP_039747926.1
OG0005741	XP_034841296.1	XP_039765584.1
OG0005742	XP_034825929.1	XP_039747144.1
OG0005743	XP_034839752.1	XP_039763149.1
OG0005744	XP_034836507.1	XP_039748228.1
OG0005745	XP_034834218.1	XP_039757912.1
OG0005746	XP_034827337.1	XP_039751465.1
OG0005747	XP_034825897.1	XP_039765095.1
OG0005748	XP_034825911.1	XP_039764409.1, XP_039764427.1
OG0005749	XP_034827336.1	XP_039751464.1
OG0005750	XP_034825087.1	XP_039746266.1
OG0005751	XP_034833488.1	XP_039758610.1
OG0005752	XP_034827335.1	XP_039751650.1
OG0005753	XP_034827339.1	XP_039751243.1
OG0005754	XP_034825980.1	XP_039765102.1
OG0005755	XP_034833485.1	XP_039758294.1
OG0005756	XP_034825991.1	XP_039765104.1
OG0005758	XP_034825776.1	XP_039765080.1
OG0005759	XP_034826486.1	XP_039760767.1
OG0005760	XP_034828503.1	XP_039750278.1
OG0005761	XP_034840369.1	XP_039747428.1
OG0005762	XP_034840838.1	XP_039765094.1
OG0005763	XP_034830570.1	XP_039754195.1
OG0005764	XP_034825705.1	XP_039765077.1
OG0005765	XP_034830583.1	XP_039754169.1
OG0005766	XP_034830574.1	XP_039754556.1
OG0005767	XP_034825921.1	XP_039765097.1
OG0005768	XP_034830550.1	XP_039753920.1
OG0005769	XP_034838688.1	XP_039748107.1
OG0005770	XP_034827897.1	XP_039752664.1
OG0005771	XP_034830579.1	XP_039754325.1
OG0005772	XP_034838382.1	XP_039748240.1
OG0005773	XP_034838650.1	XP_039747948.1
OG0005774	XP_034841156.1	XP_039765669.1
OG0005775	XP_034839173.1	XP_039763614.1
OG0005776	XP_034829099.1	XP_039755133.1
OG0005777	XP_034841179.1	XP_039765670.1
OG0005778	XP_034839121.1	XP_039758063.1
OG0005779	XP_034828493.1	XP_039750591.1
OG0005780	XP_034835396.1	XP_039758978.1
OG0005781	XP_034832571.1	XP_039757068.1
OG0005782	XP_034827904.1	XP_039752672.1
OG0005783	XP_034838641.1	XP_039748190.1
OG0005784	XP_034839289.1, XP_034839281.1	XP_039757343.1
OG0005785	XP_034829461.1	XP_039754882.1
OG0005786	XP_034832531.1	XP_039756052.1
OG0005787	XP_034839306.1	XP_039757191.1
OG0005788	XP_034836517.1	XP_039747624.1
OG0005789	XP_034838652.1, XP_034838651.1	XP_039748073.1
OG0005790	XP_034829098.1	XP_039754720.1
OG0005791	XP_034839052.1	XP_039762994.1
OG0005792	XP_034837723.1	XP_039754260.1
OG0005793	XP_034840857.1	XP_039745463.1
OG0005794	XP_034838887.1	XP_039762707.1
OG0005795	XP_034837754.1	XP_039758867.1
OG0005796	XP_034835609.1	XP_039759628.1
OG0005797	XP_034828487.1	XP_039750826.1
OG0005798	XP_034837736.1	XP_039758858.1
OG0005799	XP_034837714.1	XP_039752077.1
OG0005800	XP_034839050.1	XP_039762928.1
OG0005802	XP_034835612.1	XP_039759195.1, XP_039759197.1
OG0005803	XP_034838618.1	XP_039748355.1
OG0005804	XP_034836954.1	XP_039761054.1
OG0005805	XP_034841052.1	XP_039745389.1
OG0005806	XP_034837089.1	XP_039760788.1
OG0005807	XP_034841153.1	XP_039745423.1
OG0005808	XP_034829894.1	XP_039749704.1
OG0005809	XP_034825071.1	XP_039746243.1
OG0005810	XP_034838617.1	XP_039748359.1
OG0005811	XP_034828488.1	XP_039750344.1
OG0005812	XP_034838614.1	XP_039748316.1
OG0005813	XP_034836861.1	XP_039761083.1
OG0005815	XP_034827579.1	XP_039752422.1
OG0005816	XP_034828507.1	XP_039750346.1
OG0005817	XP_034829102.1, XP_034829101.1	XP_039754728.1
OG0005818	XP_034827559.1	XP_039752470.1
OG0005819	XP_034830847.1	XP_039754326.1
OG0005820	XP_034836999.1	XP_039761303.1
OG0005821	XP_034828809.1	XP_039750894.1
OG0005822	XP_034832824.1	XP_039756816.1
OG0005823	XP_034833376.1	XP_039758346.1
OG0005824	XP_034830577.1	XP_039753821.1
OG0005825	XP_034826756.1	XP_039751318.1
OG0005826	XP_034835056.1	XP_039753175.1
OG0005827	XP_034833382.1	XP_039758769.1
OG0005828	XP_034828505.1	XP_039750916.1
OG0005829	XP_034833377.1	XP_039758407.1
OG0005830	XP_034828590.1	XP_039750588.1
OG0005831	XP_034828589.1	XP_039750587.1
OG0005832	XP_034835738.1	XP_039760278.1
OG0005833	XP_034827536.1	XP_039751751.1
OG0005834	XP_034834125.1	XP_039757762.1
OG0005835	XP_034829652.1	XP_039750166.1
OG0005836	XP_034836995.1	XP_039760949.1
OG0005837	XP_034829093.1	XP_039754997.1
OG0005838	XP_034840860.1	XP_039765883.1
OG0005839	XP_034827578.1	XP_039752490.1
OG0005840	XP_034826695.1	XP_039751451.1
OG0005841	XP_034832826.1	XP_039757003.1
OG0005842	XP_034832823.1	XP_039757002.1
OG0005843	XP_034826697.1	XP_039751452.1
OG0005844	XP_034826698.1	XP_039751123.1
OG0005845	XP_034832789.1	XP_039757258.1
OG0005846	XP_034840393.1	XP_039747301.1
OG0005847	XP_034826694.1	XP_039751446.1
OG0005848	XP_034832732.1	XP_039757099.1
OG0005849	XP_034834760.1, XP_034834751.1	XP_039758018.1
OG0005850	XP_034826883.1	XP_039751152.1
OG0005851	XP_034827255.1	XP_039751346.1
OG0005852	XP_034827258.1	XP_039751418.1
OG0005853	XP_034827046.1	XP_039751000.1
OG0005854	XP_034829875.1	XP_039749774.1
OG0005855	XP_034838646.1	XP_039748283.1
OG0005856	XP_034827254.1	XP_039750999.1
OG0005857	XP_034827257.1	XP_039751670.1
OG0005858	XP_034824943.1	XP_039748572.1
OG0005859	XP_034832715.1	XP_039757149.1
OG0005860	XP_034831645.1	XP_039755496.1
OG0005861	XP_034832929.1	XP_039757330.1
OG0005862	XP_034827570.1	XP_039752256.1
OG0005863	XP_034828115.1	XP_039765232.1
OG0005864	XP_034827572.1	XP_039752291.1
OG0005865	XP_034825930.1	XP_039765804.1
OG0005866	XP_034827575.1	XP_039751911.1
OG0005867	XP_034828004.1	XP_039764962.1
OG0005868	XP_034836043.1	XP_039759834.1
OG0005869	XP_034831648.1	XP_039755897.1
OG0005870	XP_034828073.1	XP_039764870.1
OG0005871	XP_034827565.1	XP_039752332.1
OG0005872	XP_034827794.1	XP_039751891.1
OG0005873	XP_034838737.1	XP_039760229.1
OG0005874	XP_034836048.1	XP_039760266.1
OG0005875	XP_034833179.1	XP_039758528.1
OG0005876	XP_034837165.1	XP_039760834.1
OG0005877	XP_034838676.1	XP_039748468.1
OG0005878	XP_034825360.1	XP_039746139.1
OG0005879	XP_034824745.1	XP_039764785.1
OG0005880	XP_034836060.1	XP_039759816.1
OG0005881	XP_034825357.1	XP_039745916.1
OG0005882	XP_034827549.1	XP_039751887.1
OG0005883	XP_034839251.1	XP_039763790.1
OG0005884	XP_034836224.1	XP_039760338.1
OG0005885	XP_034835925.1	XP_039761415.1
OG0005887	XP_034830845.1	XP_039754196.1
OG0005888	XP_034836066.1	XP_039760009.1
OG0005889	XP_034832615.1	XP_039757143.1
OG0005890	XP_034840372.1	XP_039747134.1
OG0005892	XP_034825468.1	XP_039746397.1
OG0005893	XP_034826996.1	XP_039751543.1
OG0005894	XP_034835291.1	XP_039759579.1
OG0005895	XP_034827900.1	XP_039764799.1
OG0005896	XP_034838878.1	XP_039762856.1
OG0005897	XP_034827891.1	XP_039762893.1
OG0005898	XP_034832665.1	XP_039757064.1
OG0005899	XP_034840580.1	XP_039747362.1
OG0005900	XP_034826403.1	XP_039765112.1
OG0005901	XP_034836672.1	XP_039747704.1
OG0005902	XP_034840571.1	XP_039746653.1
OG0005903	XP_034838944.1	XP_039762863.1
OG0005904	XP_034840581.1	XP_039747441.1
OG0005905	XP_034826405.1	XP_039748233.1
OG0005906	XP_034836666.1	XP_039748297.1
OG0005907	XP_034831106.1	XP_039755668.1
OG0005908	XP_034835166.1	XP_039757375.1
OG0005909	XP_034824648.1	XP_039764364.1
OG0005910	XP_034824484.1	XP_039764372.1
OG0005911	XP_034836054.1	XP_039760079.1
OG0005912	XP_034824151.1	XP_039745202.1
OG0005913	XP_034829774.1	XP_039765149.1
OG0005914	XP_034824150.1	XP_039745096.1
OG0005915	XP_034838461.1	XP_039748424.1
OG0005917	XP_034828679.1	XP_039750500.1
OG0005918	XP_034829795.1	XP_039765154.1
OG0005919	XP_034824149.1	XP_039765803.1
OG0005920	XP_034835199.1	XP_039759524.1
OG0005921	XP_034835139.1	XP_039753566.1
OG0005922	XP_034827009.1	XP_039751590.1
OG0005923	XP_034824836.1	XP_039764966.1
OG0005924	XP_034830572.1	XP_039753840.1
OG0005925	XP_034824846.1	XP_039763673.1
OG0005926	XP_034833773.1	XP_039758168.1
OG0005927	XP_034826979.1	XP_039751350.1
OG0005928	XP_034837260.1	XP_039760592.1
OG0005929	XP_034827958.1	XP_039752364.1
OG0005930	XP_034827050.1	XP_039751334.1
OG0005931	XP_034840562.1	XP_039747146.1
OG0005932	XP_034840552.1	XP_039746928.1
OG0005933	XP_034827004.1	XP_039751409.1
OG0005934	XP_034838632.1	XP_039747976.1
OG0005935	XP_034824406.1	XP_039749289.1
OG0005936	XP_034824405.1	XP_039748875.1
OG0005937	XP_034840573.1	XP_039747021.1
OG0005938	XP_034837954.1	XP_039762289.1
OG0005939	XP_034824875.1	XP_039748651.1
OG0005940	XP_034824879.1	XP_039749000.1
OG0005941	XP_034840973.1	XP_039745351.1
OG0005942	XP_034824872.1	XP_039748648.1
OG0005943	XP_034838295.1	XP_039762244.1
OG0005944	XP_034841204.1	XP_039745099.1
OG0005945	XP_034825470.1	XP_039745801.1
OG0005946	XP_034835618.1	XP_039758250.1
OG0005947	XP_034833216.1	XP_039758600.1
OG0005948	XP_034835630.1	XP_039761148.1
OG0005949	XP_034835607.1	XP_039757081.1
OG0005950	XP_034837914.1	XP_039762122.1
OG0005951	XP_034825037.1	XP_039745857.1
OG0005952	XP_034831594.1	XP_039761904.1, XP_039761902.1, XP_039761903.1
OG0005953	XP_034831123.1	XP_039755968.1
OG0005954	XP_034831113.1	XP_039755360.1
OG0005955	XP_034835649.1	XP_039757300.1
OG0005956	XP_034829527.1	XP_039749627.1
OG0005957	XP_034838416.1	XP_039747721.1
OG0005958	XP_034831128.1	XP_039755396.1
OG0005959	XP_034831130.1	XP_039755400.1
OG0005960	XP_034829528.1	XP_039749365.1
OG0005961	XP_034840579.1	XP_039747096.1
OG0005962	XP_034835292.1	XP_039758994.1
OG0005963	XP_034838736.1	XP_039762862.1
OG0005964	XP_034838734.1	XP_039762695.1
OG0005965	XP_034833162.1	XP_039758803.1
OG0005966	XP_034835288.1	XP_039758995.1
OG0005967	XP_034837086.1	XP_039760409.1
OG0005968	XP_034840407.1	XP_039747338.1
OG0005969	XP_034835293.1	XP_039759446.1
OG0005970	XP_034840130.1	XP_039746841.1
OG0005971	XP_034838976.1	XP_039762944.1
OG0005972	XP_034829750.1	XP_039749584.1
OG0005973	XP_034832314.1	XP_039754317.1
OG0005974	XP_034835107.1	XP_039759443.1
OG0005975	XP_034834487.1	XP_039756464.1
OG0005976	XP_034835110.1	XP_039759595.1
OG0005977	XP_034826986.1	XP_039751509.1
OG0005978	XP_034827012.1	XP_039751371.1
OG0005979	XP_034834485.1	XP_039756173.1
OG0005980	XP_034826978.1	XP_039751203.1
OG0005981	XP_034833135.1	XP_039758817.1
OG0005982	XP_034836045.1	XP_039760076.1
OG0005983	XP_034839759.1	XP_039763676.1
OG0005984	XP_034824946.1	XP_039764959.1
OG0005985	XP_034824368.1	XP_039765128.1
OG0005986	XP_034832670.1	XP_039757041.1
OG0005987	XP_034833221.1	XP_039758588.1
OG0005988	XP_034834483.1	XP_039756587.1
OG0005989	XP_034839197.1	XP_039763435.1
OG0005990	XP_034829539.1	XP_039750009.1
OG0005991	XP_034837932.1	XP_039765048.1
OG0005992	XP_034833380.1	XP_039758491.1, XP_039758492.1
OG0005993	XP_034839654.1	XP_039763869.1
OG0005994	XP_034831141.1	XP_039755842.1
OG0005995	XP_034832208.1	XP_039752894.1
OG0005996	XP_034838354.1	XP_039764884.1
OG0005997	XP_034833070.1	XP_039757298.1
OG0005998	XP_034831211.1	XP_039755944.1
OG0005999	XP_034841429.1	XP_039745101.1, XP_039745102.1
OG0006000	XP_034825833.1	XP_039745329.1
OG0006001	XP_034839300.1	XP_039764958.1
OG0006002	XP_034834484.1	XP_039756588.1
OG0006003	XP_034839315.1	XP_039763626.1
OG0006004	XP_034841426.1	XP_039765674.1
OG0006005	XP_034833821.1	XP_039758077.1
OG0006006	XP_034841424.1	XP_039745332.1
OG0006007	XP_034833812.1	XP_039757559.1
OG0006008	XP_034829610.1	XP_039749845.1
OG0006009	XP_034839387.1	XP_039763466.1
OG0006010	XP_034832519.1	XP_039756959.1
OG0006011	XP_034838315.1	XP_039762207.1
OG0006012	XP_034825367.1	XP_039745968.1
OG0006013	XP_034833798.1	XP_039757754.1
OG0006014	XP_034832521.1	XP_039757020.1
OG0006015	XP_034832520.1	XP_039757326.1
OG0006016	XP_034824216.1	XP_039749281.1
OG0006017	XP_034830584.1	XP_039754065.1
OG0006018	XP_034830552.1	XP_039753903.1
OG0006019	XP_034826985.1	XP_039751108.1
OG0006020	XP_034832512.1	XP_039756819.1
OG0006021	XP_034836810.1	XP_039761377.1
OG0006022	XP_034835821.1	XP_039759951.1
OG0006023	XP_034840100.1	XP_039747205.1
OG0006024	XP_034835820.1	XP_039760027.1
OG0006026	XP_034824569.1	XP_039748587.1
OG0006027	XP_034832516.1	XP_039757049.1
OG0006028	XP_034827010.1	XP_039751248.1
OG0006029	XP_034835822.1	XP_039760089.1
OG0006031	XP_034827005.1	XP_039751028.1
OG0006032	XP_034834456.1	XP_039756127.1
OG0006033	XP_034835849.1	XP_039759913.1
OG0006034	XP_034835770.1	XP_039760259.1
OG0006035	XP_034835794.1	XP_039760218.1
OG0006036	XP_034838977.1	XP_039762692.1, XP_039762691.1
OG0006037	XP_034833460.1	XP_039758505.1
OG0006038	XP_034831638.1	XP_039755348.1
OG0006039	XP_034832579.1	XP_039756916.1
OG0006040	XP_034835864.1	XP_039759770.1
OG0006041	XP_034826228.1	XP_039750097.1
OG0006042	XP_034836623.1	XP_039747583.1
OG0006043	XP_034838682.1	XP_039763415.1
OG0006044	XP_034831751.1	XP_039753150.1
OG0006045	XP_034836922.1	XP_039761232.1
OG0006046	XP_034827496.1	XP_039752692.1
OG0006047	XP_034835862.1	XP_039759765.1
OG0006048	XP_034827490.1	XP_039752475.1
OG0006049	XP_034832584.1	XP_039757080.1
OG0006050	XP_034831753.1	XP_039753585.1
OG0006051	XP_034833815.1	XP_039757675.1
OG0006052	XP_034827007.1	XP_039751314.1
OG0006053	XP_034840305.1	XP_039747185.1
OG0006054	XP_034835963.1	XP_039758263.1
OG0006056	XP_034835915.1	XP_039757612.1
OG0006057	XP_034838052.1	XP_039761919.1
OG0006058	XP_034835102.1	XP_039759293.1
OG0006059	XP_034835746.1	XP_039759924.1
OG0006060	XP_034831984.1	XP_039753011.1
OG0006061	XP_034826513.1	XP_039747588.1
OG0006062	XP_034838465.1	XP_039765134.1
OG0006063	XP_034835105.1	XP_039759501.1
OG0006064	XP_034836172.1	XP_039760313.1
OG0006065	XP_034835756.1	XP_039759862.1
OG0006066	XP_034839590.1	XP_039763882.1
OG0006067	XP_034839490.1	XP_039765063.1
OG0006068	XP_034839888.1	XP_039765010.1
OG0006069	XP_034831988.1	XP_039753492.1
OG0006070	XP_034826858.1	XP_039751706.1
OG0006071	XP_034829725.1	XP_039749672.1
OG0006072	XP_034838243.1	XP_039764806.1
OG0006073	XP_034838036.1	XP_039764805.1
OG0006074	XP_034829729.1	XP_039749674.1
OG0006075	XP_034837287.1	XP_039760024.1
OG0006076	XP_034825066.1	XP_039746439.1
OG0006077	XP_034836228.1	XP_039760342.1
OG0006078	XP_034837244.1	XP_039754140.1
OG0006079	XP_034835065.1	XP_039759661.1
OG0006080	XP_034824752.1	XP_039749198.1
OG0006081	XP_034827481.1	XP_039752333.1
OG0006082	XP_034827141.1	XP_039751338.1
OG0006083	XP_034827136.1	XP_039751555.1
OG0006084	XP_034827133.1	XP_039751531.1
OG0006085	XP_034840189.1	XP_039747054.1
OG0006086	XP_034836729.1	XP_039761211.1
OG0006087	XP_034840375.1	XP_039747053.1
OG0006088	XP_034832453.1	XP_039752855.1
OG0006089	XP_034831361.1	XP_039755813.1
OG0006090	XP_034827140.1	XP_039751275.1
OG0006091	XP_034833789.1	XP_039757606.1
OG0006092	XP_034836724.1	XP_039761201.1
OG0006093	XP_034840207.1	XP_039764697.1
OG0006094	XP_034827134.1	XP_039751374.1
OG0006095	XP_034834769.1	XP_039756283.1
OG0006096	XP_034830271.1	XP_039754503.1
OG0006097	XP_034841497.1	XP_039765572.1
OG0006098	XP_034830356.1	XP_039754580.1
OG0006099	XP_034839446.1	XP_039763916.1
OG0006100	XP_034826366.1	XP_039749879.1
OG0006101	XP_034837257.1	XP_039759467.1
OG0006102	XP_034827250.1	XP_039751118.1
OG0006103	XP_034835212.1	XP_039759514.1
OG0006104	XP_034830546.1	XP_039754581.1
OG0006105	XP_034830839.1	XP_039754453.1
OG0006106	XP_034831596.1	XP_039755404.1
OG0006107	XP_034833530.1	XP_039758509.1
OG0006108	XP_034828977.1	XP_039755175.1
OG0006109	XP_034827025.1	XP_039764728.1
OG0006110	XP_034827035.1	XP_039764729.1
OG0006111	XP_034833294.1	XP_039755920.1
OG0006112	XP_034836550.1	XP_039747923.1
OG0006113	XP_034830838.1	XP_039754400.1
OG0006114	XP_034832079.1	XP_039753701.1
OG0006115	XP_034841500.1	XP_039765298.1
OG0006116	XP_034827253.1, XP_034827058.1	XP_039751603.1
OG0006117	XP_034830837.1	XP_039754222.1
OG0006118	XP_034825392.1	XP_039745887.1
OG0006119	XP_034835218.1	XP_039759459.1
OG0006120	XP_034825390.1	XP_039745840.1
OG0006121	XP_034830495.1	XP_039754034.1
OG0006122	XP_034830648.1	XP_039754237.1
OG0006123	XP_034835248.1	XP_039759151.1
OG0006124	XP_034826708.1	XP_039751666.1
OG0006126	XP_034832118.1	XP_039753378.1
OG0006127	XP_034830793.1	XP_039758793.1
OG0006128	XP_034835124.1	XP_039759430.1
OG0006129	XP_034832994.1	XP_039756932.1
OG0006130	XP_034836726.1	XP_039760923.1
OG0006131	XP_034835929.1	XP_039760049.1
OG0006132	XP_034838499.1	XP_039748124.1
OG0006133	XP_034841502.1	XP_039765438.1
OG0006134	XP_034835126.1	XP_039758898.1
OG0006135	XP_034841506.1	XP_039765439.1
OG0006136	XP_034841507.1	XP_039765440.1
OG0006137	XP_034826860.1	XP_039751268.1
OG0006138	XP_034838001.1	XP_039762324.1
OG0006139	XP_034827060.1	XP_039751339.1
OG0006140	XP_034831312.1	XP_039755616.1
OG0006141	XP_034837249.1	XP_039760821.1
OG0006142	XP_034835164.1	XP_039759341.1
OG0006143	XP_034839651.1	XP_039763683.1
OG0006144	XP_034836176.1	XP_039760345.1
OG0006145	XP_034831617.1	XP_039755533.1
OG0006146	XP_034833819.1	XP_039758171.1
OG0006147	XP_034826586.1	XP_039747215.1
OG0006148	XP_034833809.1	XP_039758143.1
OG0006149	XP_034832161.1	XP_039753629.1
OG0006150	XP_034837893.1	XP_039762151.1
OG0006151	XP_034838404.1	XP_039753501.1
OG0006152	XP_034825513.1	XP_039745616.1
OG0006153	XP_034841508.1	XP_039745314.1
OG0006154	XP_034838414.1	XP_039753513.1
OG0006155	XP_034841503.1	XP_039745071.1
OG0006156	XP_034838424.1	XP_039753525.1
OG0006157	XP_034837240.1	XP_039760517.1
OG0006158	XP_034835319.1	XP_039759643.1, XP_039759644.1
OG0006159	XP_034838444.1	XP_039753468.1
OG0006160	XP_034826581.1	XP_039765651.1
OG0006161	XP_034831560.1	XP_039755702.1
OG0006162	XP_034838458.1	XP_039753490.1
OG0006163	XP_034825326.1	XP_039746412.1
OG0006164	XP_034832078.1	XP_039753456.1
OG0006165	XP_034840785.1	XP_039765156.1
OG0006166	XP_034825627.1	XP_039746270.1
OG0006167	XP_034827055.1	XP_039764860.1
OG0006168	XP_034835317.1	XP_039759570.1
OG0006169	XP_034833790.1	XP_039757655.1
OG0006170	XP_034826582.1	XP_039745521.1
OG0006171	XP_034837168.1	XP_039760843.1
OG0006172	XP_034835315.1	XP_039759389.1
OG0006173	XP_034836320.1	XP_039747887.1
OG0006174	XP_034839549.1	XP_039763436.1
OG0006175	XP_034826272.1	XP_039764646.1
OG0006176	XP_034837082.1	XP_039760413.1
OG0006177	XP_034826826.1	XP_039764662.1
OG0006178	XP_034839550.1	XP_039763360.1
OG0006179	XP_034833454.1	XP_039758262.1
OG0006180	XP_034836893.1	XP_039761338.1
OG0006181	XP_034835089.1	XP_039759328.1, XP_039759329.1
OG0006182	XP_034830328.1	XP_039754560.1
OG0006183	XP_034837166.1	XP_039760598.1
OG0006184	XP_034830865.1	XP_039754289.1
OG0006185	XP_034836177.1	XP_039760212.1
OG0006186	XP_034837228.1	XP_039760712.1
OG0006187	XP_034826313.1	XP_039763347.1
OG0006188	XP_034839556.1	XP_039763952.1
OG0006189	XP_034841193.1	XP_039745079.1
OG0006190	XP_034826153.1	XP_039746815.1
OG0006191	XP_034835921.1	XP_039760061.1
OG0006192	XP_034833801.1	XP_039757967.1
OG0006193	XP_034836229.1	XP_039760062.1
OG0006194	XP_034840653.1	XP_039746522.1
OG0006195	XP_034839540.1	XP_039763700.1
OG0006196	XP_034829683.1	XP_039750060.1, XP_039749918.1
OG0006197	XP_034840660.1	XP_039746853.1
OG0006198	XP_034828922.1	XP_039750975.1
OG0006199	XP_034830265.1	XP_039754003.1
OG0006200	XP_034832150.1	XP_039753006.1
OG0006201	XP_034830266.1	XP_039754005.1
OG0006202	XP_034831024.1	XP_039755955.1
OG0006203	XP_034838534.1	XP_039747740.1
OG0006204	XP_034825553.1	XP_039746022.1
OG0006205	XP_034828923.1	XP_039750689.1
OG0006206	XP_034836113.1	XP_039759736.1
OG0006207	XP_034836109.1	XP_039760053.1
OG0006208	XP_034825657.1	XP_039746387.1
OG0006209	XP_034824508.1	XP_039749204.1
OG0006210	XP_034825648.1	XP_039746444.1
OG0006211	XP_034829841.1	XP_039749555.1
OG0006212	XP_034831239.1	XP_039755359.1
OG0006213	XP_034825652.1	XP_039746004.1
OG0006214	XP_034831246.1	XP_039755757.1
OG0006215	XP_034832111.1	XP_039752946.1
OG0006216	XP_034835751.1	XP_039759969.1
OG0006217	XP_034831242.1	XP_039755696.1
OG0006218	XP_034840279.1	XP_039747370.1
OG0006219	XP_034825649.1	XP_039745558.1
OG0006220	XP_034831555.1	XP_039755960.1
OG0006221	XP_034825823.1	XP_039749308.1
OG0006222	XP_034825688.1	XP_039745574.1
OG0006223	XP_034840297.1	XP_039746905.1
OG0006224	XP_034832681.1	XP_039757328.1
OG0006225	XP_034840295.1	XP_039747268.1
OG0006226	XP_034824530.1	XP_039748812.1
OG0006227	XP_034840285.1	XP_039746940.1
OG0006228	XP_034831247.1	XP_039755795.1
OG0006229	XP_034831241.1	XP_039755325.1
OG0006230	XP_034825824.1	XP_039747553.1
OG0006231	XP_034824518.1	XP_039748655.1
OG0006232	XP_034840866.1	XP_039765973.1
OG0006233	XP_034835538.1	XP_039759587.1
OG0006234	XP_034832128.1	XP_039753729.1
OG0006235	XP_034833446.1	XP_039758253.1
OG0006236	XP_034841194.1	XP_039745203.1
OG0006237	XP_034824782.1	XP_039748654.1
OG0006238	XP_034832133.1	XP_039753728.1
OG0006239	XP_034828428.1	XP_039750221.1
OG0006240	XP_034835912.1	XP_039760261.1
OG0006241	XP_034825689.1	XP_039746057.1
OG0006242	XP_034841184.1	XP_039765639.1
OG0006243	XP_034825554.1	XP_039746178.1
OG0006244	XP_034828423.1	XP_039750237.1
OG0006245	XP_034830962.1	XP_039753927.1
OG0006246	XP_034823975.1	XP_039765805.1
OG0006247	XP_034837956.1	XP_039762002.1
OG0006248	XP_034840286.1	XP_039746918.1
OG0006249	XP_034839683.1	XP_039763535.1
OG0006250	XP_034824513.1	XP_039748968.1
OG0006251	XP_034838969.1	XP_039762493.1
OG0006252	XP_034831515.1	XP_039755666.1
OG0006253	XP_034840296.1	XP_039747043.1
OG0006254	XP_034829088.1	XP_039754745.1
OG0006255	XP_034824086.1	XP_039745171.1
OG0006256	XP_034828420.1	XP_039750236.1
OG0006257	XP_034829085.1	XP_039754953.1
OG0006258	XP_034826753.1	XP_039751093.1
OG0006259	XP_034832169.1	XP_039753451.1
OG0006260	XP_034829459.1	XP_039755231.1
OG0006261	XP_034830333.1	XP_039761029.1
OG0006262	XP_034824529.1	XP_039748807.1
