Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0004090	DPOGS207452-PA	XP_034825424.1
OG0004091	DPOGS206087-PA	XP_034840268.1, XP_034840265.1
OG0004092	DPOGS206701-PA, DPOGS206702-PA	XP_034833088.1
OG0004093	DPOGS212724-PA	XP_034827999.1
OG0004094	DPOGS210497-PA, DPOGS210513-PA	XP_034835171.1
OG0004095	DPOGS207480-PA	XP_034825675.1, XP_034825676.1
OG0004096	DPOGS203663-PA	XP_034838085.1
OG0004097	DPOGS207313-PA	XP_034831485.1
OG0004098	DPOGS201116-PA, DPOGS205340-PA	XP_034825865.1
OG0004099	DPOGS204472-PA	XP_034824056.1
OG0004100	DPOGS203762-PA	XP_034836703.1
OG0004101	DPOGS201650-PA	XP_034837565.1
OG0004102	DPOGS203905-PA	XP_034839837.1
OG0004103	DPOGS212291-PA	XP_034829271.1
OG0004104	DPOGS204342-PA	XP_034830697.1
OG0004105	DPOGS204330-PA	XP_034830670.1
OG0004106	DPOGS204420-PA	XP_034824059.1
OG0004107	DPOGS203666-PA	XP_034838050.1
OG0004108	DPOGS207484-PA	XP_034825369.1
OG0004109	DPOGS203667-PA	XP_034838080.1
OG0004110	DPOGS207485-PA	XP_034824992.1
OG0004111	DPOGS202480-PA	XP_034826532.1
OG0004112	DPOGS204422-PA	XP_034824074.1
OG0004113	DPOGS210500-PA	XP_034835114.1
OG0004114	DPOGS204465-PA, DPOGS204464-PA	XP_034841017.1
OG0004115	DPOGS205442-PA	XP_034836405.1
OG0004116	DPOGS203828-PA	XP_034833164.1
OG0004117	DPOGS205440-PA, DPOGS205441-PA	XP_034836306.1
OG0004118	DPOGS212536-PA, DPOGS212537-PA	XP_034837590.1
OG0004119	DPOGS215592-PA	XP_034824630.1
OG0004120	DPOGS210506-PA	XP_034835252.1
OG0004121	DPOGS200384-PA	XP_034830371.1
OG0004122	DPOGS216037-PA	XP_034834836.1
OG0004123	DPOGS212535-PA	XP_034837593.1
OG0004124	DPOGS215595-PA	XP_034824618.1
OG0004125	DPOGS203739-PA	XP_034836769.1, XP_034836768.1
OG0004126	DPOGS203738-PA	XP_034836693.1, XP_034836694.1
OG0004127	DPOGS200260-PA	XP_034831016.1
OG0004128	DPOGS202343-PA	XP_034833839.1
OG0004129	DPOGS204461-PA	XP_034823924.1
OG0004130	DPOGS209327-PA	XP_034826281.1, XP_034826280.1
OG0004131	DPOGS214070-PA	XP_034827143.1
OG0004132	DPOGS200443-PA	XP_034834512.1
OG0004133	DPOGS202342-PA	XP_034834081.1
OG0004134	DPOGS215598-PA	XP_034824224.1
OG0004135	DPOGS206598-PA	XP_034832643.1
OG0004136	DPOGS202242-PA	XP_034834083.1
OG0004137	DPOGS202340-PA	XP_034834080.1
OG0004138	DPOGS202339-PA	XP_034833721.1
OG0004139	DPOGS200802-PA	XP_034836451.1
OG0004140	DPOGS203735-PA	XP_034836695.1
OG0004141	DPOGS211251-PA	XP_034831785.1
OG0004142	DPOGS215080-PA	XP_034833215.1, XP_034833211.1
OG0004143	DPOGS209313-PA	XP_034825816.1, XP_034825817.1
OG0004144	DPOGS215079-PA	XP_034833297.1
OG0004145	DPOGS200409-PA	XP_034834499.1
OG0004146	DPOGS204456-PA, DPOGS209849-PA	XP_034840964.1
OG0004147	DPOGS206694-PA, DPOGS206695-PA	XP_034832778.1
OG0004148	DPOGS215564-PA	XP_034824182.1
OG0004149	DPOGS214067-PA	XP_034827175.1, XP_034827174.1
OG0004150	DPOGS211250-PA	XP_034831760.1
OG0004151	DPOGS202336-PA	XP_034834060.1
OG0004152	DPOGS203161-PA	XP_034829299.1
OG0004154	DPOGS203964-PA	XP_034839358.1, XP_034839357.1
OG0004155	DPOGS203965-PA	XP_034839382.1
OG0004156	DPOGS206881-PA	XP_034828283.1
OG0004157	DPOGS207050-PA	XP_034828284.1
OG0004158	DPOGS205063-PA	XP_034840275.1
OG0004159	DPOGS209314-PA	XP_034826232.1
OG0004160	DPOGS203676-PA	XP_034833122.1
OG0004161	DPOGS215562-PA	XP_034824962.1
OG0004162	DPOGS203925-PA	XP_034839410.1
OG0004163	DPOGS211248-PA	XP_034831814.1
OG0004164	DPOGS206431-PA	XP_034831815.1
OG0004165	DPOGS203677-PA	XP_034831869.1, XP_034831877.1
OG0004166	DPOGS206482-PA	XP_034832305.1, XP_034832229.1
OG0004167	DPOGS201705-PA	XP_034837062.1
OG0004168	DPOGS200803-PA	XP_034836380.1
OG0004169	DPOGS208991-PA	XP_034829512.1
OG0004170	DPOGS203371-PA	XP_034839609.1
OG0004171	DPOGS213272-PA, DPOGS213273-PA	XP_034825741.1
OG0004172	DPOGS206600-PA	XP_034832779.1
OG0004173	DPOGS203335-PA	XP_034839610.1
OG0004174	DPOGS206885-PA	XP_034828305.1
OG0004175	DPOGS203771-PA	XP_034836979.1
OG0004176	DPOGS208086-PA	XP_034841281.1
OG0004177	DPOGS200269-PA	XP_034831020.1, XP_034831019.1, XP_034831021.1
OG0004178	DPOGS208989-PA	XP_034829885.1
OG0004179	DPOGS206414-PA	XP_034826245.1
OG0004180	DPOGS205094-PA	XP_034840062.1
OG0004181	DPOGS200369-PA	XP_034831017.1
OG0004182	DPOGS206425-PA	XP_034826244.1
OG0004183	DPOGS203814-PA	XP_034830656.1
OG0004184	DPOGS207597-PA	XP_034824984.1
OG0004185	DPOGS203775-PA	XP_034836851.1
OG0004186	DPOGS203686-PA	XP_034833195.1
OG0004187	DPOGS203374-PA	XP_034839407.1
OG0004188	DPOGS201088-PA	XP_034833332.1, XP_034833331.1
OG0004189	DPOGS200528-PA	XP_034836627.1
OG0004190	DPOGS200620-PA	XP_034834515.1
OG0004191	DPOGS203330-PA	XP_034839420.1
OG0004192	DPOGS209230-PA	XP_034829047.1, XP_034829048.1
OG0004193	DPOGS201217-PA	XP_034834201.1
OG0004194	DPOGS201654-PA	XP_034837635.1
OG0004195	DPOGS203810-PA	XP_034836302.1
OG0004196	DPOGS200565-PA	XP_034836628.1
OG0004197	DPOGS208067-PA	XP_034841142.1, XP_034841143.1
OG0004198	DPOGS201069-PA, DPOGS201070-PA	XP_034833175.1
OG0004199	DPOGS206273-PA, DPOGS206272-PA	XP_034837214.1
OG0004200	DPOGS202330-PA	XP_034834042.1
OG0004201	DPOGS206890-PA	XP_034827519.1
OG0004202	DPOGS214062-PA	XP_034827152.1
OG0004203	DPOGS202328-PA	XP_034833695.1
OG0004204	DPOGS203378-PA	XP_034839605.1
OG0004205	DPOGS201093-PA	XP_034833531.1
OG0004206	DPOGS202326-PA	XP_034833944.1
OG0004207	DPOGS207551-PA	XP_034824316.1
OG0004208	DPOGS203381-PA, DPOGS203382-PA	XP_034839424.1
OG0004209	DPOGS200523-PA	XP_034836523.1
OG0004210	DPOGS202257-PA	XP_034833939.1
OG0004211	DPOGS204238-PA	XP_034841514.1
OG0004212	DPOGS203808-PA	XP_034836383.1
OG0004213	DPOGS208987-PA	XP_034829672.1
OG0004214	DPOGS201096-PA	XP_034833632.1
OG0004215	DPOGS200522-PA	XP_034836524.1
OG0004216	DPOGS207902-PA	XP_034828971.1
OG0004217	DPOGS206533-PA	XP_034827317.1
OG0004218	DPOGS206265-PA	XP_034837064.1
OG0004219	DPOGS205647-PA	XP_034827153.1
OG0004220	DPOGS209418-PA	XP_034835203.1
OG0004221	DPOGS202323-PA	XP_034834207.1
OG0004222	DPOGS201063-PA	XP_034833185.1, XP_034839442.1
OG0004223	DPOGS202322-PA	XP_034834208.1
OG0004224	DPOGS207903-PA, DPOGS211750-PA	XP_034829376.1
OG0004225	DPOGS201986-PA	XP_034827162.1
OG0004226	DPOGS215988-PA	XP_034825062.1
OG0004227	DPOGS201985-PA	XP_034827166.1
OG0004228	DPOGS204304-PA	XP_034841095.1
OG0004229	DPOGS214940-PA, DPOGS214937-PA, DPOGS214939-PA	XP_034834196.1
OG0004230	DPOGS200574-PA	XP_034836375.1
OG0004231	DPOGS205344-PA	XP_034830488.1
OG0004232	DPOGS214189-PA	XP_034828139.1
OG0004233	DPOGS207586-PA	XP_034824686.1
OG0004234	DPOGS206682-PA	XP_034832879.1
OG0004235	DPOGS211748-PA	XP_034829446.1
OG0004236	DPOGS206615-PA, DPOGS206614-PA	XP_034832922.1
OG0004237	DPOGS206261-PA	XP_034837424.1, XP_034837425.1
OG0004238	DPOGS214191-PA, DPOGS214192-PA	XP_034827423.1
OG0004239	DPOGS207584-PA	XP_034824677.1
OG0004240	DPOGS212295-PA, DPOGS212296-PA	XP_034829115.1
OG0004241	DPOGS215950-PA	XP_034833869.1
OG0004242	DPOGS207583-PA	XP_034824668.1
OG0004243	DPOGS212294-PA	XP_034829445.1
OG0004244	DPOGS214935-PA	XP_034833880.1
OG0004245	DPOGS207034-PA	XP_034827406.1
OG0004246	DPOGS204228-PA	XP_034840884.1
OG0004248	DPOGS207582-PA	XP_034824671.1
OG0004249	DPOGS204064-PA, DPOGS204063-PA	XP_034837069.1
OG0004250	DPOGS204227-PA	XP_034840885.1
OG0004251	DPOGS204309-PA	XP_034840886.1
OG0004252	DPOGS203804-PA	XP_034836328.1
OG0004253	DPOGS204226-PA	XP_034824165.1
OG0004254	DPOGS204068-PA	XP_034837412.1
OG0004255	DPOGS210940-PA	XP_034828624.1
OG0004256	DPOGS201990-PA	XP_034826904.1
OG0004257	DPOGS203803-PA	XP_034836292.1
OG0004258	DPOGS204311-PA	XP_034840958.1
OG0004259	DPOGS207562-PA	XP_034824658.1
OG0004260	DPOGS214198-PA	XP_034828748.1
OG0004261	DPOGS204315-PA	XP_034823893.1
OG0004262	DPOGS207031-PA	XP_034827433.1
OG0004263	DPOGS214201-PA	XP_034827648.1
OG0004264	DPOGS203611-PA	XP_034830468.1
OG0004265	DPOGS201979-PA	XP_034826739.1
OG0004266	DPOGS214318-PA, DPOGS214319-PA	XP_034835076.1
OG0004267	DPOGS212569-PA	XP_034839482.1
OG0004268	DPOGS201998-PA	XP_034826738.1
OG0004269	DPOGS203612-PA	XP_034830470.1
OG0004270	DPOGS214203-PA	XP_034827716.1
OG0004271	DPOGS204072-PA	XP_034837232.1
OG0004272	DPOGS214173-PA	XP_034836012.1
OG0004273	DPOGS209747-PA	XP_034834902.1
OG0004274	DPOGS207258-PA	XP_034831447.1
OG0004275	DPOGS212305-PA	XP_034836455.1
OG0004276	DPOGS214371-PA	XP_034835567.1
OG0004277	DPOGS204015-PA, DPOGS204014-PA	XP_034833702.1
OG0004278	DPOGS204051-PA	XP_034833706.1
OG0004279	DPOGS211584-PA	XP_034828620.1
OG0004280	DPOGS204016-PA	XP_034833704.1, XP_034833703.1
OG0004281	DPOGS209708-PA	XP_034834519.1
OG0004282	DPOGS207296-PA	XP_034831292.1
OG0004283	DPOGS214315-PA	XP_034835216.1
OG0004284	DPOGS214207-PA	XP_034835344.1
OG0004285	DPOGS207024-PA	XP_034828218.1
OG0004286	DPOGS203792-PA	XP_034835753.1
OG0004287	DPOGS200100-PA	XP_034839602.1
OG0004288	DPOGS207266-PA	XP_034831154.1
OG0004289	DPOGS211926-PA	XP_034825231.1
OG0004290	DPOGS203704-PA	XP_034835763.1
OG0004291	DPOGS206913-PA	XP_034827691.1
OG0004292	DPOGS206570-PA	XP_034826315.1
OG0004293	DPOGS207799-PA, DPOGS207797-PA	XP_034832013.1
OG0004294	DPOGS214215-PA, DPOGS214162-PA	XP_034825144.1
OG0004295	DPOGS213278-PA	XP_034825242.1
OG0004296	DPOGS209741-PA	XP_034834553.1
OG0004297	DPOGS208876-PA, DPOGS208874-PA	XP_034829789.1
OG0004298	DPOGS212255-PA	XP_034829272.1
OG0004299	DPOGS211897-PA	XP_034825253.1
OG0004300	DPOGS207801-PA	XP_034832014.1
OG0004301	DPOGS209738-PA	XP_034834526.1
OG0004302	DPOGS208878-PA	XP_034829858.1, XP_034829857.1
OG0004303	DPOGS210759-PA	XP_034828612.1
OG0004304	DPOGS207803-PA	XP_034831859.1
OG0004305	DPOGS206044-PA, DPOGS206043-PA	XP_034839707.1
OG0004306	DPOGS209715-PA	XP_034834518.1
OG0004307	DPOGS204081-PA	XP_034837243.1
OG0004308	DPOGS212784-PA	XP_034827801.1
OG0004309	DPOGS205868-PA	XP_034837648.1
OG0004310	DPOGS215057-PA	XP_034830775.1
OG0004311	DPOGS211893-PA	XP_034825255.1
OG0004312	DPOGS207760-PA	XP_034832400.1
OG0004313	DPOGS208980-PA	XP_034829900.1
OG0004314	DPOGS207288-PA	XP_034831147.1
OG0004315	DPOGS208977-PA	XP_034829906.1
OG0004316	DPOGS209733-PA	XP_034834528.1
OG0004317	DPOGS214335-PA	XP_034835643.1
OG0004318	DPOGS207432-PA	XP_034836529.1, XP_034836530.1
OG0004319	DPOGS208882-PA	XP_034829904.1, XP_034830064.1
OG0004320	DPOGS214158-PA	XP_034840662.1
OG0004321	DPOGS206625-PA, DPOGS206626-PA	XP_034832887.1
OG0004322	DPOGS206569-PA	XP_034826273.1
OG0004323	DPOGS206567-PA, DPOGS206568-PA	XP_034826270.1
OG0004324	DPOGS214337-PA	XP_034835597.1
OG0004325	DPOGS213028-PA	XP_034840650.1
OG0004326	DPOGS203789-PA	XP_034834692.1
OG0004327	DPOGS208890-PA	XP_034829651.1
OG0004328	DPOGS203711-PA	XP_034838156.1
OG0004329	DPOGS211934-PA	XP_034825597.1
OG0004330	DPOGS212999-PA	XP_034840641.1
OG0004331	DPOGS206915-PA	XP_034827439.1
OG0004332	DPOGS203619-PA	XP_034830653.1
OG0004333	DPOGS206954-PA	XP_034828011.1
OG0004334	DPOGS201964-PA	XP_034826733.1
OG0004335	DPOGS202005-PA	XP_034826732.1
OG0004336	DPOGS206563-PA	XP_034826264.1
OG0004337	DPOGS206951-PA	XP_034827444.1
OG0004338	DPOGS206631-PA	XP_034832870.1
OG0004339	DPOGS204045-PA	XP_034834185.1
OG0004340	DPOGS214849-PA, DPOGS214850-PA	XP_034835852.1
OG0004341	DPOGS203069-PA	XP_034841358.1
OG0004342	DPOGS208971-PA	XP_034830221.1, XP_034830220.1
OG0004343	DPOGS206559-PA	XP_034826269.1
OG0004344	DPOGS207426-PA	XP_034836407.1
OG0004345	DPOGS203071-PA	XP_034841062.1
OG0004346	DPOGS208052-PA	XP_034833595.1
OG0004347	DPOGS214861-PA	XP_034835890.1, XP_034835889.1
OG0004348	DPOGS215968-PA	XP_034825729.1
OG0004349	DPOGS203077-PA	XP_034841529.1
OG0004350	DPOGS202634-PA	XP_034832508.1
OG0004351	DPOGS204019-PA	XP_034834140.1
OG0004352	DPOGS208054-PA	XP_034833413.1
OG0004353	DPOGS206148-PA	XP_034839772.1
OG0004354	DPOGS209070-PA	XP_034835892.1
OG0004356	DPOGS215962-PA	XP_034825637.1
OG0004357	DPOGS208667-PA	XP_034841528.1
OG0004358	DPOGS208975-PA	XP_034829969.1
OG0004359	DPOGS206029-PA	XP_034839422.1
OG0004360	DPOGS207813-PA	XP_034832337.1
OG0004361	DPOGS207271-PA	XP_034831188.1, XP_034831189.1
OG0004362	DPOGS207409-PA	XP_034836266.1
OG0004363	DPOGS206947-PA	XP_034828297.1
OG0004364	DPOGS202895-PA	XP_034835463.1
OG0004365	DPOGS200480-PA	XP_034827125.1
OG0004366	DPOGS207817-PA	XP_034832217.1
OG0004367	DPOGS208639-PA	XP_034841213.1
OG0004368	DPOGS206046-PA	XP_034839705.1
OG0004369	DPOGS202379-PA	XP_034826559.1
OG0004370	DPOGS204037-PA	XP_034834164.1
OG0004371	DPOGS213049-PA	XP_034834384.1
OG0004372	DPOGS204036-PA	XP_034834149.1, XP_034834150.1
OG0004373	DPOGS210754-PA	XP_034828367.1
OG0004374	DPOGS208660-PA	XP_034841157.1
OG0004375	DPOGS204034-PA	XP_034833887.1
OG0004376	DPOGS208914-PA	XP_034830228.1
OG0004377	DPOGS208659-PA	XP_034824177.1
OG0004378	DPOGS208643-PA	XP_034840816.1
OG0004379	DPOGS209543-PA	XP_034833244.1
OG0004380	DPOGS215954-PA	XP_034825633.1
OG0004381	DPOGS206133-PA	XP_034839719.1, XP_034839721.1
OG0004382	DPOGS208657-PA	XP_034841132.1
OG0004383	DPOGS209535-PA	XP_034826596.1
OG0004384	DPOGS207279-PA	XP_034831688.1, XP_034831689.1
OG0004385	DPOGS200486-PA	XP_034826716.1
OG0004386	DPOGS204852-PA	XP_034831080.1
OG0004387	DPOGS209556-PA	XP_034833583.1
OG0004388	DPOGS202430-PA	XP_034837681.1
OG0004389	DPOGS215953-PA	XP_034825631.1
OG0004390	DPOGS204846-PA	XP_034831577.1
OG0004391	DPOGS213435-PA	XP_034830369.1
OG0004392	DPOGS215629-PA	XP_034837341.1
OG0004393	DPOGS208655-PA	XP_034841128.1
OG0004394	DPOGS209029-PA	XP_034835768.1
OG0004395	DPOGS202449-PA	XP_034824835.1
OG0004396	DPOGS215787-PA	XP_034838264.1
OG0004397	DPOGS209061-PA	XP_034836196.1
OG0004398	DPOGS200489-PA	XP_034826700.1
OG0004399	DPOGS215628-PA	XP_034838274.1
OG0004400	DPOGS205858-PA	XP_034836636.1
OG0004401	DPOGS209550-PA	XP_034833576.1
OG0004402	DPOGS202592-PA, DPOGS212273-PA	XP_034828974.1
OG0004403	DPOGS203970-PA	XP_034839587.1
OG0004404	DPOGS202444-PA, DPOGS202445-PA	XP_034824928.1
OG0004405	DPOGS200492-PA	XP_034826923.1
OG0004406	DPOGS205820-PA	XP_034836640.1
OG0004407	DPOGS207548-PA	XP_034824926.1
OG0004408	DPOGS215625-PA	XP_034838974.1
OG0004409	DPOGS208654-PA	XP_034841133.1
OG0004410	DPOGS207600-PA	XP_034824930.1
OG0004411	DPOGS207601-PA	XP_034824210.1
OG0004412	DPOGS207546-PA	XP_034824207.1, XP_034824208.1
OG0004413	DPOGS207829-PA, DPOGS207830-PA	XP_034832198.1
OG0004414	DPOGS208902-PA	XP_034829979.1
OG0004415	DPOGS207836-PA	XP_034831735.1, XP_034831736.1
OG0004416	DPOGS204854-PA, DPOGS204853-PA	XP_034831213.1
OG0004417	DPOGS202596-PA	XP_034828981.1
OG0004418	DPOGS208071-PA	XP_034841139.1, XP_034841140.1
OG0004419	DPOGS209054-PA	XP_034836029.1
OG0004420	DPOGS210684-PA	XP_034828643.1
OG0004421	DPOGS208069-PA	XP_034841131.1
OG0004422	DPOGS208079-PA	XP_034840818.1
OG0004423	DPOGS209537-PA	XP_034826316.1
OG0004424	DPOGS211638-PA	XP_034831318.1
OG0004425	DPOGS208068-PA	XP_034841146.1
OG0004426	DPOGS206866-PA	XP_034828099.1
OG0004427	DPOGS201490-PA	XP_034834166.1
OG0004428	DPOGS207070-PA	XP_034828094.1, XP_034828093.1
OG0004429	DPOGS209040-PA, DPOGS209041-PA	XP_034836025.1
OG0004430	DPOGS211646-PA	XP_034831160.1
OG0004430	DPOGS208145-PA	XP_034829658.1
OG0004431	DPOGS204248-PA	XP_034841269.1
OG0004432	DPOGS203973-PA	XP_034839132.1
OG0004433	DPOGS214340-PA	XP_034835275.1
OG0004434	DPOGS212811-PA	XP_034833767.1
OG0004435	DPOGS211633-PA, DPOGS211632-PA	XP_034831034.1
OG0004436	DPOGS212873-PA	XP_034833932.1
OG0004437	DPOGS210686-PA, DPOGS210687-PA	XP_034828860.1
OG0004438	DPOGS213236-PA, DPOGS213235-PA	XP_034836388.1
OG0004439	DPOGS212814-PA	XP_034834089.1, XP_034834091.1
OG0004440	DPOGS212815-PA	XP_034834093.1
OG0004441	DPOGS214144-PA	XP_034824610.1
OG0004442	DPOGS208376-PA	XP_034839225.1
OG0004443	DPOGS200984-PA	XP_034834600.1
OG0004444	DPOGS212816-PA	XP_034833963.1
OG0004445	DPOGS214220-PA	XP_034825560.1, XP_034825565.1
OG0004446	DPOGS205873-PA, DPOGS205872-PA	XP_034837695.1
OG0004447	DPOGS201024-PA	XP_034834599.1
OG0004448	DPOGS209895-PA	XP_034835529.1
OG0004449	DPOGS214152-PA	XP_034825600.1
OG0004450	DPOGS213832-PA	XP_034829423.1
OG0004451	DPOGS202111-PA	XP_034840177.1
OG0004452	DPOGS208963-PA	XP_034829781.1
OG0004453	DPOGS214254-PA	XP_034825580.1
OG0004454	DPOGS205881-PA, DPOGS205251-PA	XP_034837645.1
OG0004455	DPOGS213828-PA	XP_034829433.1
OG0004456	DPOGS212864-PA	XP_034833965.1
OG0004457	DPOGS211658-PA	XP_034831222.1
OG0004458	DPOGS200986-PA	XP_034835008.1
OG0004459	DPOGS208965-PA	XP_034829675.1
OG0004460	DPOGS213826-PA, DPOGS213827-PA	XP_034829429.1
OG0004461	DPOGS209902-PA	XP_034835474.1
OG0004462	DPOGS204290-PA	XP_034841355.1
OG0004463	DPOGS211903-PA	XP_034825209.1
OG0004464	DPOGS204264-PA	XP_034841350.1, XP_034841351.1
OG0004465	DPOGS209905-PA	XP_034835049.1
OG0004466	DPOGS205765-PA, DPOGS205764-PA	XP_034824940.1
OG0004467	DPOGS211910-PA	XP_034825205.1
OG0004468	DPOGS202636-PA	XP_034832930.1
OG0004469	DPOGS207713-PA	XP_034831905.1
OG0004470	DPOGS213841-PA	XP_034828963.1
OG0004471	DPOGS210747-PA	XP_034828871.1
OG0004472	DPOGS204284-PA	XP_034824159.1
OG0004473	DPOGS206936-PA	XP_034827662.1
OG0004474	DPOGS201485-PA	XP_034831669.1
OG0004475	DPOGS211912-PA, DPOGS200707-PA	XP_034825263.1
OG0004476	DPOGS213824-PA	XP_034828964.1
OG0004477	DPOGS204003-PA	XP_034837762.1, XP_034837504.1
OG0004478	DPOGS202367-PA, DPOGS202366-PA	XP_034825969.1
OG0004479	DPOGS201013-PA	XP_034834882.1
OG0004480	DPOGS212825-PA	XP_034834004.1
OG0004481	DPOGS204859-PA	XP_034831338.1
OG0004482	DPOGS200999-PA	XP_034834897.1
OG0004483	DPOGS212827-PA	XP_034834171.1
OG0004484	DPOGS203950-PA	XP_034839142.1
OG0004485	DPOGS202118-PA	XP_034840401.1
OG0004486	DPOGS201480-PA	XP_034835266.1
OG0004487	DPOGS201476-PA	XP_034833500.1, XP_034833521.1
OG0004488	DPOGS201008-PA	XP_034834880.1
OG0004489	DPOGS201006-PA	XP_034834870.1
OG0004490	DPOGS212830-PA	XP_034833698.1, XP_034833697.1
OG0004491	DPOGS205501-PA	XP_034837657.1, XP_034837658.1
OG0004492	DPOGS213630-PA	XP_034831520.1
OG0004493	DPOGS205502-PA	XP_034837558.1
OG0004494	DPOGS206934-PA	XP_034827605.1
OG0004495	DPOGS205534-PA, DPOGS205533-PA	XP_034837568.1
OG0004496	DPOGS215411-PA	XP_034833434.1
OG0004497	DPOGS213306-PA	XP_034830609.1
OG0004498	DPOGS208928-PA	XP_034829961.1, XP_034829960.1
OG0004499	DPOGS211621-PA	XP_034832799.1
OG0004500	DPOGS202104-PA	XP_034840115.1, XP_034840114.1
OG0004501	DPOGS212387-PA	XP_034831370.1, XP_034831369.1
OG0004502	DPOGS212388-PA	XP_034831359.1
OG0004503	DPOGS206933-PA	XP_034827623.1, XP_034827622.1
OG0004504	DPOGS209977-PA	XP_034829407.1
OG0004505	DPOGS207649-PA	XP_034827018.1
OG0004506	DPOGS207666-PA	XP_034827026.1
OG0004507	DPOGS204280-PA	XP_034841473.1
OG0004508	DPOGS202691-PA	XP_034834235.1
OG0004509	DPOGS204279-PA	XP_034841474.1
OG0004510	DPOGS202701-PA	XP_034834236.1
OG0004511	DPOGS210564-PA, DPOGS207857-PA	XP_034832382.1
OG0004512	DPOGS214112-PA	XP_034841305.1
OG0004513	DPOGS206927-PA	XP_034827630.1, XP_034827629.1
OG0004514	DPOGS200317-PA	XP_034830326.1
OG0004515	DPOGS207010-PA	XP_034827603.1
OG0004516	DPOGS207860-PA	XP_034832348.1
OG0004517	DPOGS214111-PA	XP_034841318.1
OG0004518	DPOGS204274-PA	XP_034840953.1
OG0004519	DPOGS211414-PA	XP_034824843.1
OG0004520	DPOGS200318-PA	XP_034830478.1
OG0004521	DPOGS206925-PA	XP_034827608.1
OG0004522	DPOGS200309-PA	XP_034830423.1
OG0004523	DPOGS212557-PA	XP_034839809.1, XP_034839808.1, XP_034839807.1
OG0004524	DPOGS202101-PA	XP_034840118.1
OG0004525	DPOGS207859-PA	XP_034832347.1
OG0004526	DPOGS214107-PA	XP_034841403.1
OG0004527	DPOGS207700-PA	XP_034832378.1
OG0004528	DPOGS210734-PA	XP_034828531.1
OG0004529	DPOGS200308-PA	XP_034830319.1
OG0004530	DPOGS210732-PA	XP_034828522.1
OG0004531	DPOGS205511-PA	XP_034837781.1
OG0004532	DPOGS202354-PA	XP_034826133.1
OG0004533	DPOGS211620-PA	XP_034832729.1, XP_034832730.1
OG0004534	DPOGS202356-PA	XP_034826076.1
OG0004535	DPOGS215418-PA	XP_034833549.1
OG0004536	DPOGS202821-PA, DPOGS212000-PA	XP_034827207.1
OG0004539	DPOGS212560-PA	XP_034839571.1
OG0004540	DPOGS210722-PA	XP_034828600.1
OG0004541	DPOGS202803-PA	XP_034827208.1
OG0004542	DPOGS200817-PA	XP_034831816.1
OG0004543	DPOGS202361-PA	XP_034825792.1
OG0004544	DPOGS213959-PA	XP_034841381.1
OG0004545	DPOGS213935-PA	XP_034841369.1
OG0004546	DPOGS210306-PA	XP_034825802.1
OG0004547	DPOGS205516-PA	XP_034837794.1
OG0004548	DPOGS202363-PA	XP_034826604.1
OG0004549	DPOGS213957-PA	XP_034841371.1
OG0004550	DPOGS205518-PA	XP_034837797.1
OG0004551	DPOGS202129-PA, DPOGS202130-PA	XP_034840204.1
OG0004552	DPOGS202094-PA	XP_034840134.1
OG0004553	DPOGS207014-PA	XP_034827618.1
OG0004554	DPOGS209961-PA, DPOGS200590-PA	XP_034828934.1
OG0004556	DPOGS212396-PA, DPOGS212395-PA	XP_034831597.1
OG0004557	DPOGS205831-PA	XP_034824194.1
OG0004558	DPOGS200122-PA	XP_034829560.1
OG0004559	DPOGS214287-PA	XP_034824257.1, XP_034824180.1
OG0004560	DPOGS202916-PA	XP_034835455.1
OG0004561	DPOGS202915-PA	XP_034835454.1
OG0004562	DPOGS200302-PA	XP_034830711.1
OG0004563	DPOGS202494-PA	XP_034837758.1
OG0004564	DPOGS213954-PA	XP_034824147.1, XP_034824146.1
OG0004565	DPOGS212572-PA	XP_034839744.1
OG0004566	DPOGS202914-PA	XP_034835489.1
OG0004567	DPOGS203493-PA, DPOGS203494-PA	XP_034832608.1
OG0004568	DPOGS202806-PA	XP_034827107.1
OG0004569	DPOGS202911-PA	XP_034835466.1, XP_034835465.1
OG0004570	DPOGS203399-PA	XP_034839816.1
OG0004571	DPOGS202807-PA	XP_034827282.1, XP_034827108.1
OG0004572	DPOGS200305-PA	XP_034830935.1
OG0004573	DPOGS214911-PA	XP_034826149.1
OG0004574	DPOGS200646-PA	XP_034829283.1
OG0004574	DPOGS200647-PA	XP_034829285.1
OG0004575	DPOGS207917-PA	XP_034837467.1, XP_034837466.1, XP_034837465.1
OG0004577	DPOGS203487-PA	XP_034832755.1
OG0004578	DPOGS214001-PA, DPOGS200642-PA	XP_034829147.1
OG0004579	DPOGS206916-PA, DPOGS206967-PA	XP_034827632.1
OG0004580	DPOGS212383-PA	XP_034831470.1
OG0004581	DPOGS208720-PA, DPOGS208721-PA	XP_034841394.1
OG0004582	DPOGS203397-PA	XP_034839313.1
OG0004583	DPOGS208722-PA	XP_034841385.1
OG0004584	DPOGS200178-PA	XP_034840171.1
OG0004585	DPOGS214093-PA	XP_034837012.1
OG0004586	DPOGS207661-PA	XP_034826688.1
OG0004587	DPOGS203317-PA	XP_034839468.1
OG0004588	DPOGS202782-PA	XP_034827110.1
OG0004589	DPOGS208726-PA	XP_034841373.1
OG0004590	DPOGS211608-PA	XP_034832754.1
OG0004591	DPOGS202784-PA	XP_034826712.1
