Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0004230	DPOGS200574-PA	Vcard_DToL14231-RA
OG0004231	DPOGS205344-PA	Vcard_DToL04392-RA
OG0004232	DPOGS214189-PA	Vcard_DToL05842-RA
OG0004233	DPOGS207586-PA	Vcard_DToL05381-RA
OG0004234	DPOGS206682-PA	Vcard_DToL11054-RA, Vcard_DToL11053-RA
OG0004235	DPOGS211748-PA	Vcard_DToL02979-RA, Vcard_DToL02978-RA
OG0004236	DPOGS206615-PA, DPOGS206614-PA	Vcard_DToL11055-RA
OG0004237	DPOGS206261-PA	Vcard_DToL16206-RA
OG0004238	DPOGS214191-PA	Vcard_DToL05838-RA
OG0004239	DPOGS207584-PA	Vcard_DToL05388-RA
OG0004240	DPOGS212295-PA, DPOGS212296-PA	Vcard_DToL02983-RA
OG0004241	DPOGS214955-PA	Vcard_DToL14452-RA
OG0004242	DPOGS207583-PA	Vcard_DToL05389-RA
OG0004243	DPOGS212294-PA	Vcard_DToL02985-RA, Vcard_DToL02987-RA
OG0004244	DPOGS214935-PA	Vcard_DToL14449-RA
OG0004245	DPOGS207034-PA	Vcard_DToL07973-RA
OG0004246	DPOGS204228-PA	Vcard_DToL02338-RA
OG0004248	DPOGS207582-PA	Vcard_DToL05392-RA
OG0004250	DPOGS204227-PA	Vcard_DToL02336-RA
OG0004251	DPOGS204309-PA	Vcard_DToL02337-RA
OG0004252	DPOGS203804-PA	Vcard_DToL01244-RA
OG0004253	DPOGS204226-PA	Vcard_DToL02334-RA, Vcard_DToL02335-RA
OG0004254	DPOGS204068-PA	Vcard_DToL16198-RA
OG0004255	DPOGS210940-PA	Vcard_DToL10418-RA
OG0004256	DPOGS201990-PA	Vcard_DToL06746-RA, Vcard_DToL06738-RA
OG0004257	DPOGS203803-PA	Vcard_DToL01241-RA
OG0004258	DPOGS204311-PA	Vcard_DToL02329-RA
OG0004259	DPOGS207562-PA	Vcard_DToL05397-RA, Vcard_DToL05402-RA
OG0004260	DPOGS214198-PA	Vcard_DToL05830-RA
OG0004261	DPOGS204315-PA	Vcard_DToL02326-RA
OG0004262	DPOGS207031-PA	Vcard_DToL07966-RA
OG0004263	DPOGS214201-PA	Vcard_DToL05826-RA
OG0004264	DPOGS203611-PA	Vcard_DToL04399-RA
OG0004265	DPOGS201979-PA	Vcard_DToL06658-RA
OG0004266	DPOGS214318-PA, DPOGS214319-PA	Vcard_DToL13686-RA
OG0004267	DPOGS212569-PA	Vcard_DToL00455-RA, Vcard_DToL00457-RA
OG0004268	DPOGS201998-PA	Vcard_DToL06659-RA
OG0004270	DPOGS214203-PA	Vcard_DToL05822-RA
OG0004271	DPOGS204072-PA	Vcard_DToL16187-RA, Vcard_DToL16186-RA
OG0004272	DPOGS214173-PA	Vcard_DToL05819-RA
OG0004273	DPOGS209747-PA	Vcard_DToL12668-RA, Vcard_DToL12667-RA
OG0004274	DPOGS207258-PA	Vcard_DToL12010-RA
OG0004275	DPOGS212305-PA	Vcard_DToL14237-RA
OG0004276	DPOGS214371-PA	Vcard_DToL13691-RA
OG0004277	DPOGS204015-PA, DPOGS204014-PA	Vcard_DToL14424-RA
OG0004278	DPOGS204051-PA	Vcard_DToL14423-RA
OG0004279	DPOGS211584-PA	Vcard_DToL10405-RA, Vcard_DToL10406-RA
OG0004280	DPOGS204016-PA	Vcard_DToL14422-RA
OG0004281	DPOGS209708-PA	Vcard_DToL12661-RA, Vcard_DToL12662-RA
OG0004282	DPOGS207296-PA	Vcard_DToL12018-RA
OG0004283	DPOGS214315-PA	Vcard_DToL13697-RA
OG0004284	DPOGS214207-PA	Vcard_DToL05803-RA
OG0004285	DPOGS207024-PA	Vcard_DToL07944-RA
OG0004286	DPOGS203792-PA	Vcard_DToL01227-RA
OG0004287	DPOGS200100-PA	Vcard_DToL00462-RA
OG0004288	DPOGS207266-PA	Vcard_DToL12029-RA, Vcard_DToL12028-RA
OG0004289	DPOGS211926-PA	Vcard_DToL03741-RA
OG0004290	DPOGS203704-PA	Vcard_DToL01226-RA
OG0004291	DPOGS206913-PA	Vcard_DToL07770-RA
OG0004293	DPOGS207799-PA, DPOGS207797-PA	Vcard_DToL09327-RA
OG0004294	DPOGS214215-PA, DPOGS214162-PA	Vcard_DToL05789-RA
OG0004295	DPOGS213278-PA	Vcard_DToL03747-RA
OG0004296	DPOGS209741-PA	Vcard_DToL12649-RA
OG0004297	DPOGS208876-PA, DPOGS208874-PA	Vcard_DToL07396-RA
OG0004298	DPOGS212255-PA	Vcard_DToL02993-RA
OG0004299	DPOGS213279-PA, DPOGS211897-PA	Vcard_DToL03748-RA
OG0004300	DPOGS207801-PA	Vcard_DToL09323-RA, Vcard_DToL09324-RA
OG0004301	DPOGS209738-PA	Vcard_DToL12643-RA, Vcard_DToL12642-RA
OG0004302	DPOGS208878-PA	Vcard_DToL07397-RA
OG0004303	DPOGS210759-PA	Vcard_DToL10403-RA
OG0004304	DPOGS207803-PA	Vcard_DToL09317-RA
OG0004305	DPOGS206043-PA	Vcard_DToL00491-RA
OG0004306	DPOGS209715-PA	Vcard_DToL12641-RA
OG0004307	DPOGS204081-PA	Vcard_DToL16180-RA
OG0004308	DPOGS212784-PA	Vcard_DToL07698-RA
OG0004309	DPOGS205868-PA	Vcard_DToL17215-RA
OG0004311	DPOGS211893-PA	Vcard_DToL03754-RA, Vcard_DToL03755-RA
OG0004312	DPOGS207760-PA	Vcard_DToL09309-RA
OG0004313	DPOGS208980-PA	Vcard_DToL07402-RA
OG0004314	DPOGS207288-PA	Vcard_DToL12031-RA
OG0004315	DPOGS208977-PA	Vcard_DToL07403-RA
OG0004316	DPOGS209733-PA	Vcard_DToL12630-RA
OG0004317	DPOGS214335-PA	Vcard_DToL13708-RA
OG0004318	DPOGS207432-PA	Vcard_DToL14244-RA
OG0004319	DPOGS208882-PA	Vcard_DToL07408-RA
OG0004320	DPOGS214158-PA	Vcard_DToL05783-RA
OG0004321	DPOGS206625-PA, DPOGS206626-PA	Vcard_DToL11078-RA
OG0004322	DPOGS206569-PA	Vcard_DToL15564-RA
OG0004324	DPOGS214337-PA	Vcard_DToL13713-RA, Vcard_DToL13714-RA
OG0004325	DPOGS213028-PA	Vcard_DToL08540-RA, Vcard_DToL08541-RA
OG0004326	DPOGS203789-PA	Vcard_DToL01220-RA
OG0004327	DPOGS208890-PA	Vcard_DToL07412-RA
OG0004328	DPOGS203711-PA	Vcard_DToL01218-RA
OG0004329	DPOGS211934-PA	Vcard_DToL03759-RA
OG0004330	DPOGS212999-PA	Vcard_DToL08534-RA, Vcard_DToL08536-RA
OG0004331	DPOGS206915-PA	Vcard_DToL07779-RA, Vcard_DToL07778-RA
OG0004332	DPOGS203619-PA	Vcard_DToL04421-RA, Vcard_DToL04425-RA
OG0004333	DPOGS206954-PA	Vcard_DToL07787-RA
OG0004334	DPOGS201964-PA	Vcard_DToL06816-RA
OG0004335	DPOGS202005-PA	Vcard_DToL06814-RA
OG0004336	DPOGS206563-PA	Vcard_DToL15572-RA
OG0004337	DPOGS206951-PA	Vcard_DToL07792-RA
OG0004338	DPOGS206631-PA	Vcard_DToL11089-RA, Vcard_DToL11092-RA
OG0004339	DPOGS204045-PA	Vcard_DToL14414-RA
OG0004340	DPOGS214849-PA, DPOGS214850-PA	Vcard_DToL15422-RA
OG0004341	DPOGS203069-PA	Vcard_DToL02306-RA
OG0004342	DPOGS208971-PA	Vcard_DToL07428-RA
OG0004343	DPOGS206559-PA	Vcard_DToL15578-RA
OG0004344	DPOGS207426-PA	Vcard_DToL14251-RA
OG0004345	DPOGS203071-PA	Vcard_DToL02302-RA, Vcard_DToL02303-RA
OG0004346	DPOGS208052-PA	Vcard_DToL10211-RA
OG0004347	DPOGS214861-PA	Vcard_DToL15427-RA
OG0004348	DPOGS215968-PA	Vcard_DToL03993-RA
OG0004349	DPOGS203077-PA	Vcard_DToL02297-RA
OG0004350	DPOGS202634-PA	Vcard_DToL10947-RA
OG0004351	DPOGS204019-PA	Vcard_DToL14409-RA, Vcard_DToL14410-RA
OG0004352	DPOGS208054-PA	Vcard_DToL10167-RA
OG0004353	DPOGS206148-PA	Vcard_DToL00475-RA
OG0004354	DPOGS209070-PA	Vcard_DToL15436-RA
OG0004355	DPOGS207420-PA	Vcard_DToL14267-RA
OG0004356	DPOGS215962-PA	Vcard_DToL03779-RA
OG0004357	DPOGS208667-PA	Vcard_DToL02293-RA
OG0004358	DPOGS208975-PA	Vcard_DToL07442-RA
OG0004359	DPOGS206029-PA	Vcard_DToL00472-RA
OG0004360	DPOGS207813-PA	Vcard_DToL09291-RA
OG0004361	DPOGS207271-PA	Vcard_DToL12039-RA
OG0004362	DPOGS207409-PA	Vcard_DToL14270-RA
OG0004363	DPOGS206947-PA	Vcard_DToL07804-RA
OG0004364	DPOGS202895-PA	Vcard_DToL13753-RA
OG0004365	DPOGS200480-PA	Vcard_DToL06803-RA, Vcard_DToL06805-RA
OG0004367	DPOGS208639-PA	Vcard_DToL02282-RA
OG0004368	DPOGS206046-PA	Vcard_DToL00502-RA
OG0004369	DPOGS202379-PA	Vcard_DToL15585-RA
OG0004370	DPOGS204037-PA	Vcard_DToL14392-RA
OG0004371	DPOGS213049-PA	Vcard_DToL12607-RA
OG0004372	DPOGS204036-PA	Vcard_DToL14389-RA
OG0004373	DPOGS210754-PA	Vcard_DToL10382-RA
OG0004374	DPOGS208660-PA	Vcard_DToL02278-RA
OG0004375	DPOGS204034-PA	Vcard_DToL14384-RA
OG0004376	DPOGS208914-PA	Vcard_DToL07462-RA
OG0004377	DPOGS208659-PA	Vcard_DToL02277-RA
OG0004378	DPOGS208642-PA	Vcard_DToL02276-RA
OG0004379	DPOGS209543-PA	Vcard_DToL10137-RA, Vcard_DToL10138-RA
OG0004380	DPOGS215954-PA	Vcard_DToL03799-RA
OG0004381	DPOGS206133-PA	Vcard_DToL00508-RA
OG0004382	DPOGS208657-PA	Vcard_DToL02271-RA
OG0004383	DPOGS209535-PA	Vcard_DToL15593-RA
OG0004384	DPOGS207279-PA	Vcard_DToL12057-RA
OG0004385	DPOGS200486-PA	Vcard_DToL06793-RA
OG0004386	DPOGS204851-PA, DPOGS204852-PA	Vcard_DToL12062-RA
OG0004387	DPOGS209556-PA	Vcard_DToL10133-RA
OG0004388	DPOGS202430-PA	Vcard_DToL17249-RA
OG0004389	DPOGS215953-PA	Vcard_DToL03802-RA
OG0004391	DPOGS213435-PA	Vcard_DToL04457-RA
OG0004392	DPOGS215629-PA	Vcard_DToL01194-RA
OG0004393	DPOGS208655-PA	Vcard_DToL02256-RA
OG0004394	DPOGS209029-PA	Vcard_DToL15460-RA
OG0004395	DPOGS202449-PA	Vcard_DToL05445-RA
OG0004396	DPOGS215787-PA	Vcard_DToL01192-RA
OG0004397	DPOGS209061-PA	Vcard_DToL15463-RA, Vcard_DToL15462-RA
OG0004398	DPOGS200489-PA, DPOGS200488-PA	Vcard_DToL06791-RA
OG0004399	DPOGS215628-PA	Vcard_DToL01191-RA
OG0004400	DPOGS205858-PA	Vcard_DToL14276-RA, Vcard_DToL14277-RA
OG0004401	DPOGS209550-PA	Vcard_DToL10120-RA
OG0004402	DPOGS202592-PA, DPOGS212273-PA	Vcard_DToL03030-RA
OG0004403	DPOGS203970-PA	Vcard_DToL00534-RA
OG0004404	DPOGS202444-PA, DPOGS202445-PA	Vcard_DToL05192-RA
OG0004405	DPOGS200492-PA	Vcard_DToL06788-RA
OG0004406	DPOGS205820-PA	Vcard_DToL14283-RA, Vcard_DToL14282-RA
OG0004407	DPOGS207548-PA	Vcard_DToL05190-RA
OG0004408	DPOGS215625-PA	Vcard_DToL01184-RA
OG0004409	DPOGS208654-PA	Vcard_DToL02252-RA
OG0004410	DPOGS207600-PA	Vcard_DToL05187-RA
OG0004411	DPOGS207601-PA	Vcard_DToL05185-RA
OG0004412	DPOGS207546-PA	Vcard_DToL05184-RA
OG0004414	DPOGS208902-PA	Vcard_DToL07479-RA
OG0004415	DPOGS207836-PA	Vcard_DToL09251-RA
OG0004416	DPOGS204853-PA	Vcard_DToL12078-RA
OG0004417	DPOGS202596-PA	Vcard_DToL03040-RA
OG0004418	DPOGS208071-PA	Vcard_DToL02240-RA
OG0004419	DPOGS209054-PA	Vcard_DToL15472-RA
OG0004420	DPOGS210684-PA	Vcard_DToL10368-RA, Vcard_DToL10369-RA
OG0004421	DPOGS208069-PA	Vcard_DToL02236-RA
OG0004422	DPOGS208079-PA	Vcard_DToL02235-RA
OG0004423	DPOGS209537-PA	Vcard_DToL15648-RA
OG0004424	DPOGS211638-PA	Vcard_DToL12173-RA
OG0004425	DPOGS208068-PA	Vcard_DToL02233-RA, Vcard_DToL02232-RA
OG0004426	DPOGS206866-PA	Vcard_DToL08153-RA
OG0004427	DPOGS201490-PA	Vcard_DToL01427-RA, Vcard_DToL01426-RA
OG0004428	DPOGS207070-PA	Vcard_DToL08154-RA
OG0004429	DPOGS209041-PA	Vcard_DToL15479-RA
OG0004430	DPOGS211646-PA, DPOGS208145-PA	Vcard_DToL12165-RA
OG0004431	DPOGS204248-PA	Vcard_DToL02375-RA
OG0004432	DPOGS203973-PA	Vcard_DToL00544-RA
OG0004433	DPOGS214340-PA	Vcard_DToL13727-RA
OG0004434	DPOGS212811-PA	Vcard_DToL14370-RA
OG0004435	DPOGS211633-PA, DPOGS211632-PA	Vcard_DToL12158-RA
OG0004436	DPOGS212873-PA	Vcard_DToL14366-RA
OG0004437	DPOGS210686-PA, DPOGS210687-PA	Vcard_DToL10365-RA, Vcard_DToL10364-RA
OG0004438	DPOGS213236-PA, DPOGS213235-PA	Vcard_DToL13937-RA
OG0004439	DPOGS212814-PA	Vcard_DToL14363-RA
OG0004440	DPOGS212815-PA	Vcard_DToL14359-RA
OG0004441	DPOGS214144-PA	Vcard_DToL05753-RA
OG0004442	DPOGS208376-PA	Vcard_DToL00636-RA
OG0004443	DPOGS200984-PA	Vcard_DToL12578-RA
OG0004444	DPOGS212816-PA	Vcard_DToL14355-RA, Vcard_DToL14356-RA
OG0004445	DPOGS214220-PA	Vcard_DToL05767-RA
OG0004446	DPOGS205873-PA, DPOGS205872-PA	Vcard_DToL17228-RA
OG0004447	DPOGS201024-PA	Vcard_DToL12577-RA
OG0004448	DPOGS209895-PA	Vcard_DToL13822-RA
OG0004449	DPOGS214152-PA	Vcard_DToL05771-RA
OG0004450	DPOGS213832-PA	Vcard_DToL03049-RA
OG0004451	DPOGS202111-PA	Vcard_DToL08506-RA
OG0004452	DPOGS208963-PA	Vcard_DToL07503-RA
OG0004453	DPOGS214254-PA	Vcard_DToL05709-RA
OG0004454	DPOGS205881-PA, DPOGS205251-PA	Vcard_DToL17217-RA
OG0004455	DPOGS213828-PA	Vcard_DToL03054-RA
OG0004456	DPOGS212864-PA	Vcard_DToL14348-RA, Vcard_DToL14349-RA
OG0004457	DPOGS211658-PA	Vcard_DToL12132-RA
OG0004458	DPOGS200986-PA	Vcard_DToL12563-RA
OG0004459	DPOGS208965-PA	Vcard_DToL07507-RA
OG0004460	DPOGS213826-PA, DPOGS213827-PA	Vcard_DToL03057-RA
OG0004462	DPOGS204290-PA	Vcard_DToL02402-RA
OG0004463	DPOGS211903-PA	Vcard_DToL03815-RA, Vcard_DToL03814-RA
OG0004464	DPOGS204264-PA	Vcard_DToL02403-RA
OG0004465	DPOGS209905-PA	Vcard_DToL13799-RA
OG0004466	DPOGS205765-PA, DPOGS205764-PA	Vcard_DToL05178-RA
OG0004467	DPOGS211910-PA	Vcard_DToL03833-RA
OG0004468	DPOGS202636-PA	Vcard_DToL10942-RA
OG0004469	DPOGS207713-PA	Vcard_DToL09223-RA
OG0004470	DPOGS213841-PA	Vcard_DToL03058-RA
OG0004472	DPOGS204284-PA	Vcard_DToL02416-RA
OG0004473	DPOGS206936-PA	Vcard_DToL08228-RA
OG0004474	DPOGS201485-PA	Vcard_DToL01435-RA
OG0004475	DPOGS200707-PA	Vcard_DToL03839-RA
OG0004476	DPOGS213824-PA	Vcard_DToL03059-RA
OG0004477	DPOGS204003-PA	Vcard_DToL17178-RA
OG0004478	DPOGS202367-PA, DPOGS202366-PA	Vcard_DToL15610-RA
OG0004479	DPOGS201013-PA	Vcard_DToL12552-RA
OG0004480	DPOGS212825-PA	Vcard_DToL14318-RA
OG0004481	DPOGS204859-PA	Vcard_DToL12090-RA
OG0004482	DPOGS200999-PA	Vcard_DToL12542-RA, Vcard_DToL12543-RA
OG0004483	DPOGS212827-PA	Vcard_DToL14307-RA, Vcard_DToL14309-RA
OG0004484	DPOGS203950-PA	Vcard_DToL00575-RA
OG0004485	DPOGS202118-PA	Vcard_DToL08496-RA, Vcard_DToL08499-RA
OG0004486	DPOGS201480-PA	Vcard_DToL01461-RA
OG0004487	DPOGS201476-PA	Vcard_DToL01464-RA, Vcard_DToL01463-RA
OG0004488	DPOGS201008-PA	Vcard_DToL12538-RA
OG0004489	DPOGS201006-PA	Vcard_DToL12536-RA
OG0004490	DPOGS212830-PA	Vcard_DToL14303-RA
OG0004491	DPOGS205501-PA	Vcard_DToL17162-RA
OG0004492	DPOGS213630-PA	Vcard_DToL12181-RA
OG0004493	DPOGS205502-PA	Vcard_DToL17160-RA
OG0004494	DPOGS206934-PA	Vcard_DToL08216-RA
OG0004495	DPOGS205534-PA, DPOGS205533-PA	Vcard_DToL17159-RA
OG0004496	DPOGS215411-PA	Vcard_DToL10069-RA
OG0004497	DPOGS213306-PA	Vcard_DToL04526-RA
OG0004498	DPOGS208928-PA	Vcard_DToL07543-RA
OG0004499	DPOGS211621-PA	Vcard_DToL10905-RA
OG0004500	DPOGS202104-PA	Vcard_DToL08485-RA
OG0004501	DPOGS212387-PA	Vcard_DToL11916-RA
OG0004502	DPOGS212388-PA	Vcard_DToL11915-RA
OG0004503	DPOGS206933-PA	Vcard_DToL08213-RA
OG0004504	DPOGS209977-PA	Vcard_DToL02731-RA, Vcard_DToL02732-RA
OG0004505	DPOGS207649-PA	Vcard_DToL06764-RA
OG0004506	DPOGS207666-PA	Vcard_DToL06763-RA
OG0004507	DPOGS204280-PA	Vcard_DToL02434-RA
OG0004508	DPOGS202691-PA	Vcard_DToL14441-RA
OG0004509	DPOGS204279-PA	Vcard_DToL02438-RA
OG0004510	DPOGS202701-PA	Vcard_DToL14440-RA
OG0004511	DPOGS210564-PA, DPOGS207857-PA	Vcard_DToL09209-RA
OG0004512	DPOGS214112-PA	Vcard_DToL05663-RA
OG0004513	DPOGS206927-PA	Vcard_DToL08196-RA
OG0004514	DPOGS200317-PA	Vcard_DToL04536-RA
OG0004515	DPOGS207010-PA	Vcard_DToL08194-RA
OG0004516	DPOGS207860-PA	Vcard_DToL09197-RA, Vcard_DToL09196-RA
OG0004517	DPOGS214111-PA	Vcard_DToL05661-RA
OG0004518	DPOGS204274-PA	Vcard_DToL02446-RA
OG0004519	DPOGS211414-PA	Vcard_DToL05335-RA
OG0004520	DPOGS200318-PA	Vcard_DToL04541-RA
OG0004521	DPOGS206925-PA	Vcard_DToL08190-RA
OG0004522	DPOGS200309-PA	Vcard_DToL04543-RA
OG0004523	DPOGS212557-PA	Vcard_DToL00582-RA
OG0004524	DPOGS202101-PA	Vcard_DToL08474-RA
OG0004525	DPOGS207859-PA	Vcard_DToL09205-RA
OG0004526	DPOGS214107-PA	Vcard_DToL05653-RA
OG0004527	DPOGS207700-PA	Vcard_DToL09208-RA
OG0004528	DPOGS210734-PA	Vcard_DToL10325-RA
OG0004529	DPOGS200308-PA	Vcard_DToL04546-RA
OG0004530	DPOGS210732-PA	Vcard_DToL10319-RA
OG0004531	DPOGS205511-PA	Vcard_DToL17146-RA
OG0004532	DPOGS202354-PA	Vcard_DToL15684-RA
OG0004533	DPOGS211620-PA	Vcard_DToL10904-RA
OG0004534	DPOGS202356-PA	Vcard_DToL15685-RA
OG0004535	DPOGS215418-PA	Vcard_DToL10057-RA
OG0004536	DPOGS202821-PA, DPOGS212000-PA	Vcard_DToL06937-RA
OG0004538	DPOGS201930-PA	Vcard_DToL01475-RA
OG0004539	DPOGS212560-PA	Vcard_DToL00589-RA
OG0004540	DPOGS210722-PA	Vcard_DToL10311-RA, Vcard_DToL10310-RA
OG0004541	DPOGS202803-PA	Vcard_DToL06958-RA
OG0004542	DPOGS200817-PA	Vcard_DToL09184-RA, Vcard_DToL09185-RA
OG0004543	DPOGS202361-PA	Vcard_DToL15693-RA
OG0004544	DPOGS213959-PA	Vcard_DToL02479-RA, Vcard_DToL02478-RA
OG0004545	DPOGS213935-PA	Vcard_DToL02481-RA, Vcard_DToL02482-RA
OG0004546	DPOGS210306-PA	Vcard_DToL15701-RA
OG0004547	DPOGS205516-PA	Vcard_DToL17135-RA, Vcard_DToL17136-RA
OG0004548	DPOGS202363-PA	Vcard_DToL15697-RA
OG0004549	DPOGS213957-PA	Vcard_DToL02485-RA, Vcard_DToL02484-RA
OG0004550	DPOGS205518-PA	Vcard_DToL17132-RA
OG0004551	DPOGS202129-PA, DPOGS202130-PA	Vcard_DToL08462-RA
OG0004552	DPOGS202094-PA	Vcard_DToL08461-RA
OG0004553	DPOGS207014-PA	Vcard_DToL08186-RA
OG0004554	DPOGS209961-PA	Vcard_DToL02791-RA
OG0004554	DPOGS200590-PA	Vcard_DToL02793-RA
OG0004556	DPOGS212396-PA, DPOGS212395-PA	Vcard_DToL11903-RA, Vcard_DToL11901-RA
OG0004557	DPOGS205831-PA	Vcard_DToL05314-RA
OG0004558	DPOGS200122-PA	Vcard_DToL07566-RA
OG0004559	DPOGS214287-PA	Vcard_DToL05648-RA
OG0004560	DPOGS202917-PA, DPOGS202916-PA	Vcard_DToL13780-RA
OG0004561	DPOGS202915-PA	Vcard_DToL13777-RA, Vcard_DToL13778-RA
OG0004562	DPOGS200302-PA	Vcard_DToL04560-RA
OG0004563	DPOGS202494-PA	Vcard_DToL17208-RA
OG0004564	DPOGS213954-PA	Vcard_DToL02487-RA
OG0004565	DPOGS212572-PA	Vcard_DToL00599-RA, Vcard_DToL00600-RA
OG0004566	DPOGS202914-PA	Vcard_DToL13774-RA, Vcard_DToL13773-RA
OG0004568	DPOGS202806-PA	Vcard_DToL06956-RA
OG0004570	DPOGS203399-PA	Vcard_DToL00700-RA, Vcard_DToL00699-RA
OG0004571	DPOGS202807-PA	Vcard_DToL06954-RA
OG0004572	DPOGS200305-PA	Vcard_DToL04571-RA
OG0004573	DPOGS214911-PA	Vcard_DToL15709-RA
OG0004574	DPOGS200646-PA, DPOGS200647-PA	Vcard_DToL02802-RA
OG0004575	DPOGS207917-PA	Vcard_DToL17120-RA
OG0004576	DPOGS213436-PA	Vcard_DToL04459-RA
OG0004577	DPOGS203487-PA	Vcard_DToL10874-RA
OG0004578	DPOGS214001-PA, DPOGS200642-PA	Vcard_DToL02815-RA, Vcard_DToL02816-RA
OG0004579	DPOGS206916-PA, DPOGS206967-PA	Vcard_DToL08170-RA
OG0004580	DPOGS212383-PA	Vcard_DToL11887-RA
OG0004581	DPOGS208720-PA, DPOGS208721-PA	Vcard_DToL02507-RA
OG0004582	DPOGS203397-PA	Vcard_DToL00703-RA
OG0004583	DPOGS208722-PA	Vcard_DToL02508-RA
OG0004584	DPOGS200178-PA	Vcard_DToL08444-RA
OG0004585	DPOGS214093-PA	Vcard_DToL05641-RA
OG0004586	DPOGS207661-PA	Vcard_DToL06948-RA, Vcard_DToL06947-RA
OG0004587	DPOGS203317-PA	Vcard_DToL00706-RA
OG0004588	DPOGS202782-PA	Vcard_DToL06945-RA
OG0004589	DPOGS208726-PA	Vcard_DToL02518-RA
OG0004590	DPOGS211608-PA	Vcard_DToL10886-RA
OG0004591	DPOGS202784-PA	Vcard_DToL06961-RA
OG0004592	DPOGS205854-PA	Vcard_DToL05292-RA
OG0004593	DPOGS208729-PA	Vcard_DToL02526-RA
OG0004595	DPOGS215273-PA	Vcard_DToL12515-RA
OG0004596	DPOGS202833-PA	Vcard_DToL06970-RA
OG0004597	DPOGS200831-PA	Vcard_DToL09151-RA
OG0004598	DPOGS200341-PA	Vcard_DToL04591-RA
OG0004599	DPOGS200294-PA	Vcard_DToL04592-RA, Vcard_DToL04593-RA
OG0004600	DPOGS200599-PA	Vcard_DToL02822-RA, Vcard_DToL02821-RA
OG0004602	DPOGS200600-PA	Vcard_DToL02823-RA
OG0004603	DPOGS200833-PA	Vcard_DToL09146-RA
OG0004604	DPOGS200638-PA, DPOGS200639-PA	Vcard_DToL02826-RA
OG0004606	DPOGS205572-PA	Vcard_DToL07585-RA
OG0004607	DPOGS209927-PA	Vcard_DToL05280-RA
OG0004608	DPOGS215278-PA	Vcard_DToL12524-RA
OG0004609	DPOGS207619-PA	Vcard_DToL05623-RA, Vcard_DToL05624-RA
OG0004610	DPOGS210595-PA	Vcard_DToL01707-RA
OG0004611	DPOGS200352-PA	Vcard_DToL04614-RA
OG0004612	DPOGS208707-PA	Vcard_DToL02530-RA
OG0004613	DPOGS207071-PA	Vcard_DToL08151-RA
OG0004614	DPOGS202832-PA	Vcard_DToL06979-RA
OG0004615	DPOGS215394-PA	Vcard_DToL10148-RA
OG0004616	DPOGS207639-PA, DPOGS207640-PA	Vcard_DToL05620-RA
OG0004617	DPOGS203005-PA	Vcard_DToL00733-RA
OG0004618	DPOGS207687-PA, DPOGS207688-PA	Vcard_DToL17104-RA
OG0004619	DPOGS208705-PA	Vcard_DToL02535-RA
OG0004620	DPOGS200173-PA	Vcard_DToL08436-RA
OG0004621	DPOGS200357-PA	Vcard_DToL04623-RA
OG0004622	DPOGS205571-PA	Vcard_DToL07587-RA
OG0004623	DPOGS200714-PA	Vcard_DToL03862-RA, Vcard_DToL03861-RA
OG0004624	DPOGS202827-PA, DPOGS203890-PA	Vcard_DToL06993-RA
OG0004626	DPOGS200747-PA	Vcard_DToL03868-RA
OG0004627	DPOGS208163-PA	Vcard_DToL15738-RA, Vcard_DToL15739-RA
OG0004628	DPOGS200716-PA, DPOGS209331-PA	Vcard_DToL03869-RA
OG0004629	DPOGS206722-PA	Vcard_DToL08350-RA
OG0004630	DPOGS200717-PA	Vcard_DToL03870-RA
OG0004631	DPOGS205556-PA	Vcard_DToL07590-RA
OG0004632	DPOGS200718-PA	Vcard_DToL03871-RA
OG0004633	DPOGS208321-PA	Vcard_DToL10275-RA
OG0004634	DPOGS204752-PA	Vcard_DToL08290-RA
OG0004635	DPOGS208742-PA	Vcard_DToL02554-RA
OG0004637	DPOGS200631-PA	Vcard_DToL02833-RA, Vcard_DToL03849-RA
OG0004638	DPOGS202235-PA	Vcard_DToL01686-RA
OG0004639	DPOGS212374-PA	Vcard_DToL11870-RA
OG0004640	DPOGS208165-PA	Vcard_DToL15734-RA, Vcard_DToL15742-RA
OG0004641	DPOGS200606-PA	Vcard_DToL02835-RA
OG0004643	DPOGS204755-PA	Vcard_DToL08295-RA
OG0004644	DPOGS202187-PA	Vcard_DToL01683-RA
OG0004645	DPOGS206862-PA	Vcard_DToL08127-RA
OG0004646	DPOGS202385-PA	Vcard_DToL10270-RA
OG0004647	DPOGS203033-PA	Vcard_DToL00782-RA
OG0004648	DPOGS202188-PA	Vcard_DToL01680-RA
OG0004649	DPOGS200359-PA	Vcard_DToL04625-RA
OG0004651	DPOGS200848-PA	Vcard_DToL09111-RA
OG0004652	DPOGS202990-PA	Vcard_DToL00758-RA
OG0004653	DPOGS208692-PA	Vcard_DToL02569-RA, Vcard_DToL02568-RA
OG0004654	DPOGS207636-PA	Vcard_DToL05610-RA
OG0004655	DPOGS200737-PA	Vcard_DToL03888-RA, Vcard_DToL03889-RA
OG0004656	DPOGS211038-PA	Vcard_DToL03068-RA
OG0004657	DPOGS214891-PA	Vcard_DToL05263-RA
OG0004658	DPOGS200363-PA	Vcard_DToL04633-RA
